0.0039427-0.00021468i,0.0031783-0.0029463i,0.0019868-0.0044535i,-0.00053925-0.0042434i,-0.0027776-0.0017239i,-0.0035956+0.0018902i,-0.0019623+0.0030366i,0.0005671+0.0024235i,0.0017074+0.00094482i,0.0011865-0.00088776i,-0.00048341-0.0019051i,-0.0012558-0.0017446i,-0.0015423-0.001071i,-0.0017351+0.00052487i,-0.002389+0.00097873i,-0.002216+0.0010082i,-0.00064721+0.0011378i,0.00015724+0.00080562i,0.00060703+0.00095999i,0.0010334+0.00043836i,0.00021216-0.00014276i,6.9547e-06-0.00013436i,-0.00041106-0.00028694i
0.0018215-0.0014438i,0.00070298-0.0019798i,0.0002876-0.0023545i,0.00050681-0.0021293i,-0.00028258-0.0013521i,-0.00068959-0.00041708i,-0.00020463-0.00035379i,8.4857e-05+0.00014344i,0.00055414+0.00025987i,0.0009196-0.00064931i,0.00048608-0.00082057i,-5.3794e-05-0.00042617i,-0.00069582+0.00040791i,-0.0012068+0.00085459i,-0.0010917+0.00025632i,-0.00076772+0.00025681i,-0.0008956+0.00072684i,-0.00043845+0.00039951i,0.00019273-0.00010032i,0.00016245-5.7619e-05i,0.00014504+8.5887e-05i,0.00032693-7.5362e-06i,0.00059071-7.4619e-05i
-0.00074905+0.00032109i,-0.0014327-3.4353e-05i,-0.0016591+0.00066202i,-0.00079421+0.00089552i,0.00029457+0.00072132i,0.0004788+0.00097208i,0.00032724+0.00079452i,-1.8641e-05-8.9571e-05i,-0.00091284-0.00081377i,-0.00073161-0.00061153i,-6.7392e-05+0.00010883i,-2.6293e-05+0.0005179i,0.00010868+0.00080398i,-0.00021973+0.00043627i,-0.00028805-0.00049213i,0.0003479-0.00067615i,0.00043427-0.00018692i,0.00044608-7.4286e-05i,0.00077827-0.00036595i,0.00035222-0.00071692i,-0.00011012-0.00055397i,0.0002521-0.00013691i,0.00072463-0.00033855i
2.881e-05+0.00089288i,-0.0014081-0.0006065i,-0.002428-0.00057079i,-0.0020961-0.00017618i,-0.00060917-0.00054641i,0.0003015-0.00039559i,0.00019034+0.00013355i,-0.00068107+0.00049148i,-0.00069019+0.00011338i,-0.00039299-6.3075e-05i,0.00020104-0.00014995i,0.00047129-0.00060246i,0.00051173-0.00033644i,-0.00019789-1.0148e-05i,-0.0018934-0.000441i,-0.0024798-0.00049805i,-0.0014023-8.9303e-05i,-1.8608e-05+3.8491e-05i,0.00040958+0.00027339i,6.3236e-05+9.4214e-05i,-1.4559e-05+0.00033207i,0.00017076+0.00022654i,-0.00025973-0.00070511i
-0.00077796-0.0008342i,-0.0020151-0.00067728i,-0.00055628-0.00065639i,0.00089663+0.00047431i,0.0011734+0.0013193i,0.00031101+0.00057715i,-0.00079108+1.7117e-05i,2.3902e-05+0.0001901i,0.0011516-0.00037442i,0.0010249-0.00034857i,0.00066137+0.00074602i,0.00054027+0.00016516i,0.00079244-0.00045154i,0.00024684+0.0004219i,-0.00038606+0.00077042i,-0.00034549+0.0002951i,-0.00046848+0.00013857i,-0.00053482+2.9074e-05i,-1.2007e-05+0.00030077i,0.00033815+0.00061046i,0.00063421+0.00083462i,0.00046614+0.00028367i,-0.00010785-0.00072983i
-3.0645e-05-0.00076524i,-0.0008511-0.00075823i,-0.0012153-9.9185e-05i,-0.0007983+0.00013517i,-0.00061589-0.00054815i,-0.00047214-0.0012398i,-0.00011382-0.00084755i,-0.00020776-0.00022141i,-0.00072418+0.00030749i,-0.0006718+0.0011414i,-4.0811e-05+0.00095936i,0.00019078+0.00028996i,-0.00020623-3.2525e-05i,-0.00055107-0.00030814i,-0.0003553+0.000162i,-0.0003391+0.00032926i,-0.00062844+0.00069624i,-0.00051149+0.00086695i,-0.00053215+0.00075073i,-0.00047669+0.00087315i,-0.00056755+0.00097364i,-0.0011066+0.00083238i,-0.000529+0.00032541i
-0.0013094-0.00032236i,-0.0022473-0.00059068i,-0.0014268+0.00039638i,0.00021285+0.00067357i,0.00021206+0.00069465i,0.00016066+0.0011739i,0.0005288+0.00086598i,0.00020656+0.00038131i,-0.00027579+0.0011039i,-0.00036317+0.0012018i,-5.8753e-05+0.00015694i,0.00046961-0.00080399i,0.00046037-0.0012057i,0.00044502-0.0010191i,0.00032227-0.00057539i,-0.00064955-0.00024083i,-0.00081416-0.00017527i,0.0002493-0.00038734i,0.0010383-0.0002904i,0.00054618+0.0002431i,-0.00075343+0.0003112i,-0.0016455-6.6427e-05i,-0.0012984+0.00040747i
-0.0026525-0.0017785i,-0.002531-0.0021384i,-0.0025513-0.00030114i,-0.0013789+0.0018947i,-0.00021715+0.0018089i,0.0001475+0.00071484i,0.0011975+0.00027915i,0.00093739-0.00021142i,-0.00022299-0.0005068i,-0.00078273+0.00022227i,-0.00025504+0.0009935i,0.0005631+0.00038351i,0.00073965-0.00040685i,0.00072488-0.00094666i,0.00012491-0.00068807i,-0.00052658-0.00019086i,-0.00021048-0.00019207i,-0.00020532-0.00021814i,-0.00064796+0.00011347i,-0.00045977+9.3455e-05i,-1.4991e-06-0.00024379i,-0.00016495-0.00029067i,0.00035599-0.00052989i
-0.0020474+0.0022082i,-0.0025382+0.0033914i,-0.0014846+0.0037918i,0.00023211+0.0034199i,0.0011743+0.002031i,0.001111+4.2476e-05i,0.0010633-0.00054658i,0.0010978-0.0004063i,0.00093475-0.00018687i,0.0010975-0.00036239i,0.0007278+9.9633e-05i,0.00025668+0.00059123i,0.00034678+0.00018041i,0.00020863-0.00026378i,-2.1764e-05-0.00080445i,-0.00023931-0.00079258i,-0.00062938+0.00035289i,-0.00030734+0.00082895i,0.00021557+3.3325e-06i,7.3858e-05-0.00025638i,-0.00065382+0.00031122i,-0.00059184+1.8593e-05i,-0.00016732-0.00018141i
-0.0032336-0.0013906i,-0.0035294-0.0018021i,-0.0032508-0.0025351i,-0.0021531-0.0021952i,-0.00089491-0.0012646i,0.0003487-0.0001731i,0.00037036+0.00088548i,-0.00024871+0.00052301i,-9.9316e-05-3.6534e-05i,0.00097934+0.00039557i,0.0012433+0.00065171i,0.00082645+0.00056267i,0.00026717+0.00032364i,-0.00035083-0.00045255i,6.4551e-05-0.0012627i,-5.5117e-06-0.0011075i,-0.0004777-0.0006178i,-4.7112e-05-0.00062359i,0.00022239-0.00089199i,0.00011026-0.00038312i,0.00022045+0.00056553i,7.4775e-05+0.00084379i,0.00030084+0.00016626i
0.00027632-0.0005471i,0.00021716-0.00079271i,-0.00078339+0.00023141i,-0.0013876+0.00093462i,-0.00051688+0.00040677i,8.6263e-05-0.00023785i,-0.00047965+0.00015936i,-0.00029428+0.00081473i,0.00034004+0.00029234i,1.885e-05-0.00037569i,-0.00064328-0.00028352i,-0.0010221-0.00011175i,-0.0010379-0.00023197i,-0.00073849+0.00029728i,-0.00067334+0.0010923i,-0.00071227+0.00079031i,-0.00034328+0.00019076i,0.00029307+0.00025984i,7.9842e-05-7.5647e-05i,0.00010298-0.00068455i,0.00039443-0.0004374i,-0.00031462+0.00025113i,-0.00025779+0.00099066i
-6.4158e-05-0.0014075i,-0.0015316-0.00060365i,-0.0015649+0.00064915i,-0.00063083+0.00049563i,-0.00039476+0.00025337i,-0.00074326+0.00043103i,-0.00099242+0.00092117i,-0.0004954+0.00069864i,0.0001433+0.0008041i,0.00041955+0.0010829i,0.00027827+0.00082059i,0.00031941+0.00031724i,-0.00017005-0.00017424i,-0.00073257-0.00038136i,-0.00098761-0.00021978i,-0.0011382-0.00032785i,-0.00015861-0.0011064i,0.00048242-0.0013851i,0.00072398-0.00071149i,0.00080845+0.00016696i,-0.00024037+0.00036655i,-0.0009075+0.0005481i,-0.00072926+5.2267e-06i
0.0013418-0.0013343i,0.0011884-0.0013376i,-0.00016974-0.0017971i,-0.0011363-0.0012227i,-0.00038368+7.7181e-05i,0.0003015+0.001095i,-7.0459e-05+0.0020351i,-0.00042725+0.0019133i,0.00027216+0.0010195i,0.00029937+0.00056881i,-0.00013288+0.00061772i,-0.00042107+0.0012332i,-0.00069793+0.0011861i,-0.00042036+0.0007589i,-0.0001909+0.0003842i,-0.00042063+0.00026555i,-0.001188-0.00035622i,-0.001289-0.00084156i,-0.00053689-0.00064336i,-0.00028573-0.00019825i,-0.00070425+0.00063399i,-0.0012719+0.00075162i,-0.001223-5.097e-05i
0.0006669-6.8486e-06i,0.00024251-0.00028283i,-1.4884e-05-0.00083669i,-0.00059032-0.00067512i,-0.0013471-0.00068131i,-0.002044-0.00036925i,-0.0007352+0.00048001i,0.00055319+0.00099828i,0.00043914+0.00088557i,-0.0005165+0.0010055i,-0.00034985+0.00068836i,0.00039393-9.5309e-05i,8.2456e-05-0.00017697i,-0.00027595+0.00018628i,5.9895e-05+0.00075198i,0.0002601+0.00028654i,0.00022897-0.00042998i,-6.5835e-05-0.00019869i,0.00020368-0.00017456i,0.00042475+3.0753e-05i,2.4337e-05+0.00015879i,8.7339e-05-0.00030426i,0.00011542-0.00058478i
-0.00059925-0.0025356i,-0.0017696-0.003058i,-0.0018037-0.0023487i,-0.0018887+0.00023611i,-0.0016502+0.0020691i,-0.0012913+0.0015386i,-0.00084227+0.00058044i,0.00023841+0.00052082i,-7.1546e-05+0.00043946i,-0.0010699+0.000491i,-0.00082371+0.00088796i,-5.0256e-05+0.00030399i,0.0010538-0.00010588i,0.0011523+0.00031103i,0.000384+0.00094433i,6.5698e-05+0.0011596i,-6.4005e-05+0.0013645i,-0.00029582+0.0012187i,-0.00039625+0.0002883i,-0.00035645-0.00057722i,-0.00045426-0.00031724i,-0.0008186-0.00049575i,-0.00014568-0.00071084i
0.0012294-0.00051149i,0.0008615-0.00014966i,0.00026511-0.0008762i,0.00014282-0.0012572i,0.00081586+0.00040788i,0.00081924+0.0010101i,0.00042243+0.00062887i,0.00010131+0.00030635i,-0.00030408+0.00022112i,0.00057762+0.00050265i,0.00092678+0.00063851i,0.00084144+0.00032321i,0.0006323+7.6238e-05i,0.000111-7.48e-05i,-0.00029825+0.00028135i,-0.00020036+0.00066827i,-4.0177e-05-1.9752e-05i,-0.00016991-0.00038945i,0.00037062+0.00035296i,0.00076925+0.00056316i,0.00017922+0.00024061i,-0.00013398-0.00031258i,0.0007106+9.6404e-05i
0.00040939+0.00033636i,-0.00035032-0.00076048i,-0.00050497-0.00065406i,-0.00083868-0.0010591i,-0.00080814-0.0016897i,-0.00062911-0.0014649i,-0.00081767-0.00069285i,-0.00027075+0.00035616i,0.00080123+0.00065905i,0.00053877-9.8786e-05i,-0.00046321-0.00011335i,-0.00037411+0.00027991i,-6.7411e-05+8.8432e-05i,-0.00029769-0.00028958i,-0.00034603-0.00051301i,-0.00047367-0.00015718i,-0.00066527-0.00070144i,-0.00028551-0.00038222i,-0.00011017+0.00027689i,-0.00010341-0.00018421i,0.00010146-8.1891e-06i,0.00020754+0.0002988i,7.322e-05-8.2416e-05i
-0.00091119+2.823e-05i,-0.0011726-0.00018054i,-7.1248e-06+0.00043424i,0.0011737+0.0010408i,0.00076051+0.00047014i,-0.00073592+6.8163e-06i,-0.0011405-0.00010018i,-0.00098281+9.0989e-05i,-0.00030684+0.0007405i,0.00057856+0.00011439i,0.00084154-0.00064629i,0.0010666-0.00043482i,0.00048299-0.00055036i,-0.00053755-0.00069983i,-0.00067294-0.00032037i,-0.00018895-0.00019191i,0.00048782-9.8088e-05i,0.00089128+3.3617e-05i,0.00020667+2.8028e-05i,-0.00011485+0.0001059i,0.00044707+0.0003708i,0.00054799+0.00035751i,0.00020421-0.00012667i
-0.00071696+0.00083523i,-4.9908e-05+0.00041038i,0.00026678+0.00033039i,0.00025333+0.0001213i,0.00037319+0.0001416i,-0.00030253+0.00031556i,7.11e-05+0.00027913i,0.00035457+0.00038052i,-0.00056903+0.00061232i,-0.00052581-0.00011905i,0.00045616-0.00097856i,0.00077072-0.00055101i,0.00043159+2.3975e-05i,-7.7797e-05-7.0185e-05i,-0.00037555+0.00015665i,0.00017436-6.7658e-05i,9.7678e-05+7.4183e-05i,-0.00043887+0.00092089i,0.00021131+0.0010165i,0.00048215+0.00054852i,0.00021167+0.0005231i,0.0002274+0.0006108i,1.3345e-05+0.00026123i
-0.0023195-0.00070822i,-0.0042089-0.0011408i,-0.0041582+0.00013552i,-0.0027758+0.0001658i,-0.0016095-0.00041682i,-0.00088413-0.00041359i,-0.00051247-6.973e-05i,-0.00062383+0.00036687i,-0.00080373-5.9231e-05i,-0.00043584-0.00052036i,-0.0001954-0.00057821i,-4.0338e-05-0.00013938i,-8.084e-05+0.00014543i,-0.00050776+0.00037823i,-0.00065282+0.00070491i,-0.00069394+0.00040195i,-0.00070592+0.00035945i,-0.00076053+0.00021742i,-0.00027693-0.00027737i,-0.0003327+4.6348e-05i,-0.00077149+0.0006446i,-0.00082382+0.00045659i,-0.00033233+6.6871e-05i
0.00030927-0.0030873i,2.4631e-05-0.0042019i,-0.000285-0.0028062i,-0.00079043-0.00027768i,-0.00092197+0.0011924i,-0.00050419+0.00096575i,9.1679e-05+0.00024847i,-0.000142+0.00016695i,-0.00036706+0.00017315i,-0.00014337-0.00036698i,7.403e-06-0.0002399i,-0.00022678+9.554e-05i,-0.00063865-9.0188e-05i,-0.0006559-0.00036995i,-0.00058326-0.00022648i,-0.00022976+0.0002404i,0.00032606+0.00040883i,3.1049e-05-9.2872e-05i,-0.00020347-0.00083018i,-0.00014206-0.0008237i,-3.241e-05-0.00022111i,0.00070701+0.00038088i,0.00070253+0.00035916i
-0.00054387+0.00087582i,1.2008e-05+0.0024862i,0.00066426+0.0027228i,0.0011444+0.0029281i,0.0013189+0.0027467i,0.0014526+0.0011766i,0.0012357+0.00022505i,-0.00023429+2.1674e-05i,-0.0011506-4.2525e-05i,-0.0004346+0.00021053i,-0.00012134+0.0005832i,-0.00096301-0.00011205i,-0.00042665-0.00061653i,0.00043815-0.00045175i,5.5942e-05-0.00075368i,-0.00039335-0.0011866i,2.4193e-06-0.00086522i,0.00069078-0.00058792i,0.0004322-0.00060593i,-0.00044097-0.00012345i,-0.00044975+0.00026167i,-0.00055086+0.00023982i,-0.00080793+0.00019694i
-0.0006731-0.00051558i,-0.0024409-0.00089853i,-0.0030711-0.0010059i,-0.0022421-0.0011951i,-0.0013099-0.0015266i,-0.00062403-0.001459i,-0.00033037-0.00029892i,-0.00036279+0.00079405i,-0.00072938+0.00092503i,-0.00079335+0.00096975i,-0.00041759+0.00036472i,0.00049801-0.00041938i,0.00062855-0.00064413i,-0.00017599+2.9625e-05i,-0.00026653+0.00026983i,-0.000461+0.00012429i,-0.0009704-6.9165e-05i,-0.0011547-0.00062942i,-0.00072095-0.00043345i,-0.00033273+0.00029109i,-0.00015312+0.00086534i,5.4629e-05+0.00093207i,0.00075097+0.00051802i
0.0004423-0.0014996i,0.0013954-0.003749i,0.0015634-0.0031227i,0.00054393-0.0013091i,0.00018409-0.00035729i,4.8143e-05-6.8925e-05i,-9.5624e-05-4.8625e-05i,0.00012615+0.00034191i,-4.698e-05+0.00059203i,-0.00016551+0.00082178i,-0.00073367+0.00068057i,-0.00090257-0.00024577i,0.00015821-0.00084589i,3.7974e-05-0.00012977i,-0.00037025+1.5595e-05i,0.00014169-0.0004177i,0.0007121-0.00021263i,0.00057365-6.1625e-05i,0.00013467+0.0003224i,0.00060734-2.2477e-05i,0.00025981-0.00037201i,-0.00056731-0.00010782i,-0.00028329-0.00031021i
-0.0012976-0.0015057i,-0.0018868+0.0001228i,-0.001552+0.0016688i,-0.00086642+0.0019656i,-0.00013599+0.0020442i,0.0010486+0.0013636i,0.0013284+7.7662e-05i,0.00019091-0.0012568i,-0.00084131-0.001083i,-0.00014986-6.776e-05i,0.0006555-0.00010606i,0.00062608+8.2619e-05i,0.001444+0.00052633i,0.0018932+0.00093429i,0.0011178+0.0015416i,0.0012156+0.0012686i,0.001016+0.00030636i,0.0007626-0.00019974i,0.00052036+3.6737e-05i,0.0002252+1.5454e-05i,0.00044202-0.00031006i,0.00026474-0.00028318i,-0.00045325+6.0008e-06i
-0.0024827-0.0012624i,-0.0032751-0.0008744i,-0.003685-0.0010694i,-0.0019603-0.00018314i,2.7438e-05+0.00033312i,0.00078126+3.3082e-05i,0.00050925+0.00021284i,0.00052647+0.00043063i,-6.633e-05+0.00046992i,0.00012152-0.0001282i,0.00085544+0.00028858i,0.0005304+0.00059955i,0.00078215-0.00013288i,0.00072133+0.00022697i,-0.00034017+0.00066617i,-0.0011657+0.00024153i,-0.0010488-0.00034585i,-9.8078e-05-5.8397e-05i,4.2017e-05-0.00016356i,-0.00076793-0.00014313i,-0.0007938+8.1465e-05i,-0.00083764+3.5991e-05i,-0.00068701-0.0003605i
0.0013255-0.0042966i,0.0019856-0.0052987i,0.0012984-0.004338i,-0.00017735-0.00086762i,-0.0001778+0.0017141i,0.0005333+0.0011637i,0.00010661+0.00047331i,-0.00036373+0.00075259i,-0.0003585+0.00082535i,-5.4001e-05+0.00043635i,0.0003275-4.3417e-05i,0.00063621+0.00044187i,0.0011222+0.0004997i,0.00058477-4.1092e-05i,5.5085e-05+0.00050453i,1.3406e-05+0.00075639i,-0.00062875+0.00015518i,-0.00091613+2.9827e-05i,-0.00090361-0.00023923i,-0.00032151-3.4129e-05i,-0.0002778+5.0285e-05i,-0.00074834+0.00017199i,-0.00092807+0.00055706i
-0.0019047+0.002789i,-0.0024293+0.0040247i,-0.0025652+0.0050661i,-0.001762+0.0039398i,-0.00016601+0.0024488i,0.0011668+0.00091114i,0.0011372-0.00044991i,-0.00016787-0.00041995i,-0.00039872+5.4978e-05i,0.00018319+0.00044557i,0.00066572-0.00061791i,0.00039695-0.0016531i,0.00014955-0.0015122i,0.00058792-0.00067687i,0.00044271-0.00038621i,-0.00025862-0.00072114i,-0.00093408-7.4706e-05i,-0.00046539-1.5925e-05i,-6.0984e-05-0.00031015i,-0.00019092+0.00015971i,-0.00024107+0.00029388i,0.00064792-0.00015569i,0.0016043-0.00024001i
-0.0026251-0.0020393i,-0.0051842-0.0012107i,-0.0057284-0.00049573i,-0.0035736-0.00019403i,-0.0015448-0.00023872i,-0.0013855-0.00068612i,-0.0013883-0.00090331i,-0.00052803+0.00011101i,-0.00036355+0.00059468i,-0.00058615+0.00020964i,2.5118e-05+0.00064166i,0.0008901+0.0012467i,0.0011223+0.00038695i,0.00057173-0.00023756i,-0.00027018+3.6873e-05i,-0.0006507+0.0004574i,-0.00087987+0.00087348i,-0.0010903+0.00081666i,-0.00052551+5.3504e-05i,0.00031816-0.00010997i,0.00010764+0.00021659i,-1.9838e-05+2.6129e-06i,0.0003003-0.00069014i
0.0013183-0.00062344i,0.0030346-0.0019547i,0.003137-0.0023151i,0.0012994-0.0014276i,-7.6047e-05+0.00034051i,-0.0002513+0.0015823i,7.485e-06+0.0012823i,0.00031902+0.00062851i,0.00068265+0.00039422i,0.00076955+0.00086382i,0.00064946+0.001258i,-1.4629e-05+0.0006159i,-0.00022477-0.00024236i,-3.2903e-05-0.00033333i,-0.0012328+2.5361e-05i,-0.0012647+0.00053288i,-4.9881e-05+0.00043157i,-7.6915e-05-9.6658e-05i,0.00027716-0.00040483i,0.00034486-0.00046663i,-0.00019147-0.00017892i,-0.00018633+0.00013075i,-0.000192+0.00016657i
-0.0039022+9.7378e-05i,-0.0035848+0.00067998i,-0.0033307+0.0023405i,-0.0011142+0.003434i,0.0012098+0.0023038i,0.0018118+0.00022257i,0.0018091-0.00084492i,0.00079368-0.00060078i,0.00066688+0.00014172i,0.00079299+0.00072779i,0.00057542+0.00072696i,0.00091985+0.0006712i,0.00056913+0.00044365i,0.00030353+0.00023591i,0.00055409-0.00045352i,0.00022882-0.0010053i,-0.00020391-0.00019866i,-0.00017792-0.0002954i,0.0002043-0.00088699i,3.6913e-05-0.00057694i,0.00010106+0.00012369i,-0.0002723+0.00031396i,-0.00089933+0.0002343i
-0.0012734-0.00060313i,-0.0030964-0.0022854i,-0.0036101-0.0014767i,-0.0022276-1.3757e-05i,-0.0011644+0.00026871i,-0.00070143+0.00065699i,-8.8971e-05+0.0011986i,0.00062362+0.00079722i,0.00055037-0.000294i,-0.00012711-0.00019142i,-0.00030371-0.0001406i,9.1118e-05-0.00054032i,0.00065113-0.00030288i,-0.00030831-0.00033991i,-0.0010418-0.00014724i,-9.4016e-05+0.00043718i,-0.00037279+0.00039552i,-0.00039216+3.1196e-05i,1.6677e-05-0.0004444i,-0.00018581-0.00069898i,2.3465e-05+0.00014998i,-6.3464e-05+0.00043809i,-0.00049761-1.5008e-05i
0.0010784-0.0012051i,0.0021438-0.00098972i,0.0020134-0.00091357i,0.00060626-0.0009436i,-0.00010588-0.00017272i,4.3859e-05+0.00070838i,0.00040013+0.00090259i,0.00038501+0.00038523i,0.00034914+0.0004151i,2.3043e-05+0.0014677i,-0.00088629+0.0015295i,-0.0011809+0.0011773i,-0.0012346+0.00084074i,-0.0008333+0.00093239i,-2.5196e-05+0.00089524i,-0.00010918+0.00028573i,-0.00031508+0.00025377i,0.00046518+0.00031637i,0.0010709+0.00014026i,0.00056585-7.2153e-05i,0.00023352+0.0003468i,0.00016367+0.00049592i,0.00035717+0.0001357i
-3.4186e-05-0.0011248i,-0.0020156-0.00039967i,-0.0027768+0.00045029i,-0.0015851+0.0016714i,-0.00028393+0.0020643i,0.00010795+0.00090927i,0.00074371-0.00037311i,0.0010131-0.00048004i,0.00052644+4.5833e-07i,0.00043934+0.00065688i,0.00062656+0.00056727i,0.00036515-0.00051858i,0.00058167-0.00017548i,0.0008644+0.00057305i,0.00066424+1.9892e-06i,0.00089227-0.00011949i,0.0012635-0.00027173i,0.0011612-0.00026122i,0.00091079+0.00059832i,0.00059739+0.0010958i,5.8122e-06+0.00085235i,-4.616e-05+0.00082155i,7.4769e-05+0.00076254i
-0.0014871-0.0020747i,-0.002812-0.0022502i,-0.0035118-0.0016803i,-0.0031274-0.00033075i,-0.0018362-0.00052833i,-0.00080939-0.0018336i,-0.00095084-0.00093262i,-0.0010024+0.00058606i,-0.00028032+0.00097304i,0.00015985+0.00049535i,0.00064108-0.00028528i,0.0021459-0.00044492i,0.0017548-0.0004169i,8.5531e-06-0.00017601i,-0.00042141-0.00031301i,-0.00030522-9.4436e-05i,0.00021983+0.00029382i,0.00047938+0.00037107i,0.00064868+0.0005342i,0.0003398-7.2829e-07i,-0.00010135-0.00055976i,5.7889e-05-0.00053053i,-0.00029405-0.00031969i
-0.0010219-0.00071269i,-0.00079562-0.00024935i,-0.00032303-0.00011797i,9.5766e-05-7.787e-05i,7.762e-05+0.00037031i,0.00027626+0.00084342i,0.00098908+0.00081355i,0.0010632+0.00073304i,0.00023327+0.00037234i,-0.000132+0.00013247i,9.2454e-05-0.00046403i,0.00037831-4.9733e-05i,0.00047129+0.00038987i,-4.6762e-05+0.00032231i,-0.00045254+0.0002765i,-0.00024731+0.00040983i,0.00054395+0.00058248i,0.00022211+0.0005604i,-3.0205e-05+0.0001808i,0.00051685-0.00012841i,0.0002848-0.00035505i,-0.00036726-0.00041642i,-0.00088321-0.00028847i
2.7482e-05-0.0021087i,-0.00017228-0.0028498i,0.00040022-0.00044552i,0.00067019+0.0011025i,0.00056219+0.00073671i,-0.00030681+0.00028879i,-0.00064749+0.00026888i,-0.00070653+0.00021627i,-0.00054573-0.0011961i,-0.00032063-0.001159i,-0.00019435+8.1634e-06i,0.00038578+0.00039113i,0.00029215+0.00077417i,0.00016449+0.00048725i,0.00010716-0.00016425i,0.00015097-0.0001503i,9.6702e-05+3.6434e-05i,-0.00044206-0.00032214i,-0.00015366-0.00022251i,2.2118e-05+4.0619e-05i,-0.00062265-0.00082361i,-5.3138e-05-0.0010276i,0.00079473-0.00043685i
-0.0015812-0.0009488i,-0.002721-0.0014347i,-0.0036269-0.0015779i,-0.0021144+0.00027265i,-0.00022573+0.00076769i,5.7335e-05-0.00080131i,-0.00065554-0.00053243i,-0.0013393+0.00028169i,-0.0010555+0.00016823i,-5.4099e-05-0.00011714i,0.00089152+2.9945e-05i,0.00075582-0.00035134i,0.00023336-0.0010346i,0.00022383-0.0010079i,0.00013023-0.00074784i,0.00021032-0.0004322i,0.0005324+0.00031477i,0.00074317+0.00019681i,0.0001858+5.7934e-05i,-0.00065007-0.00048871i,-0.00051762-0.0004403i,-0.00014437+0.00010869i,-0.00021098-0.0004159i
-0.0038008+0.001313i,-0.002245+0.0025787i,-0.00069006+0.0029306i,0.00065415+0.0019498i,0.0018844+0.0013231i,0.0018493+0.00055721i,0.00050332-0.000129i,-0.00073712+0.00074203i,-0.0011567+0.00066113i,-0.00034251-0.00031767i,0.00048541-0.00063381i,0.00082681-0.00044038i,0.00097869-0.00012865i,0.00074198-0.00070741i,0.0004023-0.00098046i,-0.00050328-0.00077853i,-0.00021192-0.00037635i,0.0003501+0.00037516i,-0.00038635+0.00043008i,-0.00094948+0.00051036i,-0.0005585+0.00066099i,-0.0001031+0.00041611i,-2.5436e-05+0.00047413i
7.6278e-05+0.00025942i,9.5056e-05-0.00065806i,0.00045031-0.00035136i,0.00064006+0.00045491i,-0.00038806+0.00042898i,-0.0010994+5.7222e-05i,-9.0907e-05+0.00080473i,0.00014524+0.00093897i,-2.0853e-05+0.00041125i,7.9636e-05-9.506e-06i,-0.00015073+0.00019582i,-9.15e-05+4.6055e-05i,-0.00012839+0.00016017i,-0.00024381+7.7719e-05i,-0.00033885-2.6794e-05i,-0.0010314+0.0005895i,-0.00070394+0.00046465i,8.9602e-05-0.00041329i,-0.00038679-0.00055143i,-0.00089681-0.00018646i,-0.00063182-0.00033903i,-0.00013166-0.00056505i,6.5479e-05-0.00066735i
0.0011674-0.0020961i,-2.8213e-05-0.0025297i,-0.0015665-0.00097329i,-0.0016452+0.00045529i,-0.00074351+0.00026495i,0.00034525-0.00043711i,0.00044101-0.0002785i,-0.00017275-0.00026316i,-0.00060171+0.00014303i,-0.00041621+0.0011173i,0.00044965+0.0017008i,0.00054449+0.0015184i,0.00038214+0.0012097i,-4.4243e-06+0.00096608i,-0.0010147+0.00048685i,-0.0012176+0.00079593i,-0.00091326+0.00078039i,-0.00097993+0.00011318i,-0.00059007-0.00042346i,-7.0607e-05-0.00083083i,-0.00024957-0.00012694i,-0.00045103-0.00027487i,-0.00011771-0.0011339i
-0.0013403-0.00111i,-0.0029928-0.00079685i,-0.0038067+0.00088714i,-0.0025777+0.0014382i,-0.0010704+0.0018398i,0.00035927+0.0020208i,0.0010889+0.0013214i,0.00042412+0.00063185i,-0.00033958-0.00026948i,-0.0011713-0.00056863i,-0.0012593-0.00025347i,-0.00090083-0.00033197i,-9.8364e-05-0.00041569i,0.00043325-0.00056072i,0.00076019-0.00088925i,0.00081705-0.00088691i,0.00048496-0.0010367i,0.00041165-0.00071976i,0.00019707-8.1099e-05i,0.00026067-0.0006252i,3.9108e-05-0.0010668i,9.1009e-05-0.00010763i,-0.00052598+0.00069636i
-0.0028359-0.0018643i,-0.0031803-0.0026081i,-0.0031846-0.0024994i,-0.0027013-0.0010422i,-0.0022596+0.00076161i,-0.0018064+0.0013009i,-0.00061417+0.00070229i,0.00062134+0.00018867i,0.00069295+0.00028532i,0.00014362+0.00041208i,0.00017768-0.00010617i,0.00037638-0.00021692i,0.0007103+0.00013977i,0.001546+0.00027971i,0.0015832+0.00049463i,0.00094825+0.00044689i,0.00079276-4.5035e-05i,0.00045472-0.00053691i,0.00055018-0.00080357i,0.00085297-0.00068274i,0.00070286-0.00044416i,0.00051123-0.00055416i,0.00050549-0.00047098i
