0.0015505+0.0013313i,0.0011975+0.0015594i,-8.2261e-05+0.00016036i,-0.00080704-0.001437i,-0.0017748-0.001152i,-0.0026828+0.0010747i,-0.0015357+0.0029141i,0.00059332+0.0026693i,0.0020637+0.00091295i,0.001507-0.0007798i,0.00064631-0.0011669i,0.00052355-0.00049219i,0.00085905+0.00015366i,0.00078035-4.1395e-05i,0.00059789-0.00013553i,0.00086461+0.00033625i,0.00091349+0.00057049i,0.00059837+0.00043908i,0.0003967+0.00044612i,0.0006889+0.00048776i,0.00066548+0.00078307i,-0.00024596+0.00091122i,7.2606e-06+0.00085247i
-0.0010871+0.0016131i,-0.00033874+0.001582i,-0.00028806+0.0014241i,-0.00048409+0.001759i,0.00053241+0.0018946i,0.00020871+0.0016976i,-0.00058072+0.0016307i,0.0001877+0.0018927i,0.0011237+0.0015564i,0.0013304+0.00074477i,0.0014584+0.00041248i,0.0014538+0.00020121i,0.0010324-0.00031325i,0.00055836-0.00065279i,2.4543e-05-0.00072946i,0.00027729-0.00081217i,0.00052847-0.00036674i,0.000287-0.00014665i,0.0004073-0.00049714i,0.00079975-0.00091546i,0.0004738-0.0006154i,-3.1939e-05-0.0003535i,0.00030181-0.00018997i
0.0013818+0.0016014i,0.0028642+0.0011175i,0.0030414+0.00042628i,0.0025823-0.0005369i,0.0018561-0.001552i,0.0002413-0.0011372i,-0.0001252-5.734e-05i,0.00054636+0.0010178i,0.00064038+0.0014382i,0.00034942+0.0010756i,0.00015594-9.9803e-05i,0.00047899-0.0006118i,0.00063817-0.00061956i,0.00067085-0.000592i,0.00071485+0.00016043i,0.00082879+0.00094454i,0.00069062+0.00054277i,0.0002011+8.2779e-05i,0.0002388-0.00020441i,-1.2946e-05-0.00058669i,-0.00047317-0.00067225i,-0.00061901-0.0010379i,-0.00010771-0.0013321i
0.00093512-0.0005773i,-0.00061667-0.00061569i,-0.0013596-0.0008862i,-0.0015538-0.00099511i,-0.0016226-0.0001795i,-0.0013976+0.0011849i,-0.00030184+0.0015113i,0.00052822+0.0014628i,0.00038928+0.001363i,0.00049789+0.001103i,0.00063462+0.00099697i,0.0001554+0.0006175i,6.9073e-05+0.00012008i,0.00034455-1.2939e-06i,-9.1635e-05-7.9776e-05i,-0.00024525+0.00034773i,-3.6202e-05+0.00066666i,-3.2337e-05-3.4188e-06i,0.00025884-6.3545e-05i,0.00049873+9.9856e-05i,0.00013997-0.0004876i,0.00013447-0.0004567i,-0.00029341-0.00013349i
-0.0012396-0.0014713i,-0.0015691-0.0014594i,-0.0015114-0.00098432i,-0.0021916-0.00039373i,-0.0023362+0.00015994i,-0.0014599+0.0010417i,-0.00024629+0.0014287i,0.00052377+0.0012926i,0.0011477+0.00017565i,0.0017208+2.4065e-05i,0.001367+0.00071072i,0.00088583+0.0012134i,0.0010366+0.00060328i,0.0015996-0.00052719i,0.00090884-0.00025366i,-0.00046449-0.0002739i,-0.00074244-0.00037773i,-0.00053371-9.8494e-05i,-0.00027809-0.00012273i,-0.00046436+4.4518e-05i,-0.00070975-0.00039009i,-0.00012753-0.00072539i,0.00031322-0.0006137i
-0.0003923+0.0015806i,-0.00088747+0.0016852i,0.0007577+0.0014733i,0.0020098+7.2644e-05i,0.0014197-0.0011433i,0.0008266-0.00054523i,-7.7144e-05+0.0006349i,-0.00023296+0.0010041i,0.00061956+0.0011024i,0.000547+0.0010942i,0.00068999+0.0011241i,0.00084366+0.0013034i,0.00020979+0.0008318i,-0.00037487-0.00037333i,-0.00043926-0.00079387i,-0.000361-4.6889e-05i,-0.00072671+0.00024842i,-0.0010326+0.00053565i,2.1213e-05+0.00061495i,0.0011867-0.00026472i,0.0013607-0.00081533i,0.00020063-0.00023306i,-0.00048518+6.7002e-05i
0.00034066+0.00078447i,0.00041949+8.2642e-05i,-0.00029744+0.00030332i,-0.00043349+2.095e-05i,-0.00012754-0.00018351i,6.3776e-05+0.00066362i,4.2851e-05+0.0015371i,-0.00012672+0.0015794i,9.3399e-05+0.0015483i,0.00023923+0.0014188i,9.0664e-06+0.00049345i,0.0003144-0.00024576i,0.0005145-0.00021489i,6.2134e-05-0.00024099i,-0.0003056+0.00027419i,-0.00043032+0.00046927i,0.00041271-2.2044e-05i,0.0011915-0.00011345i,0.00094455-0.00011818i,0.00032674-0.00073675i,7.5954e-06-0.00061289i,0.00037758+0.00047732i,0.00060545+0.00078228i
0.00070617-0.0018082i,0.00085313-0.0012646i,0.0005995-0.0019886i,6.5918e-05-0.0014922i,-0.00045279-0.00026179i,-0.00043525+0.0004917i,-0.00020578+0.00064431i,0.0010905+0.00073514i,0.0015449+0.00077481i,0.0012986+0.00040174i,0.0010202+0.00038005i,0.0005368-0.00025265i,6.4284e-05-0.0016895i,-0.00077446-0.0016315i,-0.00089182-0.00037425i,-0.00021304-0.00012075i,0.00032449-0.00034351i,0.00012152-0.00018707i,-8.7739e-05-0.00023505i,0.00029609-0.00043129i,0.00016305-0.00015525i,-0.00032349+0.00091623i,-0.00022918+0.0012616i
-0.0015902+0.00082339i,-0.0014622+0.0012925i,-0.0011132+0.0016447i,-0.0006412+0.0021754i,0.00017536+0.0021328i,0.00068339+0.0011824i,0.00038771+0.0011484i,0.00054351+0.0016342i,0.00098795+0.0015728i,0.0004129+0.001227i,0.00028224+0.00030613i,0.0010534-0.00055662i,0.0012365-0.0012507i,0.00064769-0.0016494i,0.0003243-0.0013219i,0.00013528-0.0013065i,0.00026842-0.00080987i,0.00038621+0.00025502i,0.00021325-3.9873e-05i,0.0001957-0.00075536i,-8.3928e-05-0.00078176i,-0.00055346-0.00032222i,-0.00088875-0.00062359i
-0.00018852+0.00048745i,-0.00035349+0.00039817i,0.00048354+0.0012798i,0.00092986+0.00033679i,0.00093102-0.00095046i,0.00047275-0.00058928i,-0.00039983+0.00077504i,-0.00050647+0.0016154i,0.00020888+0.0018736i,0.0010405+0.0011094i,0.0013138+0.00032092i,0.00079212+0.00051867i,0.00062409+0.00067581i,0.00070681+0.00039445i,-0.00031533-3.2412e-05i,-0.00065685+0.00023024i,-0.00022489+0.00093245i,7.1486e-05+0.00054117i,0.00044492-0.00032857i,0.00068023-0.00061526i,0.00048636-0.00018765i,0.00017709+0.00021779i,-3.8042e-05+0.00030189i
0.0012131-0.00021268i,0.001241-0.0011674i,0.00040087-0.0014051i,-0.00047509-0.0010534i,-0.00061589-0.00092743i,-2.551e-05-0.0001843i,-1.0877e-05+0.0017027i,-0.00021844+0.0024401i,0.00015749+0.0016664i,0.00048512+0.00071949i,0.00078213-4.808e-05i,0.0013136-0.00093129i,0.0010257-0.00089903i,-0.00021234-0.00066228i,-0.00018802-0.0007594i,0.00066609-0.00082114i,0.00064479+6.5764e-05i,-3.5067e-05+0.001174i,-0.00023736+0.00098043i,0.00032162+0.00061631i,0.0003848+0.00021347i,0.00095531+0.00016579i,0.00094609+0.00054306i
0.0011398+0.00089223i,0.0021317-9.0224e-05i,0.0027787-0.0017953i,0.0021454-0.0020123i,-1.09e-05-0.00050378i,-0.0014013+0.0002964i,-0.00053587+0.0011936i,0.00062595+0.0013499i,0.00084729-6.6704e-05i,0.00076426-0.00055364i,0.00070379+0.00045583i,0.00084033+0.00063095i,0.00053172+4.9566e-05i,0.00036948-8.0229e-05i,0.0010566+0.00049172i,0.0010678+0.00061583i,0.00025412+0.00021748i,-0.00023614+7.5507e-05i,0.00025471+0.00022874i,0.00079762-0.00012784i,-2.5601e-05-0.00029295i,-0.00043654-0.00018527i,4.7118e-07-0.00053186i
0.00074842+0.0014926i,0.0017052+0.00047032i,0.0022188-0.00082317i,0.0014146-0.001274i,0.00044517-0.0010476i,-0.00076385-0.00056764i,-0.0010351+0.00023836i,-0.00011723+0.00092175i,0.00082077+0.0017692i,0.0013662+0.0014822i,0.00069653+0.00059228i,-8.419e-05+0.00024554i,-0.00033098+0.0003637i,-0.00064037+0.00023144i,-0.00035236-0.00052491i,-0.00034698-0.00034653i,-0.00049948-0.00030463i,-0.00012487-0.00074644i,0.00013306-0.00075664i,0.00019533-0.0003795i,-0.00014488-0.00031014i,-0.00058222-0.00014278i,-0.00056802+0.00042418i
0.00090057-8.6776e-05i,0.00031286-0.00075549i,-8.8497e-05-0.00068544i,-0.0015797-0.00054192i,-0.0018718-0.0003331i,-0.00042916+6.5879e-05i,0.00047644+0.0003666i,0.00035776+0.0010385i,-0.00015929+0.0012994i,5.5565e-06+0.00053354i,7.0288e-07-0.00017571i,-9.5964e-05-7.2023e-05i,0.00028015-0.00032614i,0.00056798-0.0005932i,0.00066701-0.00057964i,0.00066566-0.00045258i,-0.00012093-7.0908e-05i,-0.00032606+0.0002674i,-0.00020957+0.00029501i,-0.00030149+0.00023103i,-0.00016689-0.00022661i,-7.6661e-05-8.533e-05i,0.00037111+0.00035791i
0.00090864-0.00046356i,0.00083003-0.00035023i,-0.00018824-0.00013583i,-0.0010019-0.00071516i,-0.0011135-0.00063372i,-0.00072127+0.00074566i,6.9145e-05+0.0019215i,0.00066629+0.0019178i,0.0013521+0.0013095i,0.0017007+0.00058085i,0.0012523+0.00081339i,0.00039112+0.0011541i,0.00081562+0.00041461i,0.0015481+0.0003672i,0.00077076+0.00077076i,0.0003992+0.0008885i,0.0002278+0.00097447i,-0.00022829+0.00045696i,-4.9051e-05-0.00063306i,0.00025743-0.00079939i,6.962e-05-0.00012558i,-0.00037119+0.00049254i,2.1738e-05+0.00074172i
0.00033783+0.0022669i,0.00064793+0.0020926i,0.00051794+0.0024334i,0.0013135+0.0018502i,0.0011015+0.00040532i,2.192e-05-0.00048527i,0.00042887+0.00065895i,0.00092234+0.0022317i,0.00065128+0.0016815i,0.00039617+0.00046954i,0.00013353-0.00058177i,7.2218e-05-0.00089531i,-0.00027238-0.00056779i,-0.00030328-0.00066596i,0.00032826+7.624e-05i,0.00016732+0.00046821i,-0.00011629-0.00049065i,0.00020793-0.00059944i,-8.8954e-05+0.00019715i,5.2968e-05+0.00017627i,0.00073955-0.00041951i,0.0010672-0.00058369i,0.0010101-0.00077166i
0.00048306-0.0003636i,9.253e-06-0.00027727i,0.00023611-4.2581e-05i,-0.00031291-0.00063477i,-0.0014311-0.00093817i,-0.00086496-0.00030628i,0.00044084+0.00077115i,0.00085596+0.0017184i,0.00081045+0.0010562i,0.00037279+0.0003887i,0.00069091+0.00040105i,0.0019643+0.0006963i,0.0010227+0.00040613i,0.00044262-0.00030409i,0.00032229+4.8328e-05i,0.00039195+0.00027932i,0.00076227-4.1795e-05i,0.00034572+3.1526e-05i,-0.00022742+0.00021641i,-0.00035097+3.0043e-05i,-2.3839e-05+0.00032661i,-9.3069e-05+0.00059213i,-0.00076528+0.00024729i
-0.00021886-0.0020483i,-0.00072163-0.001907i,-0.0020046-0.0016038i,-0.0027753-0.00063563i,-0.0027147-0.0003697i,-0.0018133-0.00035393i,-0.00088812-3.4676e-05i,-0.00044142+0.00013223i,0.00032835-0.00026229i,0.00096397-0.00070955i,0.00060253-0.00043996i,0.00015144-5.2098e-05i,-9.5333e-05+0.00014037i,-8.8864e-05+0.00023873i,0.00050119-1.2443e-05i,0.0010504-0.00035068i,0.00045946-0.00042701i,0.00043115-0.00078799i,-6.4047e-05-0.00033653i,-0.0003858+0.00027383i,-4.7261e-05+0.00097271i,-4.507e-05+0.00095511i,-0.00018614-0.00024587i
-0.0010463+0.00058657i,-0.00020078+0.0016082i,-0.00085589+0.0012595i,-0.00036381+0.0010545i,0.00039499+0.0016839i,0.00010574+0.0014398i,-0.0009131+0.00099082i,-0.0012046+0.0011089i,-0.00051434+0.00078633i,0.00048738+0.00028171i,0.00093505+0.00042194i,0.00074634+0.00048945i,0.00051242+0.00027306i,0.00011826+0.00031554i,-0.00022825+0.00082693i,0.00029403+0.00068973i,0.00041962+0.00021673i,0.00023844+9.2728e-05i,0.00035436-9.7672e-05i,0.0001684-0.00040348i,0.00030956+0.00014645i,0.00082258+0.00051086i,0.00041783+0.00064021i
0.00014703+0.00028488i,0.00047527-0.00030731i,0.00060668-0.00067087i,-0.0001196-0.00018985i,-0.00042489+0.00072876i,-4.3303e-05+0.0007161i,6.1881e-05+0.00078437i,-0.00029629+0.0012533i,-0.00042333+0.0012657i,0.00061514-0.00030657i,0.0011638-0.00093251i,0.0012091-0.00032119i,0.00059229-0.00048422i,-1.6592e-05-0.00055902i,0.00024228+0.00048243i,0.00022821+0.00055772i,0.00017241+1.0206e-05i,4.8962e-05+1.9643e-06i,-0.00032518+1.5511e-05i,-0.00051268-0.00045643i,-0.00065691+1.7851e-06i,-0.00047447+0.00073464i,-0.00025442-0.0002524i
0.00051685-0.0012405i,-0.00081536-0.00092629i,-0.00097898-0.00064404i,-0.0021007+0.00044466i,-0.0036667+0.0009042i,-0.0023424+0.00096075i,-0.00065344+0.0013158i,0.0002177+0.0017528i,0.00075988+0.0011032i,0.00067887+0.00025804i,0.00035677+0.0008973i,0.00031062+0.0013542i,8.8642e-05+0.00040484i,-0.00019223-0.00044593i,-0.00031928-0.0010964i,-7.1188e-05-0.0012823i,-0.00020101-0.00089215i,0.00022011-0.00055908i,0.0011166-0.00017776i,0.0010494-0.00030009i,0.00076647-0.0006099i,0.0006313-0.00080745i,0.00057452+0.00011484i
-0.0012654+0.0011553i,-0.0010898+0.0020541i,-0.00016459+0.0025925i,0.0010566+0.0020764i,0.0014539+0.00077991i,0.00060619+0.00034238i,-4.7827e-05+0.00073919i,-0.00065095+0.0014713i,-0.00070722+0.0016916i,0.00037562+0.0012519i,0.00082818+0.00081745i,0.00098853+0.00074646i,0.0010373+7.0323e-05i,-0.00018743-0.00031622i,-0.00093106-8.3259e-05i,-0.00070888-0.00050059i,-1.0261e-05-0.0005027i,0.00056495+0.00019394i,0.00088891+4.1567e-05i,0.0010228-0.0003899i,0.00030228-9.869e-05i,-0.00061856-0.00017671i,-0.000521-0.00016291i
-0.0024446+0.0015167i,-0.0011806+0.001536i,-0.00030779+0.0019596i,9.0587e-06+0.0016051i,0.00051279+0.0010089i,0.0003377+0.000696i,-0.00024669+0.0011023i,-0.00055857+0.0020057i,-0.0010287+0.0028487i,-0.00024171+0.0020569i,0.00056598+0.00091223i,0.00071112+0.00075562i,0.00090931+0.00040388i,0.00025718-0.00020406i,-0.00023796-0.00059335i,-0.00017671-0.00062344i,-1.7928e-05-0.00032852i,0.00013563+0.00016253i,-0.00064255-0.00029058i,-0.00056147-0.00060995i,0.00019844-0.00072287i,0.00031186-0.0010898i,-0.00014803-9.9168e-05i
-0.00031058-0.00091734i,-0.00079853-0.0019074i,-0.0016458-0.0023879i,-0.001924-0.001003i,-0.0015104+0.00070352i,-0.00088423+0.0013791i,-8.5186e-05+0.0019758i,0.00024809+0.0015851i,0.00021964+0.00041583i,0.0003803-0.00016773i,0.00035987-0.00040471i,-0.00029289-0.00016692i,-0.00066887-0.0001167i,-0.00067637-0.00050002i,3.8468e-05-0.00030311i,-0.00011817+0.00013155i,-0.00035571+0.00010469i,-0.00019698+4.9409e-06i,-0.00044306-0.00022361i,-0.00042124-0.00025573i,0.0001633-0.00027718i,0.00054538-7.9154e-05i,0.00031782-0.00033746i
0.0006791+0.00061389i,0.00055313-0.00053827i,0.00046091-0.00086019i,-4.727e-05+0.00021773i,-0.00032137+0.0012276i,-0.00085596+0.00089155i,-0.0015074+0.00022392i,-0.00070563+0.00015201i,0.00026731+0.0010123i,0.00047218+0.00094511i,1.8899e-05+0.00037609i,-0.00024598+0.00045156i,8.4589e-05+0.0010116i,0.00061042+0.00084822i,0.0010996+0.00052165i,0.0012186+0.00036144i,0.0008241+0.0001041i,0.00047999-0.00032957i,0.00030951-0.00037295i,0.00016542+0.00018114i,-6.676e-05+0.00016564i,-0.00055436+0.00011563i,-0.00095787+7.5724e-05i
-0.00023937-0.00028014i,4.6473e-05+0.0012822i,0.0001621+0.0017155i,0.00074859+0.0010585i,0.0014659+0.00088898i,0.00095121+0.00014668i,0.00047849-3.4162e-05i,0.0002701+0.0010227i,0.0001689+0.0015618i,0.00086966+0.0017558i,0.0013526+0.001456i,0.0011815+0.0014377i,0.0010722+0.0012942i,1.7137e-05+0.00073348i,-0.0011615+1.577e-05i,-0.0008596-0.001157i,-0.00046028-0.0013993i,-0.00046818-0.00070419i,0.00039421-8.483e-05i,0.00096386+0.00039115i,0.00018494+0.00021602i,0.00014392-6.4756e-05i,0.00032359-0.00045268i
0.00046501-0.0010388i,-0.00055571-0.00055293i,0.00014908-5.2237e-06i,-0.00023143-0.00073331i,-0.0010588-0.00088822i,-0.0006787+0.00048457i,-0.00029838+0.0009827i,0.00030153+0.0009209i,0.00077364+0.001117i,0.00075332+0.00053669i,0.00052848+4.1359e-05i,4.6337e-05-0.00020679i,0.0004448-0.00064242i,6.631e-05-0.00072845i,-0.00055833-0.0007103i,-0.00030977-6.7031e-05i,-0.00017887+0.00036957i,-0.00051306-0.00010428i,-0.00082142+0.00037957i,-0.000549+0.0013386i,-0.0002037+0.0010696i,0.0003846+0.00064907i,0.00046131+3.0007e-05i
-0.0013611-0.0014524i,-0.0013615-0.0018984i,-0.0026099-0.0013725i,-0.0031169-0.00041645i,-0.0023265+0.0012875i,-0.00099327+0.0030189i,-0.00074+0.0025818i,-0.0008102+0.0018877i,-0.00032533+0.0014045i,0.0004756+0.00070915i,0.00088581+0.00021289i,0.00036835+0.00013335i,0.00021041+0.0001185i,0.00071653-0.00068674i,0.00083569-0.00096571i,0.00044529-0.00079221i,0.00018044-0.000357i,0.00027472+0.0002254i,0.000672+7.4437e-05i,0.00092239+0.00010438i,0.00077123+0.00037332i,0.00032211-3.3321e-05i,-8.0855e-05-0.00030463i
0.00084872-0.00027693i,-0.00015253-0.00053764i,2.4952e-05-0.00051348i,-3.1097e-05-0.00031809i,-0.00074591-0.00050182i,-0.0010623-0.00031442i,-0.0003855+0.00046452i,0.00025202+0.0011266i,0.00062503+0.0007355i,0.00099113+0.00032419i,0.0016935+0.000845i,0.0020888+0.00089831i,0.0016153+0.00052419i,0.0010754+0.00077905i,8.472e-05+0.00088574i,-0.00041195+0.00015056i,0.0005181-0.0005708i,0.00049278-0.00072366i,0.00032259-5.2605e-05i,0.00053747+0.00056303i,0.00094063+0.00029875i,0.0017819+1.8136e-05i,0.0016945-0.00025951i
-0.00031742-0.0010399i,-0.00039149-0.00038439i,-0.0003448+0.00030533i,-0.00023091+0.0010865i,-0.00029351+0.001551i,-9.9981e-05+0.0017493i,-0.00030804+0.0013765i,-0.00033891+0.00094202i,-0.00029308+0.00089956i,-0.00077361+0.0011071i,-0.00038161+0.00081745i,0.00031542-2.0009e-05i,9.3484e-05-0.00036875i,-0.00012826-0.00030413i,-0.0001282-0.00044144i,-0.00045732-0.00024818i,-0.00071551+0.00042801i,-0.00060773+0.00018588i,-0.00034518+5.4625e-05i,-0.00033393+0.00021363i,-0.0003629+0.0004886i,-0.00037029+0.00084111i,-0.00025096+0.00052737i
-0.0019128-0.0023467i,-0.0016107-0.0018983i,-0.0022106-0.0010329i,-0.0025655+0.00012247i,-0.0021512+0.0015212i,-0.00086734+0.0019587i,-0.00017021+0.0011168i,-0.00048955+0.0010656i,-0.00067895+0.00086385i,0.00028963+0.00085093i,0.0012038+0.0015432i,0.0013838+0.0008664i,0.00070615-0.00042689i,0.00056761-0.00092057i,3.5296e-06-0.00057742i,-0.00085431-0.00018661i,-0.00026676-9.1476e-05i,0.00027658-0.00023095i,0.00036306+0.00028145i,0.00033155+0.00069164i,0.00029928+0.00014659i,0.00030847-9.9003e-05i,-0.00014816+0.00050157i
-0.0028833+0.0013347i,-0.0023945+0.0013502i,-0.0015874+0.0015624i,-0.0010912+0.0012791i,-0.00059481+0.00089101i,-0.00022889+0.00019011i,4.9981e-05+0.0006236i,8.2072e-05+0.0016563i,0.00021513+0.0017337i,0.00043849+0.0014984i,0.00048687+0.0009371i,0.0014366+0.00019331i,0.0020005+6.4879e-05i,0.0010372+0.00054074i,0.00010178+0.00068678i,-0.00017183+0.00041281i,0.0002547+0.00052824i,0.00051703+0.00075861i,0.00067525+0.00050966i,0.00056777+0.00019963i,0.00042764+0.00050559i,3.296e-05+0.00044397i,0.00016144+7.3344e-05i
-0.0029195-0.00013914i,-0.0010482+0.0010559i,-0.00079409+0.0023157i,3.2823e-05+0.0024719i,0.0011491+0.0016368i,0.0015026+0.0010331i,0.00070225+0.00049524i,-9.4597e-05+0.00060304i,0.0003259+0.0017479i,0.0012536+0.0019754i,0.0017602+0.0012617i,0.0013278+0.00083793i,5.3741e-05+0.00042785i,-0.00086205-0.00063074i,-0.00042242-0.001107i,-3.4326e-05-0.00062558i,-0.00020964+0.00030443i,-0.00053184+0.0003776i,-0.00020845+0.00088538i,0.00037054+0.0010994i,0.00057005+6.0927e-05i,0.00033534-0.00039736i,6.3304e-05+0.00012654i
0.00043486+0.00034498i,-0.00063035+0.00030947i,0.00032915-0.00022061i,7.5687e-05-0.0013296i,-0.0014666-0.0011858i,-0.0016387+0.00043588i,-0.00063931+0.0011226i,0.00085205+0.00022367i,0.0012133+0.00040264i,-7.559e-05+0.00077514i,-0.00033973+0.00013943i,9.518e-05-0.00025895i,0.00032832-0.00015921i,0.00014485+0.00020033i,7.021e-06+0.00035117i,-0.00012351+0.00041374i,-4.2011e-05+0.00029027i,0.00051893+0.00065578i,0.00082194+0.0010957i,6.3438e-05+0.00091349i,-0.00013126+5.111e-05i,0.00043794-0.00073296i,-9.1363e-05-0.00088731i
0.00090904+0.00035502i,-0.00011229-0.00017289i,-0.00081999-0.00039819i,-0.0014979-0.00056398i,-0.0021805-0.00032i,-0.001847-2.9462e-05i,7.5202e-05+0.00083146i,0.00057638+0.0017003i,0.00069921+0.0014091i,0.0010963+0.00063992i,0.00061672-0.00031295i,-0.00011108-0.00022987i,-0.0004401+0.00052642i,-1.2052e-06+0.00051259i,0.00094514+0.00053208i,0.00065854+0.00058694i,-0.00027907+0.00096939i,-0.00075844+0.0010915i,-0.00092598+0.00070256i,-0.00088084+0.00013579i,-0.00031489-0.00057896i,0.00057042-0.00088313i,0.0013669-0.00063425i
-0.0002639+0.00056305i,0.00034884+0.0005279i,0.00057456+0.0002762i,-1.2203e-05+0.00056465i,-0.00070548+0.00043282i,-0.0012071-8.4953e-05i,-0.00093261-0.00027635i,-7.7919e-05+0.00038839i,0.00083099+0.00085068i,0.0016081+0.001087i,0.0013605+0.00087792i,0.00084809+0.00034098i,0.00030736-4.4836e-05i,-8.2135e-05-0.00022224i,0.00016464-0.00051446i,0.00036558-0.00010345i,0.00033834+0.00033342i,-0.00015392+1.5855e-05i,-0.00035792+0.00031348i,-0.00019393+0.00023547i,-0.00019895+0.00017916i,-0.00011907+0.00026399i,0.00071407+0.00032545i
1.8479e-06-0.0019036i,-0.0004849-0.0013523i,-0.0013364-0.0016284i,-0.0017577-0.00052955i,-0.0012078+0.0010126i,-0.00016959+0.0012661i,0.00030659+0.0014349i,-3.2163e-05+0.0009479i,-0.00033002-0.00013992i,-0.00040579-0.00028123i,-0.00023408+0.00018232i,0.00029142+0.00053956i,0.00081029-3.1703e-05i,7.9171e-05-0.00050575i,-0.00090135-0.0001991i,0.00035877+0.00021978i,0.00088415+0.0010946i,6.1257e-05+0.00061958i,0.00012273-0.00034772i,0.00044108-0.00066647i,0.00066272-0.00038217i,0.00055528+9.966e-05i,0.00097096+0.00028034i
0.00043684-0.0014386i,0.00014872+1.9543e-05i,-0.00031824+0.00051421i,-0.0014379+0.00012352i,-0.0019894+6.7081e-05i,-0.0011678+2.2933e-05i,-0.00025212+0.00045566i,-9.2044e-05+0.00066062i,1.3256e-05+0.00035016i,0.00037317+0.00047486i,0.00052863+0.00062688i,0.00068278+0.00060379i,0.00034281-2.4998e-05i,-9.7723e-05-0.00024743i,2.8189e-05+0.00027287i,-0.00032006+0.00015275i,-0.00055599-0.00055734i,-0.00034627-0.00073396i,-0.00017179-0.00071106i,1.7964e-05-0.001221i,-0.00013879-0.001083i,-0.00035929-0.00059014i,0.00018135-0.00079133i
0.0013706+0.00083468i,0.0011568+0.00083414i,-0.00028559+0.0007293i,-0.00015124-2.9869e-05i,-0.00041301+0.00016869i,-0.00077318+0.00059838i,-0.00050088+0.00023043i,-0.00019625+0.00080134i,0.00065302+0.0016844i,0.001712+0.0016976i,0.0014888+0.001822i,0.0008771+0.00055511i,0.00081584-0.00053551i,0.00041364-0.00030019i,-0.00016876-0.00095337i,-0.00043751-0.00090434i,-0.00026807-0.00014755i,-0.0002253-0.00027912i,0.00030556-0.00059406i,0.00067182-0.00058809i,-4.5992e-05-0.00030233i,6.7322e-05+0.00069391i,0.00020395+0.00072671i
0.0014355-0.00015259i,0.0020486-0.00081718i,0.0022948-0.0016058i,0.0012194-0.0023378i,0.00011049-0.0022123i,-0.00035715-0.00080041i,-9.6662e-05+0.0012746i,0.00046819+0.002302i,0.00027928+0.0027042i,0.00033217+0.0019007i,0.0010674+0.00091209i,0.0013072+0.0009456i,0.0011082+0.00064765i,0.0007942+0.00018576i,0.0007872+0.00047157i,0.00046755+0.00090628i,-0.00025651+0.00089221i,-0.00070096+0.00040465i,-7.1049e-05-2.7325e-05i,0.00084887-0.00032408i,0.0012154-0.00025635i,0.0013492-0.00015492i,0.0011667-0.00038463i
0.0014391+0.00064325i,0.00097787-0.00050208i,-7.0471e-05-0.00077446i,-0.00086888+0.00037139i,-0.00094378+0.00082125i,-0.0012958+0.00060236i,-0.0015471+0.0013107i,-0.00057022+0.0023185i,0.00073775+0.0023631i,0.00077678+0.0015366i,0.00090805+0.00067625i,0.00094535+0.0003722i,6.5741e-05-3.6355e-05i,-0.00046377-0.0004318i,5.2586e-05-0.00035103i,0.0016557+0.00048193i,0.0019295+0.0011754i,0.0010713+0.0010109i,0.00086809+0.00052496i,5.9254e-05+2.0579e-05i,-0.00024557-0.00018166i,0.00017769+0.00018868i,-6.9565e-05+0.00086133i
0.00074548+0.00031913i,0.0014927-7.419e-05i,0.00081756+0.0011717i,0.00035762+0.0013463i,-2.4082e-05+0.00020818i,-0.00053973-0.0004009i,-0.00017427+0.00033552i,0.00026558+0.0019911i,0.00027047+0.0022612i,0.0016348+0.0012627i,0.0020577+0.0007546i,0.0013454+0.00082083i,0.00076181+0.00090883i,-0.00013616-4.5103e-05i,-0.00068155+0.00026821i,-0.00051412+0.0012529i,-0.00012191+0.00017477i,-1.1912e-05+7.0303e-05i,0.00022911+0.00021677i,0.00047312-1.8341e-05i,0.0005475+0.00015891i,0.0004989-6.0707e-05i,-0.00022225-0.00032944i
0.00040435+0.0013329i,0.00084018+0.00069968i,0.0016433+9.8979e-05i,0.0014908-4.4113e-05i,0.00071173-0.00033824i,0.00020696-0.00093981i,0.00041014-0.0005081i,-0.000345+0.0007059i,-0.00052311+0.0015354i,0.0011454+0.0016271i,0.0016653+0.00096111i,0.0011925+0.00038412i,0.00044677-0.00034571i,-0.00054599-0.00055373i,-0.00083334-0.00031859i,-0.00065123+0.00028433i,-0.00039234+0.0007772i,-0.00054687+0.00090919i,-0.00053054+0.00082509i,-0.00026363+0.00031826i,4.1842e-06-0.00054334i,-0.00028208-0.00064379i,-0.00062462+9.6047e-05i
-7.2352e-05+0.00054871i,-0.00016097+0.00054092i,0.00073238-0.00072202i,0.00091607-0.00048635i,-0.00046543+0.00069192i,-0.0010667+0.0012604i,0.00025315+0.00187i,0.00062147+0.0015592i,0.00054335+0.00078504i,0.0010104+0.00037384i,0.0010863+0.00051278i,0.00067725+0.00077509i,0.00039451+0.00039227i,0.00010986+0.00015469i,-0.00046245+0.00010955i,-0.0003738-5.8097e-05i,0.00049757+7.6741e-05i,0.00016719-4.6242e-05i,1.3105e-05-0.00059959i,0.00063089-0.00018843i,0.00093653+4.4115e-05i,0.00061872-0.00071692i,-0.00013921-0.00066426i
