0.00076075-0.00034503i,0.00073054-0.0012995i,0.00012916-0.002971i,-8.4379e-05-0.0038061i,-0.0007307-0.002238i,-0.00065791+0.00022739i,0.0013081+0.0013258i,0.0025849+0.00077399i,0.0023672+8.0449e-05i,0.0017232-0.001026i,0.0007902-0.0012534i,-0.00074477-0.00061502i,-0.0014446+0.00042447i,-0.00093268+0.0010817i,-0.00083241+0.00051018i,-0.00067324+3.9368e-06i,0.00013638-0.00011145i,0.00086045+4.0158e-05i,0.00038676-0.00017174i,-0.00014168-0.00010492i,-0.00022821+0.00031833i,-0.00052732+0.00027075i,-0.00086791-0.00024776i
0.0009169-0.00027598i,0.00067263-0.00073295i,0.00042419-0.00064454i,0.00010699-0.0013674i,-0.00035385-0.0021284i,-0.00044102-0.00099053i,0.00076244+0.00012312i,0.0014018-5.8852e-05i,0.00075079-0.00049279i,2.6989e-05-0.0007578i,-0.00040816-0.00018269i,-0.00056345-8.8787e-05i,-0.00041724-0.00021252i,-6.5322e-05+3.6392e-06i,-0.00019966-0.00017309i,-0.001374-0.00038585i,-0.0012673-0.00032032i,-0.00094827-0.00011139i,-0.0011199+0.00049048i,-0.00069562+0.00025395i,-0.00014285+0.000254i,2.7502e-05+0.00033703i,0.00012374+0.00022737i
0.0004647+0.0007599i,-0.00059724+0.0010412i,-0.00041584+0.0017123i,0.00066592+0.00074785i,0.0017323-0.00056971i,0.0016149-0.00074888i,0.0016261-0.0007203i,0.0017036-0.00058371i,0.0014518+2.8994e-05i,0.00060435+0.00029564i,-0.00051011+0.00037403i,-0.00091776+0.000471i,-0.00034257+0.0008466i,-0.00094475+0.0012322i,-0.0018274+0.00021245i,-0.0011147-2.1745e-05i,-0.0010067+2.1367e-05i,-0.0013026+0.0003095i,-0.00051588+0.00044819i,0.00039756+0.00041304i,0.00048618+0.00078529i,0.00038804-0.00014102i,5.7674e-05-0.0013209i
0.00011123-0.00030982i,-8.2096e-05-0.0013908i,0.00016976-0.00076592i,0.00062001+0.00029578i,0.0019489+0.00019049i,0.0020283+1.9859e-05i,0.00168-1.2768e-05i,0.001129+8.9789e-05i,0.00030536+0.00016943i,0.00014042+0.00022914i,0.00056237-2.0351e-05i,0.00013531-0.00056947i,-0.00086006+7.3426e-05i,-0.0013251+0.00044274i,-0.00045519-0.00057753i,-0.00012141-0.00094721i,-0.0010254-0.00047574i,-0.00027721-0.00061156i,-6.0674e-05-0.00017256i,-0.00053343+0.00040908i,0.00015+0.00074881i,0.00026647+0.0015865i,6.5511e-05+0.00072309i
-0.00044999-0.0016552i,0.00075472+7.6713e-05i,0.00046588+0.0010984i,0.00017523+0.0014541i,0.00046133+0.0016714i,0.0011721+0.001443i,0.002553-0.00040333i,0.0021206-0.0016594i,0.00012329-0.001633i,-0.00050929-0.0012634i,-0.00025059-0.00050993i,-1.3298e-05-0.00041819i,-0.00032845+5.3568e-05i,-0.00046939+0.00072813i,-6.7229e-05+0.00097852i,0.00042535+0.0013304i,0.0006898+0.0016692i,0.00086431+0.00089554i,0.00097089-3.2364e-05i,0.0010827+0.00024065i,0.0010654+0.00013901i,0.00076974-0.00033105i,0.00066094-0.0003374i
-0.0014516-0.00015609i,-0.0010902+0.00051599i,-0.00057361+0.001084i,-0.00057687+0.00053837i,0.00031182+0.0001476i,0.0012912+9.3378e-05i,0.001482-4.9011e-05i,0.00083562-0.000837i,0.00018679-0.0012599i,0.00026224-0.0010804i,-0.00030595-0.0012028i,-0.00076945-0.00038293i,-0.00090162+0.0004214i,-0.00048823+0.00031054i,9.4293e-05-4.889e-05i,-0.00053506+6.6319e-05i,-0.00084754+8.7898e-05i,-0.00053764-6.4845e-05i,1.2148e-05+0.00039296i,1.0635e-05+0.00061241i,-8.2123e-05+0.00020384i,2.4171e-05-0.0003775i,6.5027e-05-0.00039541i
-0.0009991+0.0012617i,-0.0011513+0.00024134i,-0.00032728-6.8526e-05i,0.0010498-0.00020875i,0.002064-0.00044274i,0.0022108-0.00076577i,0.0026522-0.0010549i,0.0019286-0.0013512i,0.00084037-0.00075569i,0.00066703+4.2439e-05i,0.00053261+0.00017i,-4.3375e-05+0.00016853i,6.4304e-05-0.00066356i,-0.00025405-0.0013347i,-0.0005107-0.00092537i,0.00016481-2.3496e-06i,-2.0883e-05+0.00039119i,-0.0011553+0.00037739i,-0.00094867+7.1351e-05i,-0.00085882+0.00011123i,-0.0015823+0.0008907i,-0.0016799+0.00098158i,-0.00055492+0.0004143i
0.0027891+0.0030607i,0.0032709+0.0028734i,0.0042118+0.0020502i,0.0033889-0.00068224i,0.0020991-0.0032639i,0.00082066-0.003318i,5.9082e-06-0.0014066i,0.000527+0.00055268i,0.0013243+0.0010673i,0.00070409+7.1495e-05i,-0.0012198-0.0009015i,-0.0023688-0.00076922i,-0.0024449-0.00045241i,-0.0020771-0.00047044i,-0.0021453-0.00050769i,-0.0016158-0.00031437i,-8.6191e-05+0.00033548i,0.00036569+0.00076065i,-0.00020657+0.00078737i,-0.00027567+0.00097488i,5.2529e-06+0.001261i,2.3378e-05+4.9961e-05i,0.00048177-0.0012527i
-0.0047596-0.011301i,-0.0082834-0.011386i,-0.012951-0.0079282i,-0.010443-0.002418i,-0.0051849+0.0037634i,0.00033617+0.0059045i,0.0028223+0.0020777i,0.0020823-0.0013131i,-0.00027118-0.0018105i,-0.0021734+9.1174e-05i,-0.00099376+0.0018806i,0.0011468+0.0014692i,0.0026852+0.0013145i,0.004268+0.0021462i,0.0046862+0.002271i,0.0027708+0.0011011i,0.00080601-0.00044228i,-0.00010625-0.00053112i,0.00028332-0.00055929i,0.00070979-0.0013314i,-6.9029e-05-0.0020078i,-0.00042692-0.0014116i,-0.00025921-7.8936e-05i
0.0014131-0.0035934i,0.00035396-0.0038687i,-0.00079433-0.0029716i,-0.0010089-0.0017086i,0.0001392+0.00039393i,0.0022102+0.0020134i,0.0033094+0.001655i,0.0022591-0.00014812i,0.00049905-0.0017282i,1.5326e-05-0.0013116i,3.8435e-05-0.00053846i,0.00011756-2.3026e-05i,0.00066719+0.00050528i,0.00094983+0.00083391i,0.00056194+0.00099848i,0.00031397+0.00075752i,7.4052e-05-0.00054427i,0.00015985-0.0009337i,0.00087097+0.0004122i,0.00015537+0.00070428i,-0.00043653+6.9975e-06i,-0.00065415+0.00030872i,-0.00092238+0.00059556i
0.00091926-0.0029498i,-0.00020494-0.002123i,-0.0012473-0.00072303i,-0.0010392+0.00097871i,-0.00022319+0.001991i,0.0011562+0.0019308i,0.0027443+0.0008599i,0.0027506-0.00011735i,0.0014332-0.0010426i,0.00024796-0.00095402i,-0.001018-0.00017415i,-0.0011292+0.00058445i,-0.00015312+0.0013427i,0.00016386+0.0015541i,0.00049525+0.0018591i,0.00067567+0.0015891i,0.00041357+0.001424i,0.0005277+0.0011296i,0.0010823+0.00035192i,0.00077673-0.00014838i,-0.00047968+0.00023769i,-0.0010363+0.00094616i,-0.00083014+0.00065549i
0.00019405-0.00061741i,-3.709e-05-0.0012598i,-0.0015639-0.00077496i,-0.0025456+2.4017e-05i,-0.0019289+6.2642e-05i,8.9615e-05+0.00084239i,0.0019459+0.0017623i,0.001413+0.00064838i,0.00082074-0.00041643i,0.0004819-0.00026249i,-0.00041038-0.00025252i,-8.3442e-05-0.00033549i,0.00035185-0.00012219i,0.00058248-0.00010937i,0.0008202+0.00016683i,0.00050215+0.00020312i,0.00046911-8.5859e-06i,0.00060938+1.2356e-05i,0.00018676+0.00024777i,1.2056e-05+0.00056902i,0.00024559+0.00078436i,-3.7646e-05+0.00028352i,-0.00012357-0.00010552i
-3.0188e-05-0.0013731i,-0.0012566-0.0022996i,-0.0019291-0.0025159i,-0.00039062-0.0022134i,0.0015801-0.00032019i,0.0031591+3.2966e-05i,0.0031103+0.00011491i,0.0013258+0.0004994i,0.00029178+0.00051333i,-2.4331e-05+0.00075209i,-0.00065975+0.00040102i,-0.00086169-0.0003669i,-0.00033876+0.00017684i,-0.00045669+0.0013898i,-0.00095434+0.0017953i,-0.00069509+0.00105i,-0.00039166+0.00068413i,-0.00062814+0.00030567i,-0.00090912+0.00014549i,-0.00096475+0.00039562i,-0.000851+0.00021647i,0.00017389-0.00078548i,0.00078156-0.001159i
-0.00018399-0.0037471i,0.00076989-0.0033941i,0.0012262-0.0019594i,0.0012599-3.5456e-05i,0.00093651+0.00066674i,0.0018149+0.00092194i,0.0033527+0.0011266i,0.0027242+0.00082545i,0.0014257+0.00011837i,0.00041249-0.00025863i,3.4036e-06-0.00019968i,-3.0469e-05-3.2647e-05i,0.00067231+0.00028447i,0.00065609+0.00049813i,0.00023537+0.00076809i,0.00098661+0.0010921i,0.001031+0.00035596i,-0.00011215-0.00038275i,-0.00068307-0.00079622i,-0.00054361-0.00044785i,-0.0008279+0.00044831i,-0.0015718+0.00081455i,-0.00093543-0.00012557i
-0.00039376-0.0018148i,-0.0013977-0.0014937i,-0.0022562-0.00047472i,-0.0025035+0.00086104i,-0.0015287+0.0023442i,0.0001071+0.0029831i,0.0014586+0.0023269i,0.0015373+0.00051386i,0.00058154-0.00086968i,-2.5857e-05-0.0010285i,0.00010819-0.00014456i,-9.0249e-05+0.00034357i,-0.00022851+0.0009484i,0.00016911+0.0014209i,0.00031499+0.00089328i,-0.00036312-0.0003418i,-0.0003718-0.00093653i,-0.00011763+0.00030467i,-0.00019477+0.0010303i,0.00039414+0.00036208i,0.00041448+8.3032e-05i,-0.00015541+0.00033657i,-0.00055663+0.0010025i
0.00052096-0.0012706i,-8.022e-05-0.00089357i,-0.0015703-0.00023066i,-0.0015876+0.0013073i,-0.0004685+0.0014015i,0.0016353+0.001086i,0.0027084+8.2482e-05i,0.0017409-0.00043344i,-0.00021482-0.0001706i,-0.00084096-0.00034706i,-0.00038107-0.00043974i,-3.1692e-05+0.00044104i,-0.00056684+0.0011441i,-0.00043784+0.0019273i,5.625e-05+0.0022936i,-0.00021319+0.0014822i,0.00010888+0.00016938i,0.00097475-0.00079608i,0.00078097-0.00043244i,-0.00020985-8.8414e-05i,-0.00021465-0.00095931i,0.00026245-0.00059247i,0.00028964+0.000415i
-0.00013405-0.0013051i,-0.0015562-0.0028247i,-0.0026707-0.0033622i,-0.001048-0.0018755i,0.00058892+6.6529e-06i,0.0012217-0.00022863i,0.0020612-0.0010634i,0.0017426-0.00066495i,0.00076126-0.00057125i,0.00073907-0.00051519i,0.00050789-0.0010734i,-0.00011382-0.0010284i,-8.4266e-05+0.00057475i,-8.8175e-05+0.0011308i,0.00036136+0.00062402i,0.00083393+0.00055895i,3.237e-05+0.00039589i,-0.0011419-0.00038177i,-0.0012955-0.00093966i,-0.00069842-0.00018406i,-0.00018945+0.00073369i,-0.000337+0.00060533i,-0.00026988+0.0002605i
0.0016702-0.0017894i,0.0026918-0.0029397i,0.0021044-0.0032256i,0.00091411-0.0017258i,0.00027992+1.2785e-05i,0.0012765+0.00075422i,0.002506+0.00063827i,0.0016541+0.00039255i,-1.2023e-05-3.0363e-05i,0.00058775+3.7811e-05i,0.0011461+0.00056332i,0.00069266+0.00048085i,0.00067216+0.00042853i,0.00011672+0.00035851i,-0.0002219+0.00035221i,-8.3991e-05+0.00029475i,-0.00020625+0.00038506i,-0.00015392+0.00016157i,-0.00068481-0.00022101i,-0.00087913+0.00021333i,0.00026531+0.00039968i,0.00049595+0.0002983i,-0.00014268+0.00049392i
0.00067769-0.00033342i,-2.6291e-05+0.00043025i,0.00057448+0.00055758i,0.0019859-0.00021665i,0.0021222-0.0013132i,0.00094034+0.00018743i,0.00093184+0.0012318i,0.0018792+0.00072316i,0.0010249+2.3693e-05i,0.00050919-0.00043864i,-0.00022163-0.00022096i,-0.0008507-0.00047659i,-0.001106-0.00021799i,-0.00051548+0.00010985i,9.6663e-07-0.00015149i,-0.00040074-0.00014599i,-0.0002104-0.00069216i,-0.00032956-0.00065092i,-0.00080023+0.00055849i,-0.00026343+0.00083622i,0.00022185+0.00081722i,0.0003106+0.00076529i,0.00041681-0.00021353i
-0.00073098-0.0013754i,-0.0013717-0.0023444i,-0.0020124-0.002237i,-0.0017423+0.00044811i,-0.00043752+0.0023311i,0.00092679+0.0022515i,0.0020075+0.00134i,0.0016348+0.00014178i,0.00062758-0.0006839i,0.0006229-0.00098436i,0.00073042-0.0013197i,-0.00050203-0.0010095i,-0.00073306-0.00058382i,0.00060297-0.00033085i,0.00064455+0.00012281i,-0.00025701+0.00073908i,-0.00037339+0.00037828i,-0.00062857+0.00010579i,-0.0011877+0.00022137i,-0.00081136+3.5614e-05i,-3.9452e-06+0.00016095i,0.0006414+0.00048631i,0.00062632+0.00083249i
-0.00084791-0.00023358i,-0.001593+0.00038101i,-0.0014639-0.00025153i,-0.00054179+3.3934e-06i,-2.6705e-05+0.0011965i,0.00031644+0.0016582i,0.001162+0.00063574i,0.0017781-0.00058339i,0.0010771-0.00088273i,6.8343e-05-0.00038945i,-0.00067648-0.00035388i,-0.0012151-0.00039791i,-0.0012225-0.0003414i,-0.00054079-0.00072239i,-0.00062742-8.4257e-05i,-0.00090436+0.00021706i,-0.00051521+1.2773e-05i,-0.00025434+0.00019751i,-9.2394e-05+0.00032501i,8.0798e-05-0.00022602i,-6.4591e-05-0.00014493i,0.00033025+6.2053e-05i,0.00075411-6.379e-05i
-0.0011264-0.00059734i,0.00025984-0.0012153i,0.0013023-0.00012184i,0.0015549+0.00033899i,0.0010179+0.00069097i,0.0010008+0.00072933i,0.0015022-3.4042e-06i,0.00092098-0.00087486i,-4.0501e-05-0.00092183i,-3.7509e-05-7.1872e-05i,0.00043932-0.00059284i,0.0006208-0.00072926i,0.00019614-0.00039274i,-0.00017081-0.00054857i,-0.00044968-6.0446e-05i,-0.00065675+0.00016311i,-0.00048908-1.6396e-05i,-0.00033375-0.00015624i,-0.00038225-0.00034751i,-0.0002083-0.0002516i,2.7184e-05-0.00016445i,1.5015e-05-6.9333e-05i,-0.0001893+7.6119e-05i
-0.0016585-0.00092291i,-0.0018315+0.0008459i,-0.0017474+0.0011109i,-0.00077668+2.0755e-05i,0.0004313-0.00015002i,0.0015625+0.00011095i,0.0024626-7.5574e-05i,0.0017494-0.00066908i,0.00023686-0.00027903i,-0.00023529-0.00023892i,2.0488e-05-0.00060958i,0.00036167-0.00050024i,0.00066655-0.00043755i,0.0013267-0.00051049i,0.001204-0.00033766i,1.9694e-05-0.00024596i,-0.0012277-0.00038923i,-0.00063765-0.0003956i,0.00070728+7.7767e-05i,0.0003429+0.0003429i,9.8865e-05-7.5064e-05i,0.00047652-0.00035507i,0.00067492+2.5171e-05i
0.0012563+0.00027641i,0.00065523-0.00045202i,0.00081973+0.00047146i,0.0014099+0.0013063i,0.0016524+0.0011358i,0.0019467+0.00091394i,0.0025322+0.00061299i,0.0019946+0.00054783i,0.00058082+9.7928e-05i,5.5411e-05-0.001226i,7.1199e-05-0.0010539i,-0.00015785+0.00034212i,-0.00041363+0.00029695i,0.00020772+0.00013066i,0.00066808+0.00016453i,8.202e-06-0.000185i,-0.00020617-0.00051648i,0.00013917-0.0006171i,0.00014225-8.9271e-05i,-0.00059735+0.0010258i,-0.00061539+0.00092474i,-6.952e-05-0.00016608i,0.00044338-0.00063681i
0.0010235+0.00026763i,0.0003791-0.0016327i,-0.00024397-0.0025979i,-0.0014143-0.00259i,-0.0013591-0.0018969i,-0.00021111-0.00045612i,0.0010832-0.00018649i,0.0019243-0.00044563i,0.0018376-0.00060497i,0.0010359-0.00089814i,-4.242e-05-0.00095472i,-0.00010708-0.0010383i,0.00022235-0.00057357i,-0.00077999+0.00028209i,-0.0019298+0.00099021i,-0.0013009+0.0013074i,-6.4738e-05+0.00032911i,-0.00018138-0.00047685i,-0.00034426-0.00026308i,0.00027811+0.00011542i,0.00054842+4.6356e-06i,0.00045761-0.00038126i,-3.8012e-05-0.00041116i
0.00023372+9.9186e-06i,-3.5477e-05-6.5296e-05i,-0.00078372+0.00018208i,-0.0003587-8.4162e-05i,0.00082203-0.00035446i,0.0011682-0.00011722i,0.00044553-0.00031551i,1.5465e-05-0.00069841i,0.00070712-0.00017106i,0.0010682-0.00031358i,0.00032049-0.00065402i,-0.00047063-0.00049047i,-0.0010377+0.0001278i,-0.0011433+0.00010443i,-0.0010447-0.0004806i,-0.0010987-0.0010216i,-0.00043384-0.00068627i,0.00032736-0.00014592i,-0.00013052-0.00037578i,-0.00053814+0.00032257i,-0.00046468+0.0011708i,-0.00013291+0.00068013i,0.00043426+0.00017936i
0.0014949+0.00077211i,0.0010349+0.00058724i,-0.00040412-0.00051917i,-0.00044516-0.0012885i,0.00010183-0.0010359i,0.00031711+7.7541e-05i,0.00079661+0.00060456i,0.0011113+0.00034347i,-1.1342e-05-0.00033352i,-0.00077627-0.00036086i,-0.00068476+0.0003293i,-0.0006686+0.00037981i,-0.00010952+0.00061498i,0.00035668+0.00095143i,0.00051428+0.00087707i,0.00044054+0.00081215i,-0.00019142+0.00087225i,-0.00045293+0.00066684i,-5.6662e-05+0.00033726i,0.00072174-0.00029777i,0.0006919-0.00059071i,0.00052976-0.00040759i,0.00090369-0.00019103i
0.00040603-0.00089166i,0.0011109-0.0021692i,0.0015548-0.0023584i,0.00085521-0.0016616i,0.00084782-0.00011615i,0.0014221+0.0019486i,0.0019605+0.0017404i,0.0023208+0.0002262i,0.0013523-0.00035258i,0.00011135+0.00035933i,-0.00030085-0.00014898i,-0.00022133-0.00077718i,0.00013162+6.1308e-05i,-0.0004355+0.00038631i,-0.0010944+0.00054123i,-0.00042491+0.0002775i,-0.00051774-0.00043549i,-0.00078437-4.8305e-05i,0.00032263+0.00054008i,0.00082871+0.00059399i,5.6675e-05+0.00018905i,-0.00021523+0.00020594i,0.00040203+0.00035483i
0.00049625-0.00015665i,0.00046023+0.00035475i,-3.9211e-05+0.00057589i,-0.00043496+0.0003228i,5.0967e-05-0.00027188i,0.0010452-0.00042853i,0.0016444-7.0513e-05i,0.0011451-0.0001874i,1.7156e-05-0.00034752i,-0.00051325-0.0008124i,-0.00086445-0.00098061i,-0.0011317-0.00036834i,-6.0778e-05+0.00046467i,0.00032965+0.0010846i,-0.00025501+0.0014044i,-0.00012006+0.0005508i,-8.9804e-05-0.00014859i,-0.00037406+0.00031704i,-0.0005144+0.00068806i,-0.00032165-3.7163e-05i,-2.8935e-05-0.00059193i,-3.2347e-05-0.00020052i,0.00043926-0.00043752i
0.00085685+0.0017425i,0.00081043+0.00043028i,0.00090525+0.00066847i,0.00098577+0.00059678i,0.0013985-0.00046306i,0.0017962-0.00050273i,0.0012443+2.3544e-05i,0.00096263+0.00040052i,0.0010279+0.00014652i,0.00059289-0.00045369i,-0.00041621-0.00047936i,-0.0011355-0.00064873i,-0.0007586-0.00053642i,-0.00094873-4.3803e-05i,-0.00093907+0.00030056i,-0.00011382+0.00031811i,0.00013172+5.9852e-05i,-0.00031087-7.3329e-05i,-0.00083876-5.6118e-05i,-0.0010322+0.0004336i,-0.00024054+8.745e-05i,0.00050514-0.0011964i,0.00059653-0.0011921i
-0.0001502-0.001083i,-0.0010937-0.00086204i,-0.00059839-0.0018591i,-1.2912e-05-0.001671i,0.00024883-0.00056479i,0.00087282+0.00020044i,0.0018213+0.00049145i,0.0015826+0.00023631i,-0.00010531+0.00023031i,-0.0011681+0.00030616i,-0.0010245+0.00044752i,-5.6766e-05+0.00052705i,0.00070086-7.3861e-05i,0.00018997+0.00027322i,-0.00027046+0.0010427i,2.483e-05+0.00075247i,0.00017835+0.00030413i,0.00035395+0.00015721i,0.00035967-8.5219e-05i,8.877e-05-9.7881e-05i,0.00012924+0.00027213i,-0.00049963+0.00021929i,-0.0010149-0.00027801i
0.0031615-0.00017165i,0.0035583-0.0012915i,0.0035472-0.0013252i,0.0017395-0.002026i,8.4583e-05-0.0014749i,-0.00049709+0.00025076i,4.1028e-05+0.00058756i,0.00098223+0.00025532i,0.001036+0.00023978i,0.00022211+2.2056e-05i,-0.00082746-0.00029085i,-0.0014431-0.00045153i,-0.0009268-2.949e-05i,-0.00047471+0.00024741i,-0.00042787+0.00028396i,-0.00056895+0.00014958i,-0.00037203-7.0621e-05i,8.2059e-05+4.0378e-05i,-0.00021556+0.00028464i,-0.00021167+0.00071097i,8.1406e-06+0.00094632i,0.00019948+0.00064017i,0.00033791+0.00025067i
-1.6318e-05+0.00029216i,-0.00043423+0.00055583i,0.00017212+0.00091209i,0.00080481+7.8345e-05i,0.00049356-0.00022094i,0.001125+0.00016739i,0.0018291+0.00064727i,0.0010282+0.00061557i,0.00048679+3.1816e-05i,6.7493e-05-0.0006025i,-0.00010843-0.00074999i,-0.00026755-0.00080619i,-0.00067227-0.00078966i,-0.00056432-0.00036679i,-0.00072695-5.8401e-05i,-0.0011348+0.00010919i,8.7602e-05+0.0001273i,0.0007422+0.00038046i,0.00044419+0.00083905i,0.00041135+0.0014001i,-0.00023575+0.00077529i,-0.00048152-0.00033301i,-0.00040728-0.00051029i
-0.00075408-0.0010227i,0.00013367-0.0013755i,0.0011518-0.00080902i,0.00068811-9.9418e-05i,0.00022053+0.00056482i,0.0008843+0.00086337i,0.0011518+0.0012471i,0.00086371+0.00070188i,0.00057306+0.00032801i,0.00067297+0.00074204i,-8.2748e-06+0.0003909i,-0.00044865-0.00030258i,0.00033043-0.00048831i,0.00020308-0.00042684i,-0.00019235+1.1914e-05i,6.0594e-05+0.00048967i,0.00025761+0.00066469i,0.00043402+0.0011778i,2.1897e-06+0.0015514i,-0.00036975+0.00066874i,-7.7745e-05+0.00023817i,-0.00020154+0.00059946i,-0.00029943+0.0006793i
-0.001269+0.00078755i,-0.0011858+0.00025566i,-0.00093758+0.00026403i,2.5503e-05-0.00061735i,0.0014117-0.0013612i,0.0024088-0.0010981i,0.0027198-0.00090721i,0.0019386-0.0007153i,0.0013006+0.00012354i,0.00060339-2.8215e-05i,-0.00047908-0.00056418i,-0.00091659-0.00056646i,-0.00077955+0.00018038i,-0.00079217+0.00093464i,-0.00073463+0.00054389i,-0.00069938+0.00020471i,-0.00042177-6.6484e-05i,0.00018169-0.00041669i,-0.0003136-0.00026659i,-0.00070789+0.00046781i,-0.00015162+0.00079755i,0.00064065+0.00065912i,0.00053535+0.00080001i
0.00041692+0.00021649i,0.0026525-0.0017965i,0.0024858-0.0015566i,0.0013246-0.00064769i,0.0017957+0.00079607i,0.0021763+0.0016533i,0.0021456+0.0010983i,0.0013482+0.00030513i,0.00077297-0.00030815i,0.00085011-0.0004571i,0.0010039-0.00094863i,0.00074761-0.0013032i,0.00013451-0.0009438i,-0.00022456-0.00048062i,0.00052085-0.00050627i,0.00059175+0.00051i,-0.00031969+0.0010865i,-0.00041027+9.1639e-05i,6.7083e-06-0.0005431i,-0.00019266-0.00027508i,-0.00034795+0.00015215i,-0.00054927-7.3674e-05i,-0.00065895-0.00021011i
-0.00081876-0.00027329i,-0.001549+0.00087775i,-0.00068703+0.0009222i,0.0001254+0.00033749i,-0.0003729+0.00060214i,0.00062302+0.0010615i,0.0017792+0.00070573i,0.0012156+0.0004801i,0.00019959+3.171e-05i,-0.00030811-0.00028879i,-0.00030562-0.00023393i,-0.00016332+1.4251e-05i,-0.000203+0.00015161i,-0.00058695-0.00010368i,-0.00029035+7.7472e-05i,9.7184e-05+0.00062259i,-0.00025454+0.00013649i,-5.078e-05-0.00038882i,1.2083e-05+0.00038709i,-0.00059234+0.0008202i,-0.0010297-0.00025824i,-0.00067478-0.00059052i,-0.00030935-0.00058169i
-0.0009611+3.8311e-05i,-0.0021138+0.00028585i,-0.002848+0.00060691i,-0.0014103+0.000482i,0.00053804+0.00027516i,0.0017567+0.00089276i,0.0024269+0.00023331i,0.0017458-0.00081962i,0.00065191-0.00057426i,0.00057825+0.00021675i,0.00047076+0.00053212i,-0.00039949+0.00033181i,-0.00057932+8.8607e-05i,-0.0002964-6.9173e-05i,0.00014275+0.00046479i,0.00015884+0.00072139i,-0.00015398+0.00017301i,-0.00015948+0.00027493i,-0.00068197+0.00024092i,-0.0012318-0.00014619i,-0.0005112-0.00062386i,-0.00050343-0.00047721i,-0.0007185+0.000223i
0.0003314-0.002228i,-0.0003551-0.0041038i,-0.00090432-0.0041696i,-0.0011978-0.0019607i,-0.00058702-0.00033956i,-0.00014326+0.00052568i,0.00072347+0.00074775i,0.00079679+1.1107e-05i,-7.1934e-05-0.0011817i,0.00028053-0.0010511i,0.00041857-0.00051486i,0.00032331-0.00035922i,-3.924e-05-0.00026691i,-0.00019658+0.00039141i,0.00040009+0.0012129i,0.000393+0.00071222i,0.00051316+0.00029723i,-0.00011981+7.2776e-05i,-0.00044284-0.00050912i,5.3656e-05-8.8776e-05i,-9.3563e-05+0.00044598i,-0.00013768+0.00027822i,-0.00015651+0.00033676i
0.0017445-0.0028145i,0.0012767-0.0032249i,0.00022285-0.003034i,-0.00094588-0.0012342i,-0.0011439+0.00051996i,0.00020779+0.0011432i,0.0018407+0.00081804i,0.0017562-0.00060555i,0.00056639-0.0010493i,-0.00031544-6.321e-06i,-0.00090456+0.00023541i,-0.00089213-1.8909e-05i,0.00029625+0.00027906i,0.0011311+0.00051432i,0.00056145+0.001212i,0.00037463+0.0014855i,0.00084614+0.00032932i,0.00033894-0.00023485i,-0.00021262-0.00034596i,0.00034761-0.00066596i,0.00032094-0.0003674i,-0.00029034+0.00019592i,-0.00068448+0.00096177i
-3.3314e-05+0.0014937i,-0.00099525+0.0025336i,-0.0011199+0.0028087i,0.00050854+0.0022535i,0.0020661+0.0014626i,0.0027873+0.0010769i,0.0020188+0.0012268i,0.00080599+0.00086379i,0.00098793-1.7733e-05i,0.00087051-0.00038869i,-0.00027109-0.00073969i,-0.00056175-0.00088293i,-0.00077056-0.00057241i,-0.0011989-0.00094097i,-0.0008557-0.00081419i,-0.0002951-0.00050251i,-0.00017352+0.00034884i,0.00018017+0.0008799i,0.00056177+0.00047967i,0.00085026+0.00013578i,0.00057316-0.00018875i,-2.7369e-05-0.00024099i,0.00016372+1.3623e-05i
0.00075012-0.0015765i,0.00070425-0.002133i,-0.00049802-0.002399i,-0.0016368-0.001436i,-0.0017866-0.00065061i,-0.00071843+0.00066716i,0.0012004+0.0014473i,0.0018018+0.00043449i,0.00063927-0.00030641i,-0.00061728-0.000441i,-0.00076221-0.00046459i,-5.0445e-05-0.00053499i,0.00045502+0.00011259i,0.00063695+0.0013209i,0.00073483+0.0011135i,-0.00030649+0.00049485i,-0.00021686+0.00097593i,0.00089928+0.0014524i,0.00057319-0.00012164i,0.00024801-0.0011028i,0.0010128+0.00054662i,0.00079151+0.0014545i,0.00014614+0.00028143i
-0.001522+0.00039881i,-0.0013571+0.0014843i,-0.00080304+0.0011844i,-0.00029797+0.0013226i,0.00021792+0.0018272i,0.0022413+0.0021339i,0.0030426+0.0014533i,0.0017545+0.0002424i,0.00042229-0.00057811i,-0.00077469-0.00086844i,-0.0013687-0.00099979i,-0.0010469-0.00045697i,-0.0011403+0.00065053i,-0.0010486+0.00049823i,-0.0008171-0.0005883i,-0.00022785-0.00091034i,0.00021165-0.00046769i,-0.0003889+0.00011416i,-0.00046556+0.00095076i,-0.000157+0.0014075i,6.8659e-05+0.0010299i,0.00034668+5.4638e-05i,0.00070287+0.00017902i
-0.0030649-0.0026151i,-0.0031623-0.0017188i,-0.0015275-0.00071507i,-0.00020687+0.00063335i,0.00080205+0.0013466i,0.0012555+0.00080712i,0.002085+0.00028924i,0.0021078-0.00011815i,0.00051737-0.00048124i,-0.00025285-0.00042846i,-0.00048926-0.00013341i,-0.00093604+0.00036555i,-0.00050113+0.00019893i,0.00019823-0.00033839i,0.00089688-0.00014339i,0.0011206+0.00022697i,0.00022081+5.5781e-05i,-0.00080212+5.895e-06i,-0.0010612+0.00015182i,-0.00066431-0.00040353i,-0.00029426-0.00015003i,-0.00028588+0.0010067i,-0.00084106+0.0012063i
