0.00029476+0.0011705i,0.00011908-0.00021133i,-0.0013175-0.0018119i,-0.00080236-0.0035553i,-0.00012814-0.0026493i,-0.00037782-1.5316e-05i,-0.0012057+0.00063734i,-0.00093939+0.00049714i,0.00023818+0.00017897i,0.00094559+4.1142e-05i,0.0002639-0.00026241i,0.00019373-0.0010675i,0.00044807-0.00074895i,-0.00031391-0.00048032i,-0.00057546-0.00036367i,9.4319e-05-0.00048679i,0.00072157-0.0011998i,0.00058372-0.00087411i,0.00032039-7.3787e-05i,0.00065508+0.00027992i,0.00044104+0.00018408i,-0.00010465-5.2738e-05i,5.2326e-05-0.00055983i
0.0016713+0.00061647i,0.0012916+0.00035933i,0.0024832+0.0021299i,0.0035196+0.0024284i,0.0038335+0.00064005i,0.0030838-0.00054425i,0.0010338-0.00073745i,0.00014345-0.00093755i,-6.4776e-05-0.00095306i,0.00042401-0.00062632i,0.00082675+0.00032137i,0.00095027+0.00098969i,0.0010489+0.0014543i,0.00085697+0.00092582i,0.0010138+8.7115e-07i,0.0011598-7.2195e-05i,0.00026027+2.3379e-05i,-0.00088434-6.5234e-05i,-0.00050942-0.00054607i,0.00036671-0.00088777i,0.0003254-0.00028757i,-0.00010764+0.00049118i,-0.00021686+0.00075775i
0.00062405-0.00055411i,0.00097186+0.00019667i,0.0025498+0.0012443i,0.0017937+0.0017714i,0.0014344+0.00034517i,0.0016183-0.0017779i,0.00031618-0.0022159i,0.00018496-0.0017721i,0.00066056-0.0013944i,3.3469e-05-0.0014253i,-3.4763e-05-0.0016272i,0.00016149-0.00054156i,0.00012892+0.00033443i,0.00029457+0.0006335i,0.00012034-0.00013217i,0.00035549-0.0011015i,0.00026623-0.0012304i,-1.1829e-05-0.00089557i,0.00038506-0.00057875i,0.00022952-0.00070392i,-7.3432e-05-0.00053671i,-0.00038299-9.229e-06i,-0.00023143+0.00053978i
-0.00076673-0.0034086i,-0.00069213-0.0016036i,0.00019561-0.00068762i,0.0014459-0.00079177i,0.0024068-0.00028997i,0.0024177+0.00028732i,0.0011855-0.0004325i,-0.000239-0.00064923i,-0.0011906-0.0008594i,-0.002056-0.00087065i,-0.0015229-0.00029581i,0.00012256+0.00022548i,0.00052965+0.00036732i,0.000289+0.00035034i,-0.00014086+0.00012938i,-0.00032498-0.00042495i,-0.00030969-0.00019488i,-8.383e-05-4.7804e-05i,-0.00037676+0.00020611i,-0.00030282+0.00055295i,-0.0001048+6.7065e-06i,-0.00075027-0.00012738i,-0.0011375+0.00067533i
-0.0006751+0.0010688i,-6.8304e-05+0.0016864i,0.0016122+0.0022582i,0.0032191+0.0011358i,0.0036939+0.0003354i,0.002122-0.00026194i,0.00039562-0.00081644i,0.00038591-0.00084279i,0.00061998-0.00049804i,0.00055764+8.2127e-05i,0.00099806+0.00028114i,0.0011298+0.00010598i,0.0010974+0.00024057i,0.00049595-0.00022837i,-0.00021911-0.0017975i,0.0004044-0.0016646i,0.00026726-0.00020237i,-0.00095908+0.00043649i,-0.00064489+0.00036519i,0.00077455+0.00046558i,0.00094883+0.0001838i,0.0006772-0.00027834i,0.00053689-0.00063264i
0.0021713+0.00055136i,0.0030647+0.00069857i,0.0027375+2.7788e-05i,0.0021727-9.5287e-06i,0.0014682-0.00060358i,0.00051855-0.0012771i,0.0003782-0.00057964i,-0.00041212-0.0007587i,7.3241e-05-0.0016658i,0.00078909-0.00091795i,0.00027681+0.00010115i,0.00066298-0.00036559i,0.00051856-0.00018457i,-0.00037012+0.00030286i,-7.5915e-05+0.00018554i,-0.00038064+0.0002032i,-0.00058962+8.271e-06i,0.00015397-3.1422e-05i,0.00050956-2.1206e-06i,0.0004963-0.00043781i,0.00066235-0.00056776i,0.00021873-3.9593e-05i,-0.00027872-0.00039149i
-0.00035756-0.00011821i,0.00037603+0.0005814i,0.0013412+0.0002164i,0.0018161+0.0010138i,0.0020306+0.00088084i,0.0019927-9.5234e-05i,0.00097235-0.0005042i,0.00043059-0.00044559i,0.00086182-0.00083514i,0.0011248-0.00092168i,0.0014183-0.00021259i,0.0012749+0.00015937i,0.00067193+0.00038698i,0.00065316+0.00051059i,0.0012299+0.00022935i,0.001591+0.00046244i,0.001207+0.00022658i,0.00019197-0.00037209i,-0.00060313-0.00018092i,-7.5885e-05+5.9385e-05i,0.00011089+8.3816e-06i,0.00023004+0.00042406i,0.00032932+0.00011582i
0.00011305+0.0020031i,0.00018088+0.0021681i,0.0002918+0.0024822i,0.0021473+0.0023027i,0.0036083+0.0012004i,0.003337-0.00053774i,0.0014189-0.00095116i,0.00025953-0.0010183i,0.00035061-0.001408i,-0.00013762-0.00077201i,-0.00024875-0.00069893i,-8.62e-05-0.00062107i,0.00044834+8.0677e-05i,0.00085572-0.00016643i,0.0010502-0.00055073i,0.00074979-0.00021566i,9.1357e-05-0.00041926i,0.00018481-0.00028202i,0.00030767+0.0003493i,-0.00059141+0.00025683i,-0.00091402+0.00014993i,-0.00091105+0.00021235i,-0.00044081+0.00049187i
-0.00029254+0.00081661i,-4.4461e-05+0.00056267i,0.00026351+0.00015142i,0.0011429+0.00089564i,0.0023185+0.0004633i,0.0023604-0.00092206i,0.00099296-0.0014103i,1.2623e-05-0.0014706i,-0.0005254-0.00075619i,-0.00053904-0.00016027i,-0.00074084+0.00035362i,-0.00037523+0.00052589i,-0.00014325-0.00032848i,-0.00033866-0.00048079i,0.00012432-0.00029368i,-8.5113e-05-0.00041563i,5.7774e-05-0.00065752i,0.00095336-0.00071925i,0.00043514-0.00014013i,-0.0003904+6.8801e-05i,-0.00032606-0.00019415i,-0.00013024-0.00070953i,-0.00023584-0.00016217i
0.0021952-0.00064382i,0.0019726-0.00023094i,0.0032273-0.00046627i,0.0028845-0.0011247i,0.0019469-0.0014443i,0.0018407-0.0012616i,0.0010419-0.0012966i,0.00049761-0.0017488i,-3.3799e-05-0.0014682i,-0.00042169-0.0010466i,-0.00049916-0.00061726i,0.00042108-0.00014981i,0.00088454+6.8586e-05i,0.00085546-9.8321e-05i,-7.0049e-05+0.0001195i,-0.0014046-0.00058677i,-0.00092056-0.0008367i,9.206e-05-7.2025e-05i,0.00038952+0.00060876i,-0.00068645+0.0010852i,-0.00023949+0.00037308i,0.00081147-6.3438e-05i,0.00016882-0.00035937i
0.00298+0.00032713i,0.0021454+0.00022307i,0.0026801-0.00074375i,0.0031835-0.00041172i,0.0028767-3.2351e-05i,0.0020362-0.00038419i,0.0013943-0.00092341i,0.00098464-0.00087519i,8.9297e-05-0.00050828i,0.00023079-0.00016153i,0.00067821+0.00062861i,0.00020689+0.00069496i,0.00028697-0.00020939i,0.00087393-0.00041757i,0.00037326-0.00019617i,-0.0001153-2.1752e-05i,-0.00044478+2.5902e-05i,-0.00056126-0.00020795i,-0.00018069-0.00057159i,-0.00027159-0.00034536i,-0.00049675-9.609e-05i,-0.00024168+0.00014084i,1.9478e-05+0.00059286i
-0.0023441+0.0028134i,-0.0036718+0.0034562i,-0.002868+0.0052281i,0.00069652+0.0048645i,0.0031041+0.0027501i,0.0033722+0.0011161i,0.0025123-0.00045161i,0.0016345-0.0010722i,0.0010513-0.00093753i,0.00064306-0.0010209i,0.0012263-0.00032766i,0.001696+0.00047477i,0.001537+0.00095423i,0.0017876+0.0013435i,0.0018956+0.0012375i,0.0015117+0.00071551i,0.00073553+0.00012337i,0.00049324+8.6777e-05i,0.00055905+0.00018662i,1.4163e-05-3.3083e-05i,-0.00027744-0.00041648i,0.00023612-0.00049219i,0.00036578+4.1663e-05i
5.873e-05+0.0024617i,0.00031968+0.0010598i,0.00020962+0.00067938i,0.00059723+0.0012077i,0.0015614+0.00047123i,0.0020418-0.0014918i,0.0012738-0.0027453i,4.9492e-05-0.0018454i,4.7459e-05-0.0012009i,0.00053854-0.0013946i,0.00046492-0.00093841i,0.00014457-0.0004046i,0.00087447-0.00092476i,0.0018482-0.001323i,0.0013125-0.00016603i,0.00039243+6.6819e-05i,-0.00022923-0.00040325i,-0.00038432-1.6175e-06i,-2.5513e-05+0.00051101i,9.6022e-06+0.00050601i,-0.00019032+0.00073643i,-0.00027377+0.00038028i,-0.00011331-0.00037397i
0.0037616+0.0012102i,0.0032283+0.00056563i,0.0040678+0.00075719i,0.0045918+0.00053942i,0.0039504-9.4257e-05i,0.0023852-0.00035873i,0.00087436-0.00071504i,0.00047749-0.001287i,0.00031237-0.00099003i,-0.00066703-0.00070162i,-0.0013236+0.00017717i,-0.0008113+0.00059595i,0.00040246+8.714e-05i,0.00059989-0.0006123i,0.0002749-0.00077283i,0.00057284-0.00056111i,0.00086527-0.00084325i,0.00026228-0.00041582i,-8.8057e-05-3.1697e-05i,0.00043647-0.00022992i,0.00079125+0.00085712i,-5.0716e-06+0.0012398i,-0.00073602+0.00041841i
-0.00080841+0.0014974i,0.00033628+0.00059691i,0.0016387+0.0013892i,0.0026014+0.0019353i,0.0027435+0.0013026i,0.0026613-0.00059457i,0.0020536-0.0012908i,0.00070527-0.0010491i,0.00011749-0.00083067i,-0.0006363-0.00018216i,-0.00092043+0.00072538i,-0.00021662+0.0015636i,0.00063156+0.0012583i,0.00055559+0.00042158i,-0.00010728-4.4161e-05i,-0.00066469-0.00085501i,-0.00036055-0.00092005i,-4.2538e-05-0.00017592i,-0.00087228+0.00043262i,-0.00098257+0.0005843i,-0.00050556+0.00040733i,-0.00062936+0.00016441i,-0.00028064-8.8124e-06i
0.00056644+0.0020364i,-0.00032495+0.0026223i,-2.5035e-05+0.0032168i,0.0020336+0.0030906i,0.0035359+0.0017827i,0.0031286+0.00016909i,0.002256-0.00063539i,0.0019197-0.00031084i,0.0011663+0.00011673i,0.00051001+0.00018042i,0.00085127+0.00039504i,0.001085+0.0013009i,0.00085684+0.0013735i,0.00078462+9.0168e-05i,0.00025076-0.00064966i,0.00020694-0.00026116i,-3.8518e-05+0.00076848i,-0.0004508+0.00046983i,-2.8566e-05+0.0004472i,0.00033758+0.00079334i,0.0002075+0.0011836i,0.00022156+0.00050319i,0.00010224-0.00023459i
0.0012961-6.5998e-06i,0.001932-0.00041546i,0.0014775-0.00022233i,0.0025934+0.0010745i,0.0035044+0.00092669i,0.0031683-5.2737e-05i,0.0017131-0.00074653i,-0.00032348-0.0014491i,-0.00044208-0.0013647i,9.6885e-05-0.0010359i,-8.5342e-05-0.0012128i,0.00063022-0.0009681i,0.0012162+4.4926e-05i,0.00081921-0.00028354i,0.000906-0.0011314i,0.00078602-0.00083759i,-0.00015578-0.00064657i,-0.00045288-0.00069499i,-0.00058831+9.2747e-05i,-0.0007631+0.00020411i,-0.00050344-6.4027e-05i,-0.00053778-6.9993e-05i,0.00010386-3.2558e-05i
-3.4545e-05-0.00036848i,-0.0002071+0.00054157i,0.00021076+0.0024095i,0.00083007+0.0027102i,0.0018132+0.0010212i,0.0027819-0.0011248i,0.0022876-0.00176i,0.0012567-0.00067603i,0.00066725-3.6416e-05i,0.00040567-0.00031295i,0.00044809-0.00026779i,0.00091389-2.7776e-05i,0.0013482-0.00027734i,0.00091741-0.00022426i,0.00046152+0.00061483i,0.00059641+0.00079777i,0.0001507+0.00045537i,0.00010121+0.00013406i,-0.00026081-0.00035621i,-0.00081683-0.00052832i,-0.00035302+0.00018748i,-0.00019644+0.00015342i,-9.4203e-05-0.00032785i
-0.00041834-0.001043i,-0.00053551-0.00028796i,4.6753e-05+0.00036537i,0.001031+0.0012996i,0.0033055+0.00090652i,0.003501-0.00041682i,0.0015292-0.00080193i,0.00015855-0.00053616i,-0.00041192+6.6738e-05i,-0.00079684+6.7016e-05i,-0.00083495+0.00030067i,-0.00071969+0.00048313i,-0.00064525+0.0001065i,1.599e-05+3.1384e-06i,0.00042355+0.00055111i,0.00014346+0.00045719i,0.00023197-0.00057448i,0.00044457-0.00015054i,0.00013407+0.0008126i,-0.00032413+0.0011038i,-0.00029144+0.0011026i,-0.00018226+0.00015075i,0.0001742-0.00013943i
-0.0022095+0.0002965i,-0.0009044+0.0007625i,7.703e-05+0.00124i,0.0015055+0.0011331i,0.0024522+0.00023085i,0.0017282-0.0004595i,0.00042526-0.00092239i,-0.00045808-0.00066231i,-0.0007978-0.00024412i,-0.00027635+0.00035053i,-0.0006642+0.00085328i,-0.0016564+0.00024098i,-0.0014049-0.00020394i,-0.00058205-0.00011269i,-0.00029209+6.108e-05i,-0.0004849-8.5971e-05i,-0.0009828-0.00034093i,-0.00062983+0.00010346i,-0.00021178+0.00031081i,-4.5383e-05+0.00062324i,8.9893e-05+0.0014465i,0.00033648+0.001143i,-0.00023733+0.00058986i
0.0022378+0.0020311i,0.0026277+0.0018474i,0.0030751+0.0023037i,0.002818+0.001222i,0.0032255-0.00070974i,0.003045-0.0017379i,0.0017435-0.0012194i,0.00034979-0.00094431i,0.00048961-0.00068688i,0.0017418+0.00048384i,0.0018157+0.00083693i,0.00064937+0.00069681i,0.0004969+0.00061683i,0.00054408+1.6866e-05i,0.00042238-0.00034177i,0.00052474-0.00018704i,1.9771e-05+0.00037121i,-0.00092478+0.00044382i,-0.0010611+0.00028633i,-0.00069843+0.0007726i,-0.00068846+0.0010933i,0.00015021+0.00091994i,0.00040813+8.0096e-05i
0.00016806-0.00090993i,0.00054056-0.0013559i,0.00058977+4.0127e-05i,0.0011457+0.00045283i,0.0020763-0.00019625i,0.0025427-0.00079526i,0.0015875-0.00095036i,0.00084798-0.00053079i,0.0010575-0.00022461i,0.0013861-0.00026618i,0.0018495-0.00067531i,0.0017382-0.00035441i,0.0010196-9.2198e-05i,0.00080294+0.00057837i,0.00076298+0.0012261i,0.00031619+0.00039206i,6.3181e-05+9.4082e-05i,-0.00055231+0.00036578i,-0.0011874-2.4945e-05i,-0.00183-1.6521e-05i,-0.0013182+0.00015349i,-0.00017735+0.00042133i,0.00013145+0.00089754i
-0.0014448-0.00079917i,-0.0018425-0.00076236i,-0.0022555-0.00072166i,-0.00059885-0.0002303i,0.0014908+0.00039979i,0.0019898-0.00016599i,0.0010726-0.0010972i,-0.00018581-0.0012838i,-0.0007152-0.0013976i,-0.00091617-0.0011849i,-0.00052768-0.0004985i,0.00013278-0.00022928i,0.00069743-0.00054082i,0.0010567-0.00050872i,0.0006507-0.0005493i,0.00043613-0.0011062i,-4.5777e-05-0.00080497i,-0.0004972-0.0003838i,-0.00016833-0.00016026i,-1.4644e-05+0.00010278i,6.4083e-06+0.00029565i,-0.00021722+0.00084746i,-0.00074521+0.00067404i
-0.00091519-0.00031301i,-0.00041449-0.00036885i,0.00043771+0.00027621i,0.0015107+0.00097625i,0.002311+0.00049292i,0.0026028-0.00035393i,0.0019458-0.00018256i,0.0014046-0.00020616i,0.00077947-0.00091629i,-0.00041898-0.0011216i,-0.00096803-0.00087014i,-0.0011342-0.00026858i,-0.00028926-0.00028515i,0.00061437-0.00088344i,0.00060182-9.347e-05i,0.00045111+0.00069407i,0.00090674-0.00013651i,0.00073659-0.00083121i,-0.00014383-0.0002612i,0.00055038+0.00051179i,0.00055604+0.00017788i,-0.00056507+0.00011261i,-0.00063564+0.00020711i
0.0020062-0.0010853i,0.0023838-0.0015641i,0.0028045-0.002005i,0.002701-0.00087549i,0.0023096-0.00019163i,0.0018914-0.00074611i,0.0014602-0.0013687i,0.00083246-0.00098205i,0.00042869-9.8373e-05i,0.00055877+0.00067418i,-0.00066212+0.0011538i,-0.0014713+0.00010329i,-0.00088651-0.00041957i,-0.0011746-6.8599e-05i,-0.0014826-4.7337e-05i,-0.0007542+0.00054213i,0.00014656+0.00056715i,0.00062581+0.00028574i,-0.00014872+0.00010637i,-0.00054417+0.00025407i,-0.00043022+0.00020893i,-0.00051528-0.00010811i,-0.0001942+0.00021804i
0.00038794-0.0015618i,0.00017611-0.00049748i,0.00017151+0.0015125i,0.0018286+0.0025031i,0.0035147+0.0021783i,0.0028756+0.0010095i,0.00094884-0.00045785i,0.0010386-0.0013195i,0.0018138-0.0009187i,0.0015383-0.00014038i,0.00095584+4.0724e-06i,0.00050072+0.00040493i,0.00029348+0.00024616i,0.0009852-0.00029767i,0.00089034+0.00025769i,0.00046984+0.00082595i,0.0001346+0.00030434i,-0.0004495-7.2715e-06i,-0.00025658-7.6237e-05i,-2.5776e-05+0.0004643i,0.00036229+0.00089051i,0.00079433+8.97e-05i,0.00046363+0.00041459i
-0.00065912-9.4363e-05i,4.5171e-05+0.00049995i,-0.00042687+0.00025306i,0.00040572-1.206e-05i,0.0022593-0.00054948i,0.0024028-0.0011834i,0.0019621-0.0014011i,0.0015526-0.0019593i,0.0014594-0.0017801i,0.002123-0.0013922i,0.0019062-0.0010829i,0.0013371-0.0003686i,0.0012288+0.00039765i,0.0009759+0.00043106i,0.0013025-0.00032802i,0.0012353-0.00017121i,0.00026668+0.00016121i,-3.08e-06+0.00025083i,0.0001734+0.000523i,-0.00026478+0.00036775i,-0.00025629-0.00026258i,0.00016436+0.00014376i,0.00011931+0.00015269i
0.0013641+0.00095443i,0.0019761+0.0018041i,0.0028521+0.0022335i,0.0029483+0.0013678i,0.0022136+0.00074401i,0.0018194-0.0004349i,0.0021187-0.0010017i,0.0020415-0.00042247i,0.00074815+2.3836e-06i,0.00017647-0.00030729i,0.00087451-0.0010454i,0.0015659-0.001037i,0.0015874-0.00077331i,0.0014255-0.00093034i,0.00081955-0.00065047i,0.00055236-0.00073888i,0.00058657+7.2832e-05i,0.00032093+0.00096362i,0.00037831+0.0005203i,0.00018994+0.00044043i,0.0001916+0.00010552i,0.00015251-9.0765e-05i,1.7024e-05+0.00016509i
0.00098223-0.00070925i,0.0020631+0.00013017i,0.0013915+0.00086395i,0.0017087+0.0016873i,0.0027279+0.0019601i,0.0017402+0.00046666i,0.0008386-0.0014272i,0.0010554-0.0018438i,0.0011293-0.001352i,0.00047541-0.0012083i,-0.00023941-0.00072729i,-0.00045005-0.00014187i,-0.00028434-0.00034234i,0.00015452-0.00077694i,0.00050442-0.00068759i,0.00071116-0.00062934i,0.00018904-0.00084335i,-0.00021656-0.0009514i,-0.00034453-0.00044345i,-2.873e-05+0.00014599i,0.0007429+0.00053898i,0.00088292+0.00064638i,0.00057384+0.00019198i
0.0018277-0.0016947i,0.00084894-0.0019821i,0.00064776-0.0027094i,0.0014898-0.0024783i,0.0022851-0.0019998i,0.0022266-0.0014502i,0.00025385-0.0014589i,-0.0009024-0.0020716i,-0.0011314-0.0014889i,-0.0010605-0.00048671i,-9.747e-05+5.8881e-05i,-0.00028875+2.7291e-05i,-0.00069313-0.00039414i,-0.00015833-0.00053755i,0.00047673-3.0285e-05i,0.00035309+0.00049731i,-0.00048834+4.7002e-05i,-0.0011271-0.00066223i,-0.00085136-0.00049234i,-0.00058385+0.00046548i,0.00013277+0.0013748i,0.00085978+0.00036899i,0.00064979-0.0010332i
0.0020372+0.00019773i,0.0012713-0.00013985i,0.0026448-0.0001335i,0.0035785-5.1498e-05i,0.0028301-0.0010106i,0.0015941-0.001869i,0.00018254-0.002288i,-0.00055133-0.0015849i,-0.00081201-0.00069916i,-0.0003485-0.00019117i,0.00073131+0.00048202i,0.00075497+0.00069551i,0.00052298+0.00044855i,0.00047232+0.000647i,0.00022656+0.00077762i,-3.3565e-05+0.00069378i,-8.1006e-05+0.00041843i,9.7663e-05-0.00019883i,-0.00052068-8.7903e-05i,-0.00032598-7.2483e-05i,0.00027736-0.00010891i,-5.8235e-05+1.7928e-05i,-0.00040747+2.497e-05i
0.0032245+0.001132i,0.0033567+0.0005893i,0.0046453+0.00076309i,0.0044914+0.00084659i,0.0040884-2.1473e-05i,0.0022859+6.8463e-05i,0.00058377+0.000322i,0.00056391-0.00018915i,0.0012591-0.00043025i,0.0016089-0.00046748i,0.001285-2.2589e-05i,0.0016451-9.7366e-05i,0.0018085+4.1335e-05i,0.0009513-5.6217e-06i,0.0011427-0.00063959i,0.0013009-0.00044114i,0.00086824-0.0001423i,0.00057763+0.0001424i,-0.00018901+0.0003426i,-0.00022898+0.00045336i,0.00047541+0.00047806i,0.00086695+0.0010681i,0.00044253+0.00088651i
0.0003933-0.0014245i,0.00027106-0.0015156i,0.00010347-0.001617i,0.0010968-0.0004459i,0.0023075+0.0013781i,0.0019676+0.00058041i,0.00082486-0.0012456i,1.5633e-05-0.0014537i,-0.0003205-0.00083005i,-0.00065665-0.0010708i,-9.1367e-05-0.00053078i,0.00064738+1.7435e-05i,0.00084925+0.00042081i,0.00089918+0.00014715i,0.00070647-0.0011726i,0.0011776-0.0007815i,0.0019491-0.00025239i,0.00063174-0.00015374i,-0.00048994-0.00011929i,-0.00027398-0.00025523i,-3.191e-05-0.00048021i,-3.5747e-05-0.00064659i,0.00030895+4.1034e-05i
-0.0011079-0.0007073i,-0.0015442-0.00076987i,-0.0014521+0.0003384i,4.5921e-05+0.0012357i,0.0017166+0.00023325i,0.0022885-0.00021064i,0.0016765-0.0010956i,0.00091145-0.0015077i,0.00067547-0.00087184i,0.00036876-0.00061207i,0.000166-0.00037496i,-0.0002882+0.00031133i,-0.00075282+0.00056675i,-0.0011214+0.00017974i,-0.0012392-0.00064061i,-0.00032696-0.00088554i,4.7033e-05-0.00011507i,-0.0006471+0.00049165i,-0.00065986+0.001299i,4.6397e-05+0.00080441i,0.00019569-0.00055226i,-0.00022698-0.00055778i,-4.2176e-05+0.00022432i
0.0012314+0.0018686i,0.0010891+0.0016287i,0.002258+5.4171e-05i,0.0030579-0.0012232i,0.0030032-0.0017686i,0.0020309-0.0018187i,0.00057796-0.0014671i,0.00046192-0.0012503i,3.3035e-05-0.0010587i,-0.00090489-0.001442i,-0.00051814-0.0009453i,6.2067e-05+1.226e-06i,6.6478e-05+0.0004657i,0.00023857+0.00088197i,0.00019825+0.0012333i,-0.00069173+0.0011307i,-0.00085565+0.00037023i,-0.00034779-3.3137e-05i,0.00016795+0.00024141i,0.00039488+0.00058878i,-0.00011392+0.00029048i,-0.00029447+0.00051045i,-0.00070207+0.0010755i
-0.00066558+0.00094575i,-0.00045887+0.00091446i,0.0006234+0.0011338i,0.0022332+0.0022457i,0.0029526+0.0018382i,0.0021908+0.00048055i,0.0010914-0.0008681i,0.00015358-0.0013136i,-0.0002189-0.00075749i,0.00025582-0.00039251i,-0.00010506-9.2074e-05i,0.00051784+0.001156i,0.0013139+0.0020545i,0.0013731+0.001087i,0.0013109-2.1264e-06i,0.00068724+0.00014832i,0.00028029-0.0002356i,0.00058992-0.00038239i,0.00097827+0.00057145i,0.00095532+0.00081116i,0.00037706+3.4873e-05i,0.00010187-0.00035047i,-0.0001194+1.3253e-06i
0.0014336+0.00090672i,0.0008705+0.0021998i,0.00069443+0.0013432i,0.0023186+0.00084329i,0.003396+0.00066703i,0.0026231-0.00039235i,0.00094788-0.00157i,0.00046271-0.0011021i,0.0013771-0.00027735i,0.0021203+0.00025222i,0.0011364+0.00054881i,0.00021842+0.00017222i,0.00053754-0.00013713i,0.00094263+6.0309e-05i,0.0011306-0.00021831i,0.00079858-0.00061156i,0.00031743-0.00025796i,-0.00014231+0.00014945i,-0.00045555+0.00060386i,-0.00012428+0.00084088i,0.00039455+0.00077219i,0.00046031+0.00013665i,0.0004046-2.3862e-05i
-0.001214+9.6696e-05i,0.00019594+0.00061867i,0.00058586+0.00053746i,0.0014404+0.00042755i,0.0028826+0.00038146i,0.002448-0.00061587i,0.0014515-0.0014459i,0.00047444-0.0010164i,-8.6766e-05-0.00053834i,-2.8093e-05-0.0011223i,-0.00040884-0.001338i,5.4575e-06-0.00063215i,0.0006595-0.00013331i,0.00066738+5.9645e-05i,0.00082422-0.00011969i,0.0007649-0.00014915i,0.000556-2.6474e-05i,0.00027151+0.00022118i,0.00060597+0.00021988i,0.00019172-0.00011146i,-0.00037076+6.0049e-05i,4.967e-05+0.00051617i,0.00037844+0.0006176i
-0.0018259+0.00079445i,-0.001791+0.00117i,-0.00097444+0.0021117i,0.00071465+0.003126i,0.0021435+0.00265i,0.0030543+0.0011357i,0.002492-0.00066327i,0.0013369-0.00094491i,0.00080717-0.00015854i,0.0004771+0.0005387i,0.00075039+0.00028177i,0.00083966+0.00060514i,0.00024121+0.00059566i,-0.00031541-0.00016723i,-0.00029757+0.0002117i,0.00040301+0.00038286i,0.00020152+0.00021652i,-0.00078274-1.7118e-05i,-0.00067872-0.00041352i,0.00024818-0.00035597i,0.00046368+2.2236e-05i,0.00062792-0.00017196i,0.0004617-0.00024913i
0.0022528+0.00030255i,0.0032989-0.0011229i,0.0017246-0.0018218i,0.0013065-0.0013368i,0.0022892-0.0013588i,0.0022801-0.0018025i,0.0017331-0.0016908i,0.00074289-0.0013875i,0.00056385-0.00074178i,0.00061953-0.00030144i,-0.00022808-0.00017104i,-0.0010161+0.00057849i,-0.00070931+0.00096412i,-0.00012585+4.1826e-05i,8.6657e-05-0.0007288i,-1.6882e-05-0.00065344i,0.00031174-0.00054564i,0.00050802-4.0249e-05i,0.00041375+0.00032594i,7.9997e-05+0.00087412i,0.00023248+0.00046841i,0.0012107-0.00062507i,0.00092885-0.00086633i
0.00018079+0.0023651i,0.0015111+0.0038996i,0.0023652+0.0052358i,0.003599+0.003854i,0.0052683+0.0014153i,0.0050486-0.0007099i,0.0030485-0.0017046i,0.0012354-0.0017975i,0.00025626-0.0019996i,-1.6864e-06-0.0015119i,-0.00049098+0.00017503i,-0.0001076+0.0006191i,0.00091417+0.00037095i,0.00095607+0.00044539i,0.0011344+0.00030616i,0.0012614+0.00030306i,0.0011547+0.00058432i,0.00026686+0.00021123i,-0.00019608-0.00048826i,0.0001238-0.00066454i,5.9717e-05-0.00019378i,0.0002169+0.00078707i,0.00017433+0.0009672i
0.0027101+0.0027782i,0.0026809+0.0031264i,0.0029137+0.003241i,0.0026765+0.0019107i,0.0026445+0.00020671i,0.0019214-0.00077522i,-4.4622e-05-0.00095644i,-0.00083981-0.00078725i,-0.00050699-0.00022503i,-0.00047587+0.00010659i,0.0006268+0.00019095i,0.0020914+9.7342e-05i,0.0019146-0.000223i,0.0013386-0.00068521i,0.0010221-0.0010829i,0.00070541-0.0011202i,0.00023418-0.0010516i,-0.000157-0.00090905i,-0.00037732-0.00028357i,-0.00048643+0.00085954i,-0.00042+0.00062037i,-0.00014115+0.00020055i,0.00037306-0.00035317i
0.0024958+0.00012062i,0.0023641+0.0014358i,0.0023769+0.0014476i,0.00256+0.00075197i,0.0031337-0.00074783i,0.0021289-0.0011115i,-1.192e-06-0.00073616i,-0.00041538+0.00019164i,-0.00026529+0.00062742i,-0.000833-4.1942e-05i,-0.00036504-0.00031966i,0.00033693+0.00013952i,0.00086942-8.0585e-06i,0.0011624-0.00028294i,0.0010035-0.0005083i,0.00043685-0.00014345i,-5.3502e-05+0.00076044i,-1.6549e-05+0.001403i,-0.00045676+0.001625i,-0.0007752+0.0011379i,-0.00010821+8.5002e-05i,0.0001287-0.0002146i,2.4606e-05-0.00016486i
0.00023124-0.00013479i,0.00074275-0.00016953i,0.0028882-0.00023931i,0.0038422+0.00040181i,0.0031624+4.1672e-05i,0.0026214-0.00044652i,0.0021686-0.0008385i,0.0019479-0.00061282i,0.002034+0.00016703i,0.0021339+0.000223i,0.0022363+0.00057531i,0.0014162+0.00050809i,0.00020973+0.00013824i,0.00025581+9.5618e-05i,0.00091364+0.0003622i,0.0010135+0.00047636i,0.0010375+6.8565e-05i,0.00053048+0.00021746i,0.00015844+0.00049496i,0.0001596+0.00020356i,0.00012965+0.00036416i,0.00063566+0.00079606i,0.00050556+0.00058771i
