-0.0012301-0.00029107i,-0.0017755-0.00036694i,-0.0031936-0.00012842i,-0.0036953-0.00094235i,-0.0043719-0.00045333i,-0.0038176+0.0021677i,-0.0017393+0.002674i,0.00024442+0.0011806i,0.0010655+0.00031209i,0.0011328+0.00090876i,0.00094521+0.00077516i,0.00031095-5.573e-05i,-0.00043592+0.00058846i,-0.00042992+0.00075653i,0.00018995-0.0006393i,0.00017675-0.00091628i,-0.0003106-2.214e-05i,-0.00036251-4.0783e-05i,-0.00027465-0.00020425i,-0.0002356+0.0002161i,0.00054664+3.46e-05i,0.00090086-0.00019737i,0.00029812-0.00049408i
0.0029269+0.0019151i,0.002708+0.00090033i,0.0028095-0.00044525i,0.0015239-0.00085124i,0.00053662-0.0025097i,0.00021487-0.003031i,0.00014873-0.0016368i,0.00051398-0.00082672i,0.0017465-5.9998e-05i,0.0027991+0.0010134i,0.0024414+0.00075177i,0.0020123-0.00046807i,0.0012633-0.0010766i,0.00029021-0.0015378i,-0.00020054-0.0014255i,-0.00032425-0.00056839i,-0.00071449-0.00041949i,-0.00090331-0.00081801i,-0.00088544+0.00053101i,-0.0010032+0.0019482i,-0.0010272+0.0010938i,-0.00093999-0.00011407i,-0.00084036-0.00061277i
0.00095497+0.0010138i,0.0025642+0.0023092i,0.0031571+0.0030998i,0.0016546+0.00089086i,-0.00013471-0.00099238i,-0.0011483-0.0006i,-0.0009851+0.00026663i,0.00081505-0.001219i,0.0017936-0.002932i,0.0019747-0.0027843i,0.002139-0.0017667i,0.00071198-0.0013282i,-0.00082468-0.0011037i,-0.0007604-0.00017303i,-0.0004493-0.00029952i,-0.00097028-0.00072243i,-0.001032-0.00058075i,-0.00022101+0.00037269i,0.00045698+0.0015016i,0.00051454+0.0016061i,0.00028781+0.00065518i,-2.4613e-05+0.00013346i,-2.6053e-05-0.00017148i
0.0024842-0.0022424i,0.0017727-0.0029118i,0.00085454-0.004709i,0.00043378-0.0045938i,-6.8948e-05-0.0036293i,-0.0010123-0.0022253i,-0.0014337-0.0010807i,-0.0008912-0.0011177i,-0.00054187-0.0016448i,-0.0016398-0.0030491i,-0.0023412-0.0031001i,-0.0023152-0.0012796i,-0.0015317+0.00013707i,-0.00054686+0.00052819i,-5.2986e-06+0.0003083i,-0.00041991+0.00018855i,-0.0014706-5.7173e-06i,-0.0020615-0.00011246i,-0.0010941+0.00021807i,-6.9713e-05+0.0002679i,4.1748e-05+0.00060849i,-0.00029877+0.00093082i,-0.0013207+0.00061574i
-0.0017129+0.0002971i,-0.0018977+0.00072544i,-0.0018141+0.00024556i,-0.00099065-0.0011844i,-0.0011776-0.0012262i,-0.0011819+7.5705e-05i,9.7403e-05+0.00052661i,0.00013474+0.0008686i,-0.0019878+0.00068428i,-0.0030428+0.00068217i,-0.0016633+0.0012508i,-0.00043978+0.0015084i,-0.0008608+0.0018892i,-0.00071626+0.001976i,-2.2281e-05+0.00122i,0.00032888+0.00076627i,4.3394e-05+2.9514e-05i,-0.00015496-0.00021092i,0.00016832+0.00072658i,0.00040633+0.0013302i,0.00010769+0.00091359i,-0.000161+0.0004172i,-0.00050806+0.00050417i
0.0015887-0.00068553i,0.0015964-0.0010697i,0.0016754-0.0022698i,0.00082697-0.0034144i,-0.00096205-0.0024374i,-0.0027525-0.00025213i,-0.0023182+0.00078649i,-0.00011632+0.0011595i,0.00014676+0.0017646i,-0.00095843+0.0018819i,-0.00080161+0.0016425i,0.00027416+0.00063721i,0.00060759-0.0004404i,0.00058323-0.00067934i,8.1063e-05-0.00046505i,-0.00012053-0.00061054i,9.1832e-05-0.00053535i,0.00012432-0.00036911i,0.00058105-0.00066611i,0.00093402-0.00063882i,0.0007622-7.1505e-05i,0.00025495-0.00015936i,-0.00021597-0.00039372i
-0.0035216-0.00052434i,-0.0037348+0.00034835i,-0.0047007+0.0014689i,-0.0033626+0.0023152i,-0.0015944+0.002217i,-9.0799e-05+0.00073379i,0.00091586+6.2984e-05i,0.00069214+0.00022076i,0.0016618+0.0011965i,0.0024476+0.0015425i,0.0016565-0.00017431i,0.00053784-0.0015359i,-0.00019208-0.001385i,-0.0010283-0.00094238i,-0.0013444-0.0004815i,-0.00081503+0.00023483i,-0.00020518+0.00028645i,0.00032413+0.00013945i,-6.49e-05+0.00053145i,-0.0011269+0.0011801i,-0.00043595+0.0014107i,0.00087229+0.00082437i,0.0010801+0.00021488i
-0.00075255+0.00074612i,-0.00027017-0.0012246i,0.00029424-0.0016631i,0.00038545-0.0019057i,7.9331e-05-0.0018425i,-0.00024935-0.00054605i,-0.00015363-0.0001025i,0.00048482-0.00076965i,0.0012356-0.0010848i,0.0011179-0.00059845i,3.3372e-06-0.00046812i,-0.0017236-0.00057062i,-0.0023964-0.00070825i,-0.0018171-0.00086162i,-0.001591-0.0008883i,-0.0010636-0.0010217i,-0.00079736-0.00048622i,-0.0012664+0.00068437i,-0.0010564+0.0007542i,-0.00080507+0.00043442i,-0.00073582+0.00063252i,-0.00016639+0.00072029i,-6.655e-05+0.0005647i
-0.00017551+0.001456i,-0.00090227+0.0015855i,-0.001167+0.0016242i,-0.00032376-0.00039522i,-0.001082-0.0028981i,-0.0020155-0.0031749i,-0.0011419-0.0013719i,-0.00049895-0.0010517i,0.00014542-0.0016403i,-0.00015234-0.0011834i,-0.000728-0.00035383i,-0.0005197+0.00084013i,-0.0012324+0.0012839i,-0.00079097+0.00062335i,8.0796e-05+0.0002191i,0.00031643-0.00032722i,0.00038797-0.00010637i,3.4191e-05+0.00066191i,-0.00054624+0.00036872i,-0.00085895-0.00023701i,-0.0006194-0.00075099i,-0.00026887-0.0011138i,-6.1748e-05-0.00057496i
0.00034906-0.00060551i,0.0010134-0.0019172i,0.00098884-0.0034048i,-0.00034804-0.0024229i,-0.002162-0.0010954i,-0.002797+5.2529e-05i,-0.0014992+0.0010601i,-0.00052573+0.00081451i,-0.0013438+0.00048757i,-0.0018393+0.00054455i,-0.001305+0.0012272i,-0.00030085+0.0017837i,0.00039777+0.0014054i,-8.777e-05+0.0010678i,-0.00082658+0.00083068i,-0.00090624+0.00039547i,-0.00061313+5.2691e-05i,-0.000177+0.00017937i,2.8406e-05+0.00029243i,-0.00038651-0.00010597i,-0.00048989-0.00034196i,0.0001349-0.0006528i,0.00019389-0.00055643i
-0.0018473+0.00079355i,-0.0023379+0.00011986i,-0.0024207+0.00027708i,-0.0017125-0.0005007i,-0.00069953-0.0010396i,-0.00046638-0.00037225i,8.4009e-05+0.00030874i,0.00052308+0.00091197i,-0.00018511+0.0010878i,-0.00027273+0.0010921i,0.00055495+0.00069959i,0.0011705-4.6374e-05i,0.0017173-0.00032151i,0.0013926-0.00089477i,0.00033993-0.00085422i,0.00017681-0.00055206i,0.00013987-0.00027737i,-0.00062676-0.00014621i,-0.0010597-0.00033287i,-0.00075971+3.3e-05i,-0.00058107+0.0010942i,-0.00070199+0.0020719i,-0.00026297+0.0013569i
-0.00069173-0.0013095i,-0.00083869-0.0018485i,-0.00065998-0.0022951i,-0.00089316-0.0013364i,-0.0021709-0.00022708i,-0.0020395+0.00051396i,-0.0010331+0.0012862i,-0.00063418+0.0017595i,2.2643e-05+0.0012124i,-1.4993e-07+0.00087917i,-0.00034755+0.00081823i,-0.00046013+0.00026264i,-0.00073017+0.00053144i,-0.00081651+0.00072587i,-0.00043773+0.00046205i,-0.00076494+0.00049439i,-0.0008675+0.00069278i,-0.00048952+4.1185e-05i,5.0546e-05+0.00028356i,0.00011611+0.00066399i,0.00039525+0.0010094i,0.000573+0.0015078i,3.6896e-05+0.00098053i
0.0020716-0.0014395i,0.0024806-0.001946i,0.0025419-0.0035879i,0.0010446-0.0045042i,-0.0017811-0.0037904i,-0.0022103-0.0018091i,-0.00011306-0.00074301i,0.00089066-0.00063511i,0.00077436-0.00017916i,0.00024079+7.3846e-05i,-0.00021553+0.00058008i,-0.00053915+0.00081975i,-0.0014724-0.00069258i,-0.0009825-0.0019775i,-0.00097229-0.0016339i,-0.0012788-0.0010363i,-0.00047222+0.00017933i,-5.1673e-07+0.0010914i,-0.00037361+0.0013616i,-0.00039414+0.0013364i,-3.6055e-06+0.00041245i,0.00085495-0.0001693i,0.0013445+0.00042983i
-0.001467-0.00038363i,-0.0022358-0.0014728i,-0.0026881-0.0015022i,-0.0015682-0.0012539i,-0.0008375-0.00082755i,-0.00031732-0.00032396i,0.00072264-4.47e-05i,0.00097576-0.00026387i,0.00096948-0.00063764i,0.0014719-0.00027538i,0.0012358+0.0002792i,0.00056369+0.00087078i,0.00040489+0.00097673i,0.00016826+0.00071879i,-0.00073443+0.0012467i,-0.0008381+0.0010468i,-0.00060655+0.0001793i,-0.00049744-0.00035642i,0.00010266-5.0561e-05i,0.0004867+0.00032403i,-0.00013462-5.045e-05i,-0.00026017-0.00031153i,-0.00042258-3.0503e-05i
0.0016686+0.0016352i,0.0015003+0.0015196i,0.0024625+0.0014778i,0.0016267+0.0010907i,0.00018493+0.0001443i,-0.00093279-0.00048907i,-0.0011175-0.00048909i,-5.7224e-05-0.0010928i,0.00011283-0.0014156i,-0.00010884-0.0016312i,0.00011839-0.0013778i,0.00080049-0.00010657i,-2.2703e-05+0.00053522i,-0.0015637+0.00064786i,-0.0015341+0.0006054i,-0.00094196-0.00010074i,-0.00074453-0.0014413i,-8.196e-05-0.00079993i,0.00013185+0.00077915i,-0.00025351+0.0008185i,-7.1058e-05+0.00033087i,9.5142e-05+8.1555e-05i,8.8053e-05+0.0003605i
0.00028145-0.00092656i,0.00027647-0.001688i,-0.00066512-0.0019373i,-0.0014023-0.0027078i,-0.00090142-0.0029461i,-0.00039498-0.0013178i,-0.00019271-0.00017659i,-0.00061079-2.4871e-05i,-0.0013021+0.00021867i,-0.0015252-0.00054298i,-0.0011133-0.00089985i,-0.00049044+8.2438e-05i,0.00064192+0.00011671i,0.0015318+0.00047124i,0.0018541+0.00090972i,0.00089008+0.00036118i,-0.00014729-0.00079728i,-0.00012949-0.0012261i,-0.00060969-0.0011418i,-0.00032618-0.00037459i,-0.00013228+0.00067738i,-0.00079557+0.00062077i,-0.0015213+0.00093251i
-0.00024017-0.001135i,7.3548e-05-0.00062277i,0.00050316-0.00053099i,0.00026187-0.0016641i,-0.00095795-0.002089i,-0.001286-0.0010435i,-8.1532e-05-0.00028843i,-0.00013149+7.7241e-05i,-0.00086868+0.00069506i,-0.0012021+0.0016702i,-0.0015361+0.0011782i,-0.0013527+4.9387e-05i,-0.000295-0.00042913i,0.0001433-0.00043194i,-0.00042615-0.00031762i,-0.00054564-0.00032359i,-0.0011134+0.00012207i,-0.0017314+0.0013615i,-0.0010447+0.0015101i,-0.00036115+0.0007145i,-7.2431e-06+0.00074238i,0.00026793+0.00051631i,0.00072417-0.00031246i
0.0021017+0.0015228i,0.0026969+0.00068946i,0.0018883+9.9243e-05i,0.00037922-0.0004532i,-0.00040797-0.0018226i,-0.00062123-0.0026439i,0.00014391-0.0010161i,0.00088124+0.0009182i,0.00068471+0.00092292i,0.00079158+0.00057059i,0.001067+0.00073955i,0.00014219+0.00072192i,-0.00054776-0.00011037i,-0.0001148-0.0010976i,-0.00017834-0.0015094i,-0.00087777-0.001132i,-0.0014357-0.00067211i,-0.0012722-5.2065e-05i,-0.00082012+0.00072899i,-0.0010713+0.0010568i,-0.00067685+0.0010593i,-0.00023429+0.00070037i,1.508e-05+0.00025231i
-0.0014689-2.6971e-05i,-0.0017237-0.00078187i,-0.00095201-0.0022923i,-0.00035218-0.0032711i,-0.00067215-0.0025349i,-0.00019754-0.00081389i,0.0010743+0.00034431i,0.0015346+0.00033333i,0.001531-0.00045425i,0.001035-0.0014563i,0.00044213-0.0010371i,0.000474+0.00014631i,0.00015788+0.0016521i,-0.0010944+0.0026956i,-0.001238+0.0022771i,-0.00093982+0.001575i,-0.00084448+0.00091759i,-0.00070443+0.00072558i,-0.00029412+0.00056663i,0.00047314+8.1616e-05i,0.00048409+0.00010241i,0.00012555+0.00018441i,-0.00012297+7.5885e-05i
0.0019912+0.0013269i,0.0023856+0.0017011i,0.0019452+0.0026653i,-0.0002559+0.0015631i,-0.0017082-0.00093143i,-0.0018206-0.0012642i,-0.0015886-0.0013915i,-3.0606e-07-0.0010733i,0.00045579-0.00051432i,-0.00059344-0.0010074i,-0.00078782-0.0010201i,-0.00063532+0.00046883i,-0.00057706+0.00054996i,-0.00032892-0.00072381i,4.0381e-05-0.0010378i,7.5284e-05-0.00080888i,-0.00061389-0.00091572i,-0.0016166-0.00097544i,-0.0013945-0.00070806i,-0.00081058+0.00022224i,-0.001051+0.0011994i,-0.0011852+0.0011862i,9.8493e-05+0.00062823i
-0.0010893+0.0010013i,-0.0008116-2.6304e-06i,-0.0026504-0.0016276i,-0.0022992-0.0027214i,-0.0015776-0.0024557i,-0.0017203-0.0018226i,-0.0010553-0.00078085i,-0.0012679-0.00043739i,-0.0017171-0.00085597i,-0.0014544-0.00015556i,-0.0016845+0.00042115i,-0.00094965-0.00022982i,0.0008519-0.00025852i,0.0015729+0.00081973i,0.0011601+0.00082507i,0.00099552-0.00022746i,0.001028-0.00065315i,0.00043313-0.00087814i,6.4803e-05-0.00087109i,0.00017345-0.00012779i,-0.00032316+0.00025371i,0.00015755+0.00043126i,0.0011014+0.0009633i
0.0032589+0.0004109i,0.0047277+0.0011492i,0.0060892-7.3386e-05i,0.004083-0.0008509i,-8.515e-05-0.002018i,-0.00269-0.0015748i,-0.0023926+0.00067086i,-0.001465+0.0015976i,-0.0015053+0.00097284i,-0.00073816+0.00026556i,5.6511e-05+8.6672e-07i,0.0010903-0.00017578i,0.0011474-0.00019187i,-0.00046691-0.0011322i,-0.0010767-0.0021902i,-0.001394-0.0022533i,-0.0016426-0.0010574i,-0.0012044+0.0004095i,-0.0012995+0.0014052i,-0.0012132+0.0018099i,-0.00045684+0.00044066i,9.4083e-05-0.00030026i,0.00079624-1.2132e-06i
-0.00039976-0.001134i,-0.0011571-0.0011655i,-0.0030619-0.001916i,-0.0031786-0.0022414i,-0.0021977-0.0016822i,-0.001078-0.0004909i,0.00042037+0.00096226i,0.00026474+0.0018007i,-0.00010921+0.0024536i,0.0001641+0.0024641i,0.00070396+0.0015929i,0.00041942+0.00082986i,-0.00081224-0.00059883i,-0.00073807-0.0018217i,-0.00031354-0.0012818i,-0.00067253+3.6011e-05i,-0.0011281+0.00075228i,-0.0011225+0.0011015i,-0.00075384+0.0012219i,-0.0010475+0.00101i,-0.0016791+0.00049729i,-0.0015149+0.00013084i,-0.00048297+6.3033e-05i
-4.6868e-05-0.0011695i,0.00015679-0.0012363i,0.00058321-0.002494i,0.00074434-0.003315i,-0.00088361-0.0032782i,-0.0021161-0.0016552i,-0.00036958+0.00018507i,0.0017695+0.00037385i,0.0024757+0.0003228i,0.0017593+0.00045049i,0.0010375+0.00039763i,0.00018321+0.0011405i,-0.00087727+0.0018344i,-0.0017371+0.0022108i,-0.0023509+0.0018043i,-0.0020322+0.0011093i,-0.00090921+0.00074066i,-0.00011622+0.00076303i,0.00025906+0.00092212i,0.00061668+0.00028266i,0.00020483+0.00014726i,-0.00022593+0.00085281i,-0.00017776+0.0010005i
0.0013983-0.0026243i,0.002134-0.003154i,0.0022952-0.0035612i,0.0014469-0.0028931i,0.00078569-0.0023046i,-2.1162e-05-0.0019085i,-0.00011339-0.0013315i,0.00048848-0.00142i,0.00082024-0.0024847i,0.00040805-0.0036388i,-0.0010174-0.002873i,-0.0025096-0.001165i,-0.0020907-0.00030011i,-0.00027024+0.00049907i,0.00072887+0.00085537i,0.0012426-0.00039178i,0.0010943-0.0021155i,0.00083454-0.0025254i,0.0013717-0.001552i,0.0017811-0.00056517i,0.00056195+0.0004971i,-0.00067483+0.00070485i,-0.00076848-8.0848e-05i
-0.00087757-0.00049316i,-0.00079237-0.00040346i,-0.0010261-0.0014481i,-0.0011056-0.002654i,-0.0018358-0.0030317i,-0.0012765-0.001153i,-0.00040052+0.00051903i,-0.00062858+0.00020115i,-0.0011666-0.00057022i,-0.0012965-0.00051184i,-0.0010954-5.7551e-05i,-0.0011628+0.00076642i,-0.00028822+0.0012044i,0.0013042+0.0016225i,0.00204+0.0015355i,0.00099548+0.00082456i,-0.00017823+0.00050107i,-0.00017055+0.00036414i,-0.0001678+0.00026456i,-0.00053196-0.0001618i,0.00026011-0.00036141i,0.00079171-0.00031765i,0.00044647-0.00060978i
-0.00047462+0.0020671i,-0.00062092+0.0024856i,-0.00043975+0.002123i,0.00096709+0.0016951i,0.0011132+0.0006548i,-0.000558-0.001176i,-0.00089559-0.0011777i,-0.00067298+4.9592e-05i,-0.0018197+0.00042888i,-0.0015162+0.00060559i,-2.6011e-05+0.0009887i,-0.0001048+0.00058661i,-0.00070868-0.00074952i,-0.00030143-0.0015629i,-0.00060807-0.0012053i,-0.0016758-0.00012685i,-0.0022366+0.00036128i,-0.0027862+0.00021655i,-0.0026124+0.00076475i,-0.0017955+0.0013483i,-0.0016941+0.0012454i,-0.0014774+0.00067822i,-2.0606e-05+0.00025591i
0.00013199+0.00013481i,0.00096614+0.0006755i,0.0015684+0.00054594i,0.00032229-0.0011448i,-0.00057532-0.0024255i,-0.00013798-0.0015235i,0.00016174+0.00036779i,3.5438e-05+0.0019871i,-0.00040316+0.0023413i,-0.00020178+0.0015388i,0.00020273+0.00075995i,0.00073841+0.00057597i,0.0014251+0.00054223i,0.00049687+0.00050278i,-0.00070007+0.0007954i,-0.0013764+0.00081316i,-0.0017758+0.00020034i,-0.001335+0.00014127i,-0.0013953+0.00035261i,-0.001003-0.00021406i,-0.00041894-0.00028703i,1.7365e-05+0.00033115i,0.00039658+0.00046994i
-0.00017072+0.0021522i,0.00066026+0.0020152i,0.0014906+0.0014067i,0.0014278-3.8071e-06i,0.00051995-0.0013102i,-0.00049269-0.0015174i,0.00016337+0.00034461i,0.0014834+0.00092373i,0.0019128+0.0010341i,0.0013293+0.0011975i,0.00075393+1.5449e-05i,-0.00024058-0.00070871i,-0.0010235+0.00058824i,-0.0010022+0.0013519i,-0.00061313+0.00056562i,-0.00062821+0.00020335i,-0.0012819+8.0104e-05i,-0.0013253-0.00030816i,0.00015575+7.7306e-06i,0.0015277+0.00063102i,0.0017199+0.00013547i,0.00089507+0.00013185i,0.00069988+0.00051607i
-0.0012992-0.0013047i,-0.0010541-0.00081497i,-0.0013752+0.00039587i,-0.0011135+0.00071423i,-0.0012157-0.00046059i,-0.0009305-0.0017194i,0.0011114-0.0013459i,0.0024339-0.00066884i,0.0017731-0.00016787i,0.0011872+0.00014921i,0.00033754-0.00058083i,-0.0010143-0.0011277i,-0.00050418-0.00090344i,0.0011027-0.00026663i,0.0014962+0.00035946i,0.0012232+0.00018497i,0.0010418-0.00054084i,0.0006138-0.0013308i,0.00069925-0.00051642i,0.00040102-3.2966e-05i,-0.00023719-0.0001761i,-0.00011248-5.3892e-05i,0.00013003+0.0004818i
0.0014537+0.00064262i,0.001119+0.00026112i,0.0023839-0.0010526i,0.0024219-0.0025795i,-0.00014712-0.003237i,-0.0022163-0.0023355i,-0.0029429-0.0017594i,-0.0020021-0.0025192i,-0.00064951-0.0029383i,-0.00033685-0.0025663i,-0.00073472-0.0012362i,-0.0013325+0.00080255i,-0.00083626+0.0020223i,-0.00041145+0.001355i,-0.00075383+0.00058299i,-0.0010423-0.00014927i,-0.00066535-0.00072307i,-0.00094121-1.8277e-05i,-0.0015383+0.00094521i,-0.00038988+0.0010637i,0.0003047+0.00024788i,0.0003625-0.00064094i,0.00094397-0.0001005i
0.00013594+0.00092399i,0.00020542+0.00060792i,0.0010814+0.0012237i,0.00075472+0.00063749i,0.00023386-0.00051225i,-0.00042133-0.00090643i,-0.0007419+4.4269e-05i,-0.0013046+0.0011839i,-0.0024742+0.0010143i,-0.0027767+0.00027155i,-0.0023955+0.0002614i,-0.0014778+0.00081954i,-0.00015125+6.9166e-05i,0.00086228-0.00098026i,0.00084578-0.00066429i,0.00025426-0.00010504i,-0.00027383-0.00050704i,-0.0009859-0.00084651i,-0.0016081-0.00022509i,-0.0012581+0.00066125i,-0.0011591+0.00034696i,-0.0012007-0.00026038i,-0.00095289+0.00026482i
-7.5897e-05+0.0015735i,-0.00030564+0.0014771i,-4.6681e-05+8.2891e-05i,-0.00072227-0.0019626i,-0.00097359-0.002964i,-0.00012466-0.0021385i,-6.2883e-05+0.00069711i,-0.00081236+0.0026713i,-0.0014137+0.0026382i,-0.0012167+0.0027281i,0.00030439+0.0020653i,0.0015632+0.0006614i,0.001987-0.00030286i,0.0012352-0.00041457i,-0.00024687-0.00025897i,-0.00070419-0.00035629i,-0.0012111-0.00027903i,-0.00085392+0.00034124i,0.00033023+0.00034701i,0.00085473+4.2964e-05i,0.00088377+0.00070432i,0.0011926+0.00074734i,0.00089733-0.00033428i
0.00017107-0.00057483i,0.0014009+5.9462e-05i,0.0026137-0.0015876i,0.0024334-0.0026047i,0.001081-0.0025969i,-0.00028281-0.0019859i,0.00018024-0.00063047i,0.0020823+0.00020448i,0.0026892+0.00097468i,0.0021035+0.0014811i,0.0015697+0.00077147i,0.00041065-0.00038893i,-0.0011453-0.00092299i,-0.0023876-0.0011415i,-0.001642-0.00079226i,-0.0012286-0.00026604i,-0.0021513-0.00070205i,-0.0022283-0.00076756i,-0.0017498-9.291e-05i,-0.00067953+0.00019591i,-0.00029008+0.00023549i,-5.6966e-05+0.00040914i,0.00044957+0.00039991i
0.0011936-0.0026915i,0.0001735-0.0020362i,-5.2264e-05-0.002068i,0.00016292-0.0020511i,0.00031993-0.002243i,0.00013193-0.00091185i,-0.00026128+0.00063511i,0.00072642-4.8034e-05i,0.0020499-0.001025i,0.0020996-0.0018287i,0.00043957-0.0032288i,-0.0010476-0.0030426i,-0.00070191-0.0010127i,-5.9896e-05+0.001216i,-0.00011175+0.001455i,0.00027377+6.1635e-05i,0.00082902-0.00066022i,0.0014531-0.00035837i,0.0017192-0.00017017i,0.0013322+2.2981e-05i,0.00066246-1.6977e-06i,0.00020423-9.8198e-05i,-0.00040777+9.3769e-05i
0.0030954+0.0014176i,0.0029985+0.0005956i,0.0033812-0.0011288i,0.0020067-0.0022814i,-0.0012493-0.0022776i,-0.0027719-0.0013124i,-0.0016338+3.8578e-05i,-0.00033824+0.00012681i,-0.00028029-0.0013726i,-0.0016189-0.0026634i,-0.0031467-0.0015279i,-0.003123+0.00060304i,-0.0022355+0.001692i,-0.00071091+0.001469i,-0.00065796+0.00096664i,-0.0010495+0.00089452i,-0.00027723+0.0011524i,-0.00033489+0.0010303i,-0.00022288+0.00038975i,0.00031061+0.00083581i,0.00028064+0.0017652i,-0.00018701+0.0017226i,-0.00057082+0.00081787i
-8.1851e-05-0.00048493i,-0.00038383+0.00029862i,-5.1881e-05+0.00081744i,0.00014055+7.0593e-05i,0.00017558-0.00099167i,0.00019038-0.0011172i,-0.00023972+0.00024292i,-0.00067924+0.0015492i,-0.001412+0.00028088i,-0.0022752-0.0006132i,-0.0025294+0.00029462i,-0.00056779+0.00043863i,0.0010332-0.00050776i,0.00048332-0.0011267i,0.0004906-0.0010336i,0.00023454-0.00070017i,-0.00071132-0.0010727i,-0.0013794-0.0013552i,-0.00064504-0.00061548i,0.00032526+7.5158e-06i,0.00049622+0.00020514i,0.00029809+0.00088021i,0.00023504+0.00098637i
0.00089824+0.0022838i,0.0019843+0.00029282i,0.0028644-0.0018235i,0.0015493-0.0027463i,8.0442e-05-0.0019462i,4.7151e-05-0.00060793i,0.00073046+0.00014957i,0.00029188+0.0010256i,-9.7339e-05+0.0025943i,0.0010156+0.0032618i,0.0027445+0.0029337i,0.002331+0.0016761i,0.00065902+0.00046943i,-4.9515e-05+9.2281e-05i,-0.00026199-0.00064324i,-6.0628e-05-0.0012871i,-0.00068023-0.00082619i,-0.0019481+0.00023505i,-0.0013782+0.0010315i,-0.0011628+0.00089132i,-0.0014046+0.00089631i,0.00018892+0.00042783i,0.001537-0.00052212i
-0.0042577+0.00070918i,-0.0038426+0.0020836i,-0.0036988+0.0039431i,-0.0028092+0.0030895i,-0.0019783+5.7116e-06i,-0.0014319-0.0011693i,-0.00079324+0.00017909i,0.00093727+0.0015285i,0.0020171+0.0016027i,0.0021307+0.0010552i,0.0019179-0.00083011i,0.00017669-0.0024484i,-0.00080109-0.0021644i,-0.0013896-0.0010295i,-0.0012617-0.00039656i,-0.00052349-0.0011848i,-0.0004433-0.0018847i,-0.00051088-0.002155i,0.00015889-0.0017039i,0.00034093-0.0011979i,0.00011192-0.00025676i,0.00071216+0.00096362i,0.00087848+0.00082629i
-0.00018898+0.00093248i,0.00075961-0.00046853i,0.0010109-0.0019822i,0.0017481-0.0031205i,0.00096683-0.0028004i,-0.00070288-0.0018322i,-0.00088503-0.0010005i,-0.0006072-0.0014584i,0.00039615-0.0026928i,0.0013673-0.0034949i,0.00094718-0.0035372i,0.0001684-0.0024748i,-9.4375e-05-0.0006088i,-0.00013292+0.0012759i,0.0004631+0.0012958i,0.00068511+0.00018567i,0.0001813-1.3707e-06i,0.00096791+0.00062096i,0.0017449+0.00095234i,0.0014144+0.00055855i,0.0009233+0.00062006i,0.00012017+0.00092958i,-0.00063714+0.00057063i
-0.0019304+0.0018967i,-0.0017966+0.0026427i,-0.0006662+0.0039972i,0.00036694+0.0023212i,0.00047461-0.00017159i,1.3361e-05-0.00028063i,-0.0010351+0.0011895i,-0.0019092+0.00055256i,-0.0021837-0.00077507i,-0.0023912-0.001242i,-0.0024432-0.00084908i,-0.0023331+0.0010246i,-0.0013429+0.0014428i,0.0002041+0.00033652i,0.00046124+0.00048255i,-0.00042134+0.00084232i,-0.0014826+0.00052132i,-0.0016581+0.00043955i,-0.0011508+0.00079747i,-0.00050932+0.00079762i,0.00057952+0.00076161i,0.00025264+0.00048265i,-0.00053862+0.0005657i
0.00021501-0.0020281i,0.00034867-0.0037261i,-0.00058289-0.0051761i,-0.0018759-0.0047367i,-0.0012094-0.0037983i,-0.00013557-0.0025987i,0.00014846-0.00090279i,0.00038135+0.00038701i,-0.00085136+0.00068629i,-0.0026438+0.0018182i,-0.0018488+0.0023699i,0.00037273+0.00077562i,0.0013528-0.00057734i,0.0017066-0.0011741i,0.0016334-0.0014172i,0.00068746-0.00091828i,-0.00024447+0.00015898i,-0.00064595+0.0013133i,-0.00067037+0.0017581i,0.00014721+0.00086483i,0.0013146-0.00010423i,0.00093439-0.00016408i,-6.8131e-05+4.4879e-05i
-0.0035319+0.00071744i,-0.0026692+0.0014608i,-0.0017905+0.0026869i,-0.00088989+0.0021975i,-0.0016411+0.00070302i,-0.0023229-0.000332i,-0.00063302-0.00053426i,0.0012167+0.00061872i,0.0010365+0.0024752i,0.00096684+0.003445i,0.00072598+0.0025512i,-0.00037336+0.00086723i,-0.000349-0.00011023i,-0.0001063-0.00058487i,-0.0003848-0.00047742i,-0.0006778-0.00044607i,-0.00091004+9.9824e-05i,-0.001395+0.00026772i,-0.001455-0.00082763i,-0.0010637-0.00099237i,-0.00098417+0.00040449i,-0.0010851+0.00057241i,-0.00052636+0.00062169i
-0.00063992+0.00078685i,-0.00041485+3.3716e-05i,0.00083639+4.9218e-05i,0.00076104-0.00070769i,-0.00028926-0.0014764i,-2.3748e-05-0.0024553i,0.0009408-0.0027549i,0.0018153-0.0025808i,0.0019994-0.0025154i,0.0018973-0.0027683i,0.0017777-0.0026038i,0.00089925-0.0013534i,0.00011241-0.00043622i,3.3255e-05+0.00071112i,-0.0002382+0.0012116i,-0.00059204-0.00015199i,-0.00067204-0.0014561i,-8.0993e-05-0.0015905i,0.00067598-0.0013185i,0.00097908-0.00045662i,0.00065402+0.00033765i,-5.1577e-05+0.0005807i,-0.00034946+0.00080016i
