0.00057662-0.00011521i,0.00040074+9.713e-05i,0.00048349-9.7413e-05i,0.00020086-0.0014716i,-0.0012417-0.0012563i,-0.0026978-4.1704e-05i,-0.0013479+0.00023881i,9.3507e-05+0.00063685i,0.00054341+0.00022636i,0.0014162-0.00085871i,0.0013652-0.0011004i,0.0007492-0.00087759i,0.00060434-0.00045052i,-1.3418e-05-0.00025164i,-0.00021922-0.00044877i,-5.569e-05-0.00052817i,-0.0003324-0.00042153i,0.0001346+0.00025786i,0.00012081+0.00034386i,-0.00061793+0.00021616i,-0.00036777+0.00016384i,-9.5449e-05+0.00013343i,0.0004164+7.6514e-05i
0.0025441-0.001157i,0.0017097-0.0020686i,0.0024826-0.0021849i,0.0020151-0.002136i,0.00082218-0.0016053i,-0.00035445-0.00060737i,-0.00062871-0.00020973i,3.4255e-05+2.9847e-05i,0.00030797+0.00040073i,0.00014181+0.00057231i,0.00015186-5.3488e-06i,0.00057789-0.00013625i,0.00067793+0.00015355i,0.00065559+4.8108e-06i,0.00074884-0.00049555i,0.00019491-0.0006996i,0.00014663-0.0010076i,0.00018188-0.0010693i,0.000284-0.00023195i,0.00034848+0.00012307i,0.00014097+0.00010851i,0.00036468+0.00046933i,0.00066243+0.00087233i
0.0017778+0.00038167i,0.0016113-0.00037579i,0.0020606-0.0013594i,0.0014089-0.0018247i,-0.00061165-0.0017116i,-0.0012028-0.0012215i,-0.0003904-0.00061051i,-0.00026829+0.00049154i,-0.0001474+0.00090601i,0.00078826-0.00011309i,0.0011891-0.00043091i,0.00082435-5.0068e-05i,5.8517e-05-0.00075873i,-0.00081639-0.00080755i,-0.0002417-0.00015515i,-0.00010698-0.00016515i,-0.00055311-8.4813e-06i,0.00017228-0.00029541i,0.00062767-0.0004932i,0.00033395-0.00061821i,0.0004522-0.0004493i,0.00048932+0.00029084i,-0.00014247+1.095e-05i
0.00072025+0.00071791i,0.00041916+0.00040715i,0.0014577-0.00018493i,0.0016733-0.0012917i,0.000546-0.0016176i,-0.00054406-0.00078899i,-0.00050485+0.00018423i,0.00023392+0.00072826i,0.0012694+0.0008676i,0.0016145+0.0007802i,0.0011548+0.00037605i,0.00030641-0.00020728i,-0.00022093-0.00033751i,-0.00014645-9.1552e-05i,-1.5823e-05+0.00032995i,-4.9246e-05+0.00025916i,-0.00023254+0.0001778i,-0.00019042+0.00025295i,3.0119e-05-0.00011222i,-0.00014955-0.00059328i,-0.00051664-0.00010662i,-0.00033844+0.00085902i,-0.00055843+0.00059945i
0.0011644-4.2186e-05i,0.0017277-8.6929e-05i,0.0016457-0.00016062i,0.001132-0.00052865i,0.00066763-0.0017478i,-0.00017329-0.0020387i,-0.00080331-0.00098412i,-0.00014532+0.00010354i,0.00097515+0.0007859i,0.0008512+0.00030548i,0.00020518-0.00056479i,0.00026898-0.00029577i,-1.9401e-05-0.0005672i,-0.00041248-0.0013677i,2.2565e-05-0.0011866i,-7.4301e-06-0.00056392i,-0.0013049-0.00039104i,-0.001783-0.00048988i,-0.00087659-1.4809e-05i,-0.00017405+0.00087187i,-0.00043338+0.00080051i,-0.00064297+0.00027611i,-0.00032774-8.5847e-05i
-0.00066859-0.0025239i,-0.0019792-0.0012898i,-0.0021366-0.00074567i,-0.0022898-5.3519e-05i,-0.0016522+0.0010901i,-0.00035637+0.0019404i,-3.4052e-06+0.0019418i,0.0002716+0.001075i,0.00082556+0.0011201i,0.0010499+0.00075282i,0.00085193-0.00015098i,0.00051124-0.00013917i,0.00087761+0.00030192i,0.00094808+3.6611e-05i,6.9639e-05-0.00041759i,-0.00070499-8.413e-05i,-0.001196+5.6321e-05i,-0.0014111-0.00012711i,-0.0010647+0.00011702i,-0.00078957+2.9478e-05i,-0.00059282-0.00043i,-0.00042767-0.00058336i,-5.8365e-05-0.00079921i
-0.0017587-0.00022873i,-0.00061583+0.00091968i,-0.00078899+0.0020964i,-0.000975+0.0018658i,-0.00069194+0.0018086i,0.00019782+0.0020242i,0.00041428+0.0011104i,0.00034189+0.00073186i,0.00028412+0.0014144i,0.0007255+0.0015342i,0.00045482+0.00063127i,-0.0002086-0.00066019i,-0.00071986-0.001039i,-0.000754-0.0010932i,-0.00066697-0.00075153i,-0.0015652-0.00043037i,-0.0017361-0.0008569i,-0.0011892-0.00043366i,-0.00064064+0.00045802i,0.00020624+0.00048254i,9.3906e-05+0.0006653i,-0.00081903+0.00013565i,-0.00062063-0.00063286i
-0.001993-0.0007416i,-0.0026828+0.00047823i,-0.0029028+0.0016566i,-0.0025001+0.002399i,-0.0011924+0.002365i,0.00036168+0.0016772i,0.00089446+0.00090038i,0.00075239+0.00061778i,0.00077216+0.00051653i,0.00048745+0.00079714i,0.00011496+0.00084369i,0.00025383+2.2507e-05i,0.00035413-0.00038099i,0.00041642-0.00050264i,0.00018668-0.00070943i,-0.0009588-0.00096745i,-0.00106-0.0012673i,-0.00082188-0.00089962i,-0.00033237-0.0004152i,5.3788e-06-0.00055933i,-7.305e-06-0.00058101i,0.00021345-0.00016713i,0.00065336+1.243e-05i
0.00037236+0.0009309i,0.0005083+0.00060115i,0.0011652+0.0002105i,0.0020516-0.00050901i,0.0016563-0.0011825i,0.0011687-0.00077983i,0.00034494-0.0005638i,-0.00013507-0.00080542i,0.0011849+0.00035963i,0.0020119+0.0016366i,0.0011842+0.00093902i,-0.00012234+0.00039103i,-0.0005696-0.00034887i,-0.00039076-7.2173e-05i,-0.000857+0.00042302i,-0.0012987-0.00028879i,-0.001439-0.00019601i,-0.0014861+0.00023903i,-0.0010886-0.0002799i,-0.00039207+0.00012323i,2.3197e-05+0.00083533i,3.2934e-05+0.00082735i,6.5892e-05+0.00047161i
-0.00034681-1.6455e-06i,-6.2277e-05+0.00084637i,-0.0006119+0.0018142i,-0.00030845+0.0010258i,9.1803e-05+0.0002932i,-2.982e-06+0.00087317i,-6.8885e-05+0.0011476i,0.00063601+0.0012504i,0.0013319+0.0011422i,0.0010592+0.00075974i,0.0012105+0.00026206i,0.0015953-0.00015523i,0.0019343-0.00067798i,0.0014667-0.0013806i,0.00053039-0.00084293i,2.0337e-05-0.00011039i,-0.00037949-8.3318e-05i,-0.00033689-0.00019878i,-1.9559e-05-0.00054542i,1.7826e-06-0.00038982i,0.00054501+0.0004444i,0.00071649+0.0008991i,-0.00027565+0.00055597i
0.00027671-0.00092874i,5.9694e-05-0.00087011i,0.0010442-0.00057325i,0.0012824-0.00084631i,0.00018027-0.00074508i,-0.00043489-0.00033588i,-0.00045346-0.00023261i,-9.8947e-05+9.3172e-05i,0.00071822+0.001155i,0.0010874+0.00096711i,0.00059908-7.0946e-05i,0.00031007-0.00018136i,0.00052191-0.00047399i,0.00092217-0.00099225i,0.0004015-0.00060681i,-4.2657e-05-0.00061958i,-9.2012e-05-0.00067135i,-0.00010155+5.8047e-06i,0.00020746+0.0005257i,0.00018713+0.00067046i,-0.00022221+0.00074895i,-0.00013288+0.00021089i,3.1762e-05-0.000708i
0.0010259+0.00073912i,0.0016945+0.00020599i,0.0024718-0.0012593i,0.0035338-0.0019504i,0.002211-0.001099i,0.00027469-2.1947e-05i,0.00019301+0.00091259i,0.00070859+0.00092115i,0.001291+0.00098929i,0.0016292+0.0013672i,0.0011266+0.0010953i,-0.00024714+0.0007061i,-0.00020717+0.00049305i,0.00039202+0.00010971i,-5.2255e-05-0.00042145i,0.00033438-4.2408e-05i,0.0013884+0.00020248i,0.00087308+2.4366e-05i,-0.0003012+0.0004138i,-0.00071852+0.00041339i,-0.00030225+0.00027054i,-2.5344e-05-2.6136e-05i,-0.00021614-0.00040955i
0.0011956-0.001094i,0.0010303-0.00065978i,0.0019562-0.00016301i,0.0018718+0.00042714i,0.0010852-0.00022625i,0.00078003-0.00091564i,0.00075028-0.00015155i,0.00025253+0.00056021i,-5.8987e-05+0.00041155i,0.00057294+0.00033156i,0.0011013+0.00014593i,0.0010736-0.00062577i,0.00049844-0.00067807i,0.00071084-0.00085007i,0.00055504-0.0011061i,-0.00025121-0.0005245i,-0.00032661-0.00062903i,-0.00064075-0.00053731i,-0.00081753+0.00025813i,-0.0011301+0.00084338i,-0.00099551+0.00080524i,-0.00023278+2.7734e-05i,-0.00042586-0.00015982i
0.00061585-0.0017583i,-4.0941e-06-0.00077382i,-0.00042655-0.0010098i,-0.00026107-0.0015334i,-0.000158-0.0019212i,0.00032301-0.0012824i,0.00030888-0.0006202i,0.00019966-0.00048227i,0.00048713+0.00011778i,0.00034735+0.00076452i,0.00044228+0.00089662i,0.0012718+0.00091498i,0.0010847+0.0003493i,-0.00023596-0.00093116i,-0.0010862-0.0014374i,-0.0013076-0.0011008i,-0.0013154-0.00061614i,-0.0010825-0.00047643i,-0.00043617-0.00041057i,-0.00011453-0.00054771i,-6.0866e-05-0.0006679i,-0.0001408-0.00053234i,-0.00030178+0.00014245i
0.0007406-0.00040373i,-0.00021358-0.0003227i,-0.00079877-0.00046327i,-0.0014177-0.00056666i,-0.0018084+2.6691e-05i,-0.0012099+0.00079095i,-0.00035929+0.00071121i,-5.1147e-06+9.2129e-05i,0.00012901-0.00017668i,0.00011342+0.00023415i,-0.00019421+0.00053486i,-0.00037505+0.00053932i,0.00063897+0.00018369i,0.0018283-5.9199e-06i,0.0012549-0.00030771i,0.00061549-0.00061394i,0.001073-6.0799e-07i,0.0010445-3.1352e-05i,0.0007853-0.0006053i,0.00029441-0.00035529i,-0.00055493-0.00034037i,-0.00024029-0.0001985i,-0.00026221+0.00068989i
-0.00032637+0.00044947i,0.0010643+0.00023228i,0.0029774+0.00015823i,0.0026043-0.00019902i,0.001081-0.00086689i,0.00017486-0.00012336i,-0.00012857+0.00092143i,0.00012495+0.00074462i,0.00057637-0.00015538i,0.00033301-0.00033276i,0.00014685-0.00037271i,0.0006016-0.00047963i,0.00020526-0.00019926i,-0.00022526+5.9228e-05i,-0.0005579+0.00015769i,-0.00099342-0.00022781i,-0.00093768-0.00056914i,-0.0006156+5.6501e-05i,-8.8756e-05+0.00051796i,0.00012146+4.2584e-05i,0.00012606-0.00018177i,-0.00022396-0.00018937i,-0.0004026+2.5717e-05i
-0.00071085+0.0014871i,0.00017316+0.0012576i,0.0020884+0.0013149i,0.0026677+0.0013183i,0.0016319+0.00010689i,0.00028287-0.00090204i,-0.00025066-0.00083607i,-9.8367e-05+0.00019971i,4.5072e-05+0.0018028i,0.00080877+0.0016983i,0.001098+0.00052804i,-3.8322e-05+0.00017104i,-0.0001565-3.7072e-05i,0.00079643-0.00016825i,0.0011279+0.00032301i,0.00048385+0.00068591i,-0.00068688+0.00056322i,-0.00062796+0.0001132i,0.00024511-6.0926e-05i,0.00046017+6.4384e-07i,0.00042582-0.00042524i,0.00055079-0.00056472i,0.0010089-0.00052902i
0.00031776+0.00013293i,0.00029712+0.00047423i,0.00038863+0.00070106i,3.5338e-05+9.3007e-05i,-0.00047467-0.00048732i,0.00027261-0.00025613i,0.0010822+0.00032435i,0.0012944+0.00029588i,0.0015292+0.00087298i,0.001014+0.0012338i,0.00028742+0.00066296i,-8.6587e-05+0.00019034i,0.00052133-0.00022901i,0.00051173-0.0006457i,-0.00018517-0.0004395i,-0.00073184-0.00063001i,-0.0012066-0.0012402i,-0.0013852-0.00098333i,-0.001417+2.9181e-05i,-0.0011117+0.00049222i,-0.00066097+0.00045797i,-0.00013085+6.0964e-05i,0.00077505-0.00037426i
5.3872e-05+0.00044191i,0.00030471+0.00030829i,0.00069149+0.00056616i,0.0011855-0.0004724i,0.0016785-0.0011067i,0.00082638-0.0005051i,-3.5068e-05-0.00031463i,0.00021556-9.6506e-05i,0.00080186+0.00062182i,0.00097159+0.00092586i,0.0012212+8.2018e-05i,0.0007622-0.00055146i,-0.00021123-0.00027153i,-0.00027688-0.00057227i,0.00046012-0.00052997i,1.2368e-05-0.00054429i,-0.0006514-0.00030836i,-0.00023118-0.00022972i,0.00015028-0.00097773i,0.00036683-0.00048044i,0.00024753+0.00019001i,0.00021956-0.00022498i,0.0005269-0.00025886i
0.00052249+0.00017933i,0.00047566+0.00050268i,0.001422+0.00066558i,0.0015096+0.0016699i,0.00061362+0.0015115i,-3.0398e-05-2.5589e-05i,0.0006589+0.00011105i,0.00090441+0.00066656i,0.0006488+0.00048107i,0.00063373+0.00045498i,0.00073082+5.7549e-05i,0.0006117+0.00034921i,-3.0643e-05+0.00053117i,-0.00086419+0.00050002i,-0.00092862+0.00074831i,-0.00015288+0.00011965i,2.1068e-05-0.00038546i,0.00024964-0.00045099i,0.00050417-0.00079066i,9.82e-06-0.0010308i,0.00034818-0.00071067i,0.0013799+0.00017649i,0.0015191+0.00057033i
0.00083934-0.00064238i,-0.00024037-0.00064863i,-0.0014007-0.0013944i,-0.0019514-0.0017282i,-0.0013644-0.0020237i,-7.7585e-05-0.0017298i,8.6637e-05-0.00073283i,0.00029454-0.00012975i,0.00078723+0.0005123i,0.00045307+0.00055437i,0.00038295+0.00031394i,0.0008414+0.00046006i,0.0011409+6.6532e-05i,0.0016035-0.00018356i,0.0013047-0.00016756i,0.00070431-0.00013176i,-9.5439e-07-0.00070234i,-0.00035874-0.00086662i,-2.3087e-05-0.00017629i,-0.0001764+2.5171e-05i,0.00050184-1.9544e-05i,0.00068694+3.8928e-06i,0.00061911-3.4625e-05i
0.0013387+8.2334e-05i,0.0018527-0.00077154i,0.0025849-0.0019373i,0.0018623-0.0023747i,0.00052196-0.0020068i,-0.00045107-0.001095i,-0.00062744-0.00013134i,0.00051223+0.00010617i,0.00077503-0.00033668i,0.00084543-0.00029256i,0.0014077+0.00019179i,0.00043943-0.00048595i,-0.0005044-0.00070227i,-0.0002833-0.0003074i,-0.00034497-0.00018214i,4.7321e-05-1.483e-05i,0.00071358+0.00011609i,0.0002223+6.2934e-05i,-0.00040533+0.00020108i,0.00036407+0.00040624i,0.0011006+0.00020323i,0.00033905+0.00019781i,-0.00029623-0.00015545i
-0.00090111-0.0013717i,-0.00056489-0.0009917i,-0.00074306-0.00048265i,-0.00040906+0.0010228i,-2.8647e-05+0.0013418i,0.00039569+8.0587e-05i,0.00047728+0.00016796i,-0.00021767-0.00010955i,-0.00056853-0.0003253i,-8.0307e-06+0.00056631i,0.00062759+0.00098263i,0.00068883+0.00020817i,0.00049379-0.00018412i,-0.00020241-0.00056971i,-0.00090299-0.00063462i,-0.00061105-0.00042791i,5.3835e-05-0.00055671i,-0.00024412-0.00064667i,-0.00019792-0.00030428i,0.00045985-0.00016603i,-0.00025691-8.6672e-05i,-0.00043881-0.00016425i,0.00065733-0.00022544i
-0.0010927-0.0011844i,-0.00019286-0.0005718i,0.00067643-0.00020509i,0.00052209-3.9348e-06i,0.00012815+0.00042542i,-0.00022598+0.00039267i,-0.00064864-0.00065304i,-0.0006924-0.0010331i,-0.00010517+0.00016258i,0.0010019+0.0012404i,0.0011192+0.0010031i,0.00054816+0.00022499i,0.00065093-0.00036317i,0.00065656-0.00087342i,9.3802e-05-0.00113i,-0.00019075-0.00081079i,-0.00026505-0.00020347i,-0.00027982+0.00026501i,-0.00031723+0.00015081i,-0.00081017-0.00012369i,-0.0010347-5.137e-05i,-0.00083036-0.00015772i,3.8781e-05-0.00039514i
-0.00082291-0.001776i,-0.0017117-0.0007843i,-0.0036151-0.00035815i,-0.0037037+8.6548e-05i,-0.0025173+0.0011319i,-0.00057918+0.001552i,0.00080686+0.0012954i,0.0012729+0.0009352i,0.00078328+0.0011375i,0.00020882+0.0010325i,0.00010553+0.00016299i,0.00049854-0.00030709i,0.0011518+0.00018819i,0.00098641+0.00030618i,0.00021513-0.00070293i,3.5469e-05-0.001037i,5.0315e-05-0.0010605i,0.00013258-0.00092142i,-8.3642e-05-0.00057311i,-0.00021937-0.00069891i,-5.8046e-05-0.00029471i,-0.00045324+1.497e-05i,-0.00076786+5.3881e-05i
0.00019567+0.0015992i,0.0013282+0.0024948i,0.0021458+0.0019559i,0.0014544+0.00026128i,0.0015323-0.0011601i,0.0010898-0.0006395i,-0.00021762+0.00066078i,0.00010912+0.00095477i,0.0018478+0.0013088i,0.0024186+0.0013056i,0.0018082-0.00033114i,0.0016395-0.0012085i,0.001305-0.00011375i,0.00033179-0.00036064i,-0.00070238-0.00099814i,-0.0015715+0.0001296i,-0.00098807+0.00066117i,0.00018222+0.00020961i,0.00030766+0.00073538i,-0.00019182+0.00043415i,5.2137e-05-0.00033303i,0.00049462-0.00021122i,0.00071171-6.0991e-05i
-2.8066e-05+0.00058563i,-0.00052573+0.00010625i,-0.00073764-0.00016357i,-0.00059502+0.00075785i,1.1692e-05+0.0011502i,0.00030784+0.0010317i,0.0004894+0.00045895i,0.00079374+0.00054161i,0.0010954+0.00073846i,0.0017006+0.00060047i,0.001474+0.00090634i,-8.4891e-05-0.00024941i,-0.00032301-0.00071623i,-7.4003e-05-3.6744e-05i,-0.0011191+0.00014904i,-0.00089589+0.00015434i,-0.00028171+0.00034886i,-0.00049309+0.00051727i,-0.00012014+0.00024615i,0.00027191-0.00052192i,-0.00032629-0.0005924i,-2.7747e-05+1.0273e-05i,0.00036787+0.00066464i
-0.0018142+0.0031131i,-0.00089026+0.0033322i,1.0745e-05+0.00292i,0.0012378+0.0013644i,0.0023761+0.00023559i,0.0018662+0.00015206i,0.00050705-5.5576e-05i,0.00034971+0.00056502i,0.00095469+0.0020229i,0.0013686+0.0016325i,0.0013512-0.00010748i,0.00076584-0.0012122i,8.1958e-05-0.0011343i,0.00028319-0.0003264i,0.00031005-0.00076846i,-0.00047066-0.0011175i,-0.0012984-0.00057779i,-0.0015297-8.6977e-05i,-0.00071522+0.0002111i,0.00043472+0.00051127i,0.0001866-0.00010893i,8.1583e-06-0.00023104i,0.00055076-0.00017064i
0.00012852-0.00068483i,0.0010042-0.00018532i,0.0014757+5.197e-05i,0.0014676+4.9514e-06i,0.000706-0.0002273i,0.00036661-0.0011239i,0.0002807-0.00083915i,-1.803e-05-0.00026866i,0.00038971-0.00012311i,0.00094809+0.00066023i,0.00061357+0.00042213i,9.3216e-05-0.00077275i,-0.00018101-0.0012778i,-0.00017628-0.00080233i,-0.00017586-0.00069548i,-0.00044627-0.00097562i,-0.00077496-0.00061045i,-0.00080748-0.00011104i,-0.0010584+1.112e-05i,-0.00069915-0.00031696i,0.00022195+4.6543e-05i,0.00072722+0.00017792i,0.00032489+4.2837e-05i
-0.0011586+0.00057983i,-0.00097599+0.0004586i,-0.0016116+0.00015429i,-0.0010038+0.00047836i,-0.00049612+0.00056093i,-0.00034516+0.00072253i,-0.00016899+0.00087858i,-8.2071e-05-0.00015692i,0.00048811-0.00016008i,0.00037907+0.00045041i,-0.00015404+0.00061979i,5.9815e-06+0.00039199i,0.0010318-0.00022251i,0.00071795-0.00094392i,-0.00042821-0.00057661i,-0.00051471-0.0005593i,-0.00023787-0.00044584i,0.00032049-0.00058092i,0.00053893-0.0011537i,-0.0004994-0.0008617i,-0.00094409-0.00044682i,-0.0001887-0.0003753i,-0.00036137-0.00022147i
0.0019689-0.0008397i,0.001175-0.0012379i,0.0011869-0.0024126i,0.0014902-0.0025423i,0.0016492-0.0018131i,0.00094207-0.0012465i,3.2504e-05-0.0005341i,-0.0001525+0.00011254i,5.4917e-05+0.00047233i,0.0007849+0.00011896i,0.00087329-0.00025141i,0.0001074-8.7938e-05i,1.517e-05+2.4403e-05i,-0.00021822+0.00031568i,-2.8381e-05+9.5644e-05i,0.00037591-0.00051829i,-0.0002092-0.00068881i,-0.0002603-0.00035636i,0.00097037-0.0005915i,0.00069021-0.00080262i,-0.0010449-0.00035928i,-0.0012143-0.00027067i,-0.0006362-0.00023001i
-0.0010022+6.961e-06i,-0.00083504-0.00059946i,0.00051235-0.00027305i,0.0018173+0.00025107i,0.0012043-0.00018936i,0.00037487-0.0007031i,0.00032348+4.2818e-05i,0.0001484+0.00060031i,0.00014895+0.00041605i,0.00082093+0.0008634i,0.0010911+0.00060566i,0.0012564-0.00054507i,0.0015732-0.00078232i,0.0012264-0.00047045i,0.00040673-0.00040048i,9.9052e-05-0.00039963i,0.00027152-0.00032605i,-0.00014912-0.00032136i,-0.00037781-0.00015798i,0.00026971+0.00053223i,0.00044465+0.00042587i,0.00057935-5.1399e-05i,0.0014538-0.00041093i
0.00051212+0.00050635i,-0.0006102+0.0004254i,-0.00033915+0.0015755i,-1.4562e-05+0.001985i,-0.00067874+0.001602i,-0.0012245+0.00093898i,-0.0013697+0.00013753i,-0.0004567+0.00029377i,0.00086165+0.001035i,0.00082159+0.00066803i,0.00025659-0.00025137i,0.00023549-0.0010392i,0.00034162-0.0013076i,-3.9121e-05-0.001242i,-9.0912e-05-0.00094961i,-5.9979e-05-0.00047349i,-0.0014827-0.00018085i,-0.0016675-0.00019891i,-0.00067117-0.00018959i,-0.00024809+0.0002756i,-0.00028253+0.00094953i,0.0003078+0.00067084i,0.0010732+0.00019496i
0.00012228-0.0014376i,-0.0010323-0.00070828i,-0.0021252-0.00057227i,-0.0015801-0.0008291i,-0.00069524-0.00038181i,6.5697e-05+0.00067606i,3.7548e-05+0.00066415i,-0.00072236+0.00042722i,-0.00047566+0.00010668i,0.00081381-0.00035589i,0.0011815-0.00087661i,0.00084912-0.00085612i,0.001331-0.00013079i,0.001174-0.00052116i,0.00030775-0.0010597i,-0.00050761-0.00047258i,-0.0011812-0.00036793i,-0.00098635-0.00022923i,-0.00063764-0.00034002i,-0.0004052-0.00055593i,-0.00054923+0.00035152i,-0.00018766+0.00032199i,0.00062385+0.00041091i
0.00015634-0.00051958i,0.00063932-0.0002203i,0.001312+8.6631e-05i,0.001793-0.00015697i,0.0019498-0.0019678i,0.0022081-0.0015985i,0.0013813-0.00010895i,0.00052474+0.00055434i,0.0003461+0.00069189i,0.00021314+0.00049528i,0.00018531+9.1937e-05i,0.00025996-0.00079221i,0.0002814-0.00089779i,0.00016103-0.00040964i,-0.00019277-0.00013511i,0.00054305-0.00022943i,0.0011798-0.00041254i,0.00051618-0.00015397i,0.00047286+0.00043064i,0.00088047+0.00081699i,0.00035018+0.0006952i,-0.00013131+0.0002169i,-0.00058774+5.4061e-05i
-3.04e-06+0.00055936i,0.00062338-2.7581e-05i,0.0017188-0.00017754i,0.0029957-0.0007515i,0.0028853-0.0013788i,0.00035989-0.00098337i,-0.0013668-0.00022975i,-0.00047509+0.00031344i,0.0011664+0.00035122i,0.0017491+0.00085917i,0.0016907+0.00084514i,0.001216+0.00035637i,0.00032759+0.00023846i,0.00063222-6.2461e-05i,0.00031336-0.00029741i,-0.00086052-0.00064434i,-0.00072843-0.00070029i,7.5627e-06-0.0002261i,0.00042968+0.00054807i,8.9757e-05+0.00051976i,-0.0004939-0.00084156i,-0.00049353-0.0011526i,0.00027018+3.9973e-05i
-0.00075866-7.9323e-05i,-0.0013035+0.0016483i,-0.00090343+0.0016081i,-0.0005072+0.0015545i,-0.0006584+0.0014118i,0.00030952+0.00093826i,0.0013265+0.00075717i,0.0014688+0.0007874i,0.0011089+0.0010266i,0.00097515+0.0013461i,0.00055608+0.0013509i,0.00051496+0.00051519i,0.00090729-0.00095278i,-5.9718e-05-0.0014327i,-0.00079483-0.0012756i,-0.00052141-0.0013571i,-0.00014097-0.00077671i,-0.00032623+0.00037282i,-8.6262e-05+0.00037581i,0.00024555+0.0001351i,0.00036248+0.0005491i,-0.0001317+0.00021783i,-0.00083967-5.6483e-05i
-0.00018431-0.0011086i,-0.001924-0.00063128i,-0.0031386-0.0010125i,-0.0031097-0.0015968i,-0.0019202-0.0010729i,-0.0013689-3.1199e-05i,-0.0011077+0.00056428i,-0.00033016+0.00020443i,0.00023757+6.6585e-05i,0.00036794+0.00063267i,0.00012364+0.00042889i,0.0002543+0.00049353i,0.00064703+0.0010144i,0.001176+0.00047411i,0.0013345-0.00051596i,0.0012698-0.00061026i,0.00050498-0.00039118i,-0.00051628-0.00023522i,-0.000493-0.00026977i,-8.5399e-06-0.00010538i,8.215e-05+0.00013554i,0.00051405-0.00041786i,0.00058832-0.0001642i
0.0017489+0.00025038i,0.0011512-0.0014242i,0.00052498-0.0027351i,0.00075123-0.0027396i,0.00061874-0.0019272i,-0.00045693-0.0013484i,-0.00038043-0.0010071i,0.00083358-0.00057211i,0.001406-0.0004328i,0.0015046-8.0061e-05i,0.0015533-0.00019256i,0.0015705-0.00022643i,0.0017151-2.7402e-05i,0.00080762-0.00026325i,-0.00041198-0.00035261i,-0.00042002-0.00060513i,3.496e-05-0.00076573i,-8.2526e-05-0.00048407i,-0.00021631-1.8876e-05i,0.00025576-5.3255e-05i,0.00049002-0.0005647i,0.0003505-0.00090592i,0.00049448-0.0012935i
-0.00035011+0.0015166i,-0.00018104+0.0012628i,0.00071026+0.0015842i,0.0020068+0.00099812i,0.002179+4.3704e-05i,0.0011231-0.00017566i,0.0014118+0.00019945i,0.0019539+0.0010652i,0.0012553+0.0022054i,0.00084561+0.0020779i,0.00052672+0.00035374i,0.00016566-0.0012798i,-6.8566e-05-0.00058941i,-0.00028485+0.00091032i,-0.00036407+0.00065163i,-0.00048326-0.00074925i,-0.00039637-0.0011161i,-0.00011277-0.00064745i,0.00026832-0.00022986i,0.00021503-0.0004292i,5.0076e-05-0.00047863i,-0.00038174+0.00010937i,-0.00048285+0.0002272i
-0.00033593-0.0020447i,-0.00040286-0.00022703i,-0.000476+0.00024033i,-0.00080786+8.2161e-05i,-0.00059245+0.00064094i,-7.7378e-05+0.00058563i,0.00065904+0.00044042i,0.00089319+0.00077876i,0.00064789+0.0011967i,0.00010352+0.00063041i,-0.00076971-0.00015263i,-0.00067964+0.00027688i,5.7616e-05+0.00040073i,-0.00024196-0.00067075i,7.4354e-05-0.001422i,-2.8408e-06-0.00086163i,-0.00084999-0.00023572i,-0.0010727+0.00032878i,-0.00075243+0.00059054i,-0.00051296+0.00076272i,-1.3201e-05+0.00063811i,0.00043119+0.00054758i,6.0656e-05+0.0003944i
-9.9656e-05+2.4194e-07i,-6.1836e-05-8.8187e-05i,0.00096876+0.0011029i,0.00047784+0.0021913i,-0.00064159+0.00068973i,-0.00089849-0.00020594i,-0.0010613+0.000577i,-0.00043328+0.0013398i,0.0011717+0.00096595i,0.0023717+0.00061616i,0.0019864+0.00034259i,0.0011947-0.00013315i,0.0010344-0.00075629i,0.00048591-0.00094017i,-0.00034153-0.00079607i,-0.00047918-0.00075032i,0.00047952-0.00071037i,0.00088019-0.00035143i,0.00033973-0.00054839i,-2.8971e-05-0.0011329i,-7.2815e-05-0.00045256i,-0.00039951+0.00044559i,-0.00051911+0.00062944i
0.0010047-0.00083372i,0.00094625-0.0015117i,-0.00011915-0.003235i,-0.0002076-0.0039246i,-0.00020598-0.00228i,-0.0004706-0.0009686i,-0.00063243-0.0001162i,-1.5494e-05+0.00091297i,0.0012062+0.00081014i,0.0015317+0.00045729i,0.0016086+0.0005223i,0.00099998+0.00047985i,4.738e-05+0.00026004i,-3.4545e-05-0.00077668i,0.00021392-0.00085181i,-0.0001446-0.00017237i,-0.00036674-8.3373e-05i,5.6439e-05+2.6978e-05i,0.00065948+0.00019476i,0.0011095+0.00024381i,0.00031624+0.00036365i,-0.00051846+0.0003243i,0.00028612+0.00027089i
-0.00064169+0.0012386i,-0.00049665+0.0021862i,0.0010628+0.0023864i,0.0015581+0.0020283i,0.0011912+0.00094234i,0.0001413+0.00028998i,-1.1877e-05+0.0003599i,0.00062746+0.00070006i,0.00070049+0.0014004i,0.0009072+0.0015256i,0.00047974+0.00068626i,5.0323e-05-0.00016431i,0.00038821-0.00047684i,0.0004282-0.00030107i,-1.7304e-05-0.00027747i,1.859e-05+3.294e-05i,0.00056624+0.0003627i,0.00029824-0.00024995i,-7.6469e-05-0.00032931i,0.00013716+0.00038922i,0.00021204+0.00032041i,-5.4144e-05-0.00060848i,3.6823e-05-0.0010088i
