-0.0017543+0.0019123i,-0.0018644+0.0010726i,-0.001512+0.00055574i,-0.0011243+0.00017655i,-0.0011772+0.00090993i,-0.0015945+0.0015616i,-0.00067104+0.0014993i,0.00037239+0.0013909i,0.0003081+0.00096481i,0.00028573-0.00021174i,0.000986-0.00088069i,0.0010497-0.00097277i,0.00051246-0.0007882i,-3.783e-05-0.00054589i,4.9772e-05-7.7431e-05i,0.00010795+0.0001024i,-0.00033712-0.00021269i,-0.00011724-0.00040375i,0.00017421-0.00019366i,-0.00017569-0.0002057i,0.00073069+2.9068e-05i,0.0011078+0.00035016i,0.00025039+0.00052131i
0.00071674-0.00033219i,-0.00069605-0.00093893i,-0.00083534-0.0016582i,-0.0001111-0.0021545i,-0.00074677-0.00098965i,-0.00024088+0.00046544i,0.00025324-0.00027555i,-0.00023285-0.00080526i,-0.00013499-0.0008915i,-3.609e-05-0.0012573i,-0.00055303-0.00089282i,-0.00046524-0.0013287i,-0.00048382-0.0013682i,-0.00072305-0.0003847i,-7.5018e-05+0.00013133i,0.001048+0.00047453i,0.00058211+0.00055359i,-0.00031376+7.0538e-05i,-0.00028553-0.00027252i,-0.00061338+5.1666e-05i,-0.00065267+0.0002555i,4.9986e-05+0.00028816i,0.00031464+0.00049267i
6.056e-05+0.0013459i,0.0011726+0.0023631i,0.0019147+0.0020383i,0.0016067+0.00037296i,0.00042257+7.6871e-05i,0.00043791+0.0001649i,0.00078792-0.00028723i,0.00023507-0.0006613i,0.00012249-0.00095016i,6.9451e-05-0.0015584i,-0.0002467-0.0013565i,-0.0002369-0.00058189i,-0.00037528-0.00045036i,-0.00095188-4.1451e-05i,-0.0012349+0.00048377i,-0.00042229+0.00028151i,0.00041275+0.00010623i,0.001054+0.00016084i,0.00099721+0.00021768i,0.00036698-0.00049752i,-7.4402e-05-0.00064328i,-0.0003008-0.0004841i,0.00021956-0.0010053i
1.1301e-05+0.00087061i,0.00024186-0.00023708i,0.0013224-0.00049141i,0.001787-0.00019284i,0.0011312+2.6023e-05i,6.9133e-05+4.6909e-05i,-0.00042116+0.00016003i,-6.7922e-05-0.00027389i,0.00044457-0.00099517i,0.00025581-0.001123i,0.00025979-0.0010917i,0.00022752-0.0015888i,-0.00022434-0.0014841i,-0.00059332-0.00064607i,-0.0010155+0.00012589i,-0.00040869+0.00087669i,0.00037249+0.00085243i,0.0004094+0.00045657i,0.00063303+0.00045461i,-1.4952e-05+0.00049321i,-0.00041975-0.0002062i,-2.0573e-05-0.00011116i,-0.00019482+0.00022368i
0.00035329+0.00028697i,0.0012501-0.00048957i,0.00087119-0.0010905i,-0.00041733-0.0011845i,-0.0014322-0.00069635i,-0.001336-8.6321e-05i,-0.00033642+0.00023978i,8.7468e-05-0.0007098i,-0.00012097-0.0013894i,-9.2744e-05-0.0013492i,0.00026408-0.0016869i,0.00046851-0.0015592i,0.00059554-0.00060622i,0.00018136-0.00029686i,-0.00051501-0.00043965i,1.5093e-05-0.0002995i,0.00075097+0.00026181i,0.00091142+0.00034264i,0.00081648+0.0001247i,0.00036646+9.3284e-05i,0.00015626+0.00010728i,0.00054664+0.00021337i,0.00027851+0.00055133i
0.0027489+0.0003663i,0.0027901-0.00066851i,0.0022485-0.00057961i,0.0023333+8.4149e-05i,0.0015113-0.00046946i,0.00010503+0.00028648i,-0.00035921+0.00067705i,0.00047379-0.00017761i,0.001416-0.0010167i,0.00017964-0.0014137i,-0.00023342-0.0010693i,0.00095797-0.00031734i,0.0011181-0.00010719i,-0.00030302+5.3673e-05i,-0.00098364-0.00012408i,-0.00012664-0.00069292i,0.00086561-0.00048158i,0.0010419+0.00030008i,0.00073387+4.3428e-05i,0.00057197-0.00043757i,-0.00019956-0.00028069i,-0.00072382-0.00050012i,-0.00031911-0.0001395i
-0.0018251+0.00077261i,-0.0018449+0.0014154i,-0.00166+0.0016401i,-0.0011577+0.00081221i,-0.00032343+0.00036848i,0.00048012+0.00060117i,0.00025738+0.00056772i,-0.00044858+0.00027065i,-0.00064641-0.00043405i,-0.00039667-0.0012543i,9.5242e-05-0.0019311i,0.00084512-0.0015591i,0.00025517-0.0011337i,-0.00045582-0.0012622i,-0.00050594-0.00057457i,-0.0012793+0.00011374i,-0.00078773+0.00014218i,-7.7759e-05+4.6666e-05i,-0.0001532-0.00065965i,-0.00059217-0.00077404i,-0.00088349-0.00051243i,-0.00023188-0.00049518i,-0.00056696-0.00071408i
-0.0015485+0.00010427i,-0.00097878+0.00011747i,0.00050031+0.0014671i,0.00095233+0.0020297i,0.00069147+0.0018365i,0.00037649+0.00097248i,-0.00014691+0.00032637i,-0.0014225-0.00053401i,-0.0017309-0.0010566i,-0.00031959-0.00085651i,0.00069286-0.00071218i,0.00020139-0.00044438i,-0.00023491-0.0011007i,-0.00088491-0.0017492i,-0.0012642-0.001303i,-0.0010343-0.00073582i,-0.00071376-0.00066665i,-0.00028144-0.00024717i,0.0003987+6.1189e-05i,0.00071319+5.7827e-06i,0.00021699+0.00030231i,-6.7631e-05+0.00040275i,-0.00024607+0.0006252i
0.00056805-0.00070656i,-0.00083948-0.0003941i,-0.00090994-0.0006706i,-0.00037422-0.00087169i,-0.0008855-0.00033291i,-0.0012384+0.00063846i,-0.0014019+0.00059384i,-0.0011167-0.00015373i,-0.00040578-0.0011728i,2.9647e-05-0.0013399i,-0.00024261-0.00028307i,-0.00086283-0.00061489i,-0.0013043-0.00094105i,-0.00086847-0.00085765i,-0.0001574-0.0010455i,0.0010766-0.00062107i,0.0018451+0.00027544i,0.0010298+0.00047417i,0.00011038+0.00065957i,-0.00024589+0.0007374i,-0.00044545+0.0004427i,-0.00044656-0.00016087i,0.00039418-0.00052033i
0.0010007+0.00091644i,0.0013117-0.00077726i,0.0018185-0.00085292i,0.00099208-0.0005137i,7.2236e-05-0.0010651i,-0.00015804-0.0012962i,0.00056234-0.00054036i,0.00077872-0.00039036i,0.0004067-0.0011598i,-0.00020842-0.0014337i,-0.00050478-0.0014053i,-0.00052232-0.0010703i,-0.00039954-0.0015151i,-2.4897e-05-0.00097218i,-0.0001137+0.00025741i,-0.00039708+0.00035825i,0.00034745+9.8815e-05i,0.00075319-6.2836e-05i,0.00062779-0.00019682i,0.00095819+0.00012407i,0.000526-1.5326e-05i,-0.00015213-0.00027809i,-0.00017395-0.00060545i
-0.00047002+0.001682i,5.1742e-05+0.0019411i,0.00053098+0.0012013i,0.00077731+0.00058267i,0.00052491+0.0008088i,0.00021968+0.00039356i,0.00034101+0.00014021i,0.00012606+0.00019894i,-0.00019091+0.00021703i,-0.00022764-0.00059661i,7.8954e-05-0.0014609i,-0.00045189-0.00096996i,-0.0010754-0.000727i,-0.0015216-0.00024737i,-0.0016785+0.00051901i,-0.0015321+0.00043266i,-0.0015476-3.332e-05i,-0.00049427+0.00010133i,0.00084697-0.00023161i,0.00051191-0.00046621i,0.00062715-0.00052704i,0.00061776-0.00056562i,-0.00013119-2.7536e-05i
-0.00057174-0.0012998i,-0.00089559-0.0018143i,-0.0011437-0.0019577i,-0.0019647-0.0019043i,-0.0018026-0.00093958i,-0.00098654+0.00094639i,-0.00052134+0.00094681i,-9.511e-05-0.00031435i,-0.00018365-0.001383i,-0.00023826-0.0016799i,0.00039755-0.0010366i,0.00051281-0.00084609i,-0.00019071-0.0011367i,-9.91e-05-0.00088544i,0.00032613-0.000294i,0.00090129+0.0003927i,0.00099198+0.0003836i,-0.00015078-0.00032821i,-0.00047761-0.00063109i,0.00075279-0.00036934i,0.0013533-0.00022176i,0.0012987+0.00011383i,0.00057072+0.00057353i
0.00025926+0.00079436i,-0.00015494+0.00011582i,0.0004456-0.00054891i,0.00086579-0.00095659i,0.00083541-0.00098696i,0.0006418-0.0007328i,0.00053161+0.00021161i,0.00097574+0.00071457i,0.00095106-5.6236e-05i,0.00058709-0.0010935i,-2.6828e-05-0.00091612i,-9.0648e-05-0.00056132i,0.00031601-0.00089825i,0.00024604-0.00098575i,0.00026981-0.00062816i,-3.5294e-05+3.0017e-05i,-0.00075196+0.00042076i,-0.00084695+0.00040104i,-0.00034436+6.6694e-05i,-0.00017912-0.00032515i,-6.5514e-05-0.00038725i,-0.00028818+0.00013073i,-0.0005059-8.9598e-05i
-0.00095303+0.0013106i,-0.0011236+0.0021872i,-0.0010595+0.0030559i,-0.00059419+0.0030197i,-0.00080514+0.0025289i,-0.00033826+0.0019427i,3.0514e-05+0.0010433i,-0.00024655+0.00051666i,-0.00021186+0.00026821i,4.7536e-07-0.0003069i,0.0001261-0.00045541i,0.00049786-0.00053813i,0.00023109-0.00084455i,-0.00075367-0.00064101i,-0.00095099+0.00021261i,-0.00049698+0.00081251i,0.00030564+0.00069073i,0.00066132+0.00039917i,-5.3151e-05+0.00037317i,-0.0004397+0.00028247i,-0.00029458+0.00026412i,-0.00057393+0.00018443i,-0.00058562-0.00011749i
-0.00015748+0.00013909i,0.00024247+0.00051999i,0.00098263+3.8957e-05i,0.0005161-0.0012309i,-0.00026916-0.0016966i,0.00046261-9.6674e-05i,0.00074064+0.00022492i,0.00041975-0.00067183i,9.8923e-05-0.00086578i,-0.00050033-0.0013401i,-0.00042688-0.0011582i,-0.00020353-0.0011448i,0.00013191-0.0012045i,-0.00032993-0.00049168i,-0.00067653-0.00016572i,-6.153e-05-0.00064832i,0.0004619-0.0010288i,0.00029453-0.00021679i,7.9495e-05-0.0002746i,0.00030179-0.00031727i,0.00027806-0.00014413i,-0.00024323-0.00035054i,-0.00065646-0.00036956i
0.00038613+0.0006616i,0.00091168+0.00077003i,0.0013676+0.00027454i,0.0016267-0.00049599i,0.0006971+0.00020697i,8.1439e-05+0.00077762i,0.00085721+0.00090672i,0.0011357+0.00060077i,0.00053237+1.2177e-05i,0.00010723-0.00038355i,-7.8539e-05-0.00090227i,0.00043652-0.00080737i,0.00055035-0.00071024i,0.00019077-0.00040522i,0.00047249-0.00032553i,0.00084142-0.00086106i,0.00088341-0.0010558i,0.00011296-0.00090775i,-0.0004018-0.00047878i,-0.00057389+0.00013369i,-0.00047077-0.0003132i,1.3916e-05-0.00067848i,0.00080939-0.00046083i
-0.0012565-0.0002757i,-0.0016816+8.4801e-05i,-0.0022844+0.0013322i,-0.0018145+0.0016864i,-0.00094425+0.0018524i,-9.8424e-06+0.0017186i,-8.782e-05+0.00077469i,-0.00032923-8.6108e-06i,-0.00074428-0.00078902i,-0.00081168-0.0017442i,-0.00037052-0.0016187i,-0.00045871-0.0010687i,-0.0010723-0.0008647i,-0.00094708-0.0012612i,-0.00034458-0.0005495i,-2.9066e-05+4.1698e-07i,-0.00024207-3.6804e-06i,-0.00035716-0.00011454i,4.6172e-05-0.00038807i,0.00019198+2.7149e-05i,0.0004212+0.00081484i,0.000633+0.0012031i,5.9954e-05+0.0015806i
0.00026403-0.00031657i,-0.0012377-0.0004356i,-0.001568-0.0010904i,-0.00020069-0.00102i,0.00037665-0.0003438i,1.5512e-05-8.1832e-05i,8.6828e-06-0.00059797i,0.0001842-0.00085018i,-8.5211e-05-0.00044105i,-0.00049512-0.00066797i,-0.0001272-0.0016395i,-0.0002151-0.001757i,-0.00038473-0.00098491i,-0.0004922-0.00073681i,-0.00069571-0.00050056i,0.00022933+0.0001482i,0.0007098+0.000459i,0.00033294-7.5662e-05i,0.00065391-0.00015043i,0.00059447+0.00053138i,0.00032262+0.00096095i,0.00080468+0.00067111i,8.9226e-05-0.00016196i
0.0005071+0.0011532i,0.0014256+0.0019978i,0.0014884+0.0022058i,0.00066292+0.0018847i,-0.00022208+0.0012207i,-0.00055136+0.00036214i,-0.00028682+0.00063706i,-0.00024373+0.00040955i,-0.00083118-0.00051382i,-0.00079027-0.0010052i,-0.00038301-0.00096583i,-4.8503e-05-0.00052364i,0.00043321+0.00015017i,-0.00021815-0.00024099i,-0.00066832-0.00036267i,-0.00047758+0.00071674i,-0.00069988+0.00032235i,-0.00066697-0.00042757i,-0.0005083-0.00049745i,-0.00046795-0.00051844i,-0.00030746-0.00016406i,-1.4619e-05+0.0005622i,-0.00011598+0.00022685i
0.00055881-0.0018722i,0.0014995-0.0025427i,0.0011964-0.0029186i,-0.0004328-0.0025457i,-0.0010908-0.0016527i,-0.00095451-0.00010173i,-0.00050018+0.00027165i,-0.00017391+0.00017051i,1.026e-05-0.00050431i,6.5885e-05-0.0013054i,-0.00055371-0.0011951i,-0.000583-0.00048795i,0.00019447-0.00012231i,0.00015189-0.00070978i,0.00021607-0.0014483i,7.9772e-05-0.00084037i,-0.0003157-0.00030248i,-0.00076387-0.0002272i,-0.0010529+7.8588e-05i,-0.00045273+0.00013352i,-0.0001693+0.00024459i,-0.0001404-0.00022966i,-0.00015087-0.00062442i
0.00084473-0.0022735i,-0.0010523-0.0016919i,-0.0030921-0.00078377i,-0.0032354+0.00037459i,-0.0020532+0.0012649i,-0.00070251+0.0011614i,9.4916e-05+0.00084971i,-0.00021779-3.5462e-05i,-0.0013096-0.0014899i,-0.0011203-0.0016732i,-0.00033649-0.00065686i,0.00030798+0.00010422i,0.0008531+7.8871e-05i,0.00032462-0.00069078i,-2.0979e-05-0.0004823i,-0.00043928+0.00060191i,-0.00058251+0.0012922i,0.00021591+0.00060476i,0.00053706-0.00043116i,0.00043047-0.00021554i,0.0001328+0.00024032i,0.00018533+8.6345e-05i,0.00044011+0.00029535i
-0.0024624-0.0010002i,-0.0026238+0.0001284i,-0.0035538+0.00078337i,-0.0028719+0.00074829i,-0.00077795+0.00063714i,0.00058113+0.00080739i,0.0004653+0.00013739i,-0.00047331-0.00081499i,-0.00083457-0.0011603i,-0.00055233-0.00063886i,-0.00056281+3.6748e-05i,-0.00060507-0.00074287i,-0.00010605-0.0013796i,-0.00013136-0.0013699i,-0.00021865-0.00066228i,-0.00077143+0.00022806i,-0.0011401+9.7596e-06i,-0.00087386-0.00040317i,-0.00036998+0.00017651i,-0.00027795-2.0613e-05i,0.00025316-0.00035227i,0.00045744-0.00018014i,-0.00010716-0.00031977i
-4.3118e-05+0.00055331i,0.00022385+0.00028437i,0.0020063+0.00071753i,0.0029592+0.00050828i,0.0015735+0.00035875i,0.00034318+4.9381e-05i,0.00017294-0.0004468i,-0.00021489-0.00099025i,0.00010912-0.0010239i,0.0011583-0.00051713i,0.0012119-0.00042464i,0.0010817-0.00061863i,0.00072064-0.0012239i,-0.00063397-0.00068304i,-0.0012836+0.00057592i,-0.0008217+0.0014065i,-0.00035331+0.00080466i,-0.00041438-0.00020654i,-0.00078858-0.0001169i,-0.00067682+0.00027432i,0.00021186+0.00041109i,5.6149e-05+0.00030312i,-0.0010224+0.00017578i
-0.0017687+0.00069938i,-0.0014998+0.0017951i,-0.0028039+0.0020251i,-0.0025548+0.0023973i,0.00011107+0.0018857i,0.0014552+0.00065275i,0.0011536+0.00027571i,0.00016102+0.00068665i,-0.00016615+0.00014426i,0.0006425-0.0012157i,0.0010728-0.0013469i,0.00048715-0.00084519i,-0.00041537-0.00099037i,-0.00073554-0.0008743i,-0.0009589-0.0010569i,-0.00098176-0.00093852i,-0.00035022-0.00058146i,5.3296e-05-0.00048462i,0.00056929-0.00070985i,0.00030581-0.00031912i,4.2228e-06+0.0006406i,0.00072479+0.00065548i,0.00070641+0.00034036i
-0.00073062-0.0020609i,-0.000357-0.0023095i,0.00027331-0.002149i,0.00075827-0.0016428i,0.00025123-0.0005928i,0.00054882-0.00028026i,0.00096691-0.00034048i,0.00030663-0.00076813i,0.00012702-0.0010081i,0.0002319-0.00083187i,-0.00050557-0.0012346i,-0.00093066-0.0014778i,-0.00051291-0.0008546i,-0.00039766-0.0003414i,-0.00070892-0.00065882i,-0.00063329-0.00074153i,-0.00054454-0.00048438i,-0.00028037+2.0844e-05i,-9.1256e-05+0.00041097i,8.7149e-05-0.00021496i,0.00098661-0.00032498i,0.0010343+0.00024723i,0.00048455-1.1397e-05i
0.00053782-0.00094449i,4.6394e-05-0.00086878i,7.7832e-05-0.00075867i,-0.00034074+0.00017906i,-0.00085346+0.0012719i,-0.00077191+0.0017437i,-0.0001102+0.00085331i,0.00065946-0.00035425i,0.00053042-0.0011006i,-0.00032002-0.0015422i,0.00026631-0.00092245i,-0.00016796-0.00058837i,-0.0012896-0.00055983i,-0.0011354-0.00059717i,-0.0010896-0.00027135i,-0.0009431+0.00052834i,-0.00062343+0.00033112i,-0.00013631+0.00032841i,-0.00011774+0.00016158i,-0.00047584+0.00011849i,-0.00035543+0.00069519i,6.838e-05+5.0397e-05i,0.00061057-0.00065896i
-0.0012032-0.00019659i,-0.0011986+0.0011014i,-0.0018957+0.00097309i,-0.0023501+0.0013076i,-0.0016274+0.0023683i,-0.00058313+0.0024287i,-0.00055257+0.0011075i,-0.0015449-2.5444e-05i,-0.0014873-0.00081659i,-0.001284-0.00042602i,-0.0009631+0.00015791i,-0.00042093-0.00045394i,-1.0327e-06-0.00132i,-0.00036019-0.0012475i,-0.0010426-0.00014719i,-0.00093001-0.00015003i,-0.00040648-0.00034047i,0.00023444+2.8617e-05i,0.00023443+0.00028317i,8.3069e-05+0.00046204i,0.00025232+0.00050104i,-0.00030953+0.00090576i,-0.0013666+0.001402i
-0.0019612-0.0012147i,-0.0011601-0.00023892i,0.00083209+0.0013287i,0.0016745+0.001537i,0.0010685+0.0012977i,0.0016475+0.00060135i,0.0010643+0.00023554i,-0.00060196+0.00019173i,-0.00047497-2.114e-05i,0.00053734+7.9838e-05i,0.00073002-0.00054927i,0.00092066-0.0012915i,0.0013482-0.0011936i,0.00079564-0.0010944i,-0.00025604-0.00057134i,-0.00050937-0.00040902i,-8.6694e-05-0.0010546i,0.00015311-0.001143i,-0.00030123-0.00061696i,-0.00057101-0.00032777i,-0.00076034-0.00037569i,-0.00072279+0.00019927i,-0.00027511+0.00061304i
0.0018846+0.00080803i,0.0013771-0.0010149i,0.001028-0.0019341i,-0.00094691-0.001934i,-0.0014059-0.0013423i,-0.00095846+0.00039694i,-0.00023899+0.0013914i,0.0010838+0.00068532i,0.0011873-0.00028419i,0.00027339-0.00093532i,-2.3861e-05-0.00046815i,-3.9012e-05+0.00050824i,-7.4295e-05+0.00069565i,0.00034718+0.00021688i,0.00035161-2.3788e-05i,0.000179+0.00013823i,0.0008306-0.00024081i,0.0011923-0.00059346i,0.00038156-7.4629e-05i,-0.00029236+0.00050061i,-0.00041081-8.4185e-05i,-0.00052469-0.00036502i,-3.1883e-06-0.00013368i
-0.0018372-0.00069008i,-0.0019403+0.0010868i,-0.00081689+0.0016466i,0.00047175+0.0019933i,0.00050861+0.0021555i,-4.6868e-05+0.0013461i,-0.00056474-0.0002912i,-0.00036368-0.001479i,-0.00042388-0.0013722i,-0.00055225-0.0013906i,0.00048849-0.0019915i,0.0012166-0.0016508i,0.00063953-0.0016639i,-0.001292-0.0018321i,-0.0015617-0.00090881i,-0.00047863-0.0001459i,-0.00020445-0.00010744i,0.00011486+9.5484e-05i,0.00025124+5.079e-05i,-0.00012606-0.00030826i,8.9672e-05-0.00065684i,2.154e-07-0.00056902i,-0.00028007-0.00062007i
-0.00036468+0.00020074i,-0.00060842-7.4177e-05i,-0.00045519+8.7038e-05i,-0.00031601+0.00059317i,0.00019175+0.00088539i,0.00042418+0.0010622i,0.00079446+0.0012755i,-1.3213e-05+0.00092294i,-0.0006201-0.0005651i,0.00048587-0.0013404i,0.00069722-0.0008861i,0.00034733-0.0005512i,-0.00028296-0.00045949i,-0.0012952-0.0012301i,-0.0018672-0.00086087i,-0.0011181-0.00014651i,-0.00034048+5.3039e-05i,-0.00014816+5.5674e-05i,0.00026052+6.7417e-05i,0.00018634+0.00042211i,-0.00028452+0.00056215i,-0.00010906+0.00097861i,0.000101+0.0010701i
-0.00077659+0.00034581i,0.00013949+0.0014667i,1.5667e-05+0.001526i,-0.00088735+0.00067241i,-0.0014893+0.00033028i,-0.0015572+0.00085273i,-0.0010486+0.00035643i,5.336e-05-0.00079747i,6.1166e-05-0.0016978i,-0.00057588-0.001753i,-0.00023969-0.0013166i,-0.0001668-0.00076477i,-0.00027739-0.00058479i,9.8413e-05-0.0013682i,-0.00015636-0.0010788i,-0.00071432-0.00037312i,-0.00078149-0.00010169i,-0.0001134+0.00018437i,0.00096278+0.00043169i,0.00085747+0.00030892i,0.00060875+0.00040566i,0.00033401+0.00049531i,0.00037599+0.00060928i
-0.0011508+0.0011282i,-0.00068614+0.0023248i,0.0001817+0.0028451i,0.00048153+0.0026714i,0.0013013+0.002155i,0.00076651+0.00088999i,-0.00051948+0.00022574i,-0.00062076+0.00047705i,0.00040719+0.00014399i,0.00067752-0.00051037i,9.9322e-05-0.0013415i,0.00016677-0.00074402i,-0.00065404+0.00043214i,-0.00126-0.00049488i,-0.00084455-0.0013609i,-0.00068192-0.0007627i,-1.816e-05-0.00036286i,0.0002992-0.00011207i,0.00040532+0.00010911i,-2.7962e-05-0.00022528i,-0.0008949+7.8654e-05i,-0.00057443+2.8048e-05i,1.2628e-05-0.00038261i
0.0027835-0.00097426i,0.0024362-0.0016186i,0.0018551-0.0022655i,0.0003354-0.0012574i,-0.0011461-7.202e-05i,-0.00098705+0.00067277i,-0.00059725+0.00052702i,-0.00049427-0.00017731i,-0.00035736-0.0013199i,-0.0006173-0.0022242i,-0.00037988-0.0015132i,0.00023832-0.000396i,0.00016412-0.00032643i,0.00016823-0.00074007i,8.9925e-07-0.00014766i,4.3299e-06+0.00030148i,0.00024658+0.0002178i,-9.5052e-05+0.00021246i,-0.00097791+6.2265e-05i,-0.0015299-0.00012207i,-0.00057382+0.00034219i,0.00054718+0.001103i,-1.2681e-05+0.0013252i
-0.0023875-0.00063448i,-0.001278+1.8879e-05i,-0.00086832+0.00061053i,-0.0012369+0.00048988i,-0.0010723+0.00053407i,-0.00077148+0.00046236i,-0.00056619-0.00061048i,-0.00040817-0.0013925i,-0.0007991-0.0013121i,-0.00053488-0.0013226i,0.00031052-0.0015284i,0.00049529-0.00076561i,0.00030328-0.00018437i,-0.00030923-0.00093453i,-0.0011327-0.00086515i,-0.0010467-0.00065839i,0.00041835-0.00041632i,0.00061134+0.00015349i,0.00031031-0.0001891i,0.00047772-0.00061307i,0.00053966-0.00014438i,0.00012353-1.2842e-05i,-0.00053618+5.229e-05i
0.00090131-0.0011982i,-0.00014524-0.0013415i,-0.00059031-0.0010882i,-0.000253-0.00026107i,-0.00040771+0.00029422i,-0.0015237+0.00020898i,-0.00051796-0.00020275i,0.0010522-0.00086693i,0.00063503-0.0017261i,-0.00012929-0.0023857i,-8.4732e-05-0.0016024i,0.00012087-0.00091408i,-0.00014891-0.0011246i,-0.00096655-0.00011054i,-0.0015174+0.0012239i,-0.0014687+0.0010323i,-0.00043727+0.00021616i,0.00059113-6.5807e-05i,0.00045755+0.00010873i,-4.2896e-05+0.00014439i,-0.00036025-0.00011661i,-7.7994e-05-0.00014343i,-4.6982e-05-0.00023969i
0.00014032+5.1231e-05i,0.00086936+0.00063483i,0.00094592+0.00034249i,-0.00020413-0.00026015i,-0.0010163-0.00037288i,-0.00051534+5.0642e-05i,0.00024956+0.00011399i,0.00041951-0.00040757i,2.3165e-05-0.00050865i,-0.00041907-0.00092024i,-0.00044591-0.0010643i,-3.0453e-05-0.00033066i,-4.1496e-05+0.00032512i,-0.00092808+0.00079061i,-0.00095745+0.00048853i,-0.00021058+0.00033129i,-0.00010065+0.00090164i,-0.00089467+0.00051697i,-0.0012086-0.00025347i,8.9187e-05-0.0005052i,0.0011168-0.00041735i,0.0010079-0.00079655i,0.00076436-0.0008288i
-9.5382e-05-0.00085927i,0.00012397-0.00039839i,-6.5042e-05+0.00015238i,-0.00054275+0.00052772i,-0.00065304+0.0011458i,-0.00049993+0.00088027i,-0.00015796-0.00034532i,0.0001614-0.00045039i,0.0002356-0.00034207i,0.00040899-0.00080887i,0.00016176-0.0010272i,0.00025333-0.00034623i,0.00018435-0.00068259i,-0.00021374-0.0012654i,-0.00093911-0.00036132i,-0.00042779+0.00086712i,0.00045055+0.0013309i,-9.4879e-06+0.00085875i,8.4912e-06+0.00011371i,0.0004065+0.00013676i,2.1367e-05+0.00035165i,-0.00022336-0.00027014i,0.00024313-0.00088699i
0.0016029-0.0004512i,0.00071853+0.00022878i,0.00047587+0.0011517i,0.00041196+0.00097279i,-0.00043701+0.00078258i,-0.00081442+0.0011265i,-0.00036368+0.0010997i,0.00024373+9.0854e-05i,0.00021239-0.001156i,0.00028189-0.0013801i,0.00029017-0.0010312i,-4.3823e-05-0.0006785i,-0.00062554-0.00013977i,-0.00046814-0.00010818i,-4.013e-05-0.00033841i,-0.00017273-1.612e-05i,1.787e-05-0.00026241i,0.00030043-9.3338e-05i,0.0001821+0.00020126i,-0.00074369+0.00046219i,-0.00088028+0.00077512i,0.00028018+0.00051414i,0.00093944+0.00017752i
-0.00058714+0.00083035i,-0.00018529+0.0011132i,-0.00082523+0.00074432i,-0.0017499-0.00066062i,-0.0013072-0.0009762i,-0.00053985+1.6422e-05i,-0.0002615+0.00093411i,-0.00030636+0.00021135i,-0.00055371-0.00080244i,-0.00062014-0.0012912i,-0.00031865-0.0017286i,8.4986e-05-0.00090213i,0.00029632+9.7818e-05i,-0.00059351-0.00085159i,-0.0017171-0.00040482i,-0.0017311+7.8757e-05i,-0.00084363-0.00047009i,-0.0005827-0.00093393i,-0.00052358-0.00092723i,0.0003282-0.00068715i,0.00031656+4.1031e-05i,0.00014236+0.00030916i,0.00077466-0.00010579i
-0.00042334-0.0024979i,-0.00096775-0.0019884i,-0.0016207-0.0014889i,-0.0013851-4.7385e-05i,-0.001052+0.0016485i,-0.0011997+0.0018813i,-0.00049141+0.001108i,0.00016351-0.00014099i,-0.00017246-0.001221i,-0.00044379-0.0018684i,-0.00072494-0.0015689i,-0.00027142-0.0012953i,-8.9973e-05-0.0013559i,-0.00023687-0.00091176i,9.9842e-05-0.0010116i,0.00012088-0.00029542i,2.8619e-05+0.00026185i,-0.00043987-0.00012421i,-0.00035442-0.000302i,0.00051395-0.00047188i,0.00055605-0.00039397i,0.00015792-0.00036364i,8.9323e-05-0.00032811i
0.00092687+0.00054131i,0.00060346-0.001213i,0.0010613-0.0025764i,0.00036035-0.0031358i,-0.00087951-0.002478i,-0.0017969-0.00058672i,-0.0012389+0.00033716i,-0.00058731+0.00053249i,-0.00049983-0.00018435i,-0.00037683-0.00074075i,-0.00088165-0.00084816i,-0.00097103-0.00070799i,-0.00062086-0.0003091i,-0.00039937-0.00019726i,-2.0741e-05+2.51e-05i,-0.00012884+0.00018918i,-0.00081303+0.00017418i,-0.00061872-0.00010178i,-0.00025752-6.4782e-05i,0.00012585-8.6924e-06i,0.0007363-3.4269e-05i,0.0005442+0.00044984i,-0.00040049+0.0001738i
-0.0020634-9.2449e-05i,-0.0011736+0.0008755i,-0.0020405+0.0015385i,-0.0022989+0.0019994i,-0.00055066+0.0029768i,0.0011538+0.0025331i,0.0012106+0.00085391i,-0.00010211-0.00046535i,-0.0010719-0.0010044i,-0.00040578-0.0014401i,0.0001891-0.0010606i,0.00021568-0.00040044i,-0.00017589-0.000757i,-0.0002334-0.0010306i,-0.00048685-0.00042487i,-0.00042954-0.00028474i,-0.0001808-0.00077405i,-0.00083035-0.00028865i,-0.00079931-0.00043683i,0.00042118-0.0006125i,0.00052183-0.00036438i,-4.8315e-05-0.00028945i,0.00029835+8.8196e-05i
