-0.0018012+0.00040463i,-0.0018073+1.9882e-05i,-0.0014944+0.00080352i,-0.0011768+0.00030653i,-0.0018623-0.00058502i,-0.0027366-0.0007069i,-0.0021602+2.2899e-05i,-0.00018091+0.00072764i,0.0011565+0.0012805i,0.0013452+0.001311i,0.00073232+0.00073642i,0.00020171+9.5143e-05i,0.00060454-8.2313e-05i,0.0010966+0.00030012i,0.00010651+0.00073557i,-0.0010126+0.00050691i,-0.00091821-0.00038705i,-0.00020578-0.0007027i,1.1476e-05-0.00066038i,-0.00040945-0.00048512i,0.00030697+0.0003465i,0.00044937+9.0343e-05i,2.9587e-05-0.00084677i
-0.0012378+0.00029921i,-0.00035021-0.0022542i,0.00082566-0.0015539i,0.0018093-0.00038756i,0.002738-0.0018701i,0.003224-0.0025966i,0.0018007-0.0015161i,-7.9401e-05-0.0019813i,-0.0020067-0.0025323i,-0.0040684-0.0011389i,-0.0042746+0.0013944i,-0.0023429+0.003125i,-0.0013097+0.0023549i,-0.0011557+0.0018362i,0.00018925+0.0022373i,0.00092785+0.0012571i,0.001476+0.00030349i,0.0017918-0.00023533i,0.0011606-0.00026717i,0.00054924-0.00075887i,7.965e-05-0.00082972i,-0.00047015-0.00026857i,0.00028743-0.0003509i
-0.0015573+0.0025681i,-0.00159+0.0028645i,0.00080112+0.0019157i,0.0024134-0.0005904i,0.0017426-0.0027506i,-0.00018136-0.002962i,-0.0015945-0.0020947i,-0.0022907-0.00070378i,-0.0020658+0.0018364i,-0.00096004+0.0041615i,0.00094826+0.0039345i,0.0024114+0.0011045i,0.0029027-0.0012432i,0.003145-0.0010549i,0.001498-0.0009231i,0.00023787-0.00028917i,0.00041071-4.1384e-05i,0.00054632-0.00048952i,0.00092814-0.00019055i,0.0015415+0.00068361i,0.0012138+0.00043044i,0.00023367-0.00032478i,-0.00025354-0.00014253i
-0.0011195-0.0012544i,0.00055471-0.0021135i,0.0016837-0.0022626i,0.0017382-0.0025985i,0.00013197-0.0022764i,-0.001183-0.0019646i,-0.0015123-0.0013902i,-0.00071247-2.4496e-05i,0.0011804+0.0027169i,0.0041124+0.0034979i,0.0047434+0.0009686i,0.002841+6.8461e-05i,0.0018381+0.0019403i,0.0016041+0.0013356i,0.00055891-0.00020766i,-0.00078095-0.00059622i,-0.0011634-0.00051008i,-0.00060694+0.00037037i,-0.00035213+0.0015236i,-0.00082673+0.001488i,-0.00098221+0.00041356i,-0.00080663-0.0005354i,-0.0009189-0.0010009i
0.0011167+0.0062739i,0.0020594+0.0035722i,0.0046098+0.0024316i,0.0056773-0.00049171i,0.0043978-0.0025852i,0.0014898-0.0032896i,-0.00086251-0.0026664i,-0.00013507-0.0011411i,0.002267-0.0019348i,0.0033115-0.0057472i,0.00066939-0.0089077i,-0.0026465-0.0087976i,-0.0033234-0.0064974i,-0.0022141-0.0036945i,-0.00021233-0.001401i,0.0010218-0.00074086i,-0.00015296-0.0004326i,-0.0016038+0.00047819i,-0.0016459+0.00088862i,-0.0021235+0.00069467i,-0.0018247-9.8714e-05i,-0.0012537-0.00084898i,-0.0015919-0.0014337i
0.0012219-0.033076i,-0.0054531-0.021792i,-0.022265-0.016855i,-0.02923-0.003008i,-0.0253+0.0074818i,-0.013251+0.0079497i,-0.0048214-0.001601i,-0.0057362-0.0082765i,-0.0082622-0.0090986i,-0.012635-0.0044243i,-0.012638+0.0049352i,-0.0058638+0.011422i,0.00027777+0.010985i,-0.00067858+0.0075512i,-0.0041974+0.0060953i,-0.0030848+0.005259i,5.4261e-05+0.0020335i,0.0009506-0.0010136i,0.00095599-0.00034754i,0.0011372+0.00071441i,-5.81e-05+0.00015045i,-0.00091175+0.00078619i,0.00064903+0.0019889i
-0.0021796-0.0068473i,-0.0035164-0.0045533i,-0.0069173-0.0040014i,-0.0075594-0.00075806i,-0.0068012+0.0019493i,-0.0038217+0.0010773i,-0.0023027-0.001451i,-0.0034077-0.00099393i,-0.004398+0.0016114i,-0.0050057+0.0047919i,-0.0038494+0.0067343i,-0.0012388+0.0051845i,-0.00018099+0.0023474i,-0.00065485+0.0018431i,-0.00069072+0.0022725i,-0.00057479+0.001849i,0.00025092+0.00064039i,0.00081583-0.00044056i,0.00083616-0.00061386i,0.0010087-0.00051568i,0.00039239-6.4005e-05i,0.00059696+0.00036689i,0.0017274+0.00043816i
-0.00099351-0.0041639i,0.0012465-0.0028608i,0.0029978-0.0032932i,0.002901-0.0035886i,0.0022555-0.002818i,0.002514-0.0029602i,0.0029338-0.0038633i,0.0021182-0.0025455i,0.0021772+0.0018355i,0.0040013+0.0052453i,0.005647+0.0048754i,0.0050808+0.0027i,0.0036512+0.0012895i,0.0024775+0.00019933i,0.001294-0.00073237i,-0.00025506-0.00069835i,-0.00069079-0.0004793i,-0.00015429+9.8812e-05i,-2.0253e-05+6.6207e-05i,-0.00022486-0.00078932i,-6.7977e-05-0.00084775i,0.00026732-0.00017009i,2.1599e-05+0.00086163i
-0.00081615-9.2891e-05i,-0.0016963+0.0025688i,-0.0016886+0.0034713i,-0.001364+0.0021953i,-0.0015037-0.00025139i,-0.00060625-0.0015078i,0.0012594-0.0017058i,0.0031263-0.0010523i,0.0050024-0.001685i,0.0051147-0.0040256i,0.0014518-0.0047718i,-0.0023071-0.0037062i,-0.0030378-0.0022348i,-0.0019353-0.00080729i,-0.00063575-7.355e-05i,0.00030538-0.00070508i,0.00032024-0.00094641i,-0.00046104-0.00060923i,-0.0012707-0.00022067i,-0.00094363+0.00051388i,-0.00052851+8.899e-05i,-0.00049927-0.00033308i,-0.00063326+0.00063214i
-0.0016022-0.0033934i,-0.0017057-0.005931i,-0.0046059-0.005609i,-0.0044287-0.00087638i,-0.00071734+0.00088319i,0.0020138-0.0024054i,0.0012156-0.0051452i,-0.00076594-0.0052668i,-0.0012429-0.0048496i,-0.0015592-0.0062472i,-0.001784-0.0072808i,-0.0013085-0.0043988i,-0.00019224-0.0010747i,0.00018694+0.00011599i,0.00033624+0.0013747i,0.00076705+0.0023145i,0.0013081+0.0017289i,0.0011474+0.00076312i,0.00029546+0.00055291i,-0.00023103+0.00043348i,-9.6483e-05-0.00038916i,0.00014352-0.00077614i,-0.00051648-0.00044038i
0.0011709+0.00094201i,0.0021353+0.00053425i,0.0021803-0.0010289i,0.00055517-0.0029712i,-0.0014755-0.0053071i,-0.0024918-0.0066014i,-0.0035136-0.0070183i,-0.0063731-0.0052159i,-0.0087204-0.0020215i,-0.0096224+0.00050352i,-0.0076935+0.0040313i,-0.0039374+0.0061385i,-0.001678+0.0057236i,-0.0015962+0.0044912i,-0.0019946+0.0029066i,-0.0016056+0.0021983i,-0.00047503+0.0017696i,0.00046946+0.001122i,0.00028376+0.0012876i,0.00021861+0.0016778i,0.00039722+0.0013934i,-4.3227e-05+0.00058489i,-0.0001027+0.00012332i
-0.0011099-0.0014757i,-0.002337+0.00038648i,-0.0012964+0.00028426i,0.00077627-0.00090979i,0.0010554-0.00257i,-0.000232-0.0042585i,-0.001353-0.0041617i,-0.0029175-0.0020077i,-0.0040801+0.0018001i,-0.0023803+0.0055489i,0.0013785+0.0058745i,0.0044963+0.0024667i,0.0042995-0.0011097i,0.0026445-0.0028112i,0.0016022-0.0025451i,-0.00029486-0.00067233i,-0.0012895+0.00096052i,-0.00082351+0.00051331i,-3.4481e-05-0.00036592i,0.0003264-0.00034819i,3.6128e-05+9.6994e-06i,0.00014841+0.00033903i,0.00054497+0.00024651i
-0.001597-0.0014624i,-0.00032789-0.0029315i,-0.0015078-0.0024632i,-0.0022725-0.00193i,-0.00020167-0.0021534i,0.0017199-0.0037508i,0.0016916-0.0046365i,0.0020166-0.002095i,0.0031095+0.0022898i,0.0047955+0.0040223i,0.0048155+0.0031895i,0.0030735+0.0013674i,0.0025791+0.00011371i,0.0029039-0.00016537i,0.002223-0.00039426i,0.00096629-0.00074344i,-0.00011746-0.0010102i,-0.00029703-0.00038113i,0.00060391-0.00055988i,0.0003698-0.0011288i,-0.00068083-0.00087583i,-0.0012001-0.00053248i,-0.00010584+0.00040314i
7.1588e-05-0.0010963i,8.4577e-05-0.00080634i,-0.00056892-0.0017981i,-0.0013133-0.0031271i,-0.00073971-0.0028548i,0.00031434-0.0021434i,0.0005785-0.0024697i,0.0022683-0.002066i,0.005954-0.0019766i,0.0074952-0.0050835i,0.0034263-0.0082365i,-0.0013214-0.0071911i,-0.0024132-0.0036528i,-0.0017747-0.0017639i,-0.0013017-0.00066787i,-0.0001636-0.00074171i,0.00058616-0.0012646i,0.0002566-0.00087031i,0.00011481+6.2317e-05i,6.0312e-06+0.00064578i,-0.00033552+0.000328i,-0.00066828-5.3401e-05i,-0.00039375+0.00054392i
-0.0032172+0.0020201i,-0.0021871+0.00134i,-0.0025314+0.00087775i,-0.00098395+6.9467e-05i,0.00075468-0.0022623i,0.00093892-0.0053185i,0.00052512-0.0054275i,-0.00010169-0.0038372i,-0.00031429-0.0044938i,-0.0017915-0.0044426i,-0.003218-0.00079828i,-0.00078175+0.0025218i,0.0012702+0.002685i,0.00064237+0.0025422i,0.00055735+0.0032965i,0.00024847+0.0030088i,0.00095941+0.0022002i,0.001398+0.0021455i,0.00034708+0.0010644i,0.00058717+0.00074445i,0.00094658+0.0012165i,-3.5852e-05+0.00057758i,-0.00129-3.8101e-05i
0.0017903+0.00045089i,0.0011888-0.00084343i,0.0013468-0.0019603i,0.0011387-0.0024124i,-0.00056738-0.0032747i,-0.0024553-0.005522i,-0.0029251-0.0071184i,-0.00473-0.0064463i,-0.0067392-0.0044341i,-0.0079629-0.00083908i,-0.0063341+0.0019314i,-0.0029405+0.0017472i,-0.0016409+0.00042292i,-0.0017933+0.00018958i,-0.0023836-0.00025096i,-0.0019509-0.00090543i,-0.0017178+0.00014881i,-0.0012012+0.00087101i,0.00031928+0.00053036i,0.00014404+0.00046312i,-0.00027418+0.00014336i,0.00071745-0.00043903i,0.00086585-0.0011347i
-0.0018769-0.00027847i,-0.00084905-0.00059186i,-0.001518-0.001712i,-0.0027623-0.0026133i,-0.0024656-0.0036007i,-0.002116-0.0054012i,-0.0028741-0.006164i,-0.0050246-0.0036948i,-0.0061542+0.0011187i,-0.0032516+0.0054872i,0.0022398+0.0061816i,0.0059956+0.0027458i,0.0058644-0.00081928i,0.0036136-0.0022871i,0.0018905-0.0024238i,0.00012961-0.0010192i,-0.0011323-0.00022653i,-0.00087336-0.0003071i,-0.0011412-0.00062748i,-0.0010702-0.0013497i,-0.00067474-0.0012555i,0.00024839-0.00065519i,0.00085983-0.00069412i
5.9412e-05+0.0028457i,0.00012196+0.0022845i,-2.0684e-05+0.0003414i,0.0013295-0.0034165i,0.0032181-0.005818i,0.0031779-0.006044i,0.0023996-0.0042031i,0.0025199-0.0010851i,0.0043514+0.0011123i,0.0058698-0.00012116i,0.0039729-0.0030642i,-2.5745e-05-0.0034955i,-0.0014543-0.0010855i,-0.0011011+0.00078429i,-0.00091479+0.00070633i,0.00027147+0.00011853i,0.00058537-0.00023143i,-0.00012386-0.00042474i,0.00024013-0.0004555i,0.00059688-0.00061113i,6.7379e-05-9.614e-05i,-0.00080175+0.00078759i,-0.00072504+0.00096061i
-0.00027902+7.1219e-05i,-6.6687e-05-0.0011642i,0.0010839-0.0015195i,0.0027634-0.0022512i,0.0041695-0.0033656i,0.0042531-0.0046257i,0.0033699-0.0040524i,0.004288-0.0019221i,0.0064463-0.0017113i,0.0061351-0.0046103i,0.0031806-0.0062132i,0.00095738-0.0046189i,0.00041162-0.0025344i,-0.00095392-0.0015983i,-0.0014183-0.0010486i,-0.00040598-0.00064443i,0.00037612-3.6978e-05i,0.00066714+0.00043112i,0.00028626+0.00056058i,2.6065e-05+0.0013314i,0.00026031+0.00095352i,-0.00017314-0.00015427i,-0.0013791+0.00029958i
-0.0015034-0.0023402i,-0.00069425-0.0010669i,-0.0014425-0.0010657i,-0.0019403-0.0019408i,-0.001667-0.0014462i,-0.00090766-0.00084371i,-0.00017981-0.0011652i,-3.6578e-05-0.0011097i,-0.0013198-0.0015389i,-0.0031881-0.0013511i,-0.0044549+0.0010141i,-0.0031609+0.0038344i,-5.7725e-05+0.0051313i,0.0018512+0.0045968i,0.0015887+0.0030413i,0.0012716+0.0011729i,0.0011102+0.00036762i,0.00088313+7.6375e-06i,0.00055303-0.0003207i,-0.0003823+9.1824e-05i,-0.00028631+0.00065472i,0.00036519+0.00015174i,0.00027943-0.0010596i
-0.0019822-0.00018992i,-0.00059618-0.00079321i,-0.00031769-0.00046042i,-0.00069769-0.00055005i,-0.0017773-0.0013437i,-0.0024467-0.0033389i,-0.0032879-0.0042528i,-0.0047535-0.0029099i,-0.0063315-4.2492e-05i,-0.0051903+0.0027287i,-0.00070222+0.0026007i,0.0026788+0.00053654i,0.0019356-0.0020009i,0.00088539-0.0022126i,0.0015788-0.0013546i,0.002272-0.0013741i,0.0014876-0.0011198i,-0.0009875-0.00085053i,-0.0016854-0.001245i,-0.00061273-0.0019969i,-0.00031818-0.0015169i,0.00011346-0.00066135i,0.00080151-0.00051661i
0.00078213+0.00065i,-0.0002928+0.00075808i,-0.0011431+0.0012981i,-0.00216+0.00069719i,-0.002649-0.002022i,-0.0037852-0.0056791i,-0.0050071-0.0059942i,-0.0055893-0.0022682i,-0.0052761+0.0023259i,-0.0032402+0.0041766i,0.00049025+0.0030824i,0.0037508+0.0011748i,0.0039809+5.9678e-05i,0.0028405+4.5015e-05i,0.00085351+0.00071607i,-0.00072713+0.0015551i,-0.00083733+0.00093721i,-0.00070317-0.00053818i,-0.00061653-0.00020658i,2.5437e-05+0.00031652i,0.0006716-0.00062487i,0.0010444-0.00065638i,0.00072044+0.00062709i
0.003454-0.0023718i,0.003375-0.0023524i,0.0035696-0.0040975i,0.0013681-0.0065472i,3.2355e-05-0.0076396i,0.0015723-0.0059342i,0.0029528-0.0032439i,0.0033011-0.0017375i,0.0040799-0.0018653i,0.0043799-0.0036283i,0.0023565-0.0052237i,-0.0015469-0.0037627i,-0.0039787-0.0018058i,-0.0039194-0.0011247i,-0.0033157-0.00093511i,-0.0024947-0.00069455i,-0.0014055-0.00014929i,-0.00072219+0.00047287i,-0.00047687+0.00091676i,0.00046153+0.0013277i,0.00081965+0.0012831i,0.00097498+0.0011388i,0.00065638+0.0014556i
4.3771e-06-0.0049618i,-0.0026079-0.0049455i,-0.0048108-0.0069384i,-0.004002-0.0075247i,0.00066702-0.0060031i,0.0055225-0.0061948i,0.0060847-0.0069779i,0.0057138-0.0060242i,0.0061823-0.0046888i,0.0035709-0.0036946i,-0.00066088-0.0017173i,-0.00049658+0.00048377i,0.0017397+0.0012035i,0.0014069+0.00036401i,0.0010677-0.0004282i,0.00076094-0.00060446i,0.00021562-0.00037476i,-0.00011927+4.7523e-05i,-0.00053625+0.00031595i,-0.0011632+0.00021132i,-0.0012102+0.00016762i,-0.00038952+1.2566e-05i,-9.6693e-05-0.00020955i
-0.00010897-0.0022556i,5.9866e-05-0.00080593i,0.00034125+0.00036569i,0.001524+0.0029089i,0.0017517+0.0023145i,0.00066513-0.0019705i,-0.00032601-0.0051539i,-0.00042992-0.0050253i,-0.0005313-0.0027677i,-0.0017986-0.00058502i,-0.0039987+0.0014396i,-0.004017+0.0034652i,-0.0022892+0.00402i,8.6816e-05+0.0039174i,0.0022133+0.0034875i,0.0029635+0.0023713i,0.0030685+0.0011012i,0.0019751-0.00033247i,0.001081-0.0010344i,2.445e-05-0.0013032i,-0.0010303-0.0012419i,-0.00053183-0.00013158i,-0.00021155-5.3074e-05i
1.7455e-06+0.0016061i,0.0011768+0.0021473i,0.0023254+0.0035202i,0.0013932+0.0035253i,-0.0014427+0.0025695i,-0.0049016+0.0013305i,-0.0063083-0.00033707i,-0.0062237-0.00036299i,-0.0066163+0.0016553i,-0.0043383+0.0042806i,0.00038716+0.0037813i,0.0033411-0.00047416i,0.0030996-0.0027741i,0.0016866-0.0010922i,0.0023319+0.001107i,0.0024361+0.0014974i,0.0009071+0.0010633i,-8.9565e-05+0.00021297i,-0.00092859-0.00048142i,-0.00071775-0.00041358i,-0.00013736+0.00027566i,-0.00017252+0.00084566i,-0.00031416+0.00087643i
-0.00018125-0.0013328i,-0.00044338-0.0029883i,-0.0028979-0.0048279i,-0.0047428-0.0043364i,-0.0042951-0.002848i,-0.0043059-0.0034567i,-0.0053656-0.0032135i,-0.0066383-0.0011079i,-0.0062513+0.0011087i,-0.0036775+0.0014538i,-0.0005248-0.00026339i,0.0012353-0.0014993i,0.0010619-0.00053315i,5.0247e-05+0.0010134i,-0.0021888+0.0016604i,-0.0036881+0.0015916i,-0.0032023+0.0016963i,-0.0010694+0.0014488i,0.00099226+0.0014689i,0.0017322+0.0018558i,0.0013999+0.0014924i,0.0006579+0.00076105i,0.00091562+0.00059224i
-0.0021266+0.0007735i,-0.0044161+0.0029479i,-0.0048802+0.0031473i,-0.0023007-0.00048162i,0.00092852-0.0069483i,0.0023991-0.0098824i,0.0024034-0.0073831i,0.0018246-0.0022831i,0.0017898+5.6114e-05i,0.0021238-0.001591i,0.0015179-0.0030471i,0.00044897-0.0026673i,-0.00091883-0.0024638i,-0.0015916-0.0032545i,-0.0018103-0.0029825i,-0.0015453-0.0024459i,-0.00183-0.0011317i,-0.002436+0.0011192i,-0.0022119+0.0017167i,-0.0011692+0.0010321i,-0.00076357+0.00072358i,-0.00023628+0.00080406i,0.00052717+0.00013102i
0.0024586-0.004745i,0.0043114-0.0055072i,0.0052017-0.0066636i,0.0043752-0.0065951i,0.0046571-0.0074466i,0.0070256-0.0093373i,0.008806-0.0095591i,0.0094727-0.0069236i,0.0079737-0.0037431i,0.0032543-0.0027306i,-0.0011031-0.00063993i,-0.001369+0.0036824i,0.0025169+0.0047207i,0.004615+0.00251i,0.0040411+0.00053882i,0.0035623+5.0537e-05i,0.0029339-0.00032972i,0.0015883-0.0015616i,0.00046277-0.001915i,0.00026284-0.0010412i,-0.00011357-0.0003927i,-3.2224e-05-0.00054378i,-2.0969e-05-0.0011873i
-0.0017943+0.0020233i,-0.0038232+0.00037966i,-0.0039413-0.00016172i,-0.00096391-1.561e-05i,0.0014405-0.0011672i,0.0018572-0.0049278i,0.0027536-0.0090656i,0.0037208-0.010111i,0.0039834-0.0062527i,0.0042391-0.0011698i,0.0028729+0.00051219i,-0.00074216+0.00038732i,-0.0026228+0.00065472i,-0.0008627+0.0018741i,0.0016711+0.003241i,0.003521+0.003418i,0.0040729+0.0027358i,0.0030216+0.00088225i,0.0013331-0.00094151i,0.0003783-0.0014465i,0.00024933-0.00044414i,-0.00014913+0.00062031i,-0.00036526+0.00074336i
0.0022697+0.0023727i,0.0036848+0.001186i,0.0039759+0.00060117i,0.0011501+0.0012941i,-0.0018913+0.0038094i,-0.0043702+0.0042173i,-0.0067823+0.00099615i,-0.0084447-0.0015585i,-0.0080665-0.0017634i,-0.0040312-0.0010699i,0.0002969-0.0015643i,0.0021939-0.0035773i,0.0021393-0.0044627i,0.0012366-0.0019156i,-0.00010966+0.00060242i,-0.001914+0.0012212i,-0.0026947+0.00085145i,-0.0013549+0.00021362i,-2.3385e-06-0.00066083i,0.00041232-0.00086924i,0.00043855-0.0004834i,8.9858e-05-0.00047155i,-0.00091129+0.00035994i
-0.0025113-0.00103i,-0.002744-0.0011726i,-0.0026282-0.00020259i,-0.0028673+0.00066077i,-0.0034127+0.0010132i,-0.0033454+0.0010494i,-0.0049059+0.002326i,-0.0077761+0.0044496i,-0.0082702+0.0042344i,-0.0052188+0.0012147i,-0.0012308-0.001404i,0.00038156-0.0021785i,-0.0011027-0.0015083i,-0.0026666-0.001581i,-0.0040304-0.0023071i,-0.0053995-0.0018161i,-0.0050705-0.00034707i,-0.0032693+0.0010191i,-0.0012913+0.0013744i,1.0816e-06+0.00095275i,0.00057803+0.0005113i,0.00066886+4.5465e-05i,0.0010194-0.00020602i
-0.0035624-0.00013695i,-0.0028027+0.0012329i,-0.0038779+0.00024413i,-0.003512-0.0040115i,-0.00094634-0.0097128i,0.0023091-0.011973i,0.0025646-0.0073437i,0.001207-0.00036301i,-0.00039467+0.0036516i,-0.0030303+0.0044687i,-0.0028665+0.0041896i,0.00085024+0.0025414i,0.0040552-0.0013192i,0.00311-0.0044143i,0.00095401-0.004135i,0.00046123-0.0030054i,-6.145e-05-0.0022169i,-0.0017747-0.00092212i,-0.002619+0.00053482i,-0.0028524+0.00077277i,-0.0026436+0.00065357i,-0.0012205+0.00077746i,0.00034882+0.00024689i
0.0012094-0.002175i,0.002475-0.0033452i,0.0028876-0.0048608i,0.0026361-0.0075546i,0.0027187-0.011691i,0.0038339-0.01518i,0.0065089-0.014736i,0.009625-0.0094209i,0.010146-0.0036864i,0.0062687-0.00082666i,0.0019051+0.0015005i,0.00086935+0.0047667i,0.0021515+0.0065834i,0.002821+0.0057763i,0.0032734+0.0039187i,0.0044174+0.0025542i,0.005156+0.0003625i,0.0038659-0.0018392i,0.0018293-0.0022598i,0.00032354-0.0015201i,9.3377e-05-0.00064053i,4.7011e-05+0.00023749i,0.00016117-0.00013925i
-0.00090236+0.0010068i,-0.0015724+0.0013785i,-0.0016244+0.0015692i,0.00093202+0.0010681i,0.0036895+0.00017951i,0.0029921-0.0022269i,0.0010776-0.0071808i,0.0012586-0.010332i,0.0032097-0.0085629i,0.0045344-0.0044544i,0.0031719-0.0020415i,0.00020248-0.0018493i,-0.0019602-0.0014339i,-0.0015919-0.00032864i,0.00061784+0.0013858i,0.0018184+0.0030756i,0.0025684+0.003291i,0.002552+0.0017268i,0.0015463-0.00077684i,0.0010488-0.0015506i,0.00081545-0.0011768i,-0.00036897-0.00094405i,-0.0020361-0.00030204i
-0.0019351-0.0021725i,-0.00082255-0.003622i,0.0014896-0.00058394i,0.003404+0.0051057i,0.0038454+0.010796i,0.001574+0.010508i,-0.003723+0.0035784i,-0.0085698-0.002493i,-0.0087532-0.0039262i,-0.0027942-0.0038856i,0.0031279-0.0048925i,0.0038532-0.0054047i,0.0022476-0.0031124i,0.0012216+0.0001001i,-0.00011952+0.0001939i,-0.0017458-0.00076203i,-0.0027772+0.00039222i,-0.0023323+0.0010261i,-0.0009521-0.00039082i,-0.00026578-0.00092642i,-0.00070047-0.00087405i,-0.0011404-0.00063014i,-0.00073943+0.00062609i
-0.00061835+0.00087476i,-0.0010092+0.0022723i,-0.0028513+0.0017408i,-0.0050835+0.0010378i,-0.0053651+0.00013785i,-0.0028169+0.00063529i,-0.0020555+0.0025892i,-0.0056808+0.0054441i,-0.0084649+0.0072449i,-0.0074314+0.0056795i,-0.0050656+0.0035463i,-0.0032247+0.00086158i,-0.0029075-0.0014459i,-0.0038419-0.0023772i,-0.0048623-0.0040114i,-0.0058084-0.0044517i,-0.0053855-0.0024077i,-0.0038246-0.00026632i,-0.003211+0.0009996i,-0.0024815+0.0025776i,-0.0012124+0.0032528i,-0.00011723+0.002109i,0.00094551+0.00080728i
0.00088854-0.0032697i,-0.0015194-0.0052651i,-0.0030909-0.0072728i,-0.0056648-0.010188i,-0.0090518-0.014948i,-0.0074403-0.015113i,-0.0020729-0.0076855i,0.0016062+0.0016538i,0.0012537+0.0058995i,-0.0028256+0.0048514i,-0.0041388+0.0041148i,0.00063347+0.0037874i,0.0048279+0.00076723i,0.0047297-0.0022999i,0.0032283-0.0020078i,0.0016807-0.00043589i,0.0016115-4.0244e-06i,0.0012086+0.00028783i,-0.00043391-0.000201i,-0.00068527-0.00036743i,0.00028736+0.00064813i,0.00081903+0.0010128i,0.00046247+0.00011932i
0.0016189+0.00094254i,0.0034041+0.0026942i,0.0020346+0.0011618i,-6.5032e-06-0.0048559i,4.4545e-05-0.012555i,9.5136e-05-0.017247i,0.0026137-0.01531i,0.0075066-0.0099237i,0.0096425-0.0057105i,0.0071825-0.002927i,0.0033656+0.00063392i,0.0022138+0.0043055i,0.0023341+0.0065552i,0.0012818+0.0067464i,0.001048+0.0057618i,0.0015244+0.0045761i,0.0030114+0.0026105i,0.0040873-0.00024131i,0.0028266-0.0021861i,0.00090834-0.0022728i,-0.00055453-0.0020594i,-0.00091925-0.0020426i,-0.0012315-0.0013869i
-0.0046836-0.0030963i,-0.0050983-0.0040522i,-0.00038796-0.0034413i,0.0086503-0.0019369i,0.013276-0.00012584i,0.010913-0.0012337i,0.0039673-0.0071554i,0.00040877-0.011973i,0.0017803-0.012447i,0.003761-0.010974i,0.0036845-0.0093034i,0.0013835-0.0069539i,-0.00063146-0.0039625i,0.00023401-0.00076085i,0.0021591+0.0017102i,0.002119+0.0024279i,0.00070085+0.0018654i,0.00050308+0.00075038i,0.00060123-0.00046597i,0.0002172-0.001666i,-0.00081043-0.0026187i,-0.0019259-0.0027447i,-0.0016039-0.001772i
0.0012862+0.0014002i,0.0035025+0.0023232i,0.0043101+0.0035315i,0.0042213+0.0073044i,0.008241+0.011392i,0.0098731+0.010751i,0.0029538+0.0031966i,-0.0057578-0.0022598i,-0.0072628-0.00013311i,-0.0014917+0.0015328i,0.0026416-0.00082922i,0.0021637-0.0021614i,0.00051998-0.00017015i,-0.00061646+0.0017548i,-0.0023663+0.0013456i,-0.0034294-0.00032005i,-0.0026918-0.0010922i,-0.0022697-0.0021214i,-0.0014856-0.0014322i,-0.00046273+0.001257i,0.00044497+0.001219i,0.0015749+0.00019399i,0.0018651+0.0003926i
-0.0032707-0.0025597i,-0.0055463-0.0033416i,-0.0060972-0.0027006i,-0.0059684-0.0007753i,-0.0056856-0.00040401i,-0.0024881-0.0013836i,-0.00084397+0.00053447i,-0.0042678+0.0065847i,-0.0062341+0.012275i,-0.005161+0.01202i,-0.0041994+0.007879i,-0.0036364+0.002893i,-0.0032481-0.0021294i,-0.0026286-0.004705i,-0.0015427-0.0048477i,-0.0014378-0.0036814i,-0.0018199-0.0023534i,-0.0013994-0.00069988i,-0.00039252+0.00063684i,0.00054447+0.0020118i,0.0013935+0.0032166i,0.0028128+0.0023511i,0.003404+0.00066233i
0.00085872-0.0019308i,0.0021799-0.00026331i,-0.0019309+0.0007748i,-0.011292-0.0034516i,-0.019996-0.010546i,-0.020128-0.01364i,-0.010571-0.0083114i,-0.00038241+0.00043096i,0.002647+0.0030353i,-0.00045433+0.0020961i,-0.0015039+0.0045637i,0.0032753+0.006747i,0.0069844+0.0050797i,0.0053157+0.0031664i,0.0026892+0.0031472i,0.002038+0.0033003i,0.0015256+0.0024432i,0.00063726+0.001112i,0.00021177-6.5216e-05i,-0.00014587-0.00069766i,-0.00078273+9.2486e-05i,-0.0009412+0.0014674i,-0.00063103+0.0020726i
-0.0039902-0.00022212i,-0.0057336-0.0023611i,-0.0058808-0.006849i,-0.0034903-0.010362i,-0.0045204-0.013262i,-0.0076955-0.013439i,-0.0050545-0.010137i,0.0020813-0.0085142i,0.0047856-0.010931i,0.0016856-0.010912i,-0.0011263-0.0058312i,-0.0013378-0.00078055i,-0.00085342+0.0014936i,-0.00072915+0.0021966i,0.000371+0.0021881i,0.0011157+0.0010274i,0.00079208+0.00069876i,0.00085363+0.00099985i,0.00076453+0.00057219i,-0.00033409-0.0016617i,-0.0023822-0.0036163i,-0.0041116-0.0034787i,-0.0031142-0.0019551i
0.0035283-0.0041127i,0.0061004-0.0039326i,0.010335-0.0040351i,0.014911-0.0030176i,0.020552-0.00088263i,0.02029-0.00056976i,0.011328-0.004385i,0.0033684-0.0090084i,0.00054492-0.0089005i,0.0017263-0.0070028i,0.003447-0.006953i,0.0031169-0.0058597i,0.0027872-0.0035218i,0.002726-0.0013844i,0.0014081+0.0010017i,0.00042129+0.001935i,-0.00061082+0.00054899i,-0.0010423-0.00038076i,0.00026224-0.00040381i,0.0013631-0.00076855i,0.0012428-0.0014103i,0.0004311-0.0010219i,0.00030956+4.5322e-05i
