0.0015807+0.0018282i,0.0013062+0.001482i,0.00064571+0.0011742i,-0.00024729+0.00070565i,-0.0012775+0.0007276i,-0.0019965+0.0014959i,-0.0013151+0.0019106i,-0.00065005+0.0020603i,5.9036e-06+0.0015812i,0.00086518+0.00055112i,0.0012933-0.00021342i,0.00082429-6.7937e-05i,0.00034317-0.00024357i,0.00049518-0.00035564i,0.00029972+0.00032797i,-0.00029482+0.00016991i,2.6755e-05-0.00014079i,0.00074863+2.7951e-05i,0.0008855+9.3986e-05i,0.00057749-0.00017505i,0.00021318-0.00061445i,3.714e-05-0.00083448i,9.6845e-05-0.00084375i
-0.0017414-0.0015696i,-0.0022051-0.0010662i,-0.0024852+0.00016701i,-0.001728+0.0011863i,-0.00086076+0.0027705i,-0.0016943+0.002699i,-0.001711+0.0013597i,-0.0010862+0.00082971i,-0.00030401+0.00074381i,6.5889e-05+0.00019097i,-0.00013412+0.00032104i,-0.00052096+0.00056509i,-0.00028843+0.00010484i,0.00039874-0.00034682i,0.00015119-0.00072643i,-5.3205e-05-0.00064539i,0.00019315-0.00018356i,0.00055336+0.0001741i,0.00081267+0.00088915i,0.001085+0.0011666i,0.0011565+0.00049397i,-2.5244e-05+0.00034793i,-0.00062453+0.00049626i
0.0024609+0.001247i,0.0025095+0.0011007i,0.001153+0.0014193i,-0.00083557+0.0016358i,-0.0019396+0.001947i,-0.0014196+0.0029994i,-0.000674+0.0031987i,-0.00072952+0.0011191i,-0.00063104-0.0005907i,-0.00027829-0.00051992i,-0.00030635+0.00023536i,6.2422e-05+0.00059241i,-0.00029871+0.00032254i,-0.0009503+0.00054607i,-0.00022471+0.00077142i,0.00028174+0.00056113i,0.00034838-0.00024027i,0.00070228-0.00072512i,0.0010923-0.00091039i,0.0015593-0.00061069i,0.0020348-9.9237e-05i,0.0015473-8.066e-05i,0.00053128-5.0155e-06i
-0.0018231-0.00093696i,-0.0025071-0.00045318i,-0.0022749+0.00049333i,-0.0011933+0.0021441i,-0.0008628+0.0032913i,-0.00080021+0.0027457i,-0.00061856+0.0016497i,-0.00055222+0.00086779i,0.0001657-0.00019812i,0.00021589-0.0005074i,-0.0003153-0.00039354i,-0.00028802-0.00062845i,-0.00019673-0.0005546i,0.00024541-0.00052798i,0.0011778-0.00071317i,0.0012962-0.00042797i,0.00089981-0.0001196i,0.00032585+0.00022457i,8.4327e-05+0.00018872i,0.00011296-0.00013449i,0.00057572-0.00036622i,0.001101-0.00033642i,0.00084246-0.00019076i
-0.0003005-0.00081174i,-0.00080879+0.0011521i,-0.0021169+0.0012341i,-0.0023443+0.0023012i,-0.0013159+0.0034758i,0.00011216+0.0026146i,8.7834e-05+0.001499i,-0.0015929+0.0011338i,-0.0014363+0.00015377i,-0.00011669-0.00045988i,6.3722e-05+0.00047855i,0.00043837+0.0013195i,0.00060425+0.00058688i,0.00015068-0.00056194i,0.00049974-0.0010706i,0.0007007-0.0008034i,0.00051541-0.00043267i,0.0010808-0.00041183i,0.00057595-0.00050082i,-0.00032352-0.00044515i,-3.9385e-07-0.00010497i,0.00032351+0.00025988i,0.00048412+0.00075926i
2.7826e-05+0.00089149i,-0.00042596-0.00033191i,-0.00057053+0.00046657i,0.00064317+0.0017906i,0.00031035+0.0014125i,-0.00095954+0.00088886i,-0.0012165+0.0007351i,-0.0014978+0.00095405i,-0.0014112+0.0010374i,-0.00095243+0.00091273i,-0.00062299+0.00028753i,-0.00089758+0.00034348i,-0.00083064+0.00061142i,-0.00021646-3.097e-05i,-0.00030064-0.00037678i,0.00016965-0.00050063i,0.00054585-0.00030456i,0.00040123+0.00033562i,0.00033229+0.00027148i,0.00013995-0.00014063i,0.000357-0.00078028i,-0.00010619-0.00041797i,-0.00048564+0.0002486i
-0.0015333+0.0011096i,-0.001377+0.0030752i,-0.0016391+0.0036924i,-0.0020773+0.0032701i,-0.0018684+0.0033276i,-0.0016825+0.0021117i,-0.0016005+0.00084135i,-0.0011828+0.0011164i,-0.00087504+0.00074821i,-0.00043358+0.00093391i,-7.7441e-05+0.0011411i,5.6892e-06+0.00034038i,0.00052823-0.00029843i,0.00090336-0.00030169i,0.00053948+3.9508e-05i,-5.8045e-05-0.00011283i,2.8098e-05+2.2238e-05i,0.00085505-0.00044798i,0.0013861-0.00099275i,0.00074278-0.00068766i,0.00041532-0.00012018i,0.00028874+0.0010886i,-8.2415e-05+0.00096893i
-0.0015449-0.0016505i,-0.001511-0.00062752i,-0.0025818+0.00092538i,-0.0028241+0.0024891i,-0.0017814+0.0037123i,-0.00099752+0.0027607i,-0.0013388+0.0008789i,-0.0013833+0.00027559i,-0.00098-3.1938e-05i,-0.00026838+0.00071006i,0.00094729+0.00070956i,0.0014814+0.00011914i,0.00065389+9.4477e-05i,0.00046819+4.1629e-05i,0.00075989+0.00011026i,0.00052505+0.00020219i,0.00058937-4.8446e-05i,0.00041582-0.00039415i,0.00074332-0.00013336i,0.00040796+0.00040441i,-0.00029301+1.4696e-05i,-6.4323e-05+0.00014898i,0.00010524+0.00014966i
-0.00027027-3.1147e-05i,-0.00010673+0.0011654i,-0.000197+0.0019641i,6.6707e-05+0.0016395i,8.1545e-05+0.0022994i,-0.00021619+0.00221i,-0.00086808+0.0018016i,-0.00091836+0.0015907i,-0.00072957+0.0006363i,-0.00040712+0.00045169i,0.00033129-3.956e-05i,0.00057137-0.00092698i,0.00059458-0.00037015i,0.00076579-0.00014929i,0.00054992-0.00030139i,0.00042894+5.0055e-05i,0.00071375-0.00033215i,0.00070836-0.00063583i,0.00051863-0.00027027i,0.00063082-0.00034759i,0.00056547-0.00053667i,-0.00026338+0.0001604i,-0.0008295+0.0010791i
0.00082759+0.0010529i,0.00028304+0.00076574i,-5.44e-05+0.0014507i,0.0005883+0.0022007i,0.00068441+0.0019585i,-0.00033955+0.00079236i,-0.00099275+0.0006929i,-0.000638+0.0011661i,-0.00057859+0.0011597i,-0.0001482+0.00018624i,0.00015561+0.00011966i,0.00022741+0.00079633i,0.00046896+0.00083183i,0.00079782+0.00011422i,0.0008551-0.00024212i,0.00059526+0.0002774i,0.00037429+0.00050048i,0.00014663+0.00033748i,0.00042899-0.00041144i,0.00093731-0.0010591i,0.00031852-0.0015116i,-0.00045699-0.0012404i,-0.00058878-0.00057248i
0.00015731-0.0010615i,-0.0003772-0.00075418i,-0.0015916+0.00091747i,-0.0017181+0.0020763i,-0.00013896+0.0016416i,0.00038031+0.0012743i,3.8325e-05+0.0013795i,-0.00014068+0.0016449i,0.00017216+0.0013753i,0.00015397+0.00038825i,0.00033961+3.44e-05i,0.00021304+0.00056502i,0.00012625+0.00090655i,0.00049492+0.00050244i,0.00093222-1.4426e-05i,0.00085442+0.00060595i,0.00040303+0.00057814i,0.00028642+0.00035855i,0.00035759-7.2386e-05i,0.00043014-0.00063337i,7.8893e-05-0.00036638i,-6.5605e-05+3.917e-05i,0.00027049+0.00012428i
-0.0021435-0.00067633i,-0.0024291-0.00085799i,-0.001678+0.0003482i,-0.0010924+0.002068i,-0.00038781+0.002574i,0.00076389+0.001549i,0.00091681+0.00090745i,0.00041648+0.0011096i,0.00020297+0.0010966i,0.00025693+0.0012171i,0.00040906+0.0011052i,0.00032801+0.0010425i,-3.9108e-07+0.00036289i,-0.00044131-0.0004059i,-0.00055666-0.00020056i,3.2513e-05+0.00017483i,0.00043425+6.9981e-05i,0.00031097-0.00028701i,0.00086158-0.00021758i,0.00075501+0.00037875i,0.00018746+0.00026682i,0.00022327+9.4214e-05i,0.00021935+0.00086221i
-0.0017245+0.00076136i,-0.00099102+0.0013822i,-0.00010692+0.0021567i,0.00026285+0.0013412i,-0.00060566+0.00090228i,-0.00090207+0.0014267i,-0.00060181+0.0017931i,-0.0002319+0.001405i,-2.8972e-05+0.00033237i,0.00070183-0.00039144i,0.00066718-0.00046382i,-0.00022424-5.9851e-05i,-0.00035997+0.00019585i,0.00010555-0.00039959i,0.00098825-0.00013222i,0.00093852+0.00043778i,0.00051832+0.00016744i,0.0003418+0.00011794i,0.00028023+0.00023489i,0.00051122-0.00021945i,0.0003399-0.00025277i,5.0991e-05-7.4472e-05i,7.4689e-05-0.00014062i
-0.00030364+0.00024374i,-0.00078506+0.00023754i,-0.0011163+0.00057601i,-0.0019235+0.0012381i,-0.0016386+0.0020529i,-0.00085452+0.002242i,-0.00036584+0.0014238i,-0.00038797+0.0014608i,-0.00065905+0.0017051i,-0.00054628+0.00069932i,-0.00016897-0.00014227i,0.00023324-0.00036551i,0.00039289-0.00041792i,-0.00026368-0.00045519i,-0.00047812-0.00019784i,-0.00056225-4.6105e-05i,-0.00010514+0.00034993i,0.00092828+0.0010028i,0.00090453+0.00055884i,0.00073542-0.00011346i,0.00057492-0.00032437i,-0.00032893-0.00081531i,-0.00069647-0.00034016i
-0.0009175-0.00066432i,-0.00042959+0.00057805i,-0.00073656+0.0018456i,-0.0017231+0.0027564i,-0.0013022+0.0037539i,-0.00022495+0.0037391i,-0.00026319+0.0019311i,-0.00021193+0.00025058i,0.00029798-0.00025459i,0.00026121-0.00032747i,0.00013583+0.00025803i,-7.186e-05+0.00066664i,-0.00010631+0.00079162i,-0.00020636+0.00063234i,-0.00032931-0.00016942i,-0.00056566-0.00039375i,-0.00099566+0.00034155i,-0.00051876+0.00073435i,-0.00048264+0.00029292i,-9.0377e-05-0.00019371i,0.00028912+9.9255e-05i,0.00015544-0.00012556i,0.00044591-0.00084431i
0.00049314-9.3852e-05i,-7.6302e-05-0.00032777i,0.00038365+5.0866e-05i,0.00018472+0.00035386i,-0.00013977+0.0009408i,-6.8514e-07+0.00094704i,-0.0004128+0.0011129i,-0.00061661+0.0012721i,4.9135e-06+0.00065471i,0.00060563+0.00077177i,-9.3361e-05+0.00086346i,-0.00052851+0.00071929i,-0.00017609+0.0008393i,9.9624e-05+0.00048533i,-0.00014848+8.078e-05i,-0.00038158+0.00019046i,-0.00015929+0.00015824i,0.00053524-0.00042721i,0.00078229-0.00052755i,0.00013873-0.0005074i,-0.00029471-0.00027379i,-0.00028265-4.498e-06i,0.00019511-0.00011079i
-0.00018561-0.00083051i,-0.00094551+0.00029339i,-0.0021644+0.00088708i,-0.0020069+0.0012488i,-0.0015934+0.00092648i,-0.0018622+0.0011482i,-0.0013987+0.0012396i,-0.0011875+0.0010687i,-0.00099724+0.00025137i,-0.0005727-0.000144i,-0.00029484-0.00017263i,2.4245e-05+0.00014341i,0.00033808+0.00046678i,0.00058735+0.00057226i,0.0012712+0.00038563i,0.0015348-4.0431e-05i,0.00078755-0.0010166i,-0.00020441-0.0016947i,-0.00044974-0.0012558i,3.2939e-05-0.00048324i,2.1958e-06+9.5895e-05i,-0.00088361+0.00023382i,-0.0013586+1.0298e-05i
-0.00056619-0.0013961i,0.00012286-0.0017083i,-0.0003022-0.00041359i,-0.0017074+0.0011741i,-0.0027237+0.0020015i,-0.0018844+0.0020787i,-0.00061245+0.0011678i,-0.0009489+0.00078274i,-0.0013613+0.00074858i,-0.00091724+0.00033403i,-5.2886e-05+0.00034817i,0.00065413+0.00097816i,0.00086073+0.0010753i,0.00025146+0.00015753i,0.00057348-0.00043532i,0.0001236-0.00020333i,-1.082e-05+0.00046703i,0.0009511+0.00036014i,0.0015801+0.00029293i,0.0012214+0.00044138i,0.00016594+0.00091346i,-0.00079734+0.00059026i,-0.0012714-0.00023067i
0.001355-0.00013879i,-0.00016196+0.00087681i,-0.0013862+0.0011047i,-0.002093+0.0016498i,-0.002444+0.0026747i,-0.0023986+0.0032882i,-0.0011485+0.00267i,-0.00029354+0.00088629i,-0.00046734+0.00029068i,-0.0002723+0.00075446i,-8.5605e-05+0.00082689i,-0.00058287+0.0012163i,-0.00072567+0.00069007i,-0.00065057+0.00021377i,-0.00068007+0.00031003i,5.1181e-05+0.00028054i,0.0014165+0.00086418i,0.0017217+0.00073388i,0.00098953+6.8559e-05i,0.00093712-0.00012624i,0.0012302+8.703e-06i,0.0014009+0.00030879i,0.0010245+0.00046058i
-0.0019915-0.0014794i,-0.0014464-0.0011711i,-0.0010798+0.0013456i,-0.001624+0.0034845i,-0.0017336+0.0038992i,-0.00078906+0.0028783i,-0.00026448+0.0016147i,-0.0006334+0.00016185i,-0.0010225-0.00027221i,-0.00067916+0.00014666i,-0.00015038+0.00018034i,0.00053156+8.9547e-05i,0.00034853+4.6989e-05i,0.00030217-0.0002581i,0.00078184-5.4558e-05i,0.0010024+0.00040479i,0.00042594+0.00040304i,0.00028298+1.5902e-05i,0.00091516-0.00037794i,0.0011289-0.00070845i,0.00094908-0.00085704i,0.00036736-0.00088407i,1.8731e-05-0.00059105i
0.0019821-0.00066294i,0.00016959+0.00050813i,-0.0013393+0.0006056i,-0.0013553+0.00093655i,-0.00042642+0.0020481i,0.00030753+0.0016523i,0.00052133-3.478e-06i,0.00033509+9.5923e-05i,0.00062845+0.00081027i,0.00096091+0.00034898i,0.0001427-0.00060347i,5.7538e-05+4.7149e-05i,0.00011613+0.00032562i,7.4457e-05-0.00040618i,0.00041001-0.00036818i,0.00031292-2.9732e-05i,0.00021896+0.0001582i,-0.00020311+0.0001742i,-0.00054311-7.4668e-05i,0.00022553-0.00022917i,0.00066924-0.00041964i,-0.00010576-5.9212e-05i,-0.0003852+0.00052514i
0.0015035-0.0013406i,0.00054287-0.0009472i,-0.0011477-0.00014374i,-0.0015992+0.0007963i,-0.0014144+0.0012217i,-0.0011391+0.0012331i,-0.00093737+0.00085178i,-0.00098998+0.00035081i,9.2695e-05+0.00035156i,0.0012343+0.00012822i,0.0010627-0.00031639i,0.00082027-0.00024762i,0.00084811+0.00018785i,0.00091614+0.00034568i,0.0011031-0.00014105i,0.0012974-0.00084995i,0.0016263+1.9236e-05i,0.0011623+0.00099623i,0.00023812+0.0010099i,0.00070893-4.625e-05i,0.00081781-0.00075557i,0.00016808-0.0001495i,-3.1514e-05+0.00035673i
0.0019557+0.002273i,0.0010798+0.0019876i,0.0013944+0.00092144i,0.00068322-0.00022316i,-0.0010598-0.00040967i,-0.0021636+0.00041975i,-0.0020181+0.0013617i,-0.0012297+0.0019258i,-0.00011394+0.0012243i,0.00095493-0.0008446i,0.00088792-0.0014966i,0.00051551-0.00074184i,0.00048514+0.00012335i,0.00031836+0.00033008i,0.00033895-2.2102e-05i,-0.00034048+0.00055676i,-0.00052247+0.0015691i,4.1031e-05+0.0011441i,0.00021384+0.00015777i,-1.3427e-05-0.00081761i,-0.00044945-0.00079135i,-0.00069729+0.00024123i,-0.00052726+0.0010835i
0.00041266-0.00026228i,-0.00023281-0.00030632i,-0.00047294+3.6602e-05i,-0.0013268+0.00095755i,-0.0012744+0.0016956i,-0.00032818+0.0021104i,-9.9577e-06+0.00224i,-0.00011279+0.0020384i,0.00024903+0.0017401i,0.00035443+0.00010509i,-0.00023851-0.0016208i,-0.00013143-0.0010936i,-0.00032698-5.66e-05i,-0.00020228+0.00023814i,0.00013923+0.00034289i,0.00043948+7.5829e-05i,0.00079866-0.00057947i,0.00058748+6.6986e-05i,0.00029493+0.00079107i,-5.5122e-05+0.0005361i,6.2213e-05+6.6698e-05i,4.7078e-06-0.00015907i,-0.00096658-6.1548e-05i
-0.00024475+0.0012595i,-0.0010824+0.0012517i,-0.0011796+0.0014424i,-0.0010941+0.0018557i,-0.0011412+0.0026802i,-0.00010983+0.0025068i,0.00068228+0.0013672i,-0.00016025+0.00065724i,-0.0012604+0.00067905i,-0.00064701+0.00052893i,0.00090927+0.0005373i,0.0009943+7.0556e-05i,0.00048307+6.676e-05i,0.00030482+0.00028994i,0.00072542-0.00031479i,0.0015591-0.00044476i,0.0015715-6.0203e-05i,0.00057489+2.946e-05i,0.00015087-0.00022668i,0.00049384-0.00064173i,-0.00016563-0.00067789i,-0.00095794-0.00042441i,-0.00096442-0.00042073i
-0.0016812-0.00014034i,-0.00061716+0.0011131i,-0.0007044+0.002474i,-0.0018865+0.0031742i,-0.0017715+0.0037802i,-0.0011861+0.0038785i,-0.0014621+0.0024856i,-0.0019772+0.0011316i,-0.0013568+0.00053682i,-0.00024366+0.00034422i,-7.6088e-06+0.00029472i,8.7854e-05+0.00016665i,0.00039331+6.3992e-05i,0.0010884+0.00029016i,0.0016066+0.00048719i,0.0019887-0.00040052i,0.002007-0.0010888i,0.0012741-0.0007283i,0.0011213-0.00016048i,0.0012093-0.00088237i,0.000237-0.0013217i,-0.00088479-0.00024858i,-0.0012994+0.0003976i
-0.0011674-0.0011551i,-0.0015341+0.0002465i,-0.0026872+0.001699i,-0.002777+0.0036032i,-0.0021409+0.0043079i,-0.00064477+0.0026904i,0.00025282+0.00029749i,-0.00014536-0.0010692i,-3.0074e-05-0.0016761i,0.0006025-0.00082436i,0.00055582+0.00080134i,0.00016984+0.00080941i,-0.00013994+0.00072627i,-9.371e-05+0.00095197i,0.00044655+0.00048833i,0.0010953-8.5638e-05i,0.0009025-0.00076235i,0.00018893-0.00049934i,0.00019633-0.00017532i,0.00041518-0.00025775i,-0.00013136-8.8479e-05i,-0.00043116+0.00028824i,-0.00011135+0.0004409i
0.00015451-0.00066961i,0.0010492-0.00019994i,2.1459e-05-0.00017734i,-0.00049327+0.0005351i,-0.00068663+0.0016944i,-0.00020592+0.001789i,0.00014625+0.0011564i,0.00010582+0.0012807i,-0.0011156+0.0012575i,-0.00097232+0.00060709i,-9.7181e-05+4.2036e-05i,-5.9234e-05-7.4767e-05i,0.00037708+0.00031244i,0.0010059+4.7944e-05i,0.001115-0.00010637i,0.0008879+7.1483e-05i,0.00054703-0.0001643i,0.00055525-8.7583e-05i,0.00067854+8.1256e-05i,0.00037774-0.00035505i,0.00037638-0.00026021i,0.00077193+0.0001568i,0.00076366-0.00011155i
0.0003582+0.00036823i,-0.0010113+0.00014896i,-0.0017413+0.00012265i,-0.0020943+0.00064301i,-0.0026187+0.0006089i,-0.0028965+0.00048699i,-0.0019113+0.00061302i,-0.0012736+0.0010481i,-0.0016931+0.0013185i,-0.0012598+0.0012972i,0.00013461+0.0010351i,0.00022689+0.00069164i,9.6749e-05+0.00047767i,0.00082826+0.00030806i,0.00099105-3.2064e-05i,0.0005014-0.00027439i,0.00012033-0.0004277i,0.00034832-0.00054149i,0.00052389+8.4955e-05i,0.00036333+0.00071617i,0.00012661+0.00083977i,-0.00024548+0.00038245i,-0.00056422-7.1849e-05i
-9.7089e-05-0.00018336i,-0.0011366+0.00048115i,-0.0011836+0.0024207i,-0.0012567+0.0032567i,-0.0012371+0.00331i,-0.001582+0.0028687i,-0.0014308+0.0022347i,-0.0008031+0.0018507i,-0.00029966+0.0010869i,1.7207e-05-0.00017109i,-0.00010139-0.00036056i,-0.00050959+0.0002286i,-9.9518e-05-0.00011442i,0.00052874-0.00049412i,0.00043326+7.5709e-05i,-0.00023911+0.00011802i,-0.00052265-0.00055491i,-0.00019411-0.00040015i,0.00019904-9.6559e-05i,0.00041086+0.00013946i,0.00013515-0.00017896i,-4.4565e-05-0.00088134i,-0.00011484-0.0013587i
-0.00015006-0.0024931i,-0.0012428-0.0017036i,-0.0025685-0.0012193i,-0.0040244+0.00035815i,-0.0047034+0.0027751i,-0.0030327+0.0039406i,-0.0008074+0.00277i,-1.3936e-05+0.0009466i,0.0006343+0.00033255i,0.0012164+0.00088238i,0.00059814+0.001113i,-0.0004198+0.0010515i,-0.00026736+0.00067969i,0.00010078+0.00034836i,0.00012501-0.00023817i,-0.00011841-0.00035393i,-0.00021515-0.00040599i,0.0002429-0.00097033i,0.00027926-0.0012101i,0.00042748-0.00031858i,0.00073051+1.6986e-05i,-0.00029442-0.00030201i,-0.00047059-0.00040027i
-0.00092403-0.00064649i,-0.00062976-0.00046185i,-4.2654e-05+0.00060926i,0.00034258+0.0026237i,0.00089487+0.0036945i,0.0011078+0.0025036i,0.00061255+0.00089584i,-0.00043112+0.00064385i,-0.00066032+0.00035559i,-7.1662e-05+8.4179e-05i,0.00081468-9.8702e-05i,0.0005257+0.00015424i,-0.00054662+0.00061127i,-0.00026937+0.00024225i,1.1552e-05-0.00055507i,0.00019256-0.00056104i,0.00034891-0.00033016i,0.00023121-0.00062896i,0.00036094-0.00034208i,0.00054942+0.00013458i,0.00014471+0.00015157i,-0.00035948+2.7514e-05i,-0.00036855+5.8613e-05i
-0.0018128+0.0017572i,-0.0016745+0.0012731i,-0.0014442+0.0013003i,-0.0012674+0.0020359i,-0.00067428+0.0011144i,-8.7589e-05-0.00049364i,-0.0010513+0.00027665i,-0.0014267+0.0016487i,-0.00067814+0.0015844i,-0.00060145+0.00066455i,-0.00032105-0.00019651i,0.0004287-0.00063979i,0.000936-0.00020915i,0.00048071+0.00032721i,-9.3665e-05-0.00016857i,0.00017552-0.00013014i,8.308e-05-7.8169e-05i,-0.00036956-0.00037735i,-3.5179e-05+0.00025583i,0.00044894+0.00018885i,0.00044292+0.00047232i,-0.0002528+0.00054509i,-0.00065802-0.00019569i
-1.7356e-05-0.00023641i,0.00075322+0.00045427i,0.0001822+0.0014252i,-0.00097887+0.0016724i,-0.00094556+0.0012277i,-0.00021017+0.0013699i,-0.00037093+0.0016217i,-1.365e-06+0.0010329i,0.00082575+0.00072949i,0.00097314+0.00052503i,0.00047874+0.00078667i,0.00015407+0.00069506i,0.00087699+0.0005932i,0.0016358+0.00033314i,0.0014154+0.0012176i,0.00093463+0.0014967i,0.00081037+0.00061967i,0.0010357+2.504e-05i,0.00074843-0.00058203i,0.00052505-0.0011304i,0.00037907-0.00070408i,-0.00062422-2.9663e-05i,-0.0018072+0.00023258i
-0.00046502+0.00039059i,-0.001039+0.00043126i,-0.00079759+0.00053085i,8.3367e-05+0.0014525i,-0.00024546+0.0026084i,-0.0017453+0.0021687i,-0.0016078+0.0016215i,-0.0002823+0.001291i,-5.69e-05+0.00080028i,-0.00014784+0.0011i,5.2632e-05+0.0010281i,-0.00014284+0.00031836i,8.5834e-05-0.00053743i,0.00013591-0.0003846i,-9.0963e-06+8.6967e-05i,0.00052298+0.00029789i,0.00083654+4.2302e-05i,0.00052542-0.00030562i,0.00039757-0.00028603i,0.00093454+0.00039143i,0.0012181+0.0010739i,0.00048003+0.0011669i,-0.0004163+0.0008129i
0.00050002-0.00058527i,9.7418e-05-0.00043592i,-0.00017464+4.764e-05i,-0.00032901+0.00091256i,-0.0010952+0.0020643i,-0.0018945+0.002745i,-0.0021273+0.0017786i,-0.0019474+0.00066219i,-0.00098361+0.00024701i,-0.00014125+0.0007358i,-0.0002432+0.0012372i,-0.00018332+0.00093935i,-0.00025492+0.00066541i,-5.0208e-05+0.0002192i,0.0005152-0.00019461i,0.00046936-0.00036326i,0.00039297-6.2753e-05i,0.00042003+5.1622e-05i,0.00036739-0.00019506i,0.00085148-0.0002722i,0.0011498-0.00023701i,0.00039653+0.0001581i,-0.00015674+0.00051572i
-0.0016724-0.0010732i,-0.0029581+0.00010669i,-0.0034295+0.0010778i,-0.0014603+0.0027749i,-6.9767e-05+0.003706i,-8.5447e-05+0.0024855i,-0.00064792+0.0010651i,-0.0019414+0.00070291i,-0.0017406+0.00042303i,-0.0006447+0.00038914i,0.00064586+0.00051809i,0.00044347+0.00092173i,0.00022972+0.00058029i,0.00031195-0.00042858i,-0.00016137-0.00050527i,0.00035352-0.00028746i,0.00073629-7.1098e-05i,0.0016625+0.00068051i,0.0023614+0.00074975i,0.0015327-9.1738e-06i,0.00041551-0.00053382i,-1.3381e-05-0.00081572i,-8.5137e-05-0.00091777i
0.00058929+0.00031794i,0.0011145+0.0014303i,-9.1289e-06+0.0028322i,-0.0013742+0.0033909i,-0.0014424+0.0034684i,-0.0008622+0.0028723i,-0.0013017+0.0018598i,-0.0013598+0.0016525i,-0.00022358+0.0020091i,-0.00010031+0.0015463i,-0.00014686+0.0010667i,0.00025423+0.00093459i,3.28e-05+0.0010034i,-8.3484e-05+0.00080603i,2.3354e-05-0.00014875i,-4.3671e-05-0.00069497i,-0.00016269-0.00021686i,0.00049161+0.00056122i,0.00049488+4.3479e-05i,-6.6344e-05-0.0010541i,9.978e-05-0.0010305i,0.00015399-0.00065138i,0.00036729-0.00043547i
-0.0017179+0.00050914i,-0.0025197+0.00081842i,-0.0022189+0.0015903i,-0.0012575+0.0020155i,-0.0012962+0.001972i,-0.0017096+0.0014756i,-0.001308+0.0011767i,-3.2398e-05+0.0011019i,0.00096746+0.00058509i,0.00075066+0.00049101i,0.0001295+0.00022825i,-0.00057524-0.00027466i,-0.0010473-0.000474i,-0.00043866-0.00035617i,-2.3392e-05+0.00011132i,0.00046943+0.00061726i,0.0011246+0.00096401i,0.0012687+0.001716i,0.0011204+0.0019963i,0.00084028+0.00162i,0.00017108+0.00082178i,0.00019632+0.00065441i,0.00024683+0.00055995i
-0.00042979+0.00016435i,-0.00016445+0.001381i,-8.019e-05+0.0020181i,0.000345+0.0019842i,0.00047748+0.0022479i,0.00012396+0.0020238i,-0.00078855+0.0016042i,-0.00098041+0.00085913i,-0.00056581-0.0003894i,-0.00045916-0.00030653i,-0.00015763+0.0001149i,0.00043854-3.5539e-05i,0.00043046+0.00013889i,0.00039309+0.00024829i,0.00059506-1.9647e-05i,0.00087079-0.00017944i,0.0014184-0.00041534i,0.0016462-0.00036809i,0.0013065+0.00035923i,2.5411e-05+9.2589e-05i,-0.00050602+0.0001756i,2.2018e-05+0.00084951i,-0.00045536+0.00045892i
-0.0016238-0.0012559i,-0.002372-0.0018076i,-0.0033213-0.0012647i,-0.0037559-0.00043598i,-0.0032531+4.3532e-05i,-0.0024929+0.0011391i,-0.0015758+0.0015137i,-0.0011425+0.00049249i,-0.0011074+0.00015384i,-0.0004884+0.00048005i,-0.00023892+4.5508e-05i,-0.00045153-0.00071635i,-0.00029315+0.00053728i,-0.0002047+0.001324i,0.00040902+0.00058095i,0.00098062+0.00040486i,0.00065433+0.00054497i,0.0002176+0.00024325i,0.00023554-0.0001685i,0.00077509-0.00048069i,0.00045407-0.00039435i,-0.0006245-0.00022399i,-0.00054694-0.00064246i
-9.7871e-05+0.0023577i,0.00077662+0.0031553i,-0.00046725+0.0034351i,-0.0022091+0.0033229i,-0.002375+0.0031106i,-0.0017913+0.0027718i,-0.00093775+0.0021685i,0.00040594+0.0017714i,0.0011818+0.00079607i,0.0015203+0.00024359i,0.0012566-3.3698e-05i,0.00049478-0.0001048i,4.6775e-05+0.00080401i,-0.00024928+0.0011025i,-0.00012993+0.00066127i,0.00032368+3.5456e-05i,0.00069758-0.00058789i,0.00085363-0.00095855i,0.00096373-0.0010376i,0.00095659-0.00031379i,0.00026839+0.00042742i,-0.00059515+0.0008405i,-0.00026256+0.00020095i
-0.0013318-0.0023681i,-0.0017044-0.0025652i,-0.0022558-0.001294i,-0.0023662+0.0020077i,-0.0037507+0.0041032i,-0.0038269+0.0035036i,-0.0016488+0.0016558i,-0.00030362-0.00017778i,0.00026129-0.00022921i,4.6396e-05+0.00028026i,-0.00075406+0.00068794i,-0.0010573+0.0009093i,-0.00070669+0.0012535i,1.635e-05+0.0011138i,-0.0002562+0.00092843i,-0.00043181+0.00067677i,0.00023883+0.00018183i,0.00040583+0.00034467i,-0.00025347+0.00044581i,-0.00033811+2.8857e-05i,-0.00022692-0.00046777i,-0.0004028-0.0010501i,1.6542e-05-0.0011315i
0.00063633+0.00081899i,0.00014465+0.0014459i,-0.00067145+0.001622i,0.00067479+0.0020303i,0.0014348+0.0029562i,0.00064935+0.0026858i,0.00011704+0.0013916i,-0.00056153+0.00043551i,-0.00074321-0.00013705i,7.0526e-05+1.3901e-05i,0.00048543+0.00086156i,0.00042532+0.00091993i,8.7452e-05+0.00091701i,-2.2767e-05+0.0011519i,-2.3863e-05+0.00062623i,-0.00044283+0.00023051i,-0.00050263+0.00039596i,0.00015341+0.00010496i,0.00032567-0.00053554i,0.00012092-0.0011931i,0.00020279-0.0010171i,-0.00015518-0.00047919i,-0.0010009-0.00038419i
