-0.002464+0.00041246i,-0.0029503+0.0003137i,-0.0033856+0.00082373i,-0.0014561+0.0011216i,-0.00052489+0.001741i,3.783e-05+0.0021212i,0.00065114+0.0025996i,0.00094203+0.0027561i,0.0014821+0.0014802i,0.002365-0.00034452i,0.0015451-0.00069696i,0.00023402-0.00090474i,0.00027745-0.00084138i,0.00032927-0.00020477i,7.7523e-05+0.00022463i,5.6242e-06+0.00023043i,0.00022348-6.0099e-06i,0.00032532-8.3814e-05i,0.00039685-0.00014046i,0.00010425-0.00014694i,5.3748e-05-0.00031923i,-0.00040653-0.00032275i,-0.00057796+0.0002953i
-0.0013915-0.0036805i,-0.00066979-0.0036316i,-0.00056823-0.0037217i,-0.0008461-0.0030761i,-0.0012719-0.0021576i,-0.0015613-0.0007076i,-0.0015159+0.0005367i,-0.00095253+0.0019041i,0.00026857+0.0039513i,0.00097764+0.0048702i,-0.0002336+0.004131i,-0.00094311+0.003296i,-7.0634e-05+0.002123i,0.0013447+0.0003105i,0.0018759-0.00055855i,0.0017323+1.9615e-05i,0.001287+4.3121e-05i,0.00052844-0.0013672i,-8.815e-05-0.0019227i,-0.00035738-0.0013724i,-6.2094e-05-0.00056403i,-0.00073815-0.00014921i,-0.0013061+0.00037975i
0.0011423+5.8185e-05i,0.0013296+0.00094801i,0.00085997+0.0010421i,0.0012819+0.0011238i,0.0017199+0.0012711i,0.00062134+0.0010962i,-0.00045107+0.0012597i,0.0002683+0.0022228i,0.0031332+0.0023992i,0.0046191+0.0023237i,0.00343+0.0025928i,0.0021089+0.0026841i,0.0013785+0.0017223i,0.00048608-0.00033417i,-1.5211e-05-0.0016515i,-0.00028807-0.0016829i,-0.00036599-0.00089846i,-0.00063147-0.001107i,-0.00088091-0.0011693i,-0.00078965-0.00053059i,-0.00050495-0.00060947i,0.0003803-0.00039674i,0.00081115-0.00014362i
-0.0030787+0.00020378i,-0.0022791+0.00067868i,-0.0013784-0.000458i,-0.001473+0.00013398i,-0.0019194+0.0020952i,-0.00092263+0.0021623i,0.00044478+0.0015058i,0.0020423+0.00024777i,0.0037934-0.00058672i,0.0048101-0.00071662i,0.0051109-0.00028952i,0.0045263+0.0013328i,0.0025383+0.00081825i,0.00063529-0.00059469i,-0.00044144-0.0011056i,-0.00070215-0.0012525i,-0.00070285-0.0005258i,-0.0011892-5.3574e-05i,-0.00066437-9.3577e-05i,4.4949e-05+0.00014604i,0.00010484+0.00053338i,0.0008294-5.8343e-05i,0.0017895-0.00083078i
0.00042367-0.0014184i,0.0015275-0.0015235i,0.002068-0.0012393i,0.0019071-0.00026318i,0.0019633+0.0018145i,0.0012966+0.0025796i,0.00026999+0.0012391i,5.907e-05-0.0002248i,0.00052404-0.0014027i,0.0015953-0.0025219i,0.0026402-0.0032741i,0.001862-0.0030579i,0.00052978-0.0016944i,-0.0010531+4.0499e-05i,-0.0023974+0.00099434i,-0.0024538+0.00085666i,-0.00054253+0.0006307i,0.00048837+0.00097844i,0.00037267+0.0010342i,0.0010206+0.0012225i,0.0011872+0.000988i,0.0010784-6.0014e-05i,0.00065512-0.00073249i
0.00031478+0.0015492i,-0.00087774+0.0017128i,-0.00087046+0.0023699i,-0.00039306+0.0024181i,-0.00032093+0.0014945i,0.00064621+0.00091506i,0.0012477+0.00081331i,-7.0818e-05+0.00083197i,-0.0014359+0.00035739i,-0.0012206-0.00094742i,-0.00038435-0.002498i,-8.4843e-05-0.0030369i,0.00015668-0.0015854i,-0.00050382+0.00043567i,-0.0015953+0.0016607i,-0.0013516+0.001159i,-0.00051915+1.5178e-05i,0.00030644-0.00076996i,0.0010166-0.0012412i,0.0011338-0.00081111i,0.00059513-0.00029301i,0.00030862-0.00025208i,-0.00039714-0.00034211i
-0.0015373-0.00086923i,-0.00092951-0.0027892i,-0.00092538-0.0040663i,0.0013875-0.0040458i,0.0034113-0.0026034i,0.0029483-0.0014124i,0.00043596-0.0020659i,-0.0017541-0.00032224i,-0.0029319+0.002705i,-0.0030723+0.0030434i,-0.0027665+0.0011899i,-0.0028183+0.00012427i,-0.0030683+0.00090428i,-0.0018124+0.0017102i,5.1035e-06+0.0016375i,0.00073626+0.0012141i,0.00081696+0.00053785i,0.0007024-0.00023902i,0.00028941-0.00065235i,0.00033101-0.00062836i,0.00048423-0.00014227i,0.00021838+7.3891e-05i,-0.00023114-0.0005522i
-0.00054145+0.00035663i,-0.00043881+0.00050984i,-0.0018528+0.0013553i,-0.002922+0.0017552i,-0.0032096+0.00021718i,-0.004073-0.0011669i,-0.0047536+0.00021955i,-0.0027972+0.002679i,0.000133+0.0047315i,0.0010374+0.0053504i,0.00011797+0.0038643i,-0.00029977+0.0022465i,0.00093344+0.0011094i,0.0020353+0.00039735i,0.0020553+0.00025285i,0.0013366-0.00032974i,2.1997e-06-0.0012395i,-0.00059562-0.0015973i,-0.00032977-0.0020788i,1.8886e-05-0.002056i,0.00059249-0.00069129i,0.000729+0.00032704i,-0.00023772+0.00033068i
0.00075156-0.0026526i,-0.00044645-0.0029576i,-0.00081836-0.003294i,-0.0015502-0.0021509i,-0.0026435+0.00022578i,-0.002544+0.0028521i,-0.00080659+0.0044037i,0.0013236+0.0045068i,0.0035534+0.0038146i,0.004454+0.0037994i,0.0031001+0.0040436i,0.0003965+0.0034587i,-0.0011571+0.0026132i,-0.0012336+0.0013958i,-0.0012799+0.0010743i,-0.00053112+0.0010958i,4.6754e-05+0.0004797i,0.00027439+0.00018458i,0.00060409+0.00015618i,0.00021287-0.00048959i,-4.5715e-05-0.00052041i,0.0004587+0.00023288i,0.0010506+0.00059561i
-0.0023925+0.0011283i,-0.0017772+0.0019306i,-0.0021335+0.0046057i,-0.00040743+0.0063154i,0.0019207+0.0052944i,0.0022452+0.003549i,0.0015707+0.0031233i,0.0027858+0.0018815i,0.0050095-0.00072621i,0.0065626-0.0012642i,0.0059445+0.00023686i,0.0044059+0.0013147i,0.003347+0.0018642i,0.0019817+0.001357i,0.0014974-0.00037354i,0.001949-0.0012626i,0.0016879-0.00071443i,0.00066384-0.00012686i,4.8779e-05-0.00042483i,0.0003406-0.00074636i,0.0007283-0.00099883i,0.00083264-0.00049442i,0.00051286+0.00049333i
0.00068841+0.00098346i,0.00057822-7.7546e-05i,0.0016135-0.00023885i,0.0030649-0.00029136i,0.0033748+0.00045939i,0.004165+0.0016366i,0.0044165+0.0011855i,0.0039423-0.0012635i,0.0030635-0.0031763i,0.0027143-0.0040475i,0.0029225-0.0042276i,0.0032-0.003154i,0.0024348-0.0017454i,0.001401-0.00085695i,0.0010772+0.00027022i,0.00061204+0.00094035i,0.00053045+0.00018045i,0.001452-0.00068686i,0.0012448-0.00094536i,0.00036806-0.00082059i,0.0007867-1.9673e-05i,0.0010627-0.00012945i,0.00094104-0.00096895i
-0.00044876-0.0012482i,-0.0005759-0.00078777i,-0.0014297-0.0012002i,-0.00021558-0.001458i,0.0015318+0.00014223i,0.0016765+0.00059772i,0.0015171+0.00010698i,0.0011199-0.00035117i,-0.00098477-0.0022042i,-0.0021456-0.0035688i,-0.0011799-0.0041412i,-0.0014251-0.0042819i,-0.0016933-0.0028901i,-0.00090882-0.0013626i,-0.00040262-0.0020546i,-2.384e-05-0.0022363i,0.00032318-0.0012625i,0.0005443-0.0014351i,0.00055146-0.0012073i,0.00082154+0.0001802i,0.00085611+0.0006989i,0.00042961-0.0001144i,-0.00022056-0.00086295i
-0.0031166-0.00053115i,-0.0036965-0.00049877i,-0.0043629-0.00054568i,-0.003467-0.001105i,-0.0014908-0.0025442i,-0.00095753-0.0032995i,-0.0028388-0.003158i,-0.0051224-0.0019652i,-0.0061607+0.001498i,-0.0052178+0.0036012i,-0.0035571+0.0017041i,-0.0027507-7.16e-05i,-0.0023528+0.00069715i,-0.0020763+0.0013649i,-0.0021089+0.001449i,-0.001712+0.00065933i,-0.0006539-0.00023404i,3.3179e-05-0.00077039i,-0.00015912-0.00044208i,-0.00024561+0.00056958i,0.00029141+0.0013729i,0.0005122+0.00082568i,0.00042979+0.00012856i
-0.0011882-0.0016946i,-0.0024743-0.0024654i,-0.0029934-0.0018939i,-0.0011895+0.00073254i,-0.00097347+0.0018482i,-0.0015208+6.3154e-05i,-0.0027382-0.0019186i,-0.003401-3.0003e-05i,-0.0015982+0.0041667i,0.00053529+0.0054732i,0.00016778+0.0036091i,-0.001887+0.0024407i,-0.0021414+0.0023247i,-0.0011159+0.0011201i,-0.0010264-0.00034392i,-0.0010965+0.00015274i,-0.00020379+0.00079305i,0.0001546-0.00018571i,-0.0001657-0.00030627i,0.00040813+0.00032564i,0.00098834+0.00048185i,0.00049079-8.4225e-05i,-0.00054402-0.00046027i
-0.0013525-0.0028752i,-3.866e-05-0.0029858i,-0.0010771-0.0018512i,-0.0027117+0.0001661i,-0.0043181+0.0023126i,-0.006022+0.002983i,-0.0060966+0.0031978i,-0.00311+0.004258i,0.0017885+0.0046117i,0.0036637+0.0047555i,0.0014818+0.0048504i,-0.00057261+0.0043764i,-0.00065863+0.0031372i,0.0001315+0.0024367i,0.00061404+0.0031478i,0.00078638+0.0032385i,0.00036817+0.0023893i,0.00022394+0.0014664i,0.001465+0.00080645i,0.0013855+0.00075187i,0.00037954-0.00032117i,-0.00036017-0.0012558i,-0.00041352-0.00098612i
-0.0025132-0.0015399i,-0.0033391-0.0028483i,-0.0032205-0.0031597i,0.00060621-0.0010869i,0.0027518+0.0018244i,0.0017949+0.0038485i,0.00069523+0.0046659i,0.0016353+0.004589i,0.0052639+0.0028136i,0.0071241+0.0010785i,0.005968+0.0012236i,0.0046893+0.00233i,0.0035503+0.0016897i,0.0024189+0.0010341i,0.002031+0.0010926i,0.0023321+0.0011951i,0.0015491+0.0010571i,0.0013973+0.00043474i,0.0010168-0.00059774i,0.00010006-0.00161i,0.00042722-0.00095903i,0.00095698-0.00038585i,0.00098311-0.00072897i
0.0005157+0.0015093i,0.0012434+0.00084925i,0.0013378+0.00089157i,0.00026625+0.00063586i,0.0011534+0.0016423i,0.0019663+0.0036567i,0.0024768+0.0037924i,0.0046855+0.0020527i,0.0049608-0.0017142i,0.0039148-0.0042201i,0.0042316-0.0028811i,0.0036277-0.0013791i,0.0017611-0.0014996i,0.00057682-0.0012362i,0.0004703-0.00077738i,0.0008295-0.00049618i,0.00089907-0.00054295i,0.00057914-0.00075245i,-9.0292e-05-0.00060723i,-0.00020904-0.0004439i,-7.9443e-06-0.00056291i,0.00052641-0.00084251i,0.0010058-0.0004695i
-0.0038925+0.00019884i,-0.003563-0.0012828i,-0.0035577+0.00039031i,-0.0013623+0.0011491i,0.00066678+0.00050784i,0.0010899+0.0013437i,0.0012195+0.0017604i,0.00111+0.00036393i,-0.00021038-0.0021294i,-0.00068342-0.0031173i,0.00050644-0.0024863i,0.0003453-0.00264i,-0.00093044-0.0023287i,-0.0012179-0.0010943i,-0.00097418-0.0022139i,-0.00067528-0.0029427i,-7.7478e-05-0.0018081i,0.00028809-0.0011233i,-0.0001016-0.00070204i,-0.00040462+0.0001635i,-8.0348e-05+0.00046716i,0.00015993+0.0010916i,-0.00070722+0.0013367i
-0.0027776+0.0011934i,-0.0026853+0.00094896i,-0.003357+0.0018937i,-0.001298+0.0013888i,0.00056019+0.001008i,0.0024145-0.00029981i,0.0031075-0.0035884i,0.0014098-0.0037044i,-0.00059357-0.0014701i,-0.00096267-0.00033849i,-0.00056391-0.00087839i,-0.0016216-0.001524i,-0.0023658-1.8728e-05i,-0.0018054+0.0018254i,-0.0016246+0.0023727i,-0.001051+0.0023097i,-0.00019507+0.001658i,9.4784e-05+0.00020436i,0.00058648-0.00045065i,0.00055546+0.00060464i,0.00070234+0.0012418i,0.00045839+0.0003061i,8.6695e-05-0.00025978i
-0.0058733-0.0020989i,-0.0071504-0.0035053i,-0.0096249-0.0026077i,-0.0064034+0.00050351i,-0.0027429+0.003353i,-0.0016769+0.0025701i,-0.0031637-0.00059052i,-0.005183-0.0011637i,-0.0045766+0.0007223i,-0.0023182+0.0023969i,-0.0012668+0.0019341i,-0.0016049+0.0020495i,-0.0012501+0.0036639i,-0.00091462+0.0032085i,-0.00059138+0.0019312i,-0.00026275+0.0012399i,0.00011186+0.00028501i,0.00071661-0.00055491i,0.0011758-0.00022756i,0.0014691-0.00013186i,0.00056817+4.5215e-05i,0.00041793+0.00064115i,0.00085063+0.00042384i
0.018734+0.0031524i,0.021274+0.0068859i,0.027434+0.0049107i,0.019313-0.00024852i,0.0055629-0.0063887i,-0.0067561-0.0074677i,-0.010995-0.0007313i,-0.0067995+0.0028063i,-0.00032675+0.0014239i,0.0040856-0.001299i,0.0031248-0.0028455i,0.00094207-0.0017219i,0.0019042-0.00072848i,0.0024344-0.0014365i,0.0010314-0.0010428i,0.00046144+0.00052761i,0.00046347+0.0010534i,0.00031008+0.00088071i,0.00092929+0.00089894i,0.0016406+0.00034251i,0.0020339-7.1162e-05i,0.0016258-0.0007355i,0.00042717-0.0023256i
0.0036144-0.0011983i,0.0029595-0.00097426i,0.0044021-0.003952i,0.0032479-0.0042616i,0.0024346+0.0012622i,0.000493+0.0058912i,-0.0019072+0.0079437i,-0.0015393+0.0080065i,0.00082573+0.0059135i,0.0032316+0.0024855i,0.0030587+1.3186e-05i,0.002601-2.8053e-05i,0.0033172-0.000831i,0.0027925-0.0019965i,0.001998-0.0015993i,0.0018737-0.0016315i,0.0012183-0.0024833i,0.00067602-0.0021496i,0.00015266-0.0013704i,-0.00047793-0.0015698i,-2.5732e-05-0.0015141i,0.0002341-0.0010353i,0.00082012-0.0010268i
0.0044531-0.0015077i,0.0045769-0.00092826i,0.0052569+0.00018799i,0.0040417+0.00045393i,0.0026487-0.0019948i,0.0011347-0.00080372i,0.0011239+0.0042748i,0.0029101+0.0072955i,0.0041226+0.0054097i,0.0037678+0.00030195i,0.0024642-0.0013876i,0.002057-0.0010478i,0.0021067-0.0022774i,0.00087022-0.0030058i,0.00062467-0.0024621i,0.00014791-0.0021142i,-0.00093068-0.0014185i,-0.0012816-0.00077233i,-0.00067151-0.001092i,0.00049634-0.00091993i,0.0010039-0.00075664i,0.00080975-0.00066465i,0.00032169-0.00091326i
0.00023047-0.00066186i,0.00013599-2.8189e-05i,0.0016445-0.00060166i,0.0028612-0.0019713i,0.003216-0.0021148i,0.0038567-0.0013916i,0.0052925-0.00022388i,0.0070593+0.00083273i,0.0067706+0.0013986i,0.0046573+0.00085977i,0.0025397-0.00021296i,0.00074991-0.0013513i,-0.0015346-0.0020482i,-0.0029465-0.0015713i,-0.0027823-0.001773i,-0.0014942-0.0017321i,-0.00040177-0.00020834i,-3.0408e-05+0.001713i,-2.878e-05+0.0030111i,5.3195e-05+0.0028624i,0.00081014+0.0015122i,0.00086213+2.0902e-05i,0.00019504-0.00057293i
0.0018263-0.0017085i,0.0025923-0.001414i,0.0015097-0.0016468i,-0.001207-0.0014149i,-0.0013023-0.0012294i,0.00056681-0.002051i,0.0035047-0.0033046i,0.006135-0.0047493i,0.0064883-0.0042271i,0.0046271-0.0025513i,0.0016251-0.0017337i,-0.0012242-0.0013901i,-0.0029285-0.00031952i,-0.0032145+0.00091661i,-0.0026152+0.0019402i,-0.0024879+0.0023076i,-0.0012432+0.0022271i,0.00071344+0.0019418i,0.001174+0.0010638i,0.0010759+0.00018691i,0.001557-0.00051971i,0.0018868-0.00071178i,0.00059769-0.00041842i
-0.00014653+0.00055071i,-0.00040695+0.00051072i,0.001746+0.001109i,0.0021632+0.0015475i,-0.0007803-0.00046876i,-0.0034887-0.0030736i,-0.0042693-0.0051688i,-0.0027965-0.0070689i,-0.00028706-0.0059619i,0.0012659-0.0025721i,0.00080691-0.0010519i,-0.00065901+0.00034315i,-0.0013395+0.0026024i,-0.0013865+0.0037806i,-0.0011773+0.0030695i,-0.00092486+0.0014733i,-0.00085048+0.0006347i,2.8784e-05+0.00070667i,0.0010856+0.00091461i,0.0011489+0.00085353i,0.0010305+0.00090992i,0.00085397+0.00040075i,0.00074045-0.00078495i
-0.001571+0.00091297i,-0.0021546+0.0018589i,-0.0029706+0.002588i,-0.0029515+0.0032053i,-0.0023616+0.0058901i,-0.0032232+0.0059457i,-0.0056187+0.0017445i,-0.0076616-0.0015857i,-0.0063167-0.0018998i,-0.0018115-0.001434i,8.4517e-05-0.0011925i,-0.00021338+0.00013978i,0.00080657+0.0023307i,0.0029824+0.0030964i,0.003744+0.0024271i,0.0028489+0.0012423i,0.0021541-8.7043e-05i,0.0018524-0.0011152i,0.0015375-0.00037529i,0.00024794-2.3772e-05i,-0.0006297-0.00075589i,-0.00020872-0.0011697i,0.00012894-0.0013783i
-0.0026087-0.0027695i,-0.0023047-0.0047544i,-0.00084646-0.00657i,0.0018358-0.0044147i,0.0037634-8.151e-05i,0.0010529+0.003605i,-0.0035238+0.0055575i,-0.0066192+0.0062004i,-0.0060967+0.0055899i,-0.0028191+0.0027877i,-0.0006305+0.00084074i,0.00084026+0.0013089i,0.0027231+0.0012918i,0.0035229+0.00093267i,0.0027279+0.00074053i,0.0023744-0.00047311i,0.0023146-0.001356i,0.0010345-0.00079432i,4.5156e-05-0.00071076i,0.00026054-0.0008906i,0.00017043+4.534e-05i,4.6752e-05+0.00080407i,-0.00015602+0.00084389i
0.0024243+0.0021759i,0.0020459+0.0046646i,0.0026377+0.0076535i,0.0022226+0.0058352i,0.0021989+0.0023267i,0.0023062+0.0022395i,0.00051049+0.0046322i,-0.00028259+0.0080812i,0.00099952+0.0081698i,0.0022433+0.0042081i,0.0017742+0.0011811i,0.0014968-0.00048224i,0.0029106-0.001991i,0.0032952-0.0028043i,0.0016647-0.0029624i,-0.00044016-0.0011342i,-0.0012883-2.8175e-05i,-0.0011262-0.0010388i,-0.0013196-0.0013274i,-0.0015188-0.00070354i,-0.0011777-0.00013885i,-0.0010253+0.00097523i,-0.00084635+0.0012096i
-0.0014495-9.6314e-05i,-0.0018544-0.0019116i,-0.0015926-0.0055164i,-0.00037606-0.007049i,0.0023311-0.006232i,0.0036314-0.0050235i,0.0050766-0.00068248i,0.0070954+0.0043023i,0.0070095+0.0054409i,0.0045337+0.0034654i,0.0020529+0.0010612i,0.001007-0.00084582i,-0.00013318-0.0018302i,-0.0014981-0.0020491i,-0.0021755-0.0017724i,-0.0023338-0.0016989i,-0.0019376-0.0017924i,-0.0017359-0.0010134i,-0.0018052-0.00013248i,-0.0009093+0.000479i,0.00058748+0.00018568i,0.00132-0.00030609i,0.0011427-5.382e-05i
0.0017795-0.0031866i,0.002247-0.0014469i,0.0013284+0.0018595i,-0.0018172+0.0031141i,-0.0064338+0.00091302i,-0.0058902-0.00042053i,0.00064126-0.00076128i,0.0061727-0.0023215i,0.0071128-0.0028299i,0.0049645-0.0013738i,0.0026951-0.00062222i,-0.00010589-0.00040574i,-0.002488-6.0978e-05i,-0.0039077+0.00038751i,-0.003708-0.00010292i,-0.0030323-0.00027012i,-0.0020709-0.00024569i,-0.00098376+3.7191e-05i,-0.0003975+0.00034916i,0.00025177+0.00026503i,0.00013746-9.1521e-05i,-0.0004024-0.00037152i,-0.00023167-0.00079727i
-0.00020745-0.0013285i,0.00060755-0.0040522i,0.001342-0.0067628i,0.0015549-0.0048837i,0.00064669+0.0010482i,-0.0018368+0.0016391i,-0.0024315-0.0029264i,-0.0015486-0.0066483i,-0.0012005-0.0060264i,0.0004857-0.0020835i,0.00133-1.9456e-06i,-0.0012304+0.00050653i,-0.002908+0.002209i,-0.0019165+0.0036696i,-0.00094893+0.0040458i,0.00038039+0.0037185i,0.0011168+0.0028826i,0.0012049+0.0021609i,0.0018063+0.001221i,0.0015988+0.0010288i,0.0013341+0.00048935i,0.0013371+1.2331e-05i,0.0012702+9.4664e-05i
0.0012211+0.0013145i,0.00058411+0.0041304i,-0.0013604+0.0066137i,-0.0014362+0.0083892i,0.00059115+0.0076122i,-0.001118+0.004577i,-0.0049108+0.00023178i,-0.0072241-0.0021029i,-0.0055629-0.00082373i,-0.00048684-0.0004291i,0.001144-0.0006477i,0.0010235+0.00051941i,0.0025078+0.0015398i,0.0039042+0.0016304i,0.003942+0.0019092i,0.0021605+0.0019648i,0.00088845+0.0014884i,0.00094309+0.00035033i,0.00098038-0.00066602i,0.0004296-0.00017517i,-0.00074089-0.00028678i,-0.00058588-0.00073503i,-9.5742e-05-0.00059686i
0.0030649-0.0011368i,0.0043329-0.0050148i,0.0067153-0.0083881i,0.0079868-0.0096978i,0.0067905-0.0068937i,0.0029052-0.0024322i,-0.0037185+0.0011622i,-0.0075914+0.0050115i,-0.0047162+0.0068877i,0.00050088+0.0044364i,0.0027779+0.0017289i,0.0017054+0.00078482i,0.0013276-0.0003838i,0.002279-0.0013764i,0.0028018-0.0019358i,0.0029056-0.002058i,0.0024335-0.00092363i,0.0020058+0.0001853i,0.00054115-0.00017299i,-0.00049013-0.0010334i,0.0004362-0.00019299i,0.0012835+0.0008904i,0.00084026+0.00039045i
-0.00070085+0.00041278i,-0.0010463+0.0028007i,-0.0035125+0.0048868i,-0.0052466+0.0043836i,-0.0017882+0.0010624i,0.00022909-1.4509e-05i,-0.0014122+0.0046957i,-0.00033386+0.011538i,0.0030544+0.011477i,0.003706+0.0055185i,0.0026459+0.0020841i,0.0016159+0.00055897i,0.00084804-0.0012463i,0.00045965-0.0025562i,0.00015919-0.0031983i,-0.0002729-0.0030301i,-0.00061741-0.0029358i,7.2195e-05-0.0027577i,0.00077362-0.0019417i,0.0010525-0.000942i,0.00077329-8.5822e-05i,0.00077971+0.00011999i,0.00088322-0.00064148i
-0.00080206-0.0019494i,-0.0010602-0.005108i,-0.00014843-0.0065131i,0.00064262-0.0045015i,-0.0015869-0.0042012i,-0.0014277-0.0023972i,0.003479+0.0016471i,0.00786+0.0025733i,0.0090998+0.00019612i,0.0062012-0.0023647i,0.0020832-0.0027308i,-0.00073816-0.0021775i,-0.0030182-0.0026591i,-0.0040075-0.0019728i,-0.003598-0.001268i,-0.0023302-0.0019244i,-0.00096327-0.0024867i,-1.2829e-05-0.0011593i,0.00034951+0.00012299i,0.00063036+0.00049928i,0.00096871+0.00047128i,0.00076116-0.0008684i,0.00074726-0.0012822i
0.0057835-0.0021073i,0.0063784+0.0020499i,0.0060144+0.0047477i,0.0014152+0.0046313i,-0.0038093+0.0049954i,-0.0051302+0.0043239i,-0.00053276+0.0013756i,0.0057297-0.0037587i,0.0062852-0.0074635i,0.0028861-0.006309i,0.00099446-0.0028131i,-0.00046445-0.00019917i,-0.0024942+0.0016843i,-0.0036526+0.0025283i,-0.0044156+0.0030009i,-0.0045442+0.0033748i,-0.0033244+0.0017619i,-0.0014953-5.2542e-05i,-0.00020788+7.8326e-05i,5.1297e-05+0.00067205i,8.9194e-05+0.00066237i,-0.00016991+8.9953e-05i,-0.0010905-0.00047718i
-0.0003319-5.6775e-05i,0.0015067-0.0030482i,0.0032795-0.0057357i,0.0039983-0.0043568i,0.0033349+0.00091009i,0.00053564+0.0031889i,-0.0012604-0.0014216i,-0.0037027-0.0068964i,-0.0074116-0.0069178i,-0.0058476-0.0028955i,-0.0012493+0.00055805i,0.00040184+0.002655i,0.0011732+0.0044628i,0.0022249+0.0056689i,0.0024805+0.0053807i,0.0028412+0.0038791i,0.0026879+0.0020804i,0.0017368+0.00086304i,0.00082981+0.00086062i,0.0002949+0.0013175i,-0.00015044+0.0013757i,-0.00022095+0.0015076i,2.0738e-05+0.001804i
-0.0022893+0.0025321i,-0.0043279+0.0062279i,-0.0039741+0.010004i,-0.0013018+0.0099893i,0.0029691+0.0090304i,0.0044537+0.0074592i,-0.00084427+0.0025049i,-0.0082045+0.00058354i,-0.01064+0.0036536i,-0.0058456+0.0052356i,-0.0008659+0.0034127i,0.00098337+0.0012821i,0.0034233+0.00098182i,0.0057599+0.00054418i,0.0058487-9.2037e-05i,0.0038263-0.00043931i,0.0017296-0.00087506i,0.00062582-0.0012706i,0.00033604-0.0016166i,0.00053741-0.0017656i,0.0010971-0.0010716i,0.0012864-0.00033503i,0.00042751+0.00044036i
0.0019109-0.0009196i,0.003701-0.0041538i,0.0048932-0.0075228i,0.0046772-0.0081332i,0.0065604-0.0067712i,0.0065756-0.0041797i,-1.2154e-06+0.0010109i,-0.0056644+0.0080715i,-0.0039212+0.013537i,0.0019405+0.011282i,0.0051331+0.0036307i,0.004237-0.00087133i,0.0039379-0.0024752i,0.0036767-0.0034745i,0.0024992-0.0036939i,0.0026098-0.0032441i,0.0029669-0.0020202i,0.0018846-0.0005276i,0.0014397-8.7004e-05i,0.0013435+0.00087635i,0.0014009+0.0021675i,0.0021711+0.0027885i,0.0025487+0.0018208i
0.00068794+0.00048007i,-0.00066304+0.0027728i,-0.0034364+0.004806i,-0.0048117+0.0036375i,-0.0036594-0.0031401i,-0.0020672-0.0063866i,0.00010729-0.00096394i,0.0048184+0.0068073i,0.010815+0.0090578i,0.011547+0.0045747i,0.0065162-0.0004484i,0.00067981-0.0027813i,-0.0022059-0.0051679i,-0.0029799-0.0066144i,-0.0040035-0.0057522i,-0.0044351-0.0040974i,-0.0035494-0.003055i,-0.0015607-0.0024289i,-0.00059268-0.0013942i,-0.0010454-0.0010414i,-0.00039928-0.0011734i,0.0011759-0.00081374i,0.0019241-0.0012666i
-0.0018586-0.0046154i,0.00014229-0.0075814i,0.0030533-0.0087574i,0.0015189-0.0063504i,-0.0048016-0.003911i,-0.0072489-0.0027704i,-0.0026823-0.00078265i,0.0060952+0.00030444i,0.012255-0.0029494i,0.010165-0.0064882i,0.0028477-0.0052014i,-0.003318-0.0023205i,-0.0069312-0.0010773i,-0.0078913-0.00016687i,-0.0057103+0.00065662i,-0.0038055+0.00053123i,-0.0028076-0.00056997i,-0.0016837-0.00096383i,-0.001694-0.00060328i,-0.0010693+0.00028573i,0.00041489+0.00053903i,0.0015167-0.0007259i,0.0012121-0.0020797i
0.0040043+0.0021432i,0.0028248+0.0048113i,-0.00012513+0.0076494i,-0.0032316+0.0094523i,-0.0051739+0.010123i,-0.0078229+0.0089684i,-0.0048135+0.0041884i,-1.3651e-05-0.0035839i,0.00040899-0.010738i,-0.0028738-0.010391i,-0.0056957-0.004203i,-0.0050589+0.0010241i,-0.0044299+0.003662i,-0.0050525+0.0043633i,-0.0044922+0.0044008i,-0.0033455+0.0043353i,-0.0020874+0.0036567i,-0.00066603+0.0025812i,-0.00020599+0.0015494i,0.00019721+0.00041471i,1.5458e-05-0.00079927i,-0.00058651-0.0019357i,-0.0013827-0.0017252i
0.0042386+0.00038378i,0.0069166-0.004744i,0.0121-0.0084563i,0.012937-0.0069179i,0.0080773+0.00033068i,0.0032345+0.0052047i,-0.0020102+0.0010512i,-0.007357-0.0040595i,-0.011006-0.0044479i,-0.010166-0.0015985i,-0.0047237+0.0028951i,0.00031407+0.0049461i,0.0028232+0.0057651i,0.0042544+0.0066863i,0.004837+0.0067186i,0.0052193+0.0055652i,0.0054017+0.003422i,0.0039225+0.0022121i,0.0028305+0.0022389i,0.0027498+0.0016699i,0.0014353+0.0016152i,4.3832e-05+0.0012152i,-0.00029677+0.00098186i
-0.0039241+0.0012062i,-0.0056227+0.0051977i,-0.0086823+0.0065295i,-0.0061233+0.0052099i,0.0036712+0.0045902i,0.0080187+0.0051502i,0.0030985+0.0063692i,-0.0037328+0.0088702i,-0.0078955+0.013115i,-0.00581+0.014117i,0.00070693+0.0095224i,0.0055997+0.0037507i,0.0074772+0.0011555i,0.0079251+0.00030844i,0.0061051-0.00099024i,0.0039119-0.0020028i,0.0029818-0.0019338i,0.0025255-0.0016468i,0.002149-0.001299i,0.0017983-0.001186i,0.00091412-0.0016547i,0.00019718-0.0017065i,-0.00021285-0.00097074i
