-0.0011347+0.00060208i,0.0001489-0.0010085i,0.00029973-0.0020328i,0.00028236-0.0016099i,7.9546e-05-0.00032438i,-0.00067704+0.0005392i,-0.00030081+0.00080566i,8.2312e-05+0.0012796i,-7.6328e-05+0.000919i,-3.1916e-05+0.00052105i,-0.00086864+0.00027167i,-0.0011231-1.508e-05i,-0.0013279-0.0003958i,-0.0013201-0.00094131i,-0.00077836-0.00071077i,-0.00098917-0.0003166i,-0.00037181-0.0011397i,0.00045665-0.0014371i,1.27e-05-0.00060346i,-0.000435+0.00027434i,0.00032678+3.8868e-05i,0.00086588+0.00021989i,0.00046852+0.00043457i
-0.00015376+0.00011704i,-0.00050535-2.1732e-05i,-0.00075974+0.0004837i,-0.00094128+0.00057406i,-0.00036518+0.00060886i,0.00028595+0.00023685i,0.00025162-0.00010996i,-0.00035012-0.00031453i,-0.00074412-0.00020665i,-0.00022846+2.0333e-05i,-0.00031643+0.00069631i,-0.00049175+0.00084458i,-0.00044577-0.00030008i,-0.00091367-0.001326i,-0.00024901-0.00074483i,0.00047884-0.00058232i,-0.00034392-0.0015167i,-0.00049956-0.0012846i,0.00027747-0.00059465i,-8.7333e-05-0.00040993i,-0.00048145-0.00057015i,0.00021185+8.3155e-05i,0.00046877+0.00047917i
0.0031355+0.00030668i,0.004214-0.001259i,0.0033168-0.0025752i,0.0012309-0.002604i,-0.00026412-0.002038i,-0.0011937-0.00080175i,-0.0012505+0.00024253i,-0.0009548+0.00059548i,-0.00047072+0.00073177i,-0.00044966+0.00044712i,0.00013643-0.0004575i,8.7176e-05-0.00010799i,-0.00042065+0.00057927i,-0.00029355+0.00065234i,-0.00012905+0.00087902i,0.00026473+0.00060866i,0.00037655+8.4178e-05i,6.5889e-05+0.00045726i,-0.00030206+0.00097613i,-0.00035939+0.0010647i,-0.00038167+0.00054364i,-0.00024881-0.00035565i,-0.00025826-0.00014474i
0.0011752-0.0017192i,-7.9115e-05-0.0024187i,-0.0013687-0.0025138i,-0.0015252-0.0019523i,-0.0012383-0.0012073i,-0.0014279-0.00090164i,-0.001111-0.00074614i,-0.00032562-0.0002192i,-0.00031203-0.00046882i,-0.00023533-0.001165i,0.00023965-0.0011189i,-0.00011956-0.0011389i,-0.00074011-8.5358e-05i,7.5561e-05+0.00094057i,0.00075156+0.00028989i,0.0006691+0.00010473i,0.0011229-0.00013496i,0.00082365-0.00052799i,0.00053293-8.7815e-05i,-0.00028717+0.00050235i,-0.0014768+0.00076946i,-0.00088739-0.00010572i,0.00022472-0.00055102i
4.1886e-05-0.0012826i,-0.00081377-0.0013714i,-0.0015127-0.0010092i,-0.0011361-0.0011568i,-0.0010293-0.00025976i,-0.00097754+0.0007128i,0.00017068+0.00093516i,0.0015227+0.00053146i,0.001469+0.00043907i,6.0501e-05+0.00039483i,-0.00030174+0.00034525i,9.677e-05+0.00062726i,-0.00012066+0.00043635i,-0.00033-0.00030071i,-1.2887e-05-0.0010334i,0.00096134-0.00060685i,0.0010641-0.00027864i,0.00039359-4.1287e-05i,0.0003441+0.00045622i,0.00059828-2.8585e-05i,0.00015424-0.00093929i,0.00015222-0.00097645i,0.00052757-0.00059245i
-0.0013451-0.0007017i,-0.0015256-0.0010142i,-0.0020206-0.00041521i,-0.0020874-0.00031187i,-0.0016532+0.00032809i,-0.00085678+0.00096138i,-0.00042079+0.00058146i,-0.00077838+0.00010172i,-0.0003495-0.00012392i,5.651e-06-0.00026905i,-0.00014209-7.0386e-05i,0.00071306+4.5223e-05i,0.001375-3.7997e-05i,0.0010206+3.0077e-05i,0.00027024-0.00030534i,-0.00020551-0.0010031i,-4.5318e-05-0.00095261i,0.00071696-0.00017707i,0.00095921+0.0005672i,0.00064654+0.0011236i,0.00017895+0.0010723i,-0.00015963+0.00070765i,-0.00027071+0.00055972i
-0.0017986+0.00010003i,-0.0014897+0.00088672i,-0.0014451+0.0013719i,-0.0010662+0.0024225i,0.00036129+0.0024186i,0.0016754+0.001185i,0.00055292+0.00038142i,-0.00055623-0.00028975i,-0.0008431-0.00028566i,-0.00065095+0.00027264i,-0.00050281+0.00065785i,-0.00033655+0.00026047i,9.286e-05-0.00034152i,0.00013941-0.00030212i,0.00032455-0.00035244i,0.00027447-0.00021837i,6.9503e-05-0.00013772i,-4.8483e-05+0.00045012i,0.00066454+0.00087742i,0.0012031+0.00042016i,0.0011503+0.00018401i,0.0011603-0.00013442i,0.0010118-0.00014094i
-0.002624+0.001678i,-0.0010656+0.0018793i,-0.00015524+0.0027431i,0.00092455+0.0023612i,0.0011646+0.0011479i,0.00081969+0.0010101i,0.00033787+0.00032865i,-1.3727e-05+0.0001689i,-6.0357e-05+0.0015431i,0.00028847+0.0018372i,0.00095528+0.00058625i,0.0018059-0.00034128i,0.001426+4.5624e-05i,6.7291e-05+0.00052054i,-0.00020368+0.00035688i,-0.00023145-0.0002968i,-0.00026713+6.3762e-05i,-0.00010369+0.00062172i,0.0001185+0.00061421i,0.00093969+0.00048507i,0.00086715+0.00029701i,-5.3223e-05-0.00047853i,-1.2505e-05-0.0014081i
-0.00050625-0.00024105i,-0.0011118-0.0005959i,-0.00034871-0.0010544i,0.00014233-0.001587i,-0.00058282-0.0012107i,-0.0011592-0.00020144i,-0.0010535-0.00012391i,-0.00065673+0.00062166i,-0.00042757+0.00080941i,0.00013704+0.00097155i,0.00095931+0.00035657i,0.00086216-0.00056772i,1.162e-05-0.00026201i,2.8441e-05-0.00033887i,0.00071398-0.00105i,0.00062053-0.00058045i,0.00030655-0.00040304i,-6.6597e-06-3.3764e-05i,9.0086e-05+0.00049398i,0.00099505+0.00021232i,0.00088105+0.00029186i,-0.00061173+0.00039608i,-0.00087022+0.00025735i
0.00036972+0.00096932i,0.00067023+1.445e-05i,0.0020566-0.00061926i,0.0021245-0.00050811i,0.00073401-0.00057269i,-0.00033412-0.00048086i,-0.00028749-0.00030143i,0.0002826-0.00017486i,9.0644e-05+0.00021894i,0.00046758+0.0006637i,-4.2806e-05+0.00037384i,-0.0012904-0.00044185i,-0.0010832-0.00075586i,-0.0007277-0.0003129i,-0.00060331-0.00015249i,-0.00033444-0.00026301i,1.2805e-06-0.0001663i,0.00023745-0.00022354i,0.00015963-0.0001677i,-3.9465e-05+0.0003019i,-0.00027909+0.00040307i,-0.00045585+2.5133e-05i,-0.00034144+0.00015099i
-0.00043554+0.00061232i,-0.00017322+0.001198i,-0.00099736+0.0015792i,-0.0014603+0.00139i,0.00015378+0.0010132i,0.0012808+0.00015514i,0.00083705-0.00027343i,-2.6477e-05-0.00056956i,-0.00020317-0.00067241i,-0.00036002-0.00050346i,-0.00070519-0.0006636i,-0.00084093-0.00080857i,-0.00061071-1.2229e-05i,-3.0576e-05+5.8729e-05i,0.00035277-0.00035721i,0.00067789-0.00014152i,0.00088205-0.00053234i,0.0010755+1.5101e-05i,0.0012634+0.00052442i,0.00036225-0.00017269i,-0.00060964-0.00059405i,-0.00066105-0.00019934i,-0.00054291+0.00050822i
0.00079501+0.00034536i,0.00051646-0.0018629i,2.0366e-05-0.0025749i,-0.0012151-0.0025888i,-0.0025385-0.0020877i,-0.0020197-0.00087493i,-0.0003997+7.0813e-05i,0.00014483+0.00023785i,-0.00062996+0.00039751i,-0.00071283+3.6188e-05i,-0.00037088-0.00015555i,-0.00045108+0.00041642i,-0.00040973+0.00030523i,-0.0002052-0.00048025i,0.00055688-0.0007515i,0.0010042-0.00053369i,0.00078511-0.00067095i,0.00010861-0.00087464i,-0.00070657-0.00091538i,0.00011049-0.00045962i,0.00097697+7.3496e-05i,0.00061934-0.00021925i,0.00016652-3.4851e-05i
0.0018597-0.0026555i,0.0023888-0.0028514i,0.0010828-0.0033701i,-0.00027247-0.0036111i,-0.00086034-0.0025877i,-0.0010124-0.0011395i,-8.6771e-05-0.00037975i,-0.00026472+0.00010801i,-0.00071521+0.00034851i,-0.00043714-0.00049391i,-0.00023999-0.0012705i,-0.00014785-0.0004783i,-0.00073056+0.00047628i,-0.00065712+0.00049738i,-0.00039469-0.00017674i,-0.00048433-0.00049968i,-0.0007526-0.00025256i,-0.00029828-0.00076113i,0.00027261-0.00080764i,0.00012064-0.00012048i,-6.9208e-06+0.00033879i,4.1409e-05+0.00021198i,0.00016027+0.00021921i
0.00016418-0.0010005i,-0.00052747-0.0011751i,-0.00061841-0.00090422i,0.00025067-0.00035443i,0.00024011-0.00030752i,-0.00042622-0.00075431i,-0.00083914-0.0010185i,-0.0010805-0.00093492i,-0.00082621-0.00070977i,-0.00046382-0.00049036i,-0.00069778+0.00012088i,-0.00077562+0.00043893i,-0.00029745+0.00061393i,0.00031747+0.0011996i,0.000381+0.00040099i,0.00068072-0.00020185i,0.00084397+0.00041161i,0.00014897+0.00097385i,-0.00045612+0.00039626i,-0.00082448-0.00069017i,-0.00063277-0.00080402i,-0.00013393-0.00015383i,-3.2619e-05+0.00065823i
-0.00082364-0.00070058i,-0.0010349+5.8753e-05i,-0.0013162+0.00024886i,-0.0014207+0.0001934i,-0.0014076+0.00052484i,-0.00077284+0.00084247i,-0.00034089+0.00079798i,0.00011857-4.1364e-05i,7.8838e-05-0.00057548i,-0.00034244-0.00012111i,-0.00049364+0.00065506i,-0.00030347+0.00087113i,9.1225e-05+0.00016571i,0.00096014-0.00036207i,0.00057135-0.00028612i,-0.00060413+1.2071e-05i,-0.00027959+0.00011835i,-0.00045334+6.0028e-05i,-0.00057152+6.6046e-05i,8.157e-05-0.0005258i,-0.00053147+9.2362e-05i,-0.00067283+0.0010495i,6.7518e-05+0.00043636i
-0.00029581+0.00036162i,-0.00012558-0.00019163i,3.5362e-05-0.00085188i,9.7608e-05-0.00084039i,0.00048822-0.00031553i,0.00021653-0.00049976i,-4.0385e-06-0.00096055i,4.9665e-05-0.000772i,0.00025646+6.3719e-05i,8.4818e-05+0.00082175i,-0.00017158+0.0013647i,-0.00082385+0.0011792i,-0.0017642+0.00023494i,-0.0013321-0.00051927i,-0.00061333-0.00030017i,-0.00034722+0.00050059i,-0.00020314+0.00076459i,-0.00032314+0.0001395i,-0.00038083-0.0001568i,-0.00044729+0.0001227i,-0.00018442-0.00028449i,4.0282e-05-0.00090255i,8.3903e-05-0.00081858i
0.0016815+0.0025231i,0.0028287+0.0012279i,0.0030158+0.0011773i,0.0017054+0.00045111i,0.00030219-0.0013021i,-0.00014508-0.0013992i,-8.3515e-05+1.1124e-05i,-0.00021536+0.0010949i,-2.5947e-05+0.0010904i,0.0010043-3.5312e-05i,0.00065054-0.00076324i,-0.00050894-0.00031031i,-0.00097396+0.00015378i,-0.00025815+0.0013975i,0.00027577+0.0010418i,1.4672e-05+0.0006296i,0.00010974+0.0010902i,0.00026307+0.0010987i,0.00040242+0.0009589i,-0.00010432+0.00084976i,-0.00059056-0.00018972i,1.2911e-05-0.00047644i,-0.00037567-2.5383e-05i
-0.00098498-0.0010684i,-0.00089475+9.3721e-05i,-0.0010698+0.00050521i,-0.0010298-0.00035348i,-0.00046492+5.0879e-05i,-0.00047246+0.00070196i,-5.9626e-05+4.9951e-05i,0.00081558-0.00063395i,0.00057342-3.9057e-05i,-0.00013513+0.0003143i,-0.00013269+0.00018223i,-0.000146+0.00013798i,-0.00044834-0.00047955i,-0.00057596-0.00092063i,-0.00069242-0.0011728i,-0.00087024-0.0012073i,-0.00087079-0.0005718i,-0.00019436-0.00046692i,-0.00044468-0.00023305i,-0.00078427+4.2359e-05i,-0.0006153+1.9328e-06i,-0.00032185-2.9488e-05i,0.00040905+0.00016672i
3.1652e-05+0.0005467i,0.00095279-9.2664e-05i,0.0014083-0.0011824i,0.0015497-0.0018416i,0.0011295-0.0012249i,0.00030287-0.00079415i,-4.0741e-05-0.00070173i,-4.6888e-05-0.00052523i,0.00044786-0.00026613i,0.0010607-0.00031499i,0.0011062-0.00083613i,0.00022523-0.00022891i,-0.00061572+0.00069745i,-0.00013154+0.0010786i,0.00021587+0.00091558i,5.3253e-05-0.00026531i,0.00028912-0.00011664i,0.00045328+0.0010206i,0.00028705+0.0013704i,0.00023608+0.0017444i,-0.00033496+0.0013147i,-0.00069578+4.6284e-05i,-3.8573e-05-0.00057168i
0.0008653-1.0177e-06i,-0.00035888+0.00022462i,-0.0013312+0.00049411i,-0.0012471-3.1048e-05i,-0.0010861-0.00056024i,-0.00079722-0.00083793i,-0.00077346-0.00078301i,-0.00066612-0.0010675i,-0.00023001-0.00094323i,-0.00029488-0.00023811i,-0.00018877+0.00020565i,1.107e-05+0.00050646i,0.00028092-0.00014021i,0.00015896-0.00034003i,-2.4577e-05-0.00075827i,0.00025643-0.00051831i,0.00066607+0.00078985i,0.00078725+0.0011516i,0.0012212+0.00076878i,0.00093359+0.00017558i,0.00069199+0.00044105i,0.00079679+0.00050729i,0.00025829+0.00033979i
0.0015451+0.00099889i,0.0017071-6.8775e-05i,0.001684-0.0001429i,0.00076024-0.00012575i,-0.00025799-0.0010519i,-8.1e-05-0.0011128i,0.00021222-0.00053764i,-0.00038874-7.8192e-05i,-0.00020502+0.0010912i,8.5979e-05+0.0021519i,-2.9509e-06+0.0010949i,0.0001904-0.00057969i,7.2059e-05-0.00023317i,0.00035343+0.0004819i,0.00087237+0.00025189i,0.0012208-0.00030276i,0.0013396-0.00034271i,0.00048139+0.00033545i,-0.0005913+0.0005488i,-0.00058429+0.00059681i,0.00031667+0.00024444i,0.00059418-0.00054637i,-4.5779e-05-0.00075422i
-0.00069316-0.001232i,-0.0012897-0.00077922i,-0.0018816-0.0013429i,-0.0013275-0.00078965i,-0.00046936+0.00046558i,-0.00035302+0.00046653i,-0.00082364+0.00026641i,-0.00075845+0.00046473i,-8.294e-05+0.00086543i,0.0003119+0.00069927i,0.00041007+0.00058136i,0.00018806+0.00091663i,-0.00036159+0.00096452i,6.8995e-05+0.00043288i,0.00049491+4.3207e-06i,0.00049021-0.00023277i,0.00039984-0.00040397i,0.00040912-6.6549e-05i,0.00025234+0.00029381i,0.00026284+0.00040381i,0.00012673-0.00016652i,0.00052156-0.00019454i,0.0011455+0.00067046i
0.00085029-0.00031707i,0.0010287-0.0012598i,0.0012864-0.00097682i,0.001119-0.00070938i,0.00044966-0.001619i,0.00060606-0.0011463i,0.00097648-0.00038142i,0.00078052-0.00028383i,0.0003591-0.00035238i,-0.00044896-0.00021222i,-0.00074145-0.00022888i,-0.00024015-0.0004352i,0.00014979-0.00012859i,0.00038669+0.00014589i,1.8411e-05+0.00012837i,-0.00014375+0.00045526i,-0.00025123+0.00056895i,-0.00011436-0.00014885i,0.00040444-0.00055297i,0.00066696-0.00079948i,0.0010344-0.00099799i,0.00088785-0.0010013i,2.436e-05-0.0008181i
-0.00060819+0.00039575i,-0.00061335+0.00041531i,-0.00061886+0.0011782i,-0.00047996+0.0013672i,-0.0002355+0.0018601i,0.00014495+0.0018137i,0.00068049+0.00066545i,0.0012612+0.00035784i,0.0011066+0.00081646i,0.00013993+0.0011452i,7.6729e-05+0.0014089i,0.00068007+0.0011453i,0.00099135+0.00012947i,0.00063346-0.00089086i,-3.5843e-05-0.00065221i,0.00021261+1.2766e-05i,-0.00028911+0.00018811i,-0.00063157-0.00020663i,-8.8042e-05-0.00074365i,0.00022926-0.00094608i,0.00048476-0.00053408i,-0.00012239-0.00033383i,-0.00086556-0.00015089i
-0.00050867+0.00087529i,-0.00019094+0.00018003i,0.00068323-0.00049256i,0.00052815-0.0011423i,0.00033747-0.0014492i,0.00065965-0.0012585i,1.3703e-05-0.00061157i,-0.00083755-0.00051344i,-0.00096464-0.00034208i,9.6038e-06-0.00011061i,0.00072852-5.2153e-05i,0.00036184-0.00060439i,0.00051796-0.00072344i,0.00047912-1.011e-05i,-0.00018681-0.00052119i,-0.0007449-0.00097992i,-0.00097061-0.00052497i,-0.00060087+0.00038069i,-0.00076182+0.00070155i,-0.00063222+0.00032053i,-2.1709e-05-0.00016118i,-0.0005288-5.6221e-05i,-0.00095832+0.00016274i
0.001471+0.00098753i,0.0013209+0.0011817i,0.0014422+0.00075806i,0.0014087-0.00079701i,0.00092094-0.0013176i,-0.00048339-0.0012347i,-0.0010353-0.0010015i,-0.00068036-0.00012902i,-0.0005616-0.00014755i,0.00010463-0.00082867i,0.00010151-0.00024543i,-0.00050473+0.00045872i,-0.00041477+0.00039667i,-5.6961e-06+0.00013191i,0.0004514-0.00032615i,0.00043172+0.00013413i,0.00030462+0.00045257i,0.00037366+0.00017981i,-3.6612e-05+0.00019111i,-0.00016531+0.00029328i,-0.00028041-0.00021962i,-0.00071147-0.00039746i,-0.00047073+0.00037481i
-0.0020297-0.00024194i,-0.00048744-0.00023725i,-0.0010994+0.00069621i,-0.0011454+0.0011422i,-0.0002091+0.0012871i,0.00018278+0.0014901i,7.845e-05+0.00039805i,-0.00019703-0.00064294i,6.5475e-05-0.00021994i,0.00016225+0.00027897i,0.00060509-5.6437e-05i,0.00056805+0.00041276i,-0.00064531+0.00078144i,-0.0019041+0.00029694i,-0.0012864-0.00054984i,-0.00069849-0.00093098i,-0.00102-0.00017635i,-0.00054715+0.00028276i,-0.00031483-0.0006037i,0.00019006-0.0010243i,0.00084713-0.00029013i,-1.9059e-05+5.9989e-05i,-0.0006705+4.9344e-05i
0.0017373-0.0015205i,0.00065791-0.0020924i,-0.00057381-0.0028246i,-0.0011839-0.0029526i,-0.0020649-0.0021274i,-0.001312-0.00084707i,-0.00021732-0.00013478i,0.00011492+2.0582e-06i,-0.00062198+6.5704e-05i,-0.00068583-0.00017765i,-0.0011197-0.00034099i,-0.0016321+6.5634e-05i,-0.00074363-9.9105e-05i,0.00010205-0.00055058i,0.00085477-0.00072714i,0.00040673-0.00035475i,-0.00089124+0.00010337i,-0.0010273+0.00010469i,-0.00023185+0.0007914i,0.00053589+0.001051i,0.00067477+0.0011092i,0.0001259+0.00085049i,-2.4e-06+0.00091844i
-0.00062584-0.00010054i,-0.0014741-0.00033339i,-0.00094011-0.00033569i,0.00077669-0.00087531i,0.0013101-0.00091902i,0.0012458-0.00061838i,0.00090441-0.00015929i,-0.00064731+0.00047367i,-0.0010501+0.00077002i,-9.7751e-05+0.0011298i,0.00018859+0.001034i,0.00044947-0.00033678i,0.00094496-0.00099603i,0.00030876-0.0004283i,-0.00035424+0.00089805i,8.6152e-05+0.0010959i,8.2058e-05+0.00085869i,-0.00028576+0.0011024i,-0.00021856+0.00074365i,6.9891e-05+0.00040062i,0.00031525+0.00037179i,0.00077881+0.0004216i,0.00081497+0.0010601i
0.00074961+0.0014305i,0.001122+0.002172i,0.0016913+0.0023964i,0.0010516+0.00093565i,0.00093604-0.00067625i,0.0010365-0.00063705i,0.00027914+0.0003435i,-0.00035722+0.00032853i,-0.00021681-0.00034477i,2.6003e-06-0.0011446i,-0.00020924-0.00091779i,-0.00046151-0.00030341i,-0.0011966-0.00018929i,-0.00082728-3.99e-06i,0.00037529+0.00012584i,0.00091437-0.00035003i,0.00080351-0.00042244i,0.00012655+0.00011004i,-0.00029115-0.00012832i,-9.9099e-05-0.00012655i,0.00013042+0.00082773i,-0.00018032+0.00069694i,-0.00045052+0.00011736i
-0.0006423+0.00055657i,-0.00072023+0.00041629i,9.87e-05+0.00048692i,0.00067032+0.00055344i,0.00061484-0.0012488i,0.00023516-0.0022229i,-0.00023346-0.0009534i,-0.00061264-0.00018988i,3.4551e-05-0.00021571i,0.00068377+5.7408e-05i,9.9065e-05+0.00021378i,-0.00080018+0.00052115i,-0.00079803+0.00031344i,0.00026797-0.00067512i,0.00076965-0.00089908i,0.00041027-7.3939e-05i,-0.00016758+0.00068507i,-0.00044296+0.00014214i,-0.00035733+0.00027317i,-0.00057929+0.00043586i,-0.00014074-3.1906e-05i,0.00056141+0.00031202i,0.00081062+0.00087778i
-0.00017688-0.0013057i,0.00031981-0.0009637i,0.00025201-0.00034918i,-0.0014214-0.00056003i,-0.0016261-0.0011417i,-0.00019335-0.0012888i,0.00028828-0.00082847i,-0.00047307-0.00010597i,-0.00112+0.00049937i,-0.00096113+0.0006389i,-0.0010408+0.00082755i,-0.0010508+0.00066442i,-0.00043555+0.00049288i,0.00035574+0.00030091i,0.0005481+0.00034742i,0.00046836+0.00013076i,0.0005082-0.00013397i,0.00047632+0.00023952i,-4.6372e-05+0.00093357i,0.00018001+0.00065888i,0.00089164-0.00064257i,0.00060706-0.00092146i,-0.00036618-0.00016702i
-5.959e-05-0.0016002i,-0.0012617-0.0021684i,-0.0022205-0.0019212i,-0.0017751-0.0010381i,-0.0012338-0.00023121i,-0.0010953+0.00022177i,-4.1634e-05-0.00017906i,0.00023792-0.00030409i,-2.5111e-05-0.00082509i,-0.00053376-0.0011156i,-0.00095475-0.0002741i,-0.0003771+0.00079962i,-0.00045038+0.00098052i,-0.00078757-6.9005e-05i,-0.00077832-0.00079902i,-3.1494e-05-0.00066527i,0.0010842-0.00036374i,0.00072908-0.00063923i,0.00014046-0.00063744i,6.9244e-05-6.3286e-05i,5.6024e-05+0.00046876i,-0.00011462+0.00078473i,-4.2877e-05+0.00024382i
0.00068361-0.0015555i,0.0001683-0.00096292i,-0.00095625-0.0012195i,-0.0013369-0.0023684i,-0.00069482-0.0026751i,4.8298e-05-0.0010515i,5.8512e-05-0.00029816i,7.7699e-05-0.0003158i,6.6611e-05-0.00048544i,-0.0002047-0.00058019i,-0.00019677+0.00010422i,0.00010283+0.00030638i,0.00029496+2.4038e-05i,7.0922e-06-0.0001968i,0.00021192-0.00066044i,0.00073369-0.00053297i,0.00040752-0.00028897i,0.000349+0.00030067i,0.00034799-9e-05i,5.7682e-05-1.5978e-05i,-8.7964e-05+0.000363i,0.00018798+0.00027642i,0.00018333+0.00041962i
0.001489-0.0015156i,5.8045e-05-0.0011459i,-0.00042121-0.0013906i,-0.00086738-0.0021545i,-0.0014171-0.0020987i,-0.0017241-0.0012154i,-0.001477-0.00045969i,-0.00056408-0.00013276i,-0.00041899-0.00054963i,-0.00072558-0.0010099i,-0.0013205+4.7186e-05i,-0.0014155+0.00077421i,-0.0012035+0.00062356i,-0.00066322+0.00065961i,0.00035534+0.0004517i,0.00071932+0.00045101i,0.00015056+0.00092954i,-0.00042197+0.00040825i,-5.3878e-05-3.6825e-05i,0.00023973+0.00016183i,-0.00014288+6.0786e-05i,7.5252e-05+0.00099259i,0.00028217+0.0013794i
0.0018765+0.00050974i,0.0019928-0.00034545i,0.001851-0.0016789i,0.00099421-0.0023285i,0.00014761-0.0020123i,-0.00014694-0.0013759i,2.9106e-05-0.00085947i,-0.00036649-0.00083511i,-0.00050721-0.00060387i,-7.005e-05-0.0007506i,6.8392e-05-0.00098028i,-0.00037515-0.00027279i,-0.00095256-0.00011629i,-0.00020641-0.00034567i,0.00022624-0.00021624i,-6.4578e-05-0.00079273i,-3.922e-06-0.0010023i,-6.6923e-05-0.0007583i,-0.00071685-0.00065803i,-0.00083171+0.00021823i,-0.00057471+0.00015033i,-0.00036572-0.00054409i,0.00018089-0.00017623i
-0.00014457+0.00042056i,-0.0014258-2.8446e-05i,-0.0019344-0.00098062i,-0.0023265-0.00028179i,-0.0015895-6.2515e-05i,-0.00048886-0.00048233i,-0.00017899-0.00051665i,-0.00025308-0.0003298i,-0.00010545-0.00021623i,-0.00026489+2.2094e-06i,0.00065289+9.9721e-05i,0.0010748+0.00049473i,0.00043861+0.00022264i,-9.6281e-06-0.00078346i,0.00016205-0.00057617i,-0.00035096+0.00026672i,-0.00073555+0.00024439i,-0.00036399-0.00044911i,-0.00043154-0.00067535i,-0.00029404-0.00013605i,0.00049946-0.00039247i,0.0014617-0.00056384i,0.00063351-0.00025286i
-0.001292-0.001863i,-0.00099839-0.0011376i,-0.0010359-0.0019778i,-0.0010145-0.0018341i,-0.001317+0.00049164i,-0.00037353+0.0015101i,0.00096886+0.00031193i,0.001118-4.1656e-05i,0.00038212+0.00013618i,-0.00074003+0.00011888i,-0.000129-6.6546e-05i,0.00099808-5.6884e-05i,0.00080748-2.9059e-05i,0.00038438-0.00030276i,0.00040958-4.0019e-05i,0.00034232+9.5906e-06i,0.00015822+0.00050507i,-0.00024026+0.0010187i,-0.00021829+0.00073574i,0.00019293+0.00042704i,-8.4022e-05-6.0483e-05i,-0.00032394-0.00089011i,-1.0559e-05-0.0012867i
-0.00016274+0.0020316i,0.00055816+0.0020992i,0.0012699+0.0011297i,0.0016706+0.0002945i,0.0015828-0.00021025i,0.0014452-0.00075189i,0.00059847-0.0012217i,0.00017388-0.00084505i,-5.2934e-05+0.00015814i,-0.00041265+0.00097198i,-0.00039828+0.00068215i,-0.00052905+0.0001012i,-0.00094966+0.00025174i,-0.0011587+0.0001422i,-0.00046506+5.2396e-05i,-0.00023033+0.00079517i,-0.00073053+0.0010117i,-0.00071594+0.00039717i,-0.00026766-0.00039205i,-0.00017726+2.5864e-05i,-0.0003578+0.00036753i,-0.00086466+0.000248i,-0.00069562+0.00038704i
0.00044376+0.00027524i,-0.00044185+2.8579e-05i,-0.0013151-0.00094719i,-0.00082576-0.0012779i,-0.00012072-0.00069745i,-6.0831e-05+0.00038837i,0.00014219+9.0209e-05i,-0.00031063-0.00046322i,-0.00095751-0.00023127i,-0.00065373+4.0627e-05i,0.00012924-0.00025648i,0.0004259+3.7275e-05i,0.00036174+9.1342e-05i,0.0008008-0.00055829i,0.00078443-0.00027652i,0.0008852+0.00036323i,0.00051493+8.3937e-05i,0.00059255+3.9445e-05i,0.00087289+0.00013678i,-0.0010236+0.00027858i,-0.0017909+0.0010735i,-0.0010033+0.0015063i,-0.00087221+0.00077679i
0.00085837-0.00096222i,-0.00052461-0.0028552i,-0.0011602-0.0033204i,-0.0013237-0.0022948i,-0.0019859-0.0013932i,-0.0014248-0.00068296i,-0.00038911-0.00010482i,0.00029325+0.00053852i,0.00048443+0.00066395i,0.00024891+0.00077554i,-0.00010241+0.00059433i,-7.2193e-05+0.00045697i,0.00013439+0.00151i,0.00042543+0.00090857i,0.00049033-0.00029941i,0.00023253+0.00032547i,0.00045295+0.00075815i,0.00088488+0.00080417i,0.00067868+0.00077112i,0.00068665+0.00034986i,0.00051479+0.00031506i,0.00052787-0.00055628i,0.00049666-0.00027883i
0.0012079+0.0010556i,0.00064822+0.00013596i,0.00094539-5.6236e-05i,0.0009714-0.00045202i,0.0010151-0.0016052i,0.000157-0.0018347i,-0.00044452-0.0016019i,-0.00060181-0.00080521i,-0.00080506-0.00028011i,-0.00027735-0.00066132i,0.00033886-0.00016982i,-7.5959e-05+0.00075874i,-0.00030085+0.0011163i,0.00039751+0.00082066i,0.00013964+0.00037023i,-0.0003001+0.00012395i,0.00043171-0.00029001i,0.000324-0.00085933i,-0.00037485-0.00067866i,-0.00043015-0.00029563i,-7.1576e-05-0.00019089i,0.00040414+6.9068e-05i,3.1473e-05+0.00012552i
-3.0633e-05+0.0011892i,8.4893e-05+0.00054149i,0.00019942-0.00072852i,0.00021922-0.0015323i,0.0004617-0.00076042i,0.00049296-0.00015636i,0.00032313-0.00078538i,0.0001122-0.00071047i,0.00015326+0.00054886i,9.634e-05+0.00095903i,0.00047101+4.4701e-06i,0.00017279-0.00033032i,-0.00064934+0.0002245i,0.00018865-4.4392e-05i,0.0010289-0.00066985i,0.0010247-0.00043579i,0.00026374-0.00029659i,-0.00088073+3.3972e-05i,-0.00081786+0.00012166i,0.00026314+0.00028055i,0.00013725+0.00044782i,-0.00035885-4.0137e-05i,-0.00072711-0.0002684i
