0.0017102+0.00010096i,0.001002-0.0012875i,0.0012652-0.002388i,-0.00026588-0.0018233i,-0.0026798-0.00034547i,-0.0029302+0.0012042i,-0.0014523+0.0019475i,-0.00026052+0.0019905i,0.00013743+0.00049946i,-0.00016194-0.000633i,-0.00074847-0.0011755i,-0.0014966-0.00089452i,-0.0012294+0.00040658i,-0.00077217+0.0010349i,-0.00053444+0.0006348i,0.00039088+0.00030897i,0.00086929-0.00047166i,0.00052272-0.00064367i,0.0009334-1.915e-06i,0.0014201+0.00032196i,0.0010231-0.00040432i,0.00056251-0.0010101i,0.00016799-0.00070177i
0.00058573-0.0013872i,-0.00031155-0.0020809i,-0.0021527-0.0022383i,-0.002476-0.0021836i,-0.0015114-0.0020603i,-0.00059056-0.0012136i,-0.0012188-0.00037675i,-0.0015246+7.5583e-05i,-0.00075625-9.8867e-05i,-9.4318e-05-0.00064595i,-0.00025716-8.0732e-05i,-0.00080007+0.00011238i,0.00035631-0.00047097i,0.0002253-0.00061289i,-0.00051157+2.031e-05i,-4.7762e-05+0.00062731i,0.00013254+0.00063234i,0.00076457+9.2865e-05i,0.00080049-7.2147e-05i,0.0006964+2.7982e-05i,0.00052164-6.2796e-05i,-2.4764e-05+7.6426e-05i,8.4315e-05+0.00010187i
0.0011287-0.0028962i,0.00034593-0.0028987i,-0.001043-0.0035008i,-0.0013076-0.0037751i,-0.0007876-0.0024755i,-0.00037519-0.0013426i,-7.0126e-05-0.00071791i,0.00044703+0.00019483i,0.0010735+0.0010492i,0.0011505+0.0015802i,0.00069499+0.0013983i,0.00092123+0.00063322i,0.00031835+0.00058114i,-0.00013949+0.0003417i,4.4788e-06+0.00017876i,0.00034794-1.6117e-05i,0.0010369-0.00015576i,0.0004394+0.00031114i,-0.00039451+0.0005391i,-0.00018938+0.00039954i,-0.00018705-7.6707e-05i,0.00025733+0.00019167i,0.00028821+0.00060601i
-0.00083927+0.00093978i,0.0015862+0.0017186i,0.0033416+0.001694i,0.002644+0.001171i,0.0013518-1.5442e-06i,0.00068094-0.00095766i,0.00052014-0.0010577i,0.000962-0.00057686i,0.00090568-0.00032735i,0.0010055-2.164e-05i,0.0012757+0.00042897i,0.0011264-0.0001979i,0.00084652-0.00056308i,0.0004599-0.00038081i,0.00037624-0.00057411i,5.8403e-05-0.00036578i,-9.335e-05-0.00010273i,-0.00022789+0.0001441i,0.00010235+0.00031338i,-0.00051005+9.5953e-05i,-0.00137-4.5732e-05i,-0.00011073+0.00030344i,0.0010852+0.00096406i
-0.0018693+0.0014926i,-0.0016304+0.0016501i,-0.0012077+0.0010888i,0.00015844-0.00055049i,0.0010029-0.0016893i,0.00070829-0.0017519i,-6.794e-05-0.00078702i,-0.00051589-0.00035289i,-0.00013234-0.00042862i,0.0002134-0.00026397i,0.00018976-0.00034306i,0.0001418-0.00099135i,0.00059517-0.0011917i,-0.00021315-0.00099283i,-0.0012797-0.0010125i,-0.0014224-0.0010472i,-0.0008274-0.0010676i,-4.0812e-05-0.0010808i,0.0002118-0.00035496i,-0.00029616-0.00011922i,-0.00067424-0.00086796i,0.00022497-0.00055836i,0.00086102+0.00041904i
0.0013432-6.9364e-05i,0.00049694-0.00080626i,-7.4331e-05-0.0023986i,-0.00018053-0.0024757i,-0.00024841-0.0020603i,-0.00031133-0.0021591i,-6.1942e-05-0.0025578i,1.8341e-05-0.0010957i,-0.00043324-1.0652e-05i,-0.00038562-0.0002898i,0.00033561-0.0007318i,0.00055254-0.00076917i,0.00042466-4.6433e-05i,0.00033688+0.00022937i,0.00023669+0.00018532i,0.00053689-0.00021705i,0.00059181-0.0011325i,0.00027513-0.001235i,-0.00024761+0.0002398i,-0.000895+0.0010774i,-0.0009968+0.00082148i,-0.00070869-0.00021549i,-0.00018353-0.00050406i
-2.2498e-05+0.00022621i,0.00065202-0.001118i,0.0010739-0.0028968i,-8.4527e-05-0.0033837i,-0.0017057-0.0026451i,-0.0019891-0.001097i,-0.0018338+0.00032212i,-0.0020124+0.00063578i,-0.0013203+0.0010131i,-0.0005841+0.00095513i,-0.00084803+0.00047398i,-0.0010589+0.00039093i,-0.00069697+0.0003459i,-0.00036377+0.00046467i,-0.00029607+0.00018206i,0.00033547-8.4528e-06i,0.00084106-7.209e-05i,0.00071473-0.00012376i,0.00058334+0.00044485i,6.7891e-05+0.00059181i,-0.00020895+0.00027282i,0.00020074-3.3608e-05i,0.000461+9.2691e-05i
-0.00021213-0.0016832i,-0.00045483-0.0026399i,-0.0015986-0.002523i,-0.002093-0.0025058i,-0.00040686-0.0017473i,0.00041218-0.001156i,-0.00017593-0.0012234i,-0.00061729-0.0010587i,-0.00052368-3.1101e-05i,-0.00070798+0.00068942i,-0.0008378+0.0011756i,-0.00077628+0.00070139i,-0.00015909-0.00041711i,0.00043211-7.1035e-05i,0.00066851+0.00023532i,0.00036183+0.00034161i,-0.00048186+0.00030119i,-0.00049199+0.00041603i,-0.00037533+0.00045368i,-0.0001434-7.8619e-05i,0.00012385-0.00010042i,0.00029859+0.00028171i,2.2762e-06+0.00022218i
0.0010556+0.0023178i,0.0018264+0.0017594i,0.0028227+0.00029046i,0.0021882-0.0010636i,0.0011136-0.001477i,0.00069326-0.0013601i,0.00085012-8.2458e-05i,0.00022752+0.00049602i,0.00014863+0.00021121i,0.0007972-3.9107e-05i,0.00092618-0.00024808i,0.00039651-0.0003112i,-0.00012151-0.00026213i,-0.00019513-4.9606e-07i,-0.00029689+0.00013842i,-0.00037763-4.3083e-05i,-0.00055-0.00022041i,-0.0010253-0.00023464i,-0.00049877-0.00042393i,0.00018177-5.5192e-05i,0.0002745+0.00021277i,0.00069291+0.0001548i,0.0006489-7.2134e-05i
-0.00032853-6.9717e-06i,-0.0010542-0.00096317i,-0.00070253-0.0019903i,5.7522e-05-0.0022687i,0.00030352-0.00214i,0.00060065-0.00099507i,0.00042838+0.00023191i,0.00020165+0.00018221i,0.00027054-0.00041117i,0.00024207-0.0010272i,0.00017608-0.0010292i,0.00056586-0.0012027i,0.0010322-0.00055853i,0.00039201+0.00032867i,-0.00044296+0.00028204i,-0.00046032-0.00018811i,-0.00016526-0.00025612i,6.4533e-05+0.00012663i,0.00038369+0.00025509i,0.00060445+0.00015086i,0.00033599+0.00024433i,0.00027166+0.00044949i,0.00042819+0.00041717i
0.0013096-0.00035546i,0.0018254-0.00086197i,0.0020226-0.0020919i,0.00049123-0.0034908i,-0.0001123-0.0033522i,0.00049521-0.0018749i,0.0011026-0.0011159i,0.0011003-0.000486i,0.00065155+5.1518e-05i,0.00048833-5.7048e-05i,0.00064863-0.00013305i,0.00086636+0.00037953i,0.00028519-0.00019422i,-0.0005233-0.0010017i,-0.00072659-0.00092204i,-3.3629e-05-0.00057492i,0.00017079-0.00070904i,-0.00010545-0.0010504i,0.00024426-0.00055408i,0.00042886+7.4508e-05i,-0.00033849+0.00014368i,-0.00093332-5.2513e-05i,-0.00060504-7.9618e-05i
0.0012775-0.00039701i,0.0013997-0.0010979i,0.00079481-0.00060906i,-0.00058524-0.00042989i,-0.0011229-0.0015022i,-0.00067102-0.00036552i,-0.00026616+0.0011974i,-2.3161e-05+0.00095409i,0.00014332+0.00066719i,-0.00034002+1.0393e-05i,-0.00096769-0.0011503i,-0.00057335-0.00094587i,0.00011008+0.00026785i,0.00023088+0.00066557i,6.2467e-06+0.0011422i,-0.00044331+0.00073553i,-0.00054286-0.00031863i,-0.00047115-0.00039583i,6.7858e-05-0.00016932i,0.00012826-0.00044566i,-0.00037489-0.00018607i,-0.00017872+0.0010177i,0.00028884+0.0015084i
-0.00041423-0.0026488i,4.4229e-05-0.0025178i,-7.6617e-05-0.0025758i,-0.00077985-0.0027924i,-0.0011666-0.0022478i,-0.00051355-0.0015663i,-0.00023494-0.0015487i,-0.00031373-0.0009901i,-3.6264e-05-0.00060513i,-0.00039396+0.00031992i,-0.00055859+0.00089639i,6.3027e-06+0.0001449i,0.00086324-0.00015267i,0.00076829-0.00023196i,0.00042098+0.00014999i,0.00026645+0.00019962i,0.00025103-0.00013149i,0.00027117-6.6125e-05i,-0.00021322+0.00095128i,-0.0010188+0.0010749i,-0.0010517+0.00018804i,-0.00065091-0.00052286i,-0.00057631-0.00023072i
0.0019847+0.00045914i,0.0018615+0.00051084i,0.0013016+0.00076094i,0.0010299-0.00012077i,0.0012985-0.0018053i,0.0008406-0.0018595i,5.4874e-05-0.00018667i,-0.00084054+0.0015531i,-0.00047924+0.0015233i,0.00027203+0.00094438i,-0.00035043+0.00050004i,-0.001177+0.00050109i,-0.00058277+0.00029241i,-0.00022799-0.00039555i,-0.00043829-0.0003283i,0.00036174+0.00015213i,0.00096105-0.00033582i,0.00047109+2.6965e-05i,-0.00011646+0.00080887i,-0.00013315+0.00066954i,8.6113e-05+0.00055711i,0.00015286+0.00011972i,8.4833e-05-0.00042851i
-0.0015653-0.00041223i,-0.00025539-0.0012354i,0.00051833-0.0020857i,0.00065011-0.0033052i,0.00089686-0.0030883i,0.00025493-0.0020193i,-8.193e-05-0.00091798i,0.0011253-0.00039752i,0.00178-0.0007214i,0.0011088-0.000578i,0.00072128-0.00029774i,0.0009988-0.00042435i,0.00077623-0.00083357i,0.00045658-0.0011548i,0.00075134-0.0007571i,0.00031185-0.00032586i,-0.00026631-0.00026284i,0.00020658+4.5495e-05i,0.00068301-5.5376e-05i,0.00064519+0.00024044i,0.00061204+0.00035674i,0.00059825+8.8149e-06i,0.00026366-0.00047837i
0.0010712-0.00055728i,0.00073316-0.0019399i,0.00019856-0.0030806i,0.00019929-0.0019751i,-0.00086749-0.0018536i,-0.0012906-0.0016418i,-0.00032444-0.00036036i,0.00021809+3.2809e-05i,0.00088063+0.00031451i,0.00038829+0.00064902i,-0.00025553+0.00034817i,-0.00018412+0.0004568i,0.00021164+0.00048062i,0.00026902-6.0364e-05i,-0.001059+9.5046e-05i,-0.0012572+0.00038057i,0.00048492+0.00070405i,0.0015774+0.00037955i,0.0014697+0.00040698i,0.00061763+0.00069331i,-0.00038958+0.0001713i,-0.00092227+0.00043427i,-0.00071409+0.00061251i
0.0021443-0.00064022i,0.0017152-0.0010285i,0.00191-0.0016741i,0.0016241-0.0030662i,0.00073196-0.0031078i,3.6632e-07-0.0015755i,9.4094e-05+3.7657e-05i,0.00074505+0.0016719i,0.00091244+0.0020146i,-0.0004368+0.00075494i,-0.0010768-0.0001469i,-0.00083831-0.00035543i,-0.0010627-0.0004837i,-0.00087672+5.175e-05i,-0.0015587+0.00082145i,-0.002321+0.00080115i,-0.0010056+3.0498e-05i,-5.6884e-05+0.0002187i,-2.4229e-05+0.00061925i,0.00016217+0.00012942i,-0.00049651+0.00037266i,-0.000814+0.00084443i,-0.00032693+0.0006456i
-0.0028202+0.00064564i,-0.00040305-0.00021485i,0.0012595-0.00068214i,0.00098251-0.0012294i,0.00012657-0.0024435i,0.00035201-0.0025659i,0.00019119-0.0013459i,-0.0001644-0.00027858i,6.923e-05+0.00013144i,0.00054522-0.00051748i,0.00050624-0.0011341i,0.00089168-0.00098295i,0.00099444-0.00025452i,-0.00021171-0.00033848i,-0.00099711-0.00051255i,-0.0012993+0.00021958i,-0.0010152+0.00020124i,-0.00059664-0.00029488i,-0.0011139-0.00036632i,-0.000895+0.00040838i,5.4426e-05+0.00081429i,0.00011354+0.0004043i,0.0003312+1.4602e-05i
0.0011221-0.0010509i,0.00078987-0.0020595i,0.0010901-0.0030559i,0.00094276-0.0032385i,0.00057883-0.0031759i,-0.00013025-0.0025144i,-0.0010866-0.0010809i,-0.0011381-0.00023221i,-0.0008683-6.0783e-05i,-0.00095577+3.7406e-05i,-0.0009013+7.6167e-06i,0.0001792-0.00028775i,0.00081465-0.00014497i,0.00043062+0.00062624i,4.2406e-05+0.0013209i,-0.00021648+0.0015182i,0.00039197+0.00084386i,0.00059721+0.00017062i,0.00058002+0.0002974i,0.00052363+0.00057205i,0.00031975+0.00061827i,0.00012193+0.00031936i,-0.00040278-3.4056e-05i
0.0027386+0.0011629i,0.0036168-0.00032839i,0.0027754-0.00080699i,0.0012132-0.0023617i,0.00051187-0.0028517i,-3.7635e-05-0.0014701i,-0.00060954-0.0001126i,-0.00049796+0.00062355i,0.00055144+0.00096467i,0.00099531+0.00044479i,0.0002592+0.00019101i,-0.0003823+0.00066123i,-0.0004593+0.0012665i,2.5757e-05+0.00093719i,0.00029429+1.384e-06i,0.00031374-0.00034937i,0.00083587-0.00061142i,0.0014057-0.00034658i,0.001194+0.00061981i,0.00074692+0.00083721i,0.00025133+0.00030851i,0.00066056-0.00031844i,0.00061221-0.00075621i
-0.0022876-0.00084679i,-0.0028528+0.00058727i,-0.0025957+0.0017866i,-0.0013051+0.0016421i,-0.00063989+0.001176i,-0.00065819+0.00023735i,-0.00054324+8.0166e-05i,-0.00023393+0.00069262i,-0.00030344+0.0013243i,-0.00075898+0.0010046i,-0.00085124-4.3017e-05i,-0.00047097-0.00071593i,-6.0398e-05-0.00075127i,-0.00016945-0.00067819i,-0.00011421-0.00063901i,-0.00018652-0.00095623i,-7.696e-05-0.0013448i,0.00035213-0.0011484i,0.00048063-0.00071738i,0.0003199-0.00065508i,-0.00011309-0.00065983i,-0.00025072+9.4587e-05i,0.00016969+0.00067147i
0.0012768-0.0032055i,0.00082024-0.0036828i,-0.00015447-0.0051766i,-0.00094224-0.0048674i,-0.0017133-0.003447i,-0.0015998-0.0014251i,-0.00083261-0.00016006i,-7.6282e-06-0.00022054i,-1.4772e-05+0.0005801i,0.00051255+0.00097458i,0.0015568+0.00040864i,0.0014141+0.00025758i,0.00061081+0.00081833i,0.00053637+0.001128i,0.0008859+0.0016571i,0.00040185+0.0017953i,0.00034386+0.00022848i,6.8053e-05-0.00053798i,-0.00017919-7.6416e-05i,1.4875e-05-0.00022024i,-0.00019393-0.00035124i,-0.00032608-0.00041298i,-0.00020098+0.0001377i
0.0012509-0.001807i,0.00023537-0.0014433i,-0.00071686-0.0014752i,-0.00040905-0.001295i,-7.3115e-05-0.001312i,0.0003858-0.0011502i,0.0005748-0.00074882i,0.00051274+8.3689e-05i,0.0001751+0.0003752i,-0.00035472+0.00014999i,-0.00031074+0.00023284i,0.00016964-0.00014289i,0.00093541-0.00032544i,0.00079842+0.00084314i,-9.052e-05+0.001778i,-0.0002766+0.00049469i,0.00019104-0.00047573i,0.00010471-0.00030156i,-0.00035423-0.00032358i,-0.00064191-0.00029729i,-0.00045866-0.00057572i,0.00032385-0.00011581i,0.00025809+0.00011569i
0.00015885+0.001172i,0.00088898+0.00049064i,0.0017733-2.2357e-06i,0.0022721-0.0015461i,0.0017963-0.0028714i,0.00092542-0.0028844i,-1.7725e-05-0.0011751i,-0.00053301+0.00038734i,-0.00058617-0.00027566i,0.00035777-0.001152i,0.00051679-0.0012953i,-0.00079996-0.0012626i,-0.0011091-0.00086235i,-0.00068192+0.00018498i,-0.00014624+0.00024476i,0.00035724+0.00071565i,0.00058674+0.0010002i,0.00030849+0.00082283i,-0.00067148+0.00078787i,-0.0009323+0.00068543i,-0.0010939+0.00051015i,-0.00078099+0.00010926i,0.00012558+3.3952e-05i
0.0012611-0.001621i,0.00034935-0.0022277i,-0.00033402-0.0026798i,-0.0018191-0.0033529i,-0.0026548-0.0034839i,-0.0019439-0.0022547i,-0.00055144-0.0014401i,0.0001303-0.00081019i,-1.1105e-05-0.00029723i,-0.00053252-0.00041382i,-0.00061127-0.00028859i,-0.00048387-0.00021994i,0.00013218-0.00099118i,0.0011768-0.00082677i,0.00099233+0.00074442i,0.00071141+0.00064136i,8.5159e-05+0.00025061i,-0.00044849+0.00058139i,-0.00024922-0.00037817i,-7.3133e-05-0.00087144i,0.00019757+0.00012062i,-0.00010689+0.00010583i,-0.00020358-1.8451e-05i
0.0033355-0.0011289i,0.0032533-0.0019121i,0.0031499-0.003209i,0.0016141-0.003112i,-0.00069444-0.0028132i,-0.0013742-0.0025025i,-0.00092038-0.00051749i,-0.00094942+0.0009869i,-0.0014783+0.00039906i,-0.0016814-0.00056109i,-0.0010893-0.00035355i,-0.00037885+0.00031812i,0.00011343+0.00067625i,-0.00020158+0.00069723i,-0.00019821+0.00070812i,0.00086417-0.00013497i,0.0012087-0.0009513i,0.00095871-0.00082571i,0.00074604-0.00024364i,0.00030469-0.00013789i,-0.00042694-0.00014612i,-0.00019913+0.00015687i,0.0006609+0.00084615i
-0.00056429-0.0014277i,-0.00089407-0.001458i,-0.0010835-0.00048324i,-0.00099672-0.00075235i,-0.00082153-0.0022993i,-0.00047762-0.0023963i,0.0003172-0.0013593i,9.2332e-05-0.00072977i,-0.00013814-0.00045137i,0.00049885+6.7349e-05i,0.00034955+0.00075331i,2.3768e-05+0.00041867i,0.00031997-3.4439e-05i,0.00079421+1.5591e-07i,0.00027475-0.00045635i,-0.00090527-0.00059335i,-0.0016679-0.00072744i,-0.0010946-0.0010418i,-0.00039725-0.00083776i,0.00023256+0.00015938i,0.00055548+0.0005038i,0.00049859+0.00075812i,8.1807e-05+0.0010045i
0.0010332+0.00059411i,0.0014781-0.00063691i,0.0013468-0.003267i,0.0006556-0.0034891i,0.00022859-0.0026569i,-9.9997e-05-0.0015645i,-0.00061973+9.7527e-05i,-0.00016178+0.0012057i,0.00068221+0.0017i,0.0012784+0.001493i,0.00099559+0.00072578i,0.0001237-5.3664e-05i,-0.00059763-2.1879e-05i,-0.0005691+0.00023394i,-0.00033384+0.00012108i,-0.00046088+0.00037029i,-0.00070696+0.00074355i,-0.00092701+0.00046394i,-0.00057053-0.00049158i,1.1257e-05-0.00075777i,-0.00057476+0.00021805i,-0.00066969+0.00073023i,-0.00020933+0.00062773i
0.00064507-0.0015438i,0.00062795-0.0012931i,0.0005508-0.001499i,0.00053811-0.00275i,0.00032019-0.0031074i,0.00023767-0.0023143i,0.00063931-0.0014369i,0.0010872-0.000399i,0.00154-0.00034964i,0.0015947-0.00022338i,0.00073237+0.00024838i,0.00011679-0.00051979i,0.0001578-0.001123i,0.00020425-0.00043493i,0.00071768+6.447e-05i,0.0014505+0.0010158i,0.0017391+0.0016798i,0.0012733+0.0013806i,0.00053686+0.00085874i,0.00040606+0.00048913i,-0.00021149+0.00048055i,-0.00073836-0.0003351i,-0.00013031-0.00080718i
-0.00067944+0.0010355i,-0.0011374+0.0011624i,-0.0015802+0.0016059i,-0.00084339+0.00033851i,0.00021824-0.0011125i,-9.9934e-05-0.00048686i,-0.0013795+0.00043126i,-0.0012735+0.00050618i,-0.00030186+0.00045338i,0.00029443-0.00033478i,0.00013406-0.00058427i,-0.00031662-0.00021399i,-0.00038811-0.00042943i,-0.00043155-0.00095494i,0.00036158-0.0016032i,0.00062233-0.00074144i,0.00077945+0.00076312i,0.00069987+0.00098866i,0.00020361+0.00082326i,-0.00020897+0.00086344i,3.7634e-05+0.00056868i,0.00034761+0.000327i,0.00060027+0.00040642i
0.00056538-0.00031698i,0.001043-0.00069203i,0.0014156-0.00092499i,0.0025324-0.0011946i,0.0031983-0.0019641i,0.0023622-0.0024297i,0.0008941-0.002034i,-0.00034299-0.0015996i,-0.00073425-0.0017891i,-0.00076788-0.0015166i,-0.00072717-0.001465i,-0.0008841-0.0010768i,-0.0004718-0.00069426i,-0.000321-0.0004658i,-0.00027008-0.00056126i,0.00020063-0.00030716i,0.00053371+0.00011373i,0.00016891-0.00031798i,0.00010534-0.00033792i,-0.00027295+6.6793e-05i,-0.00022105+9.6769e-05i,0.00026504+7.2414e-05i,0.00055747-0.00066624i
0.0018789-0.00081632i,0.0022794-0.0025278i,0.0020145-0.0038319i,-0.00014726-0.0031432i,-0.0019172-0.00219i,-0.0010952-0.00097547i,-0.0002624+0.00055401i,-0.00083394+0.0013865i,-0.0014206+0.0010231i,-0.0016318+0.00033976i,-0.0013578+0.00041631i,-0.0006384-0.00016442i,0.00057004-0.00070246i,0.0010138-0.00061598i,6.2819e-05-0.00051937i,-0.0014191-0.00021847i,-0.0010507+1.4254e-05i,-0.00019295+0.00014033i,-0.0004973+0.00015146i,-0.00076149-0.00011887i,-0.00010019-0.00072935i,-0.00057367-0.0011219i,-0.00036046-0.00059605i
-0.00090526-0.00090038i,-0.0016519-0.0018964i,-0.0023514-0.0017827i,-0.0016874-0.0016812i,-9.8656e-06-0.0020653i,0.00066417-0.0011572i,0.00068947-0.00014525i,0.00043174-0.00014582i,1.3858e-05+6.1179e-05i,0.00066905+0.0010476i,0.001308+0.0017818i,0.0011898+0.0011096i,3.8573e-05+0.00025795i,-0.00060989-0.00016509i,4.7482e-06-0.0001881i,3.9486e-05+0.00031676i,-0.00057139+0.00059291i,-0.00078075-0.00018849i,-0.00035475-0.00090371i,-0.00048277-0.00080643i,-0.00069226-0.00085844i,-0.00035801-0.00022589i,-0.0004517-6.1198e-05i
0.0019631-0.0024131i,0.001636-0.0028182i,0.00069116-0.0037743i,-0.0010195-0.0044848i,-0.0020853-0.0043155i,-0.0015618-0.0034902i,4.7623e-05-0.0013776i,0.00072068-0.00015495i,0.00072564-5.0229e-05i,0.0012577-0.00046831i,0.00074808-0.00067622i,-6.1116e-05-0.00015275i,-7.6107e-05+0.0001031i,3.8951e-05+0.00059068i,0.00011655+0.00097472i,0.00015417+0.0011923i,0.00060944+0.0018767i,0.00070013+0.0013617i,0.00017681+0.00023261i,0.00028681-0.00060214i,0.00010786-0.00050654i,-0.00044943-0.00010129i,-0.00028632-0.00033247i
0.0017116-0.0013489i,0.0023159-0.002436i,0.002664-0.0018908i,0.0015355-0.0008727i,0.00020864-0.0010416i,-0.00042087-0.0005336i,-0.00078673+0.00035804i,-0.00018181+0.00056763i,0.00096738-1.8311e-06i,0.0013174-0.00086339i,0.0010363-0.0011989i,0.00087199-0.00060318i,-3.4092e-06+0.00019383i,0.00012934-0.00032557i,0.0019853-0.00076067i,0.0021133-0.00029839i,0.00051899+0.00028484i,-0.0003617+0.00093624i,-0.00071813+0.0006601i,-0.00050449+0.00011368i,2.717e-06-0.00015176i,0.00072313-0.00064086i,0.0010122-0.00037461i
0.00023424+0.00088227i,0.0010572+0.0010789i,0.001948-7.6506e-05i,0.0011908-0.0014349i,0.00083986-0.0019997i,0.0011438-0.00231i,0.00039336-0.00085853i,-0.00031306+1.6369e-05i,-0.00026563-0.00055481i,-0.00040144-0.0014632i,-0.00024023-0.001705i,-6.5086e-05-0.001189i,-1.5593e-05-0.00071258i,-0.00037719-0.00065314i,-0.00060146-0.0013717i,-0.00044259-0.0012543i,-0.00031748-0.00046363i,0.00037061-0.00045951i,0.00051201-0.0011961i,0.00088493-0.00091566i,0.00066456+4.9525e-05i,-0.00041961-3.1719e-05i,-0.00015739-0.00062416i
-0.00116-0.00028037i,-0.00094888-0.00085303i,-0.0011859-0.0027204i,-0.001444-0.0033634i,-0.0013324-0.002557i,-0.0013981-0.0017898i,-0.0012352-0.00082804i,-0.00093864+0.00050817i,-0.00066902+0.00095492i,-0.00079189+0.00091723i,-0.001608+0.00062692i,-0.00061355+0.00014848i,0.00076976-7.4293e-05i,4.1395e-05+1.6163e-05i,-0.00021913-0.0002787i,-0.00022724-0.00077995i,-0.00063173-0.00040781i,-0.00076596-0.00025965i,0.00033982-0.0003121i,0.000684+0.00013321i,0.00035165+0.00014759i,0.00042647+0.000223i,-2.9417e-05+0.0006041i
0.0017449-0.0013222i,0.0010795-0.0020387i,-4.0158e-05-0.0033281i,-0.0008279-0.0033769i,-0.00042048-0.0020204i,0.00015556-0.00061855i,0.00079265+1.8297e-05i,0.0012272+0.00079787i,0.00083444+0.0011281i,-0.00045514+0.0013017i,-0.000297+0.0022506i,4.0672e-05+0.0020628i,7.2386e-05+0.00098389i,0.00048656+0.00090759i,0.00076174+0.001425i,0.00026959+0.0014991i,-0.00057638+0.00067619i,-0.00051478-0.00036908i,0.00010496-0.00099874i,0.00031723-0.00052051i,0.00015339-0.0003883i,0.0002547-0.00091106i,-0.000114-0.00013245i
0.0011575-0.0015463i,-1.1107e-05-0.0017041i,-0.0013207-0.0020193i,-0.0014917-0.0029084i,-0.0010664-0.0029894i,-0.00059673-0.001371i,-0.00060232-0.00073993i,-0.00053168-0.0011306i,-8.3748e-06-0.00086564i,0.00054727-0.00079807i,0.00097508-0.00033404i,0.0013487+0.00049467i,0.00067875+0.0013899i,8.7559e-06+0.0016427i,0.00014974+0.00119i,0.00024323+0.0013688i,0.00057521+0.0012102i,0.00066033+0.00012782i,0.0001942-0.00049517i,0.00011234-0.00093873i,0.00058977-0.00042334i,0.00099413-4.1078e-05i,0.00066017-0.00042463i
-0.00035089+0.00049128i,8.0835e-05+0.001754i,0.0014239+0.00052463i,0.002213-0.000456i,0.0020401-0.00061238i,0.0011135-0.00033477i,-0.00035174-0.00014587i,-0.00077518-0.00062735i,3.4598e-06-0.00065899i,0.0012102-0.00031276i,0.0019825-4.0483e-05i,0.0014772-0.00041022i,0.00097371-0.00085906i,0.00058042-0.00050546i,0.0001246-0.00046207i,0.00052918-0.00026342i,0.0013028+0.00025403i,0.0014891+0.00018091i,0.0011623-0.00010329i,0.00075784+0.00055095i,0.00032458+0.00067324i,-0.00027342+0.00047811i,-0.00048211+2.7163e-06i
-0.00012527-0.0017544i,0.00064243-0.0025494i,0.00040104-0.0038061i,-0.0010853-0.0046211i,-0.0012957-0.0044937i,-0.00033335-0.0037283i,0.00025853-0.0025513i,0.0005111-0.00091594i,-3.7734e-05-0.00030577i,-0.00096418-0.00060519i,-0.00077175-0.00066216i,-0.00083483-0.0010081i,-0.0013123-0.0017146i,-0.0012539-0.0020327i,-0.00065269-0.0016995i,-0.00012398-0.0016738i,0.00050073-0.0017109i,0.0005784-0.0013405i,0.00032415-0.00092894i,0.00065999-0.00023625i,0.00066927+0.0009514i,0.00019137+0.00094534i,-0.00044511-0.0001278i
0.00068037-0.00035834i,0.0010605-0.00077346i,0.00092629-0.00061641i,1.2142e-05-0.0012296i,-0.00023862-0.0018018i,-0.00045004-0.0017709i,-0.00033126-0.0011792i,-0.00019113-0.00014301i,0.00026325+9.7211e-05i,-2.3514e-05+0.00038085i,-0.0012071+0.00042904i,-0.0014291-0.00018044i,-0.00071262-0.0005647i,-0.0012099-0.00028181i,-0.001631+0.00010921i,-0.0010052+0.00013319i,-0.00062915-0.00019696i,-0.00021608-0.00023272i,-0.00050343-0.00036449i,-0.00064623-0.00024183i,-0.00060292+0.00011764i,-2.8003e-05+0.00038636i,0.00060271+0.00024795i
0.0023563+0.00012628i,0.002999-0.0010017i,0.0024957-0.0017779i,0.0020142-0.0011364i,0.0014706-0.0010026i,0.0012707-0.0013715i,0.00065745-0.0010994i,-0.00054559+0.00034323i,-0.00045486+0.00073818i,-0.000266+0.0004416i,-0.00045421+0.00044848i,-0.00071637+0.00014288i,-0.0003508+1.2598e-05i,-0.00021778+0.0002558i,-0.00039306+0.00069588i,-0.00082469+0.00091759i,-0.0008831+0.0010524i,-0.000311+0.0013422i,-0.00026932+0.0014306i,-0.00079732+0.0010873i,-0.00045341+0.00031574i,0.00016716-0.00025873i,5.6809e-05-0.00047205i
-0.0018399-0.00077409i,-0.0011945-0.00075979i,-0.0006869-0.00032258i,-0.0001943-0.00085184i,0.00070262-0.00076574i,0.0010477-9.4283e-06i,0.0007318+0.00043455i,0.00017212+0.00041592i,-0.00022338+0.00074177i,0.00026541+0.0014856i,0.00078904+0.0011288i,0.00080512+0.00019498i,0.00039681-0.00017874i,0.00034093+0.00040728i,0.00061223+0.00066828i,0.00048679+0.00035179i,-4.6387e-06+0.00080442i,-0.00026424+0.00071237i,9.2605e-05-0.00050707i,0.00067143-0.0005975i,0.00092934-0.00017449i,0.0008623-0.00042029i,0.00090102+0.00052113i
