-0.00051432+0.00071713i,-0.00020986+0.00035285i,-0.00046615+7.1819e-07i,-0.00096465-0.00023542i,-0.0015368+0.00023789i,-0.0020118+0.00043877i,-0.0010923+0.0010339i,0.00030034+0.0020171i,0.001663+0.0013971i,0.0019025+0.0001032i,0.0015119-3.6861e-05i,0.00089807-6.6485e-06i,0.00011989-0.00029558i,0.00019277-0.00015561i,0.00054329+0.00046806i,0.00081794+0.001431i,0.00051224+0.0011957i,0.00010399-0.00035737i,0.00046452-0.001179i,0.00034601-0.00098729i,0.0001943+2.0984e-05i,-0.00042835+0.0010659i,-0.00097768+0.00093534i
0.00061059-0.0006324i,-0.00094243-8.4945e-05i,-0.0023883+0.0003464i,-0.0022926+0.0015354i,-0.0016478+0.0017602i,-0.0013445+0.0016235i,-0.00096719+0.0014447i,-0.00073989+0.0007712i,-0.00071526-0.00051438i,-0.000452-0.00055134i,-1.6742e-05+4.0519e-05i,0.00013664+0.00073701i,0.00019641+0.00085691i,-8.911e-05+0.00025714i,6.8189e-05+2.6345e-05i,0.00073443-0.00029146i,0.00054262+0.00079838i,-0.00025461+0.0017712i,-0.0011043+0.001112i,-0.00018689+0.0005645i,0.00073581+0.00071842i,0.00024341+0.000751i,0.00044637+0.00039874i
0.001588-0.00072584i,0.001728-0.00076167i,0.0021189-0.0012813i,0.002343-0.0023219i,0.0011989-0.0020669i,-2.8884e-05-0.0010757i,0.00019055-0.00073132i,0.00051385-0.00082873i,0.00054194-0.00093064i,0.00072062-0.00045351i,0.00083511+0.00056607i,0.00075052+0.0010608i,0.00057249+0.00069708i,0.00082599-0.00035614i,0.0012303-0.00048267i,0.00037914+0.00011195i,-0.00077672+0.00036936i,-0.0010969+0.0001938i,-0.00087187+0.00034555i,-0.00075028+0.00068293i,-0.0013513+0.00026162i,-0.0012072-2.9818e-05i,-0.00019384+0.00034044i
0.00020314+0.0016211i,-0.00073905-0.00042263i,-0.000318-0.0016906i,0.0011383-0.0010534i,0.0025372-0.00095106i,0.0024482-0.0010174i,0.0010391-3.0461e-05i,0.00010067+0.00085218i,0.00013371+0.00061065i,6.8537e-05+0.00044873i,-0.00039082+0.0008701i,0.00030375+0.0011967i,0.0012531+0.00077503i,0.0014929+0.00089304i,0.0014832+0.0016534i,0.0015265+0.0017363i,0.0016265+0.00064713i,0.0011353-0.00078859i,-2.8758e-05-0.00074273i,-0.00090799+8.7781e-05i,-0.00089168-0.00025885i,0.00072401-0.00013182i,0.001621+0.00039396i
0.00012795-0.0014354i,0.00082105+0.00041975i,0.0018142+0.0017127i,0.00084319+0.003386i,-0.0006044+0.0028948i,-0.00073793+0.0017235i,-0.00022901+0.0012956i,-0.00035721+0.00047756i,-0.0011257+0.00061471i,-4.3349e-05+0.00056187i,0.0011897+0.0002259i,0.0011533-2.374e-05i,0.00082117+2.3542e-05i,0.0006239-0.00013786i,-9.6116e-05-0.00022751i,-0.00077366+0.00061527i,-3.4317e-05+0.00071487i,0.00066181+0.0001759i,0.00058556-0.00025065i,8.8802e-05-0.00019325i,-0.00022518+0.0002901i,-0.00014781+4.3878e-05i,0.00047199-0.00037967i
-0.00013087+0.0021483i,0.00015701+0.0013941i,-7.2588e-05+0.001751i,-0.0003367+0.00063631i,0.00058941-0.0010188i,0.00028051-0.001103i,-0.00080964-0.00048458i,-0.00034591-0.00019653i,0.00052189-0.0007308i,0.00092002-0.00073324i,0.00052291+0.00028609i,-2.0751e-05+0.00072262i,9.6117e-05+0.00034437i,-0.00038816+0.00021662i,-0.00094898+0.0001794i,-0.0018254-8.5148e-05i,-0.0012065+0.00028787i,-0.00024138+0.00021065i,0.00019212-0.00052425i,0.0010135-0.00023192i,0.0011365+0.00048149i,0.00031705+0.00072184i,-0.00044024+0.0002288i
0.00074539+0.0010533i,0.0016992+0.00084206i,0.0036271-7.1595e-05i,0.0044769-0.00091998i,0.0041534-0.0012655i,0.0026463-0.001289i,0.0015146-0.00078961i,0.00048119-0.0009604i,-0.00020192-0.00053958i,0.00063674+0.0006301i,0.00067934+0.0012807i,-0.00025852+0.0014312i,-0.0001343+0.0012346i,0.00030305+0.00054188i,0.0010491-0.00033008i,0.0014037+0.00024704i,0.00015619+0.0008712i,-0.00028819+0.00055083i,1.5905e-05+0.00037458i,-0.0002628+9.2814e-05i,-0.00015886+0.00075721i,-2.0352e-05+0.0012954i,-0.00012996+0.00074184i
-0.001683-0.0015144i,-0.0026772-0.0014118i,-0.0036807-0.0009916i,-0.0029191+0.00036118i,-0.0013528+0.0019147i,0.00077091+0.002601i,0.0020295+0.001073i,0.0012946+0.00022377i,0.00033701+0.00054882i,0.00024988+0.00068463i,0.00061399+0.001103i,0.0012247+0.0013297i,0.0023056+0.0015148i,0.0020018+0.0016708i,0.0012455+0.0017966i,0.00024055+0.0010458i,-0.00059283-0.00030015i,-0.00037924-0.0011646i,0.00012963-0.0010214i,4.3544e-05-0.00033302i,-0.00033084+0.00088376i,-0.00046666+0.001268i,-0.0002169+0.0009044i
0.0021873+0.0017124i,0.0023413+0.0012506i,0.0028944+0.00018833i,0.0018433-0.00070149i,-9.8874e-06-0.00044332i,-0.0012612-0.00082355i,-0.0017675-0.00032638i,-0.0013841+0.00049599i,-0.00033489+0.00021481i,0.00046915+0.00036749i,0.0008132+0.0011392i,0.00035644+0.0013657i,-8.6895e-05+0.00141i,-0.00018539+0.001997i,-6.5607e-05+0.002298i,-0.00067341+0.0015465i,-0.0010001+0.00075723i,5.1873e-06+0.00023819i,0.0003037-0.00015803i,-0.0005767-0.00015606i,-0.0010066-0.00035846i,-0.00035008-7.7983e-05i,0.00023055-0.00020281i
0.00068806+0.0037595i,0.0010032+0.0039638i,0.0011147+0.0039284i,0.0024754+0.0028219i,0.0042175+0.00051587i,0.0040282-0.0020437i,0.0022164-0.0019218i,0.0010641-0.00092763i,0.00032185-0.00033577i,-1.03e-05+0.00061189i,0.00021165+0.00099975i,0.00088728+0.00057543i,0.00086317+0.00081003i,-0.00010049+0.00089544i,-0.0010976+0.00034974i,-0.0012594-0.00068043i,-0.00046872-0.00065761i,0.00066727-7.2358e-05i,0.00096437-3.159e-05i,0.00029251-8.6181e-05i,0.00027365-0.0003568i,0.00064879-6.8589e-05i,-0.00048505-0.00015187i
0.00060545-0.0002155i,0.000942-0.0010804i,0.0010553-0.001655i,0.0014282-0.0016483i,0.0016106-0.00090309i,0.00046228-0.00058443i,0.00046967+0.00011309i,0.00030824+0.0011948i,-0.00021791+0.0016482i,-0.00022972+0.0016769i,-0.00015638+0.0013031i,-0.00083238+0.0015681i,-0.0007662+0.00079656i,-6.3328e-06-0.00050138i,0.00053818-0.00048806i,0.0013234-0.0007004i,0.0015315-0.00014291i,0.00067615+0.00046656i,3.4525e-05+0.00064949i,-0.00057686+0.00037674i,-0.00015974+0.00014109i,0.0013158+0.0003006i,0.001976+0.00085816i
0.00098268+0.00074557i,0.001698-0.0001716i,0.0019482+0.00063397i,0.0012634+0.0013702i,0.00099503+0.00038076i,0.00078876-0.00077754i,-0.00043861-0.0009538i,-0.0014742-0.00077433i,-0.00098454-0.00097671i,0.00063392-0.00068257i,0.0013646-8.3109e-05i,0.0016946+0.00058434i,0.0029618+0.00068279i,0.003312+0.001085i,0.002195+0.0016264i,0.00066636+0.0010657i,-0.0007252+0.00015732i,-0.00090705+0.00010821i,-0.00010073+0.00096645i,0.00015522+0.0012897i,0.00012452+0.0014037i,0.0002964+0.0011406i,0.00028633+0.00074713i
-0.0018104-0.00067451i,-0.0019633+0.00080054i,-0.0026965+0.0017921i,-0.0021136+0.0025582i,-0.00074371+0.0025874i,-0.00030264+0.0016104i,0.00032404+0.00012293i,0.000874-0.00084988i,0.00096282-0.00062807i,0.0009509-2.1687e-05i,0.0011948+0.00043044i,0.001345+0.0013856i,0.00054995+0.0017915i,0.00030432+0.0014668i,-0.00028273+0.0018001i,-0.001424+0.0017121i,-0.0011673+0.0005644i,-0.00023275-3.0966e-05i,-0.00015159+0.00025124i,-0.00015822+0.00017662i,0.00030628-6.9823e-05i,0.00051529+1.7492e-05i,0.00026829+0.00028303i
0.0030582-0.00080398i,0.002633-0.0030803i,0.0025793-0.0042882i,0.0023138-0.0032005i,0.0018935-0.0020682i,0.0019576-0.00082977i,0.0018046+0.00035408i,0.0016341+0.00027864i,0.0014707-0.00015938i,0.0011084+0.00015346i,0.00089167+0.00010425i,0.00080778-7.6212e-05i,0.0012234+0.00032548i,0.00069125+0.0010106i,-0.00058589+0.00080664i,-0.0011647+0.00083741i,-0.0010888+0.00089174i,-0.00075332+0.00051854i,-0.00084775+0.00071137i,-1.5839e-05+0.0013848i,-1.8208e-06+0.0010448i,-0.00063266+4.535e-05i,-5.9443e-05+0.00018311i
0.0021507-0.0026987i,0.00049216-0.0020147i,-0.00092482-0.002189i,-0.00049476-0.0018669i,-0.00037091-0.00096821i,-0.00075764+0.00061484i,0.00011362+0.000851i,0.0004612+0.00027164i,-0.0004251-0.0004523i,-0.0014188+7.2758e-05i,-0.00099392+0.0012976i,9.1241e-05+0.0015882i,0.00065345+0.0012351i,0.00077255-0.00035033i,0.00044944-0.0023598i,0.00020174-0.0024949i,0.00063981-0.00093065i,0.00074181-0.00030551i,5.1784e-05-0.0004382i,-0.00058718-0.00022486i,-0.0010901-0.00046183i,-0.00078587-0.00042373i,0.00049687+0.00021979i
0.0057159-0.001651i,0.0052514-0.0046408i,0.00387-0.0079846i,-0.00057436-0.0074332i,-0.0047005-0.0046722i,-0.0053182-0.001863i,-0.00305+0.00020194i,-0.0011745+0.00068746i,0.0005758-0.00018924i,0.0013453-0.0012419i,0.00069579-0.0010802i,0.00050263-0.00030065i,0.0013623+0.00070604i,0.0028397+0.002132i,0.0036174+0.0018055i,0.0020185+0.0004186i,0.00069057+0.00034308i,0.00092815-9.0041e-05i,0.00061808-0.0002822i,0.00037591+0.00069929i,0.00053941+0.0011534i,0.00049281+0.00084027i,0.0010142+0.00064629i
-0.012028+0.0083458i,-0.0091401+0.013211i,-0.0048947+0.021499i,0.0032214+0.01833i,0.012262+0.011039i,0.014839+0.0026619i,0.0078247-0.0024221i,0.0019549-0.0012729i,0.00019506+0.0017047i,0.0013032+0.0033203i,0.0026353+0.0017389i,0.001535-0.00025657i,-8.1599e-05-0.00090849i,-0.0017052-0.00095781i,-0.0028663+0.00012771i,-0.0018706+0.0009473i,-0.00042135+0.0008289i,1.2559e-05-0.00031943i,-6.9873e-06-0.0015302i,-0.00029446-0.001137i,-0.00039114-0.00017956i,-0.00030277+0.0013108i,-0.00045345+0.0015297i
-0.0033227+0.00061397i,-0.0019452+0.0030534i,-0.00012833+0.0060372i,0.0020757+0.0061326i,0.0032131+0.0041755i,0.0039916+0.0017351i,0.003089+0.000485i,0.0018996+0.00045149i,0.00063268+0.0013366i,-0.00023252+0.0021995i,-0.0001704+0.0015958i,5.4972e-05+0.00013946i,-0.00016012-0.00066646i,-0.0011938-0.00035871i,-0.0014678+7.605e-05i,-0.001583-9.6805e-05i,-0.0017809+0.0010049i,-0.00097538+0.0018804i,-0.00052068+0.0018238i,-0.00029131+0.00071162i,0.00013991+0.00022611i,-0.00031842-0.00015406i,-0.0005996-0.00067256i
-0.0011795-0.0010202i,-0.0036583-0.0007386i,-0.0052018+0.00070012i,-0.0038165+0.0014657i,-0.0011993+0.00085354i,-0.000554+0.00074747i,-0.00032793+0.00056727i,-0.00044792+7.2807e-05i,-0.0009556+0.00053371i,-0.00083503+0.0021547i,-0.00072785+0.0021084i,-0.00015845+0.0013409i,0.00096515+0.00042904i,0.00071419-0.00058453i,0.00019505-0.001046i,-0.00040519-0.00078372i,-0.0014913+0.00014692i,-0.0012891+0.00054545i,-0.00030319-0.00032455i,-3.4415e-05-0.0005721i,0.00036684+0.00052775i,0.00085159+0.00075329i,0.00077216+0.00034771i
0.0018953+0.0022275i,0.0045674+0.00090915i,0.0070121+0.0010378i,0.0056319+0.00018707i,0.0031271-0.0021589i,0.0018572-0.0037905i,0.00090887-0.0023929i,0.00038543-0.00032001i,0.00084719+0.00076404i,0.0015415+0.0011748i,0.00085977+0.00094801i,0.00022059+0.0011158i,0.0011554+0.0012574i,0.0024154+0.00090183i,0.0016319+8.7668e-05i,0.00095383-0.00061159i,0.0011886-0.0011785i,0.0014011-0.0013215i,0.00065568-0.0015323i,-0.00015262-0.0017564i,-0.00013924-0.00080813i,1.607e-05+0.00032744i,0.00036608+0.00019955i
-0.0001966+0.0014531i,0.00010702+0.0018093i,-4.9783e-05+0.0010554i,0.0008037+0.00023408i,0.0020853+0.00014269i,0.0025261+0.00041i,0.0019056+0.00032371i,0.0008788+5.7712e-05i,0.00052986-0.00019547i,0.0011501+0.00035034i,0.0017142+0.00081269i,0.0020618+0.0016976i,0.0019362+0.0023402i,0.0015342+0.0014207i,0.00081288+0.0010273i,0.0004123+0.001664i,0.00055081+0.0017612i,0.00041386+0.0018034i,0.00023203+0.0014201i,-3.3212e-05+0.00090527i,-0.00045805+0.0011889i,0.00025515+0.00067441i,0.00063221+0.00016732i
0.00043484+0.0003174i,-0.00048063+0.00067925i,0.00062296+0.0014536i,0.0027695+0.0015437i,0.0021903+0.0009284i,0.00018853-2.076e-05i,-0.00027334-0.00070574i,0.000359-4.2456e-05i,0.00039972-0.00022829i,0.00085838-0.00047168i,0.00071544+7.4619e-05i,-0.00034322-0.000144i,-0.0004924-9.4196e-05i,0.00012821+0.00013619i,0.00019214+0.00064916i,0.00014587+0.0006907i,0.00014005+0.00042876i,0.00018807+0.00037021i,0.00045534+0.00043575i,0.00016588+0.00027181i,-0.00044329+0.0010065i,-0.0010827+0.0011372i,-0.0007564+0.00057059i
0.00021806-0.0010097i,-0.00060812-0.001327i,-0.0015592-0.00086053i,-0.0030725-0.00017728i,-0.0028809-0.00048063i,-0.0010198-0.0015286i,0.00015443-0.0020416i,0.00030211-0.0016938i,0.00062611-0.00094201i,0.0011435-0.00064765i,0.0017528-0.00056586i,0.002254+0.00081353i,0.0026858+0.0016151i,0.0024591+0.0011713i,0.0012049-0.00035219i,9.2408e-05-0.0014045i,7.0539e-05-0.0009555i,0.00068292-0.00046787i,7.3854e-05+0.00015139i,-0.00031319+0.00094321i,-1.3443e-05+0.00068117i,0.00035469+0.00044868i,0.0011031+0.00095377i
-0.0021099+0.00049641i,-0.0020854+0.00034624i,-0.00025247+0.00063795i,0.00082585+0.00064693i,0.0017457+0.00073295i,0.0018382+0.00088214i,0.0011277+0.0001961i,0.00091579-0.00026951i,0.00022629+0.00076632i,-3.6545e-05+0.0012595i,0.00050784+0.000706i,0.0002813+0.00058742i,9.2732e-05+0.00026816i,0.00092611-0.00053267i,0.00084081-0.0013829i,0.00016767-0.0010572i,0.00038086-0.00020389i,6.6017e-05+1.0131e-05i,-0.00036126-0.00085927i,-0.00064061-0.00072821i,-0.0013749+0.00057753i,-0.00087876+0.0010815i,0.00018127+0.0010029i
0.0012933+0.00029778i,0.002254-0.00078001i,0.0041808-0.0011163i,0.0045475-0.0012036i,0.0018375-0.0012349i,-0.00036446-0.00096376i,-0.00045271-0.0002814i,-0.00024235-0.00048621i,-0.00015636-0.00080333i,-0.00062249-0.00034193i,-0.00011292+1.8858e-05i,0.0012744+0.00093987i,0.0016325+0.0014084i,0.0015204+0.00084729i,0.0017151+0.00073618i,0.0011504+0.00054175i,0.00068291-0.00033155i,0.00069174-0.00040993i,0.00015053+0.0002157i,0.00038836+0.00059879i,0.00033562+0.00064083i,5.2865e-05+0.00010493i,0.00054719+0.00041326i
-0.0012642+0.0013389i,-0.0012516+0.0023469i,-0.0026821+0.0039609i,-0.0021277+0.0041261i,-0.0001102+0.0025662i,0.00069812+0.00061256i,1.1389e-05-0.00034689i,-0.00041761+3.153e-05i,0.00046941+0.0012582i,0.0012035+0.0016534i,0.0010121+0.0010241i,-0.00049169+0.0002637i,-0.0018074-0.00031107i,-0.0012344-0.00058522i,-0.00039639+0.0003059i,-0.00032229+0.0011206i,-0.00032151+0.000916i,-0.00019039+0.00065048i,0.00036933+0.00044065i,0.00064677-9.1504e-06i,0.00014082-0.00011118i,-0.00041967+0.00012097i,8.3671e-05+0.00035356i
-0.0010824+0.0030374i,0.00016053+0.0030422i,0.0012768+0.0030508i,0.0026102+0.0016623i,0.0035443+0.00086894i,0.0031795-0.00087352i,0.0015365-0.0016439i,0.00015739-0.0002905i,0.00046453+0.00091945i,0.0015468+0.0013425i,0.0019452+0.0012178i,0.0022328+0.00097143i,0.0016865+0.00064397i,0.00026979+0.00081058i,-0.00094942+0.00141i,-0.0010732+0.0013802i,-8.6484e-05+0.00044325i,9.6859e-05+0.0001474i,-0.00055552+0.00042726i,-0.0007307+0.00026749i,-0.0008454-8.2915e-05i,-9.6685e-05-0.00031456i,0.00088976-0.00031644i
-0.00091088+0.00091648i,0.00026598+0.00022726i,0.00035276-0.00037608i,0.00049665+0.00051456i,0.0020612+0.00087002i,0.0025159-0.00024963i,0.0017508-0.00061959i,0.00077325+0.00011957i,0.000628+0.0008385i,0.0009982+0.0011095i,0.0011177+0.0016645i,0.0010928+0.0028676i,0.00055578+0.0024004i,0.00016056+0.00083838i,-0.00022665-0.00062897i,-0.00061996-0.00054648i,-0.0011066-0.00011651i,-0.0012299-0.00024856i,-0.0014955-0.00046149i,-0.0015098-0.00047858i,-0.00071116+8.3864e-05i,-0.00016481+0.00031757i,-0.000194+0.00038659i
0.002237+0.00036127i,0.0030615+0.00079638i,0.0030446+0.0015153i,0.0019641+0.0025529i,-1.3855e-05+0.0020847i,-0.00014011+0.00083481i,0.00070958+0.00011916i,0.0011172-0.0010242i,0.0012001-0.0020729i,0.00076243-0.0016826i,0.0010772-0.00080882i,0.0017821+3.0174e-05i,0.0018519+0.0015104i,0.0023558+0.0013889i,0.0027468-0.00046715i,0.0015893-0.00096757i,0.0011237-0.00019187i,0.00062943-0.00031941i,-0.00027335-0.00019707i,-0.00045122+0.00024043i,0.00012192+0.00021932i,0.00029967+0.00067272i,0.00071136+0.0008549i
-0.0016323+0.0018435i,-0.0023011+0.0010254i,-0.0020029+0.0011659i,-0.0012061+0.0014653i,-0.00021085+0.00033511i,0.00066353-0.0016461i,0.00032335-0.0014278i,0.00030291-0.00062571i,0.0014914-0.00043109i,0.0015429+0.00036256i,0.00077944+0.0014471i,0.00045544+0.0030195i,-0.0009178+0.0031022i,-0.0011818+0.0012086i,0.00046031+0.00049284i,0.0010634+0.0012264i,0.00048113+0.0012174i,8.3043e-05+0.00031254i,4.1713e-05-0.0004441i,0.00014746+0.00033251i,-0.00025075+0.0011483i,-0.00052682+0.00076566i,-8.1701e-06+0.0005942i
0.00080334+0.0015746i,0.0020463+0.0015715i,0.0034432+0.00055389i,0.0039168+0.00021697i,0.0026381-9.6047e-05i,0.0010471-0.00029593i,0.00092717-0.00034947i,0.00075877-0.00024369i,4.1265e-05+0.00046147i,0.00059709+0.00070613i,0.00097814+0.00062399i,0.0010953+0.00011371i,0.0016796-0.00014983i,0.0019055+0.00020432i,0.0012079+8.1806e-05i,0.00043741+0.00070508i,0.00060419+0.00081205i,0.00097336+3.7529e-06i,0.00098372+0.00011977i,0.00014716+0.0001517i,-0.00065756+8.1842e-05i,-0.00076886+0.00057574i,-0.00063704+0.0010277i
-0.00069436-0.00040131i,-0.00011753+0.00061822i,-4.4764e-05+0.0015731i,0.00087694+0.00037044i,0.0021177-0.00046066i,0.0014911+0.00023665i,0.00034159+0.00074786i,-0.00032786+0.0008372i,-0.00092416+0.0010593i,-0.0011497+0.00069445i,-0.00076548+0.00030271i,-0.00016091+0.0011378i,-0.00010783+0.0019034i,-0.00051936+0.00051246i,-0.00097748-0.001117i,-0.0008233-0.00080302i,0.00021229+0.00037299i,0.00083159+0.0010379i,0.0012735+0.00015972i,0.0013679-0.00046044i,0.001105-0.00020701i,0.0016148-0.00026644i,0.0007666-0.00017818i
0.00068618+0.0019167i,0.00098012+0.0027557i,-0.00012771+0.0022527i,0.00026266+0.0013705i,0.001225+0.00077322i,0.00014995-0.00050244i,-0.00032081-0.0016414i,-7.797e-05-0.0014933i,-0.00017594-0.00055567i,-0.00016864-0.00069308i,0.00072951-0.0012605i,0.0019077-0.00095867i,0.0020998-0.00083546i,0.002062-0.00104i,0.0015215-0.00095807i,0.00064038-0.0012661i,-0.00032926-0.0012149i,-0.0005772-0.00095451i,-0.00013219-0.00054465i,0.00016195+2.2114e-06i,0.00028159+0.00055787i,0.00061804+0.00073225i,0.00094464+0.0005657i
-0.003276+0.0027999i,-0.0023629+0.0014723i,-0.00016511+0.002424i,0.0026912+0.0034139i,0.004314+0.0024487i,0.0042331+0.00015967i,0.0021179-0.0010417i,0.00080879+4.3702e-05i,0.00081555+0.00088574i,0.0015948+0.0008062i,0.001764+0.00073426i,7.5953e-05+0.0017462i,-0.0008799+0.0026123i,-8.4244e-05+0.0019327i,0.00059316+0.00082525i,0.00014333+0.00054557i,-7.1435e-05+0.00027643i,-0.00032545+0.00024479i,-0.00056068+0.00034756i,-0.00031156+0.00074217i,-0.00050932+0.0012286i,-0.00023679+0.0011565i,0.00058954+0.00031431i
-0.00057845+0.0014578i,0.0016223+0.0019223i,0.0026445+0.0005647i,0.0022303-0.00039905i,0.0017043-0.00013386i,0.001398+0.0004185i,0.0012377+0.00062055i,0.0011545+0.00053101i,0.00094866+0.0010618i,0.0004488+0.0016113i,-0.00026771+0.0012936i,-0.00010623+0.00028575i,0.0014591+0.00048283i,0.0025351+0.0010956i,0.0016794+0.001583i,-1.462e-05+0.0021481i,-0.0010973+0.00029399i,-0.0011383-0.0016896i,-0.0012478-0.0011963i,-0.0015861-0.00061206i,-0.00086199+0.00029344i,-6.4339e-05+0.0011906i,-0.00013068+0.00083361i
0.00030466+0.0014336i,0.00049004+0.0019183i,0.00046867+0.0028042i,0.00044961+0.0025467i,0.00076609+0.00086394i,0.0010878+0.00010089i,0.00051315+0.00020756i,-0.00053838+0.00056457i,-0.0007217+0.00058278i,0.00051197+0.00067071i,0.001575+0.0011635i,0.0014525+0.0016476i,0.00074398+0.0029677i,-0.00044615+0.0027898i,-0.0014618+0.0015532i,-0.0013925+0.001389i,-0.00078897+0.0019894i,-0.00041743+0.0018343i,-0.00065384+0.0011947i,-0.00029516+0.00085706i,-0.00023881+0.0006497i,-0.00037708+0.00068387i,-0.00026658+0.00032114i
0.00016083+0.0017055i,0.00038899+0.001715i,0.0021409+0.0014587i,0.0037696+0.00011933i,0.0034232-0.00026981i,0.0016498-0.00070553i,0.00017968-0.0017716i,4.5229e-05-0.0016036i,0.00085913-0.0010433i,0.0013785-0.0013453i,0.00092194-0.0016852i,5.2772e-05-0.0012311i,-0.0002236-0.0013532i,0.00044669-0.0013664i,0.00076103-0.0016601i,0.00063726-0.0019591i,0.00031534-0.001001i,-7.8993e-05-0.00010667i,-0.00054668-8.4691e-05i,-0.0004982-0.00054799i,-0.00029918-0.00080116i,0.00016128-0.00040717i,0.0005574-0.00047442i
-0.0031633+0.0031091i,-0.0014434+0.0036077i,0.00095234+0.0044865i,0.0031574+0.0034531i,0.0037963+0.0013848i,0.0032455-0.00056147i,0.0023243-0.0013534i,0.0016337-0.00043023i,0.001215+0.00088866i,0.0015635+0.0017418i,0.0024625+0.0010287i,0.0029848+0.00082096i,0.0028318+0.00093065i,0.0025666+0.00080772i,0.0017696+0.00048239i,0.00077344+0.00049945i,0.00053884+0.00099404i,0.00043366+0.0012323i,0.0010649+0.0016185i,0.0018601+0.0012161i,0.0015437+0.00060529i,0.00058359+0.0005175i,0.00033989+0.00039534i
0.00014283-0.0023988i,-0.0013135-0.0011767i,-0.0020874+0.00069309i,-0.00075368+0.0017385i,0.00031075+0.0013342i,0.00089175+0.001636i,0.0011108+0.001808i,0.00056904+0.0010275i,-0.00013609+0.00071885i,-0.0011477+0.00029122i,-0.0017521-0.00067788i,-0.0014037-0.0015281i,0.00081376-0.0012788i,0.0026284+0.00011827i,0.0021315+0.00098989i,0.00021237+0.0012054i,-0.0013182+0.00057311i,-0.0016979-4.5541e-05i,-0.0012129+0.00042669i,-0.0010615+0.0018944i,-0.0009445+0.002929i,-0.00086695+0.0022229i,-0.0010768+0.0007244i
0.0046033+0.0024811i,0.0047673+0.0016805i,0.0047498+0.0019004i,0.0021375+0.00090602i,-9.4405e-06-0.0014391i,-0.00096227-0.0024611i,-0.00092535-0.0012645i,-0.00068886+6.5946e-05i,-0.00053659-8.076e-06i,0.0010935-0.00021303i,0.0013993+0.00041806i,-0.00025289+0.0013015i,-0.0012402+0.002649i,-0.0018231+0.0031538i,-0.0021134+0.0016231i,-0.0014653+0.00027123i,4.4612e-05+0.00019853i,0.00083215+8.0311e-06i,0.00015689-5.9034e-05i,-0.0010851+0.00027259i,-0.0013559+0.00036291i,-0.00052002+0.00032612i,0.00027933+0.00033942i
0.0025426+0.0011812i,0.003677-0.0026721i,0.0057787-0.0046792i,0.0059792-0.0060715i,0.0034721-0.0053379i,0.00020358-0.002958i,-0.00055352-0.001699i,5.9683e-05-1.2209e-05i,0.00073633+0.00039294i,0.0011093+3.8455e-06i,0.0001978+0.00043165i,-0.0024994-0.00037374i,-0.0036827-0.0023921i,-0.0018298-0.0038995i,-7.7613e-05-0.0038498i,0.00083273-0.0024116i,0.00059814-0.0012648i,9.1549e-05-0.0014434i,-0.00093457-0.0021921i,-0.0020603-0.0021735i,-0.0013482-0.0020831i,0.0001635-0.0010675i,0.0010663-9.252e-05i
0.00038562+0.0011535i,-0.00052345+0.003653i,-0.0013229+0.0053032i,-0.0015281+0.005079i,0.00045598+0.0029297i,0.0026796+0.0010893i,0.0029317+0.00059673i,0.0023686+2.1837e-05i,0.0020284-3.5207e-05i,0.0027688+0.0013142i,0.0037823+0.0018702i,0.0040808+0.002012i,0.003965+0.0017696i,0.0024648+0.00064846i,0.0015152-0.00054014i,0.0025653-0.00080169i,0.0026133+0.00035634i,0.0019093+0.0018863i,0.0027183+0.0022047i,0.0022943+0.0013758i,0.0010848+0.00013967i,0.00092443-2.5655e-05i,0.0013179-8.4323e-05i
-0.0015341-0.0017849i,-0.001028-0.0022792i,-0.0010296-0.0012919i,0.00046333+0.0012312i,0.00058342+0.0026548i,0.00010721+0.0027505i,0.00093126+0.0014294i,0.0011431+0.0013871i,0.00093568+0.0015527i,0.0010884+0.001173i,0.00083238+0.00092589i,0.00068799+0.0014441i,0.00038737+0.0019325i,-1.0601e-05+0.0021289i,0.0006724+0.002559i,0.00057529+0.0025491i,-0.0013893+0.0020174i,-0.0021525+0.0010525i,-0.0010837+0.00084942i,-0.0001697+0.0015616i,0.00014831+0.0013748i,-0.00031455+0.00017931i,-0.00044929-0.0004848i
-0.00038817-0.0010692i,-0.0027436+0.00045901i,-0.0049165+0.00048342i,-0.0041554+3.8493e-05i,-0.0014546+0.00087224i,0.00038225+0.00080579i,0.00050938+9.4797e-05i,6.3303e-05-0.00090887i,-8.8217e-05-0.0019561i,-9.6126e-05-0.0018196i,-0.0001968-0.00054073i,0.00079614+0.0013079i,0.0022339+0.003311i,0.00092705+0.0037951i,-0.0017322+0.0030563i,-0.0027006+0.0023357i,-0.0016231+0.0015628i,-0.00050748+0.00076406i,-0.00034021-4.8944e-05i,-0.00065917+0.000118i,-0.0010285+0.00088702i,-0.0010595+0.0003868i,-0.00030581-0.00034633i
