-0.0032967+0.0009075i,-0.0021857+4.502e-05i,-0.0025073+0.00064835i,-0.002159+0.0014466i,-0.0012053+0.0017893i,-0.00054376+0.0011149i,-0.00058279+0.00072523i,-0.00085468+0.0017337i,0.00036475+0.0016935i,0.0024187+0.00019965i,0.0018923-0.0013062i,6.2392e-05-0.0018017i,0.00035707-0.0018236i,0.0010897-0.0018167i,0.00057194-0.0011142i,0.00015304-0.00069761i,0.00018269-0.00040169i,0.00044561+0.00027084i,0.00069112+0.00059354i,0.00056107+4.2685e-05i,0.00074607-0.00021354i,0.00042573-1.0411e-05i,-0.00045592-0.00016446i
0.0018165-0.00067257i,0.0012459-0.00069019i,0.0010034-0.00051315i,0.0011325-0.00049891i,0.00097869-0.00058937i,0.00086828-0.0004502i,0.00086847-0.0011149i,0.00095438-0.0010626i,0.0011101+0.00040312i,0.00059097+0.0010227i,0.00029579+0.00033147i,-3.4184e-06-0.00044313i,-0.00020176-0.0008476i,0.00042261-0.00042981i,0.0010731-0.00031745i,0.0011757-0.00035728i,0.00074195-0.00038354i,0.00086776+0.00028111i,0.00062042+0.0013785i,0.00027867+0.00099602i,0.00021675+0.00023485i,9.9184e-05-0.00025402i,-0.00032278-0.001032i
-0.0011383-0.0002286i,-0.0010393-0.00038467i,0.00020681-0.00076102i,0.00052684-8.4418e-05i,0.00083961+0.00086201i,0.0019895+0.00078678i,0.0022616-0.00012755i,0.00064556+0.00044284i,7.5041e-05+0.0021598i,0.00056306+0.0020468i,0.00056452+0.000995i,0.00080508+0.00078282i,0.00068134+0.00013707i,0.00038449-0.00055553i,0.00048417-0.0010024i,-0.0004003-0.00075495i,-0.00046767+0.00077237i,0.0006403+0.001521i,0.0014069+0.0010474i,0.0012529+0.00092142i,0.00059558+0.00095134i,0.00076485-0.00027689i,0.00058667-0.00094861i
-0.001265-0.00072646i,-0.0010705-0.0007048i,-0.00026337+0.00012581i,-2.0517e-05+0.00046518i,0.00032999-0.00033673i,0.00038163-0.0017072i,0.00037454-0.0022681i,0.00043645-0.001788i,0.00097409-0.00078542i,0.0010066-0.00010014i,0.00079983+1.1345e-05i,0.00022475+0.00045465i,0.00049047-7.4228e-05i,0.0017116-0.0012095i,0.0018907-0.0007375i,0.0012813-0.00015265i,0.00085025-0.0005553i,0.00055385-0.00031747i,0.00038905+2.4261e-05i,0.00047293+0.00046741i,7.0933e-05+0.00048146i,9.1811e-05-0.00056784i,0.00066773-0.0004999i
0.00059418-0.0010883i,0.00069475-0.0006042i,-0.00028658-0.0011838i,-0.00049492-0.0012371i,0.00053581-0.0011436i,0.0010085-0.0012426i,0.00035224-0.00092215i,-0.00052149+0.00016736i,-0.0002454+0.00077115i,0.0008101+0.0010776i,0.00094099+0.00055331i,0.00049086-0.0011446i,-4.1259e-05-0.0020231i,-0.00014259-0.0016775i,0.00071735-0.001489i,0.00061486-0.0016022i,0.00014183-0.00050541i,0.00045484+0.00064226i,0.00077224+0.00080017i,0.00047444+0.00074511i,0.00021485+0.00065684i,3.7428e-05+0.00048258i,-0.00070768-5.0395e-05i
0.00090302+0.0025079i,0.001163+0.0023042i,0.0018118+0.0028411i,0.001754+0.002969i,0.0023442+0.0016821i,0.0031306-0.00026615i,0.00259-0.00068948i,0.0015517+0.00047631i,0.0010761+0.0014129i,0.0013939+0.00067915i,0.0011086+0.00029987i,-0.00026832+0.0010356i,-0.00076787+0.0014067i,0.0002605+0.00074461i,0.0012259-2.2028e-05i,0.0011272-0.000204i,0.00041665-0.00022349i,-0.00055282-0.00013078i,-0.00044873-9.4509e-05i,-2.5261e-05+9.4093e-05i,1.3416e-05+0.00056356i,0.00021002+0.00044635i,-0.00025458+6.3878e-05i
-0.0012786+0.0020168i,-0.00029464+0.0012532i,0.00073209+0.0014053i,0.00037713+0.0012284i,0.00060347+0.00020409i,0.001885-0.00059812i,0.0016387-0.001439i,0.00073478-0.0014903i,0.0012225-0.00014065i,0.0016598+0.00040463i,0.0010189-0.00037397i,0.00027122-0.00057753i,-0.00019466-4.3886e-05i,0.00021013-0.00010122i,0.00058848-0.00072076i,0.00060435-0.00087719i,0.00082927-0.00025742i,0.00086035-9.4474e-06i,0.00078811+0.00014964i,0.00040765+0.0013586i,0.00088547+0.0015108i,0.0012287+0.00027859i,0.00076046+0.00029244i
-0.0017767+0.0015136i,-0.0014669+0.0019712i,-0.00035718+0.0017965i,0.0011068+0.0014514i,0.002166-1.3457e-05i,0.0022854-0.0019201i,0.0018848-0.0014608i,0.0011602+0.00042817i,0.0011408+0.0010373i,0.0012818+0.0011523i,0.0009102+0.0010839i,0.0011372+0.00069024i,0.0010178-0.00020402i,0.00081945-0.00023597i,0.00042771+0.00023506i,0.00016814-2.7034e-05i,0.00044613+0.00029165i,0.00095403+0.0011034i,0.0012539+0.0016256i,0.00055468+0.0010192i,0.00021046-0.00023624i,1.993e-06-0.00088184i,0.00015101-0.00058618i
-0.00037208-0.00018361i,-0.00015722+0.00051608i,5.7548e-05+0.00056857i,0.00074323-0.00056244i,0.0014918-0.00096542i,0.0022054-0.00070025i,0.0019394-0.00061852i,0.00052129+1.6151e-05i,-7.4617e-05+0.0015331i,0.00032044+0.0012957i,0.0010058-0.0005948i,0.0014839-0.00087245i,0.0012717-0.00018359i,0.0011806+0.00079189i,0.0014146+0.00073593i,0.00074694-0.00011769i,7.7264e-05+0.00028796i,-0.00014096+0.0013981i,-0.0001507+0.00080914i,0.00055476-0.00038721i,0.00054993+0.00011387i,9.1001e-05+0.00073712i,-0.00026003+0.0002148i
0.00023465-0.001162i,-0.00056512-0.00073948i,-0.00059816+0.0003053i,2.8913e-05+0.0006953i,0.00092368+0.00033791i,0.0013493-0.00024701i,0.0010947-0.00076895i,0.00021871+2.3739e-05i,-4.1813e-05+0.001081i,0.00038098+0.00075324i,0.00021081-0.00086769i,5.0009e-05-0.0012944i,0.00078954-0.0003441i,0.0010265-9.373e-05i,0.00037106-0.00020197i,0.00018023+0.00035708i,0.0003856+0.00042917i,0.00044362+0.00011636i,0.00036086+0.00073728i,0.00056357+0.00067284i,0.00059897-0.00032504i,0.00064591-0.00072575i,0.00058661-0.00063783i
-0.00057901-0.0017104i,-0.00050971-0.001796i,-0.00058026-0.001266i,-0.0010392-0.0007842i,-0.0010781-0.00046982i,0.00055116-0.00019753i,0.0015287+0.00045852i,0.00085189+0.00062709i,0.0012097+0.00093474i,0.0013117+0.00044829i,0.00052035-0.00068542i,0.00030867-0.00053258i,0.0012631+0.00055951i,0.0016244+0.00034371i,0.0017753+0.00024983i,0.0022844+0.00047773i,0.001875+0.00071072i,0.001114+0.001568i,0.00036177+0.0011583i,-0.00058441+0.00035109i,-0.0010327-0.00051033i,-0.00058902-0.00050662i,-0.00037077-0.00017412i
-0.0011298+0.00066616i,-0.00092959+0.00019971i,-0.0001969+0.00086345i,0.00044233+0.00028509i,0.0019162-0.0013876i,0.0023706-0.0020158i,0.001218-0.001429i,0.00077007-0.00068466i,0.0011924+0.00010639i,0.0018539+9.2631e-05i,0.0015013-0.00072928i,0.00024865-0.00014344i,-0.00057926+0.00010649i,-0.00032099-0.00070731i,0.00039016-0.00099469i,0.00051696-0.0002405i,0.00010706+0.00084774i,-0.00011363+0.00086122i,0.00014715+0.00018303i,0.00073879+0.00016004i,0.0010875-0.00017551i,0.00090281-0.00080897i,0.00049403-0.00046065i
-0.0013705+0.0014299i,0.00010681+0.0018404i,0.0018125+0.002449i,0.0014036+0.0016035i,0.0018263-4.6408e-05i,0.0024622-0.0010379i,0.0015191-0.00067053i,0.00047229+0.00011124i,-0.00041626+0.000365i,-0.00053177+0.0001678i,0.00016991-1.1482e-05i,0.00080501+0.00017379i,0.00032188+0.00044367i,-0.00029998-0.00011001i,1.8618e-05-0.0010708i,0.00037146-0.00076435i,-0.00057458+0.00032249i,-0.00016692+0.00045208i,0.0015749+4.1358e-05i,0.002413+0.00080157i,0.001772+0.0011519i,0.00044514+0.00045618i,-4.722e-05-3.8602e-05i
-0.0014998+0.00088335i,-0.001989+0.00098654i,-0.00060868+0.0015151i,0.00045935+0.0015712i,0.0012925+0.00010079i,0.0022882-0.00081233i,0.0016183-0.00094993i,0.00091405-0.0011583i,0.0012391+0.00024064i,0.0014591+0.00088615i,0.00083559-0.00042602i,-0.0005181-0.00099929i,-0.0012793-0.0003598i,7.6409e-05+0.00040177i,0.00063611+0.00019117i,0.00038736-0.00085601i,0.00087976-0.00091812i,0.00078912+9.4607e-05i,7.9596e-05+0.00064975i,0.00028955+0.0010011i,0.00081739+0.00083569i,0.00028512+0.00075916i,3.6703e-05+0.00028497i
0.0024643+0.00087524i,0.0027515+0.00040753i,0.0042571+0.00070931i,0.0033894-0.00045668i,0.0019819-0.0021739i,0.0016556-0.0024855i,0.0012933-0.0021147i,0.0011673-0.0010985i,0.001309+0.0010283i,0.001652+0.0011456i,0.0011959-0.00031486i,-0.00057531-0.00099802i,-0.0015201-0.00026406i,-0.00014089+0.00061453i,0.00069835+0.00087337i,0.00024546+0.00063409i,0.00035907+0.00033631i,0.00061922+0.000598i,0.00079273+0.00094398i,0.00074896+0.00078178i,0.00057134+0.00031911i,0.00017634-0.00036881i,-0.00049874-0.00087966i
-0.0026853-0.0011288i,-0.0018881+6.4748e-05i,-0.0011558-4.8737e-05i,-0.00046374-5.3399e-05i,0.0010798+2.1238e-05i,0.0017617-0.00063667i,0.0008071-0.0007727i,0.00067082-1.3079e-05i,0.00065267+0.00065788i,0.00070553+0.00071792i,0.0013241+0.00017982i,0.0009415-0.00021635i,-1.5671e-05-0.00018829i,-0.00021947-0.00048534i,0.0005981-0.00066322i,2.0281e-05-0.00068706i,-0.00067855-0.00055485i,0.0001197+0.00037497i,0.00073702+0.00070385i,4.5931e-05+0.00015848i,-0.0005928+0.00026482i,-0.00040337+8.7673e-05i,-0.00054997-0.0003344i
-0.0011776-0.001035i,-0.0014716-0.0010115i,-0.0024145-0.00043284i,-0.0019319+0.00048243i,-0.00029713-3.2402e-05i,0.00077677-0.0015508i,0.00087103-0.0016989i,-0.0001029-0.0003197i,0.0001167+0.00088436i,0.0018705+0.0010289i,0.0017979+0.00057945i,0.00020257+0.00032409i,-0.0002167-1.2122e-05i,0.00068251-0.0010981i,0.0018281-0.0014406i,0.0020992-0.00064457i,0.0012264-5.0397e-05i,0.00055732+0.0010747i,0.00087226+0.001557i,0.0010869+0.00089596i,0.00045331+0.0012749i,7.8516e-05+0.0011175i,-9.7782e-05+0.00052848i
-0.00073856+0.00083947i,-0.0017302+0.00060925i,-0.00056012+0.00019407i,0.0011213-0.00050581i,0.0014329-0.0010891i,0.0016482-0.0013073i,0.001697-0.0011182i,0.0013115-0.00066591i,0.0012519+0.00013538i,0.0012901+0.00063397i,0.0011812-0.00039817i,0.00052175-0.0014328i,0.00017849-0.00057755i,0.00065696-8.6043e-05i,0.00099668-0.00058804i,0.00092751-0.0003159i,0.00052057-0.00017749i,0.0011828+0.00026548i,0.0015104+0.00068281i,0.00085316+0.00056238i,0.0010984+0.0010206i,0.0005335+0.0017505i,-0.00011339+0.0017412i
-0.00013043-0.00031132i,-0.00024795-0.00054293i,0.00091532-0.00078696i,0.0014297-0.00053649i,0.0021974-0.00011018i,0.0029362-0.0011203i,0.0015868-0.0019589i,0.00038246-0.0010274i,0.00038283+0.00025065i,0.0014319+9.41e-05i,0.0017986-0.00028386i,0.0010129-0.00068892i,0.00081445-0.00064357i,0.0011485-0.00028065i,0.001524-0.00031435i,0.00043164-0.00051564i,-0.00070381-0.00086371i,-0.00099259-0.00057996i,-0.00084334+0.00047168i,-0.00055451+0.0010587i,-7.0667e-05+0.00063954i,0.00036983-0.00021316i,1.2228e-05-0.00029872i
0.0011582-0.0028447i,0.0011577-0.0036628i,0.000947-0.0037708i,-0.00058116-0.003234i,-0.00077702-0.0023146i,0.00064522-0.0018162i,0.0021154-0.0015358i,0.0017254-0.00087724i,0.00047059-0.00021031i,-0.00043363+0.00031727i,-9.5149e-05+0.00083739i,0.0007142+0.0012311i,0.00080126+0.0015778i,0.0019024+0.0013865i,0.0021087+0.00067239i,0.0011386+0.00018571i,0.00058686+8.2661e-05i,0.00058549+0.0004213i,0.00090119+0.00035727i,0.00019881+0.00030518i,3.1563e-05+0.00041087i,0.0006877-3.9825e-05i,0.00063563-0.00086641i
0.00088349+0.0016287i,0.00032132+0.0012754i,0.00049518+5.2659e-05i,0.0015739-0.00053378i,0.0023282-0.00099999i,0.0018432-0.0018753i,0.0014829-0.0016453i,0.0017886-0.00068074i,0.0011765+3.0945e-05i,0.0005957-0.00038062i,0.0002282-0.0015997i,-0.00016996-0.0016085i,9.0885e-05-0.00094046i,0.0014268-0.00080739i,0.0018518+3.619e-05i,0.0016651-0.00027594i,0.0015303-0.00017721i,0.0012836+0.00080837i,0.0010169+0.00062588i,0.00068365+0.00077897i,0.00064277+0.00097564i,0.00051065+0.0011969i,-0.00015668+0.00067481i
-0.0011117-0.003534i,-0.0016627-0.0032773i,-0.0026203-0.0022409i,-0.0024693-0.0009151i,-0.0014657-5.6239e-05i,0.00047767-0.00072262i,0.0016866-0.001085i,0.0011168+0.0002247i,0.00074667+0.00029263i,0.00047048+0.00022346i,0.00032541+0.00038291i,0.00027855+0.00035499i,0.00040687+0.00016608i,0.00085153-0.00051713i,0.0011897-0.00076009i,0.0013743+0.0001515i,0.0013952+0.0010052i,0.00076831+0.00056259i,5.9289e-05-0.00023366i,-0.00029212-0.00016579i,-0.00032369+0.00059063i,9.0819e-05+0.00097438i,-0.00053506+0.00090169i
-0.00095546-0.0010854i,-0.00062173-0.00074385i,0.0002547+6.1788e-05i,0.00038815+0.00070095i,0.00094336+0.00015735i,0.0019363-0.001446i,0.0019266-0.0017745i,0.0010345-0.00042006i,0.00043482+0.00094418i,0.00076416+0.0010461i,0.0012098-0.00018663i,0.00025969-0.00058039i,-0.00062323+0.00021794i,-6.1772e-05-7.0349e-05i,0.00013384-0.00058961i,-7.6901e-06-0.00052485i,0.00031967-0.00044672i,0.00054232+7.6174e-05i,0.00030706+0.00021796i,0.00022829+7.7745e-05i,0.00088971+3.7417e-05i,0.0010343+0.00044522i,0.0001313+0.0012134i
-0.0017195-0.0014779i,-0.002128-0.002304i,-0.0036244-0.002658i,-0.0029544-0.0014037i,-0.0011183+0.0002974i,2.9451e-05+0.00046206i,0.00052827-0.00078639i,0.00013782-0.0007767i,2.0879e-05-0.00045069i,0.00065361+0.00044685i,0.0013743+0.00055526i,0.0013795+0.0002106i,0.00057776+6.6644e-05i,0.0015412-0.00096699i,0.0026223-0.0014527i,0.001949-0.0011617i,0.0010699-0.00041581i,0.00012274+0.00020419i,-0.00051423+6.3903e-05i,-0.00078119-0.00013362i,-0.00074571-0.00041371i,0.00031299+9.6876e-05i,0.0006821+0.00017333i
-0.00033787+0.00091522i,5.6122e-05+0.0007826i,-0.00032773+0.0016995i,0.00065925+0.0018421i,0.0030583+0.0011073i,0.0042181+5.4705e-05i,0.0024679-0.00066271i,0.0012549-0.00033854i,0.001316+0.00034181i,0.0011621+0.00083219i,0.0010514+0.00048093i,0.00079871-0.00054513i,0.00068277-0.00045292i,8.2727e-05-0.00022445i,-0.00046515-0.00036059i,8.2608e-05+8.0746e-05i,0.0004455+0.00083069i,0.00021091+0.00095954i,0.00074738+0.0011682i,0.0010117+0.00081412i,0.00053548-0.00055267i,0.00038422-0.001109i,7.3385e-05-0.00074024i
0.0013449-0.00057205i,0.000803-0.00080111i,0.00032838-0.0013045i,0.0014447-0.00184i,0.0021074-0.0015276i,0.0016795-0.0013302i,0.0012717-0.0014231i,0.00071943-0.00053441i,0.00017506+0.00065454i,0.00012874+0.00024407i,0.00026879-0.00041099i,-1.8061e-06-0.00034369i,0.00046111-0.00028132i,0.0011816+0.00018442i,0.0012538-6.8391e-05i,0.001027-0.00017724i,0.00050442+0.0001308i,0.00012951-0.00021843i,-4.3216e-05-0.00027133i,7.6717e-05+0.00018357i,0.00086386+0.00076288i,0.00057852+0.00060465i,0.00031004+8.2294e-05i
0.0018783-0.001395i,0.0016477-0.0012689i,4.8193e-05-0.0018989i,-0.00070717-0.0023306i,-6.8701e-05-0.0011162i,0.00093213-0.00017712i,0.00088591-8.0379e-05i,0.00022654+0.00064686i,0.00012725+0.00075904i,0.00079399-7.4312e-05i,0.001165-0.00053471i,0.00065705-0.00054655i,0.00011371+2.0412e-05i,0.0005327+0.0006448i,0.0007057+0.00057951i,0.00020563+0.00022675i,0.00042759-0.00026138i,0.00075294+0.00040564i,0.00024032+0.0012951i,-0.00035283+0.00074308i,-0.0001853-0.00027933i,0.00035101-0.00066131i,0.00064657-0.00050101i
1.4785e-05+0.0048548i,0.0010826+0.004863i,0.0024659+0.0052094i,0.0032648+0.0037096i,0.0036986+0.00062323i,0.0026129-0.0019393i,0.0018984-0.0026739i,0.0010533-0.0015511i,0.00040316+1.9026e-05i,0.0011249+0.00053507i,0.00073119-0.00017279i,-9.7727e-05-0.0013627i,-0.00023734-0.0018292i,-9.0368e-05-0.00078781i,9.7867e-05-6.561e-05i,0.0002739+1.1361e-06i,0.00083853-0.00035431i,0.0015659+0.00020549i,0.001491+0.0012815i,0.00093881+0.0015217i,0.00045823+0.0018187i,0.0004081+0.0016402i,0.00035788+0.0011556i
0.0010368-0.00081199i,0.0014992-0.0010946i,0.0020876-0.00075478i,0.00095185-0.0013096i,0.00045173-0.0016377i,0.0011748-0.0016526i,0.0014369-0.0015591i,0.00078665-0.00071728i,0.00025851+0.00068781i,0.00085685+0.00053395i,0.0012074+0.00014908i,-0.00045658+0.00043713i,-0.0013183+0.0011382i,-0.00026601+0.001342i,0.00084896-8.7726e-05i,0.00093639-0.00070475i,0.00037101-0.00045986i,0.00055662-0.00034055i,0.00066781+0.00052506i,0.00080515+0.00037665i,0.00087843-1.8168e-05i,0.00018264+0.000444i,-0.00070545+0.0010813i
0.00022913+0.00021017i,0.00026685+2.5968e-05i,0.00044662+0.00015448i,0.0010764-0.00062312i,0.0021907-0.0015141i,0.0029485-0.0017189i,0.0025325-0.0013856i,0.0015047-0.00073443i,0.00079239+0.00033898i,0.0013646+0.0008562i,0.0012275+0.00021442i,-4.5077e-05-0.00071805i,-0.00015587-0.00052826i,0.00087874+0.00029819i,0.0011247+0.00067132i,0.0010891+0.00026059i,0.001485-0.00040065i,0.00096619-0.00034122i,0.00020681+0.00012802i,-7.6325e-05+0.00044778i,0.0003125+0.00074104i,-9.8526e-05+0.00059085i,-0.00085275+8.5609e-05i
-3.5305e-05-0.0021764i,-5.5626e-05-0.001326i,-0.00074848-0.00090011i,-0.0015549+0.00033513i,-0.00099553+0.001033i,0.00049394+0.00016362i,0.0017156-0.00093869i,0.0020248-0.00088327i,0.0016546+6.1333e-05i,0.00097936+0.00015868i,0.00029145-0.00016537i,-7.7861e-05-0.00029178i,-0.00060683+0.00013389i,-0.00013017+4.5924e-05i,0.0010328-0.0003828i,0.00093294-0.00037567i,0.00061535+6.8787e-05i,0.00048475-6.0247e-05i,-0.00025509-0.00036625i,-0.00010464+0.00030975i,0.00020138+8.3517e-05i,-0.00028653-0.0005892i,-8.9818e-05-0.0007679i
0.0016028-0.0011013i,0.00068566-0.0011011i,-0.00014903-0.0018508i,-8.7023e-05-0.0021444i,-2.318e-05-0.0017329i,0.0008708-0.0013482i,0.0019326-0.0013676i,0.0012314-0.0010905i,0.00017201-8.5632e-05i,-3.4228e-05-2.4881e-05i,0.00027137+5.7932e-05i,0.00038493+0.0003382i,0.00027598+1.0623e-05i,9.9979e-05+0.00018335i,-0.00045092+2.8039e-05i,-0.00014845-6.822e-05i,0.00044529+0.00035062i,0.00091809+0.0011826i,0.0013132+0.0018702i,0.00067002+0.0013122i,1.249e-05+0.00088988i,0.00081497+0.00059803i,0.000851+7.4056e-05i
-0.0014688+0.0030531i,-0.001473+0.0029586i,-0.00088534+0.0026739i,0.00081861+0.002006i,0.0021074+0.0012015i,0.0028071+0.00030663i,0.0021353+0.00022524i,0.00023326+0.00067213i,-4.7572e-05+0.00077224i,0.0010354+0.00021957i,0.0013371-0.00066784i,0.0010818-0.0014894i,0.0004475-0.0019491i,0.0003583-0.0016128i,0.00049892-0.00033258i,0.00019146+0.00091704i,0.00040737+0.00061521i,0.00084624+0.00061635i,0.00081561+0.0015711i,0.00064167+0.0011551i,0.00052411+0.00016594i,-0.00029819+0.00017129i,-0.0006107+1.4597e-05i
0.0016027-0.00060741i,0.00093962-0.0016079i,0.00093392-0.0014353i,0.0012804-0.00080672i,0.0011503-0.00098707i,0.00099144-0.0016637i,0.0009873-0.0017227i,0.0009104-0.0012742i,0.00083002-0.00080473i,0.00086688+0.0004128i,1.4648e-05+0.00067128i,-0.00075774+0.00022843i,-0.00043203-8.0007e-05i,0.0008621+7.2719e-05i,0.00089252+0.00060767i,-5.2093e-06+0.00084862i,0.00039051+0.00073043i,0.00090044+0.00041106i,0.00055238-0.00016711i,0.00044389+0.00014877i,0.00082789+0.00075079i,0.00069935+0.00055216i,0.0003611+0.00035025i
0.0012392+0.00039903i,0.0012174-1.3983e-05i,0.00048779-2.0509e-05i,0.00044295-0.00039877i,0.0010461-0.0017435i,0.0014861-0.0023927i,0.00068198-0.0015199i,0.00033227-0.00049751i,0.00034871+0.0008936i,-0.00012803+0.00096685i,0.00046776+0.00012728i,0.00030421+0.00015418i,0.00020111+0.00061452i,0.0004431+0.00044814i,0.00016911+5.7138e-05i,0.00012284-0.00010423i,4.2174e-05-0.00054874i,0.0004726-0.0013868i,0.00045532-0.00081608i,0.00013694+1.1068e-05i,0.00068319-0.00021882i,0.0010849-0.00063097i,0.000747-0.0013207i
0.001351-0.0009797i,0.0016961-0.001282i,0.0013804-0.0014508i,0.0017053-0.0012615i,0.0015557-0.0011029i,0.0011068-0.0014483i,0.00076025-0.0016129i,0.0006935-0.00077772i,0.00051065+0.00069544i,0.00037389+0.00052797i,0.00089825-0.00073342i,0.00087966-0.00078695i,0.00061499-0.000621i,0.00016428-0.00051592i,-0.00028339-0.00070163i,3.4325e-05-0.00031814i,0.00042186+0.00026709i,0.00056119+0.00089043i,0.00022002+0.00050399i,-4.4004e-05-0.00035582i,0.00089795-0.00092197i,0.0014031-0.001405i,0.00051255-0.00086565i
-0.00042662+0.00091412i,-0.00015938+0.00086353i,-0.00013985+0.0018884i,0.00082887+0.0013087i,0.0026167-0.00082042i,0.0023355-0.0018858i,0.0007497-0.001021i,0.00011362-0.00082463i,0.00028851+0.00018682i,0.00065489+0.00082242i,0.00083857+0.00021242i,0.00070535-0.00011313i,0.00050497-0.00082795i,0.00081788-0.00071144i,0.0011563-0.00020319i,0.0016839-8.3386e-05i,0.0016245+0.00044767i,0.0010215+0.00049504i,0.00088351+0.00074127i,0.00084966+0.0011213i,0.00084212+0.0014763i,0.00053005+0.001428i,0.00022203+0.00065987i
-0.00073521-0.00079038i,9.2126e-06-0.0014606i,-0.0002258-0.0012501i,0.00052158-0.00045731i,0.0015777-1.038e-05i,0.0017471-0.00032005i,0.0019688-0.00042564i,0.0019137+0.00025316i,0.0016023+0.00037774i,0.0010927+0.00050588i,0.00083687+0.00057634i,0.0010372-0.00016019i,0.0011267-0.00035033i,0.00047514+0.00014582i,0.00023991-0.00021323i,0.00030857-0.00099447i,0.00048567-0.0005848i,0.00089564-5.4959e-05i,0.00077598-0.00013898i,0.0004264-8.6296e-05i,-0.00037575+0.00041822i,-0.00051104+0.00085705i,0.00041269+0.00013304i
0.0017369-0.0031682i,0.00010244-0.0031683i,-0.001895-0.0032289i,-0.0019737-0.0026417i,-0.00021758-0.0017051i,0.0011953-0.00048126i,0.0011866-0.00052311i,0.00082797-0.00074199i,0.00029873+7.1777e-05i,0.00079856+0.0016217i,0.00073041+0.0010581i,0.00051762-0.0004935i,0.0007534-0.00030823i,0.00085956+6.5163e-05i,0.00145+0.00010933i,0.0012909+0.00029272i,0.00036017+6.9286e-05i,8.94e-05-6.7251e-05i,-0.00013644+0.00025646i,-0.00071556+0.0010586i,-0.0012223+0.00089611i,-0.0010568+0.00046356i,-0.0010268+0.00034022i
-5.7914e-05-0.0018876i,-0.00039358-0.0018078i,-0.0006354-0.0021051i,-0.00056755-0.0014136i,-0.00041197-0.00083296i,0.00044493-0.00087452i,0.0011369-0.0011492i,0.00057461-0.00059146i,0.00023371+0.00021903i,0.00080145+0.00016108i,0.0015137+0.00027987i,0.0011487+0.00053202i,0.00070197+0.00094419i,0.0011944+0.00050231i,0.00052448-0.00067868i,-0.00023567-0.0007997i,0.00029039-0.00043898i,0.00092046+0.00018398i,0.0010523+0.00053862i,0.00085219+0.00051968i,0.00029832+2.8293e-05i,-0.00014096-0.0010791i,0.00046372-0.00085484i
-0.00062411-0.0040026i,-0.00069313-0.0038326i,-0.0023981-0.0035667i,-0.0029021-0.0023408i,-0.0015502-0.00070137i,-0.00043615+0.00069009i,0.0004073+0.00056129i,0.0002422-0.00020952i,0.00013008+0.00013418i,0.00056203+0.00087253i,0.00043867+0.0012057i,0.00036932+0.00070353i,0.001448+0.00046161i,0.0030789+0.00016437i,0.003485-0.00011702i,0.0019929-0.00048535i,0.00050663+0.00017359i,-0.00030265+0.0010852i,-0.00049687+0.0017603i,-0.00065559+0.0015617i,4.218e-05+0.00049897i,0.00029248-0.00037629i,-5.1212e-05-0.00056303i
0.0020227-0.00072388i,0.0010542-0.00037031i,-4.123e-05+0.00024065i,-0.00087015+1.6527e-05i,0.00051731-0.00011063i,0.0015079-0.00064782i,0.00075178-0.0014985i,7.6627e-05-0.0013737i,9.9356e-05+0.00059894i,0.0010458+0.0019279i,0.0013586+0.0014061i,0.00065332+0.00061252i,0.001189+0.00084391i,0.0016798+0.0012022i,0.0013877+6.8738e-05i,0.0013898-0.00084171i,0.0011641-0.000165i,0.00083638+0.00055067i,0.00014162+0.00083603i,-0.00057981+0.0007567i,-0.00040443+0.00014241i,-7.01e-06-0.00015149i,-0.00025346+0.00018639i
-0.0022738+0.00052426i,-0.0026538+0.00097991i,-0.0025957+0.0013316i,-0.00079228+0.001303i,0.0010772+0.00090476i,0.0017878-0.00033841i,0.0013639-0.00080852i,-0.00010889+0.00014785i,-0.00025276+0.00069311i,0.00093357+0.00013285i,0.0012878-0.00027395i,0.0009382-0.00091182i,0.00078515-0.0013007i,0.00072347-0.00079665i,-0.00041178-0.00045219i,-0.00074938-6.6939e-05i,-0.00060696+0.00074882i,-0.001008+0.00070096i,-0.0011457+0.0011176i,-0.00097919+0.0019373i,-0.00062933+0.0017905i,-0.00050171+0.0015085i,-6.2684e-05+0.00094635i
-0.0014865+0.00086045i,-0.0012974+0.0011844i,-0.00049768+0.0022223i,0.0010288+0.0021393i,0.0019312+0.00058602i,0.0025286-0.001073i,0.0023051-0.0019339i,0.0011159-0.00029191i,0.00041413+0.0010769i,0.00090056+0.00033306i,0.0011869-0.00092965i,0.00077437-0.0012539i,0.00070479-0.00097149i,0.00079314-0.00058937i,0.00032439-0.00029716i,0.00030424-0.00075891i,0.00037104-0.00098114i,0.00034002-0.00015463i,0.00092639+0.00073591i,0.00059125+0.0017236i,8.453e-05+0.0017826i,-0.00042112+0.00096946i,-0.0010939+0.00073665i
-0.0001588+0.0021975i,0.0017699+0.0016333i,0.0026798+0.0023631i,0.0032487+0.0017626i,0.0041373-0.00040585i,0.0036949-0.0017859i,0.0025245-0.0016307i,0.0012913-0.00070979i,0.00073959+0.00075028i,0.0014831+0.00080536i,0.0015189-0.00070364i,0.00028637-0.0016649i,-0.0010897-0.0014053i,-0.0010666-0.00054627i,-0.00011254-0.00026029i,0.00069152-0.00075882i,0.0015962-0.00081793i,0.0019291-0.0004229i,0.0012779+0.00043239i,0.00099392+0.00095301i,0.00076445+0.00067558i,-2.6198e-05-0.00010214i,-8.3273e-05-0.00063818i
