-0.0010143+0.0016182i,0.00063768+0.00053647i,-5.8046e-05-0.00072845i,-0.0008932-0.00097199i,-0.00031181-0.0002956i,0.00027812+0.00026605i,0.00026741+0.0006678i,-0.00060414+0.00021123i,-0.00043467-0.00046139i,7.8014e-05-0.0001593i,-5.4905e-05-6.4519e-05i,-0.00027661+0.00011188i,-0.00092146-5.8563e-05i,-0.00075041-0.0006917i,0.00040076-0.00069315i,0.0011101-0.00010731i,0.0013212-0.00045024i,0.00082553-0.00056561i,-0.00030131+0.00010192i,-0.0003392+0.00091099i,-4.2579e-05+0.0013917i,-0.00029442+0.00074363i,-0.00050445-7.2963e-05i
-0.00044399-0.0011601i,-0.00010501-0.00078384i,-0.00025342+0.00071545i,-0.0003675+0.0014719i,0.00060081+0.00073309i,0.0014573+0.00056138i,0.00084175-0.00021926i,3.2878e-05-0.0017816i,0.0002023-0.0023655i,0.00068032-0.00098185i,0.0002349+8.6199e-05i,-0.00033121+0.00016852i,-0.00028007+0.0001165i,0.00026526-0.00057322i,0.00049928-0.00077471i,0.00041272-0.00036678i,0.00027907-0.00056204i,-0.00033547-0.00028497i,-0.00087472+2.7538e-05i,-0.0003706+0.00013688i,-0.00012309+0.00040865i,-0.00027335+0.00049842i,-0.00052559+0.00037702i
-0.0011144-0.00053545i,-0.00064966-0.00028911i,0.00043305-0.00013185i,0.0015373+0.00054368i,0.0018552+0.0018144i,0.0016707+0.0014447i,0.0016132-0.00028444i,0.00094531-0.0013392i,0.00077076-0.0011796i,0.0010471-0.00087814i,0.00050982-0.00086924i,-9.9673e-05-0.00071521i,4.3522e-05-0.0011567i,-0.00015261-0.0010779i,-0.00065109-0.0012453i,-0.00075305-0.00097593i,-0.00021826+0.00031372i,0.00051649+0.00076114i,0.00059185+0.00046191i,-5.0749e-05+0.00020148i,-0.0002529-0.00016681i,-0.00012739-0.0001742i,-0.00015788-0.00052956i
0.0012105-0.0008378i,-9.3588e-06+7.7208e-05i,-0.0011638-0.00098568i,-0.00093433-0.0017758i,8.3039e-05-0.0013671i,0.0004289+0.00010993i,0.00029872+0.00078795i,0.00075969-0.00030299i,0.00022443-0.00077556i,-0.00055009-0.00054164i,-0.00041562-0.00051217i,0.00013884-0.00038457i,0.00065451+0.0001966i,0.00089937+0.00034128i,0.00051348+6.6594e-05i,-0.00041155+0.00019702i,0.00033632+0.00049575i,0.00081752+0.00037821i,-0.00032837+0.00052351i,-0.00082382+0.00066529i,-0.00058896+0.00027135i,-0.00054575+0.00033038i,-0.00025275+0.00025191i
0.00015216+0.00050535i,0.0013194+0.001006i,0.001472+0.00068459i,0.0017356-0.00027222i,0.002827-0.00032758i,0.0036219-0.00036931i,0.0023511-0.00026466i,0.00032718-0.00013656i,-0.00068349+0.00016688i,-0.0009427+0.00031354i,-0.00055716-0.00018417i,-0.00028982-0.00056941i,-0.00016474-0.00077666i,-0.00010286-0.00070546i,0.00010034+0.00027335i,0.0003854+0.00066794i,0.00068496-5.4461e-05i,0.0001587-0.00037721i,-0.0007714-0.00054334i,-0.0001613-0.00049867i,0.00055691-0.00010071i,-0.00016028-0.00010687i,-0.00058149-6.1201e-05i
5.3376e-06-0.00091335i,-0.00030855-0.00076591i,-0.001627-0.0014299i,-0.0013597-0.00074189i,5.406e-05+0.00032415i,0.0014313+0.0014556i,0.0018814+0.0012816i,0.00085115-1.6037e-05i,-0.00035315-0.0010027i,-0.00066901-0.0011426i,-0.00089264-0.00049865i,-0.00072496+0.0001037i,1.4615e-05+0.00012746i,0.00033513-0.00076141i,0.00020109-0.0013001i,0.00032881-0.0011107i,0.0005825-0.00057926i,0.0010766-0.00070442i,0.00078623-0.00075097i,0.0001497-0.00045519i,0.00028318-0.00026253i,-0.00019278-0.00063009i,-0.00089078-0.00033303i
-0.00076427-0.00038119i,-0.00044619-0.00023157i,-0.0011047-0.00050821i,-0.0013613-0.00025409i,-0.0011066+0.00035859i,0.00016645+0.00036001i,0.0013637-0.00055046i,0.0013287-0.00081434i,4.0819e-05-7.8392e-05i,-0.00073804+9.0377e-05i,-0.00057697+0.0002263i,0.0001866+0.00073164i,0.00074425+0.00040908i,0.00027629-0.00057081i,0.0003287-0.00047937i,0.00010593+0.0002618i,-8.2834e-05+7.0456e-05i,0.00026944-2.9815e-06i,0.00028064-3.1217e-06i,-0.00028574-3.5654e-05i,-0.00062061+0.00033869i,-6.6474e-05-0.00011377i,-0.00015668-0.00046821i
0.00016716-0.00038448i,-0.00049017+0.00015577i,-0.00098372+4.6089e-05i,-0.0011738+0.00029477i,-0.0005352+0.00040325i,0.00092202-0.00012835i,0.0011829-0.00099008i,0.00027808-0.00092619i,-0.00012232-0.0002393i,-6.3292e-05-0.00010586i,0.0002228+0.00014624i,0.00025061+0.00052362i,-5.9412e-05+0.00039773i,-0.0004148-3.758e-05i,-0.00077535-0.00090001i,-0.00033541-0.0006387i,5.9076e-05+1.4789e-05i,-0.00017894+0.00026833i,-0.0010024+0.00019326i,-0.00086581+0.00026505i,-4.0912e-05+4.3534e-05i,1.7e-05-0.00084118i,6.5815e-05-0.00073325i
-0.00041165+0.0011338i,-0.00019929+0.00030384i,0.00045564+0.00040111i,0.001043+0.00032788i,0.0016661+0.00068077i,0.0017748+0.00065699i,0.0013315-0.00039577i,0.00097648-0.0014967i,0.00032451-0.0018492i,0.00046672-0.0010829i,0.00069084+0.00024411i,0.00095619+0.00053141i,0.00037965+0.00033493i,-0.0004364+0.00012969i,-0.00018728+0.00036395i,0.00013723+0.00041253i,-1.1744e-05+0.00010559i,-0.0001162+6.1037e-05i,5.3265e-05+0.00026365i,0.00072539+0.00041788i,0.00070693+0.00055245i,-0.00030776-8.8447e-05i,-4.3791e-06-0.00066135i
8.2479e-05-0.0012286i,0.00052208+0.00019671i,2.5954e-05+0.00017735i,-0.00037873+0.00046315i,0.0010392+0.00083789i,0.0018768+0.00019961i,0.0010788-0.00025553i,9.1018e-05-0.00074187i,-0.00038032-0.00035022i,-7.2951e-05+0.00011436i,0.00013762-0.00038735i,0.00066076-0.00073708i,0.00057271-0.00068354i,-0.00028796-0.00051796i,-0.00051579-0.00080144i,-0.00043176-0.001417i,-8.3742e-05-0.00076954i,0.00011442+1.7425e-05i,8.3279e-05-0.00029982i,-0.0003092-0.00016246i,-0.00074851-0.00034332i,-0.00062159-0.0010834i,-0.00053372-0.00087058i
0.00096038-0.0016446i,0.00084635-0.0019347i,0.00051405-0.0014533i,-0.00016665-0.0013476i,-0.000379-0.00079827i,0.00020444+0.0013239i,0.00058233+0.0015917i,-0.00023674+0.00015105i,-0.0014366-0.00023394i,-0.0017064-4.0819e-05i,-0.0012306-0.00046261i,-0.00050297-0.00054115i,-0.00017084-0.00055091i,-3.7562e-05-0.00038068i,0.0001808-0.00098079i,0.00043831-0.0014282i,0.00012897-0.0010857i,0.00037609-0.00036123i,0.00055837+0.00018514i,-0.00029623-0.00024742i,0.00032912-0.00028525i,0.00058232-0.00027909i,-0.00027297-0.00040287i
0.00091239-0.0021073i,0.0010165-0.0010588i,-0.00055018-0.0003062i,-0.0013185+0.00023654i,-0.00047843+0.0010996i,0.00084402+0.0015734i,0.0016352+0.00072114i,0.0005032-0.00032129i,-0.00066993-0.00071899i,-0.00082722-9.0897e-05i,-0.00054509+0.00029951i,-0.00046794-0.0002794i,-8.6498e-05-0.00069877i,-1.5812e-05-0.0001955i,-1.3789e-05+0.00034842i,0.000411+9.2526e-05i,0.00031326+0.00082917i,-3.5527e-05+0.0016395i,-0.00011993+0.0016191i,0.00016664+0.0015717i,0.00016061+0.00049162i,1.3952e-05-0.00020278i,0.0001241+0.00041505i
-0.0018191-0.0010024i,-0.0013758-0.00089399i,-0.00025875+0.00025418i,0.00083919-4.8991e-05i,0.0013613-0.00072149i,0.0019784-0.00023489i,0.0021419-0.00069938i,0.00080378-0.0008635i,-0.00026778-0.00053316i,-0.00022343-3.4704e-05i,-0.00016095+0.00039406i,-0.00042359+0.0001687i,-0.00058968-0.00032764i,-0.00043706-0.00035929i,0.00030685-0.00037564i,0.0005713+8.0779e-05i,-0.00029738+0.00081278i,-0.0010096+0.00019795i,-0.00024942-0.00031188i,0.0011624+0.00056019i,0.00081416+0.00085949i,-0.00024399+0.00010907i,-0.00073709-0.00027418i
0.0012245+0.00086909i,0.0016271+0.00029806i,0.0010203-0.0015596i,-0.0015798-0.0026029i,-0.0022397-0.0015906i,-0.00061202-0.00042981i,0.00063372-0.00012273i,0.00051963-0.00035713i,0.00017742-0.00097144i,0.00020766-0.00080759i,-0.00010975-0.00028856i,-0.00044907+0.00038915i,-0.00031557+0.0007252i,0.0006422+0.00011943i,0.0012535+0.00056622i,0.0014362+0.00047102i,0.00084815+2.3697e-05i,8.1939e-05+0.00010537i,0.00046173-0.00045209i,0.0010591-0.00019248i,0.001191+0.00022152i,0.00067182+2.5246e-05i,0.00021427-0.00019474i
-9.2962e-05-9.0586e-06i,-0.00060613-0.00010478i,0.00016338+0.0010659i,0.001186+0.0024854i,0.0021428+0.0013434i,0.0028885-8.0927e-05i,0.0019535-0.00039431i,0.00085008-0.00062084i,0.00019957-0.00098506i,0.00034124-0.00071979i,0.00097351+6.4217e-05i,0.0012429-0.00013379i,0.00046035-0.00040583i,0.0010939+0.00021717i,0.001944+0.0004809i,0.00090592-2.1548e-05i,0.00037445-0.00023499i,-0.00035008+5.5671e-05i,-0.00055861+0.00026608i,0.00026753+0.00066058i,0.00095679+0.00082315i,0.0010342+0.00016387i,-0.00017252-0.00048486i
0.0009006+0.00063604i,0.0014417-0.00013164i,0.0015446-0.00065074i,0.0014917-0.00084375i,0.0015576-0.00028514i,0.0019101+0.00025222i,0.001043-0.00099339i,-0.00066759-0.0011723i,-0.00063339-0.00016272i,-0.00015279-0.00065833i,7.9436e-05-0.0014951i,6.4876e-05-0.0011913i,7.7428e-05-0.00033377i,0.00051062-0.00023651i,0.00053001+0.00038031i,0.00034154+0.00062119i,6.6148e-05+0.0003297i,5.6996e-05+0.00028035i,-0.00036698-0.00021737i,-0.0006011-0.00084887i,0.00087416-0.0012136i,0.0015211-0.00078304i,0.00057227-0.00011096i
0.000129-0.0014487i,-0.00076367+8.1822e-05i,-0.0013403-0.00013374i,-0.0016535-0.0011336i,-0.00074486-0.0010806i,0.00061975-7.1992e-05i,0.00090461+0.00039527i,2.4658e-06+0.00056751i,-0.00085084+0.00067468i,-0.00083835+1.4769e-06i,-0.0006639-0.00058739i,-0.0012779-0.00050689i,-0.0014829-0.00013368i,-0.00079229+0.00042631i,-0.00022857+0.00034678i,0.00055243-0.00025392i,0.00070578+0.00010043i,-0.00057762+0.00054938i,-0.0012175+0.00027882i,-0.00081791-1.0353e-05i,-0.00063145+6.1552e-05i,-0.00040266+0.00075685i,-0.00046535+0.00065608i
-0.0019502+0.00085132i,-0.00030542+0.0013158i,0.0012892+0.000524i,0.001763-0.00027429i,0.0022053-0.00017139i,0.0024524+0.00072626i,0.0015005+0.00060191i,-0.00017836-0.00035872i,-0.00097724-0.00035132i,-0.00089912+0.00040912i,-0.00097044-0.00010978i,-0.00084087-0.0005001i,-0.0013171-0.0002008i,-0.0017761+0.00040875i,-0.0010938+0.00054785i,-0.00079758-0.00024635i,-0.00056331-0.00087609i,5.9467e-05-0.00049501i,-0.00015075+0.00052067i,-0.00078035+0.00010377i,-0.0003622-0.00042976i,0.00010767+0.00076837i,0.00054602+0.0011717i
-0.0028275+0.00056383i,-0.0010102+0.00034748i,-0.00081621+0.002046i,-0.00023626+0.0028185i,0.0013837+0.0011047i,0.0022307-0.00013772i,0.0019914-0.00052568i,0.0012917-0.0010205i,0.00053256-0.00087132i,0.00017985+0.00022969i,6.968e-05+0.001029i,0.00018271+0.00055886i,-0.000382-0.00018923i,-0.001279-0.00046564i,-0.0010064-0.0007172i,0.00013835-0.00084937i,0.00096173-0.00032527i,0.00067494+0.00043492i,0.00047958+0.00067046i,0.00010499+0.00019481i,-0.00013721-0.00017866i,0.00013134-0.00096262i,-0.00020971-0.0008136i
0.0012349-0.0007457i,0.0015893-0.0011394i,0.0018647-0.0018076i,0.0015914-0.0016929i,0.0010184-0.00066403i,0.0012463+0.00046452i,0.0010456+0.00013186i,1.7151e-05-0.0005789i,7.7825e-05-0.00084498i,0.00086111-0.00087003i,0.0015266-7.7966e-05i,0.0011136+0.0011828i,0.00058886+0.0016055i,0.00057777+0.00065745i,-0.00015735-0.00073838i,-0.00070538-0.00092225i,-0.00036428-0.00081022i,0.00036114-0.00096124i,0.00051185-0.00024385i,8.5841e-06+0.0003172i,-0.00021856+0.00032747i,-0.00032221+0.00040143i,-9.4157e-05+0.00023924i
-0.00054109-0.0029059i,-0.0015046-0.0028353i,-0.0027435-0.0030223i,-0.0021773-0.0022402i,-0.0015365-3.3412e-05i,-0.00093576+0.00090314i,0.00026454+0.00071798i,-0.00055073-0.00077502i,-0.0013681-0.0019361i,-0.00056061-0.0012541i,0.00017568-4.742e-05i,0.00059929-2.8794e-06i,0.00043757-0.00034893i,0.00086288-0.00027589i,0.0010031+8.1392e-05i,-0.00010339-9.1832e-05i,-0.00054321-0.000629i,-0.00037053-6.1346e-05i,-6.5713e-05+0.00022034i,0.00011244-0.00028922i,0.00026719-0.00089837i,0.00046248-0.00075157i,-0.0001455+0.00032517i
0.0020151-0.00033561i,0.0013517-0.00019685i,-2.5034e-05-0.00090287i,-0.0013867-0.001559i,-0.0020629-0.0012469i,-0.00081743-0.00080847i,-0.0003618-0.00020351i,-0.00021024+0.0002204i,-0.00020364-0.00023814i,-0.00033675-0.00054476i,0.00034433-0.00047207i,0.00037927-0.00055674i,-0.00039772-0.00081184i,-0.00096837-0.0002625i,-0.00061692+0.00053408i,-0.00033109+0.00038052i,-0.00040431+0.00047876i,-0.00055831+0.0001065i,-0.00035512-0.00098617i,9.1044e-05-0.0012489i,0.00054476-0.00076875i,4.6118e-05-0.00026361i,-0.0013529+7.9925e-05i
-0.00068448-0.00081793i,0.00056383-0.0013487i,0.0017357-0.0016027i,0.0020192-0.00092474i,0.0023222-0.00081681i,0.0030036+7.1389e-05i,0.0023381-0.00010741i,0.0010453-0.00068057i,7.8926e-05-0.00081014i,-0.0010364-0.0012734i,-0.0014681-0.0011074i,-0.00095944-0.0010605i,0.00035958-0.0013394i,0.0012996-0.0010053i,0.0012669-8.012e-05i,0.0007549+4.8196e-05i,-2.3885e-05-0.00052407i,-0.00032484-0.00061685i,-6.5162e-05+0.00013775i,-0.00045561+0.00054678i,-0.00039605+0.00049637i,-7.1352e-05+0.00026766i,-0.0004502+6.163e-05i
0.00052264+0.001976i,0.0011543+0.0029335i,0.00056727+0.0030398i,0.00046331+0.0016231i,0.0005077-0.00033489i,0.00085044-0.0010999i,0.001166-0.0002286i,0.00041015-9.0376e-05i,0.00010604+0.00030065i,0.00013265+0.00046968i,-0.00045773+0.0004916i,-0.0011237+0.00044872i,-0.0010902+0.00066853i,-0.00096118+0.00045418i,-0.00083241+6.3373e-05i,-0.00029552+0.00027657i,0.00036841-0.00033377i,0.00035748-0.0011058i,0.00010659-0.00077703i,0.00014525+7.223e-05i,0.00054506+7.4692e-05i,0.0003216+0.00013091i,-0.00027117-0.00023237i
0.0013214-0.00079971i,0.0010236-0.0016182i,0.0019502-0.0022577i,0.0022413-0.0017397i,0.0019869-0.00060884i,0.0015102+7.6114e-07i,0.0011917-0.00060135i,0.00073079-0.0011968i,-0.00079796-0.00062888i,-0.00085349-0.0002806i,0.00022212-0.00050501i,0.00066507-0.00041141i,0.00019716-2.0761e-05i,-0.00049194+0.00015065i,-9.6686e-05+0.0003468i,0.00054227-0.00025481i,0.00016636-0.00066134i,-0.00058152-7.9204e-05i,9.079e-06+0.00025841i,0.00040419-5.1734e-05i,-0.00011657-0.00055156i,-0.00058312-0.00063935i,-0.00058272+0.0001156i
0.00024178+0.0011032i,0.00042361+0.0017283i,-5.0243e-06+0.0013066i,-0.00014002-0.00055249i,0.00098534-0.0016183i,0.0012982-0.00079393i,0.00032858-0.00059983i,-0.00065164-0.0012258i,-0.00064959-0.0012775i,0.00036959-0.00038502i,0.00086368-9.0655e-05i,0.00050828-0.00036013i,0.00017287-0.00030296i,-0.0002031+0.00014098i,0.00017772-6.0924e-05i,0.00074366-0.00035523i,0.00078042-0.00043398i,0.00012672-0.00016171i,-0.00027334+0.00065522i,-3.9795e-05+0.00041325i,-0.00056443-9.5263e-05i,-0.0011861-0.00061804i,-0.00090537-0.00057541i
-0.00035799-8.7529e-05i,0.00059639-0.00025902i,0.00059899+2.6705e-05i,0.0004684+0.00015768i,0.0010838+0.0006626i,0.0019254+0.00042526i,0.0012021-0.00030707i,-0.00038281-8.4406e-05i,-0.00079429-0.00044379i,-0.00011276-0.00062704i,0.00087286+6.966e-05i,0.001464+1.1276e-06i,0.00087774-0.00064857i,4.739e-06-0.00082651i,-3.6105e-05-0.00098057i,-0.00033059-0.0011355i,-0.00032549-0.00095766i,-0.00012464-0.00075477i,-9.833e-05-0.00040022i,0.00064416+0.0001913i,0.0008721+0.00011758i,0.00036094-0.00024533i,0.00020514+0.00058478i
-0.0015882+0.0017101i,-0.00021191+0.0014808i,-0.00039603+0.0018244i,-5.2801e-05+0.0015i,0.0012007+0.00056954i,0.0015443+4.449e-05i,0.00095814-0.0009874i,0.0010266-0.0019958i,0.00087982-0.0014016i,0.00028224-0.00092875i,0.00029855-0.0016615i,0.00063678-0.0015217i,0.00074658-0.0007252i,0.00016265-0.0012232i,-0.00021784-0.0015156i,0.00020556-0.0011069i,0.00026559-0.00067191i,-0.0002123+0.00033981i,0.00040965+0.00097088i,0.0011539+0.00073832i,0.0013388+0.00090636i,0.0005883+0.00038188i,0.00029522-0.000316i
-0.0015104-0.0010027i,9.8127e-05+0.00072357i,0.0011249+0.00087275i,0.00095704-8.4594e-05i,0.00092311-0.00024077i,0.0011565+0.00033687i,0.0012892-5.1209e-05i,0.00013064-0.00073895i,-0.0011162-0.0011955i,-0.00097423-0.00028019i,-0.00071118+0.00035553i,-0.00060783-0.00023539i,-0.00068758-0.00055653i,-0.00050292-0.00060153i,6.4233e-05-0.00077639i,0.00020003-0.001033i,-0.00042731-0.00061334i,-0.00068696+0.00022792i,-0.00010122+0.00034763i,0.00051919-0.00060292i,0.00052145-0.00056784i,2.4513e-05-2.6283e-05i,-0.00071537+0.00022483i
0.0011356-0.0011388i,0.00016919-0.0025631i,-0.00074075-0.0037103i,-0.00017042-0.0031511i,0.00074226-0.00092672i,0.001275-6.6766e-05i,0.0016123-0.00032907i,0.0013713-0.00020663i,0.0010347-2.3646e-05i,0.00063907+7.5524e-05i,-0.00013105+3.8016e-05i,-0.00052737+0.0010795i,-0.00078671+0.0016804i,-0.00076255+0.0009485i,0.00019886+0.00030331i,0.0012554-0.00064683i,0.00084424-0.00075514i,-0.00045998-0.00055705i,-0.00093568+3.5484e-06i,-0.00096313+0.000756i,-0.00090702+0.00053756i,-0.00017777+6.4574e-05i,1.7483e-05-0.00025535i
-0.0014142+0.0011288i,-0.0023096+0.0024032i,-0.0017786+0.0031811i,0.00066426+0.0036159i,0.0022692+0.0029225i,0.0021716+0.001403i,0.0015523-0.00053337i,0.00018777-0.0013684i,-0.00085892-0.00035791i,-0.00019071+0.00038168i,0.0006979+0.00057197i,8.2361e-05-4.1063e-05i,-0.00054535-0.0002915i,-0.00051646+0.00061746i,-3.8493e-05+0.00060168i,-0.0002714-0.0002464i,-0.00094501-0.00060142i,-0.00024809-1.5547e-05i,0.00039127+0.00060699i,0.00039268+0.00017779i,0.00032176+0.00013387i,-0.0001607+0.00067158i,-0.00071915+0.00043346i
-6.7168e-05-0.0004981i,6.7588e-05-0.0014318i,0.00069618-0.0014409i,-7.3903e-05-0.0010181i,-0.00053204-0.00092854i,-0.00033475-0.00027864i,-0.00054915-0.00023609i,-0.0006947-0.00083414i,-0.00070117-0.00098542i,-0.00014208-0.00048216i,0.00091143+0.00023667i,0.00027925+0.00018322i,-0.00077115-5.6097e-05i,-0.00052002-0.00014633i,-9.5152e-05-0.00073799i,0.00039534-0.0011439i,-0.00019856-0.0006853i,-0.00089811+0.00019987i,-0.00080068+0.0010161i,-0.00028348+0.0010228i,0.00057592+0.00081879i,0.00053928+0.00045959i,-3.6671e-05-8.7916e-05i
0.0016845+0.00059542i,-0.00050826-0.00042835i,-0.0023255-0.00082791i,-0.0020836-0.0002587i,-0.00095346+0.00024928i,-0.00017342+0.0010152i,-0.00016586+0.00054192i,-0.00038871-1.6613e-05i,-6.1591e-05-9.0585e-05i,-5.3883e-05-0.00077598i,-0.00043175-0.0014528i,-0.00045451-0.0010266i,0.0001193+0.00021645i,0.00061558+0.00095542i,0.00091642+0.00066099i,0.00083941+0.00053344i,0.00096709-8.5827e-05i,0.00069173-0.00052758i,0.00013876+0.00029846i,-6.9402e-05+0.00050569i,0.00011766+0.0008231i,-6.6121e-05+0.00070106i,-0.00090899+2.2703e-05i
0.0022556-0.0021757i,0.0014499-0.0013004i,0.001191-0.00030733i,0.0011059-0.00035959i,0.0012728-0.00076138i,0.0014731+0.0004571i,0.0010356+0.00059522i,0.0006576+7.1562e-06i,0.0003136-0.00081674i,-0.00045151-0.0012972i,-0.00052722-0.0012862i,-0.0003694-0.0019734i,0.00034443-0.0025634i,0.0006429-0.001475i,0.00043845-0.00084957i,0.00037515-0.00066417i,-0.00033073+7.2227e-05i,-0.00030506+0.00031044i,0.00021179+0.00032971i,0.00055952-8.5538e-05i,0.00052879-0.000105i,0.00033076+0.00016779i,0.00012719+0.00014608i
0.0010577+0.0014552i,0.00012336+0.00061195i,-0.00051466-0.0008883i,0.00010097-0.0012596i,0.0005924-0.00098076i,0.00061997-0.0010393i,0.0007122-0.0011574i,0.00010004-0.00077109i,-0.0007788-0.00021012i,-0.0008336+0.00022955i,-0.0013527-6.6408e-05i,-0.00084021-0.00077614i,-0.00023625-0.00062746i,-0.00045879+0.00026276i,4.003e-05+0.0014093i,0.00080595+0.0012328i,0.0010279-0.00028791i,0.00049215-0.00082844i,0.00034344-0.00034798i,0.00046781-4.5097e-05i,0.00033198-0.00040173i,0.00026073-8.382e-05i,-0.00037678-0.00016153i
-0.0010194+0.0012118i,5.3362e-05+0.0028751i,0.001174+0.0027831i,0.0016622+0.0026516i,0.0018923+0.0027179i,0.0021178+0.0010634i,0.001006-0.00064945i,0.00031908-0.0010742i,3.5378e-05-0.00072949i,-0.00015152+0.00058584i,7.4782e-05+0.0010564i,-5.395e-05+0.00074066i,-0.00051396+0.00012592i,-0.00080221-0.00012485i,-0.00068458-0.00017983i,-0.00037382-9.5858e-05i,-6.7225e-05+0.00017586i,-0.00024798+0.00051188i,0.00027795+0.00062618i,0.000168+0.00012959i,-0.0002206-0.00015336i,4.2308e-05-0.00061599i,0.00018306-0.00037415i
0.000394+0.00022726i,6.906e-05-0.00046752i,-0.0008301-0.00067102i,-0.0011806-0.001243i,-0.00048442-0.00090634i,-2.2816e-05+0.00096381i,0.00030067+0.00094045i,0.00031114+6.1679e-05i,-0.00027413+0.00034098i,3.3329e-05-0.00010561i,0.00098235-0.00056349i,0.00087043+7.7178e-05i,0.00021339+0.00074017i,0.00061398+0.00042298i,0.0012711-0.00010497i,0.0012509-0.00037329i,0.0012002-0.00024727i,0.0008292-7.5512e-05i,0.00062003+0.00016172i,0.00058338+0.00042216i,0.00031629+7.9565e-05i,0.00016632+9.9092e-05i,0.00021131-3.8557e-05i
-0.0001406-0.0020372i,-0.0003441-0.0013141i,-0.0012032-0.00065833i,-0.0013251-0.0003604i,-0.00016757+0.0007828i,0.0012412+0.0015316i,0.0014683+0.0004752i,0.00057766-0.0010035i,-0.00057981-0.0013248i,-0.00048033-0.00076469i,0.00061562+0.00018634i,0.00072889+0.00094808i,4.2756e-06+0.00057741i,0.00021094-0.00065427i,0.00036576-0.0011772i,-9.4911e-05-0.00092164i,0.00030812-0.00047672i,0.0012017-0.00012152i,0.0010913+0.00015681i,0.00078601+0.00090271i,0.00054418+0.0015227i,-0.00030319+0.0013952i,-0.0007237+0.00060861i
-0.00089361-0.0027468i,-0.0022144-0.0016763i,-0.0025079-0.00099928i,-0.0021615-0.00092079i,-0.00104-0.00019136i,0.0002888+0.00099013i,0.00077007+0.00098906i,6.4964e-05-0.00035829i,-0.00059555-0.00084379i,-0.0002122-0.00039468i,0.00051287+0.00031694i,0.00075688+0.00023151i,0.0011941-0.0009312i,0.0015133-0.0016958i,0.0015558-0.0022102i,0.00086842-0.0018097i,0.00045266-0.0011553i,0.00038168-0.00041974i,0.00011041+0.00033298i,0.00033907-0.00010256i,0.00012653+0.00015894i,-0.00025945+0.00026665i,-0.00035202+3.9036e-05i
-0.00015067-0.00074081i,-0.0002254-0.00037648i,-8.2285e-05-0.00091325i,-0.00036791-0.00094769i,-0.00012612+0.00011345i,0.00040825+0.0010873i,0.001+0.0010354i,0.00059409+0.00043827i,-5.1021e-06+0.00027123i,-5.4009e-05+0.0001867i,0.00033588-0.00049035i,0.0003525-0.00049777i,-0.00016404-0.0003626i,-0.00041986-0.00028721i,-0.00065007+0.00024764i,-0.00075227+9.5994e-06i,3.3869e-05-0.00021274i,0.00071225-0.00012125i,0.00035816+0.00051309i,0.0004867+0.00064402i,0.00089157+0.00043068i,0.00076608+0.00068195i,0.00060324+0.00061048i
0.002182-0.00082255i,3.5997e-05-0.00068987i,-0.0010197-0.00048099i,-0.0012008-0.00028101i,-0.00097649-0.00063482i,6.7269e-05-0.0010918i,0.0012125-0.0012843i,0.0022203-0.0010538i,0.0017285-0.00086388i,0.00040094-0.00088023i,-2.7626e-05-0.00086493i,-0.00023919-0.0012599i,-0.00046452-0.0012984i,-0.00042043-0.00081232i,-0.00075449-0.00085552i,-0.00092006-0.00046015i,-0.0012455-0.00026914i,-0.00081291-0.00028666i,-0.00010755-0.00034125i,-0.00036439-0.00039691i,-0.00023279-0.00046423i,-0.00044511-0.0010221i,-0.00012153-0.00085686i
-0.0011227-0.0011138i,-0.00099555-0.00054944i,4.7418e-05-0.00116i,0.00023542-0.0018454i,0.00031815-0.0007044i,0.00090965+0.00096165i,0.00079974+0.00073345i,6.3975e-05-0.00063801i,-2.1273e-05-0.0015327i,0.00047193-0.0013069i,0.0005938+6.485e-05i,5.9249e-06+0.00057247i,-0.00067229+0.00034651i,-1.2322e-05+0.00054875i,0.0013795+0.0001489i,0.0020638-0.0005591i,0.00144-0.00031972i,0.00039565-4.4701e-05i,0.00054132-2.5659e-05i,0.0011704+0.00019271i,0.00096697+0.00017759i,0.00061511+0.00029244i,0.000595+1.6791e-05i
-0.0011317-0.00059827i,-0.0014021-0.00032994i,-0.0030598-0.00032163i,-0.0024683+0.00025463i,0.00027768+0.00096744i,0.0021575+0.00073609i,0.0019257+0.0001714i,0.0015055-0.00045184i,0.00061634-0.00089769i,-0.00035149-0.00056525i,-0.00044281-2.7738e-05i,-0.00052818-0.00013147i,-0.00028735-0.00056118i,0.00048631-0.0010898i,0.00051473-0.00081143i,-0.00048401-0.00038409i,-0.0006388-0.00011088i,0.00073972+0.00058887i,0.0011991+0.00083083i,0.00043834+0.001047i,1.0331e-05+0.0006902i,-0.0005991+0.00013435i,-0.0009164+1.0843e-05i
-0.00053659-8.0077e-05i,-0.00064496+7.3349e-05i,0.00019639+0.00050063i,0.00064797-0.00047275i,0.0015007-0.00070754i,0.0033726+0.00026179i,0.003218-0.00066849i,0.0020713-0.0014194i,0.00064169-0.00072023i,-0.0007264-0.00035887i,-0.0010198+0.00028687i,0.00024176+0.00060573i,0.0010661+0.0011422i,0.00067086+0.0015064i,0.00054654+0.0007997i,0.00079386-0.00020988i,0.001311-0.00069048i,0.0010871-0.00082584i,0.00059925-0.00075775i,0.00057962-0.0001322i,0.00051291+0.00064818i,0.0001631+0.00037431i,-0.00014994-0.00046597i
