-0.0018771+0.00081752i,-7.4442e-05+0.00070496i,-0.00048025-0.00030825i,-0.00085057-0.0017197i,-0.0010957-0.0022926i,-0.00082112-0.0019549i,0.00063678-0.00049421i,0.0021402+0.00029603i,0.0028244-0.00033426i,0.0029307-0.00081639i,0.0017354-0.0010935i,0.00059187-0.0011523i,0.00016144-0.00044589i,-0.00015694-0.00063661i,-0.00039503-0.0011838i,-0.00056862-0.00094311i,-0.00072139-0.00089774i,-0.00071099-0.00045439i,-0.00022063-0.00034313i,0.0006228-0.00043552i,0.00024297+0.00021789i,-0.0005548+0.00028818i,-0.00061421-0.00040596i
-0.001847+0.0018709i,-0.00061349+0.0026658i,0.00053525+0.0029702i,0.0029832+0.0012737i,0.0040324-0.0010026i,0.0027194-0.0020662i,0.0010648-0.0010347i,0.00050188+0.00019246i,0.0005103+0.00069826i,0.0012061+0.0016461i,0.0015025+0.00091794i,0.00077433-0.00050193i,0.00048398-0.00094318i,-0.00010153-0.00098185i,-0.00079228-0.00049768i,-0.00043938-0.00021674i,0.0002483-0.00076155i,-0.00012546-0.0010857i,-0.00022572-0.00045892i,7.1233e-05+0.00076284i,6.4431e-05+0.00052828i,-0.00016002+0.00013347i,0.00014203+0.0003157i
0.0032441-0.0007939i,0.0017108-0.00083608i,0.0016948-0.0026404i,0.0021485-0.0034229i,0.0015275-0.0030556i,-0.00032269-0.0016511i,-0.00033392-8.7684e-05i,0.00058631+0.00078541i,0.00090218+0.00071786i,0.00091955+0.00074669i,-8.0917e-05+0.00092477i,-0.00056429+0.0013968i,-0.00086146+0.0020053i,-0.00098949+0.0022835i,-0.00045513+0.0011618i,-0.00046094-4.8083e-05i,-0.00042313-0.00033147i,0.00018069-5.7495e-05i,-0.00026545+0.00086024i,-0.0010468+0.0012153i,-0.0012025+0.0012443i,-0.0015172+0.00078566i,-0.0011498+0.000171i
5.1481e-05+0.0016052i,0.001565+0.00236i,0.0037689+0.0028535i,0.0042012+0.00074357i,0.0032739-0.0023338i,0.0022114-0.0026782i,0.0016075-0.00042656i,0.0017057+0.0012332i,0.0022258+0.0013851i,0.0025074+0.0012613i,0.0023193+0.0013345i,0.0015826+0.00096616i,0.00088275+0.00053933i,0.00033355+0.00054139i,-3.4554e-05+0.00028881i,-0.00021042+0.00010852i,-0.00026841+5.7521e-06i,-0.0005503-7.4234e-05i,-2.274e-05-0.00049062i,-2.5868e-05-0.00089615i,-0.00058951-0.00043446i,0.00014365+0.00023051i,0.00046075+0.00043123i
-0.00048952+0.0017007i,-8.2591e-05+0.0016127i,0.0013218+0.0019164i,0.0038944-3.9224e-05i,0.004986-0.0029863i,0.0035281-0.003194i,0.001897-0.0011709i,0.002014+0.00041874i,0.0026329+0.0013442i,0.002605+0.0016135i,0.0016262+0.00097546i,0.0008198+0.00044354i,0.0011805-0.00027822i,0.001429-0.00052934i,0.00094715-0.00062646i,0.00054668-0.00091716i,0.00054073-0.00062999i,0.00022578-0.00050262i,4.0891e-05-0.00053883i,0.00018035-0.00046717i,0.00026569+4.7869e-05i,0.00056591+0.0006566i,0.00029013+0.00016154i
0.00025693+0.00030511i,0.00047146+0.00064472i,0.0011138-0.00026068i,0.0017419-0.00090714i,0.00256-0.0018158i,0.0023984-0.0017499i,0.0019846-0.00049356i,0.0018511+6.0043e-05i,0.0014654+6.7998e-05i,0.0013009-0.00043094i,0.0013227-0.0011813i,0.00070048-0.0009814i,0.00049887-0.00049842i,0.0013803-0.0010817i,0.0011425-0.0015734i,0.00048711-0.0010373i,0.0010775-0.00070683i,0.00079524-8.2171e-05i,-5.6198e-05+8.0032e-05i,0.00050732+0.00025i,0.00054214+0.00046323i,8.5054e-05-0.0003431i,-0.00024813-0.00098931i
-0.00025872+0.00033662i,5.0971e-05-0.00018495i,0.00086002+1.9866e-05i,0.0016643-0.00077032i,0.0014036-0.0023882i,0.0004444-0.0019621i,0.00011875-0.00011681i,0.0009976+0.0003148i,0.0019127+2.8136e-05i,0.0019261+0.00016212i,0.0011595+4.1916e-05i,0.00039064-0.00032835i,-0.00030094-1.4507e-06i,-0.00083159+0.00015151i,-0.00045872+0.00035047i,0.00022502+0.00028277i,0.00024881-0.00030391i,4.8496e-05-0.00067394i,-2.4085e-05-0.00074027i,0.00020638-0.00010139i,0.00019081+0.00054865i,-0.00014679+0.00033505i,1.2136e-05-0.00020621i
0.00023069-0.00052769i,0.0021993-0.0010077i,0.0023986-0.0013884i,0.0024171-0.0011586i,0.0026708-0.0011186i,0.0020523-0.0015486i,0.0014036-0.001006i,0.00063528+0.00013539i,0.00055161+0.00030318i,0.00055643+0.0001265i,0.00068373+0.00035726i,0.00050444+0.00085342i,-0.00030393+0.00054834i,-0.00082217+4.1806e-05i,-0.00018746+0.00025877i,0.00067974-0.00044871i,0.00071458-0.0011891i,-4.139e-05-7.2337e-05i,-0.00079712+0.00022844i,-0.00058855-0.00087343i,0.00012902-0.00023313i,-6.3885e-05+0.00062614i,-0.00045294+6.1773e-05i
-0.00020446-0.00020008i,-0.00044891-0.00055841i,0.00059054-0.00049611i,0.0025706-0.0010187i,0.0034297-0.0014264i,0.0017817-0.00068241i,0.00037492-3.5989e-05i,0.00035638-7.1955e-05i,0.00071671+0.00021515i,0.0016374+0.00062342i,0.0012207+0.00074006i,0.00054725+0.0005557i,0.00039347+0.0010006i,-0.00039887+0.0010112i,-0.00095632+0.00044405i,-0.00060449+9.347e-05i,1.0872e-05-0.00043727i,0.00016539-0.00064931i,0.00030131-0.00048417i,5.0238e-05+0.00032044i,-0.00041458+0.0011288i,-0.00052647+0.0011693i,-0.0003421+0.00056126i
0.0009725+0.00044647i,0.00071804+0.00032067i,0.0014403-0.0018506i,0.0021365-0.0031428i,0.0019514-0.003949i,0.0016049-0.0025778i,0.0012694-0.00077215i,0.0014442-0.00045637i,0.0022841+0.0001618i,0.0013542+0.00058068i,0.00049332+0.0010139i,0.0006107+0.0013344i,0.00023153+0.0003379i,0.00036279-0.00017725i,0.00089004+2.9899e-05i,0.00066237-6.5761e-05i,-0.00016903-0.00054768i,-0.00090385+5.6943e-05i,-0.00058998+0.00062815i,0.00014047-0.00035632i,-7.752e-05-1.1895e-05i,-3.2318e-05+0.00029192i,-2.2027e-05-0.00046239i
0.00050734+0.00092154i,0.0017269+8.4474e-05i,0.0023162-0.00088963i,0.0028423-0.0024065i,0.0021712-0.0026949i,0.00071363-0.0014914i,0.0005198-0.00029753i,0.0014688+0.000353i,0.0022818+0.00091973i,0.0013258+0.00090633i,0.00033982+0.00067127i,-0.00020144+0.00091948i,-0.00021871+0.0010316i,3.5016e-05+0.0002951i,0.00014825+8.7463e-05i,0.0003886+0.00059806i,0.00036613+3.6333e-06i,0.00030296-0.00021609i,-0.00016173+0.00031545i,-0.0002868-0.00016436i,0.00019357-0.00039257i,0.00046668-0.00013179i,0.00064587+0.00020787i
-0.00059481-0.00065019i,-0.00047039+0.00019901i,-0.00043191+0.00084056i,6.5048e-05+0.00010291i,0.0011805-0.0014182i,0.00082013-0.0012016i,0.0010395-6.1052e-05i,0.0010363+0.00031657i,0.00047198-0.00030848i,0.00053322-0.00080776i,0.00059129-0.0012714i,0.00049008-0.0007411i,0.00015515-0.00057529i,0.00042623-0.00060998i,0.00052974-0.00041748i,-6.7974e-06-0.0013026i,-0.00054187-0.0015406i,-0.00064649-0.00055161i,3.123e-05-4.891e-05i,0.00050106-0.00034371i,0.00058412-0.00038167i,0.00044832+8.4187e-05i,0.00032574+0.00019783i
-0.0014143+0.0002743i,0.0002613+0.00014334i,0.0013411+0.00030704i,0.0031351+0.00070895i,0.0037324+0.00031026i,0.0026426-0.00034585i,0.0021741+9.258e-05i,0.0026785+0.00084855i,0.0030461+0.0005782i,0.0023573+0.00014817i,0.0014654+0.00036332i,0.0010744+0.0003766i,0.0013235+4.8456e-05i,0.0016811+0.00063491i,0.0011885+0.00045484i,0.00078665-2.4462e-05i,0.0010413+3.0707e-05i,0.00090541-0.00043763i,0.00083396-0.00038073i,0.0011116+0.00023319i,0.00086877+0.00053472i,-0.00024732+0.0005389i,-0.00032914+0.00016568i
0.00031832+0.00070002i,0.00038772+0.0012208i,0.0014607+0.00060469i,0.0036205-0.0010791i,0.004744-0.0019889i,0.0024111-0.0021575i,0.00017148-0.0013455i,-0.00036909+6.2477e-05i,-0.00034284+0.0011417i,-1.728e-05+0.0010225i,-0.00047777-2.6856e-05i,-0.00099405+5.6875e-05i,-0.00071513-8.5183e-05i,-0.00054921-0.00074962i,-0.00032618-0.00015715i,-0.00025748+0.00062279i,0.00018192+0.00031796i,0.0010361-0.00048286i,0.00039134-0.00095368i,-0.00071251-0.00085073i,-0.0014471-0.00063504i,-0.00099696-0.00030397i,9.5048e-05+7.126e-07i
0.0015924-0.0014077i,0.0018546-0.0017914i,0.0013908-0.0021637i,0.0013672-0.0021203i,0.001331-0.0023548i,0.00021411-0.0014786i,-0.00012403-2.197e-05i,0.00085738+0.0008257i,0.00064217+0.0014062i,0.00022899+0.0013695i,5.0585e-05+0.0014818i,0.00015705+0.0010398i,0.00035069+0.00060874i,0.00046698+0.00073944i,0.00076519+0.00042359i,0.00070773+4.4603e-05i,9.7122e-05-0.0007376i,-0.00022787-0.0016258i,-0.00036962-0.0014214i,-0.00064761-0.00057985i,-0.00065899+0.00045623i,-0.00061378+0.0003807i,-5.4901e-05+0.00034582i
-0.00081489-0.00045795i,0.00052214-0.00033248i,0.0023845-0.00076101i,0.0026279-0.001339i,0.0016311-0.0014303i,0.00048641-0.0012589i,0.00020136-0.0004053i,0.00044018+0.00068932i,0.0012193+0.0010228i,0.0019608+0.00028977i,0.0015467+0.00094124i,0.00088311+0.0017193i,0.00029734+0.0010663i,-6.0116e-05+0.00048751i,0.00013365+0.00013701i,2.7762e-05-0.00032972i,-0.00036807-0.00019141i,-0.00072353-1.799e-05i,-0.00082298-0.00012151i,-0.00091861-0.00057015i,-0.00093884-0.00056988i,-0.00020984-0.00035806i,0.00053916-6.9383e-05i
-0.00099481+0.0024642i,0.00095044+0.0013523i,0.0023786+0.00083334i,0.0031262+0.00050216i,0.0030232-0.00056449i,0.0019984-0.0010212i,0.00084445-0.00046064i,0.0012437-0.00019872i,0.0015705+0.001117i,0.0018328+0.0013861i,0.0021173+0.0010273i,0.0012774+0.00078208i,9.3574e-05+0.00081849i,-0.00025118+0.0006562i,0.000587+0.00029952i,0.00084389+0.00012448i,0.00049527-1.0668e-05i,0.00049234+0.0003698i,0.00039383+0.00044936i,3.7876e-05-0.00011307i,0.00032132+0.00026684i,0.00052091+0.00056949i,9.3027e-05+0.00041313i
-0.002128-2.0128e-05i,-0.0015169+0.00040565i,-0.00068761+0.0031224i,0.0010827+0.0030085i,0.0028076+0.00052129i,0.0030105-0.00082911i,0.0022596-0.0014426i,0.0015622-0.0011848i,0.0011989-0.00034339i,0.0013215+0.00055328i,0.00091805+0.00092669i,0.0009201+0.00017336i,0.0015155-3.2569e-05i,0.00063082-0.00034149i,-0.000248-0.0011664i,0.00011883-0.0016791i,0.00066969-0.0013212i,-0.00022753-0.00063851i,-0.00073035-0.00042045i,-7.2504e-05-5.5229e-05i,-0.00050105-0.00011276i,-0.00072033+0.00015645i,-0.00018297+0.00078524i
0.00015533+0.0010535i,0.00038405+0.00063513i,0.0005457+0.00016112i,0.0014742-0.00073902i,0.0020639-0.0014018i,0.0016646-0.0015626i,0.0014534-0.00059715i,0.0017922+0.00045825i,0.002086-0.00033834i,0.0018148-0.00062057i,0.00086632+0.00010036i,-0.00028871+0.00020081i,-0.00027495+2.4614e-06i,0.00037113-0.000784i,0.00098594-0.00029371i,0.00035959-0.00019754i,-0.00059433-0.00062445i,-0.00065556-0.00052068i,-0.00038079-0.00035498i,-0.00011006+0.00029602i,-0.00045238+0.00027637i,-0.0011694-3.9022e-05i,-0.0009205+6.4792e-05i
-0.0015394-0.0010422i,-0.0015174-0.00056052i,-0.0018311-0.00034286i,0.00025606-0.00065356i,0.0018141-0.0014725i,0.0019729-0.001803i,0.0012072-0.00048924i,0.00044284+0.00025942i,0.00099929+0.00044454i,0.00090973+0.0010798i,0.00037182+0.0009437i,0.00052035+0.00029563i,0.0011013-0.00025427i,0.0012304-0.00085437i,0.00097798-0.00011278i,0.00016883+0.00055936i,-0.00028001-0.00084406i,-0.00062178-0.00073347i,-0.00079396+0.00023717i,-0.00044663+0.00037777i,-0.00027021+0.00012479i,0.00013338+0.00016029i,0.00062652+0.0002491i
-0.0012286+0.00083976i,-0.00073218+0.00070722i,0.00039712+2.686e-05i,0.0016961-0.00082073i,0.0026965-0.0015656i,0.0019599-0.0015197i,0.0015025+0.00059105i,0.002421+0.0014065i,0.0020324+0.0012075i,0.0016783+0.0016727i,0.00061147+0.0014971i,-0.00033106+0.0010475i,-7.4596e-05+0.00041878i,-0.00011998-0.00047464i,-0.00020775-0.001207i,-0.00028064-0.00098633i,-0.00030729-0.0003038i,4.8229e-06-0.0004044i,2.7864e-05-0.00055017i,5.9001e-05-0.00014556i,0.00034872+0.00039701i,0.0010917+0.00050084i,0.0010764+0.00035115i
-0.0012667+0.0010379i,-0.0012013+0.00084757i,-0.00010116+0.00034782i,0.0020931+0.00037331i,0.0024483+0.00066914i,0.0017355+0.00079781i,0.0011833+0.00078361i,0.0012876+0.0013521i,0.0018387+0.0018197i,0.0026031+0.0022211i,0.0023611+0.002172i,0.0014105+0.001148i,0.00096128+0.0001567i,0.0006764+0.00028252i,0.00027595+0.00046433i,7.5117e-05-0.00018457i,0.00026927-0.00014474i,0.00022474+0.00059586i,-5.5666e-05+0.00027278i,-0.00019075-0.00045786i,-0.00019692-5.4624e-05i,-0.00026306+0.0011845i,-0.00037281+0.00098291i
0.0011955-0.0014277i,0.00028199-0.0016765i,0.00030895-0.0020063i,0.00041206-0.0025278i,0.0011153-0.0021305i,0.0017558-0.0010631i,0.0013404-0.00037541i,0.0018416+0.0001688i,0.0024098+9.4313e-07i,0.0017385+0.00044927i,0.00062153+0.00078583i,0.00078779+0.00045698i,0.0011799+0.00079208i,0.0011104+0.00062711i,0.00070642-0.00017985i,0.00078753-2.6119e-05i,0.0010366-1.6316e-07i,0.00063016+0.0001967i,0.0003529-0.0001631i,0.0004884-0.00091377i,0.00047633-0.001032i,0.00018491-0.00086872i,-0.00040295-0.00073562i
0.0006336-1.3436e-05i,0.0012308-0.0003922i,0.00345-0.0014519i,0.004298-0.0018076i,0.0030469-0.0023457i,0.0013633-0.0026201i,0.00065929-0.00073165i,0.00096648+0.00063035i,0.0021546+0.00019533i,0.0020094-0.00054984i,0.0010665-0.00069837i,0.00095742-0.00026144i,0.00089453+0.00019976i,0.0013294+0.0006565i,0.0015064+0.00029046i,0.00093162-0.00043776i,0.00040165-0.00019293i,0.00015048-0.0002303i,-8.4311e-05-0.000123i,-0.00039764+0.00013316i,-6.21e-06-0.00023315i,0.00086031+3.8619e-05i,0.0011602-4.2045e-05i
-0.0010482-0.00093911i,-0.00022633+0.00068491i,0.0003525+0.0012608i,0.0016212+0.00019595i,0.0023489-0.00062453i,0.0021008-0.00043162i,0.0015626-0.00046823i,0.0010732-1.824e-05i,0.00048825+0.00064228i,-0.00052356-0.0001988i,-0.00040285-0.00076114i,-7.2674e-05-0.00039857i,0.00023807-0.00018512i,0.001113-0.00062657i,0.001231-0.0010453i,0.00098833-0.00065586i,0.0003875-0.00112i,0.00036157-0.0022542i,0.00059507-0.0017816i,0.00095751-0.00060867i,0.00062686-0.00035829i,-0.00023852-0.0010426i,-0.00062899-0.00061478i
-0.0024337+0.0014009i,-0.00013308+0.0011732i,0.0023107+0.0010271i,0.0034414-0.00032074i,0.0041428-0.0018815i,0.0037563-0.002649i,0.0023967-0.0018648i,0.0016408-0.00025346i,0.00081065+0.00022781i,0.00037773+0.00036277i,0.00044588+0.00033337i,0.00018175-0.00016803i,0.00023501-0.00048797i,8.8461e-05-0.00070671i,-0.00031087-0.0012774i,-0.00050659-0.0013951i,0.00036256-0.0012431i,0.00060983-0.001313i,-0.0001116-0.00077379i,0.00024824-0.00012266i,0.00093384+0.00028713i,0.00087665+0.00052931i,0.00034414+1.7587e-05i
0.0017092+0.0023954i,0.0030003+0.0017292i,0.0033621+0.000757i,0.0037248-0.0011902i,0.0035022-0.0028796i,0.001742-0.002233i,0.00059034-9.399e-05i,0.0013644+0.0014037i,0.0012952+0.0018262i,0.00085757+0.0025447i,0.00077968+0.0023821i,0.0001438+0.0018006i,7.233e-05+0.0012783i,6.043e-05-2.1071e-05i,-0.00062393-0.00052174i,-0.00027482-0.0003762i,0.00029266+0.00018906i,-0.00027983+0.00011107i,-0.00017592-0.0010586i,-0.00015056-0.00032676i,-0.00049768+5.3489e-05i,-0.00092184-0.00042114i,-0.00044957-3.3478e-05i
0.0011435+0.00060212i,0.0015592+0.00083588i,0.0018183-0.0003335i,0.003501-0.0017509i,0.0040255-0.0030546i,0.002843-0.0027976i,0.0020884-0.00037217i,0.0020391+0.0014866i,0.0020444+0.001493i,0.0017908+0.00088426i,0.0017351+0.00064325i,0.0014926+0.00032542i,0.0014836+0.00070095i,0.0012017+0.0010406i,0.00087471+3.8869e-06i,0.00061506-0.00058347i,0.00012766-0.0002003i,0.00037163+0.0006346i,-0.00030526+0.0011985i,-0.0012067+1.8629e-05i,-1.7965e-05-0.00089969i,0.0003162-3.0125e-05i,0.00025721+0.00031277i
0.0014428-0.00044196i,0.0016329-0.00048236i,0.0022049-0.00024454i,0.0032817-0.0017254i,0.0050122-0.0033919i,0.0043154-0.0028377i,0.0024481-0.00079161i,0.0016849+0.00082146i,0.0018521+0.0013367i,0.0023606+0.0011488i,0.0016133+0.00045029i,0.00033904+0.00012025i,-0.00025012+0.00069242i,0.00011053+0.0012262i,0.00036967+0.0013859i,2.2517e-06+0.00050096i,-0.00017982-0.00018701i,0.00033885-0.00039607i,0.00062836-0.00032588i,-0.00042828+0.00038634i,-0.0010402+0.00011079i,-5.5129e-05-0.00044211i,0.00044371-0.00052022i
-0.00018024-0.0019987i,-0.00055109-0.0019696i,0.00020359-0.0015683i,0.001062-0.00083704i,0.00041165-0.00061808i,-0.00023526-0.00025076i,0.00106+0.0001712i,0.0022616+0.00016247i,0.0016791+0.00010149i,0.00027261-0.00045814i,0.00070477-0.00090214i,0.0017737-6.1972e-05i,0.0021569+0.00094436i,0.0017749+0.00069434i,0.00081552-0.00015015i,0.00085622-0.00041098i,0.00098815+3.4411e-05i,0.00023039+9.0695e-05i,-0.0003731+9.2429e-06i,-0.00082834-0.00016512i,-0.00072076-3.2562e-06i,-0.00089477+0.00010884i,-0.0010107-4.2603e-05i
0.0018296+0.00082014i,0.001966-0.0001749i,0.0028029-0.0014185i,0.0035067-0.002004i,0.0028751-0.0029984i,0.00068859-0.0031097i,0.00012917-0.0013405i,0.0010652+0.00084858i,0.0017218+0.00080073i,0.00169-0.00049351i,0.00013401-0.00072486i,-0.00059653-0.00036709i,-0.00042058+0.00019613i,-0.00023174+0.00058162i,0.00035603+0.00048076i,0.00095399-0.00057333i,0.00060622-0.0015472i,0.00019376-0.00086558i,0.0006277+6.4355e-05i,0.00027882+0.00030373i,5.6465e-05+0.00027047i,0.00049451+1.3033e-06i,0.00054858+0.00015606i
0.00096201+0.00052574i,0.0016065-0.00073331i,0.0023223-0.0011483i,0.0023573-0.0014638i,0.00072375-0.0022671i,-0.00038262-0.0014434i,0.00048441+7.9254e-05i,0.0012557+5.1293e-05i,0.0012727-0.00011846i,0.00051363+0.0001442i,-0.00020534+0.0006781i,-0.00019115+0.0013144i,2.8697e-05+0.00066449i,0.00026699-0.00074828i,0.00091171-0.0013954i,0.0014854-0.001282i,0.001332-0.0010732i,0.00058582-0.00048581i,-0.00059626-0.00034258i,-0.00094681-0.00089819i,-0.0005363-0.00093658i,-0.00016192-9.8017e-05i,-0.00055058+8.3263e-05i
-0.0013255-0.0013488i,-0.0022902-0.00067145i,-0.00081846+0.00028077i,0.0020114+0.00046568i,0.0035937-0.00014514i,0.0033892-0.0012353i,0.0020612-0.00079947i,0.00092935+0.00095564i,0.00066697+0.001818i,0.00042916+0.0022336i,0.00029814+0.002211i,0.00098039+0.0014374i,0.00090996+0.00082286i,0.00041529+0.00036184i,0.00051514+0.00023551i,0.0002753+0.00079852i,-0.00036751+0.00078794i,-0.00018676-1.3629e-05i,9.518e-05-0.0006664i,-0.00022598-0.0010801i,-0.00027876-0.00045777i,0.00043966+0.00024375i,0.00050316+0.00015433i
-0.0010078-0.0010901i,-0.0006397-0.00068248i,-0.0010018-0.00059151i,0.00022791-0.0014374i,0.0010734-0.0011273i,0.00074866+0.0009902i,0.00084586+0.0013714i,0.00016562+0.0004507i,0.00074634+0.0008205i,0.0015517+0.0020069i,0.0012599+0.0027299i,0.001505+0.0021273i,0.00075981+0.00084494i,-0.00034132-0.00038918i,0.0003455-0.00090607i,0.0010892-0.0014131i,0.00064083-0.0016899i,5.3228e-06-0.0012574i,-0.00034823-0.0006315i,-0.00029762+1.7764e-05i,-6.6869e-05-2.4588e-05i,0.00020214-0.00017366i,0.00024092-1.5122e-05i
-0.00094276-0.00012658i,-0.00041475+0.00099201i,0.00062587+0.0014584i,0.002218+0.00028493i,0.0029493-0.00013549i,0.001746-5.8112e-05i,0.00011052-0.00060406i,0.00044534-0.00031738i,0.0014689+0.00050395i,0.0018094+0.0012577i,0.0019587+0.0012181i,0.0015325+0.00088572i,0.0012479+0.00084809i,0.00081752+6.9731e-05i,9.6518e-05-0.0010292i,6.912e-05-0.0016033i,0.00098784-0.0013086i,0.001311-0.00048591i,0.0005619-5.239e-06i,0.00050603+0.00033326i,0.00055048+0.001192i,2.1786e-07+0.0013904i,-3.7774e-05+0.00050503i
0.0012527+0.0006253i,0.002137+0.00041209i,0.0036493+2.0179e-06i,0.0036782-0.0012007i,0.0035352-0.0030893i,0.002292-0.0036299i,0.00087393-0.0019219i,0.00041057+0.00021686i,0.0010991+0.0012297i,0.0015267+0.0006519i,0.00089909+4.9391e-05i,0.00058901-6.2754e-05i,0.00072904+0.00039619i,0.00049985+0.00074351i,2.971e-05+0.00049551i,-0.00017455-9.1629e-05i,0.00097426-0.0008481i,0.0013385-0.0013502i,0.00048146-0.0013881i,0.00042593-0.00044301i,0.00057476+0.00026668i,0.00038337+5.3392e-05i,-9.8856e-05+0.00045822i
-0.00012658+0.00088597i,-0.00028486-8.3818e-05i,0.0011751-0.0012476i,0.0030748-0.0022433i,0.0029658-0.0024884i,0.0015885-0.0012602i,0.00069044+0.00018181i,0.0010004+0.00037707i,0.0014015-0.00069365i,0.0014785-0.0015069i,0.001226-0.00092953i,0.00097182-0.0003024i,0.0011082+0.00034944i,0.00090098+0.00035277i,0.00057369-5.1633e-05i,0.00079153-0.00056878i,0.00042-0.0010225i,8.7685e-05-0.00096573i,0.00010159-0.00071003i,-9.2519e-05-0.00091474i,-0.00081609-0.00023694i,-0.0012945+0.00020673i,-0.00091481+9.9884e-06i
-0.002677+0.00057622i,-0.0011311+0.0013329i,0.0012873+0.0010443i,0.0032155+6.9976e-06i,0.0039936-0.0014174i,0.004367-0.001871i,0.0038298-0.00063086i,0.002551+0.00016525i,0.0018575+0.00047022i,0.0011784+0.0012793i,0.00067084+0.00080867i,0.00075732-0.00024586i,0.00067113-0.0003518i,0.00095061-0.00044541i,0.0010885-0.00087062i,0.00020911-0.00061671i,-0.00018227+1.5951e-05i,0.00017104-1.6089e-05i,-0.00037604+0.00014504i,-0.00091992+0.00064103i,-0.0002112+0.00083018i,0.0011415+0.00021855i,0.0011678-0.00076533i
-0.00052803+0.00065031i,-2.38e-05-3.5203e-05i,0.0014192-0.00026806i,0.0038832-0.00033421i,0.0041496-0.00060627i,0.0019215-0.00017367i,0.00096552+0.00058885i,0.0016063+0.00039464i,0.0017893+0.00079651i,0.0012893+0.0011018i,0.001104+0.00086965i,0.00034509+0.0015557i,-0.00053396+0.0019888i,-0.00015934+0.00067874i,0.00029858-0.00093826i,0.00038405-0.001524i,0.0002573-0.0010359i,0.00057692-0.00054057i,0.00056495-0.00067063i,-2.1626e-05-0.00067582i,0.00024288-0.00083892i,0.00033606-0.0015909i,0.00030977-0.0013685i
0.0011484-0.00069271i,0.0014548-0.00017948i,0.0017774-0.00030664i,0.0019624-0.0006273i,0.0022658-0.0011107i,0.0021193-0.00083452i,0.0010747+0.0003036i,0.0012128+0.0014397i,0.0013128+0.0011582i,0.0010397+0.00092588i,0.0011719+0.0012555i,0.0014208+0.0015864i,0.0015551+0.0015587i,0.00078377+0.0012807i,-5.9121e-06+0.00031868i,4.8711e-05-0.00097798i,-0.00019504-0.0008787i,-0.0010078-0.00035429i,-0.0016701+0.00020419i,-0.0011594+0.00067492i,-0.00022906+0.00072318i,0.00040317+0.00097298i,0.00056476+0.00064669i
0.00083741+0.00088326i,0.0015545+0.00065718i,0.0022467+8.5303e-05i,0.0024081-0.0013027i,0.0030284-0.0032977i,0.0017718-0.0019509i,-0.00016687+0.00095147i,-3.8922e-05+0.0023404i,0.00094255+0.0024231i,0.0012193+0.0017415i,0.00061339+0.0010021i,-0.00035323+0.00065327i,-0.00087222+0.0010668i,-0.00034211+0.0017528i,0.00029748+0.0016355i,-4.8775e-05+0.00062426i,-0.00018531-0.00050784i,0.00053627-0.0008175i,0.0006379-0.00037658i,0.00018306+0.00023259i,3.0077e-05+0.0007758i,0.00024411+0.0012391i,0.00052384+0.0011833i
-9.8686e-05-0.00051404i,-0.00063892-0.00064156i,5.5049e-05-0.0013546i,0.0013137-0.0013731i,0.0013463-0.00097527i,0.0011365-0.0014142i,0.0010034-0.00048997i,0.00062065+0.00019517i,0.0010774-0.00014307i,0.0021552+2.3368e-05i,0.0021547+0.000662i,0.0010832+0.00078442i,-0.00026156+1.8021e-05i,-0.00079851-0.00066957i,7.9446e-05-0.0007618i,0.0012064-0.00077817i,0.00084257-0.00090868i,-8.0887e-05-0.00098061i,0.00076732-0.00043527i,0.0013421+7.7375e-05i,0.00093366+0.00045281i,0.0003769+0.0015419i,3.3256e-05+0.0018086i
0.0002358+0.0014775i,0.00085214+0.0010143i,0.0021473+0.0020882i,0.0039305+0.0018031i,0.0047119-0.0001813i,0.00287-0.0014372i,0.0012823-0.0016042i,0.0022525-0.0010265i,0.002942-0.00044517i,0.0017683+0.00030716i,0.00063159+8.9125e-05i,-0.00011305-0.00038839i,-0.00017247+0.00054939i,0.00028665+0.0010049i,0.00063601+8.0124e-05i,0.00028734-0.00016904i,-0.00014392-6.4547e-05i,-0.00020427-0.00069081i,-0.00012442-0.00084805i,-0.00039091-0.00038356i,-0.00037802-0.0005281i,-0.00010623-0.00062804i,-0.00053247-0.00086334i
-0.0013765-0.0003056i,-0.0008301-0.00014833i,0.00027913+0.00098302i,0.001506-0.0006122i,0.0015351-0.0025968i,0.00065486-0.0018909i,-0.0001651-0.00017003i,9.8621e-05+0.0010348i,0.00096477+0.0014305i,0.001269+0.0011355i,0.00074431+0.00022284i,-0.00026069+0.00025497i,-0.00077262+0.00038768i,-4.5882e-05-0.0001624i,0.00072432-0.00058077i,0.00068339-0.00060724i,1.5246e-05-0.00038589i,-0.00073775-0.00045839i,-0.00081898-0.00037236i,-0.00074335-0.00050529i,-4.1024e-05-0.00047184i,0.00061993-0.00057966i,0.00018145-0.00063544i
