-0.0010084+0.00051344i,0.00033685+0.00037875i,-0.00090601+0.00063711i,-0.0017557+0.0018024i,-0.0014809+0.0034225i,-0.00017586+0.0045028i,0.00062059+0.0031938i,0.00039906+0.0016889i,0.00084642+0.0013498i,0.00063434-4.3682e-05i,0.00067253-0.00062086i,0.0011292-0.00029557i,0.00031052-0.00029137i,-0.00057559-0.00014097i,-0.00026539+0.0001676i,0.00017795+0.00043633i,0.00015989+5.0384e-05i,-0.00032196-0.0003354i,-0.00045623-0.00021834i,-0.0001241-0.00012147i,4.5543e-05-0.00012246i,0.00050208-0.00045396i,0.00052139-0.00050028i
-0.0010063+0.00017312i,-0.0013055+0.00038277i,-0.0025581+0.00074801i,-0.0037533+0.0023838i,-0.0037452+0.0039533i,-0.0026232+0.0041392i,-0.0013406+0.0024624i,-0.00068137+0.0010427i,-0.00041509+0.00084023i,0.00032337+0.00075008i,0.00087458+0.00085599i,0.00093118+0.00073207i,0.0010122+0.0007402i,0.0005976+0.00067278i,2.8817e-05+4.9557e-05i,0.00078373-0.00048659i,0.001639+0.00036179i,0.00086157+0.00080433i,-0.00021935+0.00018962i,4.6276e-05-0.000544i,0.00068466-0.00063851i,0.0010837-1.7829e-05i,0.00066449+0.00079911i
-0.00063112+0.0015891i,-0.00034577+0.0016275i,-0.00068569+0.0011459i,-0.0016018+0.0019688i,-0.0020168+0.0035204i,-0.0016295+0.0038549i,5.9406e-05+0.002782i,0.00050977+0.0016846i,0.00045724+0.0010388i,0.0011192+0.00041096i,0.0013247+0.00011465i,0.0012877-0.00012328i,0.00082955-0.0013889i,-0.00015411-0.001664i,-0.00078194-0.0013928i,-0.00034399-0.0010617i,5.7005e-05-0.00072155i,0.00051599-0.00047364i,0.00060187+0.00026331i,0.00036352+0.00072225i,0.00020845+0.00081918i,9.4508e-05+0.001018i,5.1646e-05+0.00058994i
-3.9699e-05-0.0014191i,-9.9456e-05-0.002023i,-0.0010929-0.0016104i,-0.0029774-7.3005e-05i,-0.004314+0.0017168i,-0.0029068+0.0020674i,-0.0010018+0.0007384i,-0.00032584-0.00032996i,-0.00020981-0.00060528i,0.00052455-0.00012764i,0.00015879-0.00042928i,-0.00087117-0.00056917i,-0.00042542+0.001071i,-0.00067471+0.0016382i,-0.00064987+0.00086164i,0.00038208+0.00094171i,0.00092293+0.00090069i,0.00085151-9.1123e-05i,0.00028323-0.00037603i,-0.00010983+0.00037266i,-0.0009986+0.00066373i,-0.0012181+0.00026845i,-0.0011776-0.00079376i
0.0012755-0.00014658i,0.00053577-0.00020605i,-5.6736e-05-0.00097199i,-0.0018225-0.00067427i,-0.003677+0.0011776i,-0.0037347+0.0021964i,-0.0019581+0.0012442i,-0.0006025+9.8548e-05i,-0.0002129-0.00023431i,0.00042724-0.00029163i,0.00035738-0.00016804i,-0.00078171+0.00029806i,-0.0010898+0.00054444i,-0.0009219+0.0006048i,-0.0011412+0.00053076i,-0.00053251+0.00043994i,-0.00030166+0.00076231i,0.00012032+0.00076739i,0.00052271+0.00019973i,0.00023086-0.0005281i,-8.3455e-05-0.00024816i,-3.2596e-05+0.00046185i,6.8523e-05-8.6912e-05i
-0.00030269+0.00086189i,-0.00080975+0.0001951i,-0.0020033-0.00070788i,-0.0038142-0.00063644i,-0.0047791-9.2105e-05i,-0.0028421+0.00033506i,-0.0010221+0.0012041i,-0.0015539+0.001681i,-0.00088836+0.001688i,0.00033116+0.0012245i,0.0001784+0.00058082i,-0.0001315+0.0006241i,0.0002316+0.00065348i,0.00064962+0.00097226i,0.00070421+0.00061585i,0.00035654-0.00055586i,0.00076402-0.00066252i,0.0012722-0.0001324i,0.00067642-0.0003384i,0.0002306-0.00021965i,0.0002311+0.00031526i,0.00016568+0.00094014i,-0.00063548+0.00090105i
0.0017469-0.0016003i,0.00062573-0.0016098i,-0.0012-0.0020948i,-0.003972-0.00074269i,-0.0057276+0.00097205i,-0.004799+0.0025831i,-0.0024431+0.002235i,-0.0013937+0.0008576i,-0.0013972+0.0006612i,-0.001374+0.00038414i,-0.00083275+0.00026364i,2.0277e-05+0.00095278i,0.0012068+0.00029879i,0.0017232-0.00078692i,0.0010047-0.00024477i,-8.5897e-05+0.00029109i,-0.00052812+3.832e-05i,-2.1109e-05-0.00011182i,-8.4543e-05-0.00070917i,-5.3404e-05-0.00075625i,0.00051173-0.00049597i,0.00089217-0.00030868i,0.0016268+3.2291e-05i
-0.0011968+0.00069712i,-0.0016975+0.00082106i,-0.0031347+0.0016295i,-0.0055644+0.0022878i,-0.0058229+0.0037195i,-0.0033244+0.0042269i,-0.00075722+0.0018804i,0.00045756-3.3904e-05i,0.00091082-0.00018593i,0.0012567+0.00045283i,0.0012064+0.00049571i,0.00058935+0.00020672i,0.0005393+0.00013855i,0.00079714-0.0001202i,-3.7038e-05+0.00016599i,-0.00028484+9.5241e-05i,-1.1106e-05-0.00045756i,0.00017158-0.00059193i,0.00031176+0.00024277i,-0.00022928+0.0012836i,-0.00083786+0.0014019i,-0.00046705+0.00096557i,0.00010847+0.0011752i
-0.00057082+7.9884e-05i,-0.0022267+0.00052905i,-0.0032871+0.00078281i,-0.0038553+0.0013672i,-0.0037778+0.0019383i,-0.0021471+0.0024873i,-0.00068145+0.002022i,-0.00094412+0.0011451i,-0.00076991+0.00074272i,0.00053649+0.00072032i,0.0012662+0.00037745i,0.00068414-0.000142i,8.0013e-05-0.00058164i,-7.7985e-05-0.0010824i,0.00033634-0.00087904i,0.00073486+0.000145i,0.0002777+0.00071458i,-0.00071008+0.00049438i,-0.0010542+0.00019857i,-0.00021329-0.00077663i,0.0006943-0.00073449i,0.00045759-2.2404e-05i,7.8844e-06-0.00024114i
-0.00060038+0.0017218i,-0.0010987+0.00083264i,-0.0013892+6.9055e-05i,-0.0032901+0.002008i,-0.0049059+0.0032058i,-0.0035367+0.0022941i,-0.0012546+0.0010148i,-0.001091-0.00039079i,-0.00086669-0.0006089i,-0.00047043-0.00018041i,9.2284e-06-0.00023447i,0.00098148+9.3258e-05i,0.0016904+0.00091745i,0.0013619+0.0011328i,0.0013142+0.00082167i,0.0011306+0.00038127i,0.00037669-7.4134e-06i,-6.4535e-05-0.00097918i,0.00067017-0.00087345i,0.00088652+7.9321e-05i,-0.00019543+0.0004321i,-0.00025589+0.00038183i,-0.00037563-1.5993e-05i
0.00058559+0.0013875i,-1.3352e-05+7.9433e-05i,-0.0008084-0.0016133i,-0.0014602-0.001856i,-0.0016078-0.0001839i,-0.00098997+0.0011305i,-0.00077839+0.00078004i,-0.0010883+0.00021748i,-0.00062452+0.00078252i,0.00032057+0.0011152i,-0.00060184-0.00025266i,-0.0024094-0.0014354i,-0.0029712-0.0010687i,-0.0020119-0.00061329i,-0.0010513-0.00016588i,-0.00029756+0.00035308i,0.00011136+0.00021052i,0.00035208+0.00024241i,0.00017228+0.00036662i,-0.00033505+0.00012052i,-0.0002152+0.00017358i,-0.00028247+0.00034456i,-0.00038207+0.00013516i
0.00015431-0.00011925i,-0.00018735-0.0012428i,-0.0012432-0.0015074i,-0.0032288+0.0010231i,-0.0052746+0.0027609i,-0.0048389+0.0026319i,-0.0021737+0.0015159i,-0.00081156+0.00056113i,-0.0010189+0.00074206i,-0.0013438+0.00032489i,-0.0010442+1.758e-05i,-0.00043663+0.00091954i,0.00063422+0.001042i,0.0011547+0.00050457i,0.00077103+0.00052044i,-0.0009659+0.0001895i,-0.0012388-2.2442e-05i,3.5196e-06-3.9177e-05i,0.00028215-0.00010338i,0.00056636+0.00010975i,0.00044095+0.00047937i,-0.0001038+0.00024278i,0.00015248+0.00026538i
-0.00046425-0.00071145i,-0.00024749+0.00015602i,-0.00063385+0.00083157i,-0.0019732+0.00084712i,-0.0029958+0.0013074i,-0.0021331+0.0019902i,-0.0005018+0.0016788i,0.00069642+0.00042472i,0.00076945+0.00043793i,0.00065379+0.0011216i,6.9368e-06+0.00088926i,-0.00093547+0.00087294i,-0.00093365+0.0011117i,-0.00056025+0.00077734i,-0.00052509+0.00052053i,-0.00011852+0.00036826i,0.00092389+0.00043169i,0.00070806+0.00040462i,0.00011741-0.0001138i,0.0003-0.00036686i,-7.1136e-05+0.00020767i,-0.00078268+0.00064664i,-0.00039687+0.0010492i
-0.00041615-0.0023556i,-0.0021162-0.0013787i,-0.0038259-0.00022664i,-0.0048839+0.0022223i,-0.0050858+0.0050866i,-0.0035449+0.005061i,-0.0012593+0.003406i,-0.00030749+0.0014904i,0.00013314-0.00023243i,0.0008309+8.5483e-05i,0.00097722+0.00088136i,0.001373+0.00094589i,0.0024958+0.0002726i,0.0032472+0.00028895i,0.0023722-0.00042755i,0.0010225-0.0015939i,0.00076872-0.0016448i,0.00061726-0.00075048i,-9.8059e-05-0.00031692i,-0.00024076-0.00024795i,0.00034569-8.9819e-05i,0.00156+2.9243e-05i,0.0016151-0.00021246i
0.00088684+0.00035587i,0.00083187-0.00036536i,-0.00058651-0.00097118i,-0.0041782-0.0013924i,-0.0061694-0.00085016i,-0.0046992+0.0004978i,-0.0024094-0.00026585i,-0.0014329-0.002087i,-0.00022473-0.00089826i,0.00094071+0.00082921i,0.00093056+0.001071i,3.0073e-05+0.0010638i,-0.00060226+0.0012136i,-0.00087061+0.0003303i,-0.00028742+0.00042603i,0.0007839+0.0011011i,0.00071584+0.00089389i,0.00013348+0.00051181i,1.8487e-05+0.00013013i,-0.0003819+6.6055e-05i,-0.0010272+4.6506e-05i,-0.0010726+2.2599e-05i,-0.00042947+0.0002236i
-0.00079926-0.00017024i,-7.7121e-05-0.00055983i,-0.0009974-0.00059951i,-0.002564+0.0011481i,-0.0036056+0.0034225i,-0.0031936+0.0038277i,-0.0022786+0.0022487i,-0.0022344+0.0015081i,-0.0018628+0.0007104i,-0.00089821-0.0004775i,-0.00021195-0.0011776i,0.00079108-0.0019116i,0.0012596-0.0015029i,0.00066741-0.00074404i,0.00044345-0.00039848i,0.00076708+0.00010132i,0.00044098+0.0001646i,-0.00046712+0.00038736i,-0.00070509+0.00028023i,-0.0006337-6.3899e-05i,0.00040507-0.00038022i,0.0012156-0.00040625i,0.0013344-0.0002607i
0.00015502+0.0026511i,0.00091805+0.0018701i,-0.00060932+0.0017653i,-0.0038541+0.00098903i,-0.0050915+0.0013086i,-0.0036084+0.0023074i,-0.0027304+0.0025597i,-0.0025523+0.0017029i,-0.0012534+0.0011326i,-6.7867e-05+0.0010317i,7.4096e-05-6.546e-05i,-0.00093358-0.00094396i,-0.0013541+0.00010985i,-0.0014719+0.0014592i,-0.0013501+0.00099119i,-0.00058261-0.00029508i,1.9001e-06-0.00015478i,0.00048172+0.00022001i,0.00080768-0.00026517i,0.00060503-0.00010882i,9.4016e-05+0.00044624i,-0.00059786+0.00099472i,-0.00091745+0.00079046i
0.0011399-0.0029793i,-0.00031651-0.0016459i,-0.0021324-0.00020513i,-0.0036748+0.0015281i,-0.0032435+0.0032641i,-0.0017464+0.0047767i,0.00014755+0.0046494i,0.00022884+0.003148i,-0.00043535+0.0020649i,-0.00079834+0.0011504i,-0.0014936-0.00054307i,-0.0011325-0.0014921i,-0.00022753-0.0011752i,0.00045109-0.0011908i,0.0006649-0.00086317i,0.0003055-0.00023514i,-0.00040277+5.259e-05i,-0.00045189-0.00016959i,-0.00011827+6.9753e-05i,-0.00055044+0.0006097i,-0.00042413+0.00081137i,0.00039616+0.00036249i,0.00067801+0.0003509i
0.0012723-0.0002069i,5.9165e-05-0.00073394i,-0.0013699-0.001726i,-0.0030781-0.0013528i,-0.004027-0.00015174i,-0.0024848+0.0015046i,0.00063051+0.0028187i,0.0017186+0.0023202i,0.0015792+0.0017216i,0.0017002+0.0015159i,0.0013206+0.0012002i,-0.00016284+0.0010267i,-0.00090288+0.0010968i,-0.00072144+0.0016084i,-0.00053597+0.0014385i,-0.00016138+0.00070329i,-0.00013847-0.00043919i,2.0877e-05-0.00089097i,0.00016349-0.00069749i,-5.4307e-05-0.00062649i,7.1872e-05-0.00036138i,0.00082738+0.00035743i,0.00063204+0.0010584i
0.00044888+0.00053169i,0.00032121+0.0001914i,-6.8655e-06-4.7957e-05i,-0.00059857-0.00023131i,-0.0017419-0.00045444i,-0.0026431-0.0009698i,-0.0016248-0.001089i,-0.00042058-0.0013463i,0.00048796-0.00085055i,0.00097659+0.00048016i,-7.8256e-05+0.0012316i,-0.00087984+0.00048681i,-0.00010065-0.00067936i,0.00040143-0.0013152i,-0.00069113-0.0011696i,-0.00096197-0.00087945i,-0.00033522-0.0004658i,-0.00082581-0.00034438i,-0.00021-0.00010215i,0.00030683+0.00023976i,-0.00021525+0.00012603i,-0.0002356-0.00034446i,-0.00046969-0.00053108i
-4.6526e-05+0.0030393i,0.0010559+0.0030316i,-0.00039348+0.0029696i,-0.003691+0.0022714i,-0.005346+0.0023263i,-0.0041718+0.0023451i,-0.0029351+0.00028666i,-0.0021571-0.00082391i,-0.00070375-0.00080179i,0.00078887-0.00042102i,0.00058328+0.00074685i,0.00038162+0.0019822i,0.0011051+0.0023797i,0.00099246+0.0018408i,0.00052833+0.0014759i,0.00037081+0.0008993i,0.00048396-2.0498e-05i,0.0008727-0.00060285i,0.00054647-0.00084498i,0.00022296-0.00040126i,0.00045198+0.0005054i,0.00063001+0.00065873i,0.0013667+0.00025274i
0.00034765-0.0007908i,-0.00069131-0.0013903i,-0.0010781-0.0018796i,-0.0016301-0.0010726i,-0.0025748+0.00087536i,-0.0031819+0.0016647i,-0.0028934+0.0011807i,-0.0025589+0.00055344i,-0.0022837+0.00082523i,-0.0017585+0.0004303i,-0.0010026+0.0001931i,-0.00023957+7.3355e-05i,5.3877e-05-0.00096994i,-0.00078174-0.001713i,-0.0016191-0.0015327i,-0.0013216-0.00062974i,-0.00077909+0.00025349i,-3.2037e-05+0.00068755i,0.00041664+0.00087523i,0.00017677+0.00081202i,0.00031516+0.00090845i,0.0005585+0.0011147i,0.00036639+0.00021479i
-0.00013501+0.001332i,-6.7272e-05+0.0011933i,-0.0018779+0.0022i,-0.0043499+0.0034791i,-0.0042986+0.0043925i,-0.0013388+0.0036928i,0.00047001+0.0017254i,-0.00013234+0.00039424i,-0.0010378+0.00067714i,-0.00021399+0.001241i,0.00096268+0.00073984i,0.00094227+8.786e-06i,0.0011747+0.00015604i,0.0017122+0.0010481i,0.0013015+0.00084278i,0.0004964-6.8069e-05i,3.8135e-05-0.00028735i,0.0001303-0.0006325i,0.00035795-0.0011297i,-7.704e-05-0.00085472i,-0.00079235-0.00062226i,-0.00044645-0.00076032i,-0.00037789-0.00072154i
0.0017609-0.00032175i,0.0011929-0.00094316i,7.3801e-06-0.0010278i,-0.0017821-0.0013161i,-0.0035313-0.00022711i,-0.0032572+0.0017033i,-0.0012872+0.0020324i,-0.00043363+0.0018702i,-0.00046534+0.0028022i,4.7919e-05+0.0022335i,0.00075822-0.00032879i,0.0002754-0.0011458i,-0.0015307-0.00034446i,-0.0027026-0.00030648i,-0.0016835-0.00060054i,-0.00026287-8.1093e-05i,0.00021031+0.00044483i,0.00056185+0.00045689i,0.0002921-0.00033432i,-4.0503e-05-0.0010077i,0.00056133-0.00047432i,0.0011774+0.00049273i,0.00086942+0.00093101i
0.0019394+0.0017077i,0.0016254+0.00014335i,0.00030958-0.00031974i,-0.0027407+0.00066622i,-0.004583+0.0019646i,-0.0040293+0.0021449i,-0.0024038+0.0016505i,-0.0013491+0.0010171i,-0.00040541+0.00060747i,0.00066154+0.0002647i,0.00089815-0.00092861i,0.00063332-0.00092755i,0.00064218+0.00060789i,0.00071254+0.0012165i,0.00078256+0.0015078i,0.0010692+0.0014016i,0.00042304+0.0007407i,-0.0010302-1.508e-05i,-0.0012276-0.00050013i,-0.00061808-0.00025483i,-0.00052313-0.00018314i,-0.00035014-0.0009175i,0.0001514-0.0010249i
-0.0017709-0.00040492i,-0.0024931-0.0012746i,-0.0018753-0.0014107i,-0.0028704-0.0013625i,-0.0042668-0.00029587i,-0.0043227+0.0014478i,-0.002014+0.0013007i,3.3001e-05+0.00062037i,0.0005686+0.00049996i,0.00038907-0.00012961i,-0.00030076-0.00083718i,-0.0014035-0.00072545i,-0.0018926-0.00055162i,-0.0012138-0.00080061i,-0.00051146-0.0008324i,-0.00022232-0.00042907i,-0.0007929+0.00020962i,-0.00087345+0.00090249i,2.686e-05+0.0010299i,0.00070044+0.0006874i,0.00062855+0.00080957i,0.00059345+0.00054139i,0.0011111+5.4928e-05i
0.00087291+0.002257i,-0.00020693+0.0012498i,-0.0011501+0.0021395i,-0.003004+0.0030394i,-0.0048371+0.002919i,-0.0042549+0.0031338i,-0.0020559+0.002431i,-0.00099406+0.00069034i,-0.00021363-0.00019069i,-3.2893e-05-0.00041028i,-0.0010237-0.0001315i,-0.001817+0.00063557i,-0.0010324+0.00037642i,0.0012963+7.0331e-05i,0.0017362-0.00025746i,0.00040273-0.00080588i,-0.00020145-0.0010278i,-0.00059794-0.0014926i,-0.00078827-0.0016538i,-0.00084681-0.0015304i,-0.00055416-0.00064367i,0.00014238+0.00015624i,7.5013e-05-0.00061509i
-0.0025429-0.0014487i,-0.0030016-0.00042243i,-0.0028856-0.00012898i,-0.0034248+0.00085371i,-0.0034337+0.0022343i,-0.0010692+0.0025612i,-0.0001822+0.00087861i,-0.0014375-0.00031718i,-0.0021125+0.00075954i,-0.0012858+0.0015204i,-0.0010237+0.0013287i,-0.0010958+0.001104i,-0.00061476+0.00039205i,-0.0011231-0.00022806i,-0.0015736-1.1504e-05i,-0.001521+0.00075516i,-0.0008394+0.00052303i,0.00045383+6.8338e-05i,0.0015476-0.0002346i,0.0011644-0.00031317i,0.00076674-6.0555e-05i,0.0013347-0.00018257i,0.001335+0.00024381i
0.00086301-0.0010535i,-1.712e-05-0.001089i,-0.0012519-0.00057693i,-0.0034874+0.001436i,-0.0047481+0.0030647i,-0.0035888+0.0024045i,-0.0017638+0.0011992i,-0.00093203+0.00063832i,-0.0013318+0.0013266i,-0.00116+0.0012749i,-0.00027737+0.00038304i,6.1447e-05+0.00022716i,0.0010093+7.9408e-05i,0.0015378-0.00033579i,0.0011825-0.00098551i,0.0006111-0.0013397i,-0.00030703+3.2584e-05i,-0.00030992+0.0009817i,0.00019648+0.00058632i,-0.00055536+0.00064239i,-0.0014806+0.00034368i,-0.0012274-0.00088746i,-0.00037678-0.0012821i
-0.00079613-0.00023825i,-0.0013604-0.0015042i,-0.0023878-0.0015555i,-0.004351+0.00027237i,-0.0064099+0.0025785i,-0.006206+0.0036595i,-0.0036232+0.002593i,-0.0015384+0.0015433i,-0.00043664+0.0010869i,0.00080046+0.0013127i,0.00098961+0.00055419i,0.00011605-0.001017i,-0.0012232-0.00079448i,-0.0014991+0.00021402i,-0.00080984+0.0010886i,-0.00029643+0.0015896i,0.00029315+0.0015122i,0.00070816+0.00027827i,0.00094981-0.00064919i,0.00072074-0.00025526i,-0.00032034-0.00040908i,-0.00013521-0.00019246i,0.0010588-0.0001262i
-0.001054+0.0024795i,-4.6667e-05+0.0031818i,-0.00041372+0.0035096i,-0.0019334+0.002043i,-0.0019208+0.0013828i,-0.0013182+0.0015422i,-0.0019495+0.00070395i,-0.0017385+0.00023912i,-0.00056138+0.0001681i,0.001055-0.0001147i,0.0023894-0.0012474i,0.0021143-0.0020266i,0.0013508-0.0016597i,0.0019906-0.00075255i,0.0019648-0.00066308i,0.00041228-0.001301i,-0.00068699-0.00093402i,-0.00026491-0.00014295i,0.00024607+0.0005989i,0.00017894+0.0012758i,-1.8598e-05+0.0014629i,-0.00045783+0.0015059i,-0.00028137+0.0011425i
-0.00074132+0.0022161i,-0.0001506-2.7753e-05i,0.00089573-0.001735i,-0.00098509-0.00069813i,-0.0034375+0.0018927i,-0.003271+0.0040214i,-0.0014726+0.0040545i,-0.0010346+0.002676i,-0.00078475+0.00074499i,-0.00075854-0.00099841i,-0.0012509-0.0016568i,-0.0012501-0.00065609i,-0.00093226+0.00097858i,-0.0012039+0.0014954i,-0.0011356+0.00086763i,0.00021629+0.00016147i,0.0011744-0.00057735i,0.00089052-0.0010005i,0.00030327-0.00088351i,0.00015925-0.00092403i,0.00015481-0.00051324i,0.0005888-0.00010099i,0.00091244-1.8187e-05i
0.00048452+0.00065178i,-1.0896e-05+0.0012992i,-0.0017802+0.0012911i,-0.0020834+0.00080045i,-0.0012087+0.001816i,-0.0012447+0.0031419i,-0.00096735+0.0021995i,-0.0010639+0.00026779i,-0.0014585-0.00026794i,-0.0012454+0.00039209i,-0.0018957+0.00029911i,-0.001959-0.00019872i,-9.9159e-05-0.00039873i,0.0014066-0.0016017i,0.0010655-0.0022998i,-0.00016392-0.0011704i,-0.0012465-2.1356e-05i,-0.0011734+0.00075795i,-0.00041208+0.0015877i,-0.00042067+0.0017298i,-0.00092644+0.0018949i,-0.00085606+0.001857i,-0.00030796+0.00077782i
-0.0027384+0.00062857i,-0.0023524-0.00019756i,-0.0035577+0.00029338i,-0.0052144+0.00081678i,-0.0042068+0.0027396i,-0.00080872+0.0040967i,0.0021078+0.0020013i,0.0029133+0.00018797i,0.001988+0.00076966i,0.00025734+0.00073396i,-0.00015958-6.0196e-05i,-4.8704e-05+0.00024403i,-0.00026432+0.0010905i,-0.00050649+0.00075816i,-0.00060653+0.0003534i,0.0005368+0.00030012i,0.0015482+0.00033545i,0.0011673+0.00027244i,0.00012155+0.0001357i,-7.9104e-05-0.00028592i,0.00073771-0.00076881i,0.00091804-0.00064956i,0.001118-0.00014074i
-0.00027626-0.00047128i,-0.00025954+0.00072292i,-0.0019967+0.00026096i,-0.0035976+0.0010209i,-0.0049929+0.003356i,-0.0048303+0.003658i,-0.0024448+0.0014527i,-0.00096974-0.00025778i,-0.00069292+0.00040739i,-0.00075865+0.0015138i,-0.00090103+0.0016889i,-0.00013455+0.0014293i,0.0011707-0.00073822i,0.0013034-0.0022222i,0.00059726-0.001213i,-0.00064271+0.00045457i,-0.0014246+0.0009831i,-0.00072512+0.00076939i,0.00052666+0.00084902i,0.00068147+0.0011277i,0.00032734+0.0012787i,0.00014409+0.0013569i,0.00029189+0.00070782i
-0.0013605-0.00065552i,-0.0015909-0.0012739i,-0.0023279+3.4855e-05i,-0.0047838+0.0018717i,-0.005135+0.0029435i,-0.0028081+0.0028685i,-0.0013275-0.00018668i,-0.0015066-0.0021928i,-0.0013054-0.0012728i,-0.00010315+0.0001326i,0.0012085+0.0011789i,0.0014836+0.0016754i,0.00079719+0.0023906i,0.00031465+0.0025984i,0.00061642+0.0011028i,0.0013807-0.00030031i,0.0015396-0.00096264i,0.001138-0.00068398i,0.00052612-3.5864e-05i,-0.00045766-0.00037016i,-5.7428e-05-0.00099321i,0.00097827-0.00080066i,0.0013702-0.00030025i
0.00097051+0.0001514i,0.00080929-0.0002524i,0.00063047-0.00053154i,-0.0017331+0.00034443i,-0.0052844+0.0021319i,-0.0065814+0.0035218i,-0.0041491+0.0032503i,-0.0021739+0.0015455i,-0.0018306+0.0012486i,-0.00027537+0.0012165i,0.0016262+8.8536e-05i,0.0012721-0.00071741i,0.00046892-0.0010851i,-3.1916e-05-0.0019622i,-0.00024261-0.00063253i,-0.00010468+0.0017957i,0.00040782+0.0019728i,0.001322+0.00063424i,0.00121-0.00031093i,0.00035549-0.00075927i,0.00053618-0.00096455i,0.00065084+0.00057866i,0.00034764+0.0014964i
-0.00071225-0.00072743i,0.00046246-0.00037535i,-0.00055259-2.2996e-05i,-0.0030226+0.0014398i,-0.0043664+0.0036203i,-0.0040373+0.0025206i,-0.0034973+0.0010697i,-0.0025331+0.0012029i,-0.001155+0.0011833i,-0.00020812-0.00011545i,-0.00038728-0.0016647i,-0.00048367-0.0014486i,0.0004792+0.00019757i,0.00076546+0.0019893i,-0.00016447+0.0019799i,-0.00090143-0.00018106i,-0.00082618-0.0015283i,-0.00017365-0.001127i,0.00026023-0.0010603i,-9.8776e-05-0.00069662i,-0.00079235-7.8135e-05i,-0.00083687-0.00068802i,-0.00080653-0.0011123i
0.00015318+0.00018692i,-0.00049546-0.00063619i,-0.0014378-0.0021565i,-0.0034215-0.0021214i,-0.0039518+0.00048211i,-0.0026304+0.0035646i,-0.00089896+0.0039254i,-0.00032163+0.0023079i,-8.6269e-05+0.0013512i,0.00025753+0.00036434i,0.0003203-0.00080483i,0.00045656-0.0016828i,0.00062576-0.0024944i,0.00062021-0.0024991i,0.00095894-0.00083238i,0.00082416+0.0010282i,0.0001147+0.0018158i,-0.00052421+0.0012619i,-0.00037354+0.00016987i,7.7788e-05-0.0005159i,0.00032526-0.00025588i,0.00077517+0.00049622i,0.0005042+0.0013278i
0.0018351-0.003249i,0.00041025-0.0031394i,-0.002305-0.0033402i,-0.005131-0.0015961i,-0.0059467+0.0011932i,-0.0046573+0.0034441i,-0.0019684+0.0038656i,0.00059003+0.0025977i,0.0012669+0.0016959i,0.00067741+0.0012117i,-0.00074133+0.0011239i,-0.0015096+0.0011039i,-0.00026288+0.0016161i,0.0010164+0.0017055i,0.00064623+0.0012586i,-0.00061633+0.00037989i,-0.0019165-0.00022022i,-0.0021143+0.00063102i,-0.0016677+0.00075096i,-0.00095373+0.0010788i,-0.00011738+0.0020143i,-0.00032656+0.0018922i,-0.00024666+0.00033161i
-0.00081884+0.0015505i,-0.00010681+0.00088854i,-0.00069501+0.00055055i,-0.0036815+0.00016261i,-0.0052491+0.00092815i,-0.0033528+0.0019278i,-0.00038472+0.00064131i,0.0013714-0.00060412i,0.001998+9.441e-07i,0.0020805+0.00085677i,0.0013072+0.001055i,0.0003518+0.00034768i,-0.00025144-0.00069201i,-0.00042084-0.0012613i,-8.5819e-05-0.000541i,0.00084053+0.00078778i,0.0019535+0.0014426i,0.0021288+0.0013635i,0.00075451+0.0011776i,-0.00012007+0.00047746i,0.0001081-0.00031969i,0.00057735-0.00091718i,0.00092083-0.0012942i
-0.00054108-0.0010176i,-0.0011186-0.00025875i,-0.0020156+0.001106i,-0.0024002+0.0028284i,-0.0034536+0.0034279i,-0.0028316+0.002298i,-0.00042485+0.00034866i,0.00029025-0.0010847i,-2.0275e-06-0.0012119i,0.00064995-0.00057326i,0.0010081-0.00033189i,0.0007467+0.00044002i,0.0012628+0.0011457i,0.001075+0.00084499i,1.7738e-05+0.00092402i,-0.00063015+0.00077907i,-0.00070494+6.2606e-05i,0.00047605-0.00010975i,0.0014287+9.7664e-05i,0.0009611+1.4648e-05i,0.00043546-0.00025541i,0.0010208+0.0002323i,0.0019346+0.00073255i
-0.0010938-0.00097601i,-0.0016171-0.00056125i,-0.0035571-0.00080044i,-0.0055008-0.00023532i,-0.0070063+0.0024308i,-0.0059655+0.0032469i,-0.0033927+0.00015086i,-0.0025625-0.0022194i,-0.0013905-0.0019912i,-0.00026076-0.00079949i,-4.8874e-06-0.00043808i,0.00091018-0.00099624i,0.0011437-0.0014904i,0.00098144-0.0015747i,0.0017953-0.0010976i,0.0027604-0.00056469i,0.0032838-0.0014509i,0.0026398-0.001318i,0.0015143-0.00039213i,0.00038307-0.00069286i,-0.00054129-0.0011703i,-0.0002184-0.0012921i,0.000524-0.00080775i
0.00043369-0.0024267i,-0.00017191-0.0024512i,-0.0018501-0.0023914i,-0.0051969-0.0009546i,-0.0069072+0.0012193i,-0.0052269+0.0028792i,-0.0032318+0.0023113i,-0.0023463+0.0010259i,-0.0021603+0.00094236i,-0.0020019+0.00087148i,-0.00078296-0.00015466i,0.001181+1.4769e-06i,0.0011098+0.00099395i,0.00010504+0.0014663i,-0.00047373+0.0013822i,-0.0011755+0.0012054i,-0.0013557+0.0010219i,-0.0012604+0.00038843i,-0.00034285-0.00084291i,0.00055122-0.00089566i,0.00081729+0.00041859i,0.00052366+0.0010835i,-8.285e-05+0.00042272i
