-0.0020103+0.0018809i,-0.0020644+0.0012153i,-0.001588+0.001773i,-0.00022589+0.0020113i,0.0004721+0.0020373i,0.00081346+0.00046753i,0.00096982+2.5716e-05i,0.00056801+0.00014501i,0.00067722+0.00012484i,0.00052287+0.00088607i,0.00048837+0.00080947i,0.00084979+0.00032242i,0.00091416-9.7525e-05i,0.00060927+0.00019106i,0.00016188+0.00024044i,0.0001213+0.00023817i,-0.00049126+0.00048618i,-0.00047875-0.0004182i,0.00033132-0.00061091i,0.00045413-0.00039543i,-0.00034373-0.00028232i,-0.0011911-0.00031327i,-0.00022036-3.7671e-05i
-0.0012147+0.0029678i,0.00017897+0.0029063i,0.0034329+0.0039075i,0.0048792+0.0031006i,0.0036647+0.0010011i,0.0021938-0.00011637i,0.00219-0.0010938i,0.0019956-0.0015231i,0.0011892-0.0013049i,0.00087204-0.0014633i,0.00047193-0.0012264i,-7.0392e-05-0.00067959i,-0.00044926-0.00086782i,-4.8215e-05-0.0014775i,-5.4844e-05-0.0016059i,-3.1321e-05-0.00091166i,2.2316e-05-0.00023406i,-0.00035617+2.1768e-05i,2.4165e-05+0.00023009i,0.00077978+0.00046761i,0.0010064+0.00038239i,0.00089245+0.00011583i,0.0007787-1.4412e-05i
0.0010185-0.0005708i,-0.00058727-0.00081429i,-0.001296-0.0011615i,-0.0010042-0.001331i,-0.00096699-0.00097941i,-0.00015276-8.2819e-05i,-0.00024265+0.00037403i,-0.000784-0.00012486i,-0.00068373-0.0011847i,-0.00089917-0.0012209i,-0.00098513-3.616e-05i,-0.00069075+0.0009363i,-0.00022961+0.0011094i,3.4568e-05+0.00073191i,0.00029393+4.6719e-05i,0.00068116-0.00041369i,0.00038675-0.00049495i,-0.00026687-0.00018266i,-0.00092937-0.00051936i,-0.00094822-0.00055792i,0.00011153-1.087e-05i,0.0011756-0.00014489i,0.0013024-0.00040968i
0.0003158+0.00066629i,0.0014234+0.00042017i,0.0031711+0.00033144i,0.0025973-0.00020608i,0.00099248-0.00024247i,-0.00014917+0.00024159i,-0.00035652-7.391e-05i,-0.00063251-0.00018774i,-0.0012287+0.00074133i,-0.0013208+0.0014392i,-0.00060056+0.00084568i,0.00083156+0.0004046i,0.0012513+0.00036498i,0.00022483-0.00022319i,-0.0003866-0.00018826i,2.5358e-05+0.00027246i,0.00051912+0.00020921i,0.00073546+0.00010257i,-3.5922e-05+0.00054048i,-0.0010525+0.0010305i,-0.00087491+0.00034084i,-0.00024325-0.00092882i,-0.00016941-0.00092842i
-0.0033529-0.00066475i,-0.0020575+0.00017538i,-0.00068841+0.0014489i,-8.0411e-05+0.0028407i,-0.0001386+0.0018449i,0.00081218+0.00023005i,0.0019127+0.000117i,0.0021056+0.00045397i,0.0013276+0.0011886i,0.00034689+0.0022381i,0.0001404+0.0022581i,0.0013434+0.0011157i,0.0018598-0.00023895i,0.0015931-0.0006687i,0.0014169-0.00022616i,0.00048569+3.5384e-05i,0.000412-3.5507e-05i,0.00016047-4.5329e-05i,-0.00075094-0.00049955i,-0.00041351-0.0011445i,-0.0002403-0.00078771i,-7.7125e-05-0.00014361i,-8.2576e-06-5.7013e-05i
-0.00042089+0.00089321i,-0.001098+0.0006973i,-0.00062561-0.0010435i,0.00058621-0.0020116i,0.0017063-0.0017052i,0.0015197-0.0013881i,0.00039203-0.00067114i,0.00038286+0.00020127i,0.0015927+0.00053197i,0.0017805-4.0252e-05i,0.00035808-0.00095795i,0.00013823-0.00089603i,0.00065948+0.00014116i,0.00075281+5.1818e-05i,0.00019739-0.00031658i,-0.0001154-0.00026685i,3.5397e-05-0.00026424i,0.00055695-0.0004525i,0.00051124+0.00021422i,0.00039934+8.4804e-05i,0.0001037-0.0004241i,-0.00017446-0.0001361i,-7.9887e-06-0.00034985i
-0.00011954+0.0023721i,0.00080826+0.0029142i,0.0017106+0.0037663i,0.002532+0.0030955i,0.0021981+0.0017627i,0.0009954+0.00051214i,0.00075467-0.00057488i,0.00088037-0.00039522i,0.00085821+0.00015382i,0.0010649-0.00022646i,0.0016509-0.0011722i,0.001495-0.0016633i,0.00060666-0.00060197i,0.00066374+1.4196e-05i,0.00079378-0.00046347i,0.00037439-0.00083299i,0.00033146-0.00010757i,0.00075974+0.00036164i,0.0005379-4.4966e-05i,-0.00011738+0.00034796i,-0.00063019+0.00061638i,0.00010583+3.5125e-05i,0.00078568-0.00057227i
-0.00037383-0.0037888i,-0.0023288-0.0037922i,-0.0029381-0.0033849i,-0.0029516-0.0011114i,-0.0027261+0.00034475i,-0.00022841+0.00025102i,0.0019441-0.00022591i,0.0022273-0.00089593i,0.00083094-0.001425i,-0.00098474-0.0011305i,-0.0015534-0.00025297i,-0.0013302+0.00025508i,-0.0012149+0.0001824i,-0.00051281-0.00031076i,0.00025285-0.00029891i,0.00042027-0.00021125i,0.00043816-0.00025709i,0.00022008-0.00020568i,-0.0005456-0.00022879i,-0.001074-0.00045584i,3.8465e-05-0.00046633i,0.001257-2.2323e-05i,0.00067574+7.1279e-05i
0.00018506+0.00073568i,0.0027505+0.00096997i,0.0033827+0.00059312i,0.0018941+0.0012591i,0.0015619+0.0017264i,0.0015772+0.0015775i,0.0014067+0.00079182i,0.00094135-0.00026293i,-0.00021595-8.2362e-05i,-0.00093739+0.0001241i,-0.00018987+0.0004235i,0.00060068+0.00044042i,0.00085971+0.00046761i,-2.1113e-05+0.00016013i,-0.00038318-0.00034552i,0.00034901+0.00015343i,0.0004351+0.00029483i,-0.00025644+9.996e-05i,-0.00031866-0.0002635i,3.4785e-05-0.00086448i,-0.00034918-0.00077418i,-0.00033775-0.00063133i,-0.00032237-0.00056926i
-0.0022348+0.00037501i,-0.0028014+0.00094139i,-0.0022386-0.00026772i,-0.00056192+5.6904e-07i,0.00073203+0.00087996i,0.0017703+0.00019332i,0.0016545-0.00022673i,7.9509e-05-6.7149e-05i,-0.00094901-0.00041525i,-0.0008447+0.00042165i,-1.9299e-05+0.0012009i,0.00067553+0.00064068i,0.00080913+0.00016197i,0.0010262+0.00011091i,0.00097593+0.00075299i,-6.2017e-06+0.00090863i,-0.00039708-0.00015449i,-0.00022957-0.00059686i,-0.0004098-0.00052814i,-0.00082364-0.00062702i,-0.00047696-0.00063149i,0.00022064-0.0007696i,0.00036879-0.00082779i
0.0040823-0.00085387i,0.004877+0.00037603i,0.0037359-0.00042449i,0.00024025-0.0015909i,-0.0022864-0.0012203i,-0.0018005+0.00047433i,-0.0004337+0.0011451i,2.7054e-05+0.00054965i,0.0001932+0.00044082i,0.00037519+0.0004239i,5.9703e-05-9.4337e-05i,-0.00042671+2.6057e-05i,-0.00032924-8.7414e-05i,0.00042965-0.00026788i,0.00097576-2.44e-05i,0.0007622-0.00017404i,0.00018479-0.00065489i,-2.8949e-05-0.00078469i,0.00044847-0.00065261i,0.00083925-0.00025756i,0.00016286-9.0134e-05i,-0.00022155-0.00015877i,-0.00020495-0.00032948i
-0.0014164+0.0019753i,-0.0014757+0.00215i,0.0001975+0.00221i,0.002421+0.00074148i,0.0032292-0.00095036i,0.0024731-0.0011935i,0.0018588-0.00056325i,0.0013169+0.0002437i,0.0013391+0.00070474i,0.0010248+0.00047675i,0.00065746-0.00034295i,0.00043801-0.001178i,0.0001481-0.0011707i,0.00013228-0.00092835i,0.00038768-0.00099289i,0.00056223-0.00034388i,-0.00050507-8.7752e-05i,-0.00097207-0.00068552i,-0.00029197-0.0007541i,0.00026943-0.00063863i,-1.8259e-05-0.00014915i,-0.00085296+0.00015088i,-0.0006908-3.1411e-05i
0.00088226-0.0018446i,0.0014227-0.0028713i,0.0012454-0.0020052i,-0.00043738-0.00045878i,-0.0001646+0.0015651i,0.0011058+0.0024097i,0.0016827+0.0014118i,0.0016495+0.0004232i,0.0010423-0.00041038i,0.00092504-0.0004367i,0.00018144-0.00053376i,-0.00083064-0.00026182i,-0.00053706-0.0004929i,0.00034987-0.0014173i,0.00018918-0.0015009i,-0.00046236+7.7214e-05i,-0.0010311+0.0013297i,-0.0011884+0.00068076i,-9.0627e-05-0.00048438i,0.0005271-0.00084971i,0.0003779-0.0003997i,3.4552e-06+0.00016413i,-6.5535e-05+0.00067541i
-0.0012947+0.0015715i,-0.0029026+0.0024065i,-0.0024998+0.0023798i,-0.0013095+0.00038628i,-0.00057754-0.0013253i,-0.00023307-0.001315i,-0.00023954-0.00090921i,-0.00022368-0.000434i,-0.00020366-2.6734e-05i,0.00010305-0.00019295i,0.00034681-0.00041849i,-0.00011883-0.00010315i,-0.0005392+0.00086834i,-0.0011949+0.0013026i,-0.00090954+0.00096044i,8.8283e-05+0.00061787i,1.2321e-05+0.00053169i,0.0003153+0.00056112i,0.00041883-2.1848e-06i,0.00020956-0.0003308i,0.00017756-0.00016178i,3.4285e-05+0.00039181i,-0.00053127+0.00097411i
-1.3972e-05-0.0019662i,0.00015785-0.0016149i,-0.00032063-0.0016592i,0.00051658-0.00086284i,0.0015252+0.00035321i,0.0021823+0.00074019i,0.0018507+0.00055594i,0.00059517-0.00027113i,-0.00048663-0.00021792i,-0.00072074+0.0001799i,-0.00071031+0.00045184i,-0.00032999+0.00058936i,-0.00026123+0.0010641i,0.00037254+0.0011206i,0.0013308+0.00094221i,0.001597+0.0008141i,0.0015504+0.00029291i,0.00082907+0.00061103i,-0.000296+0.0006414i,-0.0010745+0.00016118i,-0.00078582+2.9701e-05i,0.00014056-0.00039007i,7.1364e-05-0.00021268i
-0.0010925+0.0015164i,0.00011274+0.0034359i,0.0006973+0.0043223i,-0.00033375+0.004087i,-0.0015172+0.0029322i,-0.00010009+0.0013248i,0.0016305-1.2582e-05i,0.001398-0.00064884i,0.00052846-0.00014399i,-9.3115e-05+0.00076972i,-0.00011148+0.00053644i,1.4573e-05-0.00030221i,-0.0001996-0.00023157i,0.00058946+0.00040451i,0.001604+0.00035656i,0.0011258-0.00011142i,0.00037276-0.00081144i,-0.00012524-0.00074985i,3.7099e-05+0.0002305i,-7.0204e-05+0.00028318i,-0.00046041+0.00048159i,-0.00032839-7.5934e-05i,-9.1312e-05-1.2639e-05i
0.0010616-0.0014733i,0.00044612-0.0032454i,-0.00020795-0.0047226i,-7.9838e-05-0.0048941i,7.7495e-05-0.003652i,0.00050047-0.001577i,0.0015274-1.0697e-05i,0.0018521+0.00050073i,0.001285+0.00057901i,0.00058727+0.00083585i,1.6588e-05-0.00030426i,0.00023869-0.001371i,0.00057696-0.0005696i,-1.9245e-05-0.00038333i,-0.00017562-0.00043406i,8.6333e-05+5.209e-05i,-0.00020076-0.00027223i,-9.7168e-05+6.7716e-05i,0.00035085+0.00083294i,1.997e-05+0.00097067i,0.00012724+0.00057276i,-0.00019179-0.00059814i,-0.00042023-0.0012925i
0.0027978+0.00048373i,0.004422+0.001638i,0.0048386+0.0014126i,0.0032696+0.00034664i,0.0014592+0.00032328i,0.0012852+0.00068278i,0.00092164+1.1691e-05i,-2.1174e-05+7.5545e-05i,0.00040712+0.00046554i,0.0012616+0.00036684i,0.0016828+0.00057883i,0.0010611+0.00073666i,0.00060391+0.00063232i,0.0012337-2.7345e-05i,0.00134-0.00069779i,0.00061143-0.00094184i,0.00020156-0.0010355i,0.00034795-0.00083093i,0.00029714+2.1968e-05i,0.00029014+0.00063585i,0.000118+0.00034291i,0.00055359+0.00028645i,0.0008596+2.4133e-06i
-0.0046653-0.0025241i,-0.0070071-0.00078689i,-0.0067488+0.001307i,-0.0039323+0.0027115i,-0.00055495+0.0035169i,0.0021869+0.0021031i,0.00267+0.00090823i,0.0016721+0.0013373i,0.00090015+0.0014485i,7.5202e-05+0.0010973i,-0.00067652+0.0013252i,-0.00015236+0.0013948i,0.0011513+0.00043245i,0.0010681-0.0002821i,0.00024904-0.00091107i,-0.00020765-0.0009403i,-0.00027592+5.2308e-05i,-0.00068682+0.00060642i,-0.00072392+0.00082196i,-0.00011887+0.00058566i,0.00066647+0.00023155i,0.0011552+0.00027278i,0.00072583-0.00037285i
0.0033226+0.0036432i,0.0057333+0.0042351i,0.0066334+0.0030782i,0.0050653+0.00040423i,0.0024949-0.0011469i,0.00090266-0.00068371i,0.00053739-0.00066587i,0.00062379-0.0006869i,0.00085636-0.0005988i,0.00061499-0.00026284i,-0.00062154-6.9181e-05i,-0.001313-0.00054614i,-0.00095462-0.0006558i,-0.00050632-0.00051137i,0.00019937-2.0412e-07i,0.00019939+0.00092665i,0.0001462+0.001634i,-0.00027588+0.0011049i,-0.00049951+6.0601e-06i,-0.0001631-9.7928e-05i,-9.5028e-05+4.5409e-05i,0.00050769-0.00031697i,0.00070842-0.00025075i
-0.0016977+5.5548e-05i,-0.0026061+0.00057101i,-0.0014456+0.0010455i,0.0014578+0.00042231i,0.0018339+0.00041621i,0.00099802+0.00045003i,0.0010295-0.00072586i,0.0014172-0.00073118i,0.001048-0.00062158i,-8.3712e-05-0.00024597i,0.00035301-0.000457i,0.00069616-0.00066809i,6.5809e-05-0.00031111i,0.00010786+0.00019493i,0.00062873+0.00098333i,0.00080437+0.00056497i,0.00072929+2.9989e-06i,0.00075648-0.00037866i,0.00075427-0.00065611i,0.0003763-0.00034621i,-0.00043113-0.00012329i,-0.00023362-0.00081588i,0.00055162-0.00090729i
0.0038179+0.0006238i,0.0049459-9.9859e-05i,0.0034677-0.0010685i,0.001366-0.0024417i,0.00021083-0.0026634i,0.00047675-0.0015i,0.0014539-0.00030468i,0.0015435+2.7862e-05i,0.00080482+0.00061425i,-6.134e-05+0.00058708i,-0.00058386-0.00034063i,-0.00044197-0.00069136i,-0.00073381+0.0001489i,-0.00099003+0.0010494i,-0.00086885+0.001006i,-0.00026383+0.00028708i,0.0005828-0.00049368i,0.00090723-0.00027801i,0.0011069+0.00038854i,0.00095792+0.0010763i,0.00016336+0.0013514i,-0.0008664+0.00075222i,-0.0011281+0.00027325i
-0.0033892+0.0044973i,-0.0050453+0.0053363i,-0.0038092+0.0056347i,-0.001165+0.0035977i,0.0007384+0.0015466i,9.9084e-05-0.0003425i,-0.00047981-0.0011399i,-0.00012311-0.00049922i,0.00011223+0.00027723i,-2.0102e-05+0.00026822i,-1.7797e-05-0.00062213i,-0.00016186-0.001225i,-0.00017287-0.0012469i,0.00082428-0.00129i,0.0014811-0.0010195i,0.0010564+7.6449e-05i,0.00047227+0.00054926i,-5.3122e-05+3.0579e-06i,-0.00018702-0.00011275i,-0.00026959-0.00022592i,0.00033249-0.00038633i,0.001087-0.00051674i,0.0012987-0.00074969i
0.0013717-0.0011711i,0.0028595-0.00074739i,0.0031589+0.00061287i,0.0025707+0.0016243i,0.0027214+0.0014896i,0.0031696+0.0016093i,0.0020007+0.0012847i,0.00075872+0.00050287i,0.00060554+0.00048363i,0.00085918+0.00060026i,0.0007736+0.0008476i,0.00077022+0.0011175i,0.00096179+0.00074306i,0.001003+0.00087297i,0.00039052+0.0013132i,0.00012187+0.00079689i,0.00021815+6.4646e-05i,4.3404e-05-3.4961e-05i,-0.00016563-0.00023698i,7.1898e-05-0.0005765i,8.2484e-05-0.00054412i,0.00070657-0.00044849i,0.0013827-0.00020563i
-0.0041242+0.0032597i,-0.0037475+0.0042501i,-0.0012629+0.00455i,0.0020069+0.0029012i,0.0041656+0.0014381i,0.0038846+0.001338i,0.0022309+0.0013375i,0.00094632+0.0010134i,0.00017491+0.00040992i,0.00056345+0.00082483i,0.0005342+0.0015738i,0.00022264+0.00084627i,0.00011811-0.00088799i,-0.00029303-0.0019858i,2.3193e-05-0.001621i,0.0012062-1.0913e-05i,0.0011564+0.00035708i,0.00055529-0.00049253i,0.00020108-0.00070708i,-0.00024814-9.4134e-05i,-0.00047064+0.0008123i,-0.00071298+0.0013575i,-0.0009434+0.00060377i
-0.0018788+0.00069097i,-0.00096974-0.00061726i,-0.00021403-0.00052712i,0.00048523-0.00040075i,0.00044114-0.0015014i,-0.00032851-0.0024004i,-0.00053113-0.0016298i,0.00044845-0.00032659i,0.0003495-6.5603e-05i,0.0004251-0.00059965i,0.0008015-0.00065959i,0.00056317-0.00046556i,0.00017339-4.7659e-05i,-3.0489e-05-0.00015052i,-3.5123e-05+9.4363e-06i,7.6138e-05+0.00078783i,-8.155e-05+0.00067432i,-0.0011659+0.00030689i,-0.0017562+0.00014798i,-0.00080395+2.3757e-05i,-0.00014515+0.0001046i,-0.0001226+0.00032997i,-0.00053385+0.00060666i
-0.0019845+0.0024593i,-0.002008+0.0042232i,-0.0012629+0.0050238i,-0.00021969+0.0036283i,0.00076115+0.0019973i,0.0010206+0.0013746i,0.0014616+0.00088138i,0.00072917+3.5431e-05i,-0.00068439-0.00088407i,-0.00047124-0.0012496i,-0.00043656-0.0013768i,-0.00012081-0.00064833i,-0.00041863+0.00027991i,-0.00083449+0.00041481i,-0.0004761+0.00069879i,-0.00073805+0.00088064i,-0.00042345+0.00061484i,5.7062e-05+0.00013953i,-5.4879e-05-0.00064903i,-8.7553e-06-8.6629e-05i,0.00060378+0.00070343i,0.0009189+0.00049082i,0.0005581+0.00020229i
-0.0010123-0.0025882i,-0.00090529-0.0028924i,-0.00037544-0.0028232i,0.0002527-0.00048191i,-4.3587e-05+0.0010342i,0.00023614+0.00073095i,0.00011531+0.00055246i,-0.00091832+0.0001069i,-0.0014247+0.00017446i,-0.0016459+9.8713e-05i,-0.001592-0.00014658i,-0.0010671-0.00035076i,-0.00018148-0.0011786i,0.00088606-0.0015664i,0.0010136-0.0010324i,0.00055563+1.1945e-05i,0.0003377+0.00075751i,0.00055989+0.00088182i,0.0013236+0.00045137i,0.00089347+0.00025389i,-0.00020007-0.00011351i,-0.00014138-0.00059796i,6.4373e-05-0.00020281i
-0.0024003+0.00018486i,-0.00088209+0.0029334i,-0.00038799+0.0050881i,-0.00022083+0.0036106i,-0.00014901+0.0008572i,0.00054923-0.00037196i,0.0013401-0.00049915i,0.00069121+0.00079351i,7.3883e-05+0.0021342i,1.757e-05+0.0025728i,-0.00021564+0.0018201i,-4.7258e-05+0.00084666i,0.00086883+0.00087005i,0.0014422+0.00091543i,0.0008551+0.00056448i,-0.00043341+0.00056175i,-0.00083652+0.00048325i,-0.00068537+0.00019817i,-0.00085607-0.00016699i,0.00012786-0.00066364i,0.0008671-0.00041352i,0.00053161+0.00036399i,3.0187e-05+0.00063731i
-0.0014231+0.00051994i,-0.0020066-0.00092608i,-0.0012449-0.0014023i,0.00052714-0.0016405i,0.0017531-0.0011627i,0.0014287+0.00014596i,0.0012177+0.0013511i,0.0018273+0.0011201i,0.002404+0.00034581i,0.0023877-8.2317e-06i,0.0019325+0.00083256i,0.001026+0.0011485i,0.00011619-0.00034244i,-0.00044418-0.0015311i,-0.00054462-0.001781i,-0.00030964-0.00067589i,0.00034257-0.00013696i,0.00074365+6.7816e-05i,0.00030542+0.0001709i,2.035e-05+6.6604e-05i,0.0003659+0.00013198i,0.00072155+0.00044707i,0.00050825+0.00061023i
0.00034761+0.0029493i,0.0019907+0.0041878i,0.0023831+0.0035699i,0.0018294+0.0021549i,0.0013955+0.0011131i,0.0015388-0.00038731i,0.0017821-0.0021553i,0.0014019-0.0022236i,0.00039193-0.0017994i,0.00069547-0.0015661i,0.0013828-0.0013596i,0.0015717-0.0014039i,0.0012511-0.001526i,0.00069762-0.0010694i,0.00024664+0.00013019i,-0.00077438+0.00022187i,-0.0009946+6.6002e-05i,-0.00079011+0.00023663i,-0.0017939+0.00051087i,-0.001169+0.00076379i,0.00035105+0.00064206i,0.00038466-0.00027096i,0.00044467-0.0004062i
-0.0018863-0.00093471i,-0.0028132-0.00021844i,-0.0032368+0.00087794i,-0.0024744+0.0021571i,-0.0014077+0.0016381i,-0.00046705+0.00020129i,0.00058869+0.0001479i,0.00073599-0.00026037i,-0.00020701-0.00066988i,-0.00035971-0.00031333i,0.0001782-0.00041967i,-6.8551e-05-0.00053933i,-0.000612-0.00035704i,-0.00064481-0.00040813i,-0.00053735+0.00029464i,-0.00082691+9.8602e-05i,-0.0011148-0.00036936i,-0.0002276-0.00026316i,0.00050816+0.00062889i,0.0003523+0.00079345i,0.00067168+1.7421e-05i,0.00068982-0.00015382i,0.00037267+0.00027616i
0.0023595-0.001257i,0.0030755-0.0014824i,0.0028813-0.00061892i,0.00081529+0.0010476i,0.0004023+0.0019332i,0.0014455+0.0014523i,0.0007451+0.00052652i,-0.00016282+0.000898i,-0.0007446+0.0011286i,-0.001172+0.00069387i,-0.0012324+0.00106i,-0.0011516+0.00046164i,-0.0014505-0.00024908i,2.6759e-05+0.00032329i,0.0016205+0.00068137i,0.0016327+0.00016034i,0.0011813-0.0008691i,0.00058895-0.00099194i,0.00050134-0.00025658i,0.00034516+0.00025511i,8.7503e-05-0.00017406i,0.00013962-0.00079922i,5.8196e-05-0.00062639i
0.00018376+0.0029029i,-0.00038905+0.003127i,0.00059722+0.0035941i,0.0018748+0.0024543i,0.0019591+0.00175i,0.0013676+0.0027115i,0.0019029+0.0020005i,0.0018451+0.00064903i,0.0012238+0.00062105i,0.00032982+0.00049816i,-0.00075006+0.00046719i,-0.00061546+0.0010486i,0.00044282+0.0015821i,6.83e-05+0.0024263i,-0.00079871+0.0019841i,-0.00084262+0.00079954i,-0.00047028+0.00014762i,0.00011652-0.00050359i,0.00023628-0.00037175i,-0.00030643+0.00029206i,-2.3652e-05+0.00051495i,0.00035446+0.00035224i,0.00044449+0.00029403i
0.0010797+0.00040486i,0.0023512-0.00010899i,0.0027381-0.00039587i,0.0025701-0.0013267i,0.0019773-0.0023166i,0.0012778-0.0023302i,0.00083313-0.0011795i,0.0011586-3.1827e-05i,0.0014622+0.0007824i,0.0011889+0.0010837i,0.00045383+0.00080488i,-0.00010251-0.00013221i,-0.00027101-0.0013777i,-0.00010997-0.0020635i,0.00075671-0.0017479i,0.0011496-0.00085016i,0.00083492+6.3525e-05i,0.00024907+0.00026486i,-0.00024957+1.5618e-05i,-0.00060165+0.00056555i,-0.001021+0.0012043i,-0.00090605+0.0012385i,-0.00071287+0.0012282i
-0.00043036+0.0023508i,0.00019782+0.0019573i,0.0010964+0.00057736i,0.0011156-0.0024064i,0.00089199-0.0034497i,0.0011598-0.0014712i,0.001582-0.00028641i,0.001289+0.00025083i,0.0008405+0.00038599i,0.00076266-0.0011013i,0.0012457-0.0017744i,0.0017054-0.00088339i,0.0014952-0.00032752i,0.0013972+0.00026007i,0.0015262+0.00098964i,0.0012009+0.0010317i,0.0003441+0.00054714i,-0.00017388-0.00011433i,-0.00010938-0.00016427i,-0.00013233-0.00027094i,0.00016863-0.00068549i,0.00031282-0.00020285i,0.0005966+1.2128e-06i
-0.00011993+0.0039273i,0.0010727+0.0026549i,0.0035413+0.0016478i,0.0043502+0.0021606i,0.00271+0.0025471i,0.00091395+0.0012208i,0.00066271-0.00028404i,0.00082778-0.001271i,0.00043152-0.0017872i,2.5764e-05-0.0014197i,-6.7661e-05-0.00058069i,0.0004311-0.00083519i,-0.0001196-0.0016769i,-0.0014813-0.0017161i,-0.0021355-0.0012457i,-0.0015144-0.0011219i,-0.00032611-0.00083107i,0.00014849-0.00024125i,0.00030918+0.00010202i,0.00037822+0.00068428i,0.00014643+0.00096335i,0.00010073+0.00029467i,0.00054252+0.00011969i
-0.0022579+0.0034818i,-0.0028773+0.0050913i,-0.0010727+0.0053272i,0.0011097+0.0032479i,0.001971+0.0022069i,0.0019151+0.0016305i,0.0014917+0.00057698i,0.00072204-0.00046221i,-0.00085482-0.00073828i,-0.0010716-0.00074459i,0.00016198-0.0012277i,0.00031756-0.0013306i,-0.00016355-0.0012732i,0.00010503-0.0012212i,0.00081454-0.00097027i,0.0008758-0.00010126i,0.00075692+0.00027444i,0.0001654+0.00034758i,-0.00042916+0.00030967i,0.00022024+0.00038193i,0.00066731+0.00045355i,3.805e-05+3.4123e-05i,-0.00066549-0.00035288i
-0.001788+0.0027115i,-0.0012677+0.0025165i,0.0017071+0.001354i,0.004888-0.00073768i,0.0051285-0.0022077i,0.0030123-0.0020399i,0.00055166-0.00055487i,-0.00035826+0.00068668i,0.0004427+0.0019713i,0.00050307+0.0024644i,7.1757e-05+0.00067256i,-0.00017133-0.00052724i,-0.00051566+0.00019651i,-0.00010143+0.00095168i,-0.00041745+0.0010162i,-0.00057318+0.00086595i,-0.00038767+0.00032555i,-0.00046715-0.00020819i,-0.00015864-0.00027047i,0.00013873+0.00013863i,0.00014362+0.00060477i,0.00043511+0.00068461i,0.00041762+0.00054439i
-0.0012846+0.0029131i,0.00063086+0.0047494i,0.0030536+0.0049242i,0.0042229+0.0026785i,0.0032422+0.00091818i,0.0015563+0.0010978i,0.0008286+0.0014405i,0.0008725+0.0018609i,0.0024585+0.0017678i,0.0032862+0.00091183i,0.0014634+0.00020297i,0.00023574+0.00029576i,0.00061514+0.00043184i,0.00077025+0.00047129i,0.00068852+0.00011545i,0.00050901+0.00057627i,0.00036507+0.00089911i,-0.00020624-0.00051029i,-0.00048813-0.00051899i,-0.00028819+0.0005106i,-0.00021864+0.00035281i,-0.00013168-0.00015447i,8.0124e-05-0.0003218i
-0.0020377-0.0030049i,-0.0026761-0.0035385i,-0.0037467-0.0031779i,-0.0034069-0.0014528i,-0.0010816+7.2546e-05i,0.0016849+0.00088272i,0.0032999+0.0006574i,0.0037141-0.0003655i,0.0035661-0.0014232i,0.0027164-0.001445i,0.00131-0.0006291i,0.00085061+5.2265e-05i,0.00078908+0.00019697i,0.0010325+0.00071665i,0.00073621+0.00095386i,-0.00016107-0.00046327i,-0.00081391-0.0013409i,-0.00091504-0.00037056i,-0.00085127+0.00078174i,-0.0011031+0.00075575i,-0.0012542-0.00022933i,-0.00082452-0.0008106i,-0.0008792+8.3169e-05i
-0.0016503+0.0019062i,-0.0023122+0.0026949i,-0.00026462+0.0033248i,0.0017298+0.003i,0.0023299+0.0020873i,0.0024911+0.0010656i,0.0016483-0.00074876i,0.00027934-0.0021264i,-0.00073343-0.0025384i,-0.0013887-0.0020537i,-0.00067226-0.00087556i,0.00047452-0.0001679i,0.00027687+0.00025331i,-0.0005073-0.00056559i,-0.00097292-0.0022768i,-0.0010201-0.0022409i,-9.137e-05-0.00079647i,0.00046473+0.00035281i,4.4302e-05+0.00087894i,-0.00026488+0.00081691i,-0.00049326-7.5184e-05i,-0.0010887-0.00071196i,-0.0016274-0.00054239i
-0.00030733-0.0011639i,-0.0010779+0.00033483i,-0.0024409+0.0025289i,-0.0015233+0.0035979i,0.0003904+0.0019892i,0.00031345+0.00080441i,-0.00017396+0.00019183i,-0.00067576-0.0003028i,-0.0023384-4.4157e-05i,-0.0030664+0.00055396i,-0.0015957+0.00096122i,-0.00066583-0.00037219i,-0.00014173-0.0011518i,0.0014842-0.00069255i,0.001762+4.5653e-05i,0.00056986+0.0010147i,-0.00067285+0.0008951i,-0.00070456+0.00039481i,6.6838e-05+8.3014e-05i,0.0006459+0.00022823i,0.00074813+0.00040115i,-5.4373e-05+0.00049471i,-0.00023497+0.00037138i
-0.00049979-0.002622i,-0.00081742-0.0027978i,-0.00057241-0.0028875i,1.5298e-05-0.0015366i,0.00048264+0.0018902i,0.0010472+0.0037009i,0.00091839+0.0024667i,5.1368e-05+0.002164i,-0.0002806+0.002919i,-0.00011708+0.003036i,0.00020988+0.0024396i,-2.3584e-05+0.0018246i,-0.00072892+0.00082307i,-0.0011957+0.00068211i,-0.00080566+0.0012627i,0.0002395+0.0010863i,0.00038463-9.9862e-05i,-0.00013779-0.00043569i,-0.00018437-5.5886e-05i,0.00026524+0.00022854i,0.00050178+0.00082127i,1.0894e-05+0.00066774i,-0.00022252+0.00017798i
