-0.0013873-4.5492e-05i,-0.0017262+0.00045286i,8.5397e-05+0.00051245i,-0.00030778+0.00043905i,-0.0010855+0.00062873i,-0.0015757+0.0016915i,-0.0017105+0.0022884i,-0.00061326+0.0017973i,0.00033632+0.0010068i,0.00067256-9.3945e-05i,0.00092213-0.00061526i,0.00061704-0.00058122i,0.00040455-0.00091217i,0.00055462-0.0012916i,0.00057345-0.00062612i,0.00043386-0.00029147i,0.00039479+0.00012678i,3.3389e-05-0.00035829i,-0.00064659-0.00079455i,3.8375e-05-0.00021176i,0.00047284-0.00061139i,-8.8299e-06-0.00073056i,-6.9186e-05+5.6886e-05i
0.00056809+0.001062i,0.0012863+0.0012532i,0.0012953+0.0016058i,0.0020307+0.0024597i,0.0024286+0.003069i,0.0019696+0.0023291i,0.0009964+0.0008825i,-0.0005729+0.00035267i,-0.00089727+0.0006332i,-0.00081458+0.00031533i,-0.00083051-0.00038299i,-0.0002881-0.0011795i,-0.00010341-0.00066802i,-0.00056412+5.0183e-05i,-0.00050225+6.4748e-06i,-0.00052555-0.00064402i,-0.00083783-0.0003159i,-0.0013121+0.00034673i,-0.00099537+0.00077191i,-0.00050844+0.0016596i,-0.00033786+0.0014378i,-0.00061808+0.00067957i,-7.6185e-05+0.00043327i
-0.0024014+0.0021402i,-0.0011089+0.0016625i,-0.00065361+0.0010616i,0.00034051+0.0018614i,0.00094059+0.0024655i,0.00054038+0.0010206i,-0.00016926-0.00036177i,-0.00071067-0.0010904i,-0.00058218-0.0012991i,-0.00046563-0.0010775i,0.00010478-0.0010967i,0.00057487-0.00082624i,-1.6066e-05-0.00015363i,-0.0002472+0.00015397i,0.0002304-0.00012788i,0.00071699-0.00086862i,0.0005619-0.0013421i,-0.0013007-0.00055055i,-0.0023597+0.00011446i,-0.0014451-9.4216e-05i,-0.00012544-0.0011439i,8.7029e-05-0.0018109i,-0.00014169-0.00093925i
-0.0029066-0.00098368i,-0.0027927-0.0020274i,-0.0021954-4.1374e-05i,-0.00049879+0.0029779i,0.00050772+0.0040714i,0.001258+0.0031801i,0.0014445+0.0014345i,0.00044141-0.000949i,-0.0005227-0.0023332i,-0.00069942-0.0013318i,0.00016152-0.00025812i,0.00046882+0.0004239i,-0.00019708+0.00013218i,-1.2357e-05-0.00021773i,0.0003116-0.00014556i,0.00085129+0.00013334i,0.0017228+0.00013475i,0.0013887-0.00090478i,0.0001808-0.0014758i,0.00017005-0.00060585i,0.00072325+0.0010375i,0.0013391+0.001555i,0.001125+0.0013024i
0.00037284-0.0021244i,0.00010868-0.0018914i,-0.00011821-0.0011742i,-0.00096346+0.00077325i,-0.00057671+0.0018406i,0.00038664+0.0017389i,0.00071913+0.0009605i,0.00078792+0.00039974i,9.0529e-05-0.00018197i,-0.0004641-0.0014434i,-0.0006509-0.0018924i,-0.00084769-0.0016274i,0.00024164-0.0010217i,0.00086785-0.00026638i,0.00022146+8.7554e-05i,-4.4735e-05+0.00095162i,5.0841e-05+0.0013605i,-0.00012969+0.0008444i,-0.00087605+0.00092906i,-0.0014823+0.00083232i,-0.0013946+0.00096456i,-0.0012888+0.0011772i,-0.0011752+0.00077949i
-0.0027615-0.0024825i,-0.0023681-0.0018552i,-0.0018616-0.0001344i,-0.0018948+0.0016415i,-0.0011605+0.0032804i,-0.00023917+0.0025319i,0.00030184+0.0010253i,-0.00036341+0.00076109i,-0.0009328+0.00025408i,-0.00092202-0.00025115i,-0.00050877-0.00074554i,0.00018194-0.00085861i,0.00034682-0.00031994i,-0.00014657-0.00031875i,-0.0001658-0.00025214i,0.00019061-0.00019371i,4.0682e-05-0.00045977i,-0.00053889-0.00097018i,-0.0012406-0.0010634i,-0.0013079-0.00059282i,-0.0007088-0.00079981i,-0.00022954-0.001156i,0.00024644-0.00039836i
-0.001528-0.00080318i,-0.0012496+0.00053726i,-0.0011778+0.0016241i,-0.00054429+0.0027621i,0.0003186+0.003335i,0.0010724+0.0015514i,-0.00059956+4.462e-05i,-0.0020403-0.00082879i,-0.0011297-0.001564i,0.00032078-0.0013468i,0.00092694-0.00069154i,0.00049261-0.00029439i,-0.00012359-0.00032205i,5.9637e-06-0.00096192i,0.00072308-0.00098843i,0.00089398-0.0021363i,0.00068077-0.00265i,0.00035887-0.0018573i,-0.00029021-0.0016372i,0.00041856-0.00051487i,0.0014178+0.0010334i,0.0017633+0.0013826i,0.0014217+0.0014795i
0.00025008+0.0033162i,0.00095482+0.0031541i,0.001271+0.0029144i,0.0020376+0.0029678i,0.0029109+0.0032441i,0.0025605+0.0019174i,0.0015949+0.00015308i,0.00018684-0.00085299i,3.2783e-05-0.0011023i,0.0012385-0.0010407i,0.00077947-0.00059701i,0.00012273-0.00025994i,0.00011566-0.00051006i,-0.00026757+5.1815e-05i,-0.00011998+0.00040959i,0.00019443+0.00040504i,-0.00027371+0.00074038i,-0.0015542+0.0010847i,-0.0021237+0.0015302i,-0.0022408+0.0016386i,-0.0019369+0.00098368i,-0.001508+0.00072265i,-0.0013185+0.00023995i
0.00062348-0.00012036i,0.00086609-5.295e-05i,0.00099906-0.0008849i,0.0011515-0.00033862i,0.0010674+0.0010656i,0.00069768+0.0011018i,0.00054184+0.00025837i,2.5103e-06+7.2455e-05i,-0.00073232-4.1258e-05i,-0.00079257-0.00073963i,-0.00023467-0.0013659i,7.491e-05-0.00061114i,-0.00070407-0.00016648i,-0.00060004-0.00039866i,-0.0002431+0.00024952i,-0.00039777+0.00090861i,-0.00065847+0.00058099i,-0.0016585-0.00074602i,-0.0020001-0.0013212i,-0.001168-0.0010228i,-0.00039795-0.0011947i,0.00030192-0.0014786i,0.0004029-0.00050697i
-0.0012678-0.0028816i,-0.0014925-0.0019308i,-0.002597+0.00011091i,-0.0025989+0.0022574i,-0.00038684+0.0028113i,0.0014041+0.0022571i,0.00080161+0.0013783i,-0.0003806+0.00012686i,-0.00074047-0.00026423i,-0.00079221-0.00029682i,1.0298e-06-0.00052572i,0.0013928-0.00032056i,0.0016177+3.8091e-05i,0.00097965+0.00036829i,3.8486e-05-3.9233e-05i,-6.6572e-05-0.00044689i,0.00074483-0.00033601i,0.001368-0.00092698i,0.00056664-0.00097717i,0.00026139+0.00028324i,0.00054451+0.0010676i,0.00033043+0.0015959i,-6.8994e-05+0.001563i
-0.00053375-0.00042409i,0.00022517-0.00046073i,-0.00025966-0.00087741i,-0.0011022-0.00078949i,-0.00093262+0.0013024i,6.5839e-05+0.001872i,-3.9783e-05-9.319e-05i,-0.0017677-0.0015848i,-0.002207-0.0016037i,-0.0011194-0.0015833i,-0.00011577-0.00054853i,-7.1882e-05+0.00024328i,-0.00028396+0.00011622i,-0.00071155-0.00032308i,-0.0006447-0.00081889i,-0.00012955+0.00022875i,-0.00080409+0.0011694i,-0.002032+0.0012008i,-0.0030877+0.00078868i,-0.0034816+0.00037909i,-0.0029339+0.00029251i,-0.0020477+5.5541e-05i,-0.0010046+0.00060475i
0.0011935+0.0008842i,0.0017059+0.0013286i,0.0027684+0.0018634i,0.0030785+0.0030118i,0.0016566+0.0027442i,0.00083653+0.00067459i,0.0010273-0.00049197i,0.00060243-0.00063308i,0.00068815-0.00059499i,0.0015545-0.00026213i,0.00088992-0.001041i,-0.00043579-0.0013623i,-0.00079968-0.00093851i,-0.00073102-0.00074348i,-0.00053029+4.8006e-05i,-0.00083943+0.00049095i,-0.0015705+0.00011616i,-0.0020628-0.001087i,-0.0015986-0.001484i,-0.00070334-0.0012459i,9.2676e-05-0.00099807i,0.00019431-0.0011666i,3.7062e-05-0.0014021i
-0.0015526+0.0020782i,-0.0018417+0.0011411i,-0.00043914+0.0021954i,0.00028654+0.0034085i,0.0014608+0.0025921i,0.0018867+0.0009477i,0.00046702+0.00024552i,-0.00086295+0.00065393i,0.00011871+0.00053748i,0.0016868+0.00038976i,0.0017036+0.00041627i,0.0007065-0.00029062i,0.00042354-0.00076811i,0.00038118-0.0004893i,0.00042296-0.00082813i,0.0010234-0.0010432i,0.00081917-0.00059684i,0.00079214+0.00034389i,0.0012917+0.0021338i,0.00087295+0.0025617i,0.00078418+0.0010775i,0.0016537+6.4294e-05i,0.0022859+0.00027552i
0.00023646+0.00085827i,-0.00065298+0.001163i,-0.0011387+0.0015671i,-0.00073345+0.0022387i,0.00010631+0.0026039i,0.00063106+0.0016121i,-4.4878e-05+0.00012946i,-0.00086449-0.0010922i,-0.0016991-0.0017164i,-0.0010285-0.0016846i,0.00016438-0.0019191i,0.00089508-0.0016266i,0.00093666+0.00017468i,0.00056178+0.0010488i,0.00033492+0.00066326i,-0.00026682+0.00066786i,-0.00098558+0.00058273i,-0.0016619+0.00037385i,-0.0024744+0.00055263i,-0.0019244+0.00043543i,-0.00057868+0.00046696i,-0.00044639+0.00087979i,-0.00051382+0.0010543i
6.0138e-05-8.2234e-05i,0.00047069-0.00015553i,0.00079398-0.00015362i,0.0005468+0.0011962i,-0.00012921+0.002219i,-0.0010002+0.0014147i,-0.00040574+0.00028841i,-3.5154e-05-0.00012064i,-0.00063951-0.00087925i,-0.00021183-0.0014752i,2.1981e-05-0.001833i,-0.00020116-0.0013065i,-0.00092852+0.00028616i,-0.0008773+0.00080685i,-1.4362e-07-0.00014028i,-0.00016663-0.0010692i,6.8719e-05-0.0013404i,0.00015185-0.001593i,1.1059e-05-0.002136i,0.00035478-0.0017641i,0.00019527-0.00099593i,-0.00040111-0.00068642i,-0.0007695-0.00025647i
0.0014776-0.00063388i,0.0018899-0.00080037i,0.0024382-0.0004388i,0.0018392+0.00076886i,0.00092843+0.0018054i,0.00069935+0.0011658i,0.00071779+0.0003775i,-0.00047528+0.00051095i,-0.001219-0.00087372i,-0.0013011-0.0022877i,-0.00075539-0.0018637i,-0.0005582-0.0009158i,-0.00089672-0.00049888i,-0.00032535-0.00042979i,0.00021017-0.00049122i,0.00079268-0.00020637i,0.0017706-0.00026082i,0.0018241-0.0001755i,0.00025912+0.00026612i,-0.00093475+0.00055364i,-0.0003149+0.00059642i,0.00056256+0.00020321i,0.001082-0.00021227i
-0.00066665+0.00053693i,-0.00097595+0.00024906i,-0.00084621+0.00052396i,-2.6273e-05+0.0016577i,0.00034498+0.0020206i,0.00022224+0.0010503i,-0.00047256-0.0002158i,-0.0010939-0.00096647i,-0.00031377-0.001123i,0.00074686-0.0003702i,0.00062295+0.00055845i,0.00012496+0.00048037i,0.00057307+0.00025706i,0.0011795+0.00064313i,0.0010625+0.00049799i,0.00038771+0.00056514i,-0.00075035+0.00038557i,-0.0023877-1.011e-05i,-0.0029733-0.00011171i,-0.0026073+1.8368e-05i,-0.0021562+0.00055208i,-0.00077702+0.00062092i,0.00021619+0.00044991i
0.00016063+0.0026347i,0.00010942+0.0023818i,0.0014781+0.0030682i,0.0027396+0.0037268i,0.0030714+0.0036801i,0.0017959+0.0020861i,0.00010468-0.00012148i,-0.00075413-0.00088939i,-0.0012505-0.00074995i,-0.00072387-0.0005159i,0.00040794-0.00058598i,0.00060259-0.0010251i,8.3854e-05-0.0010066i,0.00035064-0.00048316i,0.00024895-0.000216i,-0.0002667-0.00047767i,-0.00040047-0.00043007i,-0.00035202-0.00049397i,-0.00053469-0.00043004i,-0.00032078-0.00075839i,-2.4759e-05-0.0013513i,-2.1103e-05-0.0010698i,-0.00020241-0.0001363i
-0.0015179+0.00044688i,-0.0011939+0.00056857i,-0.0020612+0.00014417i,-0.0017922+0.00099945i,-5.221e-05+0.0020836i,0.00034235+0.0011369i,-0.00020681-0.00074304i,-0.00062211-0.0015412i,-0.0010133-0.0018646i,-0.0010218-0.0011627i,0.00030397-4.0579e-05i,0.0012322+0.00024011i,0.00088784+1.5875e-05i,0.00057298-0.00040871i,0.00071333-0.00044642i,0.00052637+0.00014648i,0.00024918+0.00082789i,-0.00036088+0.00066212i,-0.0006583+7.7206e-05i,0.00022532+0.00050197i,0.00094917+0.00086774i,0.0010944+0.00050011i,0.0010093+0.00010358i
0.00028101-0.0014092i,-0.00038764-0.0015749i,-0.00076011-0.00057361i,-0.00026659+0.001275i,0.00046793+0.0026455i,0.00091005+0.0024714i,0.00071082+0.0013782i,0.00041237+0.00015983i,0.00052225-0.0009459i,0.00017222-0.0012461i,-0.00044726-0.00061037i,-0.00026625-0.0003316i,4.5999e-06-0.00047046i,-0.00061852-0.00010989i,-0.00027127+0.00040436i,0.00034806+0.00041148i,7.7416e-05+5.3661e-05i,-0.00049035-0.00050299i,-0.00088603-0.00041266i,-0.0012813+5.2287e-06i,-0.0016998-0.00046016i,-0.0015205-0.00038233i,-0.00050747+0.00010252i
0.00097065+0.0011784i,-0.00033617+0.0016425i,0.00093033+0.0012701i,0.00071272+0.0023359i,0.0006134+0.0026007i,0.0004718+0.0017904i,-0.0010995+0.00018723i,-0.0014414-0.00040921i,5.6379e-05+0.00019848i,0.0010805+0.00013279i,0.0016616+1.1249e-05i,0.001294+4.6633e-05i,0.00062867-0.00017652i,0.00015754-3.407e-05i,-0.00071385-0.00039093i,-0.00068276-0.00094916i,-0.00027589-0.00064936i,-0.00098192-0.00018165i,-0.0016625-7.2912e-05i,-0.001448+0.00029597i,-0.00051296+7.1618e-05i,0.0008525-0.00027813i,0.0010106-0.00043194i
0.001038+0.00017253i,0.00066618-0.00031313i,0.0011656-3.559e-05i,0.0011832+0.00054832i,0.00012916+0.00054422i,-0.00019493+0.00023772i,0.00025099-0.0010443i,-0.00012581-0.0014765i,-0.00046184-0.00048906i,-0.00038059-0.00039707i,0.0002071-0.00093451i,-1.6462e-05-0.00073491i,-0.00060145+3.8111e-05i,-0.00054343+0.00044128i,-8.4838e-05+2.4232e-05i,0.00013265-0.00059195i,0.00082385-0.00030296i,0.00019326+1.993e-06i,-0.00092673-0.00018794i,-0.00077667+0.00060126i,-0.00042493+0.00086346i,0.0005172-0.00013643i,0.0011842+0.00030353i
0.001028-0.0010676i,0.00033123-0.00079922i,0.00026122-0.00047786i,4.8056e-05+0.0012063i,0.0010605+0.0031941i,0.0010741+0.0027501i,-0.00011261+0.00085844i,-0.00043928+0.0005184i,0.00020748-7.7429e-05i,0.00066791-0.0013638i,0.00030327-0.00097579i,-0.0001126-0.00047276i,-0.00038112+0.00014021i,-0.00029509+0.00032232i,0.00025648+0.00032581i,9.4208e-05-0.00034784i,-8.2734e-05-0.0013238i,6.4822e-05-0.0012124i,-0.00012637-0.00092248i,-0.0011992-2.2576e-05i,-0.0015064+0.00058213i,-0.000804+6.2882e-05i,-0.0011114-8.1673e-05i
-0.00093742-0.0003157i,-0.00030255+0.00011326i,8.2814e-05+0.0013614i,-0.00064149+0.0031995i,-0.0012026+0.0043357i,-0.0014391+0.003256i,-0.0017964+0.00052707i,-0.0018881-0.001316i,-0.00071631-0.00092048i,0.00012816-5.9989e-05i,0.00048343-0.00047881i,0.0011593-0.0013451i,0.0010365-0.0013564i,0.0005963-9.4561e-05i,0.00036798+0.0003018i,0.00057977+0.00010816i,0.00062387+2.869e-05i,-0.00019738-0.00015326i,-0.00092474+2.412e-05i,-0.0011133-0.00015813i,-0.00028086-0.00069855i,0.00029755-0.00021987i,-1.9425e-05+0.00036828i
3.3882e-05+7.97e-06i,7.9104e-05+0.00096468i,-0.00017478+0.0016777i,-0.00016835+0.0021023i,0.00026641+0.0014827i,0.0023675+0.0001324i,0.0023326-0.00042922i,-0.00027824-0.00080698i,-0.00084255-0.00051617i,0.00014276+0.00032635i,0.00081946+0.00060952i,0.0013005+0.00018378i,0.00081363+1.3079e-06i,0.00038899+0.00016345i,8.7897e-05+7.0416e-05i,-0.00069333-0.00053897i,-0.00059588-0.001326i,-3.4689e-05-0.0016328i,-0.0005001-0.0009324i,-0.0007545+0.000198i,8.2288e-05+0.0015505i,0.00058238+0.001516i,0.0013872+0.000462i
0.00018521-0.00028759i,0.00077473+0.00027935i,0.00095959+0.00046368i,0.00055053+0.0010509i,0.001008+0.0015562i,0.001402+0.0014893i,0.00027436+0.00053525i,-0.0004615-0.00082543i,0.00021632-0.00061844i,0.0013585-0.00026369i,0.0014493-0.00081081i,0.00069865-0.0017431i,-0.00010719-0.0013061i,-0.00074162-0.00022702i,-0.00027037+0.00023351i,0.00062178+1.8209e-05i,0.00082031+0.00038731i,0.0004106+0.00207i,-0.00046636+0.0022597i,-0.0011506+0.0011533i,-0.0014208+0.00067705i,-0.0013414+0.00073492i,-0.001353+3.8339e-05i
-0.0010253-0.00072449i,-0.0011177-0.00017026i,0.00020284+0.0029362i,0.0010349+0.005595i,0.00049423+0.0052671i,-0.00035525+0.0035625i,-0.0012443+0.0013179i,-0.001582-0.00042296i,-0.0012742-0.0010677i,-0.00067629-0.0011484i,-0.0001657-0.0010128i,-0.00020943-0.0011272i,-6.6231e-05-0.00040261i,0.00023709+0.00021826i,0.0002207+0.0001269i,-7.2611e-05+0.00017315i,-0.0009251+0.00015782i,-0.00206-0.00019067i,-0.0029491-0.00053797i,-0.0026755-0.0006063i,-0.0012056-0.00060476i,-1.2489e-05-0.00098104i,-0.00019748-0.0011799i
-0.00036282-0.0013143i,-0.00082198-0.0011835i,-0.0020706-3.7776e-05i,-0.0028214+0.00079556i,-0.0016936+0.00057397i,0.00025695-0.00019805i,0.00038385-0.00044724i,-0.00084088+8.7927e-05i,-0.00078868+0.00021938i,-5.71e-06-0.00058291i,0.0002877-0.0005814i,-0.00015849-0.00027987i,-0.00020998-0.00038509i,0.000464-0.00013287i,0.001506-0.00040693i,0.0015135-0.00091323i,0.00040954-0.0015759i,-0.0002838-0.0019401i,0.00035287-0.0019778i,0.001229-0.00054514i,0.0015186+0.00087735i,0.0016717+0.00065933i,0.0019216+0.00019509i
-0.0020566+0.00080898i,-0.0018159+0.0010832i,-0.00055983+0.0021075i,0.0016172+0.0039004i,0.0032929+0.0049692i,0.003648+0.0046909i,0.001781+0.0022598i,0.00018486+0.0002455i,-0.00021619+0.00043049i,-0.0003151-8.7487e-05i,0.00066497-0.0011819i,0.00074581-0.0010535i,-0.00041056-0.00063897i,-0.0007953-0.00034125i,-0.00029237-0.00016348i,0.00044314-0.00012858i,0.00032968+0.00042762i,-0.00044768+0.001485i,-0.00071121+0.0026095i,-0.0012076+0.0029198i,-0.0011647+0.0019885i,-0.00052073+0.0010337i,-0.00045628+0.0013727i
-0.0015068-0.00016503i,-0.0010895-0.0004031i,-0.0020986+0.00098701i,-0.0025977+0.0043075i,-0.0020131+0.0063336i,-0.0018528+0.0058219i,-0.0019322+0.0031202i,-0.0010663+0.0004295i,-0.00065699-0.00067347i,-0.00055364-0.00095639i,-0.00035222-0.00096471i,-0.00034132-0.00097202i,-0.00074516-0.00043892i,-0.00075963+0.00034101i,-0.00060797-0.00035365i,-0.0010253-0.0005143i,-0.0019251-0.00013018i,-0.0028745-0.00027885i,-0.0042261-0.00052076i,-0.0037875-0.00089674i,-0.001541-0.00079704i,-0.00037038-0.0016434i,-0.00087995-0.0022625i
-1.7245e-05-0.0022424i,-0.00015297-0.0013051i,-0.0014418-0.0014974i,-0.0018215-0.00069196i,-0.0016475+0.00038025i,-0.00034906-0.000368i,0.0017461-0.001369i,0.0011785-0.0011554i,-1.5029e-05-0.00054391i,-0.00055129-0.00086188i,-0.00053893-0.001269i,0.00018965-0.00092368i,0.00038975-0.0011316i,1.4733e-05-0.00084184i,0.00027601-3.062e-05i,0.00029+0.00010781i,0.00067332-0.00034936i,0.00085429-0.0014656i,0.00056294-0.0021822i,0.00091193-0.0010964i,0.00088407+0.00023848i,0.00084763+5.5119e-05i,0.0016486+0.00012137i
0.0013818-0.0011061i,0.00097848-0.0012694i,0.00068312+0.00010794i,0.00089336+0.0023868i,0.00216+0.0037449i,0.0030993+0.00331i,0.00089066+0.0021212i,-0.0012003+0.00075644i,-0.00079507-0.00011039i,-6.2873e-05-0.00028717i,0.00056553-0.00038485i,0.0010275-0.00014365i,0.00022935+0.00036024i,-3.8184e-05+0.00025337i,0.00063033+1.441e-05i,0.00075417+0.00075202i,-0.00041921+0.0011841i,-0.0015267+0.0010423i,-0.0018557+0.0015637i,-0.0021228+0.0028152i,-0.0017758+0.0027334i,-0.001387+0.0018202i,-0.00134+0.0023799i
-0.00026655-0.00082381i,0.00019947-9.747e-05i,0.00056392-0.00015317i,-0.0007949+0.0021054i,-0.0014228+0.0048522i,-0.0013002+0.0041088i,-0.0018991+0.00044569i,-0.0016229-0.0017019i,-0.00024564-0.00227i,0.00076392-0.0015382i,0.00072142-5.655e-05i,-6.8243e-05-0.00035463i,-0.0008552-0.00064188i,-0.00082793-0.00050732i,-0.00022932-0.00074829i,-0.00051083-0.00041016i,-0.0013459+0.00028126i,-0.0017435-0.00033817i,-0.0020856-0.0012253i,-0.0014586-0.0015097i,-0.00063095-0.0014474i,-0.00088189-0.0012911i,-0.0015304-0.0019255i
0.00064456+0.00074726i,0.00093839+0.0011421i,0.0012138+0.0018884i,0.0010249+0.0023029i,0.00014333+0.0010881i,0.0011715-0.0010516i,0.0026827-0.00088545i,0.0011905+0.00026417i,-0.00051413-0.00049586i,-0.00020439-0.00074389i,0.0006968-0.00025653i,0.00066149-0.00068727i,0.00036555-0.00076863i,0.0011968-0.00016501i,0.0019263+0.00041004i,0.0013057-0.00011665i,0.0012513-0.0009337i,0.00192-0.0015937i,0.0014126-0.0016009i,0.00035298-0.00055744i,-6.3172e-05+2.0898e-05i,0.00077503+0.00029793i,0.0014599+0.00037978i
0.00063915-0.00032592i,-3.4905e-06+5.9972e-05i,-0.00025628+0.0009883i,7.8657e-05+0.0013001i,0.0025526+0.0026067i,0.003951+0.0046729i,0.0013862+0.0039606i,-0.00099816+0.0011868i,-0.00074152-0.00070335i,-3.0512e-05-0.0017567i,0.00087979-0.0016352i,0.0010193-0.00063808i,9.3058e-05-0.00061482i,-0.00046092+0.00013555i,-0.00071377+0.000944i,-0.00078333-3.3763e-07i,-0.00091951+0.0007005i,-0.0019769+0.002325i,-0.0029641+0.0022504i,-0.0023049+0.0019366i,-0.0010431+0.0020883i,-0.00051792+0.001158i,-0.00050083+0.001395i
-0.00044189+0.00024319i,-0.00018741-0.00054846i,0.00046265-4.4304e-05i,-0.00022287+0.0025303i,-0.0019879+0.0056674i,-0.0034455+0.0050434i,-0.0023645+0.0011259i,-0.0018352-0.00095391i,-0.001964-0.0010401i,-0.00093523-0.00013044i,-0.00018527-2.9856e-05i,-0.0001895-0.00029042i,-0.00064808-0.00045614i,-0.00077913-0.0010993i,-0.00025536-0.0014416i,0.00012682-0.0016723i,-0.00011142-0.0012766i,-0.00067129-0.0012753i,-0.00089422-0.0019831i,-0.00023321-0.0015702i,0.00051157-0.00072023i,0.00055159-0.00060214i,-0.00051255-0.00052235i
-7.2623e-05-0.0038153i,-0.0008608-0.0029256i,-0.0015939-0.0027058i,-0.0026315-0.0011184i,-0.0028856-0.00033716i,-0.00053024-0.001644i,0.001948-0.0022417i,0.001527-0.0018808i,-0.00024912-0.0017994i,-0.00042228-0.0012076i,0.00051196+0.00063116i,0.001325+0.001499i,0.00088415+0.00095629i,0.0006756+0.00081236i,0.0010842+0.0011424i,0.00042839+0.0014761i,0.00045565+0.00093307i,0.0011976+8.604e-05i,0.0014091-9.5412e-05i,0.00084845+0.00067073i,0.00038582+0.0012107i,0.00058405+0.0018974i,0.0014826+0.0022736i
-0.0021965-0.00058778i,-0.0027691-0.00053521i,-0.0015458+0.0013065i,2.5044e-05+0.0031606i,0.0026713+0.0035701i,0.0045615+0.0047323i,0.00172+0.0046499i,-0.0005752+0.0011334i,-0.00057479-0.0014338i,0.00012352-0.0016314i,0.001154-0.0007373i,0.0010988-0.00030199i,0.00084813-0.00017097i,0.00047382+0.00026789i,0.0001359-5.8732e-05i,1.4921e-05-0.00038994i,-0.00068233+0.00074101i,-0.0024362+0.0012425i,-0.0038279+0.0017195i,-0.0038231+0.0020255i,-0.0022883+0.0014339i,-0.0012087+0.0013704i,-0.0010995+0.0025257i
-0.0020259-0.00031691i,-0.0021976-0.00019117i,-0.0012072+0.00095708i,-0.00070893+0.0036954i,-0.0016235+0.0062052i,-0.0037821+0.0053628i,-0.0048761+0.00088544i,-0.0032897-0.0017315i,-0.000547-0.0013096i,0.0012334-0.0011533i,0.0013312-0.0017225i,0.00016141-0.0017041i,-0.0010805-0.0012654i,-0.00077456-0.0013314i,0.00052951-0.0016239i,0.00064297-0.0018677i,-0.00023028-0.002447i,-0.00075113-0.0026734i,-0.0013794-0.0020781i,-0.0016053-0.0012461i,-0.00057967-0.00054074i,0.00054826-0.00026945i,5.5907e-05-0.00066921i
0.0015073-0.0016081i,0.0012879-0.0014295i,0.00083188-0.00094778i,-0.00070846+0.00014672i,-0.0030087-0.0013617i,-0.00082136-0.0047613i,0.0024146-0.0050257i,0.0013351-0.0022614i,-6.0628e-05-9.3101e-05i,-0.00051205+0.00056578i,-0.00063367+0.0006552i,-0.00054324+0.00063133i,-0.00050542+0.00065958i,3.4083e-05+0.0014729i,0.00074919+0.0015972i,0.0014642+0.00035387i,0.0018585-0.00033376i,0.0020011+0.00039227i,0.001876+7.2187e-05i,0.0014024-0.00016616i,0.0011869+0.00089419i,0.0010488+0.0016184i,0.00088841+0.0017568i
-0.0011039-0.001446i,-0.0013898-0.00059172i,-0.0024973-0.00031273i,-0.0003248+0.00064579i,0.0040794+0.0030346i,0.0063429+0.0056021i,0.0038524+0.0051951i,0.00019137+0.0015456i,-0.0013807-0.00075163i,-0.00091539-0.00027648i,-1.0471e-05+0.00079553i,-0.00011311+0.0010804i,-0.00071387+0.0007387i,-0.00086594+0.00031434i,0.00032805+0.00023112i,0.0011508+0.00083724i,-0.00058097+0.0016968i,-0.0029461+0.0011429i,-0.0039404+5.8109e-05i,-0.0037196+0.00012215i,-0.0023027+0.00014773i,-0.00095409+0.00023782i,-0.0005759+0.0016804i
0.0019361-0.0015261i,0.0021907-0.0018479i,0.0018341-0.0022696i,0.00061117+0.0015617i,-0.0022356+0.0076087i,-0.0068856+0.0079655i,-0.0076681+0.0021502i,-0.0037767-0.0017313i,-0.00048886-0.0026523i,0.0008372-0.002341i,0.00087822-0.001784i,0.0011814-0.0015827i,0.00087231-0.00098535i,0.0002486-0.00093709i,0.00087326-0.0015972i,0.00068844-0.0022461i,0.0002293-0.0021717i,0.00065697-0.0021087i,0.00066684-0.0025766i,0.00042548-0.0018748i,0.00055156-0.0012596i,0.00047858-0.001313i,-0.00054767-0.0014432i
4.4121e-05-0.0035735i,-0.00060105-0.0022504i,-0.0029522-0.00040477i,-0.0048751+0.0022331i,-0.0060716+0.00070956i,-0.0031221-0.0042758i,0.0012864-0.0051005i,0.0015432-0.00163i,0.001293-0.00047143i,0.0015727-0.0015092i,0.0011155-0.0014233i,0.00072869-6.779e-05i,0.00059975+0.0011107i,6.5547e-05+0.0017894i,-0.0004497+0.0017195i,0.00053767+0.0010843i,0.0017463+0.00091696i,0.0014484+0.0014527i,0.00033078+0.0022534i,0.00025323+0.0027878i,0.00052014+0.0028125i,0.00058688+0.0018352i,0.00029708+0.00068601i
0.00016176-0.001206i,-0.00058034-0.00129i,-0.0010797-0.0010404i,0.00068839-0.00052948i,0.0061856+0.00024476i,0.0093608+0.0029721i,0.0050214+0.0046647i,-0.00056788+0.002177i,-0.0013343-0.00011872i,-5.1402e-05-0.00075599i,-5.5202e-05-0.0010061i,-0.00055363-0.001258i,-0.0008518-0.0015457i,-0.00093529-0.00050972i,-0.0013994+0.00092631i,-0.0010861+0.0007567i,-0.0011891+0.00055727i,-0.0031481+0.00028856i,-0.0047474-0.00015856i,-0.0046259-0.00038709i,-0.0037382-0.00074468i,-0.0013882+0.00019543i,3.3536e-05+0.0020443i
