0.0032037-0.00094214i,0.0023399-0.00090228i,0.00054467-0.0018135i,-0.0012112-0.0019436i,-0.0019845-0.0010824i,-0.0019306+0.00022226i,-0.0014415+0.00098479i,-0.00055918+0.0010631i,0.00037358+0.00076432i,0.00057413-0.00025765i,-0.00023431-0.00061836i,-0.0011987-0.00033839i,-0.0011024-0.00012494i,-0.00067938+0.00078347i,-0.00024685+0.0011922i,0.00042662+0.00061567i,0.00041383+7.6021e-05i,0.00031987-0.00071386i,0.00042093+0.00044344i,0.00063168+0.0006475i,0.00040964-0.00049522i,-0.00022852-0.00077044i,-0.00012902-0.00085537i
-0.00045162-0.0020376i,-0.0011276-0.0027798i,-0.0013915-0.0013411i,-0.0013429-0.00059274i,-0.00015292-9.2763e-05i,0.0012365+0.00014676i,0.0017117+0.00028731i,0.0010622+0.00049894i,0.00048136+0.00033452i,9.7313e-05-0.00011278i,6.1058e-05-0.00046538i,-0.0006255-0.0003719i,-0.00095297-0.00010778i,0.00016683-0.00013371i,0.0014301+3.0784e-05i,0.00088653+0.00027087i,-0.0001323+0.00054484i,-0.00053181+0.00083471i,-0.00069169+0.00030577i,-0.0004198-0.00033164i,-0.00044324-0.00021785i,-8.7459e-05-0.00037436i,0.00082194-0.00023979i
-8.8658e-05-0.00038268i,0.00014448-0.00087347i,0.00019184+8.4077e-05i,0.00078163-0.00026756i,0.0015401-0.00094437i,0.0018528-0.00073758i,0.0012204+0.00028635i,0.00050407+0.00083107i,0.00047126+0.00034965i,0.00062778+5.2759e-06i,0.00064528-0.00013599i,0.00099272-0.00049776i,0.00076394-0.00062874i,-0.00027978-0.00060168i,-0.00081336-0.00047627i,-0.00026638-0.00036039i,0.00044975-0.00086673i,0.00048578-0.0010446i,3.469e-05-0.00080641i,-0.00048286-0.00014069i,-0.0003292-7.4944e-05i,0.0003177-0.00016421i,0.00027825-9.8296e-05i
0.00095699+0.0012855i,0.00097348-0.00025408i,0.0011523-0.00057398i,0.0010485-0.00059586i,0.0012854-0.0016715i,0.00069292-0.002271i,0.00026312-0.0011947i,0.00019422-0.00041855i,1.4854e-05-2.4573e-05i,-0.00021131+0.00021598i,0.00037961-6.0087e-05i,0.00041247-0.00057464i,-0.00062632-0.00050696i,-0.0014388+0.00014639i,-0.00028306-0.00033296i,0.0013954-0.00056872i,0.0013931-0.00029305i,0.00056501-0.00054714i,0.0002191-0.00103i,0.00050414-0.00063872i,0.00034302+0.00036772i,0.00022547+0.00081853i,-5.4197e-05+0.00037342i
0.00018104-0.00032423i,0.00064001-0.0018301i,0.00024296-0.0013118i,-0.0002869-0.00050831i,-0.00027844-0.0012301i,-2.3835e-05-0.0022712i,-0.00031584-0.0019021i,0.00013126-0.0010309i,0.00067608-0.00053515i,0.00060699-0.00025562i,0.0006347-0.00069626i,0.00020819-0.00090543i,3.5036e-05-4.8528e-05i,0.00017926+0.00025834i,0.00027275-0.00044204i,0.00011112-0.00060212i,-0.0002987-0.00043579i,-0.00052329-9.2229e-05i,-0.0010102-0.00029569i,-0.0010108-0.00033019i,-0.00048064+3.727e-06i,-0.0004544+0.0001866i,0.00018615-0.00018125i
0.0018213+0.00084988i,0.0019143+6.1187e-05i,0.0019718-0.00049919i,0.0012313-0.00062161i,0.00092532-0.0017155i,0.00097115-0.0024764i,0.0019959-0.001051i,0.002229-0.00022644i,0.0006283-0.00044823i,-6.4392e-05-0.00075461i,0.00011957-0.00081342i,-0.00026511-0.0012412i,-0.00021576-0.0011977i,0.00012643-0.00099012i,-0.00011755-0.00011224i,-0.00011871+0.0002309i,1.6163e-05-0.00072738i,-7.9727e-05-0.00036991i,0.00035532+0.00017886i,0.00048989+0.00049932i,0.00061286+0.00039107i,0.00091862+7.7628e-06i,0.00058649-2.7602e-05i
0.0027464+0.00016443i,0.004626-0.00057794i,0.0039518-0.0027048i,0.0022462-0.0033558i,0.0013501-0.0021551i,0.00050669-0.0018404i,0.00040949-0.0011599i,0.0010729-0.00065984i,0.00090754-0.00035383i,-0.00055946+0.00083799i,-0.0017345+0.00074635i,-0.00096097-0.00026417i,-6.802e-05+9.767e-05i,-0.00014545+0.0001569i,-0.00056719-0.0001816i,-0.00051387+0.00012126i,0.00011203+0.00030504i,5.2203e-05-0.00055762i,0.00022693-0.00045009i,0.00045795+2.1618e-06i,0.00060514+0.00020648i,0.00032926+4.3944e-05i,0.0005523-2.9312e-05i
0.00013951+0.00088062i,-0.00065993+0.00024661i,-0.0012528+0.00026731i,-0.00065717+0.00063134i,0.00063079-8.2746e-05i,0.00083335-0.0014507i,0.00069238-0.0018367i,0.00088624-0.0016267i,0.00054342-0.0010099i,0.00040699-0.00040973i,-3.5033e-05-0.00076172i,-0.0010716-0.00074523i,-0.00085055+0.00071305i,-0.0002148+0.00069769i,-0.00040797-0.00028504i,-0.00075376-0.00044041i,-0.00065417+0.00028375i,7.344e-05+0.00038657i,0.00091022-0.00025356i,0.00083626-0.00062708i,0.0010144-0.00027346i,0.00026786+6.3469e-05i,-3.98e-05-0.0001328i
0.00092891-0.00063614i,0.0018153-0.00052912i,0.0021684-0.0005163i,0.00096389-0.00074964i,0.00065771-0.0011933i,0.0016975-0.0017165i,0.0018169-0.0014277i,0.0016786-0.0013222i,0.00093117-0.0010206i,0.0002694-0.00020997i,0.00088568+7.7231e-05i,0.0010556-0.00011477i,0.0005859-0.00020659i,-0.00056737+1.1458e-05i,-0.0010598+0.00025616i,-0.00026811+0.00024485i,0.00027601+0.00026491i,0.00028318-0.00029274i,-0.00014019-0.00049218i,5.6461e-05-5.412e-05i,6.5091e-05+0.00016386i,-0.00013258-0.00036851i,-5.7792e-05-0.00054648i
-0.00013275+0.00012011i,-3.7241e-05-0.00019957i,-1.8229e-05-0.00047972i,0.0005958-0.0011675i,0.0011498-0.0017163i,0.00071783-0.0019944i,0.00062371-0.0011904i,0.001213+0.00037923i,0.00097399+0.000728i,0.00092808+0.00066899i,0.00076231+0.00035679i,0.0001169-0.00034148i,-0.00059386-2.2846e-05i,-0.00057487+0.00014083i,-0.00018272-0.00032587i,0.00020481-0.0005457i,0.00056939-0.00060178i,0.00094174-4.0686e-05i,0.00097363+0.00040336i,0.00050825+0.00050276i,-0.00016592+0.00030939i,-0.00056339+0.00029139i,-0.00019222-0.00043636i
0.0018806+0.0026808i,0.0032766+0.0022542i,0.0049594+0.0012317i,0.004791-4.8741e-05i,0.0043109-0.0010426i,0.0035988-0.0021449i,0.002224-0.0014983i,0.0015398-0.00072221i,0.00093642-0.00049883i,0.00030571+0.0001363i,9.676e-05-0.00023948i,-0.00059731-0.0012633i,-0.00030885-0.0012276i,0.00050985-0.00035402i,0.00069533+0.00019927i,0.00057859+0.00018859i,7.7082e-05-1.2575e-05i,-0.00039663+0.00030282i,-0.00013022+0.00028581i,0.00047693+0.00030812i,0.00079764-0.0001261i,0.00074259-0.0005873i,0.0003723-0.00037274i
0.00031483+0.00015353i,0.00086799-0.00045561i,-0.00033206-0.0010524i,-0.0012227-0.002086i,-0.00087265-0.0024226i,-0.00080834-0.0022444i,0.00023427-0.0018253i,0.0011599-0.00094283i,0.00074074-0.00035398i,0.00031598-0.00028747i,8.1484e-05-0.00032588i,9.1259e-05-0.00038443i,0.00048331-0.00037381i,0.00059941-0.00075848i,0.00032207-0.0005333i,-7.0391e-05-0.00041403i,0.00054209-0.0002736i,0.00097782-0.0004519i,0.00060132-0.00072289i,0.00018884-9.6938e-05i,-0.00027617+0.00014796i,0.0001539+7.1048e-05i,0.00013999-0.00030396i
0.00074628-0.00036923i,0.00091637-0.0013954i,7.5843e-05-0.0023884i,-0.00084434-0.00086492i,-0.00063537+0.00014608i,0.0006057-0.000109i,0.00092037+0.00058356i,-0.00019928+0.00075432i,-0.00010582-0.00041228i,0.00016385-0.0012422i,-0.00023383-0.0013026i,-0.00038492-0.00072544i,-0.00065919+0.00070189i,-0.00030225+0.001098i,-5.4908e-05+0.0006216i,0.00020679-7.1445e-05i,0.00047946-0.00038056i,-0.00015632+0.00016753i,-0.0012107+0.0010329i,-0.0011357+0.00050252i,-0.00020555+8.0633e-05i,0.00069863-0.0003471i,0.00093068-0.00021025i
0.00039501+0.00027065i,-7.4271e-05-0.00091377i,-0.00099045-0.00045664i,0.00086159+0.00041953i,0.0025402+0.00036214i,0.0021899-0.00046662i,0.0014854-0.00026751i,0.0013627+6.0738e-07i,0.00089654+3.3362e-05i,7.2364e-06-0.00034715i,0.00012855-0.00019818i,0.00029016+0.00016328i,9.521e-05-0.00038962i,5.8266e-05-0.00056828i,6.6104e-05-0.00026022i,0.00029704-0.00028763i,0.00037537-0.00023608i,0.00024319+6.3366e-05i,-0.00028814+0.00069672i,-0.00088685+0.0004347i,-0.00028643-0.00059686i,0.00065648-0.0003365i,0.00078537-9.2363e-05i
-0.00014583+0.00010839i,-0.00019879-0.00063974i,8.8978e-05-0.00099611i,0.00070377-0.0011472i,0.00099784-0.00072799i,0.00079548-0.0010398i,0.0001287-0.00082495i,2.8241e-05-0.00024068i,0.0011292+1.2969e-05i,0.00097727-0.00017602i,0.00035969-0.00073965i,0.00025216-0.00095562i,-0.00029011-0.00070245i,-0.00035285-0.000337i,-0.00034861-0.00037888i,-0.00074791-0.00013103i,-0.00069323-4.3966e-05i,-0.00079353-6.0305e-05i,-0.00065596+9.0186e-05i,0.00027653-0.00021974i,0.00039347-0.00026385i,-0.00061341+5.6818e-05i,-0.00039207-0.00040737i
0.00099922+0.0022548i,0.00057975+0.0018766i,0.00067179+0.00066591i,0.0020746-0.00041086i,0.0037512-0.00096812i,0.0032084-0.0014559i,0.0017286-0.0010829i,0.0010875-0.0013496i,0.00070218-0.0013378i,0.00073576-0.0006646i,0.00043758-0.00047068i,-0.00022947-0.00063914i,-0.0003432-0.00061694i,-0.00079615-0.00043186i,-0.00084708-0.00028053i,0.00018134+0.00023675i,0.0013103+9.0152e-05i,0.0017443+5.0641e-05i,0.00093828+0.00065168i,0.00069207+0.0012117i,0.00014417+0.0012419i,-0.00076694+0.00044172i,-0.00052768-0.00045303i
0.0020269+8.5531e-05i,0.0012957+0.00029079i,-0.00063995-0.00081345i,-0.0013836-0.0026138i,-0.0010135-0.0039811i,-0.00065182-0.002694i,-0.0001231-0.0008459i,0.00060393-1.8368e-05i,9.5229e-05+0.00033623i,-0.00091397+0.00047589i,-0.0010036-0.00030846i,-0.0002479-0.0008023i,6.3216e-05-0.00091962i,-0.00032154-0.0001284i,-0.00054651+0.00079125i,-0.00072834+0.00075027i,-0.00071056+0.00070211i,-0.00035475+0.000391i,-0.00023444+0.00013095i,-0.00064704+3.4752e-05i,-0.0009154-0.00042807i,-0.0007916-3.2987e-05i,-0.00036162+0.00067158i
0.002242-0.001595i,0.0017583-0.0020519i,9.0514e-05-0.0030383i,-0.0017479-0.0019618i,-0.0018762-0.00079224i,-0.00027641-0.00031671i,8.0314e-05-0.00024601i,0.00027432-0.00013109i,0.0012613-0.0002031i,0.0015979-0.00010413i,0.0013534-1.7673e-05i,0.00038569-0.00083368i,-0.00036207-0.0013031i,-0.00037084-0.00096781i,-0.00052322-0.00089209i,-0.00052942-0.0006277i,-0.00028799-0.00048285i,3.106e-05-0.00074594i,2.7505e-05-0.00043063i,-0.00014265+0.00018264i,-0.00052491+0.00076067i,-0.00076052+0.00085259i,-0.00025187+0.0010058i
-0.00016993-0.00050689i,-0.00063009-0.0016407i,-0.00099976-0.00092903i,-0.0010144-0.001124i,-0.0008494-0.0011642i,-0.00096376-0.0004725i,-0.00063974-0.00074968i,5.1104e-05-0.0007384i,0.00024236-0.00028992i,0.00012153-0.00080833i,0.00051684-0.0009976i,0.00076102-0.00056965i,0.00057602-0.00020047i,0.00060346-0.00031964i,0.00076869-0.00049936i,0.00042424+0.0002632i,0.00024274+0.00075166i,0.00023683+0.00041045i,-1.3303e-05-0.00041935i,-0.00081379-0.00057551i,-0.00078894+0.00026273i,-7.6047e-05+0.00056923i,0.00047491+0.00016352i
0.0030045-0.002233i,0.0020134-0.003226i,0.0014518-0.0038604i,0.00099509-0.0030405i,0.000125-0.0016204i,-7.8485e-05-0.0010217i,0.00041434-0.0009011i,0.00097467-0.00074936i,0.0011505-0.00040689i,0.00048048-0.00034021i,-0.00057143-0.00067572i,-0.0014028-0.00057094i,-0.0022312-0.00048393i,-0.0012218-0.00087296i,0.00032774-3.6398e-05i,0.00042752+0.0005452i,0.00037742+0.0009372i,0.00058731+0.0010047i,0.0010795+0.00052424i,0.00105+0.00016892i,0.00017649+0.00028748i,-5.2779e-05+0.00063536i,0.00023088+0.00070026i
0.0020361-0.00049603i,0.0023738+0.00052787i,0.0019546-4.0442e-05i,0.0014841-0.0011081i,0.0012232-0.0015524i,0.0017048-0.001431i,0.0017953-0.00066971i,0.001133+3.9637e-05i,0.00036452+0.0004746i,8.26e-05-4.7468e-05i,0.00019497-0.00041674i,-0.00056431-0.00013871i,-0.00080101+0.00015931i,-5.1425e-05-0.0004285i,-7.865e-06-0.00068667i,0.00020144-0.00015082i,0.00058837-0.0003488i,0.0004274-0.00057741i,0.00036108-0.00023444i,0.00025455+3.2853e-05i,-7.1051e-05+0.00020794i,-0.00020646+0.00026903i,-0.00026759+0.00033004i
0.00037146-5.5162e-05i,-0.00048737-0.00093691i,-0.0011107-0.0014718i,-0.00032168-0.0016428i,0.00045973-0.0020225i,0.00034696-0.0017531i,0.00090115-0.0011524i,0.0014896-0.00043858i,0.0015054+0.0003176i,0.0011279+0.0004616i,0.001175+0.00012664i,0.0005285-0.00014633i,-0.00037006+0.00024137i,-0.00031098+0.0011554i,0.00096609+0.00098444i,0.00085583+0.00051731i,4.3814e-05+0.00041181i,0.00036909+4.0514e-05i,0.00081373-0.00012825i,0.00098739-0.00038067i,0.00077212-0.00043356i,0.00011639-0.00024544i,-0.0003515-0.00083392i
-0.00045569+0.00093545i,0.00077436+0.00041891i,0.0013498+0.00022488i,0.0021277+0.00059296i,0.0016058-0.00042683i,0.0016137-0.0019536i,0.0019213-0.0013768i,0.0010344-2.4167e-05i,0.00057809+0.00087415i,0.001285+0.00052708i,0.0016355-0.0007873i,0.0015442-0.0014302i,0.0015012-0.0011298i,0.00036769-0.0002968i,-0.00068919-3.8869e-05i,-0.00048382+9.7112e-05i,0.00032865+0.00048029i,0.00075725+0.00046255i,0.00060732+0.00027921i,0.00075247+0.00011163i,0.00052607+0.0003798i,-0.00019464+0.00047465i,-0.00048643-0.00068543i
0.00091358-0.0021366i,-0.0013552-0.0024353i,-0.0026815-0.0014515i,-0.0016709-0.00044055i,-0.00046349-0.00017617i,0.00051797-0.00035781i,0.0016546-0.00028242i,0.0023501-0.0004395i,0.0021097-0.00050338i,0.0012585+0.00016025i,0.00049581+0.00057379i,-0.0007648-0.00034474i,-0.0014723-0.00072672i,-0.0010686-0.00037604i,-0.00021417-0.00064246i,0.00070783-0.00084795i,0.0011278-2.5089e-06i,0.00042951+0.0011126i,-0.00043041+0.00080717i,-0.00042169+0.0004092i,-0.00013846+0.00014919i,-0.00051083+0.00020094i,-0.0010617+0.00044828i
0.0017133-0.0028281i,0.0025902-0.0034268i,0.0027745-0.0044048i,0.0013815-0.0039399i,0.00020486-0.0024241i,4.3172e-07-0.0010499i,9.3605e-05-0.00011266i,0.00049821-0.00042946i,0.00047689-0.00091875i,0.00015863-0.00082957i,-0.00051185-0.00088242i,-0.0010734-0.0010331i,-0.00088356-0.00041685i,-0.00075008+9.4635e-05i,-0.00028249+0.00021136i,-3.8739e-05+0.00055666i,-0.00011387+0.00077307i,-4.4292e-05+0.00059667i,0.00012135+0.00015508i,0.00028557+0.00046801i,0.00061102+0.00010016i,0.00027657-0.00045227i,-0.00031037-0.00021979i
0.00082463-8.1102e-05i,0.0010702+0.00058126i,0.0010349+0.00013134i,0.00058774-0.00045713i,-6.8843e-06-0.0010318i,0.00020781-0.001277i,0.0011846-0.00047451i,0.0012842-0.00043459i,0.00074523-0.00018649i,0.00024006+0.00025338i,0.00038734+0.00024382i,0.0002527-0.00035449i,0.00019267-0.0011204i,0.00031474-0.00041034i,-0.00051823-0.00021957i,-0.00029616-0.00078223i,0.00054814-0.00089416i,0.00017669-0.00018807i,-5.7516e-05+1.4278e-05i,0.00014048-0.00020095i,0.00012875+0.00026913i,0.00031241+0.00037682i,0.00079974+0.00023699i
-0.00086127-7.4989e-05i,-0.0002737-0.0012483i,-0.0002861-0.0017265i,0.0007648-0.00096378i,0.0016831-0.00033505i,0.00085853+0.00024867i,0.00041883+0.00085746i,0.00091968+0.00059685i,0.00050916+0.00060667i,0.00044852+0.0014434i,0.0007966+0.0010619i,0.00038158-0.00058554i,-0.00025975-0.00098874i,-0.00061593-0.00098057i,-0.00045985-0.00072848i,-0.00016403-0.00013945i,-6.4833e-05+8.3433e-05i,-6.4337e-05-0.00026102i,0.00024285-0.00070204i,0.00046132-0.00071403i,6.8286e-05-0.00061304i,-0.0003001-0.00064545i,-0.00069872-0.00058569i
0.00044326+0.00092382i,0.0017099+0.0013013i,0.0025384+0.00071571i,0.002803-0.00070309i,0.0026291-0.0014929i,0.0014418-0.0021634i,0.00079114-0.0024455i,0.0010638-0.0015476i,0.00091156-0.00026008i,0.00018331+0.00018383i,0.00076175-0.00054249i,0.0011357-0.00079969i,0.00015859-0.00074671i,-0.00095171-0.0008862i,-0.0015371-0.00018891i,-0.00090606-0.00018354i,-9.6928e-05-0.00090345i,-0.0003757-0.00047148i,-0.00081699+0.00039764i,-0.00057533+6.7037e-06i,0.0001522-0.00039626i,2.8347e-05-0.00016767i,-4.2673e-06-0.00010803i
-0.00088792-0.0013912i,-0.00049262-0.00199i,-0.0015464-0.00096897i,-0.0017966+0.00048856i,-0.0001684+0.00096651i,0.0009308+6.9701e-05i,0.0014011-0.00026179i,0.0021239+5.2065e-05i,0.0019802+3.5426e-05i,0.00058581-5.3998e-05i,-0.00054333-3.8969e-05i,-0.00048232-0.00020696i,-0.00022911-0.00054647i,-0.0003463-0.00043084i,-0.00018185-0.00015235i,-8.9886e-05-8.1856e-06i,0.00023666+0.00074079i,-9.8836e-05+0.00042933i,-0.00083222-0.00028162i,-0.0007814-5.6007e-05i,0.00058877+0.00053935i,0.00095295+0.00027291i,-7.9334e-05-0.0006019i
0.0055703-0.00029564i,0.0057654-0.0014001i,0.0038966-0.0039i,0.0018727-0.0046245i,0.00093046-0.0029349i,0.0005183-0.00046186i,0.0010095+0.00069825i,0.00080759-5.7925e-05i,-0.00034472-0.00084783i,-0.001075-0.00074494i,-0.00065033-0.001395i,-6.1027e-05-0.0016807i,-0.00017468-0.00076639i,-0.00045676-3.6747e-05i,-0.0007885+0.00051824i,-0.00050495+0.00046231i,-0.00020329+1.7127e-07i,-0.00083509-0.00025778i,-0.00097327-2.2096e-05i,-0.00037817+0.00061524i,7.5797e-07+0.00010918i,0.00038776-0.00030296i,0.00045198+3.0735e-05i
0.0017335-0.002083i,0.0018056-0.0013209i,0.00043694-0.0018067i,-0.0012332-0.0017987i,-0.0021116-0.0021243i,-0.0014814-0.0024494i,-1.3576e-05-0.0012342i,0.001234-7.3704e-05i,0.00060607+0.00028342i,-0.0006228+0.00012627i,-0.00020712+0.00065206i,1.0146e-05+0.00068581i,-0.00049328+0.00019426i,-0.0002737+0.00019283i,0.00018353+0.00024911i,0.00037109-2.1923e-05i,0.00048372-0.00025768i,9.8624e-05-7.1969e-05i,-0.0003003-4.3427e-05i,-0.00035047+0.00018195i,-0.00049437+0.00066257i,-0.00046293+0.00067076i,-0.00019164+0.00065467i
-0.00072662-0.0018744i,-0.00070867-0.0018486i,-0.00095713-0.0017915i,-0.0010875-0.0014644i,-0.00029456-0.00087696i,1.2594e-05-0.00060024i,0.00058951-0.00086241i,0.0021276-0.00073275i,0.0011931-0.00017388i,-3.3068e-05+0.00091914i,0.00031749+0.0009534i,0.00025673+0.00032349i,8.3607e-05+0.0003366i,0.00070976+0.00082806i,0.00051558+0.00080928i,0.00016888+0.00030598i,-0.00023831+0.00052167i,-0.00034748+0.00056755i,2.3887e-05+0.00034005i,0.00031714+0.00050863i,-0.00020669+4.3428e-05i,-0.00082186+1.6925e-05i,-0.00020106+0.00085176i
0.002599-0.00078796i,0.0025948-0.0011989i,0.0013038-0.0018863i,0.00061188-0.0016279i,0.00070565-0.0014445i,0.00085222-0.00033764i,0.00095936+0.00048281i,0.00031454+0.00080166i,-0.00036278+0.0010472i,-4.309e-05+0.00083381i,7.4864e-05+0.00034703i,-0.00020126-0.00054966i,-0.00019725-0.0011114i,9.4241e-05-0.00046279i,0.00019819+0.00024896i,-7.8076e-05-0.00033994i,0.00034233-0.00048575i,4.8993e-05-8.2617e-06i,-0.00047663+0.0001207i,3.533e-05+4.585e-06i,-3.526e-05+0.00027393i,0.00016492+0.00088385i,0.00099107+0.00045948i
0.0011137-0.0011846i,0.00080066-0.0017945i,-2.062e-05-0.0014021i,-0.00041517-0.00075157i,7.0754e-05-0.00025951i,0.0010983+0.00020334i,0.0014982+0.00024334i,0.0013385+0.00041473i,0.0010413-3.4614e-05i,0.00043222-0.00027087i,-0.00015824-0.00053509i,-0.00018208-0.0013784i,-0.00026038-0.0009264i,0.00025105+0.00088162i,0.00071694+0.0014796i,0.00052684+0.0007536i,-9.8801e-05+0.00011971i,-7.8926e-06+7.8829e-05i,0.0005417+0.00066857i,0.00056311+0.00075529i,0.00012783+0.00046886i,-0.00036762-9.1002e-05i,0.00015878+0.00021535i
0.0016684-0.00025996i,0.0024132-0.001071i,0.0030848-0.0032442i,0.0033779-0.0043539i,0.0023631-0.0033535i,0.0010284-0.0024785i,0.0012828-0.0015862i,0.0010031-0.00018433i,-0.00041546+0.00022621i,-0.00070799+0.00016112i,-0.00046018-0.00035825i,-0.00033903-0.00018357i,-0.0004056+0.00090284i,-0.0008892+0.0010984i,-0.00072721+0.00022379i,-0.00037342-0.0005656i,-0.00067308-0.00050053i,-0.0005955-8.4613e-06i,-0.00024488+0.00055416i,7.8832e-05+0.000699i,6.6226e-05+0.00045283i,0.00011678+0.00074765i,0.00045114+0.00064899i
0.00056922-0.0001467i,0.0012881-0.0015784i,0.0014685-0.0019695i,0.0014178-0.001597i,0.0010296-0.00099228i,0.00013803-0.00024053i,8.2297e-05+0.00044177i,0.00043396+0.00024271i,-0.0006635+0.00022199i,-0.00081379+0.00054818i,-0.00033775+0.0009336i,-0.0005709+0.00072892i,0.00014777+0.0002195i,0.0003891-9.9854e-05i,0.00027051-0.00055306i,0.00062566-0.00023335i,0.00070295+0.00037932i,0.00058146+0.00091917i,0.00020922+0.00034952i,-0.00023168+0.00025281i,-0.00081447+0.00042397i,-0.0014708-0.00083037i,-0.00071547-0.0011277i
-0.00014281+0.00050344i,0.00020901-0.00087161i,-0.0002368-0.0021855i,-0.00051448-0.0025088i,8.6172e-05-0.0026529i,0.00048963-0.0020868i,0.00052144-0.0010677i,0.00076845-0.00080369i,0.0013457+8.4873e-05i,0.001552+0.0011311i,0.00094844+0.0012165i,0.00056944+0.00040259i,0.00055982-0.00029128i,0.00059322-0.0007783i,0.00050288-0.00084238i,0.00036876-0.00047145i,0.00021368+0.00022206i,-0.00045607-0.00030791i,-0.00071413-6.4051e-06i,-0.00011386+0.00049788i,0.00042347+3.7349e-06i,0.0002489-0.00026539i,0.00044703-0.00010419i
-0.00066975+0.00034961i,-0.0002025+0.00060881i,-0.00021507+0.0017932i,0.0016704+0.00075071i,0.0035054-0.00063801i,0.00372-0.00083642i,0.0025044-0.00057075i,0.0019217-0.00027262i,0.0020623-0.00013241i,0.0017217-0.00010803i,0.0013807-0.0010801i,0.00071006-0.0017128i,-0.00026613-0.00098924i,-0.00083136-0.00086879i,-0.00072736-0.0014379i,-0.00028642-0.00064127i,-0.00041331+0.00021028i,-0.00052221+0.00071301i,-0.00021083+0.0010967i,-0.00046608+8.0317e-05i,-0.00048225-0.00069445i,1.9133e-05+6.491e-05i,0.00034384+0.00086163i
-0.00078124+0.0014698i,0.00010572+0.0014673i,0.00016091+0.00061458i,0.00024938-0.00019889i,0.00084593-0.00069484i,0.00064321-0.0002373i,0.00036418+0.00074407i,0.00047053+0.00079025i,0.0014878-0.00049355i,0.0017468-0.0013506i,0.00077235-0.0019313i,-0.00018678-0.0018079i,-0.00041709-0.00099106i,-0.00093708-0.00017913i,-0.00074024+0.00031773i,0.00035845+0.00031753i,0.00087742+0.00027087i,-2.4469e-06+0.00022466i,-0.000833+0.00017708i,-0.0010406+2.3603e-05i,-0.00047655-0.00021502i,0.00034475-0.00016241i,0.000522-0.00016897i
0.0024693-3.5642e-05i,0.0025271-0.0015985i,0.00082421-0.0036157i,-0.00020539-0.0032259i,-0.0003391-0.0021471i,4.7222e-05-0.0013772i,0.00090767-0.00050228i,0.00099914-0.00039565i,0.00013198-0.00065983i,-0.00047386-0.00093843i,-0.00072773-0.0010164i,-0.0010552-0.00055604i,-0.0014811-0.00030093i,-0.00055019+0.0004615i,0.00057015+0.0012106i,0.00052729+0.0009812i,3.2036e-05-6.6222e-05i,-2.5364e-05-0.00067294i,0.00017417-0.00025087i,0.0001801-0.00013877i,0.00046778-0.00020276i,0.00043083-6.3891e-05i,0.00074694-0.00020326i
0.0021294-0.00093607i,0.0023174-0.0018113i,0.0013124-0.0011879i,0.001223-0.00046877i,0.001453-0.0011614i,0.0012794-0.0016652i,0.0013468-0.001396i,0.00087318-0.00085626i,-0.00036874-0.00027395i,-0.0013493+0.00037199i,-0.00093256+0.00066261i,0.00055583+0.00065179i,0.00071837+0.00030437i,0.00016078+0.00026747i,0.00072883+0.00068381i,0.001147+0.00058066i,0.0009529+0.00034721i,0.00094051+0.001006i,0.0013361+0.0013654i,0.0015368+0.00064502i,0.0016207+0.00069029i,0.0010622+0.0002515i,0.00041243+0.00010446i
-0.0019445-0.0028878i,-0.002115-0.0024763i,-0.0020995-0.0014662i,-0.0016539-0.00075751i,-4.3149e-05-0.00012677i,0.00091598+0.00049241i,0.0010352+0.00073947i,0.0011293+0.00089481i,0.0013011+0.0014831i,0.0017432+0.0019103i,0.0021559+0.0017308i,0.0015935+0.00057016i,0.00086903-0.0010776i,0.00099609-0.0014695i,0.00027104-0.00042931i,-0.00038965+0.00048341i,-0.00033091+0.00043473i,-0.00037443-9.4015e-05i,-0.00074399-0.00014565i,-0.00053741+0.00043854i,-1.3847e-06+0.00057884i,7.7244e-05-0.00037754i,0.00040791+0.00013262i
0.00039981+0.0033496i,0.0015145+0.0030977i,0.0037036+0.001645i,0.0028805+0.00059881i,0.0013668-0.0011769i,0.0010224-0.0024848i,0.0012759-0.0011034i,0.0016581+0.00017916i,0.0011268+0.00042086i,0.0016588+0.0003187i,0.0024462-0.00071416i,0.0010627-0.0016772i,0.000559-0.0018969i,0.0001104-0.0015826i,-0.0012535-0.00085586i,-0.00086216-0.00020454i,1.2062e-05+0.00014091i,-5.3134e-05+0.00019837i,-0.00044148+0.00022897i,-0.0007765+0.00038743i,-0.00038114+0.00040748i,0.00015161+0.00072635i,0.00012997+0.0002411i
0.0010271-0.0021059i,-0.00072225-0.0020168i,-0.0023787-0.00087357i,-0.0018628+0.00012761i,0.00095373-0.0005546i,0.0025292-0.0014164i,0.0018664-0.0012849i,0.001523-0.00087237i,0.00060566-0.00040048i,-0.0007055-0.00026662i,-0.00079001-0.00071069i,-0.00063436-0.0010859i,-0.00092034-0.0010609i,-0.00074113-0.00042627i,-0.00017441-0.00025909i,0.00061726-0.0007848i,0.00045469-0.00062325i,-0.00045302+0.00052561i,-0.00050746+0.00033292i,-0.00069875-6.2908e-05i,-0.00057281+0.00024971i,-0.00028984+0.00029206i,-0.00047+0.00065566i
