-0.0025594+0.0011529i,-0.0015497+0.00074462i,-0.0008674+0.00076592i,-6.5782e-05+0.00063404i,0.00023502+9.6154e-05i,0.00075553-0.00040857i,0.00051731-0.00013691i,0.00034379+0.00043408i,0.00064809+0.000739i,0.00060284+0.00044961i,0.00049158-0.00051103i,-8.1035e-05-0.00080315i,5.0318e-05-2.7991e-05i,0.00042011-0.00033408i,-0.00011251-0.00074036i,4.726e-05-0.00028427i,0.00030026+0.00014735i,0.00021614-0.00014208i,0.00064703-0.00018099i,0.0010013+0.00067794i,0.0010518+0.00074024i,0.000391-0.00017566i,0.00010052-0.00074322i
-0.0021433-0.00032984i,-0.0017384+0.00090519i,-0.00068076+0.00088004i,0.00031473-0.0014638i,0.001367-0.003192i,0.0012024-0.0037402i,-0.00051119-0.0027917i,-0.0019758-0.00093586i,-0.003008+0.00022219i,-0.0031625+0.0014481i,-0.0026107+0.0016725i,-0.0014829+0.0013419i,0.0002506+0.0013223i,0.0015845+0.00098899i,0.0022331+0.00042149i,0.0025618-9.8584e-05i,0.0019718-0.00086808i,0.0011944-0.00071859i,0.00042997-3.5936e-05i,4.4634e-05-0.00019488i,-0.00035567-0.00025013i,-0.00010251-6.9277e-05i,0.0003332+0.00021771i
0.00030061-9.9451e-05i,0.00013911-0.00083708i,-0.000778-0.00041217i,-0.00027379-0.00080659i,0.00072493-0.0021626i,0.0011382-0.0019324i,-0.00037173-0.00033817i,-0.0016173+0.0011591i,-0.0009645+0.0029354i,0.0001859+0.0032952i,0.00052072+0.0022235i,0.00060736+0.0014225i,0.00077606+0.00018152i,0.00046096-0.0011195i,0.00037395-0.0020352i,0.00061031-0.0016695i,0.001228-0.00035641i,0.0011612+0.0010179i,0.0010997+0.0018965i,0.0014752+0.0013947i,0.0016747+0.00058415i,0.0015832+7.7417e-05i,0.00072555-0.00049078i
0.002866+0.00053085i,0.0026168-0.001362i,0.0028606-0.0038898i,0.0022932-0.005292i,-0.00064312-0.0043575i,-0.0027908-0.0022276i,-0.0016334+0.00013411i,-0.00019639+0.0013752i,0.0013228+0.0018112i,0.0024882+0.0022849i,0.0022091+0.0016474i,0.0011341+2.9461e-05i,0.00055743-0.00072465i,0.00018568-0.00012055i,0.00050994-0.00075343i,0.00071322-0.0018329i,-0.00027346-0.0029146i,-0.00094654-0.0034408i,1.9713e-05-0.0024541i,0.00078875-0.0015062i,-0.00026843-0.0012768i,-0.00045847-0.0012298i,-0.00026018-0.00076976i
0.00074625-3.3569e-05i,0.0015139+0.00018321i,0.0017587-1.2859e-05i,0.0012121-0.00066945i,0.0015677-0.0015878i,0.0015341-0.00175i,0.0013047-0.00054988i,0.0023999+0.00019554i,0.0036861-0.00062535i,0.0035528-0.0024628i,0.0021698-0.0025132i,0.00054815-0.0016943i,-0.00053157-0.0014725i,-0.0013399-0.0005333i,-0.0023612+0.00068866i,-0.0027191+0.0018601i,-0.0021777+0.0021016i,-0.0012816+0.00045092i,3.661e-05-0.00087103i,0.0008764-0.0012083i,0.00085473-0.0020054i,0.00059228-0.0020495i,0.00068844-0.00079095i
0.0014395-0.00042879i,0.0016789-0.00063572i,0.0028881-0.0018696i,0.0037-0.0035062i,0.001882-0.0032391i,-0.00021349-0.0019256i,-0.00032453-0.0010156i,0.00020685-0.0015663i,-0.00067403-0.0032611i,-0.0017564-0.0040606i,-0.0017272-0.0034684i,-0.0017553-0.0013263i,-0.0019388+0.00059228i,-0.0016888+0.0013539i,-0.0010091+0.001116i,-0.00081367+0.00022802i,-0.0013832-0.00031036i,-0.0013843-0.0003822i,-0.00072532+0.00040498i,1.3907e-05+0.0007278i,0.00056184-2.1789e-05i,0.00039164+5.5676e-05i,-0.00020313+0.0010438i
-0.0027981-0.00096486i,-0.0030007+0.0009226i,-0.002855+0.0014212i,-0.00062672-0.00011071i,0.0025515-0.0012498i,0.0036011-0.00041901i,0.002436-0.00061935i,0.0016385-0.0020099i,-0.00050217-0.0027701i,-0.0030443-0.0020067i,-0.0027761-0.0010841i,-0.0012702-9.6983e-05i,-0.00039709+0.00050857i,-7.3001e-05+0.0001969i,0.00024106+0.00091435i,0.00084887+0.0021167i,0.001388+0.0022249i,0.001171+0.0023532i,0.00026784+0.0014813i,-0.0002015-0.00044899i,-0.0001439-0.0012791i,0.00031762-0.00073636i,0.00068789+1.1184e-06i
0.0014771-0.0017606i,0.00096236-0.0019849i,0.0021193-0.0022341i,0.0028886-0.0030265i,0.002864-0.0031546i,0.0023052-0.0013715i,0.00049213-0.00031475i,-0.0020207+3.5899e-05i,-0.0034362+0.0014646i,-0.0028629+0.0022378i,-0.0011215+0.0017888i,-0.00062655+0.0014033i,-0.00035301+0.0017116i,0.0013828+0.0017966i,0.0023506+0.0011672i,0.0016278-0.00032717i,0.00033827-0.00047655i,-0.00023447+0.00088654i,-0.000215+0.0009623i,0.00024096+0.00053484i,-0.0001468+0.00080126i,-0.00028207+0.00050423i,0.00069925-6.1774e-05i
-0.00012499-3.1021e-05i,-7.2719e-05+0.0004864i,0.00055718+0.00022248i,0.00053146-0.001108i,0.0011153-0.0029285i,0.0013117-0.0037355i,-0.00048356-0.0026907i,-0.0014585-3.2392e-06i,-0.00063662+0.0035424i,0.00026985+0.0053349i,0.00031989+0.0038382i,0.00042251+0.0019363i,0.00086167+0.0010627i,0.0010459+0.00035039i,0.00074468-0.00074367i,0.00097215-0.0011112i,0.0019185-0.0010847i,0.0018485-0.0018349i,0.0013834-0.0013815i,0.00071438-0.00052038i,-0.0001191-0.00054002i,-0.00047459-0.00063503i,-0.00076094-0.00037047i
-0.00024515+0.0004441i,0.00014204+0.0011656i,0.00097231+0.00042162i,0.0019753-0.00086103i,0.0014157-0.0021673i,0.00010294-0.0021194i,-0.00066997-0.00053716i,-0.0011426+0.0023916i,0.00035758+0.0042299i,0.0019554+0.0027723i,0.0024539+0.000287i,0.0022324-0.00074643i,0.0018686-0.00064673i,0.0014839-0.00086933i,0.00083222-0.0010735i,9.2102e-05-0.00070847i,-0.0013789+6.6525e-05i,-0.001951+0.00098644i,-0.0013121+0.0017302i,-0.00046819+0.0019955i,0.00038882+0.0010519i,0.0011376+9.9744e-05i,0.001357-0.00056675i
0.0002553+0.00070448i,0.0010077+0.00015952i,0.0013502-0.00013542i,0.0013882+0.00024274i,0.0004547-0.00023284i,-0.00083621-0.0010376i,-0.00078514-0.00038521i,0.0011839+7.0296e-05i,0.0038037-9.5715e-05i,0.003857-0.00089741i,0.0018581-0.0018651i,0.00015835-0.001957i,-0.00095548-0.0017784i,-0.0009508-0.0014988i,-0.0012355-0.00071202i,-0.0015375+0.00034522i,-0.00090719+0.0012193i,-0.00046947+0.00065419i,-0.00010798-0.00011008i,-0.00033946+0.00015371i,-0.00057356-0.000183i,-0.00064244-0.00075694i,-0.00098655-0.00073695i
0.0017348+0.0016454i,0.0028207+0.0011742i,0.0038155-0.0015279i,0.0048741-0.0037888i,0.0047448-0.003638i,0.0029509-0.0023314i,0.0017786-0.00061313i,0.0016418-0.0013626i,0.0010255-0.0034955i,0.00028787-0.0042505i,-0.00094591-0.0035096i,-0.0020439-0.0022043i,-0.0021956-0.00095174i,-0.00099222+0.00040188i,0.00054515+0.0016027i,-1.4411e-05+0.0024097i,-0.0002146+0.003447i,0.00031232+0.0038736i,0.0001569+0.0023195i,0.00027206+0.00031065i,0.00067622-0.0011451i,0.00061531-0.0010165i,-0.00058172-0.00066581i
0.00084309-0.002554i,0.00031737-0.0018601i,-0.00073462-0.0014551i,-0.00039094-0.0010044i,0.00080691-0.00076055i,0.0010882-0.00056434i,0.0009642-0.0010302i,-6.1658e-05-0.0026558i,-0.0022198-0.0036259i,-0.0036534-0.0026645i,-0.0031257-0.00095244i,-0.0018784+0.00027568i,-0.00027934+0.0011738i,0.00057996+0.0022511i,0.00047234+0.002366i,0.0010706+0.0020448i,0.0018323+0.00076076i,0.0015499-0.0013675i,0.00011836-0.0013282i,-0.00090257+0.00026781i,-0.0007221+0.0012853i,-0.0004757+0.0018911i,-0.00038472+0.0018254i
0.00091245-0.00026876i,0.00062726-0.00075252i,0.00071332-0.0024007i,0.00087013-0.0040392i,0.00093935-0.0038292i,0.0001985-0.0014789i,-0.0011108-0.00097i,-0.0031945-0.0019596i,-0.0049188-0.0010218i,-0.0043401+0.00094129i,-0.00217+0.0015811i,-0.00056507+0.0014367i,0.00010642+0.0013698i,0.00076838+0.00083283i,0.0017134-0.00050638i,0.0023314-0.0011776i,0.0026066-0.00054903i,0.0017297+0.00012003i,0.00071946+0.00036916i,0.00019236+0.00044838i,-0.00025276-3.4981e-05i,-0.0003256-0.00045359i,-7.1948e-05-9.3876e-05i
-0.003152+0.0017535i,-0.001353+0.0026354i,0.00042829+0.0014622i,0.00072254-0.00069936i,0.00015573-0.002076i,0.00045565-0.0024073i,0.00059929-0.00094592i,-0.0012103+0.0013368i,-0.002657+0.0035648i,-0.0018712+0.0045289i,-0.00024515+0.0029466i,0.00080186+0.00096331i,0.0009727-0.00036012i,0.0018833-0.0007683i,0.0015872-0.00012769i,-0.00039948-0.00039024i,-0.00112-0.001462i,-0.0013172-0.001463i,-0.00072185-0.00066047i,0.0005618+1.5821e-05i,0.00065965+0.0001866i,7.2344e-05-0.00038813i,0.0003805-0.00046479i
-0.0029621-0.00088342i,-0.0016326+0.00039668i,-0.00083983+0.00061253i,0.00063272-0.0015213i,0.0037783-0.0035904i,0.0043691-0.0029738i,0.0018252-0.00094366i,0.00063673+0.0010386i,0.00092166+0.0026188i,0.001293+0.0030809i,0.0017769+0.0018827i,0.0019944-0.00023794i,0.0016512-0.001575i,0.0013027-0.001495i,0.00027329-0.0013745i,-0.0012409-0.0013487i,-0.0021703-0.000451i,-0.0017831+0.00013271i,-0.00044343+0.0001528i,0.00093329+0.00026827i,0.0014295-0.00021106i,0.00087226-0.00084703i,-4.4628e-05-0.0014456i
0.0014548+0.00018639i,0.00087721-0.00092008i,0.00079249-0.0010418i,0.00098106+1.6626e-07i,0.0012355-0.00063639i,0.0011176-0.0015179i,0.00028552-0.00024266i,0.0018628+0.0016485i,0.0042872+0.0025561i,0.0041322+0.00097219i,0.0022811-0.0014711i,0.00048651-0.0013177i,0.00019421-0.00057021i,-0.00020515+0.00028152i,-0.00060899+0.0009405i,-0.00044983+0.00059496i,-0.00079397+0.00095953i,-0.0016201+0.0018203i,-0.0015485+0.002593i,-9.5441e-05+0.0018763i,0.00012666+0.00037756i,-0.0010846-0.00081618i,-0.00088318-0.0014918i
-2.824e-05-0.00024937i,0.00020815-0.00041288i,0.0014176-0.0010194i,0.0023323-0.0024248i,0.0023532-0.0023931i,8.6924e-05-0.0014859i,-0.00032577-0.0014666i,0.0023863-0.0016584i,0.003471-0.0019726i,0.0026577-0.0014568i,0.00074977-0.00011585i,-0.00066549+7.0104e-05i,-0.00036559+0.00024194i,-0.00031322+0.00093094i,-0.00080256+0.00041263i,-0.00064257+0.0004571i,9.1852e-05+0.00066666i,0.001269+0.00027565i,0.0020748-0.00025476i,0.0013745-0.00044809i,0.00018689-0.00083836i,-0.00030085-0.0013899i,-0.00059798-0.00072913i
-0.00041496-0.00078764i,-0.00016353-0.0010079i,0.00022119-0.0010604i,0.00068336-0.0018118i,0.00053067-0.0021485i,-6.8501e-05-0.00081547i,6.7245e-05-0.00016813i,0.00060917-0.00094128i,0.00057244-0.0022907i,-0.0003662-0.0024169i,-0.0011697-0.00074229i,-0.0015394+0.00051301i,-0.0012407+0.0013012i,0.00026766+0.002058i,0.0019736+0.0023991i,0.0026151+0.0012124i,0.0020238+0.00020462i,0.00072598+0.00020657i,-0.00034679+0.00085416i,-0.0010961+0.00082878i,-0.0011739+0.00065673i,-0.00040906+0.00088987i,0.00041669+0.00073571i
0.00017306-0.0015681i,-0.00021769-0.00058594i,0.00077122-0.00072513i,0.00092574-0.0029189i,0.0013197-0.0041148i,0.00084506-0.0019306i,-0.0015188-0.00085098i,-0.0029985-0.0028046i,-0.0035847-0.0033088i,-0.0036418-0.0021562i,-0.0020772-0.00062825i,-0.00078255+0.00064332i,0.0001552+0.0011776i,0.00033292+0.0010775i,0.0002366-0.00035608i,0.00091101-0.0013325i,0.0015961-0.0019105i,0.0015575-0.0028744i,0.00046599-0.0031611i,-0.00046905-0.002617i,-0.0004045-0.0018203i,0.00039051-0.0011987i,0.00068123-0.00015572i
0.0010401-0.00051732i,0.0012656-0.0011979i,0.0013892-0.0030316i,0.001455-0.0041668i,0.0017613-0.0041048i,0.0013536-0.0028264i,3.6909e-05-0.0010823i,-0.0013147-0.00033674i,-0.0028805-3.174e-05i,-0.0030182+1.3296e-05i,-0.0013781-0.00031674i,-0.00015455-3.4275e-05i,0.00069171+0.0013193i,0.001926+0.0015665i,0.0023114+0.00065935i,0.0016064+0.0001174i,-0.00036806+0.00037907i,-0.0021363+0.00056393i,-0.0019344+0.00088999i,-0.00087714+0.0011703i,-0.00086809+0.00086235i,-0.00040917+0.00055803i,0.00058408+0.00068332i
0.00079793+0.00051841i,0.00050543+0.00060912i,0.0015177+0.0015985i,0.0020401-0.00021891i,0.0025553-0.0028023i,0.0020945-0.002749i,0.00024069-0.00077076i,-0.0016958+0.0017975i,-0.0025345+0.0030197i,-0.0018641+0.0020421i,-0.0013591+0.00040929i,-0.0018069-0.00059922i,-0.0021325-0.0011699i,-0.0025543-0.0009263i,-0.0026605-0.00044915i,-0.0022667-6.6955e-05i,-0.0017484-0.00013283i,-0.0011662-0.00090035i,-0.00069073-0.00013421i,-0.00039641+0.00042724i,-0.00040991-0.00042672i,-0.00058699-0.00078046i,-0.00035484-0.00084985i
-0.00095779+0.002691i,0.00036171+0.0019463i,0.0021708+0.00070078i,0.0032139-0.00085615i,0.0030225-0.0016427i,0.0015149-0.0026223i,0.00072714-0.0016078i,0.0013684+0.0017504i,0.0016125+0.0040177i,0.0010833+0.0041018i,0.00039219+0.0028335i,0.00051158+0.0017081i,0.00022842+0.00037246i,0.00015534-0.00096596i,0.0012529-0.00051256i,0.001421+0.00076663i,0.00076559+0.0019709i,0.00052704+0.0032076i,0.0016422+0.0033037i,0.0021109+0.0022291i,0.0012548+0.00081422i,0.0001009-0.00011197i,-0.00092257-0.00026586i
-0.0015697+0.0015586i,0.00010527+0.0022177i,0.001947+0.0036333i,0.0037091+0.0031656i,0.0045331+0.00073629i,0.0032879-0.0002173i,0.0025637-0.00040106i,0.002859-0.00075223i,0.00323+0.00048341i,0.0032663+0.0022074i,0.0014276+0.0015891i,-0.00023443+0.00098855i,-0.001052+0.0017002i,-0.0023704+0.0019288i,-0.0028684+0.00092708i,-0.0022835+0.00022345i,-0.0015739-0.00078739i,-0.0008292-0.0018784i,-0.00047372-0.0021324i,-0.00063673-0.0020987i,-0.00060152-0.0013865i,-0.00095795-0.00072677i,-0.0012214-0.00072755i
0.00095316+0.00073953i,0.00060851+0.00025335i,0.00089737-0.0019146i,0.0013969-0.0038149i,0.0015395-0.0041634i,0.00097076-0.0024596i,0.00070002-0.00083484i,0.0017263-0.0014005i,0.0035399-0.002138i,0.0035116-0.0018046i,0.0021194-0.00073734i,0.0014465+0.00078941i,0.0019964+0.0012251i,0.0025186+0.00070652i,0.0025737+6.6456e-05i,0.0029861+0.0002481i,0.0033049+0.00098058i,0.0035185+0.0014976i,0.0034382+0.00088096i,0.002383+0.0002085i,0.0011614-0.00024317i,3.4974e-05-0.00049362i,-0.00039498-0.00039784i
-0.0010182-0.0010958i,-0.0004415-0.00065209i,0.00018907-0.0011027i,0.0008047-0.0019293i,0.00145-0.0022545i,0.0012797-0.0019305i,0.00074122-0.0021129i,0.00025409-0.0034374i,-0.00025698-0.0042717i,2.8602e-05-0.0043755i,0.00035619-0.0034828i,-2.6078e-05-0.0010942i,0.00058214+0.00072194i,0.0013704+0.0013827i,4.9378e-05+0.0016168i,-0.0018554+0.00062669i,-0.0028833-0.00044032i,-0.0025817-0.00095348i,-0.0025903-0.0016411i,-0.0019172-0.0016563i,-0.00030543-0.00083678i,-0.00016055-0.00040873i,-0.00044322-0.00059045i
-0.00013396-0.00098264i,-0.00051231-0.0024048i,-0.0011515-0.003653i,-0.0012675-0.0045066i,-0.00085178-0.0049588i,1.7966e-05-0.0040242i,-0.00032235-0.003038i,-0.0027055-0.0041373i,-0.0048968-0.0056103i,-0.0042352-0.0057454i,-0.0018916-0.004201i,-0.00019203-0.0025747i,0.00094257-0.0024524i,0.0013551-0.0025902i,0.0025245-0.0023201i,0.0034426-0.0020799i,0.0028511-0.0011304i,0.0024668-0.00038832i,0.0019112+0.0001937i,0.00024558+0.00094702i,-0.00077913+0.0019353i,-0.00031305+0.0020227i,0.00088336+0.00029479i
-0.002459+0.0014694i,-0.00029707+0.0032205i,0.0012294+0.0045411i,0.0031004+0.0035784i,0.0031944+0.001478i,0.00095547-0.0014213i,-0.002492-0.0027742i,-0.0045677-0.0012984i,-0.005652+0.00072171i,-0.0060098+0.0010659i,-0.0045272+0.00041979i,-0.0027076-0.00023375i,-0.0022945-0.0011166i,-0.0021677-0.00063408i,-0.0024153+0.00086572i,-0.0025485+0.0018537i,-0.0024254+0.0027069i,-0.0023212+0.0026768i,-0.0020638+0.0022193i,-0.001726+0.00088175i,-0.0013036-0.00071302i,-0.0012167-0.00073041i,-0.0014802-0.00050909i
-0.0015114+0.0015953i,0.00022818+0.00098918i,0.0015143+0.00028596i,0.001111-0.0014367i,0.00059186-0.0018711i,-0.00050961-0.00068219i,-0.0014791+0.0019363i,-0.0025118+0.0056034i,-0.0030038+0.0068673i,-0.0026065+0.0061266i,-0.0026783+0.0045615i,-0.0022477+0.0019806i,-0.0023054+5.5559e-05i,-0.0024686-0.0015976i,-0.0011318-0.0029895i,0.00033275-0.0036304i,0.0013759-0.0034483i,0.0027766-0.0027334i,0.0036417-0.0017383i,0.0021953-0.0010401i,0.00092679-0.00076593i,0.0003757-0.00053857i,-0.00031478-0.00081565i
-0.0001296+0.00024069i,0.00054647+0.0003368i,0.0022089+0.0015262i,0.0055199+0.0024813i,0.0064726+0.0017315i,0.004064+0.0017644i,0.0028507+0.0034448i,0.0032671+0.0040655i,0.0038405+0.0048941i,0.003252+0.0058156i,0.0025562+0.0050753i,0.0009944+0.0042375i,-0.00098715+0.0038068i,-0.00096992+0.0033552i,-0.0012219+0.0028587i,-0.00059602+0.0027391i,-0.00079229+0.0029579i,-0.0021931+0.0028425i,-0.0015533+0.0017954i,-0.00059402+0.00065049i,-0.00025787-2.5161e-05i,-0.00023685+0.00011635i,-0.00052972+0.00013959i
0.0040467-0.00037462i,0.002627-0.0017158i,0.00131-0.0061241i,0.0013744-0.0087231i,0.0019322-0.0071996i,0.0017469-0.0036825i,0.0035305-0.0012327i,0.0062137-0.00014966i,0.007354+0.00069385i,0.0070717+0.0012539i,0.0052046+0.0004107i,0.0024419+0.00043426i,0.00072065+0.0013395i,0.00053496+0.00094173i,0.00056975-0.00063187i,-9.5512e-05-0.0031188i,6.7229e-05-0.0046497i,-0.0002135-0.0040558i,-0.0009564-0.0030632i,-0.00064441-0.0019683i,-0.00038134-0.0010638i,-0.00059409-0.00046739i,-0.00093208-5.5349e-05i
0.00054133+0.0014241i,0.0011497+0.0010184i,0.0027996-0.00017466i,0.0050641-0.0010733i,0.0064622-0.0030345i,0.0061625-0.005557i,0.0046817-0.0054597i,0.0026548-0.0056047i,0.0030562-0.0065665i,0.0040651-0.0061804i,0.0032771-0.0053889i,0.001869-0.0033349i,0.0021803-0.00092235i,0.0024953+0.0014645i,0.0018374+0.0032876i,0.0013034+0.0045021i,2.5631e-05+0.005285i,-0.00088364+0.0042001i,-0.00066787+0.0027287i,-0.00038425+0.0014992i,-0.0006432+0.00064441i,-0.0010332+0.00033075i,-0.0010201-0.00043191i
0.00067747+0.00078161i,0.00093298-0.00062817i,0.0011825-0.0016507i,0.0010406-0.0037333i,0.0016996-0.0060481i,0.00078753-0.0069541i,-0.0023711-0.0075156i,-0.0039473-0.0070138i,-0.0036131-0.0059785i,-0.003116-0.0058492i,-0.0030781-0.005129i,-0.0020962-0.0034374i,1.8251e-06-0.0024729i,0.00086432-0.002172i,-0.00010306-0.0022202i,-0.0016608-0.0021122i,-0.0023615-0.0011955i,-0.0025835-0.00042649i,-0.0023269-0.00047596i,-0.001241+4.5561e-05i,-0.00016671+0.00016905i,0.0004575+0.00033546i,0.00038317+0.00050957i
-0.00023744-0.0030799i,-0.00071693-0.0032489i,-0.002129-0.0036516i,-0.0025026-0.0024738i,-0.0036626-0.00083742i,-0.0050515-0.00059016i,-0.0057367-0.00054352i,-0.006645+0.0003007i,-0.0068524-0.00027039i,-0.0074094-0.0010849i,-0.0070878-0.0001337i,-0.0046087+0.00057666i,-0.0018739+0.00042016i,0.00015308+0.00074079i,0.0022855+0.0011907i,0.0037565+0.0022862i,0.0047081+0.0029776i,0.0049552+0.0019979i,0.0039039+0.0018032i,0.002337+0.0024447i,0.0013285+0.0013454i,1.4799e-05+0.00082104i,4.9252e-05+0.00070252i
0.0010252+0.0014924i,0.002698+0.0025119i,0.0029855+0.0033606i,0.001686+0.0022147i,-0.00030979-0.00034693i,-0.0026305-0.00034541i,-0.0052014+0.002179i,-0.006106+0.0047842i,-0.0055289+0.0057638i,-0.004854+0.0063079i,-0.0037803+0.0072223i,-0.0026346+0.0060387i,-0.0022434+0.0030599i,-0.0023347-0.00020512i,-0.0024675-0.0022281i,-0.0023215-0.0027699i,-0.001862-0.003057i,-0.001591-0.0029288i,-0.0010435-0.0025506i,-0.00047739-0.0015537i,6.2177e-05-0.00091208i,0.000284-0.0007681i,0.00022684-0.00014907i
-0.00025734-0.002957i,-0.0021887-0.0039207i,-0.0015916-0.0047429i,0.00033008-0.0041636i,0.00029764-0.00048878i,-0.001294+0.0025556i,0.0010173+0.0046109i,0.0030978+0.0063054i,0.0020256+0.0070172i,0.0012956+0.0082591i,0.0021551+0.007632i,0.0028793+0.0051735i,0.002024+0.0035925i,0.0016238+0.0030406i,0.002646+0.0019189i,0.0036475+0.00013271i,0.0037882-0.0015799i,0.0031609-0.0016555i,0.0017955-0.0015036i,0.00049093-0.0017571i,-0.0014299-0.0015377i,-0.0017672-0.0012898i,-0.00071342-0.00016444i
0.0024889+0.0017449i,0.002378+0.0024187i,0.0031375+0.0018994i,0.004573+0.00076228i,0.0058248-0.0016378i,0.0065443-0.00082902i,0.0052186+0.0024811i,0.0043882+0.0034859i,0.0056217+0.0032204i,0.0075984+0.0026458i,0.0075591+0.00061625i,0.0046613-0.001027i,0.0014691-0.00033593i,-0.0010562+0.0012393i,-0.0033567+0.0006207i,-0.0051244-0.0015065i,-0.0060515-0.0018843i,-0.0053593-0.0006346i,-0.0039717+7.6117e-05i,-0.0023501-0.00087082i,-0.0011234-0.0012549i,-0.00097116-0.0012856i,-0.00033461-0.00070341i
-0.00014884-0.00042926i,-0.00063348-0.00055978i,3.9831e-06-0.001969i,0.0025755-0.0043632i,0.0059186-0.0044562i,0.0072347-0.003129i,0.0073112-0.0051958i,0.0070423-0.0070574i,0.0052331-0.0059979i,0.0044053-0.0054455i,0.0035565-0.0059388i,0.0023366-0.0041366i,0.0017939-0.0014408i,0.0014516+0.00051837i,0.001933+0.0019422i,0.0013954+0.0015848i,0.00032631+0.0010464i,0.00052678+0.0015132i,0.00014652+0.0012685i,-0.00045762+0.00061652i,-0.00016238+0.00054893i,-4.2996e-05+0.00033732i,-0.0005854-0.00046053i
0.0021068-0.00048162i,0.0031996-0.000492i,0.0027148-0.00053824i,0.0020942-0.00080223i,0.0020962-0.0058261i,0.0032033-0.010001i,0.0016416-0.007277i,-0.00047956-0.0051287i,-0.0005065-0.0062178i,-0.0016667-0.0069037i,-0.0030843-0.0057175i,-0.0033071-0.0036461i,-0.0022573-0.0016478i,-0.00096535-1.6268e-05i,-0.0010857+0.0012766i,-0.0023113+0.001904i,-0.0023045+0.0035232i,-0.0015483+0.0050044i,-0.0009726+0.0037881i,-5.8852e-05+0.0019782i,0.00017844+0.0010722i,0.00028593+0.00034478i,0.00077072+3.8771e-06i
-0.00194+0.00083666i,-0.0023664+0.0010338i,-0.0038086-0.0007179i,-0.0029742-0.0046411i,-0.0017026-0.0054503i,-0.0045358-0.0052975i,-0.0074881-0.0063326i,-0.0072927-0.0043716i,-0.0070469-0.0019376i,-0.0078206-0.00028526i,-0.0076252+0.00067874i,-0.0052615+0.00050352i,-0.0015591-0.00015636i,0.0013387-0.000219i,0.0024261-5.4155e-05i,0.0029803+0.00013999i,0.0032767+0.00011889i,0.0027665-0.0009572i,0.0014905-0.0014599i,0.00055485-0.0005451i,-9.0394e-05+0.00048111i,-0.00078291+0.0011913i,-0.00066587+0.0015246i
0.00027348-0.00013613i,0.0014095+0.00051296i,0.0032415+0.00084991i,0.0031492+0.0028278i,-0.0025793+0.0018098i,-0.00729-0.0019014i,-0.0053508+4.397e-05i,-0.0034958+0.0034988i,-0.0040507+0.0034353i,-0.004331+0.0038798i,-0.0038007+0.0058696i,-0.0027179+0.0052598i,-0.001985+0.0025237i,-0.0023566+0.00038091i,-0.001909-0.00048222i,-3.4054e-05-0.00027203i,0.0020117+0.00045447i,0.0030668+0.0013043i,0.0018579+0.00064756i,0.00085961-0.00071201i,0.0010165-0.0014125i,0.0021033-0.0011673i,0.002626-0.00061926i
-0.00065946-0.00086146i,-0.0017819-0.0007844i,-0.0030342-0.0031584i,-0.003067-0.0050968i,0.00063785-0.0017972i,-0.00017973+0.0068184i,-0.0046859+0.0093298i,-0.0039111+0.0060266i,-0.00020971+0.0052481i,0.001371+0.0063515i,0.0021284+0.0063073i,0.0030528+0.0050205i,0.0035488+0.0031754i,0.0038357+0.0015249i,0.0043155-0.001233i,0.0041461-0.0038103i,0.0018279-0.0051288i,-0.00029703-0.0054153i,-0.00080103-0.0041079i,-0.0006655-0.0019546i,-0.0010334-0.00027275i,-0.0010951-0.00047002i,-0.0010325-0.001165i
0.0014227-0.00092847i,0.0028069-0.0013791i,0.0052578-0.00071912i,0.0069243+0.0039148i,0.0052236+0.0076027i,0.0026423+0.0045163i,0.0048986+0.0024906i,0.0067107+0.0037545i,0.0049403+0.0018294i,0.0042805-0.00031715i,0.0044296-0.0005541i,0.0033528-0.0010013i,0.0016658-0.00070779i,-0.00042218+0.00040362i,-0.0013119+0.00061136i,-0.00088137-4.0434e-05i,-0.0011499-0.00024341i,-0.0018349+5.7025e-05i,-0.0014643+5.5094e-05i,-0.0014773-0.00015055i,-0.0023587-0.00016336i,-0.0015007-0.0008411i,-0.00018032-0.0014606i
0.00032024-0.0018152i,-0.00070157-0.00090002i,-0.0032137-0.0014765i,-0.003172-0.0061001i,0.0042967-0.010508i,0.013579-0.0051611i,0.011334+0.0013656i,0.0033394+0.0014193i,0.00039413+0.00019091i,0.0016452-0.0013371i,0.0023702-0.0027347i,0.0013089-0.0033271i,0.00054412-0.0027511i,0.0013529-0.0012955i,0.0015405-0.00093015i,-0.00037291-0.001693i,-0.0024116-0.0014368i,-0.0037174+0.00026237i,-0.0036496+0.0020081i,-0.0031941+0.0022757i,-0.003149+0.0017425i,-0.0029534+0.0016764i,-0.0035926+0.0016213i
0.00033918+0.002075i,0.0021134+0.0010104i,0.0066406-0.0019071i,0.010786-0.002677i,0.0073286-0.00018789i,-7.7445e-05-0.0046566i,0.00033153-0.011433i,0.0040304-0.0089836i,0.0017807-0.0031509i,-0.0015637-0.001623i,-0.0027952-0.0036062i,-0.0031897-0.0040267i,-0.0032349-0.0014852i,-0.0031778+0.00057398i,-0.0027061+0.0012134i,-0.0017833+0.0027829i,-0.00041998+0.0048549i,0.0011504+0.0048442i,0.0014779+0.0028326i,0.00094647+0.0015473i,0.0010833+0.0006659i,0.00081097-0.00015911i,0.001264-0.00070725i
