-0.0018402+0.00021961i,-0.0017832-9.7391e-06i,-0.001406+4.574e-05i,-0.0013294-0.00079964i,-0.0013962-0.001405i,-0.0018146-0.00038763i,-0.0017917+0.0010219i,-0.0014327+0.0019646i,-0.00076539+0.0019768i,0.00039012+0.0016912i,0.0016165+0.0011101i,0.0013437+7.0901e-05i,0.00036903-0.00099253i,-3.9907e-05-0.00096902i,-0.00012044-0.00050678i,9.6153e-05-0.00029361i,0.00046475-0.000139i,0.0004882-0.0004018i,7.1128e-05-0.00044263i,-0.00010837-0.00075826i,-0.00018736-0.0011722i,-0.00011404-0.00059337i,0.00025816-0.00026785i
3.0945e-05+0.00012949i,-0.00067217+0.00044103i,-0.00072338-0.00038741i,-0.00046259-0.00075302i,0.00014856-0.00070142i,0.00040038-0.0018975i,-0.00012708-0.0020692i,-0.0010475-0.0010664i,-0.0013707-0.00012302i,-0.00074057+0.00055066i,-0.00025491+0.0013628i,-9.5268e-05+0.0013071i,-0.00051463+0.00082305i,-0.0014167+0.00047648i,-0.0013787+0.00030444i,0.00031843+0.00028399i,0.0014819+0.00010485i,0.00072297-7.7679e-05i,-0.00013196+7.5158e-06i,-0.00063005+0.00045353i,-0.00031277-2.3584e-05i,0.00036884-0.00016818i,0.00089286+8.1497e-05i
-0.0016329+0.00097539i,-0.002008+0.00073306i,-0.0018826+0.00079458i,-0.00047352+0.0012766i,0.0012398+0.001275i,0.0016662-0.00018503i,0.00073064-0.0011167i,-0.00028974-0.00025442i,-0.00059836+0.00052546i,-0.00071567+0.00031149i,-0.00062885+0.00061367i,-0.00029295+0.00093701i,9.7729e-05+0.00054567i,0.00013327+1.3037e-05i,-0.00055154+0.0003993i,-0.0011623+0.00056585i,-0.00010536+0.00063019i,1.4528e-05+0.001121i,-0.00042226+0.00030857i,-0.0012089-0.00048012i,-0.00099199+4.8533e-05i,0.00037077+0.00081331i,0.0009951+0.00030969i
-0.0003854-6.6861e-05i,-0.00023872-0.00052631i,2.398e-05-0.00025506i,0.0005521+0.00030591i,0.0016469+0.00024982i,0.00194-0.00039193i,0.0009939-0.00078448i,6.5661e-05-0.00073378i,-0.00070792-0.00075494i,-0.00084709-0.00048946i,-0.00056764+0.0004784i,0.00024971+0.00091952i,0.00075752+0.00032174i,0.00069821-0.00018935i,0.00063815-0.00015483i,0.00040991-0.00011899i,0.00025296-6.6301e-05i,0.00080749+0.0004269i,0.00010763+0.00071957i,-0.0012455+0.00050374i,-0.0010214+0.00024881i,-0.00013258-0.00071685i,0.0001117-0.00089594i
-0.00011119+5.8879e-05i,-0.00029778+0.00023623i,0.00010503+9.8961e-05i,0.0006564-0.00061372i,-0.00027334-0.0010167i,-0.00048074-0.0018894i,0.00015061-0.0011007i,0.0001748+0.0004237i,0.00057541+0.00078897i,0.00065364+0.00012701i,0.00069987-0.0007237i,0.0013005-0.00092924i,0.00059881-0.00086876i,0.00021267-0.00081193i,0.00035879+7.1306e-05i,0.0002378+0.0013295i,3.577e-05+0.0017115i,-8.0869e-05+0.0012712i,-0.0001427+0.00023968i,-0.00033344-6.2695e-06i,-0.00018352+0.00054303i,0.00071098+0.00081821i,0.00078702+0.00040606i
-9.1346e-05+2.8667e-05i,-6.1671e-05+0.00056235i,-8.2406e-05+0.0012072i,-0.00055541+0.0020416i,-0.00074049+0.0015313i,-0.00036991+0.00039797i,-0.00063418-0.00055671i,-0.0010287-0.0010903i,-0.0010615-0.00082832i,-0.0012205-0.00052499i,-0.00078327+0.0002527i,0.00040958+0.00041869i,0.00076253-0.0011253i,0.00051159-0.0014945i,0.00040919-0.00060205i,0.0010603-5.8014e-05i,0.0014932-0.00031836i,0.0010106-0.00062181i,0.00034599-0.00052011i,-8.354e-05-0.00088285i,-0.00048796-0.0011445i,-0.000178-0.0009131i,0.00014662-0.00027732i
-0.00037579-0.00053002i,0.00022794-0.0014537i,-0.0008767-0.00079627i,-0.0010803+0.00027272i,-0.00032757-9.8182e-05i,0.0012455-0.00067979i,0.0014864-0.00053203i,0.00010071-0.00032272i,-0.00033148-0.00070873i,-0.0003626-0.00020437i,-0.00019696+0.001177i,-0.0004479+0.00077126i,-0.00073039-0.00028008i,-0.00032959+9.6842e-06i,0.00022591+0.00084539i,-0.00018364+0.0012424i,-0.00070244+0.00040494i,0.00026233-0.00013958i,0.00081067+0.00043665i,0.00039546+0.00072459i,-0.00041815-5.6207e-05i,0.00027217-0.0005298i,0.0009014+0.00011783i
-0.00028025+0.00083206i,0.00031347+0.0003382i,0.00030309+0.00059692i,0.00044236-3.3119e-06i,0.0011923+0.00010611i,0.0016488-0.0001125i,0.00085378-0.0010628i,0.00016514+1.2927e-05i,-0.00043955+0.0013426i,-0.00047254+0.00053358i,-8.6912e-05-0.00036252i,-0.0004685+4.0723e-05i,-0.001359+0.00031746i,-0.0010919+0.00036833i,-0.00012601+0.00058619i,-0.00025049+0.00080597i,-0.0004068+0.00081489i,-0.00066261+0.0010956i,-0.00067318+0.00063006i,-0.00019969-0.00024869i,0.00033547-0.00025752i,0.0001362+0.00035207i,-0.00015988+0.00026698i
0.0015908-0.0017733i,0.0010199-0.0016899i,-0.00099134-0.0016674i,-0.0019835-0.0013286i,-0.0016737-0.00063994i,-0.0015787-0.00043265i,-0.00087704-0.00057818i,-5.5471e-05-0.00084447i,-0.00042003-0.00042339i,-0.0012331+0.00038733i,-0.00077513+0.00061096i,0.00040514+0.00083019i,0.00097173+0.00023962i,0.00099916+0.0002528i,0.0018254+0.0012002i,0.0023279+0.0010812i,0.0018584+0.00087201i,0.0018585+0.00053722i,0.0014394+0.00015031i,0.00028695+0.00019879i,-5.1388e-05+0.0005262i,0.00069957+0.00073417i,0.00076133+0.00064909i
0.00076011+0.00027888i,0.001097-4.7298e-05i,0.0019048-0.00024441i,0.0022415-0.00049077i,0.0014921-0.00040536i,-4.252e-07-0.0011255i,-0.00025789-0.00069816i,0.00015544+9.4069e-05i,7.2985e-06-3.9184e-05i,8.2796e-05-0.00052736i,5.1647e-05-0.00037135i,0.0001661+0.0002418i,0.0009395+0.0010178i,0.00079521+0.0015131i,0.00016451+0.0018508i,0.00035201+0.0017011i,0.0012647+0.0013139i,0.0019058+0.00076427i,0.001338-0.0001194i,0.00080214-0.00059716i,0.00054243-0.00010135i,0.00013653-7.9087e-05i,0.00042756-0.0011312i
0.0012677+0.00053439i,0.00088058-0.0011787i,0.0013491-0.0020554i,0.00083158-0.0023399i,1.3018e-05-0.0025323i,0.00046748-0.0020335i,0.0009538-0.0012335i,0.00041224-0.00090952i,-0.00027287-0.00091902i,-8.9208e-05-0.00054891i,-2.3447e-05+0.00044024i,-0.00012056+0.00011329i,0.00039178-0.00016135i,0.00091843+0.00046i,0.00050541+0.00047791i,-0.00031401+0.00025468i,-0.00020929+5.3423e-05i,-0.00037634+7.7187e-05i,-0.00049298+2.8278e-05i,-0.00052697+0.0002229i,-0.0005192+0.00049204i,6.3936e-06+0.00030989i,0.00066109+0.00046977i
-0.00077119+0.00080503i,-0.0011859+0.0012988i,-0.00039058+0.00168i,0.0010448+0.001613i,0.0019647+0.0011999i,0.0010849+0.00033391i,0.00021226-0.00022453i,-0.00016181+0.00018507i,2.0628e-05+0.00099551i,9.9623e-06+0.0012634i,-0.00062108+0.00061069i,-0.00041607+0.00034201i,-0.00049756+0.00045859i,-0.00015198+0.00048276i,0.00073617+0.00094815i,0.00093789+0.00084238i,0.00050802+0.00021157i,-4.5375e-05+0.00015184i,-0.00028907-0.00062475i,0.00049088-0.00098277i,0.000574-0.00034355i,-0.00041059-4.9093e-05i,-0.00078379-3.843e-05i
0.00060486-0.0015281i,0.00065733-0.00056639i,0.00049094-0.0006987i,0.0005531-0.0011858i,-6.7483e-05-0.00066303i,-3.3149e-05-0.00057779i,-0.00018413-0.0012753i,-0.00088084-0.001027i,-0.00081475-0.0006901i,0.0002578-0.00061318i,0.00035615+0.00028081i,-0.00059723+0.00041931i,0.00011334+7.1807e-05i,0.00081906-5.2337e-06i,0.00083173+7.2866e-05i,0.00069888-0.00025055i,0.00069742-0.00011721i,0.00018604+0.00014568i,-0.00023226+0.00046742i,-0.00039614+0.00085862i,-0.00019943+0.00085449i,0.0003677+0.00063889i,-5.2009e-05+0.00052893i
-0.0013099+0.0011189i,-0.0011941+0.0014719i,-0.00046208+0.0012054i,-0.00019745+0.00075058i,0.00031474+0.0002625i,0.0014804-0.00010925i,0.0011064-0.0005823i,8.9389e-05-0.00048646i,-0.00080581-0.00065318i,-0.0015269-0.00050524i,-0.0010572+0.00076974i,-0.00059981+0.001335i,-0.00018336+0.0010788i,-0.00010951+0.00064687i,-0.00071995+0.00057705i,-0.0001506+0.00061074i,0.00062275+0.00010835i,0.00036622+0.00019996i,0.00050822-0.00012206i,0.00093276-0.00094062i,0.00046555-0.00026244i,0.00026367+0.00015062i,0.00013026-0.00020329i
-0.00099649-0.00087296i,-0.0001358-0.00067405i,-0.00035347-9.3468e-05i,-0.0020131+0.00025627i,-0.0027901+0.00023201i,-0.0024165-0.00045615i,-0.0015439-0.00093103i,-0.00087836+0.00019771i,-0.00051133+0.0010462i,0.00041318+0.0010104i,0.00065364+0.00089436i,0.00088535+0.00084534i,0.00096385+0.00052673i,-0.00033514+0.0002634i,-0.00049874+0.001561i,0.00015734+0.0023771i,0.00042239+0.0014192i,0.00086331+0.00059857i,0.00053264-0.00026243i,0.00096449-0.00022081i,0.0011199-0.00032713i,0.00022392-0.00048514i,-0.00045822-4.3483e-05i
-0.0020218+0.0010872i,-0.0013663+0.00083263i,-0.00019752+0.0013062i,0.0016867+0.0019676i,0.0030283+0.001656i,0.0029147-0.00032617i,0.0016958-0.0011864i,0.0006671+7.4603e-05i,-0.00012571+0.0011029i,-0.00071155+0.0004802i,8.1797e-05-9.2739e-05i,0.00085722-6.6774e-05i,0.00044538-0.00010413i,6.8759e-05-0.00031902i,-0.00032905+0.00014624i,-0.00059033+0.00058146i,-3.6047e-05+0.00049658i,0.00041501+0.00013363i,0.00087144-0.00036532i,0.00071519-0.00014367i,9.5477e-05-8.4564e-05i,0.00020028-0.00047879i,-0.00014399+7.8539e-05i
-0.0019128+0.00062383i,-0.0011384+0.0001349i,-0.00072003-9.2971e-05i,-0.00081679+0.00010794i,0.0003851+0.00072688i,0.0017116+1.0967e-05i,0.0012189-0.00094964i,0.00017523-0.00048738i,6.5812e-05+3.0145e-05i,-0.00034462+0.00071147i,-0.00043898+0.00096796i,0.00065534+0.00083266i,0.0010483+0.00052247i,0.0004366+0.00065017i,-0.00030866+0.00074823i,2.4743e-05+0.00012777i,0.00076192-0.00043284i,0.00065087-0.00067806i,-9.8036e-05-0.00066968i,-0.00032926-0.00038075i,-0.00018715+0.0002376i,-0.00086183+0.00015877i,-0.0009912-0.00052101i
-0.00091555-0.0010328i,-0.0011479-0.00076899i,-0.0021977-0.00019857i,-0.0017889+0.00044922i,-0.00080175+0.00039081i,-0.00034146-7.0742e-05i,-0.0002871-0.00032976i,-0.00048526-0.00058656i,-0.00076744-0.0012296i,-0.000988-0.0010382i,-0.00097834+0.00015784i,-0.00046641+0.00064302i,0.00012684-0.00018385i,0.00027613-0.00034688i,0.00044659+0.0004859i,0.00011816+0.00021759i,4.5923e-05-6.9682e-05i,0.00077283+0.00015131i,0.001274+0.00048546i,0.00075928+0.00035866i,-0.0002829+4.3576e-05i,0.00043964+0.00034671i,0.00061749+0.00044401i
0.00069753-0.00060235i,-0.00031941+0.00020468i,-0.0016224+0.0013255i,-0.000606+0.0015475i,0.00023628+0.00032406i,0.00030556-0.00083559i,0.00081999-0.000967i,0.00076049-0.00086388i,-0.00051655-0.0009755i,-0.0011785-0.00067938i,-0.00093817-7.2889e-05i,-0.00057572+0.0001158i,-0.00049197+0.000463i,-0.00069829+0.00047465i,-0.0008465+0.00057584i,-0.00037547+0.00070431i,0.0003845+0.001392i,0.00092629+0.0014062i,0.0012386+0.00044513i,0.00067376+4.3175e-05i,0.00011061+1.0349e-05i,0.00010227+0.00024969i,-1.5337e-05+6.7287e-06i
0.00011051+0.00052034i,-0.00028087+0.00082705i,0.00044675+0.0012939i,0.00027007+0.00066127i,-0.00040264-0.00083871i,-0.00058004-0.0011997i,-0.00047768-0.00026813i,-0.00050278+0.00054908i,-0.00044857+0.00076894i,-0.0004332+0.0010717i,-0.00013504+0.0011776i,0.0011423+0.0010174i,0.0011837+0.0010457i,0.00030797+0.0015078i,0.00044895+0.0013619i,0.0012263+0.00093177i,0.0017156+0.0010015i,0.00091245+0.00094834i,-5.2133e-05-0.00010128i,-0.00048597-0.00041023i,-0.0013258-0.00021555i,-0.0011189-0.00027371i,-7.0185e-05-9.8386e-05i
-0.00062455-1.8334e-05i,-0.00093923+4.6062e-05i,-0.0014445-0.00021794i,-0.0004547-2.0102e-05i,0.00048631+0.00036307i,0.00048558-0.00096338i,-7.0325e-05-0.0018346i,-0.00087631-0.0010884i,-0.00064252-9.3668e-05i,3.262e-05+0.00073696i,0.00018534+0.00061222i,0.00018106-5.3747e-05i,0.00020639+5.2401e-05i,0.00028728+0.0004619i,-0.00023427+0.00061272i,-0.00064127+0.00067364i,-6.762e-05+0.00087i,0.00093508+0.00070675i,0.00083728-9.3279e-05i,0.00024205-0.00045484i,6.0728e-05-0.00064774i,-9.9849e-05-0.00061751i,-0.00018587-0.00036384i
0.00043292+0.0014351i,-0.00035742+0.0016503i,-0.00016249+0.00091013i,0.001099+0.00084198i,0.0010136+0.00085446i,0.00096238-0.00079596i,0.0015058-0.0012393i,0.00020958+3.0589e-05i,-0.00040857-0.00015529i,0.00057286-0.00067831i,0.0009359-0.00015833i,0.00059134+0.00034673i,0.00066488+5.985e-05i,0.00076177+5.3118e-05i,0.00071558+0.00069373i,0.00081019+0.0013196i,0.00074975+0.00077897i,0.0010332+0.00067048i,0.0012573+0.0006204i,2.8138e-05-0.0002837i,-0.0010996-8.3067e-05i,-0.0006935-0.00020538i,0.00039467-0.00083345i
0.0001247-0.00044227i,-0.00011597-0.00033398i,-0.0012681-0.00076349i,-0.0019952-0.0011002i,-0.0010071-0.0011701i,0.00030805-0.00089299i,-0.00019094-3.5451e-05i,-0.00023623-5.9992e-05i,-0.00024474-0.00049809i,-0.00085573-0.0005445i,-0.0002977-0.00012498i,0.00027731+0.00088207i,0.00020148+0.0010084i,-5.1633e-05+0.00029824i,-0.00035561+0.00024802i,0.0001168+0.00045329i,0.000267-0.00011878i,-5.9442e-05-0.00036922i,-0.00020373+0.00040841i,-0.00041749+0.00093328i,-0.0004809+3.608e-05i,-0.00021565-0.00036084i,0.0001479+0.00044597i
0.00026648+0.0012105i,0.00086157+0.00086004i,0.0015822+0.00046443i,0.0012143+0.00032429i,0.00090712+3.0129e-05i,0.00015231-0.00023484i,-0.00087281-0.00031226i,-0.0009212-0.00076482i,-0.00053867-0.00093149i,-0.00074638-0.00065496i,-0.00092021+3.7187e-05i,-0.00015818+0.00036604i,0.0001169+0.00040373i,0.00010083+0.00063062i,0.00048339+0.0013417i,0.00057123+0.0015771i,0.00018328+0.0012392i,-0.00014255+0.00087554i,-0.00015497+0.00067776i,-0.00012001-2.3086e-05i,-0.00065777-8.2004e-05i,-0.00098459-0.0001523i,-0.00059795+4.1157e-05i
0.00035916-0.00021041i,0.00059728-0.00012406i,0.00034492-0.00071869i,-0.00065076-0.0013862i,-0.00041997-0.0016304i,0.00063074-0.0017437i,0.00063185-0.0012998i,-8.0883e-05-0.00054855i,-0.00081619-6.2557e-05i,-0.00069045+0.00023792i,1.482e-05+0.00035898i,0.00055213+0.00071819i,0.00049029+0.0010284i,0.00065036+0.00084077i,0.00067611+0.0014253i,0.00026617+0.0016525i,0.00018365+0.0020336i,0.00067587+0.0015738i,0.00025835+0.000738i,-0.00059807+0.0012656i,-0.00039987+0.00129i,-1.7366e-05+0.00032284i,0.00018318+0.000104i
0.00055976+8.9497e-05i,-0.00012925+0.00069304i,-0.0012752+0.00083645i,-0.0014835+7.9217e-05i,-0.0010405-0.0013061i,0.00017896-0.0014197i,0.00071247-0.00083085i,-0.00026791-0.00049863i,-0.00079556+0.00049636i,-0.00033803+0.00044602i,-0.00013613+0.00031248i,-0.00020877+0.00098924i,-0.00037284+0.00068088i,0.00012359+0.00028889i,0.00061611+0.00090904i,0.00056135+0.0013007i,0.00051607+0.0011167i,0.00067821+0.00058959i,0.0013759+0.00027261i,0.0014977+0.00012324i,0.00098495-0.00047268i,0.00078766-0.00062027i,0.00077734+0.00031023i
-0.00046145+0.0010338i,-0.00017495+0.0010376i,0.00034574+0.00061303i,0.0011838+0.0011126i,0.002104+0.0012396i,0.0016563-0.00012238i,0.00046725-0.0012161i,0.00047194-0.0012336i,0.00048109-0.00050407i,-1.9103e-05+0.00025564i,-0.00029056+0.0008556i,-0.00010324+0.0014669i,0.00027507+0.0012274i,0.0001886+0.00055057i,-8.4697e-06+0.00023237i,0.00035073+0.00036029i,0.0001534+0.00052899i,9.7255e-05+0.00028921i,-0.00017442-3.2145e-05i,-0.0002126+4.1161e-06i,0.00018119+0.000177i,0.00010283+0.00056528i,0.00025006+0.00074543i
-0.0010409+0.00018893i,-0.0014848+0.0002867i,-0.0019571+0.00060886i,-0.00047762+0.00024216i,0.0011891+0.00026352i,0.001086+0.00070843i,0.00038349+0.0004149i,-0.00049997-0.00092844i,4.8876e-05-0.0015481i,5.852e-05-0.00026846i,-0.00012374+0.00075917i,0.00042785+0.00099087i,0.00034101+0.00028168i,0.00019363-0.00067186i,0.00022094-0.000476i,0.00022537-0.0001479i,0.000296+0.00017607i,1.6827e-06+0.00073971i,-0.00052319+0.00027933i,-0.00023461+8.6143e-05i,7.1814e-05+0.00042151i,2.9399e-05+9.4824e-05i,5.98e-05-0.00028891i
0.00084177-0.00064436i,3.8839e-05-0.0015439i,-0.00071449-0.0004154i,-0.0009645+0.0010951i,-0.00079258+0.0018069i,-0.00027823+0.00096164i,0.0001645-0.00066257i,0.00049148-0.00085175i,-0.00015792-0.00079394i,-0.0013203-0.00086082i,-0.0013815+0.00019707i,-0.00021766+0.00058601i,0.00075492+0.00067247i,0.00079571+0.0011886i,0.00063572+0.0010796i,0.0005831+0.00099358i,0.00072736+0.0010946i,0.00066055+0.0013207i,0.00046428+0.00040737i,0.00054897-0.00082252i,-0.00049665-0.00097334i,-0.00033935-0.00089106i,0.00077157-0.00069534i
-0.00013185+0.0001667i,0.00050928-0.00046133i,0.00023036-0.00069898i,-0.00029569-0.001244i,0.00041541-0.0018311i,0.0016775-0.0017476i,0.00094631-0.0015179i,-0.00056963-0.00076485i,-0.0011419+0.00038867i,-0.0007817+0.00082709i,-2.6393e-05+0.0005935i,1.8453e-05+0.00050217i,-0.0006443+0.00072525i,-0.00094585+0.00016308i,0.00012518-5.9764e-06i,0.0014146+0.00010787i,0.0011149+0.00042486i,0.00063966+0.00024952i,0.00018103-0.00015413i,-6.5553e-05+0.00021483i,0.0011894+0.00035831i,0.0017917+1.3013e-05i,0.0011937+0.00039246i
0.0010231-0.00017105i,0.00044792-0.00030383i,0.00045619+0.00031093i,0.0010856+0.00046028i,0.0017834-0.00091358i,0.00051349-0.0015198i,-0.00098919-0.0012347i,-0.00081457-0.00078616i,-0.0011319-0.0003448i,-0.0017643-0.00040371i,-0.00057977+0.000178i,0.00040208+0.0012128i,0.0010199+0.001285i,0.0017155+0.0012198i,0.001204+0.0014266i,0.00069031+0.0017601i,0.00019527+0.0016817i,0.00040494+0.00081251i,0.00033889+0.0005311i,-7.1669e-05+0.0001666i,0.00040227-0.00034353i,0.00067164-0.00042614i,0.00023518-0.00013654i
-0.0011262-0.00076161i,0.00038834-0.00071154i,0.00042492+0.00050085i,-0.00019456+0.00035684i,-0.00011596+0.0001918i,-4.6934e-05+0.0006002i,-0.00023529+0.00041296i,0.00026844+0.00049469i,0.0006941+0.00084038i,3.8069e-05+0.0015031i,-0.00010338+0.0013847i,-0.0001542+0.00046948i,-0.0006593+9.351e-05i,-0.00020031-0.00030724i,0.00024365-0.00020022i,0.00053404+0.00041466i,0.00109+0.00016352i,0.00054246-0.00014491i,-0.00013755-0.00031588i,8.0049e-05+8.2974e-05i,0.00045462+0.00031209i,0.00020362-0.00018263i,0.00031743-0.00046582i
0.00043176-0.00069495i,0.00034501-0.0003366i,0.00060835+0.00026036i,0.00072115+0.00061982i,0.00078876+0.0009562i,0.0014976+0.00035458i,0.00097085-0.00027086i,-0.00026591+6.5319e-05i,-0.0009784+0.00086619i,-0.0010359+0.0012088i,-0.00043438+0.00078344i,-0.00018532+0.0002177i,-6.8191e-06-0.00023901i,-0.00021418-0.00023471i,-6.0604e-05-0.00023816i,0.00041875-0.0001009i,0.00036559+0.00066565i,0.00013863+0.00025435i,-0.00033014-1.6597e-06i,-0.00039898+0.000557i,-0.00021409+0.00092358i,-7.3449e-05+0.00087735i,-0.00027952+0.00027564i
0.00030153-0.00097422i,0.00040408-0.001107i,-0.00023886-0.00075786i,-0.00044482-0.00016872i,-0.0005612+0.00012652i,-0.00074998+0.00042545i,-0.0012151-9.4853e-05i,-0.0016713-0.00094732i,-0.00073426-0.00094691i,0.00032535-0.00039749i,0.00033809-0.0002189i,0.00017571+0.00012254i,-3.0668e-06+0.00035478i,-0.00035516+0.00038458i,-0.00071488+0.00062728i,0.0001264+0.0013189i,0.00073909+0.00075048i,0.00054854-0.00028943i,0.00067402-0.00025382i,0.00063878+0.00023969i,0.00054427+0.0003503i,6.2861e-05+1.5567e-05i,-0.00027543-6.1911e-05i
0.0010726-0.00013097i,0.00052483+0.00092554i,0.00056061+0.0015104i,0.0012336+0.00076158i,0.001482-0.00066451i,0.00090892-0.0011333i,0.00073787-0.00074385i,0.00017693-0.00095666i,-0.00026826-0.00083416i,-0.0012625-0.00011578i,-0.0015686+0.00035814i,-0.00071344+0.00020329i,-0.00036101-0.00012682i,-7.4773e-05+0.0006939i,-4.3794e-05+0.0011406i,-0.00050671+0.00093878i,-0.00028263+0.00083566i,-0.00011984+0.00088872i,-0.00036397+0.0007894i,-0.00042902-3.1613e-05i,-0.0002266-0.00043873i,0.00010261+1.2538e-05i,0.00035242+0.0003688i
-0.0010854+0.0016024i,-0.00082797+0.00045289i,-0.00023233+0.00037718i,0.00023624+0.00064954i,0.00032232+0.00068842i,5.7115e-05+0.00027702i,-0.00062524-0.00073524i,-0.0011616-0.0014712i,-0.001043-0.0010469i,-0.00074251+0.00045533i,-0.00019454+0.0014263i,0.00020256+0.0013998i,0.0003451+0.00098945i,3.7624e-05+0.0002507i,0.00073023-0.00073058i,0.0013362-0.00086753i,0.00031813-0.00061725i,-0.00019355-0.00060028i,0.0001073-0.0005604i,0.00032175-0.00056227i,0.00020145-0.00011805i,0.00016411+0.00052393i,0.00081893+0.00045014i
0.00035039+0.00084287i,0.00024886+0.0016198i,0.00044281+0.00042253i,0.00030075-3.2338e-05i,-0.00031761-0.0011071i,-0.00071779-0.0016954i,-0.00073043-0.00017122i,-0.00077727+0.00081514i,-0.0010506+0.00084462i,-0.0015813+0.0006564i,-0.0014311+0.00015087i,-0.00035515+0.00050268i,0.00027061+0.0011865i,0.00021425+0.00058628i,0.00022165-0.00035571i,0.0007572+0.00012306i,0.0010524+0.001251i,0.00086691+0.0010529i,5.2011e-05+0.00031966i,-0.00035837+0.00029144i,-0.0002506-0.00014472i,0.00032674-0.0010331i,0.00080876-0.00029043i
0.00048483-0.0010971i,-0.0010447-0.0013465i,-0.0012183-0.00080967i,-0.00098201-0.00040874i,-0.0010551+6.7917e-05i,-0.0003682+0.00060654i,6.8124e-05+0.00071813i,-0.00011606+0.00051121i,-0.00060342+0.00052541i,-0.00088928+0.0008419i,-0.00010292+0.001124i,0.00065364+0.0010721i,0.00090011+0.0012758i,0.0011513+0.00036709i,0.0009361-0.00015447i,0.00039666-9.5591e-06i,0.00029535-0.00070977i,0.00075477-0.00059583i,0.0014942+3.2859e-05i,0.001028+0.0005089i,0.00019986-2.9301e-05i,0.00052618-0.00049958i,0.0005884-1.4213e-05i
0.001168-0.00051336i,-0.00015126-0.00041444i,-6.5926e-05-0.0018009i,-2.6956e-05-0.0022333i,-0.00086149-0.0020817i,-0.0015753-0.0019404i,-0.00047364-0.00070694i,0.00059131-0.00029436i,0.00024568-0.0012292i,-0.00025636-0.0018807i,-0.00013805-0.0015398i,-0.00012326-0.0010006i,-0.00062963-0.00079913i,-0.00070063-0.00055985i,-0.00040212+0.00041935i,-0.00010704+0.00066544i,0.0001391-4.1931e-06i,-0.0002344-4.4887e-05i,-0.00056842+2.9649e-05i,-1.8368e-05-0.00014544i,0.0010007-0.00032001i,0.0013134-4.9449e-05i,0.00090962-0.00032284i
-0.00052339+0.0019425i,0.0005752+0.0014481i,0.0013668+0.0015261i,0.001623+0.001835i,0.0019021+0.0011554i,0.0020894-0.00078654i,0.0014334-0.002539i,0.00041965-0.0021665i,0.000562-0.00084079i,0.00034524+0.00030106i,-0.0003007+0.00097778i,0.00053542+0.00071997i,0.0012185+0.00035835i,0.00043759+0.0009071i,-0.00022013+0.0011014i,0.00010034+0.0012977i,-0.00018019+0.0014603i,-0.00076335+0.00080538i,-0.00041502-0.00024564i,0.00030664-0.00089437i,-3.1563e-05-0.00039443i,-0.00020439+2.5479e-05i,7.4101e-05+1.8053e-05i
-0.0011104-0.00021526i,-0.00087571-0.00046395i,-0.0011648-3.7321e-05i,-0.0020783-5.535e-05i,-0.0017381-0.00094626i,-0.0012635-0.0012582i,-0.00083666-0.0014294i,-0.00079064-0.0012215i,-0.0010893-0.0012249i,-0.001309-0.00050563i,-0.0012699+0.00061735i,-0.00096869+0.00093837i,0.00013632+0.00092713i,0.0012177+0.00084036i,0.00065759+0.00047965i,8.9401e-05+0.00046913i,0.00031192+0.00066583i,0.00022174+0.00054434i,0.00065608+0.00044006i,0.00086269+9.8127e-05i,1.8932e-05-0.00020705i,-0.00043118-0.000382i,0.00036907-0.00086188i
0.0016754-1.6761e-05i,0.0013601-0.00011033i,0.001652-0.00080062i,0.001083-0.00025256i,-0.00030934+0.00032974i,-0.00095333+0.00013336i,-0.0011614+0.00015747i,-0.00037339+2.9578e-05i,-6.1269e-05-0.0014005i,-0.00047775-0.0014803i,-0.00029256-0.00021679i,0.00052149+0.00058595i,0.00058727+0.0014797i,0.00057264+0.001295i,0.00098659+0.00092462i,0.00095306+0.00098568i,0.00053307+0.0011703i,0.00064793+0.00096919i,0.0011959+0.00060293i,0.0010495+0.0010575i,-0.00031514+0.00061527i,-0.00064359-0.00026143i,0.00014049-0.00014862i
0.00036808+0.00086326i,0.00081572+0.00069672i,0.00020288+0.000307i,-0.0008844+0.00029621i,-0.0016127-0.00042023i,-0.0015743-0.0017224i,-0.00091364-0.0017855i,-0.00066377-0.00048143i,-0.0016637+0.00072309i,-0.0016348+0.00092923i,-0.00034361+0.0010826i,0.00018999+0.00095829i,-7.4319e-05+3.7361e-05i,2.3142e-05-0.0003254i,-5.6327e-05-0.00033371i,-0.00026693-0.00065424i,0.00065492-0.00025502i,0.0014495+0.00013067i,0.0013063+4.6105e-05i,0.00079288+0.00026209i,-0.00020624+0.00014087i,-0.00070924-1.8442e-05i,-0.00035816+0.00028626i
0.00034851-0.00069827i,-0.00016346-0.00064265i,0.00035939-0.00031379i,0.0012506-0.00049668i,0.0016201-0.0011598i,0.0018957-0.0012172i,0.0012426-0.00052981i,0.00050926-7.9755e-05i,0.0004957-0.00010247i,3.3466e-05+0.00061531i,0.00010305+0.00066412i,4.373e-05-0.00010631i,-1.7027e-05+6.1715e-05i,-0.00017548+2.9987e-05i,-0.00029401-7.1668e-05i,0.00076486-9.282e-05i,0.00097605+1.827e-05i,0.00035711-0.00013778i,0.0002509-0.00085692i,1.9372e-05-0.00042386i,-0.00084461+0.00013289i,-0.00071239-0.00026724i,5.7739e-05-4.8906e-06i
