-0.0013109+0.00054096i,-0.00056675-0.00066308i,-0.00027194-0.0010377i,-0.0014935-0.00067843i,-0.001838+0.00018498i,-0.0010215+0.00031752i,0.00043842+0.00052199i,0.0020561+0.0016726i,0.0013667+0.0014348i,7.5168e-05+0.00089933i,-8.892e-05+0.0010278i,-9.5914e-05+0.00044292i,-0.001119+0.00015315i,-0.0015026+0.00041664i,-0.00065124+0.00064535i,-0.00073704+0.00069165i,-0.00029894+0.00021644i,0.00022736-9.642e-05i,-0.0004231-0.00039428i,-0.00084303-0.00053224i,-0.00044311-0.00048997i,0.00034872-0.0005703i,0.00050468+8.5628e-06i
-0.00089995+0.0024063i,0.00019821+0.0022875i,0.0019552+0.0073536i,0.0010576+0.018628i,-0.0098835+0.034641i,-0.027452+0.042503i,-0.035203+0.03051i,-0.027682+0.0096273i,-0.01379-0.0017909i,-0.0040301-0.0029088i,-0.0017532-0.0010097i,-0.0025048+0.00028517i,-0.0029124+0.00081326i,-0.0021945+0.00082862i,-0.00092643-0.00029143i,0.00037695-0.00068539i,0.0012385-0.00026554i,0.00067599+0.00010649i,-0.00036123+0.00031454i,-0.0003636+0.00045293i,9.1614e-05+0.0011397i,0.00045785+0.0010462i,0.0017137-0.00045945i
0.00018481+0.00020477i,-0.0008274+9.1009e-05i,-0.0044682-0.002722i,-0.0084763-0.014332i,-0.0068349-0.035793i,0.0038347-0.053495i,0.016662-0.049486i,0.021586-0.028006i,0.015047-0.0092294i,0.0052412-0.001234i,0.00084666+0.0012941i,0.0013495+0.00176i,0.00289+0.00045566i,0.0022288-0.0014005i,0.00062089-0.0018395i,-0.00012336-0.00072218i,4.6292e-05-0.00020402i,0.00068735+7.4674e-05i,0.002034+0.00071061i,0.0032971+4.9464e-06i,0.0027343-0.00072315i,0.0013654-0.00049482i,0.00061255+0.00017673i
-0.0024765-0.0057133i,-0.0022044-0.006199i,-0.00071272-0.0041386i,0.0087192+0.0069176i,0.022962+0.029631i,0.028196+0.0514i,0.017646+0.053265i,-9.3133e-05+0.036277i,-0.0080661+0.016917i,-0.0059044+0.0064839i,-0.0012533+0.0031997i,0.0023984+0.00044935i,0.0029961-0.0026446i,0.0009929-0.0030123i,-0.00063834-0.0013231i,-0.00034483-0.00063014i,0.00024727-0.00098584i,-6.2272e-05-0.00093366i,-0.00099884-0.0010513i,-0.0011169-0.00099164i,-2.2367e-05-2.7475e-05i,0.00046495-3.1508e-05i,-0.00032326-0.00046154i
-0.00071412+0.0035286i,-0.00078823+0.0036931i,-0.0038611+0.0053549i,-0.016816+0.0025718i,-0.038016-0.0088761i,-0.052631-0.025094i,-0.044848-0.034374i,-0.020823-0.030391i,-0.0029978-0.018961i,0.0017634-0.0087298i,0.00059156-0.0037756i,-0.0014591-0.0029245i,-0.0027673-0.0028432i,-0.0034018-0.0018084i,-0.0024907-0.00095875i,-0.0020818-0.00068341i,-0.0022495-0.00054828i,-0.0011398-0.00029258i,-1.215e-05-0.0012414i,-3.3652e-05-0.0024301i,-0.00041078-0.0024678i,-0.00033654-0.0019714i,0.00059421-0.00082205i
0.0007519+0.0027655i,0.0019223+0.00073471i,0.008434-0.0019653i,0.0217-0.0084146i,0.043976-0.012895i,0.063148-0.006779i,0.06227+0.0055611i,0.041714+0.014823i,0.018779+0.013691i,0.0053904+0.0052511i,-0.00029934+0.00017211i,-0.0028026-0.00029407i,-0.0026673+0.00015294i,-0.00091961-7.625e-05i,0.00024375-0.00063862i,0.00063022-0.0011065i,0.0008913-0.0013683i,0.00056164-0.00061605i,0.00015061+0.00094268i,0.00035771+0.0021433i,-4.2777e-05+0.0020768i,-0.00036801+0.0008343i,-0.00021446+0.00046826i
0.000153+0.0013436i,0.00056304+0.0026054i,-0.00058299+0.0074902i,-0.0092743+0.019676i,-0.028502+0.035504i,-0.049044+0.041539i,-0.05437+0.031542i,-0.041494+0.012255i,-0.022422-0.0018215i,-0.0086016-0.0041413i,-0.0022724-0.0010151i,0.00044653+0.0014173i,0.0024482+0.0010408i,0.0022668-0.00039159i,0.00049089-0.0013651i,2.6326e-05-0.00038104i,-0.00060502+0.00048179i,-0.0013225+0.00079626i,-0.00094941+0.00099103i,-0.00050749+0.00015898i,-0.00097237-0.00056279i,-0.0011631-0.00044943i,-0.00017048-0.00029654i
-0.002316+0.0020958i,-0.0019746+9.7541e-05i,-0.0021169-0.0042273i,0.00047927-0.020338i,0.0099672-0.046361i,0.022869-0.064386i,0.031939-0.060028i,0.031098-0.038191i,0.020686-0.015098i,0.0091871-0.0031299i,0.0034553-0.0014927i,0.0019105-0.0037428i,0.00089014-0.005089i,-0.00028869-0.0042521i,-0.00065329-0.0032683i,-0.00031963-0.0029155i,-0.00012613-0.0026862i,0.0008086-0.0017674i,0.0018302-0.0010401i,0.0026984-0.00073345i,0.003166+0.00011708i,0.0026684+0.0007936i,0.0017058+0.0014818i
0.00015019+0.0030943i,0.0017248+0.00402i,0.0059569+0.0089204i,0.012896+0.022306i,0.018784+0.047653i,0.018365+0.069431i,0.010283+0.070163i,-0.001427+0.050996i,-0.007146+0.02644i,-0.0048263+0.010074i,-0.0016078+0.0020819i,-0.00090971-0.0023923i,-0.0027944-0.0037498i,-0.0043646-0.0017631i,-0.0033567+0.00088301i,-0.0013682+0.0016526i,-0.0013748+0.0021143i,-0.0016066+0.0016378i,-0.0014254+0.00059912i,-0.0016497+0.00029785i,-0.0012339-0.00023994i,-0.0011962-0.0006717i,-0.00098077-0.00074307i
-0.0011374+0.0023333i,-0.0022383+0.0028996i,-0.007322+0.00089699i,-0.020545-0.011011i,-0.040156-0.03257i,-0.053217-0.049675i,-0.04906-0.052447i,-0.028419-0.043983i,-0.007787-0.028172i,0.00078497-0.013296i,0.0014281-0.0042411i,-0.00018619+0.00033887i,-0.00022331+0.0020654i,-7.8317e-05+0.0022501i,-0.00080996+0.00088987i,-0.0013341-0.00070255i,-0.00092781-0.0021329i,-0.00048849-0.0026303i,-0.00024423-0.0013339i,0.00092904-0.00085387i,0.0016875-0.0019452i,0.0007539-0.001822i,0.00059188-0.00070046i
-7.7036e-05+0.0018527i,0.0018576+0.0010565i,0.0091866+0.00034891i,0.026758+0.0013214i,0.054427+0.0068466i,0.077029+0.012443i,0.077305+0.014592i,0.054136+0.016835i,0.025954+0.015335i,0.0090628+0.0083768i,0.002755+0.0022073i,0.0012394-0.00018859i,0.00084664-0.0007512i,0.00035961-0.0015441i,0.00061512-0.0015885i,0.0016278-0.00016838i,0.0024246+0.00076303i,0.0027561+0.0015621i,0.0021874+0.0024931i,0.0017917+0.0021585i,0.0012161+0.0018636i,0.00019593+0.0011372i,-0.00063303+0.00042416i
-0.00073996+0.0023963i,-0.0015653+0.0029698i,-0.005798+0.0071182i,-0.021525+0.01385i,-0.049299+0.021686i,-0.072015+0.028794i,-0.073229+0.029831i,-0.056314+0.017103i,-0.033802+0.0021818i,-0.016437-0.0031473i,-0.0058194-0.0030316i,-0.00041305-0.0031625i,0.00097252-0.0042911i,-0.00041907-0.0038314i,-0.0024742-0.0021553i,-0.0032268-0.0019679i,-0.0041683-0.001889i,-0.0042019-0.0012431i,-0.0020639-0.0011761i,-0.00062969-0.0014861i,-0.00023834-0.0018369i,-0.00014137-0.0013908i,-0.00038132-0.0011812i
-0.00045022+0.0016716i,0.00030188+0.00031831i,0.0038894-0.0056378i,0.015202-0.020165i,0.033071-0.043139i,0.046265-0.063426i,0.044409-0.066588i,0.036319-0.047045i,0.026901-0.021445i,0.015377-0.0071666i,0.005141-0.0023666i,-0.0018044-0.00084821i,-0.0053606-0.00039334i,-0.005584-6.9515e-05i,-0.0023162-9.2992e-05i,0.0002812-0.00075731i,0.0019531-0.00046066i,0.0033985+0.0009754i,0.0040397+0.0008972i,0.0040247+5.7471e-05i,0.0030248+0.00035782i,0.0020241+0.0012542i,0.00038779+0.0020105i
0.0027702+0.00073173i,0.0036436+0.0008232i,0.0039266+0.0071586i,0.0012226+0.026289i,-0.0029286+0.055458i,-0.0022198+0.078733i,0.0029328+0.081532i,0.0011505+0.061951i,-0.0053108+0.034142i,-0.0056558+0.015193i,-0.002196+0.0059303i,-0.00088748+0.0017977i,-0.0015171+0.00048546i,-0.0015738-0.00015902i,-0.00072095+0.00072783i,-0.00071226+0.0030425i,-0.0019284+0.0035446i,-0.0027032+0.0021653i,-0.0021497+0.0011948i,-0.0016962+0.00052968i,-0.0012558-0.00054659i,-0.00065639-0.0013901i,-0.0007004-0.0014014i
0.0019243-0.00047425i,-0.00017548-0.0022045i,-0.002563-0.0096631i,-0.011796-0.027547i,-0.026523-0.052861i,-0.040263-0.068914i,-0.046776-0.065977i,-0.035993-0.051468i,-0.015046-0.034573i,-0.0033009-0.020209i,-0.00037572-0.0091977i,0.00068388-0.0020719i,0.0012202+0.00019868i,0.00086283-4.2741e-05i,6.1689e-06-0.00080803i,0.00016118-0.0018731i,0.0009613-0.0040578i,0.0012112-0.0046212i,0.0012213-0.0038363i,0.0016753-0.0034225i,0.0016261-0.0023004i,0.0011913-0.00095659i,0.0020934-0.00021536i
-0.0018502+0.00035549i,-0.00032952+0.0016652i,0.0051838+0.006938i,0.021844+0.019197i,0.048352+0.03346i,0.070495+0.036929i,0.077007+0.026087i,0.062183+0.017061i,0.035116+0.014845i,0.014986+0.011179i,0.005414+0.005157i,0.0013291-0.00076493i,-0.001404-0.0048609i,-0.0024461-0.0044185i,-0.0010896-0.0015053i,0.00044695+0.00096098i,0.00068741+0.0025496i,0.00054169+0.0033421i,0.0007329+0.0031536i,0.00036672+0.0029203i,-0.00063827+0.0021924i,-0.0018436+0.0013917i,-0.0021764+0.00085277i
-0.0015993+0.00096949i,-0.0037873+0.00085234i,-0.010181+2.0548e-05i,-0.029397-0.0025121i,-0.059-0.0026676i,-0.078845+0.0086592i,-0.077407+0.025436i,-0.061153+0.025043i,-0.039668+0.0096399i,-0.021366+0.00022149i,-0.0098761-0.0012726i,-0.0034404-0.0016906i,-0.00053241-0.0015309i,-0.00055348-0.0010254i,-0.0016013-0.0015335i,-0.0028681-0.0024563i,-0.003243-0.0023645i,-0.0018996-0.0019844i,-0.00082149-0.002056i,-0.0011303-0.0021014i,-0.0013675-0.0011683i,-0.00032057-0.00024759i,0.0010188-0.0005614i
-0.00094061+0.0011851i,0.0014575-0.00011692i,0.009583-0.0022909i,0.028735-0.0096509i,0.055385-0.026165i,0.066588-0.048403i,0.053511-0.063419i,0.037849-0.05492i,0.028392-0.030334i,0.018808-0.012161i,0.0082314-0.0037109i,0.00089019+0.0011851i,-0.0023902+0.0027205i,-0.0028613+0.0016881i,-0.00065783+0.00038989i,0.0018877+0.00021206i,0.0032428+0.00090546i,0.0035321+0.0012659i,0.003648+0.00082539i,0.0033719+0.00046211i,0.0024962+0.00014558i,0.001086+0.00096801i,0.00054466+0.0026699i
-0.00087715+0.00087757i,-0.0018118+0.0031895i,-0.0060719+0.0092097i,-0.018514+0.023982i,-0.032717+0.049614i,-0.027663+0.074093i,-0.0024227+0.080135i,0.010758+0.064495i,0.0030078+0.040919i,-0.003074+0.022924i,-9.3133e-05+0.010467i,0.0020768+0.0015204i,0.0014427-0.0026015i,0.00041609-0.0037427i,-0.0017182-0.0018343i,-0.0023544+0.00039873i,-0.0026629+0.00051854i,-0.0040654-0.00044114i,-0.0034868-0.00072131i,-0.0013078-0.00038143i,0.000888+0.00074794i,0.0013636+0.00018785i,0.00014454-0.0018648i
-0.0031429+0.00034164i,-0.0023628-0.0016739i,-0.00013054-0.009424i,0.0053027-0.029503i,0.0055247-0.058127i,-0.013507-0.075397i,-0.041954-0.068148i,-0.046912-0.04953i,-0.02733-0.034747i,-0.010284-0.023211i,-0.0031347-0.012462i,0.00088217-0.0048509i,0.0016737-0.0011392i,0.00061332+0.00012667i,0.00029942-8.8204e-05i,0.0010091-0.0025815i,0.0014995-0.0039359i,0.0019203-0.0017056i,0.0021767-7.3019e-05i,0.0018263-0.00062619i,0.0005396-0.001076i,0.00043812-0.00047857i,0.0020612+0.0012004i
0.0009804+0.00064223i,0.0017937+0.0025333i,0.0052688+0.010261i,0.011683+0.029928i,0.026424+0.053185i,0.05032+0.055667i,0.068618+0.031265i,0.062518+0.0096264i,0.039203+0.0077851i,0.020169+0.0098129i,0.0078666+0.0050064i,-0.001418-0.0013689i,-0.0050823-0.0038221i,-0.0035615-0.0030352i,-0.00089519-0.0012605i,-0.00049024+0.00014306i,-0.0012316+0.0019075i,-0.00068525+0.0032438i,-0.0001296+0.00293i,-0.00030756+0.0016338i,-0.00038451-0.00016324i,-0.0014456-0.0017705i,-0.0032581-0.0019697i
0.0011247-0.00093452i,-0.00080899-0.0027885i,-0.0063238-0.0093089i,-0.021378-0.023128i,-0.045234-0.033801i,-0.065234-0.019331i,-0.065617+0.017189i,-0.048988+0.036413i,-0.032267+0.023133i,-0.021895+0.0070285i,-0.012456+0.0035546i,-0.0040587+0.0032344i,0.00041917+0.0017154i,0.0010955-0.00011778i,-0.0004239-0.0010555i,-0.0019019-0.00074974i,-0.0020431-0.001029i,-0.00019377-0.0015259i,0.0015519-0.001977i,0.0010789-0.0021099i,-6.7238e-05+0.00015211i,3.0237e-05+0.0024824i,0.0016841+0.0016984i
-0.00042702+0.0023177i,0.0014906+0.0032785i,0.010731+0.0076089i,0.03198+0.01204i,0.057417+0.0066279i,0.064414-0.017733i,0.044624-0.050373i,0.022855-0.059551i,0.017176-0.039887i,0.016937-0.020314i,0.010765-0.010272i,0.0032664-0.0029984i,-0.00073587+0.00011346i,-0.0030584+3.2571e-05i,-0.0027502+0.00068224i,0.00013767+0.0012964i,0.0014856+0.0016664i,0.00099885+0.0021143i,0.0012499+0.0021184i,0.0018744+0.0016158i,0.0013339+0.00026599i,-2.3311e-05-0.00042978i,-0.00089957+0.0018517i
-0.00011854-0.0043982i,-0.00095539-0.0045974i,-0.012665-0.0048057i,-0.034902+0.0030172i,-0.054552+0.021824i,-0.045474+0.046697i,-0.0072307+0.060494i,0.019175+0.051557i,0.014262+0.032746i,0.0018722+0.019687i,-0.00040995+0.01072i,0.0026832+0.0018951i,0.003566-0.0027123i,0.0021843-0.0015871i,0.0017556+0.0013998i,0.00051497+0.0019874i,-0.0012455-8.9967e-05i,-0.0014953-0.0021298i,-0.00088624-0.0027543i,0.00027174-0.0016007i,0.0020941-2.3317e-05i,0.0030864+0.00021684i,0.0018614-0.0026671i
0.0024462-0.0046588i,0.0031797-0.0065749i,0.0089847-0.013055i,0.02178-0.026194i,0.030477-0.045316i,0.014146-0.054721i,-0.024674-0.041407i,-0.046902-0.020146i,-0.036819-0.013518i,-0.021222-0.015467i,-0.013133-0.010654i,-0.0078548-0.0023835i,-0.0042945+0.0015825i,-0.0014524+0.0017131i,3.7313e-05-0.00073108i,-3.459e-05-0.0025471i,0.00023468-0.0013407i,0.001457+0.00033787i,0.0013009+0.0010277i,-0.00028878+0.00034495i,-0.0019412-0.00085577i,-0.0032448-0.00060542i,-0.0025474+0.0012554i
-0.0010036+0.00065768i,-0.0016933+0.0026755i,-0.0056053+0.011247i,-0.0107+0.031467i,-0.0070106+0.056336i,0.016428+0.056739i,0.046676+0.021654i,0.054552-0.011151i,0.039258-0.011319i,0.023498+0.00019181i,0.012966+0.0017058i,0.003662-0.0017283i,-0.0015134-0.0038426i,-0.0019294-0.0036822i,-0.0012682-0.0014969i,-0.00072347+0.00095666i,-0.00041777+0.0016807i,-0.001536+0.00063317i,-0.002263-0.00064423i,-0.0010526-0.00064862i,0.001169-0.00056508i,0.0010568-0.0014972i,-0.0013547-0.0015853i
-0.00062735+0.00088389i,-0.0016375-0.00021476i,-0.0017375-0.0084212i,-0.0047815-0.029278i,-0.018354-0.050385i,-0.035458-0.039832i,-0.038445+0.0046088i,-0.024846+0.034737i,-0.014182+0.028513i,-0.013964+0.014263i,-0.0094358+0.0088202i,-0.00025809+0.0059449i,0.0032538+0.0023853i,0.00092436+0.00091821i,-0.0021816+0.0011386i,-0.0031345+0.00045231i,-0.0016266-0.00098779i,0.00082711-0.00090048i,0.0037968+0.0011896i,0.0035161+0.0022665i,0.00050119+0.0033713i,0.00029697+0.0043489i,0.0033032+0.0028558i
0.0010339+0.00032062i,0.0014828+0.0018623i,0.0052937+0.0089165i,0.019022+0.025004i,0.040901+0.035789i,0.047885+0.017681i,0.022557-0.022056i,-0.009622-0.044317i,-0.014184-0.036348i,-0.0016974-0.023309i,0.0012791-0.016171i,-0.0022092-0.0096444i,-0.0041239-0.0047343i,-0.0041261-0.0020218i,-0.0013921-0.00017413i,0.00068176+0.00014786i,0.0010841-6.316e-05i,0.00068113+0.00059665i,-0.00081304+0.00017319i,-0.00063983-0.00073714i,0.00082048-0.0018807i,0.00011393-0.0032207i,-0.0020535-0.0021456i
0.00011324+0.0029111i,-0.00055322+0.0021326i,-0.0075644-0.0031381i,-0.026589-0.011693i,-0.049813-0.012027i,-0.044748+0.0073928i,-0.0010618+0.029156i,0.035878+0.029012i,0.033327+0.017934i,0.015042+0.01387i,0.0084795+0.0097177i,0.0066239+0.0016222i,0.0036048-0.0032158i,0.0016743-0.0024134i,0.00099943+0.00014163i,0.00010591+0.00064597i,-0.0010206-0.00020504i,-0.00083527-0.0013712i,0.0016992-0.0018205i,0.0036902-0.00087819i,0.0028532-0.00017599i,0.0025661-0.00018566i,0.0032864-0.0015711i
7.0878e-05+0.0025645i,0.0024412+0.0020292i,0.011703+0.0024632i,0.031887-0.0010026i,0.052765-0.012483i,0.041282-0.024864i,-0.0030282-0.0172i,-0.03282+0.00548i,-0.029447+0.011264i,-0.018551-0.00044259i,-0.014145-0.0045877i,-0.010182+0.00026731i,-0.0069249+0.0019988i,-0.0055582-1.6056e-05i,-0.0032981-0.0021675i,-0.0014597-0.0026936i,-0.00055413-0.0020352i,-0.00060112-0.00045411i,-0.0013045+0.0017437i,-0.0021059+0.0022816i,-0.003556+0.00052063i,-0.0042474-0.0001542i,-0.0026804+0.0021048i
0.001772-0.0012481i,-0.00050767-0.0012866i,-0.007971+0.0024339i,-0.025206+0.014332i,-0.038526+0.033306i,-0.024958+0.036636i,0.0058914+0.0032121i,0.018045-0.036209i,0.013739-0.03797i,0.013517-0.017581i,0.01236-0.0080176i,0.0063213-0.0067708i,0.0025422-0.0052621i,0.0020001-0.0026609i,0.0017642-0.00023182i,0.0014401+0.0010768i,-0.0001036+0.0015328i,-0.001114+7.0111e-05i,-0.00021394-0.002052i,0.00013666-0.0022794i,0.00022306-0.00051004i,0.0010849-0.00050956i,0.00074648-0.0023328i
0.0041697-0.0033012i,0.0040772-0.0051797i,0.0081641-0.013528i,0.014836-0.030467i,0.015998-0.049703i,0.005628-0.042925i,-0.00038448+0.00062407i,0.010519+0.037613i,0.014792+0.036132i,0.0027375+0.02123i,-0.0038129+0.01462i,-0.0014484+0.010819i,-0.00050117+0.0058427i,-0.0017647+0.0026357i,-0.0027404+0.0015721i,-0.0035396+0.0001127i,-0.0026406-0.0013827i,-0.0003782-0.00075694i,0.0018516+0.0017787i,0.0024735+0.0037391i,0.0021601+0.0032778i,0.0013095+0.0025264i,0.0015194+0.0022945i
0.0035132-0.0041949i,0.0020582-0.0026407i,-0.00073601+0.0042874i,-0.00085122+0.024419i,0.00707+0.047225i,0.013178+0.043654i,-0.0024939+0.010923i,-0.031548-0.012778i,-0.0347-0.014489i,-0.015473-0.015327i,-0.0061411-0.016244i,-0.0056923-0.011035i,-0.0042877-0.0065384i,-0.0021661-0.0052649i,0.00050635-0.0036497i,0.002156-0.0010988i,0.0016643+6.0475e-05i,-0.00015802-0.00019908i,-0.0025818-0.0012063i,-0.0034074-0.0019205i,-0.0021138-0.00213i,-0.0012028-0.0028516i,-0.0028343-0.0013466i
0.0021443-0.00059901i,0.0028977-0.001926i,-0.0002486-0.010632i,-0.012533-0.027095i,-0.031878-0.039479i,-0.033296-0.033875i,0.0010755-0.020036i,0.039921-0.019262i,0.041134-0.019339i,0.020428-0.0056336i,0.011999+0.0037129i,0.0098417+0.0031873i,0.0050037+0.0025165i,0.0013438+0.0040446i,-0.00043435+0.005343i,-0.00070404+0.0039519i,-0.00086754+0.0010986i,0.00026824-0.00024595i,0.0032426-0.00025883i,0.0043922-0.0014263i,0.0038137-0.0020511i,0.0034852-0.00099554i,0.004405-0.0014026i
0.00016014-0.0010343i,0.0018152+0.00078123i,0.0063953+0.0061354i,0.023+0.014385i,0.046905+0.017092i,0.046551+0.014092i,0.012944+0.020555i,-0.017503+0.038883i,-0.021453+0.040492i,-0.01745+0.020048i,-0.017279+0.0064213i,-0.014042+0.0032719i,-0.0088322+0.00054084i,-0.0060317-0.0022426i,-0.0039516-0.0040987i,-0.0015974-0.0041267i,0.00048977-0.0019189i,0.00045664-8.2417e-05i,-0.0013662+0.00091754i,-0.0029655+0.0016856i,-0.0031268+0.0024746i,-0.0016551+0.0030321i,-0.00086055+0.0038511i
0.0008832+0.0011156i,-0.00032773+0.00015689i,-0.0071474-0.001501i,-0.025704-0.00082902i,-0.048736+0.0083617i,-0.049429+0.011728i,-0.02847-0.0090923i,-0.018168-0.038732i,-0.014045-0.042276i,-0.00047536-0.023337i,0.0085235-0.012291i,0.0070765-0.0090933i,0.0048643-0.0057449i,0.0040642-0.0030041i,0.0026727-0.00026377i,0.00037894+0.0017715i,-0.0021642+0.0024697i,-0.0020065+0.0019587i,0.0010056-0.00021865i,0.0022745-0.0018927i,0.0011151-0.0025568i,-0.00080253-0.0028801i,-0.0018823-0.0040984i
-0.0032953+0.0033404i,-0.0017673+0.0034615i,0.0050963+0.0035932i,0.022278-0.006775i,0.041812-0.02823i,0.04368-0.033331i,0.03825-0.0076074i,0.048485+0.019189i,0.048265+0.022111i,0.025058+0.014788i,0.0079731+0.012296i,0.0040697+0.0088942i,0.00012248+0.0035126i,-0.0050143+0.0015638i,-0.0069627+0.00077695i,-0.0046112-0.00096879i,-0.0005111-0.0026275i,0.0016188-0.0022678i,0.0019655+0.00083757i,0.0030065+0.004078i,0.004677+0.0048402i,0.005173+0.0042271i,0.0045444+0.0034923i
-0.0019487-0.0017895i,-0.0028596-0.0015718i,-0.0071077+0.0027679i,-0.014135+0.020636i,-0.018547+0.048405i,-0.01572+0.053403i,-0.022236+0.030189i,-0.045307+0.013803i,-0.051244+0.0089087i,-0.030259-0.0017939i,-0.014304-0.011334i,-0.0079616-0.011863i,-0.0027304-0.0099993i,0.0009444-0.0080615i,0.0043027-0.0042946i,0.0056727-0.00053786i,0.0031082+0.0013989i,0.00052289+0.00097564i,-0.00010648-0.00097229i,-0.0010292-0.0029691i,-0.0023817-0.0039344i,-0.0030443-0.0024417i,-0.0034847+0.00068352i
0.005053-0.0022338i,0.0051749-0.0027541i,0.0055594-0.0094844i,0.0016341-0.027501i,-0.0073114-0.052458i,-0.010614-0.056797i,0.0031541-0.044117i,0.025206-0.046138i,0.028676-0.044539i,0.015758-0.021763i,0.0092115-0.0047317i,0.0055-0.0014784i,-0.00030494+0.0023765i,-0.0015789+0.0062161i,-0.00084083+0.0045044i,-0.0025659+0.00058036i,-0.0045115-0.0021361i,-0.004431-0.0017973i,-0.0011865+0.00017315i,0.0019738+0.00028783i,0.0022832-0.0021378i,0.0021576-0.004407i,0.0035197-0.0042199i
0.00079035-0.00096404i,0.00067359-0.00099472i,0.0020988+0.0029773i,0.01138+0.017738i,0.028421+0.038097i,0.036072+0.04491i,0.024346+0.043574i,0.011412+0.054624i,0.0079893+0.056653i,0.0021526+0.034375i,-0.005683+0.016957i,-0.0070491+0.011399i,-0.0053336+0.0029168i,-0.0053509-0.0046906i,-0.0039203-0.0058868i,-6.819e-05-0.0023523i,0.0037345+0.0013139i,0.0044172+0.0012637i,0.0014022+0.00014878i,-0.002424+0.0020067i,-0.0037331+0.0046144i,-0.0022166+0.0053054i,-0.00069045+0.004764i
0.0024261-0.0029033i,0.0018363-0.0033259i,-0.0036198-0.0066208i,-0.021296-0.013119i,-0.04631-0.020257i,-0.055921-0.020061i,-0.04676-0.018389i,-0.043599-0.029383i,-0.039963-0.0349i,-0.019832-0.024068i,-0.0030944-0.013738i,0.0015857-0.0073977i,0.0046849-0.0012433i,0.0058712+0.002471i,0.0036941+0.0046122i,0.00087943+0.0057717i,-0.002659+0.0041125i,-0.0028691+0.0017666i,0.00034987+0.00065691i,0.0021204-0.00064201i,0.0014903-0.002312i,-0.00081385-0.0030442i,-0.003174-0.0031081i
-0.00065902+0.0020755i,-0.0010768+0.0015568i,0.0034373+0.00090323i,0.02371-0.0021488i,0.051887-0.006135i,0.061948-0.0087745i,0.056996-0.0073432i,0.061933-0.0030324i,0.059949-0.0016779i,0.034434-0.0015827i,0.014771-0.00035901i,0.008388-0.00092572i,0.00039607-0.0034956i,-0.0055382-0.0028294i,-0.0042883-0.0015497i,2.6279e-05-0.0032148i,0.0033216-0.0052741i,0.0042548-0.0046067i,0.0028667-0.0019471i,0.0020994-8.9502e-05i,0.0040964+0.00083108i,0.0060015+0.0014656i,0.0053241+0.0014916i
0.0014098-0.0028725i,0.00080643-0.002305i,-0.0047488+0.000629i,-0.020871+0.013552i,-0.03995+0.0313i,-0.042507+0.0369i,-0.033011+0.032249i,-0.035317+0.031629i,-0.038655+0.02922i,-0.026764+0.015108i,-0.01549+0.0029642i,-0.010756-0.00023298i,-0.0049086-0.002897i,0.0003624-0.0050303i,0.0032613-0.0047014i,0.0024818-0.0012006i,-0.00068804+0.003498i,-0.0011183+0.0045935i,0.00067548+0.0023037i,-0.00034115-0.0011349i,-0.0030459-0.0027261i,-0.0042638-0.0021384i,-0.0035193-0.00044694i
-0.001961+0.00045682i,-0.0026166+0.0014439i,-0.0015535-0.0039194i,0.0064998-0.022544i,0.018018-0.04711i,0.018221-0.053462i,0.0050816-0.046i,-0.0035276-0.049981i,-0.0029209-0.049348i,-0.00066041-0.026415i,0.0013883-0.007698i,-0.00057117-0.0018695i,-0.0035392+0.0042281i,-0.0037828+0.0066313i,-0.004351+0.003432i,-0.0043388-0.00059517i,-0.0033206-0.0048599i,-0.0024115-0.005244i,-0.001575-0.0019986i,-0.0012927-0.00071063i,-0.00091432-0.0014036i,0.00062863-0.0025505i,0.0025002-0.0035722i
-0.0001201-0.0015598i,-0.00037351-0.0024725i,-5.0597e-05+0.0032309i,0.0028476+0.025554i,0.0058343+0.055499i,0.0086441+0.062349i,0.016846+0.048597i,0.028067+0.047359i,0.030086+0.049205i,0.019811+0.03213i,0.0096673+0.016108i,0.0076082+0.0088053i,0.0071353-0.00017478i,0.0029966-0.004941i,0.0001001-0.0023053i,0.0023437+0.0016103i,0.0047727+0.0035824i,0.0040782+0.0035266i,0.002211+0.0022864i,0.00083994+0.0027722i,-0.00050344+0.0046737i,-0.0012545+0.0052142i,-0.0016042+0.0038335i
0.0029302+0.0039172i,0.0020259+0.004768i,-0.00054385-0.00018707i,-0.012299-0.019752i,-0.027117-0.045754i,-0.02787-0.047417i,-0.020766-0.022986i,-0.024031-0.0076064i,-0.027013-0.009819i,-0.016557-0.011462i,-0.006365-0.0087602i,-0.0042296-0.0052857i,-0.0015073-0.002283i,0.0010194-0.00030242i,0.00065523+0.00085125i,-0.0026221+9.9063e-05i,-0.0064702-0.0012889i,-0.006221-0.0011438i,-0.0023433-0.00035691i,0.0014583-0.00062834i,0.0027795-0.0021177i,0.0012839-0.0023851i,-0.0012948-0.00062085i
