-0.0029905+0.0018308i,-0.0021124+0.00072399i,-0.0017219+0.0012898i,-0.001451+0.0016627i,-0.0012468+0.0011924i,-0.00089699+0.00076767i,-0.001027+0.00089421i,-0.00042278+0.0014441i,0.00065571+0.0018978i,0.0021099+0.0012356i,0.0021598+0.00010763i,0.00071608-0.0012945i,0.00012546-0.0019951i,0.00025087-0.0016485i,-0.00020164-0.00046149i,-6.8879e-06-0.00027333i,0.00038178-0.00026314i,0.0003952-0.00020223i,0.00055102-0.00010208i,0.00018178+0.00019457i,-0.0001098+0.00020269i,0.00042339+0.00010385i,0.00054329-0.00016856i
0.0019095+0.001255i,0.0030244+0.00042395i,0.0027301-0.00065223i,0.0021403-0.00031785i,0.001047-0.00059875i,-9.577e-05-0.0014771i,-0.00083476-0.001031i,-0.00031008+0.00030248i,0.0013265+0.00069276i,0.0018831-6.8298e-05i,0.0012271-0.00076509i,-0.00029853-0.0014981i,-0.00069518-0.002123i,-0.00023573-0.0009784i,-0.00086946+8.1204e-05i,-0.00072445-0.00031133i,-0.00056232-0.00031204i,-0.00039006-0.00042873i,0.0002692-0.00068926i,0.00089044-0.00053416i,0.00030737-0.00081356i,4.4979e-05-0.00080701i,0.00087368-0.0010239i
-0.0021273+0.0010871i,-0.001567+0.0017134i,-0.00054324+0.0021037i,0.00064775+0.0029101i,0.0013879+0.0017976i,0.0010761+2.1296e-05i,-0.00015062+0.00039476i,-0.0013099+0.0015255i,-0.0013674+0.0020599i,0.00044296+0.0023206i,0.0023805+0.0024745i,0.0023395+0.00032308i,0.0017006-0.001551i,0.0011474-0.0012148i,0.00066728-0.0006309i,0.00064619-0.00032192i,0.00067398-0.0009572i,0.00045814-0.00085507i,-8.173e-05+0.00013082i,-0.0007606+0.00031176i,-0.00047948-4.5712e-05i,0.00068435+0.00064362i,0.00081049+0.0009672i
0.00034628-0.0010923i,-1.3913e-06-0.0013485i,-0.00021788-0.00084402i,0.00076347-0.00025952i,0.0013193+4.9731e-05i,0.00088963-0.00029629i,-0.00015094-0.0006793i,-0.0010938+0.00019475i,-0.0011785+0.00076162i,-0.00088417+0.00079765i,-0.00075098+0.0014093i,9.5339e-05+0.0022359i,0.00038916+0.0019894i,0.001019+0.00084978i,0.001473-4.0788e-05i,0.0011202-0.00045341i,0.0012564-0.00042924i,0.00097907-0.00031037i,0.00061619-0.00062426i,0.0003541-0.0010097i,-0.00034525-0.00083956i,-0.00071846-0.00065147i,-0.00027611-9.4207e-05i
-0.0014867+0.0031831i,0.0011459+0.0029944i,0.0022197+0.0035333i,0.002512+0.003977i,0.0028146+0.0032899i,0.0020481+0.0010343i,0.00095542-9.725e-06i,-4.6172e-05+0.00043293i,-0.00042244+0.00053026i,-0.00024654-0.00078804i,5.2412e-05-0.0019082i,-0.00041054-0.0012929i,-0.00083938-0.00042005i,-0.00067043+0.00072547i,-0.00017463+0.0016683i,0.00055317+0.001549i,0.0010798+0.0014085i,0.0012056+0.0012032i,5.5938e-05+0.00054055i,-0.00095903+0.00025342i,-0.00049342-0.00018493i,-0.0001166-0.0005029i,0.00016864+9.0165e-05i
0.00056437-0.0024109i,-0.00042737-0.0019442i,-0.00043303-0.0014501i,-0.00092384-0.0013005i,-0.0010271-0.00088321i,-0.00086213+0.00046146i,-0.00096663+0.00089507i,-0.00070818+0.0010208i,-0.00024748+0.0022122i,5.4995e-05+0.0012033i,-0.00017119-0.00038201i,-0.00020619-0.0013474i,-0.00050367-0.00084094i,-0.0012721+0.00071659i,-0.0022924+0.00063248i,-0.0022021-0.00060221i,-0.0015264-0.0009684i,-0.00079778-0.00054442i,-0.00013976+0.00049071i,-0.00025083+0.0008196i,-0.00028438+0.00024641i,0.00010315+0.00036779i,0.00043142+0.00056755i
0.00020683+0.00083953i,0.0014579+0.0011045i,0.0010795+0.0010077i,0.00058289+0.0011245i,0.0010629+0.00085134i,0.00095439+2.3268e-05i,-5.3573e-05-0.00011629i,-0.000986+0.0010136i,-0.00093422+0.0016901i,-7.8642e-05+0.0016227i,0.00066314+0.0017724i,0.00097114+0.0013797i,0.00010952+0.00013748i,-0.00060287-0.0010053i,-0.0002154-0.0012647i,6.2737e-07-0.0011497i,7.5106e-05-0.0012482i,-0.00089271-0.00056761i,-0.0012452-3.595e-05i,-0.00021934+0.00013802i,0.00035318-2.0467e-05i,0.00028068-0.00043895i,0.0005457-0.00040079i
-0.0038139+0.0014223i,-0.0034198+0.0022062i,-0.0034731+0.0030304i,-0.001669+0.0028872i,0.00024609+0.0018809i,0.0017592+0.0006779i,0.0021198-0.00077195i,0.00071155-0.00063713i,-0.00093881+0.0010108i,-0.0010261+0.0016727i,-0.00093868+0.0011616i,-0.00077919+0.00035827i,0.0001408-0.00062314i,0.0013279-0.00071921i,0.0022478+0.00016315i,0.0014122+0.00079149i,0.0010128+0.00027604i,0.0011289-0.00057857i,0.00058839-0.00054245i,0.00055852-0.00026451i,0.0010193-0.00044027i,0.0010446-0.0010366i,0.00053423-0.0010833i
0.00092693-0.0024701i,-0.00010025-0.0019601i,-0.0013482-0.0013386i,-0.0014871-0.00044116i,-0.00096026+0.00028794i,-0.00066627+0.0012778i,4.5117e-05+0.0020233i,0.00072257+0.0011895i,0.00019323+0.00047557i,-0.00053939-3.9414e-05i,-0.00048144-0.0007398i,0.00012509-0.00082088i,0.00064125-0.00013968i,0.0015724+0.0012614i,0.0023505+0.0019876i,0.0019292+0.00072552i,0.00079902-0.00064665i,0.00029422-0.0004413i,-0.00017664+7.4229e-05i,-0.00036443+0.00036337i,-0.00023674+0.00094595i,0.00058781+0.00080653i,0.00086804+0.00055539i
0.00074706-0.00023421i,-0.00027486-0.00072609i,-0.00052827-0.00036269i,-0.00067939+0.00086606i,-0.0012375+0.0010748i,-0.0017429+0.00032647i,-0.0015027+0.00018619i,-0.00049692+0.0010601i,9.7238e-05+0.0011254i,0.00015024+0.00068555i,0.00030885-6.8811e-05i,0.00054683-0.0011306i,-0.000283-0.0012867i,-0.0014441-0.00068117i,-0.0013146+3.2271e-05i,-0.00080153-2.5375e-05i,-0.00017239-0.0010794i,0.00049031-0.0010189i,0.00063294-0.00048216i,0.00031678-0.00021956i,-0.00029959+0.00048037i,-0.00018556-2.4057e-05i,-0.00014215-0.00013984i
-0.0018815-0.00022274i,-0.0011678-0.00043957i,-0.00083448+0.00065146i,-0.00019356+0.001521i,0.00090433+0.00028085i,0.00041699-0.00069211i,-0.00021781-0.00057656i,-4.3487e-05+0.00049078i,-0.00086721+0.0013926i,-0.001479+0.0012944i,-0.0003696+0.00078141i,0.00054201+0.00025037i,0.00018928-0.00049519i,-0.00045596-0.00065416i,-0.00080162-0.00012886i,-0.00096231+0.00018205i,-0.00046701-0.00017991i,-0.00032269-0.00051557i,-0.00016248-0.00016313i,0.00044467+0.00032113i,0.00056449+0.0001825i,0.00014848-0.00017091i,-0.00023047-0.00014973i
0.00073387+0.0017223i,0.00094884+0.0018366i,0.0011092+0.0017778i,0.001112+0.0014212i,0.0011692+0.0010568i,0.00054989+0.0013402i,0.00020199+0.0014122i,3.1642e-05+0.0012795i,4.5774e-05+0.00035528i,-1.7945e-05-0.00050386i,-0.0010807-0.00074482i,-0.0010336-0.00093828i,0.00013392-0.00072602i,0.00029416-0.0007899i,0.00026015-0.0013277i,0.00084494-0.0012275i,0.0011668-0.0008362i,0.00078189-0.00012899i,0.00012205+0.00010184i,-0.00018339-0.00024167i,-0.00013962-0.00025226i,-0.00011017+1.3592e-06i,-0.00015723+0.0008781i
-0.0011286+0.00022502i,-0.0027693+1.1871e-05i,-0.0034398-0.0011648i,-0.001753-0.0006059i,-0.00071246+0.0012569i,-0.00038875+0.0013393i,-6.6829e-05+0.00045294i,2.5956e-06-0.00032817i,0.00071385+4.5491e-05i,0.00095864+0.00036693i,0.0011841+0.00049741i,0.0013077+0.00062242i,0.0011176-2.5356e-05i,0.0012915-0.00074609i,0.0011427-0.00063064i,0.0011926-0.00013656i,0.0015044+0.00057427i,0.00072819+0.0010037i,0.00043544+0.00060992i,3.7584e-05+1.3949e-05i,3.1696e-05+0.00031027i,0.00043066+0.00089553i,3.1817e-05+0.00034098i
-0.0010468-0.00030923i,-0.00053469-0.00079928i,-0.0004967+0.00027322i,-0.00074143+0.00035137i,-0.0003059-0.00036372i,8.0999e-05-0.00061136i,-0.00019607-9.775e-05i,-0.00021644+0.001467i,0.00019273+0.0027361i,0.00023447+0.0029624i,0.00038072+0.0027454i,0.00089291+0.0010213i,0.00038185-0.00039774i,5.7265e-05+0.00011382i,0.0003197+0.001354i,0.00062924+0.0019258i,0.00031538+0.0011684i,-0.00051669+0.00074964i,-0.00045038+0.00042001i,-0.00024767+6.1564e-05i,-0.00035516-8.2864e-05i,-0.00027857-0.00028127i,0.00022458-1.2465e-05i
0.0019905+0.0013965i,0.0027977+0.0011291i,0.0034392+0.0024517i,0.0035488+0.0019194i,0.0023257-0.00040823i,0.00055395-0.00088533i,-0.0006215-0.00047572i,-0.00081119+0.0002444i,-0.00049975+2.8381e-05i,-0.00031444-0.00032715i,-0.00062933-0.00015355i,0.00011587-0.00018594i,0.0010858-6.4083e-05i,0.00069085+9.9062e-05i,-0.00022577+0.00027477i,-0.00037668-0.00011257i,-4.797e-05+0.00011374i,0.00028208+0.00040444i,0.00037438-0.0003604i,-0.00037769-0.00072444i,-0.00054573-9.2171e-05i,8.7187e-05+0.00034015i,0.00047656+0.00022984i
-0.00066481+0.0024453i,-0.00022374+0.0019196i,0.0002652+0.00086652i,0.00062208-0.00020503i,0.00099716-0.0011816i,0.0010215-0.00093227i,-0.00064873-0.00012462i,-0.0017247-0.00019093i,-3.6982e-05+2.8736e-05i,0.0011234+0.00030709i,0.00063086+1.118e-05i,-2.0569e-05-5.3433e-05i,-0.00024214-0.00026724i,-0.00057797-0.00066749i,-0.00039492-0.00085962i,0.00016694-0.0010097i,0.00022533-0.0012375i,-0.00030594-0.0010031i,-0.00075614-0.00016691i,-0.00091764+0.00029496i,-0.00067833+0.00057564i,-9.315e-05+0.000417i,0.00098249+0.00025319i
-0.0024+0.00026486i,-0.0020694+0.0010057i,-0.0019823+0.00261i,-0.0010085+0.0025482i,0.00057445+0.0016782i,0.00042211+0.00087894i,0.00012928+0.00032572i,0.001099+0.00041733i,0.0016504+0.0010303i,0.0020489+0.0013482i,0.0027766+0.0015974i,0.0024478+0.0012213i,0.0004176+0.00037495i,-0.00051739+0.00037056i,-2.2324e-05+0.00012482i,0.00074346-0.0008735i,0.0012337-0.0010965i,0.00069528-0.0010973i,2.9011e-05-0.00080102i,-0.00079478-0.00021387i,-0.00021624-0.00019577i,0.00067463+0.00013936i,7.1987e-05-0.00033532i
0.0025961-0.00038284i,0.0010861-0.00077991i,0.00044222-0.00033873i,0.0005326+0.00018728i,0.00077942-0.00036444i,0.00045772+0.00010013i,-0.00039704+0.00092909i,-0.00085638+0.00086605i,-0.0011654+0.00087173i,-0.0011443+0.0014767i,-0.00062186+0.0016908i,-0.00011887+0.0011431i,-0.0005862+0.00047379i,-0.0008613+0.00029762i,0.00017676+0.00056235i,0.00092631+0.00077879i,0.00036583+0.00068635i,-9.6859e-05+0.00084629i,-9.2487e-05+0.00063633i,-2.168e-05+0.00010195i,-5.5486e-05-0.00014374i,-0.00060887-3.9771e-05i,-0.00066687-0.00012538i
0.00015506+0.0018659i,0.0016379+0.0015829i,0.0018877+0.00031129i,0.0010775+0.00030281i,0.00072327+0.00054917i,0.000675+0.00013354i,0.00025736-0.00028723i,-0.00033638+5.6057e-05i,-0.0010871+0.00010186i,-0.0016799+0.00013412i,-0.0011521-0.00028121i,-0.00020945-0.0010083i,-0.00013829-0.0010883i,-0.00061043-0.00069571i,-0.00076545+0.00016957i,-0.0002047+0.0006779i,0.000282+0.00023885i,0.00063528+0.00013035i,0.00066979+0.00098563i,0.00017282+0.0010016i,-0.00018199-1.1572e-05i,0.00076449-0.00048041i,0.0013821-0.00039717i
-0.0033269+0.00078418i,-0.0027647+0.0013775i,-0.00024391+0.0012943i,0.0015386+0.0017025i,0.0016015+0.0020217i,0.00081615+0.00064717i,-0.00044622-0.00030263i,-0.00090266-0.00015065i,-0.00012454-2.5884e-05i,0.00054344+0.00026064i,0.00093625-0.00024023i,0.0016187-0.0010189i,0.0017001-0.00062138i,0.00061994-0.00040054i,-0.00085575-1.1232e-05i,-0.00085695+0.00049909i,-0.00018773+0.00028091i,-0.00026398-0.00035858i,-0.00013792+0.00010865i,0.00033783+0.00021794i,0.0010599+0.00047364i,0.0010265+0.00031831i,0.00094044+0.00011095i
0.0042386-0.0015845i,0.003468-0.0034012i,0.0023173-0.0025543i,0.0013486-0.0016746i,6.7235e-05-0.0019061i,-0.0012139-0.0020731i,-0.0013918-0.00061854i,-0.00058071+0.00078317i,-8.2209e-05+0.0010924i,0.00094228+0.0013087i,0.0015809+0.001994i,0.0010207+0.0016208i,0.00017962+0.00095757i,-0.00049087+0.00043575i,-0.00030156-0.00016939i,0.00066019-0.00036668i,0.0012264-0.00040948i,-0.0001374-0.0002416i,-0.0016434-9.0022e-05i,-0.0013963-0.00026451i,-0.00053868-9.2387e-06i,-0.00033585-0.00019459i,-9.2293e-05-0.00028786i
5.3433e-05+0.0039521i,-4.3844e-05+0.0040819i,-0.00043987+0.0032032i,4.4385e-05+0.001626i,0.00084465+0.00016414i,-0.00010074-0.00089909i,-0.00091456-0.00080207i,-0.00070137+0.00061484i,-0.00083781+0.00089252i,-0.0010212+0.00084186i,-0.00045264+0.001214i,-0.00033999+0.00069184i,-0.00090685-0.00042934i,0.00025847-0.00087392i,0.0013663-0.00042735i,0.0013894+6.0979e-06i,0.0013958-0.00031974i,0.0011935-0.00080792i,0.0012598-0.00035668i,0.00040786-0.00016613i,-0.00036086-0.00072489i,-0.00035622-0.00087247i,-0.0003423-0.00046545i
-0.0026299-0.00079373i,-0.0020078-0.00035861i,0.00034864-3.3411e-05i,0.0020728-4.991e-05i,0.002048-1.9151e-05i,0.00079554-0.00030565i,-0.0002298-0.00013711i,-2.8458e-05+0.00077467i,0.00087235+0.0014134i,0.0011347-0.00015591i,0.00079079-0.001239i,7.5623e-05-0.0012435i,-2.6836e-05-0.0015328i,0.00061693-0.00066404i,0.00054403+0.0007033i,0.00041152+0.0012319i,0.00052019+0.001199i,0.00027826+0.0011322i,5.6004e-06+0.00085912i,0.00045482+0.00033939i,0.00085249+0.00025562i,0.0011645+0.00059697i,0.0011265+0.00037815i
0.0024318-0.0015614i,0.0027945-0.0028295i,0.0027751-0.0021658i,0.0018796-0.00090032i,0.00080171-3.532e-05i,-0.00024233-0.00045171i,-0.0010966-0.0011109i,-0.0013494+0.00018359i,-0.00082527+0.0013117i,0.00018265+0.001193i,0.0010358+0.00021327i,0.00057822-0.00020439i,0.00062373+0.00060534i,0.00035023+0.0015286i,-0.00036629+0.0019982i,-0.0005312+0.001639i,-0.00024769+0.00040238i,-0.00057473+0.00032116i,-0.00074205+0.00071858i,-0.00025382+0.00057807i,0.00014439+0.00053236i,0.00044117+0.00056938i,0.00038663+0.00083637i
-0.0010771+0.0041481i,-0.00059333+0.0044606i,-4.4311e-05+0.0035102i,0.0011864+0.0022359i,0.0023077+0.00098586i,0.0016657-0.00084476i,0.0010801-0.00028174i,0.00075164+0.0012585i,0.00070408+0.0017667i,0.0010502+0.0020691i,0.00068287+0.0016718i,0.00010474+0.001315i,-0.00058001+0.0013086i,-0.0017134+0.00078097i,-0.0014787-9.3958e-05i,0.00019485-0.00032512i,0.00094303-0.00047926i,0.00033648-0.00082784i,-0.00022631-0.00054672i,-0.00070858-0.00047623i,-0.0010109+0.00040889i,-0.00091379+0.0010212i,-0.0002845+0.00066256i
-0.002715-0.0022937i,-0.0034004-0.0016461i,-0.0035261-0.00096529i,-0.001807-0.00015949i,-0.00093404-0.00031711i,7.9178e-05-4.055e-06i,0.00063014+0.00099284i,0.00019663+0.0010868i,-0.00010629+5.6688e-05i,-0.00035669-0.00041031i,-0.0014481+0.00022969i,-0.0013905-0.00010542i,-5.8939e-05-0.0016209i,0.00047362-0.0025886i,0.0001652-0.0018719i,7.7886e-05-0.0012789i,0.00067337-0.0011225i,0.00058274-0.0015377i,1.4325e-05-0.0015185i,-0.00042084-0.00065727i,-0.00094419-0.00057234i,-0.00077755-0.00087928i,-0.00017369-0.0013069i
0.0038154-0.0020232i,0.0028775-0.0033785i,0.00076338-0.0033035i,0.00087695-0.0025929i,0.00079956-0.0018357i,-0.00084307-0.00076992i,-0.0014795+0.00064689i,-0.00040434+0.0010064i,0.00062935+0.00027524i,0.00038875-0.00047362i,7.7298e-05-0.0010244i,0.00046007-0.0010799i,0.0014526-0.00049647i,0.0017413-0.0002114i,0.0019582-0.00017102i,0.0022755+0.00023951i,0.0014673+0.00013913i,0.0010194-0.00036974i,0.00062829-0.0003911i,-3.2266e-05-0.00016981i,8.4558e-05-5.5453e-05i,0.00057325-0.00016355i,0.00050778-0.00030232i
-4.7397e-05+0.0012385i,0.00082916+0.001872i,0.00090737+0.0020491i,-0.00046349+0.0015057i,-0.00077258+0.00063135i,-0.00017038+0.0004343i,-0.0001819+0.0010023i,-0.00049548+0.0014649i,-0.00018375+0.0016631i,0.00065198+0.0016627i,0.0010471+0.0014435i,0.0009403-8.8243e-05i,0.0017421+0.00022048i,0.0015042+0.0017483i,0.00049948+0.0014605i,0.00076132+0.00046201i,0.00062412-0.00031447i,5.5848e-05+0.00041458i,-0.0005097+0.0011472i,-0.00068913+0.00069667i,0.00017894+0.00059945i,0.00080131+0.00071789i,0.00041726+0.0010631i
-0.002615-0.00093281i,-0.003139+0.00053855i,-0.0025586+0.0011803i,-0.001111+0.001792i,-0.00041176+0.0015657i,0.00014893+0.0013304i,6.3401e-05+0.0012487i,-2.3223e-05+0.0014168i,-0.00067982+0.001728i,-0.0012879+0.0021742i,-0.00015026+0.0024935i,0.00095688+0.0024345i,0.0007242+0.0026676i,-0.00028542+0.0023919i,-0.0012554+0.0013071i,-0.0015898-4.8982e-05i,-0.0012187-0.00071797i,-0.00093132-0.0001748i,-0.00075425-0.00017902i,-0.00049748-0.00052195i,-0.00025233+0.00048783i,-0.00056628+0.0015467i,-0.00021791+0.00070709i
0.00018028-0.0042134i,-0.00062375-0.0030865i,-0.00066268-0.00099911i,-0.00093309+0.00060863i,-0.00094036+0.0006826i,-0.00050143+0.00060177i,-0.00057659+0.0009828i,-0.00026417+0.00093395i,-0.00072103+0.00071593i,-0.0014146+0.0011039i,-0.0016432+0.0013508i,-0.0020398+0.0008529i,-0.0017057+0.00038355i,-0.0012407-0.00037456i,-0.00068421-0.0015064i,-0.00015894-0.0017137i,0.00094163-0.00054436i,0.001246+0.00034908i,-0.00013199+0.00029383i,-0.00089217+0.00019754i,-0.00085851+0.00069197i,4.9257e-05+0.00036692i,0.0007795-0.00070349i
0.0017486+0.0020728i,0.0022694+0.0012843i,0.002098+0.00071691i,0.0011109+0.00046646i,0.00050765-0.00025571i,0.00067001-0.0010532i,0.00016145-0.0010175i,-3.5999e-05-0.00053264i,0.000495+7.0807e-05i,0.00059763-0.0002116i,0.00033768-0.0015911i,0.00022032-0.002612i,-0.00029033-0.0024952i,0.00043225-0.0019318i,0.0014628-0.0013775i,0.0011619-0.00090329i,0.00076249-0.0008904i,0.00032807-0.0005715i,-0.00026263-0.0001006i,-0.00059942+0.00034252i,-0.00058448+0.00053479i,-0.00011152-0.00044023i,0.00069175-0.00049315i
-0.0017606+0.0036851i,-0.00092421+0.0035056i,9.656e-05+0.0024949i,0.0016525+0.0023062i,0.0017919+0.001805i,0.00083407+0.000787i,0.00035174+0.00011241i,0.00051732+0.00029337i,0.00097487+0.00071196i,0.00084776+0.0013241i,0.001357+0.00074825i,0.0019657-0.00071576i,0.0018872-0.00078084i,0.0017291+0.00016706i,0.0014088+0.00099953i,0.0012468+0.00059638i,0.0011018-0.00014334i,0.00031829-0.00045781i,-7.7395e-06-0.00044607i,-0.00021741-0.00020728i,-0.00035742-0.00024457i,0.00010656-0.00033063i,0.00030955-0.00025823i
0.00016132-0.0051383i,-1.6853e-05-0.0046441i,0.00063549-0.0030362i,0.00054915-0.002397i,-0.00081131-0.0014375i,-0.0017012-1.0244e-05i,-0.00071441+0.0017139i,2.5505e-05+0.002381i,-1.675e-06+0.0016534i,-1.2423e-05+0.0011905i,-0.00037453+0.0014781i,0.00041203+0.0017708i,0.00094895+0.0019604i,0.00021462+0.0026453i,-0.00026431+0.003122i,2.5557e-05+0.0017098i,0.00074164+0.0003859i,0.00060463+0.00047744i,-0.00031975+0.0014065i,-0.00051178+0.0012607i,0.00030074+0.00039742i,0.0010929+0.00015071i,0.0011326-0.00036624i
0.0023014-0.0020825i,0.0020853-0.0020385i,-0.00015056-0.00075853i,-0.0011896+0.00044322i,-0.00045571-0.00027037i,0.0001354-0.0011932i,0.00029084-0.00011331i,-6.6558e-05+0.0012147i,-0.00030143+0.0017536i,-0.00014612+0.0014556i,-0.00051056+0.001108i,-0.0017805+0.00066275i,-0.0028109+0.0002615i,-0.0031788-7.5987e-05i,-0.0029495-0.00020393i,-0.0025183-0.00029318i,-0.001537+0.00048322i,-0.00096392+0.00070141i,-0.00072653+0.00025486i,-0.00060855+0.00039008i,-0.00054742+0.00023988i,-0.00028315+0.00025859i,-5.6968e-05+0.00058274i
-0.0020468+0.00146i,-0.0025748+0.0013573i,-0.0029962+0.00059913i,-0.0019034+0.00030587i,-0.0001705+0.00060046i,-3.3401e-05+0.00082635i,-0.00020521+0.0016087i,-0.0003748+0.0017515i,-0.00067593+0.00085014i,-0.00043992-0.00016452i,0.00024132-0.0012453i,0.0012736-0.0025159i,0.001218-0.0037079i,0.0005506-0.0036155i,0.00063302-0.0031192i,0.0008152-0.0028465i,0.00023216-0.0020938i,-0.00050194-0.0013632i,-0.00030023-0.0013665i,-0.00050579-0.0011251i,-0.00056531-3.3307e-05i,8.8424e-05+0.00018899i,0.00083458-0.00073647i
-4.6776e-05-0.0011494i,0.00040926-0.0012437i,0.0015428+4.7478e-05i,0.00093471+0.00027289i,0.0013084-0.00048214i,0.0012597-0.00099039i,-8.0184e-05-0.00084869i,0.00041162+8.2599e-05i,0.0013939+0.00092609i,0.0010698+0.0011259i,0.0014491+0.00071108i,0.0031269+0.00023058i,0.0040784-0.00055406i,0.0033874-0.00033703i,0.0025634+0.00093401i,0.0022039+0.00075259i,0.0016847+0.00037791i,0.0011794+0.00021663i,-7.4183e-05-0.00023861i,-0.00070208-0.00055733i,-0.00026997-0.00047817i,-0.00022472+0.00022357i,-0.00038228+0.00037278i
0.0034182+0.00092973i,0.0042565+0.0010696i,0.0022027+0.00096725i,0.00073714+0.0015963i,0.0010524+0.00062157i,0.00060835-0.00076043i,-0.00026182-0.0004066i,-0.0005005+0.00071787i,-0.00032746+0.0021766i,-0.00032075+0.0022938i,-0.00050199+0.0017687i,5.6137e-05+0.0019374i,0.00061874+0.0029048i,-0.00031342+0.0046629i,-0.00024816+0.0043412i,0.00094769+0.0028619i,0.001673+0.001631i,0.0014762+0.00054485i,0.00077337-0.00033295i,0.00025996-0.00071807i,-0.00025495-0.0002025i,-0.00052378+0.00042444i,-0.00029862-2.7744e-05i
-0.00029685+0.0027934i,-0.00020715+0.0016675i,0.00052387-0.00062358i,0.00017043-0.0012542i,-0.00060666-0.001211i,0.00054171-0.0011394i,0.00093938-0.00050637i,-7.2264e-05+0.00041409i,-0.0008462+0.0012194i,-0.0012304+0.0012939i,-0.00072236+0.00044306i,-0.001205-4.3432e-05i,-0.0032309-0.00041366i,-0.0049317-0.00028203i,-0.0041001+0.00017607i,-0.0017614-4.5786e-06i,-0.0011973+0.00011324i,-0.0017516+0.000291i,-0.001187+0.00019923i,-0.00033184+0.00029715i,-0.00042622+0.00030946i,-0.0011146+0.00048654i,-0.0011138+0.0010432i
-0.0011889-0.0017343i,-0.0010369-0.0019494i,-0.0003368-0.00091853i,0.00088063+0.00010215i,0.0018655+0.00029631i,0.00068982+6.5334e-05i,-0.00081254-0.00012915i,-0.00092413-0.00027263i,-0.0010035-0.00015022i,-0.00078523+0.00020982i,0.00082599-1.7916e-05i,0.0015781-0.0016894i,0.0011866-0.0037009i,-1.445e-05-0.0046225i,-0.00069706-0.0045692i,-0.00033973-0.002578i,-0.00012562-0.00096966i,0.00022066-0.0007043i,-0.00040044-0.00058359i,-0.0011769+0.00016811i,-0.0014439+0.00040188i,-0.00093754+0.00028968i,0.0002167-6.1648e-05i
0.0049712+0.00016053i,0.0037352-0.0012816i,0.0012765-0.0020515i,0.00032479-0.0017204i,0.00014949-0.00082892i,-0.00077768-0.00043621i,-0.00083988+0.00020049i,0.00029984+0.00079387i,0.00017342+0.00049156i,-0.00066845-0.0003816i,-0.00072229-0.00052732i,0.00014544-0.0001755i,0.0021039+2.2367e-05i,0.0040568+8.796e-05i,0.0047494+0.00020904i,0.0029787+0.00041871i,0.00052705+0.00024467i,-3.7622e-05-0.00021872i,-0.00024899-0.0003318i,-0.00068942+0.00051456i,-0.00072114+0.00041408i,-0.00017138-0.0005426i,0.00081628-0.000428i
-0.0018535-5.8698e-05i,-0.0004548+0.00035662i,-0.00044459+0.001017i,-0.0015492+0.0014278i,-0.0012357+0.0012058i,-0.00054672+0.00045085i,-0.00036194+0.00011836i,-8.876e-05+0.00097859i,0.00046475+0.0017444i,0.000934+0.0017361i,0.00080183+0.0010778i,0.00022924+0.0012698i,0.00035916+0.0025423i,0.00064586+0.0038984i,-0.00014925+0.0041122i,-9.7602e-05+0.0018615i,0.00054035-0.00015391i,0.00093886-0.00026174i,0.0011781+0.00049308i,0.00042588+0.00066912i,0.0013305+0.00070942i,0.0016278+0.00064444i,0.00071001-0.00056191i
-0.0011207-0.0021997i,-0.00249-0.00075865i,-0.0028717+0.00088189i,-0.0026843+0.0008116i,-0.0012632+1.9867e-05i,-0.00017662+4.1182e-05i,-0.00021218+0.0006597i,-0.00090211+0.0011989i,-0.0017285+0.0014991i,-0.0014162+0.0016105i,3.969e-05+0.0018851i,-0.00016794+0.0015688i,-0.0021255+0.00071271i,-0.0034521+0.00075193i,-0.0030598+0.00087767i,-0.0019096-1.1605e-05i,-0.00053228-0.0013211i,4.8121e-06-0.0016486i,-0.00034557-0.00078411i,-0.00061645-0.00030181i,-0.00060691+0.00050544i,-0.00039585+0.0015832i,-0.00031165+0.0017493i
0.0035471+0.00095995i,0.0044204+0.00065488i,0.0041598-0.00074474i,0.0032641-0.0021925i,0.002584-0.0015949i,0.00078083+7.7373e-05i,-0.0011288+0.0016159i,-0.0014763+0.0019157i,-0.00066046+0.00073057i,-0.00014059+0.00033261i,-0.00045865+0.0011374i,-0.0011473+0.0011296i,-0.0013813-0.00072678i,-0.0013298-0.0028363i,-0.00092127-0.0027682i,-0.00034195-0.0013554i,0.00026229-0.00090689i,0.00099313-0.0011187i,0.00083533-0.00067502i,7.0403e-07+8.9712e-05i,-0.00024118+4.3424e-05i,0.00018627-0.00029531i,8.1806e-05-0.00041447i
2.7366e-05+0.0015799i,-0.00068098+0.0013653i,3.6662e-05+0.0013313i,0.0017693+0.0015971i,0.00088001+0.0015678i,-0.00095298+0.0015491i,-0.0018663+0.00079524i,-0.0010066+5.3776e-05i,0.00051556+0.00036739i,0.0008702+0.00012297i,0.00015326-0.0016411i,0.00029317-0.0031353i,0.0023004-0.0032534i,0.0034409-0.0024849i,0.0026255-0.0012565i,0.00098405-0.00030152i,-0.00027841-0.00014406i,-0.00044113-5.0078e-05i,-9.1341e-05+0.00029267i,8.1655e-06+1.7617e-05i,-0.00024913-0.00078034i,-0.00023535-0.0007135i,-0.00013857+0.00024374i
