0.00034691-0.00059808i,0.00033585-0.0011282i,-0.00080389-0.0013325i,-0.002174-5.4638e-05i,-0.0025211+0.0010069i,-0.0018039+0.0020602i,0.00023695+0.0022951i,0.0014801+0.0017083i,0.0014966+0.0012476i,0.00055384+0.00060398i,-0.00046509-0.00028885i,-0.00027391-0.0005419i,0.00047917-6.0106e-05i,2.7631e-05+0.00075642i,-0.00035932+0.00056148i,0.00054067-0.00021308i,0.00055457-0.00024155i,0.00041862-0.00049607i,0.00017636-4.3456e-05i,-0.00010993+0.00068959i,7.6633e-05+0.00066598i,0.00010404+0.00056244i,6.2445e-05+0.00047885i
-0.00050981+0.0020868i,0.00075312+0.00063185i,0.0004844-0.00077122i,-9.8575e-05-0.00019626i,0.0008633+0.0012242i,0.0013557+0.0020047i,0.00096276+0.0018135i,0.00034005+0.001099i,0.00048897+3.3856e-05i,0.0014525+0.00035006i,0.001411+0.00046749i,0.00094788+0.00016936i,0.00044747+0.00094391i,-0.00026474+0.00085917i,-4.5203e-05+0.00036156i,-9.7477e-05-2.2701e-05i,2.6259e-05-0.00051423i,0.00021391-0.00042457i,-0.00028053-0.00014762i,-0.00060951+0.00022961i,-0.00046887+8.7674e-05i,-5.4974e-05-0.00042773i,0.0001427-0.0010892i
0.001457-0.00030338i,0.002198+0.00018803i,0.0019579+0.0014568i,0.0012498+0.0007456i,0.00053112+0.00049966i,0.00066106+0.0015059i,0.00075867+0.0014487i,0.00091675+0.0011693i,0.0011373+0.0010503i,0.00097632+0.00035607i,0.00057568-0.00018499i,-0.00011935+0.00023328i,-0.00051132+0.00086388i,-0.00034242+0.00064433i,-2.5714e-05+0.00030865i,-0.00047171+0.00031939i,-0.00032745-0.00030817i,0.00017056-0.00025238i,-0.00043238+8.2457e-05i,-0.00048173+8.2641e-05i,0.00093952+0.00059322i,0.0019046+0.0010656i,0.0010766+0.0010577i
-0.0007771-0.00070845i,-0.0010212-0.00050673i,-0.001348-0.00052158i,-0.0017988+3.8223e-05i,-0.0017795+0.0011527i,-0.0016533+0.00088431i,-0.0010561-0.00047008i,0.00019295-0.00055777i,0.00065045-0.00044609i,-0.00019041-0.00047463i,-0.00047136+0.00010138i,0.00019446+0.00043773i,9.0401e-05+0.00041025i,1.1583e-05+0.00051601i,0.00063366+0.00031084i,0.00056265-0.00029653i,-1.9221e-05-0.00018717i,-0.00047334-7.9257e-05i,-0.00040525-0.000775i,-0.00022371-0.00050962i,-0.00038542+0.00038035i,-0.00028877+0.0010292i,-0.00014757+0.00028936i
-0.0023914-0.00015049i,-0.0014626+0.00076765i,-0.0011755+0.001339i,-0.00098351+0.0012403i,-0.00019194+0.0010045i,0.00057819+0.00085271i,0.00073298-0.00048155i,2.1041e-07-0.00028503i,-3.3092e-05+0.00094277i,0.00075903+0.0010097i,0.00048372+0.00094052i,0.00046612+0.00087534i,0.00039939+0.00040416i,0.00052432-0.00056047i,0.0011432-0.0011916i,0.00061064-0.00073955i,0.00010394+8.8332e-05i,0.00026646+0.00053639i,0.00010467+0.0006495i,5.275e-05+0.00011321i,0.0004796-0.00050459i,0.00047367-0.00060738i,0.00081056-0.00047776i
-0.00049581+0.00018768i,-0.00049424+0.00048445i,-0.00022134-9.698e-06i,-0.00049305-0.00021968i,-0.0005704+0.00031869i,0.00018199+0.00066064i,0.00093466+0.0013176i,0.0011366+0.0012394i,0.00060067+0.0005758i,-0.00032783+0.00033794i,-0.0009108+0.00063184i,-0.00034239+0.0010399i,0.00042199+0.00075277i,0.00022561+0.00020873i,0.00038355+1.3465e-05i,0.0003801-0.0001919i,-9.6242e-05-0.00065499i,-0.00030836-0.0010213i,-4.0516e-05-0.0001858i,5.6546e-06+0.0011724i,5.5283e-05+0.0007919i,-4.8683e-08-0.00024541i,0.00032149-0.00099983i
-0.00084275+0.00088099i,-0.0015536+0.0018884i,-0.0026188+0.0026468i,-0.0013028+0.0025241i,-7.589e-05+0.0022979i,-0.00045962+0.0017174i,-0.00037581+0.00090152i,0.00015947+0.00042581i,0.00054076-0.00030673i,0.0011937-0.00016068i,0.0012332-0.00019539i,0.0013015-0.00097734i,0.00098083-0.00060965i,0.0011128-0.00013701i,0.0012699-9.2143e-05i,0.00016947-9.2989e-05i,-0.00055457+0.00022195i,-0.00024965+0.00031296i,-0.00032939-7.6843e-05i,-0.00083913+1.2526e-05i,-0.00059444-0.00018411i,0.00056441-0.00083642i,0.0011669-0.00069841i
-0.0011723-0.0014952i,-0.00099154-0.0014988i,-0.00040886-0.00084505i,-0.00017137-7.1322e-05i,-0.0014726+0.00041394i,-0.0016382+0.000587i,-0.00023854-6.5735e-05i,0.00071752-0.00081679i,0.00040711+7.8217e-05i,0.00070349+0.0011239i,0.00096413+0.00074338i,0.00028442+8.7099e-05i,0.00041676-0.00066673i,0.00050006-0.0010359i,0.00011391-0.0007842i,1.7898e-05+0.0002455i,-8.4196e-05+0.00063638i,0.00019194-0.0001701i,0.00013564-0.00045229i,-0.00030908+0.00051922i,-0.00040582+0.0010408i,7.4346e-05+0.00077594i,0.00031215+0.00042047i
-0.00084545+0.0014758i,-7.8163e-05+0.0011367i,-0.00016074+0.0012064i,-0.00090517+0.0013072i,-0.00027092+0.0015749i,0.0015058+0.0010819i,0.0011215-0.00077683i,-0.00040658-0.0015477i,-0.00024418-0.00082329i,0.00055706-0.00049472i,0.00067106-0.00015579i,-0.00019372-0.00021299i,-0.00040694-0.00052309i,-0.00021216-0.00031368i,-8.2292e-05+0.00011609i,0.00051647+0.00017333i,-6.0124e-05+0.0003757i,-0.00073486-7.7817e-05i,-0.00077834-0.00081502i,-0.00072118-0.00052768i,-0.00023389-0.00055036i,0.00016878-0.00048759i,0.000276-0.00010372i
-0.0015694+0.00041229i,-0.0010233+0.00076811i,0.00012898+0.0024476i,0.00034988+0.0023532i,-0.00049305+0.0014652i,-0.00096599+0.0007919i,-0.00047695+0.0008558i,0.00076713+0.00099099i,0.00084693+0.00049937i,0.00025597+0.0004278i,0.0003161+0.00054144i,0.00044324-0.00021508i,-6.19e-05-0.00020084i,3.1935e-05+0.00012439i,2.5452e-05-0.0003629i,-0.00035967-0.00095937i,0.00053011-0.00095263i,0.00091682-0.00076595i,-6.7584e-05-0.00032414i,-0.00077363+0.00012603i,-0.00084349-0.00039276i,-0.00054404-0.00026624i,-0.00031102+0.00038874i
-0.0010556+0.0017794i,-0.0007857+0.00282i,-0.00041008+0.0029571i,-0.00027911+0.0016146i,-0.00032574+0.00084554i,-0.0010991-2.876e-05i,-0.0016486-0.00032186i,-0.0010959-0.00025955i,0.00016118+0.00018093i,0.0015421+0.00030928i,0.0022916-0.00012011i,0.0018017-0.00014484i,-8.5164e-07-0.00027971i,-0.0009434-0.00045569i,-0.00085198-0.00041303i,-0.00019669-0.00024594i,0.00031365+1.2928e-05i,-0.00059083+0.00033413i,-0.00075514+0.00049162i,-0.00021668+0.00042374i,0.00017965+0.00041747i,0.0010802+0.00012552i,0.00081552+8.3617e-05i
0.008851-0.0046726i,0.008934-0.0071675i,0.0057208-0.010851i,-0.00025745-0.0082206i,-0.0048929-0.0037594i,-0.0047237+0.00031612i,-0.00079777+0.0010087i,0.0012812+0.00033611i,0.0010537-0.00010281i,-0.0012165-0.00079917i,-0.0023967-0.00062924i,-0.0013201+0.0003572i,-0.00023692+0.0022492i,-0.00028205+0.0045605i,-0.0011534+0.0053562i,-0.0014437+0.0035422i,-0.00077346+0.0017888i,-6.7989e-05+0.0013443i,0.00060767+0.0014022i,0.001396+0.0006107i,0.00086658-0.00019204i,-0.00088259-0.00050815i,-0.0021055-8.7674e-05i
0.0026343-0.00025846i,0.0022656-0.00021869i,0.0016413-0.0018372i,-0.00014684-0.0013444i,-0.0018571+0.0012566i,-0.001502+0.0035788i,0.00080721+0.0029719i,0.0018055+0.0013435i,0.00096312+0.00071258i,0.00029764-0.00039988i,-0.00011204-0.0014549i,-0.00072792-0.00085319i,-0.00048563+0.00029886i,0.00012611+0.0008615i,-1.1576e-05+0.0016612i,-0.00011264+0.0013763i,-0.0001406+0.0010069i,-8.1294e-05+0.00017629i,0.00023056-0.00062956i,0.00056582-0.00056003i,-7.2636e-05-1.8935e-06i,-0.00050542+0.00075021i,6.4084e-05+0.0010954i
-0.0019257-0.0014951i,-0.0016587-0.00044442i,-0.0011178+0.00030157i,-0.00072553+0.00089256i,2.205e-05+0.0012925i,0.00088386+0.001027i,0.00079786+0.00010683i,-0.00072373-0.00015625i,-0.0012026-0.00052573i,-0.00025472-0.0014651i,0.00027548-0.0010933i,-0.00039353+6.1598e-05i,-8.4417e-05+0.00045218i,0.00090349+5.0045e-07i,0.00078721-0.00028836i,0.00044514-0.00030587i,0.00070858+0.00027903i,0.00024185+0.00035741i,-0.00040899-0.00033146i,-0.0003151-0.00063587i,-0.00025153-0.00036439i,9.6351e-05+0.00014794i,0.00044057+0.00096233i
-0.00063077-0.0023555i,-0.001366-0.0021904i,-0.0025258-0.00058771i,-0.0033944+0.00071409i,-0.0026106+0.00040644i,-0.0012042-0.00020972i,-0.0010643-0.00029036i,-0.00070111+2.928e-05i,0.00019996+7.8461e-05i,0.00084316-1.4114e-05i,0.00059273+0.00060625i,-0.00066765+0.00075749i,-0.00056975+0.0003039i,0.00061542+0.00034534i,0.00039326+0.00049366i,-0.00051307+0.00038366i,-0.00053766-0.00039111i,0.00036282-0.00039023i,0.00017828-0.00058094i,-0.00050736-0.00052731i,-0.0006073-0.00020184i,-0.00047232-0.000226i,0.00025817+0.00047413i
0.003493+0.0010847i,0.0026813+4.1349e-05i,0.0018733-0.0015854i,0.0019264-0.0019457i,0.00033713-0.00087472i,-0.00074317+0.00039106i,0.00019937+0.00085908i,0.0019243+0.00049647i,0.0019173+0.00042907i,0.00071208+0.00031124i,0.00020874+0.00029922i,-0.00053645+0.00068182i,-0.0012392+0.00012841i,-0.0015497-0.00034056i,-0.0014788+0.00047641i,-0.00094778+0.0011852i,-0.00069808+0.0012722i,-0.00066939+0.00065604i,-0.00061938-0.00016514i,-0.00078503-0.0001162i,-0.00024998+0.00030392i,0.00083717+0.00042491i,0.00054684+7.9966e-06i
-0.00019495+0.00016915i,-0.00029442+0.001585i,0.00030541+0.0018921i,0.0010415+0.0019827i,0.0012756+0.0024539i,0.0010608+0.0016787i,1.8719e-05+0.0009082i,-0.0005168+0.00068948i,-0.00012248+0.00048636i,0.00038693+0.00034116i,0.00092565+0.00084896i,0.0010938+0.00051923i,0.00090131+0.00010601i,0.00085415+0.00057255i,0.00065192+0.00079776i,0.00025163+0.00088469i,5.1579e-06+0.00023866i,-0.00027868-4.8771e-05i,-0.00046114+0.00014007i,-0.0005954+0.00011093i,-0.00060468-0.00025773i,-0.00030343-0.00038695i,-0.00041243-2.397e-05i
-0.00089774-0.00092725i,-0.0018966+0.00024957i,-0.0018853+0.0013609i,-0.0014669+0.0010377i,-0.0022277+6.8609e-06i,-0.0027588+0.0001619i,-0.0020675+0.0010588i,-0.00042562+0.00068536i,0.00048804+6.5187e-05i,0.00025584-0.00027492i,0.00011421-0.00066588i,0.00036129-0.0008196i,0.0011969-0.00051247i,0.0016331-0.00053646i,0.00051035+0.00048742i,-0.00084799+0.0013344i,-0.00053184+0.00019208i,0.00048343-0.00021936i,8.3599e-05+8.8112e-05i,-0.00056812+3.2186e-05i,-0.00072069-7.2763e-05i,-0.00010815-0.00059608i,0.00062565-0.00076252i
-0.00045326-0.00034773i,-0.00057498-0.00080287i,-0.0014206-0.0012118i,-0.0021003-0.00077663i,-0.0016629-0.00014917i,-0.00024632+0.00073281i,0.00031863+6.0687e-07i,0.00024326-0.00057241i,0.00033099-0.00024227i,0.00029061-0.00041501i,0.00011804-0.00084448i,-0.00041634-0.00049063i,-0.00010934+4.8515e-05i,0.00058946+0.00038734i,-9.7347e-05+0.00064396i,-0.00023492+0.00027309i,0.00026788+5.4348e-05i,0.00024349+0.00056106i,0.00022319+0.0003803i,0.00038023-0.00021444i,0.00064158-5.7002e-05i,0.00081779-0.0003068i,0.00015776-0.00025135i
0.0021173-0.0014744i,0.0013581-0.0013775i,0.00057977-0.0010798i,-0.0013449-0.00026394i,-0.0025045+0.0011242i,-0.00060047+0.0018587i,0.0012701+0.0018246i,0.0011703+0.0011938i,0.00020903+0.00086642i,-4.8256e-05+0.00085053i,-0.00012035+0.0011434i,-0.00015164+0.0017855i,0.0001615+0.0016491i,0.00039099+0.00090981i,0.00066028+0.00079455i,0.00031358+0.00067416i,-0.00034113-4.9139e-05i,-0.00042525-0.00050268i,-0.00023449-0.00056614i,5.6865e-05+1.8179e-05i,-0.00031394-0.0001051i,-0.0012175-0.00068775i,-0.0010774-0.00025355i
-0.001642-0.0001353i,-0.0014746+0.00085385i,-0.00068449+0.00105i,-0.00010793+0.00050679i,-0.0010052+0.00022998i,-0.00096838+0.00049463i,0.0003346+0.0008006i,0.00024176+0.00077098i,0.00065353+0.00023589i,0.00088107-0.00021773i,0.00046945-0.00078619i,0.00076993-0.00051074i,0.0010954+0.00083634i,0.00021255+0.0010943i,-0.00027796+0.00033186i,-8.049e-05+9.6593e-05i,-0.00059693+0.00062758i,-0.00067771-9.4083e-05i,0.00028933-0.00059977i,0.00084673+0.00025556i,5.5312e-05+0.00094561i,-0.00023563+0.00037495i,-0.00041784-2.5856e-05i
-0.00056582-0.0010835i,-0.0015947-0.0010613i,-0.0020508-0.0013544i,-0.001781+5.0165e-05i,-0.00081309+0.0018765i,-0.00042352+0.0014984i,7.0774e-06-5.0083e-05i,0.00083348+4.224e-05i,0.00082278+0.00067983i,0.00066067+0.00064145i,0.00076087+2.7499e-05i,0.0010535-4.1843e-05i,0.00047662-0.00022377i,2.6223e-05-0.00045037i,0.00055174-0.00027547i,0.00040057-0.00033174i,-0.00028626+4.688e-05i,0.0003833+0.00031868i,0.00050535+0.00061812i,-0.00050444+0.00043084i,-0.00045422+0.00022291i,-0.00030901+0.00053784i,-0.00033722+0.00051809i
-0.00020118-0.001843i,-9.7616e-05-0.0019488i,-0.00050931-0.0016716i,-0.0013803-0.00083265i,-0.0010021+0.00037313i,0.00014175+0.00067257i,0.00065679+0.00020878i,0.00092165+3.5288e-06i,0.0008938+0.000158i,0.00054113+0.00044399i,6.4142e-05+0.00022433i,-0.00024738-0.00017023i,0.00048225-0.0002252i,0.00082453+0.00031339i,0.00092044+0.00098259i,0.001047+0.0005449i,0.00025528-0.00047782i,-2.6914e-05-0.00073639i,0.00036129-0.00054839i,0.00048072-0.00016283i,-4.663e-05-9.352e-05i,-0.0004043-0.00041258i,-8.5877e-05-0.00078071i
0.0023221-0.00093787i,0.0015102-0.00056324i,0.00022218-0.00056922i,-0.0011389-0.00018762i,-0.00087859+0.00081984i,-0.00042999+0.0015994i,0.00024161+0.0015153i,0.001029+0.00043569i,0.00079507-0.00048851i,-0.00028715-8.4947e-05i,-0.00093474+0.00018883i,-0.00080606-0.00012763i,-0.00011177+0.00062496i,0.00021511+0.0016413i,-0.00043322+0.0016109i,-0.00081732+0.0010448i,-0.00080448-2.928e-05i,-0.00010984-0.0004508i,0.00092683-0.00035423i,0.00073377-0.00016996i,7.1143e-05-0.00015765i,-0.00017961-0.00059132i,-0.0001563-0.00085078i
-0.00015033-0.0010758i,-0.00048043-0.0018364i,-0.0015186-0.0025126i,-0.0022946-0.001438i,-0.0027113-0.00048182i,-0.002308+0.00025866i,-0.0012519+0.00084597i,8.7335e-05+0.0007534i,0.00032853+0.00042558i,0.0004075+0.00026021i,0.00036045+0.00077823i,8.5823e-05+0.0012507i,4.1977e-05+0.001417i,0.00026899+0.0014594i,0.00060679+0.0013916i,0.0007853+0.0016513i,0.0001185+0.00099972i,-0.00054455+0.00018327i,-9.6279e-05+9.6564e-05i,0.00051315+4.8387e-05i,0.00088664-3.1152e-05i,0.0011086+0.00023421i,0.00042015+0.00058285i
0.0019628+0.0010831i,0.0017742+0.00097496i,0.0015923+0.0009464i,0.0012843+0.00041891i,-0.00015454+0.00076071i,-0.00015149+0.0012245i,0.00085771+0.00070754i,0.00047228+0.00013656i,0.00085824+0.00043153i,0.0013717+0.00062172i,0.00049892+0.00031089i,-0.00023204+3.1973e-05i,-0.00027091+0.00026429i,-0.00014205+0.00057667i,-0.00029936+0.00030329i,-0.00045189+0.00019182i,-0.0003069-0.00021861i,0.00046511-0.00087251i,0.00072385-0.00037822i,3.1277e-05+0.00036205i,-0.00044691+0.00058281i,-0.00062336+0.00018931i,-0.00024798-0.00029405i
0.00102+0.0015177i,0.0021613+0.0014486i,0.0024668+0.0014593i,0.0013998+0.00072799i,-0.00017709+0.00073238i,-0.00084218+0.0012928i,-0.00033755+0.00059324i,-0.00014419+0.00070489i,-8.4707e-05+0.0010113i,4.697e-05-0.00026554i,-0.00040699-0.0008633i,-0.00063036-0.00068111i,-0.00060347-0.00041498i,-0.00077236-5.3514e-05i,-0.0015788+0.00054127i,-0.0016003+0.00028935i,-0.00044468-0.0002383i,2.2473e-05+3.6786e-05i,-4.3454e-05+0.00036556i,-0.00011109+0.00063718i,-5.5134e-05+0.00063793i,-0.00044971+0.00095441i,-0.0005087+0.00053613i
-0.0012338-0.00058761i,-0.00099264-0.00081094i,-0.0014211-5.6175e-05i,-0.0017551+0.00032335i,-0.0013609+0.000182i,-0.00051823+0.00035854i,-0.00023907+0.0011718i,0.00020808+0.0012791i,0.00086968+0.00075887i,0.00074845+0.00062382i,0.00035053+0.00070711i,0.00010147+0.00038211i,0.0001142+0.0006394i,-4.2635e-06+0.00062478i,-0.00060111-0.00057351i,-0.00043277-0.00024097i,-0.00016426+0.00049129i,-0.00013182-0.00044777i,-0.00025101-0.00028393i,-0.00039501-8.3488e-06i,0.00030771+7.2824e-07i,0.00068229-6.2053e-05i,0.00047832+0.00041774i
0.0013335+0.0004446i,0.0018939-0.00021824i,0.0010665-0.0004252i,0.00011563-0.00086932i,-0.00061924-0.00050057i,-0.00052904-7.7685e-05i,0.00011943+0.00064688i,-2.9548e-05+0.00078339i,-0.00027844+0.00076029i,0.0004347+0.00067978i,0.00028829+8.6521e-05i,-0.00047208-0.00039211i,-0.00065032+8.6621e-05i,-0.00048785+0.00032181i,-0.00043498+0.00056054i,-0.00085346+0.00069833i,-0.00044274+0.0002838i,-6.9537e-05-0.00015028i,-0.0011082-0.00026461i,-0.00073813+0.00035065i,-1.8241e-05+1.4125e-05i,-0.00070535+0.00026285i,-0.00097079+0.00079686i
0.0012524+0.00070542i,0.0015362+0.0003711i,0.0015476+0.00013662i,0.0007439+1.5421e-05i,-0.00030522+8.9162e-05i,-0.00069098+5.3003e-05i,-0.00010966-0.00052691i,0.00034452-0.0004635i,0.0004856+1.0007e-05i,0.0004676-0.00059692i,-0.00015473-0.00085296i,-0.0010641-0.0005502i,-0.0014478-0.00016628i,-0.00093908+1.0307e-05i,-0.00040486-0.00028688i,-0.00011841+5.3783e-05i,0.00015566+0.00043042i,5.5447e-06+4.9502e-05i,0.00027449-0.00031549i,0.00028464-0.00066084i,-0.0005648-0.00015533i,-0.00059273+0.00067345i,0.00023994+0.00065559i
0.0013118+0.0001151i,0.0013415+0.00036691i,0.00063847+7.7392e-05i,0.0002122-0.0005937i,-0.00040396-0.00090905i,-0.0010682+0.00018933i,-8.9798e-05+0.00097444i,0.00083091+0.0010676i,0.00058651+0.00034878i,0.00064794-0.0003382i,0.00038466-0.0003394i,-0.00049162-5.9557e-05i,-0.00038558+0.00035226i,0.00077824+0.00046366i,0.0011955+0.00029186i,0.0012949-0.00025762i,0.0010887-0.00048564i,0.00025122+3.7821e-05i,-0.00031721+0.00040927i,0.00020914+0.00085846i,0.00036212+0.00089013i,0.00040356-7.2752e-05i,0.00021511-0.00020124i
0.00088061+0.0011167i,0.00080823+0.00060209i,1.7637e-05+0.00037023i,0.00013028-0.00012998i,0.00041144-8.7903e-07i,-0.00011751+0.00024564i,-9.6108e-05-0.00073832i,-6.8865e-06-0.0010565i,-0.00021749+0.0003649i,0.00010545+0.00051733i,0.00019076-0.00029545i,-0.00017809-0.00031094i,0.00010319-1.7838e-05i,0.0004006+7.7589e-05i,0.00044121+1.8186e-05i,0.00032339+0.00059857i,0.00028755+0.00043136i,0.00054143-0.00017051i,7.0496e-05+0.00010402i,-0.00043741+2.0154e-05i,-0.00070074-0.00035692i,-0.00075531+0.00031685i,-0.0001556+0.00086186i
0.0011083-7.0782e-05i,0.0010112-0.00047548i,0.0010145-0.00059707i,-0.00012989-0.00039595i,-0.0011801+0.00032333i,-0.00092172+0.00041937i,0.00011681+0.00010091i,0.0005053-6.2246e-05i,0.00031629+7.9632e-05i,-8.2842e-08+0.00066415i,-0.00039719+0.0013144i,-0.00012714+0.00086072i,0.00018916+0.00072186i,-6.2643e-06+0.0014249i,-0.00015318+0.0017016i,-0.0005012+0.0014014i,-0.00076721+0.0013183i,-0.00061085+0.00040094i,-0.00076091-0.00062991i,-0.00040041-0.00038197i,-0.00064814+0.00039058i,-0.00061464+0.00073119i,-0.00034788+0.00048136i
-0.00079147-0.00056549i,-0.00069549+0.00017044i,-0.00090564+0.00053279i,-0.00092931+0.00055794i,-0.0013432+0.00090121i,-0.0008314+0.00084048i,9.9315e-05+0.0004007i,0.0014243-0.00076812i,0.0018263-0.00058663i,0.00033609+0.00048436i,-0.00073536+0.00066159i,-0.00036157+0.0002193i,3.4736e-05-2.2003e-05i,-7.9075e-05+0.00023302i,0.00035073+0.00039696i,-0.00013189+0.00030284i,-0.00040642+0.00063652i,0.00012776+0.00057145i,0.00046915-0.00026295i,0.00056481-0.00022313i,-1.0572e-05+0.00063943i,-0.00039239+0.00028119i,-0.00044623-0.00023723i
-0.00043935-0.00041742i,0.00011096-2.3147e-05i,0.00052841+0.00072423i,-0.0005173+0.001476i,-0.00043741+0.0010559i,0.0015048+0.00042334i,0.0015255-0.0002869i,0.00068175-0.00057599i,0.0010841-0.00069031i,0.0012167-0.00010531i,0.00063185-0.00058001i,0.00069267-0.0012219i,0.00068937+0.00013243i,0.00048752+0.0011725i,0.00049594+0.00048245i,-1.2569e-05+7.5529e-05i,-0.00045377+0.00062609i,0.0002532+0.00027211i,0.00072599-0.0011102i,-0.00018945-0.0014592i,-0.00095598-0.00050354i,-0.00063+0.00093525i,-0.00025786+0.0012538i
-0.00048855-0.00044845i,-0.0004728+0.00013036i,-0.0015371+0.00080576i,-0.0012187+0.00089962i,-0.0002575+0.0011084i,0.00017977+0.0017981i,-0.00011715+0.00144i,-0.00048828+0.0012425i,-0.00014054+0.00085223i,0.00059261-0.00011207i,0.00038543-0.00021363i,9.5053e-05+0.00012359i,0.00077037+0.00011668i,0.0014046-0.00080447i,0.0010801-0.0014759i,0.00017624-0.00049725i,2.3164e-06+0.00066441i,-0.00093444+0.00023722i,-0.00087958-0.00053943i,-2.5291e-05-0.00045042i,-0.00024228-0.00046121i,-0.00041718-0.00045656i,0.0001125+2.6878e-05i
0.00051889+0.00037083i,0.0005432+0.0012112i,0.00093796+0.0015565i,0.00080298+0.00095208i,-5.9365e-05+0.00057819i,-0.0005592+0.00044797i,1.0826e-05+0.00061669i,0.00057609+0.00037319i,-9.758e-05-0.00014874i,-0.00085849+8.8684e-05i,-0.0013623+0.0005564i,-0.0016532+0.00064132i,-0.0015566+0.00024783i,-0.00092531-2.8074e-05i,0.00016544-0.00045636i,0.00067415+0.00011119i,0.00041134+0.0010341i,-0.00015624+0.00030398i,-0.00014338-0.0011564i,-6.9748e-05-0.0012389i,-1.9437e-05-0.00016357i,7.2931e-05-0.00031075i,3.468e-05-0.00094808i
0.0012813+0.00076198i,0.0012389+0.00025387i,0.00069471-0.0001118i,0.0001036-0.00019995i,-0.0015557+0.00030099i,-0.0022773+0.0013501i,-0.001193+0.0016901i,-0.00056654+0.001709i,0.00014572+0.0019922i,0.00081755+0.0016295i,0.00063638+0.0008074i,0.00034359+0.00092874i,-0.00010355+0.0018025i,-0.00054454+0.0016964i,-0.0011047+0.00074609i,-0.0011753-0.00014607i,-0.0010056-0.00057217i,-0.00066027-0.00076052i,-4.4871e-05-0.00059876i,0.000607+0.00052491i,0.00046012+0.00050109i,0.0002045-0.00033765i,-0.00021304-5.2195e-05i
0.0013373-0.00066728i,0.0011917-0.00060703i,0.0010524-0.00074292i,0.00026882-0.0006801i,-4.1634e-05-0.0001645i,-0.00031442+0.00033697i,-5.2486e-05-0.00026775i,0.0011619+0.00040171i,0.0016705+0.0015141i,0.0011945+0.0012524i,0.00045827+0.00064027i,0.00058822+0.00057106i,0.00071696+0.0012571i,0.00041786+0.0011062i,0.00018587+4.7124e-05i,-0.00039165-0.00039913i,-0.00091932-0.0004944i,-0.0007889+3.2697e-05i,-0.00079338+0.00059007i,-0.00065129+0.00087176i,-0.00037499+0.0002926i,-0.0003235-0.00061371i,0.00010978-0.00067403i
0.00083934-0.00068393i,0.001112-0.00081202i,0.00033145-0.00090273i,-0.0011326-0.00047921i,-0.0023221+0.00079835i,-0.0012593+0.0011099i,6.2259e-05+0.0004405i,0.0010441+0.00019214i,0.0011257-0.00016826i,3.8965e-05-0.00016104i,0.00014109-0.00024309i,0.00093525-0.0005629i,0.0012778-0.00012081i,0.00098643+0.0001872i,0.00064481+3.2572e-06i,0.00016485+0.00036586i,5.9135e-05+0.00076427i,0.00059462-0.0001528i,0.00041915-0.00044745i,-9.0358e-05-0.00016915i,0.00035089+5.7865e-05i,0.00034657+0.00088256i,-0.00011812+0.00077589i
0.0014063+5.8262e-05i,0.00085036-0.0002067i,0.00063712+8.9097e-05i,-3.3447e-05+0.00053572i,-0.0015455-0.000133i,-0.0014848-0.0008303i,-8.3503e-05-4.99e-05i,0.00074902+0.00067988i,0.00030345+0.00063209i,0.00010195-5.0297e-05i,0.00032675-0.00095931i,-6.4128e-05-0.0013931i,0.00063261-0.0014638i,0.00079122-0.00073453i,-0.00022694-0.00053359i,-0.00028435-0.00096259i,-0.00014172-0.00099542i,-0.00037163-0.00014351i,-0.00027547+0.00089832i,6.1363e-05+0.00036069i,-8.6829e-05-8.5076e-05i,-0.00012746+4.439e-05i,0.00020202-0.00048943i
-0.0004973-0.0014221i,0.00029124-0.00092951i,-0.00033596-0.0014945i,3.0403e-05-0.0010574i,-1.6298e-05+0.00065139i,-0.00031032+0.0011387i,0.00035167+0.00022012i,0.0011882-0.0001057i,0.00045436+0.00075197i,-3.6316e-05+0.0013488i,-0.00045079+0.0011794i,-0.00071144+0.00073131i,3.8202e-05+0.00072835i,0.00019832+0.00067279i,-0.00014913+0.0004818i,-0.00048633+7.7905e-05i,-0.00024851-0.00030792i,0.00013513+0.00010448i,-0.00043399+0.00072112i,-0.0004176+0.00074654i,0.00016161-4.7323e-05i,0.00029997-0.00070041i,-0.00015033-0.0010858i
0.00037113+0.001054i,-0.00041462+0.0014801i,-0.00079854+0.00095087i,-0.00049808+0.00071238i,0.00050526+0.00046214i,0.00068685+6.5325e-05i,0.00077901+0.00012087i,0.0010868+0.00071138i,0.0011876+0.00088854i,0.0013629+0.00090788i,0.0008993+0.0017664i,-3.0384e-05+0.0020982i,6.3294e-05+0.0014929i,0.00026983+0.0007433i,-0.00035128+0.00058284i,-0.0013069+0.0012i,-0.0014016+0.00061263i,-0.00049667-0.00043566i,0.00051543+0.00015609i,0.00032502+0.00086325i,-0.00038664+0.00060941i,-0.00019613+0.00012658i,0.00061254+0.00013467i
