0.0018896-0.00054447i,0.00072525-0.0011443i,-0.00079556-0.0014663i,-0.00083956-0.0015141i,-0.001359-0.0006943i,-0.0018769+3.4031e-05i,-0.0016981+0.0013433i,-0.00024976+0.0022171i,0.0020515+0.0011741i,0.002924-0.00012226i,0.0016818-0.0011412i,0.00022101-0.0011975i,0.00019296-0.00047792i,0.00022392-0.00072373i,-0.00023859-0.00092569i,0.000113-0.00034868i,0.00010013+0.00046371i,5.8669e-05+0.00068587i,0.00061997+0.00089851i,0.00060874+0.00069932i,0.00057015+0.00012984i,-0.0002186-0.00044831i,-0.0012407-0.00041763i
0.00016001-0.0004094i,0.00040771-0.00077863i,0.0016111-0.00076976i,0.0027885-0.00032346i,0.0026881-0.00014417i,0.0020039-3.436e-05i,-1.8406e-05-0.00016371i,-0.00067476+0.00023707i,0.00058067+0.00058311i,0.0007813+0.00019321i,0.00016526-2.6163e-05i,0.00019423-0.0001507i,-2.9228e-05+8.6247e-05i,-0.00021407+0.00061854i,0.00051953+0.0005486i,0.00027471+0.00054978i,-0.00048828+0.00045674i,-0.00017392+0.00019034i,-9.7267e-05+5.9876e-05i,-1.3792e-05-1.3053e-06i,2.6621e-05+6.3123e-05i,-0.00050687+0.0005042i,-0.00060631+0.00054784i
0.0013923-0.0011549i,0.0017041-0.00095198i,0.0022228-0.00058193i,0.0026084-0.00011235i,0.0027385+0.00038268i,0.0016222+0.00040365i,0.00014601+0.00059377i,0.00017289+0.00084991i,-0.00020768+0.0011414i,-0.00089396+0.00080439i,-0.00092261-0.00012526i,-0.00032027-0.00039283i,0.00074822-0.000205i,0.0011613-9.5017e-05i,0.0014751+0.00035035i,0.0008891+0.0006631i,-0.00019557+0.00060988i,-0.0002932+0.00078306i,-0.00025286+0.00071227i,-0.00048668-4.5091e-05i,0.00020194-0.00071792i,0.00062831-0.00086694i,0.00019254-0.0011006i
0.00094335-0.0020876i,0.00049422-0.0013336i,0.0010961-0.00072738i,0.001317+0.00040947i,0.0022833+0.00027556i,0.0024961-0.00010997i,0.00075651-0.0005303i,-0.00068283-0.00015581i,-0.00021393+0.00042768i,0.00031288-0.00038833i,-0.00059652-0.0010427i,-0.0009394-0.00091059i,3.0269e-05-0.0010503i,0.00019078-0.001125i,-0.00022355-0.00025953i,0.00024261+0.00027081i,0.00023712+0.00029133i,-0.0003526+0.00058475i,-0.00048218+0.00057291i,-5.9902e-05-6.7507e-05i,0.00074928-0.00053i,0.00091034-0.00010108i,6.406e-05-3.6374e-05i
-0.00065007-0.001067i,-0.0010537-0.0015286i,-0.00080178-0.0007658i,0.00026768-9.6567e-05i,0.0018201+0.0008735i,0.0020665+0.00060637i,0.00089292-0.00031794i,-9.7505e-05+0.00010188i,-0.00022481+0.0011013i,0.0002911+0.0010941i,0.00054419+0.00056786i,0.00023471+0.00035468i,0.00040135+0.00095351i,0.00052733+0.0006227i,-2.1777e-05-7.5131e-06i,7.3761e-05+2.4444e-05i,-4.6227e-05+0.00026676i,-0.00045748-0.00031433i,5.1692e-05-0.00096062i,5.7331e-05-0.00061111i,-0.00050479-0.00027587i,-0.00023183+0.0002948i,0.0007326+0.00084624i
0.00087991-0.0014101i,0.0012073-0.00054443i,0.0011361+0.00014154i,0.00077234+0.00017875i,0.0010312-3.3164e-05i,0.0013786-0.0007213i,0.00057711-4.5915e-06i,-0.00023346+0.0012223i,-7.7694e-05+0.0012491i,-6.8418e-05+0.00068662i,-0.00067336+0.00091805i,-0.0001524+0.0012631i,0.00042133+0.00048323i,-0.00040175-0.00042878i,-0.0010709-0.0004362i,-0.0010085-3.8189e-05i,-0.00024778-0.00026073i,0.00061254-0.00035395i,0.00042427-0.00045911i,0.00022765-0.00077039i,0.00075501-0.00076682i,0.0011073-0.00024798i,0.00093106+0.00049679i
0.00087702-0.00038029i,0.00074056-0.00046384i,0.0014183-0.00061603i,0.0017741+0.00040974i,0.0019062+0.0016731i,0.0013537+0.00091665i,-0.00012489-0.00015808i,-0.00039766+0.00097787i,6.2385e-05+0.001383i,0.00017997+0.00087669i,0.00057017+0.00014445i,0.00073554+0.0001233i,0.00067073+0.00018663i,0.00072716-0.00070041i,0.00064442-0.0005766i,0.0002917+0.00045352i,-0.00064292+0.0012807i,-0.001126+0.00030283i,-0.00061192-0.00054367i,-9.9322e-05-0.00066838i,-0.000435-0.00088267i,-0.00092449-0.00068197i,-0.00065851+0.00018523i
0.0014194-0.00044258i,0.0011509-0.00043819i,0.002184-0.00048986i,0.0018277-0.00048499i,0.0013493-0.00081826i,0.00015325-0.00093931i,-0.0010443-0.00044758i,-0.00056101+0.00041962i,0.00013432+0.0011809i,0.00056739+0.00036005i,0.00077828-0.00051216i,0.00036353-1.6822e-05i,0.00011216+0.00022074i,0.00012478-6.2625e-05i,0.00031216+0.00011583i,0.00066651+0.00065525i,0.00080126+0.00083474i,-0.00010491+0.00024181i,-0.00040037-0.00046324i,0.00012679-0.00062398i,6.097e-05-0.00032579i,0.00041189-0.00026121i,0.00048777+4.219e-05i
-0.0012478+0.0012654i,-0.001487+0.0010297i,-0.00097794+0.00016884i,0.00038129+7.3728e-05i,0.0012576+0.00043519i,0.001398+0.0008377i,-3.994e-05+0.001233i,-0.00091804+0.0013467i,0.00011941+0.0015765i,0.0011174+0.0014186i,0.0011347+0.00088598i,0.00063659-0.00048354i,0.00056693-0.00079644i,0.00059267+5.1351e-05i,0.00011251+0.00063854i,0.00042213+0.00095062i,0.00021543+0.00070014i,-0.00043122+0.00019883i,6.9558e-05+0.00021109i,0.0005041+0.00028063i,-0.00065513+8.6118e-05i,-0.0015662+0.00011071i,-0.0012737-0.00022523i
-6.3441e-05+2.4263e-05i,0.00074742-0.00097403i,0.00091238-0.00015538i,0.0017245+0.0001689i,0.0028555-8.026e-05i,0.0020923-0.00027532i,0.00066665-0.00026226i,2.9226e-05-0.00031579i,2.236e-05+0.00030415i,-0.00038251+0.00059512i,-0.00063996-0.00038104i,-0.00069363-0.00068579i,0.00021741-0.00052686i,0.0010778-0.00037521i,0.00019215+9.1299e-05i,-0.00052218+0.00041747i,-0.0007462+0.00018779i,-0.00073754-0.00064437i,-2.1054e-06-0.0011452i,0.00022763-0.00045957i,0.00023434+0.00025045i,0.00026177+0.00042009i,-6.795e-05+0.00052681i
-0.00059316-0.00049215i,-0.00047611-0.0014657i,-0.0014868-0.0011763i,-0.0012166-0.00013597i,0.00062037+0.0015717i,0.0015335+0.0016679i,0.0010768+0.00051716i,0.00012411+0.00032307i,-0.00026303+0.00084145i,-0.0001181+0.00096811i,-0.00047431+0.00043658i,-0.00055121+6.0995e-05i,-0.00013509-0.00011388i,-0.0001951-0.00022631i,-0.0003566+0.00014108i,8.72e-05-0.00023133i,0.00017452-0.00070244i,-0.0003181-0.00050656i,-0.00021668-0.00016059i,0.0002598+0.00027466i,0.00054314+0.00046126i,0.00016988+0.0005382i,-0.00045213+0.00057501i
-0.001614+0.00069339i,-0.0024292+0.0017113i,-0.0017687+0.0023166i,-0.00018639+0.0015556i,0.0008418+0.00078656i,0.00090567+0.00092372i,-0.0002635+0.00035851i,-0.00039558-0.0001188i,0.00063504+0.00093704i,0.0012226+0.0010915i,0.00095498+4.3362e-05i,0.0004593-0.00016189i,0.00072766+0.00011332i,0.0012219-3.5365e-05i,0.0008328+8.8458e-05i,-0.00039708+0.00042342i,-0.0010513+0.00019758i,-0.00095732+7.9123e-05i,-0.00050886+0.00018295i,0.00018238-8.6271e-05i,0.00048084+4.4558e-05i,0.00018622+0.00054105i,-0.00019791-0.00042561i
0.00052009-0.0019856i,0.001544-0.0020251i,0.0027524-0.0021875i,0.0027131-0.00046592i,0.0022388+0.0014735i,0.001901+0.0017633i,0.0013586+0.00079906i,0.0008462+0.00044194i,0.00024306+0.0011009i,-0.00065542+0.0013297i,-0.0010443+0.00075648i,-0.00061756-0.00019732i,-9.0944e-05-0.0010229i,2.8062e-05-0.0010103i,0.00050416-0.00016006i,0.00012573+4.5643e-05i,-0.0011851-8.7808e-07i,-0.0011342-0.00048211i,-0.00051725-0.00039647i,0.00011363+0.00021593i,0.00086931+0.00042706i,0.00061856+0.00075275i,0.00047914+0.00032612i
0.00087803+0.0010607i,0.001158+0.00082523i,0.001686+0.00064512i,0.0018251+7.8552e-05i,0.0025238+0.00074906i,0.0021992+0.0012098i,0.00056258+0.00078364i,2.5598e-05+0.0012746i,0.0006401+0.0018621i,0.0010431+0.0012269i,0.0004781+0.00042501i,-0.00014766-0.00020336i,-0.00015228-6.902e-05i,-6.2482e-05+0.00070496i,-0.00015219+0.00074851i,0.00028527+0.00059301i,-7.3007e-05+0.00020289i,-0.00030881-0.00035985i,-0.00038605-0.00019182i,-0.00032374+0.00071783i,0.00034088+0.0011391i,0.0002187-0.00023654i,-8.3001e-05-0.00052319i
0.00053834+9.3371e-05i,0.00044039-3.6479e-05i,0.0012539+0.00015941i,0.0019587+0.0010019i,0.0025895+0.00085163i,0.0020844-0.0006755i,0.00037366-0.00054978i,-0.00083072+0.0013327i,-0.00083953+0.0020196i,0.00015008+0.0011278i,0.001125+0.0005085i,0.00077849+0.00067905i,0.00054379+0.00042471i,0.00030822+1.0624e-05i,-0.0001454-0.00023633i,0.00015081+0.00041657i,0.00011903+0.0010154i,-0.00038555+0.00013812i,0.00025026-0.00035066i,0.00039774+0.0001718i,0.00022579+0.00015278i,7.0747e-05-0.00065601i,0.0001363-0.0012325i
-0.0011068-0.0008787i,-0.00060532+0.00017538i,9.9646e-05-0.00090127i,0.00098469-0.001047i,0.0011746-0.00018417i,0.0011047-0.00059836i,9.0016e-05-0.0011069i,-0.0014962-2.0019e-05i,-0.0012297+0.00079389i,-5.7624e-05+0.00057113i,0.00071088+0.00039486i,-9.9123e-05+0.00037451i,-0.0011602+0.00023384i,-0.00095836+0.00056423i,0.00018191+0.00078838i,0.00016919+0.00058916i,-0.00028892+0.0001411i,-0.00028961+0.00016181i,-0.00070089+0.00038432i,-0.00040887+0.00017561i,0.00099575+0.00011999i,0.00113+0.00017968i,-0.00027366+0.00045481i
0.0022084-0.00073884i,0.001804-1.5266e-05i,0.001435+4.2579e-05i,0.00076721+0.00059107i,0.0007879+0.0013819i,0.0010319+0.0014809i,0.00041256+0.0012286i,-0.00020884+0.0012167i,0.00010284+0.0014427i,0.00085352+0.00066062i,0.0013131+1.8661e-05i,0.0010597-0.00011715i,0.00047378-0.00033317i,0.00025983+6.8972e-05i,-0.00010283-2.5335e-05i,-0.00013899-5.0575e-05i,1.7384e-05+0.00039792i,0.00027156+0.00064935i,0.00055397+0.00060599i,0.00052146-0.00030277i,5.3177e-05-0.00024027i,-0.00023236+0.00055439i,0.00015255+0.00051591i
0.0020286+0.0023273i,0.0022957+0.0025264i,0.0037416+0.0029454i,0.0040808+0.0021843i,0.0038302+0.001598i,0.0027868+0.00037354i,0.0008656-0.00038252i,0.0002314-0.0002372i,0.00062591+0.00015642i,0.00095523+0.0013978i,0.001189+0.001159i,0.0008147-0.00027259i,0.0012923-0.00041411i,0.0012714-0.00052143i,-7.8162e-05-0.00052645i,-0.0008961-0.00055785i,-0.0010029+0.00041067i,-0.00095452+0.00076107i,-0.00034964-2.2105e-05i,0.00049416-0.00021013i,0.0013217-4.42e-05i,0.0009178+0.00040223i,-0.0001568+0.00059399i
-0.0018511-0.0036718i,-0.0030679-0.0042455i,-0.002198-0.0037461i,-0.0006838-0.0019387i,-0.00067595-0.00044153i,-0.0010656+0.00035075i,-0.00098272-5.9936e-05i,-0.001438+0.00055382i,-0.001823+0.00080218i,-0.00047773+0.00038184i,8.1326e-05-0.00017165i,-0.001111-0.00098861i,-0.0013119+0.00042948i,-0.0012408+0.0016501i,-0.0014081+0.0007423i,-0.00076525+0.00011579i,2.484e-05-3.9348e-05i,-0.000239-0.00032465i,-3.3939e-05+0.00047846i,0.00025995+0.000649i,-0.00044422-0.00022957i,-0.0011785-0.00012919i,-0.0012155-0.00010034i
0.00071473-0.00031588i,-0.00043088-0.0020057i,-0.00055824-0.001875i,-9.9397e-06-0.00060227i,0.00050487+0.00021936i,0.0013049+0.00031305i,0.00078431+0.00034339i,-0.00075658+0.00049957i,-0.00087782+0.00061649i,6.5219e-05+0.00065642i,0.00045859+0.00043469i,0.00024847+0.00063399i,0.00059756+0.00070667i,0.00088717+0.00031503i,0.00076802-0.00016702i,0.00080101+0.000511i,4.6887e-05+0.00067048i,-0.00075776-0.00033465i,-0.00085738-0.00072658i,-0.00072753-0.00047004i,-0.00021375-9.4072e-05i,6.3334e-05-0.00033231i,0.00019172-0.00060956i
0.00071896+0.00017982i,0.0011744+0.0011199i,0.0018207+0.0017723i,0.0025265+0.0015182i,0.0027715+0.00035186i,0.0019547+0.0002948i,-0.00016646+0.00076002i,-0.00065477+0.00071008i,7.1488e-05+0.0011131i,-0.00013557+0.0016763i,0.00016263+0.0017107i,0.0010736+0.0010863i,0.0012476+0.00043303i,0.0014339+0.00025247i,0.0015119-0.00013602i,0.00083052-0.00095998i,0.00068105-0.0010978i,0.00020857-0.00043831i,-0.00029191+0.00069717i,-0.0003638+0.00098344i,-0.00011181+0.00046643i,0.00025632+0.0001005i,0.00088303-0.00017069i
-0.0024024+0.0023502i,-0.0033175+0.0022823i,-0.0040193+0.0031377i,-0.0020866+0.0034834i,0.00071665+0.0030401i,0.0019456+0.00061678i,0.0011009-0.00041301i,-0.00051917+0.00066014i,-0.0011782+0.0011347i,-9.0317e-05+0.0012132i,0.0013645+0.0012942i,0.0017741+0.00070114i,0.0014277-0.0001537i,0.00098671+0.00013076i,0.00047552+0.00061646i,-0.000292+0.00097242i,-0.00026518+0.00087406i,-0.00077421+0.00028777i,-0.00071702-0.00054295i,0.00026383-0.00056344i,0.0002877+4.9691e-05i,-0.0005147+0.00031047i,-0.00028403+0.00011633i
0.001078+0.00095859i,0.00090036+0.0012453i,0.00159+0.00072894i,0.002928+0.00086522i,0.0031608+0.00040858i,0.0018174-0.0002107i,-0.00028608+3.2862e-05i,-0.00093369+0.00082708i,0.00010336+0.0011015i,0.00040496-3.4567e-05i,-0.00055489-0.00066293i,-0.00062858-0.00043222i,0.00046263+2.1565e-05i,0.00043705+4.6859e-05i,5.9738e-05-8.7863e-05i,-0.00021235-0.00073981i,-0.00067369-0.0009671i,-0.001337-4.4406e-05i,-0.00069704+0.00056953i,0.00038627+0.00040927i,-0.0001401-0.00044493i,-0.00028182-0.0010597i,-0.00011561-0.0010403i
0.00043855+0.0025897i,0.0010811+0.001981i,0.0017215+0.0023801i,0.0023484+0.0016907i,0.0032382+0.0011589i,0.002708+0.00098008i,0.001544+0.0001208i,-4.9633e-05+0.0005922i,-0.00065947+0.001742i,0.00053108+0.00098235i,0.00085661-0.00093322i,0.00011387-0.00125i,0.00012529-0.00041949i,0.00046767-0.00024391i,0.00099954-0.00020316i,0.00091836+0.00055849i,2.0026e-05+0.00058964i,-8.5429e-05-2.9655e-05i,0.00024921-9.9262e-05i,0.00079102-0.00048794i,0.0014624+0.00013367i,0.0013127+0.00064174i,0.0007187+0.00023456i
-0.00014323-0.0011492i,-0.0010331-0.0003114i,-0.0012786+0.00040318i,-0.00089223+0.0010671i,0.00029117+0.0012543i,0.00089824+0.0008993i,0.00046374+0.00054683i,-0.0001787+0.00072171i,-0.0002862+0.0015129i,0.00012722+0.0017602i,-0.00031694+0.0010672i,-0.0004585+0.00072868i,0.00048603+0.00058556i,0.0005795+0.00052393i,8.4519e-05+0.0007627i,0.00013823+0.0005537i,-0.0002375+0.00015438i,-0.00053756-9.1944e-05i,-0.00045498-0.00053858i,-0.00021532-0.00059708i,0.00012948-0.00032491i,0.00014456-0.00064829i,-0.00031371-0.00081431i
0.0031488+0.00019051i,0.0034439+0.00073792i,0.0026669+0.0012725i,0.0021752+0.0011671i,0.0026625+0.00063277i,0.001638+0.00030963i,0.00045797+0.00054663i,3.823e-05+0.00059241i,0.00029743+0.00069725i,0.00033749+0.0012735i,-8.1276e-05+0.0013696i,-0.00056349+0.00087324i,-0.00024001+0.00073866i,0.00083499+4.5859e-05i,0.0014012-0.00087227i,0.0010448-0.0011636i,0.00021903-0.00070335i,0.0001375-7.5476e-05i,0.00044428+0.00033398i,0.00047797+9.3675e-05i,-3.8563e-05-0.00070524i,-0.00035337-0.00064212i,0.00021614-0.00097654i
-0.000936-0.0010024i,-0.00056321-0.00068463i,0.0010274-0.00059681i,0.0022321+0.00025756i,0.0020783+0.00066845i,0.0016378+0.00060444i,0.00063915-5.7889e-05i,-0.00075613+0.00034269i,-0.0015081+0.0015857i,-0.0011076+0.0018753i,-8.0995e-05+0.0015808i,0.0004691+0.00071891i,0.00045216+0.00033375i,-7.7795e-05+5.8137e-05i,-0.00081246-0.00042715i,-0.00045197-0.00048191i,0.00023685-0.00053718i,-1.5806e-05-0.00062897i,-0.00017285-0.00037685i,-0.00018226-0.00054405i,-4.7795e-05-0.00050662i,-0.00049649-0.0001542i,-0.0008321+0.00055145i
0.00061259+0.00045789i,0.00081413+0.00034276i,0.00039313+0.00064731i,0.0010196+0.00094189i,0.0016599+0.0013824i,0.001606+0.0012106i,0.00064731+0.00060463i,-0.0002548+0.00087787i,0.00042106+0.00092363i,0.0013169+0.00065173i,0.0014407+4.6664e-05i,0.00065189-0.00083557i,0.00043783-0.0013101i,0.00050046-0.0013129i,0.0001836-0.00052516i,-3.7605e-05+7.5643e-05i,0.00029692+0.0003206i,0.00059342+0.00044816i,6.5446e-05+0.00018765i,-0.00022641-7.539e-05i,8.8826e-05+5.8488e-05i,0.00018109-0.00043377i,1.7773e-05-0.00077698i
-0.0019117-0.0016226i,-0.0014977-0.0019543i,-0.00099337-0.0005535i,-0.00047978+0.0012493i,0.00045826+0.0013454i,0.001623+0.0011263i,0.00067676+0.00061298i,-0.00016002+0.00076075i,-0.00032789+0.0010463i,7.7749e-05+0.00081151i,0.00051065-0.00049123i,-0.00011823-0.0014233i,-0.0013348-0.0010632i,-0.0010727+0.00010155i,-0.0001425+0.001281i,-0.00012417+0.0011688i,6.198e-05+0.00070938i,-0.0002696+0.00027633i,-0.00042846+0.00018577i,-0.00012486+0.00041291i,0.00019773+4.0507e-05i,0.00031797-0.00013793i,-6.5556e-05+0.00016366i
-0.00022782+0.0012119i,-4.0628e-05+0.00111i,-0.00018966+0.0014289i,0.0011886+0.0022451i,0.0027145+0.0020978i,0.0023588-9.3503e-05i,0.00044515-0.00081706i,-0.00061733+0.00032352i,-0.0010873+0.0014757i,-0.0012526+0.0011412i,-0.00070824-0.00053698i,-5.1717e-05-0.0013628i,0.00042639-0.00040193i,0.00031527+3.7193e-05i,-0.00030581-2.4215e-05i,-0.00069749+8.7315e-05i,-0.00060643+0.00077699i,-0.00031743+0.001476i,-3.2391e-05+0.0010532i,0.00010487+0.00025804i,8.6309e-05+6.0702e-05i,0.00075317+0.0002338i,0.001097+0.0002291i
-0.00076563-0.0017079i,-0.00020443-0.00068444i,-2.7173e-05-0.0001617i,0.00092474-0.0001553i,0.0014651+0.00036738i,0.00088756+0.00021638i,-0.0004562+0.0011278i,-0.00089759+0.0019794i,-0.00020112+0.0020655i,0.00039664+0.0024006i,0.00036542+0.0017186i,-0.00022173+0.001252i,-4.5742e-05+0.0013795i,0.00073477+0.00082177i,0.0010303-0.00024502i,0.00088189-0.00067122i,0.00029002-0.0006066i,0.00019944-0.0008733i,0.0001397-0.00055787i,0.00022414+0.00016389i,0.00017582+0.00074155i,-5.915e-05+0.00054265i,-0.00064997+3.1212e-05i
0.0012553+6.2724e-05i,0.0020041-0.00032175i,0.0023084+0.00053436i,0.002272+0.0013335i,0.0023202+0.001398i,0.00028617+0.0014247i,-0.0015077+0.0011294i,-0.00095497+0.0011091i,-1.1236e-06+0.0014827i,0.00036067+0.00095143i,0.00058442+0.00078045i,0.00045783+0.000848i,-0.0001481-0.00023539i,-0.00019291-0.0011445i,0.00024325-0.0010561i,0.00066736-0.00096524i,0.0011147-0.0005216i,0.0010569-0.00014179i,-0.00017402-0.00055742i,-0.00021233-0.0016448i,0.00039652-0.0014754i,-5.9257e-05-0.0011526i,-0.00020709-0.00068185i
-0.00030341+4.4126e-05i,-0.00061878-0.00019965i,-0.00014569+0.00080688i,0.0011162+0.0019342i,0.0011824+0.0019157i,0.00099212+0.001614i,0.00062103+0.0010974i,-2.3324e-05+0.00057135i,0.00023905+0.0012537i,0.00040311+0.0016775i,0.00094099+0.0011451i,0.0014388+0.00037154i,0.00054521-6.3203e-05i,-9.4545e-05+0.00048242i,0.00010953+0.00065969i,6.7503e-05+0.0001593i,6.1912e-06-0.00039309i,-4.1969e-05-0.00091927i,0.00020056-0.00090724i,0.00056181+0.00011879i,4.5839e-05+0.00036787i,-0.0010181-0.00016211i,-0.0011032-0.00044331i
0.00058878+0.00023826i,-0.00015696+0.00063241i,6.9982e-05+0.00072277i,0.0008893+0.0012773i,0.0020933+0.0019576i,0.0027199+0.0020287i,0.0015674+0.00066651i,0.00024919+7.1768e-05i,8.1983e-05+0.00026441i,0.00042883+0.00048589i,0.00092983+0.00046558i,0.0013096+6.1583e-05i,0.0011024-7.0505e-05i,0.00023923-5.3183e-06i,-2.0989e-05+0.00037016i,7.7433e-06+0.0002124i,0.00030691-0.0002341i,1.2131e-06-3.7475e-05i,-0.00018045-6.0193e-05i,0.00051646-0.0005928i,0.00019472-0.0003807i,-0.00056927-0.00059239i,-0.00022573-0.00076521i
0.0022884+0.00021931i,0.0025557+0.00052241i,0.0021722+0.0013945i,0.0023267+0.0007774i,0.0033115+0.0013946i,0.002291+0.0015202i,-0.00025682+0.0001939i,-0.0016793+0.00042887i,-0.0009435+0.0015699i,0.00042831+0.0013889i,0.0002644+0.00016198i,8.8451e-07-0.00073354i,3.2027e-05-0.00017682i,-0.00055458+0.00050826i,-0.0009451+0.00049975i,-0.00096684+0.00012024i,-0.00057164+0.00047858i,-0.00036661+0.00049571i,0.00038355+0.00019738i,5.5278e-05+0.00023328i,-0.00047695+5.0815e-05i,-0.00032193+0.00017835i,0.00051448+0.00062956i
-0.0015172+0.0017366i,-0.0017585+0.0011965i,-0.001418+0.0027972i,-0.00034507+0.0030793i,0.0012088+0.002836i,0.0013938+0.002654i,0.00019977+0.0015313i,-0.00051379+0.001282i,-0.00010151+0.0018969i,0.00021798+0.0020418i,5.0397e-05+0.0014003i,0.00028956+0.0012045i,0.00067292+0.001052i,0.0015596+0.00070213i,0.0020013+0.00047791i,0.0017245+7.0974e-05i,0.0011537-7.0673e-05i,0.0005949+0.00021665i,0.00050718+0.0008494i,0.0014879+0.00065902i,0.0017583+0.00025686i,0.0005433+0.000137i,0.00030568-0.0003275i
0.0015875-0.0016374i,0.0016658-0.0019654i,0.0010989-0.0026939i,0.0021046-0.0021288i,0.0030054-0.00098951i,0.0014735-0.0017086i,3.052e-06-0.0015696i,-0.00048753+0.00075586i,-0.00029509+0.0012227i,4.1096e-05+0.00089994i,4.9563e-05+0.0012414i,-0.00010738+0.00066331i,0.00061805-0.00014546i,0.00097548-0.00026422i,0.00012029+7.8845e-05i,0.00027222-0.00069298i,0.0010936-0.0012552i,0.0012142-0.00051268i,0.00070193+0.00026191i,0.00039071+0.00030384i,0.00032788-0.00022859i,-4.3446e-05-0.00016577i,-0.00016334+0.00036687i
0.0005771+0.0025475i,0.00031701+0.0029338i,-8.6365e-05+0.0039652i,0.00088592+0.0037201i,0.0017139+0.0032189i,0.0010886+0.0017937i,-9.0357e-05+0.00058898i,-0.00040686+0.00060841i,0.00011199+0.0014669i,0.00092845+0.0018664i,0.0019897+0.0005004i,0.0020718-0.00016188i,0.00092493+0.000429i,0.00076745+0.0001005i,0.0006672+0.00019706i,0.00050882+0.00051353i,0.00038884-0.00016751i,-0.00086286-6.3743e-05i,-0.0011941+0.00015813i,-0.00055171-0.0001952i,-0.00037899-4.1437e-05i,-0.00088662+2.4725e-05i,-0.0010049-0.00058676i
-0.00084672-0.00016618i,-0.0021794+0.00087461i,-0.001303+0.00048696i,0.0012023+0.0016373i,0.0017552+0.0022931i,0.0004907+0.0013275i,-0.0005918+0.00082768i,-0.0010496+0.0011041i,-0.0011235+0.0013254i,-0.00019431+0.0016627i,0.00090129+0.00073357i,0.0012751-9.5086e-05i,0.00068348+7.7507e-05i,-0.00018765+9.6733e-05i,-0.00068002+0.00066618i,-0.0011474+0.0012003i,-0.0014558+0.00093507i,-0.0013115+7.626e-05i,-0.00029216-0.00024781i,0.00046049-0.00060442i,-0.00045588-0.0012776i,-0.0009134-0.00016833i,-6.1796e-06+0.0011434i
-0.00022363+0.0032071i,0.00067714+0.0029556i,0.0012306+0.0025802i,0.0024034+0.0020756i,0.0033878+0.0023179i,0.0027011+0.0014222i,0.0007422+0.00023493i,-0.00033159+0.0005297i,-0.00045785+0.0017335i,3.4916e-05+0.0018552i,0.00015257+0.0002053i,-0.00022143-0.00065767i,0.00011096+0.00021376i,0.00028371+0.00064209i,-0.00026693+0.0007144i,-0.00037975+0.00095033i,-0.00019211+0.00047701i,0.00029738+0.00028937i,0.00058841+0.00031161i,0.00049954-0.00021912i,0.00036351-0.00032038i,0.00035508+0.0004489i,-1.311e-05+0.00097905i
-0.0014368-0.00019575i,-0.00083031-0.00032537i,6.6793e-06+0.0001221i,0.0011154+0.00038772i,0.0025663+0.0011012i,0.0023201+0.00086874i,-6.3734e-05+0.00056821i,-0.0014259+0.0011777i,-0.00049799+0.0016631i,0.00031621+0.00087463i,-0.00047242+4.7079e-05i,-0.0006555-0.00028697i,0.0007306-0.00041184i,0.00090025-0.00026556i,8.542e-05+0.00021273i,-0.00034753+0.00065797i,-7.0689e-05+0.0010345i,5.2811e-05+0.00079137i,-0.00011442+3.9372e-06i,0.00037148+8.603e-05i,0.00059043+0.00020245i,0.00086039-0.00028804i,0.0012167-0.0010345i
0.00017505+8.0713e-05i,4.3673e-05+0.00043073i,0.00091418+0.00055192i,0.0016229+0.00088801i,0.0026157+0.00077693i,0.0023413+0.00030811i,0.00037168+0.00046901i,-0.00070881+0.00037157i,-0.00067276+0.00059973i,-0.00012782+0.00096664i,-0.00032432+0.00093885i,-0.00038164+0.000468i,0.00015247+0.0001087i,0.00031608-4.4176e-05i,0.00043895-0.00023658i,0.00077875-0.00096875i,-1.1613e-05-0.00092889i,-0.00050786-0.00072039i,-0.00059159-0.0012145i,-0.00028942-0.0009562i,0.00060923-6.9032e-05i,-0.00029068-0.00023376i,-0.00027852-0.000569i
0.00020946-0.00069927i,-0.00062149-0.00075935i,-0.0013238+0.0011799i,2.2536e-05+0.001456i,0.0011945+0.0010991i,0.0013112+0.00049189i,0.00093022-4.7731e-05i,-9.0504e-05+0.00094385i,-0.0006187+0.001593i,0.00052672+0.0013977i,0.0018708+0.0012123i,0.0018603+0.00099139i,0.00073023+0.00064092i,-0.00033056-0.00020744i,-0.00088257-0.00026342i,-0.00081022-6.7385e-05i,-0.0011195-0.00036235i,-0.0010226-0.00044692i,-0.00011571-0.00088883i,0.00018121-0.00080121i,-4.4945e-05-0.00041019i,-0.00052139-0.00051167i,-0.00044418-0.00054039i
8.5271e-05-0.0013169i,7.7016e-06-0.0011283i,-0.00075934-0.00089739i,0.00073256+0.00047008i,0.0028466+0.00099095i,0.003114+0.00094609i,0.0011656+0.0010281i,-0.0008767+0.0011857i,-0.00067843+0.0013829i,8.5762e-05+0.0010164i,0.00040478+0.00052028i,0.00066626-0.00027342i,0.00055478-0.0011085i,-0.0003119-0.0010499i,-0.00066588-0.0005771i,-0.00055553+0.00045551i,-0.0010018+0.0008882i,-0.001182+0.00058408i,-0.00070712+0.00013403i,-0.00082391-0.00019209i,-0.0011363+0.00015742i,-0.0011488+0.00055111i,-0.00074487-4.6741e-05i
