0.0017604+0.00092419i,0.0020723-0.00051563i,0.000733-0.0018677i,-0.0015199-0.0020374i,-0.0024734-0.00051957i,-0.0017658+0.0018262i,0.00037133+0.0028577i,0.0023025+0.0015747i,0.0028454+2.9921e-05i,0.002233-0.00075552i,0.00089731-0.0015787i,-0.00036747-0.0015889i,-0.00060505-0.00082693i,-0.0008655+0.00038893i,-0.0017787+0.00034186i,-0.0017967-0.00042319i,-0.0013709-0.00098377i,-0.0011258-0.00053926i,-0.00025079+0.0008857i,0.0007813+0.00061941i,0.00078902-0.00079267i,-0.00044614-0.001614i,-0.00078504-0.0010543i
-0.0027865-0.00095391i,-0.00086966-0.00026385i,-0.00037755+0.00029073i,-0.00013152+0.0009226i,-0.00016059+0.0021111i,-0.00019053+0.0020548i,-5.1176e-05+0.00093114i,0.0007708+8.4407e-06i,0.00079177+0.00013589i,0.0003445+0.00057872i,0.00023923+0.00088913i,-0.00034805+0.00065922i,-0.0012807-0.00021719i,-0.00074821-0.0012204i,0.00018833-0.0010833i,-5.0341e-05-0.0005949i,-0.00017287-0.00013794i,6.3794e-05+0.00066517i,-0.00022169+0.00049035i,-0.00027295+0.00014197i,-0.00048127+0.0010755i,-0.0012321+0.0010654i,-0.0012055-0.00029594i
5.8419e-05+0.0022244i,0.00085115+0.0027416i,0.00034318+0.0037008i,0.00037816+0.0035664i,-0.00028662+0.0029732i,-0.0010664+0.0029794i,-0.00077064+0.002919i,-9.8271e-05+0.0018362i,9.587e-05+0.00093921i,0.00022811+6.4005e-05i,0.00018657-0.00075383i,0.00032802-0.0014361i,0.00053316-0.0022001i,0.00049903-0.0024274i,2.5522e-06-0.0026171i,-0.0003262-0.0015386i,-0.00066517-0.00027235i,-0.00015752-0.00034502i,0.00026011-0.00014208i,0.00018792+0.00015451i,0.00026356+0.00052186i,0.00043975+0.00063495i,-0.00024925+0.00039378i
0.0013871-1.6957e-06i,0.0011894+3.6437e-06i,0.00094444-0.00040408i,0.00042707-0.00036178i,-0.00071182-0.00082321i,-0.00072668+0.00029727i,0.0003168+0.0017387i,0.00050128+0.0013637i,0.00033679+0.00037772i,-0.0001556+0.00054343i,-0.00017219+0.00077934i,0.00074377+0.00029204i,0.00109+0.00025068i,0.0013465+0.0010073i,0.00076734+0.0011091i,0.00055809+0.00038483i,0.0010577-0.00077963i,0.00068681-0.0016271i,-0.00023162-0.0005377i,-0.00074226-0.00013771i,-0.00057502-0.00058572i,-0.00038252-0.00075601i,3.5182e-05-0.00059815i
-0.00063033+0.00022613i,-0.0013261+0.00069706i,-0.00051092+0.00013612i,-0.00040329+0.0010063i,-0.000965+0.0023227i,-0.0010019+0.0033283i,0.00016227+0.0031989i,0.0016697+0.0019946i,0.0012987+0.00035104i,0.0002543+0.00015994i,-0.00028068+0.00024441i,-0.0011091+0.00055651i,-0.0014348+0.0012926i,-0.00095283+0.00098273i,-0.00097366+0.00034111i,-0.00053628+0.00056474i,7.1234e-05+0.00087602i,0.00056586+0.00025122i,0.0011892-8.2403e-05i,0.00079592-0.0005622i,4.3054e-05-0.00090035i,7.5888e-05+7.8504e-05i,0.00026272+0.00067665i
0.0016928-0.00055641i,0.0013963-0.0010986i,0.0011156-0.0010611i,-7.8976e-05-0.00057386i,-0.00094192+0.00022414i,-0.001442+0.0020146i,-0.0010166+0.0035124i,-0.00042615+0.0026442i,5.511e-05+0.0004237i,0.00069084-0.00050732i,0.00039219-0.00088658i,-0.00031701-0.0010978i,-0.00080886-0.0013088i,-0.0011269-0.0015947i,-0.0014136-0.0017156i,-0.0015473-0.0016514i,-0.0016763-0.0007637i,-0.0010444+0.00025946i,-0.00055845+0.00012298i,-0.00046648+0.00015443i,0.00014304-6.646e-05i,-6.8485e-05-0.0010016i,-0.00025802-0.00068428i
0.00047742+0.00055641i,0.00083652+0.0015285i,-0.00039408+0.0027385i,-0.00074318+0.003016i,0.00044213+0.0031138i,0.00078556+0.0033329i,0.0002923+0.0014781i,0.00045488-0.00086988i,0.0001024-0.0012676i,-2.5778e-05-0.00048703i,0.00074691-0.00054271i,0.0016352-0.0013957i,0.0023163-0.00064833i,0.0029135+0.00042707i,0.002155-0.000518i,0.0010319-0.0011195i,0.00050483-0.00063906i,0.00012922-0.00066701i,6.5147e-05-0.0010171i,7.9264e-05-9.758e-05i,-0.00048287+0.00093019i,-0.00089148+0.001421i,0.00013477+0.0012061i
0.00093464+0.0018986i,0.00088148+0.0017355i,0.00081396+0.00097119i,-0.00019639+6.0749e-05i,-0.0011169-0.0006192i,-0.00065141+0.00066733i,0.00034097+0.0025155i,-4.127e-05+0.0026795i,8.0773e-05+0.0020593i,0.00025228+0.0014044i,-0.00043392+0.0010225i,-0.00044403+0.00124i,-0.00010098+0.0024484i,-0.00024047+0.0027903i,-0.00039419+0.0011613i,-6.2006e-05-0.00029548i,6.38e-06-0.00063002i,0.00018227-0.00069914i,8.4368e-05-0.00055342i,-0.00056007-0.00043587i,-0.00015402-0.00016351i,0.00015364-0.00022356i,0.00030553-0.00064584i
0.00052472-0.0028278i,0.00024377-0.0036992i,-0.00029622-0.0030574i,-0.0021455-0.0010172i,-0.003387+0.00066635i,-0.0026373+0.0022313i,-0.00062137+0.0026036i,0.00073957+0.0012167i,0.00092894+0.00012935i,0.00016014-9.7815e-05i,-0.00036955-0.00024859i,-0.00090204-9.0747e-05i,-0.0025302-0.00042002i,-0.0034776-0.0010264i,-0.0028208-0.00023759i,-0.0015608-7.651e-05i,-0.00049631-0.00044694i,-0.00028197+0.00065385i,-0.0001494+0.00081055i,-0.0002494+0.00013587i,-0.00053095-0.00014466i,-0.00060187-0.00012721i,-0.00079258-0.00013426i
0.00071307-0.0016523i,0.00017692-0.00074986i,-0.0012301+0.0001787i,-0.0011528+0.0012378i,-0.00033417+0.0015939i,-6.9263e-05+0.0020967i,0.00032778+0.0023352i,0.00047154+0.0010083i,0.0001086-0.00032534i,0.00020781-0.00065701i,0.00048987-0.00074036i,0.00080516-0.0013081i,0.00076934-0.0016712i,0.0012174-0.0016821i,0.0014206-0.0014055i,0.0012977-0.0013707i,0.0012468-0.0013744i,0.0003091-0.0005245i,-0.00073252-8.895e-05i,-0.00077279+0.00014005i,-0.00067425+0.00073308i,3.1309e-06+0.00024555i,0.0010101-0.00030806i
-0.00095297+0.00018712i,-0.0013283+0.0016154i,-0.0018244+0.0025042i,-0.0019166+0.0028664i,-0.0016417+0.0026868i,-0.00015529+0.0019583i,0.0013204+0.0019324i,0.0014937+0.0016125i,0.001507+0.00096291i,0.0017096+0.00061237i,0.0019177+0.00025625i,0.001862+9.4109e-05i,0.0023311+0.0012091i,0.0022072+0.0024085i,0.0016857+0.0020673i,0.0016837+0.001379i,0.0019211+0.001282i,0.0018305+0.00064551i,0.0014291-0.00055848i,0.00056361-0.0002924i,-0.00014289+7.7568e-05i,0.0009137-0.00025796i,0.0015749-0.00055219i
-0.0028056-0.0012856i,-0.001714+0.00043662i,-0.0013652+0.0012022i,-0.00062412+0.00095829i,-9.789e-06+0.002043i,-0.00077876+0.0021979i,-0.0014443+0.0016284i,-0.0007134+0.0007468i,-0.00017702+0.00053017i,-0.0014671+0.00093672i,-0.0015575+0.00068381i,-0.00086606+0.00072837i,-0.00076997+0.0012805i,-0.00089037+0.00015902i,-0.00050008-0.0012968i,-0.00049016-0.0010986i,-0.00014013-0.00017188i,-0.00024562-0.00010642i,-0.00073705-0.0005606i,-3.4648e-05-0.00025408i,-0.00012981+0.00024926i,0.0003255+0.00034423i,0.0012035+0.00016328i
0.00043828-0.0010831i,0.001034-0.00083557i,0.00062672-0.00019112i,-0.00060914+0.0014367i,-0.0015895+0.0023793i,-0.0014137+0.0023619i,-0.00035802+0.0026597i,-2.5638e-05+0.0022309i,-0.0006761+0.00079482i,-0.00068843+0.00024686i,7.5109e-05-0.00040225i,-1.7252e-05-0.0017313i,-0.00079075-0.0030637i,-0.00044931-0.0027647i,7.8433e-05-0.001777i,9.4807e-05-0.0013603i,5.7622e-05-0.0016048i,0.00043211-0.0015859i,0.00039322-0.00033451i,0.00021822+0.00045102i,9.7559e-05-0.00018135i,-3.5357e-05-0.00068467i,0.00024331-0.000706i
-0.0021297+0.00042062i,-0.00061663+0.00022i,-0.00015212+0.00061147i,-0.00086642+0.00038255i,-0.00086708+0.0013026i,-0.00067359+0.0028398i,-0.00059619+0.0025362i,0.00070471+0.00027192i,0.0013818-0.00093057i,0.0012111-0.0001148i,0.0017539-0.00041991i,0.0024028-0.0016816i,0.0030685-0.0020125i,0.0028891-0.0011901i,0.0019937-0.00042595i,0.00028427+0.00036661i,-0.0011869+0.0014099i,-0.0011993+0.0012376i,-0.00098086+0.00047773i,-0.00076241+0.00045085i,8.9096e-05+0.00070949i,0.00046646+0.00066114i,-0.00029323+0.00077261i
-0.0040332-0.0020696i,-0.0039064-0.00092815i,-0.0024177+0.00095415i,-0.00044563+0.001654i,-9.8245e-05+0.0015421i,-0.00048236+0.0013987i,0.00051246+0.0014134i,0.0012527+0.0011201i,0.0011266+0.00066031i,0.00052879+0.0013197i,0.00034531+0.0013692i,0.00037568+0.0012706i,-8.4492e-05+0.0018493i,-0.00018463+0.0017544i,-0.00028003+0.0015699i,-0.00045811+0.0011499i,0.00014255+0.00058741i,0.00034232+0.00067647i,0.00036269+0.00013106i,0.00039721-0.00052944i,-1.6608e-05-0.00016736i,-0.00052739+0.00035155i,-0.00066532+0.00046803i
0.0028268+0.00031609i,0.0029318-0.00022766i,0.001996-0.00077939i,0.00057791-0.00029958i,-0.00048689+0.0009441i,-0.00051776+0.0012784i,0.00036764+0.00075839i,0.0007311+0.00064944i,0.0009131+0.00060655i,0.00068469+0.00060843i,-0.000386+1.747e-05i,-0.0019393-0.00020745i,-0.0029654+0.0002703i,-0.0020622+0.00012765i,-0.00074257-0.0012658i,-0.00013415-0.0010689i,0.00057815+0.00012443i,0.0008182+0.00046634i,0.00012394+0.0013129i,0.00053025+0.00083421i,0.00096678-0.00017475i,0.00012514+3.5747e-05i,0.00033504+0.00053082i
0.0011108+0.00051434i,0.00099322+0.00079039i,0.00092553+0.0010937i,0.0005013+0.0012023i,-0.0009742+0.0014124i,-0.00208+0.0023212i,-0.0012387+0.0033995i,0.00016677+0.0027839i,0.00065618+0.00070518i,0.00066447-0.00058517i,0.0010368-0.0012403i,0.0013582-0.0024168i,0.00098945-0.0029334i,0.00031551-0.0025112i,-0.00030577-0.0015938i,0.00019321+7.9666e-05i,0.0011458+0.00064478i,0.00066633+0.0010915i,-0.00064931+0.001377i,-0.00067717+0.0019162i,0.00059492+0.0016871i,0.0014422+0.00084762i,0.0013154+1.8953e-05i
-0.0017641-0.0013553i,-0.0015367-0.0010142i,-0.00087618-0.00082407i,-0.00041298-0.0001668i,-0.00034934+0.0010152i,-0.00031797+0.0022878i,-0.00048239+0.0028688i,-0.00042976+0.0023738i,-0.00039108+0.0016815i,-0.00030359+0.00068096i,0.00095731+0.00064828i,0.0022367+0.00074614i,0.0027526+8.228e-05i,0.0027603-6.9605e-05i,0.001585+0.00047802i,0.00053039+0.00059957i,0.00010998+0.0006989i,-6.8641e-05+0.00041122i,-0.00036076+1.4919e-05i,-0.00041534-0.00014307i,-0.00016337-0.00012791i,-8.3351e-05+0.00026384i,-0.00035474-0.00022193i
-7.0483e-05-0.00082113i,0.0001307+0.0002068i,0.00042818+0.00099308i,4.0514e-06+0.00092216i,-0.00010933+0.0012538i,0.00017899+0.0020983i,-0.0010231+0.0022357i,-0.00065042+0.00059607i,0.00016901-0.00072135i,-0.00081253-0.00066935i,-0.00088234-0.0005395i,-0.00071429+0.0005063i,-0.0013985+0.0018514i,-0.001479+0.0016118i,-0.00075986+6.3016e-05i,-0.00068225-0.00088113i,-0.00049752-0.00032336i,-0.00026199-4.3745e-06i,-0.00012692-0.00067232i,0.00046042-0.00048156i,0.00030872+5.897e-05i,-5.2023e-05+0.00040566i,-0.00010161+0.00044435i
-0.0017888+0.0042487i,-0.00029838+0.0041727i,0.00064761+0.0037785i,0.00043666+0.0021966i,-0.00046279+0.00064914i,-0.0013241+9.3218e-05i,-0.0011629+0.00034408i,-0.00052446+0.00041045i,-4.8242e-05+8.1433e-05i,0.00031996-0.00051625i,0.00052672-0.00093052i,4.9526e-05-0.0018106i,-0.001293-0.0029367i,-0.0017546-0.0033599i,-0.00040975-0.0022231i,0.0008506-0.00079261i,0.00051934-0.0004048i,3.8534e-05-0.00026128i,-0.00058431+0.00013197i,-0.0016583+0.0004651i,-0.0010729-0.00027545i,-0.00034667-0.00064103i,-0.00030916-6.344e-05i
-0.0053705-0.0030904i,-0.0048917-0.001356i,-0.0033778+0.002007i,-0.0015897+0.0037563i,3.7764e-05+0.0034827i,6.3735e-05+0.0036306i,0.00045919+0.0032746i,0.00089911+0.001213i,0.00020826-0.00025003i,-0.000443+9.8825e-05i,0.000162-0.00015422i,0.0014072-0.00082476i,0.0034326-0.00097783i,0.0042365-0.00072442i,0.0028563-0.0007973i,0.0013175-0.0001134i,0.00011421+0.00015953i,0.0002878-6.303e-05i,0.00055874-0.00010154i,-0.00018486-0.00039298i,-0.00050623-0.00056914i,0.00016714-0.00066074i,0.00056779-0.00064552i
0.00077788-0.00058532i,0.0020789+0.00051331i,0.001136+0.0011174i,-9.464e-05+0.00053218i,-0.00034347+0.0010567i,-0.00029721+0.0014566i,-0.0005962+0.0013809i,-0.001089+0.0015332i,-0.00073787+0.00081586i,0.00017424+0.00065775i,0.00030529+0.0010053i,-0.00010944+0.0011483i,-0.00023249+0.0012075i,-0.0002778+0.001009i,-0.00070908-0.00033413i,-0.00078479-0.0010451i,-0.00072128-0.00043905i,-0.00073363-0.00036507i,-0.00074792-0.00028551i,-0.00083457-6.2096e-06i,-0.00066865+0.00024721i,5.504e-05+0.0004153i,-1.2683e-05+4.3643e-05i
0.00060802+0.00055216i,0.00012153+0.00029936i,0.00024793+0.00030144i,-0.00034432+0.0005912i,-0.0013891+0.0011232i,-0.0010941+0.002384i,-0.00041584+0.002963i,-0.00054564+0.0019436i,-0.00090131+0.00016746i,-0.00066575-0.00086059i,0.00050097-0.00054567i,-0.00038563-0.00020122i,-0.0023161-0.00023295i,-0.0024343+0.00095997i,-0.00098672+0.000958i,0.00012095-7.3527e-06i,0.00047702-0.00023185i,0.00041502-0.00043639i,0.00053637-0.00043538i,0.0006918-7.4911e-05i,0.00018173+0.0008149i,-0.00050842+0.0011369i,-0.00037605+0.00037379i
-0.00066484+0.00051874i,-0.0011309+0.00066642i,-0.0017841+0.0008405i,-0.0015918+8.995e-05i,-0.0009694+0.00064974i,-0.0012371+0.0026976i,-0.0013586+0.003911i,-0.0013164+0.0028275i,-0.0010315+0.00088783i,-0.00026487+0.00023817i,0.00057611-0.00043645i,0.00067988-0.002156i,0.00069226-0.0035286i,0.00040376-0.0027983i,-0.00015444-0.0012476i,-2.1787e-05+0.00031711i,5.3987e-05+0.00072496i,0.00014061+0.0001281i,-0.00010104+5.8591e-05i,4.9884e-05+1.6771e-05i,0.00087529-0.00059286i,0.00046637-0.00084277i,-0.00058156-0.00059071i
0.00068052+0.0011726i,0.00086191+0.0013353i,0.0010271+0.0014366i,0.00068271+0.0010008i,-0.00017985+0.0012542i,-0.0012049+0.0020195i,-0.00085556+0.002357i,0.00020037+0.0012243i,0.00018374+0.00039887i,-0.00031086+0.00038871i,-0.00034004+0.00012983i,0.0008981+0.00021931i,0.0025593+0.00048102i,0.0025745+0.00014686i,0.001532-0.00051601i,5.1079e-05-0.00025109i,-0.0010687+0.00046482i,-0.00090547+0.00046012i,-0.00084757+0.00027304i,-0.00060543-0.00019071i,-0.00039153+0.0002844i,0.00027364+0.00033648i,0.00076885-0.00021052i
0.0010876+0.00096261i,0.0012643-0.00042939i,0.00078566-0.00046776i,-0.00046571+0.00033814i,-0.00036342+0.00069509i,0.00055576+0.0017193i,0.0005923+0.0019319i,-0.0003811+0.0012304i,-0.00076631-6.3749e-05i,0.00012275-0.00074289i,0.00099542-0.00043621i,0.00014027+0.0002512i,-0.0018919+0.0011795i,-0.0022021+0.0013853i,-0.00095114-0.00019781i,0.00031625-0.0017939i,0.0015146-0.0014386i,0.0017719-0.00057879i,0.0012432-0.00025242i,0.00035385-7.79e-05i,-0.00073287+0.00054709i,-0.00092861+0.00015827i,-0.0010653-0.00080902i
-0.00099319+0.0017142i,-0.0018494+0.0018655i,-0.0012957+0.0012023i,-0.00062501+0.00031899i,-0.00063734+0.0015004i,-0.001484+0.0025603i,-0.0014793+0.0026408i,-0.0006771+0.0024049i,0.00023705+0.0018894i,0.00081803+0.00093756i,0.00078319-0.00016781i,-0.0005151-0.0012384i,-0.0018273-0.0020338i,-0.0015418-0.0014826i,-0.00098138-0.00065089i,-0.00088646+3.8656e-05i,0.00013406+0.00022852i,0.00096693+0.00053516i,0.00047132+0.0010063i,-0.00034794+0.00086876i,-1.9268e-05+0.00027571i,9.8141e-05-0.0005549i,-0.00015856-0.00054814i
-0.0011056-0.001627i,-0.00027463-0.001121i,-0.00036347+0.0011729i,-0.00062513+0.0019672i,0.00051862+0.0017334i,0.00042841+0.0015819i,-0.00054411+0.0018498i,-0.00088103+0.0012082i,-0.00033893+0.00053564i,-2.5787e-05+0.0012734i,9.9507e-05+0.00081638i,0.00055235-0.00066856i,0.0013029-0.0021965i,0.0013156-0.0030409i,0.00075909-0.002236i,-0.00075524-0.00027683i,-0.002032+0.0003322i,-0.0018346-0.00061163i,-0.0012039-0.00073688i,-0.00023622+0.00052684i,0.00044372+0.00093861i,0.0005238-0.00011816i,0.00039082-0.00037761i
0.0026959+0.00023847i,0.0037479-7.3309e-05i,0.0041447-0.00083368i,0.0022706-0.00025137i,0.00056961+0.0011712i,0.00046061+0.0024935i,0.00068566+0.002805i,0.0014435+0.0018347i,0.0015603+0.0009443i,0.00059292+0.00032191i,0.00015621+0.00028508i,0.00029344+0.0010334i,8.3466e-05+0.0017447i,0.00075622+0.00099799i,0.0012292+0.00010799i,0.00028063-0.00012393i,-3.8194e-05+0.00012637i,4.9106e-05+0.00051416i,-0.00043742+0.00010706i,-0.00065977+0.00030455i,-0.00034281+0.00040289i,0.00038777+0.00036175i,0.0005807+0.00089206i
-0.0011658-0.0015988i,-0.0034798-0.00083456i,-0.0040789-0.00056565i,-0.0033162-0.00024858i,-0.0029047+0.00093425i,-0.0022374+0.0017958i,-0.0010372+0.0024169i,3.2204e-05+0.0013506i,-0.00015576-0.00044853i,-0.0005333-0.00036311i,-0.00018094+0.00040901i,-0.00074291+2.7e-05i,-0.0023781-0.00032464i,-0.0019532+0.00058303i,-0.00097773+0.0011114i,-0.0001845+0.00034222i,0.00077478-0.00029231i,0.0004835-0.0001011i,0.00025283-0.00047279i,4.6917e-05-0.00078733i,-0.0008877-0.00079671i,-0.00094805-0.00054712i,-0.00027238+0.00010388i
-1.4997e-05-0.0011522i,0.00018252-0.0014072i,-0.00054804-0.00052407i,-0.00047454+0.00032192i,-0.00049197+0.0011822i,-0.00097793+0.0028892i,1.4789e-05+0.0035711i,0.00048896+0.0030228i,-0.00055245+0.0020296i,-0.0010971+0.0010423i,-0.00059022+0.00023608i,2.8895e-06-0.00083615i,1.7555e-05-0.0019172i,-0.00016586-0.0016549i,-0.00055296-0.00066394i,-0.0013581+0.00050663i,-0.0013409+0.0012594i,-5.6692e-05+0.0011659i,0.00078122+0.00074476i,0.00099478-0.00016292i,0.001222-0.00039415i,0.0015012+0.0005866i,0.0011832+0.00018927i
0.0029858+0.0017714i,0.0034959+0.0018839i,0.0021043+0.00064785i,-0.00059109+7.1895e-05i,-0.0019307+0.0012184i,-0.0017849+0.0032047i,-0.00075141+0.0039685i,0.00087519+0.0027179i,0.0016497+0.00040043i,0.00066797-0.0013523i,0.0003504-0.001773i,0.0012998-0.00064579i,0.0027462+0.0011307i,0.0030638+0.0014561i,0.0012672-0.00048302i,-0.00028477-0.0015829i,-0.00037158-0.0012766i,-0.00013762-0.00053106i,0.00024907-0.0002786i,0.001003+0.00018953i,0.00069631+0.00068475i,0.00030946+0.00031812i,0.00073745+0.00072578i
-0.001288+0.00060409i,-0.0020101-0.00021368i,-0.0018951-0.0007579i,-0.0010516-0.00094283i,-0.00093599+0.00029821i,-0.00084371+0.0022515i,-0.00045341+0.0023068i,0.00055202+0.00068395i,0.0016668+0.00016153i,0.0010662-2.9482e-05i,0.00059758-0.00037443i,0.00012239+0.00041784i,-0.0008056+0.0024023i,-0.00014593+0.0026745i,0.00095021+0.0013248i,0.0012346+0.00037538i,0.0014252-1.4671e-06i,0.00089764-0.00041828i,-0.00033832-0.00082905i,-0.0012101-0.0006371i,-0.0013603-0.0005582i,-0.00089479-0.0002445i,1.7767e-05+0.00042725i
-0.00023255-0.00069973i,-0.0005179+0.0013653i,-0.0003199+0.0026795i,0.00081664+0.0022504i,0.0014251+0.0012984i,0.00063134+0.0012977i,-0.00035061+0.0022494i,-0.0005527+0.0030368i,6.677e-05+0.0026598i,0.00049865+0.002121i,0.00024666+0.00067988i,-0.00012315-0.0012296i,-0.0015263-0.0025637i,-0.0026292-0.0027503i,-0.0022689-0.0016199i,-0.00066846-0.0004821i,0.00078657+0.0006715i,0.00033368+0.00084795i,-0.00013729+0.00014084i,0.00080652-0.00082251i,0.00092838-0.0013227i,0.00073128-0.0011859i,0.00050624-0.001155i
-0.00081761+0.00028913i,-0.00073104+0.0010716i,-0.0014551+0.0016076i,-0.0011411+0.0015035i,-0.00051044+0.0018592i,-0.00022933+0.0024269i,0.00018367+0.0019157i,0.00011185+0.00095583i,-0.0006473+0.00062382i,-0.0010868+0.00081908i,-0.00068383+0.00063946i,0.0012232-0.00056503i,0.0030635-0.0017997i,0.0025625-0.0024819i,0.00073051-0.0021475i,-0.0013619-0.0016042i,-0.001989-0.00067i,-0.001296-0.00036276i,-0.00054515+0.00056258i,-6.2807e-05+0.0016294i,0.00028925+0.00090915i,0.00024856+6.3687e-05i,-0.00016197+0.00027463i
0.00031511+0.001259i,-0.0002934+0.0015632i,-0.00023321+0.00081576i,3.6686e-05+0.00078941i,-0.0011331+0.0014309i,-0.0023462+0.002191i,-0.0014414+0.0021835i,0.00039572+0.00066213i,0.00056714-0.00015281i,0.00052195-9.6809e-06i,0.0011837+0.00021036i,0.0015551+0.0012092i,0.0016387+0.0028015i,0.0020359+0.0028383i,0.0026786+0.0010263i,0.0026826-0.00034813i,0.0016968-0.00057625i,0.00019862-0.00028717i,-0.00060794+0.00071432i,-0.00090649+0.00072336i,-0.0010548+0.00037714i,-0.00041241+0.00053959i,0.00032209+0.00042321i
0.0014676-0.0034765i,0.00012153-0.0040275i,-0.0010405-0.0029666i,-0.0026958-0.0012186i,-0.0026328+0.00095102i,-0.0013862+0.0034701i,-0.00040073+0.0040002i,0.00037287+0.0024427i,0.00089868+0.0012555i,0.00093341+0.0015436i,0.00010926+0.0015243i,-0.0016835+0.0010968i,-0.00342+0.0010132i,-0.0027797+0.0014399i,-0.0010741+0.002024i,-0.00025284+0.0015675i,-5.9839e-05+0.0014922i,0.00043165+0.0012219i,0.0015851+0.0003718i,0.0014345-0.00040725i,0.00013748-0.0012406i,-0.00034438-0.00090126i,-0.00020312-0.00069209i
0.0016334+0.002863i,0.0019277+0.0025663i,0.0015781+0.0022559i,0.0012774+0.0018166i,0.00069328+0.0017935i,-1.8771e-06+0.0021086i,-0.00060318+0.0030794i,-0.00087857+0.0027641i,-0.0003273+0.0015986i,0.0002517+7.695e-05i,0.00035326-0.0017477i,0.00012176-0.0030988i,-0.00020765-0.0035134i,-0.00089934-0.0044795i,-0.0013228-0.0045684i,-0.0018813-0.001888i,-0.0021452+0.00037202i,-0.0011655+0.00088559i,0.00026701+0.00063361i,0.0010008+2.2261e-05i,0.0012258-0.00049632i,0.0011277-0.00085226i,0.00094339-0.00098871i
0.0006268+0.00055002i,-0.00052731-0.00014464i,-0.00098187-0.0010061i,-0.00136-0.0012694i,-0.0010057-0.00037854i,-0.0011445+0.0013704i,-0.0005612+0.0025153i,-2.4548e-05+0.00211i,-0.00043394+0.00048749i,-0.00014165-0.0011812i,0.0013452-0.0017143i,0.0024934-0.0004385i,0.0039046+0.001013i,0.004306+0.00073604i,0.0031621-0.0016794i,0.0019757-0.0027867i,0.0004318-0.0022218i,-0.0011003-0.0017067i,-0.0014336-0.00046265i,-0.00083386+0.00010626i,0.00054666+0.0002628i,0.0013827+0.00059786i,0.0012133+0.00076323i
-0.00068901-0.0032741i,-0.001487-0.0027147i,-0.0017032-0.0016803i,-0.0013706+3.5493e-05i,-0.0019283+0.0015362i,-0.0019931+0.0027152i,-0.0010529+0.0032162i,-6.0894e-05+0.0018674i,0.00084264+0.0005133i,0.0015456+0.0014048i,0.0018375+0.0021653i,0.0001817+0.002251i,-0.0017912+0.0031724i,-0.00099455+0.0029869i,0.00041215+0.0019545i,0.00066431+0.0012904i,0.00048871+0.00078287i,0.00062921+0.00069431i,0.00081372-9.2449e-05i,0.00041799-0.00042145i,-0.00021817+1.8407e-05i,-0.00061289+0.00066731i,-0.00072337+0.00071368i
0.001411+0.0022727i,0.0031907+0.0021141i,0.002854+0.0022074i,0.0019886+0.00094374i,0.00098625-0.00016616i,-0.00083439+0.00046165i,-0.0017874+0.0019477i,-0.00031079+0.0034148i,0.00015921+0.0030038i,-0.00086655+0.0011319i,-0.0014942-6.9012e-05i,-0.0023768-0.0019864i,-0.0036785-0.0033933i,-0.004095-0.0026455i,-0.0037064-0.0017523i,-0.003052-0.00088173i,-0.0021631+0.00057637i,-0.0012681+0.00084572i,-0.00038929+0.00069944i,0.00052327-0.00027872i,0.00081498-0.00096377i,0.0012404-0.0010685i,0.0011479-0.00056375i
-0.0010708-0.00013977i,-0.00015569+0.00094482i,-0.00081103+0.0011737i,-0.0011061+0.00093923i,-0.0009422+0.0018202i,-0.00067904+0.0022552i,-3.1434e-05+0.0017504i,0.00043626+0.00050654i,-0.00012675-0.00071918i,-0.00069748-0.000992i,0.00069585-0.0021688i,0.0028292-0.0026414i,0.0036917-0.0024605i,0.0038188-0.0029551i,0.0026967-0.0032915i,0.0010396-0.0024475i,-2.6116e-05-0.0015951i,-0.00063721-0.0011567i,-0.00062983-0.00076092i,-4.934e-05+8.5876e-05i,0.00064533+0.00047175i,0.00089694+0.00023701i,0.00039754+6.6029e-05i
-0.0010056-0.00015933i,-0.0016809-0.00011007i,-0.0026147-3.1774e-05i,-0.002124+0.0010328i,-0.0013902+0.0022796i,-0.0010306+0.0034217i,-0.00055349+0.0029448i,0.00026023+0.00049028i,0.0011296-0.001146i,0.0018328-0.00076678i,0.0029888+0.0014412i,0.003137+0.0038822i,0.0024146+0.0045934i,0.0029167+0.0038305i,0.0027736+0.0023549i,0.0016914+0.001425i,0.0019041+0.00077523i,0.002144-0.00068756i,0.00067916-0.001096i,-0.0007653-0.00026543i,-0.0010089+0.00031781i,-0.00093589+0.0012215i,0.00011315+0.0015203i
-0.00049881-0.0021355i,-0.00016217-0.001804i,-7.6152e-05-0.0013344i,-0.00063645-0.00073077i,-0.001725+0.001043i,-0.0019435+0.0024827i,-0.0010195+0.0031955i,0.00012899+0.002699i,0.0007038+0.0011875i,-0.00031786+0.0012185i,-0.0023574+0.0019172i,-0.0040793+0.00089568i,-0.0047765+0.00049389i,-0.0042656+0.0010297i,-0.00236+0.0012767i,-0.0013162+0.0014452i,-0.0012563+0.0008621i,-0.00043357+0.00019158i,0.00044023+0.0002179i,0.00065569-2.509e-05i,5.2188e-05-0.00085422i,-0.00063733-0.0016575i,-0.00027651-0.0011538i
