0.0019771-0.00042526i,0.0016655-0.0012416i,0.00052373-0.0022045i,-0.0014878-0.0020955i,-0.0025049-0.00093808i,-0.0019533+0.00070556i,-0.0012065+0.0019496i,-0.00055881+0.0012413i,0.00033148-0.00023736i,0.00086546-0.00087098i,0.00099999-0.0013051i,0.00061018-0.00077501i,-0.00029302+0.00016075i,-0.0013658+0.00071707i,-0.0016115+0.00015143i,-0.00054868-0.00048127i,0.00031248-0.00032355i,-6.1806e-05-0.00045834i,-0.00018088-0.00065629i,0.00016525+0.00011747i,-0.00042596+5.3402e-05i,-0.00046368-0.00058034i,-0.00014819-0.00029277i
-0.00042609-0.00090433i,-0.0012224-0.0015718i,-0.0024566-0.0018319i,-0.0014784-0.001358i,-0.00043572-0.00026842i,9.9838e-05+0.00024832i,0.00026789-0.00019997i,-0.0001918-0.00026404i,-0.00083306+0.00072717i,-0.00030302+0.00092902i,0.00026206+0.00056107i,0.00053086+0.0012899i,0.00094377+0.0013643i,-0.00029965+0.00079043i,-0.001103+0.0011725i,-0.00045861+0.0011572i,3.6783e-06+1.2714e-05i,-6.04e-05-0.00036568i,-0.00031317+0.0005285i,-0.00041283+0.0013368i,-0.00042142+8.8959e-05i,0.00066285-0.0010419i,0.00098648-0.00029382i
0.00046067-0.00033123i,-0.0001996+0.00040614i,-0.001137-0.00043754i,-0.001125-4.7892e-05i,-0.00017503+0.0003411i,6.7165e-05+0.00035452i,-0.0007899+0.0001376i,-0.00038174-3.8085e-06i,0.00047215+0.00080851i,0.00049412+0.0010781i,0.00040557+0.00040194i,0.00087569-0.00054718i,0.0011905-0.0010579i,0.0015043-0.00012849i,0.001282+0.0014406i,0.00056155+0.00077935i,0.0002812-0.00098467i,0.00062341-0.00046026i,0.00082756-5.8587e-06i,0.00036234-0.00041109i,-0.00086151-6.1917e-05i,-0.0010906+0.000225i,-0.00010042-0.00011865i
-0.001631-9.1934e-05i,-0.0013455-0.00084417i,-0.00079151-0.0010027i,-0.00017162-0.00031098i,0.0002644-9.9851e-05i,4.156e-05-0.0007253i,-0.0003303+0.00013447i,-0.00023546+0.0004582i,0.00027475+0.00047268i,0.00069298+0.00042412i,0.0016005-0.00036876i,0.0014484-0.00026901i,0.00050659-0.0005773i,9.8555e-05-0.00080709i,5.3825e-06-0.00026766i,0.00047987-0.00086183i,0.00099873-0.0011795i,0.00026173-0.00051447i,-0.00044927-0.00040359i,-0.00075495-0.00049019i,-0.00078498-0.00069501i,-0.0003091-0.00034274i,0.00030707+0.00016355i
-0.0010503-0.0012372i,-0.00046437-0.0012549i,-0.0005412-0.0013448i,-0.00095904-0.0012152i,-0.0013165-0.0007156i,-0.0001517-0.00062169i,0.0010989-0.00063093i,0.00070022-0.0001117i,-0.00052839-0.00039756i,-0.0010033-0.00094245i,0.00012594-0.00019581i,0.0010021+0.00041976i,0.00055571+0.00088754i,0.00023655+0.00085496i,0.00021946+0.00042459i,7.2163e-05-0.0002165i,0.00036223-0.00024537i,0.00030137+0.00019211i,-0.00028977+0.00027578i,-0.00063004+0.00061778i,0.00010638+0.00075713i,0.00047731+0.00027987i,0.00010438+8.5501e-05i
0.0021311-0.00128i,0.0013707-0.001558i,0.00047335-0.0017513i,-0.0002548-0.001052i,-0.00072612+0.00076434i,-0.0015321+0.0020642i,-0.0012368+0.0012827i,2.9406e-05+9.2326e-05i,0.00031914-0.00052752i,-0.00071254-0.00080625i,-0.00091278+7.9565e-05i,0.00019961+0.0015696i,0.00031392+0.0019113i,-0.00017288+0.00083339i,-0.00048044+0.00053834i,-0.0003828+0.00082403i,-0.00035528+0.00051636i,-0.00023316+0.00037778i,-0.00021224+0.00060264i,-0.00057561+0.0005439i,-0.00035195+0.00024459i,-0.0001712+0.00036557i,-0.00056653+0.00044189i
-0.0010587+0.0016599i,-0.00060042+0.00073579i,-0.00056826+0.00032813i,-0.00084061+0.00038249i,-0.00080807+0.00017452i,-0.00070213-0.0006309i,-0.00018844-0.00024797i,-0.0004445+6.4467e-06i,-0.00052746+0.00034308i,1.4099e-05+0.00096643i,0.00035757+0.00086641i,0.00035325-0.00012488i,0.00042351-0.00092408i,5.8541e-05-0.0010351i,0.00058769-0.00068647i,0.0011517-0.00021147i,0.0003356-6.7062e-05i,-0.00088318+0.0001036i,-0.0011987+0.00055042i,-0.0008489+0.00073993i,-0.00055002+0.00018906i,3.7005e-05-0.00050051i,0.00079173-5.5935e-05i
0.0023395-0.0018858i,0.0012667-0.0014234i,-0.00033491-0.0018973i,-0.0014993-0.0015411i,-0.0014317-0.00038841i,-0.00081661+0.00082847i,-0.00040501+0.00060999i,0.00020474-0.00024815i,0.00070709-0.00011226i,0.00072576+0.00070326i,-6.218e-05+0.00065636i,0.00010178+0.00063074i,0.0010349+0.0010805i,0.00084038+0.0010328i,0.00056735+0.0004188i,8.4918e-05+0.00022791i,-0.00033709+0.00090002i,-0.00096708+0.00055269i,-0.00045578-0.00045154i,0.00042795-0.00088648i,0.00012077-0.0014488i,-3.9971e-05-0.0015408i,7.3217e-05-0.00072928i
0.00021959-0.00082407i,-0.00077848-0.0010828i,-0.0016583-0.00092685i,-0.0011831+0.00035725i,-0.00032403+0.00040718i,-0.0008534-0.00046044i,-0.0013806-0.00048794i,-0.00088609-0.0004479i,-0.00063681-0.00046349i,0.00023511-0.00047156i,0.0010244-0.0010676i,0.00080515-0.00071915i,0.0010789+0.00074314i,0.0008908+0.0016915i,-6.4363e-05+0.0012026i,-0.00032029+0.00025036i,0.00051259+0.00012046i,0.0007845-0.00036091i,0.00080118-0.00036305i,0.001228+0.00017065i,0.00081857+7.0047e-05i,-0.00025776+0.00030489i,-0.00079653+4.5799e-06i
-0.00046427+0.0003409i,-0.00051331+0.00010383i,0.00036447-0.00038314i,0.001456-0.00011031i,0.0015817+0.00027051i,0.00093327-2.7598e-05i,-0.0001821-0.00040008i,-0.00066213-0.00020463i,0.00045614-0.00018938i,0.00068132-0.00038054i,0.0004685-0.0007859i,0.00075124-0.0010066i,0.00028928-0.00052441i,8.2228e-05-0.00025347i,-0.00011885-0.00018146i,-0.00028119+0.00049557i,0.00055328+0.00011155i,0.0010595-6.4766e-05i,0.00041944+0.00025153i,-0.0001306-0.00028316i,0.00045957-0.00026486i,0.00069681+0.00030894i,-0.00023604+0.00046087i
-0.00030382+0.00080781i,-6.7732e-05-0.00010594i,0.0014331+0.0003929i,0.0010251+0.00030469i,-0.00036221-0.00055389i,-0.00035944-0.0011548i,0.0001451-0.0014745i,6.9274e-05-0.0010312i,-0.00068935-0.00016229i,-0.00082298-0.00040602i,-0.00019387-0.00072216i,-7.666e-05+0.00020157i,-5.1172e-05+0.00076296i,-5.5521e-05+8.8565e-05i,-0.00044669+0.00012221i,-0.00068844+0.0005885i,-0.000562-0.00021238i,-0.00014891-0.00058614i,3.198e-05-0.00061799i,-0.00034759-0.00066123i,-0.00041794-0.00077352i,-9.1765e-05-0.00083356i,-4.0338e-05-0.00012008i
0.0012064+0.00042669i,0.00064778-0.0013123i,-0.00051412-0.002481i,-0.0021763-0.0013914i,-0.0026124-0.00071539i,-0.0024742-0.00010973i,-0.002037+0.0006459i,-0.0011033+0.0007819i,-0.00039068+0.00034523i,-0.00048211-0.00015238i,-0.00064532+0.00031078i,-0.00026471+0.00071316i,-0.00010863+0.00056698i,-0.00014717+0.0012361i,5.8192e-05+0.0017372i,0.00049993+0.0010113i,0.00058295+0.00049769i,0.00059072-0.00023333i,0.00064012-0.0005864i,0.00018696-0.00044779i,0.0001002-0.00069332i,-0.00015653-0.0005571i,-0.00054074-6.2567e-05i
0.0024693-0.001449i,0.001302-0.0013414i,-0.0007121-0.0011235i,-0.0011764+0.00019087i,-0.00040103+0.00076817i,0.0004678+0.00088911i,0.00066791+0.00084774i,0.00069649+0.00067774i,0.00032959-0.00035844i,7.9733e-05-0.0006042i,0.00051047+0.000703i,0.00094159+0.00042424i,0.00081286+0.00021546i,0.00039222+0.00072815i,0.00089005+0.00094237i,0.00055501+0.0010875i,-0.00085572+0.00051301i,-0.0012437-0.0001715i,-0.00076361+0.00040256i,-0.00048339+0.00084419i,8.1766e-05+0.00045179i,0.00028323-0.00015457i,0.00025871-0.00017323i
-0.00044933+0.00039446i,-0.00041818+0.00081471i,-0.00045229+0.00093031i,-0.00026541+0.00034209i,-0.00078101-0.0001332i,-0.0011855-0.00060203i,-0.00068884-0.00074115i,0.00013793+6.5808e-05i,0.00096417+0.00023933i,0.0012373+0.00021123i,0.0015124+0.00041985i,0.00091098+9.6405e-05i,0.00021816-0.00054659i,0.0010854-0.00024418i,0.0010276-0.00047165i,0.00058722-0.00058135i,0.00061525+0.00037066i,0.00027671+0.00040175i,-0.00011318+0.00035853i,-0.00042094-2.1905e-05i,-0.00031882-0.00099729i,-0.00034163-0.00023563i,-0.00069671+0.00096666i
0.00081532-0.0016107i,-0.00034335-0.00061517i,-0.00084373+0.00056995i,-0.00094599+0.0012683i,-0.0011312+0.0011686i,-0.00068612+0.0014231i,-0.00025052+0.0012147i,-0.00029885+0.0002863i,0.00018144-0.00029968i,0.00032683-0.0003819i,-6.1919e-05-0.00028206i,1.0601e-05-0.0010583i,0.00021481-0.0012718i,0.00035252-0.00058893i,0.0006928-0.00011918i,0.00061648-0.00054589i,0.00023505-0.0011329i,4.5792e-06-0.0004138i,-0.00016779+0.00017993i,0.00066424+0.00039194i,0.00034671+0.00028892i,-1.3671e-05+0.0003328i,-0.00020017+0.00032i
0.00068174+0.00042795i,-0.00018166-0.00026587i,-0.00051354-8.8138e-05i,2.5834e-05-0.00032971i,0.00080513-0.0010104i,0.00077948-0.00074141i,0.00031808+0.00058012i,-0.00035852+0.00092486i,-0.0010345-0.00040853i,-0.00087097-0.0011257i,-0.00014988-0.00090875i,-6.4347e-05-0.00024323i,-0.00031518+0.00055078i,-0.00057806+0.00057895i,-0.00052679-9.4326e-06i,-0.00067602-0.00042532i,-0.00026531-0.00026959i,3.5312e-05-9.3111e-06i,-0.00043035-6.3211e-05i,0.00020354+4.3566e-05i,0.00027094+0.00025104i,8.8141e-05+0.00012796i,-0.00037006+0.00027127i
-0.0010898+0.0016107i,-0.0011358+0.002426i,-0.00026845+0.0019501i,0.00092838+0.00020289i,0.0011063-0.00023598i,0.00056521-0.00092783i,-0.00036416-0.0010015i,-0.00066975+0.00034394i,-0.00019947+0.0011338i,0.00058987+0.00048255i,0.0012229-0.00048656i,0.0021571-0.00042549i,0.0014829-8.9393e-05i,-0.0010679-0.00056715i,-0.0019554+3.0905e-05i,-0.0011888+0.0010062i,-0.0012044+0.00056813i,-0.0016099-0.00055044i,-0.00094111-0.0010611i,6.2822e-05-0.00080487i,-0.00012346-0.00060573i,-0.00010582-4.2382e-05i,0.00051563+0.00078913i
0.00013438-0.00082386i,-0.0008395-0.0012425i,-0.0012187-0.00060536i,-0.0017092+0.00041149i,-0.0023631+0.00093435i,-0.0013402+0.00061278i,6.1781e-05-0.00038188i,0.00055685-2.5688e-05i,0.00050011+0.00044952i,-6.0072e-05+2.6247e-05i,6.0031e-05+0.00029426i,6.0614e-05+0.00052937i,0.00036296+0.00060797i,0.00026091+0.00024225i,-0.0002124+0.0006935i,0.00042244+0.001069i,0.00063813+0.00079351i,-0.0002555+0.00063815i,-0.00023933+0.00063239i,-3.9699e-05+0.0006227i,0.00011152-0.00019804i,0.00027425-0.00045978i,0.00083091+0.00011553i
-0.0012398-0.0010598i,-0.00043623-0.00063204i,0.00035237+0.00068534i,0.00077142+0.0015363i,0.0011451+0.0014984i,0.0013468+0.00091488i,0.00028024+0.00034208i,-0.00041393-0.0002032i,-0.00082084+0.00023421i,-0.0010555+0.0013797i,-0.00051037+0.0011162i,0.00071728-0.00044355i,0.0012219-0.0010271i,0.00091523-0.00042683i,0.0014579-0.00030979i,0.00099777-0.00072511i,0.0001399-0.00068583i,0.00021592-0.00040061i,0.00038638+0.00025882i,0.0002518+0.00046504i,-0.0001419+0.00054082i,-0.00081131+0.0010826i,-0.0010954+0.00098367i
-0.00014047-0.0010116i,-0.00067007-0.00060079i,-0.0013571-0.00092286i,-0.00088001-0.0013971i,-0.00092003-0.00057042i,-0.00095156-0.00068489i,0.00042142-0.00078085i,0.00061933-0.00023476i,0.00046387-3.8967e-05i,0.00046589+1.3178e-05i,-0.00033936-0.00012386i,-0.0003082+0.00017112i,-0.00028709+0.00094549i,-0.00046798+0.0013342i,-0.00032627+0.0011139i,-3.9478e-05+0.00051746i,0.00016751-0.00012083i,-0.00051296-0.00052931i,-0.00044697-0.00051847i,0.00012175-2.111e-05i,0.00040126+0.00022117i,0.00059285+0.000387i,0.00051108+0.00044805i
-0.00021302+0.00030638i,-1.9293e-05-0.00017362i,-0.00042355-0.0010198i,-0.00089382-0.00056147i,-0.00079941+0.00040657i,-0.00070977+0.00028167i,-0.00027121+0.00018395i,-0.00021915+0.00019959i,-0.00016583-9.7263e-05i,-0.00040529+1.1813e-05i,-0.000344+0.00032954i,-0.00020838+0.00027159i,2.9435e-05-0.00053583i,0.00023492-0.00053036i,2.6384e-05+0.00015331i,-0.00019463-0.00010244i,-0.00098038-0.00033438i,-0.0013823-0.00038922i,-0.0010597-0.00034918i,-0.00012913-0.00034793i,0.00042542-0.00080263i,-4.9108e-05-0.0011449i,7.0152e-05-0.00074876i
9.3199e-05-0.00033451i,0.00045106-0.00019129i,0.0010166+0.00042158i,0.0011319+0.0013559i,0.00026446+0.0019274i,-0.00080206+0.001485i,-0.0011484+0.00068792i,-0.0011157-8.1151e-05i,-0.0008702-0.00069046i,-0.00061034-0.00091077i,5.1711e-05-0.00039595i,2.9696e-05+0.00089461i,-0.00045561+0.0012885i,-0.00032417+0.001055i,8.4456e-06+0.0010867i,0.0012829+0.0010804i,0.0011917+0.00056481i,0.00019141-0.00024358i,0.00037235-0.00075434i,0.00044782-0.00052037i,-0.00014726+9.6329e-06i,-0.00033285-0.00025137i,0.00012173-8.5781e-05i
0.0002303-0.00042833i,0.00048468-0.00072185i,-0.00062244-0.00036765i,-0.00077601-0.001066i,-8.3801e-05-0.0016309i,0.00031728-0.00070276i,0.0001641-0.00030132i,-0.00055289-0.00071017i,-0.00094045-0.00075826i,-0.00073629-0.00035275i,-0.00077699+0.00017071i,-0.00037311+0.00020196i,9.5349e-05-0.00050869i,-0.00017148-0.00072264i,-0.00029244+0.00020747i,-0.0005621+0.00089274i,-0.00062288+4.7588e-05i,-0.00049937-0.00016125i,-0.00093696+0.0001038i,-0.00049888-3.3292e-05i,0.00057153+0.00029833i,0.00074476+0.00024107i,0.00057649-0.00074047i
-0.002106+9.3468e-05i,-0.0022164-0.00026237i,-0.0018822-3.8726e-05i,-0.0010663+0.0007884i,-2.5101e-05+0.0017639i,-0.00028684+0.00194i,-0.001295+0.001264i,-0.0013519+0.00078667i,-0.0009965+0.00084993i,-1.0982e-05+0.0008803i,0.0010092+0.00011887i,0.0010777-0.00090873i,0.00027345-0.0010333i,0.00012676-0.0014653i,0.0003901-0.00053325i,8.9931e-05+0.00027869i,-0.00021659-0.00037054i,-0.00063542+0.00012791i,-0.00092533+0.00062362i,-0.00039354+0.00041176i,0.00032659+0.00051547i,4.0903e-05+0.0013506i,-0.00029782+0.001064i
-0.00068177-0.00021584i,3.5734e-05+3.5928e-05i,-0.00033026-0.00028288i,-0.001278+0.00047882i,-0.0017282+0.0013306i,-0.0013989+0.00084808i,-0.00083638+0.00051833i,-0.00038037+0.00038006i,0.00025299-0.00053903i,-9.8881e-05-0.00094867i,-0.00061002-0.0010282i,-0.00057606-0.00084228i,-0.00097259+0.00019633i,-0.00045268+0.00020578i,0.00045639-0.00032544i,0.0011173-5.0682e-05i,0.0011077-0.00016523i,-6.332e-05-0.00053323i,-0.00059933-0.00050685i,-7.2529e-05-0.0005942i,-0.00025737-0.00017192i,-0.00081895+0.00051746i,-0.00080154+0.00053135i
0.00097306+0.00083962i,-0.00033832+0.00085892i,0.00011185-0.00014945i,0.0011581-0.0012706i,0.00090827-0.00082149i,0.00055225+0.0007456i,0.0009087+0.0013278i,0.0016648+0.00036029i,0.00099684-0.00026653i,-0.00022412-0.00038639i,-0.00019183+0.00012124i,-0.00013769+0.0012656i,-0.00028092+0.00087704i,-3.3692e-05+3.7503e-05i,-0.00021566-8.6675e-05i,-0.00048658-2.9701e-05i,-0.00037246-0.00044355i,0.00034505-0.0006853i,0.0011392-0.00052219i,0.00072601-0.00049984i,0.00063287-0.00034242i,0.0011381+0.00031239i,0.00056051+0.00033804i
0.00038874+0.00061111i,3.8048e-05-0.00022527i,-0.0014212-0.00099486i,-0.0018172-0.0011579i,-0.0014147-0.0011507i,-0.0004348-0.0014318i,-0.00023785-0.0015519i,-0.00063023-0.0012308i,-0.00083332-0.00030841i,-0.00038337+0.00023541i,0.00050391+0.00033012i,0.00035131+0.00096204i,4.1305e-05+0.00062633i,-0.00028887-0.00013575i,-0.00041604+0.00019315i,0.00043465+0.00042546i,0.00041796-0.00017284i,-0.00012399-7.0289e-05i,-0.00028938-0.00026294i,-0.0004553+0.00018922i,-0.00048636+0.00078841i,-7.1583e-06+0.00051221i,0.00023058+8.3555e-05i
0.00020369-0.00026706i,0.0006868-0.001097i,0.00089567-0.0012132i,-3.8512e-05-0.0012565i,-0.00046523-0.0011151i,-0.00024816-0.00023911i,0.00014632+0.00085789i,0.00055702+0.0003867i,0.00044253-3.9135e-05i,0.0006996+0.00060155i,0.00089688+0.0011405i,0.00068238+0.00049814i,0.0008799-0.00057188i,0.00056903-0.00064433i,-0.00017004-0.00031019i,-0.00023383-0.0004433i,-0.00019038-1.8527e-05i,-0.00056016+0.00062861i,-0.00052489+0.00012228i,-0.00011528-0.00022845i,0.00010917-0.00016437i,-2.5664e-05-0.00020495i,-0.0002099-0.00014192i
-0.0021021+0.0013329i,-0.0020887+0.001946i,-0.00080518+0.0016525i,0.00096117+0.0016441i,0.0018016+0.00048435i,0.00083129-0.00091864i,-0.00068882-0.00095787i,-0.0012407-0.00071871i,-0.00053882-0.00015001i,0.00036263+0.00028429i,0.00076541+0.00014495i,0.0010615-0.00034094i,0.0002936-0.00056933i,0.00018578-0.00042478i,0.00097183-5.881e-05i,0.00095588-0.00038383i,0.00020383-0.00075992i,-0.00031337-0.00025704i,-0.00043792-0.00027524i,-0.00023865-0.00047117i,0.00018309-6.5636e-05i,0.00027046+7.1388e-05i,0.0002831+4.9521e-05i
-0.0027153-0.00077832i,-0.002115+6.4442e-05i,-0.001383+0.0012122i,-0.00065279+0.0015068i,-0.00042555+0.00077369i,-0.00072187-0.00051184i,-0.00018084-0.00088456i,0.00011645-0.00034596i,0.00041358-0.00019475i,0.0011219-0.00052993i,0.001247-0.00052954i,0.00022381-5.3151e-05i,-0.00067233-0.00044701i,-0.00026552-0.0010496i,0.0010723-0.0006222i,0.0007727-0.00027802i,-0.00062168-0.0005634i,-0.00035507-9.372e-05i,7.9199e-05+0.00051767i,0.00040097+1.4162e-05i,0.00044642-0.00042795i,-3.2179e-05-0.00020562i,-0.00012239-1.9242e-05i
0.0013265-0.0012857i,-0.00020288-0.0013893i,-0.00065432-0.001197i,-0.00035914-0.00072211i,-0.00033768-0.00056631i,-0.00038668-2.1434e-05i,-0.00056074+0.00038074i,0.00031668+0.00012566i,0.00055848-0.00021182i,-0.00075354-0.00083554i,-0.0018348-0.00094623i,-0.0019502-0.00073772i,-0.00098354-0.00010977i,-0.00062498+0.0011243i,-0.0006908+0.001367i,-0.0005022+0.00084344i,-0.00069943+0.00045073i,-0.00069926-0.00036125i,-5.7769e-05-0.00034538i,0.0005338+0.00061839i,0.00027898+0.00043747i,0.00017971-0.0006646i,0.00066671-0.0010144i
0.00090019+0.0018656i,0.0012792+0.0014296i,0.0018571+0.00052227i,0.0010591+0.00020664i,-0.00012939+0.00059418i,-0.00055344+0.00025799i,-0.00088769-0.00014438i,-0.00049234-0.00055961i,0.0011065-0.00044357i,0.0020062-1.3339e-05i,0.0016165+0.00016757i,0.00070707+0.00017306i,6.786e-05+0.0001736i,-0.0004791+2.8561e-05i,-0.00079208-0.00052251i,-0.0010209-0.00077184i,-0.00117-0.00062486i,-0.0015927-0.00068258i,-0.00094383-0.00027929i,0.00048317-0.00028607i,0.00078582-0.00031913i,-5.7275e-06-0.00037207i,-1.6406e-06+3.0664e-05i
-7.8697e-05-0.0020379i,-0.00084096-0.0011472i,-0.0012568-0.0012068i,-0.00080694-0.0010964i,-0.00089159+3.3656e-05i,-0.0012852+0.00035254i,-0.00049684-0.00042291i,0.00022324-0.0010652i,0.00085678-0.00061649i,0.00049112+0.00024332i,-7.3187e-05+0.00038898i,0.00053173-0.00035779i,0.0015728-0.00076642i,0.0018641-0.00051594i,0.0013062-0.00032978i,0.0007676-5.4913e-05i,0.0002293+7.5858e-05i,-0.00096294+1.423e-05i,-0.0015935+0.0001616i,-0.0012+0.00028665i,-0.00096907+0.00068297i,-0.0013325+0.00066053i,-0.0012966+9.6286e-05i
0.00039768+0.00021779i,0.00048225-0.0011002i,0.00056909-0.00055757i,0.00077317+0.00022504i,-3.1724e-05-0.00052691i,-0.0012769-0.0011165i,-0.00097638-0.0012317i,-0.00046548-0.0010816i,-0.00030583-0.0012501i,0.00014445-0.0014104i,-6.0738e-05-0.00085301i,-0.00055491-0.00015845i,-0.00079259+5.1335e-05i,-0.00088226+3.5279e-05i,-0.00075743-0.00018894i,-0.00019304-0.00056407i,0.00073286-0.00035519i,0.00027156+8.9111e-05i,-0.00084839-7.7479e-05i,-0.00065982-0.00034401i,-0.00037851-0.00043582i,-0.00047523-0.00064474i,-0.00082652-0.0012407i
-0.00098249-0.0014314i,-0.0010383-0.00095705i,-0.00088804-0.00029824i,-0.0007857-0.00071893i,-0.000692-0.00085944i,-0.00094714+0.00013774i,-0.00090052+0.00056779i,-0.00056008+4.8486e-05i,-0.00068313-0.00020789i,-0.00050717-0.0003649i,-0.00023782-0.00025337i,-0.00079275+1.2059e-05i,-0.0013401-0.00066406i,-0.00074637-0.00013858i,-3.5581e-05+0.00042753i,0.00027803+0.00022164i,0.00011201+0.00023801i,-0.00042708-0.00018302i,-3.4569e-05-0.00051004i,0.0005312-0.00039121i,0.00025279-0.00068235i,-0.00028855-0.00087i,-0.00025839-0.00051276i
-0.00066771-0.0013688i,0.00043416-0.00056058i,0.00047742+0.00016723i,0.00033354+0.00015289i,0.00065288+8.3601e-05i,0.0004297+0.00031323i,-3.2526e-05+0.00036923i,5.0403e-05+6.9224e-05i,-9.3849e-05-0.00011099i,-0.00030004+0.00034679i,-2.3089e-05+0.00050875i,0.00043374+0.00063666i,0.00077102+0.00051284i,0.0010163+3.3738e-05i,0.0011371-0.0001248i,0.0012464-0.00043958i,0.00084208-0.00048031i,8.7418e-06-6.4576e-05i,0.00017071+0.00021097i,0.00046628+0.00010499i,0.00025094-0.00050785i,8.7534e-05-7.2717e-05i,-0.00012247+0.00092428i
0.0011848+0.00084578i,-0.00033896+0.00036678i,-0.00074872-0.0012631i,-0.0001803-0.0022284i,0.00045492-0.0011429i,0.00030182-0.0011794i,-0.00031744-0.00092841i,-0.00024976+0.00046772i,0.00047317+0.00032033i,0.001179-5.6737e-05i,0.00097336-0.00012939i,-0.00024338-0.00031842i,-0.00071592-1.7827e-05i,-0.00070315+9.3125e-05i,-0.00050367+7.8183e-05i,-0.00046161+0.00023646i,-0.00044398-8.3373e-05i,-0.0012044-1.2501e-05i,-0.0012081+0.00045567i,-7.3271e-05-4.7193e-05i,0.0007021-3.2077e-06i,0.00062654+0.00057837i,0.00037713+0.00054781i
-0.00086519-0.00096579i,-0.0011981-0.00083976i,-0.00055559-0.0013674i,-0.0013732-0.00078031i,-0.0016059-0.00038651i,-0.00052873-0.00019875i,9.3113e-05+0.00016261i,0.00062012-0.00024006i,0.0011631-0.00049346i,0.0011463-0.00045007i,0.0003423+0.00026323i,-0.00020438+0.0012397i,0.0001653+0.00021292i,0.00075709-0.00083749i,0.00014075-8.1284e-05i,-0.00089071+0.00013616i,-0.001694+0.00016569i,-0.0016091+0.00065875i,-0.00044268+0.00080222i,0.00028802+0.00065767i,0.000378+0.0007045i,3.0981e-05-0.00015262i,-0.00025422-0.00056067i
6.8751e-05+0.00032584i,0.00050615-0.00074818i,0.0011987-0.00074608i,0.00091367+0.00048519i,0.0009722+0.00078971i,0.00015547-0.00022788i,-0.00015874-0.00102i,0.00065575-0.00098876i,0.001025-0.00068282i,0.00065774-0.00038737i,0.00039889-0.00039477i,0.00027651-0.00069999i,-0.00085324-0.001015i,-0.00053372+0.00029493i,0.00070895+0.0012834i,0.0010138+0.0011858i,0.00082532+0.00086595i,0.00038287+8.3404e-05i,-4.5984e-05-0.00075746i,1.5324e-05-0.000958i,0.00043492-0.00078076i,0.00022201-0.00033932i,-0.00018691+0.00012986i
-0.0018177+0.0010377i,-0.0017756+0.0014571i,-0.0013434+0.0016013i,-0.0005101+0.001343i,-0.00012439+2.6851e-05i,-0.00041196-0.00031858i,-0.00093424-0.0011889i,-0.00098053-0.0019521i,-0.0011324-0.000594i,-0.00096938+0.00042418i,0.0003972-8.4775e-05i,0.001002-0.00038788i,0.00080943-0.0001804i,9.895e-05-0.00029198i,-0.00073515-0.00010554i,-0.0005102+0.00078327i,-0.00044888+0.00099992i,-0.00058923-0.00018154i,-0.00037617-0.0012876i,-4.5628e-05-0.0011362i,0.00018193-0.0012712i,0.00084436-0.0014392i,0.0014547-0.0014484i
0.00045728+0.00014184i,-0.0013411-0.00012382i,-0.0032517-0.00064532i,-0.003642-0.00072135i,-0.0019348+0.00026968i,-0.0013944+0.00070098i,-0.0013789+7.1009e-05i,-0.0012743+0.00052868i,-0.00094863+0.0012775i,0.00029494+0.00079757i,0.0010854+0.00023164i,0.00080222+0.00081752i,-6.1995e-05+0.0011083i,-0.0011012+0.00090273i,-0.0011351+0.0006906i,-1.0871e-05-5.3012e-05i,0.00066327-0.00037907i,0.00038092+8.1956e-05i,0.00032632+0.00035728i,0.00074011+0.00083076i,7.9979e-05+0.00057775i,-0.00051142-0.0003101i,-0.00068636-0.00042683i
-0.0014314-0.0013369i,-0.0015572-0.00048188i,-0.00069529+0.00068262i,-0.00012297+0.0010213i,-0.00047046-0.00023878i,-0.0013941-1.6542e-05i,-0.0015681+0.00031479i,-4.6065e-05+0.00022621i,0.0011133+0.00060962i,0.0013687+0.00023505i,0.0013415-9.1413e-05i,0.0008711-0.00015877i,0.00035014-0.00044757i,-0.00026942-0.00064189i,-0.00040845-0.00015516i,3.2696e-05-0.00029271i,8.8912e-05-0.0010727i,-0.00084659-0.0011796i,-0.0017911-0.00042559i,-0.0016852+0.00020836i,-0.00081252+0.00038444i,-0.0005092+0.00027764i,-0.00051082+6.1467e-05i
-2.9487e-05+0.00053948i,0.001088-0.0013243i,0.0014948-0.0020695i,0.00076333-0.0016345i,-0.00035785-0.0013844i,-0.00071513-0.0013268i,0.00038992-0.00058107i,0.00046879+3.9489e-05i,0.00078357+1.2125e-05i,0.0014675-0.00044487i,0.00081581-0.00032121i,0.00024741+9.3233e-05i,-0.0008553+2.4264e-05i,-0.0021568+1.1678e-05i,-0.0014477+0.00068591i,-3.3177e-05+0.00062353i,0.00016266+0.00020307i,-0.00050866-0.00028742i,-0.00081561-0.001023i,-3.7884e-05-0.0015194i,2.2796e-05-0.0014039i,-0.00026884-0.00031584i,-0.00037891+0.0004497i
