-1.3771e-05+0.0015015i,3.7375e-06-0.00044131i,0.00044397-0.00034649i,-0.00010396-0.00017759i,-0.00018599+0.00030157i,6.0027e-05+0.0016698i,0.00022469+0.0011989i,0.0005196+0.00080102i,0.00070701+0.0012202i,0.00076376+0.0001399i,0.00012747-0.00080157i,-0.00013686-0.00010865i,0.00049159+0.00074938i,0.00099677+0.00072815i,0.00046116+0.00021731i,0.00079664-0.00011993i,0.00077918+0.00026813i,-7.666e-05+0.00048239i,0.00014163+0.00024058i,0.0003546-0.00019005i,0.0001753-0.00039942i,-0.00014986-0.00067648i,-0.00033345-0.00070927i
-0.00041101+0.0011068i,-0.0010234+0.0019629i,-0.00070976+0.0020067i,0.00017966+0.0021089i,0.00074145+0.0014097i,0.00086975+0.00071136i,0.001302+0.00097098i,0.00068827+0.0010766i,-0.00053559+0.0010429i,-0.00011096+0.00065841i,0.00044998+0.00053741i,-0.00070179+0.0010383i,-0.0012782+0.00081201i,-0.0013631+0.00075175i,-0.00091274+0.0010429i,-0.00042168+0.0016485i,0.0001582+0.0015573i,0.0010523+0.00070368i,0.0007469+0.00015842i,0.00019972-0.00012752i,0.00011096+0.00016294i,-0.000168+0.00023017i,-0.00025085-3.8209e-05i
0.00083243+0.0023485i,0.0020482+0.0027111i,0.0021024+0.0019547i,0.0015154+0.00099241i,0.0023023+0.00066267i,0.0027045+0.00055939i,0.0016492+0.00045064i,0.00027141-7.9366e-05i,-0.00068178+2.5623e-05i,-0.00036609-0.00011438i,7.7888e-05-0.00028555i,-0.00027791+0.00010514i,-0.0015709+0.00065099i,-0.0026528+0.00070534i,-0.0016797+0.00044628i,-0.00016811+2.1242e-05i,-0.00014033-0.0002808i,-0.00055447+0.00031885i,-0.0001404+0.00039615i,3.3611e-05+0.00031364i,-1.6228e-05+0.00061113i,0.00051046+0.0012188i,0.00029533+0.00060837i
0.00090065+0.0012277i,0.0014221+0.0011097i,0.0010931+0.0011185i,0.00084597+0.0010129i,0.00073135+0.0016933i,0.00041468+0.0015361i,0.00061016+0.00019454i,0.00024576+0.00017702i,-0.00074821+0.00047115i,-0.00094631+0.00012608i,-0.00044803+0.00014946i,-0.001386+4.5614e-05i,-0.0024075-0.00027252i,-0.0019093-0.00012513i,-0.00089833-0.00015439i,-0.00036594-0.00019088i,-0.00034316+0.00060514i,-0.00092978+0.0013716i,-0.00079197+0.0012711i,-3.4077e-05+0.0006699i,0.000611-0.00032985i,0.0011937+0.0001235i,0.00056559+0.00099326i
-0.00035479+0.0015024i,0.00097162+0.0025592i,0.0018893+0.0020669i,0.0021103+0.0011632i,0.0012535+0.0011599i,0.00050204+0.00092541i,-2.9974e-05+0.00024589i,1.8288e-05-0.0001884i,2.6837e-05+5.3808e-05i,0.00059103+0.00096431i,0.00046047+0.00098208i,-0.00089567-8.0495e-05i,-0.0018228-0.0015213i,-0.0021459-0.0013085i,-0.0018663-0.00081216i,-0.00085619-0.00061209i,-8.0704e-05+0.00022605i,-0.00026822+0.00062807i,-0.00069487+0.0004513i,-0.00060571+0.00059436i,-0.00029792+0.00094853i,-0.00039373+0.0012285i,0.0001544+0.00044188i
0.0011038-0.00053198i,0.0011259+0.0006166i,0.00088346+0.00082221i,0.00048646+0.00048106i,-0.00014022+0.00086043i,0.00019097+0.0014419i,0.00059225+0.0018477i,-1.6174e-05+0.0016587i,0.00048254+0.0011701i,0.0010529+0.00086234i,0.00038608+0.00028064i,-0.00080566-0.00085238i,-0.00064652-0.001349i,-0.00020336-0.0017323i,-0.00077985-0.0013784i,-0.0013034-0.0002516i,-0.0012622+0.00047622i,-0.0016402+0.00072659i,-0.0016513+0.0007038i,-0.00041018+0.00070513i,6.0905e-06+0.00033315i,0.00039496+0.00035752i,0.00036519+0.00042098i
-0.0019079+0.0031368i,-0.0023121+0.003462i,-0.0013586+0.002887i,-1.995e-06+0.0023898i,0.00064392+0.00072721i,0.00074773-7.5212e-05i,0.00079288-0.00015544i,0.00030807-0.00036916i,-0.00030692-0.00024227i,-0.00014855-0.00033773i,0.00056815-0.00083296i,0.00059866-0.0012955i,0.00018084-0.001542i,-0.00026396-0.0021303i,-0.00023479-0.0028539i,-0.00028953-0.0021314i,-0.00075639-0.0011707i,-0.0013353-0.00046889i,-0.0013231+0.0004414i,-0.0014172+0.00099336i,-0.00092658+0.0010893i,-0.00057266+0.00060683i,-0.00097013-0.00010621i
-0.0002533+0.0017741i,0.00059431+0.0010842i,0.00073552+0.00075443i,0.00076677-0.00024923i,0.00046707-0.0012736i,-0.00022394-0.0011555i,-0.00024042-0.00010613i,0.00022288-4.0201e-05i,0.00033892-0.00047225i,0.00015432-0.00036637i,0.00050041-0.0012329i,0.00010921-0.0021711i,6.2359e-05-0.0022591i,0.00045794-0.0025942i,-4.005e-05-0.0029856i,0.00028032-0.0013091i,0.00035814+0.00059198i,-0.0016508+0.0010925i,-0.0019085+0.00082051i,-0.00048853+0.00063997i,0.00040707+8.5164e-05i,0.00062958-0.00044897i,0.00034415+0.00079744i
-0.0024082-2.3973e-05i,-0.001658-0.00064578i,-0.00048544-0.00096472i,9.6526e-05-8.3489e-05i,0.00050791+0.00064414i,0.0012246+0.0010838i,0.00098493+0.00096394i,0.00059584+0.00039562i,0.0010005-0.0001632i,0.0011271-5.9174e-05i,0.0010562+0.00032127i,0.0012204+0.00075115i,0.0018547-0.0002163i,0.00178-0.0015641i,0.00046923-0.0017868i,-0.00013357-0.0015584i,-0.00061874-0.0010443i,-0.0011191-0.00095065i,-0.0012979-0.00060524i,-0.0014544-0.00052673i,-0.0013247-0.00052498i,-0.00099681+9.874e-05i,-0.00063437+0.00043671i
0.00070355+0.00015213i,0.0017883-0.00075424i,0.0033542-0.00064258i,0.0032878-0.00023228i,0.0025841-0.0003795i,0.0024405-0.00077031i,0.0015837-0.00074071i,0.00045952-0.0005673i,0.00017091-5.5521e-05i,0.0010953-7.3347e-05i,0.0014676-0.0001756i,0.00087254-0.00072665i,0.0014252-0.0017714i,0.0026259-0.0021479i,0.0024375-0.0015573i,0.0013298-0.00089378i,0.00087036-0.00079894i,0.00012096-0.0012286i,-0.00070274-0.00079382i,-0.00084768-2.7393e-05i,-0.00049702+0.00022485i,-1.4045e-05+0.00076595i,0.00021009+0.00025978i
0.0012507-0.00027708i,0.00094325-0.001692i,0.00062094-0.001136i,0.0012989+0.00011901i,0.0017837-0.000183i,0.00068092-0.0003124i,0.00039601+0.00011619i,0.00032171+3.3345e-05i,0.0004656+0.00032883i,0.00069029+0.0004165i,0.00017387-1.0203e-05i,0.00084715-0.00064345i,0.0020093-0.00070866i,0.0031136+0.00060688i,0.0033902+0.0010005i,0.0024602-0.00012088i,0.001208-0.0017444i,0.00024304-0.0024405i,-3.4772e-05-0.0016788i,0.00043333-0.00029947i,0.00075017+0.00036077i,7.5686e-05-0.00063611i,-1.5375e-05-0.0012018i
0.0022607-0.0015253i,0.0030863-0.0022989i,0.002308-0.0025652i,0.00078353-0.00074849i,0.0010041+0.00070546i,0.0015469+0.000434i,0.0015547-0.0007682i,0.0010763-0.0012494i,0.00025643-0.00047529i,0.00035671+9.9228e-05i,0.00075779-0.00014155i,0.0013238+0.00011855i,0.0020154+0.00098916i,0.0021875+0.0011552i,0.0021823+0.00090153i,0.0016473+0.00018115i,0.0010628-0.00094338i,0.00065844-0.0014356i,0.00018589-0.00065462i,-0.00047105-9.3917e-05i,-0.0009133-0.0002426i,-0.001007-0.00052713i,-0.00060139-0.0007408i
0.00023279+0.0015871i,0.0021257+0.0015837i,0.0023315+0.00056189i,0.0028703+0.0011189i,0.0037866+0.0027595i,0.003614+0.0020091i,0.0024899+0.00034643i,0.00096934+0.00032847i,-0.00040737+0.0013865i,0.00013543+0.0014031i,0.0014215+0.0008314i,0.0016451+0.0013122i,0.0019976+0.00191i,0.0029611+0.0016032i,0.0036957+0.00085054i,0.0032537-0.00046851i,0.0022546-0.0014156i,0.0014886-0.001312i,0.00021581-0.0012901i,-0.00094494-0.00056109i,-0.00088641+0.00042873i,0.00013642-0.00018105i,0.00032979-0.00034106i
-9.6246e-05+0.00055152i,0.00086327+0.0015562i,0.00034703+0.002101i,-0.0011723+0.0023899i,-0.00090776+0.0028381i,0.0014163+0.002785i,0.0025999+0.0013384i,0.001578-0.00020791i,0.00050941-8.2773e-06i,0.00047152+0.00052828i,0.00037425+0.0010277i,0.00080209+0.0013554i,0.0024416+0.001537i,0.0030147+0.0018254i,0.0027357+0.0016099i,0.0022022+0.0011714i,0.0010729+0.00011621i,0.00080174-0.0010812i,0.0010183-0.0016194i,0.00050631-0.0006569i,0.00021384+0.00080753i,0.00028548+0.00063273i,2.0641e-05+0.00038263i
0.0011822+0.0041022i,0.0014314+0.0050373i,0.0018604+0.0040791i,0.0024093+0.0024919i,0.0021498+0.0011552i,0.0018115+0.00084392i,0.0015728+0.0007542i,0.00041527+0.00091243i,-0.00012945+0.00083084i,0.00091251+0.00019526i,0.0016954-0.00016731i,0.00095743+0.0007224i,-9.0318e-05+0.0024504i,-0.00070565+0.0030627i,-0.00070828+0.0023488i,-0.00063308+0.00097621i,0.00046263-6.9578e-05i,0.0020124-0.00060654i,0.0018526+2.0198e-05i,0.00060344+0.0011907i,-0.00036107+0.0013245i,-0.00016908+0.00040664i,0.0007293-0.00030897i
-0.0015055+0.0034083i,-0.00062081+0.0045037i,0.00037363+0.0046345i,0.00021113+0.0033828i,-0.00010797+0.0025836i,-0.00063506+0.0017951i,-0.00046336+0.00067328i,-0.00017181-0.00026796i,-0.00064322-0.00024707i,-0.00042415+0.00042856i,-0.00018983+0.00033965i,-0.00027277+0.00093339i,-0.00062667+0.003195i,-0.00099989+0.0042751i,-3.6507e-06+0.0032845i,0.0016287+0.0022594i,0.0018628+0.0017414i,0.0018055+0.00097826i,0.0022823+2.09e-05i,0.0015928-0.00014379i,0.0010512+7.1209e-05i,0.0011112+0.00020749i,0.0005901-5.9456e-05i
-0.0024489+0.0020203i,-0.0027111+0.0021387i,-0.0015104+0.0022103i,-2.9046e-05+0.0011445i,0.00046301-0.00031336i,0.00030372-0.00061044i,0.00077515-0.00020056i,0.00081314-0.00030029i,0.00045256-3.9463e-06i,0.00035207+0.0010482i,0.00043609+0.0015102i,-0.00016174+0.0016201i,-0.0015427+0.0014607i,-0.0012122+0.0017252i,-0.00016004+0.0013576i,0.00074146+0.0015981i,0.0020683+0.0020868i,0.0018732+0.0011892i,0.00053062+0.00059446i,-0.00036309+0.00016364i,-0.00029065+9.2321e-05i,-6.8735e-05-1.2825e-05i,-0.00013613-8.0851e-05i
-0.0032316-5.4874e-05i,-0.0025866-1.6442e-05i,-0.0020053-7.6959e-05i,-0.0017808-4.5836e-05i,-0.00046036+0.00029521i,0.00048169+0.00063769i,0.00051441+0.00064777i,7.2797e-05-0.00029106i,-0.0005444-0.00099252i,-3.4828e-05-0.00034968i,8.3479e-05+0.00016068i,-0.001099+0.00091493i,-0.0017636+0.0022107i,-0.0019722+0.0026865i,-0.00099808+0.0022809i,0.00073501+0.0022333i,0.001307+0.0026936i,0.0015562+0.0020497i,0.0016787+0.00059219i,0.0011037+0.00012089i,-9.6887e-05+0.00013288i,-0.00035384+0.00072539i,-5.0947e-05+0.0013405i
0.00022069-0.0015357i,-0.00031578-0.0015206i,0.0001761-0.0014315i,0.0010015-0.0011988i,0.0017248-0.00015854i,0.0015234+0.00033418i,0.000814+0.00027067i,0.0006116-9.3515e-05i,0.00033868-0.00031265i,8.1437e-05+0.00016804i,-0.00053341+0.00053948i,-0.0016875+1.9389e-05i,-0.0024726-5.1185e-06i,-0.0020595+0.0014704i,-0.0012068+0.0023205i,-0.00031518+0.0022136i,0.0002486+0.002238i,-0.00020172+0.0023983i,-7.0091e-06+0.0021161i,0.00014595+0.00095799i,-0.00019105+0.00012229i,-0.00012088-6.4123e-05i,-0.00026794+0.00033112i
0.0002032+9.3477e-05i,0.00050985-4.6743e-06i,0.00012444-0.00013441i,0.0011901+0.00014388i,0.0023388-5.3644e-05i,0.001247-0.00012932i,0.00022568-0.0007144i,0.00039791-0.0009374i,0.00076021-0.00013457i,0.00078485-0.00041532i,0.00060052-0.0013136i,-0.0004102-0.0017519i,-0.0018721-0.0015434i,-0.0020765-0.00041389i,-0.0012299+0.00082356i,-0.00034781+0.0020449i,-0.00056563+0.0021464i,-0.00072738+0.0016131i,-0.00042375+0.0018713i,-0.00038829+0.00086233i,-0.0004689+0.00028462i,-2.4858e-05+0.00095566i,0.00053567+0.00087845i
0.0021708+0.00096826i,0.0033474+0.00088159i,0.0035611+0.00047038i,0.0027487+0.0011633i,0.0022291+0.0012942i,0.0015452+0.0005561i,0.0011981+0.0002723i,0.00069377-0.00056053i,0.00045108-0.00080683i,0.00085603+0.0001381i,0.00028904+0.00049568i,-0.00039837-0.0003128i,-0.0010277-0.00049088i,-0.0023089-0.0006317i,-0.0023145+8.6959e-05i,-0.0021299+0.00084533i,-0.0024935+0.0012726i,-0.00237+0.0018873i,-0.00175+0.0010718i,-0.0010615+9.5817e-05i,-0.00070699-0.00072814i,0.00016392-0.0013361i,0.0012122-0.00075106i
0.00057822+0.00090092i,0.00098628+0.0007774i,0.0012029-0.00013581i,0.0013372+0.0002733i,0.0013101+0.001239i,0.0017484+0.00090373i,0.0015554+0.00093171i,0.00033885+0.0015023i,-0.00044717+0.0005344i,-3.6908e-05-3.625e-05i,2.5374e-05-0.00072772i,-0.00056204-0.0017712i,-0.00094376-0.0029168i,-0.0018149-0.0025365i,-0.0027945-1.6661e-05i,-0.001874+0.0014926i,-0.0014762+0.001477i,-0.0023619+0.001382i,-0.0014065+0.0011917i,-0.00010266+0.0010846i,-0.00011743+0.00076688i,-3.6388e-05+0.0003186i,0.00025064+0.00033556i
0.0015518+0.00039081i,0.0025999+0.0018381i,0.0015458+0.0024584i,0.00093396+0.0019344i,0.0012357+0.0020268i,0.0014904+0.0020527i,0.0011325+0.0010871i,0.00038675+0.0005309i,0.0001884+0.00036051i,0.00016411+5.2303e-05i,0.00048945-0.00014182i,0.0009355-0.00074769i,0.00065993-0.0011902i,-0.00045571-0.00098846i,-0.0016687-0.00014902i,-0.0024818+0.00023948i,-0.0026196+1.38e-05i,-0.0023775+0.00011106i,-0.0020396+0.00043809i,-0.0010349+0.00018311i,-0.00073473-0.00041748i,-0.00096489+3.6108e-05i,-0.00038592+6.3957e-05i
0.001814+0.0019149i,0.0029358+0.0020915i,0.0020917+0.00169i,0.0012405+0.0019295i,0.00085313+0.0022532i,0.00067772+0.0023157i,0.00078418+0.0010984i,6.6556e-05-0.00024363i,0.0002401-4.4725e-05i,0.00039088-3.0821e-05i,0.00039417-0.00069877i,0.00056263-0.001031i,-0.00011587-0.0017632i,-0.00076532-0.0025331i,-0.00080613-0.0016854i,-0.0014361-0.00096823i,-0.0019522-0.001084i,-0.0020592-0.00046142i,-0.0017774-9.2738e-05i,-0.00094529-0.00051361i,-0.00092675-0.00092459i,-0.00062123-0.0012885i,0.00060074-0.00053808i
-0.0038156+0.0034678i,-0.0034667+0.0054309i,-0.0021836+0.0054976i,-0.0004519+0.0027932i,0.00074462+0.00055888i,0.0010894+0.00022237i,0.00051839+0.00046496i,-0.00073172+0.00016225i,-0.00072882-0.00036962i,0.00072045-0.00021373i,0.0011498+0.00025903i,0.0010724-0.0007016i,0.0013761-0.0020839i,0.0012788-0.0025022i,0.00019565-0.002246i,-0.00084311-0.0016513i,-0.0019732-0.0016362i,-0.0025759-0.0014146i,-0.0024684-0.0011574i,-0.0016009-0.0010476i,-0.00049366-0.00059899i,5.1356e-05+0.00045586i,0.00034155+0.0010835i
-7.8869e-05+0.0021011i,0.00038279+0.0022993i,0.0010906+0.0025002i,0.0015979+0.0028709i,0.0013565+0.002649i,0.000338+0.0025537i,0.00028025+0.0018056i,0.00079935-0.00012922i,0.0010271-0.00059073i,0.00033007+0.00040066i,0.00017898+0.00037816i,0.00077401-0.00091303i,0.0014341-0.0020877i,0.0016684-0.001684i,0.00078066-0.00062299i,0.00042106-0.0002511i,-0.00041955-0.00074488i,-0.0017464-0.0006305i,-0.0016528+3.4918e-05i,-0.00036323-0.0002985i,0.0003157-0.00071406i,-0.00014648-0.00012037i,-0.00032813+0.00046432i
-0.0053029+0.0004651i,-0.0054637+0.00053463i,-0.0041888+0.00096793i,-0.0016276+0.00060835i,0.00085137+0.00049302i,0.0022598+0.00070868i,0.0017254+0.00052453i,0.00030529+7.4548e-05i,0.00022246+0.00025709i,0.00049256+0.000966i,0.0005143+0.00040451i,0.001354+0.00025522i,0.0027969+0.00018207i,0.0037243-0.00077731i,0.0029604-0.0017207i,0.0016411-0.0021568i,0.00062945-0.0024803i,-0.0001216-0.002519i,-0.0002636-0.0017935i,0.00019782-0.0011334i,0.00021439-0.00023463i,0.00054188-0.0003337i,0.0013781+5.5833e-05i
-0.0012686-0.00012487i,2.7467e-05-0.00052107i,0.00015465+5.1905e-05i,-0.00010941+0.00070939i,0.001194+0.00076739i,0.001967-0.00030571i,0.0015572-0.00021926i,0.00043295-0.00028866i,-0.00037988-0.0011164i,-0.00073968-0.0013027i,-0.0007849-0.0013879i,-0.00022178-0.00067217i,0.0018787+5.6502e-05i,0.0032318+0.00033397i,0.0021976-1.2691e-05i,0.0011978-0.00034794i,0.0010076-0.0010715i,0.00052645-0.0025351i,0.0004747-0.002659i,0.00076992-0.0013624i,0.00017979-0.00064719i,-0.00060433+0.00011802i,-0.00088099+0.00072766i
-0.001411-0.0014693i,-0.0023325-0.0028039i,-0.0015882-0.0019282i,0.0010441-0.00075408i,0.0030932-0.00044533i,0.00257-0.0005768i,0.00055376-0.00063784i,-0.00045018-0.0001184i,-0.00057645+0.00069729i,-0.00053951+0.0005182i,-5.9092e-05-0.00036943i,0.00034097-0.00021508i,0.0017342+0.00070548i,0.0032849+0.0011574i,0.0024558+0.0011373i,0.0019352+0.00044048i,0.0021941-6.8655e-05i,0.0017697-0.0014713i,0.00075906-0.0023059i,-0.00015855-0.0017399i,-0.00031802-0.0011095i,0.00053865+2.312e-05i,0.0005948+0.00043315i
-0.0006627-0.00043673i,-2.3775e-05+0.00064332i,-0.00092681+0.0011934i,-0.00079832+0.0015389i,0.00095818+0.0019627i,0.0028104+0.001607i,0.0027313+0.00091698i,0.0016294+0.00056991i,0.00095842+0.00066574i,0.00063544+0.00040394i,0.0008546+0.00060268i,0.0013534+0.0011277i,0.0026203+0.0012381i,0.0039405+0.0013453i,0.0031091+0.0012101i,0.0024724+0.00054405i,0.0031853+0.00010663i,0.0023899-0.00074445i,0.00098066-0.0010587i,0.00074914-0.00056139i,0.00074247-0.0004987i,0.00028686-0.00019021i,0.00017244-0.00043679i
0.0048291-0.0014793i,0.0056284-0.0027536i,0.0050961-0.0032792i,0.0043708-0.0012807i,0.0041162+0.0001115i,0.0039-1.8992e-05i,0.0025602+0.00021308i,0.0011367-7.5954e-06i,-9.388e-05-0.00048052i,-0.00028683-0.0007005i,-7.0644e-05-0.00056288i,0.00027815+0.00015012i,0.0011689+0.0019804i,0.0013856+0.0028495i,0.00035315+0.0022008i,9.2245e-05+0.0020372i,0.0016461+0.0012999i,0.0025986+0.00017015i,0.0017344-9.6667e-05i,0.00082533+0.00058141i,0.0011175+0.00079193i,0.00071329+0.00065473i,-0.00021125-0.00015096i
0.002931+0.0025703i,0.002368+0.0028192i,0.0023282+0.0014744i,0.0019309+0.0010117i,0.00093607+0.0023595i,0.00036342+0.0026924i,0.00013841+0.0013871i,0.0001685+0.0013334i,0.00017682+0.0016912i,0.00054477+0.0011229i,0.00093074+3.1782e-05i,0.00064995-3.2174e-05i,0.00077064+0.0020093i,0.00092269+0.0039623i,0.00094452+0.0044052i,0.0013554+0.0034074i,0.0014584+0.0024749i,0.0013777+0.0016518i,0.0010279+0.0010913i,0.00037415+0.00066279i,0.00035457+9.92e-05i,0.00057891+8.47e-05i,-0.00012498-0.00019668i
0.0055523+0.0032379i,0.0073811+0.0038104i,0.0074829+0.0022476i,0.0041039+0.00082225i,0.0011493+0.0010097i,0.00070993+0.0019216i,0.0009883+0.0019583i,0.0012528+0.00079541i,0.00088694-0.00022835i,0.00053725-0.00014437i,0.0013624+0.00026604i,0.0015888+0.0014156i,0.00048613+0.0027607i,-0.00022478+0.0040881i,-0.00011117+0.0047474i,0.00065611+0.0034347i,0.0011535+0.0016597i,0.00062047+0.0012986i,-0.00035888+0.001371i,-0.0011846+0.001689i,-0.0012133+0.0010768i,-0.00087631-0.00018853i,-0.00043289-0.00046906i
-0.0011846+0.0033761i,-0.0016367+0.0051603i,-0.0014992+0.0054251i,-0.00091074+0.0028956i,-0.0001831+0.00052671i,9.7014e-05+0.00048234i,0.00016961+0.00091949i,-0.00021554+0.00079623i,-0.00078771+0.00019102i,-0.00078833+0.00027734i,-0.0005304+0.00060693i,-0.00063081+0.00096943i,-0.00069261+0.0020508i,-0.0011209+0.0028406i,-0.0013412+0.0030161i,-0.00084813+0.0028956i,-0.000422+0.0032951i,-0.00022428+0.0030976i,0.00011386+0.0011819i,0.00025621-0.00018969i,-0.00049131+0.00017078i,-0.00090602+0.00066361i,-0.00020692-0.000275i
-0.0035018+0.0057407i,-0.0032992+0.0078345i,-0.0016036+0.0073371i,0.00035537+0.0048747i,0.0014297+0.0028567i,0.0022727+0.0015612i,0.0021524+0.0011821i,0.00061676+0.00063262i,-0.00047105+0.00080735i,-0.00045145+0.001123i,-0.0001135+0.0014434i,-0.0006721+0.0015575i,-0.0014965+0.0012187i,-0.0024806+0.0012387i,-0.0020809+0.001509i,-0.00049557+0.0015981i,-3.3087e-05+0.0013027i,-0.00029558+0.0013584i,-0.0008025+0.0015015i,-0.0013719+0.00089723i,-0.00080037+0.00095956i,0.00023519+0.00066337i,0.00045637-3.5614e-05i
-0.0013289-0.0011773i,-0.0023719-0.0017938i,-0.0016583-0.0017205i,-0.00054767-0.0016092i,0.00057246-0.0015042i,0.00050674-0.0019538i,0.00091273-0.0019669i,0.00077196-0.0013581i,9.4238e-05-0.0003878i,0.0007509+0.00018493i,0.0010796+0.0011205i,-0.00037192+0.0016051i,-0.002326+0.0015175i,-0.0029917+0.0014587i,-0.0018428+0.0015701i,-0.0014849+0.0012084i,-0.0013401+0.00042511i,-0.00034843+0.00047609i,0.00013215+0.00073665i,-0.00021712+0.00046525i,-0.0013832+0.00010011i,-0.0015204+7.5383e-05i,-0.00019394+0.00022231i
-0.0022778+0.0024465i,-0.002713+0.0024984i,-0.0013022+0.0032083i,0.00090131+0.0022401i,0.0022199+0.0016347i,0.0016458+0.00073092i,0.00066071+0.00046387i,0.00036724+0.00098835i,0.00020007+0.00042998i,0.00016491-0.00016979i,-0.00014223+0.00036299i,-0.0014209+0.00057363i,-0.0027485+0.00062052i,-0.0033852+0.00085704i,-0.0031916+5.8697e-05i,-0.0018039-0.00092047i,-0.0011451-0.00063438i,-0.0014366-2.0446e-05i,-0.0012348-3.7656e-05i,-0.00076337-0.00019329i,-0.00010892+0.0001863i,0.0001732+0.00091065i,-0.00015591+9.8314e-06i
0.00049282-0.0027157i,0.0011327-0.0031835i,0.00023737-0.0027149i,0.00023777-0.0015243i,0.0015586-0.00044589i,0.0021403-0.00077022i,0.0010152-0.0011721i,-0.00056177-0.00077085i,-0.0017911-6.3106e-05i,-0.0016182+0.00037027i,-0.00038429+0.00043791i,-0.0008329-0.00015183i,-0.0015899-0.00076666i,-0.0023566-0.00067469i,-0.0026385-0.00052863i,-0.0013231-0.0010305i,-0.00085422-0.001324i,-0.0011141-0.00033506i,-0.00053325+0.00032056i,-0.00053547+0.00011519i,-0.0011611+0.00057722i,-0.0009303+0.00087061i,-0.00049655+0.00063696i
0.0011824-0.0017345i,0.00089698-0.0021548i,-5.9094e-05-0.0011842i,0.00097639+0.00053653i,0.0028212+0.00064031i,0.0017905+0.00084719i,8.949e-05+0.0014259i,-0.00047013+0.0019532i,-5.571e-05+0.001405i,0.00042586-9.9657e-05i,0.00017191-0.00060358i,-0.0013117-0.00058165i,-0.0021566-0.00070781i,-0.0010616-0.00083172i,-0.000843-0.001483i,-0.00077156-0.0017117i,-0.00045927-0.0016274i,-0.00094457-0.0008359i,-0.0014621+0.00011999i,-0.0014853-0.00026317i,-0.0018186-0.00079393i,-0.0016962-0.00062295i,-0.00014254-0.00019764i
0.0057794-0.00041349i,0.0079241-0.0013818i,0.006349-0.0028036i,0.0031694-0.0017775i,0.0014848+0.00025627i,0.0018152+0.00027782i,0.001872-0.00027746i,0.0013546-0.00071742i,0.00072014-0.00063466i,-0.00032444-0.00043795i,-0.0014583-0.0012294i,-0.0011911-0.0025406i,-0.00024315-0.0031292i,-0.00036842-0.002926i,-0.00063462-0.0023343i,0.0003804-0.002078i,0.00081755-0.0016773i,-1.6882e-05-0.0009695i,-0.0005451-0.00025777i,-0.00025157-0.00036739i,0.00024131-0.00090044i,0.00072902-0.00056351i,0.00032442+3.5838e-05i
0.00089952+0.0036305i,0.0017379+0.0029837i,0.0008494+0.001995i,0.00019883+0.001696i,0.0011152+0.0005477i,0.0014508-0.00084781i,-0.001003-0.00065619i,-0.002348+0.00029586i,-0.0016546+0.0015011i,-0.0012537+0.00091518i,-0.0013959-0.0010521i,-0.0016179-0.0022093i,-0.0011553-0.002732i,-0.0005074-0.0042343i,0.00035862-0.00382i,0.0008776-0.001863i,0.00075463-0.0024189i,-0.00065604-0.0023482i,-0.0017163-0.00049667i,-0.001297-0.00027223i,-0.0011865-0.0010312i,-0.0015067-0.00049128i,-0.00027005+0.00032373i
0.0038218+0.0014457i,0.0066395+0.0029162i,0.0065889+0.0035062i,0.0039723+0.0034368i,0.0015311+0.0036033i,0.0020769+0.0037813i,0.0034377+0.0029833i,0.002698+0.00082992i,0.00065918-0.00048569i,8.2292e-06-0.00019875i,0.00025564-0.00046785i,-0.00027238-0.0018666i,0.00042623-0.0027686i,0.0017761-0.0035492i,0.0018267-0.0026467i,0.0017948-0.00095841i,0.0014378-0.0012236i,-0.00044957-0.0013208i,-0.0012209-0.00055706i,-0.00093488-0.00080982i,-0.00040201-0.00078337i,0.00065369-0.00040592i,0.00036253-0.00022456i
-0.0013265+0.0046573i,-0.00082431+0.0059431i,-0.00083486+0.0050114i,-0.0018733+0.0032516i,-0.0017022+0.0017128i,-0.00042608+0.00071i,0.00034374-0.00036317i,-0.00035275-0.00091156i,-0.00072729-0.00073436i,-0.00028281-0.0010765i,0.00038569-0.0016357i,0.0014056-0.0020082i,0.0024953-0.0030555i,0.0032555-0.0038066i,0.0024509-0.002487i,0.0023042-0.00061694i,0.002106-0.00074102i,0.00060465-0.0014868i,-0.00076273-0.0009107i,-0.0013071-0.00071785i,-0.0010575-0.0014809i,-0.00088284-0.0013962i,-0.00031222-0.00087468i
0.00048267+0.0073373i,0.002178+0.0080377i,0.0038509+0.0046381i,0.0036943+0.0011466i,0.0028389-0.00024682i,0.0018658+0.0012633i,0.0011033+0.0037298i,0.0004495+0.0034344i,-9.8496e-05+0.0013976i,-0.00032299-5.924e-05i,0.00044591-0.0011969i,0.0016051-0.0020706i,0.0027562-0.001779i,0.0029756-0.0018864i,0.0024436-0.0017822i,0.0019086-0.00056947i,0.0018589-8.7662e-05i,0.00089023-0.0005332i,-0.00040122-0.00058072i,-0.00015016+0.00010688i,0.00020075+7.9051e-05i,0.00044565-0.00033969i,0.00062215+0.0001037i
