-0.006136-0.00071659i,-0.0045385+0.00045757i,-0.00368+0.0034139i,-0.0029934+0.0048644i,-0.0016672+0.0040211i,-0.00015687+0.0024645i,0.00074524+0.0019843i,0.0014941+0.0019942i,0.0010399+0.0017077i,0.00020509+0.0011779i,0.0020083+0.0007465i,0.0029486-0.00027918i,0.0021679-0.00067821i,0.0011521-0.00074911i,-0.00034532-0.00072548i,-0.00079493-6.791e-05i,0.00044766-0.00013643i,0.00097973-0.00038047i,-0.0001651+0.00017195i,-0.0011181+0.00065312i,-0.00071545+8.3322e-05i,0.00013146-0.00020563i,0.00017066+0.00048056i
0.0016108+0.0011427i,0.0011754+0.0012449i,0.00071572+0.00010791i,0.00019658+7.5689e-05i,0.00062368+0.00016518i,0.0018628+2.8346e-06i,0.0024026+0.0010322i,0.0023107+0.0017474i,0.0017575+0.001544i,0.00043316+0.0012325i,-0.0005878+0.00092283i,-0.00041955+0.00067089i,7.4018e-05+0.0010898i,7.1513e-05+0.00094018i,-0.00044668-0.00033556i,-0.00016811-0.00050211i,0.00015031+0.00021617i,2.3782e-05+0.00051152i,0.0002095+0.0005164i,0.00052639+0.00073714i,0.00050124+0.00080674i,-0.00024951+0.00065805i,-4.1145e-05+8.8736e-05i
-0.0010232-0.00011719i,-0.00086445-0.0001159i,-0.0010266+7.2588e-05i,-0.0013806+0.00096114i,-0.00030402+0.00093546i,0.0012055+0.00086245i,0.00010619+0.0021968i,-0.00092826+0.002304i,-0.00052475+0.00064084i,-0.00051798-0.00060509i,-0.00016733+0.00018054i,0.00046276+0.0010357i,0.00022978+0.00027581i,-0.00024599-0.00033423i,-0.00040423+6.2422e-05i,0.00012997-4.7353e-05i,0.00069431-0.00043501i,0.00057477-0.00051312i,0.00022909-0.00022188i,-0.00040604+4.8747e-05i,-0.00061679-1.0359e-06i,-0.00021422+3.7882e-05i,-0.00040387+0.00053064i
-0.0016612-0.00015538i,-0.0012515-0.00030963i,-9.7415e-05+0.00036726i,0.0011867+0.00065014i,0.0020196+0.0008333i,0.0012688+0.0009332i,0.0010098-0.00036722i,0.00076789-0.00156i,0.00046367-0.0010962i,0.00048705+0.00033159i,0.00047445+0.0010929i,0.00089303+0.0015416i,0.0012832+0.0021638i,0.00047403+0.0015832i,-0.00048248+0.0006428i,-0.00096084+0.0002012i,-0.00066079-0.00033536i,0.00024491-0.0007732i,0.00054157-0.00066404i,0.0003537-0.00083292i,7.0651e-05-0.00068117i,0.00021745+0.00020039i,0.00028154+0.00049317i
0.00054469+0.0019026i,0.00082708+0.0012752i,0.0012137+0.00038094i,0.001834-0.00082149i,0.0021216-0.0010879i,0.0020424-0.001126i,0.0026-0.001033i,0.0026484-0.00021809i,0.001783+0.00020598i,0.00089386+0.00027654i,0.00018486+0.0007557i,-0.00036609+0.00015984i,-0.00022478+0.00017403i,-7.1527e-05+0.00083403i,-0.00038352+0.00065645i,-0.0010222+0.00088535i,-0.00083064+0.00078637i,0.00058844-0.00027022i,0.0017336-0.00055258i,0.0016113-0.00010711i,0.00090072-0.00019299i,0.00065511-0.00029539i,0.00061238-7.2877e-05i
0.00028338+0.00050935i,0.00037187+0.00026875i,-0.00035936+0.00061079i,-0.00016744+0.00064281i,0.00077829+0.0013064i,0.00046347+0.0012611i,0.00042131+0.001442i,0.00087563+0.0016071i,0.00081073+0.0014339i,0.00045934+0.0017613i,-0.00011767+0.00084202i,-0.00010121+0.00017622i,-0.00019261+0.00026087i,-0.00032627-0.00010508i,0.00031326+0.00054664i,0.00054729+0.00087726i,4.7452e-05+0.00055576i,0.00025283+0.00014224i,0.00068856-0.00066615i,2.7307e-05-0.00046456i,-0.0012665+0.000165i,-0.0015457+8.4069e-05i,2.6582e-05+8.6793e-05i
-0.003336-0.0016464i,-0.0025973-0.0013843i,-0.0019142-0.00014337i,-0.0013128+0.001787i,-0.0011759+0.0021595i,-0.000758+0.0022139i,-0.00081823+0.0016729i,-0.00090769+0.00046367i,-0.00089894-8.226e-05i,-0.00061286+0.00051716i,0.00013162+0.0014648i,0.00096216+0.0014932i,0.0012581+0.0011331i,0.00042563+0.00025143i,-0.00067733-0.00056149i,-0.00063836-3.1909e-05i,-7.3603e-05+0.00047689i,-0.00027466+0.00080098i,0.00044118+0.00053725i,0.0011268-6.1221e-06i,8.6026e-05-0.00019476i,-0.0011168-0.00037257i,-0.00085072+1.7974e-05i
-0.00056366-0.00010583i,-0.00069404-0.000458i,-0.0010946-0.00069703i,-0.00012613-0.0005541i,0.0017945-0.0003013i,0.001638-0.0011112i,0.0014113-0.0024563i,0.0015727-0.0026475i,0.001371-0.0015433i,0.0013095+3.4605e-05i,0.00097375+0.0008758i,2.3094e-05+0.001254i,-0.00068858+0.00089328i,-0.00018772+0.000577i,-0.00052689+0.00060593i,-0.00069389+0.00036396i,-7.5547e-05+0.00021466i,1.1797e-05+2.8194e-05i,0.00048536-0.00037474i,0.00098149-0.00035235i,0.00019831+7.9368e-05i,-0.00065069-0.00036931i,-0.0012793+5.3688e-06i
0.0019052-0.00057949i,0.0023916-0.0006772i,0.0022958-0.00086048i,0.00098335-0.0014406i,0.00051246-0.0013252i,0.0010505-0.0010733i,0.0015968-0.0010154i,0.0026685-0.0011167i,0.0021392-0.00012283i,0.0007497+0.00082404i,0.0010552+0.0010151i,0.001058+0.0011233i,0.0006878+0.0015781i,0.00044109+0.0019824i,-0.00050821+0.00093914i,-9.169e-05+7.0921e-05i,0.00072967+0.00012367i,0.00091208+8.1731e-05i,0.00097719-0.00019033i,0.00081497+0.00029803i,0.00063649+0.00049213i,9.4577e-05-0.00011579i,-0.00042824-0.00032096i
0.0033702+0.00094138i,0.0027841+0.00057008i,0.0023089+0.00062224i,0.0021662+0.00013324i,0.00078474-0.0010718i,-0.00026316-0.00028126i,-8.968e-05+0.00096527i,-0.00017083+0.0016199i,-9.4219e-05+0.0010293i,0.00058935-0.00028888i,0.00097896-6.0951e-05i,0.0011228+0.00049511i,0.00042158+2.8959e-05i,-0.00067405-0.00012559i,-0.00065783-0.00026332i,-0.00088523-0.00084296i,-0.00091712-0.00046482i,-0.00054013+0.00049196i,0.00032938+0.00032183i,0.0011884+8.6205e-05i,0.0010699-5.5751e-05i,0.00056087-0.0010855i,0.0009583-0.00055737i
0.00058864+9.9445e-05i,0.00040552-0.00055428i,0.0009613-0.0015363i,0.0014306-0.00074663i,0.0015691+0.00081587i,0.00059887+0.00044183i,-0.00058024-0.00063575i,-0.0012778-0.0004966i,-0.0015344-0.00079714i,-0.00084675-0.00087977i,1.2631e-06+0.00012878i,0.00012164+0.00067608i,0.00092396+0.00028523i,0.00093521+0.00046733i,6.1102e-05+0.00067964i,9.1872e-05+0.00025634i,-0.00015498+0.00047541i,-0.00083647+0.00017398i,-0.00025918-0.00064828i,0.00057668-0.00020696i,0.00060022+0.00036827i,0.0011798+0.00081977i,0.0020021+0.0015i
-0.0016821+0.001236i,-0.00083402+0.0026067i,0.0012241+0.0043514i,0.0017011+0.0039062i,0.0011122+0.0018037i,0.0013341+0.00059243i,0.0017154-0.00070201i,0.0023701-0.0023569i,0.0014056-0.0026413i,0.00012626-0.00094372i,7.4816e-05+0.00098637i,0.00081298+0.0012898i,0.00075978+0.0013732i,0.00049647+0.0017943i,-0.00046967+0.001609i,-0.0013776+0.00072155i,-0.00062083-0.0004052i,0.00012002-0.00013099i,-0.00034199+0.00050279i,-0.0012316+0.0010971i,-0.0011649+0.0013917i,-0.00028701+0.00098332i,-0.00061406+0.00046432i
-0.00075619+6.0962e-05i,-0.0021349-0.00022987i,-0.0031718-0.00018155i,-0.0020414+0.0018359i,-0.00025451+0.0027421i,0.001277+0.0012811i,0.0026885+0.00026233i,0.0038847+0.00043947i,0.003658+0.00052381i,0.0023171+0.00052131i,0.0010099+0.00099482i,0.0004814+0.00088548i,0.0001738+0.00034488i,-1.9152e-05-9.8457e-05i,-5.6167e-05-0.00051184i,-3.5548e-05-0.00044858i,0.00021318-0.00022313i,8.946e-05+0.00021043i,3.1586e-05+0.00050458i,-9.8641e-05+0.00063742i,-0.0003325+0.0010552i,-0.00086772+0.00070126i,-0.00091672-0.00017619i
0.00065241+0.0020036i,0.0014525+0.0018587i,0.0015273+0.00093062i,0.0006925+0.0019134i,0.00021964+0.0026269i,0.00075014+0.0017569i,9.6977e-05+0.0010826i,-0.00032355+0.0012248i,-0.00023391+0.0014909i,-0.00040612+0.00066244i,-0.00048771+0.00074613i,-0.00010188+0.00075881i,0.00038121+9.2985e-05i,0.00026953-0.00050099i,0.00013155-0.00034147i,-0.00014166+0.00058107i,-0.00050844-4.1453e-05i,-0.0006376-0.00059786i,-0.00069494-0.00018754i,-0.0010562-0.00073793i,-0.00043735-0.0005092i,-0.00016046-0.00033819i,1.7962e-05-0.00055866i
0.00047173+0.00032412i,-0.00053626+0.00039057i,-0.00025633+0.0016292i,0.00061412+0.0013052i,0.0018286-0.00040692i,0.0012983-0.00033452i,0.00066223-0.0002978i,0.00097507-0.0011122i,0.00063132-0.001395i,-0.00035053-0.00070196i,-0.00058893-0.00023796i,-0.0003158-6.2483e-05i,0.00025115+0.0004491i,0.00053348+0.00043043i,0.00031049-0.0006018i,0.00017197-0.00089399i,0.00042256-5.8712e-06i,0.00058721+0.00095453i,0.00055701+0.0011524i,0.00077242+0.00094648i,0.0005571+0.00083367i,0.00047523+0.00065776i,0.0010787+0.00051418i
0.002294-0.0021i,0.0030437-0.0028203i,0.002563-0.0020813i,0.00079316-0.00079484i,-2.3186e-05-0.0005266i,0.0010985-0.00095625i,0.0020844-0.0012136i,0.0013649-0.0017263i,0.00044773-0.0019301i,0.00033954-0.0010571i,0.00060988+0.00055827i,0.00061761+0.0013083i,0.0004018+0.001262i,0.00092069+0.00089344i,0.00070213+0.00068252i,-9.9733e-05+0.00056739i,-0.00029515+0.00033528i,0.00012928-0.00032392i,0.00015743-0.0004593i,-0.0004416-4.2566e-05i,-0.00026556+0.00063809i,1.0479e-05+0.00059428i,-0.00043223+0.00024479i
0.00052222+0.0040997i,0.00044578+0.0034522i,0.0001119+0.0029085i,0.00045589+0.0033241i,0.001375+0.0023957i,0.0015563+0.0010686i,0.00072052+0.00081355i,0.00078778+0.00099359i,0.0014028+0.0014649i,0.0014052+0.00087078i,0.00039267+5.7215e-05i,-0.00013373-0.00032041i,-0.00026105-0.00025922i,-0.00067047+0.00013156i,-0.0014181-0.0002409i,-0.0017497-0.00098523i,-0.0010685-0.00077899i,-0.00044495-0.00043646i,-0.00031101-0.00035124i,0.00046801-0.00020812i,0.00059152+0.00066918i,-0.00010857+0.00030231i,-0.0005541-0.00058371i
-0.0039371+0.0012204i,-0.0042156+0.0014854i,-0.003503+0.0015149i,-0.0010828+0.0019924i,0.00053039+0.002543i,0.00047761+0.0023392i,0.00011906+0.0021061i,-3.9186e-05+0.0013895i,-9.2162e-05-0.00014393i,0.00029469-0.00035212i,-0.00015066+0.00026782i,-0.0007956+0.00027724i,-0.00014222+0.0006817i,-0.0001585+0.00075583i,-5.7361e-05-6.0566e-05i,0.00053513-0.00055991i,0.00033044-3.074e-05i,-0.00012349+0.00023066i,-0.00077005-0.00039263i,-0.00050245-0.00047277i,-0.00033721+6.6319e-05i,-0.00056165+6.5524e-05i,-0.00045429+0.00012361i
-0.0027776-0.0018374i,-0.0035464-0.00136i,-0.0026316+0.00081323i,-0.00053692+0.0025361i,0.0012+0.0018347i,0.0026124+0.00066349i,0.001898-0.00078941i,0.0011276-0.0015248i,0.0010553-0.00088922i,-0.00017897+0.00032106i,0.00023214+0.0012279i,0.0016649+0.0014958i,0.0013543+0.00071708i,-2.3166e-05+0.00033402i,-0.001045+0.00078406i,-0.00090107+0.0012974i,-0.00049191+0.0010618i,-0.00054375+0.00088036i,-0.00032887+0.00052726i,0.00017913+0.00016966i,0.00045753-3.0213e-06i,0.00071135-0.00025527i,-0.0002899+0.00014429i
-0.0006011+0.0023037i,0.00027796+0.0011663i,0.0014748+0.0016475i,0.0016126+0.0024157i,0.001652+0.001819i,0.0024199-5.8915e-05i,0.003605-0.0012096i,0.0036319-0.0014488i,0.0024807-0.0007009i,0.0010015+0.0006179i,0.00066605+0.0009862i,0.0015444+0.00098828i,0.0013531+0.0014713i,0.00011487+0.00072107i,-0.00035852+0.0002005i,-0.00038529+0.00054949i,-0.00034066+0.00010867i,-0.00054657-0.00021735i,-0.00033718-0.0007139i,0.00080324-0.00056668i,0.00075922+0.00013973i,7.1208e-05+0.0001521i,-0.00035767+0.00072127i
-0.0015326-0.00097618i,-0.00082049-0.0011436i,-0.0014381-0.0013948i,-0.0019163-0.00048748i,-0.001338+0.00054728i,9.4606e-05+0.00086855i,0.00093095+0.0011787i,0.00097878+0.0018563i,0.0012625+0.0012976i,0.0012084+0.00082699i,0.00091392+0.0012036i,0.0008654+0.001369i,0.00059585+0.00070631i,0.00011313+0.00040044i,0.00014167+0.00060685i,-3.1662e-05+0.00041075i,-0.00024807+0.00025831i,0.00013701+0.00018485i,0.00038067+0.00024956i,-0.00020683+0.00059959i,-0.0005541+0.00065113i,-0.00027861+0.00083765i,0.00031613+0.0005948i
0.00066446-0.0019139i,-0.00085498-0.00074234i,-0.0014962-0.00019467i,-0.001594+0.00062358i,-0.00052104+0.0013529i,0.00043709+0.0016558i,7.0484e-05+0.0010858i,-0.00037202+0.00026733i,-0.00020606-0.0004206i,0.00036464-0.0010022i,0.00071671-0.00090017i,0.00093409-4.1542e-05i,0.00065993+0.00047631i,-9.9575e-05+0.00039977i,-0.00029571-0.00055016i,-0.0005741-0.00033877i,-0.00078875+0.00025341i,-4.1322e-05-0.00016756i,8.9122e-06-0.00024389i,-0.00042991-0.00029785i,-0.00016411-0.00024837i,0.00027945-3.2557e-05i,0.0010723-0.00061182i
-0.002243+0.00012715i,-0.0019206+0.00019064i,-0.0024279+0.00098589i,-0.0021157+0.0016508i,-0.0004513+0.0010045i,0.0014789-0.00033455i,0.001981-0.0012355i,0.0019313-0.0017615i,0.001258-0.0013829i,0.00011252-0.00069504i,-0.00043329+0.000259i,-0.00026298+0.00051945i,0.00014384-1.8513e-05i,-0.00033101-0.00032993i,-0.00097388-5.5634e-05i,-0.0010083+0.00052635i,-0.0010103+0.0010104i,-0.00048883+0.0011892i,0.00041431+0.00097561i,0.00040562+0.00054418i,-8.6358e-05-9.0213e-05i,-4.3731e-05-0.00031483i,-5.1069e-05-0.00016545i
1.3828e-05-0.001648i,5.8126e-05-0.00076115i,-0.00018551-0.00063336i,0.00051186-0.00033407i,0.0012166+0.00030061i,0.00090103+0.0011489i,0.0016534+0.0013443i,0.0031462+0.0011987i,0.0029043+0.0010512i,0.00097118+0.00063054i,-9.883e-05+0.00082609i,0.00033947+0.0013701i,0.00055598+0.0016424i,2.1784e-05+0.00094104i,-0.00079106+0.00066054i,-0.00095403+0.0010109i,-0.00063724+0.00095249i,-7.0592e-05-0.00029177i,-0.00038472-0.0011516i,-0.00070395-0.00027713i,-8.9594e-06+0.00023597i,0.00066375-9.9839e-05i,2.4695e-05-0.00028408i
0.0023305+0.0018044i,0.0016446+0.0026616i,0.0019198+0.0018746i,0.0013444+0.00095306i,0.0013231+0.00075521i,0.00098357+0.00038235i,0.00040369+0.00040848i,0.00048925+0.0011051i,0.00092094+0.0012881i,0.00149+0.00037946i,0.00058649-6.3146e-05i,-0.00041291-5.5704e-05i,-0.00036901+0.00071928i,-0.00052059+0.0011177i,-0.00095181+0.00066542i,-0.0014658+0.00064216i,-0.0011948+0.00042035i,-0.00055069-0.00048941i,-0.00092529-0.00080584i,-0.0012071-0.00010933i,-0.0012221+0.00028237i,-0.00072044-0.00033951i,-0.00016569-0.0010023i
-0.00089054+0.0015531i,-0.00052397+0.0015235i,-0.00040124+0.002617i,0.00047751+0.0024413i,0.0014579+0.001326i,0.0012183-0.00043333i,0.00066004-0.001141i,0.00034662-0.0011156i,0.00053788-0.0015295i,0.00030527-0.00146i,0.00017712-0.00073897i,0.00057178+3.659e-05i,4.7757e-05+0.0002117i,-0.00073951-4.336e-05i,-0.0010219-0.00043142i,-0.00074766-0.00079788i,-0.00020424-4.7637e-05i,0.00021087+0.00070402i,0.0004785+0.00080587i,0.00026278+0.00030809i,-0.00042941-0.00022772i,-0.00078261-3.5897e-05i,9.2765e-05+0.00078377i
2.3003e-05+0.0015956i,0.00076135-0.00018213i,0.0019914+0.00041034i,0.0015539+0.00055968i,0.0013901+0.00029507i,0.0010499+0.00030411i,0.0014779-0.00043494i,0.0020701-0.00089244i,0.00076158-0.00072425i,-0.00014544-0.00027333i,0.00046798+0.00028929i,0.00044985+0.00073678i,0.00037555+0.00048109i,0.00026068-2.0589e-05i,0.00013158-5.7469e-05i,0.00048205+0.00052248i,-2.5109e-05+0.00084575i,-0.00012471+0.00073286i,0.00012175+0.00069838i,9.2225e-05+0.0012222i,0.00036451+0.00067454i,0.00045891+4.9751e-07i,0.00044308-9.7075e-05i
-0.0013454+0.0021134i,0.00040859+0.0022891i,0.00078812+0.0027088i,0.001439+0.0029453i,0.0021511+0.0015837i,0.003082-0.00023215i,0.0033735+0.00016992i,0.0030244+0.0011445i,0.0027624+0.0020664i,0.0018789+0.0025597i,0.00154+0.0023092i,0.001599+0.0021874i,0.0009397+0.0017832i,-0.00027138+0.00156i,-0.0011393+0.0009711i,-0.0014136+0.00018038i,-0.0012968+0.00020584i,-0.00083312+0.00032209i,-0.00029723+0.00094234i,-0.00029484+0.0012446i,-0.00025758+0.00060296i,0.00030356+0.00021714i,0.0001737+0.00044415i
0.00044995-0.00073425i,-1.0029e-06-0.0007776i,-0.0014795-0.00026023i,-0.00073845+0.00058899i,0.00078137+0.00027757i,0.00054801+0.00044059i,-0.00046501+3.788e-05i,-0.0011644-0.00056332i,-0.00074264-0.00032919i,0.00056499-0.00078015i,0.0011971-0.00017092i,0.0012245+0.0016655i,0.0009728+0.0016164i,-0.00031651+0.00033169i,-0.00075821-0.00021211i,-0.00047128-0.00040965i,-0.0006831-0.0001077i,-0.00039435+0.00034945i,0.00021699+2.5212e-05i,4.106e-05+6.3285e-05i,-0.00019022+0.00036139i,-9.9617e-05+0.00027735i,-0.00015464-8.053e-05i
0.0036555-0.002239i,0.00241-0.0011233i,0.00073344-0.0013034i,-0.00031651-0.00084341i,-0.00054027+0.00033313i,-0.00080944+0.00034125i,-0.00099937-0.0010888i,-7.9817e-05-0.0022135i,0.00017254-0.0017097i,-0.0011338-0.00096162i,-0.0014276-0.00054663i,-0.0013087+0.00026942i,-0.0009683+0.00064705i,-0.00021318+0.00090906i,0.00012627+0.00063047i,-3.1277e-05-0.00019118i,8.9811e-05-0.00062297i,0.00055941-0.00078645i,0.00072964-0.00050006i,0.00090791+0.00032803i,0.00017094+0.0005296i,0.00016418+0.00035609i,0.0011682+0.00060001i
2.823e-05-0.00010348i,0.00089306+5.7834e-05i,0.0023435+0.0009187i,0.0022468+0.0011314i,0.0021492+0.00045946i,0.0031749-0.00074516i,0.0040252-0.0015582i,0.0038703-0.0016406i,0.0020302-0.0006737i,-0.00032777+0.00036285i,-0.0011063+0.00074616i,-0.0007799+0.00083485i,-0.00059092+0.0010923i,-0.00029735+0.0011953i,1.7563e-06+0.00048722i,0.00032407+0.00049198i,0.00039534+0.0010915i,0.0004049+0.00086043i,0.00072422+0.00017151i,0.00065245-5.3546e-05i,-1.7787e-05+0.00020945i,-0.00040017+0.00052246i,-0.00049328+0.00067344i
0.0026384-0.00016512i,0.002216-0.00035943i,0.0021583-0.001093i,0.0019906-0.0013603i,0.0010049-0.0013506i,0.00027363-0.00057134i,0.0012077+0.00086486i,0.0017173+0.001394i,0.0011958+0.0012863i,0.0003235+0.0013624i,-0.00040205+0.0020469i,-0.00030795+0.0022963i,0.0001863+0.0018673i,0.00031837+0.0012276i,-3.0589e-05+0.00032703i,-0.00042255+0.00033137i,-0.00041265+0.0009441i,-0.00018988+0.00033583i,-0.00018927-0.00012782i,-0.00019124-0.00047592i,0.00050921-0.00094319i,0.00072539-0.00032949i,-0.00033221+0.00091386i
-0.00042108+0.0023282i,-3.3901e-05+0.0030587i,-0.00047627+0.0024273i,-9.8424e-05+0.002143i,0.00082988+0.00217i,0.00114+0.00097431i,5.0825e-05-8.3386e-05i,-0.0015005+0.00032655i,-0.0011919+0.00066158i,0.00069492+4.7506e-05i,0.0010775-1.691e-06i,0.00053516+0.0005609i,0.00088273+0.00022929i,0.00039715-0.00058314i,-0.00032579-5.1554e-05i,-0.00039288+0.00044365i,0.00016741+0.00027576i,0.00054822-7.8831e-06i,0.00023198-2.276e-05i,0.00045225+0.00015831i,0.0006538+8.3993e-06i,0.00023673+0.00036697i,9.1964e-05+0.00043217i
-0.00077568+0.0019142i,-0.00036033+0.0015998i,-0.00016248+0.0020847i,0.00052927+0.0019305i,0.0021284+0.0013688i,0.0026516+0.00027989i,0.0023038-0.0019246i,0.0019822-0.0032546i,0.0013256-0.0026695i,0.00023144-0.0014351i,-0.00032585-0.00077987i,2.1111e-06-0.00065224i,3.2477e-05-0.00054026i,-0.00013605+0.000458i,-0.00052205+0.00076991i,0.00029184-4.3155e-05i,0.00082506+8.6234e-05i,0.00014643+0.00010975i,-6.243e-06+1.3194e-05i,0.00036477+0.00079464i,0.00030335+0.00065065i,0.00036596-0.00042746i,0.0010196-0.00087595i
0.00201-0.001189i,0.0014231-0.00032641i,0.0014078-0.0007014i,0.00071856-0.00099586i,0.00058981-9.8967e-05i,0.002148+0.0011593i,0.0028418+0.0023353i,0.0029681+0.0019689i,0.0024403+0.00047922i,0.00038251-0.00046804i,-0.00069725+0.000117i,-0.00031988+0.00092747i,-0.00022851+0.00094144i,-2.3428e-05+0.00080103i,-0.00018438+0.00053076i,0.00049446-2.0801e-05i,0.00070724-0.00040802i,-0.00013611-0.00092293i,-0.00014373-0.00041004i,0.00014051+0.00011023i,0.00049604+0.00070647i,0.0002252+0.0010856i,2.5204e-05+0.00058995i
0.0020092-0.0010481i,0.0014857-0.00072863i,0.0003835-0.00037875i,-0.0001205-0.00095842i,3.139e-05-0.00097535i,-7.7057e-05+0.00024554i,0.00041678+0.0015053i,0.0011219+0.0025524i,0.0010773+0.0021124i,0.00070838+0.0018736i,-0.00030971+0.0027479i,-0.00043374+0.0024354i,0.00043676+0.0013519i,-7.138e-05+0.00082036i,-0.00099332+0.00096923i,-0.00078198+0.00095694i,-0.00028383+0.00030586i,-0.00024223-0.00029051i,-0.00090493-0.00043194i,-0.0009502-0.00038014i,-0.00011652-4.5797e-06i,-0.00038607+0.00048967i,-0.00063215+0.00041201i
0.00061762+0.00087034i,0.00015123+0.00077836i,-0.00017987-0.00047978i,-1.8575e-05+0.00012131i,-0.00061588+0.0017085i,-0.0012201+6.3867e-06i,-0.0014656-0.0016218i,-0.0017073-0.00084523i,-0.0011659-0.0004196i,-8.1905e-05+9.3021e-05i,0.00049241+0.0014323i,0.0011423+0.0024293i,0.0013431+0.0017353i,0.0010791+0.00075707i,0.00093435+0.0013411i,0.00058285+0.0014286i,-6.0731e-05+0.00049795i,-0.00055913-0.00043066i,8.9359e-05-0.00056568i,0.00040368-0.00022295i,0.00091347-0.0010233i,0.00082477-0.00096836i,-0.0001364+9.9966e-05i
-0.0032201+0.0022629i,-0.0026362+0.003007i,-0.0011828+0.0031524i,0.00059219+0.0032085i,0.0018574+0.0032703i,0.0024213+0.0021311i,0.0024291-0.00022832i,0.001606-0.0025826i,0.00064479-0.0030199i,0.00048392-0.0022238i,0.00029932-0.0010817i,-0.00043693-0.00052605i,-0.00074635+0.00018921i,-0.0009995+0.00063668i,-0.0010058+0.00020586i,-0.00072092-0.00051155i,-0.0003076-0.00080264i,-0.00027104-0.00019156i,-0.00033404+7.8181e-05i,-0.00014214+0.0006644i,-0.00013723+0.0010247i,0.00067197+0.00019548i,0.0010255-0.00064383i
-0.00069974-0.001863i,-0.0018327-0.0015559i,-0.0018921-0.00079779i,-0.00082131-0.0010145i,0.00030827-0.00093059i,0.0021822+0.00037034i,0.0035761+0.0014453i,0.0039668+0.0017724i,0.0024704+0.00093594i,-0.00023549+0.00025615i,-0.0014825+0.00078255i,-0.00057192+0.0015749i,0.00031115+0.0014901i,0.00012718+0.0010969i,-0.00052681+9.2308e-05i,-0.00041385-0.00026535i,0.00010006-1.9644e-06i,0.00087161-0.00058258i,0.00079788-0.00023713i,0.00052054+0.0010984i,-2.5902e-05+0.0014303i,1.1146e-05+0.000732i,0.00054687+0.00083686i
0.0018425-0.00073383i,0.0015617-0.00078128i,-0.00038946-0.00083841i,-0.0010942+0.00046832i,-0.0010253+0.00091007i,-0.0010798+0.00042195i,-0.00060767+0.00083587i,0.00050043+0.0020051i,0.0015836+0.001691i,0.0019405+0.00090742i,0.0013581+0.001553i,0.0010319+0.0014816i,0.0010854+0.00050435i,0.0003106-0.00011439i,-0.0010545-0.00085603i,-0.0012356-0.000763i,-0.001008+0.00027754i,-0.00071878+0.00035398i,0.00010269-0.0004622i,5.3684e-05-0.0012722i,-0.000435-0.00098591i,-0.00059068-0.00012229i,-0.0012715+0.0010821i
-0.0013504+0.0014886i,-0.0014512+0.0013178i,-0.00074477+0.0030686i,0.00036515+0.0044772i,0.0016064+0.0040419i,0.0011521+0.0016493i,-0.00031281-0.0016352i,-0.00011219-0.0021985i,0.00026232-0.0001867i,0.0006453+0.00080735i,0.0016785+0.0011611i,0.0012833+0.0014051i,0.0008864+0.00064849i,0.00071213+5.8172e-05i,-8.0425e-06+7.5973e-05i,-0.00050669-8.485e-05i,-0.001027-0.00025214i,-0.0010133-0.00026396i,-0.00031679-0.00018878i,0.00044512-0.00061201i,0.00010012-0.0007692i,-0.00041352-9.4399e-05i,-0.00067577+7.5966e-06i
0.0012016-0.00013504i,0.00079402+0.00011716i,0.00016862-0.00031952i,0.00080335+0.00026084i,0.0021139+0.0014073i,0.0030389+0.0017574i,0.003742+2.5212e-05i,0.0028601-0.0018854i,0.0011418-0.0029314i,0.00065127-0.003067i,0.0004172-0.0014036i,0.0006+0.00022218i,0.0016631+0.00056695i,0.0018548+0.00013277i,0.00092774+5.1967e-05i,-5.6045e-05-0.00020928i,2.7267e-06-0.00091025i,0.0010436-0.0011765i,0.00071901-0.00082607i,-0.00049455-0.00035622i,-0.00010059+0.0003767i,-0.00024733+0.0003937i,-0.0004079-0.0001973i
7.6182e-05+0.00066245i,-0.00031707+0.00121i,-0.00063756+0.0011377i,-0.00053242-0.0010079i,0.00082812-0.0018877i,0.0025445-0.00074015i,0.0032142+0.00076611i,0.0028842+0.0013727i,0.0012524+0.00049042i,-0.00027995+1.2935e-05i,-0.00058722+0.00010946i,0.00023975+0.00043062i,0.0004755+0.0012723i,-0.00051153+0.001258i,-0.00092498+0.00069916i,-0.00042322+0.00023738i,-0.00039161-8.4508e-05i,-0.00034045-0.00087229i,-9.4507e-06-0.00087837i,0.00045182-0.00043202i,0.0012221+0.00023202i,0.0012282+0.0014277i,0.00025247+0.0015809i
-0.0015896-0.0002195i,-0.0020613-0.0010487i,-0.0016061-0.0012629i,5.989e-06-0.00056621i,0.0009584+0.00037204i,-0.00027434-6.6625e-05i,-0.0012984+0.00030569i,-0.0010357+0.0021068i,-8.8647e-05+0.0027218i,0.0010849+0.0021466i,0.0011313+0.0020732i,-0.00078388+0.0023804i,-0.0013644+0.0019263i,-0.0011106+0.00071857i,-0.00093362-3.2385e-05i,-0.00093756+0.00063558i,-0.0017412+0.0015111i,-0.0012413+0.0013951i,-0.0001067+0.00070539i,-6.2907e-06-0.00023061i,-0.00042105-0.00037928i,-0.00064918-0.00015008i,-0.00082466+0.00033946i
