0.00059831+4.0684e-05i,0.0010591-0.00061485i,0.0007882-0.00060599i,-0.00032288-0.00094628i,-0.0023697-0.00035891i,-0.0030349+0.0010465i,-0.0018868+0.0015534i,-0.00061825+0.0013885i,0.0005661+0.0012989i,0.0015273+0.00029633i,0.0019011-0.0012989i,0.0011656-0.0015822i,-0.00024016-0.00077642i,-0.00048726-4.819e-05i,-0.00031866-0.00054265i,-0.0003052-0.00047661i,-0.0005964+0.00062618i,0.00010899+0.00095787i,0.00068222+0.0012172i,-0.00030841+0.0013176i,-0.0002796+0.00027889i,-0.00054563-0.0010598i,-0.00017715-0.0015303i
0.00020288+0.00022411i,0.00092243+0.0007765i,0.00022297+0.00081258i,7.3589e-05-0.00024979i,5.3927e-05-0.0021972i,-0.00066973-0.00341i,-0.00165-0.0019248i,-0.0015371-0.00018736i,-0.00029597+0.00056112i,0.00093364-5.9528e-05i,0.0019354-0.00051381i,0.0019673+0.00057705i,0.0012903+0.00063442i,0.00069593-0.00025469i,0.00090029-0.00056834i,0.00035524-0.00024699i,-0.00037581-0.00052847i,1.029e-05-0.00040664i,0.00039418-0.00020925i,0.00073045-0.00027177i,0.0010361+7.9979e-05i,0.00075638+0.00062825i,6.5411e-05+0.0009495i
-7.3331e-05-0.00025553i,0.0006752+0.00049568i,0.001006-0.0010644i,-5.662e-06-0.0025413i,-0.0010332-0.0021924i,-0.0018965-0.0014375i,-0.0023162-0.00060854i,-0.0027512+0.00025649i,-0.0022566+0.00024021i,0.00037121-0.00065496i,0.0017691-0.00069479i,0.0013304-0.00080778i,0.00078379-0.00069597i,0.00061867-0.00040936i,0.00083916+0.00057495i,0.00046524+0.0010772i,-0.00036276+0.0004856i,-0.00063567+0.0012672i,-0.00017893+0.0016935i,0.00051575+0.00058449i,0.00047186+0.00012848i,0.00041692-0.00032641i,0.00026217-0.00077372i
-0.0016809+0.00084384i,-0.00029649+0.00070813i,0.0012273+0.00072079i,0.00089683+0.0015602i,-0.00038064+0.0014275i,-0.001143+0.0001451i,-0.0016299-0.00049947i,-0.001716+0.0010752i,-0.00087488+0.002641i,0.0003548+0.0016021i,0.00038063-0.00026847i,0.00012732-0.00061365i,5.6455e-05-0.0005848i,0.00017184-0.00073205i,0.00057765-0.00066333i,0.00017098-0.0008532i,-0.00038204-0.00086186i,-4.9985e-05-0.001089i,0.00028762-0.00091894i,0.00029684-0.0003487i,0.00012714-0.00038118i,-0.00012897-0.00115i,-0.00042495-0.00147i
-0.00040926-0.00080667i,0.0011397+0.00033392i,0.0019873+0.0012428i,0.0018924+0.00084676i,0.00014372-1.4314e-05i,-0.0014191-0.00093209i,-0.0013868-0.00089106i,-0.00093196-0.00025886i,-0.00048019-0.00011258i,3.087e-05+0.00062548i,9.2039e-05+0.00085085i,0.00013041-0.00029089i,0.00053349-0.00034193i,0.00061634+0.00048707i,0.00044835+2.2442e-05i,0.0002167-0.00020834i,0.00041609-0.00023288i,0.00082964-0.00071503i,0.00046502+0.00010782i,-7.4673e-06+0.00010702i,-0.00027742+7.0644e-05i,-0.00068508+0.00051607i,-0.00060838+0.00026364i
0.0032817-0.00094925i,0.0032179-0.0024099i,0.002703-0.0040342i,0.0017646-0.0047191i,0.00073709-0.0050605i,-0.00095207-0.0039966i,-0.0018093-0.0016345i,-0.00088881+7.1739e-05i,0.00044722+0.00086834i,0.001046+0.00046263i,0.0013655-0.00048743i,0.00084808-0.00052674i,-3.456e-05-0.00032035i,-0.00054559-0.00021051i,-0.00078678-0.00069323i,-0.00070952-0.00074963i,-0.00030829-0.00062406i,-0.00033882-0.00031893i,-0.00065754+0.00021092i,-0.00064841+0.00022931i,-0.0002039-7.279e-05i,0.00026481-0.00062256i,0.00043101-0.0005499i
-0.00086232+0.0014385i,-0.00036876+0.00045945i,-0.00014003-0.0008996i,-0.0011456-0.0025298i,-0.0011605-0.0036784i,-0.0017185-0.0035566i,-0.0025102-0.0026003i,-0.0020573-0.00077125i,-0.0017899+0.00059489i,-0.00071561+0.0003161i,2.0659e-05-4.2165e-05i,0.00011544+0.00031384i,-0.00032996+0.00089976i,-0.00037197+0.00039588i,0.00084669-0.00060895i,0.00097104-0.00070099i,0.00015881-0.00013092i,0.00030366+0.00066511i,0.0010126+0.00038624i,0.00080774+0.00024786i,0.00014904+0.00053774i,0.00026227+0.00077632i,2.5161e-05+0.00065755i
0.0014146-0.00024771i,0.0021682-0.0011433i,0.001709-0.00062646i,0.00014883-0.00054166i,-0.0014628-0.00218i,-0.002242-0.0028895i,-0.0022884-0.0015117i,-0.0023986+0.0011404i,-0.0019343+0.0023671i,-0.00064775+0.00151i,0.00027869-5.5513e-05i,0.00056783-0.00050966i,-7.62e-05+1.8075e-05i,-3.5557e-07+2.3477e-05i,0.0008974-0.00055584i,0.00048534-0.00064152i,0.00061345+0.00025136i,0.0010393+0.00077552i,0.00032708+0.00049439i,-0.00023586+0.00071105i,-0.00018742+0.00065161i,0.00055333-0.00063214i,6.996e-05-0.00075169i
-0.00013357+0.00034046i,-0.00051256+0.00058547i,-0.00052506+0.00028043i,-0.00090291+0.00022163i,-0.0014166+0.00046982i,-0.0017622+0.00068715i,-0.00213+0.00086083i,-0.0013275+0.00056827i,-0.00053133+7.8261e-05i,-0.00010327-0.00086258i,0.00026808-0.0011656i,0.00047647-0.00041696i,0.000308+0.00076791i,0.00020531+0.0004909i,0.00024404-0.00016525i,0.00036298+0.00027813i,0.00033186+0.00038627i,0.00032064+1.505e-05i,0.00059198-7.3743e-06i,0.0011855+0.00037207i,0.00090158+0.00087517i,-0.000508+0.00034659i,-0.00081963-0.00056144i
0.00089372+0.0017509i,0.0034896+0.0019173i,0.0050417+0.0017318i,0.0038523+0.00018474i,0.0028115-0.001374i,0.00205-0.001851i,0.0004108-0.00093442i,-0.00082636+0.00066529i,-0.00076106+0.0012693i,0.00017954+0.00097356i,0.0012705+0.00019747i,0.0011274-0.00025635i,0.00070362-0.0010495i,0.0012532-0.0010805i,0.0013325+1.7065e-05i,0.0012048-6.9627e-06i,0.00071583+0.0001956i,0.00034697+0.0013696i,-0.00032062+0.0011286i,-0.00061305+0.00056755i,-0.00059353+0.0006432i,-0.00035783+0.0002985i,-8.4983e-05+0.00034816i
0.0021078-0.0034499i,0.0021078-0.0042775i,0.0016489-0.0043041i,-0.00015377-0.0039903i,-0.00056302-0.0035615i,-0.00033266-0.002744i,-0.00056279-0.0015626i,-0.0010043-5.0777e-05i,-0.00087273+0.00078724i,0.000335-0.00029225i,0.0003284-0.0012327i,0.00012184-0.00094095i,0.00076813-0.0009827i,-2.017e-05-0.001149i,-0.0013794-0.00072306i,-0.0023568-0.00055511i,-0.0019376-0.00010585i,-0.00071413+0.00055366i,-0.00061248+0.00033996i,-0.00041806+0.00051234i,0.00028343+0.00060665i,0.00049763-7.8144e-05i,0.00052288-0.00040645i
0.00093403-0.0030028i,0.00030188-0.0020355i,-0.0017086-0.0024509i,-0.0028725-0.0037661i,-0.0038016-0.0042467i,-0.0035106-0.0036202i,-0.0021546-0.0024043i,-0.0011249-0.00087458i,0.00029495+0.00022256i,0.00068265+0.00021771i,0.00029055-0.0001312i,0.00026874-0.000127i,0.00096372+0.00023416i,0.001065+0.00018679i,0.00028555+0.00047685i,-0.00059651+0.00086962i,8.7266e-05+0.00088083i,0.0008047+0.0008948i,0.00051089+0.00014482i,0.00082049-0.00048272i,0.00092656-0.001055i,0.00018704-0.0010262i,-0.00059216-0.00076129i
0.001708-9.0845e-05i,0.0026485-0.0012517i,0.0024791-0.0010364i,0.00059015-0.0015451i,-0.0010287-0.0022954i,-0.0023075-0.0018179i,-0.0028817-0.00033209i,-0.0019585+0.00050795i,-0.00096458+0.00036139i,-0.00031893-0.00043415i,-1.6502e-05-0.0013164i,4.2291e-05-0.0010832i,0.00028298-0.00069513i,0.00040424-0.00058783i,0.00028308-0.0007663i,0.0006156-0.0009342i,0.0013972-0.00050511i,0.0014577-0.00032984i,0.0010721+0.00031837i,0.00080832+0.00033862i,0.00078296-0.00074909i,3.2853e-05-0.00091313i,-0.00099822-0.00076375i
0.0012707-0.00079793i,0.002772+7.9083e-05i,0.0017429+0.00015316i,0.0011735+0.00079414i,0.00087111+0.00098664i,-0.00059295+0.0007031i,-0.0015088+0.00057858i,-0.001552+0.00041559i,-0.0018887+0.00094099i,-0.001069+0.001063i,3.9422e-05+0.00050914i,0.00057222-0.00017471i,0.00065607-0.0004775i,0.00051927-0.00073823i,0.0010356-0.0008025i,0.0018187-0.00074451i,0.0016408-0.00076077i,0.00047342-0.00115i,-0.00050242-0.0013508i,-0.00014643-0.00087675i,0.00049577-0.0010703i,0.00041027-0.00087135i,-0.00031008-0.00020653i
0.0014173+0.0016522i,0.0038212+0.0015563i,0.00464+0.00056205i,0.0040818-0.00091367i,0.0036998-0.0018326i,0.0023808-0.0018415i,-0.00012909-0.0014676i,-0.0019173-8.9393e-05i,-0.0017465+0.0015238i,0.0005092+0.001837i,0.0022102+0.00045949i,0.0015119-0.0011286i,0.00068719-0.0013462i,0.00027817-0.00050326i,-7.8088e-05-0.00010681i,-0.00028804-0.0003312i,-0.00029742-0.00029958i,-0.00084403+0.00023541i,-0.0011767+0.00025068i,-0.0008484+0.00043065i,-0.0005637+0.00025394i,8.9697e-06-0.00018887i,0.00031064-0.00028556i
-0.00092268-0.0021149i,-8.9562e-05-0.0023716i,0.00065834-0.0032992i,0.00091169-0.0054669i,0.0006368-0.0066058i,-0.00089182-0.0056967i,-0.0012239-0.0034824i,-0.00078964-0.00097919i,0.000178+0.00032982i,0.00087853+0.00035308i,0.00061222-0.00054517i,0.00015252-0.00061992i,0.00034658+0.0004266i,0.00021523+0.00050781i,0.00045112-0.00028854i,0.00079109-0.00043926i,0.00054868+0.00035837i,0.00082475+0.00044957i,0.001121+0.0007072i,0.0010083+0.0011148i,0.00091925+0.00084664i,0.0012558+0.00045969i,0.0016432+8.0131e-05i
1.6746e-05-5.5369e-05i,0.00046713-0.00045519i,-0.0010856-0.0015026i,-0.0038045-0.001703i,-0.0048773-0.0017999i,-0.004251-0.002187i,-0.0034345-0.0017178i,-0.0024634-0.00086746i,-0.0010736-0.00085574i,-0.0006307+6.9903e-05i,-8.7589e-05+0.00073049i,0.0012473+0.00027202i,0.0010073+0.00031623i,0.00046894+0.00057586i,0.00038063+0.00057655i,0.00045437+0.00082277i,0.0007844+0.0005348i,0.00080627-0.00048658i,0.00088212-0.00078436i,0.0010693-0.00036198i,0.00087853-2.9428e-05i,0.00069278+0.00019072i,0.00037049+8.4712e-05i
0.00071817+0.0025728i,0.00040729+0.0030924i,0.0013689+0.0030752i,0.00091158+0.0033004i,-0.000426+0.0027184i,-0.0012216+0.001006i,-0.0024465+0.00064481i,-0.0023938+0.0011161i,-0.0014659+0.0014343i,-0.00075098+0.0014968i,-0.00048746+0.0011048i,-3.2518e-05+0.00046188i,0.00031441+0.00016115i,0.00070409+0.0006443i,0.0010394+0.001049i,0.0012105+0.00023732i,0.0003849-0.0004824i,-0.00030351+6.6724e-05i,-0.00069021-3.5796e-05i,-0.00030374-0.00050301i,0.00065092-0.00024671i,0.00039646+3.6685e-05i,1.3082e-05+0.00016359i
0.0044326-0.0017819i,0.0040511-0.002493i,0.0036724-0.0041301i,0.0031427-0.0042213i,0.0023339-0.002614i,0.0011852-0.0011594i,0.00024762+0.00026108i,1.8895e-05+0.0014527i,0.00020064+0.0023308i,0.00062157+0.0021717i,0.00071776+0.001149i,0.00010945+0.00077623i,-3.4254e-05+0.00071659i,-4.4585e-05+0.00067678i,-8.7758e-05+0.00062369i,-8.8148e-05+7.3981e-05i,-0.00015733-0.00038093i,-0.00096921+0.00017669i,-0.0014501+0.00055392i,-0.00039164+0.00062236i,0.00021822+0.00032596i,-0.00050738-0.00076219i,-0.00038985-0.0012569i
0.0027467-0.0034447i,0.0021201-0.0038874i,0.0017163-0.0049679i,0.0018859-0.0058771i,0.00058855-0.0061815i,-0.00067122-0.0049915i,-6.6574e-05-0.0032756i,0.00050088-0.0015207i,8.6395e-05+0.00012948i,0.00025738+9.0127e-05i,0.00038127-0.00036781i,0.0001257-0.00035775i,0.00027171-0.00026869i,0.00058888-0.00014035i,0.00020225+0.00016842i,-0.0011016+9.4509e-05i,-0.0012538-0.0002215i,-0.00046275+5.4138e-05i,-8.7621e-05+0.00034932i,-0.00010887-8.5932e-05i,0.00013721-0.00047998i,0.00034557-0.00099929i,6.9961e-05-0.0011025i
-0.0015958+0.00053418i,-0.00060468-0.0012995i,-0.00087163-0.0028158i,-0.0031016-0.0036432i,-0.0042814-0.0044497i,-0.0041374-0.004384i,-0.0029338-0.0040148i,-0.0023171-0.0026535i,-0.0017564-0.001135i,-0.00049491-0.00018911i,0.00087885-9.202e-05i,0.0015165-8.7721e-06i,0.00080286-0.00059705i,0.0005017-0.00088031i,0.00031564+0.00059862i,0.00038214+0.0015412i,0.00044156+0.001135i,0.00087058+0.00069812i,0.00086276+4.849e-05i,0.00077131-0.00011737i,0.0010001+0.00028461i,0.00018183-2.1282e-06i,-0.00013053-7.6823e-05i
0.00056969+9.525e-06i,0.00039712+0.00075094i,8.5487e-05+0.001218i,-0.0010818+1.2169e-05i,-0.0029963-0.00073497i,-0.0036166-0.00022316i,-0.0036669+0.00018821i,-0.0026211+0.0005984i,-0.00080237-0.00054349i,0.00010756-0.00095972i,0.00068246-0.00020604i,0.00033082-0.00038494i,-9.3082e-05-0.00041744i,0.0005646-0.00012378i,0.00081451-0.00011512i,0.0010254+1.3345e-06i,0.0010254-1.1925e-06i,0.00011223+6.7336e-05i,-0.00068504+0.00010322i,-0.00075571-7.9744e-05i,-0.00024901-0.00041929i,-0.00042748-0.0001082i,-0.00077293+7.8133e-05i
0.0031975-0.0017017i,0.0026867-0.0023723i,0.003404-0.0023502i,0.002561-0.0012755i,0.0011753-0.00090741i,0.00016947-0.00032216i,-0.00063344+0.0012645i,-0.00088785+0.0018811i,-0.00018596+0.0017972i,0.0002563+0.0015083i,-0.00032165+0.00093226i,-0.00029136+0.00015295i,0.00028732+6.7383e-05i,0.0013743-0.00041281i,0.0015187-0.0012015i,0.00067658-0.0014364i,0.000339-0.0013591i,-0.00017503-0.0012854i,-0.00021463-0.00061555i,0.00037949+0.00023905i,2.2272e-05+0.00034267i,0.0002474+1.6752e-05i,0.0010014+0.00018626i
0.0027371+0.0011052i,0.0021637-0.00038667i,0.0016445-0.0017848i,0.0025203-0.0032825i,0.0024109-0.0040608i,0.001952-0.0035189i,0.0006298-0.0023055i,-0.00050817+1.9515e-05i,-0.00015759+0.0022827i,0.00035834+0.0026064i,0.00075429+0.0020036i,0.00052542+0.00087645i,0.00077696-6.1651e-05i,0.00070882+0.00046558i,0.00047105+0.00037211i,0.00028658-0.00026601i,-0.00027217-0.00022309i,-0.00028324+0.00037534i,-0.00094551-0.00010147i,-0.0011567-0.00058143i,-0.00046036-0.00057275i,-0.00072941-0.0010704i,-0.00098516-0.0011445i
0.00048538+0.0010844i,0.0020227+0.0007388i,0.0029201-0.00054802i,0.0017049-0.0023866i,0.00052789-0.0037517i,-0.00096813-0.0039275i,-0.0020855-0.0026896i,-0.0018697-0.0010388i,-0.00054635+0.00015571i,0.0010503+5.2144e-05i,0.0014545-0.00076879i,0.0016272-0.001479i,0.0011786-0.00136i,7.7587e-05-0.00074396i,-5.025e-05-9.9138e-05i,0.00022455+1.0562e-05i,0.0004947+0.00070049i,0.00021225+0.0014029i,-0.00071895+0.00029059i,-0.00082163+1.4226e-05i,-0.00030484+0.00072226i,0.00058935+0.00048663i,0.001054-0.00012391i
-0.00035673-9.8768e-05i,0.00051083-0.00029564i,0.001306-0.00055526i,0.00035106-0.001544i,-0.0014561-0.0026373i,-0.0027513-0.0032726i,-0.0043452-0.0026401i,-0.003994-0.00051902i,-0.0014503+0.00075368i,0.0002156-0.00030087i,0.00029779-0.0012119i,-7.2923e-05-0.00098119i,-0.00046516-0.00066531i,-0.00049628-0.0009933i,-0.00020901-0.00071786i,0.00025535+0.00082594i,0.00030902+0.00067258i,0.00039651+6.5754e-05i,5.1085e-05-0.00019114i,0.00020435-0.00015002i,0.0011823-5.201e-05i,0.0017522-0.00047051i,0.0011457+0.00012268i
0.002571+0.0046048i,0.0041983+0.0029183i,0.0052006+0.00076291i,0.0044903+0.00047232i,0.0024193+0.00060428i,-0.00041047+0.0002502i,-0.0023545+9.7491e-05i,-0.0026616+0.00063693i,-0.0015381+0.0014705i,-0.0008376+0.0013376i,-0.00026994+0.00060251i,0.00019864+0.00088985i,0.00055549+0.00098438i,0.00084548+0.00024305i,0.00056943+0.00028143i,0.00013945+0.00046593i,-0.00026233+2.1854e-05i,-1.825e-05+7.5048e-05i,6.1255e-05-0.00060107i,-0.00030955-0.0011182i,-0.00033184-0.0010475i,0.00055114-0.0013073i,0.00089274-0.00066313i
0.0025559-0.0019172i,0.0031416-0.0018974i,0.0029654-0.0016119i,0.00098883-0.0018455i,0.00033535-0.0015826i,4.5055e-05-0.00070886i,-7.3179e-05+0.00029924i,8.0286e-05+0.00097074i,0.00052752+0.0016396i,0.0015304+0.0016473i,0.0017092+0.00073389i,0.0012043-3.2289e-05i,0.0006467-2.4742e-05i,0.00018699-0.00016121i,0.000121-0.00046512i,0.00018397-0.00013282i,-0.00011695+0.00051094i,-0.00051944+0.00041455i,-0.0009477-6.083e-05i,-0.00042548-9.7057e-05i,3.0335e-05-0.00035949i,-3.2816e-05-0.00074324i,-0.00068127-0.00015516i
-0.0014567-0.0038129i,-0.00075741-0.0038763i,-0.00080616-0.0028922i,-0.00017522-0.0026806i,0.00080079-0.0035618i,0.0012645-0.003257i,0.00029568-0.0026916i,-0.00040451-0.0022161i,-0.00012851-0.0010746i,0.00036309-0.00069105i,0.00066962-0.00074036i,0.00055137-0.0007112i,0.00077789-0.00083166i,0.0004409-0.00077482i,1.8297e-05+0.00031532i,0.00032521+0.0011222i,0.0001487+0.00080449i,-6.0154e-05+0.00011497i,-0.00030507-0.00019552i,-0.00044426+0.00039625i,5.847e-05+0.00063883i,-0.00010294+0.00028477i,-7.7219e-05+0.00040314i
4.3901e-05+0.0025333i,0.0002229+0.0023329i,0.00033443+0.00013848i,0.00036478-0.0032635i,-0.00053199-0.0059378i,-0.0011051-0.0049578i,-0.001897-0.001816i,-0.0017307-0.00028641i,-0.0010562+0.00031993i,-0.0006227-4.5278e-05i,-0.00042921-0.00080665i,-0.00039741-0.0001887i,-0.00011332+0.00055758i,0.00027661-4.294e-05i,0.00050893-0.00068323i,-0.00059712-0.0003252i,-0.00085207-0.00025845i,0.00010835-0.00018644i,0.00049038+0.00015881i,0.00085666-0.00020192i,0.0018613-0.00089247i,0.0010397-0.0010419i,-9.7784e-05-0.0011068i
0.0013796+9.5434e-05i,0.00049917+0.00045959i,-0.00044844-0.00061013i,-0.0020274-0.0011562i,-0.0036374-0.0015658i,-0.0042873-0.0016004i,-0.0030572-0.00089491i,-0.0016559-0.00030273i,-0.0006045+0.00028844i,0.00038833+0.00035023i,0.0011295+0.00087433i,0.0011749+0.0014867i,0.00061349+0.0004717i,0.00083371-5.9515e-05i,0.0011966+0.00052795i,0.00051819+0.0010495i,0.000314+0.00036824i,0.00036202-0.00055182i,0.00030361-0.00044952i,0.00017108-0.00081953i,-0.00015882-0.0013549i,2.9667e-05-0.00089406i,-0.00010565-0.00086818i
0.0035295+7.2024e-05i,0.0040464-3.3059e-05i,0.0040019-0.00021179i,0.0033336+0.00011105i,0.0015139+0.00092569i,0.00022803+0.00080767i,-0.00058482+0.0010351i,-0.0013496+0.0013404i,-0.00090589+0.0011668i,0.00012152+0.00076133i,0.00066464+0.0002124i,0.00039933-0.00059633i,0.0005054-0.00098022i,0.00015387-0.00072821i,-5.5645e-05-0.00039164i,0.00097961-0.00018423i,0.0012931-3.0243e-05i,0.00027344-0.00038935i,-0.00081447-0.00061618i,-0.0012733-4.2845e-05i,-0.001754+0.0003852i,-0.0011832+0.0001401i,-0.0003028+0.00041811i
0.0021884+0.00035265i,0.0027474-0.0028508i,0.0031173-0.0043263i,0.0023949-0.0047135i,0.0019086-0.0039217i,0.00060293-0.0030291i,-0.00051067-0.0013324i,-0.00041314+0.00042293i,0.00082011+0.00071658i,0.0014179+0.00026706i,8.5444e-05-0.00047261i,-0.00066167-0.00040728i,-0.00090077+0.00077732i,-0.00087523+0.0007987i,-0.00039009-0.00048251i,-0.00028789-0.00063647i,-0.00044548+5.5027e-05i,-0.00080602+0.00079284i,-0.00090465+0.0019604i,-0.0010015+0.0020807i,-0.00055746+0.00069799i,0.00047157+8.4552e-05i,0.00093819-0.00014167i
-0.0021449-2.5152e-05i,-0.001782+0.00030429i,-0.001217+2.9678e-05i,-0.0010982-0.00067807i,-0.00060277-0.0019717i,-0.00052491-0.0030941i,-0.0012665-0.0030747i,-0.0019062-0.0017135i,-0.0014485-0.00107i,-0.00037524-0.00027088i,0.00010327+0.00049341i,8.5576e-06+0.00087535i,0.00020906+0.0011286i,0.00065552+0.001013i,0.00087234+0.00096615i,0.00044822+0.0011268i,0.00010424+0.0010412i,-4.7758e-06+0.00089467i,-0.00043847+0.0007854i,-7.0998e-05+0.00060035i,-6.0857e-05+0.00022513i,-0.00043553-0.00061671i,-0.00028002-0.0014343i
0.00030689+0.00046022i,0.0011872-0.00037166i,0.0019468-0.00056601i,0.0012297-0.0013779i,-0.00023154-0.002933i,-0.0017405-0.0032379i,-0.002619-0.0014977i,-0.0024712+0.00020872i,-0.0011829+0.0011125i,0.00054749+0.0012518i,0.0016936+0.00019641i,0.0013356-0.00073298i,0.00062818-0.00053641i,0.00030372-5.4939e-05i,-0.00015397+0.00036407i,-0.00030878+0.00018767i,-0.00046684-0.00014039i,-0.00040899+0.00018473i,0.00020267-0.00016629i,0.00048675-0.0010213i,0.00070612-0.00086946i,0.00092296-0.00097879i,0.00047428-0.00052912i
0.0013561+0.0016881i,0.0012377+0.0015039i,0.00021843+0.00088635i,-0.00094106-4.469e-05i,-0.0020383-0.00032381i,-0.0026464-0.00028464i,-0.0029082+0.0001042i,-0.0026441+0.00078314i,-0.0011421+0.0013812i,0.0013197+0.0010545i,0.0018911+0.00021613i,0.00080943-0.00040673i,0.00062561-0.00035341i,0.0014339-4.3346e-05i,0.0018139+0.00085611i,0.0011772+0.0007909i,0.00048178-0.00023548i,-0.0001775-0.00027102i,-0.00065012+0.00021916i,-0.00053983+0.00013354i,-0.00024349-8.8202e-05i,2.0661e-05-0.00021823i,9.0803e-05-0.00033218i
0.001305+0.0010696i,0.0036988+0.0013006i,0.0047916+0.0016407i,0.0042326+0.0014273i,0.0028569+3.0547e-05i,0.0011359-0.0011988i,-0.00085572-0.00069489i,-0.0013626+0.00039601i,-0.0004985+0.0010561i,-0.00013104+0.00080459i,0.00023505-0.00034169i,0.00044715-0.001763i,0.00040136-0.0022648i,0.000736-0.0010241i,0.00082626+0.0003403i,0.00044643+0.0005594i,-8.6949e-05-1.4938e-05i,-0.00030529+0.00043715i,-0.00037575-0.00010511i,-0.00041277-0.00080379i,-0.00010219-0.00021206i,0.00010575-0.0003715i,-2.5762e-05-0.00083859i
0.00015044-0.0014954i,0.00096523-0.0018281i,0.0010437-0.0013025i,0.00091056-0.0012644i,0.0011418-0.0022235i,0.0004048-0.0031143i,-0.0014549-0.0021416i,-0.0027522+8.0192e-05i,-0.0016976+0.0015803i,-0.00015838+0.0015074i,0.00071156+0.00019377i,0.00088359-0.00051332i,3.7262e-05-0.00091569i,-0.00051918-0.0006516i,7.2066e-05-0.00047517i,0.00067981-0.00043098i,8.9186e-05+0.00077876i,-0.00075083+0.00076991i,-0.00010559+0.00016338i,-1.7429e-05-0.00050876i,8.6527e-05-0.00049962i,0.00060273-0.00053453i,0.00017836-0.00084028i
-0.0032128+0.00098833i,-0.0019592+0.0028822i,-0.00072895+0.0039104i,-0.00077184+0.0012431i,-0.0001357-0.0014942i,0.00012715-0.0021349i,-0.0016336-0.0020542i,-0.0028065-0.0010242i,-0.0020127+0.00055847i,-0.00024127+0.00097479i,0.0013298-3.4274e-05i,0.0018335-0.00057897i,0.0013974-0.00040264i,0.00082979+5.0735e-05i,0.0010252+0.00037561i,0.00085169+0.00059194i,5.1903e-05+0.00070504i,0.00019303+0.00031484i,0.00074717+7.1428e-05i,0.00080814+0.00032182i,0.00087018+0.00041278i,0.00067229+2.9877e-06i,0.00014659-0.00045958i
0.0040316+0.001836i,0.0034847+0.0014153i,0.0021965-0.0012281i,0.00065584-0.0032581i,-0.0012999-0.0038622i,-0.0027447-0.0037566i,-0.002716-0.0017966i,-0.0017491+0.00068574i,-0.00035691+0.001514i,0.00055545+0.00083703i,0.00014753+2.3403e-05i,-0.00071297-0.00037465i,0.00034411-0.00023305i,0.0016679-0.00054998i,0.0011744-0.00052441i,0.00042143+0.00016624i,0.00022418+0.00075214i,0.00010262+0.0010398i,2.5501e-05+0.00069379i,0.0003174+0.00042793i,-0.00017056+0.00024134i,-0.0010641-0.00023938i,-0.0010601-0.0011566i
0.0039202-0.0012617i,0.0038865-0.0020292i,0.0019459-0.0026506i,2.9748e-05-0.0022145i,-0.0012981-0.0022463i,-0.0020544-0.0017361i,-0.002389+0.00013091i,-0.0016717+0.00081987i,-0.0010487+7.0411e-05i,-0.00059669-9.675e-05i,-0.00054893+0.00040912i,7.9691e-05+0.00013804i,0.0011495-0.00071163i,0.0014143-0.00076306i,0.00042905-0.0011258i,0.00026701-0.0012324i,0.000359-0.00045226i,0.00022795+0.00023164i,0.00069006+0.00051424i,0.00059948+0.00020046i,-3.5468e-05-0.00012786i,-5.5252e-05+0.00015775i,0.00049773+0.00018939i
0.00062807-0.002838i,0.0021574-0.0041573i,0.0034942-0.0037421i,0.002447-0.003414i,0.00051085-0.0034484i,-0.00025583-0.0029288i,-5.9089e-05-0.0022551i,-0.00020603-0.00097411i,-0.00038623+0.00086583i,0.00047324+0.0018589i,0.0010852+0.0014742i,3.1839e-05-0.00021731i,-0.0012611-0.0013771i,-0.0015283-0.0011657i,-0.00086906-0.00050076i,-0.00033081-0.0003527i,0.00034212-0.00023882i,0.00094633-0.00058757i,0.00079824-0.00040304i,0.00060687+1.1408e-05i,0.00082169-0.00040152i,0.00067891-0.0003848i,0.0010204-0.000521i
-0.0013161-5.763e-05i,-0.00043692-0.00073882i,0.0004301-0.0012869i,0.00021977-0.0018359i,0.00020632-0.0024763i,0.00061941-0.0035468i,-0.00078676-0.0035883i,-0.0016576-0.0018467i,-0.0010556+0.00046577i,-0.00031181+0.00079067i,-0.00050049-0.00020601i,-0.00056551-0.00034819i,0.00029896+0.00026568i,0.00057364+0.001304i,0.00054777+0.0013525i,0.00036826+0.0008425i,-6.1554e-05+0.0007836i,0.0001599+6.4495e-05i,-0.00020602-0.00016797i,-0.00057921-0.00019324i,-0.00085943+0.00010721i,-0.00081588-9.9335e-05i,-0.00045274-0.0015812i
0.0025215+0.0063873i,0.0033219+0.0048426i,0.0044387+0.0030314i,0.0049342-0.00043719i,0.0036673-0.0034061i,0.0003784-0.0036327i,-0.0028284-0.0019852i,-0.0031158-0.00028734i,-0.0014478-6.0843e-05i,0.00021167-0.000806i,0.00077236-0.0011821i,0.0011866-0.00074757i,0.0024561-0.00030109i,0.0028278-0.00080555i,0.001899-0.0010154i,0.0015146-0.00075073i,0.0018899-0.00032429i,0.0012804-0.00021463i,0.00076947-0.00053714i,0.0007053-0.00087212i,0.00047332-0.0006934i,0.00030831-0.00031689i,-0.00045154+0.0002443i
