-0.0012151-0.0010687i,-0.0011739-0.0021901i,-0.00055494-0.0019679i,-0.00073476-0.00094725i,-0.00088794+0.0011425i,-0.00071884+0.0033391i,0.00031952+0.0029796i,0.0014771+0.0017884i,0.00085582+0.00062869i,0.00023191-0.00051541i,0.00051044-0.00054795i,0.00060139-0.00059434i,4.5783e-05-0.0010119i,-0.00054236-0.0010957i,-0.00063508-0.00043799i,-0.0003587+3.8043e-05i,2.7299e-05+2.7819e-05i,0.00036948+0.00073765i,0.0007377+0.00092089i,0.00074884-0.00034569i,0.00085977-0.00095143i,0.00060458-0.0005872i,-0.00033463+0.00029116i
0.081883-0.084983i,0.11339-0.066789i,0.12902-0.045427i,0.087295-0.030554i,0.028228-0.0074637i,0.0012255+0.0046574i,-0.0055286+0.0033188i,-0.0068056+0.0044587i,-0.0039974+0.0052914i,-0.0013006+0.0056579i,0.0026448+0.0055127i,0.0050411+0.0036551i,0.0036334+0.0024823i,0.00045838+0.0018761i,-0.0029103+0.0027806i,-0.0039366+0.0023175i,-0.0036293-0.00020966i,-0.0038862-0.0018206i,-0.0027835-0.0015428i,-0.00046156-0.00048339i,0.0013851-0.00056576i,0.0017116-0.0014318i,0.00021263-0.00024305i
-0.052834-0.10597i,-0.032542-0.12908i,-0.0087599-0.1361i,-0.0055352-0.091473i,0.00053314-0.027979i,0.0055783+0.0017399i,0.001619+0.0062018i,0.0016907+0.0059902i,0.0053233+0.0047242i,0.0064054+0.0037544i,0.0044668+0.00050418i,-0.00058192-0.003014i,-0.0035615-0.0026263i,-0.00091063-0.00027183i,0.0028481+0.00041797i,0.002891+0.00028916i,0.00095285+0.00093864i,0.00050114+0.0017251i,0.0014337+0.0011329i,0.0016236-0.00083488i,0.00054111-0.0018222i,-0.00057165-0.00096299i,-0.00063641+0.0011345i
-0.12159+0.0095037i,-0.14172-0.0089893i,-0.1414-0.027031i,-0.094384-0.016077i,-0.028642-0.0047933i,0.0016185-0.0027831i,0.0054479+0.0033007i,0.0063616+0.0038071i,0.0052691-0.0014224i,0.0036189-0.0052192i,0.0017591-0.0072265i,0.00033343-0.0068184i,0.00050152-0.0045991i,0.0017446-0.0022452i,0.0036193-0.00025976i,0.0035292+0.0011703i,0.0014609+0.002048i,-0.00056851+0.0026084i,-0.00080011+0.0020828i,-0.0010179+0.00011674i,-0.0018662-0.0018531i,-0.0012392-0.0017671i,-3.1678e-05-0.0009966i
-0.028247+0.12313i,-0.043958+0.14048i,-0.058014+0.13501i,-0.036859+0.093006i,-0.0098351+0.031234i,-0.00053156+0.00072285i,0.0028365-0.0021249i,0.001806-0.0045135i,-0.0012928-0.0060949i,-0.0031173-0.0050344i,-0.0046033-0.00053085i,-0.004777+0.0052257i,-0.003351+0.005666i,-0.0020559+0.0012796i,-0.0018141-0.0027295i,-0.0013183-0.002908i,0.00033831-0.0013373i,0.0018389-0.0010276i,0.00090021-0.0011355i,-0.00091115-0.0005193i,-0.001887+0.0014065i,-0.0018291+0.001931i,-0.00074383+0.00044975i
0.10534+0.069423i,0.12252+0.084341i,0.11627+0.091116i,0.083548+0.058024i,0.032071+0.014545i,0.0020496-0.002798i,-0.00194-0.0071723i,-0.0029798-0.0062847i,-0.0035224-0.00099947i,-0.0032016+0.0011023i,-0.003019+0.0010076i,-0.0016275+0.00037617i,-0.0010999-0.00068348i,-0.0013243-0.0011372i,-0.0014658-0.0018959i,-0.001116-0.0025351i,-0.00031258-0.0017485i,0.0006658-0.00047546i,0.0013185+0.00017561i,0.00090019+0.0010031i,0.00070255+0.0018568i,0.00028454+0.0020443i,-0.0011391+0.00070349i
0.10179-0.08019i,0.1204-0.098945i,0.11949-0.092991i,0.077099-0.067846i,0.022657-0.027241i,-0.0016839-0.0025719i,-0.0067654-0.0001006i,-0.0066563+0.0019578i,-0.0025265+0.0044465i,0.0010394+0.0047101i,0.0048671+0.0057612i,0.0081626+0.00445i,0.0073291+0.0022876i,0.0032466+0.0026324i,-0.00011353+0.0036301i,-0.0019242+0.0029598i,-0.003459+0.0004259i,-0.0046073-0.0018601i,-0.0039122-0.001785i,-0.0014559-0.00061841i,0.0010789-0.00074945i,0.0017536-0.0010148i,0.0010461+0.00020703i
-0.041825-0.12019i,-0.06184-0.14232i,-0.06262-0.13822i,-0.051023-0.09146i,-0.026777-0.029042i,-0.010462+0.0028192i,-0.0091968+0.009939i,-0.0044575+0.0093824i,0.0033543+0.0040454i,0.0048709-0.00032783i,0.0027485-0.0034536i,0.00027984-0.0054053i,-0.0012707-0.003284i,-0.00098312-0.00071005i,0.00029184-0.00075006i,0.0013544-7.7467e-05i,0.00068845+0.0014357i,-0.00051394+0.0010285i,-0.00074085+0.00024281i,-0.00036142-0.00022995i,0.00014098-0.0018351i,0.00074706-0.0027428i,0.0014049-0.001216i
-0.1266-0.0012915i,-0.15488+0.014789i,-0.14659+0.021893i,-0.09856+0.025644i,-0.033091+0.017776i,0.0020964+0.0086494i,0.0086409+0.0085273i,0.009713+0.0050725i,0.0071705-0.0013188i,0.0037137-0.0048197i,0.00053195-0.007705i,-0.0023498-0.0088311i,-0.0015128-0.0075638i,0.0012061-0.0051543i,0.0029847-0.0023672i,0.0020479-0.00027238i,-0.00074067+0.001565i,-0.0010875+0.0041707i,3.0828e-05+0.0046979i,-0.00049077+0.0018569i,-0.0018891-0.00069434i,-0.0027188-0.0019021i,-0.0023304-0.0025035i
-0.043004+0.11852i,-0.030581+0.15456i,-0.016804+0.15368i,0.0011534+0.11012i,0.012394+0.045362i,0.012284+0.0082256i,0.012211+0.00045068i,0.0082852-0.0025246i,-0.00029706-0.0031935i,-0.0055434-0.0013804i,-0.0074394+0.0015128i,-0.0069939+0.0052567i,-0.0042677+0.005088i,-0.001883+0.0015885i,-0.00050199-0.0011233i,0.0014021-0.00061776i,0.0022233-0.00036934i,0.0020343-0.0014664i,0.0014358-0.00098454i,0.00014423-0.00052843i,-0.0013538-0.00028788i,-0.0021869+0.00025754i,-0.0019639-0.00040672i
0.099533+0.075878i,0.13997+0.068748i,0.14487+0.047645i,0.10728+0.019059i,0.047559-0.0035211i,0.010382-0.011415i,0.00057951-0.013926i,-0.0035225-0.010859i,-0.0042255-0.00326i,-0.0029834+0.0010125i,-0.0029587+0.0029697i,-0.0029358+0.0040245i,-0.0036526+0.0031525i,-0.003956+0.00086752i,-0.0034498-0.0015531i,-0.0020022-0.0021692i,0.0011532-0.001728i,0.0043243-0.0020258i,0.0041728-0.0025836i,0.0019275-0.00064218i,0.00036148+0.0020814i,-0.00020214+0.0030516i,1.1168e-05+0.0028118i
0.099683-0.066806i,0.10623-0.11185i,0.084618-0.12396i,0.047109-0.097542i,0.011471-0.050255i,-0.0061541-0.019795i,-0.011681-0.01135i,-0.0099229-0.0042203i,-0.0028115+0.0018714i,0.0034305+0.0035577i,0.0084899+0.0048197i,0.011248+0.0031792i,0.0096805+0.0010894i,0.0053713+0.001519i,0.0016692+0.001493i,-0.00091918-0.00046669i,-0.0038322-0.0023235i,-0.0052535-0.0026976i,-0.0037224-0.0019835i,-0.0010012-0.0010498i,0.00091906-0.00057415i,0.0024729-0.00064325i,0.0031128-0.00015327i
-0.028918-0.1125i,-0.074102-0.13179i,-0.097339-0.11321i,-0.084446-0.068746i,-0.048731-0.021716i,-0.023906+0.004054i,-0.016635+0.013616i,-0.007943+0.014031i,0.00019786+0.005277i,0.0019955-0.002422i,0.0015448-0.005956i,0.00013652-0.0062587i,0.0010815-0.0023264i,0.002197+0.00078449i,0.00078251+0.0011354i,-0.00021176+0.00084365i,-0.00040538-0.00047907i,-0.0017121-0.0013687i,-0.0027546-0.0012465i,-0.001323-0.001431i,0.0014115-0.0020311i,0.0027358-0.0028573i,0.0030727-0.0029665i
-0.11161-0.014109i,-0.14207+0.028057i,-0.13108+0.06393i,-0.087367+0.068605i,-0.037046+0.04708i,-0.0085181+0.027623i,0.0022533+0.022637i,0.0059957+0.01457i,0.0041162+0.0022592i,0.00094475-0.0050348i,-0.0020097-0.0092898i,-0.0043355-0.010555i,-0.0040257-0.0096431i,-0.0015105-0.0074945i,0.0007575-0.0040741i,0.00069985+0.0004883i,0.00035472+0.0043464i,0.00069897+0.0063902i,0.0006562+0.0054552i,0.00039325+0.0020217i,-0.00026519-0.0010459i,-0.001387-0.0026306i,-0.0010907-0.0031207i
-0.041862+0.10037i,-0.0093754+0.13989i,0.031438+0.13676i,0.047676+0.095359i,0.039447+0.042023i,0.027756+0.010197i,0.024105-5.3607e-05i,0.017105-0.0045847i,0.0047957-0.0037902i,-0.0039136+0.00073081i,-0.0075505+0.0046549i,-0.0063311+0.0063733i,-0.0040876+0.0041896i,-0.0025335+0.0007314i,-0.00060401-0.00059193i,0.00088726-0.00055395i,0.00068037-8.1535e-05i,0.00076669+0.0010947i,0.0023195+0.0010237i,0.0012576-0.00035185i,-0.0021882-0.0012949i,-0.0037605-0.0015396i,-0.0038611-0.0014984i
0.076933+0.071322i,0.12677+0.048888i,0.14076+0.0046232i,0.10932-0.021399i,0.059144-0.022909i,0.02626-0.016962i,0.012171-0.014537i,0.0032514-0.010476i,-0.00069213-0.0028718i,-0.0018996+0.0022549i,-0.0033974+0.0048899i,-0.0033803+0.0059013i,-0.0034792+0.0064358i,-0.003366+0.005356i,-0.0017721+0.0022197i,0.00085099-0.00055679i,0.0036774-0.0023976i,0.0052379-0.0035135i,0.0040607-0.0043561i,0.0010784-0.002798i,-0.0014141+0.00029448i,-0.0020924+0.0030087i,-0.0018361+0.004949i
0.090076-0.046138i,0.078703-0.10263i,0.036173-0.1318i,0.0014022-0.11292i,-0.011788-0.069079i,-0.016425-0.036243i,-0.020881-0.020579i,-0.017786-0.008333i,-0.0060776-0.0001759i,0.0042571+0.0013833i,0.0099613+0.0010397i,0.011852+0.00013171i,0.0089445-0.00011858i,0.0046666+0.00079512i,0.0013644+0.00080864i,-0.0023341-0.00061634i,-0.0037338-0.000851i,-0.0028728-0.00071851i,-0.0022844-0.00086248i,-0.0019281-7.7561e-05i,-0.00055414+0.0011811i,0.00085031+0.0025555i,0.0019534+0.0030282i
-0.014266-0.090718i,-0.070696-0.097094i,-0.11325-0.062262i,-0.10469-0.024148i,-0.066277-0.0047776i,-0.038269+0.0028734i,-0.024106+0.0098313i,-0.011149+0.010648i,-0.0020063+0.0030583i,0.0016892-0.0022783i,0.0029584-0.0034674i,0.0019422-0.0044015i,0.0025308-0.0038515i,0.0044905-0.0021233i,0.0027844-0.001369i,-0.00065616-0.0011023i,-0.0035263-0.0015768i,-0.0053631-0.0016045i,-0.0046614+4.2239e-05i,-0.0015031+0.00083904i,0.002102-0.00044827i,0.0033337-0.0018889i,0.0030602-0.0021813i
-0.083208-0.016848i,-0.10249+0.037118i,-0.079671+0.093933i,-0.042174+0.10199i,-0.015808+0.072611i,-0.0034472+0.048235i,0.004072+0.036733i,0.0078892+0.023302i,0.0058197+0.0079652i,0.00085035-0.0028574i,-0.0043684-0.0084037i,-0.007417-0.0093153i,-0.0067966-0.0082059i,-0.0047383-0.007009i,-0.0028876-0.0032664i,-0.00034266+0.0015298i,0.0022472+0.0038402i,0.0026599+0.0043211i,0.0019278+0.0039802i,0.002002+0.0018699i,0.0014-0.0013163i,0.00055947-0.0036605i,-0.00028534-0.0041735i
-0.039023+0.071661i,0.0098945+0.10193i,0.073746+0.094544i,0.091034+0.059605i,0.066102+0.028916i,0.041351+0.011893i,0.029185+0.0011971i,0.017968-0.0044755i,0.0075168-0.0032512i,0.0011288-7.5053e-05i,-0.0025856+0.0024544i,-0.0036216+0.0041138i,-0.0038226+0.0024179i,-0.0037325+7.329e-05i,-0.0023178+0.00014463i,-0.00077165+0.0012035i,7.8378e-05+0.0018652i,0.0015555+0.0026724i,0.0024485+0.0025577i,0.0015665+0.0006913i,-0.00038673-0.0014722i,-0.0022894-0.001978i,-0.0030133-0.0013887i
0.045838+0.056206i,0.087203+0.014892i,0.099017-0.050536i,0.0762-0.077913i,0.047935-0.062263i,0.027799-0.043174i,0.013274-0.032837i,0.0046123-0.022015i,0.0009476-0.011123i,-0.002048-0.0025022i,-0.0033448+0.0029771i,-0.0021086+0.005019i,-0.0016912+0.0059935i,-0.0019327+0.0063281i,-0.00019444+0.0041011i,0.0020067+0.00036966i,0.0031227-0.003512i,0.0030726-0.0052897i,0.0022835-0.0047579i,0.0003689-0.0030654i,-0.0012941-0.00052859i,-0.0019355+0.0013172i,-0.0026918+0.0033558i
0.065271-0.021126i,0.03723-0.070917i,-0.022832-0.098051i,-0.056926-0.081842i,-0.049444-0.051632i,-0.035359-0.029244i,-0.029176-0.01053i,-0.019636+0.00045495i,-0.0075541+0.0018985i,0.00029015+0.0002176i,0.0047309-0.001132i,0.0065251-0.0013033i,0.0062415-0.00012932i,0.0053152+0.0011273i,0.0041886+0.00088502i,0.0028982-0.00049502i,0.0013186-0.0011055i,0.00052764-0.0016487i,-0.00057991-0.0014515i,-0.00087686-0.00033932i,0.0005906+0.0010702i,0.0022333+0.0023489i,0.0037096+0.0029492i
0.004187-0.061715i,-0.052766-0.048591i,-0.09951+0.0015565i,-0.095923+0.035816i,-0.065012+0.031531i,-0.041705+0.020719i,-0.026033+0.018337i,-0.014207+0.012837i,-0.0068575+0.0064364i,-0.001232+0.0031645i,0.0010762+0.0012001i,0.0015619+0.0008265i,0.0030897-2.6415e-05i,0.0042573-0.0019525i,0.0025331-0.0026074i,-0.0017759-0.0018689i,-0.0059052-0.00068128i,-0.0087017+0.00079723i,-0.0075116+0.0020831i,-0.0031363+0.0020999i,0.00055379+0.0011969i,0.0026892-0.00077913i,0.0036644-0.0023572i
-0.053833-0.020945i,-0.053275+0.035369i,-0.014976+0.094294i,0.021042+0.10244i,0.024453+0.074113i,0.018217+0.049409i,0.018924+0.032679i,0.01599+0.018728i,0.0077074+0.0098029i,0.0016052+0.0031082i,-0.0007276-0.0026377i,-0.0024524-0.006134i,-0.0027832-0.0078482i,-0.0020121-0.0070441i,-0.0008566-0.0042445i,0.00062529-0.0020105i,0.0013668+4.8943e-05i,0.0013857+0.0020093i,0.001428+0.0027909i,0.001801+0.0024933i,0.0012621+0.00022544i,-0.00013316-0.0032198i,-0.0012528-0.0050487i
-0.034517+0.035715i,0.018819+0.050709i,0.086671+0.034705i,0.10427+0.0069749i,0.076703+0.00043695i,0.050143+0.0028849i,0.032252-0.0015646i,0.019135-0.0026047i,0.013369-0.00061354i,0.0089436-0.00080094i,0.0041486-0.00039763i,0.0019309+0.00041271i,-6.7971e-05+8.5954e-05i,-0.0025389+0.00017921i,-0.0025503+0.0010656i,-0.00035982+0.0024707i,0.0015438+0.0050279i,0.0032285+0.0057988i,0.0036647+0.0034626i,0.0015958+0.00087883i,-0.001239-0.00062548i,-0.0028701-0.0008928i,-0.0035487-0.00029103i
0.016882+0.04555i,0.046733-0.0059934i,0.047866-0.077278i,0.023787-0.10438i,0.012891-0.08498i,0.0094351-0.064068i,-0.00382-0.047569i,-0.009841-0.028344i,-0.0040343-0.014373i,-0.0018349-0.0064274i,-0.0038959-0.0016785i,-0.0057897+0.00088086i,-0.0055016+0.0028326i,-0.0024176+0.0042237i,0.00016913+0.0034808i,0.0011895+0.00035515i,0.0016869-0.0035573i,0.0014545-0.005016i,0.00085298-0.0041397i,-0.00026022-0.003278i,-0.0013861-0.0018817i,-0.0014749+0.00094475i,-0.00086572+0.003839i
0.040212+0.010782i,0.0025066-0.030217i,-0.056943-0.051135i,-0.083759-0.042222i,-0.064498-0.028509i,-0.042947-0.017486i,-0.028765-0.0010759i,-0.013857+0.0051642i,-0.0067819-0.00013178i,-0.0037906-0.0021392i,0.0010678-0.0029242i,0.0032365-0.0040743i,0.0025066-0.002899i,0.0031115-0.0010574i,0.0042059-0.0008691i,0.0042776-0.0022036i,0.0029053-0.0027727i,0.00064437-0.0029353i,-0.0012776-0.0029041i,-0.001211-0.000997i,0.00010011+0.00087588i,0.00090993+0.0011757i,0.0021737+0.0006468i
0.015428-0.059105i,-0.033965-0.026492i,-0.07925+0.034855i,-0.080122+0.080393i,-0.063816+0.076585i,-0.04414+0.057768i,-0.021906+0.041062i,-0.011459+0.022747i,-0.010455+0.0091071i,-0.0093917+0.0066855i,-0.0061961+0.011207i,-0.0015695+0.014615i,0.0024891+0.011248i,0.0020989+0.0051372i,-0.0017501+0.0027085i,-0.0048793+0.002339i,-0.0062338+0.0018815i,-0.0060408+0.0018157i,-0.0039442+0.0020794i,-0.0020825+0.0013156i,-0.0016842+0.00040006i,-0.00080575+0.00047307i,0.0013833-0.00091869i
-0.018807-0.032663i,-0.010317+0.019131i,0.028679+0.064037i,0.058743+0.066905i,0.050055+0.050398i,0.034768+0.03656i,0.030379+0.016568i,0.020426+0.002537i,0.0087139+0.0030077i,0.0030565+0.003449i,0.00010692-0.00072804i,-0.0019037-0.0037748i,-0.0021977-0.0031049i,-0.0019835-0.0021311i,-0.0018369-0.0025806i,-0.0018927-0.0019325i,-0.0014945-0.00052499i,-0.00069453+0.00092457i,8.1851e-05+0.0015714i,0.0014782+0.00042985i,0.002112-0.0013729i,0.00062662-0.0019428i,-0.0027771-0.0011606i
-0.028843-0.0047115i,0.014375+0.0011689i,0.06421-0.026406i,0.077702-0.051612i,0.061666-0.039211i,0.046176-0.019726i,0.030583-0.015942i,0.01694-0.011336i,0.011535-0.0063173i,0.0075186-0.0058076i,0.0051045-0.0047618i,0.0051527-0.0039267i,0.0029224-0.0028886i,-0.0010279-0.0010097i,-0.0024436+0.0015612i,-8.7491e-05+0.003239i,0.0036347+0.0033767i,0.0052707+0.0037569i,0.0047064+0.0030368i,0.0033832+0.0026287i,0.0020456+0.0018267i,0.00032358+0.00036058i,-0.0019696+0.0014515i
-0.011176+0.024131i,0.0056376-0.012536i,-0.0087957-0.059989i,-0.035473-0.073619i,-0.035093-0.057484i,-0.026348-0.042468i,-0.029696-0.027302i,-0.024226-0.01147i,-0.010821-0.0064521i,-0.0062303-0.0060809i,-0.0074483-0.0027952i,-0.0082443+0.0015763i,-0.0068796+0.0033343i,-0.0032465+0.0026578i,-0.0012602+0.0022938i,-0.00084271+0.0020798i,-0.00044257-0.00018332i,0.00023433-0.0021152i,0.00059343-0.0025863i,-0.00063119-0.0027215i,-0.0015257-0.0016541i,-0.0010706+5.7557e-05i,0.00061008+0.002008i
0.013079+0.020265i,-0.015223-0.0024797i,-0.064374-0.0030403i,-0.084579+0.012854i,-0.066538+0.011289i,-0.046516+0.0040642i,-0.030863+0.0090475i,-0.01439+0.0083796i,-0.0072308+0.00017823i,-0.0059687-0.0020604i,-0.0037106-0.0014455i,-0.0012868-0.0023976i,8.5783e-05-0.001909i,0.00099109+0.00044187i,0.0019402+0.0010857i,0.0023998-0.0014316i,0.0012898-0.0038959i,-0.00048467-0.0045669i,-0.0011428-0.0042553i,0.0004559-0.0032063i,0.0010553-0.0013922i,0.00051061-0.00010351i,0.0017314+9.2824e-05i
0.029302-0.0086353i,0.0018572+0.0052259i,-0.0056674+0.045296i,0.0099953+0.070715i,0.011713+0.063671i,0.0036979+0.052645i,0.011562+0.043641i,0.016667+0.027026i,0.0074105+0.012712i,0.0011506+0.0081226i,0.0033837+0.0084075i,0.0059348+0.0089603i,0.0046794+0.0069786i,0.0015104+0.0039783i,-7.5351e-05+0.0020668i,-0.00078057+0.0012581i,-0.002816+0.0016346i,-0.0039575+0.0031538i,-0.0021151+0.0042179i,-0.0010065+0.003478i,-0.00046597+0.001893i,1.7796e-06+0.00010242i,-2.4588e-05-0.0030355i
0.011282-0.026736i,0.014449-0.00034338i,0.04412+0.015852i,0.063205+0.011507i,0.049228+0.0094847i,0.032615+0.011812i,0.023908+0.001813i,0.011127-0.0065992i,0.0024797-0.0032421i,0.0023446-0.0017022i,3.1467e-05-0.0042125i,-0.0028669-0.0049548i,-0.00245-0.0039548i,-0.0017763-0.0032184i,-0.0021792-0.0032753i,-0.002525-0.0023377i,-0.0022229+0.00018784i,-0.0021653+0.0016855i,-0.0020399+0.001133i,-0.0013389-0.00048557i,-0.001537-0.0015444i,-0.0017835-0.00092773i,-0.0028457-7.7477e-05i
-0.019456-0.023745i,-0.0031737-0.019065i,0.010133-0.045547i,0.00654-0.069633i,0.0066252-0.059714i,0.015064-0.04442i,0.0099225-0.040356i,2.1405e-05-0.028549i,0.00069093-0.014238i,0.0030623-0.0090836i,0.0033844-0.0083291i,0.0050672-0.0072981i,0.0052263-0.0048169i,0.003459-0.00094794i,0.001782+0.0013044i,0.0026498+0.0012109i,0.0050192+0.00070521i,0.0060639-0.00049462i,0.0053951-0.0013959i,0.0036476-0.0011689i,0.0025468-0.00071563i,0.00080036-0.00050038i,-0.0016839+0.00095015i
-0.027782+0.0038127i,-0.02069-0.0064413i,-0.038958-0.020498i,-0.053956-0.016009i,-0.041267-0.0078598i,-0.029185-0.0088756i,-0.029715-0.0010535i,-0.021096+0.010425i,-0.0088152+0.0086115i,-0.0066056+0.003867i,-0.0078289+0.0054059i,-0.0077585+0.0071676i,-0.0069607+0.0061866i,-0.0051779+0.0036025i,-0.003121+0.0021479i,-0.0017371+0.0010198i,-0.0013716-0.00079245i,-0.001481-0.0013687i,-0.0012362-0.0014704i,1.5281e-05-0.00077668i,0.00047306+0.00051927i,0.00096141+0.0015277i,0.0031561+0.0016028i
-0.0087486+0.027293i,-0.0075546+0.02236i,-0.018569+0.043194i,-0.021252+0.065806i,-0.019312+0.054973i,-0.023888+0.03412i,-0.022935+0.029912i,-0.012575+0.024002i,-0.0061762+0.011032i,-0.0035245+0.0043407i,-0.0013696+0.0012004i,-0.0011899-0.0026141i,-0.00060493-0.0036344i,0.0012032-0.0021841i,0.0014859-0.001045i,0.00037165-0.0012442i,-0.0011501-0.0029791i,-0.0024485-0.0036623i,-0.00272-0.0025394i,-0.0029868-0.0018018i,-0.0030847-0.0013059i,-0.0013437+0.0002178i,0.00098971-0.00050859i
0.020993+0.015821i,0.01577+0.0098612i,0.026974+0.017353i,0.044904+0.015334i,0.039898+0.0067462i,0.025784+0.012413i,0.028498+0.014763i,0.029327+0.0022339i,0.01825-0.0042502i,0.011162-0.00045945i,0.011764+0.0033525i,0.012684+0.0056963i,0.010863+0.0064099i,0.0068645+0.0052311i,0.0034892+0.0037469i,0.00092512+0.0028781i,-0.00054695+0.002795i,-0.0010074+0.003636i,-0.00055093+0.0031923i,0.00066192+0.0015559i,0.00035937-0.00019311i,-0.00088095-0.0022059i,-0.0026443-0.0036429i
0.025949-0.015343i,0.021243-0.022872i,0.034905-0.041386i,0.041483-0.057429i,0.030596-0.041729i,0.024028-0.015043i,0.022536-0.0093151i,0.013645-0.010023i,0.0060588-0.0056344i,0.0026781-0.0046662i,-0.0029531-0.0058415i,-0.0085395-0.0043037i,-0.008832-0.0026838i,-0.00558-0.0026902i,-0.0032172-0.0025678i,-0.0018286-0.0019133i,-0.0014415-0.00019328i,-0.0011111+0.00093036i,-6.2876e-05+0.0015728i,0.00048738+0.0021916i,0.00033257+0.0014617i,0.0010334+0.0009976i,0.00075101+0.0013927i
0.00066917-0.027792i,-0.013119-0.019578i,-0.033443-0.023811i,-0.05471-0.023512i,-0.048967-0.014502i,-0.026985-0.015945i,-0.022468-0.022738i,-0.026452-0.016574i,-0.019118-0.0066674i,-0.0084393-0.0054572i,-0.0017534-0.0080095i,0.0025179-0.010625i,0.0035849-0.011354i,0.0026849-0.0079913i,0.0028838-0.0040974i,0.0038251-0.0027119i,0.0047373-0.0016789i,0.0049543-0.00086661i,0.0029109-0.001098i,0.00062693-0.0015012i,-0.00024628-0.0013861i,-0.0018189-0.0007274i,-0.0021894+0.0021821i
-0.020545-0.01086i,-0.023821+0.0041818i,-0.042452+0.021521i,-0.052127+0.037588i,-0.035576+0.032952i,-0.021485+0.0145i,-0.02014+0.0092323i,-0.011944+0.012732i,-0.0023853+0.008774i,-0.0033561+0.0060132i,-0.0057316+0.010385i,-0.003848+0.013939i,-0.0016006+0.012891i,-0.00090466+0.0090233i,-0.001484+0.0050415i,-0.0019038+0.002529i,-0.0018131+0.001702i,-0.00066096+0.00089057i,0.00020528+0.0003342i,0.00059938-8.4113e-05i,0.00044914-0.00079783i,0.00039291-0.001509i,0.0017678-0.0017294i
-0.021619+0.013035i,-0.00072351+0.018404i,0.024633+0.034197i,0.053676+0.046234i,0.056131+0.036098i,0.029783+0.025116i,0.013384+0.029642i,0.01506+0.028413i,0.01378+0.016389i,0.0076193+0.0073809i,0.0015543+0.0016157i,-0.0047593-0.0029869i,-0.0072398-0.0045476i,-0.0057188-0.0045077i,-0.0040118-0.0036143i,-0.0028019-0.0018299i,-0.002574-0.0018553i,-0.002889-0.0016174i,-0.0023898+0.00014297i,-0.00094241-0.00025293i,7.5774e-05-0.00053677i,0.00036181+0.00074635i,0.001047-8.2453e-05i
0.0057455+0.022613i,0.021126+0.008001i,0.043298-0.003184i,0.054327-0.017573i,0.037583-0.024857i,0.018324-0.013743i,0.015395-0.006265i,0.012918-0.011855i,0.0058325-0.013005i,0.0052087-0.0066765i,0.011192-0.0026931i,0.016927-0.0021288i,0.01643-0.0023407i,0.01203-0.0021072i,0.0079129-0.00038133i,0.0044559+0.00077363i,0.0026774+0.0017262i,0.0019736+0.0023548i,0.0012011+0.0012254i,0.00021153+0.0012817i,-0.00095729+0.0017255i,-0.0027946+0.00098929i,-0.0045791-0.00025464i
0.01974+0.0088711i,0.0035574-0.012514i,-0.015009-0.044189i,-0.035646-0.070891i,-0.042373-0.061167i,-0.024531-0.032734i,-0.0049057-0.023135i,-0.0020571-0.022664i,-0.004294-0.015604i,-0.0050561-0.008744i,-0.0085829-0.0037288i,-0.011715+0.0019251i,-0.0092089+0.0048302i,-0.0051471+0.0049276i,-0.0034822+0.0040194i,-0.0024742+0.0023273i,-0.001681+0.0018847i,-0.0010797+0.0019513i,0.00015295+0.0015514i,0.001179+0.00017414i,0.0013806-0.00096722i,0.0014623-0.0014241i,0.0012587-0.0012273i
0.018901-0.016255i,-0.002783-0.01624i,-0.026054-0.01193i,-0.042505+0.0035384i,-0.036098+0.019429i,-0.019194+0.017024i,-0.017169+0.0087065i,-0.020441+0.01057i,-0.013406+0.011732i,-0.0049121+0.0039547i,-0.002586-0.0064679i,-0.0030376-0.013505i,-0.0039535-0.014163i,-0.0040298-0.0098969i,-0.0026489-0.0066643i,-0.0017653-0.0056645i,-0.00043216-0.0040355i,0.0010244-0.0027102i,0.00071197-0.0021551i,7.0892e-05-0.0016296i,0.00088101-0.0010819i,0.0022091+0.00043942i,0.0028695+0.0021857i
-0.0002793-0.02107i,-0.0035461+0.0065934i,-0.0042343+0.044998i,-0.00020485+0.078665i,0.010268+0.078224i,0.010577+0.049917i,0.00041847+0.028897i,-0.0023274+0.022688i,0.0011966+0.016672i,0.0019099+0.012805i,0.0039488+0.015363i,0.0078289+0.017524i,0.0086293+0.013953i,0.0074415+0.0067221i,0.0053408+0.0022857i,0.0030342+0.0019811i,0.0016704+0.0028422i,0.00090745+0.0028349i,0.0002798+0.0016383i,-0.00099755+0.0002031i,-0.0018346-0.00030599i,-0.0024838-0.00097414i,-0.0025962-0.00185i
-0.019857-0.011701i,-0.0069747-0.0040946i,0.012213-0.0052929i,0.036117-0.014492i,0.043919-0.025907i,0.029376-0.024207i,0.021586-0.008967i,0.025702-0.0010437i,0.021181-0.0053476i,0.0076181-0.0084145i,-0.0042875-0.0065434i,-0.010984-0.0033594i,-0.010939+0.00015561i,-0.0072574+0.0012659i,-0.0056587+0.00034923i,-0.0051673-0.00026013i,-0.0037229-0.001111i,-0.0033593-0.0016031i,-0.0022805-0.0014458i,-0.0012129-0.0016781i,-0.00091984-0.001798i,-0.00032165-0.0014136i,-0.00011083-0.0020988i
