0.0012382-0.00075481i,0.00070466-0.0024314i,-0.00066823-0.0025581i,-0.0016151-0.00077157i,-0.0022359+0.0013621i,-0.0017068+0.0020745i,0.00037846+0.0020161i,0.0017744+0.0018849i,0.0016793+0.00081203i,0.00077338-0.00033892i,7.2018e-05-0.00053001i,-0.00013373-0.00066619i,0.00025706-0.00062588i,0.00018473-0.00030496i,-0.00065534-0.00028854i,-0.00071422+0.0002901i,-0.00010994+0.0005695i,0.00059582+0.0001327i,0.00079839-0.00030423i,0.00074477-0.00068379i,0.0013084-0.00042182i,0.001109-0.0002456i,0.00046247-0.00026204i
0.0011878-0.0013958i,-0.00021252-0.0021548i,-0.00056328-0.0020858i,-0.0005229-0.00025323i,-0.00012233+0.00066719i,0.00028024+0.00095704i,0.00037126+0.00082367i,0.00058118+0.00030477i,0.00017245+0.00018569i,-0.00030299+0.00031476i,-0.00058909+7.2061e-05i,-0.00025621-0.00039769i,-0.00026652-0.00012915i,-2.944e-06-0.00070033i,0.00036949-0.00096716i,0.00041183-0.00069141i,-9.6423e-05-0.00015971i,-0.00027301+0.00043117i,-0.00010219-3.9387e-05i,0.00042187+9.7494e-05i,0.00058726+0.0006765i,6.8448e-05+0.00087708i,0.00012552+0.00028885i
0.0054408-0.00098835i,0.0060294-0.00094319i,0.0040861-0.0015048i,0.00097183-0.00067823i,-0.0004986+6.8663e-05i,-3.8053e-05+0.001782i,0.00043129+0.0025809i,0.0011283+0.0015629i,0.0011126+0.0006215i,0.00032703-0.00022966i,-8.2474e-06-5.6812e-05i,-0.00044414+0.00092996i,-0.0011445+0.0010187i,-0.0012232+0.00083559i,-0.00078278+0.00072842i,-0.00028425+0.00039371i,0.0001332-0.00039503i,0.00061607-5.8094e-05i,0.00026013+0.001321i,-0.00063727+0.0018182i,3.8704e-05+0.0012363i,0.00050816+0.00018047i,-2.7994e-05-0.00071695i
0.00073031-0.0019535i,-0.0003253-0.0022217i,-0.0019559-0.0024859i,-0.0025814-0.0025111i,-0.0018679-0.0011679i,-0.0013957-5.4325e-05i,-0.00062279+9.3847e-05i,0.00030612+3.0924e-05i,-5.9562e-05-7.7999e-05i,-0.00080871-0.00010888i,-0.001217+1.6432e-05i,-0.0004246+3.9599e-05i,0.00020571+0.00029395i,-1.0705e-05+0.00036124i,-0.00018339+0.00015871i,-0.00038626+8.5832e-05i,-0.00053802-0.00028193i,-0.00050132-0.00034325i,2.935e-05-4.2262e-05i,0.0006928+0.00031559i,0.00025288+0.00034445i,-0.00013031-2.7003e-05i,0.00024555-9.3072e-05i
5.2187e-05-0.0014945i,3.8978e-05-0.0014745i,0.0011447-0.0010901i,0.00071507-0.00090262i,-3.6168e-05-0.0008408i,0.00084366+0.0005061i,0.0020883+0.0015751i,0.0018475+0.00067304i,0.00097974+6.4826e-05i,6.0909e-05+0.00048191i,-0.00035907+0.00068084i,-0.00052564-0.0001681i,-0.00033767-0.0001488i,0.00018054+0.00019454i,0.00064128+0.00017707i,0.00055254+0.0006705i,-4.2069e-06+0.00042967i,-0.00041592-0.00010601i,-0.00014653+0.00019725i,-2.4724e-05+0.00065708i,4.5824e-05+0.00023648i,7.4369e-05-0.00022119i,0.00012501-0.00024621i
4.2462e-05-0.00018209i,-0.00035336+0.00041155i,-0.00018085+0.00084518i,0.00070984+0.00020522i,0.00033624+8.8551e-05i,-0.0008182+0.00057586i,-0.0009016+0.00084853i,-0.00044736+0.00067495i,0.00034179+3.7168e-05i,0.00043847-0.00038003i,-0.00011521-0.00040789i,-0.00020739-0.00018599i,-1.5635e-05-0.00055275i,0.00010709-0.0012102i,-2.0512e-05-0.0013625i,0.00057987-0.0010886i,0.00051432-0.00096465i,-0.00037244-0.00021252i,-0.00010949+0.00041723i,0.00015426+2.3924e-05i,6.8866e-05+6.0703e-05i,0.00026818+0.00019998i,-0.00013024-0.00034251i
0.00025385-0.0035978i,-0.00022152-0.0046042i,-0.0019017-0.0042923i,-0.0027561-0.0023261i,-0.0016653-0.00027566i,-0.00011588+0.00096236i,0.0012929+0.0011323i,0.0017435+0.000879i,0.00092609+0.00066379i,0.00018323+0.00018891i,-0.00010166+0.00043164i,-0.00012453+0.00027194i,-2.715e-05+0.00039998i,-5.7127e-05+0.00016731i,-0.00014188-0.00036474i,0.0003541+0.00024323i,0.00046135+0.00072644i,0.00040532+0.0005545i,0.00023113+0.00045736i,-0.00021684-2.0214e-05i,0.00024059-0.00030866i,0.00091849-0.00029558i,0.00050144-0.00023762i
0.00065749-0.00012447i,-0.0005642-4.7496e-05i,-0.00054921-0.00049754i,5.6971e-05-0.00072815i,0.00048719-0.00068303i,-0.00097997+0.00032749i,-0.0018759+0.00047079i,-0.0012419+0.0002301i,-0.0010273+0.0005306i,-0.00082601+0.00033725i,-0.00052689+0.00014727i,-0.00018118+0.00013208i,-0.00025124-0.00027592i,-0.00048429-0.00067725i,-0.0010138-0.00022149i,-0.0006434-2.4911e-05i,9.5802e-05-0.00013484i,-0.00042444-0.00013892i,-0.00056065-0.00019134i,-0.00023095+0.00023233i,-0.00025507+0.00066736i,-0.00030663+0.00094812i,-0.0001184+0.00032261i
0.00056885+0.00054595i,0.001637-0.001319i,0.0015065-0.0019726i,0.0006386-0.00048466i,0.00040619-2.8746e-05i,-0.00044751+0.00030755i,-0.00044225+0.0014896i,0.0012079+0.0017972i,0.0013956+0.00093371i,0.00079707+0.00056544i,0.00046675+0.00022309i,0.00051991-0.0010931i,0.00045797-0.0010959i,0.00031703-0.00043699i,0.00024893-0.00022546i,8.2629e-07-0.00011139i,0.00011323-0.00025735i,0.00067169-0.00037661i,0.00057038+0.00010428i,0.00075351+0.00023443i,0.00087998+9.6637e-06i,0.0002839+0.00022495i,-0.00053303+0.000389i
0.0020694+0.0019881i,0.0030482+0.0012872i,0.0031081+0.000578i,0.0025629+0.00012098i,0.0016967-0.00057911i,2.8306e-05+0.00016001i,-0.00095391+0.0018118i,-0.00052719+0.0017891i,0.00025199+0.00092369i,0.00056855-0.00044477i,0.00084392-0.0017348i,0.00040644-0.0016192i,-0.00077983-0.0015007i,-0.00068373-0.0008334i,-0.00051021-0.00014076i,-0.00070758-0.0002646i,-0.00018254-0.00030343i,-0.00038892+0.00015181i,-0.00080794+0.00041766i,-0.00090706-2.9629e-05i,-0.0005225+0.00011573i,0.00020479+0.00051809i,0.00062564+0.00030787i
0.0027934+0.00053024i,0.0033003-0.001247i,0.002396-0.0018651i,0.00066801-0.00099914i,0.0005339-0.00062978i,0.0012284-4.6859e-05i,0.0013381+0.00024012i,0.00068606-2.8719e-05i,0.00092682-0.00092552i,0.0010025-0.0014765i,-0.00029084-0.00086842i,-0.0013205-0.00044669i,-0.0011403-0.0011391i,-0.00040553-0.0010459i,-0.00025525-0.00065611i,-0.00044244-8.5446e-05i,-0.00038387+0.00056417i,-3.1474e-05+0.00048387i,-0.00041006+0.00065102i,-0.00070215+0.001101i,-0.00026436+0.00011646i,-0.00042064-0.00061407i,-0.00063282-0.00024116i
0.0047795-0.0016872i,0.0042631-0.003858i,0.0029339-0.0059395i,0.00032795-0.0052333i,-0.0016514-0.0032269i,-0.0025408-0.0010452i,-0.0012432+5.2385e-06i,-8.7495e-05+1.9604e-05i,0.00050709-0.00023877i,0.00084605-0.00060379i,0.0003837-0.00025676i,-0.0005516-0.00015301i,-0.0014927+0.00078591i,-0.0023412+0.001895i,-0.002292+0.0018821i,-0.0017012+0.0013855i,-0.00087695+3.5107e-05i,0.00022596-0.00029947i,0.00048331+0.00030498i,0.00038048+0.00013474i,0.00095618+4.4039e-05i,0.0012139-0.00027024i,0.0002355+7.188e-07i
-0.0079422-0.0026582i,-0.0074325-2.5777e-05i,-0.0074267+0.0049728i,-0.0038139+0.0065356i,0.0003462+0.0064549i,0.0038747+0.0032986i,0.0037585+6.6255e-05i,0.0017479-0.00057507i,-0.00046913-0.00014773i,-0.00047199+0.0017474i,0.0018448+0.0019174i,0.0027697+0.00012469i,0.0032265-0.001289i,0.0045238-0.002509i,0.0049872-0.003315i,0.002595-0.0022782i,0.0001953-0.00061009i,-0.00075569-0.00076353i,-0.0013116-0.0011345i,-0.002686-0.0013837i,-0.003594-0.0010822i,-0.0021894-0.0005536i,0.000263-0.00025252i
-0.0011057-0.00085462i,-0.0016577-0.0010792i,-0.0029405-0.00021991i,-0.0023605+0.00074141i,-0.0011531+0.0011557i,-0.0014508+0.0008759i,-0.0016198+0.00071115i,-0.00092905+0.00088529i,-0.0002141+0.00065733i,0.00050436+0.00065283i,0.0013042-0.00018876i,0.0010534-0.00044104i,0.0001971-0.0001132i,0.0008206-0.00045664i,0.0018739-0.00039283i,0.0016182-0.00051012i,0.0010603-0.0011538i,0.00026504-0.0013051i,-0.00045486-0.00060771i,-0.00079786+3.3102e-06i,-0.00061774+0.00016975i,2.0927e-05+0.00076875i,0.00098926+0.0010842i
0.0007862+4.4615e-05i,0.0004406+0.00058261i,-6.0431e-05+0.0014835i,0.00081684+0.00079459i,0.0018649+0.00021671i,0.0019008+0.00034581i,0.00061271+0.00095898i,0.00033095+0.0014927i,0.00082527+0.0013196i,0.00047534+0.00028688i,0.00032406-0.00020197i,0.00065646+0.00019562i,0.00016224-0.00092669i,-0.0002058-0.0022766i,3.1563e-05-0.0021608i,0.00016066-0.0013804i,0.00061735-0.00057753i,0.00089975-0.00067588i,0.00013802-0.0013204i,1.4926e-05-0.00075168i,0.00053735+0.00024905i,0.001007+0.0010658i,0.0012373+0.0011534i
0.0016169-0.00049028i,0.0020061-0.0022422i,0.0018515-0.0025825i,0.0014805-0.001234i,0.00093233+0.00048361i,0.00051505+0.0012347i,6.7307e-05+0.00074124i,0.00038117+0.00035856i,0.00026335+0.00016642i,-0.00070413-0.00024644i,-0.00047177-0.00090319i,0.00052359-0.0010772i,0.0003602-0.0005631i,-0.00046005+0.00040629i,-0.00088281+0.00041693i,-4.518e-05-0.00038405i,0.00016684-0.00031823i,0.00015828-0.00042487i,0.00079688-0.00081716i,0.00057263-0.00031097i,-0.00016364+0.00058888i,-0.0007277+0.00060335i,-0.00050608-4.9889e-05i
-0.0020271+0.0010886i,-0.0018611+0.0019446i,-0.0019188+0.0025375i,-0.00066314+0.0021962i,0.0012591+0.0015792i,0.0021106+0.0010021i,0.0017191+0.00079053i,0.0011475+0.00021999i,0.0011109+0.00027356i,0.00082758+0.00036613i,0.00037366-0.00062589i,-0.00012908-0.00080853i,-0.00024091-0.00048893i,-2.7834e-05-0.00082325i,0.00041992-0.0012838i,-2.3019e-05-0.0012084i,-0.00017876-0.0006015i,0.00023313-0.00057216i,0.00012431+4.3896e-05i,-0.00024553+0.001164i,-0.00022335+0.0014657i,-0.00011342+0.00069962i,-2.9755e-06+9.7697e-05i
0.00021538-0.0018518i,-0.00013053-0.0016094i,-0.00053524-0.0013512i,-0.00051571-0.0016459i,-0.00037908-0.0004848i,-9.3076e-05+0.00082175i,0.00071326+0.00091527i,0.00018969+0.00096038i,-3.065e-05+0.00046998i,0.0003183-3.4954e-05i,1.0905e-05+0.000312i,-0.00082916+0.00018658i,-0.00097818-0.00045187i,8.3638e-05+8.0273e-07i,0.00026789+0.00037017i,-0.00043907-0.00024131i,-0.00066035+0.00011637i,-0.00087241+0.00056597i,-0.0002297-0.00017152i,-7.2813e-05-0.0010694i,-0.00064592-0.00075645i,-0.00056311-6.5668e-05i,0.00011294-0.00037307i
7.2753e-05+0.00019931i,0.00032676-0.00035887i,0.00069764-0.00056962i,0.001651-0.00064055i,0.0019408-0.00075765i,0.0009306+0.00076122i,0.00073222+0.002149i,0.00066768+0.0014173i,0.00045259+0.00063165i,0.00070288+0.00041717i,0.00039097+2.528e-05i,-0.00044505-0.00036734i,-4.9929e-05-0.00031069i,-3.1381e-05-8.3362e-05i,-0.00067043-0.0003708i,-0.0004089-0.00043605i,-6.1626e-05-0.00014206i,-0.00019436+0.00042969i,-0.00010806+0.00072749i,-0.00013049+0.00017523i,-0.00024645-0.00046806i,0.00024058-0.00082203i,0.00022836-0.00082146i
0.0011648-0.0016495i,0.0012084-0.0015441i,0.00095597-0.0011328i,0.00075492-0.00012168i,0.00054335+0.00045222i,0.00041177+0.0013946i,-1.3793e-05+0.0022354i,4.6317e-05+0.0012779i,0.00012994+0.00032212i,-9.6755e-05-0.00054595i,-5.7745e-05-0.0007727i,-0.0004511+0.00021155i,-0.00058826+0.00084229i,0.00034313+0.00026105i,0.00050171-0.00086498i,0.00019143-0.0012366i,0.00073127-0.00062374i,0.0010602-0.00021976i,0.000795+0.00040807i,0.0003851+0.00033066i,0.00026593-0.00048175i,0.00062624-0.000379i,3.265e-05+0.00023621i
0.002294-0.0016614i,0.0020135-0.0017746i,0.00039408-0.00084682i,-0.00042423-0.00045701i,0.00035813-0.00044871i,0.0012354+0.00080908i,0.0013144+0.0013932i,0.00088161+0.0011622i,0.00048032+0.00092922i,0.00010544+1.8719e-05i,0.00018731-0.0004738i,0.00080491-0.00047663i,0.00095542-0.00083528i,0.00076821-0.0010559i,0.00051098-0.0010321i,0.00010614-0.00051425i,-7.5372e-05+0.00014866i,-0.00016532+0.00033716i,2.7642e-05+0.00018645i,0.00038871-6.712e-05i,-2.8074e-06+0.00020897i,-0.00042152+0.00030439i,0.00031408+4.5993e-06i
0.0013505+0.00020683i,0.00093993-0.00023556i,0.00071763-0.00027469i,0.001022-0.00015601i,0.0010785-0.00044303i,0.00070595-6.1469e-05i,-6.1392e-05+0.0010701i,-0.00048954+0.00098083i,-0.00014864+0.00076139i,0.0004542+0.0010379i,0.00045197+0.00095242i,-0.00053144+0.00048417i,-0.0010759-5.3214e-05i,-0.00084071-8.1345e-05i,0.00039257+0.00051578i,0.00099453+0.0010348i,0.00023725+0.00046474i,-0.00012071+2.1876e-05i,0.00016589+0.00029877i,0.00045778+0.0003044i,-6.9851e-05-8.234e-05i,-0.00052368-0.00051827i,-7.1695e-05-0.00045395i
0.00092947+0.0013508i,0.00011015+0.00095271i,-0.00059806+0.00031983i,0.00036506+0.00021429i,0.00115+0.00039995i,0.00101+0.0012054i,0.00056162+0.0015448i,0.00053624+0.00019039i,0.00068074-0.00034469i,0.00085526-0.00027531i,0.00098577-0.0015353i,0.00017301-0.0018373i,-0.00035448-0.00038642i,-0.0005342+0.0001659i,-0.00070836-0.00032515i,-0.00035184-0.00068689i,-0.00042526-0.0010537i,-0.00046163-0.00096102i,-6.7267e-06-0.00079046i,0.00053129-0.0004844i,0.00042841-0.00011074i,3.047e-05-0.00043738i,-0.00030887-0.00080397i
-0.0022454+0.0022283i,-0.0012215+0.0018089i,-0.0003412+0.0020441i,0.00025576+0.0022876i,0.0014052+0.0023202i,0.0018505+0.001346i,0.0014898+0.0011806i,0.00097219+0.0014843i,0.0006179+0.00070797i,0.00025131-1.0419e-05i,0.00084677-0.0004894i,0.0012758-0.00055896i,4.5564e-05-0.00043065i,0.00025515-0.00075327i,0.00046144-0.0011644i,0.00030898-0.0010223i,0.00097654-0.00015091i,0.00029121+0.00024623i,-0.00019252+0.00067142i,-0.00032559+0.00028778i,-0.00030378-0.00019731i,-2.8352e-05-0.00053677i,0.00070235-0.00011568i
0.00021951-0.00075779i,-0.00092484-0.0012754i,-0.0011238-0.00066967i,-0.00059337-3.6175e-05i,-0.00054213+0.00012908i,-0.00037241+0.00039204i,-5.6378e-05+0.00094302i,0.00043817+0.0011161i,5.7302e-05+0.00050406i,-0.00018949+0.00053775i,0.00011055+2.145e-05i,0.00027498-0.00029763i,-1.6145e-05-0.00024617i,-0.00026329-0.00012447i,0.00026015-0.00028881i,8.9116e-05-0.00051695i,-0.00024991-0.00048885i,0.00035009-0.00042682i,0.00043261-0.00055962i,0.00073392-0.00066279i,0.0012788-0.00015193i,0.00081621+0.00018861i,-1.9747e-05-0.00061344i
0.0014447-0.00076938i,0.0017831-0.0020758i,0.001635-0.003172i,0.00096376-0.0033261i,0.00092127-0.0019452i,0.00099657-0.00025514i,0.0007597+0.00079806i,0.00031969+0.00039912i,0.00034771-0.00017101i,0.00062712-0.00011615i,0.00089481-3.5659e-05i,0.00058078+0.00029161i,-2.1527e-06-0.00048349i,-0.00036421-0.00098545i,-0.00070706-0.00046448i,-0.00050699-0.00017516i,-0.00020505+0.00012621i,0.00018796-2.619e-05i,0.0010376-0.00027124i,0.00099019+1.7165e-05i,0.0002558+0.00037174i,3.4894e-05+0.00050561i,0.00026671+4.5645e-05i
0.00074428-0.0013082i,0.0016943-0.00085432i,0.0010733-0.00024459i,0.0010003+0.00038341i,0.0015335+0.0012585i,0.0016213+0.001726i,0.0018925+0.0017274i,0.0014023+0.00039118i,0.00055835-0.00062102i,0.00032747+0.0002505i,0.00034106+0.00055381i,-0.00061542+0.0001818i,9.4353e-05+0.00010426i,0.001203-0.00020611i,0.00095976-0.0005513i,0.00051763-0.00034658i,0.00042991-0.00032659i,0.00082127-0.0005619i,0.00070487+8.9904e-05i,0.00049268+0.00065424i,0.00066405+0.00023685i,-6.0676e-05+0.00080248i,-0.00045597+0.00057682i
-0.00060648+0.00017172i,-0.00020958+0.0009086i,-8.1709e-05+0.0017249i,-0.00022371+0.0014093i,6.579e-05+0.00095043i,0.00014803+0.00062327i,0.00072362+0.00067281i,0.00098635+0.00056574i,0.00053269+0.00012256i,0.0003722+0.00012468i,0.00046456+3.973e-05i,-3.2918e-05-0.00013279i,-0.00064761-0.00070155i,-4.3066e-05-0.0011793i,7.5828e-05-0.0014559i,-6.3648e-06-0.0013703i,0.00027676-0.00038327i,0.00022493+3.1757e-05i,0.00025183-2.9003e-06i,-3.9083e-05+0.00019763i,0.00029688+0.00045924i,0.00090331+0.00076757i,0.00067252-3.0664e-05i
0.0012266+0.0016232i,0.0020848+0.0012931i,0.0014519+0.001324i,0.00075678+0.00038737i,0.0012917-6.1651e-05i,0.0015127+0.00013557i,0.0010052+0.00070053i,0.00090201+0.00089049i,0.00076492+0.00073599i,0.00026072+2.1525e-05i,0.00016311-0.00065138i,-2.5906e-05-0.00075083i,3.646e-05-0.00098318i,-0.00010606-0.00071256i,-0.0001466-9.6117e-05i,0.00050739-0.00012743i,8.1371e-05+0.00011505i,-0.00028031-0.00014119i,7.9585e-05-0.00054162i,-0.00010841-0.00069792i,-0.00022036-0.00025319i,4.8293e-05+0.00017776i,0.00036332+1.7011e-05i
-0.0014059+0.0011491i,-0.0012762+0.00050782i,-0.0026005+0.00066381i,-0.0022621+0.00091661i,-0.00033625+0.0011642i,0.0002952+0.0020142i,0.00046063+0.0024449i,0.00054293+0.0016985i,-0.00038307+0.00082305i,-0.0012156+8.788e-05i,-0.0010919-0.00039488i,-0.00065522-0.00028252i,-0.00037095-0.00034848i,0.00035043-0.00028631i,0.0011094-0.00048772i,0.0011674-0.00061595i,0.001029-0.00018067i,0.00084299-0.00032245i,-0.0001919-0.00070664i,-0.0015492-0.00045468i,-0.0014152+0.00059778i,-0.00063695+0.0013012i,0.00022328+0.00030245i
0.00098218+0.0013243i,0.00062614+0.00062931i,0.0010075-0.0005693i,0.001288-0.0002148i,0.0010168+0.00043371i,0.00039397+0.00066269i,-0.00063919+0.0010627i,0.00020765+0.00080513i,0.0010441+0.00021674i,0.00060514-0.00028265i,0.00049095-0.00093468i,0.000167-0.000572i,-7.8252e-05-3.7776e-06i,8.9672e-06+0.00033256i,-8.9978e-05+0.00030845i,0.00023808+0.00023673i,-2.3758e-05+0.00028347i,-0.0010332+0.00044363i,-0.00080911+0.00019324i,-0.00048813+0.0002294i,-0.00088029+0.0003227i,-0.00090152+0.00013589i,-0.00029388+0.00018159i
0.0007554-0.0012451i,0.00091304-0.0018478i,0.0010816-0.00092158i,7.5163e-05+0.00041794i,-0.00014879+0.00039851i,0.0012588+5.8321e-05i,0.00090748-0.00023227i,0.00033346+8.2678e-05i,0.00045645+0.00010783i,-0.00023276+0.0001589i,-0.00065923+0.00051352i,-0.00051717-0.00010154i,-2.9485e-06-0.00059521i,0.00028248-0.00065281i,0.00026878-0.00061782i,0.00022399-2.6564e-05i,-0.00025427+4.9269e-05i,-0.00060555+0.00062463i,-0.00066837+0.0013379i,4.6658e-05+0.00046473i,0.00058428-0.00025675i,0.00011641-0.00050658i,0.00013877-0.00038384i
1.0539e-05-0.00040256i,0.0014556-0.0023849i,0.0013239-0.0028065i,0.0011341-0.00092554i,0.0012756+9.1683e-05i,0.00034403+0.00035293i,-0.00033111+0.00026227i,0.00059461-1.5151e-05i,0.0012937+0.00030982i,0.00055807+0.00079254i,-1.1066e-06+0.00082525i,0.00075291+0.00070797i,0.0010077+0.00020618i,0.00062697-0.00067918i,0.00052754-0.00045317i,-2.8265e-05-3.5577e-05i,0.00024712+0.00034705i,0.00028514+0.00037769i,-0.00012477+0.00017585i,5.5132e-06+9.3178e-05i,-9.7529e-05+0.0001792i,0.00017704+0.00039409i,0.00032893-0.00020734i
-0.0017731+0.00026888i,-0.00017198+0.00023683i,0.00042719+0.0011217i,0.00070329+0.0023248i,0.00069817+0.0020328i,0.00015459+0.00070067i,0.00037653+0.00081775i,0.00097751+0.00089629i,0.00067795+0.0004087i,-0.00025272+0.00020236i,-0.00039639-0.0007389i,0.00024367-0.00090477i,0.00063846+0.00010366i,0.00060196+0.00043499i,0.00021811-0.00040297i,-0.00054231-0.00082527i,-0.0012062-0.00011377i,-0.0013571-1.2946e-05i,-0.00049527-1.9358e-05i,-0.00020744+0.00062859i,-0.00088804+0.0003815i,-0.00056703-0.00023187i,0.00016071+1.8993e-05i
-0.00025282+3.0752e-05i,-3.6476e-05-0.0010424i,-0.00043976-0.0016034i,-0.0008729-0.0014146i,-0.00023295-0.0009716i,0.00034331+2.2205e-06i,-0.00019777+0.0006903i,-0.00058163+0.00066696i,-0.00024196+0.00063292i,-0.00024689-5.6159e-05i,0.00027556-0.00036218i,0.00032176-0.0002497i,-3.1645e-05-0.00018019i,0.00021743-0.00044561i,0.00064659-0.00095097i,0.00078568-0.00040245i,5.6048e-06-0.0001508i,-0.00029012-0.00015364i,-0.00023383-6.7489e-05i,-0.00053819-0.00032078i,-0.00043139-0.0007256i,0.0002274-0.0007613i,0.00080322-0.00054177i
0.0010028+0.00038606i,0.0013256-5.5955e-05i,0.0012335-0.001136i,0.00047154-0.001312i,-0.00036847-0.00051127i,-0.00040371+0.00026458i,-4.8899e-05+0.00049871i,-0.00048735+0.00036005i,-0.00056155+0.00030879i,-0.00036437+0.0008564i,-0.0003614+0.0011071i,0.00031961+0.00073119i,0.00063295-4.8292e-05i,-0.00045053-0.00059583i,-0.00060386-0.00020744i,0.00012922+0.00037063i,-0.00031841+0.00048781i,-0.00035922+0.00017784i,0.00012537-5.2434e-05i,0.00035487-0.00024074i,0.00018429-0.00028406i,0.00057808+0.00040202i,0.00097977+0.00075505i
0.00025838+0.00043457i,0.00069527+0.00086432i,0.0011286+0.001183i,0.0018365+0.0021683i,0.0013876+0.0024106i,0.00097352+0.0012694i,0.0005538+0.00099658i,0.00057804+0.00058091i,0.00068992-0.00016406i,0.00046476-0.00057194i,0.00034853-0.001014i,0.00060699-0.0011362i,0.00086712-0.0013494i,0.00058575-0.00077162i,0.00068564-0.00048798i,0.00097844-0.00054916i,0.00080545+0.00013547i,0.00021769+0.00030708i,0.00052839-0.00017021i,0.0010781-0.00054887i,0.00087942+0.00019074i,0.00024619+0.0010971i,9.5735e-05+0.0010312i
0.00097197-0.001018i,0.00099377-0.001063i,-0.00011383-4.2232e-05i,-0.00080458+0.00038603i,-0.0002984+0.00055294i,-7.4319e-05+0.00067747i,9.5677e-05+0.00098572i,0.0006139+0.00047479i,0.00065696-0.0010605i,-0.00029279-0.00099338i,-0.00033975-0.00034743i,-0.00036967-7.2567e-05i,-0.00070759-0.00014798i,-0.00066102-0.00070099i,-0.0002499-0.0010782i,0.00023943-0.00045507i,0.0006244+0.00065318i,0.00084151+0.00069165i,0.00090348+0.00064449i,0.00066529+0.00067885i,0.0004141+0.00049779i,0.00017585+0.0004724i,-7.0999e-05-0.00071809i
-0.0015451-0.0010637i,-0.0020926-0.0012544i,-0.0032317-0.0012463i,-0.0024247+0.00032182i,-0.0003724+0.0014215i,0.0011761+0.0010594i,0.0013218+0.00098351i,0.00075755+0.0012341i,0.00055862+0.00049027i,0.0003486-0.00030281i,0.00064584-0.00015173i,0.00065773-3.0044e-05i,-0.0001403+9.2765e-05i,-5.7115e-05-0.00011799i,0.0010328-0.00079993i,0.0010924-0.00087211i,0.00063311-0.00048922i,-0.00029488-0.00033962i,-0.00095793-0.00062667i,-0.00026833-5.0528e-05i,-0.0006335+0.00071284i,-0.001023+0.00063981i,-0.00041895+0.0005295i
0.003162+0.00012382i,0.0024639-0.0015672i,0.002283-0.0027203i,0.0015009-0.0021554i,-0.00031035-0.0012856i,-0.00060696-0.0011489i,0.00039051-0.0003613i,0.00045433+0.0002485i,0.00081269-0.00018281i,0.0011916-0.00071853i,0.00089697-0.00063523i,-0.00029325+6.1225e-05i,-0.0016497+0.00067757i,-0.0019043+0.00061363i,-0.0012673-4.6887e-05i,-0.00022364+0.00032575i,0.00051463+1.4268e-05i,0.00082669-0.00025359i,0.00034876+0.00056884i,0.00036576+0.00095424i,0.00080733+0.00078119i,0.00047974+0.00028959i,0.00021648+0.00021047i
0.0018242-0.00028098i,0.0010399-0.0013583i,0.00061695-0.0018492i,5.9306e-05-0.0013867i,-5.634e-05-9.1583e-05i,0.00053027+0.0013345i,0.00041581+0.0011556i,0.00042846+0.00050069i,0.00070327-0.00023431i,0.00049033-0.00074621i,0.00017377-0.0012495i,-3.1985e-05-0.001191i,6.5945e-05-0.00016117i,0.00023877+1.768e-05i,0.00014167-2.6858e-05i,-9.305e-06+0.00016453i,-8.9113e-05-0.00012397i,0.00019739-0.00019858i,0.00039821+6.2293e-05i,0.00039762+0.00032761i,-8.605e-05+0.00043132i,-0.00024407+0.00031004i,8.1065e-05+2.4527e-05i
0.00096755-0.0012874i,-0.00040082-0.0011472i,-0.00016364-0.00076831i,0.0010642-0.00015122i,0.0015-0.0002841i,0.001088-7.8901e-05i,0.00086944+0.000414i,0.0013932+0.00081471i,0.0011594+0.00074109i,0.000184-5.9496e-05i,-0.00022326-0.00062906i,4.7547e-05-0.00077561i,0.00025671-0.00011826i,0.00049734+0.00074434i,0.0012667+0.00082063i,0.0016443+0.00042095i,0.0011-0.00035903i,-3.7095e-05-0.00068121i,-0.00034363-0.00081802i,0.00013465-0.00098272i,0.00041622-0.00076207i,0.00015737+7.583e-05i,-0.00049971+0.00027716i
0.003308-0.00058365i,0.0033723-0.0018607i,0.0027105-0.0023342i,0.00043101-0.0015417i,-0.00027368-0.00049936i,0.00088772+0.00051636i,0.00068165+0.00040186i,-8.0368e-05+0.00071794i,-0.00023913+0.00079136i,0.00026632-0.00039481i,0.0003919-0.0010676i,-0.00014255-0.00058202i,-0.00037597+1.5797e-05i,-0.0006372-0.00035583i,-0.00075329-0.00058925i,-0.00013304-5.8924e-05i,3.477e-05+3.2344e-05i,0.00014432-4.2127e-05i,0.00027735+0.00086145i,-7.5709e-05+0.0013007i,-0.00013072+0.00022693i,-0.00039747-0.00072581i,-0.0010065-0.00016386i
0.0012648+7.0495e-05i,0.0032027+0.00058395i,0.0036838+0.0014064i,0.0019416+0.0019935i,0.0013887+0.0013537i,0.0017433+0.00066716i,0.0011422+0.00095938i,0.00068087+0.0012714i,0.00082781+0.00071017i,0.00046266-0.0004854i,0.00025959-0.0010702i,0.0010165-0.00075448i,0.0013843-0.00113i,0.00091456-0.00083898i,9.1137e-05-0.00086145i,-0.00045604-0.00090564i,-0.00060367-0.00060872i,-0.00035298-0.00054304i,-0.0004496-0.00066567i,-0.00086021-0.00012344i,-0.0012243+0.00031381i,-0.0011985-0.00020552i,-0.0012671-0.00027269i
