-0.0035667-0.00099943i,-0.003515-0.0001319i,-0.0039776+0.00092942i,-0.0039898+0.0015702i,-0.0024414+0.0022023i,-0.0010714+0.0023477i,5.7967e-05+0.0019193i,0.0012806+0.001412i,0.0018273+0.00042554i,0.0011531-0.00038146i,0.00018471-2.4652e-05i,-6.6883e-06+0.00010916i,0.00054692-0.00027222i,0.00058644+3.7232e-06i,0.00014823-2.6355e-05i,7.3442e-05-0.00023215i,-0.00039461+0.00035939i,-0.00084517+0.00036269i,-0.00027285+0.00020679i,-0.00048798+0.00057001i,-0.00089688+0.0012768i,-0.0009248+0.00022193i,-0.00051051-0.00041017i
-0.0036601-0.011845i,-0.0094684-0.015259i,-0.011361-0.016482i,-0.0085353-0.012896i,-0.0068616-0.0072165i,-0.0065275-0.0034932i,-0.0050373-0.0013931i,-0.0024911-0.0010123i,0.00019121-0.0014523i,0.00075217-0.0017498i,-0.00035323-0.0014622i,-0.0012029-0.00098447i,-0.00055059-0.00031434i,0.00017826+0.00089599i,0.00065737+0.0011559i,0.0003428+0.00047133i,-0.00029171-0.00049873i,-0.00072251-0.00092685i,-0.0014669-0.00075899i,-0.00089461-0.00096056i,-0.00027476-0.00073512i,-0.00069034-0.00084585i,-0.0012236-0.00055082i
-0.0089833-0.0034703i,-0.015667-0.0029579i,-0.01687+1.1853e-05i,-0.01177+0.00073488i,-0.006981+0.0011273i,-0.0056507+0.0033489i,-0.0042901+0.0044282i,-0.0029781+0.0034901i,-0.0021855+0.001815i,-0.0022054+0.00031396i,-0.0015333-0.00061967i,-0.00083413-0.0010013i,-0.00080359-0.00070328i,0.00013284-0.00089034i,0.00076242-0.00084126i,0.00081079-0.00055551i,0.00057604-0.00022812i,0.00014756+0.00083251i,-0.00028998+0.00063498i,-0.00048418-0.00017192i,-0.00048425+0.00030731i,-0.00044828+0.0014428i,-0.001333+0.00087002i
-0.009651+0.0061672i,-0.011172+0.013489i,-0.008716+0.017466i,-0.0050703+0.014359i,-0.0022137+0.010068i,4.8037e-05+0.0096145i,0.002115+0.0095641i,0.0020688+0.006764i,0.00085142+0.0040481i,-0.00040729+0.0023879i,-0.00074736+0.0018551i,-0.00056749+0.00202i,-0.00031794+0.0007205i,0.00013578-0.00074195i,1.0273e-05-0.001798i,3.304e-05-0.0016348i,0.00054152-0.0004481i,0.00011179+0.00094639i,-0.0009899+0.0014749i,-0.0012847+0.00082477i,-0.00091742+0.00021354i,-0.00024273+0.00050632i,0.00037453+0.00068262i
-0.00080035+0.0086915i,0.0043489+0.013837i,0.0097112+0.015532i,0.0097009+0.011842i,0.0069653+0.0073883i,0.0074864+0.0054902i,0.0086581+0.004819i,0.0070359+0.0043661i,0.0036477+0.0037617i,0.0014757+0.0033198i,0.00055421+0.0031278i,-0.00042493+0.0028716i,-0.00047299+0.0025247i,-0.0002377+0.0018535i,0.00044302+0.00067959i,0.00053652-6.2009e-05i,0.00058986-0.00060104i,0.00042081-0.00046271i,0.00038297+0.00023012i,0.0010086+0.00053051i,0.00090753+0.00048453i,0.00010953+0.00059229i,0.00028077+0.00048812i
0.0073898+0.0058007i,0.01434+0.0039421i,0.017271+0.00015628i,0.014225-0.0021036i,0.0092812-0.0020547i,0.0076041-0.0021363i,0.0077915-0.00237i,0.0058549-0.0012406i,0.0031474+0.00071419i,0.0022532+0.002119i,0.001976+0.0014912i,0.0011446+0.00026007i,0.00016045+0.00021125i,1.7121e-05+0.00062002i,8.8037e-05+0.0015478i,0.00046404+0.001364i,0.00079415+0.00080615i,0.00074078-1.7228e-05i,0.0011641-0.00023246i,0.00098202+0.00029307i,0.00071237+0.00041876i,0.00080998+0.00068716i,4.4874e-05+0.00051144i
0.0083957-0.0063747i,0.0097317-0.013362i,0.007793-0.018289i,0.0037395-0.015908i,0.00074377-0.010643i,-0.00023113-0.008281i,-0.0005085-0.0073628i,0.00026091-0.0047894i,0.001988-0.0024052i,0.0029621-0.0013246i,0.0028948-0.00048985i,0.0025732+0.00023968i,0.002476+0.00092385i,0.0022779+0.0021349i,0.0012438+0.0019876i,0.001057+0.00070678i,0.0011525+0.00017528i,0.00037079+2.9837e-05i,0.00025824-0.00058239i,0.00061736-0.00096965i,0.00071994-0.00061876i,8.9816e-05-0.00054304i,-0.00012684-0.0013029i
0.0023268-0.012529i,-0.0054886-0.017441i,-0.012193-0.018855i,-0.01253-0.015351i,-0.010094-0.0099663i,-0.0086049-0.0053467i,-0.006266-0.0022498i,-0.0029189-0.00096997i,-0.00012057-0.00039001i,0.0014029-0.00046024i,0.00087463-0.00040096i,0.00050362-0.00022531i,0.0015617-0.0007498i,0.001391-0.0010012i,7.4156e-06-0.0012136i,-0.00031086-0.0016365i,-5.6045e-05-0.0015283i,-3.3572e-05-0.0016782i,-5.0193e-05-0.0014507i,-6.6532e-05-0.00063657i,-0.00080251-0.0005948i,-0.00080077-0.0010787i,-0.00069619-0.0011802i
-0.0099334-0.0070217i,-0.016825-0.0030943i,-0.019823+0.0025034i,-0.016221+0.0044656i,-0.010706+0.0043647i,-0.00824+0.0046204i,-0.0066978+0.0054096i,-0.0036686+0.0048024i,-0.0014459+0.0027481i,-0.00085378+0.00090957i,-0.00063984-0.00057733i,7.5519e-05-0.0016045i,0.00075201-0.0020795i,0.0010567-0.0018195i,0.0010702-0.0013769i,0.00011035-0.001197i,-0.00074271-0.0015758i,-0.00069651-0.0015634i,-0.00097496-0.00094476i,-0.00058347-0.00024646i,0.00063616+0.00044363i,0.00058577+0.00018808i,-0.00038309-0.00037167i
-0.0099628+0.0018326i,-0.011803+0.0098225i,-0.0094223+0.017003i,-0.0055713+0.016501i,-0.0027951+0.012843i,-0.0011195+0.012828i,0.00062627+0.011872i,0.0015779+0.007224i,0.0015087+0.0026503i,0.00051412+0.00065845i,-0.00049135+0.00059177i,-0.00039556+0.00016944i,-0.0008779-0.0010103i,-0.0015602-0.001535i,-0.0015259-0.0011128i,-0.0011558-0.00048293i,-0.0010148-0.00020363i,-0.00069784-0.00015812i,-0.00085931+0.00045638i,-0.001449+0.0010936i,-0.0014218+0.00045697i,-0.00043183-0.00020159i,2.2992e-05+8.2946e-05i
-0.0018423+0.0082238i,0.0043186+0.012699i,0.012505+0.013359i,0.013929+0.0094923i,0.010828+0.0057171i,0.00981+0.0068865i,0.0097755+0.0068952i,0.0082128+0.0038027i,0.004441+0.0014695i,0.0008812+0.00087883i,-0.00019653+0.0016308i,-0.0001947+0.0019135i,-0.00066449+0.0015719i,-0.00083912+0.0011542i,-0.0016751+0.0015633i,-0.0018144+0.0013543i,-0.0010527+0.00055232i,-0.0002512+0.00054354i,-0.00062774+0.00094189i,-0.0011349+0.0012249i,-0.00059225+0.0010223i,0.00036939+0.0010545i,0.00090481+0.00063499i
0.0053786+0.0025532i,0.012967-5.6674e-05i,0.018565-0.0045987i,0.017183-0.0061139i,0.012554-0.004761i,0.010658-0.0038915i,0.0097173-0.003575i,0.006894-0.0023327i,0.0031455-0.0011464i,0.0011556-0.00018465i,0.00026635+0.00026376i,-0.00059033+0.00050236i,-0.00089089+0.001468i,-0.00060505+0.0021482i,-0.00040019+0.0022459i,0.00036971+0.0013097i,0.0013369+0.00013507i,0.0012696-0.00027632i,0.00053703-0.00038942i,0.00084217-3.9952e-05i,0.001115+0.00024265i,0.00089056+0.00026416i,7.6504e-05+0.00034533i
0.0069999-0.0023589i,0.0089654-0.011226i,0.0082258-0.018983i,0.0055208-0.019506i,0.0038115-0.015387i,0.0024252-0.012064i,0.0013506-0.0096644i,0.00082202-0.0057022i,0.00099696-0.0021701i,0.0019112-0.0013395i,0.0018864-0.0011951i,0.0013623-0.00085865i,0.0017107+0.00021821i,0.0017729+0.00055216i,0.001868-4.3406e-05i,0.0025788-0.00031437i,0.0018307-0.0012708i,0.00061555-0.0023382i,0.00025395-0.00099569i,0.00017271+0.00026029i,0.00043807-0.00019058i,0.00043036-0.00051002i,0.00017248-0.0003996i
0.0041605-0.0077325i,-0.0031765-0.013782i,-0.010802-0.017274i,-0.012171-0.015963i,-0.010399-0.011545i,-0.0097405-0.0075934i,-0.0074691-0.0040126i,-0.0037499-0.0010435i,-0.0007441+0.00035509i,0.00074826+0.0012446i,0.00099182+0.0010245i,0.0012555+0.00062322i,0.001738+0.0007172i,0.0015794-0.00031511i,0.0012482-0.0011427i,0.00025254-0.0018923i,-0.00031229-0.0025561i,7.1734e-05-0.0023281i,-0.00041276-0.0019193i,-0.00023789-0.0018661i,0.00019283-0.001837i,-6.1e-05-0.0012989i,-0.00047084-0.00065385i
-0.0062218-0.0037021i,-0.013903-4.1266e-05i,-0.019459+0.0061936i,-0.017794+0.0086929i,-0.013205+0.0067193i,-0.010772+0.0058354i,-0.0087615+0.0063447i,-0.004233+0.0044434i,-0.0013608+0.0020197i,-0.00093275+0.00098146i,-0.0015355+0.00073491i,-0.0018722+0.00016743i,-0.00064257-0.00098971i,0.00093297-0.0017972i,0.0010789-0.0020275i,0.000506-0.0020156i,0.00038676-0.0016974i,0.00012026-0.0011634i,-0.00087262-0.0011467i,-0.0011644-0.00087602i,-0.00083458-0.00052063i,-0.0011009-0.00056492i,-0.0011091-0.00064489i
-0.0059708-0.0018694i,-0.0085024+0.0056384i,-0.0068278+0.014539i,-0.0044771+0.016778i,-0.003975+0.014452i,-0.0038+0.014271i,-0.00096733+0.013661i,0.0026583+0.010369i,0.0033377+0.0052982i,0.001741+0.0019676i,0.00041446+0.0010312i,0.00029918+8.3861e-05i,6.9043e-05-0.00095778i,-0.0008173-0.0012065i,-0.00199-0.0009503i,-0.0013267-0.00059254i,-0.0003426-0.00053945i,-0.0011404-0.00054588i,-0.0015642+0.0003592i,-0.0016873+0.0013379i,-0.0015514+0.0014398i,-0.0013453+0.0007943i,-0.0013414+0.00077946i
-0.0040675+0.004241i,0.0028063+0.010231i,0.013047+0.013714i,0.0163+0.011558i,0.012974+0.010053i,0.010996+0.011257i,0.010574+0.0097308i,0.0082116+0.0058554i,0.0044434+0.003157i,0.0018711+0.001429i,0.0012086+0.001087i,0.00053179+0.00083324i,7.8667e-05+0.00064072i,-0.00053954+0.0008611i,-0.00090406+0.00029591i,-0.00019861+0.00026171i,0.0003836+0.00034202i,0.00066155+0.00042249i,1.8151e-05+0.0014788i,-0.00079991+0.0022221i,-0.0006203+0.0022696i,-0.00037323+0.0021272i,-0.00087742+0.0018346i
-1.8423e-05+0.0045077i,0.00835+0.0017304i,0.017692-0.0053572i,0.019217-0.009473i,0.01624-0.0063024i,0.014155-0.0027386i,0.01232-0.0017964i,0.0083426-0.0019265i,0.0028782-0.0017948i,0.00070507-0.00068963i,0.0008863-0.0005851i,0.00010312-0.00034167i,-0.00039248+0.0013737i,-0.00040049+0.0025003i,-0.00027163+0.0021355i,0.00050014+0.00080529i,0.00080022+0.00067312i,0.00032205+0.00060933i,0.00054144+0.00091686i,0.0010608+0.0017462i,0.00083099+0.0016099i,0.00088815+0.00088234i,0.0012245+0.0010076i
0.00048316+0.001411i,0.0029922-0.0060999i,0.0024672-0.015644i,0.002017-0.018704i,0.0039546-0.015843i,0.006094-0.013786i,0.0053582-0.011528i,0.0025963-0.0072918i,0.00062731-0.0030433i,0.0011016-0.00030831i,0.0020307-0.00071344i,0.0010657-0.0016811i,7.8255e-05-6.9443e-05i,0.00054668+0.0018046i,0.0010255+0.0022934i,0.0015652+0.001261i,0.0016728-0.00013863i,0.001481-0.00085922i,0.0019325-0.00027583i,0.002902+1.4468e-05i,0.0033868-0.00084567i,0.0032844-0.001388i,0.0019556-0.0011607i
0.0049343-0.0044635i,-0.0033981-0.010627i,-0.013014-0.016589i,-0.016447-0.017501i,-0.013879-0.014502i,-0.011033-0.011423i,-0.0085388-0.0080184i,-0.0053542-0.0043388i,-0.0027992-0.0011631i,-0.0014721+0.00011765i,-0.00060648+1.8304e-05i,-0.00054202+0.000583i,0.00032565+0.0013041i,0.001487+0.0013417i,0.0015807+0.00070997i,0.00068565+3.1386e-05i,0.00043921-0.00085334i,0.00076637-0.0013957i,0.00089404-0.0019263i,0.00077223-0.0020956i,0.00081351-0.0013615i,0.00022686-0.00045464i,-0.00014813-0.00017807i
0.0024232-0.0046448i,-0.0067522-0.001955i,-0.015246+0.0038367i,-0.017353+0.0058242i,-0.016153+0.0030611i,-0.015455+0.0021245i,-0.011404+0.0035519i,-0.0050828+0.004272i,-0.0015007+0.0024827i,-0.00035721+0.00068489i,-0.00075177+0.00018736i,-0.0017319+1.007e-05i,-0.00057327-0.00019148i,0.0012562-0.0010204i,0.0014296-0.001786i,0.0010337-0.0017167i,0.00060933-0.0018145i,0.00029451-0.0025537i,-0.00034846-0.0025891i,-0.0013805-0.0020122i,-0.0014786-0.0014615i,-0.001186-0.000875i,-0.0014897-0.00052981i
-0.0030215-0.004923i,-0.0053735+0.0044101i,-0.0042308+0.014548i,-0.0028023+0.018237i,-0.0055646+0.01619i,-0.0078598+0.015377i,-0.0051155+0.014506i,-5.4025e-05+0.0098028i,0.0021236+0.0050809i,0.0013259+0.0032214i,0.00034299+0.0032939i,0.00018147+0.0025781i,0.0001869+0.00020494i,-0.00036134-0.0020311i,-0.00038997-0.0021523i,-0.00023293-0.0015924i,-0.0002787-0.00085102i,-0.001051-0.00059734i,-0.0019981-0.00058198i,-0.001972+0.00063861i,-0.0019253+0.0011113i,-0.0018303+0.00074586i,-0.0011479+0.0009163i
-0.0034043-0.0011227i,0.0043485+0.004454i,0.015732+0.0083302i,0.0192+0.0092239i,0.014066+0.011329i,0.0096403+0.013671i,0.0090227+0.012716i,0.0071864+0.0079238i,0.0034782+0.0040155i,0.0016335+0.0029965i,0.0021999+0.0025471i,0.0021929+0.0012352i,0.001001-9.0427e-05i,-0.00038594-0.00084696i,-0.0013697-0.0021333i,-0.0012904-0.0030331i,-0.00078177-0.0026641i,-0.00080618-0.0012133i,-0.0015775+0.00061677i,-0.0021676+0.0021404i,-0.0017608+0.0026928i,-0.00062019+0.0028934i,6.5238e-05+0.0020862i
-0.0029928-0.00033906i,0.0056428-0.0036399i,0.014472-0.00958i,0.016723-0.012305i,0.015283-0.0065176i,0.015504+0.00042826i,0.014678+0.00094351i,0.0095175-0.0010745i,0.0049098-0.0020388i,0.0031579-0.0014183i,0.0031969-0.00038643i,0.0022266-0.0002866i,-0.0012016+0.00088048i,-0.0030848+0.0017283i,-0.0025516+0.00083372i,-0.0017936-0.00016283i,-0.0010133-0.00045855i,-0.0010099+0.00043741i,-0.00078814+0.0011095i,0.00059693+0.0020635i,0.0013513+0.0025932i,0.001036+0.001707i,0.0010228+0.0010792i
-0.0028717+0.00017242i,-0.0026846-0.0082722i,-0.0038752-0.019543i,-0.0037624-0.022173i,0.001866-0.016139i,0.0077974-0.011842i,0.0085451-0.0098038i,0.0055746-0.0060392i,0.0028668-0.0024584i,0.0018554-0.00070269i,0.00079585-0.00059419i,-0.0009309-0.00088627i,-0.0011268+2.9457e-06i,-3.1995e-05+0.0017391i,-1.5284e-05+0.0021338i,-0.0012063+0.0010272i,-0.0011528+0.00015751i,0.00026636+0.00031803i,0.0015875+0.0009636i,0.0030012+0.00097118i,0.0030626-9.3998e-05i,0.0019335-0.0011089i,0.00094137-0.00086479i
-0.00037291+0.0049447i,-0.0061436-0.0017155i,-0.013478-0.0064428i,-0.01525-0.0083457i,-0.0099268-0.011008i,-0.0062436-0.013018i,-0.0061196-0.009775i,-0.0040276-0.0040113i,-0.001343-0.00057215i,-0.00051353+0.00017328i,-0.00070701-0.000919i,-0.0012238-0.00095048i,-0.00053653+0.00010015i,0.0011314+0.0010264i,0.0026377+0.0014152i,0.0029624+0.00098033i,0.0018914+0.00046657i,0.0012925-0.00010926i,0.0014341-0.00042495i,0.0016738-0.0010789i,0.0014434-0.001534i,-0.0001555-0.00066923i,-0.0012168-0.00043803i
0.0039319+0.0056607i,-0.0019883+0.010544i,-0.0093736+0.017178i,-0.010848+0.015862i,-0.0094889+0.0065455i,-0.011159-5.8654e-05i,-0.011293+0.00020901i,-0.0062465+0.0012153i,-0.0023772-6.5146e-05i,-0.0016929-0.0011643i,-0.0012971-0.00071565i,-8.5847e-05+0.0001355i,0.0017634+0.00022393i,0.0033214+8.8211e-08i,0.0038588-0.00044153i,0.0026725-0.0010216i,0.0012175-0.0009768i,0.00064679-0.00078564i,0.00042251-0.0018968i,-6.5903e-05-0.0031641i,-0.00055845-0.002766i,-0.00083433-0.001201i,-0.00093095-5.356e-05i
0.0044812-0.0040155i,0.0034947+0.0047714i,0.0047898+0.015849i,0.0046605+0.018179i,-0.0011982+0.013251i,-0.0074267+0.011742i,-0.0066792+0.011494i,-0.0024784+0.00695i,-0.00023458+0.00279i,-3.2557e-05+0.0017867i,-0.00049539+0.0026642i,-0.00062972+0.002517i,0.00045961+0.00083497i,0.0013352-0.00084518i,0.00115-0.0023892i,0.00021144-0.0030653i,-0.00020686-0.0029031i,-0.00011388-0.0026086i,-0.0011571-0.0013341i,-0.0025768-0.00013469i,-0.0023136+3.8467e-05i,-0.0021417+0.0004673i,-0.0025264+0.0012792i
0.0033142-0.0071701i,0.0099888-0.0027815i,0.019729+0.00017867i,0.020901+0.0003667i,0.0123+0.0045775i,0.0061989+0.011958i,0.0056732+0.013602i,0.003591+0.0084133i,0.0003877+0.0040549i,-0.00023991+0.0030616i,0.00085129+0.002516i,0.0018222+0.0003105i,0.0013669-0.0018196i,-0.00072053-0.0026673i,-0.0016312-0.0025188i,-0.0008327-0.0019473i,-0.00081716-0.0019357i,-0.0014794-0.0018959i,-0.002106-0.00094139i,-0.0027209+0.00090716i,-0.0020722+0.0021833i,-0.00074022+0.0010596i,-0.00083335+6.4281e-05i
-0.0050598-0.0064051i,0.002035-0.0095119i,0.0099424-0.015268i,0.011665-0.016608i,0.010645-0.0075402i,0.012016+0.0032018i,0.012556+0.0049962i,0.0087223+0.0017059i,0.0035728+0.0012099i,0.0017472+0.0019172i,0.0021286+0.00091182i,0.0018927+4.267e-05i,0.00026133+0.00043413i,-0.0012222+0.0013443i,-0.001553+0.0018678i,-0.0011697+0.0013631i,-0.0011976+0.00041099i,-0.0019999-0.00011381i,-0.0018067+0.00098134i,-0.00032354+0.0020623i,0.00047709+0.0023416i,0.00067354+0.0023247i,0.0013016+0.0013808i
-0.0077432-0.0026244i,-0.0071588-0.0091976i,-0.0078767-0.017916i,-0.0081819-0.018714i,-0.0018982-0.013026i,0.0061706-0.0088722i,0.0087451-0.0069593i,0.0073326-0.0031905i,0.0056348+0.00088465i,0.0043239+0.0018428i,0.0026818+0.00036489i,0.00012843+0.00025104i,-0.0013482+0.0012707i,-0.0015099+0.0024523i,-0.0011191+0.0032828i,-0.00094873+0.0019315i,-0.0012583+0.00049649i,-0.0015352+0.0008737i,-0.0010705+0.0011296i,0.00088668+0.00093439i,0.0021113+0.0010941i,0.0012097+0.00062395i,-0.0002884-0.00049932i
-0.0038873+0.0095624i,-0.0098091+0.00526i,-0.016691+0.0011004i,-0.018016-0.00037058i,-0.01034-0.0048597i,-0.0029471-0.010697i,-0.001982-0.010102i,-0.0010654-0.0046531i,0.0014454-0.0011198i,0.0014903-0.00051165i,-0.00013975-0.0014971i,-0.00046941-0.0015022i,0.0001776+0.00033573i,0.0015749+0.0020182i,0.0023702+0.0019944i,0.0015872+0.00095627i,8.8412e-05+0.00073742i,-0.00071647+0.00036309i,0.00072605-0.00032909i,0.002461-0.0011929i,0.0026624-0.0014994i,0.0015685-0.0013261i,0.00015787-0.0016389i
-0.000921+0.0082388i,-0.0054208+0.012965i,-0.0092001+0.018615i,-0.008266+0.01838i,-0.0069012+0.0092079i,-0.0089212+0.0009779i,-0.0088344-0.00024325i,-0.0044937-0.00083331i,-0.00056051-0.0025676i,0.00069625-0.0029035i,0.00027071-0.0016525i,0.0008526+0.00030202i,0.0031742+0.0019639i,0.0036561+0.0016291i,0.0027713+0.00038429i,0.0026275-4.903e-05i,0.0023075-0.00063429i,0.0017285-0.00058409i,0.00091155-0.00058532i,-0.00061696-0.0012051i,-0.0015664-0.0014158i,-0.0013406-0.00041883i,-0.00095449+0.0002138i
0.01068+0.005504i,0.01133+0.011489i,0.013684+0.017905i,0.014435+0.016913i,0.0063346+0.01077i,-0.0038724+0.0075142i,-0.0055027+0.0076946i,-0.0016235+0.004963i,-0.00013783+0.00099674i,-0.0013164+0.00060388i,-0.0012765+0.0022185i,0.00055694+0.0024498i,0.0021513+0.00081645i,0.0027338-0.0010614i,0.0023344-0.0015368i,0.00085237-0.0010657i,0.00021571-0.0012373i,0.00015303-0.0011969i,-0.00042222-0.00082028i,-0.00074138-0.0010092i,-0.0017172-0.00069798i,-0.0016008+0.00053179i,-0.00049646+0.0011323i
0.007068-0.0061461i,0.013826-0.0034349i,0.020907-0.0028717i,0.021404-0.0056577i,0.012212-0.0011812i,0.0031248+0.0085237i,0.0017944+0.011107i,0.0014716+0.0064074i,-0.0016372+0.0026557i,-0.0029956+0.0024413i,-0.0022411+0.0015149i,-0.00098556-0.00078294i,7.6249e-05-0.0021494i,-0.00010771-0.0025279i,-0.00075719-0.0024739i,-0.0004185-0.0018416i,-0.0001476-0.0013641i,-0.00089006-0.0017447i,-0.002293-0.0013879i,-0.0028168+0.00042522i,-0.0018194+0.0012618i,-0.00048404+0.0011765i,0.0001475+0.00084788i
2.6049e-05-0.013299i,0.0049396-0.016718i,0.0066834-0.021605i,0.00481-0.022111i,0.0033841-0.010531i,0.0067858+0.0025118i,0.0099067+0.0052143i,0.006136+0.0027332i,0.0014208+0.002103i,0.0015188+0.0029724i,0.0023716+0.0023943i,0.0015377+6.5453e-05i,-0.00027926-0.001032i,-0.0015651-0.0012755i,-0.0012197-0.001026i,-0.00045134-0.0005826i,-0.00020121-0.0014123i,-0.0010151-0.0015501i,-0.001495-0.00034329i,-0.0010621+0.0012857i,-0.00066966+0.0016197i,-7.4985e-06+0.00083423i,0.00067798+0.00033699i
-0.013285-0.008133i,-0.013791-0.012814i,-0.016165-0.016406i,-0.016742-0.014965i,-0.0076908-0.0079133i,0.0047812-0.0037127i,0.0090007-0.0034204i,0.0068333-0.00087314i,0.0053126+0.0033227i,0.0051699+0.0046793i,0.0038925+0.0029195i,0.0014317+0.0017279i,-0.00062865+0.0011713i,-0.0022907+0.0011297i,-0.0033784+0.00091281i,-0.0030837+0.0003345i,-0.0015956-0.00022222i,-0.00028921+0.00030753i,0.0008279+0.0012101i,0.0014853+0.001192i,0.0016258+0.00069971i,0.00094882-0.00081855i,-1.6331e-05-0.0012136i
-0.014854+0.0041596i,-0.019299+0.0032087i,-0.023157+0.0052605i,-0.021797+0.0078904i,-0.011074+0.0044533i,-0.0019963-0.0029705i,6.4213e-05-0.0060775i,0.0011226-0.0031646i,0.0028848-0.00037001i,0.003435-0.00048648i,0.0014206-0.0012592i,-0.0007105-0.00088063i,-0.00071573+0.0008269i,-0.00020662+0.0020898i,-0.00055565+0.0016053i,-0.00055153+6.648e-05i,-0.00052817-0.00062514i,-0.00088016+0.00067244i,-0.00051959+0.00064752i,0.00039698-4.5242e-05i,0.0010542+5.9604e-06i,0.0002354-0.0009778i,-0.00038082-0.0013096i
-0.0056278+0.013809i,-0.0089305+0.016816i,-0.0079653+0.020588i,-0.0019896+0.021339i,0.00036753+0.012581i,-0.0032666+0.0011582i,-0.0050144-0.0025448i,-0.001274-0.0027384i,0.0027669-0.0050096i,0.002656-0.0061968i,0.0018723-0.0038706i,0.0018981-0.0017796i,0.002315-0.00057792i,0.0027317+0.00060637i,0.001833+0.0012042i,0.00061548+0.0016021i,0.00016235+0.00070778i,0.00010501-0.00020884i,0.00015846-0.00050191i,0.00025061-0.00091731i,0.00012622-0.0008514i,-0.00072151-0.00023659i,-0.0018413+0.00050461i
0.011358+0.010311i,0.013724+0.013445i,0.018805+0.013494i,0.021075+0.0087459i,0.01211+0.0022408i,-0.0013685+0.0014163i,-0.0060696+0.0051022i,-0.0030726+0.0040517i,-0.0015534-0.00026069i,-0.0028839-0.00057756i,-0.0020506+0.0012768i,2.9941e-05+0.00092157i,0.0012611-0.00046691i,0.0015835-0.0015544i,0.001352-0.0022587i,0.00070511-0.0011394i,0.00036229+6.4226e-05i,0.00023951-1.3861e-05i,-0.00058103-0.00028279i,-0.0004789-0.00040544i,-0.0005281-0.00083642i,-0.00078658-0.0003024i,-0.00025417+0.00086086i
0.015508-0.0025301i,0.017496-0.0035939i,0.020683-0.0093231i,0.019636-0.015012i,0.0096984-0.011306i,0.00083367+0.0010765i,0.00047919+0.0082317i,0.00027367+0.005231i,-0.0038041+0.00088803i,-0.0058574+0.00032088i,-0.0044127+0.00032206i,-0.0029395-0.00088567i,-0.0020341-0.0015863i,-0.00018889-0.0020988i,0.0016743-0.001923i,0.0019298-0.0015184i,0.0011332-0.0012412i,9.5108e-05-0.0014166i,-0.00096203-0.0011077i,-0.0019389-0.00014121i,-0.0021911+0.0010753i,-0.0010049+0.0022871i,0.00083905+0.0016952i
0.0078828-0.01587i,0.0081248-0.018084i,0.0031842-0.022439i,-0.0038151-0.023379i,-0.0053919-0.012701i,2.9026e-05+0.0011471i,0.0050298+0.0053908i,0.0040965+0.0028827i,0.0010771+0.001683i,0.00010247+0.0031289i,0.00051857+0.0028861i,0.00083784+0.00091131i,-0.00022313+0.00043075i,-0.00098155+0.00029273i,-6.122e-05-0.00064008i,0.0011617-0.00091104i,0.0011958-0.00081874i,0.00037459-0.00092826i,0.00022365-0.00030275i,0.00061635+0.0011394i,0.00098757+0.0018035i,0.0014554+0.0015824i,0.001475+0.00083005i
-0.0079947-0.01734i,-0.0097875-0.016746i,-0.016318-0.013851i,-0.022188-0.0088443i,-0.016411-0.0014696i,-0.0024669+0.0017226i,0.0052664-0.00050943i,0.0045427-8.2965e-05i,0.0031832+0.0050913i,0.0034858+0.0075239i,0.0026614+0.0059545i,0.00056061+0.0044494i,0.00023351+0.0040071i,-0.00014974+0.0029839i,-0.0010997+0.00058899i,-0.00079794-0.00054131i,-0.000767-0.00095066i,-0.0011337-0.0013672i,-0.0012328-0.00072703i,-0.001102+0.00066514i,4.9485e-05+0.0011944i,3.5782e-05+0.00055301i,-0.00096758-0.00055651i
-0.015842-0.0027152i,-0.017629-0.0022504i,-0.015809+0.0057657i,-0.012852+0.013702i,-0.0060246+0.012126i,-0.00066566+0.0035778i,0.00046203-0.0033407i,0.0012719-0.0028831i,0.0028345+4.348e-05i,0.0044426-9.2878e-05i,0.0032416-0.0010738i,0.0014315-0.00080061i,0.0016766-0.0010823i,0.002123-0.0014412i,0.0014858-0.0011522i,-0.00034655-0.0013099i,-0.00091567-0.0015423i,-0.00072464-0.0014793i,-0.00084946-0.0003974i,-0.00015805+0.00072656i,0.00082136-0.00024995i,0.0003856-0.001648i,-0.00072535-0.0018585i
-0.013923+0.0098826i,-0.013185+0.012958i,-0.0048838+0.017502i,0.0059253+0.020404i,0.0096014+0.014101i,0.0041705+0.003999i,-0.0011155+0.00028622i,0.00073025-0.0002729i,0.0052431-0.002687i,0.0067111-0.0043485i,0.0049466-0.0035631i,0.0033186-0.0018073i,0.0029109-0.0011379i,0.0026385-0.00076243i,0.0021117-1.849e-05i,0.0010283-7.6056e-05i,0.00030931-0.00026056i,0.0010632-0.0010446i,0.00097574-0.0016233i,0.00059882-0.00087251i,0.00048526-0.00016821i,-0.0006422+0.00060814i,-0.0015489+0.001458i
