0.00066866+0.00095214i,-0.00027635+6.4493e-05i,-0.0024449-0.00017949i,-0.0027541+0.00011856i,-0.001937+0.0013573i,-0.00038295+0.0020418i,0.0008155+0.0021324i,0.001121+0.00099503i,0.0016346-0.00078762i,0.0018443-0.0016158i,0.0010567-0.0014621i,0.00067197-0.0011129i,0.00088708-0.00071579i,3.2711e-05-0.00083764i,-0.00093821+0.00040514i,-0.0011778+0.0018093i,-0.0010546+0.00098083i,-0.00071109-3.0823e-05i,0.00030475+9.1313e-05i,1.4986e-05+0.00047486i,0.00014795+0.00067963i,0.00032018+0.00061541i,-9.2377e-05+0.00040048i
0.00014325-0.001707i,-0.0010597-0.0012791i,-0.0029938-0.001668i,-0.0032962+0.00015246i,-0.001669+0.0018876i,-2.7656e-05+0.0021439i,0.00075784+0.0020867i,0.00096842+0.00065477i,7.1475e-05-0.00044959i,-0.0003083-0.00075386i,0.00018692-0.00069325i,6.8033e-05-5.3147e-05i,-0.00023119-0.00033746i,-0.00065511-0.00094204i,-0.00091716-0.00011648i,-0.0011403+0.00050272i,-0.0015318-0.00011409i,-0.0011634-0.0015077i,-0.00021881-0.0013836i,-1.134e-05-0.0014046i,-0.00075941-0.0016151i,-0.0011755-0.0002697i,-0.00020293+0.00087498i
0.0011892-9.6968e-06i,-4.3402e-05-0.0001485i,-0.0011677-0.0010035i,-0.00071887-0.0013378i,0.00048113-0.00027046i,0.00083575+0.0014438i,0.00077998+0.0013305i,0.0016727-0.0004677i,0.0018252-0.0016478i,0.0006375-0.0015144i,-0.00014583-0.0010633i,-0.00052094-0.00065761i,-0.001569-0.00082529i,-0.0018834-0.0011851i,-0.0012297-0.0013053i,-0.00084974-0.0016669i,-0.00019565-0.001953i,0.00024549-0.0018877i,0.00078336-0.0020898i,0.0011265-0.0017648i,0.0013441-0.00061036i,0.0012951-7.3574e-05i,0.00058217-0.00031467i
0.0004051-9.3845e-05i,0.00026929-0.0019941i,-0.00088681-0.0018877i,-0.0014732-0.00015177i,-0.0014846+0.00085639i,-0.0013481+0.0012783i,-0.00049779+0.0014152i,-0.0006051+0.0011563i,-0.00051663+6.7003e-05i,-0.00013178-0.00049069i,-0.00066505-0.0010469i,-0.001059-0.0019578i,-0.00081662-0.0019789i,-0.0013026-0.0011783i,-0.0017606-0.0010897i,-0.0019996-0.0012946i,-0.0018156-0.001062i,-0.0006526-0.00053038i,0.0010254-0.0004324i,0.0011935-0.00049863i,-0.00027589-0.00023842i,-0.0010194-0.00078882i,-3.5872e-05-0.0012948i
-0.0011202-0.0029248i,-0.0026564-0.0033361i,-0.0034565-0.0029229i,-0.0025866-0.0014459i,-0.0015339+0.00032615i,8.7061e-05+0.0014077i,0.0014709+0.0011109i,0.0018856-0.00079175i,0.00069075-0.0007877i,-0.0002081-5.0194e-05i,4.4362e-06-0.00015896i,-4.1619e-05-0.0009797i,0.00012697-0.0025657i,0.00085967-0.0032182i,0.0014106-0.0024497i,0.00091235-0.0013395i,0.00071474-0.00060957i,0.0012915-3.1668e-05i,0.0014546+0.00010706i,0.00096924-0.00034586i,-0.00036376-0.00035777i,-0.0015819+0.00032578i,-0.00087261+0.00027844i
0.0019871-0.0038441i,0.0011013-0.0047696i,0.00055413-0.0039051i,0.00047454-0.002694i,0.00039689-0.00073225i,0.00052797+0.0011128i,0.00085148+0.0018866i,0.0010722+0.0012109i,0.0011005-1.0054e-05i,0.0003967-0.00057845i,-0.00011423-3.6006e-05i,0.00040608-0.0003496i,0.00091407-0.0016254i,0.0015191-0.0018359i,0.0015137-0.0011845i,0.00081808-0.00029509i,0.00073733+0.00086084i,0.00065284+0.0017706i,0.0011849+0.0015327i,0.001569+0.00090402i,0.00063911+1.4751e-06i,0.00073481-0.00042388i,0.0012824-0.00060346i
0.0015737-0.0039876i,0.00051318-0.005126i,-0.00056797-0.0044347i,-0.0010535-0.0026077i,-0.00092676-0.00010128i,-0.00020135+0.0015812i,0.001074+0.0015822i,0.00087373+0.00081089i,0.00036382-6.5374e-05i,0.00023523-0.00023931i,-0.00010391+7.8084e-05i,-0.00031453+0.00025199i,0.0010213+0.0003977i,0.0026285+0.00078616i,0.0026126+0.00061459i,0.001949+0.00022913i,0.00079528+0.00069592i,-0.00026928+0.0013016i,-0.0002986+0.001122i,0.000184+0.00052765i,0.00026441+7.8243e-05i,0.00011186-0.00051977i,-0.0001708-0.0004301i
0.0044136+0.0012274i,0.0044286+0.00063828i,0.003661-0.00095581i,0.00091473-0.0016851i,-0.0013095-0.00078301i,-0.00097335+0.00057273i,0.00026872+0.00078959i,0.0010718+0.00065261i,0.00097786+0.00016412i,-0.00010183-0.00033087i,0.00014843-0.00042872i,0.0006905-0.00042521i,0.0007815+0.00081264i,0.0011811+0.0024152i,0.00093553+0.0027943i,-5.5794e-05+0.0030459i,-0.0011775+0.0017084i,-0.0014485+0.0006247i,-0.00071119+0.0011852i,0.0004589+0.0012077i,0.0011459+0.00060779i,0.00057468+0.0004883i,-0.0002714+0.00052339i
0.002237-0.0027097i,0.0008033-0.0026233i,-0.0010253-0.0023071i,-0.0017082-0.0015259i,-0.0012831-7.2008e-05i,-0.00016922+0.0015987i,0.0014928+0.0018429i,0.0018138+0.00090863i,0.0006668+0.00027244i,0.00033626-0.00047723i,0.0003449-0.0010643i,-7.8972e-05+0.00014471i,8.7491e-05+0.0017364i,-3.9079e-05+0.0032032i,-0.00055976+0.003676i,-0.00080614+0.0021232i,-0.0010601+0.0011603i,-0.0016473+0.0013322i,-0.0014605+0.001699i,-0.00023023+0.0015191i,0.00042979+0.0011978i,0.00026146+4.7549e-05i,0.000144-0.00034871i
-0.00077689-0.00089195i,-0.0018744-0.00035747i,-0.0022878-0.00028845i,-0.0022259+0.00098192i,-0.0018388+0.0019118i,-0.00058238+0.0014894i,0.00025254+0.0010199i,0.0006966-0.00051938i,0.00051138-0.00083991i,-0.00046778+0.00035231i,-0.00022744+0.00011376i,-0.00025344+0.0002696i,-0.00072652+0.0015077i,-0.00080342+0.0025947i,-0.0010695+0.0022895i,-0.001582+0.00055958i,-0.0018962-6.0786e-05i,-0.002074+0.00021874i,-0.0016824-0.00017762i,-0.00010411-8.5644e-05i,0.00017483+0.0011482i,0.00022937+0.0011357i,0.0011584-2.4928e-05i
0.001606-8.8521e-05i,0.00033733-0.0016447i,-9.8906e-06-0.0018061i,-0.0011063-0.0011143i,-0.0019239-5.7148e-06i,-0.0013716+0.0010891i,-8.123e-05+0.00098216i,0.0011192+0.00044859i,0.0012358+0.00031982i,0.00052043-0.00014201i,0.00029884+6.4022e-06i,0.00013638+0.0005127i,-0.0014625+0.0010066i,-0.0032605+0.0015221i,-0.0029174+0.00099061i,-0.002162-8.066e-05i,-0.0014365-0.0010531i,-0.0011228-0.0010725i,-0.0010052-0.001064i,-0.0003993-0.00070029i,-0.00056344+0.00013421i,-0.00085234+0.00033058i,-0.0003159+0.00059425i
-0.0039292-0.0031482i,-0.0046682-0.0036556i,-0.004552-0.001543i,-0.0030428+0.00087049i,-0.00062432+0.0025814i,0.00020333+0.0027731i,0.00015112+0.0016643i,0.0001032+0.00041586i,-4.7782e-05-0.0004751i,0.00015555+3.4638e-05i,5.9534e-05+1.8159e-05i,-0.00082896-0.00044125i,-0.0024421-2.7876e-05i,-0.0032844-0.00015306i,-0.0022536-0.00095652i,-0.0010907-0.0015395i,-0.00054187-0.0018751i,-0.00074177-0.0018958i,-0.0012481-0.0013147i,-0.0015247-0.00076137i,-0.0012974-0.00010649i,-0.00079167+0.00048474i,-0.00025916+0.00026825i
0.0018372-0.0035478i,0.0013317-0.0034697i,-0.00038016-0.0036119i,-0.0015743-0.0034543i,-0.0015847-0.0016144i,-0.00016487+0.00059791i,0.00081768+0.0020166i,0.00099517+0.0015721i,0.00090765+0.00044336i,0.00023301-0.00071708i,-0.00054944-0.00094849i,-0.0011633+0.00025558i,-0.0019662+0.00041262i,-0.0022849-0.00035216i,-0.0016701-0.0006881i,-0.0012235-0.00090494i,-1.5518e-05-0.0012571i,0.00089407-0.0018075i,0.0011291-0.001611i,0.0006555-0.00104i,0.00015814-0.0013214i,2.3237e-05-0.0013925i,0.00013186+0.0001198i
0.0039568-0.0056896i,0.0034186-0.006175i,0.00080822-0.0048111i,-0.0011003-0.0020565i,-0.00094418-1.2807e-05i,0.00079078+0.0014185i,0.0021118+0.002469i,0.0017806+0.0013135i,0.00089758+0.00020853i,0.00029555+0.00047702i,-0.00039677+0.00031248i,-0.0010999-0.00027771i,-0.0010291-0.0020648i,-0.00047479-0.0039336i,2.582e-05-0.0029825i,0.00040734-0.0013497i,0.00074771-0.00065709i,0.0012272-0.00075664i,0.0020033-0.0011337i,0.0015802-0.0017675i,-0.00013444-0.0021107i,-0.00058176-0.0012299i,-0.00099873+0.00019271i
0.001882+0.00070433i,-6.789e-05+0.0013241i,-0.00092617+0.0011998i,-0.00047541+0.00073713i,-0.00043084+0.00091646i,-0.00066078+0.001847i,6.2989e-05+0.0023145i,0.00086863+0.00085014i,0.00086348-0.00070751i,0.00049483-0.0009767i,-0.00011044-0.00093778i,-0.0013531-0.001305i,-0.001616-0.0027912i,-0.0011568-0.003774i,-0.00040759-0.0022964i,0.00058495+1.1995e-05i,0.0012157+0.0012157i,0.0018741+0.0010568i,0.0020712+0.00085959i,0.001533+0.0003123i,0.00073181-0.00089176i,0.00048619-0.0012955i,0.00016804-0.0001168i
0.0011546-0.00023889i,0.0014737-0.0005915i,0.0015404-0.00058161i,-4.9644e-05+5.5311e-06i,-0.0013221+0.0010862i,-0.00097763+0.0022633i,8.7122e-05+0.0030078i,0.00048216+0.0025619i,-0.00017504+0.0011891i,-0.00061273+0.00058203i,-0.0006997+1.8995e-05i,-0.00010432-0.0016246i,0.0005668-0.0025101i,0.0012384-0.002112i,0.0021535-0.0015475i,0.0016631+3.2816e-05i,-0.0001302+0.0010417i,4.1368e-05+0.0011576i,0.0017272+0.0013589i,0.0016106+0.00073056i,0.00063933-0.00012039i,0.00048738-0.00029361i,0.00054398-0.00027627i
-0.0016803+0.00181i,-0.0028714-5.378e-05i,-0.0017974-0.00091306i,-0.0010338-0.0013541i,-0.00082245-0.0017534i,-0.00033437-0.00029862i,-4.9641e-05+0.00080579i,0.00079634-4.1186e-06i,0.00128-0.00053602i,0.00084721-0.00082912i,0.00037784-0.0017862i,0.00024812-0.0021329i,0.0012413-0.0016417i,0.0015888-0.00085653i,0.00049985-0.00034824i,-0.0010114+0.0007056i,-0.001152+0.0019167i,-0.00030217+0.0019182i,0.00014895+0.0019843i,0.00068767+0.0021427i,0.0012893+0.0012062i,0.0015542-9.8811e-05i,0.0011685-0.00066592i
-0.0013928-0.0034526i,-0.0014968-0.0031901i,-0.0010268-0.0024021i,-0.0011408-0.0011908i,-0.0014311-0.00012315i,-0.0012414+0.0011622i,-0.00018745+0.00175i,0.00064569+0.00097144i,0.00019634-0.00037943i,-0.00012869-0.0015264i,0.00053242-0.0015716i,0.0014802-0.00037678i,0.0027066+0.0009886i,0.0038106+0.0020925i,0.0027136+0.0023264i,0.00025849+0.0014845i,-0.00072467+0.0015667i,-0.0012744+0.0020497i,-0.0009015+0.0012482i,0.00032911+0.00049866i,0.00070711+0.00068571i,0.0006205+0.00037331i,-0.00010034+0.00033213i
-0.0027688-0.0037779i,-0.002887-0.0048014i,-0.0036084-0.0036448i,-0.0026316-0.001562i,6.8963e-05+0.00030797i,0.0016023+0.00075975i,0.0021042+0.00029962i,0.0017747-4.9197e-05i,7.543e-05-0.00039765i,-9.3536e-05-0.00035642i,0.00094568-4.3233e-05i,0.0010432+0.0004083i,0.0015454+0.0015495i,0.0020956+0.0021966i,0.0012041+0.00053296i,-0.00025523-0.00073538i,-0.0018729+7.9279e-06i,-0.0027096+0.00091095i,-0.0024577+0.0012273i,-0.0009182+0.00079978i,0.00045862+0.0010708i,0.0001281+0.0015976i,-0.00018298+0.00059833i
0.0023655-0.0026696i,0.0021974-0.0034478i,0.0019566-0.002882i,0.0018975-0.0015457i,0.0018939-0.00085855i,0.00065037-6.9786e-05i,0.00022048+0.0010095i,0.00066054+0.0012583i,0.00031132+0.00072253i,3.749e-05-0.00028048i,0.00011556-0.00016344i,0.00026635+0.0008984i,-0.0002572+0.0018262i,-0.0012892+0.0028305i,-0.0011112+0.0025157i,-0.00053329+0.00061026i,-0.00052374-0.0013016i,-0.00096226-0.0012841i,-0.0013031+0.00011908i,-0.00060914+0.00074017i,-0.00065239+0.00061199i,-0.001244+0.00032592i,-0.00094104-0.00021554i
0.0064813-0.0018638i,0.006961-0.0022179i,0.0049553-0.0031953i,0.0011058-0.0023386i,-0.00040531+0.00042386i,0.00050161+0.002528i,0.0019891+0.0026191i,0.0025829+0.00058417i,0.0015993-0.0017455i,0.00044276-0.0014106i,-0.00039063+0.00039461i,-0.0012052+0.00098944i,-0.0021215+0.0017975i,-0.0024523+0.0032174i,-0.001337+0.0033638i,-3.9787e-05+0.0015422i,-7.4199e-05-0.00063275i,-0.00071565-0.0016062i,-0.0014299-0.0013916i,-0.0010904-0.00045144i,-0.00062891+0.00036939i,-0.00073397+0.0001644i,-0.00053218+1.7454e-06i
0.0027285+0.0003333i,0.0013287+0.0013812i,0.00018848+0.0023484i,-0.00037691+0.0019807i,-0.00090718+0.0011766i,-0.00092916+0.00064495i,-2.8077e-05+0.00085385i,0.00031491+0.0012012i,-0.00059121+0.00086431i,-0.00092309+0.00054371i,-0.0010357+0.00039315i,-0.0017833+0.00081981i,-0.0027058+0.00072544i,-0.0037466+0.00055465i,-0.0028991+0.00050259i,-0.00044151-8.1012e-05i,0.000668-0.0014313i,0.00025306-0.0026598i,-0.00056417-0.0021112i,-0.00045065-0.0011566i,-0.00018074-0.00050849i,-0.0012896-0.00064842i,-0.0017514-0.00065347i
0.0030585+0.002452i,0.0012813+0.0011502i,0.0002836-0.00085442i,-0.00032124-0.00088559i,-0.0016354+0.000924i,-0.0013027+0.0025337i,-0.00068655+0.0026615i,-0.0005523+0.0008595i,0.00027162-0.00062535i,0.00010158+0.00031415i,-0.00084302+0.00033852i,-0.0016255-0.0010107i,-0.0035803-0.0015582i,-0.0046766-0.0012129i,-0.002974-0.00030235i,-0.00065751+0.00052016i,0.0012206+0.00056729i,0.0021728-0.00070762i,0.0017901-0.0014955i,0.0013884-0.0014812i,0.00068644-0.0014079i,-0.00037228-0.0014685i,-0.0004468-0.00070073i
-0.0040388+0.0020469i,-0.00464+0.00051374i,-0.0041329-5.0862e-05i,-0.0025938-9.5295e-06i,-0.0015185-0.00025408i,-0.0013718-0.00018492i,-0.00042036+0.00030286i,0.00090484+6.3243e-05i,0.0012698-0.00079804i,0.0007793-0.0019711i,-0.00025458-0.0023292i,-0.0012813-0.0026814i,-0.0018946-0.0040597i,-0.0022615-0.0039818i,-0.0023971-0.0015897i,-0.00093704+0.00045397i,0.00063813+0.0014023i,0.00095628+0.00059548i,0.001174-0.00076391i,0.001072-0.00093422i,0.00079023-0.00029182i,0.00065564-0.00039713i,0.0007266-0.00089505i
-0.0030566-0.0039324i,-0.0058643-0.0042174i,-0.0045774-0.0036303i,-0.0020072-0.0034872i,-0.0014779-0.002218i,-0.0012024+0.001323i,0.00029684+0.0026399i,0.001163+0.0013585i,0.00051645-0.0005611i,-0.00058914-0.0014818i,-0.00073619-0.00083881i,-0.00039641-0.0010182i,-0.00044529-0.0022329i,-0.0011786-0.0030752i,-0.0018277-0.0021368i,-0.0012662+0.00025628i,0.0003068+0.0020384i,0.001007+0.0013995i,0.0014213+0.00091551i,0.0020323+0.00068452i,0.0021225-0.00056178i,0.0019855-0.00042637i,0.00075115+0.00078795i
0.0015093-0.0092247i,0.0013977-0.009626i,-0.00081193-0.006236i,-0.002031-0.0021924i,-0.00085168+0.00043143i,0.00037226+0.0016016i,0.0014021+0.0023617i,0.0014403+0.0017869i,0.00084734-0.00038563i,0.00089922-0.0011118i,0.0009136-0.00092326i,0.00099893-0.0012198i,0.0010431-0.0018856i,0.0013178-0.0020598i,-0.00029419-0.0013295i,-0.0022143+0.00030819i,-0.0017827+0.0013398i,-0.00027303+0.00065316i,0.0012776+0.00051097i,0.0015992+0.00072233i,0.0020366+0.0011838i,0.0019678+0.0012898i,0.0012973+0.00046329i
0.0032025-0.0040316i,0.0031418-0.0064157i,0.00033658-0.0046033i,-0.0012704-0.0010884i,-0.00042408+0.00062906i,0.00011079+0.00050424i,0.00047314+0.00098884i,0.0012484+0.0014509i,0.0014713+0.0004535i,8.0141e-05-0.00065338i,-0.00036511-0.00023765i,0.00041176-0.00011281i,0.0012357-0.0012607i,0.0018318-0.0022366i,0.00074335-0.0029637i,-0.0013249-0.0021639i,-0.0020276-0.00063274i,-0.00063352+0.00076477i,0.00075798+0.0024749i,0.000411+0.0033778i,-1.5124e-05+0.0025465i,0.00061895+0.0013439i,0.00092372+0.000482i
0.0037703+0.00081308i,0.0065371+0.00093144i,0.0055744+0.0013756i,0.0021294+0.0011389i,-0.00013367+0.0017007i,-0.00017028+0.0020368i,0.00036041+0.0027004i,6.6239e-05+0.0022338i,-0.00015152+0.00033875i,-0.00030867-0.00070693i,-0.00011232-0.00010607i,0.00057698+0.00014737i,0.0023989-0.00018217i,0.0028131-0.00063017i,0.0012379-0.0013839i,-4.8715e-05-0.0015634i,-0.00098241-0.0010707i,-0.002093-4.2021e-05i,-0.0020972+0.0010723i,-0.0010768+0.0011144i,-0.00023882+0.0017349i,-0.00012939+0.0014468i,0.00053598+0.00023864i
0.0038384+0.0025197i,0.0040203+0.0031738i,0.002954+0.00031996i,0.00077257-0.0020736i,-0.0010785-0.0019348i,-0.0014975-0.00035882i,0.00015556+0.0005648i,0.0023477+0.00016768i,0.0029282-0.0002768i,0.001594-4.354e-05i,-8.0006e-07+0.00041522i,-0.00013777+0.00093592i,0.00082528+0.0017883i,0.0017944+0.0025501i,0.0020189+0.0016187i,0.00183-0.00028468i,0.0014569-0.0012976i,0.00057007-0.00051471i,-0.00027582+0.00087461i,-0.0010511+0.0013227i,-0.0011273+0.0012678i,-0.001062+0.0011375i,-0.00040862+0.00069856i
0.00029923+0.0028087i,-0.00010241+0.0035058i,-0.00061567+0.0025876i,-0.0014023+0.0009675i,-0.0018315+0.00075401i,-0.0013023+0.0025928i,-0.00088255+0.0032353i,-0.00038556+0.00097826i,-0.00044908-0.0013385i,-0.00090059-0.0011514i,-0.00086763+2.8191e-05i,-0.00049599+0.00076341i,-0.00077388+0.002172i,-0.0004394+0.003683i,0.0013007+0.0026857i,0.0025229+9.4492e-05i,0.0012861-0.00016211i,-0.00021996+0.00028426i,-0.001193-0.00062279i,-0.0015436-0.0010406i,-0.0016156-8.3495e-05i,-0.0020857+7.2253e-05i,-0.00094793+0.00043306i
-0.00254-0.0019963i,-0.0038545-0.002159i,-0.0039107-0.0023039i,-0.0028242-0.00087718i,-0.0016364+0.0010843i,-0.00050156+0.0023745i,0.0014033+0.0026513i,0.0026514+0.00075822i,0.001751-0.00097668i,0.0001131-0.00057695i,-0.0010937-6.5202e-05i,-0.0014411+0.00069502i,-0.0012132+0.0023367i,-0.0011039+0.0031137i,3.4081e-05+0.0033497i,0.0017919+0.0028961i,0.001587+0.00075767i,-0.00019521+0.00017531i,-0.0013603+0.00019194i,-0.0010031-0.001273i,-0.00096701-0.0015709i,-0.00065385-0.0016082i,0.00066218-0.0010147i
-0.0015487-0.0041421i,-0.0033163-0.0046535i,-0.0030017-0.0047878i,-0.0019094-0.0032253i,-0.0011964-0.001665i,-0.00043305-0.00014259i,0.00056476+0.00069706i,0.001039-8.2499e-05i,0.00022205-0.001212i,-0.00040443-0.0012351i,-0.00016685-0.00091745i,-0.00096613-0.00046165i,-0.0032056+0.00065338i,-0.0035325+0.0030277i,-0.0024282+0.004515i,-0.0009804+0.004146i,-0.00067114+0.002526i,-0.00070341+0.0001216i,-0.00067534-0.00092451i,-0.00068029-0.0008653i,-0.00045584-0.0013714i,-0.0005071-0.0010776i,-0.00024597-0.00021651i
-0.0007262-0.0064042i,-0.00046876-0.0078789i,-0.00067317-0.0052157i,-0.0011909-0.00073224i,-0.0017168+0.0025882i,-0.0017089+0.0039725i,-0.00095992+0.0040445i,0.00010068+0.0024956i,0.00012984+0.00071539i,-0.00042442+5.5721e-05i,-0.00012162-2.7559e-05i,-0.00040066-0.00036542i,-0.0024491+0.00038143i,-0.0037069+0.0013037i,-0.0026002+0.0017072i,-0.0011955+0.002099i,-0.0005622+0.0011829i,0.00035183-0.00045424i,0.0009806-0.00086601i,0.0013146-0.00030235i,0.0010553-0.00082404i,0.00025316-0.0013804i,-0.00035784+0.00011237i
0.0034792-0.0011333i,0.0039324-0.00044202i,0.0025516+0.00063434i,0.00089791+0.00090842i,-0.00019109-0.00040261i,-0.00038435+1.7765e-05i,0.00048015+0.00088549i,0.0013024+0.00039863i,0.0009235-0.0015097i,0.00016296-0.0020511i,-0.0002159-0.0013306i,-0.00029527-0.001529i,-0.002725-0.0018724i,-0.0045242-0.0015625i,-0.0038905-7.6669e-05i,-0.0028524+0.00048793i,-0.0019672+0.00021753i,-0.0011834+0.00040775i,-0.00038719+2.4664e-06i,0.00060219-0.00047607i,0.0013184-0.00070222i,0.0010374-0.001201i,0.00038581-0.0013098i
0.0037695+0.00016202i,0.0029602-0.00026287i,0.00050865-0.00055852i,-0.0012777-7.4773e-05i,-0.0016464+0.001042i,-0.0019015+0.0014101i,-0.0017206+0.0015528i,-0.0012099+0.0013792i,-0.00031776+0.00078976i,0.00046336+9.4575e-05i,0.00055427-0.00090618i,-0.00052121-0.0016944i,-0.0021694-0.0027589i,-0.0028782-0.0039048i,-0.002966-0.0029745i,-0.0023405-0.0015947i,-0.00098077-0.0020273i,0.0009218-0.0014083i,0.0017247-0.00032552i,0.0010928-0.00020829i,0.00042673+0.00020378i,0.00034604-2.616e-05i,0.00024901-0.0010348i
0.00058351+0.001005i,-0.0012434+0.0016421i,-0.001834+0.0024958i,-0.000831+0.0013248i,0.00068505+0.0003881i,0.0015742+0.00033024i,0.0021174+0.0012616i,0.0024795+0.0013085i,0.0021273-9.7791e-05i,0.0014634-0.00024318i,0.0017673-0.00041391i,0.0007084-0.001192i,-0.00062322-0.0020418i,-0.00043879-0.0032045i,-0.0010994-0.0034591i,-0.0017908-0.0027761i,-0.0011151-0.0019338i,-0.00067708-0.0012111i,9.9476e-05-0.0012935i,0.0010035-0.00084823i,0.0016219+0.00042182i,0.0011659+0.0006143i,0.00042113+4.6656e-05i
0.0013166+0.0027709i,0.0023452+0.0020884i,0.0036887+0.00073678i,0.0031545-0.00018084i,0.00049424+0.00085117i,-0.00061724+0.0023179i,-0.00024081+0.0026812i,-0.00014005+0.0014447i,-0.00029598-0.00024937i,-6.4622e-05-0.0005655i,0.00047925-0.00067486i,0.00016158-0.0013822i,-1.6059e-05-0.0026432i,0.00056266-0.0035437i,0.00037109-0.0030088i,-6.4668e-05-0.0020208i,6.1442e-05-0.0019353i,0.00062526-0.00093964i,0.0011387+0.00052443i,0.0010216+0.00052942i,0.0011177+0.00058142i,0.0015102+0.00087623i,0.00099645+0.00027926i
0.00033167-0.0032776i,-0.0017049-0.005488i,-0.0022082-0.0046061i,-0.0023028-0.0016269i,-0.0028049+0.00028326i,-0.0020959+0.0018662i,0.00067216+0.003432i,0.0023755+0.0035882i,0.0021515+0.0011437i,0.0013846-0.00040635i,-0.00012759+0.00025852i,0.00029762-7.8056e-05i,0.002577-0.00075518i,0.0036219-0.00056572i,0.0027939-0.00039891i,0.0017822-0.0010426i,0.001862-0.0016007i,0.0013086-0.00084331i,0.00092975+0.00041893i,0.0010717+0.00086644i,0.0005728+0.0011584i,0.00048943+0.0015331i,0.00083986+0.0013004i
0.0018142-0.002666i,0.0020585-0.0034946i,0.0010837-0.0013919i,-0.000549+0.00039109i,-0.0015035+0.00097413i,-0.0012418+0.0013438i,-0.00053033+0.0018763i,-0.00061632+0.00029691i,-0.00098306-0.0015339i,-0.00027007-0.0017803i,0.00045234-0.0014092i,0.0011489-0.00073323i,0.0026157-0.0001765i,0.0031612-2.5943e-05i,0.0025008-9.9226e-05i,0.0020023+0.00015013i,0.0019781+0.0011333i,0.0012689+0.002029i,0.00062871+0.0020184i,0.00053665+0.0011477i,0.0001629+0.00045857i,5.4069e-05+0.0008985i,0.0008121+0.0011733i
0.0038684-0.0034166i,0.0039501-0.0056503i,0.0017017-0.0054321i,-0.00027695-0.0037874i,-0.000685-0.0014507i,-0.00069629+0.0007896i,0.00068487+0.002382i,0.0020487+0.0025103i,0.0018685+0.001323i,0.00070403+0.00046015i,-0.00016861+0.00014459i,0.00034014+0.00052806i,0.0010362+0.002219i,0.0014023+0.0030095i,0.001398+0.0020819i,0.00052936+0.0017601i,-0.00027968+0.0023372i,-0.00043999+0.0024337i,-0.00029536+0.0014481i,-0.00019581+0.00036833i,-0.00020997-0.0001271i,-0.00082138+0.00052075i,-0.001114+0.0015103i
0.0040726-0.0029614i,0.0025973-0.0031648i,-2.0364e-05-0.0030324i,-0.0026751-0.0014292i,-0.003357-0.00016069i,-0.0018675+0.0012812i,0.0002839+0.0016955i,0.0018389+0.00020228i,0.00068132-0.001706i,-0.00090005-0.0018304i,-0.00091747-0.00039083i,-0.00040461+0.0012261i,0.00038324+0.0036631i,0.00044749+0.0058569i,-0.00014847+0.005711i,-0.00081555+0.0041181i,-0.0014113+0.0027623i,-0.0011763+0.002345i,-3.5685e-05+0.0021499i,0.00077094+0.0016738i,-8.6666e-05+0.0009938i,-0.0012038+0.00075533i,-0.0014978+0.0014958i
0.00021037+0.0020205i,0.0010765+0.00072794i,0.00077668-0.0011103i,0.000542-0.0016765i,0.001565-0.0012452i,0.0014274-0.00016841i,0.00098449+0.0010335i,0.0012267+0.0014282i,0.0021454+0.00099214i,0.0020542-0.00028631i,0.0010498-0.00038794i,-0.00046857+6.3113e-05i,-0.0022592+0.0013093i,-0.0030129+0.0027144i,-0.0027092+0.0024365i,-0.0033122+0.0019903i,-0.0038838+0.0013072i,-0.0036649+0.0011039i,-0.0034514+0.001133i,-0.0024767+0.0002473i,-0.0013263-0.00013085i,-0.0010233+0.00021281i,-0.0012246+0.00098578i
0.0013838+0.000731i,-0.00040632-0.00078275i,-0.00087012-0.0024627i,-0.0012945-0.0027714i,-0.0020991+8.9482e-05i,-0.0028786+0.0027301i,-0.0018214+0.0035511i,-0.00029419+0.0018274i,0.00020708-0.00083855i,-0.0003594-0.0017734i,-0.00054445-0.0011082i,-0.00074749-3.4308e-05i,-0.0032203+0.00074915i,-0.0063035+0.0011404i,-0.006086+0.0014782i,-0.0037284+0.00044519i,-0.002351-0.0013281i,-0.0021833-0.0012452i,-0.0023153+4.4538e-06i,-0.001448+0.00031129i,-0.00042898-0.00017872i,-0.00049186-0.00096099i,-0.0010797-0.0013357i
0.0012618-0.00083492i,0.0015885-0.0034644i,0.0026235-0.0027663i,0.0017709-0.0019982i,0.00082398-0.0012983i,0.00013538+0.0010975i,-1.1256e-05+0.0029687i,0.00061657+0.0036102i,0.0010981+0.0027387i,0.0019343+0.0015014i,0.00091973+0.0010395i,-0.0016909+0.000784i,-0.0034084+0.00049286i,-0.0046976+0.00028437i,-0.0040008-0.0010944i,-0.0028035-0.0031687i,-0.00247-0.0038867i,-0.0017345-0.0027492i,-0.0010206-0.00099214i,-0.00089079+3.4555e-05i,-0.00057735-0.00021887i,-0.00053762-0.0011054i,-0.0010748-0.0012144i
