-0.0016968-0.00096643i,-0.0010804-0.0010091i,-0.001117-0.0020643i,-0.0022941-0.0020051i,-0.0028158+5.5668e-05i,-0.0020681+0.0017344i,-0.0011026+0.0023843i,-0.00084662+0.00259i,-3.7206e-05+0.001781i,0.00098902+0.0013856i,0.00081338+0.00065604i,1.9494e-05-0.00017405i,2.7352e-05+9.5461e-05i,0.0010139+0.00065105i,0.00065018+0.00058452i,-0.00038783+0.00022531i,-0.0008109-0.0010488i,-0.00040521-0.0015429i,-0.00011305-0.00066012i,-0.00084304-0.00013821i,-0.00085439-0.00038444i,-0.00035657-0.00034136i,2.3881e-05+0.0001374i
-0.00057914+0.001458i,0.0010271+0.001313i,0.0026831+0.00075943i,0.0020676+8.0791e-05i,0.00066459-0.00047279i,6.7344e-05-0.00020154i,0.00070996+0.00010184i,-5.4879e-05-0.00092706i,-0.00096825-0.0015968i,-0.00051484-0.00067124i,-1.2408e-06+0.00021622i,0.00064262+0.00037357i,0.00024606+0.00019953i,7.4829e-05-0.00013847i,0.00074358-0.00057991i,0.00083858-0.00060919i,0.00053487-0.00018592i,0.0014029-0.00034722i,0.0016079-0.00075035i,0.00033938-5.6391e-05i,-0.00012364-0.00013497i,0.00048685-0.0009873i,-8.7596e-05-0.00041956i
-0.0018041-0.0022753i,-0.0014379-0.0019633i,-0.0016839-0.0019273i,-0.0029255-0.00091347i,-0.0031053+0.00051854i,-0.0010036+0.0009287i,0.00056897+0.0013143i,0.00015523+0.0010254i,-0.00076929+0.0004801i,-0.0011305+0.00026327i,-0.0008868+0.00038616i,-0.00029206+0.0011905i,0.00012653+0.0016292i,0.00047005+0.00084931i,0.00077397-0.0002927i,0.0011295-0.00055781i,0.0010549-0.0007562i,-7.5772e-05-0.0008196i,-0.00051503-0.00041676i,0.00027153+4.9326e-07i,0.00025606-2.5625e-05i,-0.00045721+0.00010595i,-0.00063389+0.00027352i
0.00053692+0.00030292i,0.0020871-0.00061118i,0.0019486-0.0012999i,0.0012326-0.002336i,0.00038085-0.0022223i,-0.00035981-0.0013873i,-0.00060507-0.00067838i,-0.00042518-4.1053e-05i,0.00021399+0.00015636i,-8.05e-05+0.00039377i,0.00013265+0.00030888i,0.00086997+0.00029196i,0.00044871+0.00095783i,0.00017766+0.00025542i,-0.00011415-0.0012571i,-0.00041969-0.001565i,-0.00076601-0.0012064i,-0.00073539-0.0010184i,-0.00052788-0.00055296i,-0.00015857-5.6745e-05i,0.00049427+0.00031789i,0.00080533+0.00015801i,0.00061802+0.00040853i
0.00079235-0.00082974i,0.0021792-0.001542i,0.003521-0.0016169i,0.0026626-0.0023512i,0.00032614-0.0022563i,-0.001032-0.0012582i,-0.0010741-0.00013966i,-0.00035301+0.00035622i,0.00027992+0.00015067i,0.00012627+0.000507i,-0.00033977+0.00061893i,-2.2913e-05+0.0004118i,0.00035923+0.00011562i,0.00029995-0.00015865i,0.00045638-0.00029223i,0.00070915-0.00016557i,-9.8447e-05+9.6908e-05i,-0.00031066+0.00042609i,0.00074549+0.0010002i,0.00023845+0.0013799i,-0.00053019+0.00025637i,0.00012968-0.00034866i,0.0002007-8.3005e-05i
-0.00095505+0.00026575i,2.0569e-05+0.00013874i,0.00036509+3.8466e-05i,0.00097944+0.00060783i,0.00055873+0.0010518i,0.0003478+0.00075666i,0.0013702-2.1841e-05i,0.0016004-0.00061472i,0.0012807-0.00041121i,0.00065941-5.9118e-05i,0.00036024-0.00058079i,0.00051501-0.00095038i,0.00032062-0.00077437i,-1.2867e-05-0.00087974i,-0.0002449-0.00073508i,-0.00016898-0.00019357i,-0.00019404-0.00050882i,0.00051261-0.00086426i,0.0015059-0.00064697i,0.00087388-0.00073595i,0.00011588-0.00088133i,0.0002025-0.00034366i,0.00046059+5.879e-05i
0.00072426-0.00028627i,0.00063825-0.001359i,0.0021413-0.0031807i,0.0019261-0.0034883i,-0.00070217-0.002456i,-0.0017841-0.0014695i,-0.0011063-0.0010587i,-0.0003044-0.001672i,-0.0003331-0.0018452i,-0.00049745-0.0014461i,-0.00023023-0.001236i,-0.00063572-0.0010096i,-0.0013686-0.00072986i,-0.0011102+0.00020392i,-6.3122e-05+0.00035442i,0.00050366-0.00024389i,9.1609e-05-0.00025892i,-6.1499e-05-0.00020068i,0.00038726+8.0413e-05i,0.00084996+0.00024998i,0.00062723-0.00014808i,-0.00026739-0.00047573i,-6.0981e-05+2.3348e-05i
-0.0003711-0.001156i,-0.00086207-0.00077998i,-0.00072768-0.0012107i,-0.0018428-0.001619i,-0.0022901-0.0010972i,-0.0015992-0.00054818i,-0.00094339-0.0002195i,-0.00075232-5.1292e-05i,-0.0006956-7.4362e-05i,-9.1528e-06+0.0003914i,0.00021007+6.6812e-05i,0.00014096-0.0007516i,0.00027953-0.00094088i,0.00026291-0.00056521i,-0.00019335-5.5728e-05i,-0.0002494-0.00022029i,9.5956e-05-0.00024682i,0.00020908+0.0003099i,0.00060713+9.9498e-05i,0.00052804-0.00049277i,-2.1589e-05-0.00032168i,-5.7942e-05+0.00028243i,-8.2153e-05+0.00024157i
0.0022866+0.00098546i,0.0027947+0.00065017i,0.0031787-0.00017435i,0.0029701-0.0021463i,0.0019397-0.0026653i,0.0010291-0.001422i,0.00043805-0.00044077i,-0.00036222+5.2019e-05i,-0.00058949-0.00031368i,-0.00033115-0.00068868i,-0.00075731-0.0006516i,-0.00063493-0.00068334i,-0.00016788-0.00010222i,0.00040988-1.9535e-05i,0.001039-0.0010621i,0.00058049-0.0012694i,0.00016718-0.00099963i,-0.00022074-0.00098012i,-0.00025586-0.00027401i,-0.00048152+0.00021495i,-0.00073491+0.00021716i,0.00046663+0.00046439i,0.0012276+0.0011231i
0.00045158+0.0021142i,0.00090905+0.0019314i,0.0018982+0.0008386i,0.0019639+2.8953e-05i,0.00092822+0.00022879i,0.0011579+0.00062277i,0.00098976+0.00038706i,0.00037959+0.00018673i,-8.6947e-05+0.00081594i,-0.0008938+0.001281i,-0.00019688+0.001009i,0.00052703+0.0011359i,0.0002601+0.0010691i,-6.1752e-05+0.00023799i,0.0003025-0.0012394i,0.00016136-0.0015597i,-0.00028161-0.00041631i,0.00061584+0.00011466i,0.00058902+0.00015553i,0.00020515+0.00014076i,0.00036306+0.0001234i,6.9299e-05+6.1941e-05i,5.9279e-05+0.00029843i
-0.00041837+0.0034083i,0.0013368+0.0014845i,0.0030855+0.00049999i,0.002182-0.0001114i,0.0013822-0.00031401i,0.0015652-6.3204e-05i,0.0010967-3.9047e-05i,0.00039411-0.00039301i,1.4895e-05+0.00019164i,0.00035937+0.00080354i,0.00045435+0.00073992i,0.00011184+0.0006052i,0.00029887+0.00038228i,0.00050633-0.00022378i,-0.00026387-0.00049296i,-0.00099526-0.00082175i,-0.00017539-0.0012825i,0.00025517-0.00087515i,-0.00026442-0.00024632i,2.677e-05-0.00076725i,0.00023512-0.0013458i,-0.00016159-0.00071796i,-0.00073578-0.00040053i
-0.0010368-0.00060345i,4.8347e-05-0.00050131i,0.00035277+0.00024792i,-0.00024431+0.00024452i,-0.0010827-0.00035584i,-0.00072092-0.00082246i,-1.4377e-05-0.00029647i,0.00023833-0.00016868i,8.0141e-05+0.00018523i,-0.00051677+0.0012786i,-0.00051343+0.00069845i,0.00050848-0.00036367i,0.0010027-0.00018084i,0.00057017+0.00053618i,-0.00050984+0.0012617i,-0.00088258+0.00086587i,-0.00069722+0.00013395i,-0.00061118-0.00038575i,-0.00021592-0.0010231i,-0.00030228-0.0014261i,-0.00068879-0.000918i,-0.00047178+9.5009e-05i,-0.00023241+0.00073163i
-0.0012038-0.0015746i,-0.00052668-0.00052198i,-0.00085976+0.00027195i,-0.0013465+0.00027462i,-0.0020912+0.0017062i,-0.0018619+0.0028746i,-0.0011636+0.0012822i,-0.0008223-0.00025303i,-0.0011051-0.00065207i,-0.00078347-0.00082778i,0.00066856-0.00045502i,0.00053693+0.00043436i,-7.5928e-05+0.0010237i,0.00044864+0.0016367i,0.0016479+0.001048i,0.0020014-1.2823e-05i,0.0011929+0.00023599i,0.00034575-0.00030664i,-0.00091444-0.00069029i,-0.0010108-0.00013323i,-0.00042612-0.00012049i,-0.00010355-0.00014452i,-0.00022422+0.00027054i
-0.0006808-0.0024652i,-0.00029758-0.0015566i,-0.00037279-0.0017228i,-0.00028566-0.0013672i,-0.0005805-6.2732e-05i,9.0879e-05+0.0012677i,0.00023717+0.00082825i,-0.00050391-0.00088376i,-0.00030293-0.0017619i,-0.00013927-0.001878i,0.00026346-0.0010276i,0.00024805+0.00015188i,0.00022799+0.00040394i,0.0010379+0.00032262i,0.0018814-0.00026797i,0.0018363-0.0013368i,0.00065896-0.0013609i,0.00021585-0.00074502i,-2.407e-05-0.00029229i,-0.00057367-0.00017221i,-0.00046592+0.00035262i,-0.00030831+0.00091955i,-0.000533+0.0006354i
-0.00011803+0.00016464i,0.00042779-0.00070889i,0.0012923-0.00065007i,0.00098944-0.0013937i,0.00046429-0.0021854i,0.00045023-0.00083837i,-6.1117e-05-0.0005551i,-0.00066215-0.00105i,-0.0011784-0.00073298i,-0.0015498-0.00089398i,-0.0013913-0.0010451i,-0.0005559-0.00069748i,0.00020899-0.00051892i,0.00041388-0.00041155i,0.00026593-0.00045551i,2.5968e-05+1.0521e-05i,6.3505e-05+9.5103e-05i,0.00068259-0.00029503i,0.0012837-0.0003849i,-8.1633e-06-0.00046067i,-0.0011735+0.00022333i,-7.0848e-05+0.00023318i,0.0010204+0.00024561i
7.9082e-05-0.0021988i,0.0006514-0.0023521i,0.001006-0.00301i,0.00016355-0.0025857i,-0.00052007-0.0013688i,-0.00065028-0.00037698i,-0.00017895+0.00065368i,-0.00053041+0.00091251i,-0.0018098+0.0008743i,-0.0016523+0.00087852i,7.7607e-05+0.00038255i,0.0013107+0.00071991i,0.0010276+0.00092824i,-8.2042e-06+1.3858e-05i,-0.00066155-0.00060284i,-0.0012011-0.0007009i,-0.00092682-0.00076241i,-0.00021373-0.00081403i,-0.00013124-9.2443e-05i,-0.00027315+0.0002454i,-2.1749e-05+0.00043148i,0.00028009+0.00037203i,-9.5431e-05+0.00051028i
0.00065998-0.00097585i,-0.00043858-0.0014973i,0.00017617-0.0021866i,-0.00046-0.0021813i,-0.0012119-0.0020061i,-0.0010023-0.0012537i,-0.00064394-0.00052784i,0.00026693-0.00019111i,0.00040433+0.0012496i,7.9426e-05+0.0028998i,0.00014762+0.0024062i,0.00063744+0.00040167i,0.00031253-0.00047071i,-0.00050002-1.6551e-05i,-0.00023235-0.00042386i,0.00035271-0.00046208i,0.00053566-0.00060335i,0.00049905-0.0008106i,0.00036983-0.00034414i,0.00020391-2.1581e-05i,-0.0004454-0.00015817i,-0.0005191-0.00046454i,-0.00014525-0.00034575i
0.0019687+0.0011502i,0.0017865+8.0565e-05i,0.0019447-0.00035117i,0.0011704-1.7179e-05i,-4.4335e-05-0.00032234i,3.8514e-05-0.00047704i,0.0012429-0.00011717i,0.00070826-0.00049007i,-1.4171e-05-0.00064969i,0.00013332+9.614e-05i,-0.00021866+0.0008621i,-0.00079088+0.00087397i,-0.0012995+0.00070986i,-0.00081785+0.00047348i,-0.00030669+0.00052726i,-8.4366e-05+0.00047834i,0.00085256-0.00065953i,0.00055225-0.0013349i,-0.00012219-0.0011044i,0.00021339-0.00064538i,0.00045854-0.00037359i,0.00029118-0.00039658i,-0.00011975+2.9251e-05i
5.1706e-05-0.0021947i,-4.8848e-05-0.0019316i,-8.7732e-05-0.0020556i,-0.00084089-0.0022891i,-0.0020407-0.0012397i,-0.0014466+0.00083193i,6.9786e-05+0.0012634i,0.00057427+9.5259e-05i,0.0005506-0.001429i,0.00058697-0.0017895i,9.9211e-05-0.00087826i,-0.00019329+0.00011471i,-1.7099e-05+0.00083658i,0.00011428+0.0006438i,-0.00053967+8.1634e-05i,-0.000322-0.00062848i,9.4323e-05-0.0013075i,-8.1808e-05-0.0015733i,-0.00012814-0.0004961i,-0.00072171+0.00044581i,-0.0011317-0.00010962i,-0.0012964+0.00042623i,-0.00090307+0.00071301i
8.8973e-05-0.0014193i,-2.8535e-05-0.0018601i,-0.00033534-0.0023253i,-5.7298e-05-0.0017099i,0.00021079-0.00090533i,0.00058372-0.00085696i,0.00072901-0.00056155i,0.00048666-0.00066363i,1.5984e-05-0.0013605i,-0.00061801-0.0013482i,-0.0010241-0.0009639i,-0.0004401-3.7055e-06i,0.00010302+0.0010313i,0.00061653+0.0011769i,0.0007265+0.00092171i,0.00045355+0.00010404i,3.0421e-05-0.00020535i,-0.00021164+0.00043548i,-0.00017707+0.00050253i,-0.00051438+0.00070911i,-0.00038831+0.0012347i,3.8985e-05+0.00073968i,0.00029693+0.00054904i
0.0019402-0.0010489i,0.0016454-0.0011336i,0.002362-0.0017921i,0.0018742-0.0029786i,0.00013954-0.0025154i,-0.0012481-0.00020679i,-0.0016519+0.00016027i,-0.0011294-0.0004608i,-0.00070222-0.0010541i,-0.0014076-0.00098773i,-0.0020122-0.00039336i,-0.0013509-0.00064499i,-0.00069357-0.0010649i,-0.00047389-0.0014514i,-2.6986e-05-0.0010251i,3.1559e-05-0.00044039i,-0.00025891-0.00076978i,-0.00047521-0.0012547i,0.00017841-0.00088079i,0.00079415+0.0002276i,0.0009323+0.00051983i,0.00099715-0.00042534i,0.00068748-0.0013375i
-0.0015961-0.00019409i,-0.00022879-0.00027951i,-0.00039032-0.00036296i,-0.00057462+0.00016025i,-0.0002487+0.00077694i,-0.00015789+0.0012173i,0.00057532+0.000799i,0.000456-0.00012206i,0.0001651-0.00039844i,-2.985e-05-0.00041785i,-0.00043932-0.00018192i,-0.00041494+0.00045054i,0.00013987+0.00080372i,0.00069299+0.00049352i,0.00027889+0.00019372i,-0.0002817+0.00014922i,-0.00029701-1.6443e-05i,0.00026602-0.00014313i,0.00070527-0.00062109i,0.0010795-0.0012678i,0.00091038-0.00089271i,0.00016765-0.0007078i,0.00032113-0.0012193i
-8.4932e-05-0.0014189i,5.6066e-05-0.0014489i,0.0006418-0.00244i,0.00038123-0.0024109i,-0.0012667-0.00054769i,-0.0016316+0.00034695i,-0.00072727+0.00027819i,-0.0010644-0.00058132i,-0.0017438-0.00052161i,-0.0011787+0.00083936i,-0.0004382+0.0011637i,0.00016435+0.00036246i,-0.00014159-0.00027736i,-0.0011658-0.00031528i,-0.0011216+0.00019248i,-0.00053196-0.00012652i,0.0001326-0.0011635i,0.00085562-0.0012511i,0.00024735-0.0011756i,-0.00049158-0.0010547i,-0.00042067-0.0007706i,-0.00039425-0.00073675i,-0.00066269-0.0001221i
0.00059304+0.0013808i,0.00074122-2.1613e-05i,0.0023452-0.0010958i,0.0013687-0.00060319i,-9.8685e-05+0.00020242i,-0.0004038+0.00055669i,-0.00019493+0.00017773i,6.331e-05+0.00011198i,0.0003163+0.00076037i,0.00089066+0.00098277i,0.0013182+0.00011002i,0.00090101-0.00046545i,1.2177e-06-0.00034512i,-0.00032173+6.4672e-05i,-2.2694e-05-0.00021311i,-0.00029511-0.00026247i,-0.00012746+0.00018895i,0.00017483+0.00025592i,-0.00037799-8.8774e-05i,-0.0013098-0.00026883i,-0.0010122-0.00016989i,0.00015249+0.0002115i,0.00027991+0.00032433i
0.00155-0.00064739i,0.0015302-0.0011997i,0.001586-0.002836i,0.0021067-0.0027511i,0.00044397-0.0018949i,-0.0010824-0.001366i,-0.00051273-0.00068102i,0.00040901+7.4979e-05i,0.00073062+0.00050034i,0.00022654-0.00026389i,-2.5318e-05-0.00064526i,-0.00024698-0.00027087i,-0.00076548-0.00029265i,-0.00063127-0.00019199i,0.00030291+3.497e-05i,0.00080558-0.00034051i,0.00087359-0.00063491i,0.00055712-0.00050247i,0.00054566-0.00085124i,0.0008222-0.0011507i,-4.9926e-05-0.00045391i,-0.00065395-0.00019613i,-0.00082617-0.000407i
-9.8736e-05-5.848e-05i,-0.00034289+7.1491e-05i,0.00073859+0.00016846i,-0.0001294+0.00058958i,-0.00091227+0.00048838i,-0.00016631+6.3234e-05i,0.00088894-0.0005987i,0.0012237-3.0531e-05i,0.00041856+0.00039647i,-0.00034248-0.00040292i,-0.0005276-0.00048117i,0.00030761+0.00013934i,0.0010161+0.00014373i,0.0011098-9.637e-06i,0.00050005+2.1806e-05i,0.00021835-9.9831e-05i,0.00011804-0.00053635i,-0.00014707-0.00041418i,-7.3079e-05+0.00016684i,-0.00012167+0.00063336i,0.00058278+0.00040708i,0.0011457-0.00055057i,0.00079106-0.00064026i
0.00040198+0.00096833i,0.0016015+0.0010965i,0.0026351+0.00074994i,0.0018213-0.0010632i,-0.00028602-0.0017505i,-0.0011376-0.00076315i,-0.00082773-0.0003392i,-0.00027186-0.00035071i,-0.00028014-0.00027015i,-0.0003598-0.00044986i,-0.00064679-0.00065012i,1.6239e-05-0.00015868i,0.0010969-0.00015602i,0.00070657-0.0010188i,-2.8584e-05-0.00076688i,-0.0002448-0.00052719i,-0.00042308-0.00096653i,-0.00011962-0.00067508i,0.00010138-0.00016423i,0.00024895-0.00028737i,0.00082195-0.0008416i,0.00092932-0.00024991i,0.00050743+0.00030194i
-0.0014533+0.0027405i,0.00083488+0.0020371i,0.0023996+0.0013955i,0.0018003+0.0012983i,0.00071973+0.0011234i,-2.9946e-05+0.00076247i,4.823e-05-0.00061879i,0.00073356-0.0018181i,0.00014752-0.0013532i,-0.0010604+0.00036996i,-0.001426+0.0013903i,1.1082e-05+0.0012376i,0.0010251+0.00080985i,-0.00038466+8.366e-05i,-0.00065668-0.00014854i,-0.00010428-0.00032761i,-8.7585e-05-0.0013486i,0.00024217-0.00076904i,-0.00019519+7.0739e-05i,-0.00041811-0.00045151i,-0.00034536-0.00084853i,-0.00035704-0.00027333i,-0.00077922+0.0008109i
0.00079942-0.0001967i,0.0015645-0.00099313i,0.0015953-0.0023482i,0.00018753-0.0028068i,-0.0011072-0.0016882i,-0.00036198+0.00028333i,-0.00021676+0.00034736i,-0.0011816-0.00060526i,-0.0014869-0.00015054i,-0.0012483+0.00064576i,-0.00056946+0.00065836i,-0.00031025+0.00037354i,-0.00036419+0.00017084i,-0.0003463-0.00018235i,0.0001081-0.00035681i,0.00097507-0.00047409i,0.00087973-0.00039762i,0.00058347-0.00030216i,0.00035873-0.00026437i,-3.4536e-05-0.00044865i,-0.00035155-0.0004693i,-4.892e-05-0.00039049i,-0.00036804-0.00031876i
-0.0022132+0.00095076i,-0.0016789+0.001491i,-0.00064139+0.0025474i,-0.00035736+0.0021866i,-0.00029715+0.0011481i,0.00069582+6.3614e-05i,0.0013875-0.0001372i,0.00066566+1.4755e-05i,-0.00025437-0.00016833i,9.4927e-05-0.00016182i,0.0010011-0.00011707i,0.00085907-0.0003334i,0.00036164+0.00024863i,-1.6207e-05+0.00038703i,0.00051499+0.00017447i,0.00086574-1.6838e-06i,2.1674e-05-0.00056817i,-0.0011098-0.00051864i,-0.0014244-9.3213e-05i,-0.0015087+0.00024395i,-0.0010336+0.00016032i,-0.00057997+0.00020307i,0.00027564+0.000308i
-9.1516e-05-0.00353i,-0.00087482-0.0034888i,-0.0031762-0.0046918i,-0.0044093-0.0030458i,-0.0036991-0.00093934i,-0.0015089+0.00065481i,-0.00013605+0.0013953i,-0.00035128+0.0013576i,-0.00040919+0.00069167i,4.2256e-05-0.00012221i,0.00059988+0.00012091i,0.00044662+0.00052125i,-0.00027196+0.00077291i,-0.00053232+0.00081673i,-0.00040374+0.00017595i,-0.00056373-0.00047378i,-0.00050121-0.00081562i,-0.00016196-0.001228i,0.0002441-0.00070374i,0.00037166+0.00044552i,0.00021237+0.00072895i,0.00051326+1.1857e-05i,0.00056488-0.00020555i
-0.0010915-0.00087409i,-0.0005235-0.00025551i,-0.00025277+9.4732e-05i,-0.0011182-0.00079835i,-0.0023264-0.00042698i,-0.0015863+0.0010103i,-0.00043481+0.0016793i,-0.00040959+0.0015606i,0.00018856+0.0011349i,0.00032069+0.0013479i,-0.00055282+0.0011965i,-0.00036047+0.00071425i,-0.0002893+0.0008101i,-0.00015669+0.00072796i,0.00024717-0.00020619i,-9.8713e-05-0.00054415i,-9.4838e-05-0.00033458i,0.00032414-0.00069826i,-4.3371e-05-0.00081543i,-0.00070685-0.00027239i,-0.00092769+0.00052968i,-0.00066838+0.00076901i,-0.00055462+0.00015969i
0.0018148+0.0005999i,0.0013649+0.00054948i,0.0024415-0.0009235i,0.00063751-0.0019194i,-0.0012353-0.0017283i,-7.9766e-05+0.00018063i,0.00058744+0.0012353i,0.00073841+0.00057306i,0.00056268-0.00030337i,-0.00051902-0.00096953i,-0.0016395-0.00065789i,-0.001606-0.00055835i,-0.00064597-0.001295i,-0.00029904-0.0011483i,-0.00021965-8.5253e-05i,0.00071509+2.2577e-05i,0.00093254+0.00021211i,0.00042027+0.00047749i,0.0003289-0.00018382i,0.00015465-0.00057809i,6.2081e-05-0.00074063i,0.0004813-0.0011172i,0.00012971-0.00052712i
0.00041276-0.0017776i,-0.0001837-0.0026937i,-0.00019083-0.0043626i,-0.00015955-0.003924i,-0.0014892-0.0024021i,-0.0014718-0.0010546i,7.2655e-05-0.0005279i,0.00055597-0.0009034i,0.00012278-0.0014347i,-0.00028934-0.0011489i,0.00015374+0.0001077i,0.00063641+0.0010983i,0.00042594+0.0011189i,-0.00023071+0.00086456i,-0.00067289+0.00094503i,0.00014339+0.0011989i,0.00030637+0.00089371i,0.00012486+0.00024318i,8.0929e-05+0.00024339i,8.9616e-05+6.8996e-05i,0.00041254+0.0001195i,0.00035593+0.00028874i,1.8294e-05+0.00039165i
-0.00065402+0.00053672i,5.0587e-05+0.0010473i,0.00056768+0.00065538i,0.00059308+0.00018754i,0.00018026+0.00064121i,-0.00064932+0.00064756i,-0.00050444-0.00059724i,-0.0002457-0.0017808i,-0.00080633-0.001628i,-3.87e-05-0.0004492i,0.0010442+0.0010561i,0.0012691+0.0012324i,0.00069528+0.00060597i,2.7978e-05+0.00072301i,0.00027271+0.00077i,0.00025601+0.00020789i,-0.00021837-0.0009414i,6.1589e-05-0.0015431i,0.00077136-0.00055789i,0.0010953+0.00047552i,0.00053721+0.00063285i,0.00014471+0.00046458i,0.00042356+0.0011659i
-0.00042282-0.00099216i,-6.0612e-05-0.0013618i,-0.00037876-0.0018802i,-0.0021211-0.0016058i,-0.0026961-0.00033224i,-0.0014367+0.00016175i,-0.00060291+0.00031433i,-0.0017767-2.2554e-05i,-0.0030991-0.00081917i,-0.00182-0.00079905i,-0.00035958+0.00031821i,-0.00076622+0.0005936i,-0.0012764+0.00037602i,-0.0011699+0.00011098i,9.8583e-05-0.00057803i,0.0011935-0.00045535i,0.00083602-0.00039434i,0.00031516-0.0010025i,0.00028188-0.0010063i,6.4476e-05-0.00045276i,-0.00036257+0.00028864i,-0.00030573+0.0006273i,0.00034972+0.00031587i
0.002549-0.00027019i,0.0033944-5.345e-05i,0.0041501+0.00033755i,0.0037822-0.00077922i,0.0021906-0.0014052i,0.00054248-0.00037678i,-5.3295e-05+0.00016166i,-0.00042839+2.8187e-05i,-0.00098557+0.00066129i,-0.00067465+0.00015416i,-0.0004369-0.0011391i,-0.00048382-0.0019838i,-0.00051128-0.0018854i,-0.00040054-0.00068882i,-0.00041497-0.0001286i,0.00019255-0.00046744i,0.0011068-0.00063056i,0.00096595-0.00029894i,0.00029626-0.00055549i,4.5354e-05-0.00069383i,0.0003438-0.0010208i,0.00027742-0.0010486i,-0.00021509-0.0010528i
0.00024353-0.00080058i,-0.00026126-0.00065219i,-0.0010595-0.0006906i,-0.0012135-0.001383i,-0.00089072-0.0010663i,-0.00034933+0.00046304i,0.00053382+0.00113i,0.00066733+0.0016496i,0.00050394+0.0018337i,0.00052005+0.00077568i,-0.00030629+0.00053652i,-0.00081712+0.00087844i,-0.00036073+0.0003131i,0.00029584-0.00035552i,-6.7471e-05-0.00018707i,-0.0010592-0.00012761i,-0.0012673-0.00028568i,-0.00072816-0.00016431i,-0.00032054+6.7602e-05i,-1.7455e-05+7.3425e-05i,-0.00034346-4.3308e-05i,-0.00024218-0.00035156i,0.00062463-5.8577e-05i
-0.0013926+0.0012904i,-0.00018542+0.0013786i,0.00057466+0.00023613i,0.00094322+0.00084314i,0.00041007+0.0013989i,0.00083323+0.0004302i,0.0018856+4.861e-05i,0.0025235-0.0003888i,0.0030596-0.00065497i,0.0018326-0.00021712i,0.00017912+0.00042979i,-0.00072361+0.0014455i,-0.0006566+0.0017518i,0.00020629+0.0012342i,0.00054303+0.00086265i,2.9385e-05+0.00055632i,-0.00040682+0.00011182i,-7.5045e-05-0.00032233i,0.00024785-0.00086344i,0.0010472-0.0013544i,0.0014165-0.00089878i,0.0003832+0.00015564i,-0.00043102+0.00084974i
0.00026652+0.0024187i,0.0012436+0.0019147i,0.00141+0.0023094i,0.0011271+0.0011583i,-4.0538e-05-0.00083048i,-0.0012591-0.0010425i,-0.00077816-0.00040315i,0.00032627-0.0015579i,0.00025988-0.003133i,3.9357e-06-0.0017973i,-0.00034109+0.00037352i,-0.00043641+0.0010085i,-0.00021219+0.00081277i,-7.5013e-05+0.0006194i,-0.00045334+0.00075614i,-0.00059747+0.00066529i,9.8971e-06+0.00022222i,2.8225e-05-0.00039682i,0.0004576-0.0003616i,0.00088167-0.00026527i,3.6473e-05-0.00025361i,-3.7112e-05+0.00046878i,-0.00023972+0.00043929i
0.0011569+0.00014777i,0.0023137-0.00078294i,0.0023758-0.0014412i,0.0014483-0.0023034i,7.9852e-06-0.0011991i,-0.00054128-0.00048508i,-0.00014775-0.0013146i,-0.00079173-0.0018189i,-0.0016453-0.0015666i,-0.0013217-0.0014516i,-0.00031821-0.00042317i,-6.5387e-05+0.00036555i,0.00036838+2.4566e-05i,0.00076507-0.00011913i,0.00032783-0.00015728i,0.00033808-0.00078822i,0.00058279-0.0006536i,0.0002433-0.00018681i,9.2261e-05+0.00025908i,2.6803e-05-9.8227e-05i,-0.00014522-0.001023i,-0.00055899-0.00077469i,-0.00093149-0.00019328i
4.2119e-05+0.00078083i,0.00019674+0.0010717i,0.00063698+0.0011335i,0.0012509+0.0011372i,0.00075055+0.00085526i,-0.00031888-3.9027e-05i,-0.0004539-0.00022501i,-0.0010048-0.00015915i,-0.0014487-0.00029015i,-0.00094571+0.00010654i,0.00061824+0.00044481i,0.001365-9.2165e-05i,0.0012186-0.00028796i,0.0013747-0.00015597i,0.0012338-0.00030276i,0.0013373-0.00049885i,0.0009075-0.00093565i,-0.00047803-0.0010739i,-0.0010353-0.0006893i,-0.00064786-0.00054596i,-0.00020298-0.00057788i,-0.00013829-3.4228e-05i,0.0001937-9.0954e-05i
0.0017514+0.0015393i,0.00063983+0.00085666i,0.0012845+0.000625i,0.0014557+8.9561e-05i,0.00023827-0.00097917i,-0.00085753-0.00034514i,-0.0011652+0.00084382i,-0.0010525+0.0019649i,-0.0010473+0.0023183i,-0.0011558+0.0014361i,-0.0012573-0.00010835i,-0.0016054-0.00052004i,-0.0011921+0.00023208i,-0.00034803+0.0003598i,5.3817e-05-0.000463i,0.00046173-0.0020121i,0.00033597-0.0023324i,8.9828e-05-0.00044066i,0.00011174+0.00069847i,0.001019+0.00016606i,0.00090213-2.6548e-05i,-0.00024143-0.00034863i,-0.00036919-0.00025787i
