-0.0016569+0.00045078i,-5.0301e-05+0.00021646i,-0.00075011+0.00048149i,-0.0008662+0.00027009i,-0.00059515+0.0014652i,-0.00067006+0.0020583i,-0.0006518+0.0022142i,0.00024978+0.00287i,0.00073864+0.0023122i,0.0011655+0.0012507i,0.0014087+0.00051832i,0.00082093+3.2924e-05i,0.00038093-8.2856e-05i,0.00052483-0.00016361i,-2.5396e-05-7.9e-06i,-0.00050484-0.00023741i,3.7232e-05-0.00098947i,0.00054949-0.00065623i,0.00039097-0.00025004i,-0.00041632-0.00096902i,-8.1686e-05-0.0011182i,0.00037672-0.00078261i,7.9479e-05-0.00041032i
0.00073764-0.00059066i,0.00043434-0.00015263i,0.00076023+0.00039679i,0.001003-0.00064971i,0.00025621-0.0015997i,-0.00017241-0.00073372i,-0.00026463+6.6582e-05i,-0.00038439-0.00019687i,-0.00047287+0.00013774i,-0.00035389+0.00076208i,5.2015e-05+0.00028897i,0.00029364-0.00056054i,0.00060677-9.7883e-05i,0.00048332+0.00065661i,0.00027402+0.00025744i,0.00025937+5.0625e-05i,-0.00018447+0.00073662i,-0.00063452+0.0013006i,-0.000106+0.0014344i,0.00063053+0.00093391i,0.00052271+0.00024298i,-0.0005602+0.00035633i,-0.001292+0.00034335i
0.0023016+0.0019707i,0.0012726+0.0021934i,0.0011689+0.00083369i,-3.604e-05-0.00054868i,-0.0013501-0.0015719i,-0.0020594-0.001566i,-0.0020789-0.00083618i,-0.0010268-0.0007931i,-0.00015962-0.00084578i,-0.00066392-0.00041102i,-0.0010548+7.5263e-06i,-0.00022138+0.00020136i,0.00062805+0.00039661i,0.00012621-0.00029314i,-0.00041719-0.00069303i,0.00032987-0.00041968i,0.0012606-0.00033312i,0.00077185+0.00026123i,-0.0004948+2.9412e-05i,-0.00047949+4.0239e-05i,9.8721e-05+0.00084232i,0.00032237+0.00013583i,0.00039458-0.00021868i
-0.00045023-0.00085732i,-0.0012075+0.00041047i,-0.0013792-0.0011891i,-0.00094941-0.00151i,-0.0015276-0.00078993i,-0.00091452-0.0010633i,0.00077251-0.00052978i,0.00075737+0.00063338i,0.00040946+0.0012491i,-0.00025708+0.0010347i,-0.00091013+0.0013486i,-0.00062382+0.0013435i,0.00019333+0.0005021i,0.0007802-5.8344e-05i,0.0010289+3.1801e-05i,0.00077736-0.00021856i,0.00053482-0.00057685i,-0.00029597-0.0008019i,-0.0006393-0.00077409i,0.00031247-9.1963e-06i,0.001736+0.00019138i,0.0015853-0.00034026i,0.00071619-0.00056495i
5.014e-05-0.00045112i,-0.00047539+0.000169i,-0.00054019-0.00021508i,0.00021872-0.00037879i,-0.00054231-0.00048446i,-0.001154-0.00073045i,-0.00054885-0.00046885i,-0.00061226+0.00031839i,-0.00054959+0.00076176i,-0.00049538+0.00097571i,-0.00054603+0.00066326i,0.00028783+0.00030245i,0.0012322+0.00070705i,0.001498+0.00085011i,0.001833+0.00018447i,0.0015111-0.00060872i,0.00016146-0.00079251i,-0.00030932-0.00083803i,0.00019944-0.00078039i,0.00024254+0.00033766i,8.8604e-05+0.0015919i,0.00010523+0.001764i,0.00060013+0.00016791i
2.2071e-05+0.0011873i,-0.00093893+0.0015111i,-0.001225+0.0013709i,-0.00098657+0.0014282i,-0.0012127+0.00055439i,-0.00075173-9.9963e-05i,0.00025762+9.5466e-05i,1.3914e-05-0.00050831i,-0.0001817+2.3376e-05i,0.00075045+0.00077889i,0.0014467-0.00010836i,0.001019-0.00092866i,-0.00016099+0.00014282i,-0.00021086+0.00091557i,-1.0988e-05+0.0006872i,-0.00047673+0.00023346i,4.6891e-05-0.00018294i,0.00066088-0.00032086i,0.0004119-0.0002976i,4.2903e-06-0.00042001i,-0.00022143-0.00086302i,-0.00032203-0.0004271i,-0.0002524-0.00038921i
0.0017965+0.0019149i,0.0010722+0.0022704i,0.0013564+0.00080497i,0.001948-0.00086795i,0.00086743-0.00090066i,-0.00069924+0.00037677i,-0.00067661+0.00059161i,3.9586e-05+0.00034438i,0.0002808+0.00046514i,0.0007358+0.00013725i,0.0011778-0.00035784i,0.00097832-2.5086e-06i,0.00028928+0.00073096i,-0.00032081+0.0010734i,-0.00019351+0.0010305i,0.00065075+0.0011587i,0.00097756+0.0007124i,0.00090429-0.00020355i,0.00016652-0.00039999i,0.00014044-0.00019706i,0.00068313+0.00040594i,0.00018933+0.00041852i,4.8513e-05-0.00041779i
-0.0012839+0.00083289i,-0.0009721+0.0026247i,-0.0010133+0.0026014i,0.0002391+0.0011917i,0.0011882-0.00016022i,0.0015269-0.0015669i,0.0016219-0.002115i,0.0012176-0.001451i,-0.00026031-0.00026809i,-0.00036378+9.5301e-05i,0.00030378+0.00038011i,0.00057559+0.00068691i,0.00063826+0.00051795i,-5.2057e-05+0.00098745i,-0.00049501+0.0012531i,-0.00017479+0.00016588i,3.41e-05-0.00049599i,-7.0042e-06-0.00024987i,-3.6069e-05-0.00030824i,-0.00031814-0.00082327i,-0.00041602-0.001334i,-0.00043848-0.00086232i,-0.00021481+0.00040222i
0.00015017+0.0002384i,0.00090413+0.00039721i,0.00097969-0.0012214i,-0.00027267-0.0026044i,-0.0016408-0.0022317i,-0.0016617-0.00032914i,-0.00035521+0.00065357i,0.00021204+0.00055561i,-0.00046133-0.0002148i,-0.00094546-0.00021785i,-0.00051551+0.00073085i,-0.00017179+0.0013447i,0.00034336+0.00095442i,0.00081757+0.00015553i,0.0011751+0.00033403i,0.001161+0.00056416i,0.00086514+0.00061648i,0.00028373+0.00081479i,1.4879e-05+0.00034595i,4.3e-05+0.00023028i,0.00018669+0.00031719i,0.00022272+0.00027599i,-8.3766e-05+0.00026274i
-0.00042945+0.00051865i,0.0010027+0.0017361i,0.0015413+0.0021934i,0.00059955+0.0017598i,-0.00045901+0.0010975i,-0.00097004+0.00044884i,-0.00060327+3.4854e-06i,-0.0001198-0.00049333i,0.00012484-0.00056824i,6.3481e-05-0.00025324i,0.00040372+0.00020328i,0.00032622+0.00044896i,-2.9708e-05-0.00028676i,-0.00019729-9.1777e-06i,-0.00015704+0.0011305i,-0.00043148+0.00087691i,-0.00081698+0.00023759i,-0.00071481-2.0686e-05i,-0.00060511-0.00035215i,-0.00066143-7.0986e-05i,-7.7259e-05+0.00045788i,4.8366e-05+0.00052758i,-0.00029413+0.00026714i
0.00079119+0.00058519i,-0.00015461+0.0019486i,-0.0010862+0.0016353i,-0.0010109+4.2805e-05i,-0.00028118-0.001144i,0.00030409-0.0015844i,0.00073272-0.0012697i,0.00020453-0.0015476i,9.4227e-05-0.0018706i,0.00042071-0.00059863i,-1.1728e-05+0.00098329i,-0.00026834+0.00129i,-0.00048967+0.0010629i,-0.00025625+0.0013346i,-1.1554e-05+0.00083287i,0.000243-0.00011526i,0.00028731-0.00055074i,-0.00043552-0.001176i,-0.001082-0.00063857i,-0.00099691-0.00020445i,-7.7889e-05-0.00013256i,0.0002845+7.6486e-05i,0.00035556+0.00027203i
-0.00075358+0.00063522i,-0.00022056+0.0010261i,2.097e-05+0.00092886i,7.8585e-05+0.00011175i,0.00018601-0.00082743i,0.00073221-0.00090436i,0.0010472-0.001138i,0.00093883-0.0014829i,0.0005382-0.00066785i,0.00028144+0.00037275i,0.00061573+0.00073758i,0.00049136+0.0004894i,0.00040968+0.00021883i,0.00040296+4.9934e-05i,-8.5882e-06-0.00020429i,-0.0001564-0.00017407i,0.00038983+8.8902e-06i,0.0010442+0.00037876i,0.0012804+0.00060045i,0.00074341+1.6642e-05i,2.617e-06-0.00039244i,-8.6819e-05-0.00086284i,0.0002299-0.00069638i
-0.00029727+0.00089974i,0.00097496+0.0012784i,0.001279+0.0013872i,0.0015518+0.0010876i,0.0011823+0.00078026i,0.0012065-0.0001715i,0.00068552-0.00098092i,-0.00024899-0.00032751i,-0.00066032-9.7944e-05i,-0.00051672+0.00012528i,-0.00021197+0.00026389i,-0.00012337+0.00061923i,-0.00039102+0.0007107i,-0.00026388+0.00054123i,8.0774e-05+0.00039083i,0.00060545+0.0004714i,0.00010745+0.00014219i,-0.0002971-0.00045918i,0.0004926-0.00033287i,0.00049026+0.00014391i,-0.00059372+3.9384e-05i,-0.00067941-0.00025206i,-3.6383e-05+0.0002049i
5.5046e-05+0.0020891i,-0.00013626+0.0026956i,0.00067621+0.0023939i,0.0018791+0.0013351i,0.0018295+0.00095523i,0.0014212+0.00037414i,0.00039213-0.00025991i,0.00045282-0.0012889i,2.1132e-05-0.00089714i,-4.822e-05+0.00016702i,0.00085785+0.00047956i,0.00022068+0.00027366i,-3.9212e-05+0.00015416i,0.00062535+0.00019559i,0.00060051-2.3926e-05i,1.6869e-05-0.00013452i,-3.3739e-05-0.00046374i,0.0001111-0.00014066i,-0.00013197+0.00014864i,-0.00015357+0.00060432i,-6.7405e-05+0.00049491i,-0.00060244+0.00012655i,-0.0012184+0.00013295i
0.00064102+0.0019553i,0.0011601+0.0016491i,0.0032029+0.00076722i,0.0029127-0.00091985i,0.000598-0.0022775i,0.00027574-0.0023716i,0.00011083-0.0016487i,-0.00092009-0.00080442i,-0.0011267-0.00066105i,-0.00056919-0.00059639i,-0.00051826-0.00044891i,-0.0010791-0.00033366i,-0.00053663+3.0093e-05i,0.0007711-0.00011254i,0.0008866-0.00038642i,0.00033864+9.4448e-05i,-0.00028051-0.00010021i,-6.654e-05-0.00075595i,0.00059347-0.00020766i,0.0008643-0.00015327i,0.0009166-0.00012222i,0.00032716+0.00036297i,-0.00014999+0.00015893i
0.0014152+0.0015436i,0.0017933+0.002846i,0.0014366+0.0023034i,0.00067678+0.00046562i,0.00010734-0.00033373i,-0.0005181-0.00069881i,0.00026648-0.0008632i,0.00078255-0.00082152i,0.00040499-7.5576e-05i,0.00032899+0.00085109i,0.00036684+0.0003638i,0.00048751+0.00034475i,0.00042941+0.00088304i,0.00016057+0.0004223i,-0.0005444-2.8312e-05i,-0.00056046+3.3128e-05i,0.00016728+0.00088971i,4.9902e-05+0.0013112i,-3.2495e-05+0.00091466i,0.00033327+0.00016943i,0.00023284-0.0002963i,-0.00065799-0.00017177i,-0.00080922+4.2241e-05i
0.0016628+0.0013767i,0.00088984+0.0024095i,0.00034037+0.002013i,0.0002008+0.0005449i,-0.00036604-0.00091779i,-0.0002551-0.00054107i,0.00014798+0.00016793i,0.00027523+0.00024867i,0.00020061+0.00054131i,-0.00043383+0.0012046i,-0.00082805+0.0015063i,-0.0010163+0.001887i,-0.0010432+0.0014995i,-0.00096961+4.2484e-05i,-0.00071047-0.00074725i,7.6972e-05-0.00046828i,0.00039941-1.9227e-05i,-0.00023111-7.2741e-05i,-0.00065597-0.00034065i,-0.00039626+0.0001621i,0.00020472+0.00072593i,0.00049862+0.00040849i,-0.00014437+0.00012807i
-0.0023389+0.0010846i,-0.0032478+0.0010966i,-0.0031466+0.00054884i,-0.003209+0.00089732i,-0.0024156+0.00031731i,-9.4769e-05-0.0011897i,0.00065764-0.0014768i,0.00071882-0.00064435i,0.00097892-0.00010993i,0.001167+0.00078795i,0.0013067+0.00076911i,0.00061103-5.3493e-05i,0.00039032-3.8495e-05i,0.00096576-0.00016586i,0.00058548-0.00032i,-0.00049958-2.5638e-05i,-0.00088878-0.00031332i,-0.00047859-0.00043259i,-0.00025692-0.00052788i,-0.00035692-0.00054996i,-0.00027768-9.8476e-05i,-0.00030291+0.0010888i,-0.00027597+0.00091974i
0.0015673+0.00027604i,0.00097446+0.0013705i,0.0010441+0.00021965i,0.0019235-0.0013552i,0.00092142-0.0010276i,-0.00073874-0.00014356i,-0.0003287-0.00067426i,0.00016795-0.00099099i,0.00035359-0.00028661i,0.00068549-0.00031332i,0.00057721+0.00052977i,-0.00013264+0.0016219i,-0.00010363+0.001668i,9.8667e-05+0.0012016i,-7.3843e-05+3.5881e-05i,-3.8423e-05-0.00028552i,-6.0806e-05-1.3201e-05i,-0.00019367+6.2634e-05i,-0.0006462-7.1433e-05i,-0.00027853-0.00022808i,0.00022748-0.00050759i,-5.2986e-05-0.00024286i,0.00038077+5.3095e-05i
-0.0013645+0.0013903i,-0.00056033+0.0028716i,0.00032061+0.0027293i,0.0007118+0.00052194i,0.0011508-0.00072687i,0.0011197-0.00048401i,0.00091106-0.00082798i,0.00070078-0.00030992i,0.00037849+0.00053097i,0.0011121+5.3106e-05i,0.0014236-0.00038075i,0.00078217-0.00044352i,0.00013349-0.00025496i,-0.00040932+0.00016377i,-0.00040305+0.00021809i,3.9602e-05+0.00049447i,7.8281e-05+0.0012429i,-0.00066463+0.001184i,-0.00065905+0.00055652i,-0.00011361+0.00028248i,-2.8086e-05+0.00059336i,0.00012779+0.00054932i,0.00016849+0.00016802i
0.00040757-0.00038272i,-5.3375e-05+0.00087852i,-0.00085918-9.1073e-05i,-0.0011631-0.0011474i,-0.00077252-0.00075432i,-0.00058579-0.00032709i,-0.00010289-0.00027746i,0.00073103+0.00015454i,0.00078497+0.00044865i,0.00019558-5.7591e-05i,-0.00029942-0.00048383i,-0.00018614-0.0004653i,0.00036945-0.00058776i,0.00044075-0.00042241i,0.00012494-0.00037454i,0.00030158-0.00066016i,0.00049234-0.00057158i,0.00052431-0.00056255i,0.0005403-0.00033923i,0.00067104-0.0001261i,0.00041612+0.00026428i,0.0003647+0.00052522i,-0.00024652-0.00015198i
0.0010563-0.00010211i,0.00084025+0.00077189i,-0.00091842-0.00061755i,-0.0016685-0.0010699i,-0.0015689-0.00076642i,-0.00098704-0.00055813i,-0.00045912-0.0006432i,-0.00011601-0.00087309i,-0.00018035-0.00055616i,-0.00030586-6.061e-06i,-0.00011328+0.0009203i,-0.00058694+0.0016955i,-0.00039892+0.001235i,0.00027206+0.0003669i,0.00019316+0.0002814i,0.00038653+0.00012235i,0.00039511-0.00038267i,-0.00027754-6.4802e-05i,-0.00045244+0.00054795i,-0.00086424+0.00069821i,-0.0010847+0.00032466i,-0.00098276-0.00032981i,-0.00083876-0.00075427i
-0.00071778+0.0018867i,-0.0012727+0.0031531i,-0.0008546+0.0035281i,-3.1352e-05+0.0017961i,-0.0001515-0.00044954i,0.00042446-0.0012794i,0.0014019-0.00069777i,0.00097612+8.9617e-05i,-5.0985e-05+0.00038483i,5.4696e-05+0.00043834i,-0.00033666+0.0013436i,-0.0014578+0.001913i,-0.0013772+0.001329i,-0.00049168+0.00072597i,-6.478e-05+0.0001974i,-7.4176e-05-9.8434e-05i,-0.00033918+0.00034683i,-0.00011484+0.00068745i,0.0001337+0.00060074i,0.00041182-0.00015963i,0.00057624-0.00017657i,0.00017119+0.00032612i,-1.9132e-05-0.00025639i
0.0018755+0.0016773i,0.001303+0.0014342i,0.0010968+0.00061214i,0.0013337-0.00019108i,0.0011977-0.00083813i,0.0012276-0.001412i,0.00070871-0.00087243i,0.0012096-3.866e-05i,0.0016423-0.00020513i,0.0016499-0.00011905i,0.0013197+0.00063051i,0.00060065+0.0010606i,0.00088925+0.002006i,0.00082247+0.0024827i,0.00034465+0.0012785i,0.00067816+0.0004364i,0.00099387+0.00061062i,0.00035893+0.00064552i,-0.00026882+0.00083316i,6.7767e-05+0.0013629i,0.00052857+0.0010704i,0.00037228+0.0003785i,0.000109+5.9811e-05i
0.00054395+0.0016389i,0.00089659+0.0019922i,0.0016084+0.00073839i,0.00079577-0.00019241i,-0.00046149-0.00034882i,-0.0001749-0.00073184i,8.5026e-05-0.00074791i,-0.00034129-0.00020465i,0.00010771+0.00063985i,0.00085068+0.0011852i,0.0014056+0.00094036i,0.00069531+0.000542i,-0.00011958+0.00073695i,-0.00012079+0.0011508i,-0.00046048+0.0011381i,-0.00020666+0.00085611i,0.0006419+0.00044688i,0.00052858+0.00011426i,0.00012507+0.00029355i,-0.00024688+9.4119e-05i,-0.00060207-0.00031345i,-0.00053623-0.00037251i,-0.0003802+0.00015421i
-0.00047223+0.0021113i,0.00082299+0.0021405i,0.0013229+0.00098848i,0.0012203-1.8774e-05i,0.00067686-0.0010398i,0.00049251-0.0015191i,0.00031359-0.0014766i,0.00044343-0.0012369i,-3.8924e-05-0.00071928i,-0.00061735-0.00018783i,-0.00017537+8.1881e-05i,-0.00052091+0.00013583i,-0.00093418+0.00062049i,-0.00036548+0.00085516i,0.00036724+0.00041506i,0.0010477+0.00015552i,0.0009119+0.00061648i,-0.0005497+0.0011606i,-0.0010691+0.00079153i,-0.00086019+0.00062543i,-0.00084886+0.00074757i,-0.00062154+2.5309e-05i,0.0002398-0.00039022i
0.0005288+0.00023007i,0.00059253+0.0012899i,-0.00011777+0.0011795i,-0.0005658-0.00029248i,-5.6785e-05-0.00042245i,0.0002594-0.00051825i,0.00020561-0.0012962i,0.00037663-0.00076894i,0.00085895+0.00041232i,0.0010203+0.00056797i,-3.5503e-05+0.00037306i,-0.00047948+0.00030492i,0.0001619+0.00079031i,0.00010922+0.00077866i,-9.4558e-05+0.0002427i,-0.00043179+7.3025e-05i,-0.000166+0.00062759i,0.00035956+0.00085827i,-8.9243e-05-3.0394e-05i,-0.00032122-0.0009643i,0.00034938-0.00085073i,0.0012137+8.3822e-05i,0.0011186+0.00031704i
0.00069552+0.00078126i,0.0013607+0.00030668i,0.0018386-0.00053576i,0.00073431-0.0011239i,-0.00030336-0.0011978i,0.00030959-0.0010142i,0.00064242-0.00069633i,0.00036405-0.00043648i,0.00074721-0.00047739i,0.00030395-0.00051755i,0.000633+0.00032974i,0.00096886+0.0011088i,0.00075153+0.00081964i,0.00099059+0.00069492i,0.00057913+0.00029108i,0.00061549+0.00031312i,0.00078156+0.00094076i,0.00027732+0.00069818i,-9.0086e-05-0.00012901i,0.00089966-0.00033835i,0.0010589-0.00032965i,0.00042639-0.00098356i,9.9884e-05-0.0004805i
-0.00034639+0.0020751i,0.0010031+0.0021258i,0.0020499+0.0023418i,0.0019381+0.0023243i,0.00076619+0.00090958i,0.00046724-0.00031303i,0.00084046+8.3677e-05i,0.00033017+0.0003924i,0.00045852+0.00029544i,0.00064086+0.00076494i,0.0010025+0.0010159i,0.00060089+0.00081501i,-0.00037504+0.00065831i,-0.00053664+0.00022619i,-0.00032576+0.00052303i,-0.00034275+0.00059975i,-0.00047557-0.00012489i,-0.0002118-0.00029486i,-6.1894e-05-0.00014296i,0.00010947-0.00011775i,0.00041964-8.4637e-05i,0.00038317-0.00036457i,0.00022823-0.00015596i
0.0011383+0.0024303i,2.9048e-05+0.0031775i,0.0014271+0.0017199i,0.0016461+0.00040638i,0.00030792-0.00054039i,-0.00076134-0.0012975i,-0.0015422-0.00092975i,-0.0014912+0.00031208i,4.0969e-06+0.0010999i,0.0010135+0.00033511i,0.00082781-0.00021298i,8.8254e-05+4.2864e-05i,-0.00062211+0.0007563i,-0.00041308+0.00082772i,-9.7131e-05+1.462e-05i,0.00053085+0.00022534i,0.00090066+0.00069018i,-7.6357e-05+0.00049873i,-0.00020509+0.00046904i,-0.00021015+0.0004874i,-0.00093835+0.00022095i,-0.00085184-0.00036687i,0.00017922-0.00060142i
-0.00019073+0.0002862i,-0.00065186+0.0011951i,-0.0011029+0.0013287i,-0.00055056+5.7656e-05i,0.0001347-0.00047019i,8.2843e-05-0.00043168i,0.0001614-0.00055298i,0.00051414-0.00037297i,0.00071413+0.0006782i,0.00039896+0.0012986i,-0.00053984+0.0006362i,-0.00076774+0.00067356i,-0.00023487+0.0010547i,-0.00026812+0.00038071i,-0.00078015-0.00065254i,-0.00044031-0.00038591i,6.7027e-05+0.00012134i,0.00048433-0.00025951i,-0.00012727-0.00042325i,-0.00030708-0.00029501i,-3.1499e-05-0.00018351i,-0.00040927-0.00044008i,-0.00057861-0.00046546i
0.0014513+0.0033039i,0.0019207+0.0030904i,0.0023771+0.0026887i,0.0026834+0.00079364i,0.0025818-0.0008199i,0.0016822-0.0015196i,0.00041948-0.0015124i,-8.1879e-05-0.00039833i,0.00065527+0.00033926i,0.0011268-4.2533e-05i,0.00040266-0.00016587i,-0.00048061-0.00094406i,-0.0011749-0.0010363i,-0.0014711+5.2229e-05i,-0.00041536+0.00064604i,0.00074924+0.00083353i,0.00036609+0.00050184i,-0.00052663+0.00040926i,-0.0012728+0.00044823i,-0.00037811+0.00044746i,0.00083379+0.00025651i,0.00031418+0.00015684i,3.6446e-05+2.4114e-05i
-0.0015711+0.0020586i,-0.00092262+0.0018029i,0.00022057+0.0014049i,0.00068571+0.0011851i,0.00036017+0.00072682i,0.00078964-0.00057728i,0.00037378-0.00044127i,-0.00048461+0.0002661i,8.3382e-05+0.00033277i,0.00046575+0.0004625i,0.00027031+6.7104e-05i,7.325e-05-0.00063421i,-0.00025413-0.00027996i,-0.00032153+0.00038281i,-0.00036528+0.00079622i,-0.00022643+0.00070176i,-0.00020678-6.0831e-05i,0.00032905+0.00015265i,0.00039035+0.00099623i,-0.00060007+0.00098346i,-0.00073197+0.00063433i,-0.00036167+0.00096453i,-1.6107e-05+5.0456e-05i
0.0019451+0.00029997i,0.0021588+0.00069846i,0.0026995+0.00040333i,0.0019592-0.00046822i,0.00095325-0.00121i,2.47e-05-8.3696e-05i,-0.00042726+0.00044175i,-0.00037002-0.00045749i,4.7068e-05-0.00092594i,0.0003542-0.00076677i,0.0004432-0.00072386i,0.0002278-0.00019291i,0.00035666+0.00053185i,0.00032203+0.0006997i,0.00019556+0.00085452i,0.00026642+0.00024115i,0.00018935-0.00051705i,0.0004143-0.00053663i,0.00021945-0.00077641i,0.0002384-0.00094321i,0.0001762-0.00037422i,-0.00044228-9.7398e-05i,-0.00018799-5.1316e-05i
0.0017714+0.0017368i,0.0016444+0.0016331i,0.0012682+0.00044033i,0.00069888-0.0014728i,-0.00015659-0.0016473i,-0.0014468-0.00086494i,-0.0011185-0.0012161i,0.00016531-0.0011033i,0.00055547-0.00040202i,-0.00055713+0.00026217i,-0.001056+0.00079516i,-0.0006086+0.0019534i,-0.0002209+0.0012531i,-0.00024675+0.00025326i,-4.442e-05+0.00094552i,0.00034342+0.0012946i,-0.00031753+0.00047815i,-0.00049439-0.00016053i,-0.0001372+0.00028946i,0.00014541+0.00073974i,-0.00032974-1.5496e-06i,-0.00032188-0.0012637i,0.00044617-0.0010707i
0.00020154-0.00051153i,-3.3619e-05+0.00067806i,0.00069692+0.00067695i,0.001117-0.0011283i,0.0010197-0.001475i,0.00050316-0.00085441i,0.00092218-0.00024988i,0.0014117+7.4281e-05i,0.00090211+0.00057381i,0.0006876+0.0006991i,7.6234e-05+0.00055321i,-0.00035347+0.0010765i,-3.7024e-05+0.0019229i,0.00022708+0.0015171i,0.00046988+0.00017799i,0.00038002+4.539e-05i,0.00087575+0.00071279i,0.0004625+0.0010315i,-0.00026187+0.00058109i,8.1706e-05+0.00065258i,0.00017926+0.00033151i,8.9266e-05-0.00050751i,-0.00025575-0.00063666i
0.00054103+0.00090114i,0.00045532+4.3106e-05i,0.000369-0.0014683i,-0.00040116-0.0013131i,-0.00088497-0.00071226i,-0.00065603+0.00010956i,-0.00028039+0.0012732i,0.00012751+0.0013139i,0.00080686+0.00060716i,0.0011505+0.00042878i,0.00081125+0.00055329i,7.0166e-05+0.00077833i,0.00015573+0.00074991i,0.0004152+0.0011416i,0.00016168+0.0014066i,-4.9496e-05+0.00036018i,-0.0001691-0.00063401i,-0.00026376-0.00079656i,-0.00067901-0.00055049i,-0.00017096+8.5438e-05i,-0.00044582+0.00084315i,-0.0010847+0.00025056i,0.00012345-0.00050893i
0.0010823+0.0024857i,0.0010785+0.0031526i,0.0016197+0.0026722i,0.0013323+0.0010245i,-0.00015513-0.00051285i,-0.00033988-0.00020172i,-0.00019547+5.1518e-05i,-0.0004861-0.00023027i,-0.0006839-0.00060427i,-0.00049426-0.00046725i,-0.00031476-0.00063652i,-0.0001975-0.00072181i,-8.6004e-05+0.00060521i,-0.0002547+0.0010095i,-0.00035308+0.00045968i,7.1885e-05-8.6014e-05i,0.00055332+0.00055664i,-1.3727e-07+0.00095977i,1.3103e-05+0.00042504i,0.00069952+7.2839e-06i,0.0008565+0.00030663i,0.0007577+0.00041476i,0.000573-0.00041149i
-0.00020883+0.00099233i,-0.00014898+0.0021924i,-0.0010868+0.0024138i,-0.00093398+0.0010985i,0.00030358-0.00026641i,0.00061616-3.6289e-05i,-0.00011206-0.00050243i,-0.00023717-0.0010987i,0.00021306-0.00040909i,0.00064121+0.00064627i,0.0010111+0.00054135i,0.0010808-0.00043277i,0.00081589-1.0531e-05i,0.00055379+0.0011524i,-0.00023968+0.00088575i,-0.00045822-5.3245e-05i,-1.8203e-05-4.061e-05i,-0.00022962+0.00054029i,-0.00025707+0.00068248i,-0.00011136+0.00031891i,0.00033939-0.00026999i,0.00013504-0.00043324i,0.00034947-0.000241i
-0.0012445+0.0021546i,-0.00039656+0.0022918i,-0.00037145+0.0026353i,-1.3747e-05+0.0022552i,0.00026882+0.0012076i,0.00059728+2.7711e-05i,0.00077777-0.00076891i,0.00048516-0.00041798i,-0.0001044+7.3505e-05i,8.7262e-05+0.00054817i,0.0002325+0.00063604i,-0.00081291+0.00022187i,-0.0005512+4.0629e-05i,0.00061092-1.3179e-05i,0.0012143+0.00032032i,0.0015088-1.016e-05i,0.0010163-0.00013904i,6.3728e-05+1.0434e-05i,-0.00052161-0.00038769i,-0.00034046-0.0011788i,-0.00043859-0.0011928i,-0.00086242-0.00035816i,-0.00051796+0.00054161i
-0.00022707+0.0003808i,0.00099589+0.001436i,0.0018446+5.3035e-05i,0.00061134-0.001338i,-0.0011171-0.0020174i,-0.00093714-0.001912i,0.00048536-0.001352i,0.00062117-0.0012982i,-2.7641e-05-0.00066656i,-0.00033843+0.00016055i,-0.00042697+0.00069877i,-0.00060901+0.0010629i,-0.00049531+0.00086104i,-0.00012218+0.00017228i,-2.326e-05-0.00025282i,2.5834e-05-0.00056081i,0.00069049-0.00028702i,0.00054262+0.00038666i,-0.00013863+0.00044734i,-0.00036298-0.00023099i,-0.00032352-0.000811i,1.8294e-05-0.00034318i,7.9135e-05-0.00050238i
-0.00053827+0.00027647i,-6.7656e-07+0.00084417i,0.00034604+0.00080689i,-6.2113e-05+0.00031111i,2.8863e-05-9.8981e-06i,0.0012189+0.00017184i,0.0013588+0.00061133i,0.00030862+3.2214e-05i,-0.0001192-0.00012289i,-4.7858e-05+0.00073886i,0.00031395+0.00043162i,0.00049489-0.0001391i,0.00024366+0.00032419i,0.00056832+0.00054776i,0.00069255+0.00055767i,0.00067245+0.00093532i,0.00053078+0.00083697i,2.1439e-05+0.00064821i,-2.8796e-05+0.00040447i,2.6414e-05+0.00040569i,6.9007e-05+0.00017678i,0.00047502-0.00022584i,1.967e-05-0.00010978i
-0.00088618+0.0031109i,-0.00048567+0.0032515i,0.00036611+0.0036004i,0.0015081+0.0024764i,0.0026439+0.00078224i,0.0023025-0.00067441i,0.00074604-0.00093729i,-0.00058004-0.00098472i,-0.00046539-0.00096549i,0.00013528-0.0010722i,0.0011333-0.00085829i,0.0014092-0.00010809i,0.00055021+0.00066213i,-0.00038788+0.0013011i,-0.00055911+0.0011215i,-0.00078336+0.00039878i,-0.00021423+0.0004627i,4.985e-05+0.00010973i,0.00093412-1.3467e-05i,0.00086509+0.00072183i,-0.00046697+0.00067977i,-0.00012738+0.00028483i,-9.8562e-05+0.00011851i
-0.00052288-0.00045346i,0.000388+0.0016372i,0.00027056+0.0013717i,-0.00014853+0.00087135i,2.8046e-05+0.001213i,0.00040658-0.00028787i,0.00043446-0.0009292i,0.00018054+0.00019051i,0.00037515+0.00075297i,0.00056315+0.00087501i,0.00043626+0.00036484i,0.00040564+4.2611e-05i,0.00027524+0.00039618i,0.00046929+0.00041683i,0.0013005-0.00034445i,0.0015049-0.00087483i,0.00060231-0.00057432i,0.00063743+0.00023056i,0.00040587+0.00066635i,-0.00074461+0.00040288i,-0.00038605-0.00036278i,0.00057102+0.00017242i,1.326e-05+0.00057589i
