-0.0014813-0.00062558i,-0.00059578-0.00067284i,-0.00037504-0.00032552i,-0.0015089+0.0011487i,-0.0019874+0.0019465i,-0.0014372+0.0011723i,-0.00068116+0.00046855i,0.00094747+0.00088064i,0.0020655+0.0014607i,0.001985+0.00088582i,0.0015059+0.00024117i,0.0014155+0.00045252i,0.001305+0.00054583i,0.00095327+3.0717e-05i,0.00053166-0.00031379i,-0.0004194+0.00019825i,-0.00070459-0.00010795i,-0.00047363-0.00036598i,-0.00044163-0.00058857i,1.3125e-05-0.0011762i,0.0003348-0.00098942i,0.00072229-0.00015266i,0.00048853+0.00019752i
0.0019413-0.0014054i,0.0010803-0.00030577i,-0.00012798+0.00052956i,-0.00088537+0.00060336i,-0.0018339+0.00023353i,-0.0018601+0.00031129i,-0.0016184-0.00035673i,-0.00082985-0.0011703i,0.00062947-0.0016953i,0.0012187-0.00094614i,0.00084597-0.00044455i,0.0011512-0.00071064i,0.0015419+0.00025447i,0.0011273+0.0011462i,0.0012041+0.0011019i,0.0011079+0.00049171i,0.0011434-0.00026376i,0.0012241-0.00037982i,0.00059068-3.1347e-05i,-0.00031617+9.2468e-05i,-0.00059127+0.00035183i,-0.00010268+0.0003999i,-0.00030963-0.00037979i
-0.0040152-0.00092732i,-0.0058575-0.00038177i,-0.0062767+0.00010614i,-0.0048094+0.0012709i,-0.0022627+0.0025767i,0.00055743+0.0019935i,0.00078356+0.00033499i,0.00046218-0.00084506i,0.0011862-0.001618i,0.0014526-0.0013487i,0.001331-0.00037506i,0.0011039+0.00079083i,0.00096624+0.0017897i,0.00063406+0.0011836i,0.00058279-0.00069996i,0.00051684-0.00069854i,0.00015503+0.00016205i,-3.0403e-05+0.0005074i,-0.00039097+0.00040148i,-0.00044468+0.00023903i,-0.00022522+0.00039914i,0.00034701+0.00027804i,0.00066865+0.00022912i
0.0016678-0.0024814i,0.00020589-0.0034188i,-0.0001005-0.0017651i,-0.00094746+0.00068082i,-0.0015071+0.00041352i,-0.0012467-0.00087494i,-0.00027312-0.0012009i,0.00014965-0.0013401i,0.00041336-0.0012853i,0.00041542-0.00090959i,-0.00019742-0.00043243i,-0.00062859-1.3262e-05i,-0.00034143-0.00022932i,0.00010732-0.00087534i,-0.00047059-0.00072902i,-0.0007964+2.9089e-06i,-0.0010396+4.5405e-05i,-0.0012456+0.00048351i,-0.0004804+0.00085332i,-0.0003066+0.00078033i,-0.0010767+0.00050592i,-0.00051922+0.00033608i,0.00016422+0.00068381i
-0.00076426-0.00055005i,-0.0013126-0.00028177i,-0.0016603-0.00038677i,-0.0020328-0.00029837i,-0.0013565+0.00066592i,-0.00066342-1.7551e-05i,-0.00014651-0.0018827i,0.00012948-0.001961i,-0.00027709-0.00094649i,-0.00086195-0.00023405i,-0.0012207-0.00015629i,-0.00052925-0.00015263i,0.00059717-0.00041787i,0.00060927-0.0011527i,-0.00045995-0.0017405i,-0.0005172-0.0013922i,-0.000236-0.00032783i,-0.00024404+0.0001461i,-0.00022118+0.00041344i,0.00029226+0.0005013i,0.00065564+9.1917e-05i,6.3862e-05+0.00016553i,-0.00030067+7.4538e-05i
0.0022865+0.0010515i,0.0012882+0.00093511i,0.00073797+0.0009967i,0.00099007+0.00087197i,0.0010634+9.7522e-05i,0.0003162-0.00064745i,-0.00039384-0.0013354i,0.00068357-0.0014716i,0.0016706-0.00057531i,0.0012281+0.00019974i,0.00098958+0.00018047i,0.0010258+0.00017484i,0.00097036+0.00032179i,0.00036832+0.00041786i,-0.00070938+0.00044625i,-0.00029123+0.0005939i,0.00024581+0.0010135i,0.00056643+0.00079074i,0.00086449+0.00044598i,0.00034191+3.4579e-05i,0.00034517+0.00013259i,0.00064037+0.00045694i,0.00024795+6.0232e-05i
-0.0010621+0.0010898i,-0.0026723+0.00076002i,-0.001767+0.0019918i,-0.0012114+0.0022091i,-0.00068299+0.00071259i,0.00071822-0.00080912i,0.00097071-0.0011891i,0.00093014-0.00010203i,0.00069727+0.00081984i,0.00031327+0.00050147i,0.00022516+0.00024734i,0.00013762+0.00030472i,-0.00023243-0.00010542i,-0.00087217-0.00035037i,-0.00093315+3.5441e-05i,-0.00022897+0.00026294i,0.00030579-7.0544e-05i,0.00079023-0.00043057i,0.00064988-0.00041227i,-0.00034379-0.00019624i,-0.00063308+0.00024043i,-9.5251e-06+0.00067403i,0.0003101+0.00019928i
-0.0011346-0.001007i,-0.0014929-0.00040446i,-0.0024701+0.00070036i,-0.0017534+0.0014077i,-0.0010037+0.00072562i,-0.00080246-0.00059832i,-3.8728e-05-0.00097431i,0.00025882-0.00044165i,-0.00045586-0.00035154i,-0.00020514-0.00035773i,0.00037842-2.8633e-05i,0.00048022+0.00043762i,0.00024477+0.00026466i,-0.00036826+0.00019971i,-0.00048582+0.00063922i,0.00029+0.0014445i,0.00079397+0.001328i,0.00046434-0.00010907i,-3.4482e-05-0.00059175i,-5.4764e-05+0.00019263i,-8.9739e-05+0.00061635i,-0.00064176-2.803e-05i,-0.00022965-0.00097638i
0.0013588+0.00078525i,0.00040286+0.00078295i,-0.001078+0.0014964i,-0.0015374+0.001374i,-0.0010547+0.00017793i,-6.4977e-05-0.00028341i,0.0014662-0.00050608i,0.002014-0.00099159i,0.0014049-0.00092949i,0.000706-0.0010545i,0.00061545-0.0016423i,0.00030461-0.0012951i,0.00020118-0.00049338i,0.0011886-5.0063e-05i,0.0016241+0.0002972i,0.0012067+0.00053688i,0.00073365-0.00038005i,0.00022703-0.0009167i,1.1088e-05-0.00047977i,0.00053464-3.4198e-05i,0.0008478-0.00010141i,0.00049641-0.00044808i,0.00044009-0.0008979i
-0.0021086-0.00035286i,-0.0020174+0.0002613i,-0.0017764+0.0011488i,-0.00058623+0.0017228i,-0.00027775+0.0023174i,-0.00036879+0.0011439i,0.00022889-0.00061065i,0.00062468-0.0013237i,-5.8728e-05-0.0016764i,-0.00036042-0.0023728i,0.00028968-0.0017196i,0.0012445+0.00064842i,0.0011351+0.0011009i,-7.9404e-05+0.00031598i,-0.00027515-0.00025018i,-0.00023718-0.00073807i,0.0004054-0.00084823i,0.00084551-0.00047603i,0.00108-0.00042572i,0.00072879-0.00073287i,-1.6471e-05-0.00064866i,0.00026039-0.00038644i,0.00064501+0.00025391i
-0.00056379-0.0016291i,-0.0017595-0.0019563i,-0.0035513-0.00092207i,-0.0033762-5.4807e-06i,-0.0010768+0.0013358i,0.00047037+0.0010297i,0.00051948+0.00042205i,-8.3538e-05+0.00016701i,-0.00064208-0.00045805i,-0.00072736-0.00051764i,-0.0010911-0.00066342i,-0.00080218-0.00070942i,0.00030985-0.00060205i,0.0012525-0.00091681i,0.0011524-0.00028251i,-0.00015862+0.00076894i,-0.00070807+0.00093804i,0.0003899+0.0011263i,0.00029702+0.001286i,-0.00037839+0.0011403i,-0.00060278+0.0006997i,-0.00017159+0.00047593i,8.201e-05+0.00030661i
0.0013978+0.0020434i,0.0014098+0.0027511i,0.0017503+0.0027486i,0.0015461+0.0011485i,0.00091371-0.00063291i,0.00098496-0.0018659i,0.0010053-0.0020307i,0.00017297-0.0015549i,-0.0011626-0.0014365i,-0.001626-0.00080287i,-0.00098847-0.00049942i,0.00010982-0.0007121i,0.00026517-0.00070424i,-0.00022638-0.00098473i,-0.00056259-0.00074227i,-0.00045848-0.00029492i,0.00060411+0.00063727i,0.00084672+0.0011601i,0.00032454-2.775e-05i,0.00032408+5.3429e-05i,-0.00019801+0.00083959i,-0.0010613+0.00032446i,-0.00074105+0.00097956i
-0.00099758-0.00038164i,-0.0015038+0.00019412i,-0.0027604+0.00060617i,-0.0022411+0.00086406i,0.00044426+0.00078156i,0.0007541+0.00048857i,0.00030258+1.5462e-05i,0.00043889+0.00021807i,0.00049011+0.0011876i,0.0014224+0.00095293i,0.0017872+0.00064814i,0.0006776+0.00014084i,-0.00017538-0.00043991i,-4.0396e-05-0.00018385i,-0.00045222-6.9511e-05i,-0.00021983+7.1712e-05i,0.00066244+0.00037612i,0.00099721+0.00041727i,4.2998e-05+0.00020947i,-0.00026221-0.0002847i,0.0006605-0.00041924i,0.00093857-0.00064871i,0.00027963-0.00086796i
0.0031074+0.00010992i,0.002801-0.0012893i,0.0024844-0.0012058i,0.001522-0.0010822i,-2.9796e-05-0.00070661i,-0.0011531-0.00052403i,-0.0014497-0.00076212i,-0.00047701-0.00055389i,0.00095321+0.00063098i,0.0014135+0.00084459i,0.0011047+0.00025049i,0.00051434-0.00024687i,-0.00010334-0.00023548i,0.00025611+0.00063014i,0.00075537+0.00092143i,0.00082928+0.00084819i,0.00096348+0.00094451i,0.00097872+0.00078217i,0.0014044+0.00028281i,0.0013224-0.00020173i,0.0002667-0.00050954i,-0.00051135-0.00056871i,-0.0001902-0.00032018i
-0.0011402+0.0012133i,-0.0020729+0.0024832i,-0.0020626+0.0033101i,-0.000497+0.0027496i,0.00084802+0.0018211i,0.0014242+0.0011898i,0.0012536+0.00030595i,0.00096466-0.00079016i,0.00091273-0.0012107i,0.00029107-0.0014837i,0.00025732-0.001688i,0.00011672-0.0014421i,-0.00064239-0.00086808i,-0.00018426-0.00030791i,0.00024758-0.00012373i,0.00040741-0.00047825i,-0.00016029-0.0009945i,-0.00055424-0.00078711i,-0.00014744-0.00064129i,0.00049322-0.00035857i,0.0011701+0.00052139i,0.00056907+0.00066029i,9.5907e-05+0.00039879i
-0.0028436-0.0024961i,-0.003766-0.0017178i,-0.0041826-0.0011229i,-0.0033852-7.6913e-05i,-0.0026489+0.00084192i,-0.0010002+0.00045235i,0.00073683+0.00019526i,0.0013184-0.00027222i,0.0012823-0.0019948i,0.00017059-0.0024634i,-0.0005871-0.001199i,0.00027674+0.00026035i,0.00029567+0.0010626i,0.00026444+0.0011177i,0.00038238+0.00070874i,-0.00030677-2.871e-05i,-0.0008114-0.00025054i,-0.0004924-0.0001744i,0.00022393-0.00024625i,-0.00011926-5.3946e-05i,-0.00036699-0.00024142i,-0.00016271-0.00070633i,0.00030941-0.00072124i
0.0012584-0.0015572i,-0.00050304-0.00074387i,-0.0018326-0.00040919i,-0.0012888+0.00088718i,-0.00070768+0.0019177i,-0.0005048+0.00087242i,-0.00038646+0.0002585i,5.4699e-05-0.00017807i,0.00069014-0.0010048i,-5.9614e-05-0.0012265i,-0.0014096+0.00019718i,-0.0014923+0.001508i,-7.5563e-05+0.00044867i,0.0011875-0.001179i,0.0011181-0.0009741i,0.00052738-0.0011378i,-0.00012855-0.00074411i,-0.00069217+0.00035071i,-0.00032582+0.0010583i,-0.00011992+0.0015479i,0.00018216+0.00098822i,0.00069735+0.00042504i,0.0007997+2.7973e-05i
0.002289-0.0013255i,-9.3033e-05-0.0016104i,-0.00041942-0.0027045i,-0.0011553-0.0032858i,-0.0017095-0.0026256i,-0.0013874-0.001026i,-0.00084217-0.0001934i,-0.00018278-0.00082891i,-0.0014008-0.00081482i,-0.0025312+7.1596e-05i,-0.0022243+0.00050409i,-0.0011563+9.775e-05i,-0.00021082-0.00055424i,-0.00039785-0.001101i,-0.00098742-0.00075195i,-0.00061556-0.00044086i,-4.3845e-05-0.00050204i,-0.00014182-9.2523e-05i,-9.0905e-05-0.00023898i,-0.00012135-0.0010399i,-0.00046166-0.00037846i,-0.00088393+0.00085608i,-0.0011853+0.00048824i
-0.0015274-0.0013227i,-0.0019509-0.00020114i,-0.00241+6.8704e-05i,-0.0012995+0.00069526i,-0.00047377+0.0011667i,-0.00079086+0.0009878i,-0.00027566+0.00069056i,0.00033605+0.00049514i,0.00065749+0.00074561i,0.00086167+0.00012651i,0.0014636-0.00067719i,0.0014286-0.0012506i,0.00044695-0.0017337i,-0.0003077-0.0013715i,-0.0011029-7.142e-05i,-0.00069892+0.0012311i,-0.00030646+0.00083202i,-6.4284e-05-0.0004063i,0.00012933-0.00022525i,-0.0002336+0.00011669i,8.919e-05+0.00040583i,-0.00037547+0.00080227i,-0.00090525+0.00099748i
0.0006352-0.00055659i,0.00055093+0.0004952i,-0.00071144+0.0003807i,-0.0022502+0.0004187i,-0.002294+0.00053788i,4.433e-05+4.6691e-05i,0.00043801-0.00092924i,0.00032159-0.00099507i,0.00078977-0.00028869i,0.0012322+4.5248e-05i,0.0019837+0.00072792i,0.0011909+0.00083924i,-3.3334e-06-0.00021669i,-0.00028508+0.00023843i,-0.00053734+0.0010292i,-0.00059571+0.00066576i,0.00028622+0.00056362i,0.0016086+0.00084602i,0.0010316+0.00060126i,7.6778e-05+0.00019591i,8.9319e-05-0.00013886i,-0.00023623-8.2296e-05i,0.00036031-0.00013413i
-0.0041341+0.00040327i,-0.0046782+0.0013761i,-0.0047963+0.0026971i,-0.0039107+0.0032099i,-0.0024798+0.0025765i,-0.0014057+0.00056795i,-0.00026339-0.0009447i,0.00040367-0.0010799i,0.00056203-0.0008605i,0.00062856-7.966e-05i,-0.00022117+0.00052921i,-0.001336+0.00079015i,-0.0016792+0.0010395i,-0.0012286+0.00098934i,0.00034107+0.0010078i,0.0012847+0.00080394i,0.00060369-5.351e-05i,-0.00053129-0.00024846i,-2.5785e-05+0.00021949i,0.0012617+0.00087182i,0.0010568+0.00091223i,0.00044252+0.00035497i,0.00040118+0.00040572i
0.0024205-0.002555i,0.00088415-0.0034159i,-0.0012011-0.002742i,-0.0023328-0.0006244i,-0.0020009-5.8299e-05i,-0.00082839-0.00052182i,0.00025083-0.00037769i,0.00017824-0.00098772i,0.00014732-0.0019096i,-0.00027214-0.0030115i,-0.00074108-0.0030718i,-0.00015483-0.0013276i,0.00015808-0.00057204i,-2.5046e-05-0.00050031i,-0.0003429-0.00016498i,-0.00038238-0.00047173i,9.9568e-05-0.00013591i,0.0003987-6.333e-05i,0.00027136-0.0001755i,0.00016772-0.00012285i,5.3993e-05+2.0985e-05i,0.00019527+8.9434e-05i,6.9632e-05-0.00032133i
-0.0014199+0.002473i,-0.0023606+0.0026679i,-0.0026287+0.0028392i,-0.0023264+0.0031934i,-0.0022741+0.0020818i,-0.0012579-9.3659e-05i,5.7716e-05-0.0019261i,0.00033005-0.0020861i,4.6288e-05-0.0011808i,0.00025053-0.00072688i,0.0006815+0.00029206i,0.0018059+0.001305i,0.0019893+0.001351i,0.0011267+0.00026899i,0.00035861-0.0003204i,-0.0010239-0.00074203i,-0.0010771-0.00059798i,-0.00020059+0.00077865i,0.00013339+0.0012838i,0.00011829+0.00028626i,-0.0003334-0.00043986i,-0.00027811+2.4782e-05i,-0.00038174+0.0001388i
-0.00025522-0.0027834i,-0.0011233-0.0033113i,-0.0016341-0.0030312i,-0.001167-0.0011631i,-0.00063699+0.00011433i,-0.00043162-4.863e-05i,0.00013521+4.2661e-05i,-0.00077284+0.00012299i,-0.0020843-0.00033186i,-0.0017289-0.0005814i,-0.0015193+0.00044488i,-0.0014604+0.00087351i,-0.00047392-0.00089284i,0.00041299-0.0018518i,0.00026443-0.0006657i,-0.0006875+0.00020173i,-0.0010856+8.6466e-06i,-0.00059129-7.0185e-05i,4.7165e-05-0.00033012i,0.0004118-0.00028981i,0.00028511+0.00044776i,7.73e-05+0.00073314i,-0.00029216+0.00019804i
-0.00056019+0.00093565i,0.00018997+0.0019681i,-0.0015887+0.003538i,-0.0027901+0.0041302i,-0.0010829+0.003537i,0.00035692+0.0016088i,2.9282e-05+0.00012567i,-0.00069562-0.00037079i,-0.0010656-0.000313i,-0.00074054+8.3791e-06i,-0.0006296+0.00019272i,3.6157e-05-9.3515e-05i,0.00082626-0.00029906i,0.0010026-1.8137e-05i,0.00059806+0.00047219i,-8.7031e-05+0.0015734i,8.1487e-05+0.0016902i,0.00015662+0.00092765i,-0.00018929+0.00066322i,8.7359e-05+0.0007405i,0.0003015+0.00087061i,-7.3719e-05+0.00086627i,-0.001057+0.00028749i
-0.00083802+0.0014062i,-0.0019679+0.0015307i,-0.0030556+0.0024157i,-0.0028082+0.0032938i,-0.0013275+0.002731i,0.00046065+0.0014501i,0.0010364+0.00058136i,0.00098992+0.0001049i,0.0010455-0.00014221i,0.0014836-0.0001996i,0.0018326-0.00025097i,0.0016717-0.00075459i,0.00056477-0.00099405i,-0.00029506-0.00090123i,-0.0004513-0.00034935i,-0.00018533+0.00068629i,0.00035985+0.001805i,0.00047248+0.0017334i,0.0002919+0.00097354i,0.0004031+0.00055165i,7.771e-05+0.00039613i,-0.00023434+0.0003493i,0.00012305+0.00078801i
-0.001239+0.0015884i,-0.00087707+0.0013298i,0.00029513+0.0021476i,0.00089081+0.0028964i,0.00074698+0.0021063i,0.00082635-8.7792e-05i,0.00054056-0.001087i,0.00058872-0.00093823i,0.0010078-0.0008494i,0.0021269-0.00035539i,0.0022888+0.0003973i,0.00095206+0.00028875i,-6.0417e-05+0.00044975i,0.00032809+0.0012638i,0.0011144+0.00082806i,0.0012952-0.00063007i,0.0011872-0.0010875i,0.00073766-0.00011597i,0.00049715+0.00022955i,0.00022227-7.7987e-05i,0.0001675+2.0153e-05i,0.00029357-0.00021029i,5.4731e-05-0.00083614i
0.0012745-0.00087713i,-0.00036213+0.00023859i,-0.000916+0.00090059i,-0.00071685+0.0011601i,0.00047001+0.0012619i,0.00060461+0.0010465i,0.00063372+0.00038877i,0.0015105-0.00080391i,0.001299-0.0021114i,-0.00021976-0.0020627i,-0.0014608-0.0018098i,-0.0012659-0.0010486i,-4.6222e-05-0.00029128i,0.0010494-0.00072504i,0.00091465-0.00068765i,0.00012757-0.00091282i,-0.00036714-0.00075309i,-0.00061619+0.00025891i,-0.0004098+3.1584e-05i,-0.0001483+0.00037733i,-0.00029516+0.0015042i,-0.00010509+0.001097i,0.00061617+0.00011406i
0.00084417+0.00073396i,0.00019306+0.00061898i,-0.00023423-0.0012322i,-0.00050754-0.0015623i,-0.0012021-0.00081603i,-0.0011824-0.00064356i,0.00019062-0.00063928i,9.2571e-05-0.00055896i,-0.0007125-0.0019601i,-0.0007746-0.003179i,-0.00064195-0.0027599i,-0.0001791-0.0012736i,9.5747e-05-7.9112e-06i,-0.00022363+0.00016148i,-0.00048207-0.00015654i,-0.0005373-0.00018967i,-0.00060543-0.0005391i,-8.1181e-05-0.00033721i,0.00022351-8.7654e-05i,-0.00024844+0.00025747i,-0.00059317-0.00016787i,-0.00088084-0.00063225i,-0.00027502-7.5161e-05i
-0.0021848-0.00062414i,-0.0022101+0.00046716i,-0.0020453+0.0018461i,-0.00077183+0.0022444i,0.00057525+0.0020331i,0.00054752+0.0013485i,0.00030486-0.0006023i,-0.0004502-0.00174i,-0.0010184-0.0015575i,-0.00039409-0.00035708i,9.3402e-05+0.0014285i,0.0010738+0.0021629i,0.0014266+0.00099265i,0.0010001+0.00010767i,0.00071698+0.00018704i,-1.775e-05+0.00023664i,-0.00013178+0.00081332i,9.753e-05+0.0011785i,0.0002758+0.00071919i,0.00030346+0.00028826i,-9.8493e-05+0.00058661i,-0.00064792+0.00050641i,-0.0011988-0.00012534i
0.0010078+0.00040682i,0.00015625+0.0010358i,-0.00045374+0.0016536i,-0.0006801+0.0020788i,-0.00082366+0.00099314i,-0.00048996-2.8161e-05i,0.00030605-0.00035298i,2.0388e-05-0.0013904i,-0.00096395-0.0013659i,-0.0012615-0.00034399i,-0.00088479+0.00065131i,-0.0004757+0.00039216i,-0.0005257-0.00024269i,-0.00080461+0.00013672i,-0.00077085-2.1224e-06i,-0.00017423+0.00027201i,-0.0002938+0.00062411i,-0.00027289+0.00038599i,-0.00019297+0.00035007i,-0.0009408-0.00023027i,3.04e-05-0.00032202i,0.000502+0.00038373i,0.00019072+0.00067346i
0.00039212-0.00059119i,-0.00074439+0.00033891i,-0.0013597-0.00013415i,-0.0017285+0.00083686i,-0.0011793+0.0020257i,-0.00084528+0.0014182i,-0.00021978+0.000509i,-0.00023049+0.00049783i,-0.00025057+0.00066238i,0.0004537+0.00010869i,0.00037982+3.1325e-05i,-0.00010162-0.00081662i,-0.00043063-0.0014623i,-0.00011877-0.00014015i,-9.8637e-05+0.00035516i,0.00027945-0.0003053i,0.00076296-0.00043256i,0.00030143+1.6802e-05i,-8.4624e-05+0.00053981i,-0.00058135+0.00019849i,-0.00086612-8.7671e-05i,-0.00082267+0.00054049i,-0.00092972+0.00063339i
0.0013424-0.0025895i,-0.00021561-0.003709i,-0.0017816-0.0039804i,-0.0026588-0.0025875i,-0.0015935-0.0013012i,0.00036192-0.00037267i,0.0014878+0.00054519i,0.001586+0.00057598i,0.0021384+0.00047842i,0.0029271-0.00048679i,0.0025539-0.0019938i,0.0011772-0.001396i,-0.00010924+0.00015114i,-7.474e-05+0.00031882i,-6.5785e-06-1.1117e-05i,-6.7011e-05-0.0011705i,0.00024034-0.0016646i,0.00068683-0.0002344i,-4.7033e-05+0.001048i,-0.00067842+0.00076922i,-7.7493e-05+0.00059978i,0.00020265-0.00018449i,0.00049084-0.00028293i
-0.0015341-0.0013357i,-0.001625+0.00080183i,-0.0025344+0.0011714i,-0.0022293+0.0018301i,-0.0012363+0.0023809i,0.00015194+0.00092479i,0.0010264-0.00068208i,0.0010276-0.00042248i,0.00093378-9.5452e-05i,0.0006773-0.00035004i,0.00027762+0.0010406i,-0.00031736+0.0014867i,-0.00049946+0.0011458i,-0.0003438+0.0013486i,-0.00052764+0.00074515i,-0.0001582+0.00022547i,0.00017754+0.00023294i,-4.9136e-05+0.00048621i,0.00065853+0.00044456i,0.0016197+0.00074138i,0.0007689+0.00079256i,1.2556e-05+0.00019922i,0.00078205-0.00019652i
-0.0009483-0.00041658i,-0.0011993-0.00063601i,-0.0020141-0.00056056i,-0.0021262+0.0010595i,-0.0010403+0.0018235i,1.1765e-05+0.00097005i,0.00065478+5.359e-05i,0.0010759-0.0010678i,0.0009892-0.0022349i,-0.00042312-0.0025708i,-0.0016703-0.0019149i,-0.0014204-0.00084942i,-2.1854e-05-0.00012295i,0.00067885+8.4616e-05i,-7.3863e-05+0.00012405i,-0.0013961+8.2077e-05i,-0.0010021-3.2526e-05i,-0.00010021-0.00029742i,-5.6047e-05-0.00031147i,0.00072703-0.00041859i,0.0010638-8.4281e-05i,0.00054764+0.00044598i,0.00040201+0.00026861i
-8.109e-05-0.0015103i,-0.0018379-0.001255i,-0.002788-0.00039664i,-0.0026672+1.3591e-05i,-0.0022755+0.00033972i,-0.0012374+0.0011686i,-0.00051039+0.00051141i,-0.00048443-0.00084463i,-0.00047214-0.0022566i,-0.00018396-0.0028719i,0.00025388-0.0020608i,0.0011056-0.0010206i,0.0015073-0.00025121i,0.00083142-0.00024587i,-8.2956e-05-0.00016543i,-0.0013037-0.00027068i,-0.00081908-0.00036261i,0.00067168+0.00033605i,0.00048116+0.00050135i,-5.289e-05-0.00066944i,7.8238e-05-0.00071357i,0.00027406+2.7659e-05i,0.00036704-0.00046296i
-0.00028505-0.0040503i,-0.00089565-0.0032344i,-0.0027433-0.0018917i,-0.003384+0.00065798i,-0.0018737+0.0019272i,-0.00058082+0.0011054i,0.0005539+7.0813e-05i,-0.000168-0.00061796i,-0.0011532-0.00075759i,-0.0007685+0.00015173i,0.00015402+0.00082441i,0.001351+0.00039622i,0.0014122-0.00056478i,0.00035659-0.00054898i,-0.00052601+0.00035549i,-0.00069593+0.00046008i,-0.00027239+0.00042093i,0.00071805+0.0011194i,0.0011158+0.0011435i,0.0001811+0.00060837i,-0.00064328+0.00055797i,-0.0005114-3.9034e-05i,-0.00012769-0.00021761i
0.00041144-0.00029718i,-0.00014912-0.0002936i,-0.00075199-0.00064936i,-0.0010807+0.00065677i,-0.0012826+0.0011901i,-0.0011216+0.00034472i,-0.00074932-0.00050741i,-0.00036967-0.00042633i,-0.00070851+0.00069493i,-0.0013023+0.00096987i,-0.0014414+0.00020886i,-0.00080556-0.0008447i,-0.00029305-0.0016317i,-0.00017674-0.0013671i,-0.00015139-7.326e-06i,-0.00027088+0.0008473i,0.00055851+0.00065952i,0.00074802+0.00027549i,0.00067335+0.00054486i,0.00018875+0.00075886i,-0.0005765-2.083e-05i,-0.0006215-0.00034613i,-0.00067002+0.00030952i
-0.0020558+0.00048i,-0.0026828+0.00092366i,-0.0010297+0.0017757i,0.00058211+0.0012004i,0.0013096+0.00066213i,0.0019797+0.00032332i,0.0018539-0.00046037i,0.0013834-0.00068473i,0.00047659-0.00022515i,4.3056e-05-0.00011825i,0.00037047-0.00076216i,-0.00011143-0.0010194i,-9.2403e-05-0.00063979i,-0.0004347-0.00040302i,-0.00086397-0.00047313i,-0.00078848-0.00057106i,0.00050844-0.00037453i,0.00098607+2.7835e-06i,-0.00015365+7.6161e-05i,-9.8277e-05+8.7009e-05i,0.00013417+0.00047863i,0.00016175+0.00093264i,-0.00010704+0.00086094i
0.00070723+0.00054607i,0.00059708+0.00014994i,-5.2642e-05+0.0012427i,-0.00033599+0.0013702i,5.0878e-05+0.00043423i,1.1909e-05-0.0001055i,-2.684e-05-4.2642e-05i,0.00042221+0.00043556i,0.0013518-0.00035212i,0.002322-0.00069673i,0.0016742-0.00056994i,0.00049517+0.00010957i,0.00034937+0.00090317i,0.00049897+0.00014409i,0.00055568+0.00013426i,0.00065247+0.00021755i,0.00057476-0.00012885i,0.00037117+0.00028004i,4.9413e-05+0.00059582i,2.3614e-05+0.00065192i,0.00075541+0.00066648i,0.00075055+0.00091526i,0.00039438+0.0011835i
-0.0030853+0.00082187i,-0.0034923+0.0024874i,-0.0037632+0.0034412i,-0.003291+0.0033693i,-0.0018812+0.0027318i,-0.00070764+0.0015712i,-0.00047028-0.00036335i,-0.00024541-0.0012176i,0.00063651-0.0011912i,0.00046651-0.00084881i,-0.00098882-0.0001923i,-0.0013702+0.0021748i,-0.00089593+0.0025741i,-0.00031586+0.00148i,0.00057491+0.00016126i,0.00053745-0.00070605i,-0.00043663-0.00048409i,-4.1988e-05-0.0001581i,0.00016169-0.00010719i,-0.00023728-0.00012846i,0.0002785+0.00066322i,0.00032873+0.001015i,0.0004555+0.00069813i
-0.00097637-0.0012211i,-0.0016402-0.0016057i,-0.0024399-0.00056746i,-0.002175+0.0005733i,-0.00083947+5.5471e-05i,-0.0012645-0.0011563i,-0.0015422-0.0018808i,-0.00045716-0.0016805i,6.2479e-05-0.002501i,-0.00011893-0.0035855i,-0.00058424-0.0023017i,-8.9563e-05-0.0013082i,0.0014883-0.00085374i,0.0018152-0.00065822i,0.0010968-0.0010711i,-0.00013984-0.00057304i,-0.00078786+0.00020507i,-0.00090592+0.00075573i,-0.0012338+0.00066016i,-0.00068966-9.1316e-05i,0.00039182-0.00036649i,0.0011123-0.00052914i,0.0010527-0.0005854i
-0.00034516+0.00066385i,-0.00027172+0.0010761i,-0.0012988+0.0025412i,-0.0017042+0.0028211i,-0.00077664+0.0028012i,0.0012964+0.001771i,0.0017333-0.00076971i,0.00048451-0.0028794i,-0.00036219-0.002467i,-0.0010432-0.0012625i,-0.00031069-0.0008711i,0.0014367-0.00086077i,0.0021858-0.00068028i,0.0015049-0.00039996i,0.00056515-0.0001239i,0.0005409+0.00022837i,0.0006313+0.00061947i,0.00030709+0.00079619i,-3.0236e-05+0.00069155i,0.0004531+2.2089e-05i,0.00067262-0.00032145i,-0.0001207-0.00044207i,-0.00061506-0.00026881i
-0.00088996-8.3265e-05i,-0.001342+0.00076632i,-0.0024938-4.1786e-05i,-0.0027904+0.00022419i,-0.0016723+0.001159i,-0.00099604+0.0012774i,-0.00037062+0.00037339i,7.1471e-06-0.00033033i,-0.00023583+0.00041436i,-0.0012895+0.0014854i,-0.001639+0.0015637i,-0.0005392+0.001536i,-0.0008544+0.0014441i,-0.001002+0.00094854i,0.00048107+0.0010388i,0.0013083+0.0010735i,0.0018948+0.00047122i,0.0019915+0.0005163i,0.0005543+0.00071123i,-0.00053359-0.00025777i,-0.0002165-0.00088447i,8.0002e-05-0.00023785i,-0.00013834+0.00056546i
