0.00051126+0.00092267i,0.0013519-0.0011909i,-0.00048753-0.0026227i,-0.0018715-0.0018535i,-0.0020814-0.00013968i,-0.0013887+0.0010793i,-0.0007508+0.0018481i,-0.00026213+0.0012721i,0.00033573-1e-05i,0.00034138-0.00034116i,-0.00063345-0.0010373i,-0.0010167-0.0016982i,-0.00083806-0.00096724i,-0.00053742+8.9106e-05i,-0.00030826+0.00061063i,-0.00043625+0.00034065i,-0.00072101+0.00064236i,-0.00046+0.0013408i,0.00011448+0.00092434i,0.0002793+3.7764e-05i,-4.908e-05-0.00011836i,-0.00038359+0.0002487i,-0.00066076+0.00010517i
-0.0026867-0.00014567i,-0.0022429-8.1072e-06i,-0.0016862+0.00045297i,-0.00037705+0.0014747i,0.00039467+0.0014667i,0.00038267-0.00017381i,0.00027437-0.00028613i,0.00060548+0.00090921i,0.0017687+0.0013216i,0.0026285+0.0014249i,0.0019082+0.0011535i,0.000808+0.00052985i,0.00066952+0.00033271i,0.00013169+0.00018905i,-0.00018334+0.00040994i,-0.00027042+0.00025074i,-0.00098861-0.00017872i,-0.00079766+0.00031079i,-5.1586e-05+0.00076658i,-0.00030634+0.0010555i,-0.00046859+0.00052479i,-0.00075092-0.00041408i,-0.00013448-0.00093199i
0.0023329-0.0014367i,0.00093639-0.0013906i,0.001044-0.0022873i,0.00055894-0.0024436i,-0.0016851-0.0016203i,-0.0026376-0.00043323i,-0.0018325-9.4378e-05i,-0.0013566-0.0008375i,-0.0015888-0.00065262i,-0.0014135-0.00012925i,-0.00050393-0.0005823i,2.1148e-05-0.0011915i,-0.00014237-0.0013987i,-0.00077591-0.0014064i,-0.00053281-0.00049398i,2.4343e-05+5.0051e-05i,-0.00015399-0.00016651i,0.00020019-9.7858e-06i,0.00070033+0.00069101i,0.00060895+0.00096454i,0.00080493+0.00061918i,0.00011373+0.00011767i,-0.00024525+4.0557e-05i
-0.0010681+0.00010393i,-0.0026697-0.00064137i,-0.002781-0.00019682i,-0.001944+0.00066717i,-0.00052424+0.00067056i,-0.00018478+7.0215e-05i,4.0419e-05-0.00028024i,0.0013929-0.00069438i,0.0016267-0.0016592i,0.00068544-0.0020545i,0.0005184-0.0012627i,0.00058651-0.00088119i,0.00034509-0.001351i,-0.00076929-0.0017422i,-0.00071079-0.0010073i,-0.00029511-0.00035086i,-0.0004006-9.699e-05i,-0.0003928+3.0187e-05i,8.7678e-06-7.8807e-05i,0.00029922+0.00036929i,-0.00044528+0.0010007i,-0.0009746+0.0013166i,6.393e-05+0.0013653i
0.0017836-0.0031831i,0.00082658-0.0027329i,0.00022715-0.0036595i,-0.0010111-0.0031226i,-0.003089-0.0019435i,-0.0038661-0.00054446i,-0.0026592+0.00091542i,-0.00089258+0.0013422i,0.00039078+0.0011447i,0.00074254+0.00067802i,0.00020598+0.00036814i,-0.00059474+0.00033102i,-0.00047858+0.00028669i,-5.4749e-05+0.00081388i,-3.5389e-06+0.00067471i,-0.00015463+0.00064694i,-0.00073626+0.001493i,-0.00083683+0.001328i,-0.00010962+0.00015136i,0.00018375-0.00013881i,0.00037058-0.00073781i,0.00014218-0.00065814i,-0.00029013-0.0002962i
-0.00036385+0.0009384i,-0.00091692+0.0020658i,-0.00075536+0.0018605i,-0.00022057+0.0012808i,0.00040881+0.00071236i,-0.00014219+0.0013522i,-0.00080122+0.0012404i,-0.00087378-0.0001176i,-0.0014502-0.00074408i,-0.0015193-0.00033249i,-0.00073294+9.4548e-05i,-0.00042567-5.0719e-05i,-0.00039357-0.0003782i,-0.0002911-0.0003941i,-0.00066129-0.00038474i,-0.0011415-0.00054905i,-0.0011599+6.5748e-05i,-0.00063433+0.00032323i,-0.00044978+0.00034593i,-0.00068422+0.00095635i,-3.9708e-05+0.0011062i,0.00041629+0.0007148i,-8.9011e-05+0.00085083i
-0.0024154+0.00041397i,-0.0015741+0.00092927i,-0.00090934+0.0013914i,-0.00037526+0.0017669i,0.00019576+0.0015188i,-7.6407e-05+0.00078852i,-0.00041004-9.4007e-05i,-2.6743e-05-0.00044866i,0.00024393-0.00063768i,0.0012512-0.001524i,0.0017234-0.0011326i,0.0010095-0.00041205i,0.00073971-0.00043447i,0.00036237-0.00052746i,-7.6776e-05-0.00073657i,-0.00050706-0.0005486i,-0.00028147+3.8058e-05i,0.00033653+0.00060563i,-0.00029307+0.00060257i,-0.0008702+0.00017838i,-5.4073e-05+0.00048173i,-0.00015008+0.00075183i,-0.00018261+1.2409e-05i
-0.002514-0.0011932i,-0.0029815-0.00049854i,-0.0035758+0.0011735i,-0.0030335+0.0018538i,-0.0012368+0.0020972i,0.00068204+0.00058728i,0.00080096-0.00052712i,-0.00011739+0.00017124i,-0.00057026+0.0015233i,-0.00046385+0.0019728i,0.00013885+0.00034646i,0.00032638-0.0010158i,-0.0004481-0.00059001i,-0.0010721-9.1956e-05i,-0.00084779+2.75e-05i,-0.0011183-0.00014516i,-0.0013727-0.00024771i,-0.00044214+0.00032527i,0.00071989+0.00042476i,0.0013242-0.00042481i,0.0010118-0.00028635i,6.4914e-05+0.00056866i,7.6899e-05+0.00020932i
-0.0013078+0.00026056i,-0.00043399+0.00012215i,0.000132-3.3295e-05i,0.00029277-0.00031602i,-0.000345-0.0003042i,-0.0011856-0.00045258i,-0.00084339-0.00026111i,-0.00075283-0.00048039i,-0.00082922-0.0010244i,-0.00077981-0.00088833i,-0.00065506-0.0011839i,0.00044857-0.0012847i,0.0006922-0.0010303i,-0.00025385-0.00093624i,-5.0998e-05-0.00069475i,-0.00025516-0.00059627i,-0.0013654-0.00049487i,-0.0012274-0.00022958i,-0.00040346-7.3743e-05i,0.00080742+0.00013394i,0.0016505+0.00031791i,0.0010553-8.7082e-05i,0.00049388-0.00022663i
-0.0032497-0.0021434i,-0.0041913+9.8227e-05i,-0.003258+0.0019356i,-0.0020642+0.0013729i,-0.0011434+0.00116i,-0.00056282+0.0015385i,-0.00030314+0.0012455i,0.00022058+0.00090304i,0.0016304+0.00017826i,0.0020175-0.0011292i,0.0014928-0.0014087i,0.00062371-0.0010025i,-0.00033568-0.0010902i,-0.00066634-0.0012237i,-0.0009041-0.0013527i,-0.0010087-0.0011015i,-0.00055316-0.00042711i,0.0003648-0.00012661i,0.00036451-0.00018665i,-0.00044219-0.00041026i,-6.6032e-05+0.00024389i,0.00054878+0.0012516i,-5.9166e-05+0.0010876i
-0.0011568-0.00057355i,-0.00027448+0.00047599i,-0.0012941+0.0016442i,-0.0013377+0.0021986i,0.00018838+0.0023094i,0.0012868+0.0006454i,0.00041324-0.0011465i,-0.0013534-0.00044925i,-0.001566+0.0010509i,-0.00098355+0.0019248i,-0.00068009+0.0010707i,-0.0011819-0.00064247i,-0.0017576-0.001089i,-0.0018699-0.00061901i,-0.0018148-0.00027324i,-0.0014561-3.5145e-05i,-0.0007786-0.00026324i,-0.00051277-0.0003428i,-0.00012518-0.00016721i,3.9424e-05-0.0006841i,-0.00017135-0.0008591i,0.00010827-0.00031641i,0.00075522+0.00039829i
-0.00039174-0.0002488i,-0.0014037+0.00061766i,-0.0014288+0.0008471i,-0.0013813-0.00078461i,-0.0014903-0.0014765i,-0.0015543-0.0015165i,-0.00064459-0.0014133i,0.00016215-0.0010234i,-0.00060476-0.0010758i,-0.0011354-0.0013073i,-0.00095335-0.0011638i,-0.00032731-0.00099543i,0.00032895-0.00093984i,0.00040139-0.0011616i,0.00022238-0.0012152i,-0.00014355-0.00089103i,-0.00075703-0.001088i,-0.00078106-0.00073354i,-0.0001942+0.00052061i,0.00014909+0.00089481i,0.00055394+0.00072397i,0.00097013+0.00055321i,0.00077662-1.94e-05i
-0.0014648-0.00024614i,-0.0017218+0.00039801i,-0.0012484+0.00093616i,2.8488e-05+0.0017407i,-0.00013033+0.00095579i,-0.00047761+0.00038691i,-0.00054821+0.0014076i,-0.00027649+0.0017596i,0.00050667+0.0010471i,0.0015783+0.00017076i,0.0012968-0.00022589i,0.0011246-0.00077277i,0.0012307-0.0010069i,0.00044351-0.00048432i,-0.0001306+0.00029389i,-0.00034879+0.00099915i,-0.00061992+0.00063889i,-0.00038802+0.00013725i,-0.00078112+0.00034752i,-0.001179+0.00079799i,-0.0010892+0.00043133i,4.0532e-05+2.7252e-05i,0.00068456+0.00043351i
0.00028807+0.001063i,0.00034629+0.0022472i,0.00022337+0.0019302i,-0.00087733+0.00028421i,-0.0011588-0.00090287i,0.00010103-0.0018395i,0.0005576-0.0014204i,0.00011833-0.00072557i,-0.00035202-0.00023379i,-0.0011084+0.00092818i,-0.00091049+0.00077732i,-0.00021543-0.00020353i,-0.00070537-0.00047818i,-0.0012633-0.00056097i,-0.0014674-0.0010643i,-0.0011839-0.00078315i,-0.00041623+4.1202e-06i,-0.00018094-7.0704e-05i,3.2114e-05+3.2341e-05i,2.4401e-05+0.00067566i,8.2948e-05+0.000874i,0.00054116+0.001043i,0.00017106+0.0009071i
0.0016526-0.00080783i,0.0010177-0.00068695i,0.0018225-0.00097496i,0.001225-0.0016028i,-0.000959-0.0011118i,-0.0017812-0.00059393i,-0.0011366-0.00089145i,-5.4928e-05-0.00038763i,0.00067683+3.9088e-05i,0.00034003-0.00031294i,-5.0886e-05-0.0008113i,0.0001962-0.0007616i,0.00040096-0.00072958i,0.00048332-0.00126i,-0.00013449-0.00091063i,-0.0006721-0.00030135i,1.1732e-05+0.00017559i,0.00017279+0.0004925i,-0.00057741+0.00018306i,-0.00026769+0.00011353i,0.00034315-0.00027746i,0.00013055-0.0012329i,0.00022298-0.0014495i
-0.00028101-2.2136e-05i,-0.000336+0.00039793i,-0.00038255+0.00046902i,-3.3754e-05+0.0008248i,-0.00076116+0.00082691i,-0.00069638+0.00075595i,-0.00042422+0.00069686i,-0.00026613+0.00052351i,0.00080013+0.00067881i,0.0013167+0.00021877i,0.001087-0.00050205i,0.00044562-0.00014225i,0.00011995+0.00085081i,-0.00022687+0.0013614i,-5.313e-05+0.00092747i,1.2786e-05+0.00014913i,-0.00072612-0.00031634i,-0.00055842-0.00041526i,-0.00026907-0.00024018i,0.00016033+7.0345e-05i,6.6095e-05+0.00084411i,0.00021166+0.0010555i,0.0004694+0.00054268i
-8.1096e-05-0.0013726i,-0.00063787-0.00053199i,-0.0014429+0.00014481i,-0.0015936+2.5781e-05i,-0.001352-0.00047642i,-0.00056911-0.00057363i,2.5448e-05-0.00030036i,-0.00052412+0.00018839i,-0.00070588+2.7326e-05i,-0.00080402-0.00043474i,-0.0012737-0.00074622i,-0.0019433-0.0011856i,-0.0016142-0.0010743i,-9.8466e-05-0.00084993i,0.00022047-0.00074666i,-0.00049639-7.9561e-05i,-0.0006406+0.00016157i,-0.00050214+0.00038821i,-0.0001976+0.00058967i,0.0002587+0.00045184i,0.00013204+0.0003362i,-0.00025745-0.0001308i,-0.00033697+0.00019386i
-0.00072436+0.0012136i,-0.00025997+0.001019i,-0.0004355+0.00030019i,-0.00076805-0.00012342i,-0.00053601+0.00012267i,-0.00045395+0.00123i,4.8047e-05+0.0014132i,0.0013891+0.0002699i,0.0021173-0.00051284i,0.0013302-0.00033202i,0.00067461-0.00034586i,0.00054688-0.00066282i,0.00060093-0.00038171i,0.00082096+0.00024759i,0.000535+0.00027335i,0.00017657+0.00013097i,0.00015346+1.2057e-05i,0.00022596-0.00065981i,0.0002849-0.00011297i,9.0508e-06+0.0007839i,-0.00060934+0.00027729i,-0.00051496+5.7645e-05i,-0.00042668+0.0001657i
-0.0015066-0.0029485i,-0.0016294-0.0023178i,-0.0016728-0.0007433i,-0.0020313+0.00064082i,-0.0025324+0.00061345i,-0.002414+9.748e-05i,-0.0018139+0.00010573i,-0.00089873+0.00088275i,-0.00045849+0.00084347i,0.00024368+0.0004265i,0.00013313+0.0007241i,-0.00061462+0.00066748i,-0.00030763+0.00068064i,4.1034e-05+0.00089692i,-0.00031795+0.00043982i,-0.00099051-8.2819e-05i,-0.0011948-0.00026092i,-0.00064162+0.00010017i,2.0107e-05+0.00036856i,5.3668e-05-0.00028613i,0.00029035-0.00020998i,0.00041413+5.236e-05i,0.0006599+0.00023806i
0.00024015+0.0040461i,-0.00027062+0.0033127i,-5.3083e-05+0.0030639i,0.00046952+0.00093554i,0.00099715-0.0011695i,0.0012237-0.0021193i,0.0013825-0.0022766i,0.00037406-0.0010236i,-0.0010808-0.00064785i,-0.00058781-0.0015326i,0.00052209-0.0017079i,0.0011102-0.0015641i,0.00061029-0.00099097i,-0.00058749-0.00079473i,-0.0012324-0.00083583i,-0.00063264-0.00067218i,-0.00081906+5.9714e-05i,-0.00066486+0.00057835i,-0.00016374-0.00047361i,-0.00021961-0.00076262i,-0.00019172-3.3789e-05i,-0.00077431+0.00063543i,-0.0012439+0.0001982i
-0.00015696-0.0032681i,-0.00096896-0.0026621i,-0.0013949-0.0024031i,-0.00091611-0.0018954i,-0.0001354-0.00082846i,2.2382e-05+0.0012536i,-4.6837e-05+0.0023813i,0.00019752+0.001293i,0.00063175+0.00074559i,0.00071557+0.00099551i,0.00053146+0.00065578i,0.00028864-1.566e-05i,0.00078313-0.00045172i,0.0011504-0.00017238i,0.00067259-0.00023314i,-7.1251e-05-0.00060148i,-0.0001572-7.1072e-05i,-0.00028222+0.00067417i,-0.0004759+0.00025196i,-0.00035222-0.00021215i,-7.4281e-05-0.00046097i,-0.000157-0.00040015i,-0.00051488+0.00065326i
0.0018749+0.00097062i,0.0019756+0.001512i,0.0006075+0.0020513i,-0.0010164+0.0015894i,-0.0019375+0.00032499i,-0.0021893-0.00083372i,-0.0018447-0.0011284i,-0.00087311-0.00062215i,-0.00037902+0.00046389i,-0.00088572+0.00020524i,-0.0012804-0.00048263i,-0.0011823-0.00017126i,-0.0010406+0.00043635i,-0.00074172+0.00042243i,-0.00077872-0.00054979i,-0.0011344-0.00085289i,-0.0010637-0.00021572i,-0.00041106+0.00036604i,-0.00021454+0.00020338i,-0.00061296-0.00048606i,-0.00027211-0.00025734i,0.00027704-0.00028747i,0.00059315-0.00076666i
-0.00079224+0.00033012i,-0.0013257+0.00055811i,-0.0003348-0.00057684i,-0.0014331-0.0024218i,-0.0017784-0.0030254i,-6.7538e-05-0.0024042i,0.0011598-0.0015359i,0.0010699-0.00072316i,0.00060877-0.00075679i,0.00072126-0.0010078i,0.0007019-0.0015197i,0.00074982-0.0019992i,0.00043874-0.0019386i,-0.00023383-0.0015898i,-0.00046806-0.00092161i,-0.0011859-0.00060258i,-0.0014338-0.00046746i,-0.0010944+1.9901e-05i,5.4305e-05+7.8373e-05i,0.0012277-0.00031148i,0.00068447-0.00039209i,-0.00032224+0.00044984i,-0.00020741+0.00035642i
0.0031022-0.0020186i,0.0025391-0.0030009i,0.0013514-0.0025016i,0.0014549-0.0018316i,0.00069856-0.0011063i,0.00018306+0.0011415i,0.00057249+0.0031326i,0.0010103+0.0020717i,0.00044887+0.00050748i,-0.00065527+0.00063627i,-0.00080598+0.00090409i,8.586e-05+0.00070484i,0.00080101+0.0010186i,0.00070457+0.0017908i,-8.5205e-05+0.0018115i,-0.0008656+0.00058407i,-0.00020875-8.1299e-05i,0.00059795+7.4094e-05i,0.00024402+0.00013944i,-0.00081369-0.00016671i,-0.00099234-9.4061e-05i,-0.00034136+0.00028426i,-0.00041965+6.2459e-05i
-0.00038088+0.0042843i,-0.00069763+0.004484i,-0.00039954+0.0034706i,-0.0011268+0.0030358i,-0.0027046+0.0016121i,-0.0037185-0.001217i,-0.002982-0.0021656i,-0.0014758-0.00092535i,-0.00065786-0.0010604i,-0.00055151-0.0019684i,-0.00033095-0.0019455i,-0.00055339-0.0012148i,-0.0011279-0.00038888i,-0.0023895+0.00050951i,-0.0032331+0.00063101i,-0.0017875+0.0006455i,-0.00042248+0.00083348i,-3.9631e-05+0.00018476i,6.6978e-05-0.00066774i,-0.00060027-0.00072726i,-0.00086039-0.00032948i,-0.00035902-6.987e-05i,0.00044382+0.00021324i
0.0013837-0.0037075i,0.00026968-0.0026682i,-0.0016283-0.0017889i,-0.0022682-0.0035132i,-0.0014703-0.0040656i,0.00016587-0.0022941i,0.0021066-0.0012459i,0.0033209-0.0010582i,0.0030346-0.0010609i,0.0020927-0.0011926i,0.0012686-0.00082228i,0.0013251-0.00077915i,0.0016738-0.0015489i,0.0014339-0.0020779i,0.00073653-0.0012962i,0.00060178+0.00018488i,0.00017167+0.00062544i,-0.00012005+0.00042825i,0.00090326+0.0006115i,0.00091226+0.00033335i,-2.3533e-05+8.4351e-05i,-0.00041918+0.00048931i,-0.00066327+0.00060293i
-0.00050232+0.0023548i,0.00041023+0.0017804i,0.0010125+0.0017827i,0.0017736+0.0036889i,0.0024269+0.0045205i,0.0023289+0.0044508i,0.0012735+0.0035388i,0.00037815+0.0023261i,-0.00044787+0.0015539i,-0.00095226+0.00091757i,-0.00067628+0.00027844i,-1.2373e-05+0.0010029i,0.00087955+0.0011404i,0.00202+0.00062044i,0.0021145+0.0007234i,0.00084443+0.0012725i,-0.00017552+0.00097416i,0.00013699+0.00020428i,0.00043009+0.00092857i,0.00018607+0.0016378i,-1.7809e-05+0.00079921i,-0.00090499-2.7964e-05i,-0.0012049-0.00023513i
-0.0029567-0.0026061i,-0.0045123-0.0015688i,-0.0056974+2.8968e-05i,-0.0048975+0.0018175i,-0.0043594+0.0022521i,-0.0039623+0.00021739i,-0.0021987-0.0024611i,-0.00058497-0.0027752i,-0.00081133-0.0021861i,-0.0020866-0.0020444i,-0.0018145-0.0016189i,-0.0013734-0.0011734i,-0.0014752-0.00085734i,-0.001416-0.00099936i,-0.0015149-0.0015614i,-0.0015126-0.00092981i,-0.0015548+0.00038688i,-0.00069033+0.0006445i,0.00031757-0.0004828i,0.00012465-0.0011536i,-0.00076545-0.00069994i,-0.0010133-0.00037375i,8.7135e-06-0.00033524i
0.0039085-0.0011143i,0.0023244-0.0013709i,-0.00057016-0.0024708i,-0.0011245-0.0035454i,0.00071272-0.0038692i,0.0028686-0.0033801i,0.003872-0.0020531i,0.0036423-0.0007284i,0.002954-3.6792e-05i,0.0019262+0.00024783i,0.0016268-0.00065182i,0.0015007-0.0018902i,0.00089548-0.0019153i,0.00084097-0.0024648i,0.00093579-0.0027903i,0.00022165-0.0017063i,-0.00032009-0.0005681i,0.00020288+0.0002847i,0.00075472+0.00040927i,0.0011459+4.5833e-05i,0.0010802-0.00030573i,0.00025582-0.00064711i,-0.00014244-0.00037573i
-0.0043351+0.0012351i,-0.0037647+0.00052914i,-0.0014839+0.00068343i,0.00070063+0.002084i,0.00087609+0.0039008i,-0.00077881+0.0052824i,-0.0022027+0.0038674i,-0.0024469+0.0019941i,-0.0019298+0.0017892i,-0.0010926+0.0021163i,-0.0002589+0.0016104i,-0.00074892+0.00046557i,-0.0011453+0.0004486i,-0.00074213+0.00048547i,-6.1333e-05+0.00032846i,8.2638e-05+0.00010882i,-0.00013292+0.00016157i,0.00060607+0.0003722i,0.0010919+0.00044939i,0.00056791+0.00011043i,0.00030453+0.00036084i,6.2571e-05+4.7109e-05i,0.00058832-0.00068934i
0.0012444-0.0019882i,0.00020741-0.0018274i,-0.0017478+4.7791e-05i,-0.0032401+0.00094127i,-0.0048641-0.00020968i,-0.0050708-0.002716i,-0.0033552-0.0039471i,-0.0014699-0.0030988i,-0.00095149-0.0022718i,-0.00050114-0.0022176i,0.0002319-0.0022841i,1.5207e-05-0.0018031i,-0.00096209-0.00085319i,-0.0023245-1.0387e-05i,-0.0027076+0.00048377i,-0.0022431+0.00076576i,-0.0019596+0.00067713i,-0.0020635+2.7617e-05i,-0.0016656-0.00023748i,-0.0013178+0.00025751i,-0.00065051+0.00012769i,0.00057185+0.00011438i,0.00092179-0.00047356i
0.0019071+0.0025285i,0.00073327+0.0029471i,0.00016035+0.00054045i,0.0013731-0.0029979i,0.0036542-0.0046764i,0.0048338-0.003827i,0.0046377-0.0014031i,0.0039774+0.0014236i,0.0032231+0.0025785i,0.0027672+0.001282i,0.002171+0.00063112i,0.0014264+3.9251e-05i,0.0011638-0.00066305i,0.00056484-0.00076978i,-0.0010562-0.0008621i,-0.00094626-0.00067587i,-0.0003505-0.00018903i,-0.00026976-0.00043781i,0.00015008-0.0011943i,0.00076268-0.0016445i,0.00056784-0.0014082i,-0.00061345-0.00078467i,-0.00094186-0.00055948i
-0.0015512-0.0021972i,-0.002172-0.0023016i,-0.00061421-0.001817i,7.4318e-05+0.00076096i,-0.00053366+0.0039545i,-0.0021537+0.0065281i,-0.0034792+0.0063216i,-0.0026651+0.0035289i,-0.0017921+0.0008408i,-0.0012372-0.0006689i,-0.00081782-0.00071338i,0.00025733-0.0007381i,0.001338-0.00018585i,0.00094711+0.00062896i,0.00066627+0.00066016i,0.00082238+9.0258e-05i,-4.1325e-05-4.8753e-06i,-0.0011312+0.00084246i,-0.00070889+0.0013153i,0.00098022+0.0012199i,0.001209+0.00080124i,0.00019366+0.0011196i,-0.00018043+0.00024827i
0.0033063+0.0017088i,0.0029366+0.00019584i,-0.00040061+6.5997e-05i,-0.0036073+0.00030035i,-0.0061685-0.0019353i,-0.0064102-0.0048269i,-0.0037217-0.005446i,-0.0005988-0.0046217i,0.00095583-0.0038609i,0.00095371-0.0032336i,0.00066947-0.0020977i,-0.00013915-0.001618i,-0.00069197-0.0016538i,-0.0010581-0.0012611i,-0.0019166-0.00079219i,-0.001624+0.00019228i,-0.00095715+0.0011709i,-0.0011235+0.0012738i,-0.0016638+0.00034112i,-0.0022504-0.00024236i,-0.002019-0.00030807i,-0.0012568-0.00025698i,-0.00060022+0.00037705i
-0.0034747+0.0012701i,-0.0026758+0.0019013i,-0.0019365-0.00038298i,0.00042177-0.0026535i,0.0040763-0.0023428i,0.0069404-0.0012653i,0.0066223+0.00047565i,0.0036495+0.0016396i,0.0017946+0.0023723i,0.0017746+0.0026053i,0.0010458+0.0017355i,0.00066515+0.00030537i,0.0017457-0.00038478i,0.0014043-0.0013079i,-0.00048899-0.0015999i,-0.001092-0.00068338i,-0.00013166-0.00016315i,0.0010689+5.9533e-05i,0.0020362-0.00014126i,0.002075-0.00060001i,0.0013862-0.0012292i,0.0003677-0.0013503i,-0.00034236-0.0016323i
-0.000569-0.0007054i,0.00026783-0.0013086i,0.0003912+0.0015273i,0.00091517+0.0050492i,0.0003362+0.0072477i,-0.002846+0.0079373i,-0.0052066+0.0056775i,-0.0048216+0.0019318i,-0.0033618-0.00057584i,-0.002319-0.0010057i,-0.0012512-0.00035073i,-0.00080813+0.0007413i,-0.00077341+0.0011373i,-0.0008172-0.00030284i,-0.00093127-0.00088653i,-0.00092615-0.00047594i,-1.9972e-05-0.0006981i,0.00079903+7.7355e-05i,0.00066465+0.0012941i,0.00085107+0.0017981i,0.0012213+0.0012331i,0.00071073+0.0010065i,0.0010344+0.00085966i
7.152e-05+0.002083i,0.0010784+0.0039828i,-0.00097451+0.0042085i,-0.0044346+0.00096783i,-0.0059846-0.0028875i,-0.0041235-0.0064529i,-0.0012925-0.0072781i,3.6623e-05-0.00459i,0.00027169-0.0027299i,3.4935e-07-0.002101i,0.00012902-0.001637i,0.00033848-0.0021379i,-0.0010033-0.0023123i,-0.00099733-0.0014508i,-0.0002516-0.00041035i,-0.00014037+0.00068712i,-0.00012296+0.0010215i,-0.0011899+0.00016374i,-0.001754-0.0017275i,-0.0010418-0.0019732i,-0.00069615-0.00026567i,-0.00081418+0.0010306i,-0.00056677+0.0012655i
-0.0031051+0.00077402i,-0.0042077+0.0011046i,-0.0016541-0.0011562i,0.0035785-0.0032i,0.0094664-0.003325i,0.011087-0.00069511i,0.0078324+0.001544i,0.004358+0.0030054i,0.0014923+0.0035623i,-8.7194e-05+0.001744i,-0.0001671+0.00031221i,-7.1866e-05+0.0002668i,0.00048262-0.0005727i,0.00013646-0.00091054i,-0.0015388+0.00038953i,-0.0025801+0.00063184i,-0.0021375+0.00036093i,-0.00050031-0.00056491i,0.00064171-0.0004147i,0.00071692-0.00067433i,0.00059116-0.0010446i,-0.00052185-0.00051075i,-0.0013746-0.00019521i
0.0014273-0.00027169i,0.0028233+0.00032196i,0.0022562+0.0033915i,-0.0010896+0.0070652i,-0.0044713+0.0088597i,-0.0063014+0.0085186i,-0.0064217+0.0054904i,-0.0052122+0.0011962i,-0.0036158-0.0013523i,-0.0021776-0.00085021i,-0.0012889+9.667e-05i,-0.0013166-0.00010739i,-0.0011321-0.00035689i,-0.00044379-0.0002199i,8.1543e-05-0.00057651i,0.00016129-0.0014212i,-0.00052258-0.00067326i,-0.00079918+0.00098063i,-0.0011028+0.0017952i,-0.000732+0.0010952i,0.00067519+0.00018857i,0.0014865-0.0004388i,0.0012177-0.00098062i
-0.001388+0.0032244i,-0.0015763+0.0051268i,-0.0036256+0.0037666i,-0.0062427-0.0019233i,-0.0066293-0.0084712i,-0.0033149-0.011719i,0.00019786-0.0095861i,0.002278-0.0052383i,0.0025469-0.0022989i,0.0015881-0.0011595i,0.00018112-0.00078331i,-0.00015733-0.00077201i,0.00010536-0.0014064i,-0.000358-0.0017665i,-0.00046227-0.0014506i,-0.00052524-0.00072988i,-0.00072202-0.00044166i,-0.001023-0.00057819i,-0.0012453-0.0010772i,-0.0012725-0.0012697i,-0.0010169-0.00083912i,-0.00029957-0.00045466i,0.00024258+0.00054248i
-0.0018907-0.00094278i,-0.0004827-0.0015631i,0.0024738-0.00081268i,0.0065142-0.00084076i,0.010127+0.00025344i,0.010939+0.0029709i,0.0084439+0.0052421i,0.003446+0.0058396i,8.4351e-05+0.0045894i,-5.5192e-05+0.0018244i,0.00083355-0.00013124i,0.00107-0.00048936i,0.00036139-0.00071455i,-0.00018826-0.00038095i,-0.00099002+0.0011393i,-0.0013354+0.0022147i,-0.00050451+0.0012162i,0.00058783+7.2933e-07i,0.001239-0.00020944i,0.0014954-0.00045067i,0.0009311-0.00077523i,0.0002607-0.0010231i,-0.00029996-0.0010785i
0.0017998+0.00073046i,0.0025095+0.00040823i,0.0010947+0.0020592i,-0.002068+0.0052184i,-0.0066397+0.0084412i,-0.0096961+0.0079387i,-0.010294+0.0039005i,-0.0074177+2.7995e-05i,-0.0043189-0.001785i,-0.00149-0.0021779i,0.0012818-0.0021433i,0.0016934-0.0018392i,0.00042712-0.00077489i,-0.0011465-7.1428e-05i,-0.0014271-0.00048258i,-0.00081605-0.00097749i,-0.00035841-0.00060266i,-0.00091355+0.00016806i,-0.0010358+0.00067059i,0.00012338+0.0010031i,0.00064819+0.00077621i,-0.00011334-4.3912e-05i,4.8317e-05-0.0002579i
-0.0037697+0.0041796i,-0.0034742+0.0052159i,-0.0029807+0.0035535i,-0.002663-0.002988i,-0.0013709-0.010827i,0.00043753-0.015026i,0.0024561-0.013085i,0.0042616-0.007125i,0.0038182-0.0025235i,0.0014647-0.0012094i,-0.00028572-0.0012402i,0.00014882-0.0011652i,-0.00014257-0.0012772i,-0.00053601-0.001728i,0.00030632-0.00097692i,0.0011273-0.00021428i,0.00057588-0.00049816i,-0.0014823-0.00095934i,-0.0018634-0.0012942i,-0.0011704-0.0010613i,-0.0011757-0.00049545i,-0.0013229+0.00013822i,-0.00071833+0.00016707i
-0.0012643-0.0023656i,-0.0017573-0.0023725i,0.0003563-0.00066826i,0.0059766+0.0023431i,0.01176+0.0049095i,0.013243+0.0068613i,0.0091376+0.008098i,0.0035074+0.0068526i,2.6724e-05+0.0040399i,-0.0011856+0.0019973i,-0.001451-0.00074628i,-0.0011652-0.0021311i,-0.00064117-0.00089129i,-0.00017317+0.0009766i,0.00050323+0.0026617i,3.7206e-05+0.0032332i,-0.00054437+0.0020064i,0.00035772+0.00013725i,0.0016606-0.00032218i,0.0017848-0.00057685i,0.00099632-0.0012826i,0.00034502-0.00074145i,2.6191e-05-0.00010898i
