-0.00058055+0.00070936i,-0.00053697-0.0011452i,-0.0013007-0.0025335i,-0.0024106-0.0015462i,-0.003086+7.7178e-05i,-0.0025101+0.00099661i,-0.0014674+0.00084715i,-0.00020293+0.001061i,0.00055985+0.0010175i,0.00044153+0.00018289i,0.0002597-0.0005351i,0.00031027-0.00076892i,-0.00057422-0.00042396i,-0.00084505+9.2019e-05i,-0.00067135+0.00058934i,-0.00084932+0.00066819i,-0.00078201+0.00098655i,-0.0006662+0.0014206i,-6.8481e-05+0.00016433i,0.00016894-0.00067827i,0.0004694-0.00060731i,0.00035005-0.00089028i,-0.00066566-0.00055533i
-6.4554e-05-0.00065932i,-0.00057946-0.0016141i,-0.00095995-0.0014996i,-0.0010545-0.00091111i,-0.00025041+0.00060008i,-0.00033195+0.0012414i,-0.00041202+0.00049106i,0.00063857+0.00033623i,0.00061674+0.0004567i,0.00056621+0.00026229i,0.0004603+0.00038388i,0.0003693+0.00062519i,0.00039502+0.00080864i,-0.00059667+0.00045266i,-0.0015511-0.00024833i,-0.0012496-0.00022389i,0.00015544+0.00096209i,0.00041544+0.0013947i,-0.00026137+0.00058776i,-0.00016594-0.00012095i,0.0003243-7.0932e-05i,0.00019673-0.00022976i,2.6889e-05-0.00026104i
0.00044654-0.00060979i,0.0001049-0.0012743i,0.00056659-0.0018788i,0.00024099-0.0013542i,-0.0012131-0.00082462i,-0.0011841-0.00054955i,-0.00034518+0.00039926i,-2.6746e-05+0.00053203i,0.00020942+0.00061439i,0.00072233+0.00016863i,0.00060555-0.0008158i,0.00032327-0.00027448i,0.00032717+0.00020375i,-0.00040582+0.00016501i,-0.00074357+0.0002955i,-0.00075003-0.0001535i,-0.0011475-0.00015016i,-0.0011293+1.517e-05i,-0.00043394+5.8898e-05i,0.00020392-1.0442e-05i,0.0004838-0.0001767i,0.00015813-0.00042482i,-0.00027082-0.00032906i
0.0012169+0.00057379i,0.00026332-0.00041036i,0.00012457-0.00047766i,-0.00033565-0.00050319i,-0.00065086-0.0013791i,-0.0014864-0.0010523i,-0.0015014+1.4433e-05i,-0.00085641+0.00015818i,-0.0003002+0.00035412i,0.00039683-1.3319e-05i,0.00021794-0.00086664i,-9.7689e-05-0.00067206i,-0.000952-0.00016104i,-0.0015591-9.4908e-05i,-0.0012484+0.00057233i,-0.00082503+0.00025619i,-0.0014779-0.00054523i,-0.0012448-0.00036894i,0.0001375+0.00015189i,0.00031586+0.00016969i,-0.00014849+8.917e-05i,-0.00039233+0.00059056i,6.6689e-05+0.00051054i
0.0015475-0.00076016i,0.00013657-0.0021479i,-0.0014014-0.0028544i,-0.0019054-0.002313i,-0.0016105-0.0010291i,-0.00077726+4.6584e-05i,-3.7525e-05+0.00050901i,-0.00020138+0.00038025i,0.0002307+0.00056556i,0.00017796+0.00041152i,-0.00069681+0.0003328i,-0.0013206+0.001162i,-0.0003296+0.0015946i,0.00054023+0.001554i,-0.00018735+0.00069314i,-0.00014031+0.00036947i,6.1421e-05+0.0012738i,0.00021491+0.0013933i,0.00067729+0.0012023i,0.00054035+0.00063034i,-2.5704e-05-0.00016151i,0.00013186-0.00044129i,0.00012025-0.00053663i
0.00014039+0.00019445i,0.0016011-0.00061183i,0.0023055+6.1974e-06i,0.001111-0.00055838i,-9.6363e-05-0.00076555i,0.00026739-0.00013351i,0.00015356+9.4256e-05i,-0.00016538-8.0357e-05i,0.00026935-0.00014617i,0.00018677-0.00029699i,-0.00019749-0.00047334i,-0.00053158-0.00048299i,-0.00074876-0.00064066i,-0.0016259-0.0013063i,-0.0016544-0.0015727i,-0.00037734-0.00025837i,0.00062351+0.00084544i,0.00063275+0.00086011i,-1.2344e-05+0.0009506i,-0.00028627+0.00083545i,0.00020221+0.00096911i,0.00024777+0.00087871i,-0.00046795+0.00018096i
0.00020914+0.00026247i,0.0010364-0.00058353i,8.411e-06-0.001224i,0.00017102-0.0013766i,0.00083602-0.00050694i,0.00040216-0.00014329i,0.00027944+0.00022766i,2.4506e-05+0.0007911i,-8.4569e-05+0.00079145i,0.00016636+0.0006047i,-0.00058989+0.00074035i,-0.00090161+0.0010785i,0.00014474+0.00041225i,-0.00034976-0.00038043i,-0.00041076-0.00015063i,0.0003561+0.000214i,-0.00053064+0.00027751i,-0.0014056+0.00078779i,-0.0008237+0.00048382i,0.00031532-4.6969e-05i,0.00086291-0.00014264i,0.00014345-0.00018919i,-0.00033175+0.00019237i
-0.00081698-0.00032169i,-0.00047612-0.0013282i,-0.0003589-0.0014816i,-0.0010096-0.0013087i,-0.0012062-0.0011213i,-0.00070527-0.00054876i,-0.00067307+7.3993e-06i,0.00028203+0.0003116i,0.0010736+0.00043495i,0.00028448+4.4722e-05i,0.00023478-7.7788e-05i,0.00017596+0.00055191i,-0.00060414+0.0006526i,-0.0009716+0.00018711i,-0.00062082-0.00083384i,0.00054693-0.0014209i,0.0011678-0.00056951i,0.00064747+0.00059437i,0.00033944+0.000357i,0.00042905+4.1622e-05i,1.6359e-05-0.00042826i,-0.00024821-0.00086038i,0.00021072-0.0010047i
0.0020855-0.00026688i,0.001919-0.00055738i,0.001729-0.0013349i,0.0012001-0.00075383i,0.00045023+2.6496e-06i,-0.00017428+4.0975e-05i,6.3855e-05+0.00012606i,0.00022243+0.00030099i,0.00035733+7.8917e-05i,0.00026822-0.00027432i,-0.00025947-0.00078058i,-0.0002851-0.00080204i,-0.00023695-0.00075503i,0.00034229-0.0010551i,0.0005756-0.00071448i,4.1543e-05+0.00015614i,-2.2601e-05+0.00045183i,-0.00020508+0.00023873i,-1.6583e-05+0.00031539i,0.00061022+0.00021715i,0.00070137-0.00028036i,0.00031035-0.0010415i,0.00016021-0.00048769i
0.0012971-0.0014692i,-0.00012765+8.5044e-05i,-0.0017393+0.00064135i,-0.0019812+0.00020648i,-0.0019313-5.842e-05i,-0.0019809+0.0002654i,-0.0010418-0.00048711i,-0.00010571-0.0009478i,-0.00016226-0.001358i,0.00010477-0.0014568i,0.00014259-0.00048493i,-0.00064265+5.1033e-05i,-0.00084173+0.00056232i,-0.00039825+0.0010489i,-0.00030833+0.0011769i,-0.00041628+0.0010558i,0.00078082+0.00084936i,0.0012446+0.0011554i,0.00093562+0.00050461i,0.00030544-0.00021331i,-0.00045822-0.00031652i,-0.0003818-0.00019928i,0.00037112+0.00094337i
0.0027137-0.0019585i,0.0016125-0.0032947i,0.00098943-0.0028706i,-0.00014298-0.0022334i,-0.0012446-0.0015581i,-0.0015407+0.00033497i,-0.0010371+0.0018319i,-0.00037266+0.0016327i,8.7493e-05-6.1283e-05i,0.00056941-0.0011365i,0.00086584-0.0002822i,0.0011061+0.00066772i,0.00087008+0.001378i,-0.00038202+0.0012311i,-0.0015404-9.0389e-05i,-0.0013277-0.0010246i,-0.00065484-0.00084283i,-9.9565e-05-0.00020915i,-3.6001e-07-0.00029616i,4.9381e-05-0.00011491i,0.00024221-0.00025664i,9.2011e-05-0.00063518i,-0.00040094-0.00098969i
-0.0010766+0.0012115i,0.00015255+0.0010393i,0.00057714+0.00069132i,0.00032527+0.00012067i,0.00041807-0.00025904i,0.00034117-3.2966e-05i,0.00051195+3.4232e-05i,0.00036401+0.0002181i,-0.00025089+0.00037537i,-0.00024168+0.00037223i,9.2898e-05+0.00053703i,0.00045774-6.8979e-05i,0.00028504-0.0008316i,0.00016574-0.0011033i,0.00050362-0.0012164i,0.00010502-0.0014535i,-0.00036115-0.00093014i,-4.1506e-05-0.00031304i,-0.00030528-0.00041331i,-0.0005569-0.00078192i,-0.00096301-0.000323i,-0.00078095+0.00022151i,-2.2474e-05+0.00048535i
-0.00041369-0.0043967i,-0.0020706-0.0033961i,-0.0034241-0.0016188i,-0.0038689-5.5617e-05i,-0.0037212+0.00073853i,-0.0030103+0.00078867i,-0.001631+0.00029399i,-0.00021736-0.00012777i,0.00057984-0.00053309i,0.00031374-0.00029243i,-0.00063065+0.00012054i,-0.00067846+0.00063836i,0.00053338+0.00058318i,0.0010801+0.0007682i,0.00061021+0.0011719i,0.00012646+0.00019306i,-6.921e-05-0.0004778i,0.0001059-0.00047037i,0.00038522-0.00025947i,0.00038762+0.00019866i,0.0007515-0.00021312i,0.0011718-0.00091434i,0.00093063-0.00096221i
-0.00044062+0.0012089i,0.00017193+0.00065325i,5.2059e-06+0.00024353i,-0.0004248-0.00015522i,-0.00073325-0.00077243i,-0.0015656-0.00018123i,-0.001156+0.00043406i,0.00023163+0.00074593i,0.0011208+0.001383i,0.00098564+0.00091953i,0.00046828+0.00034782i,-0.00020492-5.1449e-05i,-0.00063686-0.0007584i,-0.00079149-0.00083715i,-0.00065423-0.00033956i,-0.00041802+0.00053423i,-0.00020841+0.00072122i,-0.00024581+0.00067943i,-8.1927e-05+0.00095971i,5.8296e-05+0.0012487i,0.00021236+0.0011519i,-5.0696e-05+0.00045492i,-9.9242e-05+0.00037147i
-0.0017473-0.0010599i,-0.0015749-0.00099607i,-0.00083988+0.00034412i,0.00091551+0.0010892i,0.00077006+0.0014342i,0.00048481+0.0012142i,0.0011886+0.0009847i,-6.7578e-05+0.0010631i,-0.0010437+0.00080153i,-0.00026367+0.00076709i,0.00032767+0.00067826i,6.9312e-05+0.00096654i,-0.00075642+0.00035226i,-0.00086484-0.00065937i,-0.00033382-0.00062755i,-0.00036839-0.00059873i,-0.00043239-0.00072804i,-0.00045493-0.00047827i,-0.00048026+1.4819e-06i,-0.00038286+0.00020512i,-0.00031133+9.4089e-05i,-0.00013739-1.7232e-05i,5.9826e-05+0.00043157i
-0.00023675-0.0010004i,-0.0003915-0.0010941i,-0.00015094-0.0017883i,-0.00090148-0.001676i,-0.0016283-0.00079303i,-0.00085236+0.00051119i,-0.0002263+0.00093214i,-0.00048069-0.00024857i,-0.00015851-0.00076135i,0.000434-0.00035589i,-1.8509e-05+0.00017003i,-0.00065477+0.00025022i,-0.00089764-9.9826e-05i,-0.00031397+0.00045714i,-3.2491e-05+0.0006749i,0.00045195+0.00022174i,0.0004369+0.00016245i,-0.00042304-2.4335e-05i,-0.00047417-0.00030577i,0.00053324-4.5389e-05i,0.00071783+0.00026594i,7.495e-05+0.00054836i,0.00018955-0.00024901i
-0.0001718+0.0002618i,-0.0010641-0.0011377i,-0.00057247-0.0013047i,-0.0006241+0.00024967i,-0.00025571+0.00074433i,-0.00040001+0.00018744i,-0.0006919+0.0003541i,6.8433e-05+0.0009986i,0.0010682+0.00075867i,0.0017217+0.00054452i,0.0014477+0.00021335i,0.0012989-0.00028066i,0.00077391-0.00064241i,0.00060324-0.00075051i,0.00072532-0.00024306i,0.00028214+0.0001351i,1.9768e-05-0.00068776i,0.00031158-0.0010351i,0.00035836-0.00030203i,4.3157e-05+0.00094172i,-1.6062e-05+0.0015892i,-0.00013222+0.00023413i,0.00015559-0.00066868i
0.0014346+0.00048896i,-0.00026029-0.0013764i,-0.00081462-0.0021913i,-0.00031121-0.0012449i,-0.00039537-0.00015784i,-0.00030415+4.0952e-05i,-8.3732e-05+3.8026e-05i,-0.00029484-6.7238e-05i,0.00027953+0.00010516i,0.00093393+0.00071897i,0.00043214+0.00089682i,-0.00044191+0.00076047i,-0.00029299+0.0009131i,-0.0003901+0.00093928i,-0.00070763+0.00091308i,-0.00099618+0.00063919i,-0.0010492+0.00088048i,-1.6606e-05+0.0004417i,0.0010461-0.00044571i,0.0010611+0.00034644i,0.00055546+0.00054383i,0.00029494+0.00026243i,1.9881e-05+0.00029918i
0.00089461-0.00056313i,0.0012341-8.2738e-05i,0.0014278+0.00038702i,0.00076442+0.00097233i,-0.0011901+0.00051221i,-0.0024054-0.0001501i,-0.0021684+0.00012834i,-0.0012295+0.00012016i,-0.00073482-0.00017008i,-0.0006204-3.9252e-05i,0.00021507+0.00020453i,0.00040032+0.000464i,-0.00021625-3.3166e-05i,-0.0005417-0.00057541i,-0.0008258-0.0012776i,-0.00093555-0.0018094i,-0.00053924-0.001024i,-0.00032325+0.00033709i,-0.00054601+0.0010399i,-0.00042019+0.00022954i,-0.0005803+7.4081e-05i,-0.0011009+0.00054128i,-0.00050421+0.00049439i
-0.0012787+0.00040064i,0.00018086+0.0012602i,-0.0007147+0.0010627i,-0.00078116+9.9983e-05i,-1.3919e-05-0.0001824i,-0.00023492-0.00030414i,-0.00024349-0.00037406i,0.00032986+0.00018578i,0.00045551+0.00053937i,0.00026383+0.00058678i,-0.00019576+0.00029701i,7.3475e-05-0.00052505i,0.00013107-0.0012596i,-0.00018643-0.0012176i,-0.00011762-0.00073946i,-0.0003415-0.00019895i,-0.00054148-0.00013946i,-0.00041451-0.00034469i,-0.00045592-0.00051326i,-0.00050617-0.00059925i,-0.00014701+5.84e-06i,0.00048145-0.00020746i,0.00073119-0.00039759i
-0.00085166-0.0015037i,-0.0014494-0.0014401i,-0.0012037-0.0017633i,-0.00079785-0.0014714i,-1.8078e-05-0.0010865i,0.00027522-0.00039362i,0.00050808-0.00030859i,0.00035651-0.00051541i,0.00019148+0.00066024i,-5.4419e-05+0.0010298i,-0.00022038-6.0396e-05i,-1.6975e-05-0.00043187i,0.00025183+0.0004192i,0.00029854+0.0016294i,0.00013653+0.0011459i,0.00011556+0.00070973i,-0.00021731+0.0010059i,-3.2271e-05+0.00067608i,0.00031641+0.00043854i,0.00056191+0.00022672i,0.00078656-0.00049443i,0.0009461-0.001087i,0.00058326-0.0004407i
-0.00020785-0.0008326i,-1.5397e-05-0.0019516i,-0.00076428-0.0024891i,-0.0014311-0.0017736i,-0.0018772-0.00059667i,-0.0014938+0.0010565i,-0.00098757+0.0017447i,-0.00073025+0.001183i,0.00018813+0.00023385i,0.001013-0.00019661i,0.0010849+0.00023543i,0.0012965+0.00070297i,0.0012662+0.0013095i,0.00035941+0.0012679i,-0.00036748+0.0017788i,-0.00054073+0.0014823i,-0.00045656+0.00045569i,-0.00019771+0.00050161i,0.00023727+0.00068323i,-0.00025685+0.00024179i,-0.00048488-0.00045015i,-0.00017224-0.00044416i,0.00016986+0.00034495i
6.8884e-05+0.0017027i,0.00049973+0.0012281i,0.00017409+0.0014569i,0.00070316+0.0010457i,0.00073163+0.00025037i,0.0001672-0.00025013i,-0.00054986+0.0002291i,-0.00050755+0.00071922i,0.0008966+0.00011366i,0.0012398-0.00089783i,0.00064483-0.00090268i,7.3619e-05-0.00023529i,-0.00020816-0.00030556i,-0.00047574-0.00019983i,-0.0012594-0.00017806i,-0.0011756-0.00029382i,-0.00059797+0.00061615i,-0.00099769+0.0011604i,-0.0012497+0.00075039i,-0.00049692+0.00034122i,-0.0005575+0.0003624i,-0.00066203+0.00081051i,-0.00051454+0.0005493i
0.0016085-0.0017786i,0.0014749-0.0023872i,0.00012024-0.0019381i,-0.00068552-0.0015514i,-0.00034818-0.0010941i,0.00028799-0.00053291i,0.0003087-2.0117e-05i,-0.00094306-0.00013669i,-0.001382-0.0011064i,-0.00056099-0.00088433i,0.0004381-0.00024307i,0.00018113+3.0947e-05i,-0.00068917+0.00031177i,-0.00080682+0.00034336i,-8.423e-05+0.00026594i,0.0001296+0.00029415i,-0.00029492-4.9804e-05i,-0.00082057-0.00084562i,-8.499e-05-0.00083764i,0.00059902-0.00046303i,0.00048905-0.00091508i,-6.309e-05-0.00096245i,-4.7612e-06-0.00095759i
-0.0012844-0.0024237i,-0.0016501-0.0025567i,-0.0016887-0.0017898i,-0.0022736-0.00083107i,-0.0013135-0.00041558i,0.00012026-0.0003126i,0.00041307-0.0006973i,0.00034577-0.00059396i,-0.00015723-0.00016067i,-0.00074338+0.00010119i,-0.0010708-0.00013284i,-0.0010535-0.0003494i,0.00019571-0.00061742i,0.00096873-0.00057171i,0.00023872-0.00045336i,-0.00074506-0.00013241i,-0.00016796+0.00077882i,0.0011946+0.0012964i,0.0010473+0.00067766i,0.00052524-0.00012428i,0.00084687-0.00092056i,0.0011752-0.00088407i,0.00073592-0.00038667i
0.0025837-0.00042914i,0.001667-0.0026892i,0.00058695-0.0042354i,0.00016159-0.0033141i,-0.0012652-0.0016845i,-0.0021977-0.00073751i,-0.00089382-5.2345e-05i,-2.0567e-05+0.0005836i,-0.00082722+0.00034705i,-0.00092949-0.00048921i,-0.00039544-0.00036169i,-0.00038984+0.00031839i,-0.001071+0.00060203i,-0.0014272+0.00026874i,-0.0010171+0.00043014i,8.8365e-05+0.00054286i,0.00049654-5.4535e-05i,0.00016302-1.4462e-05i,0.0006009+0.00066732i,0.00063655+0.00053578i,-0.00025908+0.00035149i,-0.00030812+0.00026146i,-4.1738e-07+0.00016281i
-0.0033698+0.0016529i,-0.0022443+0.0022569i,-0.0010388+0.0022349i,0.00028472+0.0019085i,0.00084141+0.00063834i,9.7823e-05+7.8735e-07i,-0.0010423+0.00036123i,-0.0008084+0.00072519i,-0.00011261+0.0015277i,-0.00031827+0.0026453i,1.685e-05+0.0025582i,0.00065814+0.0012801i,0.00083963+0.00099736i,0.00049586+0.0012687i,0.00040611+0.00038416i,0.00034295+8.868e-05i,-0.00039846+0.00050225i,-0.00095639+0.00067443i,-0.00081841-0.00034185i,-0.0010691-0.0010616i,-0.0017339-0.00051364i,-0.001203-0.0003536i,-0.00071526-0.0005367i
4.5311e-05-0.0027998i,-0.0011746-0.0017713i,-0.0025289-0.0011604i,-0.0015459-0.0015021i,-0.00051986-0.00080335i,-0.00055255+0.00060006i,-0.00024514+0.0009062i,-3.2466e-05+0.00045124i,0.0001633+0.00045646i,0.0004239+0.0015365i,0.00048512+0.0011294i,0.00028794+0.00019582i,-0.00036293-0.00029731i,-0.00065578-0.00040451i,-0.0002827+5.157e-05i,0.00053431+0.00026265i,-5.9622e-05+0.00057652i,-0.00073858+0.00066107i,-0.0005529+0.00046372i,0.00024579+0.00019945i,0.00084474+0.00044865i,0.00037184-0.00011902i,0.00018334-0.00078491i
0.002293-0.0027319i,0.0016477-0.0035226i,-0.00093705-0.0034591i,-0.0029431-0.0030912i,-0.0025709-0.001487i,-0.00080804+0.001104i,0.0015292+0.001729i,0.0015522+0.00069973i,0.00088321-0.00062263i,0.00069661-0.00063257i,-4.4629e-05-8.8917e-05i,-0.00075015+0.00034i,-0.00055626+0.00082058i,-0.00053702+0.00060746i,-0.0008531+0.00047909i,-0.0010826+0.00031874i,-0.0011531-0.00061087i,-4.2746e-05-0.0011716i,0.00095334-0.00051497i,0.00033187-0.00016042i,0.00085826-0.00051813i,0.0013424-0.00069486i,-0.00024421-0.00053301i
-0.0013573+0.00052902i,-0.0010529-0.0013751i,0.00037115-0.0011933i,-0.00016391-6.0304e-05i,-0.0016854+0.00014193i,-0.0019004-0.0001064i,-0.0015655-0.00024294i,-0.00099561-0.00037808i,-0.00010941-0.0014692i,0.00076461-0.0019785i,0.0010281-0.0012021i,0.00054482+0.00016443i,-6.8443e-05+0.00097796i,-0.0006498+0.00066097i,-0.00071148-0.00014196i,-0.00021203-0.0009162i,0.00047772-0.001093i,0.0013879-0.00074518i,0.0017943-0.00015165i,0.00082714-0.00036318i,0.00011962-0.00041771i,-8.0688e-05+0.00068131i,3.9449e-05+0.0011281i
0.0010102-6.5759e-05i,0.0006382-0.00045094i,0.00040376-0.00022348i,0.0021204+0.00015673i,0.0018651-4.1691e-05i,-0.00080262+0.00035209i,-0.0017211+0.00027948i,-0.00086621-0.00058637i,-0.00088298-0.0010401i,-0.0010554-0.0011795i,-0.0001542-0.0010313i,0.00027625-0.00030366i,-0.0004063+0.00042874i,-0.0010017+0.0011198i,-0.00077824+0.0012775i,-9.2802e-05+0.00060015i,-0.00013545+0.00042083i,-0.00025559+0.0004087i,-2.0974e-05+0.00062962i,0.00022305+6.3338e-05i,0.00030869-0.00055713i,-0.00049521-3.1266e-05i,-0.0012142-0.00013314i
-0.0010496-0.00025887i,-0.0014869-0.00032687i,-0.0010047-0.00024913i,-0.00017877+0.00017427i,1.1802e-05+0.00066932i,0.00010904+0.0012048i,-0.00031061+0.00053565i,-0.00055039-0.00059054i,-0.0010652+4.8073e-05i,-0.0011574+5.733e-05i,-0.000752-0.00030016i,-0.0014896+0.00064451i,-0.0015748+0.00084165i,-0.00066527+0.00063847i,-7.8388e-05+0.00079425i,-9.9607e-05+0.0005787i,-0.00035617+8.6278e-05i,-0.00061695-0.00033267i,-0.00068505+0.00018806i,0.00048857+0.00034718i,0.0018668+0.00017863i,0.0012758-0.00023554i,0.00058507-0.00080944i
0.0027528-0.002133i,0.0027142-0.004014i,0.0025618-0.0049045i,0.00099488-0.0046851i,-0.00091787-0.0034466i,-0.0012792-0.0010669i,-0.00094456+0.0003055i,-0.00068498+0.00012323i,0.00024081+0.00029261i,0.00010888+9.8852e-05i,-0.0010001-0.00052544i,-0.0016527-0.00088291i,-0.0017123-0.00051936i,-0.0016665-0.00048579i,-0.0015523-0.00047831i,-0.001317-0.00087911i,-0.0010181-0.0013582i,-0.00055992-0.00087059i,-0.00071616-0.00013279i,-0.00040093+0.00047294i,0.00063118+0.00078616i,0.00092576+0.00033329i,0.00025467+0.00036583i
0.00087577-0.0011808i,-3.412e-05-0.0017771i,-0.00090406-0.00054652i,-0.0006341+0.00010091i,-9.4804e-05+3.4323e-05i,-0.00020843-0.00012992i,0.00024003+0.00084202i,0.00045036+0.0016006i,0.00073102+0.0014665i,0.0013942+0.0013748i,0.00076636+0.00089738i,-9.1801e-05+0.00013684i,0.00011799-0.00055837i,-0.00037577-0.0004964i,-0.00057784-0.00013565i,0.00042993-1.4749e-05i,0.00097951-0.00029534i,0.00070359-0.00037586i,0.00071654-0.00027561i,-4.5588e-05-0.00026623i,-0.00048889-0.00019707i,-0.00016801-0.00014723i,-0.00035898-0.00020783i
-0.00025952-0.00015009i,-0.00048732-0.0014144i,0.00057366-0.0011617i,0.00094095+0.00013529i,0.00028427+0.00053874i,-0.0014926+0.00068182i,-0.0021412+0.0011304i,-0.00020166+0.0010748i,0.001332+0.00063691i,0.0017171+0.00028546i,0.0017854-0.00016755i,0.00055534+0.00024262i,-0.0010672+0.0013809i,-0.0022116+0.0016367i,-0.0021977+0.0011451i,-0.0009064+0.00082172i,-0.00043857+0.0011763i,-0.00054189+0.0017301i,-1.4906e-05+0.0010289i,-6.727e-05-4.9437e-05i,0.00018341+8.3916e-05i,0.00057066+0.00085238i,-3.1079e-05+0.00095257i
-0.00015885+0.001202i,0.00020286+0.0011699i,0.0013709+0.0012829i,0.0013546+9.5865e-05i,0.00019342-0.0016242i,-0.00085037-0.0017468i,-0.00048535-0.0016179i,0.00069275-0.0020326i,0.0014467-0.0017002i,0.0013358-0.0014432i,0.0012195-0.00091488i,0.00051201-0.00079241i,-0.00065979-0.0013299i,-0.0013822-0.0017076i,-0.0013716-0.00077434i,-0.00035641+0.00021127i,-0.00017384+0.00064682i,-0.00064253+0.0011633i,-0.00055134+0.001167i,0.00035351+0.00069206i,0.00023145-8.5033e-06i,-0.00068915-0.00070159i,-0.00045551-0.0014336i
0.0037955+0.00024381i,0.002686-0.0024888i,0.00084225-0.0050485i,-0.0011954-0.0038225i,-0.0018539-0.0017307i,-0.0015989-0.00027179i,-0.00073156+0.00073327i,0.00032341+0.00098924i,0.00060752+0.00041742i,-0.00061159-0.00073758i,-0.00081567-0.00071679i,-0.00011983-0.00017722i,0.00042974+0.00033042i,0.00054649+0.00055021i,8.8462e-05-0.000257i,-1.1151e-05-0.0013368i,-0.00044617-0.0016449i,-0.0014743-0.0012361i,-0.0015266-0.00084696i,-0.00048576-0.0001965i,0.00019949-7.6274e-05i,2.3266e-05-0.00074606i,-6.3404e-05-0.00085262i
-0.001515-0.0028281i,-0.0010725-0.00402i,-0.0008992-0.0019868i,-0.00093212-0.00018511i,-0.00033902+0.00037453i,0.00022045+0.00022783i,-0.00023436-0.00087366i,-0.00038093-0.0015213i,-0.00059151-0.0010279i,-0.00090756-0.00048618i,-0.00076804-0.00033974i,0.00059911+0.00038507i,0.001878+0.0011388i,0.0014457+0.0012584i,0.00035529+0.00078392i,9.048e-05-0.00057401i,0.0010191-0.0015097i,0.0020561-0.0016482i,0.0011987-0.0013593i,-0.00027835-0.0013797i,-0.00011652-0.0010922i,0.00012337+0.00024386i,-2.377e-05+0.00048221i
-0.0016344+0.00012103i,-0.0030983-0.00025476i,-0.0031588+0.00023804i,-0.0013941+0.00061739i,0.00058283-0.00063115i,0.0010948-0.00078168i,0.00038049-6.0831e-05i,-0.00051297-0.0001205i,-0.00050242+2.8764e-05i,-0.00025892+0.00064583i,-0.00094098+0.0010145i,-0.0012044+0.00049049i,-0.0010779+0.00065608i,-0.00086509+0.00089956i,-0.00013231-0.00010314i,0.00035904-4.6019e-05i,0.00048615+0.00088754i,0.00055864+0.00087693i,0.00074328+0.00053539i,0.00073644+0.00034716i,0.00068172-7.6652e-05i,0.00062817-0.00023747i,7.7114e-05-0.00019693i
-0.0023062-0.00097564i,-0.0034614-0.00017565i,-0.002207+0.0013691i,-0.00088494+0.0012252i,-0.000887+0.00030812i,-0.00072679-0.00024428i,-0.00065502-0.00011996i,-0.00060383+0.00081148i,-0.00033268+0.00070447i,-5.743e-05-0.0003311i,0.00044381-0.00022326i,0.00016937+0.00017021i,-0.00089475+7.2128e-05i,-0.0012557-0.0010348i,-0.00062936-0.0012851i,-0.00049737+0.00026733i,-0.0012199+0.0006164i,-0.0011357-0.00044911i,-0.00062283-0.00038668i,-0.00058745+0.00028978i,-0.00012262+0.00015992i,-7.4719e-05+0.00031768i,-0.00023502+0.00049348i
0.0031411+0.0011248i,0.0044925+0.00015093i,0.0034719-0.00048212i,0.0014464-0.00088151i,-0.00015144-0.00055895i,-0.00037285-1.3391e-05i,0.00029147+4.01e-05i,0.00069195+4.0073e-05i,0.00066601+0.00049569i,0.0010174+0.00060283i,0.0012941+0.00016369i,0.0011859-0.00079963i,0.00012652-0.0010042i,-0.00069795-0.0012157i,-0.0015264-0.0014331i,-0.0014943-0.0014136i,-0.0011293-0.0008551i,-0.0010896-0.00043808i,-0.00090206-0.000616i,-0.00074466-0.00026496i,-0.00011649+3.1372e-05i,0.00059477-0.00012059i,0.00032131+0.00019082i
0.00049933-0.0036251i,-0.00097066-0.0032866i,-0.001425-0.0010229i,-0.0012064+0.0012368i,-0.0006148+0.001429i,0.00064205+0.00065016i,0.00091006-0.00050704i,0.00046919-0.00066969i,0.00086292-5.8972e-05i,0.00073773+0.00021251i,-6.7216e-05+0.00091847i,0.00022005+0.0010328i,0.00083669+0.0015449i,0.00068781+0.002278i,0.00024802+0.0010938i,0.0014726+5.9155e-05i,0.0019362+0.00016173i,0.0013229-0.00085006i,0.0016628-0.0018241i,0.0013988-0.0014205i,0.00051755-0.00036451i,1.8284e-05-7.9905e-05i,0.00013398-0.00030473i
-0.00026816+0.00026044i,-0.0010156-0.00028474i,-0.0011155-0.00073897i,-0.0003822-0.00094115i,-4.819e-05-0.00087007i,-0.00057311-0.001323i,-0.00095042-0.0012431i,-0.00083977-0.00021253i,-0.00047368+0.00027696i,-0.00088861+3.4258e-05i,-0.00099915-2.966e-05i,-0.00073266+0.00047301i,-0.0014809+0.0010799i,-0.0010284+0.00094973i,-0.00033447+0.00025471i,-0.00015571+0.00022701i,0.00027252+0.00088555i,0.00027404+0.00065809i,3.2519e-05-0.00082988i,0.00031927-0.00094326i,0.00066161-0.00040336i,-0.00010427-0.00071894i,-0.0016454-0.00044492i
