-0.0048945+0.0020003i,-0.0027583+0.0018778i,-0.0014268+0.0039481i,0.00011148+0.0043337i,0.0011706+0.0031273i,0.0021052+0.00087887i,0.0018245+0.00080131i,0.0012546+0.0018564i,0.0012635+0.0016962i,0.0011356+0.00068689i,0.00052124-0.00047937i,0.00043545-0.0012727i,0.000791-0.00114i,0.00021724-0.0012491i,0.0002872-0.00080125i,0.00054767+3.0158e-05i,0.000808+0.00092357i,0.0008621+0.00095886i,0.00038581+0.00099775i,0.00019424+0.00057827i,0.00038805-0.00060265i,0.00017156-0.00087048i,-4.5411e-05+2.5385e-05i
-0.0005431-0.00020951i,-0.00020933+3.1666e-05i,0.00013431-0.000436i,1.0614e-05-0.00026032i,-0.0001767+0.00017149i,0.00017814+0.00072099i,0.00050145+0.0012128i,0.00061954+0.0010957i,0.0002398+0.0014268i,0.00060695+0.0013102i,0.0011646+0.00014638i,0.00036426-0.00032479i,-0.00048394+0.00037671i,-0.0002196+0.00056914i,0.00074673-0.0001251i,0.00092066-0.00019625i,0.00020431+0.00045942i,-0.00053854+0.0010584i,-0.0009656+0.00086883i,-0.00084607+0.00027007i,-0.00063198-0.00018744i,-0.00019913+0.00050506i,5.4703e-05+0.00084078i
-0.00040834+0.0005006i,7.5837e-05+0.0002683i,0.00032311-0.0010531i,-0.00022385-0.001325i,-9.1312e-06-0.0018562i,0.00086217-0.0022679i,0.0014289-0.00094074i,0.00086936-0.00063244i,0.00034592-0.0007561i,0.0011121+1.6648e-05i,0.0015771-3.8828e-05i,0.00093828-0.00013692i,0.00049933-0.00031939i,0.00032216-0.00040631i,7.3424e-05-0.00024357i,-0.00044036-0.00040915i,-0.00083305-0.00020351i,-0.00071015+0.0001901i,-0.00012362+0.00079935i,8.0646e-05+0.0013877i,0.00041851+0.00045965i,-0.00030321-0.00023423i,-0.0010418-0.0002022i
-0.0014738-0.0014004i,-0.0022474-0.001273i,-0.0023137-0.00038335i,-0.0013502+0.00063819i,-0.00044711+0.00083389i,0.00070079+0.0005942i,0.0018791-0.00017574i,0.0025755-0.0010058i,0.0014235-0.0011037i,0.00014745-0.00086017i,0.00022898-0.0011221i,-0.00024904-0.0014265i,-0.0011988-0.00038476i,-0.00048727-0.00012459i,0.00024885-8.7445e-05i,7.0304e-05+2.239e-05i,0.00015052+0.00012122i,0.00062875+0.00044775i,0.001076+0.00039917i,0.0015046-0.00029124i,0.001692-0.00045149i,0.0010493-3.9958e-05i,0.00028183+0.0001998i
0.00031017+0.0032081i,0.0015532+0.0033817i,0.0017316+0.001963i,0.0013978-0.00010394i,0.001072-0.0017468i,0.0014162-0.00096518i,0.0015054+0.00025522i,0.00069008+0.00030629i,0.00027331+0.00048398i,0.00062005+0.00094228i,0.00080021+0.001345i,0.00078948+0.00077548i,0.00047367+0.000261i,6.6031e-05+0.00013327i,6.7668e-05+0.00061839i,-0.00013048+0.00056896i,7.6635e-06-0.00011191i,0.00020963+0.00022433i,0.00030906-1.0209e-05i,0.00060816-0.00092153i,0.00068259-0.0010491i,0.00031938-0.00060618i,-0.00019218-0.0004815i
-0.0018324+0.001109i,-0.00026472+0.00048281i,0.001043-8.9231e-05i,0.00085128+0.00097294i,0.00010114+0.00082825i,-0.00032635-0.00019916i,0.00025991-1.069e-05i,-0.00019754-0.00015318i,0.00018653-0.00086492i,0.00043343-0.00041188i,-0.0008602-0.00010808i,-0.00027952-0.00027442i,0.00049631-0.00036726i,0.00064384-0.00055867i,0.00090866-0.00098699i,0.00079174-0.0013727i,0.00046187-0.0009699i,0.00015972-0.00060831i,-0.00039542-0.00021934i,-0.00078816+0.00015723i,-0.0010809-0.00038565i,-0.00066221-0.00053245i,0.00011285-0.00027107i
0.00089747+0.00037631i,0.00040472-0.0014435i,0.00084809-0.0036528i,0.0013603-0.0027909i,0.00072907-0.0012045i,8.9859e-05-0.00023009i,0.00037832-0.00019327i,0.00019084-0.00058957i,-0.00018255-0.00034135i,0.00067049+0.00011892i,0.0012255-9.3821e-05i,0.00037601-7.8836e-05i,-0.0004105-0.00012437i,-0.000511-0.00056499i,0.00029143-0.00093448i,0.0002745-0.00039872i,6.2859e-06+2.6782e-05i,0.00022442+0.0001411i,-0.00039248+0.00045421i,-0.00076076+0.00028939i,-0.00022711-2.9307e-05i,0.00039008+6.2098e-05i,0.00025864-0.00014702i
-0.0031108+0.00088701i,-0.0028904+0.00058314i,-0.0023091+0.0012297i,-0.00062945+0.0020948i,0.00080582+0.001447i,0.001321+0.00053832i,0.001686+4.2348e-05i,0.0012715-0.00012452i,0.00027442+0.00024427i,-4.6173e-05+0.00011398i,0.000856-0.00043373i,0.00083316+0.00016931i,0.00029256+0.00027279i,0.00041537-1.6672e-05i,0.00033389-0.00033439i,0.00076858-0.0009843i,0.0015055-0.00077394i,0.00091596-0.00030194i,-0.00046124-0.00023495i,-0.0012169-0.00013772i,-0.00068823+0.00015944i,0.00035411-0.00010713i,0.0007123-0.00020642i
0.00067043-0.00012545i,0.00064562+0.00090034i,0.00070376+0.00079207i,0.00050499+0.00046348i,0.00012989+0.00017871i,0.00083553+0.00021193i,0.001653+0.00014216i,0.0010612-0.00060028i,0.00015993-0.0004053i,0.00050697+0.00034495i,0.00094056-7.4829e-05i,-0.00025938-0.00058666i,-0.00086624-0.00043069i,2.0727e-05-0.00022064i,-0.00011905+9.2339e-05i,-0.00075806+0.00062005i,-0.00025543+0.00055151i,0.00045664+0.00016776i,0.00066822+9.9174e-05i,0.00053205+8.8914e-05i,-0.00042595-0.00060083i,-0.0012485-0.00056334i,-0.00097529+0.00064868i
0.0012205+0.0024797i,0.0018646+0.0025693i,0.0028996+0.001195i,0.0025525-0.00079064i,0.0020653-0.0009241i,0.0012245-0.00022083i,0.00084319-6.941e-05i,0.00076498-0.00047006i,0.00089687-0.00038773i,0.00090895-0.00058093i,0.00095067-0.00098332i,0.00023985-0.0004508i,-0.00087023+0.00010214i,-0.00070657+0.00038579i,-0.00040881+0.00041952i,-0.00029361+2.518e-05i,3.6193e-05-9.1215e-05i,-0.00020535+0.00060157i,-0.00032179+0.00079917i,0.00032327+0.00041557i,0.0013109+0.000609i,0.00075306+0.00046305i,-0.00040767+0.00025038i
0.00072468-0.0014762i,0.00082274-0.0004461i,0.0002367-0.0010013i,-9.158e-05-0.0013865i,-0.00013662-0.0007328i,0.0004479+0.00068187i,0.0010682+0.0010083i,0.0007957+0.00071152i,0.00016811+0.00025192i,-0.00039321-0.00012761i,-0.00044495-0.00039801i,-0.00029366-0.00031654i,-0.00028762-0.00047805i,0.00013295-0.0014499i,0.00016109-0.0012981i,-0.00033625-0.00048255i,-0.00044646-0.00051421i,-0.00021903-0.00059301i,0.0001139-0.00021557i,0.0005873+0.00042613i,0.00043173+0.00084887i,-0.00019272+0.00091419i,-0.00055288+0.00014577i
0.0012757-0.0010839i,0.0012554-0.0017297i,0.0007446-0.0020484i,8.2555e-05-0.0023891i,0.0001639-0.0014184i,0.00085017+0.00057934i,0.001375+0.00052072i,0.0012898-0.0010524i,0.00023592-0.0012958i,0.00020679-0.000536i,0.00017993-0.00022928i,-0.00052155+5.3976e-05i,-0.00041169+1.3032e-06i,4.6422e-05+8.3057e-05i,6.6364e-05-4.404e-05i,0.00014112-0.00040005i,-0.00015074-0.00060674i,-0.00073325-0.00075043i,-0.00048561-0.00070333i,-0.00010169-0.00050857i,-0.00028398-0.00023006i,-0.00066753+0.00015434i,-0.00064675+0.00024758i
-0.0002742+0.00078451i,-0.00016481+0.00082516i,-0.00084698-0.00032382i,-0.0012688-0.0004373i,-0.0003755-0.00052105i,0.00021682-0.00044376i,0.00013506+0.00067905i,0.0003441+0.0007365i,0.00053086-0.00014554i,0.00039505-0.00035165i,0.00057193-0.00019323i,0.0010804-0.00034762i,0.0011198-0.00034565i,0.00032525+0.00035703i,-0.00017579+0.00048612i,-8.9409e-05+0.00041201i,-0.00042925-4.7637e-05i,-0.00029825+0.0001358i,0.00017368+0.00054744i,9.1739e-05+0.00029693i,-5.2636e-05+0.00047683i,-8.653e-05+9.0004e-06i,-5.3439e-05+0.00016087i
-0.0012739-0.0023384i,-0.00084926-0.0012996i,-0.0028471+0.0003093i,-0.0036635+0.0016997i,-0.0015308+0.0020455i,0.0010507+0.0012718i,0.0018648+0.0005603i,0.0012808+7.7221e-05i,0.00075294-6.8137e-06i,0.00020775+0.00043527i,0.00047939+0.00054752i,0.00070904+0.00013309i,0.00078549-0.00033406i,0.0011401-0.00016923i,0.00041399-0.0003065i,-0.00068939-0.00096479i,-0.00040149-0.00094752i,0.00024051-0.00084169i,0.00019698-0.0007193i,0.00042881-0.00054074i,0.00043762+7.5118e-05i,-0.00018203+4.6713e-05i,-0.00047637-0.00010701i
-0.0010478+0.0010173i,-0.00068219+0.0015781i,0.0008165+0.00090972i,0.0019537-0.00038947i,0.001413-0.0012654i,0.0011349-0.0012441i,0.0018837-0.0003945i,0.0018487+0.00030323i,0.0010914+0.00078035i,0.00068483+0.00098748i,0.00057583+0.00012732i,0.00053094-0.00019527i,-6.9169e-05+7.7982e-05i,9.8878e-05-0.00029804i,0.00092165-0.00070762i,0.00091151-0.00031526i,0.00065019+0.00044363i,0.00035065+0.0008643i,0.00071825+0.0008829i,0.00075541+0.00092642i,-0.000686+0.0004419i,-0.00051684+0.00054177i,0.00053984+0.00099296i
0.00077996+0.00032024i,0.00093045-0.00012408i,0.0010513-0.0003567i,0.0015129-0.0014084i,0.0022369-0.002177i,0.001521-0.0011234i,0.00059708-0.00051156i,0.00047799-0.001012i,0.00052319-0.0010107i,0.00046255-0.0008879i,0.00020146-0.00073186i,-0.00030794+0.00019606i,-0.00074478+0.00021345i,-0.00079452+0.00046116i,0.00037167+0.00077486i,0.00019889+4.9471e-05i,-0.001077-0.00026268i,-0.0010235-0.0001405i,-0.00032422-0.00064233i,0.00069921-0.00068751i,0.00094533-0.00039361i,8.1966e-05-0.00043156i,-0.00012671-0.0004312i
-0.0039414+0.00029828i,-0.0037274+0.00069147i,-0.0029747+0.0011714i,-0.0011985+0.0013508i,0.00060532+0.001448i,0.0016448+0.00084861i,0.0017016+0.00060848i,0.00086948+0.00043824i,0.00017152+0.00041563i,7.5388e-05+0.0011998i,0.0004944+0.0014272i,0.00047306+0.0012362i,-0.00068664+0.00040702i,-0.0010189-0.00028225i,-0.0010162-0.0006618i,-0.00069573-0.00035386i,7.5294e-05-0.00018628i,7.6772e-05-3.2787e-05i,-0.00039531+0.00046027i,-0.00055357-4.5809e-05i,-0.00068072-0.00016598i,-0.00064271+0.00013908i,0.00019799-0.00023068i
-0.00086789+0.0010052i,-0.00039341+0.0010304i,-0.00022142+0.00072875i,0.00033449+0.00018979i,0.00073891-0.0002299i,0.00063568-0.00017242i,0.00084798-0.00051055i,0.0012954-0.00093537i,0.0017598+0.00020332i,0.0016527+0.00089937i,0.0013621+0.00025683i,0.0013389-0.00086774i,0.0014221-0.00070642i,0.00094653+5.2578e-05i,0.00021652-1.343e-05i,0.00025361-0.00033534i,7.9462e-05-0.0006514i,-3.7697e-05-0.00067251i,0.00073703-0.00014153i,0.00072238+0.00017711i,3.8127e-05+9.744e-05i,-0.00027387+8.4325e-05i,-0.00057617+0.00026744i
-0.0012614+0.0022726i,-0.00036108+0.0017802i,0.0013013+0.0012803i,0.0019673+0.00072764i,0.0013577-0.00033726i,0.0010256-0.00074206i,0.0015026-0.00085616i,0.0020581-0.0011257i,0.0015592-0.00092958i,0.001028-0.00057427i,0.00099936-0.00013874i,0.00051678+0.00079971i,0.00034709+0.00078763i,0.00034275+0.00054372i,0.00025654+0.00040332i,0.00049071+0.0004697i,0.00086289+0.00049871i,0.00076146+0.00052154i,0.00054912+0.00093992i,1.4044e-06+0.0010202i,-0.00062213+0.0010392i,-0.00056025+0.0005156i,-9.0859e-05+0.00053787i
-0.0011353+0.0015508i,-0.00041401+0.0025862i,0.00025243+0.003953i,0.0022676+0.0029738i,0.0034506+0.00088477i,0.0027221-0.00054932i,0.0022187-0.00048184i,0.0018036+0.00023902i,0.0010438+0.00040263i,0.00079031+0.00017884i,0.00077425-0.00013689i,0.0006176-0.00059014i,-0.0002173-0.00038934i,-0.0010631+0.00016282i,-0.0011177+0.00024589i,-0.00091182+0.00012926i,-0.00052129+6.1328e-05i,-0.00039288-0.00056507i,-0.00022244-0.0005148i,-0.0011028+5.3721e-05i,-0.0015736+0.00010259i,-0.00045489-0.00030152i,-4.4271e-05+6.6749e-05i
0.0016641-0.001225i,0.0020408-0.0027033i,0.00021486-0.002745i,-0.00098849-0.002195i,-0.00050605-0.00089448i,0.00070656+0.00030069i,0.0014257-0.00020027i,0.00083796-0.00091797i,-0.00037757-0.00083868i,-0.00092117-0.00074649i,-0.00035792-0.0011444i,-0.00028456-0.0014932i,-6.4865e-05-0.00065528i,-9.009e-05+0.00086096i,-0.0011016-0.00010471i,-0.00098019-0.0014992i,-0.00063405-0.00091663i,0.00013659+0.0005372i,0.00071353+0.00081902i,0.00035063-0.00012032i,0.00079809-0.00076473i,0.00080087-0.00062506i,-0.00018443-4.7553e-05i
0.00057171-0.00011182i,0.0010556+0.00023868i,0.00090668+0.00079292i,0.00063974-4.2363e-05i,2.55e-05-0.00056097i,-0.00015261-0.00034192i,0.0004841-6.9736e-06i,0.0011386-0.00071062i,0.0012572-0.0014785i,0.001135-0.00094911i,0.00053787-3.9111e-05i,0.00041852+4.7832e-05i,0.00012224+0.00010619i,0.00038469-0.00038242i,0.00094932-0.00093011i,0.00070476-0.00056794i,0.00053542-0.00033896i,0.00042821-0.0001997i,-0.00011662-0.00012533i,-0.00021882+4.6189e-05i,0.00015388+0.00029332i,0.00037403+0.00029804i,0.00063722+0.00018463i
-0.0013943-0.001409i,-0.00097226-0.0013107i,-0.0020272-4.3113e-06i,-0.0015765+0.0008346i,5.8721e-05+0.00091318i,0.0016491+0.00046443i,0.0027527-0.00035054i,0.0023264-0.00017003i,0.0010879+0.00062645i,0.00078918+0.0010703i,0.00048531+0.0005808i,-0.00014996-0.00018538i,-2.9139e-05-0.00052897i,0.00048774-0.00017i,0.00068194+0.00045709i,0.00059614+0.00073442i,0.00039625-1.6951e-05i,0.0002345-0.00041781i,0.00044003-2.2815e-05i,6.8394e-05+5.4325e-05i,-0.0006691+0.00026359i,-0.0012797+0.00060133i,-0.0012718+0.00098813i
0.00074829+0.0030991i,-0.0002519+0.0026519i,0.000247+0.0013342i,0.00089964+0.00026608i,0.00051689-0.00075873i,0.0006612-0.00082382i,0.00080604-0.00053108i,0.0010091-0.00084738i,0.00059826-0.00043731i,0.00073919+0.00011576i,0.00061469-0.00011518i,0.00033058+7.5548e-05i,0.00018694+0.00013526i,-0.00076736-0.00087463i,-0.0013689-0.0013638i,-0.00017752-0.0012625i,0.00098885-0.00047335i,0.0010219+0.00077219i,0.00051676+0.0014903i,-0.00037446+0.0010538i,-0.0010652+0.00010947i,-0.0010662-0.00028197i,-0.00042917-0.00055414i
0.00046619-0.002492i,-0.00011504-0.002604i,-0.0001596-0.0023527i,-0.00010463-0.00079328i,0.00028658+0.00055501i,0.0009947+0.0016079i,0.0018335+0.0015728i,0.0011264+4.0146e-06i,-0.00028994-0.00073199i,-0.00065454-0.00033384i,-0.00024463-0.00024195i,0.0004414+0.00048782i,0.0004943+0.001141i,-0.00010022+0.00051777i,-0.00023915-8.3605e-05i,-0.00034338-0.00069946i,-0.00050972-0.00042806i,-0.00063684+0.00067688i,-0.0002834+0.00051916i,0.00029511+2.6692e-05i,0.00041037+4.6588e-06i,0.00015165-0.00032561i,-0.00057313-0.00051101i
0.00045789-0.00093078i,0.00022515-0.001025i,-0.00036999-0.0018368i,-0.00010384-0.0019414i,0.00085559-0.0018708i,0.0011129-0.0015214i,0.00056305-0.00087623i,0.00030237-0.00044924i,0.00069801+2.433e-05i,0.00063502-0.00018246i,0.00041166-0.00012117i,-0.00019266+0.0003302i,-0.00016316+0.00025554i,0.00031684+0.0006377i,0.00019668+0.0010377i,0.0007105+0.00065938i,0.00066893+4.5136e-05i,-0.00018534-0.00017753i,-0.00010638-0.00010831i,0.00052711-0.00065949i,0.00013494-0.00094562i,-0.00041072-0.00038122i,-0.00088809+0.00016227i
0.0029692-0.001708i,0.0017852-0.00083767i,0.001447-0.0012859i,0.00047764-0.0022032i,-0.00016231-0.0025587i,0.00033171-0.00097644i,0.0014184+7.6291e-05i,0.001424+4.1977e-06i,0.0003892-0.00020554i,0.0004755-0.00080358i,0.00052763-0.0012908i,-9.1519e-05-0.0012495i,0.00022688-0.00083456i,0.00066911-0.00057268i,-0.00039551-0.00032531i,-0.0012305+0.00020753i,-0.001346+0.00046561i,-0.00040553+0.00089236i,0.0001102+0.00095219i,-0.00010464+0.00042442i,-0.00017108+0.00042585i,-0.00022188+0.00070861i,-0.00046081+0.00041182i
0.00011961+0.0015743i,0.0012342+0.002318i,0.002887+0.0020874i,0.00338-0.00020239i,0.0032252-0.0011256i,0.0020907-0.00057111i,0.0010577-0.00031445i,0.0010375-0.00046913i,0.0011566-0.00014274i,0.0010075-0.00017288i,0.0014882-0.00036584i,0.0018841-0.00067172i,0.00088569-6.4987e-05i,0.000433+0.000201i,0.00051028-0.00034614i,0.00015713-0.00046629i,0.00015731-0.00037153i,-0.00039622-1.6549e-05i,-0.00030851+5.2821e-05i,-0.00012796-0.00040518i,-0.00034826-0.00098583i,-0.00059763-0.00047464i,-0.00055475+0.000465i
0.00060598+0.00011372i,0.00080345-0.00058756i,0.00069237+3.0303e-05i,-8.8498e-05+4.0639e-05i,-0.00068381+0.00030936i,0.0004611+0.00098767i,0.0016746+0.0001737i,0.0013763-0.0010096i,0.00073282-0.0007373i,0.00080403-0.00037071i,0.0016937-0.0005454i,0.0015663-0.00072262i,0.00071655-0.00088714i,0.00050391-0.00079315i,0.00079592-0.00038468i,0.001027-0.00047336i,0.00029699-0.000591i,-0.00022595-3.5685e-05i,0.0002372+6.4904e-05i,0.00055744+0.0001477i,0.00079517+0.0002872i,0.0008013+0.00017485i,0.00050093-4.9146e-05i
0.00091917-0.00042382i,0.00063055-0.00030098i,0.0015823-0.00079731i,0.0019382-0.0012704i,0.0013209-0.0012661i,0.00093299-0.00062149i,0.00064521+0.0001268i,0.00063259-0.00028974i,0.00020025-0.0010729i,-0.00042957-0.00054265i,-0.00029786+0.00022285i,0.00023199+0.0002401i,-0.00021468+0.00037568i,-0.0002168+0.00034141i,0.00060582+0.0008573i,0.00054107+0.0010146i,0.00071562+0.00026376i,0.00051069-0.00065649i,-1.7633e-05-0.0013215i,-0.00031822-0.00076609i,-0.00041875-0.00045812i,6.2463e-05-0.00026185i,0.00047393-8.7398e-05i
-0.00065494-0.0031507i,-0.0012893-0.0035252i,-0.002164-0.0046832i,-0.0022239-0.0043698i,-0.0016988-0.0023321i,-0.00023892+0.00015344i,0.0011699+0.0014069i,0.0016509+0.00051019i,0.00055139-0.00066185i,-0.00061156-0.00050934i,-0.00054945-0.00046226i,-0.00073652-0.00036227i,-0.00045606-1.7523e-06i,-0.00013126+0.00018412i,-0.00056445-0.00011849i,-0.00069864-0.00037292i,-0.00089429+0.0002536i,-0.00065423+0.00037107i,-0.00013172+0.00010914i,-0.00011079-0.00093623i,-0.00041477-0.0014803i,-0.0004841-0.0010831i,-0.00045215-0.00064667i
-0.0012334+0.0017573i,-0.0016189+0.0029288i,-0.00011441+0.0032509i,0.0013105+0.0026526i,0.0013707+0.00062419i,0.00076291-0.00052149i,5.169e-05+6.6822e-05i,0.00023395-0.0002205i,0.00057039-0.00090382i,0.00027423-0.00050988i,-6.7873e-06-5.3142e-05i,7.4424e-07+0.00049071i,0.00050599+0.00058412i,0.00044884-0.00031321i,0.00036591-0.0010705i,0.00084092-0.0011611i,0.00098434-0.0012352i,0.0007267-0.001059i,0.00031129-0.00012215i,-0.00020476-0.00017947i,0.00046639-0.00039667i,0.00054859-8.5585e-05i,-0.00053322-0.0004621i
-0.00048228-0.00085784i,3.3398e-05-2.3564e-05i,0.0016714-6.5761e-05i,0.0025264-0.00063903i,0.0027582-0.0012366i,0.0023412-0.0005842i,0.0017893-0.00038254i,0.0013144-0.00094039i,0.00037492-0.00070477i,0.00012179+0.00011441i,0.00037873+0.00036357i,0.0004947+0.00031404i,-3.2168e-05-0.00020905i,0.00058463+7.1789e-05i,0.0012941+0.00049218i,0.00099937-0.0005929i,0.0011574-0.0016618i,0.00092031-0.0010886i,0.00036678-5.0377e-05i,0.00028758+0.00040828i,-0.00010885+0.00037337i,6.0229e-05-0.00039986i,0.00043222-0.00053454i
-0.002794-0.0002935i,-0.0011832-0.0010087i,-0.0015172-0.00073458i,-0.0019348+0.00058072i,-0.00048753+0.0013863i,0.00096893+0.00070701i,0.0010923+4.7818e-05i,0.00096736+0.00013094i,0.00062309+0.00084242i,0.00035532+0.00097626i,0.00056487+7.5734e-05i,0.00054222-8.33e-05i,-0.0001551-0.00048002i,-0.00035174-0.00063932i,0.00019033+0.00018871i,-0.00033024+0.00063733i,-0.00036216+0.00051294i,0.00031767+0.00036031i,0.00025335+5.5286e-05i,0.00042483-0.00021837i,0.00045909+0.00016629i,3.502e-05+0.00048128i,-0.0004535+0.00076507i
-0.0021943-0.00020175i,-0.0021155+0.0011329i,-0.0015314+0.0028217i,0.00062254+0.0035115i,0.0020898+0.0026698i,0.0017401+0.00054208i,0.00051508-0.00059792i,0.00045897-8.3378e-05i,0.0005748+0.00055198i,0.00082276+0.0010867i,0.0014016+0.00040766i,0.00085289-0.00036818i,-0.0002859-0.0010682i,-0.00030977-0.0019142i,-0.00022551-0.0022682i,-0.00032279-0.0014143i,-5.2157e-05-0.0003446i,0.00012747+0.00071083i,5.69e-06+0.0013156i,-0.00015792+0.00067877i,-0.00039615-0.00030878i,-0.00052942-0.00096197i,-0.00022292-0.0012105i
-2.8696e-05-0.00023754i,0.00078483-0.00066429i,0.00060764-0.0018721i,0.00083534-0.0022319i,0.0014381-0.0015936i,0.0020164-0.00044419i,0.0019061-0.0001429i,0.0010822-0.00054317i,-1.0904e-05-0.00012932i,-0.00042129+0.0002271i,0.00038466+0.00036354i,0.00083105+0.00028497i,0.00086139+0.0003034i,0.0010697-9.9596e-05i,0.00065841-0.00073321i,0.0002922-0.00076178i,-0.00025641-0.00069847i,-0.00055795-0.00076072i,-0.00035541-0.00091415i,0.00021171-0.00012698i,0.00040465+0.00066842i,0.00022545+0.00037118i,0.00039965-0.00055422i
-0.0010655+0.0029546i,-0.00054022+0.0029112i,0.00088137+0.002403i,0.0017294+0.0010659i,0.0020365-4.4518e-05i,0.0015817-0.00032459i,0.0014912+0.0002284i,0.0015131+0.00030945i,0.0011636-0.0004867i,0.00087928-0.00061007i,0.00053478-0.0003957i,-0.00019746-8.1696e-05i,-0.00077438+0.00016707i,-0.0013173-0.00046071i,-0.0016846-0.0010952i,-0.00078613-0.00073358i,3.0526e-05-0.00053778i,-4.1781e-05-0.00067754i,-0.00041258-0.00016501i,0.0001827+0.00062536i,0.00052482+0.00053996i,0.00017702+0.00010797i,-9.3295e-05+0.00024675i
0.00070799-0.0024491i,0.00028468-0.0013664i,-0.00088066+0.00045005i,-0.00092988+0.0010824i,-0.00015791+0.00036014i,0.00044886+0.00014188i,0.00090254+0.00010136i,0.00079553-0.00054068i,4.1897e-05-0.00052454i,3.3206e-05-4.7147e-05i,9.9977e-05-2.6453e-05i,-0.00090613-0.00020628i,-0.0010859-0.00073995i,-0.00029907-0.00067787i,-0.00012738-0.00062953i,-0.00018843-0.00079792i,-0.00037256-0.00082854i,-0.00027673-0.00032286i,1.8529e-05+0.00047824i,-0.00036514+0.00069534i,-0.00053052+0.00086172i,-0.00058431+7.6101e-05i,-0.00059866-0.0010863i
-0.0028336-0.00065318i,-0.0012804-0.00077462i,-3.9239e-05-0.00031704i,-7.2731e-05-0.00030432i,0.00082631-0.00070925i,0.0017882-0.00024315i,0.0024682+0.00036864i,0.0018334-0.00017779i,0.00079992-0.00013502i,0.00023589+0.00026537i,0.00037866+0.000268i,0.00024964+0.00024379i,-1.462e-05-5.7337e-07i,0.0004076-0.00045186i,0.00072813-0.00086317i,0.00054964-0.001185i,0.00048058-0.0013058i,0.00025131-0.00046351i,0.00033414-0.00024373i,0.0010373-0.00023528i,0.0013529+0.00022799i,0.00085778-6.6343e-05i,-0.00021832-0.00050321i
-0.0025016+0.0022111i,-0.001594+0.0028436i,1.8955e-05+0.003876i,0.0020889+0.0035968i,0.0023781+0.0025404i,0.0018788+0.00069759i,0.0019242-0.00040727i,0.0015431-0.00037288i,0.00073182+0.00038555i,0.0006906+0.0011784i,0.0011438+0.00066898i,0.00076621+0.00012274i,0.00070516+6.7414e-05i,0.0011669+0.00030622i,0.0010093-9.5455e-05i,0.00040935-0.0002173i,0.00011235+0.00036051i,0.00012527-7.7196e-05i,0.00051343-3.7878e-05i,-6.1875e-05+0.00083411i,-0.00084325+0.0010542i,-0.00088559+0.00075517i,0.00030358+0.00058742i
-0.0024785-0.00028535i,-0.0024727+0.00028493i,-0.0015598+0.00032326i,-9.932e-05+0.00039812i,0.0018249+8.9699e-05i,0.0026723+9.4092e-05i,0.0026053-0.00022219i,0.0017316-0.0002775i,0.00037465+0.00060959i,-0.00015072+0.00031613i,-0.00021383+0.0005529i,-0.00020438+0.00018867i,-0.00013689-0.00062362i,-8.7523e-05-0.00067546i,0.00010599-0.00044835i,0.00027906+7.2579e-05i,0.00012354+0.00019077i,-7.6926e-05-7.3162e-05i,-0.00032668-0.00043695i,-0.00013237-0.00016263i,0.00027101+0.00068736i,-0.00032938+0.00065096i,-0.00066704+0.00057141i
0.00067136+0.00040552i,-2.6746e-08-0.00072884i,-0.0016547-0.001035i,-0.0018208-0.0008303i,-0.00033206-0.00054704i,0.00029138-0.00027916i,0.00016847+0.00012523i,0.00064039+0.00036871i,0.0010277+0.00023414i,0.00092276+0.0001468i,0.00051808+5.1466e-05i,0.00019731-0.00052945i,0.00019101-0.00046825i,0.00069277+0.00019496i,0.00070351-9.8798e-05i,1.6833e-05-0.00070837i,0.00024239-0.00047126i,0.0010801+0.00025328i,0.00033857+0.00036477i,-0.00039202+0.00031734i,-6.4243e-05+0.00011667i,-0.0002592-0.00033503i,-0.00077519-0.00056847i
-0.00052736-0.00010844i,-0.0017025+0.00064763i,-0.0012862+0.0016305i,0.00049562+0.001695i,0.0017793+0.00045855i,0.00236-0.00022097i,0.0021051-0.00063063i,0.001439-0.00078137i,0.00094093+9.411e-05i,0.0011383+0.00075708i,0.00082211+0.00053477i,-0.00037872-0.00032705i,-0.00049873-0.00032189i,-0.00031477-4.1222e-06i,-0.00074452-0.00040106i,-5.514e-05-0.00079898i,0.0006701-0.00054643i,0.0002122-0.00049281i,-0.00026984-8.2662e-05i,-0.00044833-0.00019699i,0.00028079-0.00071872i,0.00077991-0.0010144i,0.00015154-0.0008372i
0.0013312-0.0015999i,0.00052183-0.0012755i,0.00056043-0.0018364i,-0.00010562-0.0021076i,-0.00029398-0.0015556i,0.00045728+0.00015353i,0.0011612+0.00068594i,0.00049402-0.00040122i,-0.00032348-0.00073896i,0.00033489-0.00074741i,0.00040572-0.00059881i,-0.00083244-0.00016749i,-0.0012823+0.00010654i,-0.00031391+0.0006332i,0.00010784+0.0012079i,0.00018512+0.0011707i,0.00019448+0.0003704i,-0.00013759-0.00024018i,-0.00044528-0.00075639i,1.2651e-05-0.0011099i,0.00081711-0.00053187i,0.00098816-3.3091e-05i,0.00061227+0.00038112i
