-0.0022583+0.00041115i,-0.0023767-0.00061959i,-0.0034377-0.00035255i,-0.0035523+0.00052432i,-0.0018879+0.0022384i,-0.00069413+0.0032375i,-0.00023367+0.002616i,0.00034565+0.0019349i,0.00022049+0.001558i,0.00019396+0.0014545i,0.00025567+0.00080282i,0.00028148+0.00030546i,7.2804e-05+0.0005722i,-0.00015038+5.88e-05i,0.00038182-0.00030734i,0.00048222-0.00076207i,0.00019926-0.0013755i,0.00028765-0.00086034i,0.0011096+3.4866e-05i,0.0013355+4.3828e-05i,0.00072064-0.00036533i,0.00057124-0.00050042i,0.0002338+0.00016666i
-0.0012587-1.165e-05i,-0.0022-0.00043893i,-0.0016907+0.00043189i,-0.00014107+0.0015537i,0.00073132+0.001103i,0.00095284+0.00066232i,0.00080012+0.0018499i,3.1662e-05+0.001669i,-0.00064031+0.00096589i,-0.00032006+0.00096337i,0.00019206+0.0015394i,3.7067e-05+0.0015475i,7.6185e-05+0.00085721i,-0.00016479+6.3517e-05i,-4.6956e-05+6.4079e-05i,0.00020901+0.00022359i,0.00026163+0.00059632i,0.00090772+0.0016845i,0.0010159+0.00093702i,0.00022466-0.0003179i,-0.00061102-0.00031141i,-0.00039791-0.00029403i,-0.00034443-0.00022779i
0.00079679-0.00074595i,0.00064812-0.0018978i,0.0012323-0.0032155i,-0.00025682-0.0028282i,-0.0011243-0.0012921i,-0.00026631-0.00022237i,0.00042294+0.00033216i,0.00016569-2.1912e-05i,-0.00011374-0.00026932i,-0.00011564-0.00032978i,-0.00045054-0.00097879i,-0.00032051-0.0009159i,-0.00022903+0.00026646i,-0.00050883+0.0010025i,-0.0002374+0.0015911i,0.00016819+0.0017455i,0.00027805+0.0010995i,-1.4839e-05+0.00030609i,-0.00023782+0.00020459i,0.00018556+0.00045609i,0.00062353+0.00063508i,0.00014831+0.0010218i,-0.00043134+0.0010424i
-0.00028074-0.0014622i,0.00030782-0.0015967i,-0.00034175-0.002774i,-0.0020149-0.0027381i,-0.0029584-0.00033391i,-0.0013529+0.0019092i,-0.00026812+0.0021226i,-0.00052401+0.0012595i,-0.00095657+0.00024451i,-0.00091975-5.8573e-05i,-0.00072267-7.5489e-05i,-0.00097106+4.0887e-05i,-0.0012642+0.00023971i,-0.0011106-0.00014738i,-8.377e-05-0.00023584i,0.00051601+0.00028829i,0.0006353+0.00074627i,0.001451+0.0010677i,0.0017095+0.00099648i,0.00094737+0.001303i,0.00048499+0.0017632i,0.00015994+0.001218i,-2.7665e-06+0.0003008i
-0.00011559-0.0001119i,0.0004851+0.00062586i,0.00069298+0.00076495i,-0.0012999-0.00056812i,-0.0017435-0.0011194i,-0.00095054-0.00050092i,-0.00017232+0.0001272i,0.00070262+8.2859e-05i,0.00056452-0.00028373i,4.2539e-05-0.00041221i,-0.00033077-0.00070019i,-0.0011053-0.00035758i,-0.0012808+0.00010315i,-0.00088979+0.00077299i,-0.00071978+0.0021343i,-0.00057793+0.0025528i,-0.00015553+0.0024366i,0.00059568+0.0016848i,0.00047243+2.4089e-07i,0.00013913-0.00081734i,7.4363e-06-0.0004021i,-0.00063+9.6998e-06i,-0.00023981-0.00023343i
0.0017328-0.00049073i,0.0011337-0.00013034i,0.0012347+0.0007894i,0.00098192-0.00017975i,0.00029975-0.00067758i,-0.00033091-0.00083454i,-0.00030141-0.00047416i,0.00028992+0.00054624i,-0.00025524+0.00078517i,-0.00014663+0.00094527i,-0.00033617+0.00012957i,-0.0011468-0.0004757i,-0.00093419+2.4688e-05i,0.00010087+0.00061853i,-3.3407e-05+0.0013463i,-0.00066231+0.0017463i,-0.00055536+0.0015868i,6.0482e-05+0.0010744i,0.0014981+0.00053827i,0.0016936-0.000483i,0.00077384-0.0010587i,-0.00011605-0.00045431i,-0.00025828+0.00012044i
-0.0008037+0.00061087i,-0.00067411-2.5615e-05i,-0.0013759+0.0011083i,-0.00055006+0.00096123i,0.0013631-0.00031711i,0.0019811-0.00016952i,0.0018666+0.00092728i,0.0010107+0.00073693i,-0.00075282+0.00029054i,-0.0011264+0.00021679i,-0.00062032+1.1022e-05i,-0.00080429-0.00034266i,-0.00050889-0.00024321i,-0.00044032-0.00022652i,-0.0003468-0.00011904i,0.00020451+5.0471e-05i,0.00088165+0.0002656i,0.001158+0.00061233i,0.00092081+0.00064774i,-0.0001115-0.00014075i,-0.00056761-0.0010674i,-0.00025134-0.0011422i,-0.00010623-9.4437e-05i
-0.00065799+0.00052604i,-0.00016231-6.0917e-05i,0.00021616+0.00035122i,-0.00079659-0.00031099i,-0.0016042-0.00042684i,-0.0012874-0.00023761i,-0.00023275+0.00015869i,0.0002531+0.00049557i,0.00019276+0.00026052i,-0.00023993+0.00052553i,-0.00027036+0.00028137i,-0.00060585+0.00043926i,-0.0015044+0.00052785i,-0.0014363+0.00054061i,-0.0004698+0.00097064i,-0.00015518+0.00068501i,-0.0001831+0.00074084i,-0.0001229+0.00074551i,-0.00036038+0.00094404i,-4.7402e-05+0.00066998i,-0.00020072+3.6755e-05i,-0.00081544-0.00016445i,-0.00040613-0.00024088i
-0.00067764-0.00205i,-0.00042155-0.0024362i,-0.0014227-0.0016867i,-0.0014355-0.00057284i,-0.00022927-4.0237e-05i,0.00091986+0.00014353i,0.0010785-0.00016532i,0.0010243-4.4425e-06i,0.00027355+0.0010497i,-0.0004837+0.0011524i,-0.0001126+0.0010599i,8.2931e-05+0.001057i,-3.1697e-05+0.00065391i,-7.7219e-05+0.00014976i,0.00019633+0.00025178i,0.00082899+0.00040105i,0.0013809+0.00043622i,0.0010256+0.00043791i,8.2602e-05+0.00029554i,-0.00069106+0.00015977i,-0.00059414-0.00011367i,-0.00057496+6.9646e-05i,-0.00052015+0.00022138i
-0.00085221-0.00058716i,-0.00046095+0.0005595i,-0.00038398+0.00052429i,-0.00080362-3.5002e-05i,-0.0010116-0.00073004i,-2.3047e-05-0.00036361i,0.00055219+9.041e-05i,5.1502e-05+0.00064559i,-0.00059034+0.00091124i,-0.0011037-1.7272e-05i,-0.0011949-0.00045396i,-0.00060131+0.00019022i,-0.00049502+0.00062084i,-0.00059174+0.00086959i,-2.4698e-05+0.00083863i,0.00038959+0.00098547i,0.00055639+0.0013219i,0.00060615+0.0013253i,0.00018613+0.00044423i,-0.00037925-0.00071731i,0.00015533-0.0004259i,0.00043127+0.00066466i,-0.00012183+0.00083549i
0.00036832+0.00093608i,0.0013797+0.00060844i,0.0026274-0.0015958i,0.0015439-0.002089i,-9.416e-05-0.00036023i,-0.00075806+0.0012347i,-0.00016945+0.0017038i,0.00068533+0.0012894i,2.2012e-05+0.00015044i,-0.0004031-0.00084645i,-0.00020115-0.0010806i,-0.0012764-0.00010167i,-0.0019158+0.00055743i,-0.00091472+0.0006628i,-9.0061e-05+0.00042479i,0.00043987-0.00039571i,0.00060091+0.00018952i,0.0010241+0.0015584i,0.00082302+0.0010972i,0.00050042+0.00021175i,0.00070458+0.00037032i,0.00086029+0.0001786i,0.00081973-0.0001334i
-0.0019517+0.0026766i,-0.0011684+0.00293i,0.0008549+0.0037576i,0.0022266+0.003207i,0.001572+0.0022756i,0.0010132+0.0010908i,0.0011287+0.00043771i,0.00029238+2.8215e-05i,-0.00023032+0.00031078i,0.0004126+0.0012858i,0.00071407+0.001167i,0.00028427+0.00016654i,-0.00025771-0.00089444i,-8.2074e-05-0.00079882i,0.0002514-6.0741e-05i,0.00065643-5.0843e-06i,0.00080015+7.5884e-05i,0.00059019+0.00018126i,0.00053722+0.00033373i,8.9298e-05+0.00061467i,-0.0003744+0.0011242i,-0.00031765+0.00097448i,0.00012634+0.00027561i
-0.00185+0.0010375i,-0.0013848+0.0010568i,-0.00072626+0.0011968i,-0.00024454+0.001182i,0.00012649+0.0010519i,-7.2714e-05+0.00097319i,-0.00043196+0.00056354i,-0.00032103+0.00052864i,-0.00045555+0.0011531i,-0.00048054+0.0011404i,8.5087e-05+0.00080148i,-0.00016079+0.00063739i,-0.00084014+0.00079137i,-0.0012912+0.0013583i,-0.0016135+0.0010903i,-0.00016708-0.00044223i,0.00079002-0.0013075i,0.00065248-0.00014904i,0.0011252+0.00049842i,0.0013712+0.00033728i,0.0012395-5.7955e-05i,0.0011511-0.0011471i,0.0008684-0.0011273i
-5.5653e-05-0.0012932i,-0.0012116-0.0012296i,-0.0015626-0.00090099i,-0.0018117-0.0013277i,-0.0015887-0.0015434i,-0.00068998-0.00038371i,0.00056763+0.00035381i,0.0015067+0.00012093i,0.00037476+2.7892e-05i,-0.00047084-6.9887e-05i,-0.00049388-0.00015141i,-0.0003694+0.00033443i,-0.00036662+0.00082259i,-0.00030031+0.00083029i,0.00024223+0.00036223i,0.00058301+0.00029973i,-0.000105+0.00026952i,-0.00068077+0.0005326i,-8.464e-05+0.00045283i,0.00038535+0.0003944i,-0.00027124+0.00052788i,-0.00037245-1.2472e-05i,-0.00061474-0.00021175i
-0.00095464-0.0010689i,-0.0018154-0.0013425i,-0.001618-0.001968i,-0.0015017-0.0013356i,-0.001875-7.3268e-05i,-0.00062808+0.0011384i,0.00015151+0.00166i,-0.001009+0.0013795i,-0.0013108+0.0012194i,-0.00079203+0.0010747i,-0.00064198+0.00077402i,-0.0010018+6.3569e-05i,-0.0010375-0.00026212i,-0.00084237+0.00028449i,-0.00071743+0.00077462i,-0.00022803+0.0011692i,0.0004546+0.0018479i,0.00076727+0.002077i,0.00044069+0.0010967i,0.00019862-0.00011662i,0.00033447+0.00011762i,0.0005193+0.00091297i,0.00083541+0.00038325i
-0.00030728+0.0017715i,-0.00047813+0.0020327i,0.00026366+0.0027276i,0.0013904+0.002938i,0.0011941+0.0018492i,0.00034937+0.0006504i,0.0005581+0.00063687i,0.00047323+0.0010088i,-0.00062913+0.00080535i,-0.00010291-0.00025665i,0.0010289-0.00076006i,0.00050125-0.00037393i,6.2412e-05+0.0001491i,0.0004046+0.0013788i,-0.0002341+0.0017021i,-0.0005129+0.00060517i,-0.00022122+0.0001323i,4.1908e-05+0.00043346i,0.00048488+0.0010982i,0.0010898+0.00083817i,0.00075277+0.00029213i,-1.3507e-05-6.4199e-05i,-0.00025982+8.7386e-05i
-0.00063979+0.00057617i,-0.00055477+0.00074033i,-0.00012879+2.56e-05i,0.0002864-0.00078786i,-0.00041403-0.0010753i,-0.00018401-0.00055622i,0.00036987+0.00045671i,0.00019867+0.00087086i,-4.9801e-05+0.00071252i,-0.00047589+0.00030129i,-0.00079575+7.2908e-05i,-0.00036812+9.4051e-05i,0.00053574+0.00072823i,0.00081595+0.0010017i,-0.00025569+0.00062442i,-8.7283e-07+0.00019669i,0.0013254+0.00031684i,0.0023742+0.0010321i,0.0019734+0.0012116i,0.00037613+0.00083988i,5.3876e-05+0.00051201i,0.00014245+0.00055466i,-0.00021226+0.00053425i
0.002164-0.00069513i,0.0012679-0.00077597i,0.00025653-0.0013492i,-0.00093924-0.0013835i,-0.0012668-0.00043381i,-0.00078654+6.0016e-05i,-6.0998e-05+0.00039241i,0.00024357+0.00055866i,-0.00053264+0.00031901i,-0.00051932+0.00098111i,0.00017804+0.0014934i,-3.1957e-05+0.0013101i,-0.00082033+0.00085882i,-0.0010054+0.00047767i,-0.0003148+0.00027587i,-0.00027372+0.00023811i,-0.00062884+0.00036886i,0.00048982+0.00056356i,0.00083852+0.00069762i,0.00043394+0.00054443i,-3.421e-05+0.00033695i,-0.00057093+7.2361e-05i,0.00034014-0.00064399i
0.0034545-0.00011393i,0.0029878-0.00093578i,0.0026181-0.0019221i,0.0015991-0.0035493i,-0.00034663-0.0031803i,-0.0013541-0.0006593i,-0.00032547+0.00082613i,0.00026718+0.00096141i,-7.4473e-05+0.00086131i,-0.00027863+2.3658e-05i,-0.00042752-0.00046379i,-0.0010968-0.00082466i,-0.0018484-0.00041657i,-0.0018578+8.0079e-05i,-0.00082103+0.00031135i,-4.7243e-05+0.00099422i,-0.0004201+0.0015421i,0.00012481+0.0017398i,0.00070864+0.0011286i,0.00021575-0.00024026i,0.00012062-0.0012664i,6.7585e-05-0.00049608i,0.00014007+0.00021265i
-0.00058178+0.0012679i,0.0011032-0.00017117i,0.0028321+0.00013997i,0.0028779+0.00083539i,0.0018766+0.00078804i,0.00054042+0.0010001i,-0.00027695+0.001246i,3.0281e-05+0.0010125i,-0.00023581+0.00092259i,-0.0012534+0.00042316i,-0.0010198-0.00048257i,-0.0009538-0.00034955i,-0.0015364+0.00046051i,-0.0017422+0.00043639i,-0.0012852-4.1439e-05i,-0.00054349+2.9685e-06i,-0.0008965+0.00052222i,-0.00052492+0.00067793i,0.00053269+0.00081088i,0.00050263+0.00096038i,0.000707+0.00050904i,0.0010705+0.00078614i,0.00083072+0.00091866i
-0.00062917+0.00094776i,-0.00082346+0.0025226i,0.00030591+0.0032671i,3.2776e-05+0.0013523i,-0.00045408-0.00099047i,0.00019377-0.00061204i,0.00013959+0.00062444i,-0.00021787+0.00076024i,-0.00062541+0.00055102i,-0.0010304+0.00049747i,-0.0010998+0.00018093i,-0.00071203+0.00035286i,-0.00051738+0.0011472i,-1.3442e-05+0.0017718i,0.00049897+0.0016618i,0.00065689+0.0002029i,0.00094003-0.00012602i,0.00078419+0.00045769i,0.00072971+0.00033799i,0.00030677-0.00029176i,-0.00058237+2.7514e-05i,-0.00035064-5.2759e-05i,0.0003393-0.00068005i
0.0013464-0.00021798i,0.001011-0.0017135i,0.00045899-0.0034065i,-0.0013718-0.0024494i,-0.0023889-0.00063568i,-0.0010067+0.00053949i,0.0002169+0.00052219i,0.00051389+0.00064542i,0.00054581+0.0013072i,-0.00031252+0.0011032i,-0.0016009+0.00067632i,-0.0015079+0.00076791i,-0.0012784+0.0010361i,-0.00074621+0.0012576i,0.00013189+0.0014972i,0.00023736+0.0012581i,0.00012788+0.00081853i,0.0006556+0.00026066i,0.0011338+1.0683e-05i,0.00053723+0.00067488i,-4.5037e-05+0.00088881i,-0.0001759-3.2727e-05i,0.00010887-0.00034208i
-0.0017751-0.00013022i,-0.0015205-0.00022655i,-0.0018987+6.7394e-05i,-0.0016208+0.00051317i,-0.00053077-0.00029768i,0.00084273-0.00052461i,0.00059104+0.00034316i,-0.00015871+0.00078033i,-0.00029867+0.00089285i,-0.0003013+0.0016221i,0.00030735+0.0013317i,0.00056505+0.00031553i,7.4812e-05-0.00099944i,-0.00031538-0.001358i,-4.8641e-05-0.00086157i,0.00014092-0.00031337i,5.6323e-06+0.00030458i,-0.00023152+0.00036759i,-0.00023203+0.00028409i,-0.00046122-0.00046616i,-0.00040746-0.00083818i,0.00068578-0.00066599i,0.0011115-0.00050148i
0.00057228+0.0029469i,0.0011212+0.0033784i,0.0027235+0.0032799i,0.0025581+0.001482i,0.0011556-0.0008074i,0.00039032-0.00034377i,0.0006444+0.0012174i,0.0010326+0.0014333i,0.00091733+0.001099i,0.00043149+7.7045e-05i,-5.3007e-05-0.00096216i,-0.0012898-0.00093771i,-0.0032492-0.00098769i,-0.0028747-0.00021252i,-0.00099706+0.0006232i,0.00025911+0.00091335i,8.6657e-05+0.00087662i,0.00020682+0.00045684i,0.00088805-0.0003227i,0.0002993-0.00068071i,-0.00046367-0.00059998i,-0.00075807+0.00013264i,-0.00078507+0.00060503i
-0.0016981-0.0015695i,-0.0028445-0.0001879i,-0.0023509+0.00099632i,-0.0014802+0.0011496i,-0.00066104+0.0010997i,-0.00015958+0.00092653i,-0.00019801+0.00091588i,-0.00019889+0.00065892i,-0.00091746-0.00014427i,-0.0014181-0.00078535i,-0.00029392-0.00066401i,0.0007214+0.00082342i,0.00047483+0.0022315i,-8.2531e-05+0.0023522i,0.00027497+0.0013566i,0.0010963+0.00097018i,0.0010681+0.0011868i,0.00042019+0.0007671i,0.00073818-1.4626e-05i,0.0010178-0.00010581i,0.00018515+0.00038744i,-0.00031502+0.00012181i,-0.00033256-0.00037165i
-0.00019522+0.00073047i,-0.00055422-9.9229e-05i,-0.00046521-0.00067978i,-0.00025253-0.001298i,-0.00027934-0.0017923i,0.00012907-0.0010183i,0.0002146+0.0010765i,-0.00024904+0.0016023i,-0.00048894+0.00053031i,0.00016534+0.00010729i,5.4442e-05+0.00037135i,-0.0010565+0.0003957i,-0.00037457+0.00046466i,0.00029498+0.0014992i,-0.00046069+0.0012133i,-0.00097686-0.00044009i,-0.00018772-0.00079039i,0.0010913+0.00074039i,0.001612+0.0014393i,0.0015687+0.00050106i,0.001245-0.00011699i,0.00033972-0.00043074i,-0.00035021-0.00014904i
0.0043619+0.00082591i,0.0044902-5.5302e-05i,0.0047032-0.00099619i,0.0027216-0.0026537i,0.00047385-0.0029705i,-0.00074917-0.00068895i,-0.0002167+0.0014163i,0.00047206+0.0017732i,0.00034082+0.0012438i,0.00012428-0.00012906i,-0.00065281-0.00062402i,-0.0013863-0.00014791i,-0.0016809+3.3568e-05i,-0.0013776-5.5784e-05i,-0.0003653-8.8587e-06i,-9.0772e-06+0.00055411i,-0.00054785+0.00084089i,-0.00050782+0.0009951i,-0.00042085+0.0012157i,-0.00098521+0.00069561i,-0.00068689-0.00017089i,3.9033e-05-0.00048627i,0.00061315-0.00043945i
-0.0010582-0.001146i,-0.0018494-0.0007651i,-0.0029877-0.00095106i,-0.0027-0.00182i,-0.0018667-0.00088671i,-0.0015808+0.0011804i,-0.0010288+0.0017903i,-0.00098232+0.00077i,-0.001011+0.0001531i,-0.00058956+9.3224e-05i,4.9385e-05+0.00032741i,0.00040098+0.00016306i,2.2549e-05-0.00031722i,-0.00037965+7.7472e-05i,-0.0003598+0.0010866i,-3.4113e-06+0.0016022i,0.00037564+0.0013198i,0.00035895+0.0010936i,0.00018233+0.00061113i,5.0217e-05-0.0004896i,-0.00039939-0.00036821i,-0.00080057-2.2106e-05i,-0.00051966-0.00061569i
-0.00051869-0.00053009i,-0.00035861-0.0014183i,-0.00024032-0.0027075i,-0.00039923-0.0018543i,-0.00010775-0.00031111i,0.00016887+0.00076566i,-9.3185e-05+0.0020039i,-0.0002634+0.0017828i,-0.00071054+0.0011179i,-0.0016945+0.00072339i,-0.0017608+0.00035911i,-0.001052+0.00018064i,-0.00082965+0.00028706i,-0.0014428+0.0011142i,-0.00087915+0.0013071i,0.00011726+0.001095i,-0.00015889+0.00090755i,3.6287e-05+0.0003602i,-0.00013588+0.00056404i,-0.0008215+0.0008293i,-0.00067493+0.00074765i,9.7965e-05+0.00085971i,0.00026192+0.00032135i
0.0012179+0.00072937i,0.0020874+0.0015325i,0.0015328+0.0008552i,0.00085029-0.00054394i,-1.9545e-05-0.0015165i,-0.00044467-0.00030426i,-0.00063678+0.0010633i,-0.0005033+0.00095063i,2.1308e-05+0.00094607i,-0.00016496+0.00044685i,-0.00050372-0.00067738i,-0.0010016-0.00030647i,-0.0013444+0.00030044i,-0.00021719+0.00096044i,0.00027746+0.0017944i,-5.4317e-05+0.0017088i,-0.00019272+0.0013925i,-0.00052087+0.00060654i,-0.00033372+0.00036687i,0.00020217+0.00035627i,8.1402e-05+0.00043941i,-5.4017e-05-1.101e-05i,0.00011265-0.00079717i
0.0010268+0.00078546i,0.00036982+0.00014886i,0.0011881-0.00030885i,0.00085238-0.00169i,0.00054708-0.0021308i,0.00049468-0.00070215i,0.00022767+0.00029483i,-0.00030447+9.7865e-06i,-0.00023039-0.00061613i,0.00020503-0.00060237i,-0.0002824-0.00043679i,-0.0011458-0.00019042i,-0.00041882-0.00026462i,0.00042038-0.00022158i,0.00037694-0.00063322i,-0.00064073-0.00055489i,-0.0014156-6.4129e-05i,-0.00044442-1.6594e-08i,0.00039727-0.00042079i,0.00065772-0.00068144i,0.0004111-0.0011527i,-0.00019862-0.0010146i,-0.00054757+3.5667e-05i
-0.0022707+0.00055934i,-0.0023194+0.0017995i,-0.0019811+0.0031087i,-0.00055195+0.0020512i,6.9423e-05+0.00041187i,0.00012533-0.00035106i,0.00019927-0.00047659i,-0.00016302+6.3625e-06i,-0.00040094+0.00085859i,0.00027205+0.0012576i,0.00079477+0.00061046i,-8.7673e-05-7.1329e-05i,-0.0010311-0.00067686i,-0.0013272-0.0011933i,-0.00096523-0.0012069i,-9.2049e-06-0.00030628i,0.00015711+0.00044065i,-8.8898e-05+0.00076548i,-0.00023354+0.00066997i,-0.00023758+7.6067e-05i,5.9196e-05+6.3824e-06i,0.00015023+0.0009998i,-0.00049586+0.0011183i
0.0029962-0.00075618i,0.0036775-0.0011628i,0.0037642-0.0026329i,0.0025864-0.0038586i,0.0001848-0.0031961i,-0.0009201-0.0012574i,-9.7374e-05+0.00034017i,0.0009172+0.0004663i,0.00091886+0.00040652i,-0.00010724+3.565e-05i,-0.00075776+0.00038662i,-0.0015196+0.0010574i,-0.0023462+0.0015845i,-0.0022557+0.001086i,-0.0010234+0.00031232i,7.4671e-05+0.0010198i,-0.00035224+0.001639i,-0.00060864+0.0016033i,-7.6718e-05+0.0008007i,0.00020143-0.00030894i,-0.00013976-0.00050232i,-0.00029383+0.00039765i,-0.00072646+0.00082607i
-0.0018662+0.0030092i,-0.0027832+0.0037743i,-0.0016512+0.0045793i,0.00037012+0.0041923i,0.001052+0.0025112i,0.0007718+0.00064687i,-0.00038263-0.00020882i,-0.00096968+0.00021562i,-0.0016403+0.0011869i,-0.0021835+0.0013659i,-0.00060211+0.00031445i,0.00066418-0.00019826i,-0.0001603+7.911e-05i,-0.00045023+0.00081661i,0.00030459+0.00092827i,0.00072214-1.6479e-05i,0.00054163-0.00099115i,0.0008447-0.0011316i,0.00092363-0.00092985i,0.00052273-0.00034242i,-8.6964e-05-0.00030414i,-0.00035499-0.001097i,0.00015646-0.0008949i
9.3599e-05+0.0020856i,0.00059272+0.0015857i,-0.00024997+0.00046147i,-0.00045851+0.00044372i,-0.0008239+0.00069274i,-0.00027344+0.00031908i,0.00080307+0.00079116i,0.0006097+0.0005493i,0.00012061-0.00010409i,-5.1074e-05+0.00012467i,-0.00036466+0.00014881i,-7.8827e-05-0.00016036i,-0.00020532-0.00014003i,3.7724e-05+0.00061051i,0.00084022+0.00027087i,0.00079197-0.0003908i,0.00044404-0.00036376i,0.00039314-0.00021547i,0.0008421-4.5692e-05i,0.00071348+0.00019516i,2.6893e-05+0.00085521i,-0.00029771+0.00066505i,-0.00028245+5.9704e-05i
-0.0040247-0.0018163i,-0.0033795-0.0020015i,-0.0034535-0.00074362i,-0.0034706+0.00058219i,-0.0020612+0.00036841i,-0.00026788+0.00073147i,0.00041366+0.0010792i,0.00047784+0.0006657i,-0.00073058+0.0005711i,-0.0011667+0.00089776i,-0.00049958+0.00085468i,5.7639e-05-0.00036881i,-0.00010313-0.00080425i,-0.00079652-2.9916e-05i,-0.00058221-7.2714e-05i,6.8513e-05-1.0909e-05i,3.5595e-05+0.0012019i,0.00028157+0.001429i,0.00055343+0.00042795i,0.00063498-0.00014929i,0.00061364+0.0002962i,0.001183+0.0011431i,0.00031434+0.001652i
0.00027353+0.0016185i,0.0014216+0.0019807i,0.0030809+0.0017282i,0.0028929+5.1096e-05i,0.0010363-0.0014239i,-0.00030478-0.00083182i,-0.00035671+0.00055649i,-0.00029638+0.0011611i,5.5638e-05+0.001487i,0.00026611+0.0012823i,0.00023249+0.00055303i,-0.00015632+0.00039082i,-0.0018569+0.00037231i,-0.0032455-6.5934e-05i,-0.0029062+0.00015425i,-0.0015869+0.00069066i,-0.00027317+0.0011173i,0.0001423+0.0011153i,0.00049127+0.00033543i,0.00039905+0.00047547i,-0.00051254+0.00066684i,-0.0013452+0.00043363i,-0.0012632+0.0001485i
0.00086876-0.00083488i,0.000575-0.00017648i,7.4636e-05+0.00023734i,0.00039553+0.00047044i,0.00045404+0.0001227i,-0.00031393+0.00026003i,-0.00018986+0.0013057i,0.00039307+0.001047i,0.0002462+0.00041108i,-0.00047473-0.0006806i,-0.000388-0.0011731i,-0.0010171-0.00032493i,-0.0020857+0.00049181i,-0.0017767+0.0014553i,-0.00048504+0.0014243i,0.00090018+0.000958i,0.00051588+0.00096985i,-7.6409e-05+0.00041843i,-0.00018555-0.00060177i,-0.00042233-0.00065462i,-0.00054713+0.00020412i,-0.00074668+0.00048806i,-0.00086664+0.00029578i
-0.0010994-0.0016868i,-0.0020366-0.0021006i,-0.0035511-0.0019559i,-0.0035027-0.00025106i,-0.0019402+0.00096568i,-8.0138e-05+0.0011818i,0.00017484+0.0014244i,-2.2634e-05+0.001432i,-0.00074537+0.00085062i,-0.0018527+0.00085454i,-0.0015425+0.0012442i,0.00024986+0.0012502i,0.0010803+0.0015178i,0.0018087+0.0016681i,0.0024041+0.0019908i,0.0020248+0.0011137i,0.0020077-0.00063112i,0.0019509-0.0013132i,0.0010748-0.0008906i,7.0862e-05-0.00022947i,-0.00039295+0.00024691i,-0.00011612+0.0012921i,0.00069507+0.0012344i
0.0027154-0.0033244i,0.0018976-0.0043148i,-0.0012294-0.005589i,-0.0026765-0.0055936i,-0.0035116-0.0024063i,-0.0034989+0.00098053i,-0.0010427+0.0015378i,0.0004747+0.0011262i,9.3675e-05+0.00030493i,-0.0010451-0.00044807i,-0.0019462-7.1673e-07i,-0.0017865+0.0012293i,-0.0010357+0.00070362i,-0.00012567-0.0001758i,0.00019738-0.00020869i,-0.00010127+0.00070593i,-0.00044852+0.0010664i,-0.00027037+0.00062863i,-0.00026267+0.00065041i,-0.00050426+0.00043572i,-0.00084548-0.00015476i,-0.00049914-0.00073464i,-0.00042981-0.00068713i
0.00022355-0.0017265i,0.00064434-0.0016874i,-0.00067547-0.0015022i,-0.0015958-0.0009705i,-0.0015912-0.0010761i,-0.00013444-0.00010365i,0.00075768+0.0015216i,-0.00034282+0.0012413i,-0.0014469+0.00058262i,-0.0017996+0.0012931i,-0.0015743+0.0010594i,-0.0011929+0.00069686i,-0.002034+0.00022474i,-0.0030713+0.00010666i,-0.0026695+7.9429e-06i,-0.0020737+0.00033289i,-0.00098509+0.0013133i,0.0010507+0.0014438i,0.0017509+0.00074038i,0.00069052+0.00037658i,0.0003919+0.00035559i,0.00050094+0.0001622i,-0.00014648-0.00025859i
-0.00055595-0.00094872i,-0.0011453-0.0008816i,-0.0018734+0.00078914i,-0.0012932+0.0018405i,-0.00086055+0.0017227i,-0.00025675+0.00076638i,0.00054063+0.00053176i,-0.00025222+0.00065454i,-0.0011705+0.00048494i,-0.00047591+0.00057049i,-1.5622e-05+0.0013923i,-0.0011008+0.0016669i,-0.0025151+0.0015227i,-0.0022788+0.0016502i,-0.0011782+0.0015979i,-0.00078504+0.00079818i,-0.00095555+0.00054799i,-0.0011909+0.00084199i,-0.00025243+0.00024163i,0.00045932+0.00011905i,0.00054097+0.00014618i,0.0006919-0.00033845i,0.0007049-0.00067573i
-0.0016496-0.0021747i,-0.0030162-0.00012293i,-0.0042942-8.0808e-05i,-0.0036156-0.0001006i,-0.001911-5.1913e-05i,7.6372e-05+2.4782e-05i,0.001301+0.00084759i,0.00079167+0.00035922i,0.00015929-0.000394i,0.00021292+6.8381e-06i,6.0071e-05+0.00046156i,-0.00024359+0.00046772i,-6.018e-05+0.0010041i,0.001036+0.001586i,0.0022747+0.0018129i,0.0025855+0.0010093i,0.0016343+0.00036867i,0.00040116+0.00040017i,0.00013955+0.00021716i,0.000337-7.4109e-05i,0.00034677+0.00015558i,0.00053643+0.0002744i,0.00075113-0.00045914i
