-0.00096847+0.00039198i,0.00042337-0.00062614i,0.00065498-4.9004e-05i,0.00050988+0.00077971i,0.00028425+0.00037719i,-0.00025528+0.00030054i,-0.0015187+0.00083606i,-0.0010566+0.0014909i,0.00010775+0.0011982i,0.00012121+0.00035032i,0.00075476-0.00012591i,0.00051486+0.00035359i,-0.00035009+0.00081751i,-0.00013246+0.00013997i,0.00032623-0.00089891i,0.00037073-0.00055638i,0.0003017+0.00074051i,0.00031672+0.00068486i,0.00041351+0.00027616i,0.00047521+0.0004286i,-6.1926e-05+0.00084964i,-0.0010029+0.00069923i,-0.001126-0.00062765i
0.0011541+0.0012009i,0.0011618+0.0019282i,0.0014289+0.0024677i,0.00078777+0.0032146i,-2.9379e-05+0.0029027i,-0.00056271+0.0014351i,-0.0009597+0.0002587i,-0.00090519-0.00020553i,-0.00059948-0.00028162i,-0.00010935+0.00034332i,0.00029644+0.00071859i,-0.00010939+0.0012096i,-0.00068553+0.0012634i,-0.00034355+0.00049671i,0.0004221-0.00012397i,0.00017069-5.8367e-05i,-0.0008482+0.00021984i,-0.0010538+0.00058546i,-0.00047198+0.00024749i,0.00016625+0.00020349i,0.00036461+0.00081857i,0.000381+0.0011684i,0.00011348+0.00055552i
-0.0010075+0.00090926i,-0.00090017+0.0011922i,-9.1012e-05+0.0023499i,0.00068333+0.0030041i,0.00093751+0.002654i,0.0007984+0.0013704i,0.00030166-0.00036637i,-8.245e-05-0.00031564i,-0.00047007+0.00094546i,-0.00076202+0.0012457i,-0.00030308+0.0010016i,7.2997e-05+0.0007311i,7.8055e-06+0.0001489i,-0.00046647-0.0012771i,-0.0005018-0.0011411i,0.00019604-0.00032102i,0.00023166+0.00045988i,-0.00030075+0.00090144i,-0.00061822+3.5793e-05i,-0.00070932-0.00071129i,-0.00030723-0.0005054i,0.0002991-9.6331e-05i,0.00025194+1.2503e-05i
-0.00070903+2.2096e-05i,-0.00082113+0.00037602i,-0.0012004+0.001485i,-0.001403+0.0022967i,2.728e-05+0.0016302i,0.0010293-0.000313i,-0.00014255-0.0014663i,-0.00095918-0.001194i,-0.00065182-0.00040519i,-0.00037069+0.0004599i,-0.00030462+1.3326e-05i,-0.00062832-0.00074267i,-0.00023122-0.00071039i,0.00060282-0.00078262i,0.00085966-0.0005755i,0.00053552+1.7595e-05i,-0.0002353-7.8272e-05i,-0.00039303-0.00054915i,-0.0002763-0.0009056i,-0.00015995-0.0012955i,4.4411e-05-0.0011626i,-0.0001484-0.00022057i,-0.00077398+0.00037302i
0.00052589+0.00012624i,-0.00061373+0.0011007i,-0.0011341+0.0015796i,-0.0014962+0.0018723i,-0.0019659+0.0018908i,-0.0016539+0.00068968i,-0.0013444-0.00060336i,-0.0016928-0.0011809i,-0.0011636-0.00040468i,-0.00070319+0.00010599i,-0.00049418-0.0006254i,-0.00016254-0.00061768i,0.00016402+0.00027765i,0.00063029+6.1177e-05i,0.00036623-0.00073849i,0.00036189-0.00033916i,0.00072089+0.00052938i,0.00033439+0.0011069i,2.4486e-05+0.0010767i,-5.6902e-05+0.00031249i,0.00033286+5.271e-05i,0.00019764+0.00030285i,-0.00042528+0.00062522i
-0.00060832-0.0015615i,-0.00078353-0.0014511i,-0.0014615+9.3051e-05i,-0.0012071+0.0019643i,0.00020657+0.002942i,-0.00042042+0.0024939i,-0.0018288+0.00062428i,-0.0014051-0.00035226i,-0.00084329+0.00015242i,-0.0010072+0.00012727i,-0.00088544+6.9923e-05i,-4.1433e-05+6.9339e-05i,0.00022936+0.00031057i,0.00019831+0.00043875i,0.00033671+7.8261e-05i,0.0001168+6.9042e-05i,-0.00012727+0.00040855i,-8.6347e-05+0.00084316i,-0.00045641+0.0011842i,-0.0005101+0.00028402i,0.00034346-0.00043904i,0.00059372+0.00023297i,0.00057376+8.0127e-05i
0.0017649-0.00012998i,0.0030598+0.00089853i,0.0024166+0.0013134i,0.00099511+0.001068i,0.00089565+0.00085366i,0.00051377+0.00065336i,0.00014473-0.00030515i,-0.00011761-0.0004186i,1.0657e-05+0.00092307i,2.3159e-05+0.0017921i,-8.1613e-05+0.00089432i,-0.00021885+0.00012443i,-0.00064659+0.0010845i,-0.00073969+0.0011612i,-0.0010046+5.4411e-05i,-0.00063714-0.00083679i,0.00028267-0.00063607i,0.00021547+0.000762i,-9.5869e-05+0.0015402i,0.00033027+0.0011847i,0.00096177+0.00037386i,0.0011047-0.00036347i,0.00072588+6.8076e-05i
2.6071e-06-0.00058767i,-0.0012853-8.3135e-05i,-0.0021849+0.00027651i,-0.0022338+0.002053i,-0.0026197+0.0021357i,-0.0016055+0.00087435i,-0.00098192-9.6336e-05i,-0.0013951-0.00041537i,-0.00089593+0.00074956i,-0.00083171+0.0017772i,-0.0013795+0.001934i,-0.001693+0.0013707i,-0.0018265+0.0012505i,-0.0016829+0.0011057i,-0.0015736+0.00048199i,-0.001101+0.00032235i,-5.3593e-05+0.0011071i,9.6165e-05+0.0014988i,0.00017973+0.00090749i,0.00017368+0.00053116i,-0.00043323+0.0004509i,0.00032711-0.0001307i,0.0009562-0.0005787i
-0.00165+0.00057952i,-0.0014969-0.0003935i,-0.00087338+0.00096095i,-0.00042514+0.0043476i,0.0002582+0.0047263i,0.00035086+0.0011712i,0.00035563-0.0015698i,-0.00012118-0.0015922i,-0.0013317-0.00078991i,-0.00090659+0.00028559i,-0.0007711+0.00092743i,-0.001303+0.00021529i,-0.00098463+6.6064e-05i,-0.00055308+0.00035119i,-0.00044674-0.00015229i,-0.00039456-0.000199i,8.2669e-05+0.00040652i,0.00061536+0.00087442i,0.0009401+0.00067076i,0.00029238-0.0005756i,-0.0011319-0.00096713i,-0.0015532-0.00096849i,-0.0006286-0.0012114i
0.00051388+0.00077243i,0.0014528+0.00053607i,0.00026719+0.0011329i,-0.00078904+0.0016089i,-0.0004899+0.0017925i,6.0669e-05+0.0015788i,-0.00027701+9.2557e-05i,-0.0011474-0.0016632i,-0.0016717-0.0019495i,-0.00039435-0.0012839i,0.00055697-0.00039591i,0.00021288+4.3806e-05i,-0.00010738-0.00071555i,0.00037382-0.00086719i,0.00046251-0.00059298i,-8.9263e-06-0.00042261i,-0.00030241-0.00080772i,0.00050652-0.0014559i,0.0013418-0.0013383i,0.00040316-0.00080744i,-0.00029118-0.00011999i,-0.00031774-0.00018041i,-0.00023457-0.00098575i
-0.00081932-0.0010727i,-0.0013465+0.00027073i,-0.0015023+0.0020151i,-0.00027264+0.002977i,0.00040246+0.0029571i,0.00014265+0.0011231i,-4.7697e-05-0.00059412i,-0.00086221-0.00048237i,-0.0020626+3.1743e-05i,-0.0011588+0.00060615i,0.00086227-7.466e-05i,0.00078476-0.0013697i,0.0004559-0.0014283i,0.000733-0.0015038i,3.5762e-05-0.0013562i,-0.00028848-0.00043093i,-4.6671e-05+0.00075673i,-0.00051006+0.00097116i,-0.0009816+0.00063065i,-0.0012088+0.00051349i,-0.00076604+0.00026343i,-0.00052937-4.4224e-05i,-0.00042338-7.5778e-06i
-0.00045984-0.0009174i,-0.00077931-0.0006528i,-0.00096315+0.00056294i,-0.0004144+0.001306i,0.00071921+0.0014846i,0.0013291+0.00025537i,0.00056242-0.0012101i,-0.00079051-0.0010166i,-0.0009703+0.0005669i,-0.00019765+0.00031049i,-0.0001034-0.00099716i,-5.3545e-06-0.00096987i,0.000192-0.00070406i,-2.2894e-05-0.001041i,-0.00015031-0.00083453i,0.00011967-0.00023344i,5.4646e-05+0.00055406i,-0.00026657+0.00076201i,-0.00056089+0.00045083i,-0.00040307+0.0001679i,-0.00026867-0.00050878i,-0.00012609-0.00056155i,-0.00034597+0.00013572i
0.0017192+0.00038776i,0.00091076+0.0015272i,-0.00026547+0.0020922i,-0.00062381+0.003145i,-0.0010568+0.0022782i,-0.0010005-0.0010845i,-0.001108-0.0024945i,-0.001562-0.0015238i,-0.00056683+0.00041097i,0.00035899+0.001875i,-7.7404e-05+0.0018436i,-0.0011226+0.0012405i,-0.0011149+0.0012738i,-0.00040559+0.0012843i,-0.00018143+0.0011699i,-0.00028872+0.0010101i,-0.00063685+0.0010244i,-0.00040056+0.0016495i,-8.8711e-05+0.0016119i,1.0668e-05+0.00089104i,-7.4306e-05+0.00089844i,-0.00026771+0.0008722i,-0.00062246+0.00032671i
0.0011765+0.0013873i,0.00055249+0.0011002i,0.0002317+0.00069028i,0.00013256+0.0015012i,-0.00034232+0.0013418i,-0.0014468+0.00083149i,-0.0016077-0.00027439i,-0.0014563-0.0012483i,-0.00047887+0.00066771i,0.0005198+0.0022068i,0.00091336+0.001848i,0.00067365+0.0017291i,-0.001282+0.0027225i,-0.0017619+0.002935i,-0.00051153+0.0019954i,-0.00014516+0.00073761i,-4.1846e-05+0.00035754i,2.7995e-05+2.8604e-05i,0.00049563-0.00021457i,0.00029646+0.00010753i,-0.00075883+0.00085561i,-0.0010997+0.00073422i,-0.00060626+9.651e-05i
-0.0002228-0.00028394i,1.8503e-05+0.0016655i,-0.00022935+0.0013828i,-0.00031617+0.0019031i,-2.8051e-05+0.0020178i,0.00024846+0.00071628i,-0.00032227-0.00016137i,-0.00093623-0.00026505i,-3.4556e-05+0.00017304i,0.00053892+0.0003411i,0.0008264+1.1007e-05i,0.00051815+0.00066862i,-0.00024092+0.00099993i,2.7918e-05+0.00026802i,0.00063038-0.00018937i,0.00066255-0.00037627i,6.0531e-05-0.0001579i,-0.00087275-0.00042208i,-0.00081439-0.0007114i,-0.00074269-0.00039171i,-0.0013454+0.00013113i,-0.0011803+0.00074988i,-0.00031303+0.0007019i
0.0011003+0.00030747i,0.00021912-0.00025556i,0.0004593+0.0010933i,0.0011487+0.0014034i,0.001736-0.00029781i,0.0010918-0.0021056i,-0.00096678-0.0027101i,-0.0015865-0.0025096i,-0.00095405-0.0011706i,-0.00084453-0.00020753i,-0.00074911-0.00057877i,-0.00060284-0.00043973i,-0.00067737-0.00053658i,-0.00080709-0.00062443i,-3.8413e-05-2.2767e-06i,0.00048097+0.00020792i,-0.00025274+0.00070384i,-0.00070849+0.00098688i,-0.00042251+0.00036833i,-0.00011554-0.00047469i,-0.00011158-0.00067237i,-0.00045823-4.8089e-05i,-0.00068957-0.00024801i
0.0014074+0.001003i,0.0011205+0.001373i,0.00059498+0.0014668i,0.0004907+0.0023033i,0.00040401+0.002015i,-0.00012911+0.00014333i,-0.0015051-0.0004436i,-0.0026714-0.00026544i,-0.0016172+1.047e-05i,-0.0003395+6.2496e-05i,-9.4911e-05-0.00050762i,-1.1561e-05-0.00084357i,0.00084953-0.00064075i,0.00058663-0.00065544i,-0.0005251-0.00033075i,-0.0015641+0.00022897i,-0.0012896+0.00031443i,-0.0001857+0.00051064i,-0.00025185+0.00076466i,-0.0004467+0.00094924i,-0.00026339+0.00087064i,-0.00038282-1.516e-05i,0.00037128-0.00086918i
0.0011622-0.0012767i,0.0011151+0.0005943i,-0.0005085+0.0021492i,-0.00080339+0.0037649i,-1.4803e-05+0.0037643i,0.00067966+0.0018676i,0.00043199-5.7856e-05i,-0.0005202-0.00052269i,-0.0011304+0.00023456i,-0.0012199+0.001214i,-0.00069024+0.00099279i,-0.00020746+0.00058483i,-0.00010195+0.00043773i,0.00019098+0.00044995i,-0.00041287+0.00024212i,-0.0010877+0.00042512i,-0.00064961+0.0003101i,0.00030478-3.7297e-05i,0.00031393+0.00053793i,0.00020595+0.001001i,0.00028076+0.00074004i,0.00046988-0.00028171i,0.00067026-0.00037652i
6.5479e-05-0.00024944i,-0.00032408+0.0010728i,-0.00094201+0.0026364i,-0.00060749+0.0038241i,0.0003396+0.0039809i,0.00071444+0.0019626i,0.00027733-0.0011404i,-0.00034499-0.0013086i,-0.00063409+0.00034849i,-6.7075e-05+0.0011384i,0.00041246+0.0012208i,9.9024e-05+0.0007133i,-1.8854e-05+0.00049031i,0.00070791+0.00045338i,0.00098875+0.00030604i,0.000335+0.0008543i,-0.00080051+0.00080631i,-0.00029164+0.00017458i,0.00050592+0.00097928i,0.00025221+0.0013129i,0.00039789+0.00018285i,0.00015643+0.00030566i,0.00037333+0.0013228i
-0.00019328-1.7608e-05i,-0.0012332+0.00065299i,-0.0035095+0.0010998i,-0.0029677+0.0023799i,-0.0010028+0.0028224i,0.00029093+0.0012204i,-0.00017136-0.00093626i,-0.0015455-0.0012276i,-0.0015069-0.00040786i,-2.2151e-05-0.00010938i,0.00031789+0.00070755i,-0.00069773+0.0015358i,-0.0011385+0.0013357i,-0.00093086+0.00070785i,-0.00047572+0.00032663i,2.2224e-05+5.4203e-05i,-0.00015103-0.00026233i,-0.00022259-0.00078991i,7.804e-05-0.00049493i,-5.7268e-06+0.00035597i,-0.00076972+0.00091103i,-0.00039146+0.00087833i,0.00075221+0.00045681i
0.0013144-3.3805e-06i,-0.00068787+0.00027308i,-0.0011261+0.0012473i,-0.0010485+0.0013221i,-0.00032234-0.00044141i,-0.00077197-0.0013499i,-0.0018702-0.0010812i,-0.0012926-0.00058626i,-0.00086654-0.00015672i,-0.00066381+0.0001019i,-0.00033374+0.00027737i,-0.0009129+0.00063385i,-0.0018494+0.0011953i,-0.0020712+0.0014853i,-0.0011177+0.0011799i,0.00038723+0.00075026i,0.00057179+0.0008166i,8.5146e-05+0.00061395i,-0.00024706-0.00012944i,-0.0003308-0.00088323i,-0.00035607-0.0012631i,-0.00036195-0.00071145i,-0.00045009+0.00019118i
-9.2227e-05+0.0016006i,0.00010483+0.00088138i,0.00070681+0.0013591i,0.00042599+0.0027156i,0.00072376+0.0021525i,0.0014344+0.00028191i,0.00059348-0.0011153i,-0.001009-0.0012868i,-0.0011848-0.00045851i,-0.0010218+0.00045825i,-0.0010013+0.00044611i,-0.00097133+4.397e-05i,-0.0016999-0.00036519i,-0.0016897-0.00020555i,-0.0013771-0.00066371i,-0.00096347-0.00095229i,-0.00047646-0.00034373i,-0.00024106+0.00011594i,-0.00015682+2.1275e-05i,0.00051243+5.065e-05i,0.00071617+0.00072692i,-0.00064153+0.00066112i,-0.00086431+0.00051074i
-0.00021172+0.0032516i,-0.00057519+0.0039309i,-0.00045691+0.0043922i,0.00011597+0.0037017i,0.0013421+0.0024973i,0.0014699+0.00053773i,-0.00020072-0.0014407i,-0.0016124-0.001744i,-0.0018047-0.00067736i,-0.0012479+0.0004491i,-0.00054335+0.00060072i,-0.0010268+3.8332e-07i,-0.001642-0.00077239i,-0.0010114-0.00096565i,-0.00077524-0.00099809i,-0.00084198-0.0010052i,-0.0002108-0.00038936i,-7.6078e-05+0.0003155i,-2.0936e-05+0.0011683i,-0.00017971+0.00091396i,-0.0003177+0.00020701i,0.00018917+6.8419e-06i,-0.00010712+7.2063e-05i
0.00055013-0.00078205i,-0.00029644+0.00043946i,-0.0015342+0.0022829i,-0.0022101+0.0026325i,-0.0013544+0.0023685i,-0.00011894+0.001033i,-0.00056489-0.0011464i,-0.0011302-0.0017211i,-0.00065338-0.00038338i,-0.00019164+0.0011461i,0.00089071+0.00098182i,0.0019208+7.7791e-06i,0.0015544-5.0187e-05i,0.00087739-0.00026653i,0.00033039-0.0005593i,0.00010255-0.00014838i,-0.00033436+0.00025644i,-0.00023056+0.00041217i,0.00042453+0.001062i,0.00012582+0.0008661i,-0.00021786-0.0001868i,0.00028251-0.00048484i,0.00087093+1.7319e-05i
-0.0015253-0.00014964i,-0.0016118+0.00099815i,-0.0016777+0.0021493i,-0.0023167+0.0039035i,-0.0017423+0.0035138i,-0.00010793+0.00041312i,-0.000521-0.0014674i,-0.0016181-0.00077897i,-0.00090239+0.00051275i,0.00014578+0.00033778i,3.6796e-05-6.9121e-05i,-0.00043891-0.00011206i,0.00024412-0.00021579i,0.001+0.00023671i,0.00082681+0.00041173i,0.00070295+0.00031607i,0.0002987+0.00048476i,1.1007e-05+0.00050175i,-1.4707e-05+0.00041019i,-0.00011139+0.00016502i,9.7621e-05-0.00066921i,0.00052772-0.00071299i,0.00020149-7.0292e-05i
0.0016757-0.00010809i,0.0014393-0.0013803i,0.0016006-0.0012625i,0.0012931+0.00044968i,0.00080054+0.0018428i,-3.7834e-05+0.00052836i,-0.0013667-0.00092377i,-0.0017851-0.00023669i,-0.00086371+0.00087979i,-0.00021421+0.00025727i,-0.00012752-0.0013019i,-0.00069845-0.00073849i,-0.0010753+0.0011049i,8.0932e-05+0.0016339i,0.0014654+0.00091029i,0.0014252+0.00032642i,0.00063768+0.0006103i,-0.00042006+0.0011619i,-0.0012519+0.00062685i,-0.0013335-0.00045284i,-0.00090734-0.00052238i,-0.00079972+3.5786e-05i,-0.00080314-0.00043396i
-6.8004e-05+0.0009349i,0.00061181+0.0019185i,0.00038233+0.0026578i,-0.0010844+0.0034296i,-0.0019064+0.0026942i,-0.0011812+0.0003781i,-0.00068608-0.00064661i,-0.0014822-0.00039075i,-0.0017265-0.00038743i,-0.0010576+7.8791e-06i,-0.00034769+0.00036746i,-0.00051081+0.00067099i,-0.0017105+0.0013575i,-0.0018093+0.00099856i,-0.0015577+0.00018734i,-0.0014323+0.0002649i,-0.00069418+0.00023018i,-0.00063481-9.2056e-08i,-0.00076716+0.00065287i,-0.00062816+0.00041641i,-0.0014944-0.00017695i,-0.0017002-0.0003445i,-0.00027356-0.0001374i
0.00089887+0.0017757i,0.00039137+0.0033411i,-0.00081113+0.0041941i,0.0001026+0.0034073i,0.0016921+0.0021854i,0.0019327+0.00053234i,-0.00010676-0.0015623i,-0.0019414-0.0021475i,-0.0018662-0.00057668i,-0.001205+0.00064801i,-0.00082177+0.00088573i,-0.0011646+0.00064248i,-0.0008028+0.00018678i,-0.00017126+0.00062414i,-0.0003936+0.00072409i,-0.00011498+0.00073018i,0.0003173+0.001232i,0.00043959+0.0013618i,0.00087521+0.00079559i,0.00062832+1.6311e-05i,9.6242e-05+9.9488e-05i,8.4625e-05+0.00041855i,0.00031808+0.00037254i
-0.0019741+0.00015405i,-0.0018086+0.00097513i,-0.0018455+0.0022894i,-0.0020199+0.0036967i,-0.0012296+0.0032356i,9.3609e-05+0.0013509i,-0.0001285-0.00037184i,-0.0012063-0.00098151i,-0.0010313-0.00059598i,-6.5339e-05+2.833e-05i,0.00037772+0.0008386i,0.00013785+0.0011466i,-0.00021012+0.00059297i,-0.00063897-0.00018658i,-0.00060136-0.00053472i,8.7901e-05-0.00072183i,0.00069156+0.00024145i,0.00052898+0.00097875i,0.00036177+0.00089796i,0.00077596+0.0014048i,0.0007966+0.0011665i,0.0010281+0.0012149i,0.0014822+0.0010884i
0.0015611+0.0002335i,0.0016939-0.0005926i,0.0014179-0.00030618i,0.0018728+0.0010431i,0.0024847+0.0012471i,0.0017389-0.00029379i,-1.9097e-05-0.0014132i,-0.00098331-0.00091435i,-0.0010093+0.00028525i,-2.8104e-05+0.00068125i,0.0011036-3.4451e-05i,0.00088103-0.00099322i,-0.00015746-0.0012868i,-0.0003453-0.0018039i,-0.00017942-0.0021188i,-0.00082655-0.0019914i,-0.00070355-0.0021232i,0.0004838-0.00076908i,0.00079483+0.00047804i,0.00025763+0.0002738i,0.00017549-0.00010763i,-2.8312e-06-0.00045099i,-0.00036122+0.00018027i
0.00084506+0.0016657i,0.00024753+0.0025509i,-0.00089607+0.0022928i,-0.0011642+0.0014842i,-0.00058349-0.00036204i,-0.00074631-0.0019374i,-0.00092919-0.0026735i,-0.0016497-0.001583i,-0.0015717+0.00077432i,-0.00061796+0.0012759i,-0.00034158+0.00041944i,-0.00086145+4.9351e-05i,-0.00056005-0.0002726i,0.00024986-0.00032082i,0.00039803-0.0005324i,0.00026218-0.00063393i,-6.2231e-05+0.00044805i,-3.6133e-05+0.0010273i,-3.7609e-05+0.00062408i,-0.00052568+0.00058219i,-0.00063946+0.00068839i,-0.00017506+0.00047362i,-0.00067058+0.00068617i
-0.0013761-0.00032792i,-0.0014126+0.00027004i,-0.0010182+0.0013417i,-0.0013982+0.0032294i,-0.001441+0.0029879i,-0.0005621-3.1893e-06i,-0.0015287-0.0019224i,-0.0027974-0.0014809i,-0.0029787-0.0006418i,-0.0021645+0.00018938i,-0.0017652+0.0004196i,-0.0016655+0.00051291i,-0.00075841+0.0010349i,0.00017649+0.0011099i,5.212e-06+0.001158i,-0.00075945+0.0010917i,-0.00019905+0.00044965i,0.00030078-7.0906e-05i,0.00032557+5.7507e-05i,0.00027525-0.00010676i,-0.00055398-0.00015886i,-0.00077922+6.193e-05i,-0.00073212+0.00062063i
0.00051214+0.00097904i,-0.00077546+0.0022379i,-0.0018152+0.0029686i,-0.0013265+0.0031322i,0.00015341+0.0022312i,0.00073691+0.00031377i,-0.00057779-0.00093395i,-0.0015623-0.0010528i,-0.00088039-0.00019377i,0.00018623+0.00061105i,0.00026179+0.0017012i,2.7922e-05+0.0023559i,-0.00031416+0.0018018i,-9.6105e-05+0.0012376i,0.00036244+0.0010069i,0.0001281+0.0011721i,-0.00052899+0.001665i,-0.0012159+0.001665i,-0.00072075+0.00051204i,0.00078696-0.00087098i,0.001018-0.00045132i,0.00051682+0.00094825i,-0.00033732+0.00087861i
-0.00090457+0.00011878i,-0.0014137-0.00018422i,-0.0010203+0.0011391i,3.1113e-05+0.0029764i,0.0018816+0.0026872i,0.0020352+0.0010521i,0.0005461+8.2359e-05i,-0.00039261-0.00061092i,-0.0015505-0.00026296i,-0.00070905+0.00051073i,0.0011022+6.5443e-05i,0.0011437-4.014e-05i,0.00099439+0.00049266i,0.00095539+0.00043724i,0.00051597+0.0007638i,0.00092701+0.0010564i,0.0012478+0.0010478i,0.00034267+0.00062908i,-0.00070038+0.00028373i,-0.00085976+0.00030376i,-3.1254e-05+0.00035504i,0.00051596-0.00015076i,6.2584e-05-0.001332i
0.00107+0.0008539i,0.0016336+0.00084511i,0.0013724+0.00034566i,0.0013003+0.00071809i,0.0016813+0.0020136i,0.0023001+0.0002736i,0.0016079-0.0017049i,0.0003112-0.001673i,0.00039163-0.00021202i,0.00021353+0.00057851i,7.8087e-05-0.00043648i,-0.0006818-0.0020192i,-0.0014003-0.001553i,-0.0016873-0.00065487i,-0.00090871-0.0007476i,0.00035595-0.00090251i,0.00061028-0.00034816i,0.00022616+0.00043344i,5.2441e-05+0.0006525i,0.00082568+0.00055801i,0.0010528-7.5871e-05i,0.00059837+3.281e-05i,0.00057887-1.7508e-05i
0.00033227+0.0013778i,0.0008239+0.0034747i,-0.00055646+0.0038275i,-0.00072724+0.0032754i,-0.00036336+0.0017372i,9.9319e-05-0.00042698i,-0.00047473-0.0016838i,-0.0016436-0.0011532i,-0.0017214+1.2287e-05i,-0.0014457+0.00074462i,-0.0013893-2.3175e-05i,-0.0011291-0.0011452i,-0.0012399-0.0010621i,-0.0016991-0.00073072i,-0.0016168-0.0002641i,-0.00087032+1.6864e-05i,-0.00079726+0.00072783i,-0.00081831+0.001499i,-0.00014968+0.0012058i,0.00015136+0.00081487i,-5.5621e-05+0.00059949i,0.0005541+0.00027515i,0.0013569+0.00010146i
-0.0015761+0.0012487i,-0.0029689+0.0010361i,-0.0036192+0.00048943i,-0.003004+0.00037177i,-0.0018079-8.9427e-05i,-0.0023531-0.0012524i,-0.0033903-0.0014479i,-0.0034417-0.00078875i,-0.0022943+0.00024216i,-0.00088621+0.0013864i,-0.00080775+0.0018464i,-0.0010141+0.0017013i,-0.0010949+0.0011085i,-0.00077002+0.00041093i,-9.9459e-05+0.00026971i,0.00050022+0.00053283i,0.00031606+0.00078634i,0.00022306+0.0003152i,0.00015542-0.00017661i,-0.0002571+8.2986e-06i,-0.00014526+0.00015938i,4.3555e-05-2.2391e-05i,0.00039566-5.8054e-05i
0.00053105-0.0014377i,0.00043185-0.0013113i,0.00037224-0.0005489i,-0.00030101+0.00098245i,-0.00013186+0.00094215i,-0.00028495-0.00062893i,-0.0018983-0.0012126i,-0.0027536-0.00046724i,-0.0021631-0.00050468i,-0.00030137-0.00089862i,0.00093316+0.0002505i,0.001136+0.00088779i,0.0010879+0.0014629i,0.00062812+0.001828i,0.0005512+0.0011494i,0.00063265+0.00033662i,0.00097416+0.00016067i,0.00052781-0.0002594i,-0.00039906-0.0014001i,-0.00014313-0.0018288i,0.00018228-0.0010692i,-0.00017516-6.1013e-05i,-0.00037969+0.00039568i
0.00068034+0.001012i,0.0013856+0.0027678i,0.0027765+0.003186i,0.0023099+0.0030604i,0.00046187+0.0030301i,0.00019677+0.0019108i,0.00022024+0.0010056i,-0.00080973+0.0010477i,-0.00033201+0.0011076i,0.00071551+0.0004936i,0.001006-7.6189e-05i,0.0010154+0.00060246i,0.00059599+0.00065428i,0.0010676+5.2132e-06i,0.0011807-6.7368e-06i,0.00018125+0.00032284i,-0.00022183+9.9893e-05i,-0.00037203-0.00051271i,-0.00044294-0.00026829i,-1.1982e-05+6.9668e-05i,-0.00027665+0.0003675i,6.1861e-05+0.00057662i,0.0006584+9.8365e-05i
-0.00054425+2.8935e-05i,-0.00020362+0.0015224i,-0.00042353+0.0027174i,0.00018597+0.0038536i,0.00093444+0.003183i,0.0013766+0.0012335i,0.0015421-0.00027246i,0.0013742-0.00090376i,0.00060792-0.00053695i,0.00052992-0.0003324i,0.0010502-0.00090736i,0.00043385-0.0015385i,-0.00061544-0.0014504i,-0.0002388-0.0010238i,5.184e-05-0.00060963i,-0.00060733-0.00013827i,-0.00062165+0.00011607i,2.3007e-05+0.00078595i,0.00016002+0.00092797i,-0.00036269+0.00053538i,-0.00046314+0.00077051i,-0.00026696+0.00076176i,0.000612-0.00029994i
-0.0010262-0.0016953i,-0.0023312-0.0011749i,-0.0025262+0.00028919i,-0.0025736+0.0017468i,-0.002191+0.0014096i,-0.0016737-0.00053677i,-0.0017453-0.0020581i,-0.0012695-0.0024613i,5.1227e-05-0.0013724i,0.00091194-9.2069e-05i,0.00020705+0.0002933i,-0.0020425-0.00020404i,-0.0028437-0.00079885i,-0.0013291-0.00056247i,0.00013297-6.5977e-05i,0.00040547-0.00029899i,-0.00022336-5.5542e-05i,-0.00019394+0.00019685i,0.0006977+0.00036012i,0.00041807-1.5401e-06i,3.1584e-06-0.00015935i,3.4231e-05+0.00023751i,-6.1768e-06-0.00027218i
0.002784+0.0015221i,0.0015345+0.0022898i,-0.00056827+0.0012775i,-0.0025118+0.00088563i,-0.0016449+0.00037933i,-0.0011085-0.00066871i,-0.0022535-0.0014551i,-0.0027576-0.0012549i,-0.0022258-7.8742e-05i,-0.0015209+0.00094862i,-0.0011874+0.00086282i,-0.0015314+0.00069452i,-0.0014914+0.0010144i,-0.00052403+0.001553i,0.0004414+0.0012761i,0.0011436+0.000605i,0.0010279+0.00058911i,0.00031358+0.00076272i,-0.00036883+0.0008533i,-0.00011629+0.00034673i,-0.0002743-3.3648e-05i,-0.00051201-0.00049391i,-0.0003198-0.00068869i
-0.00042536+0.00065707i,-0.00095967+0.00082991i,-0.0010907+0.001146i,-0.001275+0.0037697i,-0.00042069+0.0039059i,-0.00042108+0.00097508i,-0.0022023-0.00043846i,-0.0037151-0.00068135i,-0.0033528-0.00076617i,-0.0022261-0.0004648i,-0.0011342+0.00020877i,-0.00037411+0.0009259i,8.7162e-05+0.0010216i,-0.00012442+0.00062456i,-0.00096236+0.00022915i,-8.615e-05+0.0003192i,0.00084947+0.00055425i,0.00049068+0.00074475i,0.00050799+0.0011161i,0.00076636+0.0002384i,-0.00025394+0.00018312i,-0.00062163+0.0006409i,-0.00044268+0.00024781i
