-0.0010435+0.0026417i,-0.00064946+0.0012521i,-0.0021907+0.0019144i,-0.002122+0.0016073i,-0.00014919+0.0015293i,0.0012056+0.00075438i,0.00084671+4.7575e-05i,0.0002209-2.2938e-05i,-8.4916e-05-0.0005559i,-0.0002287-0.0011842i,0.00037439-0.0016103i,0.00039368-0.0013556i,5.8947e-05-0.00050619i,0.0007325-0.00024758i,0.0011601+6.7524e-05i,0.0001657+0.00073761i,-0.00044511+0.0010972i,-0.00014525+0.00091184i,0.00010655+0.00022604i,-0.00015942+3.2021e-05i,-0.00086034+0.0010822i,-0.00068643+0.0012642i,2.7951e-05+0.00013115i
-0.00086997+0.0003372i,-0.00023177+0.0013406i,0.00019406+0.0024385i,0.00022558+0.0015154i,0.0012163-0.00016085i,0.0025963-0.001326i,0.0023405-0.0012103i,0.00078512-0.00074718i,-0.00072505-1.9023e-05i,-0.00061172+0.00015611i,0.00012617-0.00074482i,0.00051285-0.00093832i,0.0012104-0.00017208i,0.0014044-0.00081975i,0.00096209-0.00128i,-0.0008231+0.00016934i,-0.0022716+0.0013251i,-0.0021191+0.00094204i,-0.0020371+0.00048247i,-0.0018491+0.00088304i,-0.00048764+0.0010077i,0.00024691+0.00093992i,-0.00027756+0.00033684i
-0.0018385+1.4014e-05i,-0.0013114+0.0017078i,-0.00067001+0.0024804i,0.00097067+0.0025375i,0.0027478+0.0018081i,0.0034911+0.0006698i,0.0023803-0.00066563i,0.00044976-0.0011796i,0.00041799-0.00031139i,0.00078847+0.00015278i,0.0014288+0.00036374i,0.0021688+0.00044699i,0.001908-0.00019525i,0.0016692-0.00020492i,0.0013186+0.00037749i,0.00053376+0.00084912i,-0.00042154+0.00047401i,-0.0012197-0.00024551i,-0.0011588-0.00013597i,-0.00072858+0.00053075i,-0.00022274+0.00079949i,-0.00033585+0.00068689i,-0.00086636+0.00033247i
0.0036066+0.0042154i,0.003678+0.0024289i,0.0041014+0.00028013i,0.0034372-0.00013745i,0.0023375+0.00024717i,0.0018991+0.0012164i,0.0015305+0.0014675i,0.00014226+0.00049404i,-0.00041129-0.00070796i,-0.00014729-0.0010621i,-0.00036311-0.00028446i,-0.00084744+0.00040471i,-0.0010531+0.00091313i,-0.00072816+0.0010601i,7.7144e-05+0.0004502i,0.00010714-0.00073486i,-0.0009031-0.0013056i,-0.0015319-0.0012695i,-0.0010425-0.00050336i,-0.00043978+0.00010594i,-0.00086946-0.0004674i,-0.00056156-0.00056784i,7.0142e-06-0.000367i
-0.00071129+0.00096634i,-0.00018909+0.00082238i,0.00096594+0.0018336i,0.0022895+0.0027698i,0.0024994+0.002296i,0.0024769+0.00056581i,0.0029179-9.1966e-05i,0.002154+0.00058762i,0.0013776+0.0014398i,0.00074213+0.0012299i,-0.00041795-1.5171e-05i,-0.00087416-4.3985e-06i,-0.00050261+0.0002929i,-0.0002919-6.4477e-05i,-0.00062906-0.00069985i,-0.00032933-0.00052931i,-0.00017009-0.00027692i,-0.00024677-0.0011423i,-0.00051049-0.0010027i,-0.00044677-0.00083627i,0.00079952-0.00071623i,0.0010825+0.00012938i,0.00029278+0.00076773i
0.00023567+0.0043558i,0.0018768+0.0039048i,0.0022363+0.0024372i,0.0016532+0.0012393i,0.0016291+0.00081458i,0.0022964+0.00014444i,0.0019561-0.0001218i,0.0003699-9.091e-05i,-0.00058732+0.00041903i,-0.00084129+0.00029427i,-0.00052118-0.00080598i,-0.0010593-0.00091442i,-0.0013509-0.00074396i,-0.0011351-0.00089796i,-0.00082573-0.0011029i,0.00015467-0.0010959i,0.0006266-0.0010977i,0.00026707-0.0012609i,0.00014544-0.00096768i,-8.2452e-05-0.00022001i,0.00014906+0.00014661i,0.00019789+5.3985e-05i,-0.00047577-0.00010565i
0.0018152+0.0002004i,0.0029927+0.0015077i,0.0013402+0.0023383i,0.00036786+0.0026053i,0.0014578+0.0019916i,0.0024991+0.00022088i,0.0022816-0.00085768i,0.0013674-0.0015716i,7.923e-05-0.0016919i,-0.00041642-0.0010705i,-0.00038093-0.00032242i,-0.00075813+0.00010884i,-0.00010941+3.5928e-05i,0.00032233+1.5356e-06i,3.4836e-05+0.00032632i,-0.00018534+0.00014898i,-0.00030952+0.00027601i,0.00023787+0.00081693i,0.00065884+0.00017591i,0.00015602-0.0005227i,-0.00035713-0.0004057i,-0.00061819+0.00011565i,-0.00025887-2.2436e-05i
-0.00034806+0.0025525i,-0.00040114+0.0022394i,0.00011023+0.00046576i,0.00091465-0.0008141i,0.001817-0.00033597i,0.0017017+2.7147e-05i,0.0013514+7.6259e-05i,0.00068192+0.00031471i,0.00034166+0.00011223i,0.00026575-0.0010945i,-0.00024268-0.0012472i,-0.00073117-0.00047391i,-0.00065277-0.0003255i,-0.0011542-0.00015086i,-0.0021245-0.00032221i,-0.0015541-0.00026345i,0.00010203+0.00038876i,0.00058355+0.0014653i,0.00048739+0.0014177i,1.8577e-05+0.00096167i,-0.00031059+0.00067385i,0.00011982+0.00080831i,-2.186e-06+0.00036652i
0.0023571+0.0026913i,0.0023394+0.0029462i,0.00086848+0.0019586i,-0.00065013+0.0015376i,0.00015893+0.0014595i,0.0023302+0.00084485i,0.0031789-0.00022253i,0.0022202-0.00058679i,0.0015388-0.00043635i,0.0015693-0.00034209i,0.0014737-0.00030823i,0.00115-0.00046021i,0.0010878-9.2842e-05i,0.00055546-0.00021843i,-0.0010236-0.0005147i,-0.0015207-0.00010935i,-0.00086495+9.9604e-05i,-0.00054854+0.00063761i,-0.00049959+0.00059328i,-0.00084148+0.0002477i,-0.00057567+0.00031788i,-0.00039961+0.00027592i,-0.00030713+0.00018734i
0.00016434-0.0015605i,0.00027831-0.0034639i,8.345e-05-0.0027685i,0.0005879-0.00069714i,0.0016052-0.00037351i,0.0030022-0.00070112i,0.0024431-0.00085174i,0.0006622-0.0011211i,-0.00054171-0.0012849i,-0.0010016-0.0010844i,-0.00026231-0.00068159i,0.00042133-0.00040559i,0.00099099+0.00050281i,0.0014347+0.001113i,0.0008534+0.00077444i,0.00018539+0.00041138i,-0.00047213+0.00026961i,-0.0012488+0.00070783i,-0.0013278+0.0010126i,-0.0012545+0.0010489i,-0.00094107+0.00083235i,-0.00049307+0.00055363i,0.00011578-0.00013511i
0.0012792+0.002562i,0.0017378+0.0020714i,0.0004579+0.00054028i,-0.0010319-6.1902e-05i,-0.00082071+0.00047708i,-0.00024387+0.0012551i,0.00060633+0.0018268i,0.00098431+0.00099788i,0.00045659-0.00017195i,-0.00047426-9.4166e-05i,-0.00095302+0.00042593i,0.00017507+0.00049441i,0.00074469+0.00087237i,-4.938e-05+0.0012983i,-0.0005592+0.0012134i,-0.0007779+0.00056331i,-0.00031854-0.00016801i,0.00013935-0.00033965i,-0.00041276-0.0003012i,-0.00050115-0.00036642i,-0.00085136+0.00010092i,-0.0012458+0.00033328i,-0.0011037-0.00033782i
0.0042866+0.0022824i,0.0061898+0.0018566i,0.0065391+0.00063953i,0.004978+0.00014349i,0.0039639+0.00057272i,0.0036001+0.0010849i,0.0029747+0.0010683i,0.0013138+0.0003234i,-0.00016193+0.00018457i,-7.2109e-05+0.00015139i,-0.00036972-0.0005377i,-0.0012399-0.00046213i,-0.0012437+0.00016386i,-0.0012783-0.00036256i,-0.00085985-0.00033309i,0.00014348-6.057e-05i,0.00016324-0.00036792i,-0.00060853-0.00075874i,-0.0010632-0.00046446i,-0.0012103-0.00043976i,-0.0012334-0.00048704i,-0.00081899+0.00027772i,-0.0010274+0.00061121i
-0.00051933-0.0018801i,-0.0032511-0.0013351i,-0.0043044-0.0013729i,-0.0030757-0.00090076i,-0.0011367+0.00095892i,0.0010552+0.0013137i,0.0017135-0.00021827i,0.00081955-0.0017187i,0.00027272-0.0020264i,-0.00078424-0.0018015i,-0.0023224-0.00046608i,-0.0024135+0.0011778i,-0.0016819+0.0018138i,-0.00046203+0.0017361i,0.00010866+0.0022863i,0.00053343+0.0018794i,0.00037876+5.2118e-05i,-0.00063475-0.00070449i,-0.00077153-0.00036953i,4.7963e-05+0.00010855i,-0.00016169-8.1867e-05i,-0.00088445-0.00095297i,-0.0010637-0.00080237i
0.0024567+0.0048349i,0.004163+0.0047797i,0.0043189+0.0046346i,0.0040154+0.0030141i,0.0033303+0.0012605i,0.0022068+0.00033921i,0.0012785-0.00069884i,0.00041782-0.00074826i,-0.00015538-0.00037505i,-2.0231e-05-0.00061578i,0.00049248-0.00096959i,-9.9546e-06-0.00099273i,-0.00069575-0.00053327i,-7.594e-05+0.00024175i,-0.00059785+0.00063975i,-0.0013152+0.00085004i,-0.00037895+0.00053314i,0.00018062-0.00044609i,-7.5113e-05-0.0012956i,0.00010689-0.0011171i,0.00058066-0.00077978i,0.00053174-0.0010062i,6.7232e-05-0.00061428i
-0.00011531-0.0024723i,-0.00073797-0.002773i,-0.0013-0.0025344i,-0.0013206-0.00013831i,-0.0003908+0.0016695i,0.0020117+0.0016225i,0.0032078+0.000794i,0.0022823-0.00018823i,0.0014298-0.0011083i,0.00074336-0.0015486i,-0.00017862-0.00098091i,-0.00040001-0.00077108i,0.00025551-0.0011892i,0.00082273-0.0013088i,6.5986e-05-0.00082587i,-0.00020499-0.00023019i,0.00013173+0.00024856i,0.00024475+0.00068888i,0.00043701+0.00015214i,0.00021955-0.00056401i,0.00026946-0.00078179i,0.00047239-0.0006147i,0.00049368-0.00011384i
0.0013486+0.005538i,0.0036543+0.0065841i,0.0050099+0.0043916i,0.0048157+0.0018067i,0.0039212+0.00035335i,0.0027643-0.00035618i,0.00148+5.0076e-05i,0.00092742+0.00057419i,0.0015442+0.00046077i,0.0016637-0.00056337i,0.00078931-0.0017449i,-0.00020981-0.0019716i,-0.00082853-0.00093678i,-0.0018824-0.0010516i,-0.0022109-0.00195i,-0.00052057-0.0014497i,0.00098456-0.00029689i,0.00080523+0.00058426i,0.00014374+0.00096216i,-0.00020726+0.00086556i,-0.00014779+0.00023215i,0.00060095-0.00034315i,0.0011706-0.00016708i
0.00099023+0.0032174i,0.0021096+0.0015677i,0.0032859+0.00022667i,0.0028548+5.6934e-05i,0.001923-0.00019877i,0.002171-0.00027885i,0.0021352+0.00070382i,0.001058+0.00088017i,0.00012008+0.00045597i,1.4248e-05-8.4341e-05i,0.00041631-0.00035457i,0.00078531-0.00034409i,0.00047244-0.00030676i,-0.00038998-0.0008261i,-0.00082699-0.0014989i,-0.00081023-0.0016919i,-0.0003503-0.00042516i,0.00033008+0.001327i,0.00067879+0.00075722i,0.00045825+2.4052e-05i,0.0002876-9.29e-05i,-5.1805e-05+5.1306e-05i,0.00027054+0.00032204i
0.00011139+0.00032401i,1.7392e-05+0.00042709i,-0.00047932+0.00071533i,0.00065893+0.00054642i,0.0021981+0.00089716i,0.0028393+0.00061978i,0.0025501-0.001375i,0.0016956-0.0018525i,0.0010673-0.0010861i,0.0011002-0.00065843i,0.00093373-0.00070204i,0.0013189-0.00065736i,0.0020963-0.00015367i,0.0017052-3.3576e-05i,0.0014831-0.00030486i,0.00097113-5.555e-05i,0.00054371+0.00038173i,0.00048234+2.6449e-05i,0.00062581+5.4016e-05i,0.00071879+1.4394e-05i,-0.00044512-0.00055639i,-0.0012154-0.00086624i,-0.00056912-0.00032385i
0.00091972+0.0041046i,0.0028443+0.0046933i,0.0036743+0.0028638i,0.0038885+0.0010049i,0.0030582-0.0001533i,0.0029274-0.00017706i,0.0027012+0.00024228i,0.0015037-0.00041238i,0.00079972-0.00049495i,0.00032237-0.00066956i,-0.00039698-0.000118i,-0.0010854+0.0012261i,-0.00072263+0.0014852i,-0.00030843+0.00074528i,-0.00070616+0.00027957i,-0.00011707+0.00013206i,0.00019764+0.00068595i,-0.00083152+0.0019958i,-0.00087256+0.0011796i,-0.00071707-0.00049039i,-0.00082453-0.00030123i,-0.00076281+0.00059095i,-0.00070318+0.00077331i
0.0027287+0.0016629i,0.0025512+0.0012271i,0.0024975+0.00054934i,0.002873+0.0006325i,0.0030403+0.001114i,0.0027976+0.0014997i,0.0019828+0.0011821i,0.00086055+0.00043515i,0.00011851+6.2738e-05i,-3.0637e-05-7.9222e-05i,-0.00060582+0.00017113i,-0.0012848-2.1871e-05i,-0.00057955+0.00021644i,-0.00021262+0.00072736i,-0.001068+0.00096941i,-0.0014544+0.00079992i,-0.00085857+0.00035937i,-0.0010316-6.2859e-05i,-0.0014836-0.00047655i,-0.00086073-0.00013149i,-0.00025079-0.00028255i,-3.9837e-05-0.00066678i,-6.866e-05-0.00036949i
-0.00011867+0.0052908i,0.0011697+0.0055603i,0.0033191+0.0039892i,0.00316+0.0012098i,0.0016928-0.00065505i,0.0010833-0.00028414i,0.00076644-0.0001695i,0.00046885-0.00032896i,-0.00043382-0.00027259i,-0.0012697-0.0005446i,-0.0015144-0.00065846i,-0.001876-0.00013508i,-0.0017341+0.00026653i,-0.00082504+0.00047324i,-0.0005674+0.00045543i,-0.00025618+0.000681i,-0.00023156+0.00031735i,-0.0011864-0.0011487i,-0.0021692-0.0014261i,-0.0015861-0.00044542i,-0.00070437-8.2714e-05i,-0.00062656-5.2829e-05i,-0.00067158-0.00034113i
-0.00071598+0.0017909i,0.00094432+0.001385i,0.00215+0.0017029i,0.0035498+0.0022035i,0.0043331+0.0019911i,0.004611+0.0005263i,0.0039666-0.00033162i,0.0020058+1.872e-05i,0.00054705+0.00018495i,0.00026601+1.566e-05i,0.00014588-0.00016594i,-2.6535e-06-0.00065692i,8.811e-05-0.001252i,-3.0102e-05-0.0014403i,-0.00062938-0.00079889i,-0.00089358-0.00064865i,-0.00064034-0.00088614i,-0.00063338-0.00098447i,-0.00094921-0.001129i,9.9909e-05-0.0012752i,0.0011546-0.00070634i,8.2444e-05+7.5794e-05i,-0.0013397-0.00018032i
0.00091156+0.0018407i,0.00060589+0.0036004i,0.00063704+0.0033695i,0.0015788+0.0018089i,0.0017918+0.0014695i,0.0015521+0.0012278i,0.0011682-6.0764e-05i,0.00011705-0.0014726i,-0.00014561-0.0011743i,0.0012947+0.00030697i,0.0018962+0.00058631i,0.0014718-0.00045048i,0.00063087-0.0002308i,-0.00047079+4.9218e-05i,-0.00035801-0.00068998i,3.064e-06-0.00071829i,-0.00043581-0.00076685i,-0.00010726-0.0014635i,1.753e-05-0.0018394i,-0.00016643-0.0012762i,0.00084802-0.00068608i,0.00091332-0.00081977i,0.00017721-0.0012837i
0.0030761+0.0021257i,0.0032327+0.0014345i,0.0027415-0.00089227i,0.0022659-0.00029135i,0.0017355+0.0012562i,0.0020468+0.0014317i,0.0022636+0.00055414i,0.0018923-0.00036357i,0.0010815-0.00074294i,0.00048995-0.0014025i,0.00040979-0.001686i,-2.7108e-05+1.2727e-05i,-0.00031525+0.00073761i,-0.0004696+0.00029947i,-0.00065432+0.0003766i,0.00019905-6.4749e-05i,0.0013809-0.00034834i,0.0018891-0.00014558i,0.0015902-0.00053619i,0.0011797-0.00016904i,0.0009441+0.00084598i,0.00030717+0.0006476i,-0.0011888-0.00024642i
-0.003794+0.0022374i,-0.0045789+0.0017828i,-0.0035791+0.0020739i,-0.0010243+0.0019389i,0.0014556+0.0015388i,0.0025643+0.00028762i,0.0019256-0.00070814i,-0.00049187-0.0012971i,-0.00182-0.00064038i,-0.00048972+0.00055476i,0.00058023+0.00026897i,0.0009283-0.00052251i,0.00097233-0.00043421i,0.00055686-0.00092868i,0.00044472-0.00088631i,0.0010213-0.00027125i,0.0018021-0.00068861i,0.0018907-0.00084182i,0.00046791-0.00040948i,-0.00037701-0.00042094i,-0.00029214+0.00014645i,-0.0005889+0.00055904i,-0.00071019+0.00080388i
0.0027398+0.00098731i,0.0045094+0.0017147i,0.0044959+0.00046678i,0.0026753-0.00059439i,0.0025658-6.9064e-05i,0.0029917+0.00062076i,0.0025117+0.00025584i,0.0014909-0.0004564i,0.00053482-0.00045942i,0.00061015+1.649e-05i,0.000587+0.00078067i,-0.00027774+0.0004291i,-0.00041378-8.3813e-05i,-0.00033706+0.00020533i,0.00034964+0.00084341i,0.00084256+0.0014715i,0.00058492+0.0021011i,0.0004694+0.0025815i,0.00058571+0.0015788i,-5.7179e-05-0.00019495i,-0.00054815-0.00052477i,-0.00057783-0.0004341i,-0.00082128-0.0003701i
0.0032445+0.0028854i,0.0039701+0.001164i,0.0038003+0.00055047i,0.00361+6.7038e-05i,0.0039661-0.00011076i,0.0036203-0.00024526i,0.002085-0.00032097i,-9.6795e-05-0.0010567i,-0.00079964-0.0014334i,-0.00011807-0.00097093i,0.00062689-0.001418i,0.00083409-0.0015011i,-0.00015111-0.00079042i,-0.00090588-0.00047358i,-0.000672-9.0708e-05i,-0.00067918+0.0011124i,-0.00057573+0.0021583i,-0.00021828+0.0025906i,0.00032184+0.0020333i,-8.646e-05+0.0012743i,-0.00051082+0.00023081i,-0.00060295-0.00038006i,-0.00071902+0.00022042i
-0.00088498+0.0051162i,0.0003043+0.006539i,0.0017132+0.0058267i,0.0011418+0.0037818i,0.0005442+0.0017227i,0.0010711+0.0017581i,0.0016313+0.0023199i,0.0011424+0.0015687i,-0.00010792+0.00039576i,-0.00087085-2.0031e-05i,-0.0015392-0.00025176i,-0.0016569-0.00030041i,-0.0011836-5.6971e-05i,-0.0013744-0.00014775i,-0.0020621-0.00062173i,-0.0016601-7.2792e-05i,-0.00055236+0.00068481i,-0.00024083+0.0011919i,-0.00052708+0.00067346i,-0.00045257+2.0673e-05i,-8.2542e-05-0.00019865i,-0.00014263-0.00091452i,-6.1094e-05-0.00094627i
-0.0010945+0.0021181i,0.0006311+0.0031596i,0.0030782+0.0028515i,0.0042482+0.0011096i,0.0043927-2.3227e-05i,0.0041505-0.00014957i,0.0027731-0.00044665i,0.0014475-0.0016044i,0.00076879-0.0013983i,0.00099441-0.00090022i,0.00075998-0.0013559i,-0.00019178-0.0012102i,-9.1535e-05-0.0012839i,0.00012202-0.0019113i,-2.891e-05-0.0018556i,-0.00028164-0.00094415i,-0.0016519+0.00028648i,-0.0033245+0.0013133i,-0.0029808+0.0016225i,-0.0012091+0.00090289i,3.9414e-05-2.3945e-05i,0.0007763-0.00032653i,0.0014478-0.00031655i
-0.0011694-0.00062455i,-0.0031095-3.2203e-06i,-0.004741+0.00012421i,-0.0040423+0.00044906i,-0.001528+0.0015853i,0.0013001+0.0015077i,0.002864+0.00025082i,0.0020686-0.00091384i,0.00073987-0.0012528i,-0.00021586-0.0016173i,-9.6057e-05-0.001761i,0.00043688-0.0015532i,0.00040454-0.00099639i,0.00053476+0.00019212i,0.00059197+0.00062665i,-0.00046064+0.00030889i,-0.001335-0.00059113i,-0.001114-0.0016134i,-0.00023246-0.0020187i,0.00011023-0.0010519i,-3.9737e-05-0.00030287i,-0.00026276-0.00010737i,6.0906e-05-0.00015943i
0.00081617+0.0027152i,0.0027291+0.0039983i,0.0051674+0.003022i,0.0050601+0.0021419i,0.0033925+0.00040689i,0.0025408-0.00048811i,0.00164-0.00034205i,0.00035648+0.00028865i,-0.00086233+0.00083332i,-0.00091557+0.0012837i,-0.00017254+0.0010047i,0.00043083+0.00034021i,0.0011894+0.00032591i,0.00028477-0.000297i,0.00011446-0.0012405i,0.00081968-0.0011865i,0.0001499-0.0015461i,-0.00033345-0.0024178i,-0.00077105-0.0018821i,-0.0011826-0.00098035i,-0.00045407-0.00031283i,-0.0005606+0.00017202i,-0.00083694+0.00021228i
-0.00077556+0.0028371i,-0.0017197+0.0015644i,-0.0019093+0.0010132i,-0.00056791+0.0006348i,0.0017223+0.00046794i,0.0026924+2.4305e-05i,0.0021516-0.0002415i,0.0012451+0.00017639i,0.0014431+0.00050053i,0.0017038-2.5075e-05i,0.0011813-0.00034218i,0.00084517+0.0012952i,0.00059822+0.0019235i,0.00020733+0.00071498i,-6.4485e-07+0.00021324i,-0.00041978-0.00043337i,2.7267e-05-0.0017004i,0.00062458-0.002001i,-0.00032579-0.0015383i,-0.0011244-0.00086013i,-0.00069622-4.8455e-05i,-0.00036641-5.1047e-05i,-8.4103e-05-0.00051671i
0.001224+0.0033127i,0.0027354+0.0024646i,0.0036923+0.0010844i,0.0034958+0.00087849i,0.0033496+0.00082478i,0.0041432+0.00013328i,0.0034386-0.00032868i,0.0012924-0.00087701i,0.00072875-0.0017274i,0.00088215-0.0017713i,-0.00013435-0.00097658i,-0.0010157+0.00051641i,-0.00074598+0.0013988i,-0.00057432+0.00066572i,-0.00043126+0.00025083i,0.00076944+0.0011824i,0.0021991+0.0011057i,0.0037253-0.0002978i,0.003318-0.00096177i,0.0010355-0.00097882i,-0.00038866-0.00064929i,-0.00020659-0.00039766i,0.00036642-0.00066583i
0.0049962+0.00055459i,0.00502+0.00037183i,0.0040381-0.00065069i,0.0025024-0.0006416i,0.00051649-0.00060956i,-0.00028349+0.00031346i,0.00056199+0.00061294i,0.00012321+0.00024673i,-0.0003369+0.00018779i,-0.00098897-0.0003142i,-0.0021336-0.00064524i,-0.0022485-0.00031932i,-0.0023106+0.00063007i,-0.002398+0.0010915i,-0.0014135+0.00068247i,0.00011813+0.00084009i,0.00083321+0.0012699i,0.0015981+0.0012085i,0.0019384+0.00094028i,0.00073435-4.9671e-05i,0.00012542-0.0012811i,2.4649e-05-0.00091516i,0.00039846+0.00032153i
-0.00068245+0.0048459i,-0.00047386+0.0070777i,-0.00054742+0.0062047i,0.00025473+0.0031648i,0.0011223+0.0014731i,0.0021339+0.00083972i,0.0020809+0.00032471i,0.00072969-0.0004205i,0.00019657-0.00066298i,0.00073643-0.00022464i,0.0010265-0.00049961i,0.00030802-0.00092684i,-0.00070687-0.0009862i,-0.00050586-0.001602i,-0.00020092-0.0018002i,-0.00086937-0.0011876i,-0.00038461+0.00032241i,0.00086934+0.0019035i,0.0006489+0.0014445i,8.0649e-05+0.00061407i,-4.5882e-05+0.00022639i,0.00048438-0.00037355i,0.00084919-0.00031578i
0.00094429-0.0018925i,0.0021195-0.00089674i,0.0019428-0.00034608i,0.0016494+4.1896e-05i,0.0021623+0.00060841i,0.0033619+0.00059991i,0.0024788-0.00020905i,0.00069845-0.0007624i,-8.5056e-05-0.00091535i,-0.00058602-0.0011622i,-0.00080737-0.0017557i,-0.0010881-0.0025207i,-0.001351-0.0028899i,-0.00081438-0.0026882i,-0.00070832-0.001526i,-0.0010698-9.4716e-05i,-0.0013154+0.0010068i,-0.0013522+0.0022892i,1.0547e-06+0.0023809i,0.0017923+0.0015521i,0.00072743+0.00049053i,-0.00049303-0.00039978i,-0.00028634+9.1287e-05i
-0.002082+0.0047906i,-0.0016618+0.0051377i,0.00048494+0.0047622i,0.0023152+0.0035156i,0.003104+0.0014407i,0.0030205-6.199e-05i,0.0016189-0.0010743i,0.00040635-0.0015069i,0.00074823-0.0003228i,0.0013022+0.0011723i,0.0017178+0.0012861i,0.0022622-4.967e-06i,0.0025769-0.0013989i,0.0018591-0.0022413i,0.0010313-0.002813i,0.00045917-0.002422i,-0.00055415-0.00093595i,-0.0017582+0.00051813i,-0.0016299+0.00042039i,-0.0012233-1.8681e-05i,-0.00086273+0.00017762i,-0.00024939+0.0006674i,9.6903e-05+0.00070184i
0.0020518+0.00040299i,0.0016487-0.00058116i,0.0023515-0.001346i,0.0027925-0.00040964i,0.0023923+0.00047862i,0.001862+0.0009193i,0.0017656+0.00092307i,0.0023614-9.1776e-05i,0.0026409-0.00060391i,0.0016183-0.00040363i,0.0010651+9.9468e-05i,0.0021785+0.000214i,0.00263+0.00033758i,0.0019839+0.0012259i,0.0010998+0.001606i,-0.00022904+0.0012152i,-0.0015994+0.00025185i,-0.0019557+0.00062531i,-0.0011796+0.0020866i,0.00020575+0.002155i,0.0012468+0.0017654i,0.0016718+0.0015075i,0.0010999+0.00071434i
0.0019171+0.0037471i,0.0023207+0.003008i,0.0020141+0.0025757i,0.0031047+0.001948i,0.0045696+0.00084934i,0.0048596-0.00026216i,0.0033814-0.00072422i,0.0012992-0.00068273i,0.00014467-0.00037406i,4.8854e-05-0.00051786i,2.1882e-05-0.00011545i,0.00014704-0.00031357i,0.00027301-0.00053101i,1.3722e-05-0.00060745i,0.00059965-0.0010781i,0.0012935-0.001137i,0.00045821-0.0011056i,-0.00060139-0.0014229i,-0.0010812-0.0014813i,-0.00095312-0.00031993i,-0.00098083+0.00038398i,-0.00020424+0.00081507i,0.0006763+0.0005017i
0.0016378+0.00024123i,0.0016382+0.0006237i,0.001541-0.00049596i,5.7082e-05-0.0003343i,-0.00042939+0.00056935i,0.0015769+0.0015406i,0.0029856+0.0014537i,0.0022574+0.0011217i,0.00087412+0.00054204i,-0.0004117-0.00063244i,-0.0006145+0.00026507i,-0.00014464+0.0023196i,-9.4752e-05+0.0037016i,-0.00052935+0.0040335i,-0.0013484+0.0036589i,-0.0014859+0.0019441i,-0.00060336-0.0011207i,-0.00066281-0.0029677i,-0.0011567-0.0019583i,-0.0013615-0.00075589i,-0.001746+0.00012032i,-0.0021588+0.00026956i,-0.0017353-1.401e-05i
-0.00010228+0.0037942i,0.0015836+0.0047764i,0.0026176+0.0040988i,0.0024773+0.0016419i,0.002031+0.00012007i,0.0011915-0.00051179i,0.0003142-0.00044693i,-0.0005252-0.00084736i,-0.00068216-0.0016869i,0.00025121-0.0026466i,0.0005405-0.0025612i,-0.00082885-0.00094973i,-0.0019765+0.00046891i,-0.0017853+0.0004332i,-0.0012449-0.00062516i,-0.00024895-0.0003463i,0.00039862-0.00025099i,0.00095986-0.0010829i,0.0011562-0.0015951i,0.00029662-0.0013765i,0.00039032-0.00067202i,0.00081182-0.00011854i,0.00069784+0.00030007i
-0.00069723+0.002982i,-0.0023913+0.0034966i,-0.0023025+0.0021163i,-0.00056566+0.00041704i,0.0023558+8.9866e-05i,0.0045647+0.00081347i,0.00296+0.00032168i,0.00073047-0.00085466i,0.00072203-0.0017779i,0.00027276-0.0025702i,-0.00061136-0.0023037i,-0.0018283-0.00067706i,-0.0026391+0.00018948i,-0.0025883+5.8318e-05i,-0.0021504-0.00018302i,-0.00033747-0.00041789i,0.0018943-0.001398i,0.0031858-0.0018826i,0.0026651-0.0023771i,0.0010751-0.0024223i,-0.00063307-0.0018282i,-0.0015402-0.0013483i,-0.0012646-0.00070289i
-0.00028008+0.0014457i,2.9877e-05+0.00085706i,0.00035701+0.00055159i,0.00085267+0.00093347i,0.0016051+0.0016518i,0.0021256+0.0016336i,0.0024265+6.7407e-05i,0.0021574-0.0010801i,0.0012532-0.00010853i,0.0012475+0.0010216i,0.0011733+0.00023341i,-0.00015146-0.00084645i,-0.00057812-0.0017531i,-0.00016319-0.0022027i,0.00044737-0.0014481i,0.00092928-0.00029899i,0.00082652+0.00099861i,0.0013098+0.0021287i,0.00068277+0.0013243i,0.00087208+1.8727e-05i,0.001772-0.00062971i,0.0015785-0.0011109i,0.00088625-0.00022126i
-0.0001819+0.00043946i,0.0012415+0.001043i,0.0012374+0.00079827i,-0.00023609-7.8979e-05i,-0.00023709-0.00049983i,0.0005391-0.00023017i,0.0013572-6.1883e-05i,0.0011301-0.00017589i,0.00074253-0.0018115i,0.00034831-0.0026376i,-0.0004768-0.0020337i,-0.00073791-0.0026061i,-0.00022222-0.0033061i,4.4087e-05-0.0028866i,0.00012953-0.0014248i,0.00021762+2.4762e-05i,0.00079808+0.0011725i,0.0012492+0.0025281i,0.0012719+0.0021964i,0.0013651+0.00046349i,0.00074934-0.00094493i,-8.8623e-05-0.0012021i,-0.00035172-0.0008648i
