-0.0010395-0.001144i,-0.0010252-0.0015487i,-0.0015468-0.0009942i,-0.0020106-0.00012265i,-0.0019616+0.00018398i,-0.0017637+0.0011896i,-0.00084784+0.0024494i,-0.00047118+0.0024067i,-0.00040182+0.0013357i,-0.00029995+0.00087321i,-0.00055877+0.00037254i,-0.0011186+0.00010855i,-0.0011784+0.00074014i,-0.00063683+0.00089653i,-0.00082097+0.00028696i,-0.00054926-0.00025873i,-0.00023056-0.00049868i,-0.0001423-0.00093521i,0.00014918-0.0010318i,0.00069835-0.00058602i,0.00065094+0.00010061i,0.00040886+0.00023692i,0.00026187+5.5942e-05i
0.00075417-0.00033361i,0.00035123-6.0695e-06i,0.00013966+7.6072e-05i,-0.00027271-0.00035932i,-0.0003321+0.00012493i,0.00011001+0.00084189i,0.00065709+0.0012922i,0.00035298+0.00098985i,-0.00064009+0.00011341i,-0.00049973-0.00022244i,-0.00070444+0.00021426i,-0.0011022-0.00014514i,-0.00045765-0.00071664i,-0.00020455+0.00015167i,-0.0005992+0.00095255i,-0.00064953+0.00045539i,-0.00024115-0.00032728i,-0.00011612-8.8618e-05i,0.00084546+0.00036748i,0.0012506+1.1953e-05i,0.00030644-0.00034473i,0.00019362-0.00058922i,0.00084478-0.00059659i
-0.00043316+0.0009582i,0.00039892-0.00015258i,0.00068108+7.7822e-06i,0.00042619+6.3955e-05i,0.00016-0.00090736i,-6.4619e-05-0.00047179i,-0.00053305+0.0010293i,-0.0004405+0.0011172i,-0.00022048+0.00014284i,-0.0012636-0.00052936i,-0.0020757+3.5535e-05i,-0.00076703+0.00068288i,0.00029698+0.00023654i,-0.00034345+0.00029689i,-0.0012348+0.00081326i,-0.00049603+0.0003375i,0.00071493+0.00077228i,0.00055135+0.0014056i,0.00047792+0.00071722i,0.00084881-0.00023385i,0.00022835-0.00049622i,-0.0001568-0.0003764i,-3.5388e-05-0.00048622i
0.00094439-0.00090529i,0.0013258-0.00060344i,0.0015116-0.0020202i,-5.697e-05-0.0025679i,-0.0025219-0.0012523i,-0.0031505+0.00036649i,-0.0017963+0.0014279i,0.00030375+0.00086286i,0.00081254+8.137e-05i,5.8171e-05-0.00043178i,-0.0010112-0.00075431i,-0.0014013-0.00058868i,-0.00074115-0.00037507i,0.00022486-4.3421e-05i,0.00025342+0.0010059i,-0.00049363+0.0012023i,-0.00068016+0.0014325i,-0.00059367+0.0011287i,-0.00023876+2.0117e-05i,-0.00049571-0.00026732i,-0.00074941-0.00086731i,-0.00030857-0.0014254i,-0.00062976-0.00084954i
-0.00093636-0.0013746i,-0.0011035-0.00064912i,-0.00081972-0.0011214i,-0.00012091-0.0012543i,-0.00036799+0.00048022i,-0.0010652+0.0012637i,-6.6618e-06+0.0017005i,0.00060405+0.00084561i,-0.00065126-0.00069019i,-0.0015471-0.00057963i,-0.0009215-9.3754e-05i,-0.00043847-0.00020322i,2.8398e-05-0.00082477i,0.00056209-0.00066814i,0.00016515+2.9679e-05i,-0.00014148+9.0634e-05i,-0.00056645-0.00032776i,-0.0011872-0.00052888i,-0.00063738-4.8537e-05i,0.00029271+0.00050628i,0.0002372+0.00039524i,-8.304e-05+0.0003052i,0.00021668+0.00039152i
0.0020066-0.00049351i,0.0022645+6.2251e-06i,0.001023-0.00052524i,-0.00029626-0.0014024i,-0.0014479-0.00066153i,-0.0014622+0.00035172i,-0.0011912+0.00092244i,-0.00051025+0.00093685i,-3.3484e-05+0.00015617i,-0.00066815-0.00049941i,-0.00052674-0.0006935i,0.0002452-0.00042119i,0.00037677-0.00046045i,0.00039614-0.00023183i,0.00056457+0.0003589i,0.00044277-0.00013897i,-0.00044049-0.0006717i,-0.00059788-0.00010046i,-0.00029847+0.00038584i,-0.00030516+1.5332e-05i,-0.00011496-0.00030839i,-0.00065361-0.00016231i,-0.0013613-7.3313e-05i
1.0644e-05-0.0012626i,-0.00013916-0.0009522i,-0.00068269-0.0007998i,-0.0016874+0.00029917i,-0.0026402+0.0017782i,-0.002267+0.0027756i,-0.0011397+0.0021096i,-0.00044401+0.0011627i,-0.00066496+0.0011398i,-0.00077496+0.0010569i,-0.00042556-2.675e-05i,-0.00073144-0.00051549i,-0.00065136-0.0001496i,7.3368e-05+0.00015158i,0.00039012+9.0104e-07i,0.00083331+2.7751e-05i,0.00072671+0.00040128i,0.00047344+0.00082822i,0.00028169+0.00092027i,0.00019117-0.00011598i,0.00028865-0.00057608i,0.00027262+0.00010917i,0.00057952+0.00033555i
-0.00060268-0.0005536i,0.00022215-0.00020092i,0.00082433+0.00010075i,0.00035703+0.00010201i,-0.0011996-0.00045841i,-0.0012334-0.00039828i,0.00067171+0.00038767i,0.0010201-6.5328e-05i,0.00047591-0.00055723i,-6.2345e-06+6.4183e-05i,-0.00043649+0.0003214i,0.00022962-0.0002638i,0.00085824-0.00057764i,0.00069413+0.00014776i,-0.00025605+0.00099195i,-0.00015191+0.00090254i,0.00059807-0.00041916i,0.0002504-0.0010763i,-0.00013671-0.00051455i,-0.00019295-0.0003035i,0.00039153-0.00042549i,0.0014185-0.0001832i,0.00098505+2.0246e-05i
0.0005883+0.00032425i,0.0013174+0.00043599i,0.00089595+0.0004286i,0.0011003+0.00028421i,0.00055415+0.00036904i,-0.0009356+0.00022733i,-0.00055721+0.00072369i,0.00064262+0.0006316i,0.00035633-0.00039622i,-0.00013938-0.00054811i,0.00015732-0.0001047i,-0.00013492+0.00017845i,-0.00054331+0.00012867i,-0.0002028+0.00011487i,0.00038719-7.9968e-05i,0.00076589+0.00060571i,0.00028668+0.0010644i,-0.00042259+0.00033974i,-0.00077864-0.00054256i,-0.0001926-0.00068979i,7.3487e-05-0.00066238i,-2.7357e-05-0.00080808i,-0.00036019-0.00072418i
0.0012655-0.001502i,0.0012055-0.0017341i,0.00097644-0.0021616i,0.00052868-0.0017845i,-0.00079926-0.0011671i,-0.0019614-2.6905e-05i,-0.0018775+0.001933i,-0.0013773+0.0022985i,-0.0004212+0.00050261i,-0.00010908-2.2861e-05i,-0.00061961+0.00092498i,-0.0007615+0.00043569i,-0.0012082+0.00011439i,-0.0016468+0.0003077i,-0.0012093+0.00033398i,-0.00070226+0.00073514i,-0.00063506+0.00097293i,-0.00018448+0.00053316i,-9.0801e-05-0.00010144i,-9.0856e-05-0.00049108i,3.8513e-05+0.00033959i,-0.00060093+0.0014046i,-0.0010058+0.0013454i
-0.0011323-0.00032417i,-0.000678+0.00028726i,-0.0015306+0.00067995i,-0.0017076+0.00021123i,-0.0010588-0.00034371i,-0.0008513-0.00052021i,-0.001049-0.00012205i,-0.00081694+0.00030507i,-0.001049+0.00015782i,-0.0012086-0.00027123i,-0.00032891-0.00032245i,-0.00013063-0.00018759i,8.0999e-05+1.1314e-05i,3.7527e-05-0.00016158i,-0.00059178-0.00017578i,-0.00077567+0.00062403i,-0.00069821+0.0013379i,-0.00040478+0.00072717i,0.00016188-0.00042794i,0.00036918-0.00073365i,2.5499e-05-0.00018929i,-0.00072443+0.00032146i,-0.0014914-0.00011333i
-0.00049452+0.0014814i,-0.00020558+0.0013194i,0.00014722+0.0015152i,0.0011097+0.001138i,0.0017972+0.00040821i,0.00072326+0.00030263i,-0.00075941+0.0011678i,-5.6712e-05+0.0015504i,0.00046538+0.0015057i,-0.0001864+0.0014359i,-0.00020291+0.00054146i,0.00032355-0.00045615i,0.00055039-0.0011714i,-0.00014652-0.001163i,-0.00098945-0.0005102i,-0.0007073+1.9882e-05i,-0.00034253+0.0002111i,-0.00062961-3.76e-05i,-0.0002289-0.00012104i,0.00069361-0.00010337i,0.00057278-0.00048094i,0.00015892-0.00095715i,-0.00030901-0.0010393i
0.00089858-0.00028834i,0.0011932-0.00060679i,0.0013894-0.0006139i,0.00017194-0.00076909i,-0.0014168-0.0010957i,-0.001692-6.8217e-06i,-0.00052336+0.0011078i,0.00058227+0.0013041i,0.00074019+0.0011674i,0.00065792+0.00043167i,-0.00010327-0.00030468i,-0.0010895-0.00063226i,-0.00078775-0.00075337i,-0.00040618-0.00075335i,-0.00022496-0.00024209i,-0.00035849+0.00088248i,-0.00037926+0.001317i,-6.558e-05+0.00024906i,-0.00057874-0.00031495i,-0.00051839-0.00026803i,-0.00034343-0.00036281i,-0.00073366-0.00050559i,-0.00074802-0.00067747i
-3.6304e-05-0.0021814i,-0.00016058-0.0015111i,-0.0013375-0.0016582i,-0.0018962-0.0012027i,-0.0017449-0.00027035i,-0.0015269+8.0024e-05i,-0.0010636+0.00063832i,-0.00010782+0.0010637i,-4.6859e-05+0.00048324i,-0.00020472-0.00033236i,3.5476e-06-0.00070987i,0.00041851-0.00056825i,0.00064242+0.00021869i,-8.1427e-05+0.00026308i,-0.00077818+7.8541e-06i,-0.0010151-0.00027665i,-0.00070096-0.00053679i,-0.00056975-0.00038563i,-0.00045409-0.00031455i,-0.00053085-0.00041868i,-0.00081936-0.00039312i,-0.00033283-0.00023524i,0.00035434-0.00019113i
0.0016869-0.00098765i,0.0015827-0.0014139i,0.0014742-0.0013588i,0.00031792-0.0010746i,-0.0013735-0.0013572i,-0.0021585-0.00055787i,-0.0014111+0.00097273i,-0.00016323+0.0013314i,0.00026419+0.001143i,0.00025045-2.5678e-05i,-6.4955e-05-0.001138i,-0.00048555-0.0010185i,-0.00061591-0.00054962i,-0.0002203-0.00013586i,2.8741e-05+0.00061674i,-0.00019335+0.00074822i,-0.00029162+0.00023051i,0.00035091-4.841e-05i,0.00054847+0.00046298i,0.00032401+0.00029759i,4.8534e-05-0.00017474i,-7.2171e-05-0.00035376i,-0.00017707-0.00059219i
-0.0012872-0.001563i,-0.001459-0.00018492i,-0.002006+5.8554e-05i,-0.0019785-0.00072716i,-0.0020641-0.000736i,-0.0013038-0.00072232i,-0.00053282-0.00018899i,-0.00032993+0.00024197i,-9.7562e-05+1.9916e-05i,-0.00014221-0.00032223i,-0.0006061-8.6245e-05i,-0.00086315+0.00015164i,-0.00076541-0.00020827i,-0.0010436-0.00015582i,-0.00086602-4.6202e-05i,-0.00013562-0.00065809i,0.0001224-0.00050363i,7.9516e-05+0.00041119i,0.00028753+0.00053616i,0.00018159-3.568e-05i,0.00041624-0.00070243i,0.00047889-0.0014877i,0.00010039-0.0014964i
-0.00070355-3.8154e-05i,-0.00039888+0.00078342i,-0.00080154+0.0010379i,-0.00045364+0.00033647i,-0.0010715+0.00056127i,-0.0015439+0.00048978i,-0.00045734-6.9968e-05i,-0.00012367-0.00017448i,-0.00070715-0.00012034i,-0.00072328-0.00029405i,-0.00039669-0.00043111i,-0.00052192-0.00031742i,-0.00019268+0.00031214i,5.8322e-05+0.0011629i,-0.0007096+0.0013343i,-0.00078623+0.0011446i,-0.00020741+0.00080291i,-5.5388e-06+0.00045396i,-1.6424e-06+0.00054789i,-0.00023062+0.00047667i,3.3253e-07+0.00056039i,0.00017884+6.1341e-05i,-0.00027504+5.7404e-05i
-0.00078571-0.0018493i,-0.0018217-0.001916i,-0.0014469-0.0010179i,-0.0015172-0.00067696i,-0.0020524-0.00030303i,-0.0022445+0.0012955i,-0.0021603+0.0018107i,-0.00086274+0.00070584i,-0.00013991-4.5927e-05i,-0.00071766-0.00024639i,-0.00082846-0.00027917i,-0.00068787+3.4013e-05i,5.2954e-05+0.00017426i,0.00050074+0.00026126i,-0.0001511+0.00074319i,-0.00072268+0.00040748i,-0.00056582-0.00039453i,0.00024214-1.1332e-05i,0.00049999+0.00025791i,0.00032012+0.00013349i,-0.00022598-8.1411e-05i,-0.00052054-0.00044094i,3.9269e-05-0.0010304i
0.00064923+0.00094873i,9.7987e-05+0.00024773i,0.00012319-0.00021582i,0.0017251-0.00077014i,0.0015123-0.0015111i,-0.0010437-0.00055553i,-0.0021735+0.001495i,-0.00072949+0.0018092i,-6.9214e-05+0.0011725i,-0.00042114+0.00017596i,-0.00077125-0.0013448i,-0.00075664-0.0019915i,-0.00053112-0.0010953i,-0.0008748+0.00025402i,-0.0010889+0.00033791i,-0.00054215+9.5034e-05i,0.00048872+0.00083284i,0.0004168+0.0010923i,-0.00048002+6.7918e-05i,-0.00047997-0.00086055i,-0.00047656-0.00020109i,-0.00074708+0.00085934i,-0.0006087+0.00088626i
0.00099485-0.00045818i,0.00058795+0.00054784i,0.00011764+6.5701e-05i,-0.00069326-0.0008333i,-0.0016208-0.0013316i,-0.0026471-0.00066138i,-0.0017447+0.0006135i,-0.00052484+0.0014555i,-0.00060374+0.0011231i,-0.00072959-0.00021628i,-0.00098994-0.0010358i,-0.00082715-0.00092986i,-0.00031533-0.00032835i,-0.00023696+0.00023811i,-0.00014045+0.00019301i,-0.00013542+0.00045275i,2.965e-06+0.0014064i,0.00033827+0.0010768i,0.00057609-0.00036413i,0.00053754-0.00075684i,0.00021735-0.00070671i,-0.00014534-0.00024244i,6.3603e-05+0.00033561i
-0.0012146-0.0013754i,-0.0014212-0.00036669i,-0.0016491-0.00076865i,-0.0018657-4.878e-05i,-0.0018541+0.00089581i,-0.0016788+0.0014574i,-0.0012333+0.0018746i,-0.00051823+0.0010414i,-0.0010288+4.0341e-05i,-0.0019181+0.0005676i,-0.0012826+0.00048422i,-0.00072447-0.0004893i,0.00011142-0.00064531i,0.00057613-0.00064701i,-0.00028127-0.00061176i,-0.00027693-0.00052022i,0.00033793-0.00034374i,-7.8757e-05+4.8494e-07i,-0.00060742-0.0004142i,-0.00097444-0.00067212i,-0.00061064-0.00054369i,-0.00020559-0.00037526i,-0.00066668+1.1608e-05i
-0.00046217+0.00010748i,-0.000621-0.0010117i,0.00019067-0.00070348i,0.00076599-0.00059573i,0.00050345-0.00076633i,-0.0010063-0.00030441i,-0.0012568+0.00050764i,-0.00018863+0.00075014i,-5.3658e-05+0.00039275i,-0.00016311-2.8888e-06i,-0.00066399-0.00013142i,-0.00092186-0.00040623i,-0.0003557-0.00038277i,-0.0006843-7.9336e-05i,-0.00067035-0.00041858i,0.00027911-0.00078774i,0.00067599+1.5601e-05i,0.00075682+0.00071648i,0.0010581+0.00022078i,0.0010652-0.00065393i,0.00045815-0.00047158i,0.00015433+0.00030801i,0.0002764-0.0001695i
0.00054871+0.0002278i,0.00044258+0.00084951i,0.00037168+0.00050638i,-1.5383e-05-0.0011663i,-0.00051335-0.0015831i,-0.0015351+1.3217e-05i,-0.0015615+0.001902i,-0.00041297+0.0014114i,0.00044365+0.00079803i,7.1396e-05+0.001152i,-7.5754e-05+0.00060788i,-3.3345e-06-0.0011046i,5.2773e-06-0.0020847i,-0.00011778-0.00068625i,-0.0005306+0.00060332i,-0.00082653+0.00038185i,-0.00075108-4.3218e-05i,-0.00034051-3.9924e-05i,-0.00011757-0.00047064i,-3.3357e-05-0.00060979i,7.4186e-06+0.00037418i,-0.00029024+0.00024815i,-0.00041218-0.00020591i
0.00044592-0.00078535i,0.00076469-0.00089257i,0.00020572-0.00085199i,-0.00058769-0.0013661i,-0.00095361-0.001282i,-0.0021787+0.00021327i,-0.0020846+0.001231i,-0.00059845+0.00094951i,-0.00028292+0.0003423i,0.00017946+0.00010385i,9.1355e-05+0.00043141i,-0.00033664+0.00026847i,-0.00022239+0.00019737i,-0.00062608+0.00046248i,-0.00085762+0.00075076i,-0.00056812+0.00059344i,-0.00024156-0.0001254i,0.00044893-0.00018522i,0.00064162+0.00058713i,0.00058321+0.00047383i,0.00068996-0.00029151i,0.00038188-0.00019438i,-1.8234e-05-0.0002628i
-0.00028207+0.00029765i,-0.00091226-0.0003741i,-0.0017614-0.00011399i,-0.0012778+0.00038046i,-0.00072112+0.00073267i,-0.0011831+0.0010198i,-0.0012243+0.0013821i,-0.00038151+0.0016383i,-0.00054742+0.00047604i,-0.0010957-0.00029415i,-0.00086269-0.00025413i,-9.7527e-05-0.00086178i,0.00017758-0.00045832i,-0.00042043+0.0006573i,-0.00096419+0.00047781i,-0.00025048+0.00059021i,0.00027874+0.00082872i,0.00049592+0.0013336i,0.00029576+0.0011241i,-0.00028368-0.00061441i,-0.00052636-0.0008158i,-0.00081466-0.00042166i,-0.00049763-0.00033259i
-0.0007846+0.0012056i,0.00015865+0.0025415i,0.0008962+0.0015699i,0.0010724+0.00069284i,0.00086335+6.7659e-05i,-0.00031043-0.00010899i,-0.00092279+0.000704i,-0.00033705+0.00076056i,-0.00024069+0.00030646i,-0.00096521-0.0003219i,-0.0013118-0.00056176i,-0.00067265-0.0002113i,-0.0010041+6.0949e-05i,-0.0016043-0.00018836i,-0.0012823-0.00081288i,-0.00042963-0.00068578i,-7.5493e-05+0.0002265i,-0.0003552+0.00019677i,-0.00047032-0.00018826i,0.00021028-0.00075251i,5.9743e-05-0.00058245i,-0.0004469+0.00053929i,8.7535e-06+0.00069753i
0.00032802+0.00065882i,-0.0006515+0.00055583i,-0.00078721+1.8284e-05i,-0.00027048-0.00074847i,-0.00028033-0.0013974i,-0.0012648+0.00011505i,-0.0019137+0.0016364i,-0.0015259+0.0013442i,-0.0011598+0.00015018i,-0.00062396-0.00046728i,6.321e-05-0.00019412i,-0.00032597+0.00025536i,-0.00062895+0.00021893i,-0.00018519-0.00014758i,-0.00076621-0.00014937i,-0.00052209+0.00019974i,0.0004236+0.00064719i,0.0001533+0.0007887i,-0.00014605+0.00036487i,-0.00010242+9.6523e-06i,7.5174e-05-0.00068914i,-4.7754e-05-0.0011842i,-0.00016812-0.0010031i
-0.0028052-0.0012053i,-0.0027824+0.00039749i,-0.0029254+0.0015243i,-0.0031124+0.0015677i,-0.0016653+0.0016799i,-0.00058586+0.0017604i,-0.00053022+0.0015632i,-0.00012409+0.0011396i,-0.00093967+0.00075583i,-0.0017585+0.00037144i,-0.0014028+0.00034474i,-0.00072053+4.4516e-05i,-0.00048733-0.0006848i,-0.00074628-0.0006945i,-0.00079425-9.251e-05i,-0.00078168+0.00035601i,-0.00059592+0.00040222i,0.00010018+0.00038745i,0.00028882+0.00024715i,-0.00032836+0.00053615i,-0.0010177+0.00073893i,-0.0006774+0.00057149i,-0.00037-9.7246e-05i
8.7304e-05-0.00026007i,-0.00031647+5.9815e-05i,-0.00040739+0.00019603i,-0.001044+0.00031499i,-0.00071736+0.00033854i,-8.674e-05+0.0010938i,-0.00064083+0.0013078i,0.00017217+0.0010928i,0.00036209+0.0005219i,-0.00042919+2.8574e-05i,-0.00059003-0.00034511i,-0.00082628-0.00077889i,-0.0010644-0.00048038i,-0.00084486-0.00019471i,-0.00062533+3.2022e-05i,0.00029631+0.00034673i,0.00081082+0.00051851i,-6.8874e-05+0.00035727i,-0.00034356+0.00043099i,0.00080106-0.00011711i,0.00071633-0.0009854i,-0.00061122-0.0010257i,-0.0011443-0.00022074i
-0.00072718-0.0018265i,0.00015653-0.0011709i,-0.00035447-0.00053572i,-0.0012398-0.0004566i,-0.0016494+0.00031498i,-0.00272+0.00097721i,-0.0015455+0.0013151i,-0.00021291+0.0017553i,-0.00090624+0.00087741i,-0.0010361+9.1046e-05i,-0.00077236-0.00028827i,-0.00075706-0.00089609i,-0.00072211-0.00035295i,-0.00043298+0.00059915i,-0.0001415+0.00085447i,-0.0002022+0.00065222i,-0.00031223-2.8257e-05i,-0.00011574+0.00020112i,0.00022263+0.00043946i,0.00031448-0.00030708i,0.00033709-0.00091459i,0.00021668-0.00098196i,-0.00031498-2.9321e-05i
0.00020024-0.0016114i,-0.00023506-0.0015914i,-0.00028089-0.0019575i,-0.0005156-0.002819i,-0.0010906-0.0023515i,-0.0015533+0.00012224i,-0.0013417+0.0018105i,-0.00065852+0.0012221i,-0.00017765+0.00018916i,-0.0005139-0.00081895i,-0.001088-0.0012372i,-0.001285-0.0012213i,-0.00086926-0.00028609i,-0.00036053+0.00037064i,9.4634e-05+0.00070496i,0.00019236+0.00085699i,-1.3284e-06+0.00036166i,4.9054e-05-0.00037098i,0.00061756-0.00050509i,0.00082252-1.4489e-05i,0.00060609-0.00016195i,0.00019213-0.00027885i,0.00034155-0.00052882i
-0.0011946+0.00073816i,-0.0010909+0.00081161i,-0.00086533+0.00032348i,-0.00016949+0.00014375i,0.00017395+0.00021013i,0.00031517+0.00027719i,-0.00020702+0.0011279i,-0.00097276+0.0017653i,-0.00028754+0.000875i,0.00047119+4.8251e-05i,-0.00045969+0.00018805i,-0.0012204-0.00045049i,-0.00057535-0.0013531i,0.00018991-0.00070117i,-0.00028203+0.00050529i,-0.00073216+0.00033975i,-0.00032038-0.0006475i,0.00050751-0.0012778i,0.00077471-0.00082564i,0.0007379-0.00024166i,0.00071609+0.00016135i,0.00012607+0.00066054i,-0.0016884+7.6005e-05i
0.00055086+5.7095e-05i,0.00092423-0.00023311i,0.00060182+0.00052895i,0.001009+0.00055795i,0.0010539-0.00043782i,-0.00028088-0.00019286i,-0.0013385+0.00081302i,-0.00090035+0.00068766i,0.00012558-0.00046521i,-0.00037195-0.00096691i,-0.0013857-0.00082913i,-0.0011787-0.0011146i,-0.00070798-0.00083886i,-0.0011542-0.00073339i,-0.00168-0.00095931i,-0.00080923-0.00010586i,-0.00039622-7.786e-05i,-0.00031098-0.0003536i,0.00036455-0.00019834i,0.00061477-0.00028403i,1.1926e-06+0.00021036i,-0.0011627+0.00013029i,-0.0016677-4.8335e-05i
0.0010118+0.00026798i,0.00040206-4.0463e-05i,-0.00038123-0.0010049i,-0.001046-0.00093144i,-0.0016349-0.00059095i,-0.0016205+6.6482e-05i,-0.00080668+0.0010942i,-0.00014198+0.00092283i,-0.00035087-3.6137e-06i,-0.00097064+2.1525e-05i,-0.001174-0.00020023i,-0.0011167-0.00028593i,-0.00098537-0.00016i,-0.0008153+0.00014581i,-0.0012533+0.00065473i,-0.0017058+0.00034216i,-0.00096001-7.2994e-05i,-0.00083549-0.00020505i,-0.0012066-0.00071371i,-0.00046762-0.000895i,-7.5312e-07-0.00079535i,-0.00098544-0.00094782i,-0.0016626-0.00089485i
-0.0014296+0.00074387i,-0.0012024-0.00060309i,-0.00022191-0.00085553i,0.00044223-0.00051058i,-0.00024074-0.00031129i,-0.0014901+0.0008444i,-0.0016443+0.0018266i,-0.00057136+0.001004i,-3.6971e-05-0.00030963i,1.5493e-05-2.2294e-05i,0.00010832+0.00034129i,-0.00062381-0.00033332i,-0.00091922-0.00052986i,-0.00010978-0.00031167i,0.00028353-0.00074869i,-0.00055993-0.0010739i,-0.00098589-0.00017505i,-0.00038812+0.00023186i,-0.00011212+8.5468e-05i,-0.00020151+1.2757e-05i,-3.6639e-05-0.00029915i,0.00033356+5.578e-05i,0.00045004+3.2567e-05i
-0.00094613+0.00010345i,-0.0015171+0.00038511i,-0.001547+0.00016568i,-0.0012747-0.00016186i,-0.0015391+0.00013267i,-0.0015983+0.0018287i,-0.0007688+0.002715i,0.00027211+0.00096875i,9.1335e-05-0.000615i,-0.0011689-0.00040238i,-0.0017011+0.00045232i,-0.0014954+0.00031671i,-0.0013451-0.00016082i,-0.0013608-0.00015666i,-0.0011566-0.00049384i,-0.00032647-0.00051993i,-3.383e-06-0.00071424i,0.00033532-0.00049787i,0.00030692-0.00042257i,0.00013943-0.00045076i,-0.00055084+0.0001096i,-0.00085237-7.7446e-05i,0.00019849-0.00029917i
0.0016899-0.00052327i,0.0016716-0.00014068i,0.0015185-0.00043978i,0.0011263-0.00022976i,0.00011555-0.00011365i,-0.00048824-0.00041253i,-0.00022342+5.0502e-05i,-0.00032779+0.00063026i,-0.00060037+0.0003942i,-0.00047481+0.00072211i,-0.00065572+0.00056993i,-0.00053558-0.00016349i,-0.00066632-0.00059352i,-6.1294e-05-0.00035374i,0.00014347+0.00062243i,3.8472e-05+0.0016264i,0.00013736+0.0013185i,0.00017304+0.00021146i,-2.1802e-05-0.0003428i,3.6844e-05-0.000465i,0.00045858+0.00036928i,-2.4568e-05+0.001058i,-0.00089047+0.00013413i
0.0013454-0.0011849i,0.0014378-0.0011612i,0.0011319-0.0023171i,0.00027842-0.003133i,-0.00074094-0.0021902i,-0.0015394-0.00015249i,-0.0011516+0.00099048i,-0.00081509+0.001141i,-0.00024775+0.00035402i,-9.7835e-05-7.0676e-05i,-0.00046264-0.00017119i,-0.0004922-0.00020396i,-0.00057465+0.00014423i,-0.00041513+0.00095128i,-0.00053678+0.0012293i,-0.00090744+0.00091927i,-0.00087739-0.00016921i,-8.6245e-05-0.00081973i,0.00087729-0.00066046i,0.0013841-0.00026447i,0.00065954+0.00069578i,-0.00046462+0.0012273i,-0.00077473+0.000876i
-0.00053581-0.0030284i,-0.0017174-0.0014489i,-0.002318-0.0015017i,-0.0020024-0.00099343i,-0.0027133+0.00018235i,-0.0025947+0.0013642i,-0.0011585+0.0019312i,-2.7241e-05+0.00083016i,0.00016563-0.00046035i,-0.00067367-0.00050825i,-0.0014548-3.4391e-05i,-0.0010345+0.00086793i,-8.1156e-06+0.00044508i,0.00051985-0.0005224i,0.00026314-0.00048392i,8.0534e-06-0.00017546i,-0.00037909+0.00025056i,-0.00089274+0.00020468i,-0.00041628+0.00038613i,0.00046936+0.00076953i,0.00026056+7.0863e-05i,-0.00018419-0.00046034i,-1.2811e-05-0.00015918i
-0.0012684-0.0012025i,-0.0020764+0.00061832i,-0.0026088+0.00084129i,-0.0028476+0.0010207i,-0.0023737+0.0012261i,-0.0013546+0.0012426i,-0.0014946+0.00082775i,-0.0016195-0.00013687i,-0.0009116-0.00075894i,-0.00080899-0.00039099i,-0.0013041-5.7378e-05i,-0.0014538-0.00028163i,-0.0011516-0.00086971i,-0.00047979-0.00091528i,0.00013015-0.00060815i,0.00014352-0.00139i,0.00027736-0.0017419i,0.00040789-0.0014728i,0.00021093-0.0016277i,-0.0001966-0.0016421i,-0.00067778-0.0011902i,7.2952e-06+9.0234e-05i,0.0006639+0.0014667i
0.00072713+0.0014888i,0.0014416+0.00076656i,0.0023662+0.00026182i,0.0012095-0.00052429i,-0.00048898-0.00081397i,-0.0011608+0.00047409i,-0.00098799+0.0013714i,-0.00031931+0.0010299i,1.5003e-05+0.00064109i,-0.00031089+5.7624e-07i,-0.00062508-0.00036268i,-0.00075864-0.00026943i,-0.0012216-0.00029896i,-0.0011673-0.00031084i,-0.00033811-9.329e-05i,0.00045776-0.00023031i,-0.0001127-0.00051802i,-0.0007-0.00084829i,9.2626e-08-0.0010367i,-7.0169e-05-0.0014498i,-3.7639e-05-0.0010484i,-0.00011768-0.00037439i,-0.00031602-0.000203i
0.00098094-0.00048775i,0.0010522-0.0016349i,0.00061174-0.0018296i,-0.00061785-0.0015213i,-0.0015553-0.0009393i,-0.0018928-1.7958e-05i,-0.0012999+0.0011297i,-4.2812e-05+0.0016287i,-9.1628e-05+0.00055383i,-0.00045857-0.00037995i,-0.00040664-0.00048711i,-0.00032804-0.00061924i,-0.0010111-0.00081157i,-0.0010093-0.00081356i,-0.0004063+1.1563e-05i,-0.00040481+0.00049196i,-0.00058876+0.0004151i,-0.001178+8.6251e-05i,-0.0011111+0.00026087i,-0.00030467+0.000749i,-0.00018704+0.00061243i,-0.00012367+0.0007545i,-0.00050153+0.0012204i
-0.00083332-0.0011172i,-0.00036331-0.0006471i,-0.00043648-0.00051258i,-0.00053394+0.00020353i,-0.0010413+0.0013851i,-0.0019509+0.0011856i,-0.0022091+0.00086222i,-0.001184+0.00084609i,-4.5183e-05+0.00029609i,-0.00039443+8.8506e-05i,-0.00076981-0.00033065i,-0.0004271-0.0012347i,-0.00013361-0.00096649i,1.6639e-07-0.0001137i,8.1347e-05+0.00044009i,-0.00032196+6.5416e-05i,-0.00059251-0.0010734i,5.9688e-05-0.0011502i,0.00033127+6.3399e-06i,0.00032182-8.9034e-05i,0.00067537-0.00039767i,0.00035247+2.3372e-05i,-0.00031677-0.00040006i
