0.001318-0.00041522i,0.00058052-0.0012128i,0.00041689-0.0026561i,-0.00025694-0.0021645i,-0.0025293+7.3377e-05i,-0.0044631+0.0013291i,-0.0041511+0.001852i,-0.0019847+0.0022106i,-0.00020853+0.0016241i,-4.597e-05+0.0010152i,4.6208e-05+0.00086964i,-1.0425e-05+0.00056983i,-0.00059094-0.00034297i,-0.0009559-0.00025765i,-0.00053464+0.00058983i,0.00026962+0.00071208i,0.00010284+0.00038852i,-0.0004299+0.00011236i,-0.00035821+0.00016667i,-0.00056652+0.00026107i,-0.0010313+4.9413e-05i,-8.1393e-05+5.6833e-05i,0.00022233-0.00026474i
0.0019407-0.0017733i,0.0020438-0.0020438i,0.0028596-0.0026003i,0.00068402-0.0028483i,-0.0024406-0.0017018i,-0.0023323-0.0001354i,-0.00050464-0.00035851i,0.00057749-0.00066502i,0.0012963-0.00065846i,0.0005801-0.00056972i,-0.00030069+0.00020183i,-0.00027902+0.00027287i,0.00034134+0.00037394i,0.00081135+0.00089615i,0.0011933+0.00050297i,0.00085102+5.8525e-05i,0.00025182+0.00020966i,0.00013829+0.00020479i,-0.00048582-1.8535e-05i,-0.00062639+2.9466e-05i,-0.00066831+0.00014997i,-0.00091415+0.00095882i,-0.00012357+0.0011352i
0.00024583-0.0012524i,-0.0010265-0.00024555i,-0.0027006+0.00050794i,-0.0020681+0.00082994i,-0.00085214+0.00075196i,-0.00041001+0.0011374i,-0.00050178+0.0016632i,-0.00076998+0.0019214i,-0.0003966+0.0018674i,-0.0005158+0.0010072i,-0.0010501+0.00081093i,-0.0012045+0.0013351i,-0.00060778+0.0016179i,-6.2031e-05+0.0011285i,-0.00046395+0.00018726i,-0.0008808+0.00012835i,-0.00056643+0.00011126i,-0.00014724-0.00052042i,2.7239e-05-0.00031911i,0.00088119+0.00054943i,0.00097729+0.00049493i,-3.5764e-05-8.6211e-05i,-0.00023388-0.00022568i
-0.0013865-0.0010225i,-0.00054252-0.000547i,0.0010478+7.053e-05i,0.0003997-0.0010387i,-0.0011606-0.0018355i,-0.0024558-0.00051365i,-0.0030658+0.00033336i,-0.0028149-0.00028146i,-0.0025642+0.00010154i,-0.0011844+0.0008041i,0.00015323+0.00048035i,-7.898e-05+0.00042416i,-0.00044255+0.0006266i,-0.00047207+0.00031191i,0.00042861-5.5733e-05i,0.0010381-0.00036332i,0.0010766-0.00075279i,0.0012718-0.00041794i,0.00090024-0.00038406i,0.00055481-0.00045312i,-9.3348e-05+0.00092316i,-0.00063576+0.0013881i,0.00017078+0.00061885i
-0.00081387-2.5865e-05i,0.000172+0.0012527i,0.00021094+0.0016606i,-0.0010256+0.00078012i,-0.0024358+0.00032851i,-0.0020335-0.00051942i,-0.0011661-0.0010282i,-0.0013724-0.0008482i,-0.0014678-0.00019065i,-0.00051501+0.0013099i,0.00022307+0.0022555i,-0.00014683+0.0016971i,-0.00080596+0.000478i,-0.00037619-0.00021288i,0.00046732-0.00040105i,0.00015759-0.00089885i,-0.00050124-0.0011601i,-0.0011627-0.00088408i,-0.00087533-0.00041098i,0.00015865-0.00015356i,0.00035145-7.3116e-05i,0.00030258+0.00019927i,0.00028786+7.2072e-06i
-0.0018045-0.0010754i,-0.0020745-0.0013134i,-0.0017887-0.00067133i,-0.0013569+0.00011834i,-0.0012365+0.00070876i,-0.00067031+6.6747e-05i,0.00076318-0.00089497i,0.0015067-0.0013391i,0.00051444-0.0011862i,-0.0012739+0.0002841i,-0.0013883+0.0013893i,0.00022734+0.0011303i,0.00097029-2.711e-05i,0.0013488-0.00091634i,0.0015643-0.00045151i,0.0010589-0.00042849i,0.00025624-0.0007188i,0.00016641-0.00084573i,0.00037584-0.00036933i,0.00062516+0.00016022i,0.00061186-2.415e-05i,0.00042571+0.00034554i,0.00028845+0.00040303i
0.00067162-0.0002471i,0.00046114-0.0007225i,0.00081825-0.0015365i,0.0005803-0.0014425i,-0.00019295+0.0001395i,-0.00058364+0.00064714i,-0.00060299+0.00022759i,-6.5077e-05+0.00076838i,-0.00014465+0.0013912i,-0.00079943+0.0012072i,-0.00091515+0.0011647i,-0.00084052+0.0015155i,-0.0005235+0.00094423i,0.00035454+0.00095531i,0.00068834+0.00098036i,0.00043865+0.00070125i,-9.7976e-05+0.00070303i,-0.00075706+0.0004573i,-0.00035454-0.00019448i,0.00069238-0.00046374i,-8.3568e-05+0.00013131i,-0.0012707+0.00047749i,-0.00062923+0.00076292i
-0.0004475-3.0628e-05i,-0.00076449-0.00074582i,-0.0013197-0.00059017i,-0.0019606+7.1692e-05i,-0.002341+0.00089941i,-0.0029251+0.00096718i,-0.0020888+0.0012872i,-0.0013087+0.0018789i,-0.0012508+0.0016561i,-0.00057813+0.0014426i,-0.00040223+0.0016246i,-0.00076888+0.0010294i,-0.00025266+0.00090295i,0.00020142+0.0013631i,-0.00049702+0.0013544i,-0.0012041+0.00070576i,-0.001021-0.00074683i,-0.00048035-0.00096219i,-7.1621e-05-0.00056045i,-0.00047688-0.00043123i,-0.00098973-0.00036558i,-0.00075893-0.00033121i,-0.00043218+5.6053e-05i
0.00026532+0.00055113i,-0.00043087-0.00051252i,-0.0012971+0.00073167i,-0.0012063+0.001023i,-0.0014641+0.00035139i,-0.0017692-0.00029415i,-0.0020109-0.0011184i,-0.0031973-0.0012726i,-0.0024191+0.00038771i,-0.00027119+0.0016851i,0.00066462+0.0013512i,0.00048679+0.00074827i,-0.00022014+0.00040214i,-0.00045067+0.00069716i,-0.00016193+0.00055527i,5.2266e-05-9.1255e-05i,-0.00016477-0.00032599i,-0.00030281-2.2849e-05i,-0.00016892+0.00075201i,-0.00012672+0.001085i,0.00034364+0.00028715i,0.00035012-0.00047698i,-0.00082452-0.00030586i
0.00094064-0.00024295i,0.0017362-0.00078999i,0.00066217-0.00018103i,-0.00044922-0.00066506i,-0.00066758-0.0014189i,-0.000773-0.0020912i,-0.00098893-0.00297i,-0.0007612-0.0025884i,-0.0011836-0.0017925i,-0.00098849-0.00053612i,-0.00033308+0.000625i,0.00061285+0.0011288i,0.0016269+0.00069482i,0.0016003-0.00017994i,0.0009618-0.00022492i,0.00029341+0.00031618i,0.00031989+0.00020877i,0.00026268-3.6815e-05i,5.6465e-05-4.0742e-05i,1.8542e-05-0.00028632i,-0.00025976-0.00011081i,-0.00010237-0.00010788i,3.0352e-06+0.0002725i
-0.0013842-0.0013925i,-0.0021468-4.8327e-05i,-0.0031226-0.00012676i,-0.0024512-0.00022814i,-0.0011268+0.00060831i,-0.00021873+0.001625i,0.0017194+0.0013768i,0.0025288+0.0002002i,0.00097635-0.0004513i,-0.00037011-0.00046337i,-2.5882e-05+0.00036293i,0.00075361+0.001077i,0.0015134+0.00089767i,0.0014161+0.00035161i,0.00020812+0.00014921i,-0.00023755-0.00018217i,-0.00010843-0.0011725i,-0.00044895-0.0011958i,-0.00041017-3.1165e-05i,0.00016671+0.00030703i,-9.2015e-05-0.00050676i,-5.1023e-05-0.00070362i,0.00068621-0.00052843i
0.00049285-0.00014962i,0.00047156-0.00065038i,-0.00018697+0.000255i,-0.0017858+0.00068326i,-0.0020174+0.00022232i,-0.0016528+0.00050725i,-0.0011607+0.0013387i,-0.00013292+0.0017324i,0.00060054+0.0016378i,0.00031825+0.0011608i,-0.00012683+0.0011904i,-7.0595e-05+0.0015183i,-0.00019202+0.0010477i,-0.00063858+0.00082456i,-0.00038331+0.00052884i,0.0002352-0.00051521i,0.00049581-0.0011103i,0.00063721-0.00061077i,-0.00031037-0.00056837i,-0.0013974-0.0012557i,-0.0010017-0.0010384i,-0.0008788-7.9389e-05i,-0.0013066+0.00056748i
0.00026416+0.0013385i,0.00066957+0.0011725i,0.00058074+0.00088087i,2.6725e-05+0.00079474i,-0.0011334+0.00072945i,-0.0016923+0.00045124i,-0.0014783-6.9098e-05i,-0.0013359-0.00015752i,-0.0016985+0.00082056i,-0.0012232+0.0013105i,-0.00068519+0.0013205i,-0.00074283+0.00095939i,-0.00043474+0.0002784i,-0.000602+0.00044346i,-0.00051945+0.0011243i,0.00010868+0.001229i,0.00031906+0.0006454i,0.00081838+9.8057e-05i,0.00065942+8.0716e-05i,0.00022015-0.00018888i,3.728e-06-0.00054436i,0.00033885-0.00021536i,0.00062445+0.00028884i
-0.0013288+0.0015419i,0.00035174+0.0016832i,0.00012096+0.00084566i,-0.00012214+0.0010823i,-0.00038434+2.0115e-05i,-0.0012847-0.0022417i,-0.0016655-0.0032315i,-0.0024694-0.0027006i,-0.0025603-0.0011581i,-0.0010811-0.00011314i,-7.8702e-06+0.00015543i,-0.00033183+0.00039466i,-0.00080367+0.00051389i,-0.00017505+0.00044006i,0.00033642+0.00077474i,-5.9731e-05+0.00044265i,-0.0003393-0.00042117i,-7.4519e-06-0.00022534i,0.00072356+1.2414e-05i,0.00073606-6.9775e-05i,-0.00041539+3.1278e-05i,-0.00060518+0.00042106i,-9.7723e-05+0.00054059i
-6.3653e-05-0.00051657i,0.0003566-0.00019493i,0.00059043-0.00028318i,9.2322e-05-0.00031937i,-0.00049371-0.001169i,-0.00065025-0.0012633i,-0.00070382-0.0005697i,-5.7643e-05-0.00081881i,-0.00033901-0.00040931i,-0.001217+0.00034269i,-0.00058921+8.274e-05i,9.0907e-05-0.00025308i,0.0006442-5.2962e-05i,0.00044052-0.00028175i,7.1528e-06-0.0012733i,0.00022008-0.0017106i,9.3457e-05-0.0010027i,-0.00023093-0.00060742i,-0.00063528-0.0002237i,-0.00069283+0.00093657i,-0.00063383+0.0010582i,-0.00056056+0.00049709i,-0.00048687+0.00042447i
0.0011331+0.00050484i,0.0010736+0.00054748i,0.00089797-0.00039963i,0.0010559-0.0015742i,0.0010709-0.0012016i,0.0011168-0.0001059i,0.0017067+0.00028721i,0.0018277+0.00030815i,0.0014908+0.00040713i,0.0011039+0.00028908i,0.00037544+0.00060922i,-0.00014791+0.0013128i,-0.00023917+0.0016506i,0.00037468+0.00051293i,0.001296-0.00045932i,0.0011359-7.8377e-05i,0.00062026-0.00048652i,-0.00011016-0.00087973i,-0.00079405-0.00034328i,-0.00085083-0.00041327i,-0.00012281-0.0010949i,0.00015246-0.00072487i,-0.00044287+0.00028917i
0.001882-0.00053019i,0.0017213-0.00019651i,0.00075235-7.923e-05i,-0.0010402+6.6264e-05i,-0.0032199-0.0007881i,-0.0042071-0.0010594i,-0.0035282-0.00016954i,-0.0025691+0.00088653i,-0.00092669+0.0011651i,0.0002413+0.00063369i,-2.5832e-05+0.00025405i,-0.00068016+0.00032034i,-0.00055924+0.0009848i,-0.00020702+0.00089741i,0.00018815+0.00014254i,0.000462+0.00038287i,0.0002274-0.0002175i,0.00062477-0.0014702i,0.00080796-0.00097356i,-1.4436e-05-0.00042946i,-0.00068804-0.0010983i,-0.00054695-0.0011405i,5.4374e-05+0.00022547i
-0.00093921+0.0016694i,-0.0016142+0.0018689i,-0.0011269+0.0016208i,-0.0010926+0.00099501i,-0.0020843-9.8335e-06i,-0.003442-0.00076768i,-0.0036224-0.0011897i,-0.0024254-0.0013673i,-0.0012875-4.4543e-05i,-0.0012708+0.0015464i,-0.0012893+0.001457i,-0.00087406+0.0012956i,-0.0012646+0.0012967i,-0.0018937+0.00059781i,-0.0018968+0.00027768i,-0.0011661+0.00054935i,5.0207e-05+7.8574e-05i,0.00052716-0.001137i,0.00014465-0.0012051i,0.00057557-0.00044323i,0.00086989-0.00068184i,0.00038985-0.0010685i,-0.00074193-0.00073016i
-8.92e-05+0.00107i,0.00019256+0.0025179i,6.1516e-05+0.0027657i,-0.001401+0.0009673i,-0.0016523+2.5611e-05i,-0.00059108-0.00057837i,0.00027377-0.001838i,0.00041133-0.00268i,-0.00015469-0.0017158i,-0.0010713+0.00011046i,-0.0012322+0.00070838i,-0.00031073+0.00046313i,0.00037191+2.4906e-05i,-0.00019569-0.0002777i,-0.0009593-0.00076088i,-0.0013305-0.00074298i,-0.0010869-0.00055425i,-0.00070596-0.0010947i,-0.00077533-0.00046892i,-0.00037047+0.00092525i,-0.00012971+0.0010352i,-0.0003134+0.00073924i,-0.00061141+0.00045236i
-0.0017691+0.00026656i,-0.0021137+0.00096739i,-0.0021241+0.0015762i,-0.00065737+0.0014219i,0.00091111+0.0011266i,0.0018619-3.9842e-05i,0.0014002-0.00043112i,0.00028284+3.0237e-05i,0.00021646+0.00081943i,0.00036298+0.00069303i,0.00021314+0.00029532i,0.00067988+0.00051416i,0.0011819+0.0010895i,0.00079469+0.0016547i,0.00031654+0.00075136i,0.00077778-4.3455e-05i,0.00027923-4.0336e-05i,-0.00088782-2.8321e-05i,-0.00138-0.00029026i,-0.0011131-1.0205e-05i,-0.00067339+0.00051726i,-0.00030889+0.00065011i,0.00043137+0.00070073i
-0.00094497-0.00038876i,-0.00044564-0.0010469i,-0.00093154-0.00087595i,-0.0016031-0.00026548i,-0.0021019+0.0012212i,-0.0015621+0.0021358i,0.00023245+0.0021857i,0.00081408+0.0016501i,-5.8998e-05+0.00088383i,-0.00030854+0.00042095i,-0.00040631+0.00040547i,-0.0001489+0.0010753i,0.00082052+0.0018414i,0.0011058+0.0016668i,0.0010493+0.00050949i,0.00080597+0.00028682i,0.00042961+0.0002824i,-9.6924e-05-0.00035837i,-0.00053005+0.00029997i,-0.00012311+0.00057659i,0.00017723+0.0002642i,-0.00066846+0.00057814i,-0.00019627+0.00073221i
-0.001231+0.0010543i,-0.00035988+0.001549i,0.00014096+0.0020785i,-0.00033644+0.0025437i,-0.0009059+0.0017628i,-0.0014419-0.000395i,-0.0021612-0.001341i,-0.0033271-0.00022262i,-0.0029663+0.00083237i,-0.0016009+0.0011557i,-0.0010134+0.00034694i,-0.00075296-0.00052138i,-0.00029755-0.00038635i,-0.00033288-4.9706e-05i,-0.00061038+0.00072583i,-0.0005835+0.00053944i,-2.9601e-05-2.2552e-05i,0.00066551+0.00062756i,0.0009472+0.00085169i,0.0012184+0.0002922i,0.00051937-6.4568e-05i,-0.00029061-8.0435e-05i,-0.00041155+0.00038305i
-0.0019791-0.00058736i,-0.0020794+0.00082868i,-0.002544+0.0032547i,-0.0035636+0.0031867i,-0.0035922+0.0013282i,-0.0026694+0.00058441i,-0.0017864-0.00037245i,-0.0021445-0.0011721i,-0.0024645-0.00014002i,-0.0017755+0.0011122i,-0.0006624+0.0011165i,-0.00012942+0.00051663i,-0.00099176-0.00027522i,-0.0015927-0.00077815i,-0.0017333-0.0009142i,-0.0016547-0.00057044i,-0.0018901-0.00060656i,-0.0019115-0.00037524i,-0.0013575+0.0003999i,-0.0003626+0.00077282i,0.00053507+0.0010631i,0.00034575+0.0012023i,0.00032908+0.00070295i
0.00040301-7.4701e-05i,0.00038536-0.0013222i,0.0012618-0.0020607i,0.00031446-0.0026178i,-0.00043164-0.0036376i,0.00010163-0.003481i,0.0010225-0.0026133i,0.0011988-0.0017132i,0.00038339-0.00065672i,-0.00097132-0.00030071i,-0.0019396+0.00059059i,-0.0016986+0.0014816i,-0.0010977+0.0015988i,-0.0010392+0.0008993i,-0.001066-0.00095335i,-0.00060174-0.0019032i,-0.0010615-0.0020045i,-0.0012694-0.002142i,-0.00060277-0.0010185i,-0.00033838+2.4493e-05i,-0.00025748+0.00037988i,-0.00021371+0.00063118i,4.9836e-05+0.000824i
0.00030972-0.00050536i,0.00026267-0.0012723i,0.0012252-0.0018647i,0.00071863-0.0023286i,0.00019092-0.0019446i,4.8089e-05-0.0015571i,0.00013196-0.00064179i,0.00053783+0.00074498i,0.00139+0.0015374i,0.0011339+0.0012799i,0.00024449+0.0012687i,0.00023486+0.0015385i,0.00070081+0.0014066i,0.0012634+0.00092921i,0.0011486+3.6161e-05i,0.0013229-0.00064594i,0.0022709-9.6477e-05i,0.0014877+3.7894e-05i,-0.00049992-0.00013447i,-0.0016237+0.00011156i,-0.0015031-0.00031739i,-0.0004341+0.00045141i,0.00038611+0.0016484i
0.00042351-0.00081951i,0.00013716+0.0012682i,0.0012883+0.0033137i,0.0020349+0.0031857i,0.0011234+0.0021119i,-0.00023921+0.0024018i,-0.001263+0.0023466i,-0.0012449+0.0016155i,0.00011751+0.00123i,0.0014419+0.00078901i,0.0013103+0.0013296i,0.00056855+0.0024587i,5.378e-05+0.0021846i,0.00030101+0.0016364i,0.0010406+0.0014881i,0.0015932+0.0012944i,0.0011512+0.00067617i,0.00028543-8.7002e-05i,-3.5098e-05-0.0002537i,0.00057583-0.00030448i,0.00095296-0.00012199i,0.00065879+0.00067305i,6.3161e-06+0.00091589i
-0.001229-0.00084569i,-0.0016234+0.00010003i,-0.0017639+0.0013807i,-0.0027334+0.0019898i,-0.0036211+0.0016984i,-0.0034632+0.00095499i,-0.0025981-0.00011669i,-0.0031049-0.00057504i,-0.0028843-0.00033978i,-0.0012394+0.00083562i,-8.018e-05+0.0013246i,0.00020489+0.00037745i,-0.00038667+0.0003129i,-0.00075836+0.0010025i,-0.00062564+0.0012983i,-0.00097015+0.00097527i,-0.00098238+0.0011652i,0.00015606+0.0014615i,0.00019652+0.00043175i,-0.00022555+0.00011063i,0.00019954-0.00021909i,0.00088108-0.00057957i,-9.8988e-05-0.00052785i
-0.0027315-0.0017859i,-0.0032183-0.00045696i,-0.0045322+0.0011355i,-0.0061783+0.00035668i,-0.0057335-0.00094607i,-0.0031115-0.0012617i,-0.0018403-0.003069i,-0.0012135-0.0040995i,-0.0014847-0.0027759i,-0.0017414-0.00071694i,-0.00077233+0.00025201i,-8.1946e-05+1.5897e-05i,0.00060035-0.0007407i,0.00059632-0.0018725i,-0.00038576-0.0023609i,-0.0012038-0.0013164i,-0.0014074-0.0010191i,-0.0012199-0.0010541i,-0.00035701-4.5118e-05i,0.00053526+0.00049714i,0.0011105+0.00072517i,0.0007383+0.0010662i,-0.00050669+0.00058006i
0.0012814-6.2797e-05i,0.0016621+3.2278e-06i,0.002698-0.00084585i,0.002043-0.0010768i,-0.00072836-0.0018241i,-0.0012846-0.0017127i,0.0004889-0.00073899i,0.0016821-0.0010856i,0.001413-0.0010333i,0.00019287-0.0004391i,-0.00096421+0.00019627i,-0.00090573-0.00036915i,-8.0864e-05-0.0011729i,0.00021636-0.00056172i,5.7811e-05-0.00076548i,0.00015328-0.0016881i,0.00064074-0.0023851i,0.00070346-0.0023706i,0.00037151-0.00097593i,0.00077453+0.0004624i,0.00013655+0.00095225i,-0.0013204+0.00041932i,-0.0007274-0.00060247i
0.00079649+0.00040703i,0.00081973+0.00031071i,0.0010219+0.00069124i,0.0019493+0.0012731i,0.0029514+0.0018344i,0.0020292+0.0025285i,0.00028664+0.0033081i,-0.00032488+0.0041744i,0.00019675+0.0035015i,0.0005232+0.001633i,-3.1831e-05+0.0005459i,0.00038831+0.00089435i,0.00096411+0.0014886i,0.0013826+0.0013537i,0.0028291+0.00079855i,0.0031632+0.0003175i,0.0016394-0.00019126i,0.00033282-0.00064936i,-0.00064595-0.00079413i,-0.00094705-0.00085925i,-0.00032821-0.00051934i,-0.00053338-0.00044571i,-0.0010904-0.00050399i
0.0017493-0.00043304i,0.0021999-0.00084604i,0.0014968+0.00039766i,-0.00039534+0.0025889i,-0.0026865+0.003591i,-0.0047349+0.0019564i,-0.0048963+0.00051799i,-0.0038467+0.001156i,-0.0025782+0.0021577i,-0.0010275+0.0022099i,-0.0008364+0.0016646i,-0.0014114+0.0017701i,-0.0010482+0.0023637i,-2.3881e-05+0.0028345i,0.00066909+0.0024692i,0.0011124+0.0016744i,0.0012208+0.0011731i,0.00052066+0.00022399i,-0.00098365-0.00082459i,-0.00065491-0.0007875i,0.00010056-0.0001684i,-0.00054389-0.00016077i,-0.0011669-0.00027102i
0.0012348+0.0008883i,0.0005116-0.00061077i,-0.00017722-0.0025597i,-0.0013984-0.0023687i,-0.0035751-0.0014726i,-0.0043084-0.0025468i,-0.0033941-0.0034301i,-0.0031795-0.0023498i,-0.0031322-0.00012915i,-0.0018978+0.00107i,-0.0007539+0.0014393i,-0.00013202+0.00075027i,0.00024798+0.00041162i,0.0001188+0.00069616i,-2.6079e-05+0.00013892i,4.2685e-06-0.00047857i,0.00042217-0.00086497i,0.0008676-0.00058341i,0.0010321+7.8788e-06i,0.00055816+0.00057767i,-0.00019946+0.00067055i,-0.0001299+0.00074373i,-0.00067765+0.00084595i
-0.00047513-0.0025065i,-0.00026277-0.0021166i,7.4922e-05-0.0025616i,-0.0010412-0.0034033i,-0.002342-0.0033106i,-0.0013474-0.0017404i,0.0013753-0.00082841i,0.0027277-0.0010722i,0.0017522-0.001596i,-0.00019119-0.00064698i,-0.00069509+0.00043333i,0.0010639+0.00037806i,0.0016575-0.00035618i,0.00070911-0.0013831i,0.00040493-0.001753i,-0.00039974-0.0018221i,-0.00034844-0.0017129i,0.00089987-0.00060724i,0.00080793+0.00028202i,0.00067796+0.00018455i,0.0003418+0.00020194i,-0.00015562+0.00014872i,-0.00014111-4.4673e-06i
0.00017266-0.0017852i,-0.0003976-0.0020604i,-0.0010654-0.0026502i,-0.0004825-0.0017578i,0.00082435-0.00053576i,0.0019538+0.00011301i,0.0022448+0.00060374i,0.0017992+0.00063326i,0.0015775-0.00010458i,0.00077628-0.0009068i,0.00010177-0.00074804i,0.00085522-0.00050311i,0.001909-0.0016594i,0.0021127-0.0022652i,0.0017115-0.0015324i,0.0012005-0.0016272i,0.00053167-0.0017524i,0.0003676-0.0014166i,0.00046104-0.0010176i,0.00027068+4.5244e-05i,-0.00025881+0.00037817i,-6.692e-05-0.00062934i,2.2304e-05-0.00062156i
6.2627e-05-0.0010266i,-0.00047631-0.0013718i,-0.00072525-0.00049061i,-0.0015013+0.00082241i,-0.0021513+0.0022609i,-0.0031352+0.00171i,-0.0039529+0.00042384i,-0.0029108+0.00041968i,-0.0010028+0.00075622i,0.000152+0.00060346i,-0.00024307+0.0015319i,-0.00091029+0.002323i,-0.00071173+0.0017299i,-0.00060432+0.0011189i,-0.0003987+0.00064691i,-0.00015657+0.00064173i,0.00027479+7.4234e-05i,4.7011e-05-0.0012238i,-0.00093016-0.0013444i,-0.0012748-0.00014104i,-0.00059886+0.00040526i,0.00024476+0.000587i,0.00046891+0.00060811i
0.001419-0.0004366i,0.0012298+0.00071861i,0.00034243+0.0023001i,-0.00077651+0.0036701i,-0.002572+0.0033664i,-0.0040571+0.0013808i,-0.0036968-0.00060101i,-0.0034595-0.0011907i,-0.002669-8.9518e-05i,-0.0011445+0.0018679i,-0.00073239+0.001903i,-0.00096918+0.00079393i,-0.0014814+0.0012775i,-0.0019751+0.0015034i,-0.0014408+0.00088559i,-0.00081184+0.00085564i,-0.0011517+0.00066661i,-0.0014224-0.00025574i,-0.00073777-0.00059667i,-0.0007931-0.00031454i,-0.00094976-0.00017059i,4.9008e-05-0.00016773i,-0.00028224-0.00076102i
-0.00090848-0.0014623i,-0.0025607-0.0016431i,-0.0048976-0.00169i,-0.0070628-0.00094769i,-0.006896-0.00057205i,-0.0038666-0.00096869i,-0.0017852-0.0026527i,-0.001635-0.0041924i,-0.0020724-0.002894i,-0.0017925-0.00027116i,-0.0010084+3.8548e-06i,-0.00050917-0.0011185i,-0.00083799-0.00081563i,-0.0018931-2.8957e-05i,-0.0016313-0.00018463i,-0.00045239-0.00047335i,-0.00034158-5.1228e-05i,-0.00031733+0.00061961i,0.00051522-7.216e-05i,0.00080801-0.0013724i,0.00021182-0.0010432i,0.00020139-0.0003747i,0.00024293-0.00057002i
0.00064692+1.7222e-05i,0.0016602-0.00022033i,0.0018167-0.000794i,-0.00046965-0.0022478i,-0.0017377-0.0043158i,-0.0010139-0.0039843i,-0.00016121-0.0010459i,0.00037317+0.00057722i,0.0002472-0.00047374i,0.00021435-0.0012518i,6.4969e-05-0.0010869i,5.1874e-05-0.00043339i,-0.00023903-0.00037568i,-0.00063497-0.0016355i,-0.00044957-0.0017726i,-3.9116e-05-0.0010663i,0.00065091-0.0009419i,0.00070984-0.0010632i,-0.00030377-0.00035259i,5.3572e-05+0.00021998i,0.00062124+0.00068881i,0.00028787+0.0011641i,-0.00010077+0.00075643i
0.0010049+0.0044025i,0.0025314+0.0033528i,0.0052787+0.0019508i,0.0079556+0.00015587i,0.0078048-0.0011804i,0.0046583-0.00041681i,0.0017414+0.0018551i,0.0013914+0.004001i,0.0021493+0.0045477i,0.0010578+0.0029712i,-0.00062362+0.00096888i,-0.00039998+0.0014938i,0.00094407+0.0024001i,0.0018229+0.00091726i,0.001174-0.00061651i,0.00040209-0.00071703i,-8.9225e-06-0.0006918i,-0.00094682-0.00078667i,-0.00076551+0.00024358i,-0.00066129+0.0012426i,-0.0010185+0.0013412i,-0.001396+0.00067608i,-0.00079789-9.0075e-05i
-0.0012623-0.0023169i,-0.00095393-0.0011268i,-0.00031752-0.00062032i,-0.00060055+0.0010655i,-0.0012736+0.0032729i,-0.001308+0.0024632i,-0.0012329+0.00035369i,-0.0012899+0.00018192i,-0.00024129+0.001516i,0.00038355+0.0012621i,-0.00043661+0.00072657i,-0.0009752+0.0023006i,-0.00029685+0.0028053i,0.00046866+0.0014262i,0.00056778+0.00053966i,0.0010104+0.00021967i,0.00075523-0.00043284i,-0.00020817-0.0014352i,-0.000956-0.0014006i,-0.0010765-0.00044915i,-0.0006411-0.0001175i,-0.00061511-0.00023794i,-0.0003407-9.2584e-05i
-0.0044041+0.0020443i,-0.0028098+0.0039439i,-0.0040224+0.0061605i,-0.0053448+0.0064991i,-0.0047929+0.0046742i,-0.0035419+0.00086989i,-0.0031398-0.0036095i,-0.0025838-0.0048588i,-0.0017917-0.001311i,-0.00083529+0.0018479i,-0.00076579+0.0020356i,-0.0011884+0.0012814i,-0.0010286-2.0945e-05i,-0.00066723+1.6805e-05i,-0.00052633+0.00070768i,-0.00012441+0.00080898i,-0.00052198+0.00025977i,-0.00090513-0.00020751i,-0.00046819-0.00063196i,0.0003912-0.0014759i,0.00091427-0.0013419i,0.00074006-0.00046708i,0.00082798+8.9096e-05i
0.0011765+0.00097096i,0.0011518+0.00014823i,0.00077149-0.001049i,-0.0013262-0.0023216i,-0.0025873-0.0027924i,-0.0014643-0.002959i,0.0015115-0.0037306i,0.0029128-0.0048346i,0.0021878-0.0038114i,0.0018062-0.00066004i,0.0017339+0.0011842i,0.0017554+0.0011019i,0.0008587+0.00050455i,-0.00067869+0.00075933i,-0.00080727+0.0012251i,-0.0010375+0.0011958i,-0.0011958+0.0010059i,-0.00032971+0.0011271i,0.00091483+0.0010044i,0.001461+0.00033422i,0.00083986-0.00047415i,-0.00015352-0.00055507i,-0.00042464-0.00022896i
0.0013981-0.00066608i,0.0011442-0.00066865i,0.0011714-0.0016903i,0.0018581-0.0032348i,0.0013477-0.004273i,0.0005843-0.002435i,0.00063004+1.6664e-05i,0.00064033-0.00045381i,0.00094237-0.0017758i,0.00091243-0.0012243i,0.00077388-0.00058451i,0.0015039-0.0001143i,0.0015355-0.00023927i,0.0012841-0.00020782i,0.0011645+0.00042485i,0.00054201+1.9054e-05i,-0.00029241-0.00072044i,-0.00057886-0.0006458i,-0.00033169+0.00021547i,7.6784e-05-0.00014269i,7.4741e-06-0.00070794i,-0.00051033-0.00016149i,-0.00094083+0.00080494i
-0.0018114-0.00096026i,-0.001895-0.00066831i,-0.0012879-0.00066099i,0.00017982+0.00033279i,0.0007655+0.0019009i,-0.00069942+0.0025221i,-0.0031449+0.0024228i,-0.0043224+0.0024885i,-0.0040053+0.0019927i,-0.0025844+0.00067945i,-0.00089028+1.0681e-05i,0.00017389+0.00013371i,0.00023811+0.00025621i,-4.1268e-05-0.00018313i,0.00082575-0.0008834i,0.0014341-0.001445i,0.0010813-0.0016059i,-6.9145e-05-0.0013335i,-0.0013167-0.0014534i,-0.0014001-0.00036699i,-0.00090063+0.00059856i,-0.00056338+0.00042824i,-0.00045441-5.8487e-05i
