0.0010376-0.0020428i,0.0012003-0.0042998i,-0.0005611-0.0053313i,-0.0021821-0.0038997i,-0.0020438-0.0011897i,-0.0013344+0.001035i,6.3455e-05+0.0014025i,0.00068069+7.468e-05i,0.0010099-0.00066365i,0.0009262-0.00089262i,0.00054364-0.00025264i,0.00067607+0.00048053i,0.00074753+0.00060737i,7.0556e-05+0.0012122i,-0.00021861+0.0013115i,-0.00024046+0.00070942i,-5.3083e-05-1.7752e-05i,0.0006139-0.0004555i,-0.00025491-0.00063445i,-0.0012696-0.00067538i,-0.00065957-0.0002222i,-0.00032182+0.000305i,0.00012877+0.00044411i
-0.0020331-0.0034173i,-0.0035251-0.0037308i,-0.0031205-0.0024661i,-0.0029626-0.00051226i,-0.002924+7.4579e-05i,-0.00090125+0.00088371i,3.7999e-05+0.0014275i,-0.00069049+0.00081182i,5.198e-05+0.00053527i,0.00054991+0.00079479i,-9.2217e-05+0.00058461i,-0.00037604+0.00021696i,-0.00012574+0.00026195i,0.00059887+0.00033336i,0.00021186+0.00073852i,-0.00022398-2.1467e-06i,-0.00010498-0.00054394i,-5.6375e-05+1.7334e-05i,-0.00029966+0.00077127i,-0.00064261+0.00066864i,-0.00013281-0.00024717i,0.00042041-0.0004264i,1.7022e-05-5.8109e-05i
0.00023819-0.0033623i,-0.00078331-0.0037303i,-0.0015266-0.0034311i,-0.0010673-0.0018804i,-0.00070864-0.00029609i,0.00035733-0.00019034i,0.0014348-0.00036368i,0.00046946-0.0012027i,-0.0010412-0.0018339i,-0.0015358-0.00099631i,-0.0013997+0.00011512i,-0.00068292+0.00067854i,0.00079853+0.0012157i,0.0017159+0.0018101i,0.00089523+0.0016836i,7.8626e-05+0.00060494i,0.00017371-0.00034496i,0.00047713-0.00065866i,0.00012345-0.00082837i,-0.00026421-0.00079032i,-0.00024848-0.00020129i,4.876e-05+0.00077017i,0.00054794+0.0012572i
0.0010755-0.0022135i,0.00076676-0.0021837i,-0.00051135-0.0015811i,-0.0013821-0.00054247i,-0.0011244+0.00040511i,0.0002782+8.4736e-05i,0.0011098-0.00080985i,0.0010492-0.0010016i,0.00056234-0.00072911i,-0.00016586-0.0009918i,-0.00069746-0.00090155i,8.5287e-05+0.00033475i,0.0013621+0.0010115i,0.0011794+0.00067482i,0.00042009+0.00025054i,0.00030673-0.0003176i,0.00083672-0.0011547i,0.00081657-0.00083049i,0.00032304-0.0001152i,0.00030413-5.7316e-05i,0.0001851-0.00043061i,0.00043103-0.0005035i,0.00041997+0.0001268i
-0.0026257-0.00098882i,-0.0034253+0.00052509i,-0.0024824+0.00088344i,0.00020716+0.00049545i,0.0011121+0.00056708i,0.0013494+0.00067511i,0.001515-0.0004434i,0.0009326-0.0015278i,0.00029356-0.00093544i,0.00021519+0.00030886i,-0.00021846+0.00041886i,-0.00022902-0.00026244i,6.5062e-05-0.00067112i,1.7126e-05-0.00083787i,-0.00046832-0.00047673i,8.9244e-05-0.00036292i,-4.5701e-05-0.00047797i,-0.00038796-0.0010085i,0.00035184-0.00081233i,0.00048599-0.00045914i,0.00031972-0.00040671i,0.00041253+0.00054316i,8.6397e-05+0.00063563i
-4.8011e-05-0.00042786i,-0.0017908-0.0016598i,-0.0013186-0.0013388i,-0.001923-0.00070115i,-0.0018822+0.00017479i,-0.00083141+0.00056167i,-0.00090177-0.00013586i,-0.0011149-0.00045291i,-0.00051817-0.00021798i,-3.0852e-05-0.00044535i,0.00048333-0.00053205i,0.0003683+0.00033624i,-0.00025718+0.00079386i,-0.00091281+0.00015148i,-0.0015271-0.00028723i,-0.0014807-0.0004355i,-0.00094427-0.00040705i,-0.00036032+9.5151e-05i,-8.169e-05+0.00029051i,0.00035129+0.00018496i,-0.00028985+0.00038489i,-0.0011348-0.00017433i,-0.00043896-0.00051782i
0.0010366-0.0028735i,0.00072169-0.0036232i,-0.00034119-0.0031935i,-0.0012103-0.0018459i,-0.00068055-0.00059507i,0.0007063-0.00018192i,0.0017899-0.00049234i,0.0014914-0.00087533i,0.00076779-0.00059418i,3.7318e-05-6.2953e-05i,-0.0002496-0.00030247i,-0.00036577-0.00036967i,-0.00018148+0.00048735i,0.00016026+0.001001i,-0.00071606+0.00079985i,-0.00070963+4.4192e-05i,0.00071095-0.00043402i,0.0013313+0.00072098i,0.00031973+0.001321i,0.00013517+0.00023059i,0.00045488-0.0005776i,0.0006299-0.00021918i,0.00018747+0.00013123i
-0.0015798-0.0012624i,-0.0020664-0.0015826i,-0.0022093-0.00093375i,-0.00096451-0.00054883i,0.00020834-0.0013174i,0.00064079-0.001618i,-0.00034616-0.00054006i,-0.0013516-0.00088158i,-0.00019486-0.0010183i,0.00072297-0.00040459i,0.00051164-0.00023296i,0.00012183-0.00020231i,0.00013697-0.00018051i,0.0004016-6.3185e-05i,0.00048524-0.00042473i,0.0007219-0.00012828i,0.00044179+0.00041265i,-0.00041432-0.00010604i,-0.00089959-0.00045624i,-0.00055434-0.00049051i,-0.00057007+8.4839e-06i,-0.00049289+0.00038753i,0.00031854-0.00010571i
-0.00017462-0.0011603i,-0.00027081-0.0019882i,0.00029663-0.0020625i,0.00060051-0.00061956i,-0.00048827+0.0004239i,-0.00086734-6.532e-05i,1.2708e-05-0.00098521i,0.00035687-0.0002293i,0.00015976+0.0012435i,4.2938e-05+0.00066743i,0.00031716-0.00041852i,0.00046479-0.00072652i,0.00036163-0.00043898i,-0.00011907+0.00042404i,-5.5268e-05+0.00043882i,0.00036909+0.00013754i,0.00037759+0.00015827i,0.00044339-0.00011839i,0.0001449-9.0296e-05i,-0.0010381-0.00019806i,-0.001204+4.1201e-05i,-0.00061587+0.0005108i,-6.3134e-05+7.4423e-05i
0.0020147+4.0009e-05i,0.0009295-0.0015451i,0.00019573-0.0014415i,-7.5991e-06+0.00014683i,-0.00091999+0.00027142i,-0.001172+0.00012905i,0.00013118+0.00059944i,0.00078912+0.00076833i,0.00072455+0.00060661i,0.0010528-0.00017578i,0.0008166-0.00045919i,0.0002381+0.00048833i,0.00027112+0.0010801i,0.00043301+0.00039218i,0.00031847-0.00020487i,0.00030244+0.00061539i,-7.4868e-05+0.0010174i,-5.3613e-06+0.00035366i,9.9567e-05-0.00014414i,0.00052328-0.00078324i,0.00038672-0.0011554i,-0.00019837-0.00057165i,-7.8885e-06+0.00028668i
-0.00041637-0.0010612i,0.0010892-0.0017986i,0.0015368-0.0022774i,0.00072668-0.0023938i,-6.027e-05-0.0016415i,-7.5584e-05-0.0011109i,5.2321e-05-0.0010819i,-0.00084437-0.0005084i,-0.0006808-0.00028596i,-0.00047811-0.00092023i,-0.00043843-0.00097218i,-0.00070029-0.0001461i,-0.00082235+0.00060546i,-0.0008536+0.0011044i,-0.00062063+0.00026462i,-0.00022216-0.00043261i,7.9887e-05-0.0006166i,-0.00023682-0.0011394i,-0.00055295-0.00040918i,-0.00036319+0.00071541i,-0.0002128+0.00084485i,-9.1282e-05+0.00013495i,-0.00052644-0.00051446i
0.00048715-0.0033638i,-0.00082559-0.0030283i,-0.0024433-0.002849i,-0.0035203-0.00099844i,-0.0021998+0.00066054i,0.00010901+0.00067194i,0.00076777+0.00062787i,0.0005316+6.2141e-05i,0.00026225-0.00058774i,0.00010092-6.592e-05i,-0.00017366+0.00016812i,-0.00011172-8.7557e-05i,6.7626e-05+0.00012897i,-0.00011799+0.00090427i,0.00012015+0.00084286i,0.00044201+0.0003267i,0.00010378-5.0639e-05i,-0.00015911-0.00033698i,-6.8165e-05-0.00028166i,5.764e-05-0.00022643i,-0.00014513-0.00015953i,-1.4028e-05-0.00049064i,-0.00033223-0.00038887i
0.0020913-0.0017878i,0.00044795-0.0032925i,-0.00056251-0.0034971i,8.7375e-05-0.0023094i,0.0011341-0.00088291i,0.0017305-3.1795e-06i,0.0016621+1.5336e-05i,0.0013995-0.00069155i,0.00033833-0.0006006i,-0.0008002-0.00022397i,-0.00057706+0.00028234i,-0.00018642+0.00085357i,3.8189e-05+0.0013197i,0.00073268+0.0014338i,0.0014172+0.0019975i,0.00093336+0.0013917i,0.00036686+0.00018898i,0.0004999+0.00016264i,0.0012438+0.0008652i,0.00061845+0.0010459i,-0.00032794+0.00026006i,-2.3989e-05+0.00015821i,-0.00021408+0.0007129i
-0.0017951+0.0006856i,-0.0017856+0.00063795i,-0.0013859+0.00078422i,-0.00048724+0.0002601i,0.00013979+0.00093563i,0.00029011+0.0017384i,0.00032254+0.0010433i,0.00044011+0.0012231i,0.00063092+0.00090651i,0.00049688+5.3198e-05i,0.00032499-0.00020598i,-0.00014715-0.00051807i,-0.00058442-0.00058822i,-0.00080928-0.00043529i,-0.00056199-9.0062e-05i,0.00032527-0.00030577i,0.00074125-0.00093038i,0.0005528-0.00037027i,9.7974e-05+0.00071156i,-0.00039272+0.00067661i,-0.00015889-0.00012654i,-1.907e-05-0.00033749i,-0.0005076+0.00018332i
-0.0011511-0.0018389i,-0.0011425-0.0022911i,-0.00034541-0.0023702i,0.00068791-0.0013723i,0.001488-0.00049284i,0.00042161-0.00064587i,-0.0002009-0.00098386i,-0.00033325-0.00069769i,-0.00014526-0.00019515i,0.00020468-5.6199e-05i,0.00020378-0.00021208i,0.00054121+0.00040416i,0.00049539+0.00036082i,-7.9856e-05+0.00033086i,-0.0006011+0.00043735i,-0.00050183-0.00044905i,-0.00078737-0.00057112i,-0.0011405-0.00028929i,-0.0003281-0.00068824i,-0.00013396-0.00094071i,-0.0005415-0.00082171i,-0.00020408-0.00070333i,-0.00043395-0.00080893i
-0.0002385-0.001866i,-0.00032686-0.0012914i,-0.00058704-0.00033281i,-0.00078361+0.00093864i,-0.00087959+0.0015533i,0.00043769+0.0013493i,0.001202+0.00082038i,0.00077816+0.0009067i,0.00012657+0.00087373i,-0.00090742+0.00030222i,-0.0010411+6.8049e-05i,-0.00014031+0.00037511i,0.00092503+0.0012338i,0.0016962+0.0014263i,0.0014242+0.0015934i,0.00078455+0.0016234i,-0.00034504+0.0005548i,-0.0011869+0.00019953i,-0.00080166-0.00026469i,-0.00012835-0.00089873i,0.0007118-0.00037377i,0.0003265+0.00022626i,-0.00029169+0.00036056i
-0.00028135+0.001423i,0.00028688-0.00010516i,0.00092478-0.00078334i,0.00041372-0.00051086i,0.00025546-0.00043252i,-0.00064267-0.0014419i,-0.00082838-0.0015513i,-8.832e-05-0.00028078i,0.00028099+0.00019395i,0.00033182-0.00055184i,0.00023853-0.00041594i,0.00038524-0.00019654i,2.4837e-05-0.00076744i,-0.00020633-0.00054929i,0.00031378-2.3272e-05i,4.3414e-05+0.00033322i,-0.00073339+0.00047015i,-0.00054527+0.00099954i,-3.5627e-05+0.00097081i,0.00040765+3.2559e-05i,0.0003924-0.00042035i,0.00012426-0.00063444i,3.3799e-05-0.00011436i
-0.0011885-0.00040616i,-0.0010423-0.00059712i,-0.00032408-0.00074049i,-0.0001689-0.00097916i,-0.00026301-0.001256i,1.1523e-05-0.0012499i,-9.4779e-05-0.00055097i,-0.00029581+0.00013563i,-0.00044708-0.00029329i,-0.00012419-0.00043652i,0.00048988+0.0002832i,0.00088493+0.00069741i,0.00077992+0.00018675i,-0.00014027-7.5991e-05i,-0.0011254-0.00010977i,-0.00062888+1.116e-05i,0.00042235+0.00031441i,0.00062657+0.00044196i,0.00013479+0.00050719i,-0.00044886-4.705e-05i,-0.00012996-0.0004313i,0.00025536-0.00012026i,-0.00035502-4.4345e-05i
0.0025675-5.1966e-05i,0.0015452-0.0022641i,1.3817e-05-0.0028885i,-0.00054694-0.0020239i,-0.00073187-0.00075867i,-0.00074579-6.4865e-05i,-0.00062751-9.0258e-05i,-0.00075488-0.00017911i,-0.00034587+0.00057344i,-0.00042184+0.00020374i,-4.7526e-05-0.0003172i,0.00057163+0.00030708i,0.00018755+0.00016971i,-0.0006872+0.00069948i,-0.001184+0.0012675i,-0.00079381+0.00047422i,-0.00035401-0.00060725i,0.00016234-0.00072435i,0.00046051-0.00029001i,-2.2575e-06+0.00039194i,-0.00042918+0.00029874i,-0.00030475+3.7524e-05i,0.00024962+0.00063335i
0.0021302+0.00044904i,0.0025659-0.0011449i,0.0036124-0.0020114i,0.0023652-0.0017183i,0.00072705-0.0011511i,-0.00056563-0.00034096i,-0.0013202+0.00086126i,-0.00047655+0.00078699i,0.00047492-0.00029063i,0.00091172-0.00027209i,0.00051573-6.9705e-05i,-4.6715e-05-0.00059612i,5.9984e-05-0.00044019i,0.00027781+0.00011978i,-6.3682e-05-4.8977e-05i,-7.1061e-05+0.00034426i,-0.00054124+0.00084806i,0.00030309+0.00061193i,0.00079015+0.00034644i,0.00027963-4.0358e-05i,9.5303e-05+2.734e-05i,-0.000495-0.0004744i,-0.00012139-0.00080823i
0.00099754-0.0003301i,0.00056279-0.00062644i,-0.00076396-0.0013869i,-0.0011336-0.0014904i,-0.00022638-0.00070962i,6.2695e-05+0.00028488i,0.00032737+0.00074571i,0.00080591+0.0012693i,0.00055836+0.0012752i,0.00054271+0.00080415i,0.00061696-3.0743e-05i,-3.0829e-05-0.00031021i,-0.00054901+0.00092952i,-0.0007775+0.0012944i,-0.00047525+0.00062948i,-0.00013864-0.00023328i,0.00036746+0.00041599i,0.001045+0.0016201i,0.00063904+0.0012861i,0.00052235+0.0008418i,0.00020223+0.00073488i,-0.00095929+0.00020577i,-0.00059583-0.00013903i
0.0010242-0.0027393i,0.0001182-0.0040563i,-0.00093944-0.0029375i,-0.0012541-0.001278i,9.523e-05-9.1875e-05i,0.0007168+0.0002254i,0.00010197+0.00044872i,-8.1878e-06-7.2722e-05i,0.00044794-0.00084437i,0.00028261-0.00036353i,-0.00052788+0.00018245i,-0.00052207-0.00040458i,0.00050412-0.00039451i,0.0012334+0.00031826i,0.00074743+0.00064421i,0.00025827+0.0010056i,0.0004813+2.5232e-05i,0.0010155-0.00039138i,0.00048552+0.00057145i,6.3464e-06+0.00067078i,0.00031429-2.8918e-05i,0.00013919+0.00010666i,-0.00020888+0.00038366i
-0.0010581-0.00050733i,9.4879e-05+0.00042598i,-0.00041723-3.2638e-05i,-0.00076018-0.00043786i,-0.0004735-0.00063217i,-0.00053327-0.0012598i,-0.00060338-0.0010989i,-0.0010207-0.00040992i,-0.00081957-0.00033275i,-0.00047055-0.00037322i,-0.00038141+0.00061551i,0.000552+0.00046745i,0.00079715-0.00026967i,-2.2773e-05-2.9852e-05i,0.00025822+0.00050842i,0.00077121+0.00046823i,0.00032035+0.00050094i,0.00034461+0.00014165i,0.00091146-0.00067595i,0.00029985-0.00061247i,-0.00046424+5.525e-05i,-0.00026039+0.00077627i,0.00012983+0.00058148i
-0.0012802-0.0014688i,-0.0020632-0.0018348i,-0.0022206-0.001293i,-0.0013033+0.0003578i,0.00018936+0.00031074i,0.00087984-0.00054701i,0.00074198-0.00076626i,0.00052898-9.4237e-05i,0.00028847+0.0002144i,4.7354e-05-0.00036798i,-0.00014063+0.0001121i,-0.00070189+0.00038227i,-0.0012818-0.00021581i,-0.00052919-0.00045957i,-3.238e-06-0.00025603i,0.00016489-0.00027472i,4.4084e-05-0.00033091i,-0.0006374+0.00016692i,-0.00097108+0.00045701i,-0.00050414+0.00037378i,-8.388e-05+0.00050926i,0.00038486+0.00072135i,0.0003862+0.00052142i
-0.0014833-0.0028481i,-0.0014106-0.0031768i,-0.0019956-0.0032114i,-0.0020101-0.0017959i,-0.00067469+0.00026246i,0.00030944+0.0016572i,0.00038572+0.0016203i,0.0012523-1.4176e-05i,0.001685-0.00073548i,0.00068585-5.9377e-05i,-0.00086108+9.1488e-05i,-0.00056528+2.1246e-05i,0.00020646+0.0011114i,-0.00013714+0.0016529i,-0.00018707+0.00058244i,0.00047988-0.00018466i,0.00037127-0.00025444i,-0.00013813-0.00095094i,0.00022057-0.0018907i,-3.2706e-05-0.0015651i,-0.00032532-0.0009409i,0.00014688-0.0003372i,-8.3439e-06+0.00045926i
-0.00048282-0.0013603i,-0.00071306-0.001747i,-0.0011364-0.00041677i,-0.0016366+0.0010895i,-0.0018931+0.0011952i,-0.00069741-7.6057e-05i,0.00029653-0.00090901i,0.00032944-0.0004343i,0.00050902+0.00078047i,0.00062975+0.0013588i,0.00041059+0.00070372i,9.653e-05-0.00011377i,-0.00051909-0.0005799i,-0.00082631-0.0013184i,-0.00082175-0.0014469i,-0.00032679-0.0011809i,0.00014033-0.00043914i,-0.00018038-0.00018187i,7.559e-05-0.00086i,0.00039138-0.00092128i,-0.00021734-0.00084025i,-0.00059698-0.00052514i,0.00015813-4.0708e-05i
0.00091628-0.00013051i,0.0015327+0.0012733i,0.00099584+0.0020622i,0.0010638+0.00054936i,0.0010552-0.00063246i,0.00092227-0.0013713i,0.00080277-0.0017224i,0.00010845-0.00050138i,0.00012814-4.172e-05i,0.00074458-0.000349i,0.00039824-0.00019393i,0.00017867-0.00063827i,0.00069287-0.0013871i,0.00098833-0.0014873i,0.00034909-0.00069109i,0.00032773-0.00040786i,-9.814e-05-0.00015325i,-0.00041541-0.00030696i,0.0005681-0.00094149i,0.0010603-0.00063137i,0.00097396-0.00049122i,0.00080195-0.00059197i,-0.00026084-0.00062381i
-0.0034615-0.0011496i,-0.0037324-0.0018977i,-0.0027596-0.0018065i,-0.0025123-0.0011708i,-0.0015313-0.00065532i,0.0004297-0.00013011i,0.0008935-0.00079934i,0.00069351-0.00051137i,0.00091712+0.00039819i,0.0008228-4.7273e-05i,0.0001731-0.00050041i,0.0004542-0.00017381i,0.0011343-2.9726e-05i,0.0015137+0.00045111i,0.00050562+0.00093403i,-0.00028642+0.00042875i,5.9891e-05+0.00019951i,0.0001312+0.00058291i,0.00045532+0.00065549i,0.00042472+0.00021378i,0.00017327+0.0001894i,-6.1525e-05+0.00030062i,-0.000364-2.0156e-05i
0.00098-0.0032678i,0.00087427-0.0043599i,0.00033536-0.002969i,-0.00025011-0.0014079i,0.00026836-0.00060156i,5.8991e-05-0.00019628i,-0.0010516-0.00059274i,-0.0011499-0.0010782i,-0.00012789-0.00038435i,0.00042979-8.301e-05i,0.00065238-0.00027231i,0.0005311-0.00018194i,-2.5555e-06-0.00019488i,-4.0148e-05+0.00011837i,0.00012212+0.0004061i,-0.00044124-0.00014162i,-0.00080465-0.00053972i,-0.00042073-2.731e-05i,0.00023647+0.00065004i,-2.5128e-05+0.00072471i,-0.00057401+0.00058685i,0.00015594+0.00079813i,0.00078503+0.00039279i
8.5138e-05+0.00046575i,0.00030952-0.0008185i,0.00066367-0.00066064i,0.00092961-0.00055991i,0.0014089-0.0004806i,0.0010421+3.2445e-05i,-0.00012315+0.00044327i,-0.00051647+0.00053559i,0.00047428+1.5461e-05i,0.00096533+1.1559e-05i,0.0002501+0.00077809i,0.0003125+0.0007344i,0.00085755+0.00078838i,0.0003287+0.00039384i,-0.00020942-0.00034021i,-0.00018992-0.00024232i,-0.00020125+0.00072359i,-0.00033415+0.0013819i,-0.00088552+0.0015461i,-0.0011735+0.0013765i,-0.00053199+0.0010661i,-0.00023244+0.00036743i,-4.2151e-05+0.00052398i
-0.00079803-0.0022318i,-0.0017022-0.0029503i,-0.001088-0.0026115i,-0.00078392-0.00015165i,-0.00058837+0.00095209i,0.00044161-0.00022892i,0.00095042-0.00070688i,0.00050552-0.0006611i,0.00053447-0.00035891i,0.0014173+0.00020214i,0.00056682+0.00010292i,-0.00045975-0.00048295i,-0.00042659-0.0003937i,4.423e-05+0.00046263i,0.00076466+0.00060593i,0.00042219+0.00025334i,0.00011303+1.0324e-05i,-0.00054235-0.00056696i,-0.0011734-0.0010247i,-0.00055334-0.00092911i,-9.0545e-05-0.0004394i,-0.00010912-0.00031499i,0.00013673-0.00023419i
-0.0010334-0.00087415i,-0.0017326-0.0002095i,-0.0012858+0.00060579i,-0.00028163+0.00080559i,0.00048979+0.00079607i,0.0012687+0.00065555i,0.0011868+8.5131e-05i,0.00048748-0.00040803i,-0.00031064-0.00032465i,-0.0008795-0.00018493i,-0.00047931-0.00034793i,7.7143e-05+0.00043574i,0.000274+0.00064652i,0.00040411-0.00018499i,0.00022618-0.00080155i,1.5964e-05-0.0006245i,1.847e-05-0.0002475i,1.1351e-05-0.00071728i,-0.00028152-0.00098013i,-0.0004482-0.00066469i,-8.0271e-05-0.00026737i,-0.00025121+0.00018226i,-0.00090419+0.00077568i
-0.0022955-0.0037834i,-0.0028071-0.0044255i,-0.0015147-0.002662i,-7.1203e-05-0.0012847i,0.00025486-0.00087397i,-0.00010864-0.00054609i,-9.6961e-05-0.00056386i,-0.00033797-0.00018806i,-0.00068758+0.00073209i,-0.00063244+0.00078961i,-0.00071609+0.00022793i,-0.00079352+0.00038882i,-0.00069831+0.00049034i,-0.00025843+0.00015284i,0.00015676-0.00016279i,0.00022857+2.9691e-05i,0.00059386-0.00016537i,0.0010942-0.00068719i,0.001157-0.0017977i,0.0012194-0.0022369i,0.00082485-0.0009643i,-0.00031984-0.00063366i,-0.00063889-0.00034348i
0.00047417-0.0024372i,-0.00045219-0.0024634i,-0.0014042-0.00073769i,-0.0007599+0.00040036i,0.001302+7.6793e-05i,0.0018691-0.00063497i,0.0015364-0.0010025i,0.00029687-0.00092511i,-0.00041529-0.00049596i,0.000175-0.00059599i,0.00058695-0.00041979i,0.00039945+0.00043208i,0.00090734+0.00055871i,0.0023079+7.0343e-05i,0.0017899-0.00030689i,0.00049838-0.00055747i,0.00063901-0.00056309i,0.00095456-0.00031469i,0.00055083-0.00051918i,0.00021075-0.00089274i,0.00015686-0.0010467i,-0.00020901-0.000725i,-0.00055983-0.00078004i
0.0006326+0.00053302i,-0.00067275+0.0010876i,-0.0013955+0.0007628i,-0.0014127+0.00092744i,-0.00065096+0.0012862i,0.0001301+0.0010637i,0.00038449+0.00082912i,0.0004748+0.00044511i,0.00021069-0.00046911i,0.00054663-0.00061619i,0.00045308-0.00049204i,0.00043303+0.00011028i,0.00088583+0.0014917i,0.00047784+0.0017648i,-0.00017544+0.0006753i,-0.000592-1.6306e-05i,-0.00037518-0.00058808i,0.00040487-3.2121e-05i,0.00086009+0.0008015i,0.00084237+0.00071599i,0.00048782+0.0005827i,0.00050513-0.00014235i,0.00065861-0.0001236i
-0.0010613-0.00084151i,-0.0010128-0.0019065i,-0.00029714-0.0018428i,0.00047783-0.0011344i,0.00026239-0.00086085i,0.00026653-0.00022885i,0.00035915-0.00018185i,6.7241e-05-0.00084856i,0.00033152-0.0010918i,-0.00028388-0.00038717i,-0.00045855+0.00054417i,-0.00036268+0.00061451i,-0.0007598+7.9811e-05i,-0.00051074-6.8788e-05i,-0.00011316+0.00038685i,-0.000334+0.00080964i,-0.00034052+0.00066978i,-0.00032662-7.6032e-05i,-0.00082349-0.00019095i,-0.0006124+0.00017411i,9.9444e-05+4.9796e-05i,9.6155e-05-0.00020977i,9.1644e-05+0.00037078i
-0.0033484-0.0027054i,-0.0036453-0.0016457i,-0.0031193-0.001062i,-0.0012147-0.0014132i,0.00051266-0.00081827i,0.00050791-0.00095639i,7.5195e-05-0.00099425i,0.00019782+0.00014932i,-4.7937e-05+0.0007558i,0.00033032+0.00010498i,0.001104+0.00035933i,0.00079082+0.00056595i,-3.6192e-05+0.00067669i,-0.00057847+0.00043576i,-0.000846-0.00013906i,-0.0014613+9.8532e-05i,-0.0017262-0.00014017i,-0.0018058+1.1581e-06i,-0.0019176-0.00031248i,-0.0017636-0.0010494i,-0.0012727-0.00043846i,-0.00085193+0.00023037i,-0.0012216+0.00036324i
0.00034471-0.00099821i,0.00035966-0.00064537i,0.0010456-0.00017135i,0.00092743+0.00014651i,0.00054536-0.00024706i,0.00082851-0.0014198i,0.0014513-0.0010005i,0.0012327+0.00017104i,0.00042388+0.00015632i,0.00030905+0.00020583i,-0.00020276-0.00049513i,-0.0012568-0.00060054i,-0.0015212-0.00032748i,-0.00092463-0.00034148i,-0.00093759-0.00037611i,-0.0003107-0.00057082i,-4.573e-05-0.00077068i,-0.00055955-0.0010011i,-0.00063815-0.00094626i,-0.00090469-0.00051521i,-0.00033929+0.00029262i,0.00040622+0.00075857i,-1.9119e-05+0.00017994i
0.0015797-0.00065623i,0.0019548-0.00041762i,0.001687+0.00038323i,0.0011337+0.0010759i,0.00082287+0.0012274i,1.5442e-05+0.0010946i,-0.00021005+0.00031538i,0.00033082-0.00017283i,0.00091607+0.0004019i,0.00093768+0.0011827i,0.00065737+0.00065814i,-3.4342e-05-0.00011862i,0.00012529-0.00029134i,0.00083345-0.00026772i,0.00097059-0.00027373i,0.00062655-0.00023789i,0.00041393+0.0001383i,0.00014582+0.00020644i,-0.00059801-0.00063063i,-0.00075538-0.0017637i,-0.00037926-0.00087977i,0.00025313+0.00016269i,0.00081856-9.9797e-05i
-0.0013611-4.5261e-05i,-0.0025375-0.0011563i,-0.0022637-0.0009142i,-0.0014502+0.00024657i,-0.00015415+0.00057395i,0.00091502+0.00025362i,0.00058425-0.0010446i,-0.000273-0.0017586i,-0.0004637-0.00098511i,0.0002967-0.00082296i,0.0013074-0.00035547i,0.0010032+0.00059918i,-0.00021686+0.00055869i,0.00065175+5.8714e-06i,0.0013447-0.00044194i,0.00057988-0.00060548i,-0.00035967-0.0004655i,8.2321e-05-0.00077275i,0.00069148-0.0011078i,0.00090175-0.00099679i,0.00093226-0.00045185i,0.00011642-9.037e-05i,-0.00026033-0.00031518i
0.00083509-0.00090486i,-0.00095371+0.0010356i,-0.0019842+0.0015579i,-0.0017206+0.0010402i,-0.0013141+0.0010178i,-0.0010445+0.0013539i,-0.00028878+0.0012094i,-8.8377e-05+0.00053966i,-0.00058557-0.00039067i,-8.7706e-05-0.00060924i,0.00044749-0.00037104i,6.5678e-05+0.00012744i,-0.00030156+0.00055423i,-0.00056282+0.00056904i,-0.00062156+0.00065418i,-0.00072906+0.00059771i,-0.00029436+0.00049046i,0.00099668+0.00044893i,0.0015679+0.00025211i,0.00064883-8.9064e-05i,-0.00039466-1.0783e-05i,-0.000226-1.3308e-05i,-0.0003658+0.0005636i
0.00031805-0.0024213i,-0.00012502-0.0019082i,-0.00014338-0.0021409i,0.00014645-0.0021998i,7.491e-05-0.001539i,-0.00017012-0.00123i,-0.00010611-0.0012561i,0.0004239-0.00027898i,0.000548+0.00093328i,-0.00026452+0.00088481i,0.00023003+0.00033319i,0.00049504+0.00024097i,-0.00062302+0.00035075i,-0.0015437+0.00031053i,-0.0011129+0.00048656i,-0.00019618+0.00038328i,0.00032542-0.00014371i,0.00042335-0.00035277i,0.00049529-0.0003249i,0.00026972-0.00047656i,-0.00071072-0.00039681i,-0.0010509-0.00025989i,-0.00065196+0.00018692i
-0.0022885+0.00026166i,-0.0035969-0.0010897i,-0.0027002-0.00071993i,-0.0015178-0.00056701i,-0.00033532-0.0010535i,2.4297e-05-0.00057388i,-3.3971e-05+9.106e-07i,0.0001567+0.00041467i,0.00060698+0.00030995i,0.0011351+0.00020005i,0.0010795+0.00062999i,0.00061857-0.00024378i,0.00032126-0.00078528i,0.00057189-8.2697e-05i,0.00024931-2.1235e-05i,-0.00052491-0.00063944i,-0.00029041-0.00064138i,-8.7275e-05+7.2161e-05i,-0.0010202+0.00046761i,-0.001571-0.00051414i,-0.0006222-0.00082778i,1.9137e-05-0.00028587i,8.2902e-05+0.0001757i
0.001775+0.0014244i,0.0022708-0.00030435i,0.0023026-0.0013067i,0.0011135-0.0017013i,0.00047036-0.001239i,0.00026587-0.0010535i,0.0003303-0.00078537i,0.00012057-0.00024482i,7.265e-05-0.00087028i,-0.00026163-0.0012979i,-0.00061769-0.0003453i,-0.0011123+0.00021279i,-0.00095406+0.00010328i,-0.00085286+0.00055403i,-0.0012874+0.00022174i,-0.00052477-0.00034189i,-0.00016951-4.5297e-05i,-0.00086905+0.00051409i,-0.0014633+0.00095111i,-0.00166+0.00060142i,-0.0010648+4.1696e-05i,-0.00045241-0.00010387i,-0.00070035+0.00032368i
