-0.0045769-0.00024491i,-0.0038324-0.00063681i,-0.0054071+0.00094996i,-0.0051868+0.002486i,-0.0024842+0.0031269i,-0.001147+0.0025628i,-0.00039891+0.0022631i,0.0010396+0.0025722i,0.00162+0.0019061i,0.0013196+0.0012202i,0.0011605+0.00084863i,0.0010265+0.00053077i,0.00065265-0.00028948i,0.00083214-0.00041911i,0.00038661+0.00017124i,0.00028821+0.00039995i,0.00047084+0.00068847i,0.00019708+0.00039604i,5.8269e-05-0.00023219i,-9.622e-05-0.00029764i,0.00057386+0.00021396i,0.0008728-4.8909e-05i,0.00061128+9.3733e-05i
-0.0005983-0.0015013i,-0.00039791-0.0027439i,-0.00016584-0.0016388i,-0.00033334-0.00032712i,1.305e-05-0.00053477i,0.00026248-0.00075469i,0.00057329-0.00067467i,0.00028186-0.00053197i,-0.0006847-0.00043551i,-0.00090301-0.00039261i,-0.0001784-0.00026041i,0.0001536-0.00028526i,3.1577e-05-0.00063326i,-5.2377e-05-0.00046888i,-0.00013944-0.00013151i,9.4138e-05+0.00030886i,9.7707e-05-2.1844e-06i,-9.6612e-05+0.0001193i,-0.0001024+0.0003177i,0.00050786+8.1339e-05i,0.00078795-0.0002775i,0.00036583-0.00043762i,7.8285e-05+6.4417e-06i
0.00044753+0.00022878i,0.00054157-0.00040009i,0.0016346-9.1994e-05i,0.0017749+0.00016737i,0.00014458-0.00048107i,-7.6874e-06-0.00048667i,-5.943e-05-0.00087238i,-0.00026204-0.0016367i,-2.7318e-05-0.00088004i,-0.00037437+9.5537e-05i,-0.00087153+0.00049792i,-0.00037895+0.00019075i,0.0010844-0.00018961i,0.00066887-0.00019548i,-0.00075236-0.00038703i,-0.00079824-0.00046125i,-0.00037631+0.00012004i,-0.00050225+0.00042775i,3.4817e-05-0.00016846i,0.0002037-0.00019033i,0.00066673-8.2623e-05i,0.0010902+2.2654e-05i,0.00025468+0.00017244i
-0.00056774-0.00037985i,0.00019721+0.00018842i,0.00022841+0.00047973i,0.00016235+0.00069122i,-0.00054883-0.00076121i,-0.00024382-0.001794i,0.00010551-0.0018653i,-0.00058818-0.002341i,-0.00081475-0.0020259i,-0.00027426-0.0012182i,0.00049166-0.00022506i,0.00012516+0.00016232i,-0.00023306+0.00045845i,0.00034942+0.0010256i,0.00019661+0.00050219i,-0.00059906-0.0002747i,-0.00023293+0.0002417i,-0.00040763+0.00070472i,-0.00042589+0.00064245i,0.00051873+0.00045564i,0.00081129+6.405e-05i,0.00011669+0.00018124i,-0.0002254-0.00025362i
-0.0017713-0.0022411i,-0.0027091-0.0010212i,-0.002723-0.00067249i,-0.0018922-0.00085483i,-0.001075-0.00024991i,-0.00062145+0.00021098i,-0.00047036-0.00038745i,-0.00061665-0.00060608i,-0.00073687-6.0154e-05i,-0.00035207-0.00014306i,1.6426e-06+2.1132e-05i,0.000237+0.00022672i,0.00094371-0.00018203i,0.0003204-0.00061715i,-0.00080854-0.00081957i,-0.0017437-0.00028502i,-0.0019371-0.00015699i,-0.0011352-0.00047549i,-3.4834e-05-0.00031371i,0.00029503-9.5584e-06i,0.00034331+0.0003341i,0.00055584+0.00034904i,0.00036764+0.00047232i
0.0014452+0.0001017i,0.0010247-0.00042473i,0.00014933-0.0015918i,-0.00061356-0.0025024i,-0.0011784-0.0027126i,-0.0010022-0.0026998i,-0.0010413-0.0015923i,-0.00080465-0.00098242i,4.6924e-05-0.0013465i,1.6909e-05-0.00091876i,-0.00041992-0.00053055i,0.00012419+0.00018455i,0.00040543-2.6889e-05i,-0.0002622-0.0015459i,-0.0009236-0.0011668i,-0.00081155-0.00055536i,-0.00055579-0.00037839i,-0.0013073+0.00057461i,-0.001043+0.00061855i,0.00032655+0.00028127i,0.00037965+0.00035726i,-0.0001264+0.00040227i,-0.00053766+0.00038488i
-0.0012302-0.00015558i,-0.00068054+4.8423e-05i,-0.00060316+0.00025434i,-0.00041021-0.00010073i,-0.00016352-0.00018545i,-0.000755-0.00043356i,-0.00049307-0.00079337i,-0.00026205-0.00033605i,-0.0008894-0.00027609i,-0.0009694-0.00089557i,-0.00033094+4.3959e-05i,-0.00010074+0.0015801i,3.4595e-05+0.00062975i,-0.00015173-0.0013509i,-0.00054251-0.001524i,-0.00076644-0.00056408i,-0.00065696-0.00019722i,-0.00057728-0.00015073i,-0.00027372-0.00050576i,0.00068732-0.00038368i,0.00031765-0.00037445i,0.00018879-0.0011613i,8.9715e-05-0.0012559i
0.00014938-0.0028697i,0.00021591-0.0027795i,-0.00042054-0.0022236i,-0.00055354-0.0011623i,-0.00043155-0.00066935i,-0.0003635-0.00088282i,0.00040598-0.00055686i,0.00021224-0.00034031i,-0.00067487-0.00091266i,-0.00097611-0.0004574i,-0.00087712+0.00080552i,9.9814e-06+0.0012794i,0.00045689+0.00034946i,0.00085739+4.8884e-05i,0.00055323+0.00053076i,4.8964e-05+0.00056062i,-0.00032905+0.0001437i,-0.00025043+0.00063223i,0.00035329+0.0015529i,0.00070077+0.0018061i,0.0009453+0.0015943i,0.00047796+0.00070408i,-0.00033697-2.712e-05i
0.0030992-0.0020969i,0.0021975-0.0022873i,0.0013442-0.0025597i,0.00022118-0.0022056i,-0.00097788-0.0017817i,-0.001529-0.0010725i,-0.0012003-0.00072176i,-0.0006674-0.00064543i,-0.00042656-0.0004591i,-0.00082733-0.00032269i,-0.0012554-8.6174e-05i,-0.00038859+3.0557e-05i,0.00043723+0.00018394i,-0.0002306+0.00059439i,-0.00058075+0.00065178i,0.00014295+0.00028165i,0.00024824+0.00017018i,0.00031886+0.0001773i,1.2835e-05-2.8432e-05i,-0.00072543-1.555e-05i,-0.00054427+0.00023444i,-0.00045528+4.8516e-05i,-0.0005158-0.00027902i
0.0023577-0.00023385i,0.0016776-0.00018046i,0.00095951-0.00080578i,0.00021886-0.001799i,0.00041813-0.0022427i,0.0007681-0.0017609i,0.00039136-0.0010476i,-3.8954e-05-0.00085771i,0.00033673-0.00084652i,0.00065623-0.00070964i,0.00026655-0.0010108i,0.00038806-0.0011767i,0.00041501-0.00054262i,0.00033472-0.00034649i,-0.00012594+0.00048382i,-0.00025537+0.00079562i,0.00034782+0.00053863i,0.00016573+0.0003974i,-3.5475e-05-0.00017144i,0.00017062+0.00026328i,-7.7471e-05+0.00033591i,-0.00043399-0.00087803i,-0.00053587-0.00078285i
4.09e-05+0.0018727i,0.0004239+0.0015761i,0.0010048+0.00088458i,0.00078013-0.00032661i,0.00066277-0.00066417i,0.0001996-0.00064145i,-0.00013993-0.00045624i,-0.00024343+5.4444e-05i,-2.6676e-05+0.0001399i,0.00027738-0.00019764i,0.0002087+0.00021486i,-0.00028568+0.00069094i,-8.9833e-05+0.00074713i,0.0005778+0.0002651i,5.1724e-05-0.0001203i,-0.00077769-0.00019799i,-0.00048354-4.7046e-05i,0.00012029-0.00012913i,0.00017601-0.00032214i,-0.00024728-0.00031663i,0.00039147-0.0003737i,0.00031797-0.00059033i,4.4956e-05-0.00042427i
-0.00068736+0.00031533i,-0.00041197+0.00078204i,0.00076036+0.0011152i,0.0011965+0.00076807i,0.00080974+0.00014301i,-0.00021842-0.00045768i,-0.0009859-0.00047543i,-0.00050525-0.00061918i,0.00048625-0.0012577i,5.2333e-05-0.001335i,2.7452e-05-0.00063544i,0.00031942-0.00032719i,0.00021786-0.00066019i,-8.0766e-05-0.00088303i,3.9479e-05-0.00090059i,0.0004961-7.9261e-05i,0.00055131+0.00016199i,0.00011181-0.00064516i,0.00047037-0.00082393i,0.0010937+4.8876e-05i,0.00067882+0.00014495i,0.00060086-0.00015047i,0.00065917+5.4879e-05i
0.00090452+0.001501i,0.0011857+0.0016563i,0.0023789+0.0014744i,0.0022411+0.0009265i,0.00088446-0.00080613i,-0.00060573-0.0015i,-0.00078642-0.00086428i,-0.00018512-0.00029623i,-0.00024729-0.00023696i,-0.00079359-0.00068814i,-0.0013845-0.00031279i,-0.0018815+0.00021586i,-0.0015254+0.00060461i,-0.0012053+8.8197e-05i,-0.0010814-0.00036361i,-0.0002414+0.00012274i,-0.00058661+0.00056022i,-0.00040661+0.00012242i,0.00055005+2.0365e-05i,0.00090834+0.00049945i,0.00046672+0.0011258i,0.00041334+0.0005043i,0.00076031-0.0010576i
-6.7571e-05+0.00011447i,0.00014491+0.00035203i,-0.00022789+0.00045405i,-0.00025443+6.6375e-05i,-0.00027009-0.00055424i,-0.00035893-0.0013654i,-0.00043847-0.0014014i,-6.6583e-05-0.00077182i,0.00052678-0.00014523i,0.00042788+0.00024999i,0.00020273+0.00018268i,-0.00013004+0.00024646i,-1.631e-05+0.00026274i,-0.00040129+0.0011369i,-0.00043246+0.0011635i,-0.00028731+0.00031691i,-0.00063789-5.4897e-05i,-0.00039769+0.00030941i,7.9132e-05+0.0005412i,0.00013042+0.00063613i,0.0001648+0.00026365i,0.00041021-0.00010418i,0.00012747-7.097e-05i
-0.00037575-0.00059484i,-0.0015379-0.0010869i,-0.0023963-0.00086231i,-0.0025445-0.00058798i,-0.001372+0.00038627i,0.00015405+0.00081567i,0.000421-0.00047183i,0.00041013-0.0012973i,-0.00039746-0.00076968i,-0.0014187-0.00082591i,-0.0017431-0.00084851i,-0.0010781+0.00026544i,-0.00080926+9.5699e-05i,-0.0005119-0.00051744i,6.3643e-05-0.00032191i,-0.00018399+0.00024638i,-0.00054793+0.00067786i,-6.1727e-05+0.00061945i,-4.8346e-05+0.00017029i,-0.00011747+6.9606e-05i,-0.00026022-6.3285e-05i,-0.00034538-0.00028801i,-0.00028919+0.0001374i
0.00043279+0.0024021i,0.001242+0.0025391i,0.0011973+0.0017462i,0.0020517+0.00072621i,0.0016938-0.00034122i,0.0012681-0.00066565i,-7.0871e-05-0.00077067i,-0.00041949-0.0014784i,0.00032389-0.0012195i,0.00076084-0.00050635i,0.00043392-0.00012837i,0.00012081+0.00034323i,0.00068725-0.0003785i,0.00036238-0.0014511i,-0.00040537-0.0007851i,-0.00086017+0.00014815i,-0.00064198-8.7582e-05i,-0.00073589-2.7774e-05i,-0.0010878+0.00014896i,6.2508e-05+0.00038708i,0.00084213+8.4074e-05i,0.0012496+0.00010178i,0.00088127+0.00071193i
-0.0015104-0.00097202i,0.00017938-0.0015488i,0.0003482+0.00034391i,0.00018469+0.0016504i,0.00096336+0.0014552i,0.00024393+0.0010495i,-0.00051232+0.00064671i,-0.00064158+0.00012648i,-0.00088756-0.00025109i,-0.0012813-0.00035578i,-0.000536-0.00023949i,0.00078294+0.0001679i,0.00077582+0.00059643i,-0.0001635+0.00054251i,-0.00058428+0.00041707i,0.00010917+0.00068095i,0.00071921+0.00029817i,0.00037262-0.00025072i,1.7106e-05+0.00016336i,0.00051185-0.00016832i,0.00039701-0.00067111i,-2.81e-05-0.00022106i,0.00049338-0.00021559i
0.0002653+0.0011887i,0.00037922+0.0015401i,0.0014939+0.0015514i,0.0010431+0.00054305i,0.00050708-0.0010204i,0.00055904-0.0020845i,0.00033207-0.0018244i,0.0002155-0.0011929i,0.00012119-0.0009958i,-0.00072885-0.0013026i,-0.0010178-0.0013105i,-0.0010263-0.00058699i,-0.00088768-0.00039854i,-0.00089037-6.5772e-05i,-0.0011402+0.00045642i,-0.00086375+0.00059309i,-0.00055891+0.00051968i,0.00011889+0.00010493i,0.00086778-0.00028607i,0.0005884-0.00012413i,-6.2187e-05+0.00070122i,-0.00029372+0.0010245i,-0.0004847+0.00050678i
-0.0014767-0.0011581i,-0.0017594-0.00079387i,-0.0023847-6.5504e-05i,-0.0017633+0.00034183i,-0.00084573+0.000927i,-0.00064143+0.00099594i,-0.00055469+0.00040191i,0.0003299-0.00030491i,-1.3709e-05-0.00071839i,-6.9029e-05-0.00063275i,0.00050015-0.00066696i,0.00068463+6.7987e-05i,0.00067964-3.2791e-05i,0.00089653-0.00073801i,0.0001989-0.00014551i,-0.00087385+0.00023228i,-0.00076386-8.5596e-05i,0.00019454-0.00021882i,4.3328e-05+0.00032223i,-0.00046674+0.00015595i,-0.00015109-0.00025089i,0.00022264+0.00010524i,0.00020186+0.00080561i
0.00050165-0.0011296i,0.00024217-0.0020848i,0.00072515-0.0030801i,0.0012082-0.0024942i,0.0011078-0.0006874i,0.00066953-4.9471e-07i,0.00059346-0.00029887i,0.0010119-0.00052338i,0.0004043-0.00055481i,-0.00019352-0.00086712i,-0.00032824-0.00043518i,6.3769e-05+0.0008052i,0.00046818+0.00075658i,0.00047745+1.1876e-05i,0.00077455+0.00022198i,0.00022539+0.00010961i,-0.00034075+0.00014145i,0.00014064+0.0010492i,0.00014409+0.00082428i,8.392e-05-0.00051802i,0.00061672-0.0008569i,0.00053538+9.2945e-05i,7.1835e-05+0.00037074i
-0.0046095-0.0028524i,-0.0040326-0.0013827i,-0.0048718+0.00089379i,-0.0043081+0.0017281i,-0.0025577+0.0012733i,-0.0003942+4.3442e-05i,0.00099205-0.001552i,0.00080754-0.0014172i,0.00061527+0.00040491i,-0.00017189+0.0012474i,-0.00039952+0.00062601i,0.00029303+0.00049108i,0.00075793+0.00074679i,0.00041633+0.00014475i,-0.00027468-0.0005968i,-0.00087484-0.00095603i,-0.00060162-0.00023159i,0.00062906+0.00041906i,0.00071813+0.00053073i,3.1153e-06+0.00020611i,0.00011297+0.00060655i,0.00054529+0.0012663i,-1.3074e-05+0.00078714i
-0.0035323-0.0012582i,-0.004059-0.0011324i,-0.0034749-0.00037475i,-0.0020999+0.0014123i,-0.0013337+0.0014278i,-0.00053866+0.00063776i,0.00013771-5.7505e-05i,9.8655e-05-0.0010876i,-0.00016526-0.0010205i,5.6762e-05-0.0002079i,0.00094484+0.00088629i,0.0017055+0.00076372i,0.0012108+0.00020576i,0.00043153+0.00016131i,0.00040219+4.7526e-05i,0.00023553+0.0003208i,0.00012595+0.0010096i,0.00037897+0.00046369i,0.0012207-0.00047748i,0.0010458+0.00023165i,0.00016345+0.00055062i,0.00072101+0.00011972i,0.00094622+0.00061144i
-0.00096573-0.00015218i,-0.0017943-0.00049931i,-0.0026393+0.00086797i,-0.0017224+0.0023768i,-0.00071212+0.0013953i,0.00016262-9.2306e-05i,0.00044554-0.00080301i,0.00010435-0.0013757i,-0.0003567-0.0013375i,-0.00014998-2.4793e-05i,0.00058903+0.00053967i,0.0014207-0.00014296i,0.0016366-0.00045139i,0.0007184-0.00045603i,-0.00025158-0.00018362i,-0.00068475+0.00033227i,-0.0002893+0.00048995i,0.00023172+0.00057411i,0.00091837+0.00055842i,0.00038652+0.00086308i,-0.00027121+0.00089572i,-0.00010037+0.00042734i,-0.00011557+0.00050934i
-0.00033116-0.00047497i,0.00081654-0.00075897i,0.00065799-0.00091135i,0.00052935-0.00080977i,-2.5728e-05-0.0010599i,-0.0010451-0.0017816i,-0.001194-0.0016384i,-0.00059426-0.0011363i,0.00020024-0.0010211i,0.00069649-0.00062321i,0.00013037+0.00029469i,-0.00014236+0.00063804i,-2.8152e-05-0.00060968i,-0.00053165-0.0014146i,-0.0010504-0.00058704i,-0.00084603+0.00025996i,-0.0012416+0.0010685i,-0.001273+0.0014392i,-0.00088024+0.00035561i,1.4461e-06-0.00077042i,0.00070998-0.00069097i,0.00094654-0.00035281i,0.00065244-0.00057341i
0.00031829-0.00026474i,-2.6508e-05-0.00019394i,-0.00079803+0.00022192i,-0.00098198-0.00033319i,-0.0014863-0.00084077i,-0.00069153-0.00072546i,0.00023892-0.00099487i,0.00060634-0.0015776i,0.00034083-0.0022355i,-0.00057146-0.0027744i,-0.00031342-0.0021801i,0.00047923-0.0010841i,0.00020644-0.00075382i,-0.00059143-0.00010862i,-0.0010456+0.00044865i,-0.00074666+0.00043524i,-0.00050259+2.0208e-05i,-8.9403e-05+0.00010549i,-0.00014627+0.00046995i,-0.00075683+1.2187e-05i,-0.00042597+7.9959e-05i,0.00057803+0.00068749i,0.0009504+0.0006078i
-0.00051026-9.9761e-05i,-0.00076838+0.0010005i,4.5542e-05+0.0024868i,0.00031095+0.0026219i,0.00025052+0.0012748i,0.0005095+0.00025856i,-0.00014427-0.00036056i,-0.00077566-0.00061318i,-0.0011903-0.00052528i,-0.001522-0.0004898i,-0.00095961-0.00029464i,-0.00045563-8.6647e-05i,-0.00033577-0.00092939i,-0.00059808-0.00092942i,-0.0012371-3.4252e-05i,-0.0014428-0.00015533i,-0.00063071-0.00028471i,-0.00021544+0.00018729i,-0.00051807+0.00053636i,-0.0001954+0.00085476i,0.00050327+0.00070238i,0.0004563-0.00038867i,0.00010414-0.00018378i
0.001857-0.0012188i,0.0019396-0.0013197i,0.0016345-0.001924i,0.0010048-0.002389i,0.00046668-0.0028422i,-0.00041461-0.0023116i,-0.0011339-0.0017415i,-0.0011751-0.0019523i,-0.0011677-0.0015008i,-0.0015723-0.00077691i,-0.001534+8.068e-07i,-0.00072689+0.00038466i,7.2975e-05+0.00041969i,-0.00048637-0.00046182i,-0.00060554-0.00030347i,-0.00031914+0.00027657i,-0.00071803-0.00015589i,-0.00060773-0.00047823i,-0.00014785-0.00080365i,0.00059598-9.5442e-05i,0.0012693+0.001276i,0.00074743+0.00078055i,-0.00034492-0.00018608i
0.0011943+3.3002e-05i,0.002071+0.00060533i,0.0022328+0.0002632i,0.0016222-0.00012424i,0.00011542-0.00020099i,-0.0015106-0.0011266i,-0.001041-0.0016147i,-1.5542e-05-0.001495i,-7.7097e-05-0.00085555i,-0.00051195+5.5636e-05i,-0.00035796-0.00018819i,-0.0010675-0.00050982i,-0.0015028-0.00014518i,-0.00098588+0.00010298i,-0.00089072+1.7383e-05i,-0.00081739+0.00032714i,0.00017924+0.00020863i,0.00091186+0.00026896i,0.0010387+0.0001326i,0.0010683+0.00011935i,0.00050937+0.00077293i,-0.00022214+0.00098225i,-0.00053501+0.00046559i
-0.000168-0.00096858i,-0.000919-0.00040925i,-0.0012018-0.00050317i,-0.00070125-0.0013858i,0.00033759-0.0012448i,0.00083134-0.00095374i,0.00044265-0.001582i,-0.00021771-0.0013864i,-0.00054595-0.0011975i,-0.00062499-0.0015091i,-0.0013931-0.00087451i,-0.0019689-0.00051645i,-0.001427-0.0004493i,-0.0011029-0.00034291i,-0.00046498-0.00046137i,0.00023198-0.0007116i,0.00053358-0.00044959i,0.0013472-0.00028547i,0.0013022+0.00012035i,0.00041875+0.00058i,5.1514e-05-0.00012713i,0.00035265-0.00093772i,0.00072159-0.00027394i
-9.256e-05+0.00010561i,0.00048275+0.00017146i,-0.00033704-0.00013066i,-0.00042944+0.00011972i,-0.00068708+0.00010153i,-0.00067548-0.0006195i,-0.00042101-0.0010543i,0.00016653-0.0013805i,0.00020363-0.0017615i,-0.00031645-0.0018889i,-0.00028157-0.0012084i,-1.5093e-05+0.00017532i,0.00086512+0.0010915i,0.0010413+0.00073248i,0.0003228-0.00021342i,-0.00056509-0.00057116i,-0.00082523-0.00012335i,-0.00025966+0.00062122i,-4.0614e-05+0.00067103i,-0.00034248+8.3874e-05i,-0.00029361+0.00043041i,1.0999e-05+0.00067282i,0.00099096+0.00059129i
0.00097087-0.0018295i,0.00051106-0.0021133i,0.00072051-0.0022628i,-0.00080457-0.0012609i,-0.0014762-0.00019926i,-0.00074951+0.00038235i,-0.00094422+0.00024314i,-0.00057703-0.00034845i,-0.00057579-0.00043516i,-0.00083786+0.0001906i,-0.00050958+0.00058155i,-0.00048394+0.00042805i,-0.00036612-0.00027566i,0.00057216-0.00010676i,0.0012679+0.00022796i,0.001453+0.00023977i,0.0013046+0.00053176i,0.00042255+0.00016096i,-0.0002352-0.00047372i,0.00048942-0.00045314i,0.00090409-0.0003755i,0.00024966-0.00041453i,0.0011984+0.00013134i
0.0021546-0.0019105i,0.0013659-0.0016036i,0.00087446-0.002507i,-0.00095049-0.0025373i,-0.0023366-0.0017893i,-0.0019312-0.0014575i,-0.0015682-0.0015882i,-0.00079674-0.0013419i,-0.00027148-0.0010818i,-0.0006534-0.00097431i,-0.0012176-0.00033644i,-0.00083298-0.00013774i,-0.00025723+0.00010584i,-0.00042208+0.00069144i,-0.0012144+0.00086249i,-0.0013951+0.0010319i,-9.3951e-05+0.0013824i,-7.6954e-06+0.00037872i,-0.00067201-0.00026397i,-0.00083017-0.00021066i,-0.00043396-0.0001259i,0.00034164+4.387e-05i,2.58e-06+8.285e-05i
5.995e-05-0.0013396i,-0.00039624-0.0016683i,-0.0010082-0.0015923i,-0.00072015-0.0015304i,-0.00022816-0.001568i,-0.00027716-0.0010112i,6.8481e-05-0.0011582i,0.00052493-0.0018987i,0.00020866-0.0019213i,0.00024828-0.00071693i,-0.00027784-0.00057756i,-0.00083787-0.00026084i,-0.00011766+0.00026635i,-0.00026337-0.00014882i,-0.0012191-0.00040983i,-0.0016418-0.00026917i,-0.0016689+0.00035994i,7.3722e-06+0.00037901i,0.0015875-0.00014471i,0.0015906-0.00034468i,0.0011917-0.00031186i,0.00039252+5.6442e-05i,0.00020898+0.00027164i
-0.00085545+0.0012606i,0.00097234+0.001076i,0.002332+0.0014956i,0.0019283+0.0010599i,0.0009313+0.0010097i,0.00030953+0.00017501i,-0.00022187-0.0009451i,-2.5266e-07-0.0015918i,0.00057783-0.0011559i,4.2843e-05-1.1169e-05i,9.6381e-05+0.00040604i,0.00018926+0.00014735i,8.8096e-05-0.00096018i,0.00014365-0.00204i,-0.0002599-0.0017097i,-0.00010617-0.00079826i,0.00089322+0.00010251i,0.00076189+0.00055621i,0.00020378+0.00029419i,0.00095199-0.00017299i,0.0010237-0.00020913i,0.00098108-9.8121e-05i,0.0016112+0.00044723i
-0.0019274+0.0018359i,-0.00078994+0.0029897i,0.0004081+0.0037474i,0.00091544+0.0023633i,0.00096231+0.00053021i,0.00053063-0.0010024i,-0.00058187-0.0018871i,-0.0010014-0.0021662i,-0.00029107-0.0011186i,0.00063298-0.00034352i,0.00068509-0.00054959i,0.00086304-0.00042096i,0.0014007-0.00035679i,0.00017226-0.00046709i,-0.0010046-5.7496e-05i,-0.00031065+0.00026942i,0.00057359-0.00027478i,0.0005465-1.1869e-05i,0.00072965+0.00055714i,0.00067446+2.5051e-05i,0.000249-0.00033564i,-1.3631e-05-0.00046931i,-0.00023947-0.00023577i
-0.0013208-0.00054477i,-0.0006166-0.00079325i,-0.00072158-0.00023877i,-0.00073656+0.00042259i,-0.00086915-0.00010155i,-0.00072972-0.00080144i,-0.00012638-0.001107i,-0.0002614-0.00112i,-0.000126-0.00149i,5.549e-05-0.0012419i,-0.00013526-0.00039072i,0.00017326+0.00022772i,0.00019125+0.00023495i,-9.9373e-05+0.00041169i,-0.00096104+0.00044523i,-0.0011658+0.0006974i,0.00012107+0.00050919i,0.00078785+8.018e-05i,0.00018631+0.00011618i,-0.00022371-4.1096e-06i,0.00066097+0.00046164i,0.0014007+0.00082376i,0.0010487+0.0001586i
0.0018572+0.0020596i,0.0024604+0.0023396i,0.0034031+0.0012331i,0.0022888-0.00055871i,0.0010792-0.0011566i,0.00036554-0.0015923i,0.00035711-0.0026114i,0.00098817-0.0027454i,0.00052793-0.0020609i,-0.00041672-0.001287i,-0.0012763-0.0014785i,-0.0015513-0.0011791i,-0.0014428-0.00076227i,-0.0010615-0.00064304i,-0.00070948-0.00020269i,-0.00029781+0.00014801i,-0.00063476+0.000596i,-0.00067323+9.0279e-05i,0.00019911-0.00058353i,0.0005841-0.00040503i,0.00036642-0.00023809i,0.00039965-0.00016787i,-0.0001585-2.8364e-05i
0.0016181+0.0012253i,0.0024187+0.0010137i,0.0035791+0.00064187i,0.0035882-0.00053345i,0.0024559-0.0019285i,0.00059811-0.0024254i,-0.00038221-0.0018936i,-0.00071653-0.00065521i,-0.00081309-0.00083675i,-0.00086255-0.0017262i,-0.001412-0.0021128i,-0.0010724-0.0013766i,-0.00074654-0.00022101i,-0.0012982-0.00011671i,-0.0022284-0.00048618i,-0.0015341-0.00032074i,-0.0009312-9.9408e-05i,-0.0005328-3.031e-05i,0.00045621-0.00012991i,0.00051793-9.7147e-05i,0.00014619+4.7412e-05i,0.00025214-7.5656e-05i,0.00038504-0.00063706i
0.0018211-0.00095698i,0.0018375-0.0011439i,0.0011852-0.0018698i,7.7046e-05-0.0026365i,-0.0003494-0.0017671i,-0.00050793-0.0002968i,9.5312e-05-0.00071953i,0.0006485-0.0009116i,0.00056296-0.00011441i,3.9739e-05+0.00027412i,0.00013515-5.6909e-05i,0.00046328+7.3962e-05i,-0.00090367+0.00047313i,-0.0015028-0.00036289i,-0.00046131-0.0011509i,-0.00029718-0.00055495i,-0.00023035+0.00073477i,0.00033872+0.00077475i,0.000611+0.00032454i,0.00089545+0.000272i,0.00065318+0.00048377i,-1.1707e-05+0.00060959i,-0.00076633+0.00019464i
-0.0017451+0.0019043i,-0.0010256+0.0022347i,-0.000934+0.0024411i,-0.00016769+0.0024475i,0.00069919+0.0016856i,0.00043792+2.4349e-05i,-9.3083e-05-0.00042112i,-0.00043531-0.0010104i,-0.00099257-0.0012738i,-0.00099533-0.00013407i,0.00012485+0.00046926i,0.0019611+0.00057776i,0.002699+0.00034078i,0.0017049-0.00041423i,-1.5169e-05-0.00057594i,-0.00062177-0.00035522i,-0.00059395+0.00020387i,3.6168e-05+0.00076739i,0.0007141+0.00061841i,0.00099343+0.00066787i,0.0011923+0.0010524i,0.00098456+0.0010914i,-1.3002e-05+0.0010233i
0.0016772-0.00011912i,0.0020909-0.0013194i,0.0018538-0.0021926i,0.00093795-0.0023105i,-0.00019936-0.0024031i,-0.00053847-0.0018204i,0.00011375-0.001567i,0.00014763-0.00093624i,-0.0004578-0.00035217i,-0.00063485-0.00076053i,-0.0002191-0.00097824i,-0.00030942-0.00068458i,0.00044547-0.00065802i,0.0012897-0.00067515i,0.00066421-0.0007346i,9.0283e-05-0.00011625i,-0.00015621+0.00015085i,-0.00042127-0.00027923i,-0.00022379-0.00041419i,-9.79e-05-0.00032856i,-0.00059258-8.789e-07i,-0.00066249-0.00050626i,-0.0004312-0.0010622i
-0.00023079-0.0015104i,-0.00067986-0.0020525i,-0.0011143-0.001439i,-0.0013373-0.00029014i,-0.0010277-0.00067094i,5.1989e-06-0.001053i,0.00030475-0.0010778i,0.00065681-0.0010935i,0.0010402-0.00093941i,0.0003781-0.00063369i,-0.00023826-0.00028931i,0.00028915+0.00037961i,0.00059928+0.00060981i,0.00036682+0.00018326i,0.00014025+0.00026625i,2.3465e-05-6.1022e-05i,-7.8901e-05-0.00061385i,-0.00044041-0.00059229i,5.7136e-05+0.00022412i,0.00090604+0.0010746i,0.00071012+0.00091694i,0.00015653+0.00047089i,0.00032342+0.00015508i
-0.001331+0.0019338i,-0.00074034+0.0012887i,0.00086857+0.0018389i,0.0021644+0.0027391i,0.00088062+0.0018945i,-0.00065486-0.00042515i,-0.00089012-0.0018278i,-0.00087117-0.0012594i,-0.00097724-0.00048892i,-0.00038671-0.00020722i,0.0010224+0.00028215i,0.001347+7.5281e-05i,0.0005774-0.00017038i,6.2892e-05-0.00046565i,-3.187e-05-0.00068473i,0.00021314+0.00023001i,0.00065077+0.000211i,0.00082759-4.5279e-05i,0.00066145+0.00041753i,0.00022736+0.00082176i,0.00025933+0.0015992i,0.00024402+0.0017637i,0.00028317+0.00083078i
0.00076572-8.8229e-05i,0.0010525+0.00039954i,0.0012+0.00076019i,0.0011548-5.3254e-05i,0.0010352-0.0014554i,-0.00022359-0.0019573i,-0.0011732-0.0016575i,-0.00071393-0.0016954i,-0.00019436-0.0013799i,-0.00025562-0.00072105i,-0.00039609-0.0012194i,-0.00033773-0.00049946i,-0.00050802+0.00043106i,-0.0011621-0.00037802i,-0.0019974-0.00030339i,-0.0016818+0.00063976i,-0.00090698+0.00058548i,-0.00060355+4.5122e-05i,-0.00026635-0.00048923i,-8.205e-05-0.00036491i,0.00013417+0.0003393i,0.00030917+0.00068888i,0.00031599+0.00063664i
