-7.2031e-05-0.00051637i,0.00041711-0.0015165i,1.2876e-05-0.0027602i,-0.0013412-0.002508i,-0.0024-0.00038068i,-0.0020013+0.0017717i,-0.00086762+0.0027678i,0.0002651+0.0027201i,0.00088538+0.0020296i,0.00058709+0.0015544i,-2.379e-05+0.00048478i,0.00046493-0.00050705i,0.0004125-0.00027804i,-0.00096944-4.9613e-05i,-0.00086597-9.0688e-05i,0.00024475-0.00048083i,0.00036523+0.00016481i,0.00065601+0.00052819i,0.0011955-0.00056849i,0.00023874-0.0011262i,-4.6661e-05-0.0008358i,0.00038931-0.0004312i,0.00052788+9.364e-05i
0.00084489-0.00020454i,0.0022975-0.00021977i,0.0026089-0.0012606i,0.002216-0.0039793i,0.00045071-0.0045475i,6.1654e-05-0.0026371i,0.0031342-0.00099852i,0.0054273+0.00025594i,0.0035391+0.0012107i,0.00086391+0.0018937i,-0.001047+0.0026283i,-0.0010673+0.0027561i,9.6221e-05+0.0018162i,0.00045764+0.0011687i,0.0010043+0.0014637i,0.00059301+0.0017022i,-0.00013842+0.0019579i,-0.00089005+0.0012713i,-0.0020027+0.0009425i,-0.0018893+0.0010421i,-0.0010447+0.00042501i,-0.00056004-0.00080535i,-0.00086413-0.0016181i
0.00063073+0.001407i,0.0020834+0.00082885i,0.0035893-0.0010683i,0.0037242-0.0030665i,0.001993-0.0032561i,-0.00011199-0.0031501i,0.00059828-0.0049503i,0.0035099-0.0070084i,0.0035583-0.0061454i,0.00047519-0.0023202i,-0.00050693+0.0014026i,0.00039837+0.0029284i,0.00053595+0.0020057i,0.00032175+0.00069661i,0.00087791+0.00041113i,0.0013544+0.00059706i,0.00056993+0.00071898i,4.5074e-05+0.00079527i,1.3813e-05+0.00063081i,-0.00032735+7.8444e-05i,-0.00065674-0.00049954i,-0.00040142-0.00011506i,-0.00068009+0.000756i
-0.00088965+0.0010943i,0.00023544+0.0033552i,0.00033742+0.0040235i,0.00056607+0.002548i,0.00033143-0.00081221i,-0.0014238-0.0042174i,-0.0029407-0.0068516i,-0.0042775-0.0085367i,-0.0046575-0.0073384i,-0.0026042-0.0045891i,0.00033412-0.0018349i,0.0024274-0.00010691i,0.0019779-0.00031937i,0.00058441-0.0012412i,0.00030307-0.002276i,0.00035187-0.0015891i,0.00062626-0.00013526i,0.0016783+0.00039858i,0.0021773+0.0010086i,0.0014154+0.00093862i,0.00090241+0.00012901i,0.0009642-0.00042454i,0.00076277-0.00024393i
-0.00066589+0.00095196i,-0.00067829+0.0016734i,-0.0010638+0.0027053i,-0.0012657+0.0012269i,-0.0016787-0.0014184i,-0.0045874-0.0029381i,-0.0088977-0.0022515i,-0.011974-0.00020774i,-0.01069+0.00099219i,-0.0053183+0.00016045i,-0.00081723-0.0013987i,0.00018386-0.002569i,-0.00054364-0.0025328i,-0.0015149-0.0019224i,-0.0023941-0.0013923i,-0.0026692-0.00088878i,-0.0012976+5.9614e-05i,0.00026358+0.0010682i,0.0010961+0.00047934i,0.0012962-0.00074354i,0.0011952-0.00082072i,0.0010602-0.00049897i,0.0002945-0.00022619i
0.0030557-0.0011898i,0.004341-0.001733i,0.007084-0.0040916i,0.0075384-0.0064461i,0.0028318-0.0044473i,-0.0028873+0.0022755i,-0.0057061+0.0087949i,-0.006483+0.012023i,-0.0051446+0.010199i,-0.0031781+0.0045798i,-0.002362+0.00065071i,-0.0023151-0.00061258i,-0.0026855-0.00052671i,-0.001421-2.1553e-05i,-0.0004069+0.00058487i,-0.0010357+0.00088396i,-0.00079677+0.0009194i,-1.2476e-05+3.6042e-05i,0.0001392-0.0013144i,-0.00041716-0.00127i,-0.00057151-0.00079543i,-0.00059432-0.00018035i,-0.0011745-0.00039426i
0.0025047-0.0016386i,0.0030365-0.0003318i,0.0040356+9.7262e-05i,0.003319-0.0010594i,-0.00015834-0.00085139i,-0.00089338+0.0026641i,0.0027627+0.0079971i,0.0069175+0.010988i,0.006003+0.0090469i,0.0016224+0.0051736i,-0.00088929+0.0030268i,-0.0016126+0.0027057i,-0.00082933+0.0028696i,0.00016211+0.0023568i,-0.00033794+0.0021777i,-0.0010185+0.0020758i,-0.00050797+0.0014788i,-0.00025044+0.0009037i,-0.0013902+0.00019996i,-0.0025516+0.00071723i,-0.0017603+0.00099955i,-0.00065537+3.7761e-05i,-0.00078099-0.00078732i
-0.001388+0.0014021i,-0.0029639+0.0024726i,-0.0059174+0.0043517i,-0.0059242+0.0050149i,-0.0030374+0.0024771i,0.00078326-0.0013403i,0.0056246-0.0024517i,0.010057-0.0028219i,0.0097187-0.0032759i,0.0049868-0.001838i,0.0014721+0.00092957i,0.00050232+0.0027393i,0.000576+0.0022347i,0.0010573+0.0012806i,0.0016904+0.001476i,0.0018304+0.0014031i,0.0015826-0.00026635i,0.00057326-0.0006505i,-0.0011567+0.00082881i,-0.0012874+0.0011608i,-0.00078534+0.00042375i,-0.00071228+0.00012717i,-0.00056287+0.00021298i
-0.0015096+0.00069448i,0.0018498-0.00059169i,0.0054741-0.00324i,0.0059872-0.0057012i,0.0038796-0.0054604i,0.002404-0.0047658i,0.0023436-0.0072988i,0.0022283-0.010922i,0.0013537-0.010965i,0.0017106-0.0066805i,0.0032057-0.0017313i,0.0038953-0.00015996i,0.003235-0.0011313i,0.0016401-0.0018402i,0.00077034-0.0024359i,0.00036793-0.0023834i,0.00012316-0.00051433i,0.000395+0.0013261i,0.0004329+0.0017411i,2.8701e-05+0.0011581i,-0.00050776+0.00054135i,-0.00041907+0.0003548i,0.00029346+0.00027268i
-0.00067361-0.0010416i,0.00082536+0.00091656i,0.0039714+0.0012238i,0.0048073-0.001415i,0.00088318-0.0040877i,-0.0027038-0.0046072i,-0.0054877-0.0065258i,-0.0088911-0.0090674i,-0.009788-0.0078776i,-0.0057213-0.0040572i,-0.00047601-0.0016711i,0.0021755-0.0014917i,0.0014912-0.0016397i,-0.0010398-0.0017082i,-0.0024485-0.0016692i,-0.0014492-0.0013747i,-0.00020432-0.00012731i,0.0011196+0.0010893i,0.0024716+0.00020443i,0.0028099-0.0009134i,0.0020043-0.00092875i,0.00053606-0.00049694i,0.00022635+0.00012304i
0.0014208-0.0010916i,-0.0022162+8.5422e-05i,-0.0048733+0.001776i,-0.0051545+0.0033261i,-0.0037951+0.0023312i,-0.0047886-0.00035421i,-0.0088091-0.00012732i,-0.011395+0.00365i,-0.010446+0.0056994i,-0.0058879+0.0033866i,-0.0018955-0.00037428i,-0.0011384-0.0017624i,-0.0018684-0.00035846i,-0.0024758+0.00073657i,-0.0021271+0.00098705i,-0.0014357+0.001386i,-0.0010391+0.0012285i,-0.00059599+0.00068794i,-0.00021023-0.00055722i,0.00010733-0.0019283i,0.00032069-0.0017368i,0.00070259-0.0012719i,0.0010165-0.0016076i
0.0021036+0.00037933i,0.0037109-0.0018685i,0.0048912-0.0049665i,0.0037649-0.0070866i,0.00060659-0.0065525i,-0.0039111-0.0026938i,-0.0059204+0.0034755i,-0.0040499+0.0094746i,-0.00070544+0.011238i,0.00093218+0.0074071i,-0.00015938+0.0021185i,-0.0016392+0.00023249i,-0.0010112+0.00087374i,0.00043697+0.0014012i,0.00023533+0.0013835i,-0.00077202+0.0013565i,-0.00098787+0.0013773i,-0.00043375+0.00069339i,-0.00012622-0.00070049i,-0.00089553-0.0016382i,-0.00095828-0.0020768i,-0.00028107-0.0018814i,-0.00021082-0.00095596i
0.0011956+0.003318i,0.0031253+0.0034739i,0.0062077+0.00045787i,0.0069364-0.004995i,0.0038714-0.0061118i,0.0013455-0.001466i,0.0028443+0.0038935i,0.0066446+0.0054043i,0.0085167+0.003524i,0.0049819+0.0010197i,-0.00057857+0.00049586i,-0.0020248+0.0012825i,-0.0006244+0.0013739i,0.00057243+0.0017729i,0.00077954+0.0024093i,-0.00037065+0.0022185i,-0.00029905+0.00086231i,-9.1762e-05+0.00021332i,-0.0016513+0.00073442i,-0.0024434+0.00055996i,-0.0020861+3.379e-05i,-0.0013377-0.00013302i,-0.00055964+0.00018592i
-0.00044483+0.0020059i,0.00099316+0.0024249i,0.0033843+0.0035228i,0.0036497+0.002675i,0.0021959+0.00088422i,0.00077913+0.00089826i,0.0030552+0.0013983i,0.0075664-0.0017144i,0.0075631-0.0059814i,0.0030056-0.0056737i,0.00011849-0.0023841i,0.00057787-0.00058644i,0.00060456-0.00072549i,-1.4862e-05-0.00046099i,-3.4764e-05-0.00031325i,2.6242e-05-0.00031942i,-0.00041337-0.00058141i,-0.0010166-0.00096418i,-0.00085821-6.5405e-05i,-0.00049319+0.00021084i,-0.0003535+5.6996e-05i,0.0001043+0.00036707i,-0.00011082+0.0003657i
-0.014187-0.017763i,-0.019132-0.010124i,-0.026807-0.0012097i,-0.020768+0.0059213i,-0.012534+0.011752i,-0.0034803+0.013132i,0.0026507+0.004611i,0.0011051-0.0045033i,-0.0042505-0.0081898i,-0.0064705-0.0037745i,-0.0019798+0.0017926i,0.0036246+0.0012811i,0.0049601-0.0015501i,0.0044941-0.002816i,0.0031411-0.0034496i,0.00087871-0.0031634i,-0.0005061-0.0017251i,-0.00020385-0.00012477i,0.00096229+0.00088626i,0.001541+0.001392i,0.0011143+0.002184i,0.00072252+0.0023463i,0.00079813+0.0013323i
-0.00088892-0.002489i,-0.0019468-0.0010265i,-0.0022287-0.00025869i,-0.00037707-0.0011983i,-1.3859e-05-0.0020001i,-0.0014643-0.0010032i,-0.0043467-0.0012901i,-0.0079431-0.0013834i,-0.010424+0.0011644i,-0.0070816+0.0033792i,-0.0011454+0.0027996i,-8.7041e-05+0.0015118i,-0.00090392+0.00098766i,-0.00060036+0.0010171i,-0.00010343+0.0005542i,-0.00011064+0.00010641i,-8.114e-05+0.0011786i,-0.00049414+0.0017129i,-0.00030108+0.0013566i,0.00061398+0.00078199i,0.0014006-0.0011237i,0.0021417-0.0013782i,0.0016257-0.00054931i
0.0015822-0.0029629i,0.0014902-0.0017189i,0.00093692-0.0014115i,-0.000148-0.0032752i,-0.0017672-0.0049578i,-0.0032343-0.0042877i,-0.004951-0.0019517i,-0.0060831+0.0021412i,-0.0044386+0.0065999i,-0.00167+0.0065231i,-0.00071068+0.0035486i,-0.00058931+0.0023499i,-5.8857e-05+0.0028137i,0.000376+0.0027i,-5.8144e-05+0.00185i,-0.00084096+0.0014957i,-0.00079983+0.0016076i,0.00018822+0.00083598i,0.0014344-0.0010812i,0.0016106-0.0024932i,0.0012518-0.0027793i,0.00043411-0.003491i,-0.00049511-0.0031594i
0.0015845-0.00080599i,0.0018259-0.0018916i,0.0017575-0.0042189i,0.0020026-0.0067738i,-0.00016275-0.0077693i,-0.0035885-0.0052361i,-0.003641-0.00090231i,-0.00033537+0.002769i,0.0034185+0.004225i,0.0047933+0.0024937i,0.0029434+0.00040973i,0.0014679-7.3296e-05i,0.0015654+0.0005047i,0.0015008+0.0016758i,0.00098892+0.0025362i,0.00055127+0.0024276i,0.00078552+0.0020424i,0.00070697+0.00065471i,0.00013603-0.00058462i,-0.001219-0.00086137i,-0.0021907-0.0014763i,-0.0017929-0.0013444i,-0.001369-0.00047206i
-0.00082877+0.00095724i,0.0010609+0.0011173i,0.00255+0.00084458i,0.0020825-0.00084764i,-0.00048637-0.0026684i,-0.0021377-0.0024605i,-0.00041476-0.0013539i,0.0027219-0.0014076i,0.0041878-0.0034741i,0.0024943-0.0040314i,0.00081381-0.0029587i,0.0015316-0.0017295i,0.0015322-0.0019958i,0.00072691-0.0022434i,0.00048767-0.00081806i,0.00015912+0.00047344i,0.00042678+0.0005789i,0.00023969-0.00032736i,-0.00061946-0.00086415i,-0.0010416-0.00044243i,-0.0011557+0.00082616i,-0.0010278+0.0024069i,-0.0013418+0.0021281i
-0.00021982+0.0039898i,0.0029118+0.0043861i,0.0074428+0.0046804i,0.0086997+0.0019526i,0.0041122-2.155e-05i,-0.0008265+2.6264e-05i,-0.0014779+0.00052522i,-0.00029018-0.0015155i,-0.0006139-0.0048855i,-0.002673-0.005385i,-0.0033586-0.0035401i,-0.0022695-0.0023756i,-0.0020701-0.0020524i,-0.0024373-0.0018475i,-0.0020381-0.001284i,-0.0010385+0.00012008i,-0.00050749+0.00098001i,-0.00012297+0.0010452i,4.7652e-05+0.0011415i,0.00022104+0.00083368i,0.0010181+0.00051817i,0.0012632+0.00043638i,0.00030943+2.1932e-05i
-0.0015733+8.9525e-05i,-0.0013788+0.00095406i,-0.0015923+0.0017519i,-0.0022311+0.0012619i,-0.0025809+0.00066481i,-0.0033029+0.00044032i,-0.0054398+0.00032433i,-0.0072764-0.00038933i,-0.0074767-0.00113i,-0.0067494+0.00014881i,-0.005038+0.0015642i,-0.0029797+0.0010405i,-0.0024205-4.9922e-06i,-0.0030759-0.00035435i,-0.0023112-0.00052703i,-0.00026473-0.0010147i,0.0013485-0.0010446i,0.0012939+0.00035785i,0.00053617+0.0013996i,0.0010419+0.00049056i,0.0011512-0.00032117i,0.0010945-0.00015124i,0.0014902-0.00028744i
0.0019185-0.00063944i,0.0018684-0.0018585i,0.0018349-0.0027528i,0.00080882-0.0031995i,-0.0013448-0.0031255i,-0.0033564-0.0017019i,-0.0049863+0.0009036i,-0.0054778+0.0035351i,-0.0042278+0.0055015i,-0.0021128+0.0058699i,-0.00097656+0.0044646i,-0.0009192+0.0031455i,-0.0010554+0.0031566i,-0.0012746+0.00281i,-0.0014665+0.0014256i,-0.0017731+0.0011716i,-0.0021784+0.0013137i,-0.0017748+0.0013211i,-0.00063497+0.00012417i,0.00014538-0.0012002i,0.0005719-0.0012008i,0.00058118-0.00086896i,0.0003576-0.00058139i
-0.00058997-0.0032347i,0.00033017-0.0036195i,0.00039539-0.0049567i,-0.00043777-0.0061807i,-0.0015699-0.0061181i,-0.0017236-0.0024828i,0.00023464+0.0012811i,0.0026912+0.0027516i,0.0038564+0.0024752i,0.0039406+0.0019677i,0.0036664+0.002309i,0.0031129+0.0029421i,0.0029243+0.0031431i,0.0027096+0.0024259i,0.0013004+0.0017601i,-0.00077127+0.0010952i,-0.00077741+0.001428i,0.0006102+0.0012861i,0.0011065-5.2292e-05i,0.0003385-0.00062221i,-0.00021018-0.00073831i,-0.0011612-0.0014229i,-0.0020921-0.0010438i
0.00062573-0.0010472i,0.00019237+0.0017431i,0.00019096+0.0030032i,0.0011223+0.0018998i,0.0012062-0.00031066i,0.0022551-0.0018531i,0.0046243-0.0020692i,0.0057107-0.0023381i,0.0050048-0.0046946i,0.0032233-0.0045812i,0.0016183-0.0023509i,0.0019134-0.0012517i,0.0026084-0.0010769i,0.0023341-0.00083442i,0.0015745+0.0002995i,0.00095002+0.0020166i,0.0012403+0.0020245i,0.00063225+0.00049694i,-0.00073276-5.3045e-06i,-0.0015284-0.00036389i,-0.0013667-0.00097245i,-0.00079561-0.00040322i,-0.00061979-9.8204e-05i
0.00056998+0.0016066i,0.0030549+0.0013291i,0.0049059-0.00012471i,0.0039958-0.002101i,0.00099159-0.003686i,-0.00031937-0.0036243i,0.00077126-0.0031393i,0.0010365-0.0039139i,-0.00077341-0.0053232i,-0.0020447-0.0052695i,-0.0014222-0.0033335i,-0.0011382-0.0026381i,-0.0012679-0.0029437i,-0.0010056-0.0026159i,-0.00054475-0.0014887i,0.00027851+0.00022712i,0.0011517+0.0015095i,0.0013502+0.0012327i,0.00067737+0.00098056i,-0.0002558+0.0015446i,-0.00055516+0.0016293i,-0.00062472+0.0015385i,-0.00013361+0.0010406i
0.00051597+0.0027709i,0.0027626+0.0020943i,0.0040093+0.0014613i,0.004056-0.00073235i,0.0026618-0.0023807i,-0.0010441-0.004984i,-0.005052-0.0069159i,-0.0070388-0.0055291i,-0.0067692-0.0026713i,-0.0044865-0.00084103i,-0.0019922-0.0013372i,-0.0010444-0.0017581i,-0.0019731-0.001569i,-0.0032796-0.0018655i,-0.0029797-0.001192i,-0.001508-0.00072573i,-0.0001649-0.00060659i,0.00014702-0.00010735i,0.00030951-0.00071544i,0.0012143-0.00097675i,0.001359-0.00068381i,0.00074616-0.00088694i,0.0010209-0.00054844i
0.0015209+0.0015437i,0.0024746+0.0015994i,0.005602+0.00085222i,0.0066354-0.00056637i,0.0023327-0.0034779i,-0.0049434-0.0046891i,-0.010068-0.0032238i,-0.010156-0.00014044i,-0.0060233+0.0032959i,-0.0025845+0.0032919i,-0.0018048+0.0003384i,-0.0020762-0.00020366i,-0.0014092+0.0012649i,-0.00056123+0.0011707i,-0.00075645-9.095e-05i,-0.0016181-0.00039921i,-0.0013093-0.00017284i,-0.00063448-7.2026e-05i,-0.000865-0.00041688i,-0.00080821-0.00077215i,-8.8613e-05-0.0014607i,0.0004503-0.0023217i,0.0009401-0.0011286i
-0.0010825+0.0019361i,0.00053585+0.001376i,0.00070575-0.00053811i,6.0485e-05-0.0026642i,-0.001956-0.0035925i,-0.0051927-0.0015463i,-0.0074839+0.0024152i,-0.0061212+0.0046734i,-0.0016471+0.0041332i,0.00066411+0.0023541i,-3.9461e-05+0.0011724i,0.00023248+0.00085324i,0.0013279+0.00089379i,0.0014985+0.0011159i,0.00027246+0.0013933i,-0.001547+0.0010304i,-0.0020986+0.00062916i,-0.00098155-0.0001462i,-0.00037999-0.00042216i,-0.00030863+0.0002827i,-0.00022713+0.00014078i,-0.00045478-0.00066424i,-0.00095619-0.00079474i
-0.00039717+0.00057012i,0.0003619+0.00016314i,0.00070134-2.8781e-05i,0.00034339-0.00063724i,-0.0014957-0.00038111i,-0.0019893+0.0030028i,0.0017503+0.0077235i,0.0046018+0.0079874i,0.0036378+0.0019862i,0.00054844-0.0016796i,-0.0014431+0.00016823i,-0.00053584+0.0016069i,0.0015452+0.00067661i,0.002951+0.00010711i,0.0023092+0.00039358i,0.001103+0.0014602i,-5.0153e-05+0.002223i,-0.00048688+0.001498i,-0.00095483+0.00074294i,-0.00074221+1.2429e-05i,0.00024002-0.00096795i,-5.932e-06-0.0010174i,-0.00044294-0.00027591i
0.0012077-0.00052854i,0.00038528-9.9756e-05i,0.00091675-0.00021895i,0.0020859+0.00010613i,0.0020524+0.0013321i,0.0026971+0.0039514i,0.006524+0.0059594i,0.0088806+0.0040792i,0.0043687-0.0010143i,-0.001747-0.0018813i,-0.002193+0.00062299i,-0.00029981+0.0013809i,-0.00017032-8.2525e-06i,-0.00037829-0.00091378i,2.2623e-05+0.00024894i,0.00046617+0.0017593i,0.00077261+0.0019935i,0.00073205+0.0023241i,6.7605e-05+0.0015076i,6.4169e-05+0.00014361i,0.00041705-9.3906e-05i,0.00050422-0.00064773i,0.00040597-0.0010968i
0.00057941-3.0051e-05i,0.0022183+0.001137i,0.0030687+0.0007072i,0.0040999+4.2908e-05i,0.0033751-0.00090408i,0.0033655-0.0017861i,0.0051925-0.0030855i,0.0036932-0.0042994i,-0.00091907-0.002369i,-0.0022052+8.0435e-05i,0.00034003+0.0003094i,0.001614-0.00031156i,-0.00045094-0.0001198i,-0.0017605+0.00027321i,-0.0012816-0.0002594i,-0.00048594-0.00049274i,0.00012778+0.00090946i,0.00017946+0.0015817i,0.00017643+0.0010263i,0.00035338-0.0001144i,0.0014032-0.00065369i,0.0016751-0.00052828i,0.0012218+0.000231i
0.0032266-0.002082i,0.00094652-0.0028599i,-9.4678e-05-0.0053818i,0.00051646-0.0080062i,-0.00073196-0.0086615i,-0.0028357-0.0078874i,-0.0047413-0.0091636i,-0.0062047-0.010284i,-0.0050673-0.0062983i,-0.00076555-0.001578i,0.001861-0.0013882i,0.0016147-0.0012592i,0.0013794+0.0012257i,0.0009014+0.0023383i,-7.1794e-05+0.00092247i,-0.0010247+0.00013269i,-0.0014181+0.00056437i,-0.00070405+0.00055775i,0.00019509+8.8881e-05i,0.00058606-0.00091203i,0.00077183-0.0011265i,0.0003223-0.00099368i,-0.00016046-0.00043504i
0.0029294+0.00095576i,0.0036504+0.00090949i,0.0045982-0.00024345i,0.0032306-0.0036964i,-0.00039714-0.0080859i,-0.0055338-0.011195i,-0.010643-0.010571i,-0.010697-0.0067754i,-0.005251-0.0026925i,-2.8017e-05-0.0021292i,0.0010699-0.003828i,0.00036353-0.0036562i,0.0011098-0.0010098i,0.0024175+0.00027686i,0.0018296-1.7362e-05i,0.0005838-0.00020228i,0.00024567-0.00018239i,-0.00023606+0.00027177i,-0.001269+0.00066062i,-0.0014502-0.00018808i,-0.0011836-0.0011538i,-0.0016623-0.0012358i,-0.0017699-0.0012527i
-0.0016614+0.0025965i,4.2072e-05+0.0033518i,0.0013738+0.0032321i,0.002457-2.396e-05i,-0.00042893-0.0033154i,-0.0059859-0.0038253i,-0.0089131-0.00058837i,-0.0072533+0.0037973i,-0.0035151+0.0037865i,-0.001715+0.00014i,-0.0017636-0.000982i,-0.001535-0.00071142i,-0.00011277-0.0016867i,0.001127-0.0016327i,0.0011379-0.0012299i,0.0010055-0.00088317i,0.0010448-0.00068349i,0.00075263-0.00062213i,8.7149e-05-0.00032213i,-0.0010847-0.00030046i,-0.001778-0.0007311i,-0.001797-0.00023422i,-0.0014498-0.00029494i
-0.0003146+0.0019958i,0.0015911+0.002172i,0.0021119+0.0017734i,0.001433+0.00013498i,-0.0014078+0.00065654i,-0.0046487+0.0042894i,-0.0035514+0.0095824i,0.0014103+0.011564i,0.0018941+0.0068805i,-0.0018588+0.0016144i,-0.0030393+0.0014473i,-0.0017658+0.0016569i,-0.00087045-0.00024382i,-0.000624-0.00096707i,-0.00067828-0.00028567i,-1.0196e-05+0.00017711i,0.00066319+0.0010001i,0.00080123+0.0010423i,0.00077271-0.00028806i,0.00028916-0.00078945i,0.00030884-0.00068346i,0.0010466-0.00073172i,0.0011593-0.0001466i
1.4785e-06-0.00015029i,0.00027382-3.0713e-05i,0.0017903+0.0010881i,0.0047995+0.00095711i,0.0046329+0.0031879i,0.0020192+0.0076518i,0.0035922+0.0099424i,0.0069381+0.0078628i,0.003881+0.0035517i,-0.0017348+0.0020658i,-0.001597+0.0028914i,-0.00034112+0.0024176i,-0.001408+0.0015669i,-0.002194+0.0014651i,-0.0024265+0.00095068i,-0.0023099+0.0017718i,-0.0016098+0.0030947i,-0.00064065+0.0024212i,-0.00044483+0.00073987i,-0.00051802+0.00031859i,0.00046307-0.00010409i,0.0014044-0.00038291i,0.0014582-0.00033534i
-0.00077921-0.0023152i,-0.00019296-0.0012786i,0.00025677-0.00019748i,0.0014939-0.00096504i,0.0030072-0.0015964i,0.0035563+0.00069367i,0.0031076+0.00095722i,0.0023284-0.0028275i,0.00029753-0.0041258i,-0.00035678-0.00088791i,0.00035025+0.0015637i,8.5628e-05+0.0013692i,0.0003482+0.0013584i,0.00065134+0.0019644i,-0.00015199+0.001704i,-0.0006869+0.0020739i,-0.00067448+0.0019543i,-0.00021726+0.00066565i,0.00029441+0.00048701i,0.00063516+0.0011275i,0.00094227+0.0012389i,0.00040963+0.0011723i,-0.00028169+0.00073889i
-0.00022134+0.00085003i,0.00067113+0.0012056i,0.0015166-0.00086608i,0.0011617-0.0045922i,-0.0011744-0.0079164i,-0.0023852-0.0094047i,-0.002521-0.010532i,-0.0047983-0.011058i,-0.0043996-0.0079465i,-0.00048374-0.0040706i,0.00029419-0.0016034i,-0.00045906-0.00027538i,0.0005422-0.00016874i,0.0015122-0.00029669i,0.0011919-8.291e-05i,0.00046618-3.8345e-05i,-0.00022286+0.00032502i,-0.00051826+0.00047013i,0.00011086+0.00045246i,0.00063449+0.00055082i,0.00093162-0.00032213i,0.0012234-0.0017221i,0.00070657-0.0015981i
0.0034517+0.00040183i,0.0038272-0.00016651i,0.0030077-0.0017682i,-0.0011356-0.0033364i,-0.0064542-0.0066776i,-0.0076863-0.0094123i,-0.0058198-0.0087231i,-0.0050648-0.0053234i,-0.0046957-0.0022812i,-0.0023812-0.0015444i,-0.00055444-0.00072807i,7.3029e-05+0.0004314i,0.00050994-0.00022102i,-0.00012247-0.0010621i,-0.00056766-0.0003956i,-0.0003661-0.0006258i,-0.00073268-0.0011066i,-0.00095613-0.00046181i,-0.00028547-0.00036323i,0.0002061-0.00165i,-0.00051953-0.0019984i,-0.0011856-0.0013376i,-0.0014362-0.0019793i
0.00094459+0.001195i,0.0032074+0.00080704i,0.0059587+0.0013926i,0.0069432+0.0017867i,0.0033862-0.00022983i,-0.0014629-0.0023377i,-0.0029736-0.001003i,-0.0013972+0.0026441i,-0.00011945+0.0041523i,-0.00026258+0.0024535i,-2.5209e-06+0.0012637i,0.0013607+0.0014201i,0.0019393+0.000731i,0.0007725+0.00025033i,5.1556e-05+0.00051147i,0.00035991+0.00047685i,0.00088288+0.0007418i,0.0016322+0.0014235i,0.0015272+0.0011206i,0.00021144-0.00012281i,-0.00048496-0.00053624i,-0.00079766+0.00020436i,-0.0017697+0.0014648i
-0.00043999+0.0033629i,0.0014482+0.0020462i,0.0042505+0.00080752i,0.006693-0.00041555i,0.0058403+0.00023202i,0.001879+0.002537i,0.00039289+0.0054256i,0.0028297+0.0068983i,0.0042401+0.0053753i,0.0026788+0.0029046i,0.0014185+0.0010728i,0.001898+0.00026523i,0.001192+0.00069779i,-0.00055848+0.00143i,-0.0013567+0.0012155i,-0.001766+0.0016116i,-0.00052655+0.0025143i,0.00024727+0.0018951i,0.00018999-0.0003817i,0.00068042-0.0015671i,0.00037705-0.001425i,0.0010101-0.00038616i,0.0015653+0.00090392i
0.0012402+0.0014895i,0.0016463+0.00083182i,0.003743-0.0014875i,0.0061348-0.0054749i,0.0054342-0.0080054i,0.00036562-0.0055568i,-0.004393-0.0021541i,-0.0024515-0.0014143i,0.0004003-0.0027283i,-0.00028-0.0032916i,-0.001649-0.0023372i,-0.00162-0.001048i,-0.00097064+2.0806e-05i,-0.00087274+0.00069125i,-0.0014234+0.00094853i,-0.0020186+0.00058354i,-0.00041263+0.00022507i,0.00086364+0.0001672i,0.00033486-2.7755e-05i,-0.0001815+7.9508e-05i,-0.00022534+0.00052571i,0.00024624+0.00024205i,0.00053674-2.8354e-05i
-0.00072745-0.00053207i,0.00069036-0.00034887i,0.00037613-0.00042347i,-0.0020905-0.0023167i,-0.0062491-0.0059084i,-0.0099413-0.006048i,-0.011657-0.0041201i,-0.010687-0.0043731i,-0.0074358-0.0057985i,-0.0042414-0.0051711i,-0.003116-0.0036365i,-0.0024649-0.0035235i,-0.0017268-0.0038882i,-0.0013097-0.0037589i,-0.00092566-0.0023647i,-0.00076622-0.00038248i,-0.00044093+0.00048632i,-0.00095896+0.00021271i,-0.0010951+0.00049291i,-0.00039116+0.0010065i,0.00024819+0.001075i,0.00058051+0.00082887i,0.00066431+1.6454e-05i
-0.0023011+0.00066953i,-0.00016818+0.002214i,0.0004263+0.0041383i,-0.0029108+0.0046896i,-0.0083352+0.002362i,-0.010183-0.00046839i,-0.0089889-0.00093025i,-0.0074811-0.001818i,-0.0067982-0.0027112i,-0.0060477-0.002139i,-0.005505-0.00094408i,-0.0049074-0.00052083i,-0.003944-0.0015463i,-0.002932-0.0017463i,-0.0019027-0.00049128i,-0.0015973-0.00070494i,-0.0012473-0.001443i,-0.000918-0.00063602i,-0.00097344-0.00061613i,-0.00019091-0.0012525i,0.0011109-0.00089294i,0.0016551-0.00083527i,0.0013608-0.0015016i
0.0032562-0.0015222i,0.0034081-0.0024308i,0.003201-0.0023149i,0.0026306+0.00090708i,-0.00079187+0.0049595i,-0.0027349+0.0071558i,0.00099663+0.0078275i,0.0040702+0.0069027i,0.0029777+0.0055887i,0.0007405+0.0046432i,0.00034826+0.0043468i,0.0005091+0.0042826i,-4.1419e-05+0.0033862i,-0.0013552+0.0030503i,-0.0019188+0.0030869i,-0.0016875+0.0021234i,-0.0013585+0.0014991i,-0.00011253+0.0023401i,0.0005486+0.0019726i,-0.00040925+0.00016676i,-0.0011458-0.00055213i,-0.00089483-0.0010011i,-0.0012962-0.0011924i
