0.00078131+0.00046853i,-0.00055878-0.00033211i,-0.0020985-0.00040199i,-0.001578-0.0011559i,-0.0017744-0.00043287i,-0.0025902+0.0007126i,-0.0022094+0.0013657i,-0.0011918+0.0018238i,0.00092126+0.0015714i,0.0025805+0.0010348i,0.0021537-2.0304e-05i,0.00087127-0.00075762i,0.00042548-0.00053957i,0.00083964-0.00016134i,0.00039374-0.0004647i,-0.00075067-0.0010965i,-0.00056581-0.001414i,0.00026479-0.00037726i,0.00087037-0.00014595i,0.00034571-0.00043621i,-7.885e-06+1.6197e-05i,-0.00021312-0.00087929i,-0.00040642-0.0011993i
0.0024067+9.2629e-09i,0.0016171+0.00033617i,0.0022817+0.00036864i,0.0018192-0.0008125i,0.0013277-0.0010809i,0.00136-0.001272i,0.00023476-0.0013572i,-0.00065878-0.00092206i,-0.0010247-0.00026269i,-0.0012737+0.00075647i,-0.0007727+0.00089806i,-0.00040727+4.9233e-05i,-0.0007793-0.00090942i,-0.00021723-5.2888e-06i,0.00033096+0.00073829i,-0.0002099+0.00018906i,-0.00074571+0.00032088i,-0.00059769+0.00031405i,-9.7964e-05+0.00071179i,-8.3068e-05+0.0010365i,3.3749e-06+0.00063791i,0.00030018+0.00011817i,0.00024975+0.00052397i
0.0020551+0.00079679i,0.0020564-0.00025808i,0.00078992-0.0011358i,0.00067101-0.0020254i,0.00047825-0.0026471i,-0.0003752-0.0029475i,-0.0013141-0.0012457i,-0.0021338+0.0011164i,-0.00097667+0.0019394i,0.00072248+0.0021382i,0.00048104+0.0022266i,-0.00012747+0.0019508i,-6.4724e-05+0.0017974i,0.00022539+0.00097095i,0.00042025-0.00035586i,0.00034465-0.00054986i,0.00054861-3.1572e-05i,-0.00025655+0.00059796i,-0.0012657+0.00025933i,-0.0012491+7.5426e-05i,-0.00034365+0.00021873i,-0.00014733+7.7951e-05i,-0.0005553-0.00024738i
-0.0035378+0.0013526i,-0.0012035+0.0019624i,0.00061804+0.0025844i,0.00041917+0.0021533i,0.00063446+0.00026706i,0.00091594-0.00072336i,0.00061675-0.00050018i,-0.00021979+0.00096857i,-0.00088815+0.0022393i,-0.00065642+0.0027499i,6.8827e-05+0.0025008i,0.0010095+0.0014431i,0.00025262+0.00056517i,-0.00069334-0.00041667i,-0.00060819-0.00084899i,0.00037055-0.00041686i,0.00043921+0.00043634i,-0.0007101+0.00068907i,-0.00091918+0.00078177i,-0.00041254+0.00098997i,-0.00013547+0.00080496i,0.0008282+0.00024273i,0.00085777-0.00017853i
-0.0028471-0.00098532i,-0.0026975-0.0010442i,-0.0033823-0.00074999i,-0.0023452-0.00046982i,-0.00093014-0.00069605i,-0.00069342-0.0016172i,-0.0014648-0.0017655i,-0.002789-0.00083283i,-0.0032626+0.00032191i,-0.0025532+0.0017506i,-0.0013933+0.0025273i,-0.00045641+0.0016i,0.00093474+0.00066544i,0.0015432-7.7492e-06i,0.00060262-0.00091742i,9.1576e-05-0.0011295i,0.00023656-0.00082381i,0.0002429-0.00022451i,-1.705e-05+0.00037224i,0.0001066-2.6646e-06i,0.00020005+0.000423i,1.8883e-05+0.00093624i,-0.00029624+0.00059633i
0.0014934+0.0015828i,0.0017107+0.0020427i,0.0031283+0.0016714i,0.0027344+0.00024883i,0.0010099-0.0011671i,0.00017566-0.001453i,-0.0008915-0.0004393i,-0.0018254+0.00083149i,-0.0018023+0.0017284i,-0.0016784+0.0019266i,-0.0011634+0.0012289i,-0.00023755+0.00043888i,-0.0001078+0.00027309i,-0.00031791+0.00089588i,9.4791e-05+0.00055256i,0.00063728+0.00031822i,0.00074128+0.00055811i,0.00029846+0.00076911i,4.4797e-05+0.00064619i,7.6625e-05-9.3402e-05i,0.00019213-0.0005655i,-0.00018936-0.00047644i,-0.0002232+0.00014371i
-0.0010028+0.0013123i,-0.0018667+0.00073832i,-0.0011099+0.00091792i,0.00081178+0.00047161i,0.00085099-0.0018862i,-0.00030721-0.0032834i,-0.0012326-0.0026663i,-0.001969-0.0012586i,-0.0010419+0.00047598i,0.00038106+0.0012642i,6.2453e-05+0.00098471i,-0.00081094+0.00050856i,-0.00069066+0.0003904i,-0.00024157+0.00076888i,0.00019946+0.00060887i,0.00060854+0.0002067i,0.00030601-0.00031546i,0.00013052-3.3073e-05i,-0.00063747+0.00055277i,-0.0012729+0.00091434i,-0.00090354+0.00073298i,-0.00046532+0.00012547i,-0.00019982-0.0010334i
-0.00086311-0.00046026i,-0.0010255-0.0012112i,-0.00021063-0.00052827i,0.00013497-0.00048457i,0.0006061-0.00091739i,0.00020479-0.00061227i,-0.0010417-0.00046298i,-0.0015556-7.053e-05i,-0.001671+0.00094275i,-0.0018055+0.00043094i,-0.0011391+0.00022855i,-0.00054975+0.00070697i,-0.00049162+0.00088294i,-0.00045383+0.0009845i,0.00011101+0.0006705i,0.00034789-0.00013788i,0.00059836-0.00082738i,0.00096383-6.7365e-05i,0.00064489+0.0012593i,0.00070254+0.0013183i,0.00071539+0.00095997i,0.00042029+0.0008164i,-0.00021756+0.00050234i
0.00053806-0.0030364i,0.00022364-0.0031227i,-0.00043435-0.0033773i,-0.00089352-0.0018773i,-0.00064916-0.0010179i,-0.00030049-0.0012867i,-0.00066876-0.0013726i,-0.0018878-0.00043523i,-0.0026307+0.00075502i,-0.0017672+0.001193i,-0.00082044+0.0021123i,3.709e-05+0.0016692i,0.00082903+0.00075889i,0.0008224+0.00038254i,0.00070263-0.00035402i,0.00062738-0.00076318i,0.00039443-7.2891e-05i,-0.00014188+7.6731e-05i,-0.00072612-0.00072742i,-0.00094365-0.00065048i,-0.0002394-0.0006774i,0.00019655-0.0012607i,4.9596e-05-0.0010034i
0.0026455-0.001574i,0.0022632-0.0013174i,0.0015726-0.0022355i,0.00088247-0.0025648i,-3.5783e-05-0.002048i,-0.0011599-0.0018157i,-0.0016486-0.0006049i,-0.0010337+0.00072361i,-0.0012013+0.001124i,-0.0021082+0.002126i,-0.0014826+0.0027483i,-0.00035396+0.0022386i,3.2373e-05+0.0012755i,0.0013664+0.00039473i,0.0024455+0.00071397i,0.0018598+0.0007287i,0.0008783+7.1669e-05i,0.00014227+0.00038637i,-0.00016933+0.00064357i,-0.00037839+0.00066344i,-0.00012518+0.00045631i,-0.00061244+9.6697e-05i,-0.0012546-0.00028257i
0.00020407+0.00020661i,-0.00052552+0.0013215i,-0.0015309+0.0002712i,-0.00038843-0.00045575i,0.00094693-0.0011598i,0.00089191-0.0013951i,-0.0004177-0.00091599i,-0.0021619+0.00029909i,-0.002344+0.0019978i,-0.0019039+0.0026141i,-0.0007549+0.0023914i,0.00022782+0.0016437i,0.0011664+0.0012573i,0.0011685+0.0010743i,0.00044281-0.00084584i,-5.4921e-05-0.0016732i,4.7322e-05-0.00074271i,0.0006552+1.2618e-05i,7.382e-05+0.00047905i,-9.3655e-05-2.1434e-05i,0.0002105-0.0010986i,9.6165e-06-0.0015025i,-0.00045507-0.00068168i
-0.00054317-0.00070247i,-0.00035054-0.0010573i,-0.00082291-0.0011442i,-0.00093637-0.0012091i,7.1787e-05-0.0013517i,8.9814e-05-0.001928i,-0.00072396-0.0016008i,-0.00090857+1.2536e-05i,-0.0013296+0.001991i,-0.0017915+0.0035534i,-0.00085449+0.0033034i,0.00019599+0.0018725i,4.6984e-05+0.0010808i,-0.0001095+0.00046542i,0.00051085-0.00026893i,0.00083433-4.5468e-05i,0.00036909+9.6586e-05i,-0.00025784+8.5523e-05i,-0.00047152-2.3285e-05i,0.00021461+0.00015885i,0.00076754+6.6355e-05i,0.00076138-0.00048773i,0.00016407+2.9376e-05i
-0.0053537-0.0018513i,-0.0044257-0.00092995i,-0.0052577+0.0021506i,-0.0043022+0.0030315i,-0.0014396+0.0015707i,0.001094-0.00039836i,0.00025053-0.00037965i,-0.0012585+0.0008955i,-0.0011151+0.0017244i,-0.00060087+0.0020218i,0.00037194+0.0015616i,0.00079409+0.00087305i,0.0010621+0.00031909i,0.0011292-0.00053463i,0.00088906-0.00095141i,0.00080143-9.7549e-05i,0.00059835+0.00059231i,-0.00013492+0.00077782i,-0.0015307+0.00011252i,-0.001411-5.3107e-06i,-0.0004997-3.567e-05i,-0.00030196-0.00060592i,-0.00038178-0.00063644i
0.0021658-0.00096052i,0.0026744-0.00082689i,0.0029567-0.0011243i,0.0027531-0.00159i,0.0013192-0.0023906i,-0.00022159-0.0020971i,-0.00066686-0.00099736i,-0.0011448+9.2578e-05i,-0.0013658+0.00065076i,-0.00087209+0.00064813i,-0.00013374+0.00075792i,9.2637e-06+0.00051401i,-0.00059008+0.00051129i,-0.0004439+0.00082713i,0.00017432+0.00061957i,0.00065708+0.00032944i,0.00077741-0.00017166i,0.00077034-0.00029259i,0.00022371+0.00028886i,-0.00079157+0.00051358i,-0.0010266+0.00047169i,-0.00069057-2.8153e-06i,-0.00025939-0.00033409i
0.00087554-0.00255i,0.0010368-0.0017597i,1.6689e-05-0.0019621i,-0.00024764-0.0011592i,2.2634e-06-0.00075002i,-0.00059201-0.0013939i,-0.0015041-0.00083656i,-0.0020297+0.00046512i,-0.0013084+0.00095236i,-0.0012337+0.00099753i,-0.0014769+0.0011832i,-0.00069149+0.0011408i,-3.1039e-05-3.2819e-05i,0.00038444-0.00066553i,0.00091362-0.00019298i,0.0003615+0.00038504i,-0.00035412+0.00020621i,-0.00040959+2.6401e-05i,-0.00014283+0.00044863i,-0.00011646+0.00074776i,-0.00019947+0.0007779i,5.562e-05-0.0001851i,-0.00030689-0.00093581i
0.00019575+0.0020143i,-0.00025404+0.0017748i,6.6685e-05+0.0014398i,0.0016929+0.0007421i,0.0019957+4.5103e-05i,0.00073237-0.00063118i,-0.00043887-0.0010223i,-0.0010392-0.00041024i,-0.0012651+0.00099106i,-0.00054065+0.0022895i,0.00024225+0.0030298i,0.00022813+0.0015008i,0.00026088+0.00046156i,0.0001415+0.00086301i,8.5756e-05+0.00064632i,0.00039306+0.00075026i,0.00031176+0.0011331i,-0.00070348+0.00090863i,-0.0012845+0.0010549i,-0.00094096+0.001156i,-0.00010698+0.00041043i,-2.6927e-06-0.00019024i,-0.00076131+8.3221e-05i
-0.0015133+0.0014614i,-0.0020214+0.0027234i,-0.0019498+0.0018071i,-0.00031196+0.0005859i,0.00039064+0.00021472i,-0.00029746-0.00023918i,-0.00096228-0.00046608i,-0.0011464+0.00076452i,-0.0012824+0.0019197i,-0.0010769+0.0022819i,-0.00049636+0.0024236i,-0.00047657+0.0026357i,-0.0003207+0.0027657i,0.00041037+0.0025878i,0.00091682+0.0013925i,0.00084892+0.00077723i,0.00046011-3.36e-05i,-5.2921e-05-0.00059989i,5.6378e-05+0.00034274i,-1.932e-05+0.00044126i,-0.00048163-0.00017531i,-0.0012153-0.00038175i,-0.0016378-0.00038714i
-0.0029289-0.0038961i,-0.0024232-0.0039371i,-0.0029555-0.0030322i,-0.0026477-0.0029133i,-0.00059028-0.0017705i,0.00039023+0.00021116i,-0.00060857+0.00079016i,-0.0010362+0.00050309i,-0.0010268+2.2079e-05i,-0.0014655+0.00079787i,-0.00092539+0.0017673i,0.0011062+0.0012626i,0.0014984+0.00075554i,0.00066863+0.00031822i,0.00057924-0.00040992i,1.1564e-05-0.00051691i,-0.00018871-0.00015806i,-0.00052214+0.00022414i,-0.00051147-6.6835e-05i,0.00038126-0.00027689i,0.00079514+0.00011323i,4.5667e-05+0.0002404i,-0.0010697-9.7445e-05i
-0.00037224-0.00092937i,0.00025873-0.0011793i,-1.7157e-05-0.0012056i,0.00070709-0.0017286i,0.0020245-0.0019494i,0.00096869-0.0018758i,-0.00035818-0.0010113i,-0.00077133+0.00090968i,-0.0015052+0.002347i,-0.0015681+0.0021183i,-0.00074596+0.0011474i,-0.0004391+9.1749e-05i,-8.8826e-05-0.00024965i,-0.00021944+0.00014917i,2.477e-05-0.00010134i,0.00049608-0.00077811i,0.00080165-0.0004507i,6.8869e-05-0.00023608i,-0.00061567-0.0005052i,-0.00023181-0.00021346i,-0.00015746-0.00027556i,-0.00028947-0.0010747i,-0.00017203-0.0011122i
0.0010038-0.0013277i,0.0014874-0.00060443i,0.00083674-0.0010946i,0.00034464-0.0014485i,0.0004075-0.0015322i,0.0003216-0.0020864i,-0.00074624-0.0014759i,-0.0017869+0.00010337i,-0.0014551+0.00099025i,-0.00056432+0.0020121i,0.00017852+0.0025652i,0.00031366+0.0017107i,0.00018709+0.00029072i,-0.00018367-0.00034831i,-2.7688e-06-0.0004211i,0.00024186-0.00094772i,0.00023663-0.0013719i,-0.00040476-0.0012651i,-0.0010019-0.00045613i,-0.00029461-0.00018109i,0.00083641-0.00086355i,0.00070233-0.00074748i,0.00010002+0.00078158i
0.0033591+0.0023866i,0.0026087+0.0014105i,0.0027614+0.0013106i,0.0034569-0.00017244i,0.0027231-0.0024093i,0.00090179-0.0021506i,-0.00040121-0.00057565i,-0.0011302+0.00067722i,-0.0014851+0.0014832i,-0.001544+0.0023859i,-0.0016873+0.0022011i,-0.0016807+0.0012223i,-0.0017446+0.00098714i,-0.0012284+0.0010624i,0.00013295+0.00035679i,0.00076427+6.6269e-05i,0.0011378+0.00021854i,0.0011926+0.00024812i,0.00085841-7.7381e-05i,0.00084826-0.0001035i,0.00057731+0.00056342i,-0.00014361+0.00050505i,-0.00060699-5.1347e-05i
-0.0027511+0.0021505i,-0.0017615+0.0014389i,-0.001375+0.0015631i,-4.3482e-05+0.0014455i,0.0018567+0.00048045i,0.0022487-0.0012662i,0.0010138-0.0017004i,0.00038453-0.00022164i,0.00047502+0.0013999i,0.00017205+0.0026229i,-0.00023786+0.002241i,-0.00021036+0.00093193i,-0.00015895+0.00037009i,-0.00040282-0.00012186i,0.00015275-0.00085686i,0.00061188-0.00028782i,0.00032089+0.0003276i,-0.00028774+9.5157e-05i,-0.00077497+0.00088598i,-4.293e-05+0.00088428i,0.00071752-0.00036268i,-0.00062375+3.2391e-05i,-0.0016137+0.00038235i
-0.0014659+0.0016665i,-0.00096833+0.0015553i,-0.00036386+0.00094514i,0.00020714+0.00032307i,0.0010078-0.0010235i,0.0010987-0.0023293i,-0.00047352-0.0013794i,-0.001617+0.00088202i,-0.0012542+0.0022342i,-0.0011459+0.0021403i,-0.00064475+0.0013811i,-3.3111e-05+0.00092781i,0.00011129+0.00082707i,0.00012355+0.00064548i,-0.00017786+0.00075472i,0.0001069+0.0009301i,-3.1245e-06+0.00034269i,-0.00059227+0.00030951i,-0.001015+0.00082435i,-0.0012231+0.00083713i,-0.00059072-1.1989e-05i,9.7602e-05-0.00023909i,-7.3036e-05+0.00087189i
-0.0016724-0.0012198i,-0.0014152-0.0015407i,-0.0014965-0.00065265i,-0.0010032-0.0001779i,-0.00031749-0.00019157i,0.00013098-0.00045826i,-0.00084526-0.00037103i,-0.0016903+0.00060859i,-0.0014829+0.0017324i,-0.00077307+0.0014502i,0.00039874+0.0011471i,0.0013445+0.00091303i,0.00099118+0.00050626i,0.00040703+0.00018261i,0.00052103-0.00042487i,0.00064151-0.0004711i,0.00071835-0.00010762i,-0.00012932+0.00045451i,-0.00066745+0.00072438i,-0.00062911+0.00058246i,-0.00044322+0.00029081i,-0.00045833-4.4327e-05i,-0.0011384+0.00027775i
-0.00067492+0.0031559i,0.00079521+0.0029485i,0.00133+0.0034649i,0.0018242+0.0021756i,0.0020289-0.00098887i,0.001108-0.0027849i,-0.00040908-0.0019259i,-0.001181-0.00020163i,-0.00071652+0.0016741i,-2.4125e-05+0.0028027i,-0.00011393+0.0015349i,-0.0002662-0.00023231i,-0.00012425-0.00053339i,0.00022447+0.00023918i,0.00083302+0.00029681i,0.0011694+3.0204e-05i,0.00056209+0.00010582i,-0.00012928+9.3198e-05i,6.2465e-05+0.00012012i,-0.00035195+0.0004698i,0.00011083+0.00024301i,0.00075828-0.00024386i,0.00060428-0.0005908i
0.00080968-0.00024508i,0.00084758+1.7739e-05i,0.0010051-0.00093782i,0.00083826-0.0014396i,0.00063374-0.0014731i,0.00068981-0.0015446i,0.0001602-0.00094077i,-0.0013373+0.00034643i,-0.0016158+0.0016347i,-0.00060808+0.0022914i,0.00020988+0.0018237i,0.00079578+0.0017267i,0.00062716+0.0017848i,0.00036078+0.00063851i,0.00032757-0.00038093i,0.00031548-0.00090209i,0.00040658-0.00098843i,0.00030801-0.00011504i,-0.00010244+0.00034743i,0.00016374+0.00065169i,0.00064124+0.00012547i,0.00075001-0.00052531i,0.00050203-5.1076e-05i
-0.0011832+0.0014206i,-0.0015742+0.0024429i,-0.00065812+0.0032374i,0.0010471+0.0015648i,0.00097767-0.0012232i,-0.00088716-0.0025239i,-0.0017702-0.0011279i,-0.0016957+0.0012599i,-0.0019505+0.0020667i,-0.0013833+0.0013514i,0.00011103+0.00045466i,0.00035175+0.0005346i,-0.00032479+0.00052967i,-0.00081288-0.00013997i,-0.00011583-0.00047836i,0.0011589-0.00043772i,0.0010155+1.8018e-05i,0.00034053+0.00038471i,-0.00011603+0.00090277i,-0.00034134+0.00097326i,-0.00071413+9.6665e-05i,-0.00052117+0.00012208i,-0.00014913+0.00012785i
-0.00036811-0.0013241i,-0.00010334-0.0029876i,0.00052284-0.0026793i,0.00070977-0.00093541i,0.00069163-0.0010623i,0.00052926-0.0020584i,3.8122e-05-0.0014076i,-0.00077497-0.00013089i,-0.0013122+0.0010805i,-0.0010341+0.0019334i,-0.00021662+0.0014215i,0.00061036+0.00079695i,0.00079935+0.0007822i,0.00091642+0.000352i,0.0013116+0.00026409i,0.0010944+0.00030581i,3.5737e-06+0.00010723i,-0.0013305-0.00042416i,-0.0018153+0.0002079i,-0.0009188+0.001201i,5.7142e-05+0.00097313i,0.00013791+8.158e-05i,-5.1911e-05-0.00060263i
0.00036411-0.002015i,0.0012187-0.0014994i,-2.6581e-05-0.0019999i,-0.0010472-0.0010825i,-0.00082064-0.0010592i,-0.00057772-0.0013796i,-0.0013519-0.00050133i,-0.0022908+0.00081767i,-0.0013301+0.0010832i,-0.00078115+0.0012889i,-0.00076933+0.0019563i,-4.9373e-05+0.0016623i,0.00051177+0.00043595i,0.0011528-0.00088132i,0.0014887-0.001504i,0.0013577-0.0011575i,0.0012533-0.00084749i,0.0015227-0.0010913i,0.0010664-0.00030583i,2.1942e-05+0.00011305i,-0.00035311-0.00096978i,-0.00037878-0.0016904i,-0.00026244-0.0014191i
0.00033139-0.00011833i,0.00068836-0.00065634i,0.00057961-0.0018014i,-0.00013433-0.0032057i,-0.00059125-0.0037058i,-0.00075224-0.0031334i,-0.0010741-0.002484i,-0.0010883-0.0011034i,-0.00083854+0.00081487i,-0.0010327+0.0026379i,-0.0013271+0.0030239i,-5.6534e-07+0.00089736i,0.00067845-0.00019483i,-0.00018328-0.00015508i,0.00024907-0.00076744i,0.00072899-6.1523e-05i,-5.1986e-06+0.00067065i,-0.00045053+0.00012001i,-5.7217e-05+0.0002443i,0.00052394+0.0010035i,0.00045564+0.00030657i,-0.00016985-0.00056721i,-0.00055157-0.00046653i
0.00064147+0.00036279i,0.0015966+0.00068622i,0.0027375-8.0167e-06i,0.0019811-0.0006232i,0.0016714-0.00069746i,0.0015445-0.0012264i,-0.0004509-0.0016953i,-0.0017006-0.00057206i,-0.002344+0.001375i,-0.0023239+0.0025313i,-0.00096795+0.0030413i,-2.2958e-05+0.0023052i,0.0003022+0.00095251i,0.00086219+0.0006458i,0.00049736+0.000705i,-5.512e-05-1.6337e-05i,0.00027327+0.00016393i,-5.8735e-05+0.00089141i,-0.00072373+0.00078473i,-0.00074652+0.00016164i,-5.4523e-05+0.00019931i,0.00071279-0.00019768i,0.00044897-0.00070962i
0.0013348+0.0026064i,0.0018899+0.0022133i,0.0026461+0.0011268i,0.0025025-0.0015354i,0.00063227-0.0035042i,-0.00069648-0.0027335i,-0.00072167-0.00049483i,-0.00091918+0.00090402i,-0.0012042+0.0013599i,-0.0017746+0.0015385i,-0.0017038+0.0011871i,-0.0011698+0.00042873i,-0.00084823+0.00033754i,-0.00036001+0.0012987i,0.00027397+0.0010017i,0.0002067+0.00019636i,-0.00025254+0.00010712i,-0.00086949+0.00067195i,-0.0010242+0.001036i,0.00052056+0.00093333i,0.00089687+0.00076511i,0.000262+0.00012142i,-0.00027026-0.00017514i
0.0012703-0.0014182i,0.0014547-0.00067429i,0.0015467-0.0012941i,0.0012135-0.00086813i,0.00104-0.0011085i,0.00064714-0.0019972i,-3.825e-05-0.0008442i,-0.00045794+0.00080065i,-0.001099+0.0018209i,-0.0016629+0.002032i,-0.00092898+0.0017971i,-0.00014461+0.0015361i,-3.35e-05+0.00090315i,0.00049692+0.00039072i,0.0010758+0.00049577i,0.0012415+7.5886e-05i,0.00080823-9.6993e-05i,-8.0441e-05+0.00020298i,-0.00052275+0.00047695i,-0.00060176+0.0010646i,8.1524e-05+0.001092i,0.0010632+0.00029164i,0.00055334-0.00021391i
0.0018795+0.0011711i,0.0010115+0.0015277i,0.0011114+0.00078326i,0.0020233-0.0010576i,0.0016272-0.0022832i,0.00067469-0.0031264i,-0.00049384-0.002343i,-0.0017804-0.00034491i,-0.0021794+0.00083325i,-0.0017986+0.001772i,-0.0014682+0.0021511i,-0.00043583+0.0014931i,-0.00016631+0.0003207i,-0.00038389-7.012e-05i,0.00020365+0.00048008i,-0.00037443+0.00084025i,-0.0009133-6.216e-05i,-0.00026828-0.00029742i,0.00063198+0.00052772i,0.00054915+0.00089836i,0.00033671+0.00016756i,0.00033894-0.00064194i,0.00010336-0.00029764i
0.00016142+0.0023006i,-0.00010301+0.00042107i,0.001077-0.0004771i,0.0020321-0.00051491i,0.0016622-0.00011362i,-0.00026652-0.00045401i,-0.0016696-0.00042009i,-0.002609+0.00085948i,-0.0023661+0.0011896i,-0.00067509+0.0012754i,-4.1302e-05+0.0018277i,-0.00090566+0.0016384i,-0.0016127+0.0013801i,-0.0010096+0.00065725i,-0.0001185+0.00042465i,0.0007571+0.00013699i,0.0012255-0.00038761i,0.00040803+3.019e-05i,-0.00054449+0.00046117i,-0.00031097+0.00029958i,0.00011407-0.00020538i,5.544e-05-0.0011107i,-4.2274e-05-0.00062189i
6.138e-05-0.0002137i,0.00084087-0.00034242i,0.00095885+0.00072428i,0.00018539+0.00022211i,0.00025944-0.0009584i,0.00050609-0.0018832i,-0.00074279-0.002717i,-0.0025126-0.0014375i,-0.0029957+0.0010548i,-0.0022302+0.0026i,-0.0003689+0.0026933i,0.00047742+0.0014984i,0.00039824+0.00036495i,0.0011685+4.2423e-05i,0.0015845-1.6656e-05i,0.00092462+1.0248e-05i,0.00033425-0.00053976i,0.0012102-0.00047417i,0.0011699+0.00043811i,0.00041347+0.00063072i,-0.00045834+0.00014362i,-0.00064231-0.00088844i,-0.00016854-0.00095869i
-0.0004585-0.00047099i,0.0003437+1.8921e-05i,0.00036718+0.00048733i,0.0011408-0.0002363i,0.0013489-0.00075279i,6.8966e-05-0.0014619i,-0.0010785-0.0016919i,-0.0019964-0.00083846i,-0.0023821+0.0004224i,-0.0011009+0.0017134i,-0.0001931+0.0019698i,-0.00045899+0.00079433i,-0.00037236-7.7583e-05i,0.00014637+0.00028368i,0.00021775-0.00029691i,0.00025918-0.00060054i,0.00086985+0.00014435i,0.0010411+0.001087i,0.0003617+0.0016833i,-0.00016246+0.001303i,0.00070077+0.00073859i,0.00087989+6.8889e-05i,0.00019443-0.00024567i
-0.002437+0.0017651i,-0.0013107+0.0015314i,-0.0012005+0.0016225i,-0.00027595+0.0022756i,0.00057074+0.00055806i,0.0011449-0.0016087i,0.00076705-0.0018908i,-0.000111-0.00035104i,-0.00079135+0.0016767i,-0.00065933+0.0027353i,-0.00015769+0.0023132i,4.7697e-05+0.00043513i,0.00041519-0.00030959i,0.00044221+1.8188e-07i,0.00031781-0.00065051i,0.0004946-0.00072317i,0.00073028+0.00025094i,0.00038287+0.00071707i,0.00011198+0.00074326i,0.00026775+0.00071854i,0.00027185+2.1323e-05i,-0.00085676-0.00025164i,-0.0017524-0.00012118i
0.0013221+0.0031056i,0.0019261+0.001753i,0.0026528+0.00049335i,0.0026674-0.0004266i,0.0018783-0.0018403i,0.00043776-0.0027455i,-0.00011417-0.0017293i,-0.0002401-0.00020716i,-0.00026066+0.001193i,-0.00053192+0.0019054i,-0.00035384+0.0010006i,-9.508e-05-6.3953e-05i,-0.00022857-6.0147e-05i,-0.00018699+0.00084539i,0.00079764+0.001247i,0.0011144+0.00078241i,0.00074741+0.00070527i,0.00087511+0.00073765i,0.00011846+3.7203e-06i,-0.00037847+0.00038427i,0.00053181+7.7878e-05i,0.00079289-0.00090673i,0.00044941-0.00025458i
-0.00078019+0.00047882i,-0.00037449-0.00097951i,0.00092791-0.00032336i,0.0024163+0.00039582i,0.0031964-0.00066168i,0.0018718-0.0017175i,-0.00022482-0.0014416i,-0.0011436+4.133e-05i,-0.0010297+0.0014199i,0.00014169+0.001574i,0.00073351+0.00088497i,0.00045633+4.6644e-05i,0.00085469-9.3015e-05i,0.00058913+0.00038581i,-7.9181e-05+0.00030824i,0.0004222+0.00034302i,0.00069987+0.00047679i,0.00024426+0.00088848i,-0.00052434+0.0016886i,-0.00028694+0.001367i,-6.6461e-05+0.00057104i,0.00012293-0.0001138i,-0.00041641-0.00031126i
-0.0010409-9.7746e-05i,-4.9944e-05+0.0004117i,-0.00031979+0.00097452i,0.00012958+0.00077978i,0.00066064+0.0002844i,0.00058912-0.00023376i,-0.00073687-0.0003506i,-0.0026078+0.00074297i,-0.0025123+0.00244i,-0.001555+0.0030072i,-0.00068302+0.0024633i,8.485e-05+0.0014294i,0.00073256+0.00072704i,0.00054148+0.00041042i,0.00096565-0.00035709i,0.0012089-0.00076675i,0.00063338-0.0003632i,1.1728e-05-0.00014693i,-0.00083559+0.00011585i,-0.0011716+0.00078051i,-0.00065225+0.00035607i,-0.00011666-0.00032825i,2.5123e-05-0.00033399i
-0.0019972-0.0040503i,-0.0025293-0.0027294i,-0.0032147-0.0023441i,-0.0029443-0.0019011i,-0.0013012-0.0012478i,0.00015423-0.00034483i,-0.00077226+0.00093362i,-0.0029632+0.0017857i,-0.0030025+0.0021078i,-0.0016258+0.0022096i,-0.00097444+0.0024376i,-0.00010905+0.0023551i,0.00037201+0.0018645i,0.00051306+0.001067i,0.00080459+0.0002594i,0.00029842-0.000708i,2.9443e-05-0.0010247i,-0.00051938-0.00052456i,-0.0013617+0.00015302i,-0.00044987+0.00054584i,0.00083865+0.00011769i,0.00085662-0.00048285i,0.00079609-0.00048151i
-0.00071007-0.0014073i,-0.00062077-0.00074868i,-0.00058033-0.0010985i,-0.00067967-0.0025524i,-0.00070093-0.0023405i,-0.0012267-0.00062446i,-0.0018921-0.00020606i,-0.0029188+0.00019912i,-0.0034678+0.0011579i,-0.002337+0.0017243i,-0.00033785+0.0014337i,0.00072073+0.0014016i,0.00093862+0.001063i,0.0015265+0.00051957i,0.0014914-5.134e-05i,0.00078556-0.0013395i,0.00041871-0.00099664i,-0.0001905+0.00098806i,-0.00046092+0.0011254i,-0.0005509+0.00056484i,-0.00063211+0.00030532i,-0.00076798+7.2021e-05i,-0.00097015-1.018e-05i
-0.00069981-0.00091753i,-0.0018337-0.0023271i,-0.0017356-0.0020536i,-0.00087378-0.00097289i,-0.00044073-0.00144i,-0.00030498-0.0022272i,-0.0018565-0.0013552i,-0.0025978+2.0546e-05i,-0.0019676+0.0013961i,-0.00081775+0.0029458i,0.00010197+0.0027445i,0.00020968+0.0011173i,0.00056118+0.0004606i,0.00081181-7.8093e-05i,0.0001901-0.00053423i,8.1236e-05+2.813e-05i,0.0010746-0.00027518i,0.0009722-0.0008422i,-6.401e-05+0.00014159i,0.00012821+0.00076166i,0.00053784-0.00015726i,-0.00019297-0.00044728i,-0.0010395+0.00040405i
