-0.001071+0.0002686i,0.00014765-0.0010133i,-0.0011485+0.00038938i,-0.0019109+0.0017231i,8.8581e-06+0.0021405i,0.00098941+0.0010793i,-0.00018803+0.00075181i,3.2473e-05+0.0010385i,0.00082019+0.00043245i,0.00068217-6.5983e-05i,0.0011297-0.00041785i,0.0016917-0.00061547i,0.0010267-0.0012026i,0.00047591-0.0021238i,0.00057147-0.0023406i,-0.00026472-0.001696i,-0.00091363-0.00037289i,-0.00066701-0.00051287i,-0.0012155-0.0016495i,-0.0017311-0.0012602i,-0.00068365+3.2073e-05i,0.0007904+0.00065233i,0.0012035+0.00051242i
0.0016159+0.0029348i,0.0030003+0.001342i,0.0019484-0.00062007i,0.0008131-0.001412i,0.0010242-0.0010571i,0.00072537-0.00087652i,0.00065903-0.00051062i,0.00086389+0.00021055i,0.0002721+0.00064229i,2.5286e-05+0.00059612i,0.0001917+0.00064246i,-0.00021033+0.00014521i,-0.0012595-0.00045832i,-0.0012082+3.3114e-06i,-0.0007357+0.0003745i,-0.00060587-0.00052169i,-0.00047358-0.0010721i,-0.00077907-0.00023165i,-0.00095105+0.0003965i,-0.00085776+0.00026857i,-0.00070991-0.00049146i,-0.00016692-0.00070707i,9.2199e-05-0.00036408i
0.00020681+0.0021367i,0.0002489+0.0010547i,-8.0021e-05-0.00015081i,-0.00024705-0.00089835i,-0.0011208-0.00046803i,-0.0014575-0.00050494i,-0.0009045-0.00024956i,0.00058156+0.00028704i,0.0015982+0.00054116i,0.00084571+0.00050296i,0.0003554+0.00014999i,1.8036e-06-0.0002598i,-0.00038487-0.00012214i,0.00015801-0.00036931i,0.00090317-0.0005975i,0.00095071-0.00050122i,0.00061455-0.00090195i,0.00020397-0.00088484i,0.00010447-0.00087716i,-0.00036745-0.00079816i,-0.00082094-4.7721e-05i,-0.00082441+0.00040549i,-0.0010302+0.00030108i
0.0026793+0.0035637i,0.0045303+0.0014786i,0.0049345-0.00099453i,0.0033108-0.00074383i,0.0011186+0.00054086i,-9.5628e-05-0.00032088i,-0.00023774+2.5813e-05i,0.00059059+0.0014994i,0.0020162+0.001087i,0.0018136-0.00013785i,6.7235e-05-0.00066064i,-0.0011778-0.00046538i,-0.0011486-0.00011293i,-0.00027091+0.00032151i,0.00034502+0.00020877i,0.0009834-0.00035988i,0.0011365-0.00072388i,0.00050378-0.00061529i,0.00019329-0.0006624i,-0.00031882-0.00061335i,-0.00070751-0.00022524i,-0.00028798-0.0001226i,-0.00040736-0.00021249i
0.0023478+0.0022398i,0.0041378-0.00097622i,0.0033457-0.0032823i,0.0022676-0.0034965i,0.0016962-0.0029779i,0.00075828-0.0025457i,0.0011743-0.001119i,0.001726+0.00029532i,0.00068968+0.00027181i,-0.00015993-0.00013698i,0.00063759-0.00027724i,0.00089967-0.0001603i,-0.00010898+0.00022544i,-0.00070809+1.5951e-05i,-0.0011842-0.00016i,-0.0013717-0.00033388i,-0.00080266-0.0006614i,-0.00046824-0.00031268i,-0.00056392-0.00021498i,-4.4227e-05+0.00021914i,6.2917e-05+0.00059733i,-7.1032e-05+0.00048103i,-6.0322e-05+0.00018682i
0.0019379+0.0011099i,0.0029083+0.00041674i,0.0020951-0.00012228i,0.00061809+0.0010472i,-0.0010389+0.0020141i,-0.0013179+0.0012191i,-0.00083113+0.00044365i,-0.00049061+0.00048416i,5.0743e-05+0.00045305i,0.00023956-0.00041604i,3.4034e-06-0.00098406i,-0.00036901-0.00071405i,-5.6945e-05-0.0002768i,0.00060412-0.00013507i,0.00043215+0.00020595i,0.00098727+0.00011871i,0.0015308-0.00047603i,0.0014296-0.00054582i,0.00088384-0.00051165i,0.00032482-0.00039479i,8.9215e-05-0.00035127i,-6.5606e-05+0.000135i,-0.00035314+0.00060092i
0.002941+0.0023175i,0.004575+0.0010588i,0.0044559-0.00036377i,0.0037635-0.0010506i,0.0033254-0.0010889i,0.0018943-0.0010347i,0.0005029-0.00042723i,0.00012979+0.00064245i,0.00043264+0.0010609i,0.00023745+0.00079685i,-0.00014363+0.00070956i,-0.00029331+0.0008514i,0.00033901+3.8176e-05i,0.00038831-0.00091794i,0.00026449-0.00088766i,0.00056593-0.00094405i,0.00033029-0.0015026i,0.00022961-0.0017182i,-0.00018706-0.00098567i,-0.0010173+0.00019647i,-0.0010098+0.00071952i,-0.00035942+0.00061238i,-0.00048136+0.00069859i
0.0056175-0.00081684i,0.005869-0.0026744i,0.0035929-0.0047783i,-0.00048565-0.0050334i,-0.0025946-0.0025759i,-0.0023413-0.00096887i,-0.00068013+0.00012704i,0.00026461+0.0012782i,0.00030384+0.00075033i,-0.00011952-0.00064224i,-0.00087465-0.00037842i,-0.00072241-0.00033713i,-0.00016963-0.00077154i,3.8584e-05-0.0001571i,-6.8731e-05+0.0010261i,-0.00026625+0.00073309i,-0.00040198-0.00048773i,-0.00010549-0.0009185i,0.0004158-0.00089184i,0.0010562-0.0010145i,0.00069196-0.00099148i,-0.00040152-0.00097815i,-0.0005116-0.0010945i
0.0003391+0.0012909i,0.0027389+0.001242i,0.0032365+0.00036343i,0.0023331+0.0013983i,0.0021188+0.0025218i,0.0017733+0.0018493i,0.00097989+0.0013955i,0.00048083+0.0021206i,0.00034949+0.0016963i,0.00070459-4.481e-05i,0.0015369-0.00087134i,0.001479-0.00089387i,0.00099225-0.00092405i,0.00034833-0.00074411i,0.00053467-0.00033651i,0.00066265-0.00030307i,0.00018624-0.00052982i,-0.00025572-0.00087673i,-0.00025398-0.00024915i,0.00042376+0.00058178i,0.00014716+0.0003002i,-0.00051057-9.7811e-05i,6.5375e-06-0.00025059i
0.0011192+0.0027696i,0.0026748+0.0019443i,0.0030852-0.00041313i,0.002907-0.0023529i,0.0022198-0.0027479i,0.0016047-0.002859i,0.00049171-0.0017339i,-0.0001569+0.00025015i,0.00040905+0.00081897i,0.0006953+0.00091058i,0.00052032+0.001038i,0.00076616+0.00054166i,0.00064475-0.00063978i,0.0002944-0.0014472i,0.00060646-0.0012976i,0.00028384-0.0015367i,5.2861e-05-0.0016295i,-0.00012397-0.0017846i,-0.00034289-0.001029i,-0.00050178-0.00022205i,-0.00028535+3.2526e-05i,-3.2344e-05+0.00046696i,-0.00045964+0.00047634i
0.0021203+0.0035797i,0.0031219+0.0022922i,0.0019406-0.00013408i,-0.00042681-0.00081741i,-0.0015155-0.00021014i,-0.0010403+0.00011216i,-0.00040346+0.00012433i,0.00045582+0.00022195i,0.00089162+0.00020795i,0.00023465-2.6427e-06i,-0.0002628+0.0001984i,-0.00047474+0.00021769i,-0.00057227+0.00018201i,-0.00095425+8.5522e-05i,-0.00050056-0.00044762i,0.0007761-0.0010428i,0.00064554-0.0012418i,-0.00012915-0.0012218i,-0.00011023-0.0014206i,-0.00049159-0.00087373i,-0.00053738+0.00074461i,-0.0001059+0.00077522i,0.00025529-0.00011826i
0.0021989+0.0041483i,0.0039216+0.0020635i,0.0042903+0.00033428i,0.0044789-0.0010879i,0.0053425-0.0018498i,0.0032224-0.0015245i,0.0008113+0.00014472i,0.00065594+0.00081553i,0.00081306+0.00053697i,0.0010812-0.00023821i,0.0013668-0.0012219i,0.0011158-0.0020152i,5.8383e-05-0.0017819i,-0.000347-0.001542i,-0.00022449-0.0023441i,-0.00050058-0.0020589i,-0.0007029-0.0015663i,-0.00062875-0.0012501i,-0.0012481-0.0014326i,-0.0013328-0.0008498i,-0.00057343+0.0001829i,-0.00040676+0.0010667i,-0.00099349+0.0011738i
0.0032248+0.0012905i,0.004151+0.00073417i,0.0016412-0.0021475i,-2.9051e-05-0.0029338i,-0.0015205-0.0018618i,-0.0022513-0.001311i,-0.0011901-0.00013593i,7.1217e-06+0.0013799i,0.00075536+0.0013557i,0.00085821+0.00051916i,-0.00041267+0.00024811i,-0.00098853+9.3784e-05i,-0.00055413+0.00041422i,-0.00028263-0.00032082i,1.898e-06-0.0016664i,-0.00024761-0.0023211i,-0.0005125-0.002707i,-0.001054-0.0019875i,-0.0010661-0.00076366i,-6.8256e-06-0.00023231i,0.00042543+0.00019392i,0.000546+0.00054339i,0.00029629+0.00051527i
0.0023934+0.0028891i,0.004042+0.0016155i,0.0040873-0.00039675i,0.0026144+0.00052054i,0.0014837+0.0020906i,0.0014066+0.0013182i,0.00066007+0.00038271i,0.0001481+0.00076477i,0.00032289+0.00088901i,0.00033776+0.00017044i,-9.4307e-05+0.00072301i,-0.00049251+0.0013788i,-0.0011712+0.00047941i,-0.00071307-0.00068304i,0.00093915-0.00053085i,9.6124e-05-0.0012181i,-0.0011182-0.002282i,-0.00085422-0.0012183i,-0.00051128+6.5046e-05i,0.00020717+0.00025594i,0.00079255+0.0010537i,0.00056832+0.0014178i,-0.00019144+0.00072093i
0.0031835+0.002428i,0.0037392-0.00013632i,0.003535-0.00298i,0.0028278-0.0048784i,0.0013947-0.0052206i,-0.00031998-0.0038068i,-0.0011816-0.00095692i,-0.00073832+0.0010027i,0.0001673+0.0010386i,0.00051643+0.00049697i,2.7485e-05+0.00025848i,0.00014521+0.00029709i,-2.0449e-05+2.4626e-05i,0.00010873+9.1275e-06i,0.00025264+0.00065176i,-0.00054316+7.8439e-05i,-0.001051-0.0013661i,-0.0014425-0.0016452i,-0.0015336-0.0011016i,-0.0014005-0.00041868i,-0.00095754+2.5322e-05i,-0.00015052-0.00028128i,-0.000171-0.00043897i
0.0045932+0.00019686i,0.0047766-0.0015064i,0.0033325-0.0034483i,0.0007378-0.0019976i,-0.0012394+0.00022226i,-0.0012261+0.00077881i,-0.00072188+0.0013126i,-0.00038402+0.0019453i,-0.00020039+0.00082619i,-0.00063962+0.00013199i,-0.00079664-1.1023e-05i,-0.00046335+8.0358e-06i,-0.0003306+0.00030176i,-2.5358e-05+0.0005587i,0.00028052+0.0010624i,0.000822+0.0002545i,0.00021511-0.00093312i,-0.00071775-0.0011719i,-0.00045735-0.00066337i,-0.00030861+0.00022754i,-0.00042528+0.00045151i,-0.00066666+0.00033411i,0.00023657+0.00053796i
0.0026992+0.00092584i,0.0040437-0.00030041i,0.0043069-0.0015748i,0.0031118-0.0019659i,0.0019768-0.0013135i,0.0010644-0.00046828i,0.00055057+0.00028855i,0.00090033+0.0012888i,0.0010173+0.00085925i,0.00061666+0.00018817i,0.00080584+0.00031634i,0.0016988+0.00031187i,0.001594+4.6362e-05i,0.0013694-0.000103i,0.0013984-0.00043973i,2.9102e-05-0.0010626i,-0.0013615-0.001483i,-0.00090196-0.0011772i,-1.4805e-05-0.00047194i,-0.00046669+0.00011391i,-0.00094036+0.00080896i,-5.3183e-05+0.00093314i,0.00022397+0.00061729i
0.00085377+0.0017046i,0.001849+0.0012133i,0.0015188+0.00038306i,0.00046861-0.0011451i,-0.00076478-0.001397i,-0.00078409-0.0013528i,-0.00026333-0.00063203i,-0.00067608+0.00072644i,-0.00087263+0.0012285i,-4.9067e-05+0.00036408i,0.00051106+1.5149e-05i,0.00027469-0.00030641i,0.00029014-0.00061372i,-0.00031186-0.00038362i,-0.00023874-0.00062113i,1.7651e-05-0.001025i,-0.00087324-0.0014857i,-0.001477-0.0010417i,-0.0013571-0.00020393i,-0.0014482-0.00018602i,-0.00094985-0.00017649i,-0.00042915-0.00014057i,-0.00078116+0.00036569i
0.0015647+0.0029385i,0.003095+0.00063139i,0.0032613-0.001024i,0.0026435-0.00065399i,0.0022171-0.00043132i,0.0027779-0.00081314i,0.0022951-0.00027452i,0.0016328+0.00060098i,0.0008828+0.00081583i,-0.00011838+0.00062034i,-0.00069969+0.00038089i,-0.0010177-1.1201e-05i,-0.0013193-0.00081533i,-0.0011914-0.0012586i,-0.0009845-0.00056072i,-0.00014149+4.6367e-05i,0.00044543-0.00038351i,1.7906e-05-0.00059289i,0.00033744+0.00020724i,-0.00019107+0.00052496i,-0.00054513+0.00072693i,-0.00012177+0.0012399i,0.00047533+0.0010951i
0.0031061+0.0049518i,0.0045356+0.0025176i,0.0055269-0.0010393i,0.0042755-0.0037288i,0.00091338-0.0045541i,-0.0022248-0.0036356i,-0.003145-0.0016453i,-0.0018172-0.00014206i,0.00026525+0.00070297i,0.0011371+0.0010113i,0.0006773+0.0011572i,0.0004016+0.00025095i,0.00029153-0.0006087i,5.8962e-05-0.00097384i,-0.00034621-0.0011645i,-0.0010417-0.000587i,-0.00094718-0.00038223i,-0.00069484-0.00047634i,-0.00079685-0.00035765i,-0.00048048-0.00029044i,0.00041787+0.00037313i,0.00033315+0.00076443i,-0.00035315-0.00051117i
0.0043617+0.00054998i,0.0053056-0.00070294i,0.0036575-0.0016377i,0.0021296-0.0017146i,0.001315-0.00054i,4.2824e-05+0.0001726i,-0.00029133+0.00074842i,0.00025345+0.0011727i,-1.7092e-05-0.00012842i,-8.9031e-05-0.0016819i,0.0003604-0.00159i,0.00038746-0.0006164i,-0.00028511-0.00016192i,-0.00036622-0.00038358i,-0.00045485-0.00045168i,-4.2827e-05+0.00018274i,6.1302e-05+0.00017196i,-0.00099521-0.00031918i,-0.0010965+0.00019061i,-0.00064458+0.00039066i,-0.00045707+0.00080461i,-8.6413e-05+0.00082598i,0.0005459+0.00045107i
0.00078374+0.0045183i,0.0017046+0.0019942i,0.0028887-0.0016307i,0.0032277-0.0032445i,0.0012912-0.0026i,-0.0010728-0.002952i,-0.001678-0.002598i,-0.00084321-0.00073986i,-0.00056926+5.5739e-05i,-0.0012789+0.00033328i,-0.0019703+0.00084232i,-0.001598+0.00097974i,-0.0012702+0.00099438i,-0.00097518-0.00025854i,-0.00041168-0.0013264i,-0.00026751-0.0013852i,-0.00079229-0.0013733i,-0.00052368-0.0011104i,-0.00079147-0.00026815i,-0.0010462+0.0001818i,-0.00042674+0.00071221i,-0.00076806+0.0006492i,-0.0012226+8.373e-05i
0.0039695+0.00081276i,0.0047353-0.0011354i,0.0041088-0.0040454i,0.0016501-0.0045578i,-0.00099406-0.0022825i,-0.0020994+0.00019815i,-0.0010743+0.00063607i,0.00039831+0.00076873i,0.00055588+0.00038633i,-0.0001791+0.0003742i,5.2306e-05+0.0014221i,0.00086856+0.0012751i,0.0006686-5.1301e-05i,0.00040882-0.00059505i,2.6525e-05+0.00018156i,-0.00046944+2.9486e-05i,-0.0010664-0.00053024i,-0.0016046-0.00040898i,-0.00042039+0.00023271i,3.4773e-05+0.0005981i,-0.00035386+0.00031561i,0.00013777-9.2798e-05i,2.8893e-06-0.00017191i
0.0023426+0.00082477i,0.0030096-0.00072984i,0.0028133-0.002587i,0.0015468-0.0024084i,0.0011687-0.0013231i,0.00093854-0.00089395i,0.00045307+0.0001949i,0.00037146+0.0015135i,-0.00017773+0.00078032i,-0.00085502-0.00064837i,-0.00081396-0.00087076i,-0.00039468-0.0012925i,-0.00017886-0.00099264i,-0.0003073+0.00079702i,-0.0002549+0.0011645i,0.00022762-0.00017896i,8.5366e-05-0.00094306i,-0.00057626-0.00026652i,-0.00061573+0.00070343i,-0.00045429+0.00099033i,-0.0004553+0.0015964i,-0.0004822+0.0016996i,-0.00051218+0.00056889i
0.0015093+6.7161e-05i,0.0024343-0.0016835i,0.0026092-0.0043439i,0.0014681-0.0044217i,-1.654e-05-0.0029209i,-0.00087465-0.0013742i,-0.0012609-0.00054066i,-0.00040684-0.00069759i,0.00045027-0.001024i,-6.2661e-05-0.00046446i,-0.00019607+0.00049763i,0.00014354+0.00047139i,-0.00015612+8.974e-05i,0.00037853-0.00027739i,0.001385-0.00050477i,0.0011069-0.00072328i,-0.00017228-0.00099311i,-0.00047102-0.001353i,0.00044741-0.0010886i,0.00017969-1.3621e-05i,-0.00031753+0.00035973i,-0.00028292+0.00081534i,-0.00021398+0.00061525i
0.0030205+0.0027522i,0.0052112+0.00051998i,0.0039627-0.0012348i,0.0015573-0.00091687i,8.9015e-05-0.0002321i,-0.00013271-0.00053012i,-0.00080781-0.00060619i,-0.0013454-8.0613e-05i,-0.00047537+0.001075i,0.0008101+0.00081697i,0.0011835+0.00011161i,0.0010334-0.00020585i,0.00086726-0.00074575i,-0.00053076-0.00070622i,-0.0010665-0.00028534i,-0.00020761-0.00092644i,-0.00024978-0.001197i,-0.00079261+0.00017303i,-0.00045178+0.00081972i,0.00017863+0.001009i,-3.4948e-05+0.0013386i,-0.0011202+0.0010524i,-0.0018774+0.0005347i
0.0026034+0.0012794i,0.0043442+7.4699e-05i,0.0037719-0.0028653i,0.0016826-0.0027662i,0.00010889-0.0010486i,6.0217e-05-0.0011465i,-0.00046996-0.00046802i,6.0896e-05+0.00072888i,0.0017712+0.00083089i,0.0014883+0.00065509i,-0.00045531+0.00050581i,-0.0012575+0.00039218i,-0.00077899-3.4806e-05i,0.00026067+7.2636e-05i,0.00063569+0.00054782i,0.00033695-0.00027895i,0.00011663-0.00058954i,-0.00064797-0.00031442i,-0.00079317-1.6348e-05i,-0.0005799+0.00074285i,-0.000178+0.00084589i,-0.00026028+0.00088123i,5.1272e-05+0.00099045i
0.0035368+0.0031706i,0.0053426+0.00097572i,0.0051149-0.0012206i,0.0029318-0.0025809i,0.0015594-0.0041152i,0.00041405-0.0035558i,-0.0007669-0.0015702i,-0.00071395+0.00010705i,-0.00023446+0.00037796i,-0.00091569+0.00050805i,-0.00090574+0.00077646i,-0.00032254+0.00039895i,-0.0010416-0.00019838i,-0.00090529-0.00093739i,-0.00018337-0.0012411i,-0.0001125-0.001709i,-0.00043582-0.0019054i,-0.0011473-0.00059031i,-0.0017937+0.00057469i,-0.00095893+7.8754e-05i,0.00067014+8.6156e-05i,0.00080243+0.00087423i,0.00019565+0.00031029i
0.0068309+0.00015087i,0.0074637-0.0022074i,0.0059055-0.0036059i,0.0018282-0.0027412i,-0.001003-0.0012438i,-0.0025086-0.00023156i,-0.0027005+0.00062671i,-0.00055641+0.0016266i,0.00088024+0.0016292i,0.00033831+0.00078837i,0.00056663-3.1438e-06i,0.000952+2.6888e-05i,0.00099569+0.00014239i,0.00069549-0.00021353i,-0.00012192+0.00045939i,-0.00055209+0.00069212i,-0.00057585+0.00048257i,7.1898e-05+0.00044682i,0.0003582+0.00011817i,-0.00029538+0.00057291i,-0.00056958+0.0012191i,-0.00056837+0.00084882i,-0.00048522+0.0001599i
0.0033746-0.0011447i,0.0052027-0.0029454i,0.0036591-0.0046552i,0.0009085-0.0042989i,0.00037046-0.0019277i,0.00054847-0.00015434i,0.0002735+0.00056183i,0.00076961+0.00075079i,0.0010255+0.00056982i,0.00089319+0.00037517i,0.00077301+0.00055404i,0.00053665+0.00074775i,0.00098603+0.00039833i,0.0013062+0.00042668i,0.0014403+0.0010936i,0.00094198+0.00064209i,-5.2965e-05-0.00081211i,-0.0005822-0.0015199i,-0.00074908-0.0010938i,-0.00016009+3.8618e-05i,0.00022745+0.00081028i,0.00028505+0.00094316i,0.00090601+0.00077792i
0.0041202+0.002887i,0.0055681+0.0017012i,0.005009-0.0015111i,0.0027888-0.0033647i,0.0010093-0.0029727i,0.00038531-0.0024064i,-0.00012381-0.0011026i,-0.00016111+0.00044854i,0.00021794-0.00025736i,-0.00036643-0.00089813i,-0.00065833-0.0002601i,-0.00037271+1.4748e-05i,0.00020321-9.3052e-05i,0.00094679+0.00023701i,0.0018751-0.00037445i,0.0025933-0.0012105i,0.0016294-0.00098356i,0.00013925-0.00051477i,-0.00051975-0.00085849i,-0.00094387-0.0013827i,-0.00054365-0.00089594i,0.00058244+0.00026265i,0.00034576+0.00048642i
0.0012867+1.9009e-05i,0.003289-0.00059548i,0.0019224-0.0028498i,-0.00026246-0.001432i,4.8051e-05+0.00098116i,0.0018351+0.0014831i,0.0010219+0.0012404i,-0.00041576+0.0014376i,-0.00015734+0.0013609i,-0.00019292+0.00066784i,5.2e-05+0.00012907i,0.00091117+0.00072379i,0.0012078+0.0011024i,0.00064846+0.00067157i,0.00073024+0.00040116i,0.00039757-0.00045567i,0.00010643-0.0014513i,0.0004535-0.0011322i,8.8775e-05-0.00055838i,-4.7312e-05+0.00042354i,-0.00021394+0.0014337i,-0.0007039+0.00096751i,-0.00098929+0.00011316i
0.0041002+0.0034669i,0.0051155+0.0012071i,0.0043644-0.0021906i,0.002625-0.0038281i,0.001138-0.0036303i,0.00072934-0.0033872i,0.00016647-0.0015852i,-9.8672e-05+0.0013934i,0.00058514+0.002164i,0.00075529+0.00076649i,0.00037143+0.00058525i,8.4752e-05-4.0008e-06i,-0.00045052-0.00073107i,-0.00099596-0.00020329i,-0.00011082+0.00011191i,0.00076803+2.9169e-05i,9.3351e-05-0.001225i,-0.0011485-0.001909i,-0.0016536-0.00088747i,-0.0012585+0.0004204i,-0.00037018+0.00097934i,0.00038422+0.00073102i,0.00046683+0.00053i
0.004218+0.0049598i,0.006548+0.0022669i,0.0069883-0.0014035i,0.0063481-0.0019964i,0.0042586-0.0011532i,0.0014475-0.0021069i,0.00047423-0.0014553i,0.00039021-9.8094e-05i,0.00046008-0.00017139i,0.00048943-0.0007862i,0.00066566-0.00093143i,0.0013731-0.00067226i,0.0012043-0.00034888i,-0.00032713-0.00015582i,-0.00043719-0.0006658i,0.00063191-0.0011111i,0.0015066-0.0013411i,0.00059987-0.00079104i,-0.00078681+0.00067284i,-0.00050047+0.001442i,-0.00044937+0.0010431i,-0.00062474+0.00027971i,9.8638e-05-0.00017243i
0.0022307+0.0038456i,0.0025103+0.0015456i,0.002475-0.00035803i,0.0024343-0.0010916i,0.0018755-0.00096276i,0.0010133-0.00042359i,-0.00019966-0.00011349i,-0.0013495+0.00044598i,-0.0017442+0.00064373i,-0.002226+0.00062037i,-0.0016417+0.00069445i,-0.00031616+0.00058951i,0.00041456+0.00019671i,0.00075488-0.00075877i,0.00022039-0.0013477i,-5.5336e-05-0.0013363i,0.00055313-0.0016309i,0.0013384-0.0020776i,0.001007-0.001411i,-0.00031706-0.00038297i,-0.00055744+0.0008293i,0.00019995+0.0014039i,-0.00028618+0.0011942i
0.0029819+0.0029668i,0.0042955+0.0014908i,0.004022-0.0012475i,0.0013654-0.0020912i,-0.00091538-0.0015956i,-0.0013887+0.00011106i,-0.00052067+0.0019478i,0.00087323+0.0033053i,0.0017454+0.0031762i,0.001093+0.0023753i,0.00048762+0.0019918i,0.00069402+0.0018976i,0.00071301+0.0015414i,0.0014923+0.00078074i,0.0016985+0.00089349i,0.0010893+0.0012965i,8.9338e-05-0.00017707i,-0.0005277-0.0016471i,-0.0010142-0.00079475i,-0.0012592+0.00025216i,-5.0916e-05+0.00043305i,0.00034303-0.00012467i,6.0848e-06-0.0001379i
0.001357+0.0019072i,0.0027092-0.00021499i,0.0020296-0.0016054i,0.0012888+4.1937e-05i,0.0019753+0.0013779i,0.0014321+0.00111i,-0.00091413+0.00024384i,-0.0014289-3.1356e-05i,-0.00050175-0.00036879i,0.00067684-0.000872i,0.0015964-0.00098713i,0.0014896-0.00070055i,0.0012239-0.00071749i,0.0010716-0.00040652i,0.00087111-0.0010688i,0.00013802-0.00167i,6.8634e-05-0.0012508i,6.1524e-05-0.00058885i,-0.00016711-0.00013658i,8.8885e-05-0.00013241i,0.00027653+0.00033418i,0.00073065+0.00075244i,0.00047875+0.00072729i
0.0025497+0.0029737i,0.0035087+0.0014548i,0.0025081-0.0015768i,0.00080378-0.0027506i,-4.773e-05-0.0023061i,-0.00055271-0.0019991i,-0.00078171-0.0010854i,-0.00083545+0.0011863i,-0.0017197+0.0025416i,-0.0025554+0.0017864i,-0.0020241+0.0010896i,-0.00054096+0.0013387i,0.00029336+0.0010383i,-4.3889e-05+0.00019693i,-0.0004032-0.00077685i,0.00012415-0.0011559i,0.00040592-0.0015254i,-0.00013351-0.0022574i,-0.0002134-0.0014152i,-1.1144e-05+0.00028359i,0.0002409+0.0008261i,0.0006672-0.00014781i,0.00074599-0.00075152i
0.0025776+0.00071988i,0.0035388-0.0011453i,0.0041072-0.0026161i,0.0026522-0.0023628i,0.00094197-0.0010373i,0.00044255+0.00034684i,0.0011187+0.00099786i,0.0022266+0.0015024i,0.0024739+0.0010529i,0.0016207+0.00038134i,0.0010997+0.0012333i,0.0014037+0.0019396i,0.0017768+0.00079738i,0.0018659+0.00012779i,0.0010187+2.6929e-05i,0.00026203-0.0013967i,-0.00026336-0.0018053i,-0.00095906-0.00094313i,-0.0012296+0.00031134i,-0.00025371+0.00098182i,0.0009589+0.00080597i,0.00036739+0.00066019i,0.00024987-0.00037067i
0.00018984-0.00072344i,0.00093976-0.0020674i,0.00094646-0.0030998i,-9.7905e-05-0.0011238i,-0.00029816+0.00042604i,-0.00010011+0.00055739i,-0.00065522+0.00084527i,-0.00091663+0.00071867i,-0.00039185-0.00058618i,-2.2657e-05-0.0015914i,0.0003394-0.001546i,0.0007049-0.00046014i,0.00077818+0.00030609i,0.0018058+0.00045571i,0.0017676+7.2762e-05i,0.00097713-0.00092019i,0.00044983-0.0015889i,0.00036789-0.00095697i,0.00047616+0.00029623i,6.8335e-05+0.00025603i,-0.00022884-6.8014e-05i,0.00020992+0.00039893i,0.00011113+0.00090992i
0.00078705+0.0049236i,0.0022352+0.0032435i,0.0016827+0.001156i,0.0016702-7.687e-06i,0.0012761-0.00057786i,-0.00076428-0.00043108i,-0.0017938+0.0010549i,-0.0022728+0.0021112i,-0.0020577+0.0023328i,-0.0012003+0.0024393i,-0.00090434+0.0012455i,-0.00062892+1.0912e-07i,0.00023718+5.1457e-05i,0.00087701+0.00010644i,0.0014663-1.1651e-05i,0.001195-0.00070054i,0.00032162-0.0017938i,0.00016834-0.0026165i,-0.00021828-0.0024267i,-0.00088738-0.0010619i,-0.00038321+2.3132e-05i,0.00035376-7.1553e-05i,0.00059585-0.00029116i
0.0024631-0.00053012i,0.0036393-0.0026388i,0.0030294-0.0060402i,0.0010415-0.0059075i,-0.00098001-0.0035444i,-0.0019348-0.0016397i,-0.0011542+0.00051493i,-5.7129e-05+0.0024368i,0.0012238+0.0030107i,0.0022762+0.0025058i,0.0021797+0.002036i,0.0016098+0.0012395i,0.0004128-0.00015128i,1.4681e-05-0.00083344i,0.00028796-0.00015115i,0.00083411-0.00079788i,0.00052192-0.0018564i,-7.4759e-05-0.0013542i,0.00077731-0.0006841i,0.0012246-0.00048452i,4.158e-05-0.0002056i,-0.00084103+0.00047984i,-0.00082831+0.00088624i
0.0023658+0.00060529i,0.0044961-0.0013359i,0.0037615-0.0025961i,0.001844-0.0011377i,0.00050207-9.0818e-06i,-0.0005711-0.00028528i,-0.0013787+0.00023856i,-0.0012848+0.00027804i,-0.00014218-0.00044636i,0.00018899-0.0013506i,-0.00080971-0.0016336i,-0.00076319-0.00073581i,-0.00012793+0.00093037i,-0.00026774+0.0016752i,-0.00058352+0.0007765i,-0.00057974-0.00077751i,0.00022472-0.0016771i,0.00053102-0.0013488i,-0.00021273-0.00092965i,-0.00045281-0.00024853i,8.8604e-05+0.00023632i,0.00027706-0.0004644i,0.00034361-0.00070189i
0.003899+0.0046683i,0.006458+0.0019919i,0.0076957-0.0015255i,0.0053467-0.0031187i,0.001445-0.0025249i,-0.0015552-0.00065283i,-0.0019062+0.0021835i,-0.0023517+0.0039086i,-0.0022965+0.0034258i,-0.0016278+0.0028527i,-0.0010523+0.0022912i,-0.00038508+0.0012439i,-4.2408e-05+0.00099027i,-0.00047955+0.00087817i,-0.0010597+0.00062312i,-5.3686e-05-0.00030383i,0.00053552-0.0019781i,0.00069107-0.0028998i,0.00031112-0.0015603i,-0.00040075+6.5516e-05i,0.00019699-0.00021372i,0.0011695-0.00096336i,0.00092546-0.00076434i
