-0.0043417+0.0014969i,-0.00028973-0.0003704i,-0.00077295-0.0012406i,-0.001425-0.0010467i,0.00037678-0.00076577i,0.0021199-0.0014368i,0.00147-0.00054186i,0.00014518+0.0012657i,0.00043853+0.0014216i,0.0011113+0.00068798i,0.00087752+0.00028891i,0.0014155-0.00031786i,0.0019847-0.00060748i,0.0015009-0.00044389i,0.0012443-0.00062475i,0.00072361-0.00065923i,0.00017204-0.00015897i,-0.00023433+0.00033943i,-9.747e-05+0.00038298i,-0.00024531-8.443e-06i,-0.00072431+0.00040561i,-0.00095751+0.0010068i,-0.00062509+0.00076832i
0.0026602-0.0038614i,0.0068306-0.0059322i,0.0069918-0.0061971i,0.0039427-0.0046067i,0.0023048-0.0030679i,0.0019232-0.0013438i,0.0010504-6.7006e-05i,-0.00010842+0.00032441i,6.0098e-05-0.00032435i,0.00095288-0.00044643i,0.00038314-0.0003403i,0.0001359+0.00070379i,-0.00019004+0.0015465i,-0.00042511+0.00055183i,-0.00028339+7.0153e-05i,-0.00020962-0.00034302i,0.0001822-0.00072299i,6.14e-05-0.00068232i,0.00014148-0.00088254i,-0.0002433-0.0010045i,-0.00046674-0.0013866i,-0.00017507-0.0013086i,-0.00058716-0.00062299i
0.0064791-0.0014174i,0.010133-0.0031006i,0.0085458-0.0048339i,0.004062-0.0039169i,0.001478-0.0024934i,-0.00061726-0.0010639i,-0.0016115+0.00056474i,-0.00049114+0.0014383i,-0.00018083+0.00094152i,-0.0009662-1.654e-05i,-0.0013311+5.6611e-05i,-0.0012514+0.00094493i,-0.0014087+0.0017048i,-0.001636+0.0019313i,-0.001191+0.0021451i,-9.2858e-06+0.0013489i,0.00096193-0.00039065i,0.0011343-0.00026208i,5.1679e-05+0.00046849i,-0.00039924+0.00064937i,-0.00051471+0.00015827i,-0.0010629-0.00055636i,-0.00080681-0.0011117i
-0.0037959+0.0035313i,0.00015246+0.0065343i,0.0012312+0.00903i,0.0031035+0.0069362i,0.0061734+0.0026802i,0.0068407-0.0021319i,0.0032577-0.0035032i,0.00052575-0.0019737i,0.00023686-0.0002591i,0.001146+0.00092546i,0.0020467+0.0009198i,0.0011178+0.00062271i,0.0011285-0.00071961i,0.0023436-0.0033307i,0.0021458-0.004829i,0.0014962-0.0036954i,0.00093719-0.0017871i,9.9793e-05-0.0012235i,-0.0011328-0.00098764i,-0.0019443-0.00037787i,-0.0021857+0.00014938i,-0.0013304+0.00025931i,0.00015964+0.00031642i
-0.0025012-0.0015864i,0.000574-0.00048083i,0.00037902-8.238e-05i,-0.00071182+0.00023187i,0.00083694+0.00036511i,0.002458-0.00091553i,0.0012231-0.00156i,0.00024888-0.00062176i,8.1638e-05+0.00056024i,0.00061137+0.00087061i,0.00057585-0.00012267i,0.00014778-0.00025872i,0.00081768-0.00021033i,0.0018686-0.001082i,0.0013951-0.0013159i,0.0007299-0.0016163i,2.1914e-05-0.0020245i,-0.00084634-0.0015046i,-0.00085524-0.00037216i,-0.00063307+0.00016475i,-0.00085808+0.00012996i,-0.0009255-0.00023914i,-0.0002307-0.00035178i
-0.0022693-0.001422i,0.0034218-0.0022111i,0.0042493-0.0026783i,0.002114-0.0018336i,0.0023371-0.00043215i,0.0024078-0.0007953i,0.0015071-0.0016157i,0.0011815-0.0013017i,0.0011382-0.00087156i,0.00016549-0.00010625i,-7.9927e-05+0.00030746i,-0.00032016+0.00013371i,0.00071935-0.00042761i,0.0020416-0.0008301i,0.0014154-0.00074215i,0.00087578-0.00059301i,0.0007093-0.00028058i,7.9108e-05-0.00054849i,-6.5753e-05-0.00075357i,-0.00010701-0.0002391i,0.00014873-0.00019001i,0.00045852-0.00031627i,0.00021958-0.00031713i
0.0037104+0.00087519i,0.008408-0.00055728i,0.008687-0.0028879i,0.0051646-0.0034956i,0.0026093-0.0022213i,0.0015607-0.0018431i,0.00090101-0.0011362i,0.0010322+0.00041953i,0.0020256+0.0013917i,0.0018943+0.0014609i,0.00094831+0.00085497i,9.4303e-05+0.00055195i,-0.0003847+0.00029769i,0.00022406-0.00027089i,0.0001465+0.00073109i,-0.00064518+0.00087658i,-0.00058009+0.00055786i,5.7513e-05+0.00045749i,2.9612e-05-0.00072038i,-0.00039062-0.00095256i,-0.00066991-0.00043484i,-0.00049713+0.00029923i,-0.00094243+0.00019777i
0.00059498+0.00047828i,0.005499+0.00052853i,0.0068461-0.00040937i,0.0051794-0.00089412i,0.0043205-0.00040729i,0.003597-0.00079469i,0.0020781-0.00087212i,0.00079716+0.00076923i,-9.2451e-06+0.0018322i,0.00042912+0.00099031i,0.00056795+0.00026768i,-0.00025343+7.3046e-05i,-0.00058889+0.00051668i,-1.9416e-05+0.00051665i,0.00013157-0.00039528i,-0.00026255-0.00065429i,-0.00013974-0.00087121i,3.8196e-05-0.0002054i,-0.00067926+0.00071797i,-0.0011559+0.00027736i,-0.00073662+0.0004077i,-0.00052869+0.00045604i,-0.00049094+0.0002119i
0.00046681-0.00099571i,0.0053922-8.4844e-05i,0.0059159-0.00050156i,0.0035042-0.00097007i,0.0023651-0.00063002i,0.0017925-0.0015833i,0.00097089-0.0015367i,0.00048849-0.00029246i,0.00074636+0.00071144i,0.0010143+0.00061603i,0.00095748+5.2483e-05i,0.00097973+0.00065965i,0.00062121+0.0011091i,-9.7138e-06+0.00027105i,-0.00066606-0.0007826i,-0.00082579-0.00043098i,-0.00020458-0.00021302i,0.00011903-0.0001808i,-0.00034277+0.00052455i,-0.00046412+0.00046632i,-0.00041368+0.00034232i,-0.00088355-4.0595e-05i,-0.00085425-0.00084947i
0.0012361-0.00017921i,0.004829-0.00013328i,0.004271-0.00025858i,0.0017638-0.00052069i,0.0021204-0.00078637i,0.002459-0.001286i,0.001114-0.0010116i,0.00024083+0.00023141i,0.00078226+0.00054004i,0.00094341+0.00059969i,0.00010288+0.0015372i,-0.00014948+0.0021786i,0.00060082+0.0014618i,3.9163e-05+1.0356e-05i,-0.00040173-0.00042181i,-0.00034446-6.9616e-05i,-0.00014501+0.00024003i,-1.2411e-05+0.00010057i,5.0695e-05+0.00047653i,0.00042809+0.00033024i,5.1655e-05-0.0005936i,-0.00028828-0.0012399i,0.00019901-0.0014692i
-0.0018203+1.7958e-05i,0.002053+0.00020377i,0.0031009-0.0010625i,0.00071709-0.00099641i,0.00072634-0.00073833i,0.0027747-0.0022239i,0.0022269-0.002255i,0.0012609-0.0010035i,0.0008439+0.00048547i,0.00011679+0.0015571i,-0.00059774+0.0015122i,-0.00084483+0.0010416i,-0.00018155+0.00058124i,0.00081936-0.00073321i,0.00084692-0.00069836i,0.00015237-0.00030888i,-4.0239e-06-0.00055736i,0.00030511-0.00054262i,0.00025503-0.00038079i,0.00015077-0.0004849i,-0.00011181-9.7175e-05i,-0.00061174+0.0003017i,-0.00084872+0.00014881i
0.00015053+6.0557e-05i,0.0043887-0.0008255i,0.0052364-0.003488i,0.0034743-0.0038916i,0.0023979-0.0013323i,0.0018426-0.00020295i,0.00047745-0.00068461i,-8.9948e-05-0.00019254i,0.00032687+0.00018141i,0.0004422-1.3556e-05i,-0.00034122-0.00015403i,-0.0011692-0.00037211i,-0.00044976-0.00016672i,0.0010174+0.00050039i,0.0016018+0.00081956i,0.00092043+0.00026428i,0.00022382-0.00062412i,0.00016228-1.8162e-05i,0.00020204+0.00041803i,-0.00015483+3.2258e-05i,-0.00029834-0.0003847i,-0.00030917-0.0009339i,-0.00084353-0.00097574i
0.00038189-0.0014622i,0.0030598-0.0031999i,0.004149-0.005777i,0.0019499-0.0058219i,0.00021882-0.0037641i,-0.00025118-0.0010887i,-0.00069293+5.9902e-05i,-0.00039917+0.00030356i,0.00028682+0.0007483i,0.00065133+0.00061344i,0.00054815+5.0962e-05i,-0.00071136+0.00052076i,-0.0012148+0.0012095i,-0.00057288+0.00098668i,-0.00050086+0.00091935i,-0.00056233+0.00052444i,-0.00054061-0.00068012i,-4.7335e-06-0.00093435i,0.0003736-0.0010704i,0.00022564-0.0017559i,-5.5712e-06-0.0014744i,-0.0003251-0.00065303i,-0.00026291-0.00017566i
-0.0021859-1.0431e-05i,0.0040409-0.00075121i,0.0065867-0.0017472i,0.005171-0.00096652i,0.0043652+1.5014e-05i,0.0043213-0.0009426i,0.0025167-0.0015197i,0.00099536-0.0014158i,0.00036764-0.00095516i,0.00078758-0.00038345i,0.00078159+0.00029223i,0.00046797+0.00073844i,0.0010439+0.00044511i,0.0011861-0.00048022i,0.00051516-0.00068483i,0.00047643-0.00014736i,0.00072105-0.00041301i,0.00069984-0.00086654i,0.00091479-0.00065999i,0.0011319-0.0006629i,0.0003578-0.0008194i,-0.00021762-4.9912e-05i,0.00041076+0.00020026i
-1.5387e-05-0.0017437i,0.0025539-0.0017272i,0.0030557-0.0023938i,0.0017375-0.0019612i,0.001248-0.00041188i,0.001583-0.00013105i,0.0015175-0.00015077i,0.00076644+0.00061901i,0.00065988+0.0011484i,0.00036668+0.0013407i,-0.00082418+0.0012562i,-0.0011243+0.00080634i,-0.00031757+0.0011594i,0.00035241+0.0010645i,0.00084328+0.0011959i,0.0011051+0.0011322i,0.00035675+0.00025703i,-0.00022403+0.00029866i,-0.00071959-1.8998e-05i,-0.0009152-0.0012426i,-0.0011168-0.0012586i,-0.00052731-0.00019809i,-0.00011009+0.00050316i
-0.0020891-0.0005928i,0.0028324-0.0010307i,0.003985-0.0011544i,0.0031188-0.00023254i,0.0030626-0.00069089i,0.0027411-0.0022621i,0.0017196-0.0016407i,0.00070347+0.00030869i,0.00051734+0.00094432i,0.00076612+0.00061432i,0.00088348+0.00013474i,0.00050193+0.00013119i,0.00033261-0.00054231i,0.0010335-0.0013769i,0.0013199-0.0016419i,0.0012964-0.0017013i,0.00038197-0.0012513i,-0.00062826-0.0010698i,-0.00040774-0.0013995i,0.00016197-0.00091852i,-8.311e-05-2.2417e-05i,-0.0010768+0.00069444i,-0.001429+0.00030279i
-0.00017021-0.00055481i,0.0036908-0.0010497i,0.0039621-0.0024525i,0.0018691-0.0016571i,0.0015808+0.00072583i,0.0015435+0.00069131i,0.00093241+2.6772e-06i,0.00068043+0.0010221i,0.00072088+0.0017455i,0.0007763+0.0012536i,0.00052948+0.00084197i,-0.00011715+0.00044377i,-0.00047711-0.00032075i,0.00010394-0.00075001i,0.00079262-0.0011384i,0.0006742-0.0010171i,0.00026656-0.00093111i,0.00033538-0.00026922i,4.2124e-05+0.00030783i,-8.4973e-07+8.4517e-06i,-0.00039946-0.00043075i,-0.0013318-0.00063007i,-0.0010572-0.00059608i
-0.00051468+0.00023698i,0.0038757-0.00018726i,0.0062432-0.0030839i,0.0042023-0.00422i,0.0021317-0.0033694i,0.001436-0.0031609i,0.00045677-0.0023383i,0.00017662-0.00075308i,0.00025306+0.00015428i,0.00025393+0.00016422i,-0.00011457-0.00024085i,-0.00064725+0.00033053i,0.00080501+0.0010116i,0.0016619+0.00054715i,0.0013398+6.098e-05i,0.0010496+0.00039663i,0.00079568-0.00016603i,-0.00010858-0.00034094i,-0.0013105+0.00030178i,-0.00097225+0.00067998i,-0.0007594+0.00013618i,-0.0015665-5.3421e-05i,-0.0011719-0.00048154i
-0.0010555-0.0013752i,0.0034843-0.00098588i,0.0060902-0.001532i,0.0046707-0.00064013i,0.003345+0.0007572i,0.0040247+0.0012159i,0.0031204+0.00070574i,0.0015626+0.00047427i,0.0015964+0.0015814i,0.001261+0.0023565i,0.00015671+0.0015858i,4.0139e-05+0.0012023i,0.00063206+0.00087167i,0.00051678+0.00011439i,0.0005375-0.0005354i,0.00093633-0.00030348i,0.00056705+0.00050038i,0.00051208+0.00015156i,0.00041751-0.0003851i,-0.00039211-0.00080368i,-0.00064627-0.0011191i,-0.00099698-0.0013275i,-0.0018013-0.0011877i
-0.0031067-0.00065277i,0.001811-0.00036362i,0.0043305-0.00086336i,0.0032653-0.00086542i,0.0021411-0.0015087i,0.0013828-0.0023279i,0.00078061-0.0017876i,0.00065481-0.00086977i,0.0002448-0.00078996i,0.00022342-0.00047986i,-6.2362e-05-0.0001908i,-0.00043205-4.7724e-05i,-0.00060401-0.00029401i,-0.00091113-0.00087473i,-0.00040185-0.0009503i,-0.00013288-0.00028075i,5.954e-06-0.00049105i,0.00010871-0.001329i,-0.00088653-0.001234i,-0.00096553-0.00037106i,-0.00020717+6.7856e-05i,0.00016586-7.5715e-05i,0.00030159-0.00059856i
-0.00089037-0.0009456i,0.003679-0.0011876i,0.0058341-0.001865i,0.00538-0.0022439i,0.0036111-0.0021829i,0.0018469-0.0024333i,0.00094327-0.0018839i,0.00098178-0.00027692i,0.00057204+0.0009847i,-0.00063149+0.00088403i,-0.0013069+0.00025574i,-0.0009332+0.00071558i,-0.00017524+0.00019428i,0.00015975-0.0010267i,-5.5927e-05-0.0007057i,-0.00011859-0.00028575i,-8.8688e-05-0.00026338i,-0.00053801-0.000519i,-0.00048794-0.00018124i,-0.0001877+0.00082585i,-0.00021292+0.0011574i,-0.00077416+0.0003368i,-0.0010148+8.548e-05i
-0.00084623-0.00068324i,0.0028732-0.00018797i,0.0037436-0.00074222i,0.0021715+0.00030204i,0.0018585+0.00068277i,0.0026431-0.00012922i,0.0011551-0.00031055i,-0.00019448+0.00029735i,-2.4451e-05+0.0008807i,0.00054153+0.00080366i,0.00039956+0.00069887i,-0.00010803+0.0011691i,0.00056359+0.0015059i,0.0010076+0.0011416i,0.00054751+0.00010186i,-0.00026454-0.0008059i,-0.0010051-0.00081988i,-0.0012129-0.00067945i,-0.00064868-0.00022408i,0.00059264-0.00023487i,0.00090596-0.0012469i,-0.0001304-0.0017497i,-0.0008897-0.0010381i
-0.0027223-0.0016994i,0.00074188-0.0010301i,0.0017462-0.0014971i,0.00088933-0.0021134i,6.6965e-05-0.0019022i,0.00034763-0.0022549i,0.0010911-0.0025318i,0.0012026-0.00134i,0.00087501+0.00012308i,0.00060554+0.00070798i,2.9538e-05+0.00026709i,-0.00070204+0.00024328i,-0.00037448+0.0013317i,0.00034027+0.00094718i,0.00080593-0.00036818i,0.00049882-0.00048363i,4.5949e-05-0.000778i,-0.00057215-0.0011869i,-0.00049609-0.00044051i,-0.00015791+0.00044932i,-0.00026278+0.00037895i,-0.00039834-0.00032701i,-0.00010891-0.00046707i
-0.00065824-0.0009215i,0.0045072-0.0014745i,0.0077708-0.0024401i,0.0062143-0.0022262i,0.0036145-0.0019627i,0.0027441-0.0024148i,0.0016771-0.0011956i,0.00028983+0.00053868i,-0.00039825+0.00086373i,-0.00060699+0.00060612i,-0.00015889+5.0864e-05i,0.0001521+0.00048533i,-0.00036149+0.0010377i,-0.00042054+0.00040256i,-0.00011193+0.0001856i,-1.9849e-05+0.00027706i,0.00057465-0.00015229i,0.00069064+0.00049293i,-0.00048005+0.0012431i,-0.00097343+5.541e-05i,-0.00024125-0.00064471i,0.00020885+8.3468e-05i,0.00024092+0.00024363i
0.00040081+0.0016587i,0.0057258+0.00074084i,0.0073875-0.00081478i,0.0051667-0.00158i,0.0032762-0.0012112i,0.002097-0.0015641i,0.00080105-0.0011936i,0.00055857-0.00011209i,0.001236+0.00073296i,0.0010258+0.0010492i,-3.1799e-05+0.00051063i,-0.00050427+0.00043121i,-0.00045547+0.00088813i,-8.1903e-05+0.00069896i,-0.00013611+0.00039311i,-0.00026466+0.00027046i,0.00010964-3.5157e-05i,0.00039879-0.00023365i,0.00068863-0.00032128i,0.00020303+3.0589e-05i,-0.00071374-0.00010263i,-0.0012238-0.00054189i,-0.00083508-0.00042492i
0.00066548+0.0028747i,0.0049555+0.0025618i,0.0062512+0.00070192i,0.0037404-0.00093708i,0.0023776-0.0018472i,0.0020964-0.0024104i,0.0010896-0.0016063i,0.00086084+0.00059134i,0.00053053+0.0014817i,-0.00025984+0.00092852i,-0.00089107+0.00045526i,-0.0014091+0.00066224i,-8.6274e-05+0.0013462i,0.0013889+0.00012703i,0.0012622-0.0016961i,0.00086679-0.0013858i,0.0008775-0.0013057i,0.00042714-0.0010381i,-0.00033478-0.00031611i,0.00024144+0.00061965i,0.00022882+0.00086245i,-0.00013862+0.00038294i,0.00022922+0.00028865i
-0.0011442+0.0017993i,0.0040786+0.0016471i,0.0059008+0.0010212i,0.0038862+0.00044469i,0.0024287-0.00063661i,0.0019948-0.0018832i,0.0018847-0.00077783i,0.0016546+0.00036978i,0.0018378+0.00043287i,0.00089976+0.0010037i,-1.4059e-05+0.00087711i,-0.00035977-0.0001144i,-0.00036897-0.00035148i,-0.00046591-0.00084086i,-0.00032517-0.0011924i,0.00036621-0.00066818i,0.00059268-0.0002183i,7.4722e-05-0.00053878i,-0.00089582-0.00059903i,-0.0011822-0.00037841i,-0.00061332+5.9864e-05i,-6.035e-05+0.00015678i,0.00044247+0.00022245i
-0.00015475+0.00011293i,0.003564+0.00020995i,0.0043293-0.00054817i,0.0024263-0.00085379i,0.0019484-0.00059053i,0.0016168-0.0016567i,0.00042554-0.0013927i,0.00027246+0.00058503i,0.00063319+0.0015114i,0.00058176+0.00055718i,0.00016301-4.9856e-06i,-0.00028174+0.00013383i,0.00037958-9.3084e-05i,0.0013384-0.00034336i,0.0012988-0.0004101i,0.0010502-0.00045854i,0.00071198-0.0006014i,0.00019537-0.00093218i,-0.00035347-0.00047955i,-0.00018956-0.00040673i,0.00016029-0.00024247i,-4.8823e-05+0.00046089i,2.3395e-05+5.5894e-05i
0.0010797+0.0021605i,0.0050276+0.0004446i,0.0071886-0.0022228i,0.0053621-0.0030074i,0.0036546-0.0026848i,0.0026053-0.0034199i,0.0014112-0.0025171i,0.00095301-0.00043494i,0.0010581+0.00083245i,0.0012677+0.00073833i,0.00072896+0.00029033i,-0.0005858+0.00074758i,-0.00098397+0.001026i,-0.00067646+4.514e-05i,-0.00062861-0.00095828i,-0.00057901-0.0011371i,0.00010173-0.00084631i,2.8118e-05-0.00059181i,-0.00036524-0.00032134i,-0.0005304-0.00014551i,-0.0003619-0.00033811i,2.5418e-05-7.7313e-05i,0.00016489-9.6065e-06i
0.00083638+0.0010861i,0.0050912+0.00055678i,0.0072123-0.00078009i,0.0045194-0.0014289i,0.002446-0.00099198i,0.0025742-0.0010913i,0.002133-0.0016522i,0.0012759-0.00092848i,0.00056824+9.4322e-05i,0.00022526+0.00028823i,-0.00026483-0.00012688i,-0.00073454+0.00021975i,0.00011668+0.00078008i,0.00068326+0.00050603i,-2.2201e-05+3.1049e-05i,0.00047882+0.00016649i,0.0014318-0.00034839i,0.0010471-0.00088642i,-0.00013837-0.00029598i,-0.00051525+0.00024827i,-0.00021763+0.0005663i,-0.0010829+0.00026215i,-0.0017506-0.00058496i
0.001909+0.0024134i,0.0064662+0.0015658i,0.0074513-0.00038079i,0.0049065-0.0019541i,0.0029412-0.0016724i,0.0019767-0.0012163i,0.0012113-0.00047089i,0.0014086+0.0007777i,0.0018402+0.0019832i,0.0011668+0.0019451i,-0.00025075+0.00070325i,-0.00097295+0.00037756i,-0.00054268+0.0012067i,-0.00056337+0.0012666i,-0.0008895+0.00022088i,9.81e-05-0.00036709i,0.00020845-0.00025611i,-0.00057637-6.0959e-05i,0.00011245-0.00019477i,0.000114-9.4845e-05i,-0.00057809+4.9773e-05i,-0.00085984-6.2676e-05i,-0.0016201+0.00014378i
0.0003926+0.00084408i,0.0054044+0.00098259i,0.0066078-9.1837e-05i,0.0034649-0.00057899i,0.0020817-0.00056911i,0.0025045-0.0012644i,0.0010626-0.0010459i,-0.00046091+0.00010183i,-0.000221+0.00082459i,0.00043733+0.00080304i,-5.1943e-05+0.00083567i,-0.00043817+0.0017208i,0.00035127+0.0015387i,0.00051475+7.882e-05i,0.00048866-0.00019211i,0.00050484-0.0004522i,0.00028651-0.0014491i,-0.00047508-0.0012321i,-0.00059918-0.00067682i,7.0646e-05-0.00017958i,-0.0003702-8.8891e-05i,-0.0012866-6.1127e-05i,-0.0015679+0.00028086i
7.3886e-05-0.00032243i,0.0051081+0.00040002i,0.0060228-0.00021053i,0.0036966-0.00041051i,0.0031236+0.00069241i,0.0029991-2.9338e-05i,0.0017726-0.0014845i,0.00061822-0.0015762i,-7.4618e-06-0.00046592i,-0.00024182+0.00084839i,-0.00042077+0.0013996i,-0.00039429+0.0012848i,0.00029257+0.00037006i,0.00080843-0.0005072i,0.00074512-0.00031429i,0.00041568+3.1549e-06i,-0.00028842-0.00031315i,-0.00085197-0.00039997i,-0.00073065-0.00048549i,-0.00039112-0.00028741i,-0.00019403-0.00050812i,-0.00032565-0.00065098i,-0.0004953-0.00021828i
0.00032849+0.001861i,0.0047582+0.0015124i,0.0062385-0.00022856i,0.0048299-0.00042434i,0.0034541-0.00040428i,0.002715-0.00053182i,0.0017993-0.00020485i,0.0011588+0.000366i,0.00093743+0.0019682i,0.00056382+0.002217i,-0.00019381+0.0010239i,-0.0007757+0.0003265i,-0.00060408+0.00063981i,-0.00039528+0.00094547i,-0.00076008+6.171e-05i,-0.00025252-0.0010491i,-0.00010593-0.0011477i,0.0001212-0.00058904i,0.00028609-0.00061271i,-0.00021509-0.00062356i,-0.00069752-0.00063562i,-0.0014608-0.00080531i,-0.0016663-2.2936e-05i
0.00044788-0.0004453i,0.0041197-0.0012838i,0.0049582-0.0017612i,0.0024932-0.0016095i,0.0018687-0.00089517i,0.0013777-0.00081674i,0.00094004-0.00094461i,0.00096264+0.00050438i,0.00049296+0.001617i,0.00055101+0.00071734i,6.1256e-05-0.00040406i,-0.00095819+0.00026309i,-0.0011411+0.00037585i,-0.0010605-0.00025936i,-0.00080694-0.00012258i,-0.00044036+0.00030472i,-0.00071692-0.00025074i,-0.0013483-0.00064637i,-0.00049713-3.2355e-05i,0.00083778+9.3018e-05i,0.00039682-0.00024747i,-0.00047405-3.3423e-05i,-0.00048971-0.00035297i
0.00083196+0.00021976i,0.0057115+0.0005504i,0.0072936-0.00062778i,0.0039262-0.0015329i,0.0014387-0.0014025i,0.0015043-0.0016362i,0.0011255-0.00080976i,0.00048731+0.00032046i,0.00023117+0.0010915i,0.00023624+0.0014212i,3.3288e-05+0.0004233i,0.0002181-8.9817e-05i,0.00062363+0.00033602i,0.0001793-1.6312e-05i,-0.0005858-9.5624e-05i,-0.00032133+1.9585e-05i,-0.00040889-0.00049247i,-0.00068868-0.00031618i,-0.00080268-0.00015831i,-0.00025401-0.00074415i,0.00063451-0.00051557i,0.00028414+0.00024675i,-0.00053666+3.1797e-05i
-8.3074e-05+0.0013529i,0.0035008+0.0021942i,0.0044858+0.0010739i,0.0041435-0.00039297i,0.0037912-0.00076718i,0.0031412-0.0020416i,0.001622-0.0028734i,0.0002836-0.001869i,-8.8848e-05+0.00064525i,0.00068146+0.001955i,0.00067955+0.0014378i,0.00016986+0.00038139i,-0.00021519-0.00026928i,-0.00016101-0.00077187i,0.00052047-0.00073111i,0.0011238-0.00069981i,0.0015347-0.0013117i,0.00090672-0.0014767i,-0.00052141-0.00061756i,-0.0012686+9.2281e-05i,-0.00073138-0.00047456i,-0.00044603-0.00051616i,-0.00014389+0.00013805i
0.00044981+0.00040352i,0.0047044-0.00067103i,0.0065371-0.0020989i,0.0046046-0.0016634i,0.0031791-0.00069409i,0.0021451-0.0015129i,0.0011476-0.0017854i,0.00074988-5.5452e-05i,0.00085896+0.00090929i,0.00056699+0.00088719i,-0.00070291+0.00068853i,-0.0016377+0.00044098i,-0.0017341+0.00021459i,-0.0015111+0.00012349i,-0.00057127+8.0995e-05i,0.0004779+3.4897e-05i,0.00028039-0.00022014i,-0.00040038-0.00033835i,-0.00096251-0.00013837i,-0.00048011-0.00021243i,0.00028623-0.00037884i,-0.00062674-0.00062386i,-0.0016218-0.00072733i
0.0026619+0.0012426i,0.0066411-0.00075036i,0.0071436-0.0032011i,0.0036624-0.0038955i,0.0011045-0.0032028i,0.00070822-0.0030015i,0.00032309-0.0024418i,-9.7753e-05-0.00033i,-0.00037638-1.6433e-05i,-0.00054118-0.00055269i,-0.00065148+0.00030448i,-0.00049598+0.00085761i,-0.00068305-0.0002088i,-0.00022751-0.00085051i,0.00030695-0.00028827i,0.00070474-0.0001943i,0.0009861-8.1385e-05i,-4.9168e-05+0.00051i,-7.6387e-05-0.00030418i,0.00017814-0.0015379i,-0.00053267-0.001404i,-0.00053672-0.00073989i,-0.00041696-0.00058657i
0.002711+0.0017607i,0.0081814+0.001946i,0.0097173+0.00049537i,0.0071456-0.00080636i,0.0046771-0.0014701i,0.0018969-0.0027381i,0.00053149-0.0019351i,0.00061574-0.00040113i,0.0006688-0.00027181i,0.0017195+0.00055607i,0.0012811+0.0012713i,-0.0003806+0.00079173i,-8.9261e-05+0.00055536i,0.00046882+0.00073933i,0.00036417+0.00056807i,0.00079695+0.00028914i,0.00090124-0.00018932i,0.0003012-0.00076203i,-0.00028834-0.00079094i,-0.00031078-0.00050554i,-0.00036655-0.00056394i,-0.00089651-0.0009165i,-0.00069367-0.00074314i
0.00031974+0.0020802i,0.0050732+0.0023574i,0.0067939+0.00091527i,0.0043264-0.00032265i,0.0022893-0.0015884i,0.0023684-0.0026236i,0.0015507-0.0013367i,0.00072707+0.00018022i,0.00049278+0.0014884i,0.00011404+0.0015227i,-0.00012749+0.00084517i,-0.00059631+0.00077344i,-0.00092146+0.00080948i,-0.00065511+9.0436e-05i,0.00018408-0.0005595i,0.00068899-0.0010111i,0.00019069-0.0015173i,0.00010376-0.0012255i,5.4119e-06-0.00065495i,-0.0010918-0.00067128i,-0.00074728-0.00098889i,-0.00015274-0.0008845i,-1.682e-05-0.0009455i
0.002445-0.0019231i,0.0051967-0.0021492i,0.0054508-0.0039023i,0.0028327-0.0035838i,0.0011787-0.0011016i,0.0014043+0.00022231i,0.0016808+0.0006566i,0.0016658+0.00073191i,0.00089911+0.00055605i,0.00024451+0.00068223i,-0.00012603+0.00075351i,-0.00050537+0.0011692i,-0.00036338+0.0013856i,0.0008876+0.00098944i,0.00099544+0.00058206i,-0.00020013-0.00040376i,0.0002459-0.00087285i,0.00057502-0.00089924i,-0.00047851-0.00071817i,-0.00069182-0.00018533i,-0.00074114-0.00058194i,-0.00086791-0.00071942i,-2.029e-05-0.00024377i
0.0018651+0.00030673i,0.0063294+0.0014221i,0.006818-0.00029794i,0.0045788-0.0018692i,0.0032367-0.0016694i,0.00241-0.0018449i,0.00044099-0.0019571i,9.9502e-05-0.0008011i,0.0012843+0.00066726i,0.0011853+0.0012045i,0.00016543+0.0010107i,-0.00043682+0.00080226i,-0.00034041+0.0011255i,-1.8495e-05+0.00099583i,5.2684e-05+0.00035034i,1.399e-05-0.00018358i,-4.834e-05-0.00019158i,-0.00014971-0.00035016i,-0.00032577-0.00084598i,-0.00093911-0.00080096i,-0.0011369-0.00075891i,-0.00082564-0.0004525i,-0.00022999+0.00026024i
-0.0028902-0.0018694i,0.001614-0.00074841i,0.0032903-0.0011649i,0.0013555-0.00024255i,0.00044945+0.0011925i,0.0011227+0.00016851i,0.0017157-0.0004861i,0.0014257+0.00049159i,0.00028016+0.0004766i,-0.00069307+0.00059138i,-0.00066237+4.71e-05i,0.0001191-0.00032989i,0.00028313-0.00020788i,0.00054295+4.339e-06i,0.001329-0.00034394i,0.0016489-0.00060807i,0.0011402-0.00072445i,0.00039822-0.0012205i,0.00039296-0.00077635i,0.00026987-0.00023244i,5.1663e-05-0.00032809i,-5.3114e-05-0.00024175i,-0.0007701-0.00040366i
