-0.0014255-0.00023618i,0.00035244-0.00011015i,0.00072572+0.00098355i,0.00039586+0.0009792i,-3.605e-05+0.00025467i,0.00089412+0.0006022i,0.0012199+0.0006135i,0.00047613+4.6195e-05i,0.00047093+0.00011323i,0.00082073+0.00070837i,0.00079779+0.00080118i,0.00034371-0.00020989i,0.00025032-0.0011284i,0.00038763-0.0011973i,0.00068534-0.00090021i,0.00017105-0.00047552i,-0.00041283-0.00057527i,-9.9066e-06-0.00072951i,0.00044632-0.00042727i,0.00059404+6.1168e-05i,4.1887e-05+0.00028447i,-0.00047807+0.00048925i,-0.00085106+0.00054215i
-0.0014828+0.00096683i,-0.00078771+0.0004573i,0.00058881+0.00073314i,0.0015388+0.0013301i,0.0021413+0.0015756i,0.002139+0.00047861i,0.0021605+0.00051093i,0.0018321+0.0013131i,0.0015865+0.00056548i,0.0012498+0.00030547i,0.00099578+0.00030934i,0.00058648-0.00062888i,-6.5828e-05-0.0014122i,-0.0014014-0.0018327i,-0.0023018-0.0019927i,-0.0015101-0.0010329i,-0.00014378-0.00039266i,0.00041632-0.00030367i,0.0003809+0.00030298i,0.00051153+0.00036105i,0.00051232+0.00050822i,0.00026619+0.00058196i,5.1975e-05+0.00031554i
-0.0010059-0.0011943i,-0.00035717-0.00088906i,0.00092119+0.00026576i,0.0029075+0.00034827i,0.0034216-0.0013739i,0.0017712-0.0017622i,0.00094005-0.00084867i,0.0010299-0.00045435i,0.00078429-0.00053049i,0.00058986-0.00031296i,0.0011138-0.00057463i,0.0010025-0.0018838i,0.0007255-0.0026141i,0.00047054-0.0028014i,4.9208e-05-0.0018815i,-0.0004361-0.00056767i,-0.001347-0.00019758i,-0.0015802-0.00031652i,-0.0013776-6.1079e-05i,-0.0011293+0.00037208i,-0.00043115+0.00027756i,-0.00017418+0.00082617i,-0.00019412+0.0013393i
0.00054742+0.0023694i,0.00089912+0.0026899i,0.00087402+0.001719i,-6.7625e-05+9.4244e-06i,-0.0013644-0.001484i,-0.0021175-0.0011555i,-0.0019967+0.00034535i,-0.0018651+0.00026964i,-0.0011416+5.5668e-05i,-0.00024963-7.7542e-05i,0.00054164-0.00039989i,0.00083363-0.00058896i,0.00034752-0.00056288i,0.00056068-0.00054108i,0.0010571-0.00088008i,0.00071813-0.00069329i,-0.00053024-0.00022333i,-0.00082041-8.6752e-05i,-0.00080952-0.00040559i,-0.001387-0.00084371i,-0.001238-0.00019922i,-0.00015295+0.00090514i,0.00063766+0.0015488i
-0.0018517+0.00072768i,-0.002485+0.0015187i,-0.002223+0.0010664i,-0.0010371+0.00026103i,-0.0006034-0.0005785i,-0.0011849-0.00035133i,-0.0019672+0.0013609i,-0.0025538+0.0022135i,-0.0023406+0.0013626i,-0.0013407-0.00023932i,-0.0010888-0.00090887i,-0.00099875-0.00013108i,-0.0010186+0.00062608i,-0.00079605+0.0011442i,0.00053875+0.0009916i,0.00096565+0.0002179i,-0.00028697-8.6472e-05i,-0.00059117+7.7595e-05i,-0.00028412+0.00043003i,-0.00059753+0.00074926i,-0.00014603+0.00055294i,-0.00030806-0.00013071i,-0.0016428-0.00044608i
0.0018073+0.00020624i,6.1773e-05-0.00084653i,0.00030421+0.00018226i,0.001062+0.00079686i,0.00064812+0.00023473i,0.0002849-9.6345e-05i,0.00060618+0.00065877i,0.00098663+0.002168i,0.00090749+0.0019976i,0.00050758+9.1992e-05i,0.00024063-0.00081632i,-0.00018154-0.00055231i,-0.00069946+1.4726e-06i,-0.00093035+0.00013502i,-0.0010008+2.6564e-05i,-0.00019658+0.0001735i,0.00080115+0.00049975i,0.00092151+0.000743i,0.0010405+0.00063751i,0.00097214+0.0003218i,0.00061702+0.0001745i,0.0004961-5.6526e-05i,-0.00061353-5.0023e-05i
0.00048568+7.6177e-05i,0.0011467+0.00022019i,0.0018904+0.00016352i,0.0019559-0.001413i,0.0011725-0.0028497i,0.00050685-0.0027449i,0.0013446-0.0016723i,0.0035502-0.00013277i,0.0032471+0.00053391i,0.0012201+0.00018727i,0.00029442-0.00037627i,-3.006e-05-0.0013999i,0.0001783-0.0017256i,0.00069685-0.0013665i,0.00025964-0.00074021i,-0.00071867+0.00046294i,-2.0748e-05+0.00065049i,0.00084125-0.00030327i,0.00057973-0.00129i,0.00035094-0.0007608i,-0.00040707-0.00032245i,-0.00027282-0.00058342i,-9.4428e-05-0.00013043i
0.0025723+0.0023139i,0.0039352+0.0028119i,0.004407+0.002885i,0.0029306+0.001808i,0.0011504+8.6689e-05i,0.00082495-0.00078865i,0.00061275-0.00075701i,0.0014439-0.0013768i,0.0029502-0.0014944i,0.0027199-0.00015702i,0.0014861+9.8642e-05i,0.00062806-0.0010759i,0.0001831-0.0020174i,0.00053113-0.0020344i,0.00030958-0.0018565i,-0.0011053-0.0016701i,-0.0014174-0.0014198i,-0.0010388-0.00097619i,-0.0010982-0.00062182i,-0.00033283+0.00021164i,0.00064645+0.00095869i,0.0015322+0.00095437i,0.0016851+0.000784i
-0.00096868+0.0033417i,-0.00039562+0.00346i,-4.7071e-05+0.0024876i,-0.00011371+0.001334i,-7.0772e-05+0.00032762i,0.00022517+0.00010549i,-0.00036679+0.00065282i,-0.0013056+7.3498e-05i,-0.0014002-0.0012806i,-0.00024407-0.0017252i,0.0011982-0.0014915i,0.0014883-0.0013619i,0.00036748-0.00046143i,-0.00091522-0.00034089i,-0.0010592-0.00079718i,-8.4581e-05-0.00062266i,0.00028436-0.00067835i,-0.00027096-0.00010967i,-0.00055343+0.00063092i,-0.00018115+0.00069901i,3.797e-05+0.00034811i,0.00010324-0.00015887i,0.0002123+0.00021948i
-0.0027302+0.0020661i,-0.0037088+0.0014842i,-0.0021803+0.0013808i,0.00069617+0.00035283i,0.00096095-0.00076274i,-0.0013008-0.00058614i,-0.002844+8.4087e-05i,-0.0032335+0.0010478i,-0.0030169+0.0011843i,-0.0021027+0.00014687i,-0.0015677-0.00084068i,-0.0014288-0.00024478i,-0.0015376+0.00069424i,-0.0013894+0.00067924i,-0.0011826-0.00021437i,-0.00034705-0.00074816i,0.0012354+0.00059909i,0.0014702+0.0014209i,0.0004792+0.00087596i,-0.00076656+0.00068502i,-0.00079459+0.00094543i,-0.00029235+0.0015357i,-0.00025536+0.001485i
-0.00015747-7.0886e-05i,7.3827e-05-0.00031419i,7.1578e-05+0.00080362i,0.0004949+0.001058i,0.00068402-0.00014694i,-0.00025062-0.00074214i,-0.0011703+0.0009588i,-0.0017459+0.0020473i,-0.0022863+0.0022839i,-0.0028263+0.001345i,-0.0022458+0.00045608i,-0.0013191+0.00072616i,-0.00070229+0.00025588i,-0.00046266-0.00069698i,-0.00070911-0.00071467i,-0.00034965+5.6701e-05i,0.0010476+4.3279e-05i,0.0015351-0.0008024i,0.00047672-0.0014813i,-8.1708e-06-0.00082888i,4.7912e-05+0.00043456i,0.00035267+0.00059686i,0.0003699-7.7683e-05i
0.0036696+2.2978e-05i,0.0047461-3.3562e-05i,0.0044256-0.0011106i,0.0021636-0.0018456i,0.00054645-0.0010197i,0.00075149+0.00099818i,0.0010408+0.0018695i,0.00097516+0.0018625i,0.00059395+0.00098298i,4.9657e-05-0.00025278i,-0.00050517-0.00065904i,-0.00066603-0.00089606i,0.0003362-0.0012308i,0.00052428-0.0015554i,-6.0113e-06-0.00065027i,-5.161e-05+0.0003294i,0.00015665+0.00028835i,0.00040678-0.00040026i,0.00054751-0.00084044i,-8.2982e-05-0.0011225i,-0.00087355-0.0014464i,-0.00090971-0.0017758i,-0.00045673-0.00072452i
0.0019539+0.002078i,0.0024499+0.0020051i,0.0019802+0.0013566i,0.00047995+0.00087323i,0.001035+0.00093742i,0.0026022-2.4151e-05i,0.0032721-0.00063742i,0.0040061-0.00091784i,0.0041308-0.0011303i,0.0025734-0.00017483i,0.00090877+0.00040739i,0.00015665-4.2755e-05i,-0.00076571-0.00077581i,-0.0014841-0.0018089i,-0.0011169-0.0026241i,-0.00051066-0.0023707i,-0.00085153-0.0010915i,-0.00084897-0.00089483i,-0.00037509-0.00066935i,0.00020588-0.00036978i,0.00056362-0.00044391i,-0.00047688-0.00016816i,-0.00086553+0.00010582i
-0.0034819+0.00031713i,-0.0043353+0.00052248i,-0.0033942+0.0016072i,-0.00094869+0.0013235i,-0.0001588-0.00040948i,-3.5651e-05-0.00085055i,0.00097446-0.00044111i,0.0021385-0.00061894i,0.0018518-0.0012094i,0.0011809-0.0012633i,0.0014637-0.0010423i,0.00081187-0.00012772i,0.00019194+0.00056757i,-0.00024669+0.00063664i,-0.00070981-0.00010128i,-0.00044655-0.0011133i,-0.00061905-0.00094571i,-0.00082962+0.00010505i,-0.00034213+0.0002941i,0.00028139-0.00036811i,-0.00037104-0.00029999i,-0.00096228+0.0012117i,-0.00025172+0.001805i
-0.00072788-0.0018732i,-0.0008676-0.001504i,-0.00091257-0.0011356i,-0.00093846-0.00052869i,-0.001243-0.00068006i,-0.0014607-0.0007899i,-0.0018773-0.00013521i,-0.0015027-4.9376e-05i,-0.0011721-0.00071144i,-0.0009367-0.0012473i,0.00028164-0.001316i,0.001113-0.00015005i,0.00040426+0.0016677i,0.00039283+0.002778i,0.00023069+0.0015903i,-7.0915e-05+0.0002659i,0.00019925+0.00035083i,0.00022998-0.00033216i,0.00069889-0.0010023i,0.00029789-0.00042221i,-0.00048138+0.00061005i,-0.00040554+0.0018724i,0.00059567+0.0012317i
0.0014719-0.00083062i,0.0018446-0.0012093i,0.0021014-0.0015556i,0.0019554-0.0011342i,9.7224e-05-0.00091634i,-0.0011541+3.1497e-05i,-0.0022193+0.0013171i,-0.0037701+0.0019241i,-0.0032396+0.0010189i,-0.00195-0.00023649i,-0.0013405-0.00090953i,-0.001156-0.00044845i,-0.00051751+0.00069781i,0.0010282+0.0013893i,0.0025988+0.00083767i,0.0023031+0.00025793i,0.00094788+0.00041082i,0.00027756+0.00037244i,-0.00041608+0.00027799i,-0.00030012+0.00021115i,0.00015446-0.00082368i,-0.00011774-0.0013379i,-0.00048997-0.00040602i
0.0021726-0.00052847i,0.00052252-0.00023126i,-0.0016623-5.1403e-06i,-0.0023928+0.0012163i,-0.0021707+0.0016977i,-0.0010855+0.0012749i,-0.0010116+0.00067135i,-0.00057583+0.00088171i,0.00046634+0.0010761i,0.00015544+0.0004651i,-0.00076926-0.00053742i,-0.00043901-0.0017107i,-0.00016825-0.002148i,0.00038024-0.0011933i,0.0017855+6.0826e-05i,0.0019182+0.00058809i,0.0007839-0.00036275i,0.00033753-0.00099134i,0.00011597-0.00070857i,-0.00083198-0.00051019i,-0.00073497-0.00075917i,0.00010299-0.00085356i,0.00019317-0.00063248i
-0.0020336+0.00053667i,-0.0018211+0.00028092i,-0.00080357+0.00058277i,-0.00042067+0.00080751i,0.00095758+0.00060036i,0.0022454+0.00032439i,0.0029416+0.00049459i,0.0027168+0.00052985i,0.0018491-0.0001936i,0.0005558+0.00017294i,-0.00074187-4.235e-05i,-0.0019151-0.0013744i,-0.0023361-0.0021876i,-0.0023771-0.0024884i,-0.0018139-0.0019962i,-0.00072585-0.0012954i,-0.00082516-0.001127i,-0.0012452-0.00057091i,-0.0016822+0.00038189i,-0.0013256+0.00066856i,0.00025542+0.0011113i,0.00018758+0.0017196i,-0.00049606+0.0016381i
-0.0024387+2.9074e-05i,-0.0018256+0.00074609i,-0.00073448+0.0016955i,0.00064124+0.0010423i,0.0023053+7.4406e-06i,0.0034192+0.00045222i,0.0036159+0.00074144i,0.0031925+0.00021061i,0.0021282-0.00078633i,0.0014844-0.0006291i,0.0016825+0.00025505i,0.0017985+0.0007468i,0.00091674+0.00086829i,-0.00034645+0.0003123i,-0.0017233-0.00043422i,-0.0018907-0.0012394i,-0.0015954-0.00092618i,-0.00073303+0.00012618i,-0.00038744+0.00068288i,-0.0005005+0.0010556i,-0.00057191+0.0010694i,-0.00047995+0.0014508i,-0.00040893+0.001894i
-0.00061162-0.0019781i,-0.00032785-0.00038806i,0.00021773+9.8592e-05i,0.00023515-0.00033312i,0.00062493-0.0011209i,0.0019319-0.00069863i,0.002798+0.00082369i,0.0021784+0.0016524i,0.0015286+0.0011692i,0.0018288+0.00039173i,0.0026198+0.00011947i,0.0030946+0.00048327i,0.003442+0.00035411i,0.0028838+0.00084067i,0.0014952+0.00086275i,0.0011851+0.00040801i,0.00049067+0.0003992i,-0.00042552+7.6693e-05i,-0.00074638+0.00013116i,-0.00048195+0.0010946i,-0.00049736+0.0020203i,-0.00040272+0.001885i,-0.00058596+0.0015025i
0.00041955-0.00069623i,-0.00087317+0.00012267i,-0.0021972+3.3971e-05i,-0.0016253+0.00085027i,-0.00083334+0.00080544i,-0.0021427-8.216e-07i,-0.0029383-0.00058702i,-0.002095+0.00035298i,-0.0015074+0.0013406i,-0.001203+0.0006437i,-0.00077674-0.00076736i,0.00011621-0.0016516i,0.0013553-0.0016583i,0.0024191-0.0005641i,0.0021535+0.00067575i,0.0013352+0.0010955i,0.00070194+0.0015702i,0.00055219+0.001333i,0.00032978+0.00074967i,0.00037625-6.3261e-05i,0.00074711-0.00083244i,0.00032-0.00059455i,0.00047633-0.00034272i
-0.0013401+0.00025096i,-0.0020547+0.00068594i,-0.0012533+0.00082863i,-0.0008285+0.0011929i,-0.0017223+0.0016931i,-0.0033232+0.00097792i,-0.0044124-0.00032195i,-0.0038234-3.3868e-05i,-0.0017264+0.00064915i,-0.0010371+0.00028127i,-0.0015737-0.0013985i,-0.0023863-0.0024377i,-0.0027363-0.0025658i,-0.0019106-0.0020247i,-0.00072793-0.0015988i,0.00068925-0.0020007i,0.00092294-0.0012358i,0.00020647-0.00047963i,0.00043259-0.00042641i,0.00066746-0.00088434i,0.00028193-0.00099838i,-0.00028919-0.00063474i,-4.4895e-06-0.00037838i
-0.00044022+0.00083991i,0.00075945+0.0014965i,0.00057269+0.0024193i,0.0012235+0.0019693i,0.0014472+0.00022235i,-0.00026645-0.00085138i,-0.0018404-0.00075215i,-0.0016287-0.00069106i,-0.0011312-0.0015894i,-0.0013414-0.0015307i,-0.0010865-0.00026621i,-0.0016632-0.00055517i,-0.0023817-0.0012077i,-0.00082915-0.00058785i,0.00077869-0.00028663i,0.0005376-0.00060816i,-0.00024261-0.00031932i,-5.8962e-06+0.0010747i,0.00051557+0.0010292i,-7.2491e-07-0.00065209i,-0.00025054-0.00097291i,0.00021553-1.5207e-05i,0.00085839+0.00054102i
-0.00054904+0.0032547i,-0.00059138+0.0040139i,-0.00032112+0.0022009i,-0.00011349-0.00019363i,0.00058512-0.0015071i,0.00147-0.00021648i,0.0022642+0.0017562i,0.0023046+0.0019689i,0.0015474+0.00012601i,0.001345-0.00081682i,0.0016009+0.00012147i,0.0014437+0.00059193i,0.00067464+0.0005405i,0.00041112+0.00011504i,0.0010645-0.00016498i,0.00076031+4.5039e-05i,-0.00047478+0.00015694i,-0.0010182+0.00029699i,-0.0014364+0.00044037i,-0.00079084+0.00083483i,0.0002398+0.0014471i,0.00070111+0.0023464i,0.00058904+0.0021589i
0.00057173+7.9472e-05i,-0.0003644-0.00065113i,-0.00049336-0.0013468i,0.00040281-0.0014133i,0.0007882-0.00012535i,0.0015071+0.002122i,0.003201+0.0037804i,0.003435+0.0034824i,0.0021579+0.0013703i,0.0013884-0.00055221i,0.0016404-0.00056172i,0.0018512-0.00033699i,0.0016081-0.00064152i,0.0018357-0.00048188i,0.00080986-0.00030445i,-0.00046572-0.00013154i,-0.00065941+0.00027026i,-0.0010261+3.9982e-05i,-0.0010387+0.00045558i,-0.00093136+0.0015018i,-0.00057661+0.0010216i,1.9759e-05+0.00034103i,-0.00051416+0.00089266i
0.0004363+0.0010968i,0.00092+0.0012746i,0.00084278+0.0025987i,0.00087981+0.0024334i,0.0017295+0.00085453i,0.0017125-0.00067121i,0.00051044-0.00093583i,0.00044685+0.00015778i,0.00072086+0.0014858i,-1.9222e-05+0.00067669i,-5.0295e-05-0.0014952i,-0.00046517-0.0026464i,-0.0012029-0.0030929i,-0.001732-0.003153i,-0.0023738-0.0030223i,-0.0021602-0.0019871i,-0.0017071-0.00088152i,-0.00096535-0.0007043i,-0.00019101-0.00044222i,0.00025083+0.00018471i,0.0001507+0.00025004i,-2.187e-06+7.4704e-05i,-0.00042193+0.00035343i
6.6353e-05+0.0026203i,0.00094158+0.0025215i,0.00065905+0.0016081i,0.0013162+0.00080278i,0.0018988-0.00075521i,0.00055397-0.0026001i,-0.0021672-0.0023729i,-0.0027795-0.00083366i,-0.0018144+0.00098821i,-0.001513+0.00091436i,-0.0015318-0.00052497i,-0.0027312-0.0010839i,-0.0038609-0.00070625i,-0.0029665-0.00051033i,-0.0014334-0.00031657i,-0.0011115-0.00024189i,-0.0011798-0.0001024i,9.3829e-05+0.00048439i,0.00083138+0.00053272i,-0.00020163-0.000365i,-0.00063514-0.00098664i,-0.00068322-0.00024905i,-0.0005916+0.00031864i
0.0014283+8.9765e-05i,0.0016189-8.155e-05i,0.00093072-0.00097595i,-0.00048166-0.00087767i,-0.0031243-0.0010882i,-0.0047934-0.0012857i,-0.0045744-0.0013536i,-0.0032992-0.00112i,-0.0017366-0.00069515i,-0.0013175+0.0002475i,-0.001601+0.0012216i,-0.00081841+0.0015427i,3.9045e-05+0.0022763i,0.0011645+0.0023823i,0.0021309+0.0012749i,0.0025463+0.00064866i,0.0017054+0.0003248i,0.00094887+0.00056284i,0.0014206+0.0014275i,0.00023554+0.0011153i,-0.00064584+0.00044235i,-0.00046049+0.00032111i,-0.00014019+0.00093045i
-0.00051436-0.0023203i,-0.0024285-0.0021435i,-0.0043881-0.001665i,-0.0042454-9.4499e-05i,-0.0032028+0.0024119i,-0.0020041+0.0034393i,-0.00066636+0.0024956i,0.00044364+0.0009575i,0.00068515-0.00071765i,-0.00016041-0.0010851i,0.00077895-0.00020047i,0.0025092+0.00032237i,0.0030407+0.00047797i,0.0036064-0.00030763i,0.0043913-0.00073128i,0.00315-0.00014107i,0.0013307+0.00050255i,0.00084284+0.0013715i,0.00081615+0.00085452i,0.0012395+0.00013387i,0.0012115+0.00058414i,0.00090263+6.8636e-05i,0.0014774-0.00057028i
0.001556-0.0043021i,0.00026578-0.005371i,0.0011475-0.0042645i,0.0024524-0.0019902i,0.0030648-0.00087841i,0.0036265+0.00026448i,0.0040379+0.0022678i,0.0038982+0.0022593i,0.0026295-0.00057653i,0.0010838-0.0016879i,0.0013703-0.00069481i,0.0026962-0.00098566i,0.0021531-0.0016576i,0.0002983-0.0022892i,-0.00097776-0.0024471i,-0.00057067-0.0016821i,0.00049211-0.001002i,-0.00059876-0.00045232i,-0.0018098+0.00047925i,-0.00069071+0.00063877i,0.00096663-0.00082332i,0.00078159-0.00098514i,-8.2199e-06-0.00032383i
0.0023806+0.0017893i,0.0032067+0.0027177i,0.001616+0.0026621i,0.00099573+0.0017538i,0.0022034+0.00045904i,0.0025331+0.00091406i,0.0028704+0.002522i,0.0030269+0.0023401i,0.0019865+0.0011355i,0.00078847-0.00020714i,-0.00028851-0.00166i,-0.0014122-0.0024894i,-0.002368-0.0019811i,-0.0028375-0.0012972i,-0.0029727-0.0009243i,-0.0027123+0.00017155i,-0.0021967+0.00087789i,-0.0019746-0.00057773i,-0.0021637-0.0018361i,-0.0013768-0.0011435i,-0.00036531-0.000394i,-0.00075801+0.00027381i,-0.0014691+0.00066655i
-0.0011921+0.0031096i,-0.0012599+0.0037642i,-0.00086512+0.0022665i,-0.00064777-0.0007206i,-0.0010828-0.0018955i,-0.0015973+0.00011809i,-0.0025994+0.0016427i,-0.0029672+0.0010903i,-0.0018326+0.00048572i,-0.0014545-1.2823e-05i,-0.0019089-0.00030939i,-0.0024077+7.1166e-05i,-0.0025061+0.0014356i,-0.0027066+0.0030482i,-0.002693+0.0031697i,-0.0020405+0.0020738i,-0.0010838+0.00061135i,-0.00078701-0.00053323i,0.00022912-0.00061879i,0.0012993-0.00023429i,0.00054477+4.4649e-05i,-0.00026472+0.0001319i,7.3381e-05+0.00012036i
-0.0026386+0.0017294i,-0.0042899+0.0010038i,-0.0042964+0.00079472i,-0.0014509+0.0015927i,0.00068571+0.0019767i,4.3024e-05+0.001571i,-0.0025033+0.0011716i,-0.0034952+0.00048825i,-0.0013171+0.0001393i,0.00049375+2.2629e-05i,-8.3537e-05-0.0001862i,-0.00025623-0.00010714i,0.00038653-0.00011603i,0.0016014-0.0013184i,0.002246-0.0023315i,0.000943-0.0021351i,4.5508e-06-0.0012487i,0.00062042+0.00033517i,0.0013085+0.00080467i,0.0014505+0.00092069i,0.00089084+0.00092271i,0.00093245+0.00067385i,0.0011776+0.0006692i
-0.0021237-0.00060845i,-0.0019735-0.001256i,-0.00095071-0.0014392i,0.00084798-0.0011991i,0.0020989-0.002457i,0.0016076-0.0046571i,-0.00052799-0.004114i,-0.0012414-0.0010894i,-0.00082432+0.00018416i,-0.0001605+0.00030763i,0.0013696+0.00025028i,0.0035769-0.00058982i,0.004279-0.0018736i,0.0030689-0.0038057i,0.0019388-0.0047661i,0.00094127-0.0034634i,0.00049403-0.0013037i,0.0011561-0.00024266i,0.0011196-0.00057262i,0.00030788-0.0011433i,4.5941e-05-0.00010306i,0.00017479+0.0010534i,0.00066959+0.0011143i
0.0023667+0.0014195i,0.0052105+0.00019222i,0.0064459+0.00024714i,0.0045071-0.00062425i,0.001121-0.0023561i,0.00056288-0.0026308i,0.0022788-0.0023242i,0.0036053-0.0011535i,0.0026815-0.00020629i,0.0014285-0.00034747i,0.0023225-0.00092445i,0.0023499-0.0017625i,0.0010533-0.0025028i,-0.00055508-0.002241i,-0.0012143-0.00081031i,-0.00077178-0.00024007i,-0.0004377-0.00022983i,-0.00079079+1.1102e-05i,-0.0016911-0.00042922i,-0.0017386-0.0014378i,-0.0016156-0.0016378i,-0.0016025-0.00082444i,-0.00080313+0.00023726i
-0.0013192+0.0015311i,-0.0024332+0.004772i,-0.0043277+0.0061195i,-0.0032482+0.0045861i,-0.0012727+0.003693i,0.0007427+0.0028175i,0.0015681+0.0011145i,0.002296+0.00017232i,0.0027066-0.00060102i,0.0019722-0.00048127i,0.00042466-0.00046962i,-0.00054466-0.0014177i,-0.0012917-0.0011837i,-0.0018624+0.00010329i,-0.00089083+0.0013689i,-0.00028944+0.0019784i,-0.00073855+0.0013775i,-0.0021869-6.9353e-05i,-0.0029996-0.00091911i,-0.0025204-0.00081843i,-0.0018983-0.00067527i,-0.0014401+0.00011643i,-0.0019581+0.00088089i
0.0010996-0.00059148i,-0.0015337-0.00062763i,-0.0039222-0.0020973i,-0.0027383-0.0015196i,-0.00080875+0.00046942i,-0.00089327+0.0026169i,-0.0012868+0.0044378i,-0.0006928+0.0038788i,-0.0002465+0.0011246i,-0.0008417-0.0002569i,-0.0018866+0.00031658i,-0.002529+0.00053139i,-0.0022304+0.0015149i,-3.8132e-05+0.0029423i,0.0024625+0.0026617i,0.002206+0.0018645i,0.00056012+0.0013793i,-7.4968e-06+0.0014458i,0.00020297+0.00047216i,0.00088809-0.00047164i,0.0012828-0.00029531i,0.00093223-0.00063442i,0.00018195-0.0011648i
0.00049546-0.00038372i,0.00064904-0.0018011i,0.00041533-0.0016652i,-0.00017538+0.00016288i,-0.0014565+0.001627i,-0.003968+0.0029649i,-0.0056649+0.0053715i,-0.0041714+0.0050787i,-0.0018508+0.0022527i,-0.00161+0.00038502i,-0.0012861-0.00051415i,-0.00027144-0.0010456i,0.0013305-0.0013019i,0.0021916-0.001405i,0.0013314-0.0014656i,0.0001591-0.0015794i,-0.00021591-0.00072466i,0.00052081-0.00037267i,0.0020017-0.00049417i,0.0023981+0.0002115i,0.0012922+0.00087638i,0.00056397+0.00018842i,0.00064407-0.00015828i
0.001175+0.0023147i,0.0016837-0.0010398i,0.0036385-0.0041309i,0.0037301-0.0045258i,0.0023715-0.0037427i,0.00097574-0.0028259i,-0.00029406-0.0010156i,-0.0014753+0.0006568i,-0.001924+0.00096068i,-0.0008137+0.00037162i,0.00040339-0.00016204i,0.00096984-0.00092246i,0.00058556-0.0026384i,-0.00059102-0.00364i,-0.0021749-0.0025294i,-0.0025586-0.0013186i,-0.0014369-0.00052574i,-0.00057446-3.7704e-05i,-0.00050549+0.00015841i,-0.00074601+0.00050685i,-0.00076274+0.00069025i,0.00043735+0.0013184i,0.00080905+0.0015936i
0.00072805+0.0010352i,0.00049554+0.0019116i,0.0016581+0.0022567i,0.0028539+0.00033646i,0.003503-0.0023627i,0.0055792-0.0060854i,0.0066019-0.0080228i,0.0048256-0.0050463i,0.0021814-0.0019504i,0.0010528-0.00031406i,0.00098716+0.00027141i,0.00068285-0.00084216i,-0.00017678-0.0019079i,-0.0015752-0.0016198i,-0.0017856-0.00033526i,-0.0005341+0.00099359i,2.3352e-05+0.0015085i,-0.0011615+0.0017004i,-0.0020804+0.0014314i,-0.0021024+0.0014095i,-0.0018481+0.0018159i,-0.0011404+0.0015325i,-0.00046921+0.0017417i
-0.0016419+0.0022612i,-0.0021114+0.0029804i,-0.001398+0.0039377i,-0.00052271+0.0029648i,-0.00016502+0.00052722i,0.00078019-0.0011212i,0.0033568-0.0016828i,0.0051093-0.0011933i,0.0039809-0.00070408i,0.0015515-0.00031891i,0.00024683-0.00046149i,-0.00051902-0.0005569i,-0.0012308+0.00052214i,-0.00093263+0.0013058i,0.00125+0.0014091i,0.0024335+0.00088412i,0.00099069+0.00034817i,1.7871e-05+0.00014395i,-0.00011614+0.00063i,-0.00017053+0.00092036i,5.3458e-05+0.00054404i,-0.00029743+0.00080844i,-0.00098841+0.00078523i
0.0015297-0.0040413i,0.0018149-0.0046175i,0.00159-0.0015187i,0.0012476+0.0019474i,0.0018106+0.002455i,0.0025211+0.0019389i,0.0022269+0.0013005i,0.0023882-7.5518e-06i,0.0024679-0.0005092i,0.0010296-0.00058949i,-0.00053429-0.0013486i,-0.00082997-0.00182i,-5.9825e-06-0.0011957i,0.0014364-0.00017573i,0.0023556-0.00055413i,0.0016838-0.0014913i,0.00080174-0.0020098i,0.00088956-0.0024459i,0.0013168-0.002582i,0.0014776-0.0021637i,0.00049097-0.0022399i,-0.00083781-0.002236i,-0.0013976-0.0011069i
-0.00099097+0.00040999i,-0.0015911+0.0029878i,-0.0050552+0.0027573i,-0.0070883+0.0039081i,-0.0067621+0.0059106i,-0.0062027+0.0080252i,-0.006138+0.0097163i,-0.0043082+0.0080004i,-0.0017199+0.0030985i,-0.0011682+0.00091177i,-0.00050965+0.00069313i,0.00083049-0.00057082i,0.0026202-0.0012417i,0.0036319-0.00096244i,0.0024539-0.00070169i,0.00083546-0.00054115i,0.00051789-0.00052891i,0.00076298-0.0011699i,0.00047046-0.0013592i,0.001019-0.0015838i,0.0010862-0.0012026i,-7.8086e-05-0.00089075i,-0.00074586-0.00091411i
-0.0054435-0.0092669i,-0.0095471-0.0091937i,-0.013726-0.00682i,-0.011307-0.0027792i,-0.0060335+0.0010948i,-0.001907+0.004348i,-0.0024666+0.0050732i,-0.0038259+0.0052075i,-0.0020553+0.0033226i,-0.0016741+0.0011455i,-0.0019848+0.00011561i,-0.00066138-0.0011288i,0.0022772-0.0023034i,0.0042344-0.0010578i,0.0029057+0.0016899i,0.00083625+0.0025855i,2.8444e-05+0.0021055i,-5.5347e-05+0.001448i,0.00051536+0.00049124i,0.00027648+0.00088126i,-0.0009846+0.00090669i,-0.0011251+0.00067137i,0.00014847+0.0011855i
