-0.001672+0.00022706i,-0.0029634-0.00084264i,-0.00412-0.0013657i,-0.0025098-0.0011103i,-0.00085897-0.00020914i,-0.00016758+0.0008238i,0.00030667+0.0014362i,0.0007348+0.001569i,0.00088266+0.00046287i,0.0011506-0.00040799i,0.000888-0.0007873i,-0.00048105-0.00099393i,-0.0011176-0.00054922i,-0.0011159+0.00038725i,-0.0010901+0.00023947i,-0.00068284+0.0001832i,-0.00042847+0.00033277i,-8.8494e-05+0.00034035i,-3.468e-05+5.0397e-05i,-0.00082283-0.00080157i,-0.00015043-0.0013336i,0.000963-0.0011199i,0.00024447-0.0002339i
-0.0011211+0.0028466i,-0.0013171+0.0020281i,-0.00041275+0.0017419i,0.0013117+0.0014562i,0.0016765+0.00053549i,0.00080809-0.00018131i,-0.00024044+7.7893e-05i,-0.0005843+0.00045781i,-0.00063918+0.0002137i,-0.00044485-0.00059005i,0.00057688-0.00096014i,0.00063904-0.0011646i,-0.00063814-0.0013866i,-0.00091027-0.0011983i,-0.00051446-0.00061974i,0.00015182-0.00059577i,4.7662e-05-0.00045157i,-0.00048249+0.0002878i,0.00012269+0.00080155i,0.00033154+0.00083306i,-3.0576e-05+0.00050546i,0.0004431+0.00010386i,0.00081395-8.2037e-05i
-0.00081132+0.0010251i,-0.0020471+0.0017438i,-0.0025173+0.0017037i,-0.00149+0.00072138i,0.00020713+0.00019975i,0.0011202+0.00084574i,0.0011856+0.0010732i,0.00078106+0.00040776i,0.00053761+0.00026367i,0.0010344+0.00070555i,0.00047529-1.2377e-05i,-0.00065658-0.00074126i,-0.00069078-0.0010529i,-0.00053788-0.0013141i,-0.00083121-0.0012456i,-0.00026982-0.00057363i,3.2851e-05+2.6623e-05i,0.00018954-0.00029115i,0.00046864+0.00010048i,0.00033642+0.00051686i,0.00080429+0.00016278i,0.0010777+0.00028304i,0.00046718-8.5236e-05i
-0.00047125+0.0022424i,-6.2482e-05+0.0021053i,0.00046742+0.0019517i,0.0011527+0.0011954i,0.0012305+0.00063336i,0.00088245+0.00070006i,0.00042394+0.00088544i,3.7458e-05+0.00029655i,0.00047092+3.3808e-05i,0.0008756+0.0001985i,0.00012338+5.0174e-05i,-0.00032946-0.00026933i,-0.00059503-0.00078918i,-0.00070991-0.00069017i,-0.00059939+5.5157e-05i,-0.00024949+0.00028i,-0.00081543+0.00030021i,-0.0013095+0.00035952i,-0.00096289+0.0004085i,-0.00026155+0.00085682i,0.00075756+0.0014994i,0.00059359+0.0012145i,0.00016345+0.00044388i
0.0012341+0.00059732i,0.0011615+0.00032363i,0.0017601-0.00096379i,0.002136-0.0012959i,0.0014788-0.0010394i,0.000441-0.00073755i,0.00050958-0.00070009i,0.00077526-0.0011561i,0.00083335-0.0011623i,0.00017558-0.00025391i,-0.0014196-2.5828e-05i,-0.0014014-0.00024245i,-0.00075047+0.00032863i,-0.0005766+0.00073772i,-0.00017206+0.00012819i,-7.9747e-05-0.00061323i,-0.00025687-0.00052794i,5.0377e-05-0.0003117i,0.00027748+0.0002081i,0.00040576+0.00037319i,0.00058303+0.00026709i,0.00013577-7.5359e-06i,-2.9284e-05-0.00043203i
0.00035856+0.00045459i,0.00017472+0.0006993i,6.4074e-05+0.0010804i,0.00065484-0.0002571i,0.00080637-0.0008631i,0.00030375-0.00060212i,0.00048014-0.00069119i,0.00090364-0.00049362i,0.0012949-0.0005829i,0.00095481-0.00076641i,8.4635e-05-0.00083944i,-0.00035683-0.00065525i,-0.00051901-0.00048302i,-0.00029515-0.00024805i,-5.8016e-05-4.2138e-05i,0.00015144-0.0001331i,2.655e-05-0.00048137i,-0.00062248-0.00049036i,-0.00049197+0.000574i,0.00035208+0.00082185i,0.00034263+0.00043266i,0.00033757+0.00034276i,0.00026007-0.00012178i
-0.001767+0.0010262i,-0.0013452+0.0011962i,-0.00018322+0.0016827i,0.00070729+0.0014798i,0.001288+0.00064601i,0.0012506-3.0189e-05i,0.0006808-0.00086652i,0.00046656-0.0013189i,0.00048281-0.0007484i,0.00042628-0.00028422i,-0.00021817-6.3493e-05i,-0.00089771-0.00047236i,-0.0005619-0.00046665i,-0.00051643+0.00032488i,-0.00085506+0.00040519i,-0.00088925+0.00053923i,-0.00042568+0.00052101i,0.00049818-0.00030702i,0.0003956-0.00019093i,-0.00047637+0.0013464i,-0.00062468+0.0020564i,0.00031415+0.0016954i,0.00045636+0.001615i
0.00047748+0.00069398i,0.0013493+0.0010687i,0.0012859+0.00012693i,0.001161-0.00097624i,0.00042879-0.0010169i,-0.00058223+0.00042032i,-0.00079692+0.0010982i,3.2157e-05+0.00087697i,0.00050603+0.00051484i,0.00075362+0.0001058i,8.8217e-05-0.00010239i,-0.001062+6.2039e-05i,-0.0015991+0.00042624i,-0.00073631+0.00078083i,0.00037809+0.00056492i,0.00044189-0.0002678i,0.00044476-0.00048756i,-0.000135-0.00022825i,-0.00078374+6.2601e-05i,-0.00057512+0.00047717i,0.00038412+0.00051323i,0.00069914-0.00025475i,-0.00026833-1.5801e-05i
0.0011089+0.00039133i,0.00091987+0.00012035i,-2.4283e-05+5.0924e-05i,-0.00012867-0.00036629i,0.00049284-0.00063332i,3.522e-05-0.00029479i,-0.00018541+0.00037033i,7.0502e-05+0.000546i,0.000182+0.00076407i,0.00052573+0.00016444i,0.00038373-0.00042752i,-0.00018003-0.00078789i,-0.0003151-0.00057495i,-0.00022911-0.00083933i,-7.4947e-06-0.0013365i,0.00018523-0.00097933i,-0.00018602-0.00057376i,-0.00016492-0.00061642i,-0.00018687-0.00013632i,-0.00043143-0.00020266i,6.2503e-05-0.0001436i,-0.00026818+0.00026779i,-0.0010889+0.00077154i
-0.0012967+2.2216e-06i,-0.0023634+0.00029009i,-0.0022832-0.00057711i,-0.0012897-0.00093894i,-0.00034233+0.00017323i,0.00034344+0.0014203i,0.0011927+0.00089515i,0.0019185+0.00027543i,0.0018767+0.00039057i,0.0013482+0.00015169i,0.00012507-0.00036578i,-1.9228e-05+0.00021134i,0.00027422+0.00081261i,-0.00011574+0.00093891i,0.00012727+0.00041594i,0.00031215-0.00052848i,-0.0005409-0.001076i,-0.00071494-0.0011329i,0.00029053-0.00051184i,0.00076387+0.00033439i,0.00076495+0.0003565i,-0.00047335+0.00010757i,-0.00075447+0.00044308i
0.0005641-0.00062555i,7.501e-05-0.00055791i,0.00073396-0.0015403i,0.00048789-0.001484i,-0.00052115-0.00012036i,-0.00069705+0.00060285i,-0.00083212+0.00071363i,-0.00033991+0.00025884i,0.00094862-0.00010402i,0.00070402-6.0013e-06i,-0.00027735-0.00012561i,-0.00010481-0.00025044i,0.00044083+5.9898e-06i,2.9e-05+0.00061358i,-0.00032697+0.00045769i,-0.00040845-0.00065468i,-0.0004389-0.0013014i,-0.00031302-0.00067993i,-0.00073728-0.00021347i,-0.00051105+0.00035771i,0.00060445+0.00082102i,0.00096646+0.00052503i,0.00063898+2.1617e-06i
0.0009125-0.0013654i,0.00076257-0.0011094i,-0.00038867-0.0023947i,-0.00053288-0.0025768i,0.00061076-0.0014751i,0.0011051-0.00044077i,0.0014274+0.0001847i,0.0013973+0.00056582i,0.0007242+0.00036877i,5.9453e-05+0.00012125i,0.00033607+0.00049004i,-6.6901e-05+0.00057794i,-0.00054926+0.00037965i,2.3192e-05+0.00026624i,-0.0004483+7.3897e-05i,-0.00021081+5.8799e-05i,0.0011045+0.00052377i,0.0012937+0.00045212i,0.00044557+0.00014293i,-0.00025725+0.00018587i,0.00039835+0.00020651i,0.0004084+0.00068274i,0.00011018+0.00092459i
-0.00052864+0.00081916i,-0.00034209-0.00027275i,0.00053679-0.00019294i,0.0019233+0.00072209i,0.0016268+0.00091989i,0.00072591-8.1763e-05i,0.00041794-0.00028181i,0.00032351-3.0437e-05i,0.00077435-0.00059851i,0.00069251-0.00078248i,-0.00026318-0.00095991i,-0.00055749-0.0016171i,-0.00028308-0.001156i,-0.00020813-0.0007707i,-0.00056046-0.0012006i,-8.1404e-05-0.0011611i,0.00023688+0.00037634i,-0.00044793+0.00076644i,-0.0008853-0.0001957i,-0.00043072-0.00029105i,0.00025514+0.00085368i,0.00020259+0.0016234i,-0.00037194+0.00073935i
0.0001391-0.001188i,-0.00079107-0.00053539i,-0.0013733+0.00070354i,-0.0013799+0.0013994i,-0.0012663+0.00080607i,2.3085e-05+0.0011469i,-8.4507e-05+0.0013406i,-0.00022591+0.00056752i,-0.00011364+0.00028461i,-4.4796e-05+3.035e-05i,3.354e-05-5.7575e-05i,-0.0006448-0.00010967i,-0.00062908-6.1036e-05i,-0.0006487+3.5147e-05i,-0.00048343-0.00014182i,0.00012623-0.00063202i,0.00049862-0.00076426i,0.00045095-0.00022463i,0.00036171+0.00016505i,0.0011298+0.00070762i,0.0016635+0.0014177i,0.001039+0.0013029i,-2.9398e-05+0.00028396i
-0.00067325-0.001149i,0.00016608-0.0016271i,-0.0011937-0.0019562i,-0.00080942-0.001636i,0.00052618-0.0010019i,0.00082348-7.7051e-05i,0.00098173-0.00013715i,0.00014001-0.00060531i,-0.00079837-0.00033756i,-0.0005092-6.355e-05i,-0.00034285-3.9201e-05i,-0.00046496-8.0421e-05i,9.5427e-05-0.00019308i,0.00014612+0.00017526i,-0.00047327+0.00019172i,-0.00080342-9.1965e-06i,-0.00055248-0.00023813i,0.00010898-0.00046859i,0.0003991-0.00025846i,0.00045701+0.00014891i,0.0005242+0.0012639i,0.00025535+0.0015247i,-1.9531e-05+0.00081745i
0.00067121-0.0024161i,0.00011904-0.0026969i,-0.0001643-0.0029284i,-0.00049016-0.0020304i,-0.0011426-6.3181e-05i,-0.0010987+0.0012057i,1.4743e-05+0.0015266i,0.00081494+0.00061844i,0.0007497-0.0005746i,0.00052098-0.00048107i,4.4883e-05-0.00026362i,0.00044397-0.0002821i,0.00084678-0.00085195i,0.00063278-0.0011811i,0.00056697-0.00091096i,0.00061675-0.00038548i,7.4163e-05-9.2753e-05i,-0.00040086+0.00046226i,-0.00079575+0.00099654i,-0.00037947+0.00087716i,-0.00017772+0.00057103i,-0.00063701+0.00028405i,-0.00064904+0.00022323i
-0.0030326+0.0018386i,-0.0026159+0.0020105i,0.00022507+0.0033125i,0.001077+0.0030599i,0.00080472+0.0011568i,0.0014109-0.00018641i,0.00094857+0.00019525i,0.00034491+0.00044424i,0.00026713+0.00061465i,0.0001304+0.00081927i,0.00080939-0.00024352i,0.0010663-0.0012638i,-0.0001189-0.0014185i,-0.0010527-0.0015198i,-0.00153-0.001442i,-0.0011786-0.0021208i,-0.0005724-0.0014348i,-0.00058866+1.658e-05i,-0.00070367+0.00020586i,5.829e-05+0.00026994i,0.00081876+0.00074321i,-1.7733e-05+0.00075092i,-0.00034552+0.0002583i
0.00077222-4.8403e-05i,0.00041705-0.00038697i,4.6973e-05-0.001232i,-8.3433e-05-0.0020353i,-0.00065073-0.0018593i,-0.00059952-0.0016454i,0.00028301-0.00078258i,0.00068414+0.00020704i,0.00045305-0.00051736i,0.00082321-0.001293i,0.00092188-0.0014296i,0.00018389-0.00061596i,0.00014764-3.7352e-05i,0.0002854-0.00022935i,0.00016471-0.00092783i,-0.0008544-0.0018704i,-0.0013469-0.0022461i,-0.00064807-0.0014831i,-0.00067218-0.00033041i,-0.0010597+7.643e-05i,-0.00057285-0.00012585i,0.00010773-1.0281e-05i,0.00010056+0.00024478i
0.0012131+0.0019246i,0.0012291+0.0014958i,0.0016043+0.0005193i,0.0021993-0.00024419i,0.00198-0.00069512i,0.00078818-0.0010283i,-0.00019606-0.00050718i,-0.00043701+0.00036357i,-0.00037621+0.0010519i,-0.00069166-3.2188e-05i,-0.00099288-0.0014968i,-0.00020239-0.0015951i,0.00018971-0.0008375i,0.00010186-0.00029879i,-0.00041833-0.00028562i,-0.00071637-0.0005494i,-0.00078126-0.00011688i,-0.00083818-3.5468e-05i,-0.0002996-0.00033204i,0.00019817-8.2222e-05i,0.00040811+0.00048388i,0.00033364+0.00071693i,0.00027268+0.00033571i
3.8466e-06+0.00034505i,0.00032255-0.0008137i,0.00035183-0.00051363i,0.00011921+1.9339e-06i,-0.00026262+0.00024881i,-3.238e-05+0.0004112i,0.00065562-9.9922e-05i,0.00052012+0.00026331i,6.4543e-05+0.00072948i,-0.00015412+0.0001082i,-0.00074555-0.00013011i,-0.00048375-0.00032012i,0.00041417-0.00095873i,7.1695e-05-0.0002011i,-2.0507e-05+0.00014125i,0.00022459-0.00027909i,-9.7665e-05-0.00033352i,-3.8855e-05-0.0002964i,6.6944e-05+1.209e-05i,0.00016402+8.4246e-05i,0.0003308+0.00025121i,-0.00028943+0.00082984i,-0.0006389+0.0001594i
0.0008231-0.0013069i,0.00029831-0.00060342i,0.00014463+0.00031154i,0.00041134-0.0011145i,0.00059392-0.0010487i,0.00056829+0.00032992i,0.00051718+0.0010723i,5.1644e-05+0.00098163i,-0.00047827+0.00048223i,-0.00032227+0.00031192i,-0.00038012+0.00022207i,0.00072077-8.0622e-05i,0.0010955-0.00020091i,0.00025918-1.6895e-05i,1.0205e-05-0.00015394i,-0.00029914+3.3191e-05i,-6.1666e-05+0.00026723i,0.00013129-0.00068158i,-7.2221e-05-0.0012857i,-0.00032053-0.00025166i,0.00018985+0.00049748i,0.0004148+0.00082229i,0.00031432+0.00098337i
0.002505-0.0014859i,0.0009154-0.002493i,-0.00036403-0.0036543i,-0.0010592-0.0035386i,-0.00085717-0.002456i,-9.5927e-05-0.00081727i,0.00033927-0.00012777i,0.00017254-0.00011188i,-0.00015221-1.6023e-05i,-5.9458e-05-0.00025613i,-0.00058245-0.00025257i,-0.0010815+0.00034076i,-0.0012676+0.00086303i,-0.00097332+0.00039467i,6.4823e-05-0.00018331i,0.00013433-0.00010368i,-0.00026559-0.00053091i,-0.00039184-0.00025239i,-0.00072211-3.73e-05i,-0.00041107+0.0003542i,-2.1238e-05+0.00088915i,-5.6819e-05+0.00082272i,0.00018022+0.00044223i
0.0007329-0.0003021i,0.00051493-0.001011i,0.00088127-0.0019759i,0.00083628-0.0013472i,0.00012007-0.0011303i,9.541e-05-0.00073062i,-6.228e-05+7.7862e-05i,-0.00040812+0.00045852i,-0.00010307+0.00018625i,0.00018557+0.00020794i,-0.00011818-0.00038057i,-0.00050927-0.00085599i,-4.7426e-05-0.000428i,0.0002596-1.9003e-06i,-5.4091e-05+0.00038101i,-0.00068524+3.3229e-05i,-0.00070092-0.00055484i,-0.00093798+0.00025292i,-0.00047588+0.0004524i,0.00061655+0.00017646i,0.0003967+0.00029006i,-0.00017333-0.00020659i,7.1306e-05-0.00043686i
0.0028291-0.00021416i,0.0031917-0.0015028i,0.0038948-0.0015259i,0.0025387-0.0023156i,0.001006-0.0028582i,0.00032523-0.0016914i,-0.00023711-0.00058328i,1.3397e-05-3.2662e-05i,0.00037887+0.00013592i,0.00049951-0.00065009i,-0.00034799-0.00081347i,-0.0011272-8.4218e-05i,-0.00065524+0.00025899i,-0.00051749+8.449e-05i,-0.00077024-1.5434e-05i,-0.00059847-5.6583e-05i,-0.00024955-0.00039914i,-0.00022151-0.00069508i,-0.00030774+4.8792e-05i,0.00011333+0.00069884i,0.00037495+0.00029131i,0.0003844+0.00018421i,-0.00028474+8.9116e-05i
-0.001192+0.00034382i,-0.00059817-0.0001506i,0.00073328-6.0542e-05i,0.00014185-0.00052794i,1.6785e-05-0.00063304i,0.0007623-3.2099e-05i,0.001127+0.00083558i,0.00040257+0.0012014i,0.00031864+0.00062002i,0.00051745-7.2607e-05i,0.00037325-0.00022058i,0.00018511-3.4905e-06i,-0.00011374+0.00011735i,1.7183e-05-0.00074202i,-0.00040734-0.0011585i,-0.001346-0.0015661i,-0.00084499-0.0012048i,-8.973e-05-0.00047478i,-0.00061705-0.00033833i,-0.00014636-6.8463e-05i,0.00055566+0.00051977i,0.00011987+0.00068159i,-0.00040975+0.00034404i
-0.00079941-0.0014642i,0.00067187-0.001054i,0.0003457-0.00026073i,-0.00013594+0.00098141i,-0.0005759+0.00101i,-0.00094489+0.00027408i,-0.00052257+0.00020887i,0.00014066+0.00044541i,0.00032038+0.00053316i,0.00043098+0.00066402i,0.00045612+0.0012375i,-0.00030957+0.0007737i,-0.0002605-0.00021183i,0.00059969-0.00087093i,0.00053574-0.001424i,-0.00046424-0.001496i,-0.00054592-0.001082i,0.00037026-0.00047698i,9.2636e-05-9.7338e-05i,-0.00018156+0.00023788i,0.00037021+0.00020124i,0.00069202-2.1205e-05i,0.00021802-0.00021354i
-0.0005171+0.0023673i,0.00055276+0.0015887i,0.0016293+0.0017093i,0.0028153+0.0012054i,0.0028915+6.9397e-05i,0.0016197-0.00039013i,0.00065714-0.00022278i,0.00010947+1.515e-05i,0.00010947+0.00033704i,0.00064297+0.00047507i,0.0010207+9.9176e-05i,0.00076659-0.0013785i,-0.00010242-0.0023938i,-0.00040941-0.001722i,4.8654e-05-0.0010239i,3.5334e-05-0.00091006i,-0.00038953-0.00064988i,0.00026735-7.0025e-05i,0.00089031+0.00039873i,0.0002313-0.00034659i,-0.00024308-0.00065588i,-0.00073929+0.00035307i,-0.0010544+0.00086653i
0.0024248-3.5817e-05i,0.0017621+0.00034578i,0.00077628-0.00047473i,0.00043877-0.00080196i,0.00012496-0.00062816i,-0.00014577-0.00018503i,-0.00085037+0.00053112i,-0.00041733+0.00031504i,-0.00027512-0.00030112i,-0.000822-0.00065637i,-0.00086056-0.00077252i,-0.00075644-0.00099203i,-5.0248e-05-0.00079571i,0.00084874-0.00071069i,0.0015047-0.00065387i,0.00098791-0.00045399i,0.00021826-0.00035309i,0.00048159-0.00026565i,0.00079779-0.00017593i,0.00054824+0.00022864i,1.1195e-05+0.00048355i,0.00024196+0.00044796i,0.0005665+0.00077602i
-0.0011011-0.0020392i,-0.00055682-0.00093332i,-0.0015696-0.0013488i,-0.0015255-0.00074203i,-0.0015271+0.00092329i,-0.00089941+0.0015882i,0.00021992+0.00066438i,0.00014644+0.00010874i,-0.00016179-0.00023079i,-0.00050454-0.00062201i,-0.00059111-0.00019635i,-0.00056537+0.00025591i,-0.00017714-0.00024814i,0.00089923-0.00075938i,0.00096111-0.00082307i,0.00086404-0.0011364i,0.00040301-0.0015199i,-0.00055963-0.0012758i,-0.0011202-0.00043384i,-0.0010816+0.00015119i,-0.00043401+0.00053031i,9.0868e-05+0.00075609i,-0.00044581+0.00084761i
0.00056251-0.0008753i,0.0014406-0.0021003i,0.00080454-0.0024699i,0.00010422-0.0017885i,0.00036085-0.0010564i,0.00010969+0.00018338i,-0.00065653+0.00070953i,-0.00028614+0.00057843i,-5.8546e-05+0.00052591i,-0.0003677-8.3402e-05i,-0.00069879-0.00035622i,-0.00056745-0.00013059i,0.00015679+0.00048996i,-3.7654e-05+0.0002604i,-0.0001409-0.00040388i,0.00041158-0.00029555i,-4.934e-07-0.00019771i,-0.00092593-0.00039556i,-0.00057151-0.00024532i,0.00054017+0.00078425i,0.00060704+0.0011194i,0.00031798+0.0013091i,0.00056924+0.001457i
-0.0014673+0.0013971i,-0.0013147+0.0012559i,-0.00080737+0.0022846i,-0.00031193+0.001682i,0.00010345-0.00024159i,-5.0398e-06-0.00060339i,0.00012392-0.00031142i,0.00099782-0.00022546i,0.001158+4.1489e-05i,0.00070149-0.00043023i,1.2964e-05-0.0011166i,-0.00071493-0.00051835i,-0.0017033-0.00014097i,-0.0014966+3.1073e-05i,0.0001035-0.0002066i,9.4967e-05-6.285e-05i,-0.00043764+0.0005781i,-0.00077074+0.00025894i,-0.00072136+0.0005392i,-0.00012292+0.0012763i,0.0006168+0.0014879i,0.00065798+0.0013324i,2.4918e-05+0.0010019i
-0.00065446-0.00012189i,-0.00086771+0.0002205i,-0.0011934+0.00017781i,-0.00077374-0.00072383i,0.0003923-0.00053397i,0.0012671+0.00032867i,0.00029016+0.001671i,-0.00044571+0.0021303i,-0.00068563+0.00086165i,-0.00016002-0.00024666i,0.00054663-0.00096083i,0.00080343-0.0011116i,0.00051749-0.00043346i,-0.00085731-0.00058129i,-0.0010766-0.0010977i,-0.00054197-0.00071559i,-0.0006181-0.00055367i,-0.00013054-0.00051582i,-0.00019697+0.00040003i,-0.00082259+0.00103i,-0.00032336+0.00056223i,0.00063663+0.00046547i,0.00025076+0.00064361i
0.00076911+0.0018023i,0.00041591+0.0021122i,0.00072176+0.0013882i,0.0015794+0.0010454i,0.0022693+0.00049082i,0.0013612-0.00040737i,0.00010977+6.7023e-05i,-1.7489e-05+0.00058066i,0.00073415-6.9089e-05i,0.0018918-0.00028378i,0.00087388-0.00092444i,-0.00057669-0.001898i,-0.00081151-0.001493i,-0.0010312+0.00022466i,-0.0013153+0.00092786i,-0.0013354-7.2378e-05i,-0.0007644-0.00048105i,-0.00010251+0.00013717i,-0.00039694+0.00027949i,-0.00099542+0.00027849i,-0.0009327-0.00016979i,-0.00036471-0.00021991i,-0.00048824+0.00062897i
-0.00079834+0.0026116i,-2.8398e-05+0.0029148i,0.0012772+0.0014838i,0.0014764-0.00024476i,0.00048123-0.0012401i,0.00023204-0.0014246i,0.00039108-0.00030876i,-2.328e-05+0.00038848i,0.00020696+0.00051718i,0.00038757+0.0001104i,-0.00013943-0.0011049i,-0.00045045-0.0018048i,-0.00074785-0.001244i,-0.0010268-0.00094293i,-0.001559-0.0010267i,-0.0022936-0.0010809i,-0.0019056-0.0014581i,-0.00065881-0.0012493i,-0.00012359-0.00031423i,0.0008818-0.00022263i,0.0011728-0.00071105i,0.00030679-0.00022788i,-2.6934e-05+0.00063902i
-0.00062205+0.0004672i,-0.0005734+0.0013968i,-0.00016613+0.0010899i,0.00076376+0.00013556i,0.00081758+2.4714e-05i,0.0010651-0.00073653i,0.0018884-0.00059939i,0.0014075-0.00017608i,0.0007626-0.00026421i,0.000293-4.1811e-05i,-0.00016284-0.0005032i,-0.00041954-0.0011289i,-0.00021757-0.00098481i,0.00048183-0.00063266i,0.00032039-0.00064997i,-0.00091664-0.00056058i,-0.0011196-0.0010019i,-0.0007387-0.0013437i,-0.00045381-0.00045379i,-0.00019664+0.00021355i,-0.00013988+5.1073e-05i,-3.8606e-05-0.00011526i,-0.00013256+4.5305e-05i
-0.00034435+0.0018361i,0.00021555+0.0020427i,0.00024038+0.0011007i,0.00090748+0.00057375i,0.00088722+0.00064572i,-0.0004711+0.00036374i,-0.00095102+0.00055323i,8.5738e-05+0.0006462i,0.00084383+0.00091654i,0.00028207+0.00093621i,-0.00046208-0.00051293i,-0.00064948-0.0016125i,-0.0010946-0.00094051i,-0.00097739-0.00046069i,1.9836e-05-0.0015231i,-0.00034528-0.0017062i,-0.0010002-0.00076704i,-0.00044732-0.0003746i,6.7289e-05-0.00032442i,0.00023839-0.00065769i,0.00053164-7.9171e-05i,0.0012725+0.00070335i,0.00068002+0.00087919i
-0.0014934-0.0009382i,-0.00072568-0.0015616i,-0.00077983-0.0012156i,-0.00064365-0.0016634i,0.00058892-0.0014317i,0.0011496-0.00087933i,0.00070399-0.00069967i,-7.2333e-06-0.00036028i,7.5152e-05-0.00024814i,0.00031374-0.00047943i,-0.00026193-0.00077708i,-0.00055366-0.00092932i,-0.00016616-0.0004515i,-9.8314e-05-0.00011397i,-0.00099174+8.5002e-05i,-0.0015092+0.00010596i,-0.0015982-0.00046814i,-0.0011909-0.00064083i,-0.00051124+0.00011101i,0.00019446+0.00071473i,0.00039109+0.0011116i,0.00046287+0.00089922i,0.00038413+0.00011966i
-0.0013889-0.0018099i,-0.001519-0.00046131i,-0.00073617-0.00062366i,-0.00074796+0.00042425i,-0.001182+0.00085246i,9.4054e-05+0.0001766i,0.00078152+0.0005935i,1.2709e-05+0.0011732i,-0.00071522+0.00074061i,-0.00060435+0.00091738i,-0.00015706+0.00054664i,0.00059457-0.00039598i,0.0010917-0.00024299i,0.00039939-0.00032345i,0.00017614-0.00085874i,6.6053e-05-0.0014021i,9.9267e-05-0.00070507i,0.00022997-0.00035889i,-0.00025562-0.0004042i,-0.00035895+0.00080156i,-8.6599e-05+0.001491i,-3.5124e-05+0.001158i,-0.00021739+0.00018886i
0.00046332-0.0008653i,-0.00012755-0.00047371i,-0.000761+0.00013147i,-0.00057547+0.00042381i,-0.001104+0.00045027i,-0.001522+0.00052474i,-0.00049327+0.00019909i,4.5555e-05+0.00010657i,0.00022238+0.00080013i,-3.1828e-05+0.00040227i,-0.00052348-0.00034387i,-0.0004452-0.00088999i,-0.00038898-0.00060732i,3.3674e-05-0.00024845i,0.00031144+1.7645e-05i,-0.00014301+0.00028289i,-0.00054638+3.7388e-05i,-0.00068253-0.00042581i,7.7778e-05-0.00011765i,0.00056282+0.00091689i,-0.00023589+0.0014703i,-0.0010783+0.00055907i,-0.00054084-6.0676e-05i
0.00026109-0.0007865i,3.3599e-05-0.0001765i,-0.00091861+0.0010852i,-8.5297e-05+0.0006016i,0.0010424+0.00012238i,0.0012809+0.00029572i,0.00058709+0.00016345i,0.00055494+0.00041927i,0.00035692+0.00056854i,0.00026816-0.00034458i,0.00057256-0.00093724i,0.00012386-0.0011735i,0.00011128-0.0011578i,0.00061185-0.00050403i,0.00069209-0.00021764i,0.00087323-0.0006781i,0.00039152-0.0013781i,-0.00028478-0.001234i,-0.00053218-0.00047457i,-0.00088287+0.00048244i,-0.00053496+0.00043481i,6.7458e-05+0.00037075i,-0.00016119+0.0010381i
0.0019468+0.0011989i,0.0021297+0.00038857i,0.0014194-0.00083827i,0.0009404-0.001577i,-0.00019972-0.0028995i,-0.00050174-0.0025784i,0.00054176-0.00067191i,0.00074857-0.00014438i,0.0007967-0.00036259i,0.00073638-0.00078967i,-0.000114-0.0015077i,-8.8077e-05-0.0010919i,-0.00040288+1.025e-05i,-0.0006845-0.00017073i,-0.0003698-0.00057809i,0.00026289-0.00077595i,0.0010295-0.00056566i,0.00075802-0.00065177i,-0.00055702-0.00069927i,-0.00061307+0.00050359i,-0.00040888+0.00082227i,-0.00055033+0.00043059i,-1.902e-05+0.00031779i
0.00088639-0.00017911i,0.0018586-0.00054528i,0.0026331-0.0014724i,0.002676-0.002289i,0.0020375-0.0020828i,0.0011747-0.00097628i,0.0013841+7.3006e-05i,0.0011249+0.00049844i,0.00026241+0.00046058i,0.00026663+0.00010344i,2.4566e-05+0.00014395i,-0.00066219+8.7637e-05i,-0.00060138-3.9393e-05i,0.00012213-6.8724e-05i,-0.00013266-0.00043243i,3.4836e-05-9.8104e-05i,0.00080221+1.7362e-05i,0.00089108-0.00024998i,0.0004008+1.4851e-06i,-0.0001666+0.00022439i,-0.00020929+0.00014392i,-0.00031345-7.1878e-05i,-0.00053348-0.00016058i
0.00054075-0.00090641i,0.00072461-0.00044859i,0.0011449-0.00036988i,0.00030889-8.7354e-05i,0.0001079+0.00011112i,0.00012771+0.00088403i,-0.00045141+0.001203i,-0.00068023+0.0003842i,-0.00030331+0.0002847i,0.00058641+0.00085711i,0.0004601+9.4859e-05i,-0.00053743-0.00057277i,-0.0012295-0.00017512i,-0.00082001+0.00016084i,-0.00018084-3.9747e-05i,0.00085084-0.00022513i,0.0013661-0.0003551i,0.00077779+0.00011896i,0.00022797+0.0005477i,0.00040749+0.00064792i,0.00062687+0.00063963i,0.00028906+0.00032087i,-0.00042246-0.00013027i
0.00089885-0.00046193i,0.0017355-0.00066347i,0.0012737-0.0021045i,0.0001423-0.0029587i,0.00016787-0.0016352i,-2.8825e-05-0.00059631i,0.00029607+0.00013413i,0.00067377+0.0011759i,0.0005556+0.00095505i,0.0011635+0.00043814i,0.00093332+0.00065101i,-0.00053427+0.0010414i,-0.00089547+0.00072004i,-0.00047069+7.3386e-05i,0.0005191+0.00030846i,0.00093302+0.00057067i,0.00076038+0.00047842i,0.00067681+0.00030121i,0.00017307+0.00037857i,-1.0201e-05+0.00010463i,0.00012112-0.00052191i,0.00022996-0.00072502i,0.00010174-0.00076407i
