0.0015738-2.8016e-05i,0.00033504-0.0013483i,-0.00082096-0.002293i,-0.0010804-0.0017047i,-0.0011227+0.00027437i,-0.0010955+0.0013173i,-0.00058037+0.00086122i,-0.00010134+0.00064135i,-0.00044094-1.9533e-05i,-0.0005817-0.0009359i,-0.00013017-0.00086543i,-0.00081058-0.00025106i,-0.0011237+0.00015107i,0.00042787-1.0664e-05i,0.00097507+0.00013073i,0.0010543+0.00047936i,0.0010779+0.00071147i,0.00029155+0.00056252i,0.00026288+0.00022801i,0.00074085+0.000153i,0.0007349+0.0002064i,0.00067847+8.8281e-05i,0.00116-0.00068429i
0.00057681+4.369e-05i,-0.00014104+0.00047222i,-0.0015048+0.00085115i,-0.0027009+0.0011225i,-0.0019531+0.0013931i,-0.0004144+0.0013164i,-0.00038493+0.00098152i,-0.00061416+0.00042512i,-0.00054626+0.00010463i,-0.00072211+0.00011395i,-0.0010358+0.00017917i,-0.0003373-0.0001583i,0.00019253-0.00031689i,0.00061263-0.00011072i,0.0004812+0.0004415i,-0.00054423+0.00055754i,-0.00016005+1.2032e-05i,0.00058055-0.00060519i,0.00017925-0.00030573i,-8.3927e-05-8.7665e-05i,-1.9267e-05+4.3243e-05i,-0.00016272+0.00020729i,-5.6176e-05+0.00022675i
0.00062392+0.0017505i,0.0010366+0.0011032i,0.0009654+0.00088147i,0.0016961+0.00027292i,0.0021219-0.00020624i,0.0015144-0.00033231i,0.00059925-0.00063886i,-9.4902e-05-0.00042623i,9.2174e-05+0.00014429i,8.5301e-05+0.00014798i,-0.00069245-6.0513e-05i,1.266e-05+8.5642e-05i,0.00082989+0.00052746i,0.00081175+0.0001215i,0.00021917-0.00037497i,0.00016453-0.00081138i,0.00043435-0.0010288i,-8.0845e-06-0.0012685i,0.00012743-0.0011204i,-6.2916e-05-0.00038628i,-0.00059724+0.00017467i,0.00047998+0.00061488i,0.00068951+0.00049179i
0.00014062-0.0032259i,-0.00046819-0.0030542i,-0.0017956-0.00295i,-0.0027487-0.001138i,-0.0026089+0.00026085i,-0.00057395+4.7959e-05i,0.00030778-0.0011804i,-0.00032763-0.0014106i,-0.0011009-0.00069479i,-0.001487-0.00020932i,-0.0006632+0.00038295i,0.00078119+0.00086803i,0.00064665+0.00049493i,0.00032663-0.00034697i,0.00046656-0.00043508i,-0.00033463+0.00019187i,-0.00064516-9.8458e-05i,-0.00025058-0.00068678i,-0.00040815-0.0010749i,-0.00033511-0.0013894i,0.00022885-0.00073927i,0.00033133-0.00066951i,0.00019714-0.0012775i
0.00074424+0.00043121i,0.0017647+0.00038445i,0.0029188-0.00026315i,0.0018868-0.00068039i,0.0010199-0.00097245i,0.00062836-0.00051684i,0.00048337-0.00022799i,0.00026755-4.9583e-06i,-0.00073285-0.00018812i,-0.00075611-0.00016394i,-0.00065087+0.0002494i,-0.00060185+0.00026912i,0.00041707+0.00011065i,0.00060089+0.00083518i,0.00041696+0.00042618i,0.00093396-0.00054319i,0.0014272-0.00083282i,0.00010639-0.0007334i,-0.00086491-0.0005843i,-0.0004563+0.00022481i,-0.00037417+0.00039192i,7.4491e-05+8.1651e-06i,0.00031331+2.8332e-05i
0.0026487+0.0014597i,0.001868+0.0011084i,0.0022061-0.00024689i,0.0019548-0.0010175i,0.0011984-0.000739i,0.00013328-0.00046262i,-0.00056867-0.00047194i,-0.00050529-0.00030494i,-5.7409e-05+0.0001892i,0.00030475+0.00040513i,-0.00083022+0.00076921i,-0.0016165+0.00063546i,-0.00036592+0.00034836i,0.00050193+0.00085872i,0.00090734+0.00027076i,0.0013003-0.00013618i,0.001034+0.00029933i,0.00042182-0.00053593i,-0.0010392-0.00062973i,-0.0015636+0.00036789i,-0.00047261+0.0006571i,0.00011839-9.0585e-05i,-0.00018839-0.00070702i
-0.001611+8.0168e-06i,-0.0011408+7.2269e-05i,-0.00070208-0.0013498i,-0.00043623-0.00090755i,-0.00071857+0.00033622i,-0.0011112+1.803e-05i,-0.00040258-0.0013059i,-0.00039435-0.0013356i,-0.0011858-0.00026878i,-0.00098753+0.00079658i,-0.00033725+0.0012756i,-0.00048331+0.00064607i,-0.00029087+0.00025055i,0.00072308-0.00016457i,0.0015194-0.0011013i,0.0013645-0.0010991i,0.00073852-0.000838i,-0.00010079-0.00082056i,-0.00061854-0.00085605i,-0.00044783-0.00054232i,-0.00039891+0.00022422i,-0.00042087+0.00091734i,0.00019297+0.00079933i
-0.00041564-0.00021761i,-0.00081938+0.00098004i,-0.0018312+0.0010701i,-0.0017352+0.0019408i,-0.00093403+0.0028047i,-2.2078e-05+0.0018389i,-0.00031021+0.00018701i,-0.0010656-0.0010639i,-0.0013114-0.00059431i,-0.0014403+0.00061333i,-0.00092834+0.00050315i,0.00018894-6.704e-05i,0.00079405-0.00076993i,0.00051314-0.0011204i,-0.00035754-0.00070008i,-0.00053386+0.00034092i,0.00012812+0.0003457i,1.6966e-05-0.0004518i,-0.00067564-0.00038778i,-0.00090507-0.00035825i,-0.000509+0.00017655i,0.00031395+0.00055254i,-0.00018199+0.0001688i
0.0011482+0.0014012i,0.00079659+0.0010523i,0.0003811+0.0011257i,-0.00040226+0.0006189i,-0.00024766+0.00031397i,0.00060366+3.263e-05i,0.00071016-0.00034471i,-5.0466e-06-0.00046687i,-0.0001873-0.0002956i,-0.00022339-0.00012461i,-0.001069-1.4767e-06i,-0.00094519-0.00044876i,-0.00016104-0.00080572i,-0.00045722-0.00049939i,-0.00075882+3.6844e-06i,9.9282e-06-0.00024796i,0.00058237-0.0010499i,0.00022874-0.0012052i,-7.6427e-06-0.0010855i,-2.1736e-05-0.00058408i,0.00070045+0.00044534i,0.0014521+0.0012501i,0.0014312+0.00085141i
0.00024266-0.002109i,-0.00013111-0.002388i,0.00036141-0.0037821i,0.00024202-0.0035994i,4.1048e-05-0.0010875i,0.0003343+0.00063147i,0.00026735+7.8328e-05i,0.00012178-0.0010956i,0.00011607-0.0013059i,0.00021834-0.0006814i,0.00022387+0.00040001i,-0.00012635+0.00083861i,-0.00085332+0.00015717i,-0.00044885-0.00074307i,0.00047587-0.00032998i,0.00032901+0.00038587i,0.00020146-3.1566e-05i,0.00039244-0.00090891i,0.0001632-0.00089452i,0.0002537-0.00012211i,0.00085836+0.0005986i,0.0007913+0.00049707i,0.00051779-0.00027492i
0.00022829-0.00022129i,-0.00029479+0.00044451i,0.00011971+0.00097684i,8.0967e-05+0.0010968i,-0.00046536+0.0018741i,-0.00036201+0.00098541i,0.0004456-4.1862e-06i,0.00064349+0.00035395i,-0.00081723+0.00056052i,-0.0016813+2.6182e-05i,-0.0014948-0.0007122i,-0.0010144-0.00079885i,-0.00064662-0.00046482i,-0.0003605-0.00016416i,0.00031179+0.0001373i,0.00042087+0.00031211i,0.00054031-0.0001512i,0.00073431-0.00051262i,6.4249e-05-0.00044896i,-0.00065862+0.00011901i,-0.00084763+0.00011805i,0.00013987-0.00031844i,0.00049852-0.00038281i
0.00099219+0.0018384i,0.0012188+0.0015312i,0.0017695+0.0007164i,0.0014153-3.6969e-05i,0.00042455+0.00010713i,-0.00025862+8.2717e-05i,-0.00054263-0.00081098i,-0.00047997-0.00070446i,-0.0004412+0.00010913i,-0.00090039+0.00038742i,-0.00080972+0.00054094i,-0.00065373+0.00061684i,-0.00031598-3.2943e-05i,0.00046662-0.00058058i,0.0008055-0.00030799i,-0.00013775+0.00034869i,-0.00065745+0.00014583i,-0.00037584-0.0003208i,-0.00052318-0.00013582i,-7.7267e-06+0.0003982i,0.00090068+0.00082436i,0.00087765+0.0005646i,0.00061275+0.00031523i
-0.0017278+0.0023886i,-0.001375+0.0019747i,0.00028191+0.0026143i,0.0011632+0.0029087i,0.00068925+0.0019539i,0.00075854+0.00038814i,0.00057685-0.00078677i,-0.00052095-0.0011825i,-0.00051654+0.0005137i,-3.2943e-06+0.0012155i,-1.4844e-05+0.00091144i,-0.00035546+0.00055232i,-0.00080577-0.00017384i,1.6837e-05-0.0006298i,0.0012497-0.00039738i,0.001037+0.00028117i,0.00041596-0.00010229i,0.00044134-0.00047398i,-0.00022546+6.9919e-05i,-0.0010923+0.00014245i,-0.0012425+1.2833e-05i,-0.00062718-0.00016806i,-4.8318e-05-0.00026287i
-0.00039971+5.9569e-05i,-0.00035016+0.0010679i,-0.00075311+0.00045089i,-0.0012346+3.9009e-05i,-0.0011032+0.00034808i,-0.00038427+0.000493i,-0.00021084-0.00068577i,-0.00078009-0.0020134i,-0.0011395-0.0020485i,-0.0010809-0.0011125i,-0.00077768+0.00036552i,-0.0012096+0.00061771i,-0.00084143-8.7306e-05i,5.8391e-05-3.1525e-05i,0.00074524+0.00023417i,0.00081314+0.00031347i,0.00096651+0.00056692i,0.00098633+0.00020086i,0.00051633-0.00041807i,0.00087622-0.00023136i,0.00084159+0.00019024i,-8.7969e-05+0.00031993i,-0.00038604+0.00029167i
-0.0022004-0.0010557i,-0.0030231-0.00062547i,-0.0029694-0.00019143i,-0.0022655+0.00043899i,-0.0015443+0.0013339i,-0.0016227+0.00082755i,-0.0015404+9.6781e-05i,-0.00096611-0.0002803i,-0.0009929-0.00055634i,-0.0016757-0.00037838i,-0.0010608+0.00036388i,-0.00024114+0.00065959i,-0.00019225-0.00023485i,0.00028651-0.0011791i,0.00066184-0.00079378i,0.00053154-0.00029178i,0.00053896-0.00053719i,0.00069008-0.00060761i,0.0003334-0.00021283i,-0.00094389+0.00033686i,-0.0015556+0.0004944i,-0.0010132+2.1086e-05i,-0.0004159-0.00034516i
0.00022863-0.00036452i,0.00058226-0.0007767i,0.00059762-0.00088119i,0.00034612-0.00077625i,-0.00036217-0.00036147i,0.00048141-0.00041032i,0.00053371-0.00087749i,-5.2264e-05-0.0001885i,-0.00012699-5.8131e-05i,-0.00013555-0.00046466i,-0.00024077-0.00040696i,-0.0012391-0.00025048i,-0.0014111+0.00049567i,-0.00054867+0.00073629i,0.00017397+0.00070091i,0.001115+7.7754e-05i,0.0012613-0.00045817i,9.0057e-05-0.00043238i,-0.00062833-0.00057521i,-0.00061703-0.0004336i,-0.00056018-0.00018058i,0.00012572+0.00015521i,0.0014236+0.00075737i
-0.00086419-0.0029988i,-0.00063514-0.0030347i,-0.0010711-0.0021294i,-0.0011546-0.00087609i,-0.00036262+0.00030392i,-9.6478e-05+0.00013704i,-0.00028165-0.00032191i,-0.00080726-0.00052367i,-0.00049538+0.00017207i,-2.7561e-05+0.0016446i,-0.00051862+0.0012398i,-0.00013039+0.00017107i,0.0002642+0.00065138i,0.00050566+0.0003802i,0.0014951-0.00030909i,0.0013688-0.00034706i,0.00039462-0.0003332i,0.0001935-0.00079244i,-0.00074122-0.00072424i,-0.001199-0.00035482i,-0.00014235-0.00016268i,0.00054494-0.00015708i,0.0007567+8.5132e-05i
0.0014268+0.00023006i,0.0019866+0.00011953i,0.0025053-0.00094283i,-9.6314e-05-0.0010371i,-0.002142-0.00030255i,-0.0011419+0.00046778i,-0.00078887+0.00051526i,-0.0019477-0.0004274i,-0.0025528-0.00090062i,-0.0018984-0.0011649i,-0.0012147-0.00042987i,-0.0012579+0.0012104i,-0.0007705+0.00093811i,2.1368e-05-0.00077077i,0.00086955-0.0011798i,0.001271-9.4402e-05i,0.0011582+0.00011033i,0.00040799-0.00042608i,-0.00025019-0.0010501i,-0.00055525-0.00035927i,-0.00057707+0.0011167i,0.00014154+0.0011546i,0.00010686+0.00062144i
-0.0025702-0.00053022i,-0.0023421-0.00020432i,-0.0022612+0.0015463i,-0.0013459+0.0020373i,-0.00010086+0.0011655i,0.00043361+0.00090296i,0.00027479+0.00037719i,-9.8234e-05+0.00048668i,-0.001185+0.00064078i,-0.0013847+0.00080462i,-0.00049845+0.00086893i,0.00055679+0.00049467i,0.0011331+0.00079193i,0.00089939+0.00012292i,0.00030083-0.0012136i,-0.00013127-0.00032293i,0.00055891-0.00020391i,0.00078173-0.00098874i,-1.5384e-05-0.00067047i,-0.00020887+0.00011854i,-0.00026474+0.0009677i,-9.3895e-05+0.0016466i,0.00044433+0.0016834i
-4.9984e-05-0.0018452i,-0.0013054-0.001101i,-0.0023252-0.00031525i,-0.0015645+0.00039749i,-0.00017157+0.0011249i,4.8833e-05+0.00099828i,-0.00045834-0.00019762i,-0.00078045-0.0011806i,-0.00091752-0.001448i,-0.00079059-0.0006767i,-0.00052951+0.00010739i,-0.00041636+0.00026896i,-1.498e-05+0.00074401i,0.00035945+0.0012171i,0.0010224+0.00076955i,0.00096645+3.3953e-05i,-0.00026266-0.00022885i,-0.0016051-8.2182e-06i,-0.0017566-4.6788e-05i,-0.00032492-0.00044431i,0.00053634-0.00066931i,-4.8895e-05+0.00027664i,-0.00075056+0.0012629i
-0.00057753-0.00058523i,-0.0017883-0.00081642i,-0.0011271-0.00090366i,-0.00011949-0.00065982i,-0.00038499-0.00023815i,-0.0001389+0.00018363i,7.7451e-05+8.631e-05i,0.00014869-0.00015118i,3.5076e-06+0.00031484i,-0.0011034+0.0012997i,-0.001646+0.0019723i,-0.0010012+0.0019319i,0.00021619+0.00044919i,0.0007676-0.00065291i,-3.0936e-05-0.00019033i,-0.00057943+0.00084269i,-0.00055623+0.00074498i,0.00018089+0.0002861i,0.00025403+0.00030064i,-0.00017865-1.1869e-05i,0.00038584+0.00013001i,0.0012302+0.00053288i,0.0011568+0.0006124i
-0.00052822-0.0010707i,-0.00059464-0.0010429i,-0.00088436+0.00019344i,-0.0021891+0.0021219i,-0.0022204+0.0029555i,-0.00061419+0.0019883i,-0.0001492+0.00065366i,-0.00053229+3.3621e-05i,-0.0015333+0.00041006i,-0.0017994+0.00073629i,-0.0014818+0.00064608i,2.8165e-05+0.00059014i,0.0010107+0.0010388i,0.00068948+0.00076054i,0.00018742-0.00035603i,0.00027061-0.00077771i,0.00075251-0.00031117i,0.00021336-0.00038068i,-0.0001163-0.0011778i,-5.2551e-05-0.00096354i,-0.00016417-0.0010891i,-8.2084e-05-0.00072487i,0.00031251-0.00012845i
0.0023287-0.00059004i,0.0027839-0.0011231i,0.0029512-0.00245i,0.0015067-0.0036019i,0.00049925-0.0025929i,0.00027331-0.00083284i,0.00050395-0.00084772i,-0.00015286-0.00055623i,-0.00076917+0.00019999i,-0.0013178+0.00025022i,-0.0021234+0.00048572i,-0.00098935+0.0012506i,0.00048136+0.0015506i,0.00046053+0.00094293i,0.00065707+0.00049686i,0.00011483+0.0006557i,-0.00036553+0.00060012i,5.3598e-05-0.00052741i,-6.4375e-05-0.001313i,-0.00017647-0.0010253i,0.00020466-0.00055582i,0.00038273-0.00032606i,0.00074651+5.6556e-06i
-0.0025628+0.0013311i,-0.0017369+0.0026307i,-0.0012895+0.0035907i,-0.00086494+0.003948i,-0.00046866+0.0037385i,-0.00012037+0.0026685i,5.8161e-05+0.00077989i,-0.0012725-0.00030544i,-0.0022846+6.8998e-05i,-0.0015346+0.00071367i,-0.00086619+0.00063947i,-0.0010846+0.00036848i,-0.00051309-4.1718e-05i,0.00096712-0.00017672i,0.0010699+6.2383e-05i,0.00036541+0.00028424i,0.00015166-4.2871e-05i,-0.00044975+0.00011136i,-0.0011746+0.00020091i,-0.00072223-0.00022244i,1.4415e-05-0.00061652i,0.00065693-0.00019483i,0.00071126+0.00060409i
-0.00033235+0.0030183i,-0.00042287+0.0031563i,0.00053181+0.0015406i,0.00039521-0.00054574i,0.00048152-0.0011543i,-0.00013394-0.001271i,-0.0010066-0.0019031i,-0.001678-0.0016078i,-0.0019237-0.00050335i,-0.0014322+5.6388e-05i,-0.00090818+0.00017778i,-0.00098758+0.00029814i,-0.00081731+0.00087932i,-8.9383e-05+0.0015123i,0.00079456+0.00086049i,0.0012494+0.00049221i,0.00033704-1.7093e-05i,-0.00064389-0.0012498i,-0.00057382-0.0010923i,-0.00034277-6.5106e-05i,-0.00011891+0.00052195i,-0.00019455+0.0012019i,1.0929e-05+0.00079201i
-0.00082548-9.7711e-05i,-0.0012086+0.00061268i,-0.00042545+0.00098617i,1.7618e-05+0.00086102i,0.00032146+0.00054474i,0.0012068-0.00035592i,0.0012366-0.00081661i,0.0004434-0.0007621i,-0.00048364+0.00016468i,-0.0012515+0.00095213i,-0.0013076+0.001212i,-0.0011848+0.0013745i,-0.00042422+0.00085441i,0.00010592-8.3144e-05i,-0.00020222-0.00047563i,-0.00014383-0.0013273i,-9.883e-05-0.0019196i,-0.0004706-0.0014641i,0.00017402-0.0006798i,-1.9237e-05-6.9885e-05i,-0.00042443+6.1388e-05i,-0.00010559+0.00082309i,-0.00022652+0.0014963i
0.000963-0.0035839i,-0.00074411-0.0043253i,-0.0033349-0.00557i,-0.0043981-0.0039059i,-0.0035789-0.00070827i,-0.0019465+0.00096869i,-0.0012353+0.00049695i,-0.00085242-2.6036e-05i,-0.00096692-0.00058968i,-0.0010864-0.00068623i,-0.0007963+0.00021158i,-0.00047011+0.00021961i,0.00017318-0.00068963i,0.0005994-0.0010914i,0.00071385-0.00043409i,0.0013112-0.00025716i,0.00097402-0.0007729i,-3.1429e-05-0.00085572i,-0.00068616-0.00064575i,-0.00082157-0.00066905i,-0.00012133-0.00086619i,0.00016725-0.00059902i,0.00046795-0.0003185i
3.1309e-05-0.00036108i,0.00040346-0.0014017i,0.0010931-0.0021735i,0.0010751-0.00090797i,0.00028075+0.00088918i,0.00050343+0.00058099i,0.00038238-0.00043358i,-0.00015703-0.0003353i,-0.00040278+0.00044518i,-0.00071608+0.00075409i,-0.00053968+0.00053122i,-0.00045702+0.00021751i,-0.00046039-5.0609e-05i,-0.00030728-0.00049491i,0.00038782-0.00055221i,0.00097749-0.0003685i,0.00098979-0.00086726i,0.00093945-0.0011641i,4.281e-05-0.00098387i,-0.00029428-0.00038663i,0.00013213+0.00037803i,0.00047769+0.00045548i,0.00048612+0.00051629i
0.0012945+0.00042912i,0.0020688+0.00094319i,0.0027972+0.0011305i,0.0017708+0.00010617i,0.00082833-0.0010364i,0.00044763-0.0006898i,1.1854e-05-0.00044468i,0.00035624-0.00098131i,0.0008466-0.00031087i,-9.2631e-06+0.00029274i,-0.00035233-8.9344e-05i,-0.0001947+0.00015351i,-0.00039377+0.00036012i,-0.00012067+0.00029534i,0.0006418+0.00017856i,0.00091511+0.00053075i,-3.9256e-05+0.00026085i,-4.6218e-06-0.00047968i,0.00012314-0.00038569i,-0.00083238-0.0003599i,-0.00029184-0.00011037i,0.00085295-3.6732e-05i,0.001-0.00010179i
0.0014616-0.00055745i,0.00043813-0.00051482i,-0.00023491-0.0016466i,-0.0006151-0.0014113i,-0.0010267-0.00042945i,-0.0015475-0.00024974i,-0.001644-0.00038287i,-0.0011305-0.00053249i,-0.00073971-0.00052159i,-0.0009883-2.0221e-05i,-0.0011893+0.00049066i,-0.00050403+0.00036575i,0.00034501-7.3946e-05i,0.00032126+0.00014486i,-0.00032685-0.00023031i,-0.00055308-0.00041242i,0.00011076-0.0010112i,0.00033179-0.0015437i,-0.00017668-0.00068225i,-0.0002917+0.00021686i,-0.00039058+0.00014159i,-0.00012346+0.00024348i,0.00024913+0.00073235i
-0.00097846-0.00071123i,-0.00056829-0.00076578i,-0.00098583+0.0013326i,-0.00126+0.0030125i,-0.00048962+0.0031326i,0.00098785+0.0014018i,0.0011277-0.00028221i,-0.00060461-0.00094837i,-0.0017244-0.00089711i,-0.001294-0.00056321i,-0.00069535-0.00037856i,0.00042426-0.00041556i,0.0013599+0.00028779i,0.0010961+0.00048893i,0.00083353+0.00011059i,-7.2214e-05-0.00024914i,-0.00074471-0.00091631i,-0.00062972-0.00063294i,-0.00026264-0.00028431i,-0.00058097-8.3184e-05i,-0.00082675+0.00030041i,-0.00055912-0.00021351i,-0.00024054-2.2503e-05i
-0.0016693-0.0016269i,-0.0020746-0.00075075i,-0.0022601-0.00020885i,-0.0034888+0.00033166i,-0.0027502+0.001288i,-0.0013857+0.0014973i,-0.0011356+0.00063715i,-0.00086403+0.00018203i,-0.0011652+0.00061111i,-0.0017278+0.00086252i,-0.001105+0.00054743i,-0.00045128-8.1508e-05i,-0.00016835-0.00071179i,0.00019209-4.1558e-05i,0.00073362+0.00053196i,0.00052534+2.7122e-05i,0.000144-0.00059918i,0.00071909-0.0007515i,0.00042565-9.396e-05i,-0.00041983-0.00010426i,-0.00049654+0.00024563i,-4.7224e-05+0.00072422i,0.00023923+0.00052005i
0.0031551+0.0027927i,0.0027337+0.002701i,0.004092+0.0012719i,0.0040903-0.00055851i,0.0023518-0.0012761i,0.0011329-0.001421i,0.00076083-0.0011809i,0.00061788-0.0010281i,-0.00043041-0.00099617i,-0.00080809-0.00049286i,-0.00082652-0.00039588i,-0.00094381-0.00033141i,-0.00052326+0.00046219i,-0.00051218+0.000788i,-0.00080246+0.00061477i,-0.00057693+0.00021442i,0.00025213-0.00031752i,0.0003799-0.00020171i,0.00030274+0.0003873i,-4.9123e-05+0.00069521i,8.6492e-05+0.00052882i,0.0011265+0.00048029i,0.0013934+1.5721e-05i
0.00074953-0.00047271i,-0.00025588-0.0002378i,-0.0015328+0.00053141i,-0.0030801+0.00080443i,-0.0039606+0.00076924i,-0.0032476+0.000575i,-0.0014189-0.00030017i,-0.00094523-0.00074899i,-0.00090963+0.00025943i,-0.00082175+0.0015857i,-0.0010426+0.00085186i,-0.00072829-0.00038649i,-5.7241e-05-0.0006912i,0.00099997-0.00075768i,0.0012823-0.0005004i,0.00072889-7.9052e-05i,0.00081158-1.7238e-05i,0.00048324-0.00029774i,-0.00049738-0.00071089i,-0.0008908-0.00052897i,-0.00089375-0.00023434i,-0.00064925-8.4397e-05i,-0.00024236+0.00052815i
0.0014579+0.0019484i,0.0030846+0.0025125i,0.0031831+0.0011486i,0.00070767-0.0010465i,-0.00017166-0.0009249i,0.00046908+0.00010163i,0.00053542+0.00048238i,-0.00039719+0.00021675i,-0.001242+0.00034447i,-0.0011584+0.00073647i,-0.0012978+0.00032473i,-0.0011165-0.0002036i,-0.00042954+0.0003352i,-0.00058895+0.0011189i,-0.0012968+0.00081921i,-0.00017241+0.00063548i,0.0011185+0.00010709i,0.00041637-0.0010675i,-0.00023305-0.0007505i,-0.00055337+0.00033139i,-0.00017296+0.00049676i,0.00014291-5.3412e-06i,4.2847e-05-0.00037423i
-0.0039432+0.0020642i,-0.0022701+0.0028423i,-0.0016795+0.004777i,-0.0015821+0.004625i,-0.00037097+0.0026782i,0.00099616+0.00090784i,0.0008639-0.00015455i,0.00011038-5.8512e-05i,-0.00055462+0.00031102i,-0.00056982-0.0001322i,-0.00017471-0.000414i,-0.00014005-0.00030204i,-0.00029075-0.00016546i,-0.00066162+0.00042425i,-0.00048014+0.00027756i,-7.871e-05-1.3775e-05i,-5.0642e-06+0.00055742i,2.248e-05+0.00046568i,-0.00013744+4.0597e-05i,-0.00016905+0.00069848i,5.7543e-05+0.0010122i,-0.00013011+0.00060418i,2.5002e-05+0.00033516i
-0.001325+0.00038725i,-0.0029343+0.00082174i,-0.0034926+0.0003753i,-0.0022418+0.00032865i,-0.0013577+0.00052889i,-2.7962e-06+0.00030979i,0.00017825-0.00064896i,-0.0012348-0.00061008i,-0.0011224-0.0010919i,0.00014693-0.001097i,0.00022892-0.00059725i,0.00018507+0.00017642i,0.00034631+0.0003741i,-0.00038045-7.5922e-05i,-0.00078944+9.6691e-05i,-0.00014192+0.00036866i,0.00012764-0.00011274i,0.00048389-0.00099704i,0.00011113-0.00081341i,-0.00029313-3.8919e-05i,0.00023982-0.00031481i,0.00043179-0.00034674i,0.00030311+0.00068887i
-0.0023383-0.00099085i,-0.0028539-0.0013271i,-0.0023551-0.00082031i,-0.00045688+4.6782e-05i,0.00065813+0.00047278i,0.00027649+0.00048832i,-0.00035798-4.1562e-05i,-0.00065734-0.00085732i,-0.00061769-0.00036226i,-0.00063851+0.00061881i,-0.00028987+0.00077551i,-0.00027561+7.1579e-05i,-0.00027352-0.00050333i,-7.683e-05-0.00040309i,0.00024713-0.00016283i,0.00012629+8.7312e-05i,-0.00011718+0.00042958i,-0.00048568-2.1299e-05i,-0.00087288-0.0010977i,-0.00063794-0.00039088i,-0.00040407+0.00047337i,-7.0065e-05+0.00030668i,0.00031412-0.00013817i
-0.00060824+0.0015364i,-0.00064057+0.00076706i,-0.00028536+0.00047077i,0.00018343+0.00075491i,0.00085459+6.8122e-05i,0.0010451-0.00082364i,0.00062466-0.0014551i,3.1753e-05-0.0013958i,-0.00064029+0.0001514i,-0.00092221+0.0010843i,-0.00081061+0.00019522i,-0.00082188-0.0005905i,-0.00069134-0.00024116i,-8.9787e-05+0.00043693i,0.0004013+0.0002659i,0.00015272+0.00032594i,-0.00054303+0.00029594i,-0.00060139-0.0010817i,-0.00081504-0.0014231i,-0.0012557-0.0012326i,-0.00061615-0.0012592i,3.2509e-05-0.00066148i,0.00012737-0.00046239i
0.0027685-0.0013688i,0.00196-0.0013816i,0.0020549-0.0024711i,0.0011995-0.0024836i,-0.0008192-0.0019387i,-0.0015668-0.0012613i,-0.00037168-0.00067029i,0.00011586-0.00080197i,-0.00010984-0.000693i,-0.00072423+0.00015549i,-0.0013015+0.00050877i,-0.0010716+0.00051736i,-0.00042344+0.00099749i,0.00039008+0.0011821i,0.00088774+0.00051068i,0.00044993+6.6075e-05i,-8.736e-06-0.00077343i,0.00011693-0.0017475i,-0.00037531-0.0015745i,-0.00038147-0.0012289i,0.0002513-0.00097171i,0.00048-0.00023867i,0.0011048+0.00022989i
-0.0022518+0.000165i,-0.0017248+0.0012265i,-0.00012864+0.0021205i,0.00019456+0.0025633i,-0.0002151+0.0023358i,0.00076838+0.0013475i,0.00081285+4.3148e-05i,-0.00042117-0.0002281i,-0.0010759+7.9902e-05i,-0.00084681-9.7066e-05i,-0.00064153+9.2992e-05i,-0.00042393+0.00029121i,-0.00037706-6.7784e-05i,0.00020548-0.00078456i,0.00061704-0.00071834i,0.00042121-5.6076e-05i,0.0002861+0.00014576i,5.4031e-05-0.00027481i,-0.00099771-0.00047361i,-0.0018004+0.00044046i,-0.0016034+0.00090453i,-0.0016998+0.00065356i,-0.0017916+0.00015517i
-6.7666e-05+4.4089e-05i,-0.0010484+0.00071223i,-0.0016287+0.001413i,-0.0015905+0.0012345i,-0.00080133+0.00077439i,-0.00024239+0.00014438i,-0.00013437-0.00033098i,0.00025997-0.00017927i,9.9831e-06+0.00048034i,-0.00096838+0.00045525i,-0.00040938+0.00038091i,0.0005786+0.00067547i,0.0011627+0.00028373i,0.0014168-0.00065613i,0.0014912-0.00092055i,0.00022838-0.00041524i,-0.00080168+5.7695e-05i,-0.00086755-0.00082229i,-0.00056098-0.0017152i,0.00027939-0.00076629i,0.00036273+0.00020835i,-0.0001309+0.00054468i,6.9494e-05+0.00051765i
0.00017078-0.00032776i,-0.00047365+2.9371e-06i,-0.0020961+0.00021784i,-0.002538-0.00026253i,-0.00083265-0.00011726i,0.00055576-8.0954e-05i,7.621e-05-0.0014044i,-0.00081462-0.0014003i,-0.0012609-0.00074002i,-0.00071165-0.00029515i,0.00024652-0.00016782i,0.00055409+7.7936e-05i,0.00056507-0.00022674i,0.00022215-0.00074381i,0.00053475-0.00086063i,0.00077633-0.0011176i,0.00019381-0.001364i,-0.00047354-0.00075329i,-0.00083408-0.00029389i,-0.0013368-8.1457e-05i,-0.001096-0.00015223i,-4.4021e-05+0.00026082i,0.00037706+0.00090646i
