-0.0033089+0.00055602i,-0.0034137-0.00022382i,-0.0042453-0.0010592i,-0.0027784-0.0014774i,-0.0014572-0.00093005i,-0.0010198+0.00010307i,1.2993e-05+0.0010202i,0.00084384+0.0010354i,0.00083916+0.0012439i,0.00048663+0.0013863i,0.00056364+0.00025276i,0.00026439-0.00062394i,-0.0003338-7.1806e-05i,-0.00053061+0.00053515i,-0.00013832+0.00013783i,9.4533e-05-9.582e-05i,-0.00036567+0.00011816i,0.00032916+0.00059119i,0.00093059+0.0012057i,0.00042721+0.0010629i,-2.0474e-06+0.00032455i,-0.00026181-0.00036799i,-0.00048288-6.4798e-05i
0.0011611-0.00066553i,0.0012851-0.00093716i,0.0013466-0.0011454i,0.0021927-0.0010859i,0.0026049-0.0016546i,0.0016035-0.0015668i,0.0007136-0.0010534i,0.00024659-0.0014393i,-0.00038899-0.0011079i,-0.00092423-0.00050491i,-0.0011084-0.00072406i,-0.00070566-0.00061582i,-0.00023763-0.00054483i,-0.00078535-0.0011396i,-0.00097893-0.001454i,-0.00018143-0.00044007i,-0.00032091+0.00045993i,-0.00052542+0.00085605i,9.7512e-05+0.00022357i,0.00035342-0.0002758i,0.0010547-0.00028395i,0.00089353-0.00091413i,0.00023526-0.0019361i
-0.0018965-0.0014173i,-0.0019259-0.0011159i,-0.0016447-0.00097152i,-0.0012621-0.0016122i,-0.00069802-0.0011263i,-0.00040666-0.00055192i,0.0003484-0.0012287i,0.00037843-0.0014366i,-0.00060939-0.00094273i,-0.00095156-4.9275e-05i,-0.00048966+0.00066386i,-0.00032312+0.00067427i,-5.6059e-05+2.8317e-05i,-0.00014348-0.00015601i,-0.0012789+0.0002989i,-0.0011682+0.00019587i,-3.8484e-05-5.2511e-05i,0.0010121+1.9297e-05i,0.0011371+0.00024667i,0.00025941+9.1703e-05i,-0.0002956-0.00053968i,9.92e-05-0.00035688i,0.00021788+0.00018539i
0.0010842+0.00061918i,0.0017917+0.0016667i,0.0019422+0.0017624i,0.00098668+0.0011872i,0.00021204+0.00036112i,-0.00060122-1.1509e-05i,-0.00080387+3.618e-05i,-0.00033071+0.00028135i,0.00023542+0.00075845i,0.00053234+0.0015374i,0.00017843+0.00075605i,0.00019257-0.00028552i,8.1155e-05+4.5831e-05i,-0.00017443+0.00052651i,-0.00020178-2.5227e-05i,-0.00037723-0.00058512i,-0.00041254-0.00081102i,-0.00052644-0.00022217i,-0.00029201+0.0006668i,0.00014601+0.00073796i,2.257e-06+0.00025817i,-0.0003295-0.00069696i,-0.00031433-0.00053127i
2.6539e-05+0.001127i,0.0012578+0.0012991i,0.0022318+0.001342i,0.002689+0.00029651i,0.0025629-0.0010124i,0.0011644-0.00069491i,0.00027425-0.00034882i,0.00066193-0.00026844i,0.00050111+0.00032098i,0.00054843+0.00019288i,0.0001823-0.00025839i,0.00011622-0.00026877i,0.00074461-0.00060133i,0.00065135-0.00040972i,0.00034047-0.00013594i,-0.00019079-0.00050789i,-0.00058409-0.00076298i,9.3757e-05+0.00016898i,0.00057414+0.0012566i,0.00013289+0.0011506i,-0.000271+0.00047007i,-0.00032118+0.00067874i,-0.00016565+0.00068528i
-0.00094102+0.00068515i,-0.0020114+0.00034244i,-0.0020719+0.00028632i,-0.0009324+0.00055404i,-0.00036223+0.00043553i,-4.8825e-05+0.00044933i,0.00014754-0.00049753i,2.8353e-06-0.0014526i,-0.0002909-0.0011312i,-7.6711e-05-0.00062545i,0.00021935-0.00073645i,0.00055992-0.0008861i,0.00034364+0.00021803i,-0.0004194+0.00038316i,-0.00046006+7.1609e-05i,0.00017237+0.00031771i,8.5235e-05-0.0004169i,-0.00029748-0.00088104i,-0.00057851-0.00017933i,-0.00067998+0.00090951i,-0.00046337+0.0012758i,-0.00036035+0.00025011i,-0.00074948-0.00039706i
-0.00044554-0.00063698i,-0.00076668-0.00025996i,-0.0013036-0.00019625i,-3.9452e-05-0.0010361i,0.00091187-0.00025739i,0.00074821+0.001334i,0.0006759+0.00014686i,0.00020743-0.00094106i,9.0493e-05-0.00073113i,0.00036464-0.00027504i,-0.00062961-0.0003884i,-0.0014543-0.00028806i,-0.0011608+0.00027253i,-0.00085261+0.00063509i,-0.0006409+0.0010075i,-1.2939e-05+0.0010909i,0.00025374+0.0010865i,0.00033964+0.00073615i,0.00064641-8.0732e-05i,0.00010022-0.00029673i,-0.00024706-0.00033538i,0.00020301+0.00013328i,0.00065159+0.00072998i
0.0012838-0.0005917i,0.0010086-0.00048044i,0.00075283-0.00097208i,0.00010705-0.00069994i,-0.0005565+7.1178e-05i,-0.00013527-0.00018325i,0.00041105+6.4456e-05i,-4.216e-05-0.00054918i,-0.00027779-0.0010276i,-0.00052776-0.0004574i,-0.0010223-0.0010457i,-0.00083791-0.00088066i,-0.0006556+0.00039548i,-0.000294+0.00087429i,0.0004683+0.00098431i,0.00047184+0.00069189i,0.00024019-2.881e-05i,0.00037905-8.4085e-07i,-0.00024051+0.00013515i,5.4704e-06-0.00043092i,0.00050858-0.0002817i,-3.0363e-05-0.00030861i,3.7723e-05-0.00033413i
0.0018473-0.00072051i,0.002234-0.0018569i,0.0026476-0.0030375i,0.0012026-0.0020355i,-8.6597e-05-0.0018072i,0.00060466-0.0019457i,0.0011411-0.0011995i,0.00020002-0.000451i,-0.00028988-5.5262e-05i,-0.00095655-0.00026802i,-0.0016292-0.00035629i,-0.0013778-7.9772e-05i,-0.00081282+6.8372e-06i,-0.00048647+0.00011448i,-0.00021366-5.1964e-05i,0.00016659+6.8459e-05i,7.7651e-05+0.0007105i,-0.001054+0.00077549i,-0.0017061+0.00029454i,-0.00025294+3.7627e-05i,0.00054331-0.00024636i,-0.00010797-0.00034972i,-0.0004174+0.00012895i
-0.00064356+0.00068373i,-0.00041094+0.00086877i,-0.00079611+0.00060302i,-0.00029116+1.8212e-05i,0.00049578-0.00023017i,0.00028658-0.0008264i,-0.00084621-0.0010034i,-0.00095713-0.00077336i,-0.0012812+0.00014096i,-0.0015167+0.00088575i,-0.00074092+0.00050419i,-0.0003996-0.00034207i,-0.00036749-0.00080093i,4.0997e-05-0.00073144i,5.8825e-05-0.00062057i,-0.00028022-0.00105i,-0.00013842-0.00083018i,0.00023318-0.00079078i,0.00027265-0.00098122i,-0.00076666-0.00013952i,-0.001034+0.0009604i,-0.00088566+0.0012451i,-0.00080858+0.00089175i
-0.00033912+0.00153i,0.00092024+0.00090706i,0.0023352+0.001324i,0.0033758+0.001399i,0.0030034+0.00040044i,0.00094155-0.00017527i,0.00045787+0.0001452i,5.811e-05+0.00016908i,-0.0009394+0.00050812i,-0.00093991+0.00054802i,-6.433e-05+0.00058064i,0.00062027+0.00080922i,0.00022375+0.00074335i,0.00030097-0.00012172i,0.00069671-0.00059486i,0.00022593-0.00039676i,-6.3867e-05+0.00021772i,0.00046253+0.00090817i,9.8649e-05+0.00084512i,-0.000349+0.00015034i,-0.00010429-0.00050612i,-0.00027663-0.00084822i,-4.3429e-05-0.00070797i
0.00091224+0.0015203i,0.0026023+0.0018181i,0.0025099+0.0011428i,0.0023137-0.00027633i,0.0021229-0.00074677i,0.0015385-0.000385i,0.0010351-0.00018401i,0.00094062-0.00058748i,0.00099252+0.00016717i,0.0011794+0.00015003i,0.0011053-8.1023e-05i,0.000398-0.00024818i,-0.00011225-0.00076557i,-8.0512e-05-0.00047324i,5.173e-05+0.00012282i,-0.00036826+0.00056805i,-0.00022536+0.00031053i,0.00010303+0.00031069i,0.00026764+0.00078666i,0.00022294+0.00026368i,0.00058794-2.3844e-08i,0.00034053+0.00021631i,2.1724e-05-0.00063356i
0.0022519-0.0018156i,0.0017269-0.0016555i,0.0017152-0.001653i,0.00066004-0.0021032i,-0.0004781-0.0013013i,-0.00061277-0.00016817i,-0.00018362-0.00099896i,0.00037273-0.0010372i,0.0003074+0.00022345i,0.00033595+0.0004987i,0.00011609-0.00042044i,-0.0010535-0.0015028i,-0.0010669-0.0013823i,0.00018237-0.00061236i,0.00021702-0.00013102i,-0.00060179+0.00014407i,-0.00075772+0.00024115i,6.0522e-05-0.00018032i,0.001078-0.00031746i,0.0007078-0.00020685i,-0.00011883-0.00032842i,0.00026834-0.00021118i,0.00085423+0.00024332i
-0.001716+0.0016837i,-0.00033364+0.0014869i,-1.2856e-05+0.0017851i,0.00011674+0.0015656i,0.00017754+0.00045273i,0.0003114-0.0013322i,0.00043783-0.001455i,-0.00015036-0.00099171i,-0.00078161-0.00048559i,-0.00033274-0.0003655i,2.0326e-06-9.5119e-05i,-0.00025626+0.00015392i,-0.00058917+8.9773e-05i,-0.00046403+0.00083626i,-0.00013278+0.00068259i,-0.00027116-0.00037784i,-7.1985e-05-0.0013261i,-3.373e-06-0.0015881i,-0.00021408-0.0011484i,0.00030634-0.00090612i,0.00098566-0.0010332i,0.00066927-0.00083057i,-0.00017781-0.00022114i
-0.00088302+2.2279e-05i,-5.2216e-06-0.00047675i,-0.00050459-0.00087425i,-0.00027056-0.0008729i,-1.0977e-05-0.000515i,-0.00037803-2.2776e-05i,-0.00033119-0.00017706i,-1.6711e-05-0.0011527i,-5.0429e-05-0.0012292i,-0.00086436-0.00074101i,-0.0013961-0.00081311i,-0.0011013-0.0010119i,-0.00073-0.00053599i,-0.0008513+0.00021427i,-0.00088411+0.00042299i,-0.00066992-0.00033561i,-0.00031577-0.00092742i,-0.00015423-0.0004992i,-0.00043723-0.00093034i,-0.00068887-0.0014338i,-5.1486e-05-0.0012342i,0.0001653-0.001145i,4.5903e-05-0.00057959i
-0.0026429+1.3907e-05i,-0.0026803+0.00089136i,-0.0021037+0.0012768i,-0.00057534+0.0014209i,0.00068969+0.001543i,0.0016465+0.00044258i,0.0012728-0.0011854i,-4.8628e-05-0.0015978i,-0.0010077-0.00061298i,-0.0010527-0.00043957i,-0.0016329-0.00013769i,-0.0019613+3.4126e-06i,-0.00087355-0.00021893i,-8.4663e-05+3.3184e-05i,0.00069259+0.00018834i,0.00080734-3.0993e-05i,0.00095842+0.0002235i,0.00028045+0.00037873i,-0.0012535+5.2058e-05i,-0.0017854+0.0001331i,-0.0014179+0.00058118i,-0.0012433+0.00043858i,-0.0011746+0.00025939i
-0.0013859+0.00038297i,-0.00073148+0.00097364i,-0.00070994+0.0020409i,-0.0006947+0.0017712i,9.0736e-05+0.0011421i,0.00059958+0.00086339i,1.9521e-05-0.00038323i,-0.0012085-0.0021122i,-0.0013712-0.0014584i,-0.0012052+0.000263i,-0.000565+0.00094205i,-0.00012564+0.0016258i,0.00037544+0.0016911i,0.0010176+0.0006692i,0.00048014-0.00020929i,-9.5424e-05-0.00060874i,0.00025713-0.000574i,-0.00042438-0.0002654i,-0.00090622+3.2046e-05i,-0.00042002+0.00024634i,-0.00034195+0.00058269i,-0.00037047+0.00062414i,-0.00025467-1.2055e-05i
-0.00013654+0.00081828i,0.0012635+0.00025961i,0.0021356-0.00033264i,0.0022968-0.0011614i,0.0021728-0.00071796i,0.0017173-0.00061501i,0.00088943-0.0017398i,0.00093755-0.0017803i,0.00026826-0.00069794i,-0.00055557+0.00017972i,-0.00037202+0.00027581i,-5.1833e-05-7.9054e-05i,0.00035869+0.00029788i,0.00022823+0.001056i,-0.00036386+0.0012356i,-0.00074331+0.00041175i,-0.00072576+6.5431e-06i,-0.00038942+0.00013572i,0.00056321+0.00067128i,0.0012458+0.0013447i,0.00072998+0.00065304i,-0.00034717+7.5579e-05i,-0.00025886-0.00040332i
0.00031111-0.00010841i,0.0011294-5.4907e-06i,0.0015555+0.0003575i,0.0018187-0.00014763i,0.0013386-0.00087192i,0.00062329-0.00097974i,2.5084e-05-0.00072684i,-0.00044141-0.00062693i,-0.00011404-0.00033392i,0.00072673-0.00075127i,0.001258-0.0012714i,0.00058963-0.00087851i,0.0006105+2.0059e-05i,0.00024464+0.00025917i,-0.00019398-0.00064897i,0.00019644-0.00059774i,-0.00012106+0.00066106i,-0.00027638+0.00062381i,0.00068135-9.3731e-06i,0.0010747-0.00045516i,0.00073408-0.0011227i,0.00065096-0.0012574i,-0.00018085-0.00043949i
-3.9103e-05-0.0015894i,-0.00069373-0.0025241i,-0.0015325-0.0031115i,-0.0011168-0.0019588i,-7.1006e-05-0.00042494i,-4.5543e-05-0.00010788i,-0.00018534+7.1564e-05i,-0.0004675-4.3354e-05i,-0.0012049-5.3837e-05i,-0.00068348-0.0003486i,0.00025505-0.0010656i,0.00017339-0.0010331i,-0.00019192-0.00099353i,-0.0004163-0.0014088i,-1.8583e-05-0.0011075i,0.00013356-0.00078695i,-8.6261e-05-0.00091957i,0.00016429-0.00082196i,0.00034386-0.00099843i,0.00050522-0.00086241i,0.0004114-0.0005383i,-0.00014088-0.00017794i,-0.00028584-0.00076186i
-0.0015892+0.0006223i,-0.00078972+0.0016519i,0.00028771+0.001635i,2.7418e-06+0.00090977i,-0.0006222+0.00059086i,-0.00037511-7.4942e-06i,-0.001132-0.00010842i,-0.001429+0.00017086i,-0.00037676+0.00063357i,-0.00058717+0.00050414i,-0.0012607-0.00067936i,-0.00082333-0.00094796i,-0.0002174+3.2899e-05i,0.00092351+0.00026797i,0.0010359-0.00018079i,0.00010403-0.00030641i,6.3985e-05-0.0010013i,0.00028192-0.0011341i,0.00022331-0.00054874i,0.00054365-0.00053313i,7.4958e-05-7.6836e-05i,-0.00061044+0.00051575i,-0.00067044+0.0006101i
0.00019088+0.00076662i,-0.00020231+0.0011294i,0.00062375-0.00016134i,0.0021733-0.00067004i,0.0024489-0.00034453i,0.0015118+0.00051919i,0.0012769+0.00027967i,0.0013015-0.00012109i,0.00044145+6.3918e-05i,0.00046119+0.0001093i,0.00025979-0.00033867i,-0.00040309-0.00033693i,-0.0003944+0.00023502i,-0.00012484-0.00022987i,4.354e-05-0.0011377i,0.00022835-0.0012871i,0.00036136-0.00068465i,0.00012444-0.00031412i,-0.0001964-0.0005275i,-0.00026036-0.00045582i,-0.00027142-0.00047659i,-0.00047584-0.00024629i,-0.00018601+0.00051892i
0.0019879+0.0019647i,0.0020838+0.0014847i,0.0019701-0.00031935i,0.00065202-0.0015779i,0.00034088-0.0017966i,0.00055098-0.001036i,0.00043464-0.0010848i,0.00076036-0.0011647i,0.00089816-0.00050958i,0.001011-0.00043757i,0.00052752+3.9385e-05i,-0.00072982+0.00095422i,-0.0012236-8.8761e-05i,-0.00099016-0.0011682i,-0.00096251-0.00048801i,-0.00069929+3.7727e-06i,-0.00040274-2.5831e-05i,-0.00037106-0.00031578i,-0.00022362-0.00016251i,-2.2352e-06-8.4491e-05i,0.00027361-0.00027137i,0.00036661-0.00016413i,6.0605e-05-0.00043126i
0.0019855+0.0053546i,0.0016997+0.0055354i,0.0026783+0.0044164i,0.0037544+0.0023079i,0.0030869+0.00070279i,0.0010442-0.0011325i,0.00031067-0.0019025i,0.00064445-0.0011696i,0.0012108-0.00054388i,0.00195+7.8544e-05i,0.0016199+9.3447e-05i,0.0007924-0.00027791i,0.00085019-0.00060493i,0.00037691-0.00090426i,9.1198e-05-0.00095485i,0.0002767-0.00031532i,-0.00025296+0.0008894i,-0.001084+0.0015175i,-0.00074431+0.0013429i,-5.6915e-05+0.00087794i,9.5363e-05+0.0002581i,0.00025513-0.0004024i,3.9819e-05-0.00085483i
0.0021566+0.002446i,0.0033146+0.0025307i,0.004433+0.0024383i,0.0039719+0.0011668i,0.0028636-0.00021846i,0.001778-0.001149i,0.00013034-0.0011599i,0.00038906-0.00099748i,0.00080047-0.0012957i,0.00042528-0.00099089i,0.00049263-0.00093944i,0.00057184-0.0011261i,-0.00037441-0.0008455i,-0.0010331-0.00073996i,-7.4304e-06-0.00095142i,0.0012956-0.00041746i,0.0016063+0.0001314i,0.0010044+0.00035539i,0.0002618+0.00051991i,0.00042844+0.00010328i,0.00089233+2.9311e-05i,0.0002272+0.00011682i,-0.0002851-7.498e-05i
-0.00023148+0.0021902i,0.00024899+0.0024623i,0.0014188+0.0015244i,0.0020478+0.0004109i,0.0024687+0.00027818i,0.0023324-5.5728e-06i,0.0013843-0.00075377i,0.0003394-0.0011823i,-0.00016023-0.0012177i,-0.00064767-0.00058338i,-0.00079522-0.0005321i,-0.00082495-0.00049369i,-0.00095608-0.00019742i,-0.00033814-0.00038245i,0.0001526-0.00036493i,0.0010752-1.8154e-06i,0.0013178-0.00026881i,0.00041725-0.00066137i,1.9488e-05-0.00062941i,0.00086952-0.00066911i,0.0011981-0.00061284i,0.000353-0.00026826i,-0.00022376+2.4635e-06i
-0.001006-0.0017866i,-0.0016687-0.0023538i,-0.0014015-0.0030498i,-0.00090977-0.001555i,-0.00065039-0.001017i,0.00026959-0.00096466i,0.00057935-0.00053604i,-0.00043828-0.00075309i,-0.001767-0.00046249i,-0.0022929-0.00031134i,-0.002015-0.00029968i,-0.0016717+0.00018765i,-0.0007869+0.0005576i,0.00034242+0.00050149i,0.00040405-0.00033139i,0.00013794-0.00066708i,8.6516e-05-0.00081193i,2.1512e-05-0.0012576i,-5.8849e-06-0.0013055i,0.00022582-0.0010862i,-0.00010331-0.00047492i,-0.00035039+0.00059293i,-0.00086768+0.00026106i
0.0012583+0.0014013i,0.0026354+0.0017424i,0.003508+0.0015571i,0.0031859+0.0006716i,0.0012116-0.00047102i,-0.00064386-0.001342i,-0.00084654-0.00054205i,-0.00032247+0.00030726i,-0.00023528+0.00051082i,-0.00055581+0.0007731i,-0.00071359+0.00072265i,-0.00043599+0.00022635i,0.00038834-0.0004365i,0.00063219-0.00069019i,0.00012246-0.00025711i,-0.00028657-0.00025419i,9.2312e-05-0.00057241i,0.00018473-0.00082534i,-0.00022343-0.00084138i,-0.0011338-0.00049023i,-0.00098672-0.00043641i,0.00018522-0.00034037i,0.00047717-0.00019475i
0.0014689-0.0027663i,0.0014578-0.0029028i,0.0009122-0.0024741i,0.00068775-0.00094992i,0.00034936+8.4951e-05i,0.00014416+0.00074287i,0.0002705+0.00055291i,0.00040527+0.00010069i,0.00092615+0.00070937i,0.00092012+0.0014244i,0.00019123+0.0010589i,-0.00021055+0.00051061i,3.42e-05+0.00013701i,0.00074683-0.00036356i,0.00035086-0.00074992i,-0.0008359-0.00016309i,-0.0015078+0.00071475i,-0.0017636+0.00020326i,-0.0013209-0.00027053i,-0.00068418+1.8483e-05i,-0.00031394+0.00021086i,-0.00029745+0.00035293i,-0.0012007-7.0574e-05i
0.0018524+0.00085273i,0.0024356+0.0006499i,0.0023422-0.0003668i,0.0023701-0.0010581i,0.0012523-0.0018245i,-0.00033272-0.0014683i,-0.00012714-0.00093202i,0.00087809-0.00079457i,0.0011496-8.8169e-06i,0.001209+0.00062179i,0.0001779+0.00032009i,-0.00022398-0.00029171i,0.00054898-0.0010001i,0.00029148-0.0014795i,-0.0011044-0.001221i,-0.0013185-9.9763e-05i,-0.00011366+0.00054259i,0.00016709+0.0010344i,-0.00041023+0.0010111i,0.00011141+0.0004322i,0.00045165+7.2893e-06i,-1.0876e-05-5.7567e-05i,-0.00028373+7.7479e-05i
0.00012187+0.0010341i,0.00035148+0.0018631i,0.00080721+0.0022799i,-8.6035e-05+0.001706i,-0.00029137+0.00045343i,0.00021748-0.00014709i,0.00026695+0.00047388i,0.00017721+0.00058329i,0.00018921+0.00023289i,0.001117-0.00048503i,0.0018796-0.0012614i,0.0014879-0.0012463i,0.00083312-0.0012396i,0.00018007-0.00087736i,-0.00070291-0.00021412i,-0.00037316-1.7705e-05i,0.00093205-0.00016684i,0.00085806+0.00010249i,0.00078706+0.00059528i,0.00072566+0.00030999i,0.00020538-0.00019107i,1.9106e-05-0.00050526i,-0.00043643-0.00028143i
0.00032556+0.0015816i,0.00068332+0.0022034i,0.0014547+0.0028146i,0.0025201+0.0012295i,0.0036284-0.00055047i,0.0037472-0.00066932i,0.0027146-0.00050889i,0.0015764-0.0010778i,0.0016443-0.0020515i,0.0021548-0.0029286i,0.0017397-0.0026351i,0.0012548-0.000887i,-3.2177e-05-0.00083436i,-0.0010773-0.0010061i,-0.00053752-9.3316e-05i,0.00055987+0.00036241i,0.00089727+5.5016e-05i,0.0013839-0.00030419i,0.001367-0.00020633i,1.462e-05-1.9374e-05i,-0.00032573-0.00022298i,9.6827e-05-0.00013082i,-0.00038296+0.00014701i
-0.00077498+0.00077571i,-0.00042432+0.0014286i,0.0006741+0.0010402i,0.0014391+0.0012411i,0.0014627+0.0010599i,0.0015969-0.00079736i,0.0013372-0.0020114i,0.00059384-0.0023109i,-0.00026631-0.0019278i,-0.0008806-0.001858i,-0.00052072-0.0020994i,-0.00023826-0.0015493i,-0.00025173+0.00024378i,-0.00024679+0.0010688i,-1.6124e-07+0.00045142i,0.00064917+0.00014661i,0.00020152-3.8417e-05i,-0.00049142-0.0001464i,0.00023244+0.0001913i,0.00074774+0.00030908i,0.00032324+5.7415e-05i,-0.00027513-0.00044988i,-0.0012373-0.00095592i
0.00016225-2.9978e-05i,0.00026626-0.00040161i,0.00052087+0.00051302i,0.00073873+0.00081942i,0.00025549+0.00044311i,-0.0010398+0.00040294i,-0.0011076+7.1578e-05i,-0.0010506-0.00068822i,-0.0022925-0.00024322i,-0.0028167+0.00045882i,-0.0022325+0.00049121i,-0.0017072+0.00060049i,-0.0010257+0.00093977i,-0.00034858+0.0011341i,0.00013567+0.00097698i,0.0001415+0.00019598i,1.0594e-05-0.00016707i,-0.0008389-2.7967e-05i,-0.00048556+0.0003353i,0.00022725+0.00023713i,-0.00023102-5.4572e-05i,-0.00099583-0.00048446i,-0.00092368-0.00057396i
0.00060487-0.00060686i,0.0015811-0.00034242i,0.0019835-0.00095438i,0.0016612-0.00085584i,0.0014733-0.00063906i,0.000477-0.00099595i,-0.00052019-0.00085105i,-0.0012248-0.00078259i,-0.00093398-0.0004794i,-0.0011296+0.00053828i,-0.0021239+0.0010618i,-0.0017923+0.001011i,-0.00011383+0.00052376i,0.00097435-0.00054735i,0.00087708-0.0010466i,0.00046138-0.00046551i,-0.00043291-0.00074834i,-0.00097957-0.00081141i,-9.7812e-05-0.00028395i,0.0011123+1.7838e-05i,0.0008197+5.7633e-05i,-3.2445e-05+0.00055248i,-0.00032351+0.000264i
0.0017806-0.00095105i,0.001668-0.00094807i,0.0029283-0.0014354i,0.0034822-0.0018294i,0.001935-0.0016367i,0.00014512-0.00086509i,-0.00016099-0.00095258i,0.00056819-0.0010629i,0.00051502+0.00042811i,8.2449e-06+0.0015283i,-4.2666e-05+0.0023245i,0.00098097+0.0020893i,0.0015784+0.0003515i,0.0011483-0.0005179i,0.00046767-0.00041243i,0.00012281-0.00054231i,0.00019133+2.4885e-05i,0.00010765+0.00052288i,0.00035254+0.00030708i,0.00020199+0.00052546i,0.00017339+0.00077744i,0.00024043+0.00034329i,0.00027853-0.00029607i
0.00085193-0.00090239i,-0.00027646-0.0010482i,0.00033033-0.0012699i,0.00024852-0.0017628i,0.00031418-0.001496i,0.0008143-0.00087512i,-0.00023208-0.00095366i,-0.00073421-0.00073132i,-0.00018532-8.8161e-05i,0.00082281+0.00044311i,0.0018793+0.00096566i,0.0016258+0.00056948i,0.00085984-0.0010593i,0.00052116-0.0019127i,-0.00054773-0.001678i,-0.0013813-0.00045552i,-0.00078238+0.00039511i,0.00067458+0.00045825i,0.00066053+0.00015566i,0.00027023-9.0273e-05i,-0.00022327-0.00013387i,-0.00087936-0.0007866i,-0.00091713-0.00115i
0.0030958-0.00033509i,0.0040995+0.00042115i,0.0044178+0.00098728i,0.0026009+0.00051391i,0.00058791-0.00052034i,-0.00032646-0.00078577i,0.00033541-0.00010115i,0.00055253+0.00033129i,0.00062364+0.00045542i,0.001675-0.00046403i,0.0013605-0.0012506i,0.0004786-0.0014624i,-0.00018074-0.0014625i,-0.0015083-0.0013643i,-0.0014675-0.00087401i,-0.0009121+0.000589i,-0.0001553+0.00098327i,0.00093555+0.00030082i,0.00113+0.00034283i,0.0010211+0.00012428i,0.00038483-0.00010781i,-9.798e-05-0.00059027i,0.00064097-0.00070745i
0.00027565+0.00027646i,0.001061+0.00070473i,0.0024393+0.00031949i,0.0018102+0.00072121i,0.0011055+0.0012717i,0.00087333+0.00039597i,0.00035022-0.00025012i,0.00082574-0.00058401i,0.00036858-0.00084334i,-0.00036717-0.0021217i,-0.00093521-0.0027523i,-0.0018462-0.0022197i,-0.0017819-0.0014563i,-0.0020559-0.0002718i,-0.0019981+0.00031231i,-0.0008518-6.3653e-06i,2.812e-05+4.7957e-05i,5.5096e-05+0.00012519i,-0.00040708-0.00033119i,-0.00046432-0.0011933i,4.3971e-05-0.0012086i,-0.00011585-1.788e-05i,-0.00036443+0.00067242i
-0.00024326-0.0029377i,-0.0013217-0.0032692i,-0.00062843-0.0040251i,0.00059383-0.0029099i,0.0009615-0.0009158i,2.8814e-05+0.00049288i,-0.00095764-0.00013672i,-2.9126e-06-0.0015241i,0.00063772-0.0022834i,-0.00071678-0.002623i,-0.0022426-0.0024067i,-0.0031678-0.0012243i,-0.0027044-0.00049521i,-0.0013056+0.00033601i,-0.00035722+0.00088882i,0.00056266+0.00030469i,0.00057823-8.1585e-05i,-0.00041858-0.00033233i,-0.00081807-0.00063093i,-0.00059897-0.00059793i,-0.00010139-0.00065419i,0.00034018-0.00084652i,-3.4135e-05-0.00035614i
0.00042798-0.0027321i,-0.00084315-0.0028148i,-0.00053564-0.002823i,-0.00010567-0.0014553i,-0.00017019-0.0010569i,0.00026383-0.0004129i,0.00059615-0.00033457i,-5.9461e-05-0.0011433i,-0.00087884-0.0016322i,-0.0017901-0.0017234i,-0.0022717-0.00065722i,-0.0021238+0.00074873i,-0.0005316+0.0016431i,0.00041708+0.001985i,-0.00023633+0.0012197i,-0.00025049-0.00013722i,0.00023485-0.0012402i,0.00060833-0.0012365i,0.00030053-0.00077092i,6.5707e-05-0.0007012i,-8.5427e-05-0.00049763i,-0.0006194-0.00016977i,-0.0006741-0.00012966i
0.0016841-0.00084381i,0.0014286-0.0022866i,0.001971-0.0028178i,0.0018107-0.0028484i,0.00049834-0.0021463i,0.00021473-0.00093862i,0.00050315-0.001309i,0.0002657-0.0020493i,-0.00037815-0.0014931i,-0.00081618-0.0004371i,-0.0012547+0.00099408i,-0.0011866+0.0014106i,-5.5075e-05+0.0010801i,0.00061392+0.0010926i,0.00066929+0.00071018i,0.00029617+0.00012582i,-9.4184e-05+0.00028255i,-0.0003813+0.0010447i,-0.00025605+0.0009156i,-0.00019871+0.00054732i,-0.00071878+0.00043452i,-0.00068467+0.00029259i,-0.00023954+5.9594e-05i
-0.00041759+6.7278e-05i,0.00014287+0.00026332i,0.0011719+0.00058805i,0.0011809-6.1435e-05i,0.00090945-0.00084496i,0.0010707-0.0011046i,0.0012889-0.0012162i,0.0013035-0.0013522i,1.9972e-05-0.0013082i,-0.00048607+0.00023634i,0.0001041+0.0016254i,7.6355e-05+0.0014658i,0.00025414+0.00068391i,0.00056754-0.00041079i,5.108e-05-0.00090245i,-0.00090143-0.00074056i,-0.0010817-0.00047853i,-0.00028326+0.00042816i,0.00014036+0.0006205i,-0.00049784+0.00018984i,-2.0358e-05-0.00019506i,0.00051135-0.00060334i,3.9738e-05-0.0005997i
0.0030205-0.00055161i,0.0028713+7.573e-05i,0.0032581-0.0012962i,0.0027032-0.0027741i,0.0011797-0.0019166i,-0.00030895-0.00014011i,-0.00090867-5.0429e-05i,-0.0010537-0.00056857i,-0.00051059-0.00071032i,0.00036707-0.00019515i,0.0010726+7.3664e-06i,0.0012127-0.0010654i,0.00087185-0.0014786i,0.00038369-0.0010145i,-0.00025556-0.0007952i,-0.00033298-0.00045876i,-0.00010172+0.00025282i,-0.00016311+0.00090174i,-0.00017226+0.00025836i,-7.5708e-05-0.0011224i,0.00029835-0.0015936i,0.00055454-0.0012858i,0.00014878-0.00055671i
