-0.0019991-1.2307e-06i,-0.0022339-0.00068244i,-0.0020075-0.00053819i,-0.0018687-0.00056446i,-0.0022625+8.8745e-05i,-0.0023911+0.0013181i,-0.0019287+0.0015196i,-0.00060801+0.0017647i,0.0010803+0.0018426i,0.001106+0.0014841i,0.00061965+0.00073791i,0.00083242-3.5517e-05i,0.00040137+0.00012719i,-0.00019983+0.00055301i,-0.00065574+0.0010163i,-0.0008531+0.0009658i,-0.00092385+0.00029112i,-0.00032393-0.00036942i,0.0008162-0.00028507i,0.0016999-0.00021511i,0.0011476-0.00074821i,0.00047089-0.0010552i,-6.2458e-05-0.00044397i
-0.00010968-0.0011922i,9.918e-06-0.0013536i,0.0001452-0.0021928i,0.00039085-0.0024159i,0.00069252-0.0011685i,0.00012558+4.9865e-05i,-0.00073582-2.5577e-06i,-0.0011594-0.00014211i,-0.0017692+0.00024204i,-0.0013361+0.00057035i,0.00021212+0.00048923i,0.0015075-0.0003521i,0.0010378-0.00087207i,-0.00035723+0.00035979i,-0.00069285+0.0012102i,-0.00081574+0.0015411i,-0.00085973+0.0015643i,-0.00044591+0.0010433i,-0.00035538+0.00096143i,-0.00069567+0.0011962i,-0.0013547+0.00054561i,-0.00060143-0.0006728i,0.00034818-0.00081698i
0.0023151+0.00075661i,0.0032418+0.00064332i,0.0038095-0.00012415i,0.0016518-0.0015438i,0.00012243-0.0017548i,-6.0509e-05-0.00015732i,2.3028e-05+0.00053034i,0.00058972+0.00099218i,0.00043063+0.0011129i,-6.6476e-05+0.00023768i,-5.9877e-05-0.0010535i,-0.00034085-0.0014605i,-0.0011122-0.000827i,-0.0018465+0.00019024i,-0.0017273+0.0012654i,-0.00068029+0.0015325i,0.00065873+0.0014374i,0.0010706+0.0012421i,0.00070587+0.00055113i,0.00059721+0.00032544i,0.00025039-0.00018096i,7.0908e-05-0.00096838i,0.00014628-0.00060543i
0.0010091-0.00035024i,0.0010364+5.8304e-05i,0.0014767-0.00076768i,0.0020516-0.00094852i,0.0014899-0.000687i,0.00040707-0.00057652i,0.00011526+0.00022339i,0.00027106+0.0010125i,0.00092337+0.0005527i,0.0010636-0.00063243i,-0.00022087-0.0018742i,-0.001311-0.0018932i,-0.00073996-0.0010577i,-0.00017803+0.000388i,-0.00015172+0.0014341i,0.00068178+0.0015503i,0.0014785+0.0011297i,0.0012528+0.00017528i,0.0010867-0.00084358i,0.001339-0.0012875i,0.001086-0.00049404i,0.00062785+0.00058957i,0.0004236+0.0013725i
-0.0013261-0.00020878i,-0.0012442-4.0523e-05i,-0.0011695+0.00037292i,-0.0001184+0.00056506i,0.00053658+0.00038559i,0.00041218+0.00013327i,0.00014196+0.0002592i,3.5382e-05+0.00086815i,0.00032628+0.0014591i,-9.945e-05+0.0011401i,-0.0010236+0.00028261i,-0.00096614+0.00032604i,-4.1331e-05+0.00088866i,0.00053148+0.00054539i,0.00099801+0.0004018i,0.0018847+0.00043021i,0.0017965-9.2011e-06i,0.00072613-0.0006263i,0.00058474-0.0001395i,0.00059787+0.00041225i,8.8952e-05+0.00032875i,-0.00022776+0.00013413i,-0.00024192+0.00035794i
-0.0002491+0.0017775i,0.00044017+0.00096012i,0.0011608+0.00066479i,0.0015609+0.001118i,0.00030676+0.0012826i,-0.00077933+0.0015179i,-0.0011312+0.0020973i,-0.00056477+0.0021107i,-0.00018855+0.0020354i,-0.00026778+0.0013531i,-0.00023157+0.0018313i,0.00014333+0.0022374i,0.00039079+0.0017258i,0.00061248+0.0013848i,0.00052021+0.0011382i,0.00028022+0.00045691i,0.00021854+0.0002972i,-9.8725e-05+0.00057151i,-0.00038984+0.00055763i,-0.00066405-9.3471e-05i,-4.5986e-05+0.00041273i,-0.0004432+0.00062255i,-0.001045+4.4296e-05i
-0.00074439-0.00025065i,-0.00066378+0.00021142i,-0.00016944+0.00038695i,0.00091722-0.00046277i,0.0013581-0.00057505i,0.00084883+0.00092072i,5.2457e-05+0.0017775i,0.00034057+0.00089284i,-0.00021056+0.0006978i,-0.00092827+0.0013511i,-0.00035048+0.0020648i,0.00032887+0.0026166i,0.00034386+0.0024314i,-8.309e-05+0.0010886i,-0.00018364-0.00020723i,-0.0003365-0.00056439i,-0.00035834-0.00035223i,0.00036681+0.00061416i,0.00010804+0.00087314i,-0.0011157+0.00051357i,-0.0014477+0.00070694i,-0.0014901+0.00053214i,-0.0017223-0.00053332i
0.0015643-6.5453e-05i,0.0014056-0.00089434i,0.00090976-0.0017492i,0.00024506-0.0010657i,0.00025131-0.001015i,-0.00044523-0.001625i,-0.00066056-0.0017585i,-0.00070711-0.0015984i,-0.00028979-0.00076191i,0.0008004-2.6481e-05i,0.001129-0.00039455i,0.0013141-0.0010766i,0.00062889-0.0016871i,-0.00032602-0.0010258i,-0.00073882+0.00032182i,-4.6725e-05+0.0010034i,0.00084782+0.00164i,0.0012903+0.001544i,0.0013258+0.00071736i,0.00030737-0.00034851i,8.1935e-05-0.0014353i,1.2425e-06-0.0011727i,-0.00016646-0.00069876i
-8.7667e-05+0.0019086i,-0.0013041+0.00058099i,-0.0014421-0.00067312i,-0.00080152-0.0017987i,-2.1394e-05-0.0016456i,-0.00025157-0.0011415i,-0.00030331-0.00079439i,-0.0003552-0.00052155i,-0.0010719-0.0011655i,-0.00034257-0.0023529i,0.00070034-0.0027357i,-0.00015647-0.0022933i,-0.00108-0.00097518i,-0.0012365+0.00011286i,-0.0012274+0.0010135i,0.00029926+0.0023587i,0.0010961+0.0030621i,0.0010849+0.0021698i,0.0010119+0.00091612i,0.00045092-0.00016607i,0.00021296-0.00094746i,-0.00016893-0.00031819i,-0.0002563+0.00081799i
-0.0009709+0.00089031i,-0.00052123+0.0012085i,0.00086879+0.0014303i,0.0013988+0.0008164i,0.00036881+0.00065712i,-0.00061503+0.00075963i,-0.0005121+0.0008223i,-0.00013138+0.00089582i,0.00023079+8.5912e-05i,0.00016579-0.0014031i,-3.8619e-05-0.0025953i,-0.0003322-0.0028858i,-0.00096114-0.0010803i,-0.00092489+0.0014732i,-0.00055935+0.0016073i,0.00069781+0.00063276i,0.001889-0.00019475i,0.0013871-7.1223e-05i,0.00032041+0.00014669i,0.00048569+0.00056637i,0.0010604+0.0010196i,0.00074323+0.00073533i,-0.00024389+0.00085303i
-0.0011133-0.00065026i,-0.00094681-0.0011834i,-0.00022135-0.00045324i,0.00082164+0.00047441i,0.0010024+0.00088493i,0.00038573+0.0012362i,7.9001e-06+0.0013885i,5.2183e-05+0.0012084i,-0.00035877+0.00051867i,-0.00068289-9.3336e-05i,-0.0013042-0.00061439i,-0.0015821-0.00021354i,-0.00083277+0.0012239i,0.00022538+0.0017134i,0.00097934+0.0014419i,0.00080669+0.00069466i,0.00057956+0.00012274i,0.00039241-0.00033671i,-3.536e-05-0.00047477i,-7.9237e-05+0.00067278i,-5.1316e-05+0.0011681i,9.9765e-05+0.00029771i,-5.3196e-06+6.4146e-05i
9.9113e-05+0.00068974i,0.00099575+0.00010777i,0.0012533-2.4716e-05i,0.00079227+2.3573e-06i,4.1279e-05+0.00011132i,-0.00066312+0.00067923i,-0.00011555+0.0013026i,0.00048796+0.0015307i,-0.00066796+0.00081598i,-0.0023188+0.0012038i,-0.0024451+0.0029834i,-0.0018628+0.0029319i,-0.00075589+0.00097467i,0.00025631-0.00030669i,-4.4081e-05-0.00027648i,-0.00031561-0.0002685i,-0.00040863-0.00049435i,-0.00012706-0.00096577i,-0.00042405-0.00086962i,-0.0016021-0.00036176i,-0.001077+0.00043792i,-0.00049495+0.00048671i,-0.0006318-0.00058337i
0.0014204+0.00061272i,0.0010959-6.3951e-05i,0.0019854-0.001707i,0.0013154-0.001961i,2.1344e-05-0.0015041i,-0.0012236-0.0013831i,-0.0014916-0.00069271i,-0.00069166-0.00025749i,-0.0011782+0.0010629i,-0.0018623+0.0028428i,-0.0010007+0.0028493i,-0.00030479+0.0016266i,-0.00026571-0.00064204i,8.6688e-05-0.0014075i,0.00056594+0.00028223i,0.00020634+0.0014635i,4.6473e-06+0.00084757i,3.5765e-06+0.0001231i,-8.1399e-05-0.00080532i,-0.0006548-0.0015333i,-0.0014749-0.001396i,-0.0011453-0.00052506i,-3.8752e-05-0.00068291i
-0.00030575+0.00077833i,-0.00036076+9.777e-05i,-0.00029072-0.00056355i,0.00064193-0.0015944i,0.0011362-0.001558i,0.00062963-0.00080475i,0.00059234-0.00018036i,0.0001305+0.00039912i,0.00094136+0.00025031i,0.0019208-0.00058559i,0.0013766-0.00045756i,0.001433-0.00036345i,0.0019049-0.0011171i,0.0016406-0.0012009i,0.00057786-0.0001441i,0.00076498+0.00096311i,0.0014854+0.0011391i,0.0010828+0.00074169i,0.00040402+4.4012e-05i,0.00011486-0.00044085i,0.00017332-0.00046084i,0.00076113-0.00087496i,0.00058712-0.0010523i
0.0001232-0.00033424i,0.0003331-7.7982e-05i,0.00067775+0.00036597i,0.0014527+0.00072292i,0.00077323+0.00053565i,0.00085436+0.00023619i,0.0011269+0.00034932i,0.00041124+0.0003885i,0.00019072+0.00010177i,0.0012648-0.00057805i,0.0020572-0.0015669i,0.0018027-0.0019246i,0.00081632-0.001034i,0.00040239+0.00073754i,0.00017159+0.0013444i,-0.00037242+0.00088514i,0.00016583+0.0015245i,0.0010171+0.0018743i,0.0015905+0.0010968i,0.0015233+0.0009003i,0.0015658+0.0013128i,0.0013782+0.001026i,0.00027924+0.00077468i
0.0018474+0.0018095i,0.0030565+0.0018049i,0.0044425+0.0014342i,0.0039926+0.0008498i,0.0024792-7.1084e-05i,0.00090715-0.00078192i,-0.00040234+9.7251e-06i,-0.00043769+0.00039904i,0.00063482-0.00055042i,0.0014028-0.0018285i,0.00081591-0.0032655i,-4.6438e-05-0.0025475i,-0.00086938+0.00045956i,-0.0012889+0.0020917i,-0.0010241+0.001467i,-0.00094183+0.0016533i,-0.00077579+0.0020144i,-0.00064787+0.0015606i,-0.00069471+0.0013277i,0.00018105+0.0013739i,0.00084714+0.001641i,0.00053744+0.0020841i,-0.0001321+0.0017299i
-0.0024919+9.6855e-05i,-0.0014548+2.341e-05i,-0.0012949-3.8691e-05i,-0.0007266+0.00096001i,-0.00047288+0.0021461i,-0.00037765+0.0016218i,-0.00059127+4.1904e-05i,-0.00141-0.0012127i,-0.0014295-0.0004772i,-0.0015419+0.00079336i,-0.0019069+0.0016045i,-0.0023794+0.0016017i,-0.0025105+0.001976i,-0.001517+0.0020891i,-0.00053772+0.0010172i,-0.00017437+2.1165e-05i,-9.0852e-06-0.0007936i,-0.00091373-0.0004931i,-0.0021165+0.00055892i,-0.0022176+0.00083327i,-0.0021989+0.00088777i,-0.0015604+0.0010457i,-0.00027913+0.000685i
0.0015475+0.0016299i,0.0019076+0.0012774i,0.0028305+0.00074975i,0.0025387+0.00057961i,0.00017675-0.0003809i,-0.0019891-0.0012992i,-0.0025355-0.001215i,-0.0018168-0.00027734i,-0.0012755+0.0015799i,-0.00199+0.0019476i,-0.0024727+0.0014369i,-0.0021408+0.00096064i,-0.0019394+0.00019842i,-0.0011914-0.00092504i,0.00087926-0.0016587i,0.0018341-0.0005525i,0.0010631-4.0621e-05i,0.00026735-0.00076415i,-0.00024125-0.0017283i,-0.00084502-0.0027033i,-0.0013499-0.002651i,-0.0014177-0.0016378i,-0.0012716-0.0011561i
-0.0032461+0.0009754i,-0.0019068+0.0009621i,-0.0027824+0.0014275i,-0.0030545+0.0018657i,-0.001609+0.0011136i,-0.00019475+0.0001324i,0.0004157+0.00053672i,-0.00025071+0.0011016i,-0.0013771+0.00044916i,-0.0021905+0.0014026i,-0.0023837+0.0028536i,-0.0011002+0.0017999i,0.0010567+0.00025799i,0.0020722-0.00043783i,0.0015972+0.00029327i,0.0018472+0.0013441i,0.0026817+0.0016071i,0.0025141+0.0010566i,0.0018988-1.3167e-06i,0.0017039-0.00078503i,0.0011208-0.00080595i,0.00092559-0.0010356i,0.0010158-0.0013698i
-0.0008725+1.7408e-05i,-0.00027881+0.00074903i,0.00023372+0.0016769i,-0.00055243+0.0011287i,0.00023749+0.00042067i,0.0013627+0.00074127i,0.0018971+0.00064363i,0.0029994+0.00054844i,0.0023447+0.00025445i,0.00024905-0.00024472i,-9.1047e-06-0.00056983i,0.00086444-0.00052514i,0.0011316-4.372e-05i,0.00068159+0.0010575i,0.00051434+0.0017621i,0.0010156+0.0015314i,0.0013478+0.001392i,0.0015141+0.0019308i,0.0011636+0.002054i,0.0010129+0.0014437i,0.0014231+0.0010018i,0.0019154+9.367e-05i,0.0020073-0.00084062i
0.0015192+0.00095615i,0.0013976+0.00084131i,0.001793-0.0013762i,0.002071-0.0023432i,0.0010388-0.0016031i,0.00084214-0.00030796i,0.00093539+0.0012042i,0.00055867+0.001296i,0.0016354+0.00052583i,0.002786-0.00069534i,0.0023595-0.0009959i,0.0010156-0.00024309i,-0.00067489+0.0010132i,-0.0015532+0.0023671i,-0.0017658+0.00242i,-0.0014457+0.0011449i,-0.00085019+0.00045009i,-7.6875e-05+0.0013323i,2.7047e-05+0.0023954i,-0.00022836+0.0023755i,-0.00029874+0.0016153i,0.00014099+0.0010902i,0.00015985+0.00069239i
-0.00012451-0.0020215i,4.2459e-05-0.0027689i,-0.00012068-0.0042578i,-0.0003807-0.003425i,-0.00092632-0.0016544i,-0.0015651+0.00034252i,-0.0016495+0.00084134i,-0.0019602-0.00035859i,-0.0021283-0.0011605i,-0.00090179-0.0019218i,0.00010746-0.0018702i,-0.00065999-0.0015995i,-0.0025238-0.0004118i,-0.0030277+0.0011677i,-0.0017009+0.0014769i,-0.0014931+0.00040026i,-0.0017232-7.2241e-05i,-0.0010052-0.00022701i,-0.00045382-0.0004796i,-0.0012559+0.00010704i,-0.0021689+0.0010163i,-0.0011766+0.0013212i,5.8642e-05+0.0012924i
-0.00050314+0.00014745i,0.00022702-0.00027985i,-2.3821e-06+0.00054382i,0.00073721+0.00061847i,0.00051387-8.853e-05i,-0.00087563+0.0003157i,-0.0019416-0.00038447i,-0.0016319-0.00073175i,-0.0013448-0.00053341i,-0.00070686-0.00067494i,-0.00051665-0.00043607i,-0.0008878-0.00085841i,-0.0006922-0.0010381i,-0.00056293-0.00070985i,0.0002516-0.000782i,0.00062199-0.00091682i,0.0006414-0.00041138i,0.00073938-0.00035828i,0.00025808-0.001282i,-5.268e-05-0.002662i,-0.00027255-0.0025696i,-0.00087192-0.0011555i,-0.00094042-6.7368e-05i
-8.211e-05-0.00036955i,-0.00044432-0.0006969i,-0.00060946-0.0011978i,-0.0011835-0.00051788i,-0.0015715-0.0012901i,-0.00091357-0.0017423i,0.00036373-0.0010116i,0.00095442-0.00054221i,-0.00041567-0.0010131i,-0.0024497-0.0010582i,-0.0029817-0.00046865i,-0.0013764+0.00030918i,0.0010296+0.00040062i,0.0024486-0.00010997i,0.0024576-4.095e-05i,0.0024882+0.00024642i,0.0030291+0.0003361i,0.0031666-0.00015057i,0.0028841-0.0014512i,0.002031-0.0021161i,0.00065331-0.0011202i,-0.00088996-0.001205i,-0.0013723-0.0012527i
0.00097403-0.0016019i,0.0007226-0.0015668i,0.00163-0.0026842i,0.0010477-0.0025292i,-0.00073487-0.0021179i,-0.00047888-0.0010909i,0.001282+0.0011634i,0.0018406+0.001806i,0.00061018+0.0011224i,-0.00065389+0.00040551i,-0.00090606+0.00063849i,-0.00055614+0.0014452i,0.00031311+0.0018792i,0.00087904+0.001958i,0.0012223+0.0013288i,0.0021374+0.0014702i,0.0028976+0.0026448i,0.0024087+0.0020773i,0.0018626+0.0011974i,0.0014+0.00059602i,0.0015243+0.00024136i,0.00089217-0.00029019i,-8.3044e-05-0.0014846i
0.00098727-0.0021246i,0.00048332-0.0024677i,0.001246-0.0033522i,0.0010714-0.0033239i,0.00057809-0.0022601i,0.00063971+0.00013396i,0.00043399+0.0024935i,0.00042535+0.0027907i,0.0013943+0.0018481i,0.0018689+0.0016381i,0.0009588+0.0012712i,-0.00058165+0.0013084i,-0.0016754+0.0023187i,-0.0022043+0.0021209i,-0.0013091+0.0013322i,-0.00093928+0.0010349i,-0.0012416+0.0014024i,-0.00044971+0.0016127i,-0.00011868+0.0021744i,-0.00026861+0.0021933i,-0.00040304+0.0014812i,-0.00033272+0.00064887i,-0.00031576-0.00060309i
-0.00049758-0.00079114i,0.00028895-0.00083256i,-4.1034e-05-0.0016538i,-0.00077493-0.000564i,-0.0011634+0.0018649i,-0.001773+0.0023929i,-0.0025566+0.0019164i,-0.0023236+0.0014394i,-0.00055156+0.00091033i,0.0014683+0.00063037i,0.0016708+0.00016645i,0.00011831-0.00047635i,-0.0024412-0.00053872i,-0.0037801-5.2186e-05i,-0.0036083+0.00025346i,-0.0037103-2.4117e-06i,-0.0034272-6.1648e-05i,-0.0027283-0.00042328i,-0.0018605-0.0011082i,-0.001586+1.6736e-06i,-0.0013987+0.0015353i,-0.00097432+0.0017018i,-0.00044805+0.0018319i
0.00099854+0.0012636i,0.001514+0.0018469i,0.0028035+0.0026013i,0.0038588+0.0013801i,0.0030181+0.00026611i,0.00019063-0.00080528i,-0.002035-0.0025251i,-0.0021214-0.0026377i,-0.00017122-0.0014106i,0.0020519-0.00086567i,0.0021345-0.001395i,0.00061945-0.0021071i,-0.00061394-0.0016429i,-0.00067866+0.00034655i,9.8058e-05+0.00080386i,-0.00019451+0.00058021i,-0.00030328+0.0002204i,0.00045811-0.00046214i,0.00020045-0.0010962i,-0.00055017-0.0018544i,-0.00042062-0.0014277i,3.4226e-05-0.00047433i,0.00079012+0.00018377i
0.00096618+0.0015256i,0.0012931-5.8058e-05i,0.0018575-0.0012278i,0.00081829-0.0011339i,-0.00031181-0.0015613i,0.00020895-0.0023615i,0.0006793-0.0031725i,0.0001643-0.0031877i,-0.00082449-0.0032534i,-0.0015556-0.003475i,-0.0011743-0.0029801i,-0.00016054-0.002493i,0.00086054-0.0010059i,0.0018896+0.0004751i,0.0017333+0.00052673i,0.0017705+0.00063511i,0.0022153+0.00079871i,0.0025334+0.00035688i,0.0024496-0.0007724i,0.002372-0.0011889i,0.001946-0.0010683i,0.0010801-0.00047676i,7.4211e-05+0.00067749i
-0.0014769+4.2238e-05i,-0.00024952+0.0004068i,0.00070955+0.0010998i,0.00098294+0.00074988i,0.0012842-4.1837e-05i,0.0022592-0.00019352i,0.0031978+0.0010603i,0.0024607+0.0016016i,0.00038392+0.00032101i,-0.0016592-0.0011559i,-0.0020104-0.0011977i,-0.00022495+0.0016022i,0.00066072+0.004005i,0.00057281+0.0037899i,0.0013604+0.0031738i,0.0024958+0.0021673i,0.0034734+0.0011343i,0.0034683+0.00043316i,0.0024308-0.00057421i,0.0014205-0.00089759i,0.0005404-0.00086916i,-0.00014509-0.0011382i,-0.00036572-0.00093715i
0.00013072-0.00015964i,-0.00084713-0.00016163i,-0.0018569+0.00067828i,-0.0019926+2.6151e-05i,-0.0010815+0.00013919i,0.00042409+0.0026033i,0.0012475+0.0048075i,0.0012956+0.0051976i,-0.00014285+0.0041293i,-0.0016823+0.0034819i,-0.0021021+0.0030552i,-0.002287+0.0025952i,-0.0025154+0.0024354i,-0.0023798+0.0020107i,-0.00099028+0.0021397i,0.00055243+0.0019192i,0.00091504+0.0014528i,0.00058884+0.001554i,-0.00041337+0.0017474i,-0.00063512+0.0019403i,-0.00021652+0.0012484i,-2.1189e-05-0.00010099i,-0.00020046-0.00086202i
-0.00070961+0.002439i,0.00014067+0.0012865i,0.00012609+0.0007915i,6.8605e-05+0.0018374i,0.00046058+0.0025969i,-0.00027532+0.0018114i,-0.002003+0.0015012i,-0.0024514+0.0022714i,-0.0018676+0.0036384i,-0.00088833+0.0047345i,-0.0012249+0.004038i,-0.00216+0.0020305i,-0.0026158-0.00067163i,-0.0026019-0.0015121i,-0.0016536-4.4211e-05i,-0.0011866+0.00082771i,-0.0015337+0.0012973i,-0.00099699+0.0013237i,-0.001271+0.00031739i,-0.001371-0.00052451i,-0.00054792-0.0002605i,-0.00037111-0.00012288i,-0.00091537-0.00051117i
0.00013874+0.00056763i,0.0012365+0.0014378i,0.0017417+0.00029963i,0.00069569-0.00064358i,-0.0017957-0.0012617i,-0.0036495-0.0012892i,-0.0042517-0.0011002i,-0.0033161-0.0017014i,-0.00054719-0.0011831i,0.00075974-0.00030758i,0.00075827-0.00085239i,0.00053351-0.0022702i,0.00031957-0.0031622i,0.00033173-0.0031142i,-1.6502e-05-0.0016058i,-0.00054607+0.00028798i,-0.00041481+0.00068451i,-5.0015e-05-0.00015073i,0.00078296-0.00064672i,0.0008722-0.00081058i,0.00063785-0.00094554i,0.001125-0.00041409i,0.0010377+6.5122e-05i
-0.0028004-0.00024573i,-0.0031358-0.00013004i,-0.0020749+0.00056484i,-0.0002293+5.0275e-05i,-0.00011161-0.00081299i,-0.001106-0.0020399i,-0.0010449-0.0037501i,-0.00057863-0.004816i,-0.00040522-0.0044634i,0.0011105-0.0033617i,0.0030559-0.0023766i,0.0036494-0.0019098i,0.0031715-0.00098826i,0.0021996+0.00027702i,0.001561+0.00082477i,0.0017166+0.00096979i,0.0019899+0.00097137i,0.0020361+0.00088298i,0.0017231+0.0012447i,0.0019577+0.0010449i,0.0018102+1.8453e-05i,0.0014598-0.00037824i,0.0016721+6.5482e-05i
0.00057554+0.00036307i,0.00086668+0.00013971i,0.001865+0.00096895i,0.0027188+0.0021105i,0.0025085+0.001783i,0.0025213+0.00078935i,0.0032923-0.001074i,0.0033823-0.002024i,0.0021219-0.0013978i,0.0013657-0.0014946i,0.0015119-0.0013608i,0.0015232+0.00047629i,0.0012104+0.0036812i,0.0005332+0.0044532i,0.00041563+0.0030068i,0.0013041+0.0020652i,0.0021469+0.0016869i,0.0018182+0.0013406i,0.00085283+0.0011224i,0.00081366+0.0011973i,0.0013014+0.00069963i,0.0007613-0.00043059i,0.00016517-0.00028837i
-0.0025168+0.0014155i,-0.0020175+0.00093464i,-0.0010458+0.0012772i,3.5e-05+0.0011663i,0.0010666+0.0012026i,0.002218+0.0027336i,0.0029925+0.0044598i,0.0022041+0.0057086i,-0.00052617+0.0057394i,-0.0023987+0.0039813i,-0.0023041+0.0024028i,-0.0021648+0.0022704i,-0.001816+0.0027886i,-0.00078786+0.0033838i,8.1767e-05+0.0035184i,0.00083617+0.0029754i,0.0013899+0.0024435i,0.0015201+0.0019938i,0.0012688+0.0018121i,0.00038438+0.0010046i,-0.00090767-0.00019438i,-0.0011646-0.00040844i,-0.0012202-0.00070514i
-0.0014516+0.00067993i,-0.0016621+0.00092511i,-0.00053232+0.0022029i,0.001278+0.0023001i,0.0011695+0.00081076i,0.00032357+0.00090757i,-0.0014808+0.0032888i,-0.0019739+0.0047968i,-0.0022733+0.0047953i,-0.0041212+0.0043987i,-0.0050462+0.002651i,-0.0047563+0.00011012i,-0.0032003-0.0014057i,-0.0014676-0.00084572i,-0.00092297+0.00020206i,-0.00062039+0.0006239i,-0.00085468+0.00073817i,-0.00080957+0.00054959i,-0.0009862-0.00032607i,-0.0020996-0.0005028i,-0.0016599+0.00024478i,-0.00099535+0.00014086i,-0.0012758-0.0010079i
7.7415e-05+0.00014001i,0.00063394-0.00026827i,0.0017633+0.00050395i,0.0020099+0.0011036i,2.6655e-05+0.0007534i,-0.0034532+0.00042667i,-0.0056112+0.00034414i,-0.0054753+0.0011138i,-0.0033564+0.0016533i,-0.001806+0.0018165i,-0.0016608+0.00033299i,-0.00069054-0.002288i,0.00095643-0.0039959i,0.0011378-0.0031987i,0.00053587-0.0005978i,0.00052283+0.001029i,0.00036073+0.0009279i,0.00057485+0.00041611i,0.0010057-0.00022689i,-0.00042287-0.00086289i,-0.0015422-0.001169i,-0.00099986-0.0010124i,-0.00043485-0.00082482i
0.00065849-1.1732e-05i,0.00063473+0.00081577i,0.0002511-0.00063734i,-0.00049971-0.0016145i,-0.00097953-0.001052i,-0.0014647-0.0018401i,-0.0013563-0.0039804i,-0.0013486-0.0055286i,-0.00032051-0.0062757i,0.001567-0.0046834i,0.0030141-0.0019305i,0.0041548-0.00061123i,0.0040772+6.344e-05i,0.0030348+0.000352i,0.0014764-0.00056593i,0.00080083-0.00080423i,0.0016963+0.00049704i,0.0021048-0.00010498i,0.0012544-0.0012179i,0.00057013-0.0018487i,0.00073087-0.0024079i,0.00067711-0.001001i,0.00075502+0.0010343i
-0.00085198-0.002345i,-0.0023629-0.0027619i,-0.0027525-0.00096671i,-0.0025641-0.00028369i,-0.0010288-0.0017095i,0.0016977-0.0028905i,0.0036458-0.0033542i,0.0040911-0.0039598i,0.0036925-0.0037611i,0.0043342-0.0026885i,0.0054119-0.00064816i,0.003861+0.0026887i,0.00065622+0.0046456i,-0.0012161+0.0040583i,-0.00064954+0.0023638i,0.00085352+0.0010946i,0.0014778+0.0014168i,0.0011786+0.0017172i,0.00098029+0.0011317i,0.0014606+0.00027426i,0.0020572-0.00012234i,0.001991+0.00028516i,0.00065912+0.00104i
0.0023741-0.00025833i,0.0024836-0.0010991i,0.0021356-0.0013376i,0.0014268-0.002216i,0.0016431-0.0020305i,0.0026753-0.00022616i,0.0034373+0.0013398i,0.0029137+0.0023052i,0.0015083+0.0021543i,0.00053293+0.0013138i,0.00037444+0.0010033i,-0.00097978+0.0017048i,-0.0031635+0.0021987i,-0.0033505+0.0029471i,-0.0020518+0.0031604i,-0.00018523+0.002371i,0.0012943+0.0014725i,0.0012841+0.0015847i,0.00072041+0.0023165i,0.0012909+0.001931i,0.0017712+0.0009277i,0.0015231+0.00043199i,0.00052638-0.00079983i
0.0005797+0.0027755i,0.0016179+0.002694i,0.0035812+0.0025746i,0.0035213+0.0018582i,0.0015741+0.0012915i,-0.00043138+0.0026134i,-0.0015469+0.0056631i,-0.0019716+0.0074568i,-0.0028799+0.0069441i,-0.0040916+0.0042281i,-0.0048361+0.00074479i,-0.0052916-0.0012784i,-0.0048345-0.0024652i,-0.0030012-0.0018122i,-0.0018105+0.00019842i,-0.0014324+0.00071275i,-0.00042665-0.00016863i,0.00041597-0.00072868i,0.00026363-0.00029154i,-0.00094906+0.0010364i,-0.0016627+0.0021467i,-0.0011486+0.0021096i,-0.00082784+0.00020663i
0.00081784+0.0020531i,0.00089067+0.0018744i,0.0010363+0.001942i,0.00085144+0.00025381i,0.00059565+1.5441e-05i,6.6346e-05+0.0022407i,-0.002469+0.0038453i,-0.0051281+0.0042625i,-0.0045066+0.0044419i,-0.0034182+0.0028388i,-0.0027792+6.6945e-05i,-0.0012202-0.0017509i,0.0011642-0.0030691i,0.0022005-0.0029905i,0.0011066-0.0009169i,4.6729e-05+0.00052433i,0.0002535+0.00070389i,0.00074847+0.00092716i,-6.7779e-05+0.00037494i,-0.0012466-0.00016427i,-0.0024079+7.4259e-05i,-0.0027701-7.5261e-05i,-0.001728-0.00031086i
0.0018795+0.00047522i,0.0018058+9.9633e-05i,0.0024033-0.00043606i,0.0025186-0.0014842i,0.001378-0.0022724i,-0.001013-0.00331i,-0.0027968-0.0043589i,-0.0026104-0.0046767i,-0.00048072-0.0028866i,0.0016095-0.00051369i,0.0018641+0.00012513i,0.0023934+0.00011348i,0.0029927+2.0328e-05i,0.0024057-0.00026378i,0.0010823+0.00022429i,0.0006157+0.00079411i,0.0013724+0.000728i,0.0015407+0.00077133i,0.00090108+0.00055409i,0.000358-0.00010943i,-0.00055187-0.001199i,-0.0017107-0.0016989i,-0.0014706-0.00074824i
