-0.0041765+0.0011454i,-0.0034488+7.5968e-05i,-0.0043651-0.00074546i,-0.004431-0.0012774i,-0.0039262+0.00021289i,-0.0022734+0.0021431i,-0.00042272+0.0028635i,0.0010149+0.0029874i,0.0013108+0.001586i,0.0015348+0.00020599i,0.0015341+0.00018549i,0.00089135-0.00015668i,0.00023568+5.2697e-05i,-0.00069553+0.00012005i,-0.00055392+8.8428e-05i,0.00026805+0.00033952i,0.00043068+0.00015864i,-1.4056e-05-0.00012952i,-0.00049498-0.00010964i,-0.00061033-9.1952e-05i,-0.00092615-0.00022481i,-0.00052751-0.00013425i,0.00038003+1.7167e-05i
-0.0029415+0.001629i,-0.002315+0.0016169i,-0.0022921+0.0026548i,-0.00091514+0.0028658i,9.6136e-05+0.0021913i,-0.00022572+0.0015838i,-0.00060291+0.0013093i,0.00025634+0.001078i,0.0014472+0.00044013i,0.001473+3.7694e-05i,0.00076766+1.2957e-05i,-4.7533e-05+3.6281e-05i,-0.00053624+0.00071127i,-0.0003659+0.00073951i,-0.000133+2.0039e-05i,-0.00032308-0.00010377i,-0.00029091-0.0008831i,0.00064622-0.0013775i,0.00079613-0.00090703i,0.00054713-0.00043559i,-0.00021081+0.00042046i,-0.00050559+0.00042798i,0.0001364-3.923e-05i
0.0031146+0.00071636i,0.0030633+0.00025982i,0.002885-0.0016237i,0.00063087-0.0027501i,-0.0017856-0.0029668i,-0.0015569-0.00099129i,-0.00034638+0.00096665i,5.9794e-05+0.00037141i,-0.00051205-0.00012803i,-0.00049717-0.00050546i,-0.00026561-0.00019146i,-0.00014791+0.00065965i,-0.00065249+0.00089283i,-0.00092649+0.0010271i,-0.00056667+0.00097576i,-0.00034377+0.00045657i,-0.00028803+0.00022455i,-0.00066865+0.00039141i,-0.0006587-0.00037608i,-0.00056637-0.001051i,-0.00039024-0.0011262i,-0.00035586-0.0010675i,-0.00020439-0.00082818i
-0.0016121-0.00023058i,-0.0025421+6.108e-05i,-0.0029099+0.0002073i,-0.0018825+0.00064916i,-0.00088271+0.00089145i,-0.00085898+0.00074879i,-0.00075453+5.2688e-05i,0.00012389-0.00084802i,0.00042668-1.5602e-05i,-0.00053565+0.00086057i,-0.0012508+0.00038598i,-0.00097383+0.00057415i,-0.00031957+0.00075371i,0.0004157+0.00057901i,0.00084368+0.00080919i,0.00044454+0.00094667i,0.00064662+0.00017372i,0.00042062-0.00069706i,-0.00017221-0.00072619i,0.00028781+0.0001477i,-6.4432e-05+0.00011187i,-0.0003792+0.00011667i,-0.00059434+0.00076839i
0.00057691-7.6674e-05i,0.00047779+0.00044499i,-0.00061084+7.4779e-05i,-0.0021105-0.0010395i,-0.0025812-0.00089275i,-0.0020583+0.0004177i,-0.00068322+0.001245i,-7.4068e-05+0.0010575i,-0.00056615+0.0016669i,0.00026416+0.0021934i,0.0011736+0.0012591i,0.0013438+0.00055338i,0.0012138-0.00012216i,0.00076001-0.00087932i,0.00026883-0.00089347i,-0.00013021-6.2237e-05i,5.7719e-05+0.00028513i,0.00059644-4.8793e-05i,0.00097865-0.00059458i,0.00077068-0.00074967i,-0.00037248-0.00085788i,-0.0010263-0.00086859i,-0.00061527-0.00019925i
-0.0015789-8.4927e-05i,-0.0022683-0.00059956i,-0.0033355-0.0010535i,-0.0037881-0.0014358i,-0.0025541-0.00084976i,-0.0011786+0.00052629i,-0.00069829+0.00093609i,-0.00054022+0.0013226i,-0.00035659+0.0018053i,0.00029946+0.0017473i,0.0014991+0.00090488i,0.0015581+0.000413i,8.238e-05+0.00037273i,-0.00065658+6.5829e-05i,-0.00038838+0.00044834i,-0.00023496+0.00071858i,0.00034798+0.00023336i,0.0010123+0.00013562i,0.00068506-0.00031997i,0.00012495-0.0014051i,-0.00030573-0.0011202i,-0.0004269-0.00012783i,-0.00092179-0.00010626i
0.00052287+0.00069597i,0.00065706+0.0009537i,0.0016319+0.00096431i,0.0018443+0.00088629i,0.00022012+0.00016244i,-0.00061111-3.4775e-05i,-0.00010597+0.00064985i,0.0012426+0.00090978i,0.0019392+0.0016294i,0.0017144+0.0015464i,0.0014344-7.0216e-05i,0.0006912-0.0002774i,-0.0004692+0.00056302i,-0.001019-0.00025841i,-0.00050734+5.1794e-05i,-0.00079164+0.00086297i,-0.00079603+0.00023653i,-0.00055496+3.7583e-05i,-0.00079916+0.00063432i,-0.001438+0.00051888i,-0.0016778+0.00028043i,-0.0012065+0.00018357i,-0.00044481+0.00048567i
0.00037322-0.00079085i,-4.0437e-05-0.00054372i,0.00069184-0.0011025i,0.00043359-0.0023797i,0.00016892-0.0020509i,7.0494e-05-0.00035537i,0.00040908+0.00020984i,0.0012924+0.00031211i,0.0020506+0.00017192i,0.0020758+0.00044908i,0.0010089+0.00085311i,0.00041009+0.00087826i,6.9328e-05+0.00035879i,0.00024595-1.0715e-05i,-0.00017817-0.00016168i,-0.001225-0.00038094i,-0.00039257-0.00012018i,0.00083869-0.00052138i,0.00084746-0.00043568i,1.4304e-05-0.00015724i,-0.00018941-0.00024682i,0.00049403+0.00015299i,0.00088692+0.00035634i
0.00078452-0.0014091i,0.00070816-0.0019438i,-0.00022487-0.0017948i,-0.0022231-0.0022955i,-0.0029478-0.0015398i,-0.0020673+0.00071827i,-0.00069417+0.0017181i,0.00041415+0.00083172i,1.107e-05-0.00034567i,0.00045458-0.00045158i,0.00046387+8.0334e-05i,-0.00071219-0.00045328i,-0.00091229-0.00031603i,-0.00049837+0.00050199i,-2.124e-05+0.00068633i,0.00056237+0.00021239i,0.00067125-0.00038678i,0.00078549-0.00063294i,0.00042225+0.00030863i,0.00014247+0.00092316i,-0.00013331+0.00060463i,4.7792e-05+0.00034887i,7.1762e-05-0.00015753i
-0.0011132+0.0024854i,-0.00075784+0.0029216i,5.9316e-05+0.0025234i,3.6649e-05+0.00070543i,-0.00096976+0.00032712i,-0.00085922+0.00041219i,8.5141e-05+0.00033395i,0.00026898+0.00041236i,-0.00011084+0.0008493i,-0.00062497+0.001096i,4.0796e-05+0.00082918i,0.0011081+0.0012715i,0.00096617+0.00091436i,0.0003318-0.00049447i,9.8481e-05-0.00089597i,0.00021658-0.00089486i,0.00018914-0.00082079i,-0.00042249-0.00016964i,-0.00046011-5.6101e-06i,6.3062e-05-0.00011337i,0.00030683+0.00042685i,0.00027964+0.00022492i,0.00066816-0.00054706i
-0.00021018-0.00026335i,-0.00012817-0.0011128i,-8.4445e-05-0.001037i,-0.00072193-0.00095468i,-0.0016079-0.00094637i,-0.0011194+0.00030796i,2.4961e-06+0.0011861i,-6.2583e-06+0.00043118i,-0.00044133+0.00022608i,0.00031832+0.0011651i,0.00093096+0.0011206i,0.0010439+0.00016324i,0.00088939-0.00027514i,0.0001396-7.2269e-05i,-0.00055338+6.8911e-05i,-0.00071275+0.000273i,-0.00065373-0.00080795i,-0.00067957-0.0013129i,-0.00057157-0.00070292i,-0.00030182-0.00049307i,7.5004e-05-3.357e-05i,-0.00039166-0.00014364i,-0.00060403-0.00026111i
0.00072471+0.0017522i,0.00097583+0.0011972i,0.0012284+0.00056963i,0.00056014-0.00080791i,-0.00052252-0.0007845i,-0.00085497+7.0435e-05i,8.4745e-06+2.426e-05i,0.00072273+0.0002041i,0.00027116+0.00080764i,-0.0003477+0.00090829i,0.00043297+0.00063826i,0.00073181-0.00075184i,0.00013218-0.0013674i,-0.00043914-0.00053427i,-0.00038392+0.00020637i,-0.00063062+0.0013566i,-0.0010028+0.0015251i,-0.00065488+4.4927e-05i,0.00019435-0.0010424i,0.00022223-0.00046579i,-0.00049927+0.00055657i,-0.00064514+0.00063706i,-0.001099+0.00033016i
-0.0011258+0.00069658i,-0.0015362-4.4882e-05i,-0.0023877-0.0013357i,-0.002592-0.0018051i,-0.0023499-0.0010876i,-0.0011643+0.00094285i,-3.5165e-05+0.0020546i,0.00049286+0.0017216i,0.00080521+0.0016276i,0.00096469+0.002324i,0.00085259+0.0018782i,0.00086522+0.0010611i,0.00058601+0.00063364i,0.00030254+0.00087714i,0.00016443+0.0015778i,0.00051184+0.0012697i,0.0013348+2.0782e-05i,0.0011959-0.0014006i,0.00045334-0.0014622i,-6.3321e-05-0.0007613i,-2.1505e-05-0.00058159i,5.82e-05-0.00037577i,-6.052e-05+0.00014613i
2.4562e-05+0.0024329i,-0.00030502+0.0034118i,-0.00073837+0.0025658i,-0.00067081+0.00034534i,-0.000648-0.00078707i,-0.0010034-0.00075188i,-0.00073774+0.00054053i,-0.0002623+0.0016298i,0.00074726+0.0015349i,0.0021602+0.0011902i,0.0020423+0.00080958i,0.0010848-0.00019393i,-1.8692e-05-0.00032053i,-0.00029962-7.7785e-05i,-0.00014284-0.00013394i,0.00055376-0.00018804i,0.0012008-0.00022574i,0.00071125-0.00049525i,0.00045149-0.00068868i,5.5999e-05+8.9902e-05i,-0.00090337+0.00088829i,-0.00086733+0.00030961i,-0.00016777+0.0004702i
0.0016209+0.00082936i,0.0018845-0.00053352i,0.002495-0.00079911i,0.00096086-0.0010443i,-0.0011553-0.0014291i,-0.0015968-0.00051352i,2.012e-05+0.00038774i,0.00068069+0.001201i,0.00071293+0.00026696i,0.00123-0.0015963i,0.0011815-0.0021074i,0.00073854-0.0013498i,0.00069086-0.0010493i,0.00064797-0.0012739i,0.00048404-0.00076381i,-0.0003872+4.3977e-05i,-0.0012968+0.00028702i,-0.00099108+7.093e-05i,-0.00022908+0.00019787i,1.9711e-05+2.8549e-05i,-0.00047736-0.00023914i,-0.00049622-0.0003362i,-8.725e-05-0.0001564i
0.0015017+0.0011408i,0.001817+0.00077742i,0.0012911-6.5139e-05i,-0.00045479-0.0020356i,-0.0017174-0.0022836i,-0.0017059-0.00089115i,-0.00071083-0.00069933i,0.00068545-0.0012347i,0.0014991-0.0011115i,0.0016011-0.0009719i,0.0007705-0.00086563i,0.00062209-0.00073388i,0.00040235-0.00014997i,-0.00069971-0.00072691i,-0.00065512-0.00090832i,-0.00033953-0.00038145i,-0.00060284-0.00072642i,-4.4862e-05-0.00031048i,0.00016823+0.00041597i,0.00013221+0.00085005i,0.0001077+0.00076702i,-0.00042644+0.00018723i,-0.0005527-0.00040661i
-0.0042911-0.0013567i,-0.0051352-0.0018399i,-0.0057408-0.0014156i,-0.0035972-0.00021008i,-0.0019628+0.00091729i,-0.0012991+0.001559i,-0.0009166+0.001436i,5.7916e-07+0.00084553i,0.00057893+0.00022715i,0.00085374+0.0002833i,0.0012434+0.00042666i,0.00052562+0.0010431i,-0.00078375+0.0012554i,-0.0011195+0.00041009i,-0.00063269+0.00096084i,-0.00034348+0.0010829i,-0.00062994-8.2404e-05i,-0.00034495-0.00098534i,3.8467e-05-0.00061789i,0.00013246+6.2484e-05i,-0.00035783+0.00021387i,2.7362e-05-2.7505e-05i,0.00023712+0.00030603i
-0.00079055+4.9673e-05i,0.00014793+0.00056787i,-0.00060426+0.0008307i,-0.0010399+5.9696e-05i,-0.0015666+0.00019614i,-0.0019093+0.0011754i,-0.00097603+0.00091434i,0.00035499+0.0003883i,9.9139e-05+0.00075967i,-0.00060121+0.0010567i,-0.00014526+0.00080928i,0.0003061+0.00035175i,0.00038793+0.00013513i,-0.00032679+0.00047793i,-0.00056545+0.00029321i,0.00024167-0.00014382i,0.00074625+0.00035485i,0.00048702+0.00061726i,0.00095107-3.3782e-05i,0.0006697-0.00074937i,-0.00035513-0.0013512i,-0.00077496-0.0010424i,-0.00070811-0.00023505i
0.00022629-0.0019731i,-7.811e-05-0.0037722i,-0.00086585-0.0030588i,-0.0018909-0.0014537i,-0.0029424-0.00056592i,-0.0016393+0.00089232i,4.3937e-05+0.0022357i,0.00044004+0.0023141i,0.00016201+0.0017252i,-0.00020314+0.0014143i,-0.0004912+0.0012675i,-0.00066968+0.0009033i,-6.7855e-05+0.00046732i,0.00044516+0.00014679i,-0.00017795-0.00022593i,-0.00077951+0.00016637i,-0.00015519+0.00043806i,0.00016504-0.00022611i,-0.00028881-0.0011754i,-0.00034216-0.0012677i,-0.00053092-3.3333e-05i,-0.00085454+0.00053853i,-0.00090117+0.00042847i
0.0022226-0.0010829i,0.0030023-0.0022135i,0.0018518-0.0037837i,0.000108-0.0038173i,-0.0015909-0.0024931i,-0.0020276-0.00036787i,-0.00088865+0.00106i,-0.00046849+0.0008632i,-0.0006326+0.00099965i,0.00035688+0.00094678i,0.0013282+0.00077368i,0.00082263+0.00020289i,-0.00058313-0.0002194i,-0.00089512-0.00022275i,-0.00010468-1.4891e-05i,-0.00021619-0.00032281i,-0.00042286-0.00044968i,-0.00033253-0.00070482i,0.00025755-0.00092307i,0.00086908-0.00017932i,9.6971e-05+0.00011953i,-0.0001873-0.00064314i,-0.00020321-0.0005161i
-0.00063379-0.0020891i,-0.00094338-0.0020441i,-0.0015012-0.0013881i,-0.0022006-0.0010965i,-0.0027559-0.00043826i,-0.0027983+0.00052048i,-0.0023417+0.00023148i,-0.00098204-6.0574e-05i,-0.00031245+0.00075257i,-0.00014256+0.00050063i,0.00074031-0.00043966i,0.00052686-0.00084894i,-3.0414e-05-0.00045658i,-0.00029755+0.00029224i,2.355e-05+0.0003017i,0.00012245-0.00022836i,0.00037818-0.00057749i,0.0010581-0.00079738i,0.00071435+0.00042151i,-0.00063415+0.0009284i,-0.0013741+0.00082669i,-0.000717+0.00053509i,0.00020971+0.00013741i
0.00077113+0.00062713i,0.0010079-0.00065154i,0.00055014-0.001602i,-9.1753e-05-0.001351i,-0.0014414-0.0004713i,-0.0018961+0.00047932i,-2.5114e-05+0.0013411i,0.0012345+0.0015558i,0.0011294+0.0020339i,0.001039+0.0022053i,0.0010984+0.00037425i,0.00078072-0.00043552i,0.00069766-0.00056171i,0.0010903-0.0008565i,0.00052618-0.00071742i,-1.6984e-05-0.00027021i,-0.00014908-0.00038612i,-0.00021011-0.0010528i,0.00038782-0.00095041i,0.00045639-0.00082476i,-2.9129e-05-8.2204e-05i,-5.8983e-05+9.638e-05i,0.00034232+7.4295e-05i
-0.00048772-0.001844i,-0.0020942-0.0012611i,-0.0025916-0.0012332i,-0.0021747-0.0010922i,-0.0017795-0.00010755i,-0.00078395+0.0014286i,-1.3297e-06+0.0013364i,0.00028364+0.00017319i,0.0005324+0.00020502i,0.00063376+0.00052489i,0.00053313+0.00017703i,-0.00011261+0.00022442i,-0.0011837+0.00054288i,-0.0011881+3.6104e-06i,-0.001271-0.00021285i,-0.001544+0.0007925i,-0.00076693+0.00074116i,-0.00028597+1.8499e-05i,-8.5237e-05-0.00037973i,0.00044775-0.00087055i,0.00031157-0.00099721i,6.0144e-05-0.00083505i,0.00043099-0.0008031i
0.0024657+0.00155i,0.0020294+0.001471i,0.0014358+1.2886e-06i,0.00014071-0.0025344i,-0.0010625-0.0031511i,-0.00135-0.00072786i,-0.00054843+0.0013601i,0.00026628+0.0014406i,0.00075183+0.00027167i,0.00074744-0.00059099i,4.549e-05-0.0010768i,-0.00040299-0.00041278i,-0.00047828+4.8848e-05i,-0.00041442+1.2595e-05i,-0.00033314+7.0747e-05i,-0.00066482+0.00029976i,-0.00017732+0.00025116i,0.00091016-6.6135e-05i,0.0014738-0.00015534i,0.0010184-8.0931e-05i,0.00011628-0.00012223i,-0.00079441-0.00064369i,-0.00098075-0.0010046i
-0.00033707-0.0006014i,-0.00030908-0.0020158i,-0.00077858-0.0036524i,-0.0018519-0.0031939i,-0.0029041-0.0018142i,-0.0021901-0.00043469i,-0.00049067+0.0001855i,0.00061643+0.00016478i,0.00067963+0.00021723i,0.00051246+0.00027575i,0.00036479+0.0006774i,0.0007433+0.00051737i,0.00097611+9.3372e-05i,0.00030505+0.00023616i,-0.00012981+0.00044743i,2.8868e-05+0.0011584i,0.0004183+0.00061699i,0.00092618-0.00078932i,0.00026483-0.00096656i,0.00029731-0.00048734i,0.00019393+0.00062765i,-0.00056691+0.00055921i,-0.00025084-0.00034168i
0.0034109+0.0013476i,0.0035905+0.0010223i,0.0036697+0.001112i,0.0014138+0.00033247i,-0.00068071-0.0010329i,-0.0020335-0.0011059i,-0.0012702-9.1852e-05i,1.008e-05+0.0006125i,7.2695e-05+0.00089587i,-7.4132e-05+0.0010511i,-0.00043784+0.00066863i,-0.00033558+0.00028475i,-3.1009e-05-0.00023379i,0.00012385-0.00061277i,-0.00012413-0.00017198i,-0.00038155+0.00065996i,0.0001314+0.001116i,0.00013199+0.00069457i,-0.00019281+0.00023662i,-7.279e-05-0.00044249i,0.00020761-0.00025038i,-0.00025814+0.00056905i,-0.00056133+0.0006237i
0.0027389+0.0012042i,0.0024255+0.00023389i,0.0029196-0.001253i,0.0026476-0.0021796i,0.00053663-0.0017934i,-0.0014843-0.00040852i,-0.0017331+0.00045646i,-0.00062902+0.00073023i,0.00067484+0.0012252i,0.00089743+0.0020107i,0.00092543+0.0022732i,0.0012827+0.0010021i,0.00090944-0.00010174i,0.0003497+0.00026532i,-0.0003301-0.00035307i,-0.00038629-0.001047i,0.0004584-0.00085647i,0.00048127-0.00017842i,-6.8646e-05+0.00010792i,0.00013635-0.00047552i,0.0011973-0.00084726i,0.0010402-0.00095098i,-3.9665e-05-0.00056054i
0.00067849+0.0020925i,0.0010057+0.0015193i,0.0024565+0.0014936i,0.0017059-0.00018827i,0.00019119-0.0016431i,-9.1777e-05-0.0010283i,-0.00049058+0.00045563i,-0.00017183+0.0015479i,0.0005407+0.0018217i,0.0008473+0.001967i,0.00081137+0.001382i,0.00022472-0.00023662i,-5.1388e-06-0.0012149i,0.00033059-0.00076306i,0.00036972-0.00086276i,4.2135e-05-0.0013625i,-0.00051714-0.0014511i,-0.00040882-0.0011966i,0.00015681-0.0001289i,0.00021879+3.6752e-05i,-0.0003738-0.00019928i,-0.0001891+0.00020893i,-0.00022597+0.00031518i
-0.0011196+0.0010675i,-0.00050869+0.00090325i,-0.00029023-0.00042914i,-0.0012874-0.0018284i,-0.0024889-0.0012982i,-0.0027179+0.00038852i,-0.000947+0.0011154i,0.0006992+0.0016541i,0.00079415+0.0016978i,0.001524+0.0017084i,0.0019475+0.0011635i,0.0011349+0.00027632i,-0.00036999+0.00027345i,-0.0012796-0.00018629i,-0.00080384+0.00023192i,-0.000646+0.00055289i,-0.001511+0.00054832i,-0.00107+3.2475e-05i,0.00056414-0.00070424i,0.00058302-0.00094029i,0.00025281-0.00095092i,0.00067792-0.00023965i,0.0002739+0.00039108i
-0.0013258+0.0014922i,-0.0017573+0.0026006i,-0.0015331+0.0025482i,-0.0011701+0.0022129i,-0.00088454+0.0027651i,-0.00087179+0.0020871i,-0.00034457+0.0011999i,0.00082188+0.00082272i,0.0018308+0.00031349i,0.0022703+0.00024567i,0.0019574+0.00022701i,0.0010997+0.00040522i,0.00030336+0.00058666i,-0.00013622+0.00056539i,-0.00062501+0.00065275i,-0.00073749+0.00068604i,-0.00010819+0.00067933i,-9.3255e-05+0.0002884i,-0.00023818+0.00013335i,-0.00011541+0.00060679i,-0.00010652+0.00038953i,4.5332e-06+0.00045711i,0.00058497+0.00036277i
-0.0015653-0.00015019i,-0.0013651+0.00015836i,-0.00092435+0.00073748i,-0.00014619+0.00012333i,-0.00010806+0.00072556i,-0.0011111+0.0015295i,-0.00096889+0.0013192i,-0.00014021+0.00071155i,0.00072373+0.00050905i,0.001277+0.0013194i,0.0006219+0.0013986i,0.00018589+0.00056701i,-0.00064638+0.00010424i,-0.0009212+0.00041371i,-0.00011336+0.00069389i,0.00012647+0.00061696i,-0.00017127+0.0012491i,8.2742e-05+0.00037909i,0.00011568-0.00080362i,1.6454e-05-0.00070514i,0.00080804+6.6072e-06i,0.0013293+0.00043851i,0.00052066+0.00013453i
0.0021189-0.00078169i,0.0034031-0.0017499i,0.0025429-0.0041197i,0.00079802-0.0045679i,-0.00069173-0.0029451i,-0.0021947-0.00019153i,-0.0017086+0.0013138i,0.00035589+0.00016395i,0.0012035-0.00086459i,0.00038696-0.00028405i,-8.9195e-06-0.00017878i,-0.00052482-0.00046428i,-0.001231+0.00024036i,-0.00098065+0.00092239i,-2.5189e-05+0.0012239i,0.00039281+0.00060099i,0.00023853+0.00028285i,0.00055274+0.00013943i,0.0012727-0.00024512i,0.00074623+2.7569e-05i,0.0005664+0.00081011i,0.00084357+0.00068067i,-4.6329e-05-0.00031659i
-0.0038815+0.0019659i,-0.0024561+0.0024161i,-0.0026438+0.0019507i,-0.0020891+0.00033967i,-0.0017009-0.00024358i,-0.0014323-0.00012042i,-0.00024357+0.00026936i,-7.9501e-05+0.00041561i,-0.00022317+0.00061055i,-0.00034039+0.0013215i,-0.00044671+0.0006905i,-0.00027106-0.00063842i,0.00012199-0.00085823i,0.00020134-0.00039833i,0.00030084+0.00037935i,0.00076092+0.00065099i,0.00064813-0.00031807i,1.1127e-05-0.00088337i,-0.00013233-0.00020885i,-9.1193e-05-0.00073153i,-0.0002842-0.00065269i,-0.00050054-0.00046742i,-0.0012331-0.00042045i
-6.1228e-05+0.000794i,-0.00021668+7.1968e-06i,-0.00070333+0.00017154i,-0.0016233+5.2322e-05i,-0.002188+0.00048143i,-0.0022311+0.001578i,-0.001329+0.0010745i,-0.00012948+0.00041125i,0.00017514+0.0010662i,8.716e-05+0.0015687i,0.00057807+0.0010032i,0.00011922+0.00069067i,-0.0004331+0.00031228i,0.00028176-0.0005704i,0.00059019-0.00059913i,0.00018728+0.00019822i,0.00025352-3.7054e-05i,0.00021281-0.00053209i,0.00026658-0.00045608i,8.542e-05-0.00061865i,-0.000281-0.00070244i,-0.00035932+0.00015676i,-0.0001646+5.1779e-05i
0.0014762+0.0012708i,0.0015448+0.0015969i,0.0022487+0.0005623i,0.0015626-0.00094683i,-0.00059186-0.0018414i,-0.0016509-0.00098091i,-0.0013381+0.00048231i,-0.0013451+0.00079549i,-0.00072129+0.001354i,0.0011428+0.0017385i,0.0020383+0.001114i,0.0012247-0.00032276i,0.00066357-0.0010245i,0.0006698-0.00059258i,0.00070395-0.00042436i,0.00064512-0.00035589i,0.00027557-0.00050909i,-0.00058024-0.0005863i,-0.00087384-0.00046349i,-0.00074079-0.00056503i,-0.0010998-0.00018967i,-0.0011593-7.9083e-05i,-0.00062749-6.2282e-05i
-1.882e-05-0.0019046i,3.5027e-05-0.0025425i,-0.0013784-0.0036006i,-0.0029547-0.0040599i,-0.0034839-0.0032117i,-0.0029944-0.0014613i,-0.00092163-0.00018566i,0.00060638+0.00072136i,-9.0732e-05+0.0011071i,-0.00026158+0.0011043i,0.00016018+0.00089004i,-0.00051682+0.00045418i,-0.00088755+0.00058901i,-0.00092987+0.00060054i,-0.00096929+0.00081413i,-0.0011325+0.0011781i,-0.00073729+0.00054047i,-0.00012049-0.00027178i,-0.00018744-0.00062751i,-0.00017723-0.00063365i,-0.00014101-0.00083344i,-7.9772e-05-0.00063686i,-0.0002783-0.00015718i
-0.00063628-0.0022789i,-0.00019051-0.0025659i,-0.00041333-0.0021806i,-0.0010018-0.001936i,-0.0014257-0.0017354i,-0.0014796-0.00030786i,1.9918e-05+0.0016619i,0.0018518+0.001868i,0.001775+0.0010053i,0.0012577+0.00083388i,0.0010654+0.001011i,0.00035411+0.00041442i,-0.0007257+0.00024526i,-0.0010395+0.00033999i,-0.00059001+0.00052635i,-0.0001941+0.0017282i,-0.00027336+0.00083819i,0.00043436-0.00043077i,0.0006869+0.00035367i,-8.6599e-05+0.00050754i,0.00016477+3.8316e-05i,0.00019589+0.00012692i,0.00032662+0.00069584i
-0.00081118+0.00012905i,-0.0014676+0.00096524i,-0.0017062+0.00069049i,-0.0015055+2.6581e-05i,-0.00076057+0.00016358i,-0.00043312+0.00040827i,-0.00053594+0.00086652i,0.00028857+0.0011164i,0.0015183+0.00097671i,0.002063+0.00034265i,0.0018561-0.00033746i,0.00063872-0.00038745i,-0.0008815-0.00071548i,-0.0013358-0.0010564i,-0.00073381-8.0099e-05i,-0.00029766+0.00046399i,0.00028871+0.00031606i,0.00037488+0.00010889i,0.00032943-0.00034784i,0.00024021-0.00095682i,-0.00024559-0.0014412i,-0.00018493-0.00051025i,3.2915e-05+0.00094071i
-0.0019042+0.0028417i,-0.0012217+0.0017763i,-1.893e-05+0.0015504i,0.00058987-0.00032046i,-0.0010975-0.0015464i,-0.001617-0.0012138i,-0.00081122-0.00023552i,-0.00046118+0.00062682i,-0.0003969+0.00064932i,-0.00049838+0.00022774i,-0.0001608-0.00034588i,-0.00038811-0.00053449i,-0.00084014-0.00034445i,-6.9667e-05+0.00036705i,0.00063623+0.0012i,0.001076+0.00089984i,0.00178+4.5231e-05i,0.0015629-0.00072305i,0.00059256-0.0011073i,5.8258e-05-0.0012434i,-3.1904e-06-0.0014423i,-9.8263e-05-0.00092271i,-0.0010782-0.00027896i
0.0011756-0.0012791i,0.00035356-0.0021064i,-0.00067635-0.0021488i,-0.0014721-0.0010885i,-0.0018105+0.0004129i,-0.0014115+0.00096794i,-0.00050584+0.00068002i,0.00020695+0.00089702i,0.00028691+0.00059325i,0.00012619+0.00025793i,-0.0002249+0.00023312i,0.00038903+0.00023054i,0.000992+0.00064266i,0.00049405+0.00086996i,2.5698e-05+0.00025227i,0.00027746-0.00039921i,0.00076494-0.00036374i,0.00050218-7.5359e-05i,-0.00043053+0.00057437i,-0.00094853+0.0013358i,-0.00095727+0.0015828i,-0.001312+0.00065778i,-0.0013402-0.00012058i
0.0018411+0.00058615i,0.0028796-0.00014688i,0.0030654-0.00097482i,0.00097243-0.0018059i,-0.0016457-0.0014096i,-0.0025796-5.7857e-05i,-0.00084598+0.00055776i,0.00083407+0.00054887i,0.00067058+0.0007787i,-0.00029373+0.0010091i,-0.00072251+0.00088962i,-0.00053724+0.00058252i,0.00019209+0.0005872i,0.00065778+0.0010474i,0.00013672+0.00079764i,-0.0001422+0.00039812i,5.8807e-05+0.00067399i,2.2152e-06+0.00076368i,-0.00015217+0.00075888i,-0.0003166+0.0012096i,-0.00061616+0.0011098i,-0.00106+0.00047401i,-0.00046015-4.7736e-05i
-0.00033459+0.0015908i,-0.00081368+0.0019874i,-0.00039523+0.00053801i,-8.5367e-05-0.00052501i,-0.00083962-0.0013366i,-0.00076941-0.00069838i,0.00028165+0.0011797i,0.00064526+0.0019768i,-9.2653e-05+0.0015439i,0.00035029+0.0010386i,0.0010347+0.0010568i,0.0010142+0.00073359i,0.00087613-0.00046754i,0.00091778-0.0010006i,0.00059181-0.00057462i,-0.00029235+5.6433e-05i,-0.0010014+0.00014393i,-0.00096227-0.00019008i,-0.00075104-0.00041237i,-0.00017869-0.00057913i,0.00039209-5.4016e-05i,0.00074927+0.0010145i,0.00045871+0.0014234i
0.00031678-0.00058223i,0.00034371-0.0012375i,0.00064737-0.0017153i,-0.00016062-0.0018376i,-0.0014445-0.0014481i,-0.0014897+0.0008194i,-0.00099494+0.0022103i,-0.00046215+0.0019235i,0.00039424+0.0015543i,0.001032+0.00080746i,0.0014143-0.00024553i,0.0011355-0.00057925i,-0.00059377-0.00065931i,-0.0012139-0.00085816i,-0.0005692+7.3432e-05i,0.00041468+0.0013157i,0.00027213+0.0014943i,8.9068e-05+0.0005829i,-0.0001135+0.00016577i,5.0496e-05+0.00028307i,0.00065208+0.00016796i,0.00056207-3.2681e-05i,0.00038284-0.00011556i
-0.0014823+0.0019352i,-0.0024439+0.0024523i,-0.0018049+0.0024646i,-0.00028321+0.00015767i,-0.00047148-0.0015576i,-0.0015503-0.0011395i,-0.00064529+0.00041928i,0.00043213+0.0014174i,0.00048658+0.001336i,0.0010319+0.000787i,0.0012974+0.00043012i,0.00078236+0.00052953i,3.3105e-05+0.00020144i,-0.00046273+0.00011131i,-0.00078773+8.5048e-05i,-0.00056112+0.00033034i,0.00032299+0.00026328i,0.00063797+6.3823e-05i,0.00067273-8.101e-05i,0.00033289-0.00094329i,-0.00030712-0.0016318i,-0.00051631-0.0012785i,-0.00051272-0.00059794i
