6.787e-05+0.0016724i,0.0014269+0.00096002i,0.0011689+0.00053872i,0.00087125+0.00037948i,0.00040199+8.0649e-05i,-0.00058844-8.3072e-05i,-0.0011845+0.00048252i,-0.00069683+0.00069774i,4.5398e-05+0.0014389i,0.00066679+0.0012465i,0.00090017-0.00031522i,0.00057385-0.001083i,0.00011904-0.0012918i,-0.00063248-0.00077846i,-0.00096046-0.00050573i,-0.00013142-0.00028587i,8.1752e-05+0.00035725i,-0.00027788+0.0004355i,9.545e-05+0.00071077i,0.00039362+0.00038223i,0.00023985+0.0004042i,0.00010835+0.0010731i,0.00015094+0.00096332i
-0.0012908-0.00020268i,-0.00022887+0.0010622i,0.0017845+0.0013695i,0.0028649+0.0016365i,0.0027484+0.001851i,0.001942+0.00041297i,0.00028981-0.00076083i,-0.0010535-0.0005433i,-0.0012348+0.00025053i,-0.00052025+0.00013114i,0.00021028-0.00074544i,0.00042389-0.00053299i,-0.00027594-9.8033e-05i,-0.00078975-0.0010851i,-0.00034777-0.0016548i,7.9775e-05-0.0010567i,-0.00052353-0.00043184i,-0.00082419-0.00039412i,-0.00089192-0.00068749i,-0.00027235-0.00045861i,0.00046211-0.00012526i,0.0010064+0.00017236i,0.0013629+0.0003794i
0.000283-8.2726e-05i,0.00042671+0.0010681i,0.00023919+0.0011847i,0.0007322+0.0012566i,0.0007153+0.0014881i,0.00048139+0.00070905i,-0.00053741-0.00030681i,-0.0012923+2.0333e-05i,-0.0013176+0.00074147i,-0.00091042+0.00058735i,0.00021845-0.00020501i,0.0007487-0.00026574i,0.00013508-0.00036351i,-0.000123-0.00054053i,-0.00055728-0.00093038i,-0.0010679-0.0011193i,-0.00078844-0.00011433i,-0.00062163+0.00035481i,-0.00042389+0.00025421i,-0.0001976+0.00057356i,-0.00041431+0.00021178i,-0.00015849+0.00013743i,0.00050397+0.00020736i
0.0009401+0.00070749i,0.0010472+0.00083449i,0.0014023+0.0010537i,0.0014883+0.0008932i,4.9924e-05+0.000608i,-0.00056005-0.00032914i,-0.00053087-0.00060784i,-0.0014624-0.00011081i,-0.0014528-0.00050616i,-8.2432e-05-0.00010277i,0.00056206-0.00025778i,0.00034571-0.0014905i,0.00050627-0.0012587i,0.0003361-0.00073941i,-0.00049163-0.0003996i,-0.00034917-0.00045606i,-0.00012627+0.00037949i,-0.00049122+0.00058679i,-0.00041217+8.0409e-05i,0.00011794+0.00037801i,0.00039225+0.0013134i,0.00014598+0.0012423i,-0.00021146+0.00010974i
-3.8078e-05+0.00093348i,1.6909e-05+0.0026371i,-0.00016982+0.00323i,-7.0691e-05+0.0031015i,0.00067307+0.0019073i,0.0016598+0.00021028i,0.00066369-0.00061375i,-0.00070069-0.0010456i,-0.001303-0.0010615i,-0.0010361-0.00020071i,-0.00090115+0.00041146i,-0.00021596+0.00072803i,0.00082512+0.00081058i,0.00094974+0.00089181i,-2.1291e-05+0.00040817i,-0.0005907-0.00059697i,0.00012244-0.00090468i,-0.00018623-0.00057435i,-0.00048828-0.00046523i,-0.00075154+0.000105i,-0.00075886+1.1278e-05i,-0.00020936-0.00029419i,-0.00069383+2.2273e-05i
-0.00050452-0.001595i,-0.0010579-0.0011087i,-0.0017554-0.00014251i,-0.0015407+0.001806i,-0.001354+0.0021759i,-0.00093958+0.0012069i,-0.00090868+7.2236e-05i,-0.00085917-0.00068652i,-0.0011602-0.00068055i,-0.0011705+0.00012323i,-0.0001736+3.993e-05i,0.00013747-0.0007394i,-0.00043881-0.00082076i,-0.00050006-7.6131e-05i,-7.7638e-05+0.00034575i,-2.1162e-05+5.9054e-06i,-0.0002487-0.00020852i,-0.00019156-0.00062844i,0.0006484-0.0009747i,0.00094158-0.00065735i,5.3823e-05-0.00051439i,-0.00056497-0.0002561i,0.00010518+0.00056581i
-0.00079752-0.00022212i,0.00021349+0.00015134i,0.0011785+0.0010471i,0.00064323+0.0010166i,-6.3495e-05+0.0010861i,0.00013517+0.00068867i,0.00011449-0.00059126i,-0.00074431-0.00109i,-0.0010124-0.0011655i,-0.00015872-0.0010334i,0.00045917-0.00066824i,0.00032261-0.00074882i,-0.0001719-0.0011514i,-0.00060914-0.00050404i,-0.0011887-0.00052401i,-0.00064448-0.00091954i,0.00015189-0.00040633i,-8.4084e-05-0.00030441i,-0.00036044+0.0001025i,-0.00070025+0.0010578i,-0.00078509+0.00037687i,-0.00047661-0.00025773i,-2.2074e-05-0.00028454i
-0.0001392-0.00013991i,-0.00044964+0.0005562i,-0.00038064+0.00037123i,-0.00028217+0.00023015i,-0.00030253+0.00043754i,-0.00031933+0.00024554i,-0.00055173+7.7832e-05i,-0.001028-0.00051907i,-0.00081487-0.00074011i,-4.0051e-05-0.0005376i,0.00069751-0.00081196i,0.0010756-0.00089994i,0.00098629-0.00058947i,0.00047039-2.0696e-05i,-9.3205e-05-0.00015263i,-9.4412e-05-0.00038892i,-0.00030365+9.501e-05i,-0.0005734+0.00039666i,-0.00066729+0.00024989i,4.4465e-05-0.0004312i,0.00086886-0.00032083i,0.00055602+0.00039136i,0.00035378+0.00037915i
0.00019034-0.0019475i,0.0021772-0.00081925i,0.002347+0.0010207i,0.0016584+0.0025051i,0.0010082+0.0013039i,0.00064071-0.00020982i,-4.5733e-05-0.00095037i,-0.0010053-0.00099472i,-0.0013676-0.00016745i,-0.0010982+0.00020555i,-0.00029415+6.2353e-05i,0.00072552-0.00037578i,0.00058391-6.1411e-05i,0.00043243+0.00031846i,0.00054047+7.3262e-06i,0.00026221-0.0001615i,0.00034984-0.00029597i,-5.4751e-05-0.00020101i,-0.001149-0.0003403i,-0.0015159-0.0007152i,-0.00062015-0.00086406i,0.00032878-0.00066351i,0.00052182-0.00037146i
0.00018516-0.00090404i,0.00015652-0.00018621i,-0.00054081+0.00069524i,2.126e-05+0.00072033i,-5.0813e-06+0.00023821i,-0.000133-0.00010159i,-0.00034846-0.00069485i,-0.0012606-0.0011397i,-0.0013988-0.0008385i,-1.5783e-05-0.00065216i,0.00091539-0.0010673i,0.0005893-0.00075785i,0.00014442+0.00035603i,-0.00056899+0.0010477i,-0.00015546+0.00092903i,0.00043754+0.00019816i,0.0005426-0.0002341i,0.00026901+0.000145i,0.0001015+0.00067825i,-0.00049869+0.00039267i,-0.0014586+0.00022034i,-0.0009919+0.001056i,-0.00021457+0.00056716i
0.00076249+0.0014608i,0.00076101+0.0022719i,0.00081481+0.0022726i,0.0018847+0.001055i,0.0022573-5.0112e-05i,0.00081833-0.00036009i,-0.00037958-0.00097904i,-0.00074044-0.001024i,-0.00044569-0.00099079i,-0.00018649-0.0011797i,-0.00067559-0.00061241i,0.0001612-0.00054919i,0.0014188-0.00071383i,0.0012886+3.3703e-06i,0.00026123+0.00039535i,-0.00026983-0.00027044i,-0.00069888-0.00013151i,-0.0011423+7.9932e-05i,-0.00092997-0.0005652i,-0.00029577-0.00044921i,0.0002287+0.00030063i,-0.00024663-0.00022049i,-0.00054745-0.00081323i
-0.0011482-3.085e-05i,-0.00093763+3.6304e-05i,-0.0010381+0.00056878i,-0.00070359+0.00051174i,-0.00046485+0.00060565i,-0.00056962+0.00039551i,-0.00077992-0.00064483i,-0.0013359-0.00095165i,-0.0014868-5.4432e-05i,-0.00088457+4.5628e-05i,-0.00029571-0.00044618i,0.00018432-0.00091295i,0.00086451-0.0017996i,0.00077084-0.0014579i,0.00026946-0.00073592i,-0.00010082-0.00078134i,-0.00041285-0.00085611i,-7.8389e-06-0.00051275i,0.00076656-6.1159e-05i,0.00049812+0.0001436i,-5.6514e-05-0.00012793i,-4.7796e-05+3.4754e-05i,0.00021474-0.00017257i
-0.00068166-0.00066043i,0.00064073-0.00084179i,0.001815+0.00069733i,0.0021616+0.0018006i,0.0013216+0.0014462i,0.00054387+0.00086496i,-2.2953e-05+0.00017404i,-0.00017971-0.000294i,0.00023836-1.2836e-05i,1.502e-05+0.00057828i,5.061e-05+0.00028889i,0.00095418-0.00052607i,0.00096936-0.0005817i,0.00074183-0.00053038i,0.0010573-0.00037729i,0.00086994-0.00048267i,-0.00029621-0.00099272i,-0.0011456-0.00094732i,-0.0011546-0.00061196i,-0.0010171+0.00011048i,-0.00063697+0.00036164i,0.00014861+0.00051512i,0.00047829+0.00054832i
0.00058645+0.00042582i,0.00049557+0.0014431i,0.00020874+0.0022938i,0.00059046+0.00054157i,0.00046383-0.00091237i,-0.0005816-0.00041903i,-0.00057673-0.00043897i,-0.00056541-0.00066886i,-0.00043943-0.00015346i,0.00039128+5.4225e-05i,0.00089186-0.00047665i,0.00092283-0.00091058i,0.0010235-0.00035405i,0.00054198-0.00014935i,0.00017013-6.2522e-05i,0.0003368-0.00030774i,-0.00012808-0.00081674i,-0.0001259+6.4229e-05i,0.00022059+0.00042601i,0.0001677+0.00021626i,-0.00027693+0.00090581i,-0.00045036+0.00087961i,0.0005117+0.00022134i
0.00036513+0.00045925i,0.0003804+0.0010742i,0.00092766+0.0014725i,0.0023443+0.001319i,0.0023937+0.0010395i,0.0004267+0.00036719i,-0.0014715+0.00044926i,-0.0028359+0.00024979i,-0.0025639+0.00024891i,-0.0012023+0.00025561i,-0.00031044-0.00052385i,0.00025496-0.00099962i,-0.00064252-0.0010201i,-0.00055338-0.0006109i,0.00081277-0.00027786i,0.00055411-0.00049457i,-0.00022543-0.00030709i,0.00023063-0.00048619i,0.00048451-0.00027191i,0.00059587+0.00028986i,0.00038083+1.5145e-05i,-0.00044235-0.00025875i,-0.00012904-0.00027297i
-0.0012124-5.2002e-05i,-0.0004219+0.00040116i,-0.00012338+0.0014475i,0.00074522+0.0027172i,-7.0223e-05+0.0028628i,-0.00021557+0.0015007i,-0.00063623-9.4885e-06i,-0.0015011-0.00015555i,-0.0016656+0.00011657i,-0.0011939-0.00019136i,-1.2271e-05-0.00043806i,0.0011102-0.0008482i,0.0018638-0.0011101i,0.00087744-0.0013525i,0.00035763-0.0015004i,0.00071379-0.0010745i,-0.00018048-0.0012308i,-0.0010471-0.0010094i,-0.0010441+0.00013804i,-4.5011e-05+0.00028255i,0.00042291-0.00012319i,-0.00050699+3.7396e-05i,-0.0012222-6.2065e-05i
0.0011542+0.0013619i,0.0023909+0.0013555i,0.0036477+0.00073221i,0.0035504-0.0010369i,0.0025665-0.0016346i,0.0007037-0.00084149i,-8.5372e-05-0.00094396i,-0.00040607-0.00068547i,-0.0011967+0.00029745i,-0.00098962-0.00022507i,-0.00026978-0.0005353i,0.00059022+0.0006511i,0.00084869+0.00084706i,0.00053539+3.7142e-05i,0.00060065-0.00029035i,0.00038579-0.00063847i,-0.00054705-0.00019915i,-0.0013737-9.6973e-05i,-0.0010254-0.00048482i,-0.00029727-0.0001336i,-0.0004679+1.4567e-05i,-0.00058819-0.0004961i,-0.00058184-0.0010431i
0.00032546+0.00037224i,0.0011476+0.0022519i,0.0012544+0.0021581i,0.0012425+0.0014644i,0.00077067+0.001476i,0.00063183+0.0017417i,0.00082635+0.00060071i,-0.00026166-0.00069366i,-0.0013029-8.7267e-05i,-0.0011432+0.0001119i,-9.5853e-05-0.00034882i,0.0010639-0.00027554i,0.0013439+0.00042162i,0.00032814+0.0011649i,-0.00064024+0.00091378i,-0.00059737-0.00018768i,-0.0010117-0.00084441i,-0.001288-0.0013147i,-0.00033689-0.0009416i,0.00060832+0.00023247i,0.00043405+0.00041972i,-0.00051141+8.3073e-05i,-0.00090036+0.00016637i
-0.0002634+0.00064201i,-2.8937e-05+0.0022142i,-0.00045562+0.0030159i,-0.00083264+0.0032339i,-2.3273e-05+0.0023846i,3.5378e-05+0.0018008i,-0.00092443+0.0013395i,-0.0015005+0.0005913i,-0.0016954+1.5544e-05i,-0.00067328-0.00024646i,0.00062443-0.00054278i,0.00074421-0.00014688i,0.0010965+0.00071591i,0.00072492+0.00074352i,8.9096e-05+0.00018346i,-5.0964e-05-0.0005373i,-0.00013843-0.00040312i,0.00046651+3.8875e-05i,0.00048354-0.00012957i,-0.0001582-0.00023194i,-0.00029296+0.00054568i,0.00010037+0.00092314i,9.7084e-05+0.00028222i
-0.00051456+0.00021951i,-0.0016001+0.0011047i,-0.0010844+0.00086456i,-0.00049175+0.00087369i,-0.00038156+0.00074109i,-0.00098388+0.00042371i,-0.001414-0.00032544i,-0.0010849-0.00049727i,-0.00071859-0.00033712i,-0.00072094-0.00049129i,0.0011291-0.00078439i,0.0023857-0.00064656i,0.00081111-0.00034876i,0.00016724+0.00023607i,0.00071063+0.0010586i,0.00044951+0.00067965i,0.00010149-0.0001326i,-8.9664e-06-0.00085199i,-5.5059e-05-0.00070008i,0.00013468-9.6986e-06i,-2.0257e-05-3.7949e-05i,-0.0003631+2.3254e-05i,-6.6538e-05+7.4453e-05i
-0.002101+0.0017165i,-0.00076369+0.001334i,0.0024231+0.001456i,0.0033179+0.00080342i,0.0024256-0.00066304i,0.000405-0.0015296i,-0.001474-0.00069454i,-0.001815-0.00021673i,-0.001253+7.2944e-05i,-0.00029495+0.00079514i,0.00074561+0.00055088i,0.00082614+0.00024724i,0.00042988+3.0814e-05i,0.00046541-0.00073917i,0.00016871-0.00035396i,-0.00022253+0.00015804i,-0.00032962-4.9618e-06i,-0.0010777-0.00012362i,-0.0017903+0.00014922i,-0.0015381+0.00032667i,-0.0010032-6.9983e-05i,-0.00034861-0.00042791i,-0.00023246-0.00032256i
0.00061065-0.0024063i,-4.8207e-05-0.0020351i,-0.00025117-0.00076587i,-0.00029214+0.00064003i,-0.00061445+0.0014181i,-0.00096966+0.0011168i,-0.0009522+0.00090653i,-0.00099386+0.00057649i,-0.0011556-3.9445e-05i,-0.00070776-0.00029845i,-0.00015293-0.00012202i,5.9548e-05-0.00053462i,7.6947e-05-0.00025603i,-0.00019138-0.00052346i,-0.000119-0.0016137i,0.00033461-0.0017961i,0.00051791-0.0014458i,0.00045234-0.00064834i,-0.00062436+0.0001642i,-0.0014995+0.00017238i,-0.0010571-0.00051129i,-0.00019567-0.00058513i,-6.9937e-06-0.00059748i
0.0015342-0.0011124i,0.0028562-0.00047785i,0.0027612+0.0011084i,0.0012698+0.0013086i,0.00031679+0.00058837i,0.00012473+0.00013095i,-0.0010837-0.0002788i,-0.0013518-0.00043407i,-0.00091153-0.0001607i,-0.00078061-0.0004402i,-0.00010845-0.0004113i,0.0010034+2.3368e-05i,0.0011769+0.00030552i,0.00037469+0.00064038i,-0.00032299+0.00079919i,-0.00070523+0.00059674i,-0.0012776+0.00036464i,-0.0013549+0.00038276i,-0.00050555+0.00015944i,-0.00024073-0.00013385i,-0.00010897-1.3546e-05i,0.00010637+9.2903e-06i,0.00050784-0.00037891i
0.00045575+0.0022504i,0.0014895+0.0033052i,0.0022001+0.0031397i,0.0035779+0.0027969i,0.0030379+0.0016304i,0.00093645-0.00040311i,-5.6626e-05-0.0012491i,-0.0014604-0.0014604i,-0.0025896-0.0007638i,-0.001169+0.00026635i,0.00066043+0.00020389i,0.0010042+0.00041437i,0.00015161+0.0011975i,-0.00054396+0.0014499i,-0.00053242+0.00045254i,-0.0001349-0.0010164i,-0.00038462-0.00072159i,-0.0010365-5.8604e-05i,-0.001322-0.0001942i,-0.0012254-0.00038525i,-0.00086207-0.00065135i,-0.00017157-0.00071637i,0.00022937-0.00044598i
-0.0012992+0.0019835i,-0.0015822+0.0014583i,-0.00089532+0.0010385i,-0.00048178+0.0011229i,-0.00027625-0.0001161i,-0.00074253-0.0006503i,-0.0012102+1.4959e-05i,-0.0019582-0.00054105i,-0.0020294-0.001276i,-0.0011263-0.00094388i,-0.0005281-0.0005505i,-0.00016341-5.0466e-07i,-0.00029062-0.00033423i,-0.00036092-0.00042924i,0.00024224+6.8265e-05i,-1.2695e-06-0.00013753i,-0.00098288-0.00064088i,-0.0013283-0.00096479i,-0.00043122-0.00096307i,0.00045925-0.00089631i,0.00028175-8.4747e-05i,-0.00057771+0.0012218i,-0.0006258+0.0011718i
-0.0010225-0.00027232i,-0.0004916-8.7796e-05i,6.4836e-05+0.00045675i,-0.00025175+0.0017887i,-0.0010961+0.0017649i,-0.0017137+0.00096236i,-0.0017835+0.00016625i,-0.0015868-0.00014885i,-0.0014987-0.00061093i,-0.00084706-0.00078079i,-0.00016688-0.00058293i,0.00038081-0.00039493i,0.00074352-0.00048415i,0.00074496+7.5225e-05i,0.00045428+0.0012367i,2.5446e-05+0.0010971i,-0.00030835+0.00045239i,-0.00023552-0.00012239i,1.5214e-05+1.8712e-07i,0.00024176-0.00019155i,-2.8771e-05-0.00027235i,0.00025229+0.00021689i,0.00019171+0.00037089i
9.4546e-07+0.0010868i,0.00064391+0.0010222i,0.0020553+0.0014396i,0.0022968+0.001284i,0.0011659+0.00015782i,-1.8281e-05-0.00085695i,-0.00080808-0.00074056i,-0.0018159-0.00074908i,-0.0014399-0.0009052i,6.4963e-06-0.0010425i,0.00061434-0.00040467i,0.00037463+0.00032301i,-0.0001855+0.00047128i,-0.0003234-0.00016332i,0.00027544-0.00036958i,-0.00055568+0.00031229i,-0.0013936+0.00030328i,-0.0010573-0.00012839i,-0.0010287-0.00044251i,-9.5618e-05-0.00033427i,0.00034392+0.00033605i,0.00014816+0.00025806i,3.1219e-05-0.00053828i
0.0020293+0.0010834i,0.0015785+0.0017487i,0.0027991+0.00062654i,0.0026671-0.00049871i,0.0010831-0.0017348i,-0.00030214-0.002124i,-0.0010412-0.00036549i,-0.0014141+0.0006633i,-0.0011135-0.00014062i,-0.00082759+0.00014593i,-0.00047334+0.00022394i,0.00031657-0.00032182i,0.00029145-0.00066991i,-0.00027533-0.00059631i,-4.1187e-05-2.8058e-05i,0.00056667+0.00025124i,0.00038932+0.00063156i,0.0002461+0.00065667i,0.00063332-1.8324e-05i,0.00030288-0.0006467i,0.0001265-0.00087285i,0.00023936-0.00082706i,-9.3886e-05+3.9396e-05i
-0.0013767+0.0013716i,-0.00084001+0.0020756i,-0.0017003+0.0027569i,-0.0011841+0.0033448i,-0.00011852+0.002101i,-0.00055916+0.00078407i,-0.0010962+0.00015884i,-0.0012179-0.0005075i,-0.00098718-0.00096335i,0.00019542-0.00084401i,0.00016398-0.00073145i,-0.00062561-0.00048361i,-0.00054647+9.7932e-05i,-0.00032726+0.00014732i,-5.5817e-05-0.00058802i,0.00022105-0.00041509i,0.00027797-0.00019073i,0.00036198-0.00062824i,-0.0001351-0.001219i,-0.0002344-0.0010651i,0.00021652-0.00014648i,0.00051137+0.00043687i,0.00054636+0.00077011i
0.00037657+0.00015217i,0.0018256+0.00046319i,0.0019904+5.8416e-05i,0.0012745-6.7775e-05i,0.00079028+0.00016264i,0.0007116-7.584e-05i,0.00036466-0.00068022i,-5.2617e-05-0.0011004i,-0.00043269-0.001029i,-0.0010296-0.001202i,-0.0010103-0.00090099i,-0.00010312-0.0005272i,0.00078433-0.0010677i,0.0010196-0.0016093i,0.00035181-0.0014826i,-0.00028122-0.00096899i,-2.9493e-05-0.0005849i,0.00026617-0.00061892i,0.00021282-2.2926e-05i,0.00051304+0.00061269i,0.00070978+0.00049635i,0.00033051-0.00011343i,-0.00011587-0.00069515i
-0.00066895+0.000315i,-0.00040425-0.00013408i,-0.00018642+0.00047351i,0.00017862+0.0019642i,0.0007745+0.0018692i,0.0010903+0.00042894i,0.0010265-0.0007837i,-5.7874e-05-0.0012566i,-0.0012823-0.0011011i,-0.00077023-0.00049417i,0.00094767-6.3865e-05i,0.0014745-0.00048912i,0.00088054-0.00084124i,0.00054691-0.00034102i,-0.00030259-0.00029696i,-0.0006446-0.00071102i,-0.00036351-0.00032974i,-0.00058556-0.00038099i,-0.00049213-0.00096723i,0.00038571-0.00085247i,0.000712+0.00013584i,0.00036701+0.00034722i,0.00020303+0.00036807i
0.00086942-0.00052164i,7.6061e-05+0.00035245i,-4.4814e-05+0.0016935i,0.0016588+0.0016334i,0.0021495+0.0013169i,0.00065794+0.00034631i,-0.00088161-0.00033969i,-0.0013164-0.00082132i,-0.00075393-0.00059107i,-0.00038021+3.9771e-05i,0.00044597-0.00049184i,0.00061145-0.0013763i,7.5564e-05-0.0010234i,9.2537e-05-0.0004325i,-0.00010356-0.00039405i,0.00010761-0.00058658i,-0.00015304-0.00050756i,-0.00034595-0.00081929i,-0.00099022-0.00073664i,-0.0013269-0.00011869i,-0.00038403+0.00016643i,-0.00013942+0.00028643i,-0.00026727+0.00031721i
0.00049556+0.00089869i,-0.0010851+0.00091206i,-0.001082+0.00048035i,-0.00027639+0.00050979i,-0.00055791+1.9855e-05i,-0.00088203-0.00038492i,-0.0012032-0.00010984i,-0.0012382-0.00028623i,-0.00082824-0.00048452i,-0.00044933-7.4019e-06i,-0.00032555+5.3742e-05i,0.00012378+0.00046719i,0.00054928+0.00050052i,0.00056655-0.00014464i,0.00028335-4.5733e-05i,-0.00016292+0.00050287i,-0.00026232+0.00064685i,1.3883e-05-0.00010368i,0.00038768-0.00059056i,0.0004323-0.0004259i,0.00033149+0.00014574i,0.00051188+0.00058841i,0.00084601+0.00049139i
-0.00035125+0.00054669i,-0.0010314+0.00054522i,0.00067335+0.0023026i,0.0034781+0.0032707i,0.0041316+0.0023211i,0.0018748+0.00085626i,-0.00044228-0.00035151i,-0.00086763-0.00070123i,-0.00087979-0.00064296i,0.00018748-0.0013531i,0.0012085-0.0015054i,0.00078145-0.00091598i,3.9692e-05-0.00046629i,-0.00042819-0.00013371i,-0.00039202+0.00027735i,-9.8937e-05+7.6971e-05i,-0.0001493-0.00029078i,-0.00017887-0.00082249i,0.00020777-0.00056613i,-2.2739e-05+0.0006284i,-0.00056782+0.0010759i,-0.00019803-8.3654e-05i,0.00068514-0.00047857i
-0.00025887-0.001424i,-6.7614e-05-0.0017294i,-0.00020308-0.0014903i,-0.00054325-0.001067i,-0.0014491-0.00099252i,-0.0023123-0.0008885i,-0.0024907-0.00056754i,-0.0018004-0.00013638i,-0.0013188-0.00013726i,-0.00056172-0.0003987i,0.00050503-0.00018268i,0.0011767-0.00019488i,0.0018378-0.00099248i,0.0015903-0.00042847i,0.00049416+3.5936e-05i,2.2974e-05-5.7536e-05i,6.7523e-05-0.00027213i,-0.00022142-0.00078968i,0.00029218-0.00018287i,0.00060312+0.00029694i,-3.0593e-05+0.00024285i,-0.00029077+0.00011014i,-0.00027507-0.00021919i
0.0013812+0.0015466i,0.0024568+0.0014777i,0.0037854+0.0018729i,0.0031379+0.0018369i,0.0012673-0.00032184i,0.00037687-0.0011273i,-0.000217-0.00089827i,-0.00089462-0.00068784i,-0.0008501+3.7035e-05i,-6.5506e-05-1.1628e-05i,0.00041731-0.0004823i,0.00049594-0.00084428i,0.00054554-0.00017497i,0.00035557+0.00016906i,0.0006547-0.00069252i,0.00083431-0.00054477i,0.0006345-0.00030275i,0.00011312-0.00047639i,-0.00060286-0.00021228i,-0.00096068-0.00043531i,-0.000975-0.00074i,-0.00097274-0.0007243i,-0.00078073-0.00054813i
-0.00039975+0.00093784i,-0.00011468+0.00015866i,0.00037042+0.0009366i,0.0010078+0.0012577i,0.000812+0.00066454i,-0.00028634-0.00099111i,-0.00072768-0.0020034i,-0.00072059-0.0016495i,-0.00037163-0.00054029i,0.00023136+0.00017282i,0.0011761-0.00031834i,0.0015547-0.0009725i,0.001631-0.0015025i,0.00126-0.00081441i,0.00014542+6.389e-05i,-0.00081101+0.00052709i,-0.0010232-0.00035373i,-0.00056727-0.00084676i,-0.0005544-5.8636e-05i,-0.0011249+0.00060199i,-0.00093007+0.00049512i,-0.00010807-0.00047569i,0.00047779-0.00082538i
0.00011686+0.0024374i,0.0003153+0.0021986i,0.0018064+0.0018141i,0.002573+0.00090889i,0.0018791-7.1037e-06i,0.0011487-0.00084422i,0.00021183-0.00063129i,-0.001327-0.00015577i,-0.0017793+4.5487e-05i,-0.001201+0.00023068i,-0.00074036-0.0002358i,0.00078566-0.00067669i,0.001159-0.0013587i,-0.0001288-0.001253i,0.0001154-0.0011063i,0.0006955-0.00074944i,0.00020547-0.00024632i,-0.00020387+2.8833e-05i,-0.00073973-0.00029504i,-0.00032629-0.00032382i,0.00035555+0.00053505i,-4.977e-05+0.00048547i,-0.00062644+0.00035162i
-0.0004225+0.0014324i,-0.00018174+0.0016037i,-0.00061179+0.0021821i,-0.00014061+0.0021417i,0.00022306+0.0015088i,0.00036723+0.00043113i,0.00020489-0.0004826i,-0.00049629-0.0012881i,-0.00070165-0.0016181i,-0.00026124-0.0012171i,0.00047827-0.00088639i,0.0010389-0.00079181i,0.0013304-0.00021551i,0.00086296-0.00024672i,-0.00017842-0.00045745i,-0.00082437+0.0002002i,-0.00081277+7.7084e-05i,-0.001038-0.0004991i,-0.00042783-0.001204i,0.0002795-0.0015449i,-2.9643e-05-0.0013881i,0.00051065-0.00096358i,0.0006508-0.0010305i
-0.00048572+0.0012427i,0.00019224+0.0010964i,0.0020875+0.00166i,0.0030342+0.0021349i,0.0023152+0.0010993i,0.0011074+0.0002079i,-0.00011357-0.00050124i,-0.0015113-0.00062649i,-0.0021192-3.093e-05i,-0.00088967-7.5173e-05i,0.00096705+0.00016581i,0.0015969+0.00036141i,0.0012246-0.00013524i,0.00062906+3.8425e-05i,0.00013703+1.9334e-05i,-0.00023572-0.00023868i,0.00026037+5.6355e-05i,-0.00034492-0.00035026i,-0.0013113-0.0012573i,-0.00065773-0.0011672i,-3.4736e-05-0.00020583i,-0.00028092-0.00020319i,-0.00024967-6.339e-05i
-0.0010919-0.00053918i,-0.00045348-0.00045457i,-0.00018252+0.00044925i,0.00017645+0.0010126i,0.00061984+0.00096257i,-1.9512e-05-8.9751e-05i,-0.0012356-0.00060807i,-0.0015347-0.000498i,-0.001129-0.00059556i,-0.00055808-0.00036788i,0.00022031-0.00044867i,0.0007818-0.00075741i,0.00066906-0.00035388i,0.0005369+3.9693e-06i,0.00080072-0.00033091i,-6.0487e-05-0.00060773i,-0.0010611-0.00036761i,-0.00030391+8.9974e-05i,0.00025893-0.00023322i,0.00040918-0.00054497i,0.00015292+0.00045914i,-0.0003583+0.00040251i,2.7537e-05-0.00065039i
0.00010325+0.0012614i,0.0010319+0.0023019i,0.0023967+0.0031588i,0.0034342+0.0032219i,0.0028866+0.0015933i,0.0012386-0.00031385i,-0.00031371-0.00025214i,-0.001897+0.00022462i,-0.0015094+0.00014136i,0.00021319+0.00011339i,0.00060858-6.1598e-05i,0.00052116-0.00023283i,0.0010086-0.00040632i,0.00035154-5.7141e-05i,0.00038296+0.00095201i,0.00093944+0.0006771i,0.00021712-5.4334e-05i,-0.00060143-0.00015931i,-0.00032189-0.00025325i,-0.00055695+0.00035671i,-0.0010604+0.00056823i,-0.00085702+0.00037829i,-0.00037668+0.00031397i
-0.00064701-0.00097769i,-0.00034365-2.6046e-05i,-0.00030668+0.0011248i,0.00036783+0.001722i,-0.00017175+0.001804i,-0.00021394+0.0015244i,0.00019786+0.00038667i,-0.00050011-0.00074482i,-0.00093778-0.00081001i,0.000221+0.00014294i,0.0011571+0.0002879i,0.0012027-0.00018148i,0.0013861+8.2306e-05i,0.001092+0.00022312i,0.00070021-7.2677e-05i,0.00073114-0.00050584i,0.00017964-0.00091035i,-0.00084727-0.00050835i,-0.00073384-0.00014673i,-5.357e-05-0.00019845i,0.00032157-0.00069743i,0.00033584-0.00049209i,0.00033716-5.7679e-05i
