-0.0017012+0.00089665i,-0.0010599+0.0017853i,-0.0011105+0.00050169i,-0.00091331-0.00092888i,-0.0019688+0.00046988i,-0.0017905+0.0016344i,-0.00091151+0.00083263i,-0.00057424-0.00031806i,0.0002723-0.00081295i,0.0006611-0.00054519i,0.00036487-0.00075908i,0.00022773-0.0011025i,-0.00038021-0.0013323i,-0.0011298-0.001024i,-0.001545-0.00052212i,-0.00047286-0.00020164i,0.0008009+9.5914e-05i,0.0015245-5.7538e-05i,0.0017168-0.00019211i,0.00094303+0.00014365i,-1.5451e-05+0.00068197i,-0.00077497+0.00078949i,-0.00038684+0.00028701i
0.00060446-0.00012163i,0.00050265+0.00072505i,0.00063753+0.00069138i,0.0014987+0.00052419i,0.00082661+0.00049408i,-0.00046874+0.00026616i,-0.00068504+3.6783e-05i,-0.00027628-0.001191i,6.2281e-06-0.0024056i,0.00013483-0.0016415i,2.7513e-05-0.00059152i,0.00043173-0.00058415i,0.00022567-0.00085595i,-0.00061005-0.00067262i,-0.00023009-5.7657e-05i,0.00010446+0.00030972i,-0.00075996-0.00019176i,-0.00088264-0.0001012i,-0.00043983+0.0004523i,-0.00046732+0.00015998i,-0.00053058-0.00028559i,-0.00011305+0.00015371i,0.00038198+0.00043027i
-0.0013404+0.00075853i,-0.0014055+0.0012453i,-0.0020897+0.002307i,-0.0014305+0.0020279i,0.00051922+0.00097353i,0.00084274+0.00042701i,0.00010386-0.00016816i,-0.00082473-0.0010094i,-0.0012744-0.001058i,-0.001198-0.00068264i,-0.0011517-0.0005137i,-0.0014482+0.00046742i,-0.0014789+0.00071809i,-0.0010758+0.00025787i,-0.0010618-0.00046355i,-0.00044262-0.00094921i,-0.00046649-3.3508e-05i,-0.0011539+0.00099883i,-0.00071954+0.00055587i,-7.8988e-05+0.00037995i,0.00036497+0.00031593i,0.00017179-0.00024211i,5.7274e-06-0.00090637i
0.001128+0.00097813i,0.0012105-0.0004599i,0.0021056-0.0023579i,0.0017991-0.0037113i,0.0010318-0.0026653i,0.0011137-0.0011104i,0.00084432+0.00028748i,0.00024791+0.0014888i,-0.00068359+0.0015522i,-0.0013441+0.00091845i,-0.0008011+0.00025885i,-0.00075384-3.118e-05i,-0.00088487+0.00094736i,-0.00071063+0.0015305i,-0.00057308+0.00048877i,-0.00027121-0.00025433i,0.00034235+0.00041255i,0.00086916+0.00082564i,0.00040212+0.00083576i,0.00029513+0.00076649i,0.00064886+1.2271e-05i,0.0008507-0.0003737i,0.00045404+0.00064768i
-9.1046e-05+0.0011742i,-0.00028841+0.0011779i,0.0003529+0.00045026i,0.0010591-0.00032333i,0.00093351-0.0010488i,0.00055575-0.00076487i,0.00088845-0.00029578i,0.0020846-0.00037092i,0.0022175-0.0008888i,0.0013621-0.0009531i,0.00096073-0.00030872i,0.00054401+0.0003823i,0.00053398+3.3162e-06i,3.1374e-05+1.9204e-05i,-0.00044303+0.00054631i,0.00049748+0.00042277i,0.00051021+0.00054782i,-7.7234e-05-0.00019487i,8.9436e-05-0.00092694i,0.00013736-0.00096169i,0.00055501-0.00035807i,0.00080739+0.00020461i,0.00019645+0.00033263i
-0.0010133-0.001386i,-0.00070297-0.0013751i,-0.0003051-0.0019209i,-0.00012193-0.0013477i,-0.00068299-0.00091277i,-0.00077811-0.00028796i,-0.00058061+0.0001802i,-4.5365e-05-0.00077768i,0.00065474-0.0023692i,0.00051356-0.0023482i,0.0007624-0.0018487i,0.0013135-0.0017743i,0.00046967-0.0011438i,-0.00075708-0.00022911i,-0.00052141-2.1252e-05i,-7.0833e-05+0.00073684i,-0.0006096+0.0017387i,-0.00023315+0.0011762i,0.00034519+0.00036588i,-7.2767e-05-0.00051305i,-0.00019548-0.0011688i,-0.00012443-0.00070042i,-0.00016512+0.00033982i
-0.0012622+0.00070928i,-0.00066699+0.00034515i,-3.4192e-05-0.00030484i,0.00049804-0.00017191i,0.0010785-0.00012067i,0.00090615-0.0001198i,-0.00030995-0.00068428i,-0.00096585-0.0011079i,-0.00063845-0.00092275i,-0.00063959-0.00094436i,-0.00033523-0.0014696i,-0.0002169-0.0018159i,-0.00099533-0.0020286i,-0.0017066-0.0010588i,-0.0015778+8.9322e-05i,-0.00017526+2.6499e-05i,0.00078906+0.00074012i,0.00030905+0.0016333i,-0.00039542+0.00053147i,-8.8231e-07-0.0012702i,0.00019978-0.0018581i,0.00016075-9.6275e-05i,-0.00011188+0.0004752i
-0.0016311+0.0011824i,-0.00097458+0.0013278i,0.00023211+0.0027157i,0.0010758+0.0028032i,0.0011181+0.001884i,0.00055997+0.00049438i,-0.00017829-0.00025395i,-0.0010255-0.00014229i,-0.0018625-0.00019548i,-0.001906+0.00019821i,-0.0015576+0.00024329i,-0.0014469-2.3594e-05i,-0.0012959-0.00023629i,-0.0010579-0.00018202i,4.1364e-05+0.00033435i,5.2619e-05-2.1549e-05i,-0.00041393-0.0010463i,-8.7978e-05-0.00079185i,-0.00016572-0.00029481i,0.00013811-0.00071468i,-0.00039229-2.4208e-05i,-0.0013206+0.00031377i,-0.00098855-0.00047495i
-0.00033572+0.00046686i,8.1165e-05+0.00033637i,-0.0001391+0.00014021i,0.00020275-0.00067434i,0.00076155-0.00098298i,0.00047321-0.00020843i,0.00086202+0.00025987i,0.0011561+0.00051624i,0.0010168+0.0001067i,0.00096524-0.00036707i,0.00061503+8.3505e-05i,-0.00027858+0.00014198i,-0.0005929-2.3074e-05i,-0.00039532+0.00022459i,-0.00032144+0.00034867i,-0.00058115+5.6926e-05i,-0.00078952+0.00011214i,-0.00075606-0.00010267i,-0.0007946-0.000765i,-0.0007952-0.0011208i,-0.00017087-0.0007794i,0.00074185+0.00040683i,0.00031177+0.00082513i
0.00056297-8.2346e-05i,0.0019396-0.00035125i,0.0024582-0.00061719i,0.0018989-0.0015127i,0.0011033-0.0013465i,0.00096231-0.0008541i,0.0015803-0.00048203i,0.0018308-0.00090419i,0.0018106-0.0010918i,0.0011244-0.00033459i,0.0001569+0.00025443i,-0.00022997+0.00064497i,-0.00047799+0.0004194i,-0.00088485+0.00029794i,-0.00096862+0.00035898i,-0.00066489-0.00022392i,-0.00034947-0.00073036i,0.00019166-0.00056865i,0.00093527+0.00021698i,0.00039607+0.001026i,0.00012695+0.00084512i,0.00031754+0.0005691i,0.00018791+0.00085864i
-0.00066245-0.0013071i,-0.00086458-0.0013316i,-0.00075169-0.00020313i,-0.00044154+0.00045473i,-0.00063447+2.4724e-05i,-0.00042181-5.7136e-05i,0.00089199-5.2438e-05i,0.0016141-0.0017299i,0.0014914-0.0023891i,0.00063771-0.0015292i,0.00017407-0.0012839i,0.00036689-0.0010685i,0.00073559-0.0001197i,0.0011056-0.00040645i,0.0010727-0.00081161i,0.00070539-0.0006338i,0.00072299-0.00022533i,0.00043981+0.00017092i,-3.0285e-05+0.0002748i,-0.00036044+0.00018118i,-0.00046536-0.00053089i,-3.158e-05-0.0010401i,-0.00049533-0.0010083i
-0.001416-0.00081594i,-0.0027784+0.00057287i,-0.0019687+0.00079438i,-0.00051435+0.0014652i,-0.0005167+0.0020462i,-0.00027447+0.0016062i,-0.00012646+0.00030286i,-9.8059e-05-0.00080653i,-0.00021411-0.0015642i,-0.00061973-0.0019631i,-0.00029945-0.0020316i,0.00039221-0.0010548i,0.00079535-0.00036064i,0.0005829-0.0004103i,0.00023512-7.4605e-05i,0.00043007-9.3819e-05i,0.00023296+5.6977e-05i,4.9253e-05+0.00057644i,0.00032881+0.00035115i,0.00044432+0.0003068i,6.5009e-05+0.0012959i,-0.00035966+0.0011564i,-0.0003653-0.00027259i
-0.00016656-0.00012138i,-2.0247e-06-0.00099155i,-0.00017347-0.0017869i,-0.00086108-0.0015713i,-0.0013414-0.001377i,-0.0010836-0.0011463i,-0.00074967-0.00031408i,-0.0017965-0.00069255i,-0.0021178-0.00081127i,-0.0017423-0.00026215i,-0.001291-0.00027345i,-0.0011131-0.00014864i,-0.0010479-0.00032875i,-0.00025224-9.682e-05i,0.00018488+0.0011589i,9.5852e-05+0.00074678i,1.9384e-05-0.00018432i,0.00026014+0.00025086i,0.00045142-0.00063297i,0.00090598-0.0011811i,0.00083182-0.00051135i,-0.00025097-0.00022484i,-0.00043083+3.5907e-05i
-0.00029196+0.00029505i,-0.00078975+6.3472e-05i,0.00014022+0.00025333i,-7.6008e-05+0.00091134i,-0.00046473+0.00071504i,-0.00035722+8.3004e-05i,-0.00040834+0.00032811i,0.00016675+0.00065346i,-0.00034114+0.00044277i,-0.0010373+0.00011189i,-0.00052654+0.00027036i,6.5816e-05-0.00049403i,-0.00039023-0.00060983i,-0.00029941+0.00057132i,-0.00054741+0.00082541i,-0.00086245-1.7042e-05i,-0.00022791-0.00057206i,0.00014183-0.00026055i,-8.7184e-05+5.225e-05i,-3.2281e-05-4.5489e-06i,0.00011553+0.00016639i,0.00048861-0.00021453i,0.00055991-0.00081013i
0.00059666-0.00033881i,0.0010021-0.00051243i,0.00060458-0.00082357i,-0.00024053-0.00085365i,-0.00076177-0.00033371i,-0.00064261+0.00012065i,-2.1775e-05-0.0004944i,0.00077694-0.00033256i,0.0014394-9.9867e-05i,0.00081121-0.00038159i,-0.00021292-1.3205e-05i,-4.3757e-05+0.00022827i,-6.6646e-06+0.00019017i,-0.00044093-0.00020239i,-0.0010783+0.00018262i,-0.0011924+0.00078077i,-0.0010677-3.4101e-05i,-0.00071827-0.00093271i,-0.00023057-0.001033i,0.00019974-0.00045437i,0.00042898+0.00020722i,0.00019064+0.00011499i,3.8991e-06-0.00028445i
0.0012948+0.00024124i,4.5614e-05-0.00030915i,-6.3222e-05-0.00083008i,0.0002757-0.00078175i,4.8489e-05+0.00011935i,0.00047759+0.00049855i,0.0011379-2.2502e-05i,0.0018081-0.00099928i,0.0019024-0.0018417i,0.0012524-0.0014983i,0.00078526-0.0011441i,0.0010438-0.00096818i,0.0014852-7.2377e-07i,0.00092548+0.00089189i,0.00084146+0.00050166i,0.00037058+0.00019031i,-0.00049339+0.00016228i,1.736e-05-0.00063784i,0.00042307-0.00097257i,0.0001417-0.00063537i,-0.00028296-0.00059944i,-0.00042292-6.3528e-05i,-0.00019076-0.0001078i
0.00031676+0.00024977i,-0.00029077+0.00024293i,0.00059806-0.00048636i,0.00037147-0.0010664i,-0.00030858-0.0019026i,-0.00064332-0.00097729i,-0.0012622-0.00025075i,-0.0010264-0.0017631i,0.000301-0.0026698i,0.00082934-0.0024586i,2.171e-05-0.0018847i,-0.00047994-0.00096487i,-5.4796e-05+0.00026963i,0.00015914+0.0011366i,0.00051609+0.00040514i,0.00084618+0.0004723i,0.00075733+0.00052221i,0.0012008-0.00027679i,0.00090332-0.00060937i,-6.1328e-05-0.00089302i,-0.00026718-0.00011674i,-0.0008902+0.00052035i,-2.7148e-05+2.6833e-06i
-0.00046076-0.001716i,-0.0012874-0.0020146i,-0.0013153-0.0022289i,-0.0012305-0.0018347i,-0.0012335-0.0012777i,-0.00068908-0.0005594i,-0.00074024-0.00033239i,-0.00088594-0.00066533i,-0.00091535-0.00085213i,-0.0013651-0.0010777i,-0.001751-0.00064424i,-0.0012635+0.00049549i,0.0001495+0.00067077i,0.0010985+0.00054435i,0.00028113+5.74e-05i,0.00019251-0.00098013i,0.00048354-0.00088194i,-0.00010094-0.00057572i,-0.00034201-0.00042693i,-0.00021767+0.0001255i,-0.00044019+0.0002293i,-0.00045563+1.1458e-05i,-0.00032205-0.00048034i
-0.00086115-0.0022039i,-0.00094036-0.0016974i,-0.0021534+0.00030731i,-0.0028206+0.0008023i,-0.0019203+0.00042636i,-0.00029621+0.00028293i,0.0011194-0.00020128i,0.00095243+9.659e-05i,-0.00032489+0.00028366i,-0.00066006+7.5021e-05i,-0.00023506+0.0003995i,-0.00042308+0.0003011i,7.3078e-05-0.00073533i,0.00025805-0.0011743i,-0.0008165-0.00052809i,-0.0013971+6.2391e-05i,-0.00078435+0.00024769i,0.00011836+0.00040961i,0.00046183+0.00036183i,0.00046756+0.00059865i,0.00024405+0.0007561i,2.3568e-05+0.00038504i,-0.00026552+0.00026628i
0.00068152+0.00040218i,0.0011938+0.00058482i,0.00097414+7.6876e-05i,4.7102e-05-0.00017642i,-0.0010659-0.00086024i,-0.0011073-0.0017503i,-0.00046983-0.00090186i,-0.00015129+0.00018263i,0.0005326+0.0006327i,0.001114+0.00020643i,0.00065541-0.0007196i,4.2728e-05-0.00075582i,-0.00046978-0.000206i,-0.00098801+1.4214e-05i,-0.0011921+8.6595e-05i,-0.0010524+0.0010315i,-0.00081667+0.0013608i,-0.00063931+0.00064425i,-0.00066007-4.4391e-06i,-0.00063843-0.00026675i,-0.00072456-0.00035625i,-1.8663e-06-3.3378e-05i,0.00021344+8.091e-06i
-4.3325e-05+0.0011373i,0.0010354+5.6246e-05i,0.0015818-0.00050522i,0.00073194-0.0002919i,-3.4106e-05-0.00025926i,0.0002543+0.00011154i,0.00059581+0.00010639i,0.00099891-0.00084319i,0.0017427-0.0020716i,0.0017355-0.0026418i,0.00078583-0.0021286i,0.00015713-0.0014012i,-0.00032247-0.00051019i,0.00012499+0.0002889i,0.00052147+0.00063703i,7.4688e-05+0.00023613i,0.0001632-0.00015556i,0.00096289+0.00031038i,0.0010691+0.00019183i,0.00099131-0.00042207i,0.00058182-0.00023351i,0.00036059+0.00022165i,0.0010911+0.00022236i
0.00072994+0.00076229i,-0.00014067+0.0012769i,-0.00035745+0.00092269i,0.00037552+0.00020011i,0.00074963-0.00061468i,0.00067431-0.0015498i,0.00024729-0.0015438i,0.00039111-0.0014956i,0.00046115-0.0009893i,-0.00037522-0.00092722i,-0.00095335-0.00086882i,-0.00098164-0.00018631i,-0.0010947+0.00064273i,-0.0008215+0.00093757i,-0.0005456+0.000277i,-0.00095596-0.0010866i,-0.00079959-0.001231i,-0.0010961-0.00062176i,-0.0010543-7.3473e-05i,-0.00011352+0.00054408i,0.00012569+1.7033e-05i,0.00013661-0.00040148i,0.00052469-6.7955e-05i
-0.0010418+7.2862e-05i,-0.00085687+0.00035532i,0.00033652+0.0015725i,0.0012182+0.0022183i,0.0022238+0.00048705i,0.0022207-0.00037189i,0.00071034-0.00039094i,4.8631e-05-0.00076738i,-0.00020817-0.00032262i,-0.0008426-9.061e-05i,-0.00094293-0.00019063i,-0.0010357-0.00063153i,-0.0014321-0.00037091i,-0.001245+0.00036385i,-0.00079138+0.00027789i,-0.0004607+0.00030687i,-6.6936e-05+0.00062839i,0.00038583+0.00049977i,0.00012101+0.00022214i,0.00027799-0.0005805i,9.0073e-05-0.00066928i,0.00035662+3.5674e-05i,0.001016+0.00012111i
-0.00025664-0.00025393i,3.5082e-05+0.0002045i,-0.00069244+0.00059859i,-0.0006786-0.00010898i,0.00041448-0.00042381i,0.00031649+3.6224e-05i,-0.00048437+0.00022377i,-0.00050084-4.1834e-05i,-0.00021686-0.00021843i,-0.00047972-0.00044773i,-0.00031181-0.00042621i,0.00039894-0.00022777i,0.00018528+0.00010435i,-0.00071399+0.00068288i,-0.0010235-0.0002172i,-0.0010902-0.00047766i,-0.0011993+0.00038872i,-0.00087083+0.00074178i,-0.00057928+3.5405e-05i,2.3868e-05-0.00088663i,0.000762-0.00035117i,0.00047176+6.6525e-05i,0.00037591+6.6719e-05i
-0.00025032-0.0011134i,-0.00082556-0.0006958i,-0.0014221-0.00083828i,-0.0021148-0.00038654i,-0.0019337+0.0013538i,-0.00077635+0.0016264i,0.00028439+0.00070507i,0.000425-2.9589e-05i,0.00031532-0.00061569i,0.00025805-0.00024743i,7.1171e-05-0.00020177i,0.00039211-0.00054519i,0.00090337-0.00040316i,0.00041575-0.00041703i,0.0004189+4.562e-05i,0.00059983-0.00020491i,0.00032675-0.0004871i,0.00081244+0.00011391i,0.0012447+1.8072e-05i,0.00071851+8.1152e-05i,-3.1614e-05+9.2188e-05i,-0.0010214+0.00014508i,-0.001649+0.0009438i
0.00029818+0.00072125i,-0.00026565+0.0013324i,-0.0016585+0.0014611i,-0.0019624+0.0012151i,-0.0012998+0.00047989i,-0.00023892-0.0006687i,0.00068175-0.0014464i,0.00080955-0.0018095i,0.00049374-0.0013578i,-0.00020948-0.0014802i,-0.00048829-0.0012115i,-0.00087119-0.00036017i,-0.00069158+6.7352e-05i,-0.00021091+0.00038095i,-9.4339e-05+0.00045532i,-7.3633e-05+9.5057e-06i,-6.403e-05-0.00087039i,6.6431e-05-0.00091019i,0.00011861+7.4773e-05i,0.0005899+0.000757i,0.00030261+0.0011074i,-0.00042448+0.00094509i,-0.00048115+0.00095445i
-0.00099079+0.0008415i,-0.0012837+0.00077613i,-0.00061812+0.00029913i,0.0011808-0.00091034i,0.0013316-0.00096176i,0.00080005-0.00095903i,0.00093458-0.00087569i,0.00060626-0.0009174i,-0.00011654-0.001952i,-0.00063704-0.0024571i,-0.0014731-0.0022844i,-0.0011701-0.0013792i,-0.00043434+0.00024662i,-0.00055369+0.00088689i,-0.00062247+0.00054937i,0.00010276+0.00053707i,0.00061641+0.00013562i,0.00029393-0.00038022i,9.0106e-05-0.00058004i,9.948e-05-0.00071528i,0.00040761-0.00045848i,0.00019808+0.00034328i,-0.00015872+0.00092618i
-0.00015218-0.00072988i,-0.00039058-0.00076292i,-0.00067353-0.00048097i,-0.000455-0.0008393i,0.00014703-0.00082889i,0.00049713-0.0012767i,0.00085896-0.0008588i,0.00034428-0.00012482i,0.00018256-0.00023638i,2.402e-05+0.00032456i,-0.00066221+0.00057452i,-0.00050682+0.00035858i,0.00031844+0.00040531i,0.00046596-0.00025689i,0.00019802-0.00071759i,-0.00038235-0.00064692i,-0.00062058-0.00088861i,0.000128-0.0011281i,0.00046136-0.001026i,0.00059942-0.00056389i,0.00035599-8.6337e-06i,0.00036457+0.00040942i,0.00038175+5.9771e-06i
-0.0010996+0.00068913i,0.00011888+0.001308i,0.00050577+0.002447i,-1.7442e-05+0.0016661i,-0.00019577+0.0012404i,0.00011825+0.00148i,0.00045854+0.00030833i,0.00044264-0.0009198i,0.00015632-0.001751i,8.0143e-05-0.0018204i,0.00060138-0.00055593i,0.00072224-0.00018212i,-0.00019059-0.00072009i,-0.00028202-0.0011147i,0.00078656-0.00033478i,0.00051506+0.00078061i,-6.5731e-05+0.00095855i,0.00035983+0.0012531i,0.00080075+0.00093967i,0.00066741+0.00034272i,-0.00019489+4.7518e-05i,-0.00099283-0.00011256i,-0.00098722-0.00024733i
-0.00065015-0.0010004i,-0.0016534-0.0013923i,-0.00248-0.0007304i,-0.0013396+0.0012637i,-0.00078216+0.0022578i,-0.00023716+0.0018458i,0.00090797+0.0015663i,0.0010054+0.00046377i,0.00094084-0.0011122i,0.0010605-0.00136i,0.00021397-0.00092844i,-0.00022313-0.00093472i,0.00030077-0.00055426i,-1.6312e-05+4.8184e-06i,-0.00013962+0.00064969i,-0.00018387+0.0011063i,-7.2204e-05+0.00010604i,0.00052756-0.00053765i,0.0011186+0.00034077i,0.00066766+0.00048399i,-0.00017969-7.0229e-05i,-0.00081255-9.0115e-05i,-9.9301e-05-0.00024257i
0.00051794-0.0010833i,0.0008653-0.0013845i,0.0015492-0.0020637i,0.0018199-0.0016548i,0.00070695-0.0010391i,-0.00068942-0.00035358i,-0.00059963+0.00031074i,0.00011898-0.00079387i,0.00027099-0.0020297i,0.00015771-0.0023631i,-0.00062469-0.0023337i,-0.0013337-0.0015487i,-0.00077469-0.00030205i,8.2957e-05+0.00030813i,0.00045248+0.00038994i,-0.00016773+0.00030063i,-0.00062406-0.00050802i,-0.00079844-0.00076509i,-0.00099892-0.00079156i,-0.00034691-0.00060485i,-0.00033515-0.00020015i,-0.00044483-0.00037703i,-1.0495e-05-0.00052151i
-0.00017518-0.00034098i,-0.0002682+0.00018856i,-0.00027516+0.00033403i,-0.00049601-0.00029105i,-0.00019607-0.00062298i,0.00072554-0.00024303i,0.00089924-0.00014158i,0.0006147-0.00069825i,6.61e-05-0.0014416i,-0.00016039-0.0010312i,-0.00020711-0.00024577i,-0.00081915-0.00046986i,-0.00094465-0.00015944i,-1.8714e-05+2.5418e-05i,0.00054436+0.0007088i,-0.00012594+0.00088459i,-0.00066968+0.00027099i,-0.00018361+0.00065657i,0.00052272+0.00054732i,0.00045227+0.00033105i,-0.00026923-0.00024217i,-0.00028431-0.00017692i,0.00025015+0.00027846i
0.00059126+0.00057764i,0.00059874+0.00068131i,0.0010937+0.0010827i,0.00072319-0.00032806i,0.0016143-0.0022876i,0.0021194-0.0022074i,0.00071175-0.0014497i,-6.1401e-05-0.0013603i,-0.0001433-0.0005334i,-0.00079532+0.00028283i,-0.0016145+0.00080059i,-0.0011131+0.0010961i,-0.00087438+0.00046958i,-0.0013534-0.00039806i,-0.001573-0.00043157i,-0.0016271-0.00025944i,-0.00093082+0.00030201i,-0.00023652+0.00013008i,0.00043519-3.7875e-05i,0.00074465+1.6404e-05i,0.00015699-1.0992e-05i,-0.00039593-1.7299e-05i,-0.00067305+0.00028997i
0.0021401+0.00070598i,0.0017202-0.00031872i,0.0016073-0.0012701i,0.00040191-0.0018812i,-0.0011313-0.0015438i,-0.0023596-0.00057383i,-0.0020046-0.0001911i,-0.00022879-0.00016824i,0.0013292-0.00056449i,0.00073602-0.00056175i,-6.1976e-05-0.00021194i,0.00040748-0.00036137i,0.0003674-0.00021643i,-0.00029356+0.0002675i,-0.00015+0.00068252i,0.00061283+0.0005659i,0.0014262+0.00024961i,0.001565+9.9268e-05i,0.00053826+2.3577e-05i,-4.9322e-05-0.000804i,1.4134e-05-0.001097i,0.00036638-0.00046591i,0.00033987+0.00018777i
0.00033114-0.00016308i,-0.00062506-0.00045115i,-0.0015713-0.0012269i,-0.0019988-0.0012642i,-0.0013388-0.0016247i,-0.00044215-0.00074556i,-0.00045588+0.00087196i,-2.2989e-05+0.0002373i,0.00065754-0.0013758i,0.0011237-0.0020315i,0.001268-0.0016653i,0.00067969-0.00084738i,0.00040476+0.0002483i,-0.00046845+0.0008182i,-0.00032002+0.00016475i,0.00074724-0.00051964i,3.8553e-05-0.00076174i,-0.00046381-0.00058982i,-0.00076499-0.00046299i,-0.00083517-9.7027e-05i,-0.00043006-0.00047911i,8.0129e-06-0.00034288i,0.00046088+0.00053914i
-0.0025123+8.6638e-05i,-0.0022073-2.5378e-05i,-0.0029097+0.00042943i,-0.0025665+0.0011563i,-0.00090192+0.00087641i,0.00027962+0.00060002i,0.00073165+0.00018792i,0.00067123-0.00015097i,5.8926e-05-0.0007432i,-0.00059307-0.0017058i,-0.00013168-0.0023373i,-2.8149e-05-0.0023784i,-0.00064265-0.001243i,-0.0010198-0.00018322i,-0.00097961+0.00037014i,-0.00071322+0.00065592i,-0.00062209-5.0157e-07i,0.00023207-0.00052162i,0.0006958+5.842e-05i,0.00014914+0.00032671i,-0.00050856+0.00021123i,-0.00049475+7.9682e-05i,-0.00060224-0.00024886i
-0.00096964-0.0014088i,-0.00058561-0.0010942i,0.00021972+0.00023716i,0.0017394+0.00084462i,0.0025044+0.00055497i,0.0015606-0.00068846i,0.00065633-0.00048037i,0.00076895-0.00014886i,4.8859e-05-7.8133e-05i,-0.0018087+5.8312e-05i,-0.0022978+0.00053525i,-0.0018012+0.001368i,-0.0017332+0.00071794i,-0.0013572-0.00012531i,-0.00063856-0.00032794i,-0.00039613-0.00048924i,-0.00079708-0.00040095i,-0.0010464-4.4091e-05i,-0.00065991-0.00049967i,-0.00031916-0.00071066i,-0.00017464-0.00044463i,-0.00019482+4.0039e-05i,-0.0003525+8.2453e-05i
0.0013936-0.00018298i,0.0011267+0.00034546i,0.0017966-0.00015279i,0.0019455-0.00072785i,0.00097208-0.00049282i,9.8904e-05-0.00063365i,0.00046693-0.00085194i,0.0015164-0.00076012i,0.00096849-0.0010142i,9.1922e-05-0.00067188i,3.3412e-05+0.0003465i,-9.2995e-05+0.0016432i,-0.0004839+0.0014354i,-0.00075133+0.00026542i,-0.00058937-0.00039136i,-0.00093955-0.00025591i,-0.0012238+0.00045612i,-0.00057347+0.00022328i,-0.00023717-5.8429e-05i,0.00046468+0.00014678i,0.00058619+2.9127e-05i,6.3117e-05-0.00030733i,-0.00019379-0.00068507i
0.00095669+0.0010085i,0.00046502+0.0010635i,-0.00013929+9.6229e-05i,-7.9152e-05-0.00067536i,-0.00073293-0.00049547i,-0.00095666-0.00088337i,-7.9308e-05-0.0016896i,0.00067264-0.001629i,0.0011383-0.0010814i,0.001133-0.00028012i,0.00082195+0.00087622i,0.00053152+0.0017269i,0.00039662+0.001168i,0.00032111+0.0005665i,6.9111e-05-0.00023172i,-5.9147e-05-0.00039977i,0.00067699+0.00036784i,0.00077934+0.00061547i,-8.3706e-05+6.449e-05i,-0.0004306-0.00024982i,-0.00032069+8.3628e-05i,-0.00036487+0.00037168i,-1.1735e-05+0.00087423i
-0.00062835+0.00046902i,-0.0011585+0.00046095i,-0.0017503+0.00038828i,-0.0018524+0.00013855i,-0.0012256-3.5636e-05i,-0.00019951+0.00026838i,0.00057382+0.00053358i,0.00026429-0.00022573i,-0.00033111-0.0013219i,0.00011955-0.0012531i,0.00058809-0.00077201i,0.00010741-0.0012633i,-0.00031268-0.0012284i,-0.00095379+0.00021402i,-0.00093642+0.00082526i,-0.00063674+0.00039854i,-0.00027097-0.00034793i,0.00016493-0.00074059i,0.00030091-0.00029807i,0.00036627-9.962e-05i,7.0038e-05-0.00019753i,-0.00026936+0.00026415i,0.00033211+0.00072706i
-0.0017903+0.00014712i,-0.001745-0.0006257i,-0.0006725+0.001164i,0.0013217+0.0015377i,0.002985+0.00036869i,0.0029223+0.00016287i,0.0020115+0.00035039i,0.0013704-0.00027137i,0.00054111-0.00080899i,-0.00013271-0.0011928i,1.6588e-05-0.0015887i,0.00014257-0.0011093i,-0.0012224-0.00059524i,-0.0016119-0.00023409i,-0.00066845+0.00015409i,0.00025804+0.00020143i,0.00027077+0.00019095i,-0.00037988+0.00021299i,-0.00061695+2.9308e-05i,0.00015404+3.2092e-05i,0.00031201+8.561e-05i,9.9067e-05-0.00031248i,0.00073765-0.00060001i
-0.0002023-0.00070904i,0.00041826-0.0023711i,0.0019942-0.0030719i,0.0018909-0.0020751i,0.00046872-0.00090957i,0.00019248-0.00057202i,0.0013826+1.4986e-05i,0.001309-1.8354e-05i,0.00046315-0.00054533i,-0.00055449-0.00072551i,-0.0010607-0.00063927i,-0.0015065+0.00037702i,-0.0014679+0.00052809i,-0.00013887+0.00013878i,0.00065179-0.0003028i,0.00030977-0.00029736i,-0.00039043+0.00045907i,-0.00037992+0.00034628i,0.00041676-8.6783e-05i,0.00065452-0.00011101i,-8.2732e-05-0.0003541i,-0.00041994-7.6039e-05i,-0.0001775-0.00011683i
-0.00028272-0.00089748i,0.00026782+0.0003691i,-0.00020625+0.0015906i,-0.00016475+0.0016623i,-0.0003789+0.0018948i,-0.00019348+0.00080522i,0.0011376-0.00080888i,0.0014221-0.0015544i,0.0007552-0.0015153i,2.7326e-05-0.0010528i,-0.00044177-0.0003793i,-0.00024692+0.00024115i,0.0005867-0.00023473i,0.0010047-0.00070909i,0.0005757-0.00045661i,0.00010831-0.00016525i,-0.00036059-1.5701e-06i,-0.00031571+2.1621e-05i,0.00019045-0.00062326i,0.0002461-0.0010987i,-0.00021889-0.0009912i,-0.00068023-0.00051106i,-0.00042695-0.00044678i
