2.4199e-05-0.0006671i,0.00014922-0.001781i,-0.00013845-0.0021599i,-0.00037367-0.0020725i,-0.0013945-0.001756i,-0.0011055-0.00094054i,0.00025391-0.00027582i,0.00034257-0.0001489i,-3.9772e-05-0.00013134i,0.00026673-0.00013282i,0.00033096-0.00067967i,5.2272e-05-0.0011083i,-0.0001127-2.5226e-05i,-0.00018575+0.0007633i,-0.00010375+0.00064254i,-0.00046884+0.0010389i,-0.00077194+0.001201i,-0.00050544+0.00039969i,8.9983e-05-0.00064953i,0.00054519-0.0012186i,-0.00022271-0.0010421i,-0.00041465-0.00081679i,0.0003909-0.00059033i
0.0030818+0.00046706i,0.0031678-0.0011195i,0.0033891-0.0027229i,0.0027276-0.0037533i,0.0013265-0.0036133i,0.00053767-0.0024506i,0.00077534-0.0013528i,0.00011819-0.00041353i,-0.0003138-0.00067608i,-0.00098473-0.0017482i,-0.0014482-0.0020252i,-0.0011109-0.0019167i,-0.0013251-0.0016627i,-0.00057623-0.00045088i,-0.00036902-0.00037092i,-0.00022753-0.0012093i,-0.00022619-0.00072485i,-0.00070375+0.00012972i,-0.00061405+0.000594i,-0.00015634+0.00032861i,0.0001686+0.00014942i,0.00014659+0.00027637i,-0.00013909-0.00024477i
-0.00075512-0.0012576i,-0.00074285-0.0021484i,-0.00062948-0.0015468i,0.00020206+0.00020292i,0.00058707+0.00016076i,0.00089688+0.00030558i,0.0013962+0.00039516i,0.0011342-0.00052722i,0.00036036-0.0011964i,-0.00061356-0.00090843i,-0.00059779-0.00028778i,0.00036155-0.00071765i,0.00015538-0.0017026i,-0.00056979-0.0022575i,-0.00079749-0.0019464i,-0.00097834-0.00087536i,-0.00086203-9.226e-05i,-0.00027772+0.00017316i,0.00018805+9.0418e-05i,0.00050604-0.00058424i,0.00087935-0.0013125i,0.00031467-0.001451i,-0.00050835-0.00061686i
-4.7101e-06+0.0022525i,0.0014686+0.0020257i,0.0025057+0.00091119i,0.0033411-0.00089509i,0.0038963-0.0018192i,0.0028394-0.0013858i,0.0010559-0.00081327i,0.0005174-0.0012245i,0.00043347-0.0014214i,-0.0001468-0.00099349i,-4.0008e-05-0.00041193i,0.00021267-0.00067771i,-0.00034905-0.00059195i,-0.00095654-0.001351i,-0.0013424-0.0017894i,-0.0014297-0.00086019i,-0.0011167+0.00023702i,-0.0004831+0.00038888i,0.00010445+0.00026013i,4.6294e-05+8.9279e-06i,-8.876e-05+0.00060098i,-0.00030492+0.0009352i,4.7039e-06+0.00096234i
0.0004607+0.0033021i,0.0018126+0.0024782i,0.0024751+0.0013285i,0.0030906+0.0012093i,0.0026511+0.00090472i,0.0019209-0.00065819i,0.0016321-0.0013616i,0.00094645-0.0011944i,0.0010836-0.0014157i,0.0012662-0.0011848i,-9.06e-06-0.0004244i,-0.0010693-0.00046289i,-0.0010769-0.0010517i,-0.001291-0.0013158i,-0.0015828-0.00082413i,-0.0011739-1.5676e-05i,-0.00055582+0.00038609i,-0.00049355+0.00025059i,-0.00045924-4.2368e-05i,-0.00026148-0.00052247i,-0.00017213-0.00078268i,-0.00064129-0.00027108i,-0.00018352+0.00030167i
-0.00074546-0.0011044i,0.00027617-0.00017317i,0.0018663-3.5995e-05i,0.0020332-0.00059696i,0.0015615-0.0010601i,0.0017855-0.0018596i,0.0023669-0.0015683i,0.0019083-0.00073024i,0.0009155-0.00050557i,-0.00047825-0.00018908i,-0.0013344+0.00038465i,-0.0008482+0.00058524i,2.7205e-05-6.487e-05i,0.00036009-0.001041i,-0.00010393-0.0009172i,-0.00086617-0.00031029i,-0.0016113-8.4277e-05i,-0.0014023-0.00024042i,7.0046e-05-0.00025105i,0.0007979+0.00029333i,0.00092388+3.541e-05i,0.0010093-0.00088676i,0.0010933-0.00067692i
0.00012818-0.00011637i,0.0014117+0.00049443i,0.0023527+0.00031598i,0.0025309-0.0011409i,0.0025506-0.0019931i,0.0010623-0.0021426i,5.1394e-06-0.0013686i,0.0008606-0.0002937i,0.0012676-0.00043973i,0.0013641-0.00099553i,0.00091793-0.00048709i,-0.00045589-0.0010743i,-0.00045263-0.0018539i,-0.00027374-0.0012184i,-0.0013678-0.00027259i,-0.0017565+0.00028367i,-0.0010338+0.00070561i,-0.00065516+0.00088783i,-0.0012408+0.00052268i,-0.001459-0.00030076i,-0.00014321-0.00074355i,0.00081795-0.00030042i,0.0007096+0.00040129i
0.00030885-0.00038086i,0.00099096-0.00010176i,0.0015673+0.0012585i,0.0023186+0.0015096i,0.0026099+0.00072599i,0.0018703+0.00048537i,0.0010932+0.00031459i,0.0013419+1.8878e-05i,0.00094195+0.00017772i,0.00018866+0.00073009i,9.3875e-06+0.0011149i,-0.00033722+5.9924e-05i,-0.00039643-0.0018431i,-2.2639e-05-0.0016645i,-0.00038964-0.00069049i,-0.0010344-0.00013696i,-0.0015229+0.00055952i,-0.0014183+0.00057252i,-0.00070448-0.00023579i,-0.00031079-0.00041964i,5.2838e-06-0.00026904i,-0.00041842+0.00027502i,-0.00040948+0.0009247i
0.00070889+0.0017106i,0.0009413+0.0020827i,0.0014944+0.002155i,0.002084+0.00078933i,0.0020392-0.00031344i,0.0015786-0.00084503i,0.0014581-0.00076803i,0.0013106-0.00019317i,0.00067511+0.00037098i,-8.2041e-05+0.00066015i,-0.00058057+0.00097511i,-0.0011981+0.00061679i,-0.0011294-0.0010937i,-0.00021386-0.0018834i,-0.0010541-0.00090002i,-0.0016738-0.00010711i,-0.0010358-6.9454e-05i,-0.00086795+3.2318e-05i,-0.0010024-2.3337e-05i,-0.00071635-0.00088569i,-0.00034036-0.00097112i,1.6417e-06-0.00041168i,0.00031027-0.00033954i
0.00098378+0.00074976i,0.00089468+0.00046507i,0.0010777+0.00078648i,0.0018449+1.846e-06i,0.0024379-0.001074i,0.001524-0.0010128i,0.0007544-0.00031409i,9.1335e-05+0.00053204i,-0.00060577+0.0010162i,-0.00061996+0.00049714i,-0.00081442-0.0005761i,-0.00094848-0.00042806i,-0.0003925+0.00024225i,-0.00065005-0.00033681i,-0.00098841-0.00068959i,-0.0011642-0.00080247i,-0.0012762-0.0010684i,-0.0014789-0.00069347i,-0.001777-0.00042377i,-0.0011082-0.00022589i,-0.00053956+0.00045997i,-0.00022347-5.326e-05i,0.00060164-0.00028041i
-0.00018548+0.0023841i,-0.00072908+0.0010707i,0.00028917-0.00078318i,0.0029235-0.00048549i,0.0033758-0.000615i,0.0024338-0.001175i,0.0009683-0.00124i,-0.00027849-0.00092121i,0.00028141+0.00017937i,0.00092588+0.00035873i,-0.00022886-0.00025602i,-0.0010539-0.00058726i,-0.00075629-0.00052928i,-0.00015615+0.00019913i,-0.00025759+0.00016241i,-0.0013544-0.00054583i,-0.0017467-0.00059574i,-0.00082647+3.4936e-05i,-0.00029259+3.2158e-05i,-0.00012342+0.00064082i,0.00028279+0.0014167i,0.00087041+0.00077462i,0.0010901+0.0004491i
-0.0001155-0.00026091i,-0.00027258-0.00018861i,-0.00048226-0.0011174i,-6.1398e-05-0.0010189i,1.1523e-05-0.00099858i,-0.00014787-0.0011736i,-0.00021921-0.00089302i,-0.00015132-0.0008633i,-0.00017491-0.00080833i,-0.00031034-0.0003514i,-0.00029079+0.0011798i,-0.00023493+0.0012709i,0.00029073-0.00071718i,0.00059454-0.0014793i,-7.0038e-05-0.00098163i,-0.00092039-0.00098394i,-0.0015039-0.00060102i,-0.0014563+0.00029197i,-0.0010473+8.0458e-05i,8.9556e-05+9.0453e-05i,0.00065807+0.00018561i,-8.0661e-05-0.0001707i,-0.00048712-0.00037742i
-0.0029578-0.002527i,-0.002696-0.002217i,-0.0021941-0.0021079i,-0.0014669-0.0012857i,9.7559e-05+0.00011698i,0.00086332+0.00082005i,0.0011669+0.00083705i,0.0012217+0.00023059i,7.4453e-05-0.00042917i,-0.00022057-0.00031641i,-0.00012686+0.00014135i,-0.00043124-0.00013539i,-0.00018475-0.00054772i,-0.00043474-0.00044961i,-0.0010729-0.00043537i,-0.00088944-0.00067347i,-0.0010219-0.0011031i,-0.00079784-0.0011777i,-0.00024075-0.0003674i,0.00035486+0.00016497i,0.00063233-0.00049604i,0.00043259-0.00056768i,0.0001001+0.000369i
-0.0017231+0.00047326i,-0.00077779-0.00015215i,0.00027329+0.00057014i,0.0021354+0.0011737i,0.003552+0.00017972i,0.0034006-0.0011138i,0.0025091-0.0013592i,0.001177-0.00063111i,-0.00024845-0.00021503i,-0.00041412-0.00032578i,-0.00087759-0.000677i,-0.00088122-0.00084014i,-8.5795e-05-0.00064016i,-0.00030607-0.00072529i,-0.00059158-0.00062261i,-0.00021555-0.00068137i,0.00021263-0.0002881i,-8.9886e-06+0.00024527i,-0.00036511+0.00067159i,-0.00031179+0.00047761i,-0.00011152+0.00033945i,0.00034816-0.00029695i,0.00047184-0.0005954i
0.00040495-0.0014221i,0.0012719-0.0011072i,0.0016853-0.00020119i,0.0014222-0.00089834i,0.0018153-0.0016032i,0.0019193-0.0012105i,0.0023367-0.0010993i,0.0029818-0.00083312i,0.001341+0.00018566i,-0.00021238+0.00076528i,-0.00042114+0.00027758i,-0.00041579-0.00021152i,0.00031768-0.000424i,0.001115-0.00059235i,0.00058613-0.0011936i,-0.00024456-0.0014342i,-0.00050211-0.0013158i,-0.00051706-0.00060219i,-0.00098581+8.2901e-05i,-0.00077174-0.00025075i,0.00014911-0.00047384i,0.00032919-0.00024131i,0.00043212-0.00024604i
0.00077517+0.0014185i,0.00179+0.00085374i,0.0029978+0.0016912i,0.0042336+0.0020065i,0.0042746+0.00073912i,0.0022324-0.00072419i,0.0010465-0.0015375i,0.00086238-0.0008724i,0.00024853-0.00015475i,-2.2514e-05+0.00014852i,-0.00031137-0.00062069i,-0.0004525-0.001391i,-0.00014027-0.00038747i,-0.00015419+0.00015152i,-0.00043039-0.00023021i,-4.6092e-05-0.0012593i,0.00062072-0.0015506i,0.00057543-0.00051075i,0.00047286-0.0002312i,0.0003555-0.00076437i,-0.00012224-0.00087481i,5.0391e-05-0.0007185i,4.022e-05-0.0011917i
0.0021316+4.2386e-05i,0.0025298+6.539e-05i,0.0022965-0.00068261i,0.0012608-0.0014753i,0.00041203-0.0020439i,-0.00062948-0.0016578i,-3.0415e-05-0.00077454i,0.00062913-0.00044139i,0.0010416-0.00092772i,0.0013874-0.00058643i,0.00075972-0.00079486i,0.00072983-0.00087729i,0.0013791+0.00016326i,0.0015059+0.00082436i,0.0012249-7.4367e-05i,0.00086967-0.00074396i,0.00055202-0.00025375i,0.00028415-5.3455e-05i,-0.00023847+0.00041539i,-0.00040806+0.00020251i,6.6545e-05-7.1482e-05i,0.00021454+0.00048093i,0.00015356+0.00062653i
-0.00070458+0.00037455i,0.00020535+0.00022819i,0.00094541-0.00020494i,0.0014633-0.00051409i,0.00181-0.00044756i,0.0019824-0.00056977i,0.0016401-0.00054767i,0.0010701-0.00087098i,0.00023732-0.0014733i,0.00027948-0.0015997i,-5.9918e-05-0.0011011i,-0.00070864-0.00061061i,-0.00010201-0.0002076i,0.00084898-0.00025903i,0.0012626-0.00064968i,0.0006389-0.00076075i,0.000112-0.00095374i,-0.00032046-0.0013968i,-0.00059804-0.001027i,-0.00053662-0.00085706i,-0.00016136-0.0012396i,0.00018994-0.00046801i,0.00010816+0.00086223i
-0.00091112-0.0034244i,-0.00038671-0.0021912i,0.00067354-0.0014834i,0.00048227-0.00093555i,0.0007953+0.00026754i,0.001782+0.00038152i,0.0023001+0.00015265i,0.001898-0.00031214i,0.0010906-0.0011279i,0.00031024-0.00094292i,-0.00080286-0.00056692i,-0.00037954+0.00032384i,0.00060612+0.0007626i,0.0013154-2.1606e-05i,0.0017273-0.00062155i,0.0011719-0.00010805i,0.00023981-0.00014473i,-2.0207e-05-0.00045496i,0.00017934+4.584e-05i,0.00056511-6.3218e-05i,0.00072877-0.00025073i,0.0004693-0.00010226i,0.00048746-8.4003e-05i
-0.001266-0.0013004i,-0.0011874+0.00013758i,-0.00039231-4.8423e-05i,0.00083707-0.00059807i,0.0012121-0.0012559i,0.0008607-0.0015337i,0.00096631-0.0012186i,0.0014334-0.0014621i,0.00059701-0.0015866i,-0.00022667-0.0010219i,-0.00047778+0.00010051i,-0.00058543+0.00077522i,-0.00060886+0.0012646i,0.00012314+0.0011442i,0.00061937-2.4396e-05i,0.00081479-0.00084443i,0.00066949-0.00056372i,2.5446e-05-0.00015496i,-0.00041465+0.00035673i,-0.00054839+0.00031641i,7.0734e-05-0.0005235i,0.00078182-0.00090887i,0.0013007-0.00014324i
0.0027684-0.0024448i,0.0019488-0.0025027i,0.0019951-0.002217i,0.0020362-0.0016974i,0.0007254-0.00097185i,0.0005567+0.00019816i,0.00096962+0.00049993i,0.00061083-0.00040227i,0.00086-0.0012796i,0.00022765-0.0010213i,-0.00027192+0.00039958i,7.12e-05+0.0014163i,2.209e-05+0.0017978i,-0.00021631+0.002137i,4.2952e-05+0.0020747i,-7.524e-05+0.00067148i,-0.0006365+6.3461e-05i,-0.00018033+0.00075215i,-0.00075552+0.00080421i,-0.0012108-0.00017535i,-0.00026721-0.0004477i,0.00069476-0.00032021i,0.00098366-0.00019144i
0.0031736+0.0023051i,0.0021012+0.002516i,0.0012418+0.0013051i,0.0011205-0.00025935i,0.00142-0.0012153i,0.00096463-0.0015561i,0.00047232-0.0012609i,0.00082627-0.00040528i,0.00055015-0.00042996i,-0.00044464-0.00068824i,-0.00046712+0.00016846i,-0.00027622+0.0012892i,-0.00061938+0.0020852i,-0.00040105+0.0021295i,5.1044e-05+0.00099i,0.00015227-0.00027064i,0.00039959-0.0002036i,0.00021734+0.00050967i,0.00011115+0.00022854i,6.1056e-05-0.00066421i,0.00013034-0.0014628i,0.00036494-0.0012227i,0.00043726-0.00046429i
-6.4168e-05+0.0025424i,0.001245+0.0028642i,0.0017882+0.0011142i,0.0016584-0.0016732i,0.0023285-0.0018783i,0.0020829-0.00094501i,0.0012194-0.00095545i,0.0015694-0.00073991i,0.0013965-0.00082111i,-8.465e-06-0.00031124i,-0.00087674+8.0978e-05i,-0.00070038+0.00037328i,-0.00062481+0.0013653i,-0.00055998+0.0020102i,-7.6939e-05+0.0014743i,-0.00010836+0.00085876i,-0.00023752+0.00031264i,-0.00064582+0.000156i,-0.0010094+0.0001099i,-0.0008433-0.00013445i,-1.9562e-05-0.00065596i,0.00068951-0.0013476i,0.0004308-0.0010586i
-0.00082173-0.00033954i,-0.00080003-9.1076e-05i,0.00033723-0.00061133i,0.0013169-0.0014885i,0.0012483-0.0017336i,0.0014279-0.0015452i,0.0012492-0.0014775i,0.0012369-0.0011786i,0.0013225-0.0013314i,0.00059462-0.00094014i,-0.00073521+4.8137e-05i,-0.0019235+0.0003442i,-0.0022595+0.00038329i,-0.0020328+0.0013068i,-0.0012039+0.0015488i,-0.00079986+0.00056403i,-0.0010058+0.00049723i,-0.00086323+0.00091912i,-0.00075592+0.00031959i,-5.2852e-05+0.00042161i,0.00084752+0.00042827i,0.00049175-0.00023361i,0.00019682-9.1545e-05i
0.0017476-0.00058545i,0.0018166-0.0011375i,0.0032046-0.0027045i,0.0022136-0.0040342i,-5.3076e-05-0.0033982i,-0.0019378-0.00091443i,-0.0020717+0.00062484i,6.9723e-05+6.7052e-05i,0.0012753-0.001327i,0.00069738-0.0018638i,-0.00065219-0.001226i,-0.0024204-0.0006652i,-0.0030587-1.5725e-05i,-0.0025865+0.0011149i,-0.0013741+0.00135i,-0.00092241+0.0005024i,-0.0014764-0.00042537i,-0.0015569-0.00084617i,-0.00068558-0.00053097i,2.4208e-05+0.00011231i,0.00028143+0.00020192i,0.00042021+0.00047816i,0.00024615+0.0013779i
0.0015293-0.00090713i,0.0022668-0.0012696i,0.0030671-0.0013933i,0.0030922-0.0010163i,0.0016535-0.00092172i,0.00091672-0.00052572i,0.0012492-0.0007798i,0.00099753-0.0010217i,0.000497-0.0015211i,-0.00049449-0.0021741i,-0.0014447-0.0015634i,-0.0022652-0.00066476i,-0.0030489+0.00012372i,-0.0022105+0.0013359i,-0.00099712+0.0018824i,-0.00034843+0.0010417i,-0.00082584+0.00029661i,-0.00053257+0.00066557i,0.00024232+0.00014063i,0.00066724-0.00063156i,0.00090429-0.00025772i,0.00056882+0.0002671i,-0.00027171+0.0005244i
-0.00057738+0.00057981i,0.00027283+0.0008986i,0.0006967-0.00018659i,0.00071774-0.0012113i,0.0011867-0.0013287i,0.0019099-0.00075588i,0.0013618-7.2495e-05i,0.00018135+0.00032804i,0.00010166+0.00033014i,-0.00025898-0.00013383i,-0.0013832-0.001089i,-0.0022286-0.0019215i,-0.00278-0.0012528i,-0.0027352+2.1572e-05i,-0.0021552+0.00037598i,-0.00083551+0.00017257i,0.00010411+0.00024093i,0.00045612+3.0751e-05i,0.00048709-0.0004341i,-0.000183-0.00029395i,0.00013785+0.00015252i,0.00081719+0.00035967i,0.00021132+0.00032104i
0.0010501-0.0027466i,0.001944-0.0034135i,0.0023676-0.0030646i,0.0018257-0.0023888i,0.001736-0.0022685i,0.0014831-0.0014077i,0.00072841-0.00048786i,0.00062975-0.00096825i,0.0004191-0.0012323i,0.00029983-0.00099136i,-0.00019012-0.00077738i,-0.0017524-0.0010932i,-0.0029498-0.0016538i,-0.0021449-0.0017243i,-0.00077128-0.0014783i,-8.9326e-05-0.00078758i,2.0143e-05+0.00019656i,-9.2852e-05+0.00024282i,1.5021e-07-0.00064077i,0.00033927-0.001167i,0.00024347-0.00093587i,0.00015229-1.8737e-05i,-0.00044336+0.0010762i
0.0017319-0.0020167i,0.0020245-0.0018609i,0.0023016-0.0012587i,0.0022675-0.00099664i,0.0015114-0.0014144i,0.0011725-0.001055i,0.00098673-0.00041554i,0.00022428+7.6009e-05i,-0.00027398+2.0255e-05i,-6.0281e-05-0.00050883i,-1.764e-05-0.0014782i,-0.00048532-0.0022764i,-0.0011987-0.0024917i,-0.001247-0.002254i,-0.00050735-0.00068222i,0.00058046+0.00077588i,0.00017318+0.00016262i,-0.0011327-0.00041183i,-0.0015976-0.00096728i,-0.001192-0.00090758i,0.00071295+8.6627e-05i,0.0016962+0.0014792i,0.00085695+0.0011801i
0.0021297-0.00071011i,0.0020027-0.0011821i,0.0024119-0.0013016i,0.0027249-0.0013142i,0.0016544-0.0015648i,0.00071278-0.00097072i,0.00064713-0.00059583i,0.00094331-0.00065268i,0.00098828-0.0010692i,0.00037285-0.0014068i,-0.00034887-0.0011443i,-0.00045546-0.0015241i,-0.00090897-0.0023609i,-0.0014989-0.0020684i,-0.0012184-0.00091417i,-0.00048895-0.00048579i,-0.00045691-0.00043435i,-0.0010027-0.00068459i,-0.00095695-0.00068899i,-0.0010632-0.00064587i,-0.0012182-0.00037063i,-0.00052135-0.00019846i,0.00051805+0.00018507i
0.0018963-0.0013501i,0.001235-0.0019363i,0.0015381-0.0030671i,0.0017132-0.0033849i,0.0011654-0.002617i,0.00034679-0.00057867i,0.00051778+0.00047666i,0.00093473+0.00017941i,0.0007243-0.00075018i,0.00014858-0.0017098i,-0.00026222-0.0014837i,-0.00021672-0.0017288i,0.00014735-0.0023536i,5.0238e-05-0.0012958i,0.00018319-0.00039483i,0.0003763+4.5488e-05i,0.0004288+0.00012611i,0.00019795-6.2384e-05i,-0.00050535-0.00058486i,-0.00028769-0.0009237i,0.0003494-0.00032983i,-0.00013514+0.00025903i,-0.0002449+0.00037269i
-9.8987e-05+0.0001606i,0.00084112-0.00044735i,0.0011276-3.6801e-05i,0.0020635-0.00036126i,0.0022819-0.00061157i,0.0014827-0.0013231i,0.0015515-0.0016024i,0.0016321-0.00078653i,0.00012297-0.00017519i,-0.0011359-4.4312e-05i,-0.0010245-0.0004331i,-0.0008902-0.0009126i,-0.00083672-0.0014307i,-0.00022451-0.001881i,9.3222e-05-0.00122i,-0.0001478-0.0010122i,4.8586e-06-0.0012677i,3.8184e-05-0.00083587i,-0.00054748-0.00045585i,-0.00099706-2.3869e-05i,-0.00071203+0.00022541i,8.5092e-05-9.2177e-05i,-0.00016108-0.00035173i
0.00037158-0.0018803i,0.001796-0.0014563i,0.0024314-0.0014506i,0.0018069-0.0012499i,0.00035237-0.00062894i,-4.9128e-06-0.00074246i,0.0010497-0.00091793i,0.0021472-0.00085189i,0.0017723-0.00087046i,0.0009627-0.00044663i,0.00042478+3.5811e-05i,0.00053781-0.00040459i,0.00044679-0.0011808i,0.0013587-0.0011702i,0.0019915-0.00022355i,0.0014589+0.00036758i,0.00089879-0.00024906i,0.0003034-0.00094772i,-0.00028577-0.0010588i,-0.00041103-0.0010397i,-7.5224e-05-0.0003885i,-0.0002662+0.0009136i,-0.00069512+0.0014445i
0.0020942-0.0001038i,0.0033128-0.00059942i,0.0033016-0.0013596i,0.0033505-0.0023469i,0.0029509-0.0021503i,0.0016467-0.0011215i,0.001461+2.8801e-06i,0.0017449+0.00041407i,0.00088184+4.7361e-05i,-8.3274e-05+0.00037736i,-0.00029491+0.00049846i,0.00013169-0.00061994i,0.00066865-0.0012254i,0.00065116-0.00095414i,0.00076576+0.0006979i,0.00048388+0.0013255i,-0.000222+0.00017537i,-0.00031688-0.00020263i,-0.00021398-0.0003129i,-0.00030214-7.6276e-05i,-0.00065451+0.00033842i,-0.00026182+0.00010613i,0.00021657+0.00029164i
0.0014365+0.00044775i,0.0022358+0.00059649i,0.0030904-0.00039596i,0.0027716-0.0012271i,0.00295-0.0013551i,0.0026144-0.0010001i,0.0014208-0.00096778i,0.0010569-0.0010678i,0.0008501-0.00066596i,0.00045665+0.00010338i,7.7905e-05+0.0002993i,0.00028806-5.1714e-06i,0.00074391-0.0006377i,0.00088285-0.00035975i,0.0010288+0.00038589i,0.0012929+0.0003957i,0.0011231-3.6986e-05i,0.00015479-0.00033851i,4.0629e-06-5.3945e-05i,0.00010847+0.00047015i,-6.8687e-05+0.00038294i,0.00036592+0.00071172i,0.00017681+0.00056031i
-0.00022258+0.00095266i,0.00017408+0.0011065i,0.0016895-0.00044996i,0.0022126-0.0012226i,0.00096382+0.00026721i,0.0011008+0.0018676i,0.0013255+0.0013399i,0.00094111-0.00018413i,0.00065999-0.00050411i,-7.469e-05-0.00071837i,-0.00060684+0.00022519i,-0.00027236+0.0011507i,0.0001953+0.00018236i,0.00042092-0.00069136i,0.00066379-7.457e-05i,0.0010374+0.0011307i,0.00060307+0.0014599i,0.00053141+0.00050244i,0.00086016-0.00023556i,0.00085479-0.00069269i,0.0008697-0.00076982i,4.8516e-05-8.8744e-05i,-0.00047138+0.00060306i
-0.0010415+0.0036678i,-0.00053613+0.0040717i,0.00040909+0.0038644i,0.0029081+0.0021979i,0.0041877+0.00030919i,0.0029499-0.00061698i,0.0020473-0.0009507i,0.001716-0.00058631i,0.00089304-4.1813e-06i,0.00013957+0.0001915i,-6.89e-05-0.00020662i,-4.8189e-05+8.0658e-05i,-0.00026665+0.00021062i,-0.00024747-0.00012361i,0.00027319+0.0004268i,0.00012841+0.00051611i,-0.00051392+0.00015894i,-0.00038469-4.2722e-05i,0.00085894-0.00063078i,0.0013907-0.00051461i,0.00043912-0.00073607i,0.00014889-0.00093231i,0.00033955-1.0118e-05i
-0.0044631+0.0013138i,-0.0038466+0.0018788i,-0.0013789+0.0020267i,0.00073392+0.0020505i,0.0023877+0.0011786i,0.003301+0.00013864i,0.0031561-0.00013156i,0.0023347-0.00061287i,0.00077706-0.0012553i,-0.00048035-0.00064107i,-0.0011535+0.00038664i,-0.001371+0.00081744i,-0.000619+0.00041135i,1.8664e-05-1.5497e-06i,8.034e-05+0.00091949i,-0.00089373+0.0013243i,-0.00058585+0.0011128i,0.00082011+0.0008885i,0.00083942+8.8374e-05i,0.00075071-0.00093436i,0.0012218-0.0010325i,0.00090725-0.00085347i,0.00025333-0.00067076i
-0.0032427-0.0020125i,-0.0023598-0.0014686i,-0.00079282-0.00094074i,0.00045926-0.00023915i,0.0015989+0.00027688i,0.00213+0.00041741i,0.0016616-0.00016321i,0.0011855-0.00088505i,0.0004839-0.001266i,-0.0008866-0.00073982i,-0.0015272+2.2301e-05i,-0.0016246+0.00062598i,-0.0011298+0.0014934i,-0.00026315+0.00093786i,-0.00068187+0.00025204i,-0.0012706+0.00089374i,-0.00095023+0.00048928i,-0.00014324-1.2215e-05i,0.00034185-6.0177e-05i,0.0012486+0.00010465i,0.0017505+0.0005054i,0.0010111+0.0012665i,-1.5531e-05+0.0011025i
0.00043829-0.0018845i,0.00067331-0.0027248i,0.0028023-0.0032256i,0.0031739-0.0027835i,0.0016272-0.00225i,0.00093352-0.0015421i,0.0011531-0.0001988i,0.0015539-0.00036579i,0.0013878-0.0014643i,-0.00026235-0.0015134i,-0.0015064-0.00055024i,-0.0013612+0.00058359i,-0.0011219+0.00088767i,-1.4675e-05+0.0010546i,0.00048167+0.0013238i,-0.00034404+0.0022229i,-0.0003996+0.0018711i,2.0241e-05+0.00081517i,-0.00011201+0.00051955i,0.00019737+0.00041i,0.00061431-0.00028422i,0.00030996+0.0004359i,-2.0819e-05+0.0011943i
0.00072604-0.0055115i,0.0012059-0.0050045i,0.0004266-0.0032888i,6.64e-05-0.0018883i,-1.1854e-05-0.0014629i,0.00054173-0.0012819i,0.0011555-0.00050921i,0.001181+2.4066e-05i,0.00049506+0.00020349i,-0.00038669-0.00014395i,-0.00092787-0.00080253i,-0.0014414-0.00052448i,-0.0017878+0.00023906i,-0.0015317+0.00098257i,-0.0011392+0.0011649i,-0.00047837+0.0012607i,9.5475e-05+0.001327i,-0.00034222+0.00053961i,2.5765e-05-7.5042e-05i,0.00055138+0.00011771i,0.00016159+4.7173e-05i,0.00024049-0.00019424i,0.00049738+0.00018024i
0.0032475-0.0012446i,0.0025627-0.00037884i,0.0027592-7.4224e-05i,0.0031618-0.00046705i,0.0026368-0.0014169i,0.0021225-0.0014349i,0.0017937-0.0009759i,0.001462-0.00068583i,0.000758-0.0002174i,-0.00037902-0.00034815i,-0.0013435-0.0011535i,-0.0022623-0.0013193i,-0.0025701-0.00014807i,-0.0020968+0.00042513i,-0.001572+3.819e-05i,-0.0010062+0.0006453i,-0.00084418+0.00048311i,-0.0015063+0.0004013i,-0.0018459+0.00049461i,-0.00065862+2.1271e-05i,6.6683e-05+0.00011621i,0.00037167+5.0163e-05i,0.00054986-3.0648e-05i
0.0031621+0.0015138i,0.0036118+0.00012243i,0.004313-0.00022149i,0.0047772-0.00038259i,0.0047096-0.0010925i,0.0043796-0.00098646i,0.0037257-7.814e-05i,0.0027828+0.00015643i,0.0012173-4.3063e-05i,0.00021807-0.000154i,-4.5636e-05-0.00066869i,-0.00074051-0.0010989i,-0.0018396-0.0015348i,-0.0017871-0.0010242i,-0.0015353+0.00029972i,-0.0015578+0.0008294i,-0.0009607+0.00082408i,-0.00051177+0.00069836i,-0.00024725+0.00019174i,6.7558e-05-0.0001384i,0.0002616-2.7059e-05i,7.2518e-05+0.00040853i,0.00065067+0.00065362i
0.0039657+0.0040576i,0.0042169+0.0010816i,0.0042227-0.0012901i,0.0035157-0.001193i,0.0025482-0.0015846i,0.0017009-0.002042i,0.0013074-0.0018161i,0.00083928-0.0011593i,0.0011427-8.0758e-05i,0.0017823+0.00019611i,0.00084988+1.8998e-05i,-0.00048861-0.0006271i,-0.0012649-0.0012242i,-0.00057521-0.00041264i,0.00011943+0.00067909i,-0.00046387+0.00095973i,-0.00070679+0.00044246i,-0.00035314-0.0001905i,-0.00023232-0.0010077i,-0.00059196-0.00085023i,-0.00085595+3.2996e-05i,-0.00061912+0.00053188i,-0.00018329+0.00069126i
