-0.0022274-0.0013799i,-0.0027075-0.0011875i,-0.0035429-0.00091449i,-0.0023111-0.00019659i,-0.0011312+0.0013352i,-0.00077665+0.0011954i,-0.00036368+0.00050847i,0.00069948+0.00064527i,0.0010526+0.00089841i,0.00016473+0.00071748i,-2.0451e-05+0.00026979i,0.00022099-0.00021419i,0.00016139-0.00067866i,-0.00056817-0.00057846i,-0.0015801-0.00061068i,-0.00054146-0.00067208i,0.00022177-0.0012444i,-6.9865e-05-0.00059864i,-3.8656e-05+1.8524e-05i,-0.00055932-0.00072822i,-0.00077489-0.00077368i,-0.00055424-0.00058865i,-0.00022449-0.00064937i
0.0009289-0.00096172i,0.0021509-0.0015187i,0.0018439-0.0013821i,0.001018-0.00075029i,0.00035826-0.00066504i,0.00106-0.00026085i,0.0019934+0.00041901i,0.0015068+0.00080904i,0.0017429+0.0015414i,0.0030486+0.0025033i,0.0028344+0.0030413i,0.0010861+0.0026154i,-0.00028327+0.0014707i,-0.00020661+0.00072369i,-0.00037102-8.9716e-05i,-0.00014735-0.00069655i,0.00048721-0.00051874i,0.00058712-0.0010641i,0.00058925-0.0010117i,0.00025272-0.00022512i,0.00012882-0.00043224i,-0.00031224-0.00049812i,-0.00031321+0.00031899i
8.9315e-05-0.0024177i,-0.0004674-0.0038907i,-0.00040185-0.0039834i,-0.00028002-0.0026685i,-0.00038011-0.0015519i,-0.00010529-0.00057982i,0.00015621-0.00089103i,0.001092-0.00071622i,0.0020552-0.0008883i,0.0029731-0.0013323i,0.0031549-0.0009897i,0.0020108-0.00067108i,0.00034883+0.00018983i,-0.00015015+0.00078825i,-1.1879e-05+0.0003674i,3.0199e-05+0.00013417i,0.00044526+0.00027813i,0.00073118+0.00022574i,0.00048296+9.0781e-06i,0.00040713+0.00014526i,0.00031146-0.00011013i,3.615e-05-8.29e-05i,-6.2383e-05+0.00029588i
-0.00071612-0.00067362i,-0.0023251-0.0021163i,-0.0023862-0.003398i,-0.0011755-0.0027722i,-0.0007726-0.00051967i,-0.00061937+0.00055814i,-0.00046271-0.00028984i,-0.00025878-0.00060847i,-0.00068582-0.0012321i,-0.0011578-0.0025839i,-0.0010839-0.0030087i,-0.00020164-0.0026317i,0.00086514-0.0014331i,0.00036188-0.00016026i,0.00016611-4.1856e-05i,0.00054725-0.00024502i,-2.5305e-05+0.00022112i,-6.1434e-05+6.0666e-05i,0.00050149-0.00016969i,0.00066042-0.00048379i,0.00046707-0.00074237i,8.1965e-05-0.00055611i,0.00045748-0.00022i
-0.0013654+0.0035449i,-0.00046622+0.0034132i,0.00012941+0.0037975i,0.00095067+0.0022673i,0.0023993+0.00037961i,0.0022209+0.00012889i,0.00064858+5.1585e-05i,-0.00031754-0.00096038i,-0.0010817-0.001455i,-0.0026048-0.00091685i,-0.0033816-0.00057313i,-0.0016234+6.0776e-05i,-9.8467e-05+0.0004514i,-0.00038305+0.00016355i,-2.7042e-05+0.00052614i,0.00011919+0.00094312i,-0.00048101+0.00068474i,-0.00019076+0.00065418i,-0.00057708+0.00067111i,-0.0010791+0.00021651i,-0.0014104-8.7114e-05i,-0.0012832-0.00030459i,-0.00081352-0.00014751i
0.002501+0.0011446i,0.0031092+0.00082563i,0.0029681+0.001123i,0.0024831+0.0020212i,0.0018381+0.001327i,0.001574+0.00033507i,0.00083322+0.0016019i,-0.00048087+0.0018147i,-0.00098397+0.00076655i,-0.001274+0.0012867i,-0.00074091+0.002708i,4.6011e-05+0.002359i,0.00036407+0.00092417i,0.00050188-0.0005279i,0.0004574-0.0011491i,0.00027793+0.00035172i,0.00052433+0.0014045i,0.00050076+0.00068128i,9.4404e-05+0.00066747i,-0.00058072+0.001274i,-0.00092075+0.00078749i,-0.0007085-0.0004396i,-0.00045634-0.00092075i
0.003571-0.0013537i,0.0040609-0.0015099i,0.0036966-0.00085692i,0.0029403-0.00099175i,0.0026218-0.0014391i,0.0019133-0.0001337i,0.0014592+0.0019912i,0.0014206+0.0027176i,0.00081037+0.0020416i,0.0012048+0.0019221i,0.0024202+0.002475i,0.0021908+0.0018232i,0.0011012+0.00023928i,0.00017696+0.00030643i,-9.1895e-05+0.00037695i,0.00030979+0.0001388i,0.00057803+0.00053928i,0.00030686+0.00095893i,-0.00012304+0.00050107i,-0.00042026+8.0529e-05i,-0.00027677+0.00063389i,-0.00037245+0.0010654i,-0.00031817+0.00075174i
-0.00090174-0.0021111i,-0.00038248-0.003525i,-0.00031406-0.0028783i,0.00035233-0.0019125i,0.001446-0.0012968i,0.0026784-0.0015527i,0.0030552-0.00099515i,0.0020722-0.00073592i,0.00064151-0.0017583i,0.0012384-0.0022575i,0.0023497-0.001983i,0.0023778-0.0021215i,0.0014169-0.0018441i,-0.0001424-0.0015682i,-0.00021018-0.0010692i,0.00053767-0.00040752i,0.00014226-0.00042604i,-0.00082791-0.00065287i,-0.00096877-0.00097166i,-0.0011163-0.00025018i,-0.000683+0.00095916i,-0.00016291+0.00097527i,3.5161e-06+0.00035374i
-0.0021537+0.0023255i,-0.0018324+0.0020547i,-0.0011039+0.0014104i,-0.00056892-0.00028674i,0.00030992-0.0016557i,0.0014478-0.0018783i,0.00094621-0.0011166i,0.00027701-0.00079005i,-0.00020428-0.0011145i,-0.001167-0.0017582i,-0.0017046-0.0033136i,-0.002136-0.0027384i,-0.0024619+0.00027012i,-0.001728+0.0019165i,-0.0010769+0.0019127i,-0.00080737+0.00088746i,-0.00061735-0.00027097i,-0.00050685-0.00041123i,-0.0001661+3.8467e-05i,0.00034962+3.0334e-05i,0.00032149-9.4293e-05i,-0.00024792+0.00012633i,-0.00088455+0.00034263i
0.0021482+0.00056553i,0.001667+0.00065521i,0.00070502+0.00043208i,-0.00031142+0.00028172i,-0.00023811+0.00050784i,0.0004583-0.00036483i,0.00057663-0.0011523i,-0.00024868-0.0008687i,-0.0013901-0.0012344i,-0.0026918-0.00065684i,-0.0038971+0.00075723i,-0.0031998+0.0016584i,-0.00068182+0.001923i,0.0011888+0.0015486i,0.0010893+0.00038885i,0.00037315-0.00039381i,-0.00015302+0.00023605i,-0.0010206+0.00021666i,-0.0016791-0.00089671i,-0.0010015-0.0012359i,-0.00011909-0.00077253i,0.00061658-0.00045187i,0.00095523-0.00025073i
0.0026389-0.00060983i,0.002532-0.00047716i,0.0021373-0.00022081i,0.0013754+0.00074021i,0.0011854+0.00076716i,0.0011018+0.0011671i,0.00025389+0.0013261i,-0.00089134+0.00029082i,-0.00087612-0.00015137i,-0.0011456+0.0017728i,-0.0013015+0.0039846i,-0.00059611+0.0038993i,0.00031053+0.0020806i,0.00051037+0.00086402i,0.00038681+0.00051806i,0.00037458+0.00064007i,0.0007575+0.00039619i,0.00040847+0.00014629i,-0.00078518+1.6834e-06i,-0.00054395+8.6581e-05i,0.00017353-7.6617e-05i,-0.00067276-0.00058164i,-0.00072128-0.00048136i
0.0016786+0.00067265i,0.0021214-0.0018111i,0.0015073-0.003013i,0.0014389-0.0028521i,0.0021522-0.0013858i,0.0017386+0.00026308i,0.00020413+0.0013668i,-0.00066014+0.0010643i,0.00013052+0.00069389i,0.0017542+0.00061722i,0.0023284+0.0011695i,0.0021729+0.00067617i,0.0017751-0.0007117i,0.000505-0.00075322i,-0.00064961-0.00043887i,-4.9778e-05-0.00048756i,0.00089062+0.00051811i,0.00054373+0.0012348i,-8.9519e-05+0.0013015i,0.00044143+0.00099966i,0.0011637+0.00064443i,0.00061492+0.00079763i,-0.00024815+0.00065281i
0.00078882+0.0002549i,-0.00036662-0.0012931i,-0.0018576-0.00062996i,-0.0032478+0.00028594i,-0.0014612+7.4095e-06i,0.0013571-8.6581e-05i,0.0030157+0.00071658i,0.0028787+0.0011684i,0.0012342+0.00032188i,0.00042297-0.001145i,0.00053849-0.0016286i,0.00065787-0.0018068i,0.00025062-0.0013308i,-0.00099042+4.8715e-05i,-0.00044359+0.00014613i,0.00055832+0.00033113i,-6.3207e-05+0.00098309i,-0.00057369+0.0011855i,-0.00017068+0.00064149i,-2.8846e-05+0.00027817i,-0.00011322+0.00012808i,0.00031032+9.4914e-05i,7.0361e-05+0.00033323i
-8.1937e-05-2.1006e-05i,0.00019287+0.00039544i,0.0005152+0.0015735i,0.0010192+0.0025669i,0.0012565+0.0013364i,0.0014374-0.00029832i,0.0015962-0.00087861i,0.0013505-0.0013279i,0.0001668-0.0017307i,-0.0017048-0.0017378i,-0.0022373-0.002065i,-0.0017646-0.0015952i,-0.0016261-0.00032299i,-0.00094299+0.00044887i,-0.0001125+0.00026423i,0.00057606-0.00027517i,0.0010323-0.0001544i,0.00062733+0.00013088i,0.00045295-0.00065213i,0.00056155-0.0018666i,0.00016926-0.0017755i,-0.0001559-0.00067492i,-0.00050144-0.00068093i
0.001179-0.00017692i,0.0024985-8.4341e-05i,0.0034734+0.00043032i,0.0032947+0.00048171i,0.0014663-0.00034069i,0.00042311-0.0010806i,0.00059298-0.0019211i,-0.00013521-0.0022355i,-0.0010744-0.0006106i,-0.0021071+0.0014317i,-0.0032123+0.0015157i,-0.0025246+0.0014792i,-0.00025283+0.0015448i,0.00042778+0.00097598i,0.00024878+0.00051597i,0.0012626+0.00047329i,0.0015989+0.0010037i,0.00027247+0.00087783i,-0.00089642+0.00035613i,-0.0010172+0.00010286i,-0.0007418-0.0004673i,-0.0007151-0.00094264i,-0.00058214-0.00042043i
0.00086024+0.0010089i,0.0017297-0.00078068i,0.0021413-0.0022858i,0.0028358-0.0029266i,0.0024857-0.0019523i,0.0010983-0.0012867i,-0.0011262-0.0013428i,-0.0020106-0.0013638i,-0.0014857-0.00014264i,-0.0008522+0.0020399i,-0.00044833+0.0027474i,0.00082758+0.0019639i,0.0020178+0.0012008i,0.0012675+0.00054716i,0.00038392+0.00049993i,-3.3019e-05-4.0712e-06i,-0.00024237-0.0010331i,0.00013624-0.0010017i,0.00018967-0.00028232i,-0.00020428+0.00019666i,3.7918e-05+0.00040385i,1.4823e-05-0.00029702i,-0.00013795-0.00085061i
0.0011267-0.00040646i,0.0003992-0.0021094i,-0.0012799-0.0033388i,-0.0023496-0.0041558i,-0.0016004-0.002869i,-0.00033833-0.00038524i,0.00053979+0.0011277i,0.0009566+0.0016272i,0.00060339+0.0013624i,0.00044966+0.00043121i,0.00129-0.00067569i,0.0024902-0.00088328i,0.0025212-0.00084243i,0.0013675-0.0008098i,0.00032692-0.0006524i,0.00036056-0.0004565i,0.00010742-0.00045352i,-0.00059754+7.023e-05i,-0.00034449+0.0012509i,-0.00019584+0.00084805i,-0.00034654-0.00046892i,-0.00016902-0.00062257i,-0.00050079-0.00018375i
0.0021176+0.00028903i,0.00011144-0.00041086i,-0.0015375-0.00018124i,-0.0024426+0.00067743i,-0.0021869+0.00073826i,-0.00083979+0.00081122i,0.0010823+0.0016105i,0.002009+0.0017762i,0.0015675-0.00012254i,0.00058156-0.0015509i,-0.00026643-0.0020607i,-0.001027-0.0023089i,-0.00092543-0.0023965i,0.00026213-0.0014241i,0.00070741-0.00043002i,0.00011396-0.00011382i,-0.00014456+0.00016902i,5.5131e-05-0.00053098i,0.00029785-0.0012183i,0.00058345-0.0012197i,9.0985e-05-0.0011091i,-0.000616-0.0008527i,-0.00081637-0.00080052i
-0.0010679-0.00096899i,-2.1463e-05+0.00038019i,0.00074744+0.0024417i,0.0009944+0.0034027i,0.0014494+0.0032177i,0.0025843+0.0029103i,0.0028294+0.0012216i,0.0026169-0.00075732i,0.00083625-0.0010965i,-0.0022902-0.00072359i,-0.003507-0.0002496i,-0.0029308+0.0004329i,-0.0024745+0.00051726i,-0.0015618+0.00036843i,-0.00061953+0.0006507i,0.00014177+0.00089992i,0.00085894+0.00012777i,0.00051149-0.00054865i,3.3072e-05-0.00064056i,-0.00025043-0.0008535i,-0.00061478-0.00049023i,-0.00042024+0.00053508i,-0.00039442+0.0010327i
-0.00024087-0.0021309i,-0.00026112-0.0013327i,0.00038402-0.0017444i,0.0010911-0.0020126i,0.001326-0.00079751i,0.0013044-0.00025986i,0.0017133-0.0016775i,0.0013531-0.0023884i,-0.00065878-0.0017756i,-0.0026242+0.00015809i,-0.0025368+0.0018494i,-0.00070952+0.0020601i,4.0012e-05+0.0020211i,-0.00032832+0.0011164i,-0.00057508-0.00034123i,-9.2052e-05-0.00023572i,0.00058757+0.0010523i,9.2125e-05+0.0012609i,-0.00055982+0.00020202i,-0.0004352-0.00066184i,-0.0010671-0.00044048i,-0.0012088-0.00011963i,-9.0803e-05-0.0004116i
0.0021135+0.0013872i,0.0030521-0.00062665i,0.0027401-0.0018768i,0.0010923-0.0012637i,-0.00030061-0.00092423i,-0.00096663-0.0018143i,-0.0011908-0.0024915i,-0.000974-0.0015833i,-0.0002386-0.00026953i,0.00061362+0.00129i,0.001278+0.0023417i,0.0024153+0.0024903i,0.0029601+0.0032954i,0.0022653+0.0029514i,0.0013982+0.0011785i,0.0012222+0.00016318i,0.0013011-0.00057677i,0.0012902-0.00052828i,0.0014127-6.1798e-06i,0.00083805+0.00031093i,0.00054397+0.00041016i,0.0011113+0.00054239i,0.00082441-6.5353e-05i
0.0013285+0.0033833i,0.00132+0.00095958i,0.00096715+4.2461e-05i,0.00085737-0.00022876i,0.00081835-0.0013004i,-5.4916e-05-0.0015331i,-0.0017547-0.00039593i,-0.0025582+0.00032192i,-0.00073684+0.00032792i,0.0012222+0.00028486i,0.0017326-0.00046393i,0.0021004-0.0015937i,0.0014871-0.0017186i,-0.00036229-0.0011917i,-0.00088189-0.00068233i,0.00024365-0.0002523i,0.00076512+0.00028385i,0.00036193+0.00092603i,0.0005467+0.00090459i,0.0011522+0.00018172i,0.0013047-0.00064043i,0.0006557-0.00092853i,-0.00098901-0.0007719i
0.000958+0.00068602i,0.0014946-0.00062149i,0.00069775-0.00097675i,0.0006851-0.00048202i,0.0013862+5.7194e-06i,0.00092168+0.00094424i,0.0003721+0.0027045i,0.0005306+0.0024065i,0.0005845+0.00040264i,9.1452e-05-0.0012985i,-0.00094805-0.0026018i,-0.0021839-0.0029059i,-0.0020443-0.0021812i,-0.0011685-0.00082935i,-0.00082173+9.7092e-05i,3.7667e-05+0.00039994i,0.00088768-5.6443e-05i,0.00020511-0.0013294i,-0.00036461-0.0017191i,-1.5615e-07-0.0011987i,-0.00056891-0.00049449i,-0.00088381+0.00015009i,-0.00091872+0.00029225i
0.00094289-0.00070693i,0.00094585-0.0010323i,0.00068943-0.0014984i,0.0017675-0.0025605i,0.0030503-0.002641i,0.0031419-0.00059208i,0.0027077+0.00069481i,0.0021719+0.00023234i,0.00062949-0.00065578i,-0.0018271-0.0012786i,-0.0027784-0.00047062i,-0.0030342+0.00082922i,-0.003811+0.00082357i,-0.0024915+9.2957e-05i,-0.00076028-0.0002531i,-0.00063528-0.00044651i,-0.00040693-3.194e-06i,0.00014109+0.00068897i,-0.00015997+0.00061339i,-0.00073826+0.00032597i,-0.00046984+0.0005455i,9.3292e-06+0.0005093i,0.00019276-0.00015968i
0.00038995+0.00030195i,0.00028551-0.00072729i,-0.0016417-0.0015327i,-0.0030718-0.0022097i,-0.002179-0.0023751i,0.00039825-0.0018947i,0.0023626-0.00085774i,0.0022457+0.0001409i,0.00034391+0.00010439i,-0.0015722+0.00034763i,-0.0014705+0.0018818i,-0.0004554+0.0032843i,0.00016664+0.0028066i,0.00046493+0.0019802i,-8.2277e-05+0.0011031i,-0.00017918+1.5084e-05i,-0.00071216-0.00032125i,-0.0011056-0.00067256i,-0.00053557-0.00082719i,0.00048883-0.00067116i,0.000647-0.00021555i,-0.00018316+0.00034474i,0.00012047+0.00036114i
0.00081919+0.00086943i,0.00084552-0.00052792i,-0.00064819-0.0008074i,-0.0015508-7.0857e-05i,-0.00088843+0.001067i,-4.3552e-05+0.00013426i,0.001404-0.002133i,0.0021589-0.0024061i,0.0017952-0.0013101i,0.0013879+0.00079952i,0.0017052+0.0021061i,0.0021085+0.0014586i,0.0024114+0.00092991i,0.0017611+0.00084811i,0.00057184+0.00024803i,8.2307e-05-0.0009195i,0.00037458-0.00057356i,0.0011341+0.00052727i,0.0011557+0.0011614i,0.00043298+0.00047905i,0.00067565-0.00025184i,0.00077971-0.00036559i,0.00031832-0.0011546i
0.00086875+0.00028036i,0.0014689+0.00052771i,0.0010808+0.0010304i,0.0011957+0.0024257i,0.0021014+0.0029245i,0.00070908+0.0017942i,-0.00093827-0.00026538i,-0.0013589-0.0015862i,-0.0014416-0.0017564i,-0.00033439-0.0016404i,0.00073032-0.0014937i,0.00073942-0.0018565i,0.0012274-0.0020476i,0.001334-0.0015311i,0.0013505-0.00071244i,0.00055854+0.00060707i,-0.00021208+0.00083848i,0.00016539+0.00072547i,0.00015563+0.00057923i,9.2638e-05-0.00068739i,-0.00020003-0.0009133i,-0.00019948+0.00018434i,0.00020962+0.00015654i
0.0017631-0.0014505i,0.0015698-0.0016706i,0.0018815-0.0014247i,0.0023778-0.0011216i,0.0023423-0.00049526i,0.00083073+0.00040677i,-0.0014151+0.00044353i,-0.0024227+0.00044902i,-0.0022156-0.00020558i,-0.0017632-0.0015444i,-0.0016518-0.0013356i,-0.0017606-0.00049651i,-0.0015455-0.00054781i,-0.00026417-0.00068438i,0.00086461-0.00012378i,0.00062612+0.00063378i,0.00069243+0.00029989i,0.0014246-0.0010663i,0.0012398-0.0022706i,0.00046832-0.0020688i,0.00035034-0.0010344i,0.00072834-0.00080575i,0.0010692-0.00041869i
0.0038807+0.0006486i,0.0032668-0.0012815i,0.0018303-0.0029671i,0.0016239-0.0031724i,0.001556-0.0024135i,0.0012215-0.00038643i,0.00037955+0.0017044i,-0.00048174+0.0021682i,-0.00097963+0.00086767i,-0.0019503+0.00034811i,-0.0023675+0.0016745i,-0.0022819+0.0021692i,-0.0021607+0.0016904i,-0.0021101+0.00085872i,-0.0020816-0.00029576i,-0.0012795-0.00034967i,-0.00047808+0.00023597i,-0.00092434+0.00019138i,-0.0019413+0.00013171i,-0.0020535+0.00051174i,-0.0012982+0.00097602i,-0.00056441+0.0010101i,-0.00011354+0.00018196i
0.0029221-0.0018298i,0.003066-0.0019293i,0.0016927-0.0038932i,-0.00045748-0.00436i,-0.0010354-0.0019314i,0.0002513+0.00067466i,0.0017448+0.0020703i,0.002251+0.0021352i,0.0010538+0.0018735i,-0.00099819+0.0016895i,-0.00099224+0.0021658i,0.0010665+0.0022008i,0.0024672+0.0024037i,0.0024431+0.0022648i,0.0018194+0.00079043i,0.0015267+0.0006726i,0.00074732+0.00040148i,-0.00035387-0.00017626i,-0.00078291+0.00036121i,-0.00064473+0.00054063i,0.00037309+0.0005487i,0.00054544+0.00082822i,-0.00013735+0.00096329i
0.0013525-0.0017238i,0.0013845-0.00204i,0.0004109-0.0023105i,-0.00033352-0.001319i,-0.00086476+0.00027589i,0.00058852+0.0010925i,0.002189+0.00058782i,0.0025804-0.00043938i,0.0022863-0.00084389i,0.0012793-0.00027845i,0.0012151-0.00048015i,0.0019186-0.001352i,0.001499-0.001276i,0.00099191-0.00059739i,0.00063846-9.0894e-05i,-8.2593e-05+9.6355e-05i,0.00014944+0.00082213i,0.00026042+0.0017152i,0.00052762+0.0020427i,0.0010701+0.0018289i,0.00066996+0.00077003i,0.00019924-0.00016152i,0.00031761-0.00066184i
-0.00058544-0.00060009i,-0.0011981-0.00039423i,-0.0012194-5.272e-07i,-0.0012815+0.00017938i,-0.00075954+0.00013286i,0.0011361-0.00016015i,0.0026947-0.0011666i,0.0020024-0.0024155i,0.00075641-0.00285i,0.00038771-0.0020441i,-2.0519e-05-0.0017037i,-0.0016114-0.001825i,-0.0010637-0.0023802i,0.00073171-0.0019128i,0.00069342-0.00069187i,8.6779e-05+0.00016686i,-0.00043451+0.00035508i,-0.00041077+0.00013058i,-0.00019062+0.0001631i,5.4159e-05-0.00015164i,0.0003144-0.0010617i,0.00039942-0.0014283i,0.00059407-0.0011429i
-0.00094847+0.0021029i,-8.4569e-05+0.0023332i,0.00066126+0.001707i,0.00061865+0.00065016i,0.00012425+0.00055298i,4.9349e-05-0.00043717i,-6.0145e-05-0.0014375i,-0.00082645-0.0015128i,-0.0015009-0.0013735i,-0.0016976-0.0010199i,-0.0022345-0.00031957i,-0.0020915+0.0011185i,-0.0020725+0.0017157i,-0.0029142+0.001161i,-0.0024971+0.00028628i,-0.0012261-0.00037991i,5.2501e-05+0.00012651i,0.001057+0.0012528i,0.001476+0.00090619i,0.0011681+3.773e-05i,-0.00011713+0.00028793i,-0.0011086+0.00024431i,-0.0012985+0.00021471i
0.0027137+0.00021755i,0.0012644-0.00060177i,0.00013464-0.00095837i,0.00026656+0.00070047i,0.00021151+0.0017732i,-0.00020254+0.0013559i,-0.0014734+0.00041652i,-0.0022541-0.00018627i,-0.0017842+0.00013991i,-0.0014915+0.00029018i,-0.001286+0.0004654i,-3.1778e-05+0.00225i,0.0013028+0.0028975i,0.0010059+0.0013502i,0.00036812+0.00026852i,1.0098e-05+0.00013085i,0.00018218-0.00040953i,-0.00052228-0.00025966i,-0.0017908+3.2712e-06i,-0.0014623+0.00046391i,-0.00043523+0.0011865i,-0.00014384+0.0012044i,-0.00027243+0.0014398i
0.0018466-0.0026863i,0.0011955-0.0023874i,6.1807e-05-0.0015255i,0.0012646-0.00068216i,0.0024396+0.0001931i,0.0021233+0.0010585i,0.0010703+0.002123i,2.2724e-05+0.0028712i,-0.00018241+0.0022399i,0.0007045+0.0018957i,0.0015407+0.0021037i,0.0021447+0.0016976i,0.0021+0.0014947i,0.0019647+0.001507i,0.0020722+0.0011812i,0.0015699+0.00054518i,0.00022007-0.00078334i,0.00023873-0.00098515i,0.00073864-0.00027882i,0.00035309-0.00012812i,6.5823e-06+0.00017183i,-0.00011126+0.00012815i,0.0001621-1.7153e-05i
0.0029056+0.00048134i,0.003073+0.00015855i,0.0021663+5.2953e-05i,0.0025531-0.0012519i,0.0032753-0.0021452i,0.0028225-0.00036434i,0.0028764+0.0025072i,0.0030139+0.0028499i,0.0018623+0.0011288i,0.0010549+5.1806e-05i,0.0017422-0.00056824i,0.0021842-0.00161i,0.00099695-0.0018488i,-0.00023734-0.0013217i,-0.0001367-0.0010079i,-0.00013512-0.00066424i,-7.237e-05+0.00024166i,0.0002642+0.0014439i,1.1246e-05+0.0017068i,-0.00034494+0.00076397i,6.3726e-05-0.00042125i,0.00064013-0.00016555i,0.00088155+0.0001413i
0.0007088-1.122e-05i,0.0024446-0.00057218i,0.0026214-0.0012574i,0.0012712-0.0024158i,0.00014052-0.0028389i,0.00056326-0.001429i,0.0023419-0.0003365i,0.0035332+7.1427e-05i,0.00228-2.1451e-05i,-0.00011177-0.0010452i,-0.0019368-0.0021452i,-0.0025974-0.0020534i,-0.001461-0.00054494i,-0.00012935+0.00015396i,-0.00028988-0.0003137i,-6.4208e-05-0.00054286i,0.00080729+0.00012518i,0.0011479-0.00060429i,0.00068209-0.0015348i,-0.000414-0.0015261i,-0.0005915-0.0011424i,0.00022846-0.00065854i,-4.277e-06-0.00098386i
-0.0014855+0.001715i,-0.0009189+0.00012979i,-5.0502e-05-0.00050455i,0.00011517-0.00092014i,0.00023298-0.00087708i,0.0010026-0.0017917i,0.0020144-0.0032793i,0.0013862-0.0028216i,-0.00062039-0.0018915i,-0.0023023-0.0021608i,-0.002383-0.00097102i,-0.0019773+0.00164i,-0.0016659+0.0022881i,-0.001019+0.0010846i,-0.00048636+0.00061058i,7.7795e-05+0.00063575i,0.00068518+0.00083099i,0.00049773+0.0007957i,0.0002102+0.00053927i,-5.6065e-05+0.00055128i,-0.00050944-0.00029764i,-0.00045917-0.00043056i,5.9191e-05+0.00043156i
0.00024252+0.0020444i,0.0015551+0.0012423i,0.0018369-0.00028224i,0.0013521-0.00066091i,0.00097592+0.00035433i,0.00010051-0.00065817i,-0.00099409-0.0026451i,-0.00083994-0.0030628i,-0.00051037-0.0018855i,-0.0017186+0.00021372i,-0.0016157+0.001825i,0.0007589+0.0022742i,0.0031728+0.0015064i,0.0028234+0.0011726i,0.0009632+0.0014958i,3.2953e-06+0.00068719i,-0.00080251-0.0003917i,-0.00071838-0.00073324i,-0.0002043-0.00030011i,-0.00070991+0.00093024i,-0.00084131+0.00093261i,-0.00074542+3.5206e-05i,-0.0013692-3.1511e-05i
0.0006388+0.0020798i,0.0014893+0.0014791i,0.00093086+9.3969e-05i,0.00029468-0.00025445i,0.00061285+1.9265e-05i,0.00041017+6.5492e-05i,-0.0011044+0.00019526i,-0.0010608+0.0010647i,-5.2182e-06+0.0022343i,0.00055576+0.0024752i,0.0015091+0.0019158i,0.0015888+0.00024363i,0.00028759-0.0018978i,-0.00034108-0.0016728i,0.0007502+1.7046e-05i,0.0019285+0.00078247i,0.0019564+0.00052271i,0.0012772+0.0001159i,0.00089673+9.5012e-05i,0.0014835-0.00037232i,0.00094039-0.00087413i,-0.00015666-0.00024195i,-0.00021274+0.00034434i
0.00087515-0.0009592i,0.0010641-0.000494i,0.00041298+0.0012296i,0.00090974+0.0024902i,0.0013305+0.0022688i,-3.86e-05+0.0022236i,-0.0011626+0.0024573i,-0.00029746+0.001441i,0.0013895+0.00075832i,0.0014303+0.00033541i,0.0006226-0.0010913i,-0.00051853-0.0023782i,-0.0017111-0.0018547i,-0.0012812-0.0011356i,-6.558e-05-0.0015926i,0.00048261-0.0014139i,-0.00011697-0.00051108i,-0.0007052+3.2991e-05i,-0.00070985+0.00015031i,-0.00068372-0.0004913i,-0.00063703-0.00090966i,-0.00029128-0.00053516i,0.00026763+3.0975e-05i
0.0022796-0.0029597i,0.0028228-0.004779i,0.0032135-0.0045499i,0.0018782-0.0025552i,0.0014901-0.00075663i,0.0016977+0.0013048i,0.002066+0.0024255i,0.0026994+0.0015845i,0.0020284-0.00035938i,0.00042466-0.0019686i,-0.0011907-0.0018454i,-0.0026086-0.00017374i,-0.0020938+0.0014514i,0.00024019+0.0013261i,0.0012777-0.00017034i,0.00042954-0.00040065i,-0.00014888+0.00044019i,7.9188e-05+0.00086838i,0.00024739-0.00028637i,0.00045749-0.0010646i,-8.5673e-05-0.0004794i,-0.00030034-0.00016254i,0.00034529-0.00029468i
0.00081467-0.0004783i,0.00089179+0.00017912i,0.00013997+0.00012986i,0.0014359-0.0019004i,0.0025541-0.0021256i,0.0023266+0.00065324i,0.002848+0.002085i,0.0029475+0.00041653i,0.00047205-0.0021823i,-0.0026575-0.002113i,-0.0034397+0.00013184i,-0.0014067+0.0022499i,0.00056108+0.003065i,0.00011101+0.0019625i,-0.0010174+0.0005207i,-0.00072296+0.00032876i,4.6475e-05+0.00034376i,-0.0001888+0.00046995i,8.0516e-05+0.0011929i,0.00084424+0.0019872i,0.00071475+0.0019324i,0.0004177+0.00096332i,-0.00034518+0.00048141i
-0.00022858+0.00074715i,0.00042722-0.0011502i,0.0012483-0.0033663i,0.00019338-0.0039393i,-0.0011313-0.0027264i,2.569e-05-0.0016644i,0.0023833-0.002061i,0.0017873-0.0025721i,-0.00057358-0.0010589i,-0.0023112+0.0013133i,-0.0014693+0.0017826i,0.00097865+0.00054598i,0.0028168-0.00088653i,0.0036263-0.00077686i,0.002373+0.00062875i,0.0012876+0.0008276i,0.001533-6.4231e-06i,0.0013081-0.0008733i,0.0012103-0.0010761i,0.0013465-0.0011863i,0.00083802-0.0013584i,0.00018422-0.0012083i,-0.00032966-0.00055601i
