0.001303-0.0010329i,0.0011511-0.0026245i,-3.2685e-05-0.0042084i,-0.0015113-0.0031205i,-0.0018958+0.00025361i,-0.0017638+0.0028722i,-0.0010908+0.0031028i,-0.0001803+0.0015681i,0.00059404+8.0369e-05i,0.0012215-0.00079836i,0.00060846-0.0011339i,-0.00073446-0.00078581i,-0.00042331-0.00018265i,0.00015715+6.4586e-05i,0.00038569+0.00014001i,0.00045923+0.00056861i,3.3881e-05+0.0007422i,4.9602e-06+0.000697i,0.00049578+0.0004713i,0.00074216+0.00032732i,0.00062538+4.3948e-05i,0.00028786-0.00031709i,-0.00049605-9.1141e-05i
-0.0024697-0.0015848i,-0.0026822-0.0017841i,-0.0032514-0.0010639i,-0.0030369+0.00024509i,-0.0016841+0.0015254i,2.7748e-05+0.0016033i,0.00061914+0.00093656i,0.00030743+0.0006721i,0.00055597+0.00061668i,0.0008654+0.00029437i,0.0017775-0.0011871i,0.0023691-0.0025984i,0.0013037-0.0032565i,0.00031722-0.003001i,-0.00031835-0.0015769i,-0.00060943-0.00067074i,-0.00052533-0.00088621i,-0.00043706-0.00092394i,-6.2652e-05-0.00060825i,-7.1392e-05-4.1472e-05i,-0.00047586+0.00025726i,-0.00028725+0.00010751i,0.00010621+0.00044235i
-0.00049067-0.0010881i,-0.00048716-0.0018246i,-0.00079186-0.0001167i,-0.00019173+0.0019044i,0.001315+0.0019327i,0.0014374-4.5418e-05i,0.0010231-0.0013498i,0.00072321-0.00052744i,0.00019474+0.00042909i,0.00086375+0.0005331i,0.0010302+0.0015501i,4.6122e-05+0.0026383i,8.1766e-05+0.0029728i,0.00048869+0.002865i,6.1437e-05+0.002404i,-1.6763e-05+0.0010351i,0.0010618+3.4247e-06i,0.0016036+0.00028622i,0.0011789+0.00061684i,0.00017759+0.00056873i,-0.00078529+0.00026634i,-0.00019617+0.00051363i,0.00029466+0.00076493i
-0.0008602+0.00038737i,-0.00036066+0.0006862i,0.0002762+0.0011068i,0.00061024+0.00067979i,0.00040091+0.0010881i,0.00056932+0.0017265i,0.001229+0.00083144i,0.0012212-0.00037045i,0.00074257-0.00034877i,0.00067293-0.0003522i,0.00044019-0.0009968i,-0.00055558-0.0019294i,-0.001796-0.0017969i,-0.0020749-0.0010951i,-0.0018447-0.0010672i,-0.0014577-0.0013451i,-0.0019963-0.00057766i,-0.0025112+0.00072481i,-0.0014492+9.4478e-05i,-0.00023788-0.00086578i,0.00087517-0.00042128i,0.00069895+0.00095768i,0.00011537+0.0014959i
0.00038422+3.0407e-05i,-5.8429e-05-0.001672i,-0.00021572-0.0028176i,5.9754e-05-0.0017333i,0.00060742-0.0003446i,0.00098273-8.8935e-05i,0.00074348+0.00024801i,0.00066284+0.00050275i,0.00025459+0.00023269i,0.00033578-0.00030321i,0.0013095-0.00072161i,0.0022487-7.3762e-05i,0.0023889+0.0001726i,0.0025356-0.00041537i,0.0026075-0.00040653i,0.0017912-0.00023135i,0.00067874-0.00073583i,0.00014911-0.0011169i,0.00027007-0.00052939i,0.00061249-0.00019632i,0.00052655-0.00063607i,-7.371e-05-0.00056054i,-0.00015098+0.000488i
-0.0017223-0.0014441i,-0.0022232-0.0024894i,-0.0028278-0.00076927i,-0.0018811+0.001516i,-3.0403e-05+0.0018846i,0.0009513+0.0012333i,0.00086783+0.0010781i,-7.457e-05+0.0004553i,-0.00076643-0.00037314i,-0.00092108+1.8221e-05i,-0.0010168-0.00013701i,-0.0012899-0.00036245i,-0.0018648+0.00074037i,-0.0019492+0.0019695i,-0.0011926+0.0016959i,-0.00032147+0.0020782i,0.00042308+0.0022724i,0.00092866+0.0016599i,0.00024054+0.0014117i,-0.00047781+0.00078164i,-0.00062764+0.00063779i,-0.00023644+0.00014245i,-0.00023878-1.5828e-05i
-0.00053747-0.00091637i,-0.00072741-0.0023156i,-0.0010916-0.0020259i,-0.00059144-0.00034236i,-0.00099673+0.0004605i,-0.0012157+0.00065228i,0.00023744+0.0004143i,0.00098238+1.8247e-05i,0.0010547-0.0001595i,0.0013126-0.00040198i,0.0010685-0.0016449i,0.00022729-0.003105i,0.00027206-0.0033059i,0.00032691-0.0027844i,-0.00020351-0.001499i,-0.00051497-0.00028807i,-0.0010381+0.00019338i,-0.0012688+2.8485e-05i,-0.0013875-0.00014464i,-0.0008442-0.00014699i,-5.3139e-05-0.00020432i,0.00059638+0.00052162i,0.00076441+0.0012175i
-0.00048154-0.0020526i,0.00016542-0.0023772i,0.0012622-0.0017173i,0.0018138-0.00073576i,0.0024191+0.00022366i,0.0028503+8.6748e-05i,0.0027948-0.0010578i,0.0028326-0.00172i,0.0021439-0.0016389i,0.00077577-0.00087561i,6.372e-05+0.0010221i,0.00030888+0.002771i,0.0008148+0.0038555i,0.0010683+0.0035255i,0.00089921+0.0015818i,0.00073244+0.00015243i,0.0014289-0.0004402i,0.0022564-0.00069838i,0.0014644+0.00040916i,0.0012815+0.00091589i,0.001324+0.00078088i,-7.7593e-05+0.00036875i,-0.00044791-0.00056006i
0.00029631-0.0022067i,-0.00061951-0.0012543i,-0.0029239-0.0014415i,-0.0030425-0.0011841i,-0.0017744-5.5148e-05i,0.00015629+0.00051297i,0.0014713+0.00021666i,0.00057783-0.00082538i,-0.0013288-0.0017862i,-0.0012522-0.0015647i,-0.000664-0.0018235i,-0.0010453-0.0026269i,-0.0014061-0.0023862i,-0.0012972-0.0020332i,-0.00063096-0.00086094i,0.00053631+0.0002756i,0.00027016+0.00085065i,-0.00099015+0.0012764i,-0.00082197+0.0011779i,-0.00030904+0.00027125i,-0.00018947-0.0001096i,-0.00029877-4.5661e-05i,-0.00053473-0.00025901i
0.0011308-0.0028386i,0.001094-0.0037298i,0.0016962-0.0031329i,0.00090327-0.00096773i,-0.00056482+0.0013155i,-0.00075545+0.0023717i,-0.00017713+0.0018588i,-0.00029856+0.00071805i,-0.00011587-0.00012875i,0.00087195+0.00014701i,0.0017936+4.9063e-05i,0.0021247-0.00021109i,0.0030718-0.0001331i,0.0030605-0.00061918i,0.0014931-0.0023723i,3.4217e-05-0.00266i,-0.00013326-0.0013498i,0.00018986-0.0010693i,0.00040654-0.00063234i,0.00074919+0.00038215i,0.00085388+0.00049337i,0.0005688-0.00034277i,0.00044811+0.00025652i
-0.00035169-0.0012996i,-0.0002125-0.0015659i,-0.0013678-0.00078665i,-0.0012654+0.00072684i,-0.00059114+0.0019975i,0.0013057+0.00252i,0.0032654+0.0017054i,0.0026578+0.00011763i,0.001353-0.0006782i,0.00096558+8.0969e-05i,-0.00037422+0.00063238i,-0.0018276+0.0011371i,-0.0023036+0.0021487i,-0.0021525+0.0024375i,-0.00097112+0.0018919i,0.00022469+0.0010212i,0.00085015+0.00059688i,0.0013359+0.0016407i,0.0011988+0.0017563i,0.00059967+0.00043727i,0.00037091-0.0004228i,7.7502e-05-0.00040051i,0.00021015-0.0001947i
0.00059952+0.00040093i,-7.1284e-05-0.0016797i,0.00039323-0.0030823i,0.00041317-0.0027298i,0.00037711-0.001913i,0.00066519-0.0011216i,0.0011587-0.00053333i,0.0013553-0.00081468i,0.00097508-0.0012561i,0.00028027-0.001217i,0.0002261-0.001549i,-0.00021248-0.0023833i,-0.0004924-0.0029i,-0.00059202-0.0023626i,-0.00096546-0.0010955i,-0.0012531-1.0982e-05i,-0.0014278+0.00080181i,-0.0019366+0.0007611i,-0.0015788-0.00041616i,-0.0010935-0.00092657i,-0.00073134-0.00081328i,-0.00036111+0.00018034i,-0.00022109+0.00085137i
-1.9122e-06+0.0022371i,7.7408e-05+0.0026358i,-9.1619e-05+0.0027561i,0.00018342+0.0012943i,-0.00046321-0.00045061i,-0.00055648-0.00022918i,-0.0004545-0.00014114i,-0.0010223-0.0009741i,-0.00088154-0.0002571i,-0.00098507+0.0012814i,-0.0010322+0.0017436i,-0.00026523+0.0021177i,0.0013789+0.0032249i,0.0020885+0.0028639i,0.0015551+0.00083332i,0.00098275-0.0010354i,0.001124-0.0018361i,0.0016135-0.00093046i,0.0013856+0.00021535i,0.00069622+7.3686e-05i,0.00080737-0.00022553i,0.00060984-0.00040207i,-0.00036474-0.00088103i
0.00073919+0.0012007i,0.00011064-0.00037856i,9.3635e-05-0.0013385i,0.00035067-0.0016139i,0.00055659-0.00051566i,0.0013227+0.0010474i,0.0011599+0.0020442i,0.00049052+0.0019431i,0.00073279+0.0012299i,0.00069609-0.00025034i,0.00011311-0.0017063i,-0.0007287-0.0022648i,-0.0015002-0.0015001i,-0.0020303-0.0003623i,-0.001528+0.00032719i,-0.0010843+0.001124i,-0.0013298+0.0026478i,-0.0011327+0.0032974i,-0.0003713+0.002262i,-9.9455e-05+0.00095095i,-0.00053036+0.0010778i,0.00018175+0.0012726i,0.00046873+0.00099743i
-0.00088052-0.0032956i,-0.00083724-0.0040953i,-0.00089698-0.0027355i,-0.00012623+0.00022536i,0.0013851+0.0012235i,0.0023616+0.00088273i,0.0020789+0.00071301i,0.0010156+0.00016172i,0.00095737-0.00077853i,0.0011143-0.00061977i,0.001379-0.00029948i,0.0025596-0.00085373i,0.0040262-0.0014124i,0.0035864-0.001324i,0.00050337-0.0012424i,-0.0022178-0.001524i,-0.0026682-0.0022812i,-0.0015282-0.0027619i,-0.00067771-0.0017765i,-8.6778e-05-0.00095428i,0.00043514-0.00054554i,0.00050318-0.00013036i,2.2322e-05+6.9031e-05i
0.0001943-0.00012725i,-0.0010943-0.00042779i,-0.0023819-0.00057241i,-0.0025508-0.00021641i,-0.0020281-0.00010613i,-0.00075011+0.00020933i,0.00064764+0.0006597i,0.0013798-0.00033611i,0.0011761-0.0006105i,-0.00033655-0.00076753i,-0.0018678-0.0010287i,-0.0025795-0.00023577i,-0.0022689+0.0015678i,-0.0013721+0.0025208i,1.6172e-05+0.0019729i,0.00204+0.0013355i,0.0033713+0.0006689i,0.0033047-0.00032109i,0.0024182-0.00013646i,0.0010746+0.00096488i,0.0003683+0.00079021i,0.00096971+0.0010114i,0.0013383+0.0011292i
0.00061517-0.00060724i,-0.0004455-0.0018921i,0.00026494-0.0022371i,0.0010219-0.0016703i,0.00050818-0.00027245i,1.4144e-05+0.0014132i,0.00088602+0.0014824i,0.0010982+0.0007498i,0.00060024+0.00066015i,0.0011788+0.00012396i,0.0022677-0.00073261i,0.0023428-0.0016785i,0.0010183-0.001672i,-0.00065461-0.00066944i,-0.0016191-0.00013883i,-0.0013034+0.00092838i,-0.0017682+0.0015244i,-0.0022905+0.0017439i,-0.0016225+0.001241i,-0.00098495+5.7612e-05i,-0.00074765-8.4514e-05i,-0.001087-0.00024423i,-0.0011537-0.00054746i
0.0019537-0.0017206i,0.00088868-0.0024632i,-0.00060368-0.0032932i,-0.0016908-0.0013776i,-0.0019705+0.00065999i,-0.001404+0.00075885i,-0.00043247+0.00064337i,6.3805e-05+0.00018647i,-1.14e-05+4.8708e-05i,-0.00032286+0.00065793i,-0.00046691+0.0016476i,-0.00022702+0.0021705i,0.001526+0.0015617i,0.0029326+0.0004078i,0.0023168-0.00096117i,0.0016353-0.0021152i,0.00093016-0.0023669i,0.00076337-0.002905i,0.0010507-0.0025959i,0.0010728-0.0016633i,0.0014096-0.0014618i,0.00084478-0.0013703i,7.5233e-05-0.00041106i
0.00081862-0.0023823i,-0.00073864-0.0051959i,-0.0016382-0.0057286i,-0.002063-0.0029879i,-0.0014798-0.00037404i,-0.00032881+0.00093225i,0.00034812+0.00024939i,0.00068019-0.00044367i,0.00039272-0.00043952i,0.0002949-0.0011969i,0.0007245-0.0018642i,0.00091138-0.0024894i,0.0005594-0.0024811i,0.00038151-0.0013854i,0.00076766+0.00022644i,0.0016015+0.0015364i,0.0018782+0.00309i,0.0012121+0.0033629i,0.00060708+0.0021871i,0.00038881+0.0014765i,0.00054478+0.0021612i,0.00099928+0.0027233i,0.00081215+0.0019937i
-0.0014713-0.0026239i,0.00067291-0.002157i,-0.00025759-0.00014561i,-0.0021369+0.0025288i,-0.0010392+0.0041072i,0.001075+0.0035728i,0.0020714+0.0023596i,0.0019729+0.0012382i,0.0010818+0.00078167i,0.00068789+0.00082791i,0.0013069+0.00062319i,0.0022943-0.00021852i,0.0028716-0.00036606i,0.0015989-0.00055991i,-0.000404-0.00040851i,-0.0019857-0.00033125i,-0.0033253-0.0012149i,-0.0035965-0.0011374i,-0.0028423-0.00073921i,-0.0012941-0.0010428i,-0.00030124-0.0014848i,-0.00039935-0.0012979i,-0.00074621-0.00064569i
-0.0025777-0.0017616i,-0.0041922-0.0025092i,-0.0050373-0.0024232i,-0.0026667-0.00090858i,-0.00021148+0.0011008i,0.0010545+0.0013547i,0.0016893-0.0001747i,0.0014877-0.0017937i,0.00032535-0.0025555i,-0.0013744-0.0012889i,-0.0023514+4.0974e-05i,-0.0025806+0.00088357i,-0.0020926+0.001128i,-0.00083921+0.00050302i,0.0007312-0.00050862i,0.0023815-0.00026609i,0.0040252-0.00018789i,0.0043056-0.00042938i,0.0025064-0.00043215i,0.00086272-0.00021737i,0.001182-0.00059177i,0.0017904-0.0013758i,0.0011425-0.0014181i
0.0010217-0.0037397i,0.0010133-0.0048588i,-0.0014846-0.0049629i,-0.0034377-0.0026068i,-0.0015395+0.0010169i,-3.6282e-05+0.0022625i,-0.00048259+0.0011222i,-0.0010334-0.00034026i,-0.00094018-0.0014694i,0.00035593-0.0012311i,0.0016645-0.00074433i,0.0019139-0.00080534i,0.0015236-0.0012889i,0.0009806-0.0017198i,0.00028956-0.00035418i,-0.00066325+0.0014424i,-0.0011033+0.002666i,-0.0014797+0.0026314i,-0.001608+0.0016878i,-0.0012669+0.001102i,-0.0013935+0.00087682i,-0.0013631+0.0006834i,-0.0011601+0.00040011i
-0.0016031+0.0015312i,-0.0017119+0.0032518i,-0.001735+0.0038531i,-0.00069255+0.0027608i,0.00057905+0.0022213i,0.00039983+0.0017167i,-0.0010275+0.0015226i,-0.0018457+0.0014695i,-0.0016275+0.0013129i,-0.00093856+0.0015061i,-0.0002538+0.0015243i,-0.00024258+0.0014742i,7.1071e-05+0.00085113i,0.00054048-0.00040272i,0.00048139-0.0013861i,-0.00060956-0.0020942i,-0.0013884-0.0034886i,-0.00066257-0.0041582i,-0.00012603-0.0028421i,1.8099e-05-0.0011641i,-8.6062e-05-0.0012295i,-0.00020071-0.0015399i,-0.00011733+0.00012996i
0.0014148-0.0028149i,0.0016656-0.0055278i,0.001468-0.0054732i,0.0011848-0.0026548i,0.0012412-0.00027317i,0.0020811+0.0014102i,0.0020789+0.0026015i,0.0012176+0.0022779i,0.00069987+0.0014413i,0.00011255+0.00098594i,-0.00023907-0.0010843i,-0.00068156-0.002967i,-0.0016276-0.0022293i,-0.0015859-0.00092345i,-0.00031991+0.00055095i,0.00017817+0.0016067i,-3.2073e-05+0.0022743i,0.0013538+0.0027111i,0.0018435+0.0026174i,0.00080217+0.0017118i,0.00078514+0.00088846i,0.00092937+0.00076901i,0.00025994+0.00052986i
0.00068924-0.0010258i,0.00015853-0.00084659i,-0.00086768-0.00077088i,-0.0015155+0.00033017i,-0.001582+0.0011167i,-0.0010166-0.00011699i,0.00085916-0.0012731i,0.0026694-0.0015989i,0.0031559-0.0011558i,0.0022134+0.00024518i,0.00065604+0.0015618i,0.00092823+0.0010814i,0.0022282-0.00062643i,0.0015397-0.0011206i,-0.00054953+0.00054627i,-0.0023999+0.0016031i,-0.003781+0.0006422i,-0.0038199-0.00024625i,-0.0025098+6.373e-05i,-0.0013991+0.00038201i,-0.0012613+0.00025014i,-0.0016304+7.4266e-06i,-0.0014299-0.00075806i
-0.00020616-0.0035125i,-0.00077724-0.0051747i,-0.0019251-0.0044076i,-0.001729-0.0020593i,-0.00065191-0.00026574i,-0.00051466+0.00055343i,-0.0010558+0.00013224i,-0.0016093-0.0015999i,-0.001185-0.0019855i,-0.00021572-0.0007695i,-0.00087049-6.9995e-05i,-0.0013401+0.00023768i,-0.00085107+0.00098779i,-7.6541e-05+0.0010993i,0.00062658-0.00018938i,0.0013607-0.0019867i,0.0018994-0.0026532i,0.0020609-0.0024868i,0.0014009-0.0018698i,0.00080472-0.0010656i,0.00075195-0.00049275i,0.0007794-0.00051236i,-3.4736e-05-0.00057856i
0.0009376-0.0005231i,9.029e-05-0.0010695i,-0.00028662-0.0010664i,2.9106e-05+0.0002291i,0.0011327+0.00073922i,0.0014381+0.00020989i,0.00055525+9.7197e-05i,-0.001565+0.00055438i,-0.0026881+1.2992e-05i,-0.0011092-0.00098389i,0.00073624-0.0016484i,0.0020183-0.0022924i,0.002778-0.0019683i,0.0021294-0.0013608i,0.00091729-0.00012037i,0.00011424+0.001655i,-0.0004513+0.0031043i,-0.00032471+0.0042234i,-0.00072216+0.0035479i,-0.0012204+0.00183i,-0.00096594+0.0018924i,-0.00054127+0.0018412i,-0.00032317+0.00089769i
-0.00018566-0.00045417i,-0.00099161-0.0016854i,-0.0011104-0.0030474i,0.00022951-0.0028152i,0.00026238-0.0011596i,-0.00097558+0.00035932i,-0.0005295+0.0015052i,0.00061656+0.0019875i,0.00012082+0.0020356i,-0.00091694+0.0020164i,-0.0014218+0.0012284i,-0.00078279+0.00016805i,-0.00053172+5.5481e-05i,-0.00062178+0.00048877i,-0.00069098+0.00026228i,-0.0017053-0.00083727i,-0.0031159-0.0019312i,-0.0028787-0.0026442i,-0.0018513-0.0021294i,-0.0012771-0.00069564i,-0.00068789-0.00044845i,0.00013888-0.00056396i,-0.00019532+1.9207e-05i
0.0026974-0.00037818i,0.0021701-0.0018894i,0.001118-0.0025606i,-0.00019521-0.001903i,-0.00060656-0.00043213i,0.00032325+0.0014084i,0.0024254+0.0011766i,0.0034704-0.00023613i,0.0029344-0.00016799i,0.0020446+5.6872e-05i,0.0014161-0.001242i,-1.7357e-05-0.0021301i,-0.0014727-0.0014i,-0.00021745-0.00065867i,0.0011251-0.00036069i,0.0013122+0.0005192i,0.0031485+0.0013309i,0.0035695+0.001241i,0.0022161+0.0010526i,0.0021897+0.0014969i,0.0019022+0.0009606i,0.00081863+0.00056398i,8.0921e-05+0.00055727i
0.00035522-0.00066987i,0.00025331-0.0014562i,0.00075788-0.00055024i,0.00045259+0.00036447i,-0.00040546+6.3314e-05i,1.8124e-06-0.00062827i,0.00063428-0.0014987i,0.00066107-0.0022347i,0.0013313-0.0020661i,0.0021807-0.0004058i,0.0030656+0.0015962i,0.0045569+0.0027557i,0.0040795+0.0027131i,0.0017219+0.0021332i,-1.1901e-05+0.0022428i,-0.0012238+0.0020606i,-0.0029564+0.0018113i,-0.0039324+0.0017147i,-0.0024426+0.0011979i,-0.0013999+0.00023522i,-0.0021441-0.0008215i,-0.0022591-0.00085265i,-0.0011293-9.1073e-05i
0.00012683-0.0017735i,0.0011902-0.0051113i,0.0010663-0.0050042i,0.00070337-0.0019449i,0.00038428+0.00014581i,-0.0011123+0.00012252i,-0.0024682-0.00031285i,-0.003036-0.00070827i,-0.0028285-0.0012772i,-0.00123-0.0019293i,-0.00020975-0.0018419i,-0.00033875-0.0014184i,-0.00045382-0.0004661i,-0.00061624+0.00043268i,-0.00045825+0.00025467i,0.0004137-0.0010381i,0.0021579-0.0022297i,0.0021695-0.0028359i,0.00074612-0.0026324i,-0.000109-0.0016038i,0.00028102-0.00038113i,0.00069089+2.9521e-05i,0.00013169-0.00014253i
-0.0010159+0.0010531i,-0.00038598+0.0016554i,0.0010974+0.00042322i,0.0013821-0.00048485i,0.0012409-0.00010817i,0.0016988+0.00061632i,0.0021524+0.0023336i,0.00147+0.0043007i,-0.00029104+0.0035454i,-0.00076324+0.0015639i,0.00021846-0.00056662i,0.0012227-0.0023204i,0.0014546-0.0025713i,0.00047272-0.0025926i,0.00075241-0.0022791i,0.0011164-0.00020385i,0.00043662+0.0027565i,0.00052742+0.004084i,0.0011161+0.003304i,0.0010595+0.0020488i,0.00079668+0.0012858i,0.00056738+0.0011443i,0.00024882+0.0013545i
-0.0020556-0.0032085i,-0.0032646-0.0038529i,-0.0035408-0.0034487i,-0.0024812-0.0010173i,-0.0007182+0.00038929i,0.0016908+0.00030919i,0.0022826+3.0094e-05i,0.0029121-4.2229e-05i,0.0025548+0.0011806i,2.4993e-05+0.0024076i,-0.0019438+0.0032818i,-0.002349+0.0038124i,-0.0016922+0.003556i,-0.0016251+0.001813i,-0.0013468+2.0674e-05i,-0.00095555-3.726e-05i,-0.0014306-0.00061813i,-0.0027117-0.0014758i,-0.002866-0.0010878i,-0.00080107-0.0010972i,0.00010765-0.0013883i,-9.6897e-05-0.0012149i,-0.00021533-0.0010801i
0.00055122-0.00023283i,0.0022413-0.00016195i,0.00094007+0.00056698i,-0.0013075+0.0021675i,-0.0016409+0.0028156i,-0.00016379+0.0013906i,0.0012427-0.0009018i,0.001647-0.0031579i,0.0017595-0.0041469i,0.0022728-0.0030426i,0.0021567-0.0016169i,0.00071334-0.001236i,-0.00080847-0.0014705i,-0.0013022-0.0011106i,0.00011879+0.00017677i,0.0019211+0.00078209i,0.0035102+0.00013006i,0.0047405-0.00020002i,0.0037813-0.00034122i,0.0019935-0.00032827i,0.00069199+0.0005949i,0.00056576+0.0002984i,0.00044736-8.1479e-05i
-0.0043544-0.0036913i,-0.0064108-0.0053091i,-0.0051854-0.0040088i,-0.0020474-0.0010483i,0.00053289+0.0017078i,0.0010125+0.0025359i,-0.00096013+0.00079571i,-0.0026995-0.0010981i,-0.002483-0.0018688i,-9.1567e-05-0.001367i,0.002828+1.5261e-07i,0.0030653+0.0013235i,0.0030383+0.0017292i,0.0032573+0.00077603i,0.0019423+0.00066627i,0.00073827+0.001285i,-0.00069651+0.0022479i,-0.0021742+0.002799i,-0.0017943+0.0014891i,-0.0016982+0.00038047i,-0.0015395+0.00050778i,-0.00087107+0.0002808i,-4.8544e-05-0.00041408i
0.0027547-0.0018516i,0.0035859-0.0024522i,0.0016282-0.0032297i,0.00033614-0.0021649i,0.00090288+3.5848e-05i,0.00065347+0.0011211i,-0.00026678+0.0016519i,-0.0012762+0.0020236i,-0.0022188+0.0016973i,-0.0025388-0.00021082i,-0.0025163-0.0024048i,-0.0020801-0.0031914i,-0.0018137-0.0023177i,-0.0018448-0.001393i,-0.0013302-0.00092275i,-0.0011073-0.0012257i,-0.00070662-0.0030057i,0.00021039-0.0040882i,0.00013755-0.0031293i,0.00024679-0.0021371i,0.00098178-0.0018448i,0.00073628-0.00093526i,0.000141-7.6013e-05i
-0.0040432+0.00065875i,-0.0048301+0.0029004i,-0.0039195+0.0030574i,-0.0026797+0.00044988i,-0.0012583+5.1074e-05i,0.0010229+0.0013463i,0.00291+0.0025063i,0.0034799+0.0032163i,0.0021897+0.0025183i,0.0010112+0.0018112i,0.0011553+0.001203i,0.00056773-0.0006973i,-0.00052731-0.0014652i,-0.00077936-0.00099391i,-0.00098294-0.00012893i,-0.000559+0.0009836i,0.0016509+0.0017489i,0.0028908+0.0018787i,0.0023899+0.0020631i,0.0011392+0.0015176i,-9.1763e-05+0.00092048i,-0.0009242+0.00051338i,3.9322e-05+5.0788e-05i
0.00088515-0.0037637i,0.0018386-0.0056912i,0.00071895-0.0048054i,-0.00093318-3.3253e-05i,-0.0010537+0.0035133i,-3.0286e-05+0.0032167i,0.0013595+0.0004263i,0.0022351-0.0024772i,0.0018803-0.0023387i,0.0015582-0.00033633i,0.0013126+0.0013326i,0.00049615+0.0030109i,0.00011067+0.0048569i,-0.00030977+0.0043865i,6.4531e-05+0.0026109i,-0.00014135+0.0011498i,-0.0018722+0.0003103i,-0.0036275+0.00051987i,-0.0037892+0.00090149i,-0.0020911+0.00049724i,-0.00089996-7.4615e-05i,-0.00070131-8.0603e-05i,-0.00027189+6.0256e-05i
-0.0008296+0.0026825i,-0.0014806+0.0031631i,-0.00052055+0.0032539i,0.001654+0.0028554i,0.0033722+0.0019994i,0.0035645+0.00045885i,0.002015-0.0011957i,-0.00043243-0.0023161i,-0.00098542-0.0033543i,0.0012473-0.0043347i,0.0031523-0.0046931i,0.0026224-0.0040697i,0.00076868-0.002588i,9.0058e-05-0.0018871i,-0.00019557-0.0014901i,-0.00060909-0.0017013i,0.00021527-0.0028212i,0.0018792-0.002677i,0.0018549-0.001443i,0.00083903-0.00028542i,0.00056267+3.9431e-05i,-0.00023151-0.00027614i,-0.0009489+0.00054479i
-0.0010485-0.0032872i,-0.0023282-0.006089i,-0.0016613-0.005448i,0.0014894-0.003342i,0.0035534-0.0020386i,0.0022304-0.00066238i,5.9642e-05+0.00096164i,-0.0016952+0.0019119i,-0.0034259+0.0017175i,-0.0027435+0.0004548i,-0.00056705-0.00049392i,0.000412-0.00040035i,0.00092892-0.0010755i,0.0016339-0.00092226i,0.001085+0.00042858i,-2.9195e-05+0.0023524i,-0.00041398+0.0047341i,-0.00044452+0.005336i,-0.00022964+0.0031598i,0.00014825+0.00052048i,-0.00027123+0.00015261i,-0.00044092+0.00033276i,-0.00073502-0.00027361i
0.0028991+0.00030862i,0.0026418+8.3096e-05i,0.00083496-0.0015992i,-0.003181-0.0035237i,-0.0053507-0.002801i,-0.0029505-0.00076508i,-0.00017427+0.00050188i,0.001129+0.0017309i,0.0011563+0.0024666i,-0.00023064+0.0013958i,-0.0025539+2.0382e-05i,-0.0038791-0.00051905i,-0.0035228+0.00013429i,-0.0021099+0.00037552i,-0.0010581-0.00038983i,-0.00097242+0.00030227i,-0.0011379-0.00025224i,-0.001986-0.0017589i,-0.0026954-0.0016013i,-0.001955-0.0011722i,-0.00046556-0.00074925i,0.00082795-0.0004012i,0.00078123-0.00052217i
-0.0052794-0.0012927i,-0.0070918-0.00014536i,-0.005989+0.0026821i,-0.0034049+0.0050299i,-0.00078889+0.0056993i,0.0023958+0.0035615i,0.0037809+0.0014807i,0.0034679+0.0011354i,0.0038415+0.0012119i,0.0047439+0.00085404i,0.0040693+0.00013653i,0.0026404-0.0005461i,0.0018807-0.001599i,0.00068367-0.0018621i,-0.00045879-0.00039466i,0.00038441-0.00082346i,0.0029834-0.00076251i,0.0038284+0.00075073i,0.0025374+0.0006095i,0.0017343+0.0004007i,0.00061725+0.0011643i,-0.00099472+0.0013761i,-0.0016713+0.0011694i
0.00060145-0.0013106i,0.0023846-0.0028083i,0.0010563-0.0018581i,-0.0004906+0.0024014i,0.00020942+0.0065853i,0.0011508+0.0056996i,0.00083987+0.00038319i,-8.8476e-05-0.0032208i,-0.00076135-0.0031097i,-0.00019453-0.0013708i,0.0010885-5.807e-05i,0.0010706+0.00064168i,0.0010458+0.0014673i,0.00088169+0.0020284i,1.8022e-06+0.0023485i,-0.00093201+0.0020536i,-0.0023983+0.0017503i,-0.0032038+0.0013164i,-0.0015836+0.00089973i,-1.5475e-05+0.00038972i,0.00039589-0.00041404i,0.00080607-0.0007322i,0.0010965-0.00049061i
-0.0048299+0.0022783i,-0.0056639+0.0032706i,-0.0026585+0.0028225i,0.0014525+2.4323e-05i,0.0045898-0.0018943i,0.004794-0.0016518i,0.0017635-0.00031808i,-0.00075343+0.00076105i,-0.001615+0.00032795i,-0.00063117-0.001747i,0.0011515-0.003843i,0.0012288-0.0043124i,-0.00051464-0.0031685i,-0.0023649-0.0021756i,-0.0024295-0.0017699i,-0.0012635-0.0017102i,-0.00028263-0.0025364i,0.000659-0.0030863i,0.00062004-0.0026921i,0.00046774-0.0013753i,0.00083407-0.00053309i,9.3753e-06-0.00035431i,-0.00085883-0.00032664i
