0.00072809+0.00048253i,0.00025616-0.00027824i,0.00024621-0.0010661i,-0.00013643-0.0012435i,-0.001503-0.001671i,-0.0022115-0.00098828i,-0.00082807+0.00061143i,0.0010622+0.0011314i,0.0017314+0.00077495i,0.0017884-0.00038806i,0.00084417-0.00067127i,1.2898e-05-0.00034091i,-1.3164e-05-0.00010145i,0.00039451-0.00029298i,0.00011049-0.00032334i,0.00050066+0.0001223i,0.00039747+0.0005537i,0.00014372+0.00099422i,0.00093494+0.00078892i,0.00063423+0.00057586i,0.00020009-4.6873e-05i,0.00083352+2.1648e-05i,0.00036916+0.000581i
-0.00027134-0.0010561i,-0.00022022-0.00081472i,-0.00067726-0.00017527i,-0.00056769-0.00022975i,0.00059933-0.0012536i,0.00081168-0.0008984i,0.00047206-0.0005079i,0.00056464-0.00037568i,0.00040116+0.00064147i,-0.00012561+0.00047608i,4.7248e-05+5.0364e-05i,0.00019776+0.00025818i,-0.00017808+9.4267e-05i,1.43e-05-0.00034147i,0.00046623-0.00033164i,0.00038243+1.3282e-05i,-0.00037207+0.0002788i,-6.3993e-05+0.00038726i,0.00058538+0.00037415i,0.00040795+0.00064419i,0.00044487+0.001008i,-0.00042832+0.00084734i,-0.00085449+0.0001674i
-0.00047693+0.00090373i,-0.0016918+0.0011079i,-0.0010659+0.00089265i,0.00046289+0.00051792i,0.00022322-0.00062025i,-0.000533-0.00084875i,-0.00063875+0.00010524i,-0.00020405-0.00036631i,0.00040689-0.0012557i,0.00047896-0.001134i,0.00095937-0.00072925i,0.0013936-0.00048508i,0.00092701+0.0001826i,0.00035248+0.00028571i,1.1075e-05+0.00033727i,3.678e-05+5.1268e-05i,9.2948e-05-0.00072258i,0.00016113-0.00085154i,-0.00042295-0.0010167i,-0.00056732-0.0009143i,0.00021985-0.00046267i,0.00075813+9.051e-05i,0.00068475+4.6022e-06i
-0.0002852+0.0020421i,-4.9794e-05+0.0014628i,0.0013238+0.00072374i,0.0019595+0.00031307i,0.0011908-0.00057542i,0.00036515-0.00022872i,0.00013923+0.00044773i,-3.7452e-05+0.00013942i,-0.00012441-0.00029807i,0.000437-0.00039435i,0.00045766-0.00067989i,-7.1983e-06-0.00075713i,-0.00049683+5.4133e-05i,-0.0012232+0.00062759i,-0.001573+0.00037743i,-0.001072+0.00031788i,0.000153-0.00014377i,0.00054418-5.5394e-05i,0.00010844+0.00067728i,-2.7175e-05+0.00057508i,0.00044052+0.00027796i,0.00053697+0.0004174i,0.00049421+0.0010123i
0.00043358-0.0001636i,4.9827e-05-0.00070416i,-0.00016796-0.0011329i,0.00012798-0.00092497i,0.00063904-0.0010604i,0.00053444-0.00022056i,0.00066806+0.0006276i,0.00034197+0.00054911i,-4.9854e-05+0.0005827i,0.00020559+0.00073772i,0.00013143-9.7191e-05i,0.00039807+0.0002173i,0.00046698+0.00088791i,0.00015882+0.00063554i,0.00081482+0.0002318i,0.0012038+8.78e-05i,0.0011361-1.4665e-05i,0.00054666-8.7099e-05i,-0.00010722-0.00043327i,-0.00030051-0.00052501i,-0.00077581-0.00041544i,-0.00074442-0.00072606i,-0.00028427-0.0006415i
0.00067933+0.00062161i,-0.00042196+0.00026764i,-0.00048201-0.00061588i,0.00091477-0.00085698i,0.00025658-0.0006428i,-0.0010578-0.00014035i,-0.00023085+0.00015041i,0.00090197+0.00013619i,0.0004637+0.00043638i,6.2733e-05-0.00048535i,0.0005941-0.0010092i,0.00045081+0.00020996i,-0.00010684+0.00051499i,-0.00030892+0.00040991i,-0.00016188+0.00031771i,-0.0001479-0.00026103i,0.00036613-0.00077791i,0.00059383-0.00046181i,0.0001445-0.00012962i,0.0002388-0.00021378i,0.00030382-0.00034018i,0.00055586-0.00026291i,0.00067921-0.00016929i
-0.0011166+0.0019447i,-0.0016594+0.001608i,-0.0011439+0.0029052i,0.00062774+0.0026966i,0.0017544+0.00014335i,0.00069482-0.0020467i,0.00060447-0.0016435i,0.0013866-0.00071482i,0.0012351-0.00053041i,0.00084341-0.00037048i,0.0007457+0.00044695i,0.0010779+0.00060129i,0.0010293-0.000124i,0.0005334-0.00021445i,0.00031768-0.00076993i,0.00031233-0.00060391i,0.00017039+0.00016097i,-0.00049497-6.5259e-05i,-0.00025816-7.4962e-05i,0.00075432-0.00010016i,0.001145-2.7534e-05i,0.00033214-5.4921e-05i,-0.00069218-0.00032151i
-0.00025228+0.0016961i,-2.5612e-05+0.0011989i,0.0006315+6.5038e-05i,0.00058518-0.00021895i,-0.00043339-0.00067456i,-0.001378-0.0017508i,-0.0014273-0.0016675i,-0.00082648-0.0011342i,-0.00010352-0.00087599i,-4.6744e-05-0.0008571i,0.00037144-0.00055142i,0.00014971-0.00015372i,-0.00028454-0.00010686i,-0.00024562+0.00036478i,-0.00038429+0.00069142i,-7.0487e-05-1.1009e-05i,2.3558e-05-0.00012967i,-6.6381e-05+0.00031443i,-0.00012117+0.00011906i,-0.00049555+0.00031735i,-0.00070139+0.00031836i,-0.00030132-0.00024329i,4.7945e-05-0.0002472i
-0.00011961+0.00039596i,0.00093621+0.000383i,0.0020188+0.00010867i,0.0016004+0.00033875i,-1.9222e-05-0.00037727i,-0.00092803-0.0010551i,-0.0010809-0.00030543i,-0.0011726+0.00051661i,-0.00045105+0.00075371i,0.00046741-0.00038865i,0.000426-0.0012267i,6.5934e-05-0.0011975i,-0.00022749-0.00099729i,0.00011347-0.00036384i,0.00018428+0.00053903i,-0.00014437+0.0011998i,-0.00015566+0.0011839i,0.00017614+0.00036542i,0.00032836+0.00039369i,-8.5047e-05+0.00078836i,-0.00010752-0.00015664i,0.00071471-0.00051584i,0.0012846+0.00021869i
-0.0011891-0.00064667i,-0.00057371-4.7053e-05i,0.00079208+0.00018722i,0.0016027-0.00023087i,0.00072244-0.00021025i,0.00014399-0.00043738i,0.00079279-0.00034323i,0.0012056+0.00044341i,0.00086149+0.0014261i,-0.00011202+0.0013651i,-0.00024706-0.00015139i,-0.00037279-0.00065299i,-0.00048812-0.00057377i,-0.00013862-0.00079543i,-0.00037604-0.00049815i,-0.00030807+0.00013125i,-0.00024356+0.00023442i,-0.00043512+0.00068486i,0.00045499+0.0011831i,0.0005325+0.00054745i,3.5388e-05-0.00026627i,8.6178e-06+6.048e-05i,-0.00040395+0.00042187i
-0.00029899+0.00050247i,-0.0015579+0.0010852i,-0.0014652+0.00038839i,-0.00054461-0.00033751i,0.0001828-0.0012023i,-0.00017589-0.0015198i,-0.0008957-0.00070733i,-0.0007098+9.1677e-05i,-0.00017863+0.00066961i,0.00013136+0.00044721i,0.0006553-9.9443e-06i,0.00078156+0.00010093i,1.9023e-05+0.00018003i,-0.0009133+0.00020587i,-0.00068436+0.00018215i,0.0002089-5.6614e-05i,0.00011837-0.00038008i,0.00015603-0.00025222i,0.00039278-0.00010656i,3.1538e-05+0.00053301i,-0.00046924+0.00067759i,-0.00038392-0.00011739i,-0.000665-0.00039754i
-0.0016593+4.2223e-05i,-0.0011878+0.00051794i,-0.00080607+0.0013423i,-0.00026866+0.0012502i,0.00038108+0.00083125i,5.9936e-05+0.00020838i,-0.00010713+0.00025651i,0.00070549+0.00077337i,0.00057422+0.00032135i,-0.00036168+0.00017922i,-9.9361e-05+0.00041592i,-0.00011138+0.0009468i,-0.00059201+0.00097121i,-0.00031843+0.00060507i,3.7107e-05+0.00012809i,0.00031679+0.00059284i,0.00045831+0.00045053i,0.00039521-0.00069358i,0.00026981-0.00017388i,-0.0002173+0.00044489i,-0.00039726+0.00014121i,-0.00035028-0.00027456i,-0.00035607-0.00035672i
0.00037826+0.0018178i,0.00030222+0.0014705i,0.0010697+0.00079717i,0.0014606-0.00085295i,0.0014441-0.0021928i,0.00047563-0.002072i,0.00076175-0.00071717i,0.00042982+0.00056737i,-0.00091183+0.00049033i,-0.00059435+0.00022521i,0.00013228+0.00028714i,-8.3907e-06+0.00043846i,-0.00024174+0.00036736i,-0.00041191+0.00014584i,5.6542e-05-0.00010403i,0.00091344-0.00014874i,0.00031107+6.6923e-05i,-4.728e-05-0.00029182i,0.0003654-0.0010645i,0.00057642-0.00074766i,0.00025833+0.0004342i,-0.00087873+0.00079275i,-0.00064458+0.0004575i
0.00177+0.0010715i,0.0021533+0.0012343i,0.0024576+0.0011738i,0.0024235+0.00062891i,0.0012846-0.0007813i,-0.00041526-0.0017285i,-0.00076127-0.0012298i,-0.00024397-0.00069497i,0.00036131-0.00058122i,0.0006975-0.00096002i,0.00075511-0.0013098i,0.00037049-0.00055658i,2.6123e-05+0.00018367i,0.00046654+0.00049775i,0.00089857+0.00022074i,0.0010937-0.00016314i,0.00057547-6.3841e-05i,1.9882e-05-0.00016039i,0.00048554-7.7196e-05i,0.000361-0.00019945i,0.00028516-0.00062395i,0.00062811-0.000512i,0.00093371-0.00037196i
-0.0005969-0.00053178i,-0.00098165-0.0001979i,-0.00086035+1.0348e-06i,-0.00012911-0.0005971i,0.00064719-0.00084417i,0.0008405-0.0013647i,0.00031214-0.0013988i,-0.00036068-0.001017i,-0.0008315-0.0010437i,-0.00060462-0.00057671i,3.3054e-05-0.00017386i,0.00066337+6.455e-05i,0.00044669+0.00045392i,-0.00042024+0.00063767i,-2.7106e-05+0.00048777i,0.0011393+0.00063609i,0.0010033+0.00052424i,0.00012373+0.00024032i,0.00039033-0.00039025i,0.00083632-0.00041911i,0.00056291+3.6029e-05i,0.00069707-0.00045034i,0.00038564-0.00045069i
-0.00082152-0.001285i,-0.0023548-0.0012479i,-0.0028513-0.00079562i,-0.00090526-0.00047422i,0.0010033-0.00088269i,0.001369-0.0011862i,0.00052153-0.00066126i,-0.00050141-0.00050974i,-0.00064141-0.00033409i,-5.1734e-05-0.00016002i,0.00090537+7.18e-06i,0.00064517+0.00028152i,6.2685e-05+0.00067958i,7.916e-05+0.00023274i,0.00030546-0.00031666i,-0.00014395-7.4794e-05i,-0.00054832+7.4097e-05i,6.5445e-05-0.00036395i,0.0010289-0.00064859i,0.0007853+0.00011487i,-7.3942e-05+0.00034258i,-0.00065399-0.00037026i,-0.00083123-0.00052393i
-0.00048728+0.0022661i,-0.00058703+0.0027939i,0.00010614+0.002014i,0.00090923+0.001627i,0.0005975+0.0011821i,0.00015424+0.0010307i,0.00026586+0.00059687i,0.00062857+2.4513e-05i,0.00090029-5.7318e-05i,0.0004313+0.00039702i,0.00032761+0.00036975i,0.00106-1.4683e-05i,0.0015489-0.00042737i,0.0011538-0.00058573i,0.00047064-0.00052034i,0.00044459-0.00058337i,0.00049417-0.00048331i,-0.00020491-0.0003095i,-0.0011948-0.00033179i,-0.0011195-4.7028e-05i,0.00019166+0.00020239i,0.0004619-9.208e-05i,-0.00020152+2.5301e-05i
-0.0010678-0.00097442i,-0.0017743-0.00096868i,-0.0013338-0.0012087i,-0.00054382+0.00016856i,-0.00033289+0.00098666i,-0.0002622+0.0011896i,-0.00014899+0.001141i,6.3656e-05+0.00078757i,-3.0036e-05+0.00073733i,-0.00028927+0.00044151i,8.3871e-05+7.8615e-05i,0.00015349+0.00027967i,-0.00030811+0.00095247i,-0.00050918+0.00072288i,-0.00071942-0.00064326i,-0.0010816-0.0012203i,-0.0013314-0.00040687i,-0.00080784-0.00012003i,1.8083e-06-0.00030677i,0.00030866+0.0002449i,0.00018471+0.00046563i,-4.1955e-05-0.00016909i,0.00039292-0.00050935i
0.0008613+0.0011117i,0.00080261+0.0032608i,0.0012716+0.0033471i,0.00088843+0.0014823i,0.00064212+0.00020282i,1.9442e-05+2.7653e-05i,-0.00021962-0.00012198i,-0.00016364-9.4493e-05i,0.00026604+0.0002218i,0.0006447+0.000202i,0.00067877-2.8053e-06i,1.3839e-05-0.00015642i,-0.00071693-0.00057883i,-0.00074903-0.0003773i,-0.00014703-0.00026706i,0.00061828-6.7808e-05i,0.0007776-3.8166e-05i,6.7767e-05+0.00040743i,-0.00056213+0.0009822i,-0.00068384+0.00034194i,-0.00075556-8.2008e-05i,-0.00018697+0.00067144i,0.00041214+0.0009554i
-0.0019498+0.0006058i,-0.0024883+0.00014785i,-0.0019984+0.0009444i,0.00039355+0.0014914i,0.0021996+0.00093572i,0.0018301-0.00053344i,0.00052462-0.0010882i,4.1013e-05-0.00090036i,0.00012471-0.00027007i,-0.00025509-2.2678e-05i,-7.5934e-05-0.00086782i,0.00085903-0.001782i,0.00074105-0.0013587i,0.00040578-0.00038241i,0.00090106-0.00010073i,0.00070242+0.00015656i,0.00048763+0.00052528i,0.00053899+0.00061381i,0.00024412+0.00054797i,-4.6603e-05+0.00032573i,-4.6811e-05+0.00025792i,0.00022962+2.5755e-05i,0.00038724-0.00066173i
0.00052861-0.00076405i,-0.00023017+0.00016689i,-0.0013871+0.00038391i,-0.0012778+0.00023858i,-0.0014955-8.3773e-05i,-0.00114-0.00017013i,5.3733e-05+0.00016672i,2.2785e-05+0.00037315i,-0.0008619+8.4624e-05i,-0.00066083-0.00024791i,-0.00023953+0.00014896i,9.6132e-05-0.00047057i,0.00078295-0.00102i,0.00045485-0.0011492i,0.00071956-0.0012975i,0.00065463-0.00035691i,0.00059886-0.00011372i,0.00020633-0.00031672i,-0.00023595-0.00039552i,0.0001809-8.9414e-05i,0.00022176+0.00053527i,9.2875e-05+0.00041135i,-2.1195e-05-0.00018109i
-0.0010773-0.0014713i,-0.0018911-0.00037556i,-0.0026258+0.00072495i,-0.0021156+0.0017578i,-0.0013362+0.001752i,-0.0003316+0.0014034i,0.00076321+0.00090233i,0.00068835-7.6875e-05i,0.00031773-0.00053977i,0.00065368-0.00011373i,0.00095191+0.00028122i,0.0013527+0.00031237i,0.0014521-4.8752e-05i,0.0012154-0.00038746i,0.0011774-0.00033557i,0.00072417-0.0002153i,0.00048747-7.4273e-05i,0.00018741-9.95e-05i,-0.00060736-0.00027556i,-0.00068745-0.00025643i,5.699e-05+0.00027937i,0.00068444+0.00029686i,0.00014594-0.00049389i
-0.0028587+0.00026075i,-0.0028608+0.00069078i,-0.0025071+0.002268i,-0.00085373+0.0022352i,0.0015796+0.0011282i,0.002093+0.0006019i,0.00070527+0.00031002i,-0.00053359+9.2001e-05i,5.7986e-05+0.00027941i,0.0010949+0.00026485i,0.00087781-0.0001602i,0.0002523-0.00050454i,0.00019766-0.00057987i,0.00045674-0.00020967i,0.00072791+0.00013991i,0.00093174+8.8817e-05i,0.001131-9.1858e-05i,0.00033209+8.2425e-05i,-0.00011858-0.00044463i,-0.00026703-0.00055608i,-0.000104-0.0002108i,2.8735e-05-6.261e-05i,-0.00012349+0.00044328i
-0.00098257+0.00064569i,-0.00063437+0.00099088i,-0.00088774+0.00161i,0.00037738+0.0016579i,0.0020159+0.0012925i,0.0011763-0.00034492i,0.0004161-0.0011827i,0.00080525-0.00067727i,0.00039068+9.6765e-05i,-5.3152e-06+0.00065396i,0.00032195+0.00094033i,0.00064047+0.00027982i,0.0012859-0.00060309i,0.0010245+0.00025169i,0.00082675+0.00081014i,0.00094217+0.00067418i,6.9765e-05+0.00034458i,-0.00039341+0.00049563i,-0.00023311+0.00051122i,-8.1493e-05+0.00067327i,-0.00087723+0.00096842i,-0.00092669+0.00053023i,6.7357e-05+1.5675e-05i
-0.0025138-0.00062071i,-0.0025095-0.00093108i,-0.0025958+0.00088931i,-0.00068982+0.0013668i,0.0013931+8.981e-05i,0.0015398-0.0012821i,0.001212-0.00063048i,0.00097416+0.00017589i,0.00058462+0.00019143i,-0.0002407-0.00036995i,-0.00051237-0.0013335i,0.00021021-0.0012638i,0.00030948-0.00077795i,0.00020851-0.00044528i,3.4135e-05-0.00025763i,-0.00019738+0.00018622i,-0.00043554+0.00072041i,-0.00087054+0.00080026i,-0.00043188-9.5068e-06i,0.00053406-0.00096282i,0.00012219-0.00062429i,-0.00041246-8.5222e-05i,-5.3123e-05-0.00035574i
-0.0011945+0.00042824i,-0.0011227+0.00068057i,-0.0009842+0.0012161i,-0.00025168+0.0016671i,0.0011149+0.00090027i,0.00066358-0.00078538i,-0.00057772-0.0011844i,-0.0010273-0.00074637i,-0.0010866-0.00070569i,-0.00032802+0.0001488i,0.00018647+0.0011182i,0.00057296+0.00098741i,0.0012744+0.00054271i,0.0011293-0.00014577i,0.00054006-0.00044469i,0.00071807-0.00060562i,0.00084363-0.000719i,0.00025078-0.0011857i,-6.0385e-05-0.0009235i,6.661e-05+0.0003441i,0.00038521+0.00084231i,0.00033073+0.00078021i,2.9608e-05-5.6495e-05i
0.00024568+0.00034928i,0.00039421+0.00051523i,0.00032824+0.00084395i,0.00046204+0.00070264i,-0.00027104-0.00057782i,-0.00037453-0.00096534i,0.00017768-0.0005406i,0.00076167+0.00059485i,0.00026809+0.001515i,-0.00064252+0.00087416i,0.00039007+0.00017406i,0.0012402+3.4249e-05i,0.00065195-0.00080716i,0.0004665-0.0013385i,0.00041495-0.00055688i,-0.00043932+0.00022057i,-0.00077435+0.00043083i,-0.00070033+0.00029115i,-0.00019322+0.00012393i,0.00045994-0.00047682i,0.00023913-0.00077703i,0.00023776-0.00052957i,0.00055808-0.00056927i
-0.0013522-0.0019712i,-0.0020177-0.00043964i,-0.0024971-0.00056826i,-0.0010196-0.00028712i,0.00045402+0.00019467i,0.00083225+0.00040171i,0.00069823+0.00017035i,0.00029054-0.00023785i,1.1116e-05-0.00041352i,0.00028158-0.00035691i,0.00095932-0.00051102i,0.0010155-0.00082528i,0.00038338-0.00032821i,0.00022897-0.00017337i,0.00018989-4.812e-05i,-0.00069923+0.00061756i,-0.0010302+0.00021493i,-0.0010288-0.0005242i,-0.0011781-0.00057219i,-0.00038805+0.00052292i,0.00016253+0.00077534i,9.1869e-05+0.00028478i,8.2833e-05+0.00036706i
0.0014054+0.0015634i,0.0017739+0.0011456i,0.0028481+0.00082422i,0.0030815-0.00036732i,0.0024665-0.0019912i,0.00055729-0.0024084i,-0.0012254-0.001194i,-0.0015728-0.0005395i,-0.0016874-0.00081626i,-0.0014579-0.0012172i,-0.00076117-0.00073554i,-0.0007781-1.8459e-05i,-0.0014198-2.802e-05i,-0.0011571+2.6119e-06i,-0.00090418+0.00014058i,-0.0010566+0.00026274i,-0.00029828+3.6943e-05i,0.00033334-0.00048788i,0.00052806-0.0010833i,0.0003497-0.00084222i,-0.00075067-0.00057875i,-0.001279-0.00022905i,-0.0012545+8.449e-05i
-0.0016614+0.002755i,-0.0026208+0.0024725i,-0.00082482+0.0025393i,0.0012818+0.00088119i,0.001568-0.0010177i,0.00096225-0.0016912i,0.0014885-0.0010242i,0.0013561-1.1519e-05i,0.00058231+0.00019492i,0.00034457-0.00042571i,0.00019365-0.00090111i,-0.00021179-0.00074772i,0.00015506-0.00091962i,0.00031908-0.00040961i,-0.00028567+0.00077511i,-0.0004383+0.0004499i,8.1516e-05-0.00017218i,0.00038274+0.00016051i,-0.0007069+0.0004528i,-0.0010153+0.00060136i,-0.00075424+0.00069022i,-0.00086201+0.00061569i,-0.00039864+0.00050024i
-0.00086757+0.00048911i,-0.00054977+0.0017284i,-0.00011442+0.0034051i,0.0017199+0.0024323i,0.0026428+0.00021736i,0.0013343-0.0013162i,0.0005807-0.0011109i,0.0005955-0.0007715i,-3.8628e-05-0.00050569i,-0.00019225+0.00029086i,-0.00028268+0.00040496i,-0.00050531+0.00021299i,-9.978e-05+6.2855e-05i,0.00035669-0.0002881i,0.00081082-0.00081046i,0.00065162-0.00075592i,0.00011667-0.0012671i,0.00067597-0.0014352i,0.0012012-0.00029913i,0.00033247+0.00072462i,9.3773e-05+0.00024096i,0.00022689-0.00054743i,5.6771e-05-0.00052197i
-0.00093527-0.00035509i,0.00010049+0.00096516i,-0.00064788+0.00081457i,-0.00022166+0.00020694i,0.00028224-9.4607e-06i,0.00047788-3.5976e-05i,6.3944e-05-9.2395e-06i,-0.00014771+0.00029349i,0.00019917+0.00019238i,-0.00070684+0.00048216i,-0.00042578+0.00069852i,0.00064227+0.00035954i,0.00057827-0.00044984i,0.00016329-0.00089401i,-0.00020914-0.00067411i,0.00012866-0.00046345i,0.00041293-0.00099832i,0.00023961-0.00099602i,-0.00050181-0.00041647i,-0.00080894-0.00019966i,-0.00039539+0.00044945i,-0.00024358+0.00066788i,-0.00046064-0.00031043i
0.0013535-0.00091857i,0.0011685-0.00095119i,0.0014105-0.00090072i,0.00078077-0.0012922i,0.00037896-0.0017856i,0.00023191-0.0012859i,-0.00043491-0.00036952i,-0.00033905-0.00057231i,3.3316e-05-0.00075765i,-0.00035777-0.00056045i,-2.5388e-05-0.0010671i,0.00035342-0.0012405i,-6.3148e-05-0.00054024i,-0.00037276+0.00043594i,-0.00084258+0.00031888i,-0.0007686-0.00018461i,-0.00078922+1.4418e-06i,-0.00066733+0.00051633i,0.00020493+0.00044361i,0.001152-0.00042033i,0.0011843-0.00021149i,-0.00021589+0.00053133i,-0.00018938+0.00014584i
-0.00072001-0.00071838i,-0.0014752+4.1093e-05i,-0.0024326+0.00062717i,-0.0014163+0.00034773i,-0.00029575-0.00033698i,-0.00025332-0.001432i,-0.00049312-0.0012637i,-0.00016029-0.0007388i,-7.714e-05+9.4438e-05i,-0.0006818-3.7792e-05i,-0.00073698-0.00071002i,-0.00047396-0.00053375i,-0.00060615+0.00025312i,-0.00056087+4.3186e-05i,-0.00010896-4.3385e-05i,-0.00035867+0.00014i,-7.4875e-05+1.3851e-05i,0.00062125-3.7365e-05i,0.00026628-0.00019626i,-0.000295+0.00018411i,3.0357e-05+0.00062999i,0.00040224+0.00082116i,0.00016866+0.00036401i
0.0006929+0.0013808i,0.0011419+0.001433i,0.0014623+0.0014713i,0.0016363+0.00058759i,0.0010092-0.00076822i,-0.00024542-0.00083182i,-0.00033301+0.00032091i,7.5319e-05+0.00054721i,-0.00051575-0.00015264i,-0.00093024+0.00016602i,-0.00093881-0.00036059i,-0.00080782-0.0012795i,-0.0013037-0.00082155i,-0.0010054-0.00051015i,4.3526e-05-0.00087941i,-0.00012349-0.00048436i,-0.00030446+8.9752e-05i,-0.00075629+0.00039952i,-0.00063105+0.00056039i,-0.00025122+0.00073122i,-0.00081201+0.00024277i,-0.00017519-0.00070171i,0.00061933-0.0002716i
0.00064251+0.00099775i,-0.00014911+0.00060519i,0.00079128-9.3047e-05i,0.0016431-0.00074103i,0.0020294-0.0014894i,0.0021335-0.0015989i,0.0010807-0.00070917i,0.00061724-0.00054874i,0.00010336-0.00098944i,1.4611e-05-0.00013576i,0.00024126+0.0005791i,-0.00020622+0.00032811i,-0.00043315+0.00016278i,-0.00068412-9.9705e-05i,-0.00050887-9.5814e-05i,0.00038665-0.00089306i,0.00050853-0.00097967i,-0.00013244-0.00018739i,1.1796e-05+0.00060094i,0.00029406+0.00058102i,0.00023563+1.8275e-05i,-0.00022165+0.0006212i,-0.0010999+0.0007158i
0.00067572+0.0022219i,7.0903e-05+0.002437i,0.00089003+0.0024092i,0.0019336+0.00011463i,0.0019604-0.0022174i,7.9991e-05-0.003045i,-0.00095928-0.0019075i,-5.0785e-05-4.5302e-05i,0.00025333+0.00072237i,0.00046367+0.00030408i,0.00076432-8.3809e-06i,0.00022979+0.0001878i,-0.0003536+4.0865e-05i,-0.00050285-0.000354i,-0.00087256-0.00012266i,-0.00053566-8.4156e-05i,0.00029209-0.00025863i,0.00013855+0.00026145i,6.2381e-05+0.00029936i,0.00060158+6.123e-05i,0.00067954+0.00030261i,0.00055443+6.9124e-05i,0.00018803-0.00073162i
0.0016372+0.00034244i,0.0022442+6.234e-06i,0.0017608-0.00098123i,0.00095322-0.0017101i,0.00030782-0.0010538i,-0.00061283-0.00039115i,-0.001383-0.00054005i,-0.00062601-2.3666e-05i,0.00011901+0.00033795i,-6.3282e-05-0.00039061i,-0.00058845-0.0010541i,-0.00029908-0.0010428i,0.00043676-0.00027895i,-6.0609e-05+0.00020461i,-0.00055367+0.00065138i,-0.00054661+0.00030883i,-0.00061846-0.0010019i,-0.0006318-0.00074224i,-0.00017062+0.00013894i,0.00061776+0.00030516i,0.00049188+0.00067429i,-0.00034927+0.00095474i,-0.00040086+0.00015394i
0.001936+0.001282i,0.0016128+0.0021114i,0.0013489+0.00080177i,0.0017257-0.00084999i,0.0012263-0.0015837i,0.0007133-0.0013519i,0.00059113-0.0011037i,0.00034133-0.00070786i,3.1957e-05-0.00046607i,-0.00050953-0.0008449i,-0.00055419-0.0010854i,-0.00059175-0.00039978i,-0.0013356+0.00030094i,-0.0019021+0.00098836i,-0.0012776+0.00088068i,-0.00048865+0.00058239i,-0.0004361+0.0002446i,9.5727e-06+0.00012803i,0.00079981-0.00026375i,0.0009347-0.0010928i,0.00072536-0.00069313i,-0.00025821+7.5747e-05i,-0.00090352+0.00032681i
-0.0021104+0.00064482i,-0.0028233+0.00071057i,-0.0026232+0.0015984i,-0.0011036+0.0018927i,0.00022442+0.0012119i,0.00038715-0.00064232i,0.00015059-0.001409i,0.00014149-0.0006608i,0.00033183-7.1008e-05i,-0.00011687-7.9054e-05i,-0.00039425-0.00043348i,-7.7718e-05-0.00021672i,0.00017799-0.00022591i,-0.00014278+5.7782e-05i,-0.00012324+0.00049895i,6.7813e-05+0.00047387i,-0.00012384+0.00042169i,-0.00042085-0.00010558i,-0.00030171-0.0003706i,-0.00057141+0.00028005i,-0.00096025+0.00087431i,-0.0004454+0.00043091i,-0.00022306+0.00027739i
-0.00099759-0.00039814i,-0.0010873+0.0001235i,-0.00064709+0.00051276i,-0.00055891+0.00074119i,0.00020704+0.00028816i,0.0010093+0.00010838i,0.00058783+0.00096857i,-0.00011231+0.0012219i,-0.00043478+0.0012026i,-0.00027913+0.0003623i,8.4318e-05-0.00011973i,-0.00018742+0.00031946i,-0.00036649-0.00037529i,-1.139e-05-0.00084631i,0.00034408-0.00056192i,0.0010942-0.00010025i,0.00037593+0.00028314i,-0.00060455+1.4834e-05i,-4.612e-05-0.00015551i,0.00050803-0.00034796i,0.00049772-0.00072394i,0.00094926-0.00038139i,0.0011439-0.00030381i
0.0014096-0.00098344i,0.0012011-0.00050486i,0.0010573-0.00086369i,0.00083303-0.00048525i,0.00046196-0.00025688i,0.00039455-0.00040537i,-0.00030011-0.00030808i,-0.00057835-0.00024785i,-0.00038578-0.0001862i,-0.00080043+0.00011828i,-0.00061235+0.00049592i,0.00073565+0.00081929i,0.0010842+0.00083237i,-5.3654e-05+0.00063731i,8.0392e-06+0.00049841i,0.00054369-8.3281e-05i,0.00049597-0.00077193i,0.0001836-0.00022389i,2.3908e-05+0.000672i,0.00021362+0.0006817i,0.0001076+0.00022045i,-0.00050861+1.4805e-05i,-0.00035841+0.00049607i
-0.00011657+2.1108e-05i,-0.00061141+0.00011584i,-0.00065829-0.00020436i,0.00028866+0.00067548i,0.00053198+7.2766e-05i,-0.00092681-0.00013613i,-0.0011492-4.2235e-05i,-0.00018589-3.5324e-05i,-0.00010714+0.00043416i,4.181e-05+0.00071593i,0.00052266+0.00079231i,0.00017698+0.0010796i,-0.00025415+0.00092066i,3.5763e-05+0.00026205i,0.00063069+0.0001943i,0.00057202+0.00020962i,0.00075878+7.8629e-05i,0.00055497+0.00021857i,0.00042194+0.00023974i,0.00080798+0.00028965i,0.00058594+0.00051216i,-3.1701e-05+0.0006397i,-0.00044343+1.1434e-05i
0.00060456-0.00047325i,0.00067208-0.0008907i,0.00082744-0.00096875i,0.00016392-0.00023227i,-0.00081733+0.00012148i,-0.00049677+0.00029708i,0.00048661+0.00028839i,0.00022274+2.987e-05i,-0.00045102+0.00051084i,-9.917e-05+0.00048656i,0.00018822-0.00015176i,-0.00015223-0.00051563i,5.242e-06-0.00058531i,0.00046132-0.00030109i,0.00089137-0.00020206i,0.00054485-0.00058452i,0.00018357-0.00041271i,5.1062e-05-0.0002124i,0.00021931-0.00053397i,0.00087126-0.00056637i,0.00094055-0.00044424i,0.00078367-0.0002283i,0.000202+0.00015879i
